,type,divisions,creators,dir,lastmod,userid,pagerange,datestamp,documents,pres_type,ispublished,refereed,uri,full_text_status,eprintid,event_title,date_type,event_location,related_url,status_changed,eprint_status,abstract,subjects,official_url,title,event_dates,metadata_visibility,rev_number,event_type,number,publisher,publication,issn,volume,id_number,isbn
44,other,['FKIP11'],"[{'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Musdalifa', 'given': 'Musdalifa'}}, {'id': 'herpratiwi.1964@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Herpratiwi', 'honourific': None, 'given': 'Herpratiwi'}}, {'name': {'family': 'Riswandi', 'honourific': None, 'lineage': None, 'given': 'Riswandi'}, 'id': None}]",disk0/00/03/84/96,2022-01-27 08:00:52,863,,2022-01-27 08:00:52,"[{'docid': 159606, 'main': 'Similarity_Development of Power Point Based CD Interactive Teaching Materials to Improve Student Learning Results.pdf', 'files': [{'datasetid': 'document', 'filesize': 995305, 'fileid': 435995, 'mime_type': 'application/pdf', 'mtime': '2022-01-27 04:51:21', 'hash_type': 'MD5', 'filename': 'Similarity_Development of Power Point Based CD Interactive Teaching Materials to Improve Student Learning Results.pdf', 'hash': '559065e58cae1e7aa2e5471217fb808e', 'objectid': 159606, 'uri': 'http://repository.lppm.unila.ac.id/id/file/435995'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159606', 'eprintid': 38496, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",,pub,,http://repository.lppm.unila.ac.id/id/eprint/38496,public,38496,,,,,2022-01-27 08:00:52,archive,"The aim of this research is to describe the development of interactive CD learning materials based
on power points to improve students’ achievement in mastering IPA, especially the topic about the source of
energy. The problems occurring in this research, students cannot master the material very well. Students did not
have interesting in learning and they just had active in their activities. The research used is research and
development. In collecting the data, the researcher had three types, observation, interview, and test. The results
showed that the interactive CD learning material that was developed met the requirements in accordance with
the steps of development. Media validation results and material validation results are shown with an average
score of 79.8% and 87.2% respectively.Student responses to interactive learning materials scored 81.75% in
small-scale trials while large-scale trials scored 85%. Then the teacher responses scored 71.7% and 80.48%,
respectively",['L1'],,Development of Power Point Based CD Interactive Teaching Materials to Improve Student Learning Results,,show,7,,,IOSR JRME,,,,,
45,other,['FKIP11'],"[{'id': None, 'name': {'given': 'Musdalifa', 'lineage': None, 'honourific': None, 'family': 'Musdalifa'}}, {'name': {'honourific': None, 'family': 'Herpratiwi', 'lineage': None, 'given': 'Herpratiwi'}, 'id': 'herpratiwi.1964@fkip.unila.ac.id'}, {'id': None, 'name': {'given': 'Riswandi', 'family': 'Riswandi', 'honourific': None, 'lineage': None}}]",disk0/00/03/85/33,2022-01-27 11:52:14,863,,2022-01-27 11:52:14,"[{'files': [{'objectid': 159641, 'uri': 'http://repository.lppm.unila.ac.id/id/file/436282', 'fileid': 436282, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-01-27 09:39:00', 'hash': 'ceae1af04af1f251ced2588c76f3bbe3', 'filename': 'development of power point based CD.....pdf', 'datasetid': 'document', 'filesize': 2999760}], 'docid': 159641, 'main': 'development of power point based CD.....pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/159641', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 38533, 'language': 'en', 'mime_type': 'application/pdf'}]",,unpub,,http://repository.lppm.unila.ac.id/id/eprint/38533,public,38533,,,,,2022-01-27 11:52:14,archive,"The aim of this research is to describe the development of interactive CD learning materials based on power points to improve students’ achievement in mastering IPA, especially the topic about the source of energy. The problems occurring in this research, students cannot master the material very well. Students did not have interesting in learning and they just had active in their activities. The research used is research and development. In collecting the data, the researcher had three types, observation, interview, and test. The results showed that the interactive CD learning material that was developed met the requirements in accordance with the steps of development. Media validation results and material validation results are shown with an average score of 79.8% and 87.2% respectively.Student responses to interactive learning materials scored 81.75% in small-scale trials while large-scale trials scored 85%. Then the teacher responses scored 71.7% and 80.48%, respectively.",['L1'],,PeerReview_Development of Power Point Based CD Interactive Teaching Materials to Improve Student Learning Results.,,show,7,,,PeerReview,,,,,
46,other,['FKIP11'],"[{'id': None, 'name': {'family': 'Musdalifa', 'honourific': None, 'lineage': None, 'given': 'Musdalifa'}}, {'name': {'given': 'Herpratiwi', 'lineage': None, 'family': 'Herpratiwi', 'honourific': None}, 'id': 'herpratiwi.1964@fkip.unila.ac.id'}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Riswandi', 'given': 'Riswandi'}}]",disk0/00/03/85/84,2022-01-28 02:27:42,863,,2022-01-28 02:27:42,"[{'docid': 159692, 'main': 'Similarity_Development of Power Point Based CD Interactive Teaching Materials to Improve Student Learning Results.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/436695', 'objectid': 159692, 'hash_type': 'MD5', 'mtime': '2022-01-28 01:24:27', 'hash': '559065e58cae1e7aa2e5471217fb808e', 'filename': 'Similarity_Development of Power Point Based CD Interactive Teaching Materials to Improve Student Learning Results.pdf', 'fileid': 436695, 'mime_type': 'application/pdf', 'filesize': 995305, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159692', 'rev_number': 1, 'eprintid': 38584, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",,unpub,,http://repository.lppm.unila.ac.id/id/eprint/38584,public,38584,,,,,2022-01-28 02:27:42,archive,"The aim of this research is to describe the development of interactive CD learning materials based on power points to improve students’ achievement in mastering IPA, especially the topic about the source of energy. The problems occurring in this research, students cannot master the material very well. Students did not have interesting in learning and they just had active in their activities. The research used is research and development. In collecting the data, the researcher had three types, observation, interview, and test. The results showed that the interactive CD learning material that was developed met the requirements in accordance with the steps of development. Media validation results and material validation results are shown with an average score of 79.8% and 87.2% respectively.Student responses to interactive learning materials scored 81.75% in small-scale trials while large-scale trials scored 85%. Then the teacher responses scored 71.7% and 80.48%, respectively.",['L1'],,Similaritas_Development of Power Point Based CD Interactive Teaching Materials to Improve Student Learning Results,,show,7,,,Turnitin,,,,,
47,article,['FKIP11'],"[{'id': 'nilawati.idrus@gmail.com', 'name': {'honourific': None, 'family': 'Nila Wati Idrus', 'lineage': None, 'given': 'NWI'}}, {'name': {'given': 'DY', 'honourific': None, 'family': 'Dwi Yulianti', 'lineage': None}, 'id': None}, {'name': {'lineage': None, 'family': 'Ujang Suparman', 'honourific': None, 'given': 'US'}, 'id': 'ujang.suparman@fkip.unila.ac.id'}, {'name': {'family': 'Zainal Abidin Arief', 'honourific': None, 'lineage': None, 'given': 'ZAA'}, 'id': None}]",disk0/00/04/68/28,2022-11-25 01:18:25,559,376-387,2022-11-25 01:18:25,"[{'files': [{'objectid': 185763, 'uri': 'http://repository.lppm.unila.ac.id/id/file/515438', 'datasetid': 'document', 'filesize': 441667, 'fileid': 515438, 'mime_type': 'application/pdf', 'mtime': '2022-11-24 07:51:27', 'hash_type': 'MD5', 'filename': '2868-11402-1-PB.pdf', 'hash': '101c95356ee0d505ab3c5e8912e01257'}], 'docid': 185763, 'main': '2868-11402-1-PB.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185763', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 46828, 'language': 'en', 'mime_type': 'application/pdf'}]",,pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/46828,public,46828,,published,,,2022-11-25 01:18:25,archive,"Penelitian ini bertujuan untuk: (1) mengembangkan media wordwall yang 
layak dalam peningkatan siswa dalam pembelajaran Bahasa Inggris (2) 
mengetahui keberhasilan penggunaan media belajar pada mata pelajaran 
bahasa Inggris, khususnya dalam upaya guru meningkatkan 
perbendaharaan kosakata siswa. Subjek Penelitian ini adalah siswa SMP 
Negeri 34 Bandar Lampung. Peserta didik dapat dikatakan mampu dalam 
pembelajaran Bahasa Inggris apabila mempunyai kemampuan lebih yang 
dimilik yakni kosakata. Menggunakan media yang mendukung dalam 
pembelajaran kosakata membuat peserta didik lebih memahaminya 
dibandingkan menggunakan pembelajaran tanpa menggunakan media. 
Tidak hanya peserta didik membutuhkan pemahaman kosakata yang 
banyak, seorang pendidik juga harus mempunyai perbendaharaan 
kosakata yang lebih banyak. Disesuaikan dengan materi yang diajarkan 
apabila pendidik mengajar tentang menulis paragraf sederhana, pendidik 
mampu memberikan aspek-aspek penilaian dalam menulis. Selanjutnya 
pemberian pembelajaran kosakata, pendidik mampu menjelaskan makna 
kosakata yang ada sehingga sebuah makna kosakata yang mempunyai arti 
secara berhubungan dapat menjadi bahasa yang mempunyai makna. 
Wordwall adalah sebuah aplikasi yang menarik pada browser. Aplikasi 
khusus yang bertujuan sebagai sumber belajar, media, dan alat penilaian 
yang menyenangkan bagi murid. Selain itu juga gratis penggunaannya 
dapat dishare lansung melalui facebook, goggle classroom, twitter, atau 
melalui link ke grup WA. Media wordwall diharapkan membantu siswa 
dalam pemahaman kosakata siswa tanpa harus selalu tergantung pada 
penggunaan kamus. Di dalam melakukan penelitian menggunakan R & D 
atau yang lebih dikenal dengan Research atau Development yang 
mengutip versil Borg dan Gall. Kajian deskriptif analisis mengarah pada
petunjuk pembelajaran Dick and Carey yang mempunyai tahapan terdiri 
penyelidikan kebutuhan, rancangan pembelajaran, penerapan 
pengembangan produk, verifikasi dan perbaikan produk. Pengamatan, 
penyebaran angket, dan evaluasi sebagai langkah untuk mendapatkan 
data. Statistik penyebaran diperlukan sebagai evaluasi deskriptif 
kuantitatif. Perolehan hasil belajar menggunakan normalisasi atau lebih dikenal N-gain mempunyai fungsi melihat sejauh mana efisiensi 
pemanfaatan gawai wordwall tersebut. Hasil penilaian dari ahli materi 
4.34 Kategori sangat baik. Hasil validasi media 3.70. Dengan kategori baik. 
Riset membuktikan: (1) pemanfaatan dalam pembuatan media wordwall
salah satu pembelajaran meliputi, keahlian, bahan ajar, glossary, evaluasi 
serta berbagai jenis permainan dalam gawai tersebut, (2) pemanfaatan 
media wordwall dapat di implementasikan untuk sumber belajar 
khususnya pembelajaran perbendaharaan kosakata.
Kata kunci: media interaktif, Wordwall, perbendaharaan kat",['T1'],http://jurnal.fkip.unila.ac.id/index.php/aksara,"Pemanfaatan media wordwall dalam peningkatan 
perbendaharaan kosakata (vocabulary) pada 
pembelajaran bahasa Inggris",,show,6,,2.0,,Jurnal Bahasa dan Sastra,1411-2051,22.0,,
48,article,['FKIP11'],"[{'name': {'given': 'Veronica', 'family': 'Novita', 'honourific': None, 'lineage': None}, 'id': None}, {'name': {'honourific': None, 'family': 'Herpratiwi', 'lineage': None, 'given': 'Herpratiwi'}, 'id': 'herpratiwi.1964@fkip.unila.ac.id'}, {'name': {'given': 'Alben', 'honourific': None, 'family': 'Alben Ambarita', 'lineage': None}, 'id': 'alben_ambarita57@yahoo.com'}, {'name': {'given': 'Darsono', 'honourific': None, 'family': 'Darsono', 'lineage': None}, 'id': 'darsono.1954@fkip.unila.ac.id'}]",disk0/00/02/36/43,2020-08-14 05:47:59,863,52-57,2020-08-14 05:47:59,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/37273', 'rev_number': 1, 'docid': 37273, 'main': '51249-54958-1-PB (2).pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/215888', 'objectid': 37273, 'filesize': 152834, 'datasetid': 'document', 'hash': '86c7a00aebf1897dc0f24420f784ca61', 'filename': '51249-54958-1-PB (2).pdf', 'mtime': '2020-08-14 04:18:43', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 215888}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 23643, 'placement': 1, 'security': 'public'}]",,pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/23643,public,23643,,,,,2020-08-14 05:47:59,archive,"The purpose of this research and development is to develop and describe the feasibility and effectiveness of
developing image media based on Problem Based Learning products to improve student learning communication.
This type of research and development refers to Borg and Gall theory. The sample was determined by purposive
sampling of 16 students of second-grade at Darma Bangsa Elementary School. Data were collected through observation sheets, questionnaires, and test questions. The data analysis technique used the n-Gain test to
determine the effectiveness of the results obtained, namely 0.488. The results of the validation of image media based on Problem Based Learning are done by material, design and media experts. The results showed that, product development based on Problem Based Learning that is produced effectively is used in the learning process for second-grade students. This is evidenced by the increase in student learning outcomes and student communication skills after using Problem Based Learning based on image media.",['L1'],,"The Development of Image Media Based on Problem Based
Learning to Grow Communication Skills on Second Grade of
Elementary School",,show,9,,3.0,International Knowledge Sharing Platform IISTE,Journal of Education and Practice,ISSN 2222-1735 (Paper) ISSN 2222-288X (Online),11.0,,
49,article,['FKIP11'],"[{'id': None, 'name': {'given': 'Veronica', 'lineage': None, 'family': 'Novita', 'honourific': None}}, {'id': 'herpratiwi.1964@fkip.unila.ac.id', 'name': {'honourific': None, 'family': 'Herpratiwi', 'lineage': None, 'given': 'Herpratiwi'}}, {'name': {'given': 'Alben', 'lineage': None, 'honourific': None, 'family': 'Alben Ambarita'}, 'id': 'alben_ambarita57@yahoo.com'}, {'id': 'darsono.1954@fkip.unila.ac.id', 'name': {'family': 'Darsono', 'honourific': None, 'lineage': None, 'given': 'Darsono'}}]",disk0/00/01/79/96,2020-02-17 03:45:02,863,52-57,2020-02-17 03:45:02,"[{'eprintid': 17996, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': '51249-54958-1-PB.pdf', 'docid': 31139, 'files': [{'filesize': 152834, 'datasetid': 'document', 'hash': '86c7a00aebf1897dc0f24420f784ca61', 'filename': '51249-54958-1-PB.pdf', 'hash_type': 'MD5', 'mtime': '2020-02-14 04:01:38', 'mime_type': 'application/pdf', 'fileid': 151560, 'uri': 'http://repository.lppm.unila.ac.id/id/file/151560', 'objectid': 31139}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31139'}]",,pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/17996,public,17996,,,,,2020-02-17 03:45:02,archive,"The purpose of this research and development is to develop and describe the feasibility and effectiveness of developing image media based on Problem Based Learning products to improve student learning communication. This type of research and development refers to Borg and Gall theory. The sample was determined by purposive sampling of 16 students of second-grade at Darma Bangsa Elementary School. Data were collected through observation sheets, questionnaires, and test questions. The data analysis technique used the n-Gain test to determine the effectiveness of the results obtained, namely 0.488. The results of the validation of image media based on Problem Based Learning are done by material, design and media experts. The results showed that, product development based on Problem Based Learning that is produced effectively is used in the learning process for second-grade students. This is evidenced by the increase in student learning outcomes and student communication skills after using Problem Based Learning based on image media. 
Keywords: image media, Communication Skills, Problem Based Learning",['L1'],https://www.iiste.org/Journals/index.php/JEP/article/view/51249,The Development of Image Media Based on Problem Based Learning to Grow Communication Skills on Second Grade of Elementary School,,show,6,,3.0,Journal of Education and Practice,Journal of Education and Practice,2222-1735 (Paper)  2222-288X (Online),11.0,DOI: 10.7176/JEP/11-3-06,
50,other,['FKIP11'],"[{'name': {'honourific': None, 'family': 'Putri', 'lineage': None, 'given': 'Resti'}, 'id': None}, {'id': 'herpratiwi.1964@fkip.unila.ac.id', 'name': {'given': 'Herpratiwi', 'lineage': None, 'honourific': None, 'family': 'Herpratiwi'}}, {'name': {'given': 'UR', 'lineage': None, 'honourific': None, 'family': 'Undang Rosidin'}, 'id': 'undangros@yahoo.com'}]",disk0/00/03/85/01,2022-01-27 08:01:04,863,,2022-01-27 08:01:04,"[{'security': 'public', 'placement': 1, 'eprintid': 38501, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/436034', 'objectid': 159611, 'filename': 'Similarity_Pengembangan Instrumen Asesmen Kinerja Berbasis Literasi Sains pada Pembelajaran Tematik Terpadu Peserta Didik Kelas V Sekolah Dasar.pdf', 'hash': 'dc779be3b02ff12151dceeef144aa1e0', 'hash_type': 'MD5', 'mtime': '2022-01-27 05:02:23', 'mime_type': 'application/pdf', 'fileid': 436034, 'filesize': 2475653, 'datasetid': 'document'}], 'docid': 159611, 'main': 'Similarity_Pengembangan Instrumen Asesmen Kinerja Berbasis Literasi Sains pada Pembelajaran Tematik Terpadu Peserta Didik Kelas V Sekolah Dasar.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/159611', 'rev_number': 1, 'format': 'text', 'pos': 1}]",,pub,,http://repository.lppm.unila.ac.id/id/eprint/38501,public,38501,,,,,2022-01-27 08:01:04,archive,"Tujuan penelitian ini adalah mengembangkan instrumen asesmen kinerja berbasis literasi sains yang valid dan 
praktis pada pembelajaran tematik terpadu peserta didik kelas V Sekolah Dasar. Penelitian pengembangan ini
mengikuti tujuh tahap metode Borg and Gall. Subjek penelitian pengembangan ini dibedakan menjadi dua, yaitu
subjek uji coba produk adalah validasi ahli dan subjek uji coba pemakaian adalah 30 peserta didik kelas V A
SDN 2 Harapan Jaya. Objek dalam penelitian ini adalah instrumen asesmen kinerja berbasis literasi sains pada
pembelajaran tematik terpadu kelas V Sekolah Dasar. Data penelitian diperoleh melalui observasi, angket, dan
dokumentasi. Hasil penelitian menunjukkan bahwa produk layak digunakan, yang didapat dari rata-rata hasil
analisis data oleh validator ahli 85,8% dengan kriteria sangat layak. Selanjutnya hasil analisis instrumen
penelitian diperoleh nilai KMO sebesar 0,560>0,5 bahwa butir penilaian yang diamati pada lembar observasi baik
untuk digunakan. Hasil uji reliabilitas cronbach's alpha menunjukkan 0,621>0,5. Maka dapat disimpulkan
bahwa instrumen asesmen kinerja berbasis literasi sains telah valid dan sangat praktis digunakan pada
pembelajaran tematik peserta didik kelas V Sekolah Dasar.",['L1'],,Similaritas_Pengembangan Instrumen Asesmen Kinerja Berbasis Literasi Sains pada Pembelajaran Tematik Terpadu Peserta Didik Kelas V Sekolah Dasar,,show,7,,,Basicedu,,,,,
51,article,['FKIP11'],"[{'name': {'given': 'Firdaus', 'lineage': None, 'honourific': None, 'family': 'Rangga'}, 'id': 'ranggafirdaus@fkip.unila.ac.id'}]",disk0_bak/00/04/92/32,2023-03-27 00:54:00,698,,2023-03-27 00:54:00,"[{'files': [{'hash_type': 'MD5', 'mtime': '2023-03-24 07:44:14', 'filename': 'Fitur pembuatan bahan ajar laravel 82-Article Text-523-1-10-20220615.pdf', 'hash': '6017ba5f6ba1bf39d925b528e60cfeaa', 'fileid': 534844, 'mime_type': 'application/pdf', 'filesize': 505409, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/534844', 'objectid': 188769}], 'docid': 188769, 'main': 'Fitur pembuatan bahan ajar laravel 82-Article Text-523-1-10-20220615.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188769', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 49232, 'mime_type': 'application/pdf', 'language': 'en'}, {'uri': 'http://repository.lppm.unila.ac.id/id/document/188770', 'rev_number': 1, 'pos': 2, 'format': 'text', 'files': [{'objectid': 188770, 'uri': 'http://repository.lppm.unila.ac.id/id/file/534846', 'mime_type': 'application/pdf', 'fileid': 534846, 'hash': '89756dd6cfd06b9ed26de6e4e127ff29', 'filename': 'Similarity Fitur pembuatan bahan ajar laravel 82-Article Text-523-1-10-20220615.pdf.pdf', 'hash_type': 'MD5', 'mtime': '2023-03-24 07:47:44', 'datasetid': 'document', 'filesize': 534326}], 'main': 'Similarity Fitur pembuatan bahan ajar laravel 82-Article Text-523-1-10-20220615.pdf.pdf', 'docid': 188770, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 2, 'security': 'public', 'eprintid': 49232}]",,pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/49232,public,49232,,,,,2023-03-27 00:54:00,archive,"Lampung University is one of the Universities in Lampung which has a variety of faculties and departments. One  of  them  is  Faculty  of  Mathematics  and  Natural  Sciences  which  includes  Computer  ScienceDepartment.  The Computer Science Department applies the process of study preparationinto a system. The study preparation cannot be separated  from  the  tools  or  equipment  of  teaching  materials  because  they are  needed  in  the  learning  process  of  each subject. At this time the process of teaching preparation materials on the web-based information system in the Department of Computer Science has not been applied. Therefore, with the addition of the feature of making teaching materials in the form  of  handouts  with  the  Laravel framework  on  a  web-based  lecture  information  system,  it  is  hoped  that  can  assist lecturers in preparing teaching materials and assist administrators, faculty, and students in finding teaching materials so that they can be printed. The conclusion of this research is that the feature of making teaching materials in the form of handouts with the Laravel framework on a web-based lecture filing information system has been successfully added.
Keywords:Framework Laravel; Handout; Information System;Teaching Material",['L1'],,Fitur Pembuatan Bahan Ajar Berupa Handoutdengan Framework Laravel pada Sistem Informasi Pemberkasan Perkuliahan Berbasis Web,,show,7,,,Jurusan Ilmu Komputer FMIPA Universitas Lampung,Pepadun,2774-3403,,,
52,other,['FKIP11'],"[{'name': {'family': 'Resti Diana Putri', 'honourific': None, 'lineage': None, 'given': 'RDP'}, 'id': None}, {'name': {'given': 'Herpratiwi', 'lineage': None, 'honourific': None, 'family': 'Herpratiwi'}, 'id': 'herpratiwi.1964@fkip.unila.ac.id'}, {'id': 'undangros@yahoo.com', 'name': {'lineage': None, 'family': 'Undang Rosidin', 'honourific': None, 'given': 'UR'}}]",disk0/00/03/85/25,2022-01-27 11:51:12,863,,2022-01-27 11:51:12,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 38525, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159632', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'datasetid': 'document', 'filesize': 3261668, 'fileid': 436221, 'mime_type': 'application/pdf', 'mtime': '2022-01-27 09:16:46', 'hash_type': 'MD5', 'hash': 'c74711ac51c2f437f13893ed8b7d5bbe', 'filename': 'pengembangan instrumen asesmen.....pdf', 'objectid': 159632, 'uri': 'http://repository.lppm.unila.ac.id/id/file/436221'}], 'main': 'pengembangan instrumen asesmen.....pdf', 'docid': 159632}]",,unpub,,http://repository.lppm.unila.ac.id/id/eprint/38525,public,38525,,,,,2022-01-27 11:51:12,archive,"Tujuan penelitian ini adalah mengembangkan instrumen asesmen kinerja berbasis literasi sains yang valid dan 
praktis pada pembelajaran tematik terpadu peserta didik kelas V Sekolah Dasar. Penelitian pengembangan ini
mengikuti tujuh tahap metode Borg and Gall. Subjek penelitian pengembangan ini dibedakan menjadi dua, yaitu
subjek uji coba produk adalah validasi ahli dan subjek uji coba pemakaian adalah 30 peserta didik kelas V A
SDN 2 Harapan Jaya. Objek dalam penelitian ini adalah instrumen asesmen kinerja berbasis literasi sains pada
pembelajaran tematik terpadu kelas V Sekolah Dasar. Data penelitian diperoleh melalui observasi, angket, dan
dokumentasi. Hasil penelitian menunjukkan bahwa produk layak digunakan, yang didapat dari rata-rata hasil
analisis data oleh validator ahli 85,8% dengan kriteria sangat layak. Selanjutnya hasil analisis instrumen
penelitian diperoleh nilai KMO sebesar 0,560>0,5 bahwa butir penilaian yang diamati pada lembar observasi baik
untuk digunakan. Hasil uji reliabilitas cronbach's alpha menunjukkan 0,621>0,5. Maka dapat disimpulkan
bahwa instrumen asesmen kinerja berbasis literasi sains telah valid dan sangat praktis digunakan pada
pembelajaran tematik peserta didik kelas V Sekolah Dasar.",['L1'],,PeerReview_Pengembangan Instrumen Asesmen Kinerja Berbasis Literasi Sains pada Pembelajaran Tematik Terpadu Peserta Didik Kelas V Sekolah Dasar,,show,7,,,PeerReview,,,,,
53,article,['FKIP11'],"[{'name': {'given': 'RS', 'honourific': None, 'family': 'Retno Susanti', 'lineage': None}, 'id': 'susantiretno458@gmail.com'}, {'name': {'given': 'MN', 'honourific': None, 'family': 'Muhammad Nurwahidin', 'lineage': None}, 'id': 'mnurwahidin@yahoo.co.id'}, {'id': 'SafiraShodiq@yahoo.com', 'name': {'honourific': None, 'family': 'Dwi Yulianti', 'lineage': None, 'given': 'DY'}}]",disk0/00/04/67/53,2022-11-21 01:08:44,559,2461-2470,2022-11-21 01:08:44,"[{'eprintid': 46753, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': '13. INOVASI PEMBELAJARAN BAHASA INDONESIA.docx.pdf', 'docid': 185670, 'files': [{'objectid': 185670, 'uri': 'http://repository.lppm.unila.ac.id/id/file/514839', 'fileid': 514839, 'mime_type': 'application/pdf', 'mtime': '2022-11-19 15:03:17', 'hash_type': 'MD5', 'hash': '21d01e42f690f6080cf6bfcf239e1270', 'filename': '13. INOVASI PEMBELAJARAN BAHASA INDONESIA.docx.pdf', 'datasetid': 'document', 'filesize': 951513}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185670'}]",,pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/46753,public,46753,,,,,2022-11-21 01:08:44,archive,"Writing procedure text aims to make students 
understand how to do and how to make something with 
sequential steps. However, students find it difficult to 
write and develop procedural texts such as the lack of 
interesting media to support learning in writing 
procedural texts. Teachers still use environment-based 
media and lectures. Android-based learning is learning 
that uses innovative, creative, and interesting learning 
innovation media. The purpose of this study is to facilitate 
the interaction of students with the subject matter, 
students with teachers, and between students. This study 
uses the SLR method, the data obtained based on 
observations with the help of article reviews and 
documentation. The results of the research obtained are 
learning innovations based on android applications 
provide many benefits for students in developing ideas 
and making writings with interesting learning media. 
With these innovations, teachers and students gain 
experience in making applications and can be creative in 
the learning process which of course can utilize 
technology in learning and meet the achievement of 
learning objectives so as to make learning interesting and 
fun for teachers and students.
Keywords: 
innovation, android 
application, procedure text",['L1'],https://bajangjournal.com/index.php/JPDSH/article/view/3798,"INOVASI PEMBELAJARAN BERLANDASKAN PROGRAM ANDROID PADA TEMA TEKS 
PROSEDUR SISWA KELAS XIDI SMK SUGAR GROUP",,show,12,,12.0,,Jurnal Pendidikan Dasar Dan Sosial Humaniora,,1.0,,
