,eprintid,status_changed,eprint_status,subjects,abstract,title,rev_number,metadata_visibility,type,divisions,creators,dir,lastmod,userid,datestamp,ispublished,documents,publisher,full_text_status,uri,related_url,official_url,issn,publication,refereed,event_type,event_dates,date_type,event_title,event_location,pres_type,corp_creators,volume,number,pagerange,contact_email,contributors,referencetext,book_title,pages,isbn,department,institution,monograph_type,output_media,funders,projects,place_of_pub,id_number
71,35993,2021-11-11 04:56:13,archive,['Z665'],"Penelitian ini adalah penelitian yang mengkaji Preservasi Pengetahuan Berbasis 
Media Simpan Blog: Studi Kasus Budaya Begawi Adat Lampung Di Kec. Labuhan Ratu 
Kota Bandarlampung. Semakin berkembangnya ilmu pengetahuan (sains) semakin 
memberi ruang dan kebijaksanaan untuk berkembangnya pengetahuan lokal (kearipaan 
lokal) untuk dikembangkan bersama dengan sains modern. Maka dari itu perguruan tinggi 
juga penting untuk melakukan kegiatan preservasi terhadap pengetahuan yang ada dan 
berkembang dimasyarakat, sebagai pengetahuan lokal. Bagaimana pengetahuan lokal 
didokumentasi atau dipreservasi oleh masyarakat lokal tersebut. Apakah yang dilakukan 
oleh masyarakat telah sesuai dengan prinsip-prinsip preservasi pengetahuan untuk jangka 
panjang? Bagaimana pola-pola yang dilakukan oleh masyarakat lokal dalam 
mempreservasi pengetahuan lokalnya, yang umumnya masih berupa tacit knowledge (ada 
didalam pikikiran komunitas atau pribadi). 
Penelitian ini menghasilkan pola dan bentuk penyimpanan pengetahuan berupa blog 
sebagai media penyimpanan berbasis elektronik, sekaligus titik akses 
untukmempreservasi Budaya Begawi Adat Lampung Di Kec. Labuhan Ratu Kota 
Bandarlampung. Penelitian ini menggunakan pendekatan kualitatif deskriptif dengan 
metode preservasi pengetahuan berdasarkan exchange of indigenous knowledge. Metode 
pengumpulan data yang digunakan dalam penelitian ini menggunakan observasi, 
wawancara dan studi dokumentasi. 
Hasil dari penelitian ini terdiri atas tiga poin utama, yaitu: pertama, dalam 
melakukan preservasi pengetahuan Adat Begawi Lampung dibutuhkan empat fungsi 
manajemen diantaranya perencanaan, pengorganisasian, pengarahan, serta pengawasan. 
Proses perencanaan meliputi rencana dalam membuat blog, dokumentasi foto, video, 
transkrip wawancara narasumber, artikel jurnal, termasuk penulisan laporan hasil 
penelitian, sebagai satu kesatuan proses. 
Tahapan kedua dari preservasi pengetahuan Adat Begawi Lampung adalah tahap 
pengorganisasian, pengarahan, dan pengawasan terhadap proses dokumentasi 
pengetahuan. Kedua, melakukan presrevasi pengetahuan meliputi beberapa tahapan 
diantaranya pemilihan, pengumpulan, penyimpanan, aktualisasi, perlindungan, serta 
pengaksesan materi Adat Begawi Lampung. Pengetahuan tentang Adat Begawi Lampung 
dipilih, kemudian masuk pada tahapan pengumpulan berbagai informasi dan referensi 
mengenai tradisi begawi yang diperoleh dari para pelaku budaya dan para akademisi, 
peneliti atau pengkaji budaya tersebut yang diperoleh melalui wawancara langsung atau 
5
melalui sumber-sumber tertulis yang pernah dipublikasikan. Untuk memastikan 
memastikan keaslian dan kebenaran informasi tentang adat begawi yang diperoleh 
dilakukan pula tahapan kritik eksteren dan kritik intern sumber. 
Kemudian, tahapan ketiga adalah tahap preservasi dan diseminasi informasi kepada 
publik. Hal ini dilakukan dengan media blog. Blog dipilih karena manfaat dan 
keunggulannya, blog menjadi media berbagi pengetahuan yang cukup dikenal luas 
masyarakat. Selain itu dengan blog berbagai materi tulisan dan gambar dapat dibagikan 
dengan jaringan yang sangat luas.",PRESERVASI PENGETAHUAN BERBASIS MEDIA SIMPAN BLOG: STUDI KASUS BUDAYA BEGAWI ADAT LAMPUNG DI KEC. LABUHAN RATU KOTA BANDAR LAMPUNG,7,show,monograph,['FISIP4'],"[{'name': {'family': 'Windah', 'honourific': None, 'lineage': None, 'given': 'Andi'}, 'id': 'andiwindah@gmail.com'}, {'id': 'purwanto.putra@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Purwanto', 'lineage': None, 'given': 'Putra'}}, {'id': 'arnila.purnamayanti@fisip.unila.ac.id', 'name': {'given': 'AP', 'honourific': None, 'family': 'Arnila Purnamayanti', 'lineage': None}}, {'id': None, 'name': {'lineage': None, 'family': 'Eri', 'honourific': None, 'given': 'Maryani'}}]",disk0/00/03/59/93,2021-11-11 04:56:13,281,2021-11-11 04:56:13,submitted,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 35993, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156939', 'format': 'text', 'pos': 1, 'files': [{'fileid': 417426, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-11-11 04:30:32', 'filename': 'Final_11 Oktober 2021_Laporan Penelitan DIPA FISIP_Preservasi Pengetahuan Budaya Lampung_Prodi D3 Perpustakaan.pdf', 'hash': 'ae8ee2cf750cf173d145b9e5a053eafa', 'datasetid': 'document', 'filesize': 1414466, 'objectid': 156939, 'uri': 'http://repository.lppm.unila.ac.id/id/file/417426'}], 'docid': 156939, 'main': 'Final_11 Oktober 2021_Laporan Penelitan DIPA FISIP_Preservasi Pengetahuan Budaya Lampung_Prodi D3 Perpustakaan.pdf'}]",FISIP UNILA,public,http://repository.lppm.unila.ac.id/id/eprint/35993,,,,,,,,completed,,,,,,,,,,,,,,Prodi D3 Perpustakaan,FISIP UNILA,project_report,,,,,
72,36300,2021-11-12 00:55:50,archive,['H1'],"Kebijakan belajar dari rumah yang diterapkan oleh pemerintah semakin mengamini betapa pentingnya 21st century skill, terutama tentang literacy skill. Literacy skill ini menjadi penting karena semakin banyaknya informasi yang diakses melalui berbagai media. Urgensi untuk meningkat perilaku adaptif ini tidak hanya muncul karena tuntutan kondisi secara fisik, namun juga ada tuntutan lain berupa keterampilan abad 21 atau 21st century skill. 21st century skill ini merupakan tantangan generasi milenial.
Penelitian ini menggunakan desain penelitian survei cross-sectional, dengan pengumpulan data kuantitatif. Lokasi penelitian di SDN 3 Rajabasa Kota Bandar Lampung. Teknik pemilihan sampel menggunakan puporsive sampling. Jumlah sampel 50 orang tua murid di kelas rendah dengan cara pengambilan data melalui kuesioner. Analisis data yang dilakukan secara deskriptif dan inferensial.
Tujuan dari penelitian ini adalah untuk melakukan pemetaan perilaku adaptif keluarga dalam implementasi 21st century literacy skill selama kebijakan belajar dari rumah, sehingga dapat diketahui berbagai permasalahan yang dihadapi keluarga dalam masa pandemi covid-19 sekaligus menemukan solusi yang relevan dengan kondisi tersebut. Luaran dari penelitian ini berupa data pemetaan perilaku adaptif keluarga, buku hasil penelitian ber-ISBN, dan artikel pada jurnal internasional.",Mempersiapkan Generasi Indonesia Abad Ke-21: Pemetaan Perilaku Adaptif Keluarga Dalam Implementasi 21st Century Literacy Skills Selama Kebijakan Belajar Dari Rumah,7,show,monograph,['FISIP4'],"[{'name': {'lineage': None, 'honourific': None, 'family': 'Windah', 'given': 'Andi'}, 'id': 'andiwindah@gmail.com'}, {'id': 'purwanto.putra@fisip.unila.ac.id', 'name': {'given': 'Putra', 'lineage': None, 'honourific': None, 'family': 'Purwanto'}}, {'id': 'vina.karmilsari@fisip.unila.ac.id', 'name': {'given': 'Karmilsari', 'honourific': None, 'family': 'Vina', 'lineage': None}}, {'id': None, 'name': {'lineage': None, 'family': 'Ifaty', 'honourific': None, 'given': 'Fadliliana'}}]",disk0/00/03/63/00,2021-11-12 00:55:50,281,2021-11-12 00:55:50,submitted,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157232', 'main': 'KETUA-WINDAH (2).pdf', 'docid': 157232, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/419604', 'objectid': 157232, 'filesize': 111156, 'datasetid': 'document', 'hash': '7af6715820fa3a76f6c1b0027ba023de', 'filename': 'KETUA-WINDAH (2).pdf', 'mtime': '2021-11-11 23:48:21', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 419604}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 36300, 'placement': 1, 'security': 'public'}]",FISIP UNILA,public,http://repository.lppm.unila.ac.id/id/eprint/36300,,,,,,,,,,,,,,,,,,,,,,D3 PERPUSTAKAAN,FISIP UNILA,project_report,,,,,
73,35909,2021-11-11 04:54:12,archive,['H1'],"terdepan untuk mentransformasikan pengetahuan dan teknologi kepada peserta 
didik, orang tua dan masyarakat di sekitarnya. Untuk menjawab tantangan revolusi industri 
4.0 dan pembelajaran abad 21 guna mewujudkan sumber daya manusia unggul (guru) dalam 
mentransformasikan pengetahuan bagi generasi emas (anak usia dini, kanak-kanak dan remaja), 
maka pengabdian ini memiliki keutamaan dalam upaya mengoptimalisasi kemampuan literasi 
informasi guru relawan melalui pelatihan 21st Century Skills di Pekon Teluk Kiluan Negeri 
Kecamatan Kilumbayan Kabupaten Tanggamus.
Tujuan pengabdian ini diharapkan memberikan pengetahuan dan pemahaman 
tentang konsep keterampilan abad 21 yang harus dimiliki guru, konsep literasi informasi, 
dan mengoptimalisasi kompetensi profesional guru PAUD dan SD pada konteks 
pengetahuan teknologi informasi dan komunikasi dalam memanfaatkan sarana prasarana 
TIK yang dapat menunjang proses pembelajaran. 
Tahapan pengabdian terdiri atas tiga program, yakni (1) Focus Group Discussion
(FGD); (2) Training of Trainer (TOT); dan (3) Mentoring untuk menghasilkan relawan 
guru yang profesional. Lokasi pengabdian di Pekon Teluk Kiluan Negeri Kecamatan 
Kilumbayan Kabupaten Tanggamus. Khalayak sasaran adalah guru pada jenjang PAUD 
dan SD, baik negeri maupun swasta. Luaran yang ingin dicapai adalah persepsi guru 
tentang 21st Century Skills, pemetaan kemampuan literasi informasi guru, proposal PKM 
mahasiswa, draft pedoman hasil pengabdian dan publikasi artikel ilmiah terakreditasi 
nasional dan internasional.","Optimalisasi Kemampuan Literasi Informasi Guru Relawan 
Melalui Pelatihan 21st Century Skills Guna Mewujudkan 
Sumber Daya Manusia Unggul di Desa Teluk Kiluan Negeri 
Kecamatan Kilumbayan Kabupaten Tanggamus",7,show,monograph,['FISIP4'],"[{'name': {'given': 'Andi', 'lineage': None, 'honourific': None, 'family': 'Windah'}, 'id': 'andiwindah@gmail.com'}, {'name': {'given': 'Oktaria', 'lineage': None, 'family': 'Renti', 'honourific': None}, 'id': 'renti.oktaria@fkip.unila.ac.id'}, {'id': 'purwanto.putra@fisip.unila.ac.id', 'name': {'given': 'Purwanto', 'honourific': None, 'family': 'Purwanto Putra', 'lineage': None}}, {'id': 'Rizky.prabowo@fimipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Rizky Prabowo, S.Kom., M.Kom', 'lineage': None, 'given': 'Rizki'}}]",disk0/00/03/59/09,2021-11-11 04:54:12,281,2021-11-11 04:54:12,unpub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/156854', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/416862', 'objectid': 156854, 'filesize': 642498, 'datasetid': 'document', 'filename': 'pengesahan desbin.pdf', 'hash': '820c21c2f04d62a5b927af38a5aea7e7', 'hash_type': 'MD5', 'mtime': '2021-11-11 03:18:35', 'mime_type': 'application/pdf', 'fileid': 416862}], 'main': 'pengesahan desbin.pdf', 'docid': 156854, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 35909}]",FISIP UNILA,public,http://repository.lppm.unila.ac.id/id/eprint/35909,,,,,,,,completed,,,,,,,,,,,,,,Prodi D3 Perpustakaan,FISIP,project_report,,,,,
74,23444,2020-07-28 02:16:16,archive,['H1'],,"Communication Model of Line’s Account Managers in Managing
Consumers",8,show,other,['FISIP4'],"[{'id': 'annarudi76@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Zainal', 'given': 'Anna Gustina'}}]",disk0/00/02/34/44,2020-07-28 02:16:16,584,2020-07-28 02:16:16,submitted,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/37067', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 37067, 'uri': 'http://repository.lppm.unila.ac.id/id/file/214403', 'fileid': 214403, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-07-27 12:59:57', 'filename': ""Review Communication model of line's.pdf"", 'hash': '59afcbcc776ba7ec05953b56f3dc3c5c', 'datasetid': 'document', 'filesize': 6302382}], 'main': ""Review Communication model of line's.pdf"", 'docid': 37067, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 23444}]",International Research Association for Talent Development and Excellence,public,http://repository.lppm.unila.ac.id/id/eprint/23444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,42057,2022-06-03 01:20:50,archive,['H1'],,The Comparative Effect of Using Original Short Stories and Local Short Stories as Two Types of Cultural Sources on Indonesian EFL Learners’ Reading Comprehension,7,show,article,['FISIP4'],"[{'name': {'given': 'Anna Gustina', 'honourific': None, 'family': 'Zainal', 'lineage': None}, 'id': 'annarudi76@gmail.com'}]",disk0/00/04/20/57,2022-06-03 01:20:50,584,2022-06-03 01:20:50,pub,"[{'eprintid': 42057, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 163757, 'main': 'IJSCL_Volume 10_Issue 1_Pages 143-152.pdf', 'files': [{'datasetid': 'document', 'filesize': 577888, 'fileid': 463799, 'mime_type': 'application/pdf', 'mtime': '2022-06-02 12:59:31', 'hash_type': 'MD5', 'filename': 'IJSCL_Volume 10_Issue 1_Pages 143-152.pdf', 'hash': '4ff0128904e8328d3c09163b69a5526e', 'objectid': 163757, 'uri': 'http://repository.lppm.unila.ac.id/id/file/463799'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/163757', 'rev_number': 1}]",,public,http://repository.lppm.unila.ac.id/id/eprint/42057,,,,"International Journal of society, culture and Language",TRUE,,,published,,,,,10,1,143-152,,,,,,,,,,,,,,
76,23055,2020-07-09 01:03:59,archive,['H1'],,"PENGARUH MEDIA VIDEO TENTANG PARIWISATA
DI KABUPATEN PESAWARAN TERHADAP
PENINGKATAN PENGETAHUAN MAHASISWA",8,show,other,['FISIP4'],"[{'name': {'given': 'Anna Gustina', 'lineage': None, 'honourific': None, 'family': 'Zainal'}, 'id': 'annarudi76@gmail.com'}]",disk0/00/02/30/55,2020-07-09 01:03:59,584,2020-07-09 01:03:59,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 23055, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-07-08 13:33:19', 'filename': 'TURNITIN PENGARUH MEDIA VIDEO TENTANG PARIWISATA DI KABUPATEN PESAWARAN.pdf', 'hash': 'c8953d0805fd3fa5203550d8c7d84417', 'fileid': 211462, 'mime_type': 'application/pdf', 'filesize': 2965815, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/211462', 'objectid': 36614}], 'main': 'TURNITIN PENGARUH MEDIA VIDEO TENTANG PARIWISATA DI KABUPATEN PESAWARAN.pdf', 'docid': 36614, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36614', 'pos': 1, 'format': 'text'}]",Universitas Udayana,public,http://repository.lppm.unila.ac.id/id/eprint/23055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,23450,2020-07-28 02:41:50,archive,['H1'],,"PENGARUH MEDIA VIDEO TENTANG PARIWISATA
DI KABUPATEN PESAWARAN TERHADAP
PENINGKATAN PENGETAHUAN MAHASISWA",8,show,other,['FISIP4'],"[{'id': 'annarudi76@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Zainal', 'given': 'Anna Gustina'}}]",disk0/00/02/34/50,2020-07-28 02:41:50,584,2020-07-28 02:41:50,submitted,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37074', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/214451', 'objectid': 37074, 'filesize': 5729381, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-07-27 13:21:30', 'filename': 'Review Pengaruh Media Video.pdf', 'hash': 'cf67f81bf690e0b10d189222fae3fc9a', 'fileid': 214451, 'mime_type': 'application/pdf'}], 'main': 'Review Pengaruh Media Video.pdf', 'docid': 37074, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 23450}]",Universitas Udayana,public,http://repository.lppm.unila.ac.id/id/eprint/23450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,23053,2020-07-09 01:03:42,archive,['H1'],,"PERSEPSI PETANI TERHADAP STRATEGI KOMUNIKASI
PENYULUH DALAM PEMANFAATAN MEDIA INFORMASI DI
ERA DIGITAL",8,show,other,['FISIP4'],"[{'name': {'lineage': None, 'family': 'Zainal', 'honourific': None, 'given': 'Anna Gustina'}, 'id': 'annarudi76@gmail.com'}]",disk0/00/02/30/53,2020-07-09 01:03:42,584,2020-07-09 01:03:42,pub,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36612', 'docid': 36612, 'main': 'TURNITIN PERSEPSI PETANI TERHADAP STRATEGI KOMUNIKASI PENYULUH.pdf', 'files': [{'datasetid': 'document', 'filesize': 2795192, 'fileid': 211446, 'mime_type': 'application/pdf', 'mtime': '2020-07-08 13:21:50', 'hash_type': 'MD5', 'filename': 'TURNITIN PERSEPSI PETANI TERHADAP STRATEGI KOMUNIKASI PENYULUH.pdf', 'hash': 'ee572317a9ed0b0d72cd204fdfdc2b5d', 'objectid': 36612, 'uri': 'http://repository.lppm.unila.ac.id/id/file/211446'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 23053, 'placement': 1, 'security': 'public'}]",Institut Pertanian Bogor,public,http://repository.lppm.unila.ac.id/id/eprint/23053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,42056,2022-06-03 01:20:46,archive,['H1'],,Public Speaking: Cerdas Saat Berbicara Di Depan Umum,8,show,book_section,['FISIP4'],"[{'id': 'annarudi76@gmail.com', 'name': {'given': 'Anna Gustina', 'family': 'Zainal', 'honourific': None, 'lineage': None}}]",disk0/00/04/20/56,2022-06-03 01:20:46,584,2022-06-03 01:20:46,pub,"[{'main': 'EBOOK Public Speaking Cerdas Saat Berbicara di Depan Umum.pdf', 'docid': 163756, 'files': [{'mtime': '2022-06-02 12:43:26', 'hash_type': 'MD5', 'hash': '572ddb738d70e4dd7dcb432c731d9698', 'filename': 'EBOOK Public Speaking Cerdas Saat Berbicara di Depan Umum.pdf', 'fileid': 463792, 'mime_type': 'application/pdf', 'filesize': 1172994, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/463792', 'objectid': 163756}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163756', 'eprintid': 42056, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",Eureka Media Aksara,public,http://repository.lppm.unila.ac.id/id/eprint/42056,,,,,TRUE,,,published,,,,,,,,,,,Public Speaking: Cerdas Saat Berbicara di Depan Umum,,,,,,,,,,
80,21673,2020-06-03 12:12:40,archive,['H1'],,Research Initiative from Engineering Management and R & D Managementto the Management of Innovation: InnovateSuccess of Today and Tomorrow,8,show,other,['FISIP4'],"[{'id': 'annarudi76@gmail.com', 'name': {'given': 'Anna Gustina', 'lineage': None, 'honourific': None, 'family': 'Zainal'}}]",disk0/00/02/16/73,2020-06-03 12:12:40,584,2020-06-03 12:12:40,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 21673, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35058', 'docid': 35058, 'main': 'Turnitin  Requirement and difficulties to implement the Policy lifecycle model for systems management.pdf', 'files': [{'filesize': 2170568, 'datasetid': 'document', 'hash': '15d660034a9d762ed6cce2e484d17a72', 'filename': 'Turnitin  Requirement and difficulties to implement the Policy lifecycle model for systems management.pdf', 'hash_type': 'MD5', 'mtime': '2020-06-03 10:36:53', 'mime_type': 'application/pdf', 'fileid': 200595, 'uri': 'http://repository.lppm.unila.ac.id/id/file/200595', 'objectid': 35058}]}]",Science and Engineering Research Support Society,public,http://repository.lppm.unila.ac.id/id/eprint/21673,,http://sersc.org/journals/index.php/IJAST/issue/view/275,2005-4238 IJAST,International Journal of Advanced Science and Technology,TRUE,,,published,,,,['Universitas Lampung'],29,6s,,,,,,,,,,,,,,,
81,30792,2021-05-27 02:33:51,archive,['H1'],,"The Role of Communication and Farmer Institutional Urgency to the Agriculture 
Development Program",6,show,article,['FISIP4'],"[{'name': {'lineage': None, 'honourific': None, 'family': 'Zainal', 'given': 'Anna Gustina'}, 'id': 'annarudi76@gmail.com'}]",disk0/00/03/07/92,2021-05-27 02:33:51,584,2021-05-27 02:33:51,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/138959', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'fileid': 365235, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-05-25 15:00:29', 'hash': 'ca60a2036fed5b3e56f9af2e8006565a', 'filename': 'Artikel IJMMU.pdf', 'datasetid': 'document', 'filesize': 704442, 'objectid': 138959, 'uri': 'http://repository.lppm.unila.ac.id/id/file/365235'}], 'main': 'Artikel IJMMU.pdf', 'docid': 138959, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 30792}]",,public,http://repository.lppm.unila.ac.id/id/eprint/30792,,,2364-5369,International Journal of Multicultural and Multireligious Understanding,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
82,23052,2020-07-09 01:03:34,archive,['H1'],,"STRATEGI KOMUNIKASI POLITIK PEMERINTAHAN DAERAH
DALAM MENINGKATKAN PARTISIPASI
MASYARAKAT PEDESAAN",9,show,other,['FISIP4'],"[{'name': {'given': 'Anna Gustina', 'family': 'Zainal', 'honourific': None, 'lineage': None}, 'id': 'annarudi76@gmail.com'}]",disk0/00/02/30/52,2020-07-09 01:03:34,584,2020-07-09 01:03:34,pub,"[{'files': [{'hash': 'd8b5b128e039a5cc8846f27944a5cb9e', 'filename': 'TURNITIN STRATEGI KOMUNIKASI POLITIK PEMERINTAHAN DAERAH DALAM MENINGKATKAN PARTISIPASI.pdf', 'mtime': '2020-07-08 13:16:17', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 211437, 'filesize': 2987659, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/211437', 'objectid': 36611}], 'docid': 36611, 'main': 'TURNITIN STRATEGI KOMUNIKASI POLITIK PEMERINTAHAN DAERAH DALAM MENINGKATKAN PARTISIPASI.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36611', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 23052, 'mime_type': 'application/pdf', 'language': 'en'}]",Universitas Lambung Mangkurat,public,http://repository.lppm.unila.ac.id/id/eprint/23052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,23054,2020-07-09 01:03:51,archive,['H1'],,"Strategi Komunikasi Oleh Brand Presenter Dalam Memasarkan
Produk Kepada Konsumen",8,show,other,['FISIP4'],"[{'name': {'honourific': None, 'family': 'Zainal', 'lineage': None, 'given': 'Anna Gustina'}, 'id': 'annarudi76@gmail.com'}]",disk0/00/02/30/54,2020-07-09 01:03:51,584,2020-07-09 01:03:51,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 23054, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'mtime': '2020-07-08 13:25:33', 'hash_type': 'MD5', 'filename': 'Turnitin Strategi Komunikasi Oleh Brand Presenter.pdf', 'hash': '752b5571a0bfb747f2d4037df722f81b', 'fileid': 211454, 'mime_type': 'application/pdf', 'filesize': 2042400, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/211454', 'objectid': 36613}], 'main': 'Turnitin Strategi Komunikasi Oleh Brand Presenter.pdf', 'docid': 36613, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36613', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",Universitas Lambung Mangkurat,public,http://repository.lppm.unila.ac.id/id/eprint/23054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,23443,2020-07-28 02:16:09,archive,['H1'],,"Women’s Communication Attitude in Pepadun Traditional
Marriage in Digital Era",9,show,other,['FISIP4'],"[{'name': {'family': 'Zainal', 'honourific': None, 'lineage': None, 'given': 'Anna Gustina'}, 'id': 'annarudi76@gmail.com'}]",disk0/00/02/34/43,2020-07-28 02:16:09,584,2020-07-28 02:16:09,submitted,"[{'files': [{'filename': 'Similirity cek Women_s_Communication_Attitude_in_Pepadun_Traditio.pdf', 'hash': 'd218090df5cabbe0f93c6add2ebcd3b4', 'hash_type': 'MD5', 'mtime': '2020-07-27 12:47:51', 'mime_type': 'application/pdf', 'fileid': 214393, 'filesize': 2862918, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/214393', 'objectid': 37065}], 'docid': 37065, 'main': 'Similirity cek Women_s_Communication_Attitude_in_Pepadun_Traditio.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/37065', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 23443, 'mime_type': 'application/pdf', 'language': 'en'}, {'placement': 2, 'security': 'public', 'eprintid': 23443, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'objectid': 37066, 'uri': 'http://repository.lppm.unila.ac.id/id/file/214395', 'datasetid': 'document', 'filesize': 5700076, 'fileid': 214395, 'mime_type': 'application/pdf', 'mtime': '2020-07-27 12:48:32', 'hash_type': 'MD5', 'filename': ""Review women's communication.pdf"", 'hash': 'a06432bd8f3b6b0d9efd8cd5f9a9af4b'}], 'docid': 37066, 'main': ""Review women's communication.pdf"", 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37066', 'pos': 2, 'format': 'text'}]",Universidad del Zulfa,public,http://repository.lppm.unila.ac.id/id/eprint/23443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
