,creators,dir,type,divisions,publisher,documents,ispublished,uri,full_text_status,lastmod,userid,datestamp,eprintid,title,place_of_pub,metadata_visibility,rev_number,status_changed,eprint_status,abstract,subjects,official_url,event_type,event_title,pagerange,pres_type,refereed,output_media,funders,event_dates,event_location,date_type,corp_creators,contributors,publication,related_url,issn,number,volume,id_number,contact_email,succeeds,monograph_type,pages,book_title,pedagogic_type,keywords
46,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Suhandy', 'given': 'Diding'}}]",disk0/00/03/45/37,other,['FP18'],MDPI AG,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 34537, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155061', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'fileid': 406112, 'mime_type': 'application/pdf', 'mtime': '2021-10-13 10:03:41', 'hash_type': 'MD5', 'hash': '48ce260e1219853319d6fabb68cea575', 'filename': '[01]Submission Received-merged.pdf', 'datasetid': 'document', 'filesize': 3394425, 'objectid': 155061, 'uri': 'http://repository.lppm.unila.ac.id/id/file/406112'}], 'docid': 155061, 'main': '[01]Submission Received-merged.pdf'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/34537,public,2021-10-13 10:13:39,337,2021-10-13 10:13:39,34537,Bukti korespondensi Molecules (Q1) Yulia,,show,7,2021-10-13 10:13:39,archive,"Ini bukti korespondensi untuk publikasi berjudul:
Quantification of Corn Adulteration in Wet and Dry-Processed Peaberry Ground Roasted Coffees by UV–Vis Spectroscopy and Chemometrics",['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
47,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Suhandy', 'given': 'Diding'}}]",disk0/00/03/45/36,other,['FP18'],MDPI AG,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/406105', 'objectid': 155060, 'mtime': '2021-10-13 10:00:55', 'hash_type': 'MD5', 'hash': '024835d8b14ff56fac6f5a241edd6906', 'filename': '[01]Submission Received-merged-compressed.pdf', 'fileid': 406105, 'mime_type': 'application/pdf', 'filesize': 656812, 'datasetid': 'document'}], 'main': '[01]Submission Received-merged-compressed.pdf', 'docid': 155060, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155060', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 34536, 'language': 'en', 'mime_type': 'application/pdf'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/34536,public,2021-10-13 10:13:37,337,2021-10-13 10:13:37,34536,Bukti korespondensi di Molecules (Q1) Diding Suhandy,,show,7,2021-10-13 10:13:37,archive,"Ini bukti korespondensi untuk publikasi dengan judul:
The Use of UV Spectroscopy and SIMCA for the Authentication of Indonesian Honeys According to Botanical, Entomological and Geographical Origins",['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
48,"[{'name': {'given': 'Diding', 'lineage': None, 'honourific': None, 'family': 'Suhandy'}, 'id': 'diding.sughandy@fp.unila.ac.id'}]",disk0/00/03/45/33,other,['FP18'],Taylor & Francis,"[{'eprintid': 34533, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 155057, 'main': '[0]ScholarOne Manuscripts-merged-compressed.pdf', 'files': [{'objectid': 155057, 'uri': 'http://repository.lppm.unila.ac.id/id/file/406084', 'datasetid': 'document', 'filesize': 359238, 'fileid': 406084, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-10-13 08:52:45', 'hash': '9176f0ca2ddc4012063e4e947f11098f', 'filename': '[0]ScholarOne Manuscripts-merged-compressed.pdf'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155057'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/34533,public,2021-10-13 10:13:30,337,2021-10-13 10:13:30,34533,Bukti korespondensi publikasi di International Journal of Food Properties (Q2) Diding Suhandy,,show,7,2021-10-13 10:13:30,archive,"Bukti korespondensi publikasi intternasional bereputasi dengan judul:
Peaberry coffee discrimination using UV-visible spectroscopy combined with SIMCA and PLS-DA",['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
49,"[{'name': {'honourific': None, 'family': 'Suhandy', 'lineage': None, 'given': 'Diding'}, 'id': 'diding.sughandy@fp.unila.ac.id'}]",disk0/00/03/45/35,other,['FP18'],MDPI AG,"[{'main': '[01]Submission Received-merged-compressed-merged-compressed.pdf', 'docid': 155059, 'files': [{'objectid': 155059, 'uri': 'http://repository.lppm.unila.ac.id/id/file/406098', 'datasetid': 'document', 'filesize': 822003, 'fileid': 406098, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-10-13 08:59:46', 'filename': '[01]Submission Received-merged-compressed-merged-compressed.pdf', 'hash': '3dde4dcd66be15cf0e8c6100267c7265'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/155059', 'rev_number': 1, 'eprintid': 34535, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/34535,public,2021-10-13 10:13:35,337,2021-10-13 10:13:35,34535,Bukti korespondensi untuk publikasi bereputasi di jurnal Agriculture (Q2) Diding Suhandy,,show,7,2021-10-13 10:13:35,archive,"Ini merupakan bukti korespondensi untuk publikasi berjudul:
Classification of Lampung Robusta Specialty Coffee According to Differences in Cherry Processing Methods Using UV Spectroscopy and Chemometrics",['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
50,"[{'name': {'given': 'Diding', 'lineage': None, 'family': 'Suhandy', 'honourific': None}, 'id': 'diding.sughandy@fp.unila.ac.id'}]",disk0/00/03/45/34,other,['FP18'],Taylor's University,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/406091', 'objectid': 155058, 'hash': '11ef5d898e3044cdc22f6ab5496ffe04', 'filename': '[01]Manuscript Submission (Suhandy and Yulia 2020)-merged-compressed.pdf', 'hash_type': 'MD5', 'mtime': '2021-10-13 08:55:45', 'mime_type': 'application/pdf', 'fileid': 406091, 'filesize': 922059, 'datasetid': 'document'}], 'main': '[01]Manuscript Submission (Suhandy and Yulia 2020)-merged-compressed.pdf', 'docid': 155058, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155058', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 34534, 'language': 'en', 'mime_type': 'application/pdf'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/34534,public,2021-10-13 10:13:32,337,2021-10-13 10:13:32,34534,Bukti korespondensi untuk publikasi jurnal bereputasi Journal of Engineering Science and Technology (JESTEC) (Q2) Diding Suhandy,,show,7,2021-10-13 10:13:32,archive,"Ini merupakan bukti korespondensi untuk artikel yang berjudul:
The Use of Ultraviolet (UV) Spectroscopy and Chemometrics to Quantify the Percentages of Adulteration in Kalosi Ground Roasted Specialty Coffee",['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
51,"[{'name': {'given': 'Diding', 'honourific': None, 'family': 'Suhandy', 'lineage': None}, 'id': 'diding.sughandy@fp.unila.ac.id'}]",disk0/00/04/39/31,other,['FP18'],Aura Publishing,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165911', 'main': 'Buku Monitoring water stress.pdf', 'docid': 165911, 'files': [{'hash_type': 'MD5', 'mtime': '2022-08-05 01:33:07', 'filename': 'Buku Monitoring water stress.pdf', 'hash': '2152f789fc539bb7c9aa298a8a6a0b58', 'fileid': 478168, 'mime_type': 'application/pdf', 'filesize': 7439766, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/478168', 'objectid': 165911}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 43931, 'placement': 1, 'security': 'public'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/43931,public,2022-08-05 02:11:30,337,2022-08-05 02:11:30,43931,Dokumen Pendukung Hak Cipta Buku: Monitoring water stress (Diding Suhandy),,show,7,2022-08-05 02:11:30,archive,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
52,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'given': 'Diding', 'lineage': None, 'family': 'Suhandy', 'honourific': None}}]",disk0/00/04/39/30,other,['FP18'],Graha Ilmu,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 43930, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165910', 'format': 'text', 'pos': 1, 'files': [{'hash_type': 'MD5', 'mtime': '2022-08-05 01:28:32', 'filename': 'Buku Uji Keaslian Kopi.pdf', 'hash': 'fa6d4c252fcaa214591410842e66930f', 'fileid': 478161, 'mime_type': 'application/pdf', 'filesize': 12540189, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/478161', 'objectid': 165910}], 'main': 'Buku Uji Keaslian Kopi.pdf', 'docid': 165910}]",pub,http://repository.lppm.unila.ac.id/id/eprint/43930,public,2022-08-05 02:11:27,337,2022-08-05 02:11:27,43930,Dokumen Pendukung Hak Cipta Buku: Uji Keaslian Kopi (Diding Suhandy),,show,7,2022-08-05 02:11:27,archive,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
53,"[{'name': {'given': 'Diding', 'lineage': None, 'family': 'Suhandy', 'honourific': None}, 'id': 'diding.sughandy@fp.unila.ac.id'}]",disk0/00/04/05/64,other,['FP18'],IOP Publishing,"[{'eprintid': 40564, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 161891, 'main': 'IOP EES Wet Dry Yulia (Gabungan).pdf', 'files': [{'objectid': 161891, 'uri': 'http://repository.lppm.unila.ac.id/id/file/451906', 'fileid': 451906, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-03-27 01:48:45', 'filename': 'IOP EES Wet Dry Yulia (Gabungan).pdf', 'hash': '7bc9755c6bb26e97330a9430fd760f13', 'datasetid': 'document', 'filesize': 1446400}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161891'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/40564,public,2022-03-28 01:30:03,337,2022-03-28 01:30:03,40564,Penilaian Sejawat: A Discrimination of Dry and Wet Processing Lampung Robusta Coffee using UV Spectroscopy and PLS-DA. IOP EES.,,show,7,2022-03-28 01:30:03,archive,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
54,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Suhandy', 'given': 'Diding'}, 'id': 'diding.sughandy@fp.unila.ac.id'}]",disk0/00/04/04/99,other,['FP18'],Jurusan Teknik Pertanian Fakultas Pertanian Unila,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/161813', 'rev_number': 1, 'main': 'JTEP Unila Kopi Liberika (Gabungan).pdf', 'docid': 161813, 'files': [{'objectid': 161813, 'uri': 'http://repository.lppm.unila.ac.id/id/file/451413', 'mime_type': 'application/pdf', 'fileid': 451413, 'hash': '0a98a59bd480b38f0f86ed1831d64ca7', 'filename': 'JTEP Unila Kopi Liberika (Gabungan).pdf', 'hash_type': 'MD5', 'mtime': '2022-03-24 04:22:57', 'datasetid': 'document', 'filesize': 1424950}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 40499, 'placement': 1, 'security': 'public'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/40499,public,2022-03-24 07:07:49,337,2022-03-24 07:07:49,40499,Penilaian Sejawat: Aplikasi UV Spectroscopy Dan Metode Simca Untuk Klasifikasi Kopi Liberika Tungkal Jambi Dan Kopi Liberika Probolinggo. JTEP Unila.,,show,7,2022-03-24 07:07:49,archive,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
55,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'given': 'Diding', 'honourific': None, 'family': 'Suhandy', 'lineage': None}}]",disk0/00/04/05/63,other,['FP18'],IOP Publishing,"[{'eprintid': 40563, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': 'IOP EES NIR GIS Coffee Suhandy (Gabungan).pdf', 'docid': 161890, 'files': [{'datasetid': 'document', 'filesize': 1216378, 'mime_type': 'application/pdf', 'fileid': 451899, 'filename': 'IOP EES NIR GIS Coffee Suhandy (Gabungan).pdf', 'hash': '61ef45d758990e972fb3eac2f7966b1d', 'mtime': '2022-03-27 01:33:52', 'hash_type': 'MD5', 'objectid': 161890, 'uri': 'http://repository.lppm.unila.ac.id/id/file/451899'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161890'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/40563,public,2022-03-28 01:30:01,337,2022-03-28 01:30:01,40563,"Penilaian Sejawat: Authentication of Six Indonesian Ground Roasted Specialty Coffees According to Variety and Geographical Origin using NIR Spectroscopy with Integrating Sphere
. IOP EES.",,show,7,2022-03-28 01:30:01,archive,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
56,"[{'name': {'given': 'Diding', 'honourific': None, 'family': 'Suhandy', 'lineage': None}, 'id': 'diding.sughandy@fp.unila.ac.id'}]",disk0/00/04/20/38,other,['FP18'],Aura Publishing,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 42038, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163740', 'main': 'Gabungan Haki NIRS water stress.pdf', 'docid': 163740, 'files': [{'objectid': 163740, 'uri': 'http://repository.lppm.unila.ac.id/id/file/463649', 'mime_type': 'application/pdf', 'fileid': 463649, 'hash': 'e4d7f830985cd81afd62091cfd32bab0', 'filename': 'Gabungan Haki NIRS water stress.pdf', 'mtime': '2022-06-02 02:08:36', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 831983}]}]",pub,http://repository.lppm.unila.ac.id/id/eprint/42038,public,2022-06-02 02:13:58,337,2022-06-02 02:13:58,42038,Penilaian Sejawat: Buku Water stress management,,show,7,2022-06-02 02:13:58,archive,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
57,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'given': 'Diding', 'lineage': None, 'honourific': None, 'family': 'Suhandy'}}]",disk0/00/04/02/44,other,['FP18'],MDPI AG,"[{'eprintid': 40244, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 161565, 'main': 'MDPI Agriculture (Gabungan NIlai).pdf', 'files': [{'datasetid': 'document', 'filesize': 1213983, 'fileid': 449484, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-03-16 13:37:23', 'hash': 'bf623f4ccc4070299427a4f652a073ca', 'filename': 'MDPI Agriculture (Gabungan NIlai).pdf', 'objectid': 161565, 'uri': 'http://repository.lppm.unila.ac.id/id/file/449484'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161565'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/40244,public,2022-03-17 00:58:49,337,2022-03-17 00:58:49,40244,Penilaian Sejawat: Classification of Lampung robusta Specialty Coffee According to Differences in Cherry Processing Methods Using UV Spectroscopy and Chemometrics. MDPI (Agriculture).,,show,7,2022-03-17 00:58:49,archive,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
58,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'given': 'Diding', 'lineage': None, 'honourific': None, 'family': 'Suhandy'}}]",disk0/00/04/02/52,other,['FP18'],Fakultas Teknologi Pertanian UGM,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161572', 'pos': 1, 'format': 'text', 'files': [{'filesize': 1366245, 'datasetid': 'document', 'mtime': '2022-03-16 23:03:00', 'hash_type': 'MD5', 'filename': 'Agritech Kopi Lanang (Gabungan).pdf', 'hash': '8093cc232a0f40572ad62900cb270dfe', 'fileid': 449526, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/449526', 'objectid': 161572}], 'main': 'Agritech Kopi Lanang (Gabungan).pdf', 'docid': 161572, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 40252}]",pub,http://repository.lppm.unila.ac.id/id/eprint/40252,public,2022-03-17 00:58:58,337,2022-03-17 00:58:58,40252,Penilaian Sejawat: Diskriminasi Kopi Lanang Menggunakan UV-Visible Spectroscopy dan Metode SIMCA. Agritech UGM,,show,7,2022-03-17 00:58:58,archive,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
59,"[{'name': {'given': 'Diding', 'family': 'Suhandy', 'honourific': None, 'lineage': None}, 'id': 'diding.sughandy@fp.unila.ac.id'}]",disk0/00/04/05/59,other,['FP18'],IOP Publishing,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161886', 'docid': 161886, 'main': 'IOP EES Mango Kusumiyati (Gabungan).pdf', 'files': [{'fileid': 451871, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-03-26 13:21:51', 'filename': 'IOP EES Mango Kusumiyati (Gabungan).pdf', 'hash': '6caee9eb75041a5983771d66c451b7bd', 'datasetid': 'document', 'filesize': 1279820, 'objectid': 161886, 'uri': 'http://repository.lppm.unila.ac.id/id/file/451871'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 40559, 'security': 'public', 'placement': 1}]",pub,http://repository.lppm.unila.ac.id/id/eprint/40559,public,2022-03-28 01:29:53,337,2022-03-28 01:29:53,40559,"Penilaian Sejawat: Fast and contactless assessment of intact mango fruit quality attributes
using near infrared spectroscopy (NIRS).
 IOP EES.",,show,7,2022-03-28 01:29:53,archive,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
60,"[{'name': {'given': 'Diding', 'lineage': None, 'family': 'Suhandy', 'honourific': None}, 'id': 'diding.sughandy@fp.unila.ac.id'}]",disk0/00/04/05/45,other,['FP18'],MATEC,"[{'eprintid': 40545, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 161869, 'main': 'MATEC Expired Coffee Yulia (Gabungan).pdf', 'files': [{'hash': '4035890ab361269880174ff9af56d015', 'filename': 'MATEC Expired Coffee Yulia (Gabungan).pdf', 'mtime': '2022-03-25 14:05:55', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 451757, 'filesize': 1194531, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/451757', 'objectid': 161869}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161869'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/40545,public,2022-03-28 01:29:11,337,2022-03-28 01:29:11,40545,Penilaian Sejawat: Identification of fresh and expired ground roasted robusta coffee using UV-visible spectroscopy and chemometrics. MATEC.,,show,7,2022-03-28 01:29:11,archive,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
61,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Suhandy', 'honourific': None, 'given': 'Diding'}}]",disk0/00/04/04/91,other,['FP18'],Jurusan Teknologi Hasil Pertanian Fakultas Pertanian Universitas Lampung,"[{'files': [{'hash': '7efe824ca5d33cb02407516213c61f38', 'filename': 'JTIHP Unila Madu (Gabungan).pdf', 'hash_type': 'MD5', 'mtime': '2022-03-24 01:48:04', 'mime_type': 'application/pdf', 'fileid': 451315, 'filesize': 1288349, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/451315', 'objectid': 161803}], 'main': 'JTIHP Unila Madu (Gabungan).pdf', 'docid': 161803, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161803', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 40491, 'language': 'en', 'mime_type': 'application/pdf'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/40491,public,2022-03-24 02:23:05,337,2022-03-24 02:23:05,40491,Penilaian Sejawat: Investigasi pengaruh pengenceran sampel madu pada proses klasifikasi madu menggunakan uv spectroscopy dan kemometrika. JTIHP Unila.,,show,7,2022-03-24 02:23:05,archive,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
62,"[{'name': {'honourific': None, 'family': 'Suhandy', 'lineage': None, 'given': 'Diding'}, 'id': 'diding.sughandy@fp.unila.ac.id'}]",disk0/00/04/13/83,other,['FP18'],LPPM IPB,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 41383, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163019', 'docid': 163019, 'main': 'JIPI IPB Kopi Kalosi Toraja (Gabungan).pdf', 'files': [{'filesize': 1002905, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-04-19 14:07:00', 'filename': 'JIPI IPB Kopi Kalosi Toraja (Gabungan).pdf', 'hash': '39be470e0c955537fa8ee10e41c9361d', 'fileid': 458693, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/458693', 'objectid': 163019}]}]",pub,http://repository.lppm.unila.ac.id/id/eprint/41383,public,2022-04-20 01:36:21,337,2022-04-20 01:36:21,41383,Penilaian Sejawat: Klasifikasi Kopi Bubuk Spesialti Kalosi dan Toraja Menggunakan UV-Visible Spectroscopy dan Metode PLS-DA. JIPI IPB.,,show,7,2022-04-20 01:36:21,archive,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
63,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'given': 'Diding', 'family': 'Suhandy', 'honourific': None, 'lineage': None}}]",disk0/00/04/04/87,other,['FP18'],LPPM IPB,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161799', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/451287', 'objectid': 161799, 'filename': 'JIPI IPB Madu (Gabungan).pdf', 'hash': 'fcc779342448f19ce4c68127d2fedefd', 'hash_type': 'MD5', 'mtime': '2022-03-24 00:26:38', 'mime_type': 'application/pdf', 'fileid': 451287, 'filesize': 1382851, 'datasetid': 'document'}], 'docid': 161799, 'main': 'JIPI IPB Madu (Gabungan).pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 40487}]",pub,http://repository.lppm.unila.ac.id/id/eprint/40487,public,2022-03-24 02:22:55,337,2022-03-24 02:22:55,40487,Penilaian Sejawat: Klasifikasi Madu Berdasarkan Jenis Lebah (Apis dorsata versus Apis mellifera) Menggunakan Spektroskopi Ultraviolet dan Kemometrika. JIPI IPB.,,show,7,2022-03-24 02:22:55,archive,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
64,"[{'name': {'honourific': None, 'family': 'Suhandy', 'lineage': None, 'given': 'Diding'}, 'id': 'diding.sughandy@fp.unila.ac.id'}]",disk0/00/04/04/96,other,['FP18'],UPPM Politeknik Negeri Lampung,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 40496, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161811', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 161811, 'uri': 'http://repository.lppm.unila.ac.id/id/file/451387', 'fileid': 451387, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-03-24 03:45:41', 'filename': 'JPPT Polinela Kopi (Gabungan).pdf', 'hash': '589f8c0719324b3960c904af3acaa18b', 'datasetid': 'document', 'filesize': 1594854}], 'docid': 161811, 'main': 'JPPT Polinela Kopi (Gabungan).pdf'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/40496,public,2022-03-24 04:16:53,337,2022-03-24 04:16:53,40496,Penilaian Sejawat: Penggunaan Metode Soft Independent Modelling of Class Analogy Dan Uv-Vis Spectroscopy Untuk Membedakan Kopi Bubuk Robusta Asal Jawa Dan Sumatera Secara Cepat. JPPT Polinela.,,show,7,2022-03-24 04:16:53,archive,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
65,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Suhandy', 'lineage': None, 'given': 'Diding'}}]",disk0/00/04/04/97,other,['FP18'],Jurusan Teknik Pertanian Fakultas Pertanian Unila,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161812', 'rev_number': 1, 'main': 'JTEP Unila Kopi Gayo Wine (Gabungan).pdf', 'docid': 161812, 'files': [{'filesize': 1600250, 'datasetid': 'document', 'mtime': '2022-03-24 04:09:27', 'hash_type': 'MD5', 'filename': 'JTEP Unila Kopi Gayo Wine (Gabungan).pdf', 'hash': '133b5feb3f780007790e481079f8ce46', 'fileid': 451403, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/451403', 'objectid': 161812}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 40497, 'security': 'public', 'placement': 1}]",pub,http://repository.lppm.unila.ac.id/id/eprint/40497,public,2022-03-24 04:16:55,337,2022-03-24 04:16:55,40497,Penilaian Sejawat: Penggunaan Teknologi Uv-Vis Spectroscopy Untuk Membedakan Jenis Kopi Bubuk Arabika Gayo Wine Dan Kopi Bubuk Arabika Gayo Biasa. JTEP Unila.,,show,7,2022-03-24 04:16:55,archive,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
