,date_type,eprintid,subjects,abstract,status_changed,eprint_status,rev_number,volume,metadata_visibility,title,official_url,divisions,type,date,dir,id_number,publication,issn,creators,datestamp,pagerange,lastmod,userid,full_text_status,uri,refereed,number,ispublished,documents,publisher,related_url,corp_creators,event_dates,event_type,event_location,event_title,pres_type,contributors,funders,projects,place_of_pub,patent_applicant,pages,contact_email,isbn,keywords,referencetext,succeeds
32,,44052,['S1'],,2022-08-15 01:37:09,archive,7,,show,Lembar Penilaian Reviewer_First order kinetics of biodiesel syn thesis using used frying oil through transesterification reaction_Aceh International Journal of Science and Technology,,['FP18'],other,1970-01-01 00:00:00.000002021,disk0/00/04/40/52,,,,"[{'name': {'given': 'Telaumbanua', 'family': 'Mareli', 'honourific': None, 'lineage': None}}]",2022-08-15 01:37:09,,2022-08-15 01:37:09,1179,public,http://repository.lppm.unila.ac.id/id/eprint/44052,,,unpub,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166057', 'docid': 166057, 'main': 'First order kinetics of biodiesel syn thesis using used frying oil through transesterification reaction.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 479082, 'hash': 'f7a63085cc42cff5a878f29266a6f2f9', 'filename': 'First order kinetics of biodiesel syn thesis using used frying oil through transesterification reaction.pdf', 'hash_type': 'MD5', 'mtime': '2022-08-14 15:59:05', 'datasetid': 'document', 'filesize': 687785, 'objectid': 166057, 'uri': 'http://repository.lppm.unila.ac.id/id/file/479082'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 44052, 'security': 'public', 'placement': 1}]",Fakultas Pertanian,,,,,,,,,,,,,,,,,,
33,,44053,['S1'],,2022-08-15 01:37:13,archive,7,,show,Lembar Penilaian Reviewer_Identifikasi jenis kopi menggunakan sensor e-nose dengan metode pembelajaran jaringan syaraf tiruan backpropagation_Jurnal Ilmiah Rekayasa Pertanian dan Biosistem,,['FP18'],other,1970-01-01 00:00:00.000002021,disk0/00/04/40/53,,,,"[{'name': {'given': 'Telaumbanua', 'lineage': None, 'family': 'Mareli', 'honourific': None}}]",2022-08-15 01:37:13,,2022-08-15 01:37:13,1179,public,http://repository.lppm.unila.ac.id/id/eprint/44053,,,unpub,"[{'files': [{'objectid': 166058, 'uri': 'http://repository.lppm.unila.ac.id/id/file/479092', 'datasetid': 'document', 'filesize': 709667, 'mime_type': 'application/pdf', 'fileid': 479092, 'filename': 'Identifikasi jenis kopi menggunakan sensor e-nose dengan metode pembelajaran jaringan syaraf tiruan backpropagation.pdf', 'hash': 'e51affd46d3f102f2f18313730537040', 'hash_type': 'MD5', 'mtime': '2022-08-14 16:03:26'}], 'main': 'Identifikasi jenis kopi menggunakan sensor e-nose dengan metode pembelajaran jaringan syaraf tiruan backpropagation.pdf', 'docid': 166058, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166058', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 44053, 'language': 'en', 'mime_type': 'application/pdf'}]",Fakultas Pertanian,,,,,,,,,,,,,,,,,,
34,,44055,['S1'],,2022-08-15 01:37:21,archive,7,,show,Lembar Penilaian Reviewer_Mathematical model of physical properties change of coconut sap in the vacuum evaporator_Jurnal Teknik Pertanian Lampung,,['FP18'],other,1970-01-01 00:00:00.000002021,disk0/00/04/40/55,,,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Mareli', 'given': 'Telaumbanua'}}]",2022-08-15 01:37:21,,2022-08-15 01:37:21,1179,public,http://repository.lppm.unila.ac.id/id/eprint/44055,,,unpub,"[{'docid': 166060, 'main': 'Mathematical model of physical properties change of coconut sap in the vacuum evaporator.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/479103', 'objectid': 166060, 'filesize': 699552, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-08-14 16:06:55', 'hash': 'd65c1e134dc4c1691950a73342c51532', 'filename': 'Mathematical model of physical properties change of coconut sap in the vacuum evaporator.pdf', 'fileid': 479103, 'mime_type': 'application/pdf'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166060', 'eprintid': 44055, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",Fakultas Pertanian,,,,,,,,,,,,,,,,,,
35,,44056,['S1'],,2022-08-15 01:37:25,archive,7,,show,Lembar Penilaian Reviewer_Mineral washing from rice straw to improve its combustion properties_IOP Conference Series: Earth and Environmental Science,,['FP18'],other,1970-01-01 00:00:00.000002021,disk0/00/04/40/56,,,,"[{'name': {'given': 'Telaumbanua', 'honourific': None, 'family': 'Mareli', 'lineage': None}}]",2022-08-15 01:37:25,,2022-08-15 01:37:25,1179,public,http://repository.lppm.unila.ac.id/id/eprint/44056,,,unpub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 44056, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/166061', 'rev_number': 1, 'docid': 166061, 'main': 'Mineral washing from rice straw to improve its combustion properties.pdf', 'files': [{'objectid': 166061, 'uri': 'http://repository.lppm.unila.ac.id/id/file/479113', 'datasetid': 'document', 'filesize': 721769, 'mime_type': 'application/pdf', 'fileid': 479113, 'filename': 'Mineral washing from rice straw to improve its combustion properties.pdf', 'hash': '042de29bdb11ce66eaab6a6825306770', 'hash_type': 'MD5', 'mtime': '2022-08-14 16:09:25'}]}]",Fakultas Pertanian,,,,,,,,,,,,,,,,,,
36,,44058,['S1'],,2022-08-15 01:37:32,archive,7,,show,"Lembar Penilaian Reviewer_Pelatihan berkesinambungan pembuatan alat perangkap hama semi otomatis tanaman hortikultura untuk peningkatan produktivitas petani Kecamatan Kota Gajah, Lampung Tengah_Jurnal Pengabdian Kepada Masyarakat Batobooh Padang Panjang",,['FP18'],other,1970-01-01 00:00:00.000002021,disk0/00/04/40/58,,,,"[{'name': {'family': 'Mareli', 'honourific': None, 'lineage': None, 'given': 'Telaumbanua'}}]",2022-08-15 01:37:32,,2022-08-15 01:37:32,1179,public,http://repository.lppm.unila.ac.id/id/eprint/44058,,,unpub,"[{'placement': 1, 'security': 'public', 'eprintid': 44058, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/479124', 'objectid': 166063, 'filesize': 700951, 'datasetid': 'document', 'filename': 'Pelatihan berkesinambungan pembuatan alat perangkap hama semi otomatis tanaman hortikultura untuk peningkatan produktivitas petani kecamatan kota gajah, lampung tengah.pdf', 'hash': '1740c174dab43e382e7d5f5600daa63e', 'mtime': '2022-08-14 16:13:23', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 479124}], 'main': 'Pelatihan berkesinambungan pembuatan alat perangkap hama semi otomatis tanaman hortikultura untuk peningkatan produktivitas petani kecamatan kota gajah, lampung tengah.pdf', 'docid': 166063, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166063', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",Fakultas Pertanian,,,,,,,,,,,,,,,,,,
37,,44059,['S1'],,2022-08-15 01:38:40,archive,7,,show,"Lembar Penilaian Reviewer_Pemberdayaan masyarakat melalui diversifikasi produk rosella di Kampung Paduan Rajawali, Tulang Bawang_Jurnal Pengabdian Kepada Masyarakat Sakai Sambayan",,['FP18'],other,1970-01-01 00:00:00.000002021,disk0/00/04/40/59,,,,"[{'name': {'family': 'Mareli', 'honourific': None, 'lineage': None, 'given': 'Telaumbanua'}}]",2022-08-15 01:38:40,,2022-08-15 01:38:40,1179,public,http://repository.lppm.unila.ac.id/id/eprint/44059,,,unpub,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 44059, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166064', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'hash': '80e733cc58a63d6ad57f81ad3bba7a8a', 'filename': 'Pemberdayaan masyarakat melalui diversifikasi produk rosella di kampung paduan rajawali, tulang bawang.pdf', 'hash_type': 'MD5', 'mtime': '2022-08-14 16:16:27', 'mime_type': 'application/pdf', 'fileid': 479136, 'filesize': 698390, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/479136', 'objectid': 166064}], 'main': 'Pemberdayaan masyarakat melalui diversifikasi produk rosella di kampung paduan rajawali, tulang bawang.pdf', 'docid': 166064}]",Fakultas Pertanian,,,,,,,,,,,,,,,,,,
38,,44061,['S1'],,2022-08-15 01:38:49,archive,7,,show,Lembar Penilaian Reviewer_Penerapan rancangan sistem hidroponik otomatis untuk budidaya bawang merah (Allium ascalonicum L.) dan simulasi analisis biaya_Jurnal Teknik Pertanian Universitas Lampung,,['FP18'],other,1970-01-01 00:00:00.000002021,disk0/00/04/40/61,,,,"[{'name': {'given': 'Telaumbanua', 'lineage': None, 'honourific': None, 'family': 'Mareli'}}]",2022-08-15 01:38:49,,2022-08-15 01:38:49,1179,public,http://repository.lppm.unila.ac.id/id/eprint/44061,,,unpub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 44061, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166066', 'main': 'Penerapan rancangan sistem hidroponik otomatis untuk budidaya bawang merah (Allium ascalonicum L.) dan simulasi analisis biaya.pdf', 'docid': 166066, 'files': [{'hash': '8fd0c3c9abf1a6e81504431d966e7514', 'filename': 'Penerapan rancangan sistem hidroponik otomatis untuk budidaya bawang merah (Allium ascalonicum L.) dan simulasi analisis biaya.pdf', 'hash_type': 'MD5', 'mtime': '2022-08-14 16:20:47', 'mime_type': 'application/pdf', 'fileid': 479145, 'filesize': 718409, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/479145', 'objectid': 166066}]}]",Fakultas Pertanian,,,,,,,,,,,,,,,,,,
39,,44062,['S1'],,2022-08-15 01:38:53,archive,7,,show,Lembar Penilaian Reviewer_Pengaruh seleksi citra terhadap klasifikasi tingkat kesegaran daging sapi lokal_Jurnal Teknik Pertanian Universitas Lampung,,['FP18'],other,1970-01-01 00:00:00.000002021,disk0/00/04/40/62,,,,"[{'name': {'given': 'Telaumbanua', 'lineage': None, 'family': 'Mareli', 'honourific': None}}]",2022-08-15 01:38:53,,2022-08-15 01:38:53,1179,public,http://repository.lppm.unila.ac.id/id/eprint/44062,,,unpub,"[{'eprintid': 44062, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 166067, 'main': 'Pengaruh seleksi citra terhadap klasifikasi tingkat kesegaran daging sapi lokal.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/479154', 'objectid': 166067, 'filesize': 700362, 'datasetid': 'document', 'hash': '686314671fae268a6479255de5d04948', 'filename': 'Pengaruh seleksi citra terhadap klasifikasi tingkat kesegaran daging sapi lokal.pdf', 'hash_type': 'MD5', 'mtime': '2022-08-14 16:25:16', 'mime_type': 'application/pdf', 'fileid': 479154}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166067'}]",Fakultas Pertanian,,,,,,,,,,,,,,,,,,
40,,44063,['S1'],,2022-08-15 01:39:03,archive,7,,show,Lembar Penilaian Reviewer_Pengembangan listrik tenaga biogas skala rumah tangga untuk daerah terpencil di Indonesia_Jurnal Ilmiah Rekayasa Pertanian dan Biosistem,,['FP18'],other,1970-01-01 00:00:00.000002021,disk0/00/04/40/63,,,,"[{'name': {'honourific': None, 'family': 'Mareli', 'lineage': None, 'given': 'Telaumbanua'}}]",2022-08-15 01:39:03,,2022-08-15 01:39:03,1179,public,http://repository.lppm.unila.ac.id/id/eprint/44063,,,unpub,"[{'docid': 166068, 'main': 'Pengembangan listrik tenaga biogas skala rumah tangga untuk daerah terpencil di Indonesia.pdf', 'files': [{'filename': 'Pengembangan listrik tenaga biogas skala rumah tangga untuk daerah terpencil di Indonesia.pdf', 'hash': '445a1fb16c42b1eb50f7b222fdb756a4', 'hash_type': 'MD5', 'mtime': '2022-08-14 16:28:19', 'mime_type': 'application/pdf', 'fileid': 479162, 'filesize': 707130, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/479162', 'objectid': 166068}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166068', 'eprintid': 44063, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",Fakultas Pertanian,,,,,,,,,,,,,,,,,,
41,,44064,['S1'],,2022-08-15 01:39:07,archive,7,,show,Lembar Penilaian Reviewer_Plant-based pesticide using citonella (Cymbopogon nardus L) extract to control insect pests on rice plan_IOP Conference Series: Earth and Environmental Science,,['FP18'],other,1970-01-01 00:00:00.000002021,disk0/00/04/40/64,,,,"[{'name': {'given': 'Telaumbanua', 'lineage': None, 'honourific': None, 'family': 'Mareli'}}]",2022-08-15 01:39:07,,2022-08-15 01:39:07,1179,public,http://repository.lppm.unila.ac.id/id/eprint/44064,,,unpub,"[{'eprintid': 44064, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Plant-based pesticide using citonella (Cymbopogon nardus L) extract to control insect pests on rice plan.pdf', 'docid': 166069, 'files': [{'filesize': 747158, 'datasetid': 'document', 'hash': '1edfff1507d51e1a5d2fd8fe06dfe4fd', 'filename': 'Plant-based pesticide using citonella (Cymbopogon nardus L) extract to control insect pests on rice plan.pdf', 'mtime': '2022-08-14 16:31:03', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 479169, 'uri': 'http://repository.lppm.unila.ac.id/id/file/479169', 'objectid': 166069}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/166069', 'rev_number': 1}]",Fakultas Pertanian,,,,,,,,,,,,,,,,,,
42,,44065,['S1'],,2022-08-15 01:39:11,archive,7,,show,Lembar Penilaian Reviewer_Population of phosphate solubilizing bacteria in the liquid organic fertilizer created from palm oil bunches and pineapple rhizome_Biodiversitas,,['FP18'],other,1970-01-01 00:00:00.000002021,disk0/00/04/40/65,,,,"[{'name': {'given': 'Telaumbanua', 'lineage': None, 'family': 'Mareli', 'honourific': None}}]",2022-08-15 01:39:11,,2022-08-15 01:39:11,1179,public,http://repository.lppm.unila.ac.id/id/eprint/44065,,,unpub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 44065, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/166070', 'rev_number': 1, 'main': 'Population of phosphate solubilizing bacteria in the liquid organic fertilizer created from palm oil bunches and pineapple rhizome.pdf', 'docid': 166070, 'files': [{'mime_type': 'application/pdf', 'fileid': 479176, 'hash': 'eee810fa653ad4702258a9e707358546', 'filename': 'Population of phosphate solubilizing bacteria in the liquid organic fertilizer created from palm oil bunches and pineapple rhizome.pdf', 'mtime': '2022-08-14 16:34:40', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 775083, 'objectid': 166070, 'uri': 'http://repository.lppm.unila.ac.id/id/file/479176'}]}]",Fakultas Pertanian,,,,,,,,,,,,,,,,,,
43,,44066,['S1'],,2022-08-15 01:39:18,archive,7,,show,Lembar Penilaian Reviewer_Rancang bangun dan uji kinerja digester biogas rumah tangga tipe floating tank dengan substrat kotoran sapi_Jurnal Ilmiah Rekayasa Pertanian dan Biosistem,,['FP18'],other,1970-01-01 00:00:00.000002021,disk0/00/04/40/66,,,,"[{'name': {'given': 'Telaumbanua', 'lineage': None, 'family': 'Mareli', 'honourific': None}}]",2022-08-15 01:39:18,,2022-08-15 01:39:18,1179,public,http://repository.lppm.unila.ac.id/id/eprint/44066,,,unpub,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166071', 'rev_number': 1, 'docid': 166071, 'main': 'Rancang bangun dan uji kinerja digester biogas rumah tangga tipe floating tank dengan substrat kotoran sapi.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/479183', 'objectid': 166071, 'mtime': '2022-08-14 16:37:16', 'hash_type': 'MD5', 'hash': '11999209cf869430b642b98e3f920e39', 'filename': 'Rancang bangun dan uji kinerja digester biogas rumah tangga tipe floating tank dengan substrat kotoran sapi.pdf', 'fileid': 479183, 'mime_type': 'application/pdf', 'filesize': 724551, 'datasetid': 'document'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 44066, 'security': 'public', 'placement': 1}]",Fakultas Pertanian,,,,,,,,,,,,,,,,,,
44,,44067,['S1'],,2022-08-15 01:39:21,archive,7,,show,"Lembar Penilaian Reviewer_Rancang bangun sistem pengaduk dan pembuat pupuk cair limbah kelapa sawit dan nanas otomatis dengan metode anaerob, semi aerob dan anaerob_Jurnal Teknik Pertanian Universitas Lampung",,['FP18'],other,1970-01-01 00:00:00.000002021,disk0/00/04/40/67,,,,"[{'name': {'honourific': None, 'family': 'Mareli', 'lineage': None, 'given': 'Telaumbanua'}}]",2022-08-15 01:39:21,,2022-08-15 01:39:21,1179,public,http://repository.lppm.unila.ac.id/id/eprint/44067,,,unpub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 44067, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166072', 'docid': 166072, 'main': 'Rancang bangun sistem pengaduk dan pembuat pupuk cair limbah kelapa sawit dan nanas otomatis dengan metode anaerob, semi aerob dan anaerob.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2022-08-14 16:39:51', 'filename': 'Rancang bangun sistem pengaduk dan pembuat pupuk cair limbah kelapa sawit dan nanas otomatis dengan metode anaerob, semi aerob dan anaerob.pdf', 'hash': '01a3e65ea48bb1bd0f5b4876fbdb4d83', 'fileid': 479190, 'mime_type': 'application/pdf', 'filesize': 712173, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/479190', 'objectid': 166072}]}]",Fakultas Pertanian,,,,,,,,,,,,,,,,,,
45,,44068,['S1'],,2022-08-15 01:39:24,archive,7,,show,Lembar Penilaian Reviewer_Rancang bangun sistem penghitung jumlah dan massa biji kopi berbasis mikrokontroler pada konveyor sabuk_Jurnal Barometer,,['FP18'],other,1970-01-01 00:00:00.000002021,disk0/00/04/40/68,,,,"[{'name': {'honourific': None, 'family': 'Mareli', 'lineage': None, 'given': 'Telaumbanua'}}]",2022-08-15 01:39:24,,2022-08-15 01:39:24,1179,public,http://repository.lppm.unila.ac.id/id/eprint/44068,,,unpub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 44068, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166073', 'rev_number': 1, 'docid': 166073, 'main': 'Rancang bangun sistem penghitung jumlah dan massa biji kopi berbasis mikrokontroler pada konveyor sabuk.pdf', 'files': [{'datasetid': 'document', 'filesize': 688553, 'mime_type': 'application/pdf', 'fileid': 479197, 'filename': 'Rancang bangun sistem penghitung jumlah dan massa biji kopi berbasis mikrokontroler pada konveyor sabuk.pdf', 'hash': 'b0e2e82e1cafe5276b363d114fb3df32', 'hash_type': 'MD5', 'mtime': '2022-08-14 16:42:11', 'objectid': 166073, 'uri': 'http://repository.lppm.unila.ac.id/id/file/479197'}]}]",Fakultas Pertanian,,,,,,,,,,,,,,,,,,
