,pagerange,datestamp,userid,lastmod,uri,full_text_status,refereed,ispublished,number,documents,publisher,divisions,type,date,dir,publication,issn,creators,subjects,abstract,eprint_status,status_changed,volume,rev_number,metadata_visibility,title,date_type,eprintid,official_url,contact_email,id_number,pres_type,event_title,event_location,event_type,event_dates,corp_creators,related_url,contributors,place_of_pub,isbn,pages,funders,projects,succeeds,keywords,referencetext,output_media
21,219-226,2018-06-29 04:10:36,988,2018-06-29 04:10:36,http://repository.lppm.unila.ac.id/id/eprint/8201,public,TRUE,pub,3,"[{'docid': 21230, 'main': '2017 JTEP IPB, Pemanfaatan Air Tanah Dangkal untuk Irigasi.pdf', 'files': [{'objectid': 21230, 'uri': 'http://repository.lppm.unila.ac.id/id/file/81539', 'fileid': 81539, 'mime_type': 'application/pdf', 'mtime': '2018-06-28 10:11:59', 'hash_type': 'MD5', 'filename': '2017 JTEP IPB, Pemanfaatan Air Tanah Dangkal untuk Irigasi.pdf', 'hash': '936501060f8e2e8e894aa4cf7ea504d0', 'datasetid': 'document', 'filesize': 1751014}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21230', 'eprintid': 8201, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]","Departemen Teknik Mesin dan Biosistem, Institut Pertanian Bogor dan PERTETA",['FP18'],article,2017-12-01 00:00:00.000000000,disk0/00/00/82/01,Jurnal Keteknikan Pertanian (JTEP),2407-0475,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Haryanto', 'given': 'Agus'}, 'id': 'agus.haryanto@fp.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Suharyadi', 'honourific': None, 'given': 'Suharyadi'}, 'id': None}, {'id': None, 'name': {'given': 'Budianto', 'honourific': None, 'family': 'Lanya', 'lineage': None}}]",['TJ'],"The objective of this study was to evaluate performance of LPG-fueled single cylinder pump engine in utilizing shallow groundwater for rice field irrigation. Research was conducted in Baktirasa Village, Subdistrict of Sragi, Regency of South Lampung during planting session of September–December 2015 by observing and analyzing technical and economical performance of LPG-fueled pump engine. Observation was performed on the depth of groundwater before and after pumping, pumping duration, discharge, LPG
consumption, and depth of standing water. Irrigation cost was evaluated using local prices for installation and manpower. Results of the research showed that shallow groundwater is potential to be explored as a source of paddy field irrigation. Depth of water table was substantially low at 3.41 m and decrease to 4.83 m after continuous pumping for about 6.5 hours. The LPG-fueled pump engine worked smoothly at an average gas consumption of 0.464 kg/h with a field capacity of 0.0190 ha/h and a discharge rate of 14.58
m3/h. The distribution uniformity of 92.28% was achieved with average depth of standing water of 4.12 cm. The cost of irrigation operation was IDR 226,875.23/ha, lower than leasing one (IDR 400,000.00 /ha).",archive,2018-06-29 04:10:36,5.0,6,show,"Pemanfaatan Air Tanah Dangkal untuk Irigasi Padi Menggunakan
Pompa Berbahan Bakar LPG",,8201,http://journal.ipb.ac.id/index.php/jtep,,DOI: 10.19028/jtep.05.3.219-226,,,,,,['Universitas Lampung'],,"[{'name': {'honourific': None, 'family': 'Haryanto', 'lineage': None, 'given': 'Agus'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'agus.haryanto@fp.unila.ac.id'}]",,,,,,,,,
22,261-266,2018-06-29 04:07:52,988,2018-06-29 04:07:52,http://repository.lppm.unila.ac.id/id/eprint/8197,public,TRUE,pub,3,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 8197, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21228', 'format': 'text', 'pos': 1, 'files': [{'hash_type': 'MD5', 'mtime': '2018-06-28 10:04:23', 'filename': '2017 JTEP IPB, Aplikasi Kinetika Reaksi Pembuatan Biodiesel.pdf', 'hash': 'fe16740e3193f7e8419ec8bdf126ef1c', 'fileid': 81526, 'mime_type': 'application/pdf', 'filesize': 1316939, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/81526', 'objectid': 21228}], 'main': '2017 JTEP IPB, Aplikasi Kinetika Reaksi Pembuatan Biodiesel.pdf', 'docid': 21228}]","Departemen Teknik Mesin dan Biosistem, Institut Pertanian Bogor dan PERTETA",['FP18'],article,2017-12-01 00:00:00.000000000,disk0/00/00/81/97,Jurnal Keteknikan Pertanian (JTEP),2407-0475,"[{'name': {'honourific': None, 'family': 'Haryanto', 'lineage': None, 'given': 'Agus'}, 'id': 'agus.haryanto@fp.unila.ac.id'}, {'id': None, 'name': {'given': 'Ovita', 'honourific': None, 'family': 'Yozana', 'lineage': None}}, {'id': 'sugeng.triyono@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Triyono', 'lineage': None, 'given': 'Sugeng'}}]",['TP'],"This study aims to determine parameters of first order kinetics of biodiesel production from used cooking oil through transesterification reaction with NaOH catalyst. Used cooking oil was obtained from fried food peddlers in Bandar Lampung. The transesterification reaction was carried out with 100 ml of waste cooking oil and 0.5 grams of NaOH at a molar ratio of 1:4 (oil:methanol). Treatment combinations of temperature (30 oC, 40 oC, 50 oC, and 60 oC) and reaction time (10, 20, 30, 40, 50 and 60 minutes) were performed to observe the resulting yield. Kinetic parameters were calculated with assumption that the transesterification
is a first order reaction. Results showed that the reaction rate constant increased with temperature (i.e. k = 0.003 min-1 at 30 oC to 0.010 min-1 at 60 oC). The value of activation energy for transesterification of used cooking oil was 30.69 kJ/mol.",archive,2018-06-29 04:07:52,5.0,6,show,Aplikasi Kinetika Reaksi Pembuatan Biodiesel dari Minyak Jelantah Melalui Reaksi Transesterifikasi Basa,published,8197,,,DOI: 10.19028/jtep.05.3.261-266,,,,,,['Universitas Lampung'],,"[{'name': {'given': 'Agus', 'lineage': None, 'honourific': None, 'family': 'Haryanto'}, 'id': 'agus.haryanto@fp.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",,,,,,,,,
23,181-188,2018-06-29 04:12:20,45,2018-06-29 04:12:20,http://repository.lppm.unila.ac.id/id/eprint/8246,public,TRUE,pub,3,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21295', 'rev_number': 1, 'main': 'junarli.pdf', 'docid': 21295, 'files': [{'filesize': 979690, 'datasetid': 'document', 'filename': 'junarli.pdf', 'hash': '6cfd14248a505ad53ebdb65eb901d97d', 'hash_type': 'MD5', 'mtime': '2018-06-29 02:27:56', 'mime_type': 'application/pdf', 'fileid': 81876, 'uri': 'http://repository.lppm.unila.ac.id/id/file/81876', 'objectid': 21295}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 8246, 'security': 'public', 'placement': 1}]",Jurusan Teknik Pertanian Fakultas Pertanian Unila,['FP18'],article,2017-12-26 00:00:00.000000000,disk0/00/00/82/46,Jurnal Teknik Pertanian Lampung,2302-559X,"[{'id': 'unarli2326@gmail.com', 'name': {'lineage': None, 'family': 'Junarli', 'honourific': None, 'given': 'Junarli'}}, {'id': None, 'name': {'lineage': None, 'family': 'Tamrin', 'honourific': None, 'given': 'Tamrin'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Suharyatun', 'given': 'Siti'}, 'id': 'siti.suharyatun@fp.unila.ac.id'}]",['S1'],"Rice consumption in Indonesia is very high because it is the main source of carbohydrates in the diet of Indonesian
people. As a result dependence on rice production is very high. The level of community dependence on the main
source of carbohydrates needs to be reduced because it will affect on food security. One approach to reduce the
level of dependence on rice is through food diversification which is producing an analog rice. This study aims to
study the effect of vanilla addition in analog rice made from cassava flour that was enriched with catfish protein.
The main materials and tools used are cassava flour, catfish and vanilla powder. This research used factorial of
random experimental design. The first factor was the composition of catfish flour 
Keywords: cassava flour, catfish protein, and vanilla flavour.",archive,2018-06-29 04:12:20,6.0,9,show,PENGARUH PENAMBAHAN AROMA VANILI TERHADAP KARAKTERISTIK BERAS ANALOG BERBAHAN BAKU TEPUNG UBI KAYU YANG DIPERKAYA DENGAN PROTEIN IKAN LELE,published,8246,http://jurnal.fp.unila.ac.id/index.php/JTP,,10.2396,,,,,,,,,,,,,,,,,
24,,2017-11-16 04:14:00,241,2017-11-16 04:14:00,http://repository.lppm.unila.ac.id/id/eprint/5257,public,TRUE,pub,,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 5257, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/18203', 'rev_number': 1, 'main': 'ISAEIS 2017_Dwi Dian Novita et.al _Cacao.pdf', 'docid': 18203, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/50002', 'objectid': 18203, 'filename': 'ISAEIS 2017_Dwi Dian Novita et.al _Cacao.pdf', 'hash': 'b2e1636d64a56cfa1f563f1b5f5293e2', 'mtime': '2017-11-11 07:49:46', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 50002, 'filesize': 804364, 'datasetid': 'document'}]}]",University of Lampung,['FP18'],article,2017-08-10 00:00:00.000000000,disk0/00/00/52/57,ISAEIS 2017 Proceeding,,"[{'id': 'dwi.diannovita@fp.unila.ac.id', 'name': {'given': 'Dwi Dian', 'family': 'Novita', 'honourific': None, 'lineage': None}}, {'name': {'given': 'cicih', 'lineage': None, 'family': 'sugianti', 'honourific': None}, 'id': 'cicih.sugianti@fp.unila.ac.id'}, {'id': None, 'name': {'given': 'Kartinia', 'honourific': None, 'family': 'Sari', 'lineage': None}}]",['S1'],"Farmers are rarely to conduct the fermentation process of cacao beans due to it requires a long time and should be done in a large scale. Indeed, they are not consider an uniform of maturity level during cacao beans are harvested.  This research has purpose to determine the minimum mass of cacao bean in small scale and the effect of maturity level on fermentation product.

The main materials and equipments used cacao which was Lindak from Gedong Tataan Districts and small fermentation boxes (26 x 20 x 45 cm). This research conducted by using factorial RAL.  The first factor was maturity levels (A, B, and C) and the second factor was mass cacao beans (10, 15, and 20 kg) that used three repetitions. The measured of parameter involved temperature, pH (acidity level), cut-test, and fat content. The data were analysed by using ANOVA and LSD for futher testing.

The result of ANOVA indicated that only mass factor had significant on temperature during fermentation process, total full fermented beans, and fat content of cacao beans. As a result, the mass recomendation of cacao beans for small-scale in fermentation process is 20 kg.

Key words: cacao beans, mass, maturity level, small-scale fermentation",archive,2017-11-16 04:14:00,,6,show,THE QUALITY OF FERMENTED CACAO BEANS IN SMALL-SCALE,published,5257,,,,,,,,,,,,,,,,,,,,
25,33-44,2017-05-30 01:16:38,988,2017-05-30 01:16:38,http://repository.lppm.unila.ac.id/id/eprint/1875,public,TRUE,pub,,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/1733', 'rev_number': 1, 'main': 'SMIAP1 Melauren.pdf', 'docid': 1733, 'files': [{'datasetid': 'document', 'filesize': 608760, 'fileid': 13091, 'mime_type': 'application/pdf', 'mtime': '2017-05-29 08:02:09', 'hash_type': 'MD5', 'hash': '7f2a8ef81d1229fc031bc6ecf43ef29b', 'filename': 'SMIAP1 Melauren.pdf', 'objectid': 1733, 'uri': 'http://repository.lppm.unila.ac.id/id/file/13091'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 1875, 'placement': 1, 'security': 'public'}]",,['FP18'],conference_item,1970-01-01 00:00:00.000002017,disk0/00/00/18/75,,,"[{'name': {'lineage': None, 'family': 'Renata', 'honourific': None, 'given': 'Melauren Oktavina'}, 'id': None}, {'name': {'given': 'Agus', 'lineage': None, 'family': 'Haryanto', 'honourific': None}, 'id': 'agus.haryanto@fp.unila.ac.id'}, {'id': 'sugeng.triyono@fp.unila.ac.id', 'name': {'given': 'Sugeng', 'lineage': None, 'honourific': None, 'family': 'Triyono'}}]",['TP'],"Paremeter kinetika diperlukan untuk mengetahui produksi biodiesel pada kondisi tertentu. Penelitian ini bertujuan untuk mengetahui kinetika pembuatan biodiesel melalui reaksi transesterifikasi yang dibantu dengan gelombang mikro. Penelitian ini dilakukan menggunakan minyak jelantah yang diperoleh dari pedagang kaki gorengan di sekitar Universitas Lampung. Bahan kimia yang digunakan adalah
metanol (teknis) dan NaOH (p.a). Penelitian dilakukan dengan perbandingan molar 1:4 dan dengan kombinasi tiga level suhu (45°C, 50°C, dan 55°C) dan lima level waktu reaksi ( 2 menit, 3 menit, 4 menit, 5 menit, dan 6 menit). Hasil penelitian menunjukkan bahwa rendemen biodiesel tertinggi sebesar 66,8% pada waktu 6 menit dan suhu 55oC. Hasil perhitungan menghasilkan nilai konstanta laju reaksi (k) yang meningkat terhadap suhu, yaitu0,059 per menit pada suhu 45° C, 0,094 per menit pada suhu 50° C, dan 0,096 per menit pada suhu 55 °C. Hasil perhitungan juga menghasilkan nilai energi aktivasi (Ea) sebesar 42,4 kJ/mol dengan nilai konstanta frekuensi tumbukan (A) sebesar 9756,2 per detik.",archive,2017-05-30 01:16:38,,7,show,"KINETIKA PEMBUATAN BIODIESEL DARI MINYAK JELANTAH MELALUI
REAKSI TRANSESTERIFIKASI DENGAN BANTUAN GELOMBANG MIKRO",published,1875,http://smiap.unila.ac.id/,,,paper,"Seminar Nasional Sains, Matematika, Informatika, dan Aplikasinya (SMIAP)",Universitas Lampung,conference,26-27 Oktober 2016,['Universitas Lampung'],,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'agus.haryanto@fp.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Haryanto', 'given': 'Agus'}}]",,,,,,,,,
26,81-88,2017-11-16 04:58:42,988,2017-11-16 04:58:42,http://repository.lppm.unila.ac.id/id/eprint/5608,public,TRUE,pub,2,"[{'main': '1705-4503-1-PB.pdf', 'docid': 18557, 'files': [{'objectid': 18557, 'uri': 'http://repository.lppm.unila.ac.id/id/file/52460', 'datasetid': 'document', 'filesize': 244660, 'fileid': 52460, 'mime_type': 'application/pdf', 'mtime': '2017-11-15 11:53:34', 'hash_type': 'MD5', 'filename': '1705-4503-1-PB.pdf', 'hash': '46e63b9632614314ae7cdbbe70b49b43'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/18557', 'rev_number': 1, 'eprintid': 5608, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]","Jurusan Teknik Pertanian, UNIVERSITAS LAMPUNG dan Perhimpunan Teknik Pertanian Indonesia (PERTETA) Lampung",['FP18'],article,1970-01-01 00:00:00.000002017,disk0/00/00/56/08,Jurnal Teknik Pertanian Lampung,2549 - 0818,"[{'name': {'honourific': None, 'family': 'Shintawati', 'lineage': None, 'given': 'Shintawati'}, 'id': None}, {'id': 'udinha65@gmail.com', 'name': {'given': 'Udin', 'lineage': None, 'family': 'Hasanudin', 'honourific': None}}, {'name': {'honourific': None, 'family': 'Haryanto', 'lineage': None, 'given': 'Agus'}, 'id': None}]",['TP'],"Palm oil mill effluent (POME) waste water contains high concentration of organic pollutants. Anaerobic treatment is suitable to reduce the pollutans and also produce methane as one of renewable energy sources. Anaerobic degradation is complicated and sensitive process to the environment, such as temperature and organic concentration. This study aims to determine characteristic of palm oil mill waste water treatment using semi-continuous anaerobic CIGAR bioreactor. The seed was collected from sludge of anaerobic pond at POME treatment facility of PTPN VII Bekri. The substrat used in this experiment was fresh POME from the same mill. Initially, 4,375m3 of sludge was introduced into the bioreactor. The seed was acclimatized at a loading rate of 50 l/day for about a week. Anaerobic treatment was conducted at room temperature and the substrate was fed semi-continuously at a loading rate of 100 to 350 liter/day. Results showed, that the stability of anaerobic degradation was achieved at an organic loading rate (OLR) of 0,9-3,11 kg/m3/day with COD removal more than 90% and maximum biogas
production of 2,59 m3/day.",archive,2017-11-16 04:58:42,6.0,6,show,KARAKTERISTIK PENGOLAHAN LIMBAH CAIR PABRIK MINYAK KELAPA SAWIT DALAM BIOREAKTOR CIGAR SEMI KONTINU,published,5608,http://jurnal.fp.unila.ac.id/index.php/JTP/index,,,,,,,,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'agus.haryanto@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Haryanto', 'honourific': None, 'given': 'Agus'}}]",,,,,,,,,
27,141-150,2022-10-31 08:48:22,832,2022-10-31 08:48:22,http://repository.lppm.unila.ac.id/id/eprint/46123,public,TRUE,pub,3,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 46123, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184950', 'main': '5 Irigasi defisit Lengkap (S3) GA.pdf', 'docid': 184950, 'files': [{'objectid': 184950, 'uri': 'http://repository.lppm.unila.ac.id/id/file/510085', 'fileid': 510085, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-10-31 08:16:17', 'hash': '215a18890db2e82f2fd2ec8b306a53d3', 'filename': '5 Irigasi defisit Lengkap (S3) GA.pdf', 'datasetid': 'document', 'filesize': 2310511}]}]","Jurusan Teknik Pertanian, F Pertanian, Unila",['FP18'],article,2017-11-26 00:00:00.000000000,disk0/00/04/61/23,Teknik Pertanian Lampung,2302- 559X,"[{'id': 'Imadesu93@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Sudarmawan', 'given': 'Made'}}, {'name': {'family': 'Rosadi', 'honourific': None, 'lineage': None, 'given': 'Bustomi'}, 'id': 'bustomirosadi@yahoo.com'}, {'name': {'given': 'Sugeng', 'family': 'Triyono', 'honourific': None, 'lineage': None}, 'id': 'sugeng.triyono@fp.unila.ac.id'}]",['S1'],"Penelitian ini bertujuan untuk mengetahui pengaruh apl ikasi irigasi defisit pada padi gogo (Oryza sativa L)
varietas inpago 9. Penelitian ini dilaksanakan di dalam rumah plastik, laboratorium lapang  terpadu, Universitas
Lampung pada bulan November 2016 sampai dengan Maret 2017.  Penelitian ini menggunakan Rancangan Acak
Lengkap (RAL) dengan empat taraf perlakuan, yaitu perlakuan ID
((0-20)-60)% AW, ID
4
1
 ((0-20)-100)% AW, ID
2
 ((0-20)-80)% AW, ID
 ((0-20)-40)% AW, dengan l ima kal i ulangan.  Hasil penelitian menunjukkan bahwa,
perlakuan irigasi defisit pada padi gogo (Oryza sativa L) varietas inpago 9 berpengaruh terhadap pertumbuhan
tinggi tanaman, jumlah daun, jumlah anakan, jumlah malai, berat kering brangkasan atas, berat brangkasan
bawah basah dan kering, dan gabah hampa.  Perlakuan irigasi defisit pada padi gogo (Oryza sativa L) varietas
inpago 9 tidak berpengaruh terhadap produksi tanaman padi gogo.  Faktor tanggapan hasil terhadap air (Ky)
menunjukan nilai Ky (Ky > 1).  Hasil uji tanaman padi gogo, mengalami cekaman air yaitu pada perlakuan ID
 ((020)-80)%

AW dan ID
 ((0-20)-60)% AW.  Tanaman padi jika sensitif terhadap irigasi defisit produktivitas
penggunaan air paling tinggi adalah ID
3
 ((0-20)-100)% AW dengan produktivitas rata-rata sebesar 0,78 gram/
liter.
1
Kata Kunci : irigasi defisit, fase tumbuh, padi gogo, dan produktivitas air tanaman.
2
3",archive,2022-10-31 08:48:22,6.0,6,show,5.	APLIKASI IRIGASI DEFISIT PADA PADI GOGO (Oryza sativa L.) VARIETAS INPAGO 9,published,46123,https://jurnal.fp.unila.ac.id/index.php/JTP/article/view/1595/2155,sugeng.triyono@fp.unila.ac.id,-,,,,,,,,,,,,,,,,,
28,141-150,2022-10-19 02:38:31,832,2022-10-19 02:38:31,http://repository.lppm.unila.ac.id/id/eprint/45830,public,TRUE,pub,3,"[{'eprintid': 45830, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 184643, 'main': '14 Irigasi defisit Lengkap.pdf', 'files': [{'objectid': 184643, 'uri': 'http://repository.lppm.unila.ac.id/id/file/507817', 'datasetid': 'document', 'filesize': 1101638, 'fileid': 507817, 'mime_type': 'application/pdf', 'mtime': '2022-10-18 23:18:35', 'hash_type': 'MD5', 'filename': '14 Irigasi defisit Lengkap.pdf', 'hash': '62c04238f58f4a3f1892e77022c9e735'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184643', 'rev_number': 1}]",Jurusan Teknik Pertanian Fakultas Pertanian Unila,['FP18'],article,2017-11-26 00:00:00.000000000,disk0/00/04/58/30,Jurnal Teknik Pertanian Lampung,2302-559X,"[{'id': 'Imadesu93@gmail.com', 'name': {'given': 'Made', 'lineage': None, 'family': 'Sudarmawan', 'honourific': None}}, {'id': 'bustomirosadi@yahoo.com', 'name': {'given': 'Bustomi', 'family': 'Rosadi', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Sugeng', 'lineage': None, 'honourific': None, 'family': 'Triyono'}, 'id': 'sugeng.triyono@fp.unila.ac.id'}]",['S1'],"The aim of this research was to determine the deficit irrigation applications on upland rice (Oryza sativa L.)
variety of inpago 9. This research was conducted in a plastic house, at the integrated field laboratory at the
University of Lampung from November 2016 to March 2017. This research used a completely randomized design
(CRD) with a of soil water content 4 levels, namely ID1
 ((0-20)-100)% AW, ID2
 ((0-20)-80)% AW, ID3
 ((0-20)-60)%
AW, ID4
 ((0-20)-40)% AW, with five replicates. The result showed that deficit irrigation applications on upland
rice (Oryza sativa L.) variety of inpago inpago 9 have an effect on the growth of plant heigth, number of leaves,
number of tillers, number of panicle, the dry weight of plant, weight of root, and empety grain. Deficit irrigation
applications on upland rice (Oryza sativa L.) varieties of inpago 9 has not effect on production of upland rice
plants. The result yield response to water factor (Ky) showed (Ky > 1). Upland rice plant experience water stress
at the treatment ID2
 ((0-20)-80)% AW and ID3
 ((0-20)-60)% AW. Upland rice was sensitive to defisit irrigation the
highest water use productivity is ID1
 ((0-20)-100)% AW with average productivity of 0,78 gram/liter.
Keyword: deficit irrigation, growth phase, upland rice, and crop water productivit",archive,2022-10-19 02:38:31,6.0,6,show,"APLIKASI IRIGASI DEFISIT PADA PADI GOGO (Oryza sativa L.) 
VARIETAS INPAGO 9",published,45830,https://jurnal.fp.unila.ac.id/index.php/JTP/article/view/1595/2155,sugeng.triyono@fp.unila.ac.id,-,,,,,,,,,,,,,,,,,
29,73-80,2018-11-19 04:01:19,337,2018-11-19 04:01:19,http://repository.lppm.unila.ac.id/id/eprint/10251,public,TRUE,pub,2,"[{'files': [{'datasetid': 'document', 'filesize': 262034, 'mime_type': 'application/pdf', 'fileid': 95709, 'hash': '9ab35b72d5f6037efa13d9e305cb2d27', 'filename': '1704-4530-1-PB (2) waluyo dkk kopi.pdf', 'hash_type': 'MD5', 'mtime': '2018-11-17 14:28:14', 'objectid': 23254, 'uri': 'http://repository.lppm.unila.ac.id/id/file/95709'}], 'docid': 23254, 'main': '1704-4530-1-PB (2) waluyo dkk kopi.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23254', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 10251, 'language': 'en', 'mime_type': 'application/pdf'}]",Jurusan Teknik Pertanian Fakultas Pertanian Unila,['FP18'],article,2017-08-01 00:00:00.000000000,disk0/00/01/02/51,Jurnal Teknik Pertanian Lampung,2302-559X,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Suhandy', 'honourific': None, 'given': 'Diding'}}]",['S1'],"Penelitian ini bertujuan untuk membangun dan menguji model untuk identifikasi kemurnian kopi asli Luwak.
Bahan yang digunakan adalah 100% kopi Luwak dan kopi Luwak yang dicampur dengan kopi Robusta dengan
perbandingan pencampuran 90%: 10%, 80%: 20%, 70%: 30%, 60%: 40%, dan 50%: 50%. Pada penelitian ini
model dibangun dan diprediksi menggunakan metode soft independent modeling of class analogy (SIMCA) dengan
taraf signifikan10%, kemudian menghitung tingkat akurasi (AC), sensitivitas (S), spesifisitas (SP), dan false
alarm rate (FP) menggunakan perhitungan confusion matrix. Dari proses Hotelling T2 elipse 95 sampel, diperoleh
dua model untuk mengelompokkan kopi Luwak asli (SLWK) dan kopi campuran Luwak Robusta (SLWKR). Dari
uji model didapat nilai akurasi (AC) 48,48%, sensitivitas (S) 50,00%, spesifisitas (SP) 33,33%, dan false alarm
rate (FP) 66,67%.",archive,2018-11-19 04:01:19,6.0,6,show,"ANALISIS SPEKTRUM UV-VIS UNTUK MENGUJI KEMURNIAN KOPI
LUWAK",published,10251,http://jurnal.fp.unila.ac.id/index.php/JTP/article/view/1704/1532,,,,,,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,
30,,2022-07-12 08:36:56,337,2022-07-12 08:36:56,http://repository.lppm.unila.ac.id/id/eprint/43240,public,,pub,,"[{'main': 'Lampiran PSNI 2017 (95jt).pdf', 'docid': 165100, 'files': [{'datasetid': 'document', 'filesize': 56126236, 'fileid': 472566, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-07-12 04:06:31', 'filename': 'Lampiran PSNI 2017 (95jt).pdf', 'hash': 'de4ecba2c8b507419b801b26c86eb706', 'objectid': 165100, 'uri': 'http://repository.lppm.unila.ac.id/id/file/472566'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/165100', 'rev_number': 1, 'eprintid': 43240, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",Universitas Lampung,['FP18'],other,1970-01-01 00:00:00.000002017,disk0/00/04/32/40,,,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Suhandy', 'given': 'Diding'}}]",['S1'],,archive,2022-07-12 08:36:56,,7,show,Bukti Perolehan Hibah Kompetitif Nasional PSNI 2017 Diding Suhandy (Ketua),,43240,,,,,,,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,
