,date_type,eprintid,metadata_visibility,rev_number,title,abstract,subjects,status_changed,eprint_status,id_number,dir,date,creators,patent_applicant,divisions,type,full_text_status,uri,documents,ispublished,datestamp,lastmod,userid,pagerange,publisher,number,refereed,issn,publication,official_url,volume,pres_type,event_type,event_dates,event_location,event_title,funders,corp_creators,pages,related_url,place_of_pub,contact_email,projects,contributors,referencetext,keywords,isbn,editors
10,published,9193,show,7,Piper betle leaf extract as a green inhibitor of calcium sulphate (CaSO4) scale formation,"The addition of Piper betle leaf extract with the concentration 450 ppm as a green inhibitor on the formation of CaSO4 scale at the concentrations of growth solution of 0.05 M and at temperature 90°C was carried out using a seeded experiment method. The experiments were performed with observing the precipitation change of CaSO4 crystals growth obtained. In order to prove the efficiency of the inhibitor in inhibiting the formation of CaSO4 crystals, the changes of the crystal morphology were investigated by scanning electron microscopy (SEM). The research results showed that Piper betle leaf extract was able to inhibit the formation of CaSO4 scale indicated with the morphology change of the CaSO4 crystals after the addition of this inhibitor. The ability of Piper betle leaf extract as an inhibitor of the formation of CaSO4 is 47.07%.",['QD'],2018-11-02 01:52:40,archive,,disk0/00/00/91/93,2018-10-19,"[{'id': 'suharso_s@yahoo.com', 'name': {'honourific': None, 'family': '.', 'lineage': None, 'given': 'Suharso'}}]",,['FMIPA4'],conference_item,public,http://repository.lppm.unila.ac.id/id/eprint/9193,"[{'files': [{'filesize': 218673, 'datasetid': 'document', 'filename': 'ICOSITER 19-20 OKT 2018.pdf', 'hash': 'c89affbeca7623e57e5efa81a3fa6dd0', 'mtime': '2018-11-01 01:11:29', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 88436, 'uri': 'http://repository.lppm.unila.ac.id/id/file/88436', 'objectid': 22266}], 'main': 'ICOSITER 19-20 OKT 2018.pdf', 'docid': 22266, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22266', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 9193, 'language': 'en', 'mime_type': 'application/pdf'}]",pub,2018-11-02 01:52:40,2018-11-02 01:52:40,1094,,,,TRUE,,,,,speech,conference,19-20 October 2018,Institut Teknologi Sumatera,"International Conference on Sciences, Infrastructure Technology, and Regional Development",,,,,,,,,,,,
11,published,11578,show,6,Synthesis of a Novel Calix[4]resorcinarene-Chitosan Hybrid,"Synthesis of a novel calix[4]resorcinarene-chitosan hybrid using vanillin as raw material has been conducted. The synthesis was carried out in four steps i.e. (1) allylation of vanillin,(2) HCl-catalyzed condensation allyl vanillin with resorcinol, (3) chloromethylation of C-4-allyloxy-3-methoxyphenylcalix[4] resorcinarene with paraformaldehyde and HCl in the presence of ZnCl2 to yield tetrakis-chloromethyl-C-4-allyloxy-3 methoxyphenylcalix[4]resorcinarene, and (4) reaction of tetrakis-chloromethyl-C-4-allyloxy-3-methoxyphenylcalix[4] resorcinarene with
chitosan to yield calixarene-chitosan hybrid. Structure elucidation of products were performed using FT-IR, 1H-NMR, 13C-NMR, GC-MS, XRD, and SEM. The product of calixarene-chitosan hybrid was obtained as dark red solid with m.p. > 300 °C in 78% yield.",['QD'],2019-05-08 07:08:57,archive,http://dx.doi.org/10.13005/ojc/340103,disk0/00/01/15/78,2018-02-30,"[{'name': {'lineage': None, 'honourific': None, 'family': '.', 'given': 'Suharso'}, 'id': 'suharso_s@yahoo.com'}]",,['FMIPA4'],article,public,http://repository.lppm.unila.ac.id/id/eprint/11578,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 11578, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24576', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'fileid': 104937, 'hash': '2320518f2eea92a8eb7499cf91f9e1b8', 'filename': 'OJC Volume 34 No1 page 30-37.pdf', 'mtime': '2019-05-03 11:52:28', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 150379, 'objectid': 24576, 'uri': 'http://repository.lppm.unila.ac.id/id/file/104937'}], 'docid': 24576, 'main': 'OJC Volume 34 No1 page 30-37.pdf'}]",pub,2019-05-08 07:08:57,2019-05-08 07:08:57,1094,30-37,Oriental Scientific Publishing Company,1.0,TRUE,0970-020 X,Oriental Journal of Chemistry,http://www.orientjchem.org/vol34no1/synthesis-of-a-novel-calix4resorcinarene-chitosan-hybrid/,34,,,,,,,,,,,,,,,,,
12,published,11606,show,6,Synthesis of a Novel Calix[4]resorcinarene-Chitosan Hybrid,"Synthesis of a novel calix[4]resorcinarene-chitosan hybrid using vanillin as raw material has been conducted. The synthesis was carried out in four steps i.e. (1) allylation of vanillin,(2) HCl-catalyzed condensation allyl vanillin with resorcinol, (3) chloromethylation of C-4-allyloxy-3-methoxyphenylcalix[4] resorcinarene with paraformaldehyde and HCl in the presence of ZnCl2 to yield tetrakis-chloromethyl-C-4-allyloxy-3 methoxyphenylcalix[4]resorcinarene, and (4) reaction of tetrakis-chloromethyl-C-4-allyloxy-3-methoxyphenylcalix[4] resorcinarene with
chitosan to yield calixarene-chitosan hybrid. Structure elucidation of products were performed using FT-IR, 1H-NMR, 13C-NMR, GC-MS, XRD, and SEM. The product of calixarene-chitosan hybrid was obtained as dark red solid with m.p. > 300 °C in 78% yield.",['QD'],2019-05-08 07:08:58,archive,http://dx.doi.org/10.13005/ojc/340102,disk0/00/01/16/06,2018-02-20,"[{'id': 'suharso_s@yahoo.com', 'name': {'given': 'Suharso', 'honourific': None, 'family': '.', 'lineage': None}}]",,['FMIPA4'],article,public,http://repository.lppm.unila.ac.id/id/eprint/11606,"[{'eprintid': 11606, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 24600, 'main': 'OJC Volume 34 No1 page 30-37.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/105127', 'objectid': 24600, 'filename': 'OJC Volume 34 No1 page 30-37.pdf', 'hash': '2320518f2eea92a8eb7499cf91f9e1b8', 'hash_type': 'MD5', 'mtime': '2019-05-04 04:16:14', 'mime_type': 'application/pdf', 'fileid': 105127, 'filesize': 150379, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24600'}]",pub,2019-05-08 07:08:58,2019-05-08 07:08:58,1094,30-37,Oriental Scientific Publishing Company,1.0,TRUE,0970-020 X,Oriental Journal of Chemistry,http://www.orientjchem.org/vol34no1/synthesis-of-a-novel-calix4resorcinarene-chitosan-hybrid/,34,,,,,,,,,,,,,,,,,
13,published,7043,show,7,KOMPOSISI EKSTRAK GAMBIR (Uncaria gambier Roxb)DAN KEMENYAN (Styrax benzoin Dryand) SEBAGAI INHIBITOR KERAK KALSIUM KARBONAT,,['QD'],2018-06-07 03:31:59,archive,P00201709529,disk0/00/00/70/43,2018-01-02,"[{'name': {'lineage': None, 'honourific': None, 'family': '.', 'given': 'Suharso'}, 'id': 'suharso_s@yahoo.com'}, {'id': 'buhani_s@yahoo.co.id', 'name': {'lineage': None, 'family': '.', 'honourific': None, 'given': 'Buhani'}}]",Paten,['FMIPA4'],patent,public,http://repository.lppm.unila.ac.id/id/eprint/7043,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 7043, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/20014', 'docid': 20014, 'main': 'Deskripsi  Paten Gambir dan Kemenyan Suharso dan Surat Pemberitahuan 2017.pdf', 'files': [{'datasetid': 'document', 'filesize': 804831, 'fileid': 64414, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2018-06-07 03:01:55', 'filename': 'Deskripsi  Paten Gambir dan Kemenyan Suharso dan Surat Pemberitahuan 2017.pdf', 'hash': 'e77c9a96a224692eea41010e5f71870f', 'objectid': 20014, 'uri': 'http://repository.lppm.unila.ac.id/id/file/64414'}]}]",pub,2018-06-07 03:31:59,2018-06-07 03:31:59,1094,,,,,,,,,,,,,,,['Unila'],,,,,,,,,,
14,published,9110,show,7,KOMPOSISI LARUTAN TETRAKIS{(DIMETILAMINO)METIL}C-METIL KALIKS[4]RESORSINARENA SEBAGAI SENYAWA INHIBITOR KERAK,"Invensi ini berkaitan dengan komposisi larutan senyawa tetrakis {(dimetilamino)metil}C-metil kaliks[4] resorsinarena atau (5,11,17,23-tetra(dimetilamino)metil-4,6,10,12,16,18,22,24-oktahidroksi-2,8,14,20 tetrametilkaliks[4] arena) yang disingkat TDMACMKR yang digunakan sebagai inhibitor (penghambat) dalam proses pembentukan endapan senyawa anorganik kalsium karbonat (CaCO3) dalam air. Komposisi utama larutan TDMACMKR yang digunakan sebagai inhibitor terdiri dari senyawa TDMACMKR (25-250 ppm) dalam 1 liter air.  Kemampuan larutan TDMACMKR sebagai inhibitor dalam menghambat laju pembentukan endapan kalsium karbonat (CaCO3) dalam lingkungan air sebesar 3894% dengan konsentrasi larutan TDMACMKR yang ditambahkan atau dicampurkan sebesar 25-75 ppm untuk konsentrasi kelarutan CaCO3 dalam air sebesar 200-60.000 ppm.",['QD'],2018-10-31 02:52:11,archive,IDP000051584,disk0/00/00/91/10,2018-07-04,"[{'name': {'given': 'Suharso', 'honourific': None, 'family': '.', 'lineage': None}, 'id': 'suharso_s@yahoo.com'}, {'id': 'buhani_s@yahoo.co.id', 'name': {'family': '.', 'honourific': None, 'lineage': None, 'given': 'Buhani'}}]",Paten,['FMIPA4'],patent,public,http://repository.lppm.unila.ac.id/id/eprint/9110,"[{'security': 'public', 'placement': 1, 'eprintid': 9110, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/87842', 'objectid': 22181, 'filename': 'Granted Paten Caliksarena Suharso IDP000051584.pdf', 'hash': '96068900c3db81f3e3bd9c198ca4db87', 'hash_type': 'MD5', 'mtime': '2018-10-30 05:58:51', 'mime_type': 'application/pdf', 'fileid': 87842, 'filesize': 516841, 'datasetid': 'document'}], 'main': 'Granted Paten Caliksarena Suharso IDP000051584.pdf', 'docid': 22181, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22181', 'rev_number': 1, 'format': 'text', 'pos': 1}]",pub,2018-10-31 02:52:11,2018-10-31 02:52:11,1094,,,,,,,,,,,,,,,,7.0,,,,,,,,,
15,submitted,11604,show,7,Paten: MODIFIKASI KOMPOSISI EKSTRAK KEMENYAN (Styrax Benzoht Dryand)SEBAGAI INHIBITOR KERAK KALSIUM KARBONAT. P00201810557,"Invensi ini berkaitan dengan modifikasi komposisi ekstrak kemenyan (Styrax Benzoin Dryand)dengan penambahan asam benzoat dan asam sitrat dengan perbandingan berat 2 % bubuk kemenyan, 2 % asam benzoat, dan 2 % asam sitrat dan sisanya adalah air. Hasil komposisi campuran ini  memiliki kualitas yang baik dan dapat digunakan untuk jangka waktu yang lama sebagai inhibitor (penghambat) pembentukan kerak kalsium karbonat (CaCO3) pada instalasi pipa pembangkit litrik tenaga panas bumi (PLTP), instalasi pipa minyak bumi dan gas, radiator mobil, serta sistem pendingin pada boiler.",['QD'],2019-05-09 03:12:54,archive,P00201810557,disk0/00/01/16/04,2018-12-20,"[{'id': 'suharso_s@yahoo.com', 'name': {'lineage': None, 'family': '.', 'honourific': None, 'given': 'Suharso'}}, {'name': {'given': 'Buhani', 'lineage': None, 'family': '.', 'honourific': None}, 'id': 'buhani_s@yahoo.co.id'}]",Paten,['FMIPA4'],patent,public,http://repository.lppm.unila.ac.id/id/eprint/11604,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 11604, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24598', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/105095', 'objectid': 24598, 'filesize': 235271, 'datasetid': 'document', 'hash': 'a042cf493fe819052def390f74ff259d', 'filename': 'Paten P00201810557-Formalitas_Dipenuhi-20181220.pdf', 'hash_type': 'MD5', 'mtime': '2019-05-04 03:44:03', 'mime_type': 'application/pdf', 'fileid': 105095}], 'main': 'Paten P00201810557-Formalitas_Dipenuhi-20181220.pdf', 'docid': 24598}]",pub,2019-05-09 03:12:54,2019-05-09 03:12:54,1094,,,,,,,,,,,,,,,,9.0,,,,,,,,,
16,published,9104,show,7,Production of a Calix[4lresorcinarene Derivate Compound,"Production of a calix[4]resorcinarene derivate compound i.e. tetrakischloromethyl-C-4-allyloxy-3-methoxyphenylcalix[4] resorcinarene has been performed using a natural rnaterial as raw material to obtain the calixarene compound with low cost production. The production was carried out in three steps i.e. (l) synthesis of 4-allyloxy-3-methoxy benzldehyde, (2) synthesis of C-4-allyloxy-3-methoxyphenylcalix[4]resorcinarene, and (3) synthesis of tetrakischlorornethyl-C-4-allyoxy-3-ethoxyphenylcalix[4] resorcinarene. Structure elucidation of products were perfonned using FT-IR, lH-NMR, l3C-NMR, and GC-MS. The product of a calix[4]resorcinarene derivate cornpound was obtained as a light brown solid in 7l% yield with m.p. > 250 °C.",['QD'],2018-10-31 02:52:27,archive,,disk0/00/00/91/04,2018-08-09,"[{'name': {'given': 'Suharso', 'lineage': None, 'family': '.', 'honourific': None}, 'id': 'suharso_s@yahoo.com'}, {'name': {'honourific': None, 'family': '.', 'lineage': None, 'given': 'Buhani'}, 'id': 'buhani_s@yahoo.co.id'}]",,['FMIPA4'],conference_item,public,http://repository.lppm.unila.ac.id/id/eprint/9104,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22178', 'main': 'Seminar Internasional ICASMI 2018.pdf', 'docid': 22178, 'files': [{'hash': '544be2464a7e13c7240cc5676b3e67a1', 'filename': 'Seminar Internasional ICASMI 2018.pdf', 'hash_type': 'MD5', 'mtime': '2018-10-30 04:56:24', 'mime_type': 'application/pdf', 'fileid': 87814, 'filesize': 1510258, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/87814', 'objectid': 22178}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 9104, 'placement': 1, 'security': 'public'}]",pub,2018-10-31 02:52:27,2018-10-31 02:52:27,1094,,,,TRUE,,,,,speech,conference,9-11 Agustus 2018,"Hotel Horison, Bandar Lampung, Indonesia.",The 2nd International Conference on Applied Sciences Mathematics and Informatics.,,,,,,,,,,,,
17,published,9101,show,8,"KOMPOSISI ASAP CAIR GRADE 3 DARI TEMPURUNG KELAPA SEBAGAI
INHIBITOR KERAK KALSIUM KARBONAT","Invensi ini berhubungan dengan keefektifan asap cair grade 3 dari tempurung kelapa sebagai inhibitor (penghambat) pembentukan kerak kalsium karbonat (CaCO3) dalam media air. Asap cair grade 3 dari tempurung kelapa yang digunakan sebagai inhibitor mengandung komponen-komponen utama, yaitu : fenol, 3-metil-1,2-siklopentadion, 2- metoksifenol, 2-metoksi-4-metilfenol, 4-etil-2-metoksifenol, 2,6-dimetoksifenol, dan 2,5 dimetoksi benzil alkohol. Efektivitas Asap cair grade 3 dari tempurung kelapa sebagai
inhibitor dalam menghambat laju pembentukan kerak kalsium karbonat (CaCO3) dalam media air berkisar 10-278% pada konsentrasi CaCO3 dalam air sebesar 500-12.500 ppm atau 0,05-0,125 M dengan penambahan inhibitor ke dalam larutan pertumbuhan sebesar 50-350 ppm. Selain menghambat pertumbuhan kerak, asap cair juga dapat melarutkan kerak kalsium karbonat.",['QD'],2018-10-31 02:52:15,archive,PID201807427,disk0/00/00/91/01,2018-09-21,"[{'name': {'given': 'Suharso', 'lineage': None, 'family': '.', 'honourific': None}, 'id': 'suharso_s@yahoo.com'}, {'id': 'buhani_s@yahoo.co.id', 'name': {'honourific': None, 'family': '.', 'lineage': None, 'given': 'Buhani'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Rilyanti', 'given': 'Mita'}, 'id': 'mita_rilyanti@yahoo.com'}, {'id': 'agung.abadi@fmipa.unila.ac.id', 'name': {'given': 'Agung Abadi', 'lineage': None, 'honourific': None, 'family': 'Kiswandono'}}]",Paten,['FMIPA4'],patent,public,http://repository.lppm.unila.ac.id/id/eprint/9101,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22175', 'format': 'text', 'pos': 1, 'files': [{'objectid': 22175, 'uri': 'http://repository.lppm.unila.ac.id/id/file/87791', 'mime_type': 'application/pdf', 'fileid': 87791, 'filename': 'Bukti Pendaftaran Paten Asap Cair Sep 2018.pdf', 'hash': '904ad3a51fe629f89f0e25e22f4276bd', 'mtime': '2018-10-30 04:24:00', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 393183}], 'main': 'Bukti Pendaftaran Paten Asap Cair Sep 2018.pdf', 'docid': 22175, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 9101}]",pub,2018-10-31 02:52:15,2018-10-31 02:52:15,1094,,,,,,,,,,,,,,,,,,,,,,,,,
18,submitted,11601,show,7,KOMPOSISI EKSTRAK GAMBIR (Uncaria gambier Roxb) SEBAGAI INHIBITOR KERAK KALSIUM KARBONAT,"Invensi ini berkaitan dengan suatu ekstrak gambir (Uncaria gambier Roxb), kemenyan (Styrax benzoin Dryand), asam benzoat, dan asam sitrat yang diaplikasikan sebagai inhibitor (penghambat) pertumbuhan kerak kalsium karbonat (CaCO3). Secara specifik untuk aplikasi pada sistem pendingin pada boiler (ketel uap), instalasi pipa Pembangkit Listrik Tenaga Panas Bumi (PLTP), instalasi pipa minyak bumi dan gas, serta radiator mobil.",['QD'],2019-05-09 03:12:51,archive,P00201810442,disk0/00/01/16/01,2018-12-14,"[{'id': 'suharso_s@yahoo.com', 'name': {'given': 'Suharso', 'family': '.', 'honourific': None, 'lineage': None}}, {'id': 'buhani_s@yahoo.co.id', 'name': {'given': 'Buhani', 'family': '.', 'honourific': None, 'lineage': None}}, {'id': 'heri.satria@fmipa.unila.ac.id', 'name': {'given': 'Heri', 'lineage': None, 'honourific': None, 'family': 'Satria'}}]",Paten,['FMIPA4'],patent,public,http://repository.lppm.unila.ac.id/id/eprint/11601,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 11601, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24595', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/105070', 'objectid': 24595, 'filesize': 139662, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2019-05-04 02:53:38', 'filename': 'Paten P00201810442-Formalitas_Dipenuhi-20181218.pdf', 'hash': 'a3a99a1220af99f49126ed2d60997f29', 'fileid': 105070, 'mime_type': 'application/pdf'}], 'docid': 24595, 'main': 'Paten P00201810442-Formalitas_Dipenuhi-20181218.pdf'}]",pub,2019-05-09 03:12:51,2019-05-09 03:12:51,1094,,,,,,,,,,,,,,,,10.0,,,,,,,,,
19,published,9102,show,7,KOMPOSISI EKSTRAK KEMENYAN (Styrax benzoin Dryand)dan GAMBIR(Uncaria gambier Roxb)UNTUK MENGHAMBAT PERTUMBUHAN KERAK KALSIUM SULFAT,"Invensi ini berkaitan dengan efektivitas campuran ekstrak gambir (Uncaria gambier Roxb) dan ekstrak kemenyan (Styrax Benzoin Dryand) dengan rasio berat 1 : 2 yang ditambahkan air bebas ion hingga volumenya mencapai 1 liter sebagai inhibitor (penghambat) pertumbuhan kerak kalsium sulfat (CaSO4). Ekstrak gambir yang digunakan memiliki komposisi kimia utama yang terdiri dari katekin (C15H14O6) (5-10%), asam tanat (C76H52O46) (15-35%), dan kuersetin (C15H10O7) (5-10%). Sedangkan ekstrak kemenyan putih memiliki komposisi kimia utama yang terdiri dari vanilin, asam benzoat, asam vanilik, asam sinamat, p-hidroksi benzaldehid, coniferyl benzoate, koniferil alkohol, cinamil benzoate, p-kumaril alcohol, dan pinoresinol.  Kemampuan campuran ekstrak gambir dan kemenyan sebagai inhibitor dalam memperlambat laju pertumbuhan kerak kalsium sulfat berkisar 4-45% pada konsentrasi inhibitor yang ditambahkan dalam larutan pertumbuhan berkisar 50-350 ppm untuk konsentrasi kalsium sulfat dalam air berkisar 0,050-0,125 Molar.",['QD'],2018-10-31 02:52:12,archive,PID201807426,disk0/00/00/91/02,2018-09-21,"[{'id': 'suharso_s@yahoo.com', 'name': {'honourific': None, 'family': '.', 'lineage': None, 'given': 'Suharso'}}, {'id': 'buhani_s@yahoo.co.id', 'name': {'lineage': None, 'family': '.', 'honourific': None, 'given': 'Buhani'}}, {'id': 'tugiyono.1964@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Tugiyono', 'given': 'Tugiyono'}}]",Paten,['FMIPA4'],patent,public,http://repository.lppm.unila.ac.id/id/eprint/9102,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22176', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/87799', 'objectid': 22176, 'filesize': 394256, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2018-10-30 04:34:36', 'filename': 'Bukti pendaftaran paten modifikasi kemenyan Sep 2018.pdf', 'hash': '49c046750d521019b70cae59e0932bba', 'fileid': 87799, 'mime_type': 'application/pdf'}], 'main': 'Bukti pendaftaran paten modifikasi kemenyan Sep 2018.pdf', 'docid': 22176, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 9102}]",pub,2018-10-31 02:52:12,2018-10-31 02:52:12,1094,,,,,,,,,,,,,,,,10.0,,,,,,,,,
20,published,6969,show,7,APLIKASI LS SEBAGAI GREEN INHIBITOR PEMBENTUKAN KERAK KALSIUM KARBONAT (CaCO3),,['QD'],2018-06-04 06:33:51,archive,,disk0/00/00/69/69,2018-05,"[{'id': 'suharso_s@yahoo.com', 'name': {'lineage': None, 'family': '.', 'honourific': None, 'given': 'Suharso'}}, {'id': 'agung.abadi@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Kiswandono', 'given': 'Agung Abadi'}}, {'name': {'given': 'Buhani', 'family': '.', 'honourific': None, 'lineage': None}, 'id': 'buhani_s@yahoo.co.id'}, {'id': 'heri.satria@fmipa.unila.ac.id', 'name': {'given': 'Heri', 'family': 'Satria', 'honourific': None, 'lineage': None}}]",,['FMIPA4'],conference_item,public,http://repository.lppm.unila.ac.id/id/eprint/6969,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 6969, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19940', 'docid': 19940, 'main': 'Prosiding ABSTRAK 2  SEMIRATA 2018 SUHARSO .pdf', 'files': [{'objectid': 19940, 'uri': 'http://repository.lppm.unila.ac.id/id/file/63852', 'mime_type': 'application/pdf', 'fileid': 63852, 'filename': 'Prosiding ABSTRAK 2  SEMIRATA 2018 SUHARSO .pdf', 'hash': '94c0c97de663a887f856bbfe54e04b94', 'hash_type': 'MD5', 'mtime': '2018-05-31 06:23:22', 'datasetid': 'document', 'filesize': 359952}]}]",pub,2018-06-04 06:33:51,2018-06-04 06:33:51,1094,98-98,,,TRUE,,,,,speech,conference,4-6 May 2018,"Medan, Sumatera Utara",SEMIRATA-International Conference on Science and Technology (ICST) 2018,,,,,,,,,,,,
