,subjects,abstract,status_changed,eprint_status,rev_number,metadata_visibility,title,eprintid,datestamp,corp_creators,userid,lastmod,uri,full_text_status,refereed,ispublished,publisher,documents,divisions,type,dir,publication,issn,creators,number,date_type,volume,official_url,related_url,book_title,pagerange,pres_type,event_location,event_title,event_type,event_dates,contributors,place_of_pub,id_number,contact_email,funders,pages,isbn,editors
100,"['H1', 'JA']",SIMILIRITY CECK,2021-03-07 09:22:16,archive,9,show,"IMPLIKASI DESENTRALISASI FISKAL TERHADAP
KEMANDIRIAN DAERAH PASCA PEMEKARAN  
(Studi di Kabupaten Tulang Bawang, Tuba Barat, dan Mesuji
Lampung)",28232,2021-03-07 09:22:16,"['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung', 'Jurusan Ilmu Pemerintahan FISIP Universitas Lampung']",681,2021-03-07 09:22:16,http://repository.lppm.unila.ac.id/id/eprint/28232,public,,unpub,Jurnal COSMOGOV,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42279', 'docid': 42279, 'main': '2. Similirity COSMOGOV.pdf', 'files': [{'datasetid': 'document', 'filesize': 4709852, 'fileid': 251155, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-03-07 06:48:03', 'filename': '2. Similirity COSMOGOV.pdf', 'hash': 'bf84fa344b79f0b2d17cd7c86488c9ea', 'objectid': 42279, 'uri': 'http://repository.lppm.unila.ac.id/id/file/251155'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 28232, 'placement': 1, 'security': 'public'}]",['FISIP3'],other,disk0/00/02/82/32,,,"[{'name': {'given': 'Maulana', 'lineage': None, 'honourific': None, 'family': 'Mukhlis'}, 'id': 'maulanamukhlis1978@gmail.com'}, {'id': 'symakhya@yahoo.com', 'name': {'given': 'syarief', 'lineage': None, 'family': 'makhya', 'honourific': None}}]",,completed,,,,,,,,,,,,,,,,,,
101,['H1'],SIMILARITY CHECK,2021-03-07 09:23:01,archive,7,show,Model Kolaborasi Kebijakan Deradikalisasi Agama Berbasis Pondok Pesantren,28233,2021-03-07 09:23:01,,681,2021-03-07 09:23:01,http://repository.lppm.unila.ac.id/id/eprint/28233,public,,unpub,Jurnal SMART,"[{'security': 'public', 'placement': 1, 'eprintid': 28233, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 42280, 'uri': 'http://repository.lppm.unila.ac.id/id/file/251164', 'datasetid': 'document', 'filesize': 4936053, 'mime_type': 'application/pdf', 'fileid': 251164, 'hash': 'e2c98ce4e7ba5f0574e351cd5f0e6041', 'filename': '4. Similirity SMART.pdf', 'hash_type': 'MD5', 'mtime': '2021-03-07 06:52:24'}], 'main': '4. Similirity SMART.pdf', 'docid': 42280, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42280', 'format': 'text', 'pos': 1}]",['FISIP3'],other,disk0/00/02/82/33,,,"[{'name': {'given': 'Maulana', 'lineage': None, 'family': 'Mukhlis', 'honourific': None}, 'id': 'maulanamukhlis1978@gmail.com'}, {'name': {'given': 'syarief', 'honourific': None, 'family': 'makhya', 'lineage': None}, 'id': 'symakhya@yahoo.com'}]",,completed,,,,,,,,,,,,,,,,,,
102,['H1'],"SURAT PENCATATAN CIPTAAN (KARYA ILMIAH)
Nomor : 000166432
Tanggal : 29 November 2019",2022-02-11 01:11:19,archive,7,show,SURAT PENCATATAN CIPTAAN,39135,2022-02-11 01:11:19,['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung'],681,2022-02-11 01:11:19,http://repository.lppm.unila.ac.id/id/eprint/39135,public,,unpub,Direktorat Jenderal Kekayaan Intelektual Kementerian Hukum dan HAM Republik Indonesia,"[{'eprintid': 39135, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 160427, 'main': '2. HKI AICOSH.pdf', 'files': [{'filesize': 773572, 'datasetid': 'document', 'filename': '2. HKI AICOSH.pdf', 'hash': 'af5985c30fecccce2cc17d5b6e374a5e', 'mtime': '2022-02-10 10:57:25', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 441124, 'uri': 'http://repository.lppm.unila.ac.id/id/file/441124', 'objectid': 160427}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/160427', 'rev_number': 1}]",['FISIP3'],other,disk0/00/03/91/35,,,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'given': 'Maulana', 'lineage': None, 'family': 'Mukhlis', 'honourific': None}}, {'id': 'symakhya@yahoo.com', 'name': {'given': 'syarief', 'lineage': None, 'family': 'makhya', 'honourific': None}}]",,,,,,,,,,,,,,,,,,,,
103,['H1'],"SURAT PENCATATAN CIPTAAN (KARYA ILMIAH)
Nomor : 000166631
Tanggal : 29 November 2019",2022-02-11 01:11:22,archive,7,show,SURAT PENCATATAN CIPTAAN,39136,2022-02-11 01:11:22,['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung'],681,2022-02-11 01:11:22,http://repository.lppm.unila.ac.id/id/eprint/39136,public,,unpub,Direktorat Jenderal Kekayaan Intelektual Kementerian Hukum dan HAM Republik Indonesia,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 39136, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160428', 'rev_number': 1, 'main': '3. HKI Cosmogov.pdf', 'docid': 160428, 'files': [{'datasetid': 'document', 'filesize': 773034, 'mime_type': 'application/pdf', 'fileid': 441131, 'hash': 'ee93b502163e180f387f20af0cdbdc89', 'filename': '3. HKI Cosmogov.pdf', 'hash_type': 'MD5', 'mtime': '2022-02-10 10:59:37', 'objectid': 160428, 'uri': 'http://repository.lppm.unila.ac.id/id/file/441131'}]}]",['FISIP3'],other,disk0/00/03/91/36,,,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'given': 'Maulana', 'family': 'Mukhlis', 'honourific': None, 'lineage': None}}, {'id': 'symakhya@yahoo.com', 'name': {'given': 'syarief', 'lineage': None, 'honourific': None, 'family': 'makhya'}}]",,,,,,,,,,,,,,,,,,,,
104,['H1'],"SURAT PENCATAAN CIPTAAN (BUKU MONOGRAF)
Nomor : 000186628
Tanggal : 4 Mei 2020",2022-02-11 01:11:26,archive,7,show,SURAT PENCATATAN CIPTAAN,39138,2022-02-11 01:11:26,['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung'],681,2022-02-11 01:11:26,http://repository.lppm.unila.ac.id/id/eprint/39138,public,,unpub,Direktorat Jenderal Kekayaan Intelektual Kementerian Hukum dan HAM Republik Indonesia,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160430', 'docid': 160430, 'main': '5. HKI Monograf.pdf', 'files': [{'objectid': 160430, 'uri': 'http://repository.lppm.unila.ac.id/id/file/441145', 'mime_type': 'application/pdf', 'fileid': 441145, 'hash': 'e84e3cfca1f610c1c346e727c00173de', 'filename': '5. HKI Monograf.pdf', 'hash_type': 'MD5', 'mtime': '2022-02-10 11:05:48', 'datasetid': 'document', 'filesize': 773136}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 39138, 'placement': 1, 'security': 'public'}]",['FISIP3'],other,disk0/00/03/91/38,,,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'given': 'Maulana', 'lineage': None, 'honourific': None, 'family': 'Mukhlis'}}, {'id': 'symakhya@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'makhya', 'given': 'syarief'}}]",,,,,,,,,,,,,,,,,,,,
105,['JA'],,2023-05-15 01:20:28,archive,8,show,Sosialisasi Pilkada dan Peningkatan Partisipasi Pemilih,51544,2023-05-15 01:20:28,,8741,2023-05-15 01:20:28,http://repository.lppm.unila.ac.id/id/eprint/51544,public,TRUE,pub,PUSAKA MEDIA,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 51544, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/249150', 'main': 'Catatan Dibalik Pilkada (2).pdf', 'docid': 249150, 'files': [{'mime_type': 'application/pdf', 'fileid': 610626, 'hash': '2a6b9a3a45e519e9232b9f695ed4b416', 'filename': 'Catatan Dibalik Pilkada (2).pdf', 'hash_type': 'MD5', 'mtime': '2023-05-13 06:39:52', 'datasetid': 'document', 'filesize': 2028312, 'objectid': 249150, 'uri': 'http://repository.lppm.unila.ac.id/id/file/610626'}]}]",['FISIP3'],book_section,disk0_bak/00/05/15/44,,,"[{'name': {'honourific': None, 'family': 'Purba', 'lineage': None, 'given': 'Darmawan'}}]",,,,,,Catatan Dibalik Pilkada Lampung Timur Tahun 2020,14-34,,,,,,,"lampung, indonesia",,,,,,
106,['JA'],,2023-07-25 02:25:53,archive,7,show,"Similirity : ANALYSIS OF ECONOMIC POTENTIAL IN OGAN KOMERING ULU TIMUR AREA IN REDUCING CRIME RATE,SOUTH SUMATRA PROVINCE",52294,2023-07-25 02:25:53,,680,2023-07-25 02:25:53,http://repository.lppm.unila.ac.id/id/eprint/52294,public,,pub,-,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/253238', 'docid': 253238, 'main': 'ANALYSIS OF.pdf.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/619823', 'objectid': 253238, 'hash': 'bd93d6ab32b2b778e425e558ed1cd81a', 'filename': 'ANALYSIS OF.pdf.pdf', 'hash_type': 'MD5', 'mtime': '2023-07-25 02:22:44', 'mime_type': 'application/pdf', 'fileid': 619823, 'filesize': 216534, 'datasetid': 'document'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 52294, 'security': 'public', 'placement': 1}]",['FISIP3'],other,disk0_bak/00/05/22/94,,,"[{'id': 'robicahyadi9@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Robi', 'given': 'Cahyadi K'}}]",,,,,,,,,,,,,,,,,,,,
107,['JA'],,2023-07-25 02:25:47,archive,7,show,"Similirity : Government Capacity Gap in Handling Covid-19
in Lampung Province",52295,2023-07-25 02:25:47,,680,2023-07-25 02:25:47,http://repository.lppm.unila.ac.id/id/eprint/52295,public,,pub,-,"[{'files': [{'objectid': 253244, 'uri': 'http://repository.lppm.unila.ac.id/id/file/619835', 'datasetid': 'document', 'filesize': 326974, 'fileid': 619835, 'mime_type': 'application/pdf', 'mtime': '2023-07-25 02:24:10', 'hash_type': 'MD5', 'hash': '207200d4a94a3885558a08e1efd8d126', 'filename': 'Government .pdf.pdf'}], 'main': 'Government .pdf.pdf', 'docid': 253244, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/253244', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 52295, 'mime_type': 'application/pdf', 'language': 'en'}]",['FISIP3'],other,disk0_bak/00/05/22/95,,,"[{'id': 'robicahyadi9@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Robi', 'given': 'Cahyadi K'}}]",,,,,,,,,,,,,,,,,,,,
108,['JA'],,2023-07-25 02:25:32,archive,7,show,Similirity : POLA REKRUTMEN PDI-PERJUANGAN DALAM KANDIDASI CALON KEPALA DAERAH KABUPATEN PESAWARAN TAHUN 20201,52292,2023-07-25 02:25:32,,680,2023-07-25 02:25:32,http://repository.lppm.unila.ac.id/id/eprint/52292,public,,pub,-,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/253227', 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 435957, 'mime_type': 'application/pdf', 'fileid': 619802, 'filename': 'POLA REKRUTMEN.pdf.pdf', 'hash': '0caafab18ce363d9ae3d3e50690c33c0', 'hash_type': 'MD5', 'mtime': '2023-07-25 02:13:31', 'objectid': 253227, 'uri': 'http://repository.lppm.unila.ac.id/id/file/619802'}], 'main': 'POLA REKRUTMEN.pdf.pdf', 'docid': 253227, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 52292}]",['FISIP3'],other,disk0_bak/00/05/22/92,,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Robi', 'given': 'Cahyadi K'}, 'id': 'robicahyadi9@gmail.com'}]",,,,,,,,,,,,,,,,,,,,
109,['JA'],,2023-07-25 02:34:27,archive,7,show,Similirity : Rationality of Inpassing Policy for Functional Positions at West Coast Regency Secretariat,52296,2023-07-25 02:34:27,,680,2023-07-25 02:34:27,http://repository.lppm.unila.ac.id/id/eprint/52296,public,,pub,-,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 52296, 'uri': 'http://repository.lppm.unila.ac.id/id/document/253245', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 253245, 'uri': 'http://repository.lppm.unila.ac.id/id/file/619845', 'fileid': 619845, 'mime_type': 'application/pdf', 'mtime': '2023-07-25 02:26:34', 'hash_type': 'MD5', 'hash': 'ab7047f18ca8f75427e5818f04d06640', 'filename': 'Rationality.pdf', 'datasetid': 'document', 'filesize': 431931}], 'docid': 253245, 'main': 'Rationality.pdf'}]",['FISIP3'],other,disk0_bak/00/05/22/96,,,"[{'id': 'robicahyadi9@gmail.com', 'name': {'given': 'Cahyadi K', 'family': 'Robi', 'honourific': None, 'lineage': None}}]",,,,,,,,,,,,,,,,,,,,
110,['JA'],,2023-04-04 06:36:35,archive,7,show,Tunitin : Perilaku Politik Santri dan Relasi Paternalistik Pada Pemilihan Bupati Lampung Selatan 2020,49629,2023-04-04 06:36:35,,680,2023-04-04 06:36:35,http://repository.lppm.unila.ac.id/id/eprint/49629,public,,pub,-,"[{'files': [{'objectid': 189266, 'uri': 'http://repository.lppm.unila.ac.id/id/file/538086', 'mime_type': 'application/pdf', 'fileid': 538086, 'hash': 'afecf40018fcdcc9fc12df08e036c4c5', 'filename': 'PERILAKU POLITIK SANTRI DAN RELASI PATERNALISTIK.pdf.pdf', 'mtime': '2023-04-04 06:05:51', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 448772}], 'docid': 189266, 'main': 'PERILAKU POLITIK SANTRI DAN RELASI PATERNALISTIK.pdf.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/189266', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 49629, 'language': 'en', 'mime_type': 'application/pdf'}]",['FISIP3'],other,disk0_bak/00/04/96/29,,,"[{'id': 'robicahyadi9@gmail.com', 'name': {'given': 'Cahyadi K', 'family': 'Robi', 'honourific': None, 'lineage': None}}]",,,,,,,,,,,,,,,,,,,,
111,['H1'],,2023-04-04 06:36:30,archive,7,show,Turnitin : Government Strategies in Handling the Impact of the Spread of the Covid-19 Outbreak in Bandar Lampung,49627,2023-04-04 06:36:30,,680,2023-04-04 06:36:30,http://repository.lppm.unila.ac.id/id/eprint/49627,public,,pub,-,"[{'eprintid': 49627, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Government Strategies in Handling the Impact.pdf.pdf', 'docid': 189264, 'files': [{'objectid': 189264, 'uri': 'http://repository.lppm.unila.ac.id/id/file/538071', 'fileid': 538071, 'mime_type': 'application/pdf', 'mtime': '2023-04-04 06:00:30', 'hash_type': 'MD5', 'filename': 'Government Strategies in Handling the Impact.pdf.pdf', 'hash': 'b7cc6f3a05b66ed7f59bf518a6735984', 'datasetid': 'document', 'filesize': 317903}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189264'}]",['FISIP3'],other,disk0_bak/00/04/96/27,,,"[{'id': 'robicahyadi9@gmail.com', 'name': {'given': 'Cahyadi K', 'lineage': None, 'honourific': None, 'family': 'Robi'}}]",,,,,,,,,,,,,,,,,,,,
112,['JA'],,2023-04-04 06:36:27,archive,7,show,Turnitin : Strategi Pemenangan Eva Dwiana dan Deddy Amarullah dalam Pemilihan Kepala Daerah Tahun 2020,49626,2023-04-04 06:36:27,,680,2023-04-04 06:36:27,http://repository.lppm.unila.ac.id/id/eprint/49626,public,,pub,-,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 49626, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189263', 'main': 'Strategi Pemenangan Eva Dwiana.pdf.pdf', 'docid': 189263, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/538064', 'objectid': 189263, 'filesize': 495856, 'datasetid': 'document', 'mtime': '2023-04-04 05:58:15', 'hash_type': 'MD5', 'hash': 'eddabf89a2de77ce09376134ee283620', 'filename': 'Strategi Pemenangan Eva Dwiana.pdf.pdf', 'fileid': 538064, 'mime_type': 'application/pdf'}]}]",['FISIP3'],other,disk0_bak/00/04/96/26,,,"[{'name': {'given': 'Cahyadi K', 'lineage': None, 'family': 'Robi', 'honourific': None}, 'id': 'robicahyadi9@gmail.com'}]",,,,,,,,,,,,,,,,,,,,
113,['JA'],,2023-04-04 06:36:25,archive,7,show,Turnitin : THE PROBLEMS OF VOTE LOGISTICS AT THE 2019 SIMULTANEOUS ELECTIONS IN PRINGSEWU REGENCY,49625,2023-04-04 06:36:25,,680,2023-04-04 06:36:25,http://repository.lppm.unila.ac.id/id/eprint/49625,public,,pub,-,"[{'eprintid': 49625, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'THE PROBLEMS OF VOTE LOGISTICS.pdf.pdf', 'docid': 189262, 'files': [{'objectid': 189262, 'uri': 'http://repository.lppm.unila.ac.id/id/file/538054', 'mime_type': 'application/pdf', 'fileid': 538054, 'hash': '93fe9cfa8430ebc7d9cbd5ba1b6f5260', 'filename': 'THE PROBLEMS OF VOTE LOGISTICS.pdf.pdf', 'mtime': '2023-04-04 05:56:28', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 751146}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189262'}]",['FISIP3'],other,disk0_bak/00/04/96/25,,,"[{'id': 'robicahyadi9@gmail.com', 'name': {'lineage': None, 'family': 'Robi', 'honourific': None, 'given': 'Cahyadi K'}}]",,,,,,,,,,,,,,,,,,,,
114,['JA'],,2023-07-24 08:55:26,archive,7,show,HAKI BUKU : Pemilihan Umum Di Indonesia,52286,2023-07-24 08:55:26,,680,2023-07-24 08:55:26,http://repository.lppm.unila.ac.id/id/eprint/52286,public,,pub,-,"[{'eprintid': 52286, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': 'sertifikat_EC00202340985.pdf', 'docid': 253196, 'files': [{'mime_type': 'application/pdf', 'fileid': 619728, 'filename': 'sertifikat_EC00202340985.pdf', 'hash': '29d33e8855d1a7a6f1b3ff0cab417bfa', 'mtime': '2023-07-24 08:24:33', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 2108179, 'objectid': 253196, 'uri': 'http://repository.lppm.unila.ac.id/id/file/619728'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/253196', 'rev_number': 1}]",['FISIP3'],other,disk0_bak/00/05/22/86,,,"[{'id': 'robicahyadi9@gmail.com', 'name': {'given': 'Cahyadi K', 'family': 'Robi', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'given': 'Krisbintoro', 'honourific': None, 'family': 'Sigit', 'lineage': None}}, {'name': {'family': 'Ismono', 'honourific': None, 'lineage': None, 'given': 'Hadi'}, 'id': None}]",,,,,,,,,,,,,,,,,,,,
115,['JA'],,2023-07-25 02:15:46,archive,7,show,Similirity : Problematika Keterwakilan Perempuan dalam pengisian keanggotaan Panitia Pemilihan Kecamatan di Kabupaten Musi Rawas Utara,52290,2023-07-25 02:15:46,,680,2023-07-25 02:15:46,http://repository.lppm.unila.ac.id/id/eprint/52290,public,,pub,-,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/253225', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'hash': 'e65c2ba0943036f29393dbb96f255bb2', 'filename': 'Problematika.pdf.pdf', 'hash_type': 'MD5', 'mtime': '2023-07-25 02:08:45', 'mime_type': 'application/pdf', 'fileid': 619788, 'filesize': 287855, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/619788', 'objectid': 253225}], 'main': 'Problematika.pdf.pdf', 'docid': 253225, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 52290}]",['FISIP3'],other,disk0_bak/00/05/22/90,,,"[{'name': {'given': 'Cahyadi K', 'family': 'Robi', 'honourific': None, 'lineage': None}, 'id': 'robicahyadi9@gmail.com'}, {'id': 'tabah.maryanah@fisip.unila.ac.id', 'name': {'family': 'Tabah', 'honourific': None, 'lineage': None, 'given': 'Maryanah'}}]",,,,,,,,,,,,,,,,,,,,
116,['H1'],"The JTTS development policy for the Terbanggi Besar-Gunung Sugih section had both positive and negative
impacts. This research is aresearch mix method combining quantitative and qualitative. Respondents in the
study were 30 restaurant and UMKM business actors selling souvenirs and vehicle repair shops, as well as
10 new business actors who emerged using purposive sampling technique. The results showed that the
restaurant and UMKM sellers of souvenirs and vehicle repair shops experienced a significant decrease in
income after the existence of JTTS. Meanwhile, the exit toll at Terbanggi Besar has experienced quite rapid
growth in new businesses. Based on the statistical test (1) Development JTTS significant effect on the
reduction in income the restaurant business and SMEs sellers of souvenirs and vehicle repair shop on the
street Central Crossing Sumatra from exit toll roadTerbanggi Besar to exit the toll Mount Sugih with valuet
for 8435 is greater than > 2,048 with an influence of 71.8%. (2) Development JTTS significant effect on the
growth of new businesses are emerging withtvaluethe for 8222 is greater than> 2.306 with the effect of 89.4%.
(3) Alternative policies for reducing the income of souvenirs-selling restaurants and SMEs as well as vehicle
repair shops are: (a) The Government promotion by giving directions culinary region before the exit
tollMount Sugih and exit motorwayGreat Terbanggi. (b) For the vehicle repair business, an alternative
policy can be adopted for the convenience of obtaining people's business credit (KUR) through a number of
banks. Meanwhile, an alternative policy for new business growth that has emerged is the use of exit the
Terbanggi Besar toll roadto build a special location for selling.",2023-01-16 01:53:05,archive,9,show,"ANALISIS DAMPAK PEMBANGUNAN JALAN TOL TRANS
SUMATERA (JTTS) RUAS TERBANGGI BESAR – GUNUNG
SUGIH TERHADAP USAHA RUMAH MAKAN DAN USAHA
MIKRO KECIL MENENGAH (UMKM)",47799,2023-01-16 01:53:05,['University of Lampung'],912,2023-01-16 01:53:05,http://repository.lppm.unila.ac.id/id/eprint/47799,public,,pub,Stisipol Dharma Wacana Metro,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 47799, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/186900', 'rev_number': 1, 'main': 'SIMILARITY ANALISIS DAMPAK PEMBANGUNAN JALAN TOL TRANS_edited.pdf.pdf', 'docid': 186900, 'files': [{'objectid': 186900, 'uri': 'http://repository.lppm.unila.ac.id/id/file/523310', 'datasetid': 'document', 'filesize': 301629, 'fileid': 523310, 'mime_type': 'application/pdf', 'mtime': '2023-01-13 13:54:23', 'hash_type': 'MD5', 'hash': '1f83670252d66ef52dfa842806e9bd90', 'filename': 'SIMILARITY ANALISIS DAMPAK PEMBANGUNAN JALAN TOL TRANS_edited.pdf.pdf'}]}]",['FISIP3'],other,disk0_bak/00/04/77/99,,,"[{'name': {'given': 'Feni', 'lineage': None, 'honourific': None, 'family': 'Rosalia'}, 'id': 'feni.rosalia@fisip.unila.ac.id'}]",,published,,,,,,,,,,,,,,,,,,
117,['H1'],"Today, all government institution should work under volatile, uncertain, complex, and ambiguous (VUCA) environment. In this situation, each institution or domain policy is more dependent to each other and demanding more inter-government relationship or collaborative process to intervening various public affairs. This paper attempt to understanding the complexity of actor relationship to fighting stunting in the Bandar Lampung City (BLC), Lampung, Indonesia, using social network analysis (SNA) approach. The authors select informant purposively and construct relationship data based on depth interview. Gephi for Mac OS X was used to visualize actor relationship and analyzing characteristic of network structure (i.e., network density, reciprocal relationship, and centrality). This article focused on to answer several questions: what are the characteristics of social networks in stunting prevention program? Who are the dominant actors in social networks in stunting prevention program? How many factions are there in social networks in stunting prevention program? Finally, the authors discuss practical and theoretical implications of the finding.",2023-01-16 01:53:31,archive,7,show,"Actor’s Network of Stunting Prevention Program in Bandar Lampung City, Lampung, Indonesia",47814,2023-01-16 01:53:31,['University of Lampung'],912,2023-01-16 01:53:31,http://repository.lppm.unila.ac.id/id/eprint/47814,public,,pub,Atlantis Press,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 47814, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186914', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 186914, 'uri': 'http://repository.lppm.unila.ac.id/id/file/523400', 'datasetid': 'document', 'filesize': 2194925, 'mime_type': 'application/pdf', 'fileid': 523400, 'hash': 'd9bbedb9188b56304ecb218aff75fbfb', 'filename': 'Korespondensi UliCoSS (Actor’s Network of Stunting Prevention Program in Bandar Lampung).pdf', 'mtime': '2023-01-14 11:20:19', 'hash_type': 'MD5'}], 'docid': 186914, 'main': 'Korespondensi UliCoSS (Actor’s Network of Stunting Prevention Program in Bandar Lampung).pdf'}]",['FISIP3'],other,disk0_bak/00/04/78/14,,,"[{'name': {'lineage': None, 'family': 'Rosalia', 'honourific': None, 'given': 'Feni'}, 'id': 'feni.rosalia@fisip.unila.ac.id'}]",,published,,,,,,,,,,,,,,,,,,
118,['H1'],"Today, all government institution should work under volatile, uncertain, complex, and ambiguous (VUCA) environment. In this situation, each institution or domain policy is more dependent to each other and demanding more inter-government relationship or collaborative process to intervening various public affairs. This paper attempt to understanding the complexity of actor relationship to fighting stunting in the Bandar Lampung City (BLC), Lampung, Indonesia, using social network analysis (SNA) approach. The authors select informant purposively and construct relationship data based on depth interview. Gephi for Mac OS X was used to visualize actor relationship and analyzing characteristic of network structure (i.e., network density, reciprocal relationship, and centrality). This article focused on to answer several questions: what are the characteristics of social networks in stunting prevention program? Who are the dominant actors in social networks in stunting prevention program? How many factions are there in social networks in stunting prevention program? Finally, the authors discuss practical and theoretical implications of the finding.
Keywords—collaboration, governance, health policy, Indonesia, Lampung, network, stunting",2021-11-15 01:26:22,archive,7,show,"Actor’s network of stunting prevention program in Bandar Lampung City, Lampung, Indonesia",36819,2021-11-15 01:26:22,['University of Lampung'],912,2021-11-15 01:26:22,http://repository.lppm.unila.ac.id/id/eprint/36819,public,FALSE,unpub,,"[{'placement': 1, 'security': 'public', 'eprintid': 36819, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-11-14 13:32:26', 'hash': '3c2b006bc10c5e2dffa8f333ee810449', 'filename': 'artikel ulicoss final.pdf', 'fileid': 423410, 'mime_type': 'application/pdf', 'filesize': 1102837, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/423410', 'objectid': 157738}], 'docid': 157738, 'main': 'artikel ulicoss final.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/157738', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",['FISIP3'],conference_item,disk0/00/03/68/19,,,"[{'id': 'feni.rosalia@fisip.unila.ac.id', 'name': {'lineage': None, 'family': 'Rosalia', 'honourific': None, 'given': 'Feni'}}]",,,,,,,,paper,Bandar Lampung,ULICOSS 2021,conference,30 AGUSTUS 2021,,,,,,,,
