,eprint_status,status_changed,abstract,subjects,referencetext,title,official_url,metadata_visibility,volume,rev_number,eprintid,date_type,lastmod,userid,datestamp,pagerange,documents,publisher,number,ispublished,refereed,full_text_status,uri,type,contact_email,divisions,issn,creators,publication,date,dir,related_url,pres_type,event_type,event_dates,event_title,event_location,corp_creators,succeeds,pages,book_title,contributors,isbn,place_of_pub,note,keywords,id_number
22,archive,2019-09-11 15:58:38,Hasil Penilaian Sejawat,['H1'],,THE INNOVATIVE GOVERNMENT FOR NEW AUTONOM REGION: STRATEGY FORMULATION FOR THE DEVELOPMENT ACCELERATION OF NEW AUTONOM REGION BASED ON INSTITUTIONAL CAPACITY BUILDING AND EMPOWERMENT OF LOCAL COMMUNITY FOR CREATING GOOD GOVERNANCE,,show,,7,14151,published,2019-09-11 15:58:38,912,2019-09-11 15:58:38,,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/27193', 'rev_number': 1, 'main': 'the innovative.pdf', 'docid': 27193, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/123016', 'objectid': 27193, 'filesize': 771452, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2019-09-11 15:45:11', 'filename': 'the innovative.pdf', 'hash': '45bd1285f862a81cb959f22e22394b01', 'fileid': 123016, 'mime_type': 'application/pdf'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 14151, 'placement': 1, 'security': 'public'}]",,,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/14151,conference_item,,['FISIP3'],,"[{'id': 'feni.rosalia@fisip.unila.ac.id', 'name': {'given': 'Feni', 'lineage': None, 'honourific': None, 'family': 'Rosalia'}}]",,1970-01-01 00:00:00.000002016,disk0/00/01/41/51,,paper,conference,19-20 Oktober 2016,1st International Conference on Social and Political Issues (ICSPI),Sanur Plaza Hotel Bali,['Universitas Lampung'],,,,,,,,,
23,archive,2019-09-11 15:58:40,Hasil Similarity,['H1'],,THE INNOVATIVE GOVERNMENT FOR NEW AUTONOM REGION: STRATEGY FORMULATION FOR THE DEVELOPMENT ACCELERATION OF NEW AUTONOM REGION BASED ON INSTITUTIONAL CAPACITY BUILDING AND EMPOWERMENT OF LOCAL COMMUNITY FOR CREATING GOOD GOVERNANCE,,show,,7,14152,published,2019-09-11 15:58:40,912,2019-09-11 15:58:40,,"[{'placement': 1, 'security': 'public', 'eprintid': 14152, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/123023', 'objectid': 27194, 'filesize': 217267, 'datasetid': 'document', 'mtime': '2019-09-11 15:47:47', 'hash_type': 'MD5', 'filename': 'the innovative goverment.pdf', 'hash': '07d2e5a389baf98e3e45627403eb0640', 'fileid': 123023, 'mime_type': 'application/pdf'}], 'docid': 27194, 'main': 'the innovative goverment.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27194', 'pos': 1, 'format': 'text'}]",,,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/14152,conference_item,,['FISIP3'],,"[{'name': {'given': 'Feni', 'honourific': None, 'family': 'Rosalia', 'lineage': None}, 'id': 'feni.rosalia@fisip.unila.ac.id'}]",,1970-01-01 00:00:00.000002016,disk0/00/01/41/52,,paper,conference,19-20 Oktober 2016,1st International Conference on Social and Political Issues (ICSPI),Sanur Plaza Hotel Bali,['Universitas Lampung'],,,,,,,,,
24,archive,2019-09-11 15:58:32,Hasil Penilaian Sejawat,['H1'],,POLICY IMPLEMENTATION ON CIVIL SERVANT RECRUITMENT BASED ON CMPUTER ASSISSTED TEST IN LAMPUNG (THE STUDY 461-468 ON THE RECRUITMENT OF CPNSD METRO IN 2014),,show,,7,14144,published,2019-09-11 15:58:32,912,2019-09-11 15:58:32,,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/27186', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'mime_type': 'application/pdf', 'fileid': 122970, 'hash': '6aab680234ae6fbd2ad44dc7395cf3cb', 'filename': 'policy.pdf', 'mtime': '2019-09-11 14:40:32', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 754216, 'objectid': 27186, 'uri': 'http://repository.lppm.unila.ac.id/id/file/122970'}], 'main': 'policy.pdf', 'docid': 27186, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 14144}]",,,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/14144,conference_item,,['FISIP3'],,"[{'id': 'feni.rosalia@fisip.unila.ac.id', 'name': {'given': 'Feni', 'lineage': None, 'family': 'Rosalia', 'honourific': None}}]",,1970-01-01 00:00:00.000002016,disk0/00/01/41/44,,paper,conference,2 NOVEMBER 2016,SHIELD CONFERENCE 2016,BANDAR LAMPUNG,['Universitas Lampung'],,,,,,,,,
25,archive,2019-09-11 15:58:34,Hasil Similarity,['H1'],,POLICY IMPLEMENTATION ON CIVIL SERVANT RECRUITMENT BASED ON CMPUTER ASSISSTED TEST IN LAMPUNG (THE STUDY 461-468 ON THE RECRUITMENT OF CPNSD METRO IN 2014),,show,,7,14145,published,2019-09-11 15:58:34,912,2019-09-11 15:58:34,,"[{'placement': 1, 'security': 'public', 'eprintid': 14145, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/122977', 'objectid': 27187, 'filesize': 160748, 'datasetid': 'document', 'filename': 'policy implementation.pdf', 'hash': 'cf0ee148ce649cff6953990aa5e28d01', 'hash_type': 'MD5', 'mtime': '2019-09-11 14:43:04', 'mime_type': 'application/pdf', 'fileid': 122977}], 'main': 'policy implementation.pdf', 'docid': 27187, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27187', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",,,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/14145,conference_item,,['FISIP3'],,"[{'id': 'feni.rosalia@fisip.unila.ac.id', 'name': {'given': 'Feni', 'honourific': None, 'family': 'Rosalia', 'lineage': None}}]",,1970-01-01 00:00:00.000002016,disk0/00/01/41/45,,paper,conference,2 NOVEMBER 2016,SHIELD CONFERENCE 2016,BANDAR LAMPUNG,['Universitas Lampung'],,,,,,,,,
26,archive,2019-08-01 07:37:18,"Buku ini menerangkan tentang Pelayanan Sertifikat Hak mIlik, teori dan aplikasi, khususnya di Provinsi Lampung",['H1'],,Pelayanan Pemerintah Bidang Pertanahan,,show,,7,13680,published,2019-08-01 07:37:18,912,2019-08-01 07:37:18,,"[{'eprintid': 13680, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': 'pdf buku referensi.pdf', 'docid': 26690, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/119334', 'objectid': 26690, 'filesize': 1012974, 'datasetid': 'document', 'mtime': '2019-07-31 07:42:54', 'hash_type': 'MD5', 'hash': '3092df6afd7a7ce1711293ab66bc0aa3', 'filename': 'pdf buku referensi.pdf', 'fileid': 119334, 'mime_type': 'application/pdf'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26690'}]","Pustaka Nusantara, Yogyakarta",,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/13680,book,,['FISIP3'],,"[{'name': {'honourific': None, 'family': 'Rosalia', 'lineage': None, 'given': 'Feni'}}]",,2016-12-01 00:00:00.000000000,disk0/00/01/36/80,,,,,,,,,80.0,,,978-602-60776-2-2,,,,
27,archive,2020-07-13 01:33:54,"Buku ini menerangkan tentang Pelayanan Sertifikat Hak mIlik, teori dan aplikasi, khususnya di Provinsi Lampung",['AC'],,Pelayanan Pemerintah Bidang Pertanahan,,show,,7,23160,published,2020-07-13 01:33:54,7,2020-07-13 01:33:54,,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 23160, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36710', 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 1991243, 'fileid': 212186, 'mime_type': 'application/pdf', 'mtime': '2020-07-13 01:20:55', 'hash_type': 'MD5', 'hash': 'ffcdbf9d10ccac835d1460396c7cdd22', 'filename': 'Feni. R. Teks Buku Pelayanan Pemerintah Bidang Pertanahan_ Pelayanan Sertifikat Hak Milik.pdf', 'objectid': 36710, 'uri': 'http://repository.lppm.unila.ac.id/id/file/212186'}], 'main': 'Feni. R. Teks Buku Pelayanan Pemerintah Bidang Pertanahan_ Pelayanan Sertifikat Hak Milik.pdf', 'docid': 36710}]",Pustaka Nusantara,,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/23160,book,,['FISIP3'],,"[{'id': 'feni.rosalia@fisip.unila.ac.id', 'name': {'given': 'Feni', 'lineage': None, 'family': 'Rosalia', 'honourific': None}}]",,1970-01-01 00:00:00.000002016,disk0/00/02/31/60,,,,,,,,,,,,978-602-60776-2-2,,,,
28,archive,2019-09-11 14:35:52,Hasil Penilaian Sejawat,['H1'],,"Pelayanan Pemerintah Bidang Pertanahan Buku Pelayanan Sertifikat Hak Milik, Teori dan Aplikasi",,show,,10,14143,published,2019-12-23 04:29:57,912,2019-09-11 14:35:52,,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30506', 'rev_number': 1, 'docid': 30506, 'main': 'penilaian sejawat.pdf', 'files': [{'objectid': 30506, 'uri': 'http://repository.lppm.unila.ac.id/id/file/147133', 'datasetid': 'document', 'filesize': 1138837, 'mime_type': 'application/pdf', 'fileid': 147133, 'filename': 'penilaian sejawat.pdf', 'hash': '326eb0af36c4af8b0e9e67045822bb57', 'hash_type': 'MD5', 'mtime': '2019-12-23 04:29:57'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 14143, 'security': 'public', 'placement': 1}]",Pusaka Nusantara,,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/14143,book,,['FISIP3'],,"[{'name': {'given': 'Feni', 'honourific': None, 'family': 'Rosalia', 'lineage': None}, 'id': 'feni.rosalia@fisip.unila.ac.id'}]",,1970-01-01 00:00:00.000002016,disk0/00/01/41/43,,,,,,,['Universitas Lampung'],,80.0,,,978-602-60776-2-2,Bandar Lampung,,,
29,archive,2017-06-02 07:37:30,"Bonus demografi adalah saat komposisi jumlah penduduk dengan usia produktif (15-65 tahun) mencapai titik maksimal, dibandingkan dengan usia non produktif (0-14 tahun dan di atas 65 tahun). Bonus demografi akan berhasil jika didukung oleh kesiapan bidang kesehatan, pendidikan, ketenagakerjaan, termasuk pertanahan. Semua usaha pembangunan khususnya pembangunan di bidang materil baik di kota maupun di desa banyak sekali memerlukan tanah sebagai tempat penampungan dan sebagai sarana utamanya. Namun akibat terbatasnya ketersediaan tanah mengakibatkan bonus demografi mengalami kendala karena usia produktif yang melimpah hanya dapat memenuhi tanah dalam ruang yang terbatas. Dengan kata lain usia kerja dan peluang kerja bertambah tetapi tanah tidak akan pernah bertambah. Tulisan ini bertujuan untuk menganalisis peran Pemerintah menghadapi bonus demografi dalam kaitannya dengan terbatasnya ketersediaan tanah.
Peran Pemerintah dapat dilakukan melalui tiga hal. Pertama, peran Pemerintah dengan memanfaatkan tanah-tanah terlantar melalui program reforma agraria dan program strategis. Dengan reforma agraria, tanah terlantar dapat dimanfaatkan untuk program pertanian dan non pertanian, sedangkan melalui program strategis tanah terlantar dapat dimanfaatkan untuk pengembangan sektor pangan (dengan menyediakan lahan produksi), energi, dan perumahan rakyat. Kedua, peran Pemerintah dengan menggunakan hak pinjam kawasan hutan untuk digunakan dalam kegiatan pembangunan non kehutanan. Pelaksanaan peran kedua ini jangan sampai mengganggu fungsi hutan atau tataguna hutan dan harus tetap menjaga kelestarian hutan. Selanjutnya peran ketiga Pemerintah adalah program intensifikasi tanah/lahan dengan memanfaatkan seoptimal mungkin tanah/lahan yang ada. Semua peran Pemerintah tersebut sebagai alternatif pemecahan masalah, karena walaupun tanah dalam rangka pelaksanaan pembangunan terbatas, namun besarnya usia produktif tetap dapat memanfaatkan beberapa peluang kerja di berbagai sektor pembangunan dengan memanfaatkan keterbatasan tanah tersebut.",['H1'],,"TANAH DAN BONUS DEMOGRAFI
(Peran Pemerintah Menghadapi Bonus Demografi 2020-2030
Dalam Kaitannya Dengan Terbatasnya Ketersediaan Tanah)1",,show,,8,2474,published,2019-09-11 06:16:35,912,2017-06-02 07:37:30,,"[{'main': 'artikel sefila PDF.pdf', 'docid': 2353, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/17092', 'objectid': 2353, 'filesize': 494573, 'datasetid': 'document', 'mtime': '2017-05-31 05:59:02', 'hash_type': 'MD5', 'filename': 'artikel sefila PDF.pdf', 'hash': 'ebcab3b8ef64120ec924faf5144379f2', 'fileid': 17092, 'mime_type': 'application/pdf'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/2353', 'rev_number': 1, 'eprintid': 2474, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",,,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/2474,conference_item,,['FISIP3'],,"[{'name': {'honourific': None, 'family': 'Rosalia', 'lineage': None, 'given': 'Feni'}, 'id': 'feni.rosalia@fisip.unila.ac.id'}]",,2016-11-09 00:00:00.000000000,disk0/00/00/24/74,,paper,conference,9 November 2016,Seminar Nasional Fisip Universitas Lampung,BANDAR LAMPUNG,,,,,,,,,,
30,archive,2020-07-08 08:18:41,Similarity,['AC'],,TANAH DAN BONUS DEMOGRAFI (Peran Pemerintah Menghadapi Bonus Demografi 2020-2030 Dalam Kaitannya Dengan Terbatasnya Ketersediaan Tanah),,show,,7,23050,published,2020-07-08 08:18:41,912,2020-07-08 08:18:41,,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 23050, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36609', 'format': 'text', 'pos': 1, 'files': [{'datasetid': 'document', 'filesize': 2296843, 'fileid': 211414, 'mime_type': 'application/pdf', 'mtime': '2020-07-08 08:14:13', 'hash_type': 'MD5', 'hash': 'e188c2b3e2b2dc16c281026fa5853477', 'filename': 'Feni. R. Similarity tanah_dan_bonus_demografi(1).pdf', 'objectid': 36609, 'uri': 'http://repository.lppm.unila.ac.id/id/file/211414'}], 'main': 'Feni. R. Similarity tanah_dan_bonus_demografi(1).pdf', 'docid': 36609}]",Seminar Nasional Fisip Universitas Lampung,,pub,,public,http://repository.lppm.unila.ac.id/id/eprint/23050,other,,['FISIP3'],,"[{'id': 'feni.rosalia@fisip.unila.ac.id', 'name': {'family': 'Rosalia', 'honourific': None, 'lineage': None, 'given': 'Feni'}}]",,1970-01-01 00:00:00.000002016,disk0/00/02/30/50,,,,,,,,,,,,,,,,
31,archive,2019-09-12 06:32:12,Lembar Pengesahan,['H1'],,pelayanan pemerintah bidang pertanahan,,show,,7,14189,published,2019-09-12 06:32:12,912,2019-09-12 06:32:12,,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 14189, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27230', 'pos': 1, 'format': 'text', 'files': [{'filesize': 294038, 'datasetid': 'document', 'mtime': '2019-09-12 06:26:21', 'hash_type': 'MD5', 'hash': '300f884c6767256b38eaa0168b22de08', 'filename': 'lembar pengesahan buku.pdf', 'fileid': 123262, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/123262', 'objectid': 27230}], 'main': 'lembar pengesahan buku.pdf', 'docid': 27230}]",Pusaka Nusantara,,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/14189,book,,['FISIP3'],,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Rosalia', 'given': 'Feni'}, 'id': 'feni.rosalia@fisip.unila.ac.id'}]",,1970-01-01 00:00:00.000002016,disk0/00/01/41/89,,,,,,,['Universitas Lampung'],,,,,978-602-60776-2-2,Bandar Lampung,,,
32,archive,2020-07-08 08:17:08,Similarity,['AC'],,ANALISIS PENGELOLAAN HUTAN KEMASYARAKATAN DI SEKITAR KAWASAN HUTAN LINDUNG REGISTER 30 KABUPATEN TANGGAMUS PROVINSI LAMPUNG TAHUN 2010,,show,,7,23045,published,2020-07-08 08:17:08,912,2020-07-08 08:17:08,,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 23045, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36604', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'hash_type': 'MD5', 'mtime': '2020-07-08 08:01:20', 'hash': 'ad55d59eec37146eb9254b8ab3b4a03f', 'filename': 'Feni.R. Similarity ANALISIS_PENGELOLAAN_HUTAN_KEMASYARAKATAN.pdf', 'fileid': 211379, 'mime_type': 'application/pdf', 'filesize': 1477032, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/211379', 'objectid': 36604}], 'main': 'Feni.R. Similarity ANALISIS_PENGELOLAAN_HUTAN_KEMASYARAKATAN.pdf', 'docid': 36604}]","Sosiohumaniora, Jurnal Ilmu-Ilmu Sosial dan Humaniora",,pub,,public,http://repository.lppm.unila.ac.id/id/eprint/23045,other,,['FISIP3'],,"[{'name': {'given': 'Feni', 'lineage': None, 'family': 'Rosalia', 'honourific': None}, 'id': 'feni.rosalia@fisip.unila.ac.id'}, {'id': 'iickmaniez@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'ratnasari', 'given': 'Yuni'}}]",,1970-01-01 00:00:00.000002016,disk0/00/02/30/45,,,,,,,,,,,,,,,,
33,archive,2020-07-14 07:43:16,"Hutan kemasyarakatan (Hkm) adalah hutan negara yang pemanfaatan utamanya ditujukan untuk memberdayakan masyarakat setempat. Kebijakan Hutan kemasyarakatan mengizinkan masyarakat untuk dapat mengelola sebagian dari sumberdaya hutan dengan rambu-rambu yang telah ditentukan Permintaan dari kelompok-kelompok petani hutan kemasyarakatan mengenai perizinan Hkm di sekitar kawasan hutan lindung register 30 Tanggamus sangat tinggi dan banyak tumbuh kelompok-kelompok baru yang merupakan kelompok-kelompok potensial menjadi kelompok pengelola Hkm yang bagus. Namun kenyataannya banyak kelompok tani yang belum memperoleh izin pengelolaan Hkm bahkan ada kelompok tani yang tidak mampu membuat draft/proposal izin pengelolaan Hkm, Dari 38 kelompok tani yang mengajukan izin, baru 14 kelompok tani yang telah memperoleh izin pengelolaan HKm, sedangkan kelompok tani lainnya ada yang masih tahap verifikasi, namun ada juga yang tidak jelas sampai sejauh mana proses perizinan tersebut berlangsung. Kondisi tersebut jelas merupakan suatu masalah, karena belum didapatnya izin pengelolaan Hkm tidak hanya mengakibatkan petani sekitar kawasan hutan tidak dapat memanfaatkan hutan sebagai penyangga kehidupan ekonomi, sosial dan ekologis mereka, namun akibat lebih jauh adalah ketika kelompok tani tidak mampu berfungsi sebagai pengelola fungsi hutan yang optimal bahkan ketika akhir-akhir ini banyak terjadi alih fungsi hutan yang tidak sesuai peruntukan dan penggunaan lahannya. Tujuan penelitian adalah pertama, mengidentifikasi kendala apa saja yang dihadapi kelompok tani register 30 Kabupaten Tanggamus sehingga belum dapat membuat atau memperoleh izin Hutan Kemasyarakatan, dan kedua, mengetahui faktor-faktor pendukung untuk melakukan percepatan proses pengajuan perizinan Hkm di kawasan hutan register 30 Kabupaten Tanggamus. Melalui FGD dan wawancara dengan petani, aparat masyarakat, tokoh masyarakat, Watala dan Dinas Kehutanan diperoleh hasil bahwa kendala yang dihadapi kelompok tani di register 30 adalah adanya keterbatasan pengetahuan petani tentang proses/tatacara pengajuan izin pengelolaan Hkm, terbatasnya tenaga fasilitator, dan adanya “oknum” (elit desa, LSM dan bahkan aparat pemerintah) yang justru memanfaatkan kebijakan Hkm untuk mencari keuntungan sepihak. Faktor pendukung percepatan proses pengajuan perizinan Hkm di register 30 adalah melalui kegiatan pendampingan masyarakat/fasilitasi kepada kelompok tani dan pengemasan pesan dan pembuatan draft buku panduan Hkm.",['AC'],,ANALISIS PENGELOLAAN HUTAN KEMASYARAKATAN DI SEKITAR KAWASAN HUTAN LINDUNG REGISTER 30 KABUPATEN TANGGAMUS PROVINSI LAMPUNG TAHUN 2010,,show,18,6,23192,published,2020-07-14 07:43:16,7,2020-07-14 07:43:16,32-36,"[{'main': 'Feni. R. Analisis Pengelolaan Hutan Kemasyarakatan Di Sekitar Kawasan Hutan Lindung.pdf', 'docid': 36742, 'files': [{'fileid': 212454, 'mime_type': 'application/pdf', 'mtime': '2020-07-14 07:40:02', 'hash_type': 'MD5', 'hash': '883414dc872764f333083ae5f923e24c', 'filename': 'Feni. R. Analisis Pengelolaan Hutan Kemasyarakatan Di Sekitar Kawasan Hutan Lindung.pdf', 'datasetid': 'document', 'filesize': 1499323, 'objectid': 36742, 'uri': 'http://repository.lppm.unila.ac.id/id/file/212454'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36742', 'rev_number': 1, 'eprintid': 23192, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",Direktorat Riset dan Pengabdian Kepada Masyarakat Universitas Padjajaran,1.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/23192,article,,['FISIP3'],14110-0911,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Rosalia', 'given': 'Feni'}, 'id': 'feni.rosalia@fisip.unila.ac.id'}, {'id': 'iickmaniez@yahoo.com', 'name': {'given': 'Yuni', 'lineage': None, 'honourific': None, 'family': 'ratnasari'}}]","Sosiohumaniora, Jurnal Ilmu-Ilmu Sosial dan Humaniora",1970-01-01 00:00:00.000002016,disk0/00/02/31/92,,,,,,,,,,,,,,,,
34,archive,2020-03-30 01:41:31,"In the era of Post-New Order government, the government has made strategic policies to build a democratic system of government and clean government. The policy is carried out by realizing political democratization, decentralization of government, bureaucratic reformation, and law enforcement. But the trend had not been effective in building a clean government and public trust. The purpose of this study was to describe the ethical problems of government and this study uses the secondary data research method in which the researcher used secondary data (desk research method). The results of this study show that in governance, ethical governance practically used as a reference and backrest to build and run the government based on values. The governance in the area is still oriented to meet formal standards, the distribution of financial resources which are not oriented to meet the public interest, as well as the abuse of power. Finally, the absence of ethical awareness may be caused by lack of idealism and governing and the characters of government officers who are still driven by formal rules.","['H1', 'L1']",,"Ethical Issues of Local Government
and Human Government",https://www.atlantis-press.com/proceedings/iconeg-16/,show,,9,18850,published,2020-03-30 01:41:31,926,2020-03-30 01:41:31,318-321,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 18850, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32067', 'pos': 1, 'format': 'text', 'files': [{'filesize': 2143592, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-03-24 03:32:43', 'hash': '46faf38064696c330f2d09e60cb5dce0', 'filename': 'Ethical isuues of local gov.pdf', 'fileid': 158208, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/158208', 'objectid': 32067}], 'main': 'Ethical isuues of local gov.pdf', 'docid': 32067}]",,,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/18850,conference_item,,['FISIP3'],,"[{'id': 'syarief.makhya@fisip.unila.ac.id', 'name': {'family': 'Syarief', 'honourific': None, 'lineage': None, 'given': 'Makhya'}}]",,2016-12-01 00:00:00.000000000,disk0/00/01/88/50,[{'url': 'https://www.atlantis-press.com/proceedings/iconeg-16/25874268'}],paper,conference,,International Conference on Ethics in Governance (ICONEG 2016),,,,,,,,,,,
35,archive,2020-03-30 01:41:43,"In the era of Post-New Order government, the government has made strategic policies to build a democratic system of government and clean government. The policy is carried out by realizing political democratization, decentralization of government, bureaucratic reformation, and law enforcement. But the trend had not been effective in building a clean government and public trust. The purpose of this study was to describe the ethical problems of government and this study uses the secondary data research method in which the researcher used secondary data (desk research method). The results of this study show that in governance, ethical governance practically used as a reference and backrest to build and run the government based on values. The governance in the area is still oriented to meet formal standards, the distribution of financial resources which are not oriented to meet the public interest, as well as the abuse of power. Finally, the absence of ethical awareness may be caused by lack of idealism and governing and the characters of government officers who are still driven by formal rules.","['H1', 'L1']",,"Ethical Issues of Local Government
and Human Government Similirity",https://www.atlantis-press.com/proceedings/iconeg-16/,show,,9,18851,published,2020-03-30 01:41:43,926,2020-03-30 01:41:43,318-321,"[{'files': [{'objectid': 32068, 'uri': 'http://repository.lppm.unila.ac.id/id/file/158217', 'mime_type': 'application/pdf', 'fileid': 158217, 'hash': 'd72543ebc9f9155a8a5216a5e429580e', 'filename': 'Ethical_isuues_of_local_gov.pdf', 'mtime': '2020-03-24 03:37:36', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 925667}], 'main': 'Ethical_isuues_of_local_gov.pdf', 'docid': 32068, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32068', 'rev_number': 2, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 18851, 'mime_type': 'application/pdf', 'language': 'en'}]",,,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/18851,conference_item,,['FISIP3'],,"[{'id': 'syarief.makhya@fisip.unila.ac.id', 'name': {'given': 'Makhya', 'honourific': None, 'family': 'Syarief', 'lineage': None}}]",,2016-12-01 00:00:00.000000000,disk0/00/01/88/51,[{'url': 'https://www.atlantis-press.com/proceedings/iconeg-16/25874268'}],paper,conference,,International Conference on Ethics in Governance (ICONEG 2016),,,,,,,,,,,
36,archive,2020-05-13 01:51:04,"In the era of Post-New Order government, the government has made strategic policies to build a democratic system of government and clean government. The policy is carried out by realizing political democratization, decentralization of government, bureaucratic reformation, and law enforcement. But the trend had not been effective in building a clean government and public trust. The purpose of this study was to describe the ethical problems of government and this study uses the secondary data research method in which the researcher used secondary data (desk research method). The results of this study show that in governance, ethical governance practically used as a reference and backrest to build and run the government based on values. The governance in the area is still oriented to meet formal standards, the distribution of financial resources which are not oriented to meet the public interest, as well as the abuse of power. Finally, the absence of ethical awareness may be caused by lack of idealism and governing and the characters of government officers who are still driven by formal rules.","['H1', 'L1']",,Ethical Issues of Local Government and Human Government (Penilaian),https://www.atlantis-press.com/proceedings/iconeg-16/,show,,8,19592,published,2020-05-13 01:51:04,926,2020-05-13 01:51:04,318-321,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/32834', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 32834, 'uri': 'http://repository.lppm.unila.ac.id/id/file/163667', 'fileid': 163667, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-05-12 07:08:48', 'filename': '3. Ethical Issues of Local Government and Human Government.pdf', 'hash': '7bf918470454e193750e238af99768c1', 'datasetid': 'document', 'filesize': 843202}], 'main': '3. Ethical Issues of Local Government and Human Government.pdf', 'docid': 32834, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 19592}]",,,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/19592,conference_item,,['FISIP3'],,"[{'id': 'syarief.makhya@fisip.unila.ac.id', 'name': {'lineage': None, 'family': 'Syarief', 'honourific': None, 'given': 'Makhya'}}]",,2016-12-01 00:00:00.000000000,disk0/00/01/95/92,[{'url': 'https://www.atlantis-press.com/proceedings/iconeg-16/25874268'}],paper,conference,,International Conference on Ethics in Governance (ICONEG 2016),,,,,,,,,,,
