,documents,publisher,number,ispublished,refereed,full_text_status,uri,lastmod,userid,datestamp,creators,issn,publication,dir,date,type,divisions,title,official_url,metadata_visibility,volume,rev_number,related_url,status_changed,eprint_status,abstract,subjects,eprintid,date_type,isbn,place_of_pub,pages,book_title,pagerange,referencetext,corp_creators,id_number,editors,institution,department,monograph_type,succeeds,contact_email,pres_type,event_type,event_dates,event_location,event_title,note,keywords,contributors,funders
21,"[{'eprintid': 13596, 'security': 'public', 'placement': 1, 'mime_type': 'image/jpeg', 'language': 'en', 'main': 'IMG-20190716-WA0008.jpg', 'docid': 26612, 'files': [{'mtime': '2019-07-18 02:42:16', 'hash_type': 'MD5', 'filename': 'IMG-20190716-WA0008.jpg', 'hash': '640f54b15e2956925250d1c5c406fb5e', 'fileid': 118773, 'mime_type': 'image/jpeg', 'filesize': 191689, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/118773', 'objectid': 26612}], 'format': 'image', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26612', 'rev_number': 1}]",CV. Anugrah Utama Raharja,,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/13596,2019-07-31 08:30:17,680,2019-07-31 08:30:17,"[{'id': None, 'name': {'honourific': None, 'family': 'Kurniawan', 'lineage': None, 'given': 'Budi'}}, {'id': 'robi_ck@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Cahyadi', 'given': 'Robi'}}]",,,disk0/00/01/35/96,2019-05-31 00:00:00.000000000,book,['FISIP3'],Political Economy of Developmentfrom Global to Indonesian Context A Review of Literature,http://www.aura-publishing.com,show,,8,[{'url': 'http://www.aura-publishing.com'}],2019-07-31 08:30:17,archive,"Why do some governments perform well, when the
others perform badly in the issue of development such as
poverty, welfare, public good provision, environment
and the lack of human development? Different theories
exist in the literature regarding these questions. The
main aims of book are; firstly, to discuss the debate
among scholars to frame these questions. Secondly, to
find novelty in this study so far in order to support this
thesis argument that academia has insufficiently
addressed the research question so far.",['JA'],13596,published,978-623-211-058-8,Bandar Lampung,150.0,,,"References
Abrahamsen, R. (2000). Disciplining democracy:
Development discourse and good governance in Africa.
London: Zed Books.
Acemoglu, D., Johnson, S., & Robinson, J. A. (2000). The
Colonial Origins of Comparative Development: An
Empirical Investigation (No. w7771). The American
Economic Review. https://doi.org/10.1257/aer.
91.5.1369
Acemoglu, D., & Robinson, J. A. (2006). Economic Origin
of Dictatorship and Democracy. Cambridge:
Cambridge University Press Cambridge University
Press.
Acemoglu, D., & Robinson, J. A. (2012). Why Nations Fail :
The Origins of Power , Prosperity and Poverty. New
York: Crown Business. https://doi.org/10.1080/
17550912.2012.718670
Alesina, Alberto & Zhuravskaya, E. (2008). How ethnic
fragmentation undermines good governance _
VOX, CEPR‘s Policy Portal. Retrieved November 4,
2016, from http://voxeu.org/article/how-ethnicfragmentation-
undermines-good-governance

Alesina, A., Baqir, R., & Easterly, W. (1999). Public
Goods and Ethnic Divisions. The Quarterly Journal of
Economics, 114(4), 1243–1284. https://doi.org/
10.1017/CBO9781107415324.004
Alesina, A., Devleeschauwer, A., Easterly, W., Kurlat, S.,
& Wacziarg, R. (2003). Fractionalization. Journal of
Economic G, 8, 155–194. https://doi.org/10.1023
/a:1024471506938
Alesina, A., & Giuliano, P. (2015). Culture and
Institutions. Journal of Economic Literature, 53, 1–66.
https://doi.org/10.1007/s10897-010-9345-6
Alesina, A., & La Ferrara, E. (2005). Ethnic Diversity and
Economic Performance. Journal of Economic
Literature, 43(3), 762–800.
Alesina, A., & Zhuravskaya, E. (2008). Segregation and
the quality of government in a cross-section of
countries. American Economic Review, 101(5), 1872–
1911. https://doi.org/10.1257/aer.101.5.1872
Allen, N. W. (2015). Clientelism and the personal vote in
Indonesia. Electoral Studies, 37, 73–85.
https://doi.org/10.1016/j.electstud.2014.10.005
Ambrosio, T. (2012). The rise of the ―China model‖ and
―Beijing Consensus‖: evidence of authoritarian
diffusion? Contemporary Politics, 18(4), 381–99.
https://doi.org/10.1080/13569775.2012.728029",,,,,,,,"robi,cahyadi@fisip.unila.ac.id",,,,,,,,,
22,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/30520', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'filesize': 863627, 'datasetid': 'document', 'mtime': '2019-12-23 07:20:12', 'hash_type': 'MD5', 'filename': 'Penelitian%202019.pdf', 'hash': 'bd82cf1cc38ddaf31f06781df3ddf263', 'fileid': 147187, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/147187', 'objectid': 30520}], 'docid': 30520, 'main': 'Penelitian%202019.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 17383}]",FISIP Universitas Lampung,,pub,,public,http://repository.lppm.unila.ac.id/id/eprint/17383,2019-12-23 07:20:12,912,2019-12-21 17:27:18,"[{'name': {'given': 'Tabah', 'honourific': None, 'family': 'Maryanah', 'lineage': None}, 'id': None}, {'id': 'feni.rosalia@fisip.unila.ac.id', 'name': {'given': 'Feni', 'family': 'Rosalia', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Dwi Wahyu', 'honourific': None, 'family': 'Handayani', 'lineage': None}, 'id': None}]",,,disk0/00/01/73/83,1970-01-01 00:00:00.000002019,other,['FISIP3'],Perempuan Dalam Birokrasi Pada Pemerintah Kota Bandar Lampung,,show,,8,,2019-12-21 17:27:18,archive,LAPORAN HASIL PENELITIAN,['H1'],17383,published,,,,,,,['Universitas Lampung'],,,,,,,,,,,,,,,,
23,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 17386, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30501', 'docid': 30501, 'main': 'Perempuan dalam birokrasi.pdf', 'files': [{'objectid': 30501, 'uri': 'http://repository.lppm.unila.ac.id/id/file/147093', 'datasetid': 'document', 'filesize': 1163281, 'mime_type': 'application/pdf', 'fileid': 147093, 'hash': 'd04d1a28ab91d6ff3c30a562714c5a8c', 'filename': 'Perempuan dalam birokrasi.pdf', 'mtime': '2019-12-21 17:16:00', 'hash_type': 'MD5'}]}]",FISIP Universitas Lampung,,pub,,public,http://repository.lppm.unila.ac.id/id/eprint/17386,2019-12-21 17:27:25,912,2019-12-21 17:27:25,"[{'name': {'given': 'Tabah', 'family': 'Maryanah', 'honourific': None, 'lineage': None}, 'id': None}, {'name': {'given': 'Feni', 'family': 'Rosalia', 'honourific': None, 'lineage': None}, 'id': 'feni.rosalia@fisip.unila.ac.id'}, {'name': {'given': 'Dwi Wahyu', 'lineage': None, 'honourific': None, 'family': 'Handayani'}, 'id': None}]",,,disk0/00/01/73/86,1970-01-01 00:00:00.000002019,other,['FISIP3'],Perempuan Dalam Birokrasi Pada Pemerintah Kota Bandar Lampung,,show,,7,,2019-12-21 17:27:25,archive,PENILAIAN SEJAWAT LAPORAN HASIL PENELITIAN,['H1'],17386,published,,,,,,,['Universitas Lampung'],,,,,,,,,,,,,,,,
24,"[{'content': 'accepted', 'mime_type': 'application/xml', 'language': 'id', 'placement': 1, 'security': 'public', 'eprintid': 21193, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34577', 'rev_number': 3, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/197363', 'objectid': 34577, 'hash_type': 'MD5', 'mtime': '2020-05-30 13:40:50', 'filename': 36, 'hash': 'c843418908f7a9b90f3de985bf1b3698', 'fileid': 197363, 'mime_type': 'application/xml', 'filesize': 24997, 'datasetid': 'document'}], 'main': 36, 'docid': 34577}]",LP3M  STISIPOL Dharma Wacana,2.0,pub,FALSE,public,http://repository.lppm.unila.ac.id/id/eprint/21193,2020-05-30 19:58:26,284,2020-05-30 19:58:26,"[{'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Melyansyah', 'given': 'Melyansyah'}}, {'name': {'given': 'Budi', 'lineage': None, 'honourific': None, 'family': 'Kurniawan'}, 'id': 'budi.kurniawan@fisip.unila.ac.id'}]",1858-2400,Wacana Publik,disk0/00/02/11/93,2019-12-01 00:00:00.000000000,article,['FISIP3'],MENGAPA PEMBANGUNAN DAERAH GAGAL: STUDI KOMPARATIF PEMBANGNAN KABUPATEN LAMPUNG BARAT DAN KABUPATEN PRINGSEWU,http://wacanapublik.stisipoldharmawacana.ac.id/index.php/wacanapublik/article/view/36,show,13,8,[{'url': 'http://wacanapublik.stisipoldharmawacana.ac.id/index.php/wacanapublik/article/view/36/33'}],2020-05-30 19:58:26,archive,"Tujuan dari penelitian ini adalah untuk membandingkan kinerja pembangunan berdasarkan Pendekatan Kemampuan Amartya Sen dari dua pemerintah daerah, Kabupaten Springwateru dan Kabupaten Lampung Barat di Provinsi Lampung. Dengan menggabungkan penelitian studi kasus deskriptif kuantitatif dan kualitatif komparatif, kami menemukan bahwa ada kontribusi masing-masing dari lembaga politik dan ekonomi dalam menentukan kinerja pembangunan di daerah ini. Pringsewu lebih baik daripada Lampung Barat dalam output ekonomi dan pengembangan manusia karena lembaga ekonomi inklusif. Di sisi lain, kedua daerah memiliki institusi politik ekstraktif yang sama dengan Pringsewuis yang relatif lebih baik dalam kategori ini. Hasil ini memperkuat teori institusi sebagai faktor kunci untuk hasil pembangunan yang lebih baik",['JS'],21193,published,,,,,97-111,,,,,,,,,,,,,,,,,,
25,"[{'docid': 28521, 'main': 'AICOSH_2019 SIMILIRITY.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/132844', 'objectid': 28521, 'filesize': 3618632, 'datasetid': 'document', 'mtime': '2019-11-04 11:34:11', 'hash_type': 'MD5', 'hash': '830e80471ae83aa697c649c293ee25a1', 'filename': 'AICOSH_2019 SIMILIRITY.pdf', 'fileid': 132844, 'mime_type': 'application/pdf'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28521', 'rev_number': 1, 'eprintid': 15398, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",Atlantis Press,,pub,,public,http://repository.lppm.unila.ac.id/id/eprint/15398,2019-11-07 03:08:05,681,2019-11-07 03:08:05,"[{'name': {'family': 'Mukhlis', 'honourific': None, 'lineage': None, 'given': 'Maulana'}, 'id': 'maulanamukhlis1978@gmail.com'}]",,,disk0/00/01/53/98,2019-06-01 00:00:00.000000000,other,['FISIP3'],"The Urgency of Starting Condition in the
Religious De-radicalization Policy
Collaboration on the Pesantren Perspective in
Lampung Province",,show,,7,,2019-11-07 03:08:05,archive,SIMILIRITY CEK,['HN'],15398,,,,,,,,['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung'],,,,,,,,,,,,,,,,
26,"[{'eprintid': 15706, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 28827, 'main': 'Review Rekan Sejawat.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/135192', 'objectid': 28827, 'mtime': '2019-11-06 02:30:36', 'hash_type': 'MD5', 'filename': 'Review Rekan Sejawat.pdf', 'hash': 'bcd537e3107d7e0a2c04ee29c9f1dbfe', 'fileid': 135192, 'mime_type': 'application/pdf', 'filesize': 1147034, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/28827', 'rev_number': 1}]",Atlantis Press,,pub,,public,http://repository.lppm.unila.ac.id/id/eprint/15706,2019-11-06 09:28:44,681,2019-11-06 09:28:44,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'given': 'Maulana', 'honourific': None, 'family': 'Mukhlis', 'lineage': None}}]",,,disk0/00/01/57/06,2019-06-01 00:00:00.000000000,other,['FISIP3'],The Urgency of Starting Condition in the Religious De-radicalization Policy Collaboration: The Pesantren Perspective in Lampung Province,,show,,7,,2019-11-06 09:28:44,archive,Penilaian Rekan Sejawat,['HN'],15706,published,,,,,,,['Jurusan Ilmu Pemerintahan'],,,,,,,,,,,,,,,,
27,"[{'placement': 1, 'security': 'public', 'eprintid': 31698, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/375547', 'objectid': 143522, 'filesize': 2034882, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-06-02 06:00:49', 'filename': 'Penelitian 3.pdf', 'hash': '8f9d479c0fe0bc16c75782fb429a48f2', 'fileid': 375547, 'mime_type': 'application/pdf'}], 'main': 'Penelitian 3.pdf', 'docid': 143522, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/143522', 'pos': 1, 'format': 'text'}]",Universitas Padjajaran,,pub,,public,http://repository.lppm.unila.ac.id/id/eprint/31698,2021-06-02 06:56:46,926,2021-06-02 06:56:46,"[{'name': {'family': 'Mukhlis', 'honourific': None, 'lineage': None, 'given': 'Maulana'}, 'id': 'maulanamukhlis1978@gmail.com'}, {'id': 'syarief.makhya@fisip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Makhya', 'given': 'Syarief'}}]",,,disk0/00/03/16/98,2019-04-01 00:00:00.000000000,other,['FISIP3'],"Reviewer : Desentralisasi Fiskal dan Implikasinya Trhadap Kinerja Otonomi Daerah Pasca Pemekaran (studi di Kab. Tulang Bawang, Kab. Tuba Barat, dan Mesuji Lampung.",,show,,8,,2021-06-02 06:56:46,archive,Reviewer (Penilaian Rekan Sejawat),"['H1', 'JA']",31698,,,,,,,,,,,,,,,,,,,,,,,,
28,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/117931', 'objectid': 26496, 'hash': 'f269c71bc9da1edef440ec2d66573a39', 'filename': '3667-17243-1-PB.pdf', 'mtime': '2019-07-06 07:54:50', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 117931, 'filesize': 237756, 'datasetid': 'document'}], 'docid': 26496, 'main': '3667-17243-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/26496', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 13486, 'mime_type': 'application/pdf', 'language': 'en'}]",Unisba Pusat Penerbitan Universitas (P2U-LPPM),1.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/13486,2019-07-08 05:04:25,681,2019-07-08 05:04:25,"[{'name': {'lineage': None, 'family': 'Mukhlis', 'honourific': None, 'given': 'Maulana'}, 'id': 'maulanamukhlis1978@gmail.com'}, {'id': None, 'name': {'given': 'Mudiyati', 'family': 'Rahmatunnisa', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'given': 'Neneng Yani', 'honourific': None, 'family': 'Yuningsih', 'lineage': None}}]",0215-8175,Jurnal Mimbar,disk0/00/01/34/86,2019-06-01 00:00:00.000000000,article,['FISIP3'],Starting Condition Problems in Collaboration of Lampung Province Central Government Displacement Policy,https://ejournal.unisba.ac.id/index.php/mimbar/article/view/3667,show,35,6,[{'url': 'https://ejournal.unisba.ac.id/index.php/mimbar/article/view/3667'}],2019-07-08 05:04:25,archive,"Starting condition is a key factor in determining the success of collaborative governance in policy implementation. Operationally, starting condition is determined by aspects of power/resource balance, trust between collaborators, various types of incentives to encourage participation, and previous history of cooperation experiences or conflict from related parties in collaboration. This research aims to provide description and confirmation concerning the extent of starting condition related to the termination of Lampung province central government displacement policy. It is descriptive research using the inductive approach. Methods of data collection used are interviews, observations, and library study. Data are being analyzed qualitatively through steps of data reduction, data presentation, and drawing conclusion. The research result shows that three out of four aspects of starting conditions are not considered in starting the collaboration process of Lampung province central government displacement policy. There are harms in the forms of imbalanced power/resource, not-wholeheartedly participations, and distrust between collaborators. A pseudo-collaboration as the implication of problems in the starting condition factors is finally confirmed to the failure of collaboration or policy implementation.",['H1'],13486,published,,,,,1-10,,"['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung', 'Pascasarjana FISIP Universitas Padjadjaran Bandung', 'Pascasarjana FISIP Universitas Padjadjaran Bandung']",,,,,,,,,,,,,,,,
29,"[{'security': 'public', 'placement': 1, 'eprintid': 17447, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'filesize': 874316, 'datasetid': 'document', 'mtime': '2019-12-31 10:57:10', 'hash_type': 'MD5', 'hash': '6bef7dca5b3964340be861b335021da5', 'filename': 'COSMOGOV 2019.pdf', 'fileid': 147583, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/147583', 'objectid': 30573}], 'docid': 30573, 'main': 'COSMOGOV 2019.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30573', 'format': 'text', 'pos': 1}]","Departemen Ilmu Pemerintahan, FISIP, Universitas Padjadjaran",2.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/17447,2020-01-16 09:00:00,681,2020-01-16 09:00:00,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'given': 'Maulana', 'lineage': None, 'honourific': None, 'family': 'Mukhlis'}}, {'id': 'symakhya@yahoo.com', 'name': {'honourific': None, 'family': 'makhya', 'lineage': None, 'given': 'syarief'}}]",2540-8674,COSMOGOV,disk0/00/01/74/47,2019-11-10 00:00:00.000000000,article,['FISIP3'],"IMPLIKASI DESENTRALISASI FISKAL TERHADAP
KEMANDIRIAN DAERAH PASCA PEMEKARAN
(Studi di Kabupaten Tulang Bawang, Tuba Barat, dan Mesuji

Lampung)",http://jurnal.unpad.ac.id/cosmogov/article/view/22803/pdf,show,5,6,[{'url': 'http://jurnal.unpad.ac.id/cosmogov/article/view/22803/pdf'}],2020-01-16 09:00:00,archive,"Fiscal decentralization theoretically has positive implications on economy growth, development
distribution, and efficiency. Fiscal decentralization should be a strategy to run by central government in
building good harmonious relationships between government units vertically and horizontally.
However, those implications are not yet all tested in post-administrative expansion regions, despite of
some administrative expansion objectives including economy growth improvement, development
distribution, and public welfare. This article would explain whether there were implications of fiscal
decentralization to post-administrative expansion regional autonomy in Tulang Bawang (as the origin
district to expand) and Tulang Bawang Barat and Mesuji (districts as results of administrative
expansion). This was a descriptive qualitative research based on data statistic trend analysis. The fact
showed that ten years after administrative expansion, amount of balanced fund transfer and economy
growths in these three districts after administrative expansion increased annually. Despite of fiscal
decentralization positive implications to economy growth in the origin district to expand and districts as results of administrative expansion, it was not yet able to realize regional autonomy in terms of macro-economy and fiscal health. The limitation of this research result was that the regional autonomy was only able to assess from macro-economy and fiscal health aspects, despite of other more comprehensive aspects.",['HJ'],17447,published,,,,,147-162,,"['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung', 'Jurusan Ilmu Pemerintahan FISIP Universitas Lampung']",,,,,,,,,,,,,,,,
30,,Universitas Lampung,,unpub,,none,http://repository.lppm.unila.ac.id/id/eprint/14985,2019-11-04 03:02:10,681,2019-11-04 03:02:10,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Mukhlis', 'given': 'Maulana'}, 'id': 'maulanamukhlis1978@gmail.com'}, {'name': {'given': 'syarief', 'lineage': None, 'family': 'makhya', 'honourific': None}, 'id': 'symakhya@yahoo.com'}, {'name': {'given': 'Imam', 'lineage': None, 'family': 'Mustofa', 'honourific': None}, 'id': None}]",,,disk0/00/01/49/85,2019-09-01 00:00:00.000000000,other,['FISIP3'],The Urgency of Starting Condition in the Religious De-radicalization Policy Collaboration on the Pesantren Perspective in Lampung Province,,show,,7,,2019-11-04 03:02:10,archive,SIMILIRITY CEK,['HN'],14985,,,,,,,,"['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung', 'Jurusan Ilmu Pemerintahan FISIP Universitas Lampung', 'Fakultas Syariah IAIN Metro']",,,,,,,,,,,,,,,,
31,,Universitas Lampung,,unpub,,none,http://repository.lppm.unila.ac.id/id/eprint/14988,2019-11-04 01:59:58,681,2019-11-04 01:59:58,"[{'name': {'lineage': None, 'family': 'Mukhlis', 'honourific': None, 'given': 'Maulana'}, 'id': 'maulanamukhlis1978@gmail.com'}, {'id': 'symakhya@yahoo.com', 'name': {'given': 'syarief', 'honourific': None, 'family': 'makhya', 'lineage': None}}, {'id': None, 'name': {'given': 'Imam', 'family': 'Mustofa', 'honourific': None, 'lineage': None}}]",,,disk0/00/01/49/88,2019-09-01 00:00:00.000000000,other,['FISIP3'],The Urgency of Starting Condition in the Religious De-radicalization Policy Collaboration on the Pesantren Perspective in Lampung Province,,show,,6,,2019-11-04 01:59:58,archive,PENILAIAN REKAN SEJAWAT,['HN'],14988,,,,,,,,"['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung', 'Jurusan Ilmu Pemerintahan FISIP Universitas Lampung', 'Fakultas Syariah IAIN Metro']",,,,,,,,,,,,,,,,
32,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26874', 'main': 'AICOSH 2019_compressed.pdf', 'docid': 26874, 'files': [{'mtime': '2019-08-18 05:57:31', 'hash_type': 'MD5', 'hash': '5ace77d57832386b230ab0cfd32a2061', 'filename': 'AICOSH 2019_compressed.pdf', 'fileid': 120829, 'mime_type': 'application/pdf', 'filesize': 259477, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/120829', 'objectid': 26874}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 13843, 'placement': 1, 'security': 'public'}]",,,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/13843,2019-08-19 03:27:26,681,2019-08-19 03:27:26,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'given': 'Maulana', 'lineage': None, 'family': 'Mukhlis', 'honourific': None}}, {'id': 'symakhya@yahoo.com', 'name': {'lineage': None, 'family': 'makhya', 'honourific': None, 'given': 'syarief'}}, {'id': None, 'name': {'given': 'Imam', 'lineage': None, 'family': 'Mustofa', 'honourific': None}}]",,,disk0/00/01/38/43,2019-08-01 00:00:00.000000000,conference_item,['FISIP3'],The Urgency of Starting Condition in the Religious De-radicalization Policy Collaboration: The Pesantren Perspective in Lampung Province,https://www.atlantis-press.com/proceedings/aicosh-19/125916000,show,,7,[{'url': 'https://www.atlantis-press.com/proceedings/aicosh-19/125916000'}],2019-08-19 03:27:26,archive,"Starting condition is one of key factors in determining the success of the policy collaboration, through the indicators of power or resource balance, incentive types, trust between collaborators, and pre-history of collaborators. The objective of this research was to provide recommendation concerning how and in what form of starting condition that should be realized in efforts of building religious de-radicalization policy model. This was a descriptive research by using inductive approach. Data were collected by in-depth interview, observation and library research. Data were analyzed qualitatively by reduction, presentation, and conclusion drawing steps. The perspective of pesantren (Islamic boarding schools) was selected because the government so far only positioned pesantren as the object of policy so that the relation model built between the government and pesantren was instructive pattern. Factually, this relationship pattern provided less positive effect to religious de-radicalization policy efficacy, especially in Lampung province. Research results showed that four basic elements of starting condition in commencing religious de-radicalization policy collaboration process could be realized by some methods. Injury in form of power or resource imbalance, not wholeheartedly participation, distrust between actors, and conflicts experienced by collaborators must be avoided. However, this starting condition was not sufficient to build pesantren based religious de-radicalization policy collaboration model. The institutional design, leadership facilitation, and optimization of collaboration process became other three key factors for building the model and the success of religious de-radicalization policy collaboration.",['H1'],13843,published,,,,,121-127,,"['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung', 'Jurusan Ilmu Pemerintahan FISIP Universitas Lampung', 'Fakultas Syariah IAIN Metro']",,,,,,,,speech,conference,25-27 Juni 2019,"Yogyakarta, Indonesia",1st Annual Internatioal Conference on Social Sciences and Humanities (AICOSH 2019),,,,
33,"[{'files': [{'hash_type': 'MD5', 'mtime': '2019-09-11 14:25:20', 'hash': '3939ac6817d4a252f105303464e1d3c7', 'filename': 'kinerja pegawai.pdf', 'fileid': 122954, 'mime_type': 'application/pdf', 'filesize': 715326, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/122954', 'objectid': 27184}], 'docid': 27184, 'main': 'kinerja pegawai.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27184', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 14142, 'language': 'en', 'mime_type': 'application/pdf'}]","center of lenguage and cultural studies, surakarta",1.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/14142,2019-09-11 15:58:16,912,2019-09-11 15:58:16,"[{'id': 'feni.rosalia@fisip.unila.ac.id', 'name': {'given': 'Feni', 'honourific': None, 'family': 'Rosalia', 'lineage': None}}]",-ISSN: 1978-2098; e-ISSN: 2407-8557,CENDEKIA,disk0/00/01/41/42,1970-01-01 00:00:00.000002019,article,['FISIP3'],KINERJA PEGAWAI UNIVERSITAS LAMPUNG DITINJAU DARI GAYA KEPEMIMPINAN DAN MOTIVASI KERJA,,show,13,6,,2019-09-11 15:58:16,archive,Hasil Penilaian Sejawat,['H1'],14142,published,,,,,,,['Universitas Lampung'],,,,,,,,,,,,,,,,
