,eprintid,date_type,official_url,title,rev_number,volume,metadata_visibility,eprint_status,status_changed,subjects,abstract,publication,issn,creators,date,dir,id_number,type,divisions,ispublished,number,publisher,documents,uri,full_text_status,refereed,lastmod,userid,pagerange,datestamp,succeeds,thesis_type,institution,department,thesis_name,place_of_pub,patent_applicant,isbn,pages,related_url,projects,funders,editors
24,22885,published,http://jurnal.fkip.unila.ac.id/index.php/jpp/article/view/20199,"Principal Visionary Leadership in Public Junior High Schools in Lampung, Indonesia",7,10.0,show,archive,2020-06-30 09:37:51,['L1'],"Abstract: Principal Visionary Leadership in Public Junior High Schools in Lampung Province, Indonesia. Objectives: This study aims to: 1) identify whether principals in SMPN in Lampung exhibit all the seven domains of visionary leadership style, 2) examine relationships between the domains, 3) examine whether male and female teachers have significant difference in their perceptions on the principal visionary leadership style, and 4) examine whether certified and uncertified teachers have significant difference in their perceptions on the principal visionary leadership style. Methods: This study usedquantitative research design using a questionnaire addressed to 500 teachers but completed by 341 teachers (a 68% response rate). The data gained were analyzed using descriptive statistics, Pearson correlation, and t-test. Findings: Results show that1) principals in SMPN in Lampung exhibited all the seven domains of visionary leadership style, 2) the seven principal leadership visionary domains were positively and significantly correlated., 3) male and female teachers have no significant difference in their perceptions on the principal visionary leadership style, and 4) certified and uncertified teachers also had no significant difference in perceptions on the principal visionary leadership style.",Jurnal Pendidikan Progresif,2087-9849,"[{'name': {'honourific': None, 'family': 'Karwan', 'lineage': None, 'given': 'Dedy H.'}, 'id': 'dhkarwan@yahoo.co.id'}, {'name': {'lineage': None, 'family': 'Hariri', 'honourific': None, 'given': 'Hasan'}, 'id': 'hasan.hariri@staff.unila.ac.id'}, {'id': 'ridwanrosidimuawi@gmail.com', 'name': {'family': 'Ridwan', 'honourific': None, 'lineage': None, 'given': 'Ridwan'}}]",2020-04-01 00:00:00.000000000,disk0/00/02/28/85,doi: 10.23960/ jpp.v10.i1.202001.,article,['FKIP5'],pub,1,FKIP Unila,"[{'main': '4 Hariri 2020 S2 Principal Visionary Leadership.pdf', 'docid': 36432, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/210023', 'objectid': 36432, 'filesize': 620175, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-06-30 03:45:46', 'filename': '4 Hariri 2020 S2 Principal Visionary Leadership.pdf', 'hash': '32d5ebe0443c22b7a86d3a3fac9df008', 'fileid': 210023, 'mime_type': 'application/pdf'}], 'format': 'text', 'pos': 2, 'formatdesc': 'Principals need to exhibit visionary leadership style to help them be effective principals', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36432', 'rev_number': 2, 'eprintid': 22885, 'security': 'public', 'placement': 2, 'mime_type': 'application/pdf', 'language': 'en', 'content': 'published'}, {'content': 'published', 'language': 'en', 'mime_type': 'application/xml', 'security': 'public', 'placement': 3, 'eprintid': 22885, 'formatdesc': 'Principals need to exhibit visionary leadership style to help them be effective principals', 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36435', 'format': 'other', 'pos': 3, 'files': [{'hash_type': 'MD5', 'mtime': '2020-06-30 04:02:16', 'hash': '88dce40c453ee35fd8a239a4c2efed29', 'filename': 20199, 'fileid': 210048, 'mime_type': 'application/xml', 'filesize': 35403, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/210048', 'objectid': 36435}], 'docid': 36435, 'main': 20199}]",http://repository.lppm.unila.ac.id/id/eprint/22885,public,TRUE,2020-06-30 09:37:51,214,1-10,2020-06-30 09:37:51,19496.0,,,,,,,,,,,,
25,33982,published,https://ijcsrr.org/single-view/?id=3356&pid=3267,Principals Role in Inclusive Education: A Literature Review,6,,show,archive,2021-09-20 01:07:10,['L1'],"The research objective of this article is to determine (1) what leadership style does the principal apply? (2) What
strategy did the principal use? (3) What affects the leadership style and strategy of the principal in carrying out inclusive education?
Using the search and review method of articles, the review process begins with the search engine, Google scholar and DOAJ, to
search for articles with keywords. The results of the review show that (1) principals adopt different leadership styles and (2)
principals implement various strategies. (3) The factors that influence the various styles and strategies are diverse resources,
government policies, and local values.",International Journal of Current Science Research and Review,2581-8341,"[{'name': {'family': 'Lilis Afrianti', 'honourific': None, 'lineage': None, 'given': 'Lilis'}}, {'name': {'honourific': None, 'family': 'Ridwan Ridwan', 'lineage': None, 'given': 'Ridwan'}}, {'name': {'honourific': None, 'family': 'Hasan', 'lineage': None, 'given': 'Hariri'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Sowiyah', 'given': 'Sowiyah'}}]",1970-01-01 00:00:00.000002020,disk0/00/03/39/82,,article,['FKIP5'],pub,,IJCSRR,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 33982, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154230', 'rev_number': 1, 'docid': 154230, 'main': '1. 20010-46152-1-PB.pdf', 'files': [{'objectid': 154230, 'uri': 'http://repository.lppm.unila.ac.id/id/file/401444', 'datasetid': 'document', 'filesize': 136793, 'fileid': 401444, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-09-19 15:16:35', 'hash': '9358111f004500965e864845e44bfb51', 'filename': '1. 20010-46152-1-PB.pdf'}]}]",http://repository.lppm.unila.ac.id/id/eprint/33982,public,TRUE,2021-09-20 01:07:10,968,,2021-09-20 01:07:10,,,,,,,,,,"[{'url': 'https://ijcsrr.org/single-view/?id=3356&pid=3267', 'type': 'pub'}]",,,
26,28838,,,The Influence of Principal Managerial Competence on Teacher Performance at Schools in Bandar Lampung.,9,,show,archive,2021-04-05 04:50:00,"['L1', 'LB1501', 'LC5201']",,,,"[{'id': None, 'name': {'lineage': None, 'family': 'Lourena', 'honourific': None, 'given': 'Fitri May'}}, {'id': 'abdurrahman.1968@fkip.unila.ac.id', 'name': {'given': 'Abdurrahman', 'lineage': None, 'honourific': None, 'family': 'Abdurrahman'}}, {'id': 'hasan.hariri@staff.unila.ac.id', 'name': {'given': 'Hasan', 'lineage': None, 'honourific': None, 'family': 'Hariri'}}, {'name': {'given': 'Bujang', 'lineage': None, 'family': 'Rahman', 'honourific': None}, 'id': 'bujang.rahman@fkip.unila.ac.id'}]",2020-05-01 00:00:00.000000000,disk0/00/02/88/38,,other,['FKIP5'],pub,,Tadris: Jurnal keguruan dan Ilmu Tarbiyah UIN Raden Intan,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42932', 'docid': 42932, 'main': '9. The Influence of Principal Managerial Competence on Teacher Performance at Schools in Bandar Lampung..pdf', 'files': [{'datasetid': 'document', 'filesize': 3510678, 'mime_type': 'application/pdf', 'fileid': 255892, 'hash': 'f3b0f21e2914a21918af0fc70d4c0aaf', 'filename': '9. The Influence of Principal Managerial Competence on Teacher Performance at Schools in Bandar Lampung..pdf', 'mtime': '2021-04-01 09:11:00', 'hash_type': 'MD5', 'objectid': 42932, 'uri': 'http://repository.lppm.unila.ac.id/id/file/255892'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 28838, 'placement': 1, 'security': 'public'}]",http://repository.lppm.unila.ac.id/id/eprint/28838,public,,2021-04-05 04:50:00,214,,2021-04-05 04:50:00,,,,,,,,,,,,,
27,33994,published,,The Influence of Principal Managerial Competence on Teacher Performance at Schools in Bandar Lampung,7,5.0,show,archive,2021-09-20 01:07:39,['L1'],"Any improvement effort made without the support of quality teacher performance will not possibly work well to help enhance high-quality education. High teacher performance is influenced by many factors. Theoretically, one important factor is principal managerial competency. However, how this factor influences teacher performance is under-researched, particularly in Bandar Lampung schools. This study aimed at investigating the influence of principal managerial competence on teacher performance in public vocational high schools in Bandar Lampung. This study used a quantitative research design, using a questionnaire of which its validity and reliability were ensured before data collection. The samples of the research were 88 teachers from nine vocational high schools in Bandar Lampung City, Lampung Province, Indonesia. The data collected were analyzed using descriptive statistics and simple regression, with the help of SPSS version 24. Results showed that principal managerial competence positively and significantly influenced teacher performance in public vocational high schools in Bandar Lampung. This study recommends the whole stakeholders to pay more attention and to evaluate the principals’ performance.",Tadris: Jurnal Keguruan dan Ilmu Tarbiyah,p-ISSN: 2301-7562;e-ISSN: 2579-7964,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Lourena Fitri May', 'given': 'Lourena'}}, {'name': {'given': 'Abdurrahman', 'family': 'Abdurrahman', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Hariri', 'lineage': None, 'honourific': None, 'family': 'Hasan'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Sowiyah', 'given': 'Sowiyah'}}, {'name': {'given': 'Rahman', 'family': 'Bujang Rahman', 'honourific': None, 'lineage': None}}]",2020-06-29 00:00:00.000000000,disk0/00/03/39/94,,article,['FKIP5'],pub,1,"URPI, FTK UIN Raden Intan Lampung","[{'files': [{'fileid': 401525, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-09-19 16:44:01', 'filename': '6. 15 May,Hariri et al 2020 Influence of principal managerial competence.pdf', 'hash': 'f72ef86189d39cddf1f59924bb76d9ed', 'datasetid': 'document', 'filesize': 378361, 'objectid': 154245, 'uri': 'http://repository.lppm.unila.ac.id/id/file/401525'}], 'main': '6. 15 May,Hariri et al 2020 Influence of principal managerial competence.pdf', 'docid': 154245, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154245', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 33994, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/33994,public,TRUE,2021-09-20 01:07:40,968,121-130,2021-09-20 01:07:39,,,,,,,,,,"[{'url': 'http://ejournal.radenintan.ac.id//index.php/tadris/article/view/5391', 'type': 'pub'}]",,,
28,29786,completed,,Manajemen Penguatan Karakter di Pondok Pesantren Modern (Studi di Pondok Pesantren Nurul Ikhlas Tulang Bawang),7,,show,archive,2021-04-30 01:14:11,['L1'],,,,"[{'name': {'honourific': None, 'family': 'Mawarni', 'lineage': None, 'given': 'Helvi'}}]",1970-01-01 00:00:00.000002020,disk0/00/02/97/86,,thesis,['FKIP5'],unpub,,,"[{'eprintid': 29786, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': '4 Tesis Helvi Mawarni.pdf', 'docid': 43989, 'files': [{'mime_type': 'application/pdf', 'fileid': 263576, 'filename': '4 Tesis Helvi Mawarni.pdf', 'hash': 'f72726952ca1fe895bd600bcf5f1e0e5', 'hash_type': 'MD5', 'mtime': '2021-04-29 10:29:16', 'datasetid': 'document', 'filesize': 278431, 'objectid': 43989, 'uri': 'http://repository.lppm.unila.ac.id/id/file/263576'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43989'}]",http://repository.lppm.unila.ac.id/id/eprint/29786,public,,2021-04-30 01:14:11,214,,2021-04-30 01:14:11,,masters,Universitas Lampung,MAP,other,,,,,,,,
29,22990,published,http://ejournal.radenintan.ac.id/index.php/tadris/article/view/5391,The Influence of Principal Managerial Competence on Teacher Performance at Schools in Bandar Lampung,10,5.0,show,archive,2020-07-06 01:49:39,['L1'],"Any improvement effort made without the support of
quality teacher performance will not possibly work well to help enhance high-quality education. High teacher performance is influenced by many factors. Theoretically, one important factor is principal managerial competency. However, how this factor influences teacher performance is under-researched, particularly in Bandar Lampung schools. This study aimed at investigating the
influence of principal managerial competence on teacher
performance in public vocational high schools in Bandar Lampung.This study used a quantitative research design, using a questionnaire of which its validity and reliability were ensured before data collection. The samples of the research were 88 teachers from nine vocational high schools in Bandar Lampung City, Lampung Province, Indonesia. The data collected were analyzed using descriptive statistics and simple regression, with the help of SPSS version 24. Results showed that principal managerial competence positively and significantly influenced teacher performance in public vocational high schools in Bandar Lampung. This study recommends the whole stakeholders to pay more attention and to evaluate the principals’ performance.",Tadris: Jurnal Keguruan dan Ilmu Tarbiyah,p-ISSN: 2301-7562;e-ISSN: 2579-7964,"[{'id': None, 'name': {'given': 'Lourena Fitri', 'lineage': None, 'honourific': None, 'family': 'May'}}, {'id': None, 'name': {'given': 'Abdurrahman', 'lineage': None, 'family': 'Abdurrahman', 'honourific': None}}, {'id': 'hasan.hariri@staff.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Hariri', 'given': 'Hasan'}}, {'id': None, 'name': {'given': 'Sowiyah', 'lineage': None, 'honourific': None, 'family': 'Sowiyah'}}, {'name': {'given': 'Bujang', 'lineage': None, 'family': 'Rahman', 'honourific': None}, 'id': None}]",2020-06-29 00:00:00.000000000,disk0/00/02/29/90,10.24042/tadris.v5i1.5391,article,['FKIP5'],pub,1,"URPI, FTK UIN Raden Intan Lampung","[{'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36549', 'format': 'text', 'pos': 1, 'files': [{'hash': 'f72ef86189d39cddf1f59924bb76d9ed', 'filename': '15 May,Hariri et al 2020 Influence of principal managerial competence.pdf', 'hash_type': 'MD5', 'mtime': '2020-07-05 13:13:26', 'mime_type': 'application/pdf', 'fileid': 210782, 'filesize': 378361, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/210782', 'objectid': 36549}], 'docid': 36549, 'main': '15 May,Hariri et al 2020 Influence of principal managerial competence.pdf', 'content': 'published', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 22990}, {'main': 5391, 'docid': 36550, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/210785', 'objectid': 36550, 'filesize': 37159, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-07-05 13:13:49', 'filename': 5391, 'hash': '25ba6d2eacf6e9f8c77a36b74f667cc4', 'fileid': 210785, 'mime_type': 'application/xml'}], 'format': 'text', 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36550', 'rev_number': 3, 'eprintid': 22990, 'security': 'public', 'placement': 2, 'mime_type': 'application/xml', 'language': 'en', 'content': 'published'}]",http://repository.lppm.unila.ac.id/id/eprint/22990,public,TRUE,2020-07-06 01:49:39,214,121-130,2020-07-06 01:49:39,,,,,,,,,,"[{'type': 'org', 'url': 'http://ejournal.radenintan.ac.id/index.php/tadris'}]",['Hibah Penelitian Tesis Magister'],['Ristekdikti'],
30,26443,published,,The Influence of Principal Managerial Competence on Teacher Performance at Schools in Bandar Lampung,7,5.0,show,archive,2020-11-20 06:21:17,['L1'],"Any improvement effort made without the support of quality teacher performance will not possibly work well to help enhance high-quality education. High teacher performance is influenced by many factors. Theoretically, one important factor is principal managerial competency. However, how this factor influences teacher performance is under-researched, particularly in Bandar Lampung schools. This study aimed at investigating the influence of principal managerial competence on teacher performance in public vocational high schools in Bandar Lampung. This study used a quantitative research design, using a questionnaire of which its validity and reliability were ensured before data collection. The sample of the research were 88 teachers from nine vocational high schools in Bandar Lampung City, Lampung Province, Indonesia. The data collected were analyzed using descriptive statistics and simple regression, with the help of SPSS version 24. Results showed that principal managerial competence positively and significantly influenced teacher performance in public vocational high schools in Bandar Lampung. This study recommends the whole stakeholders to pay more attention and to evaluate the principals’ performance.",Tadris: Jurnal Keguruan dan Ilmu Tarbiyah,p-ISSN: 2301-7562;e-ISSN: 2579-7964,"[{'name': {'honourific': None, 'family': 'May', 'lineage': None, 'given': 'Lourena Fitri'}, 'id': None}, {'id': 'abdurrahman.1968@fkip.unila.ac.id', 'name': {'given': 'Abdurrahman', 'honourific': None, 'family': 'Abdurrahman', 'lineage': None}}, {'name': {'given': 'Hasan', 'family': 'Hariri', 'honourific': None, 'lineage': None}, 'id': 'hasan.hariri@staff.unila.ac.id'}, {'name': {'family': 'Sowiyah', 'honourific': None, 'lineage': None, 'given': 'Sowiyah'}, 'id': None}, {'name': {'given': 'Bujang', 'lineage': None, 'honourific': None, 'family': 'Rahman'}, 'id': 'bujang.rahman@fkip.unila.ac.id'}]",2020-06-01 00:00:00.000000000,disk0/00/02/64/43,,article,['FKIP5'],pub,1,"URPI, FTK UIN Raden Intan Lampung","[{'docid': 40335, 'main': '5. The Influence of Principal Mangerial.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/238054', 'objectid': 40335, 'filesize': 377690, 'datasetid': 'document', 'hash': 'cc762b7965da7001952838b01dcbde8a', 'filename': '5. The Influence of Principal Mangerial.pdf', 'hash_type': 'MD5', 'mtime': '2020-11-20 04:48:29', 'mime_type': 'application/pdf', 'fileid': 238054}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40335', 'rev_number': 1, 'eprintid': 26443, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/26443,public,TRUE,2020-11-20 06:21:17,435,121-130,2020-11-20 06:21:17,,,,,,,,,,,,,
31,29783,completed,,Gaya Kepemimpinan Kepala Sekolah di SMA Negeri 9 Bandar Lampung,7,,show,archive,2021-04-30 01:14:05,['L1'],,,,"[{'name': {'family': 'Neftyan', 'honourific': None, 'lineage': None, 'given': 'Caroline Claudia Anggina'}}]",1970-01-01 00:00:00.000002020,disk0/00/02/97/83,,thesis,['FKIP5'],unpub,,,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 29783, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43986', 'format': 'text', 'pos': 1, 'files': [{'filesize': 371999, 'datasetid': 'document', 'filename': '1 Tesis Caroline Claudia A N.pdf', 'hash': '1d1654e92ded90f86bba07eb12929916', 'mtime': '2021-04-29 10:07:52', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 263555, 'uri': 'http://repository.lppm.unila.ac.id/id/file/263555', 'objectid': 43986}], 'docid': 43986, 'main': '1 Tesis Caroline Claudia A N.pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/29783,public,,2021-04-30 01:14:05,214,,2021-04-30 01:14:05,,masters,Universitas Lampung,MAP,other,,,,,,,,
32,31571,published,https://ijcsrr.org/wp-content/uploads/2020/11/2-11-2020.pdf,Do the Transformation Leadership Style have a Massive Influence on Teacher Job Satisfaction?,6,3.0,show,archive,2021-06-02 01:03:59,['L1'],"In school organizations, principals and teachers have a very important role. This study aims to determine the effect of the principal's transformational leadership style on teacher job satisfaction. The population in this study was a junior high school teacher in Lampung province, Indonesia. The research sample was determined randomly. Data collection uses questionnaires
distributed to teachers. Data were analyzed using normality, homogeneity, simple linear regression and T-test. Based on the results of the analysis, it is known that the transformational leadership style does not affect teacher job satisfaction with a 95% confidence level. Then, based on the results of the T-test, there was no difference in the satisfaction of teacher job between male and female teachers. 
KEYWORDS: Transformational Leadership Style, Job Satisfaction, Principal, Teachers",International Journal of Current Science Research and Review,2581-8341,"[{'name': {'honourific': None, 'family': 'Neftyan', 'lineage': None, 'given': 'Caroline Claudia Anggina'}, 'id': None}, {'name': {'lineage': None, 'family': 'Hariri', 'honourific': None, 'given': 'Hasan'}, 'id': 'hasan.hariri@staff.unila.ac.id'}, {'id': 'dhkarwan@yahoo.co.id', 'name': {'family': 'Karwan', 'honourific': None, 'lineage': None, 'given': 'Dedy H.'}}]",2020-11-11 00:00:00.000000000,disk0/00/03/15/71,10.47191/ijcsrr/V3-i11-02,article,['FKIP5'],pub,11 Nov,IJCSRR,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/142832', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/374095', 'objectid': 142832, 'hash': 'cd14a82da7cd11bccce2642b1a41b087', 'filename': 'Nefyan, Hariri, & Karwan 2020 Do the Transformation Leadership Style have a Massive Influence.pdf', 'mtime': '2021-06-01 03:23:25', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 374095, 'filesize': 292452, 'datasetid': 'document'}], 'docid': 142832, 'main': 'Nefyan, Hariri, & Karwan 2020 Do the Transformation Leadership Style have a Massive Influence.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 31571}]",http://repository.lppm.unila.ac.id/id/eprint/31571,public,TRUE,2021-06-02 01:03:59,214,125-130,2021-06-02 01:03:59,,,,,,,,,,,,,
33,33988,published,,The Shaping of the Student Character Caring for the School Environment through the Green School Movement in SMP Negeri 2 Adiluwih,6,1655.0,show,archive,2021-09-20 01:07:24,['L1'],"The scope of the school environment includes the physical, mental, and social
environment. These three scopes are related to one another in shaping the character of students.
A healthy, good, and friendly school environment is an ideal condition for students' learning
process in school. Education should be used as an effective means of forming attitudes and
concerns for the environment, through intensive education. It is possible to improve the quality
of students’ positive attitudes and behaviours towards the environment. The problem in this
study is how to shape the character and attitudes of students' concern for the school
environment and how to overcome existing obstacles. This study aims to understand and apply
the green school movement to the formation of environmental care characters from an early
age and inspire principals as school managers to create an environmentally and friendly school
as school culture in SMP Negeri (State Junior High School) 2 Adiluwih. This research is a
descriptive qualitative study using document study and observation to collect the data. The
results of this study are the school has efforts in implementing go green school program
activities and integrating environmental materials in all subjects and have been included in
each lesson plan and syllabus, self-development in daily activities. After implementing these
program activities, students can care more about their environment. These program activities
have contributed to making the SMP Negeri 2 Adiluwih win a national Adiwiyata (Green
School) Award.",Journal of Physics: Conference Series,Print : 1742-6588 Online : 1742-6596,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Nur Handayani', 'given': 'Nur'}}, {'name': {'lineage': None, 'family': 'Hasan', 'honourific': None, 'given': 'Hariri'}}, {'name': {'given': 'Sowiyah', 'lineage': None, 'honourific': None, 'family': 'Sowiyah'}}, {'name': {'given': 'Ridwan', 'honourific': None, 'family': 'Ridwan', 'lineage': None}}]",1970-01-01 00:00:00.000002020,disk0/00/03/39/88,,article,['FKIP5'],pub,,IOP Publishing,"[{'main': '2. Handayani_2020_J._Phys.__Conf._Ser._1655_012115.pdf', 'docid': 154237, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/401483', 'objectid': 154237, 'hash_type': 'MD5', 'mtime': '2021-09-19 15:59:28', 'hash': '483dc3cb47c6c1ca30df2e64c2417c1a', 'filename': '2. Handayani_2020_J._Phys.__Conf._Ser._1655_012115.pdf', 'fileid': 401483, 'mime_type': 'application/pdf', 'filesize': 931630, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154237', 'eprintid': 33988, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/33988,public,TRUE,2021-09-20 01:07:24,968,,2021-09-20 01:07:24,,,,,,,,,,"[{'type': 'pub', 'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1655/1/012115/meta'}]",,,
34,33986,published,,Relationship Scaffolding Method With Special Needs Students’ Independence Of Inclusive Education Schools,6,8.0,show,archive,2021-09-20 01:07:19,['L1'],"The purpose of this study was to analyze and find out a positive and significant relationship between the scaffolding method and the independence of ABK in public elementary schools providing inclusive education throughout Metro City. This type of research is ex-postfacto correlation. The population is 50 GPK. The sample in this study is a saturated sample, in which the entire population is sampled, so that the researcher tests the instrument outside the population. Data collection tools, namely observation, questionnaire / questionnaire and documentation study. Data analysis used is product moment correlation. Based on the research data analysis it can be concluded that there is a positive and significant relationship between the scaffolding method and the independence of ABK in public elementary schools providing inclusive education throughout Metro City with the correlation coefficient of 0.263 being shown at a low level.
Keywords: scaffolding method, ABK independence, inclusive education",Jurnal Manajemen Mutu Pendidikan,e-ISSN: 2716-4616 | p-ISSN 2302-1772,"[{'name': {'given': 'Resi', 'family': 'Resi Dwi Jayanti', 'honourific': None, 'lineage': None}}, {'name': {'honourific': None, 'family': 'Sowiyah', 'lineage': None, 'given': 'Sowiyah'}}, {'name': {'lineage': None, 'family': 'Siswantoro', 'honourific': None, 'given': 'Siswantoro'}}]",1970-01-01 00:00:00.000002020,disk0/00/03/39/86,,article,['FKIP5'],pub,2,FKIP Unila,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 33986, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154234', 'docid': 154234, 'main': '6. 18044-41027-1-PB.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/401469', 'objectid': 154234, 'filesize': 326874, 'datasetid': 'document', 'filename': '6. 18044-41027-1-PB.pdf', 'hash': '0633950df6fda758c75ecdb7a2781907', 'mtime': '2021-09-19 15:44:19', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 401469}]}]",http://repository.lppm.unila.ac.id/id/eprint/33986,public,TRUE,2021-09-20 01:07:19,968,,2021-09-20 01:07:19,,,,,,,,,,"[{'url': 'http://jurnal.fkip.unila.ac.id/index.php/JMMP/article/view/21052', 'type': 'pub'}]",,,
35,33993,published,http://jurnal.fkip.unila.ac.id/index.php/JMMP/index,Relationship Scaffolding Method With Special Needs Students’ Independence Of Inclusive Education Schools,6,8.0,show,archive,2021-09-20 01:07:37,['L1'],"The purpose of this study was to analyze and investigate a positive and significant relationship between the scaffolding method and the independence of ABK in public elementary schools providing inclusive education throughout Metro City. This type of research is ex-postfacto correlation. The population is 50 GPK. The sample in this study is a saturated sample in which the entire population is taken, so that the researcher tests the instrument outside the population. Data collection tools are observation, questionnaire / questionnaire and documentation study. Data analysis used is product moment correlation. Based on the research data analysis, it can be concluded that there is a positive and significant relationship between the scaffolding method and the independence of ABK in public elementary schools providing inclusive education throughout Metro City with the correlation coefficient of 0.263 shown at a low level.",Jurnal Manajemen Mutu Pendidikan,e-ISSN: 2716-4616 | p-ISSN 2302-1772,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Resi Dwi Jayanti', 'given': 'Resi'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Sowiyah', 'given': 'Sowiyah'}}, {'name': {'given': 'Siswantoro', 'honourific': None, 'family': 'Siswantoro', 'lineage': None}}]",2020-06-10 00:00:00.000000000,disk0/00/03/39/93,,article,['FKIP5'],pub,2,FKIP Unila,"[{'files': [{'datasetid': 'document', 'filesize': 588390, 'fileid': 401519, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-09-19 16:39:13', 'filename': '5. 21052-49370-1-PB.pdf', 'hash': 'afbed40f97b8b3ea5c15401bbf970599', 'objectid': 154244, 'uri': 'http://repository.lppm.unila.ac.id/id/file/401519'}], 'docid': 154244, 'main': '5. 21052-49370-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154244', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 33993, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/33993,public,TRUE,2021-09-20 01:07:37,968,41-52,2021-09-20 01:07:37,,,,,,,,,,"[{'type': 'pub', 'url': 'http://jurnal.fkip.unila.ac.id/index.php/JMMP/index'}]",,,
