,status_changed,eprint_status,subjects,abstract,title,rev_number,metadata_visibility,eprintid,lastmod,userid,datestamp,ispublished,documents,uri,full_text_status,refereed,type,divisions,publication,creators,dir,issn,publisher,corp_creators,funders,number,official_url,volume,date_type,place_of_pub,related_url,pagerange,id_number,contact_email,contributors,event_location,event_title,event_type,event_dates,pres_type,succeeds,referencetext
75,2020-01-02 02:14:22,archive,['TS'],"Pengelasan merupakan salah suatu proses penyambungan dua atau lebih bahan teknik, dengan atau tanpa peroses pencairan logam dasarnya. Teknologi Las Gesek (Friction Welding, FW) merupakan salah satu teknik pengelasan padat atau pengelasan tanpa proses pencairan (solid-state welding). Pembangkitan panas dalam proses FW dihasilkan dengan cara menggesekkan permukaan material las (base metal) hingga mencapai temperatur penyambungannya (semi-solid temperature) atau sekitar 80% dari temperature cair bahan, dan dalam hal Magnesium AZ31 adalah sekitar temperatur 5500C. Setelah bahan mencapai temperatur semi-solid tersebut, kemudian diberi tekanan agar terjadi proses penyambungan. Penelitian ini bertujuan untuk mengetahui pengaruh variasi proses terhadap kualitas hasil pengelasan gesek, yang meliputi: kekuatan tarik, struktur makro, dan nilai kekerasan bahan hasil las. Parameter pengujiannya adalah variasi waktu kontak las, yaitu selama 3, 5, dan 10 menit. Kecepatan putar spindle selama proses pengelasan ditetapkan 1400 rpm. Hasil pengelasan menunjukkan bahwa waktu kontak gesek 3 menit menghasilkan kekuatan tarik tertinggi (16,78 MPa), bila dibandingkan dengan dua parameter lain. Hasil uji keras pada daerah las (stir zone) menunjukkan angka kekerasan rata-rata yang relative konsisten, atau sebesar 60 HRE untuk semua parameter, sedangkan angka kekerasan rata-rata di daerah terpengaruh panas (heat affected zone, HAZ) untuk waktu kontak gesek 3, 5 dan 10 menit secara berturut-turut adalah sebesar 69,6; 64,6; dan 60,6 HRE. Hasil penelitian awal ini memberikan potensi studi lanjutan pada berbagai parameter pengelasan lain agar didapatkan kualitas sambungan las gesek yang optimum untuk proses pengelasan gesek Magnesium AZ-31.",Pengaruh waktu kontak terhadap kualitas sambungan hasil las gesek (Friction Welding) Magnesium AZ-31,8,show,17255,2020-01-02 02:14:22,464,2020-01-02 02:14:22,pub,"[{'main': 'pengaruh waktu kontak terhadap kualitas sambungan hasil las gesek (friction welding) magnesium AZ-31 pengecoran tekan (squeeze casting).pdf', 'docid': 30358, 'files': [{'fileid': 146171, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-12-03 14:57:00', 'filename': 'pengaruh waktu kontak terhadap kualitas sambungan hasil las gesek (friction welding) magnesium AZ-31 pengecoran tekan (squeeze casting).pdf', 'hash': 'cbadd1feddc3b52837e581737a3c9413', 'datasetid': 'document', 'filesize': 2280746, 'objectid': 30358, 'uri': 'http://repository.lppm.unila.ac.id/id/file/146171'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30358', 'rev_number': 1, 'eprintid': 17255, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/17255,public,,other,['FT7'],,"[{'id': 'irza.sukmana@gmail.com', 'name': {'lineage': None, 'family': 'Sukmana', 'honourific': None, 'given': 'Irza'}}]",disk0/00/01/72/55,,Laporan Reviewer Publikasi,,,,,,,,,,,,,,,,,,,
76,2019-04-09 03:38:47,archive,['TJ'],"The  aim  of  this  study was  to  find  out  the  in-vivo  radiography density changes  of hydroxyapatite coated porous tantalum biomaterial implant after surgical implantation in rats. Ten adult male Sprague Dawley rats were divided into two groups: hydroxyapatite-coated porous tantalum (pTa-HAp) and uncoated porous tantalum (pTa). The implants with dimension of 5 x 2 x 0.5 mm3  was inserted into flatten bone defects drilled at the femur bone on latero-medial region. The implant  density  from  right  lateral  view  radiogram  was  analyzed  at  day  0,  7,  14  and  30 post-implantation. The results showed that the radiodensity of both pTa and pTa-HAp groups decreased in time of implantation. The radiodensity changes of pTa-HAp showed higher decrease compared to pTa.
Keywords: Biomaterial Implant, Porous Tantalum, Hydroxyapatite, Coating, In-vivo.",Radiodensity Study of Hydroxyapatite Coated Porous Tantalum Implant Material of Rat Animal Model,6,show,10926,2019-04-09 03:38:47,464,2019-04-09 03:38:47,pub,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23930', 'main': '31_T2015_AMR2_INT.pdf', 'docid': 23930, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/100339', 'objectid': 23930, 'mtime': '2019-03-13 04:56:35', 'hash_type': 'MD5', 'filename': '31_T2015_AMR2_INT.pdf', 'hash': '58827d649da401d6c23c721da1feb504', 'fileid': 100339, 'mime_type': 'application/pdf', 'filesize': 1085336, 'datasetid': 'document'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 10926, 'placement': 1, 'security': 'public'}]",http://repository.lppm.unila.ac.id/id/eprint/10926,public,TRUE,article,['FT7'],Advanced Materials Research.,"[{'id': 'irza.sukmana@gmail.com', 'name': {'given': 'Irza', 'lineage': None, 'family': 'Sukmana', 'honourific': None}}]",disk0/00/01/09/26,1662-8985,"Trans Tech Publications, Switzerland",['unila'],,,,1112,,,,470-473,,,,,,,,,,
77,2020-01-02 02:13:58,archive,['TS'],"We present here a three-dimensional (3D) sandwich system made by poly(ethylene terephthalate) (PET) fibre and fibrin extracellular matrix (ECM) for endothelial cell dictation and angiogenesis guidance. In this three-dimensional system, Human Umbilical Vein Endothelial cells (HUVECs) were firstly cultured for 2 (two) days to cover the PET fibre before sandwiched in two layer fibrin gel containing HUVECs. After 4 (four) days of culture, cel-to-cel connection, tube-like structure and multi-cellular lumen formation were then assessed and validated. Phase contrast and fluorescence imaging using an inverted microscope were used to determine cell-to-cell and cell-ECM interactions. Laser scanning confocal microscopy and histological techniques were used to confirm the development of tube-like structure and multi-cellular lumen formation. This study shows that polymer fibres sandwiched in fibrin gel can be used to dictate endothelial cells undergoing angiogenesis with potential application in cancer and cardiovascular study and tissue engineering vascularisation",Sandwiched polymer fibre in fibrin matrices for the dictation of endothelial cells undergoing angiogenesis,7,show,17236,2020-01-02 02:13:58,464,2020-01-02 02:13:58,pub,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30338', 'docid': 30338, 'main': 'sandwiched polymer fibre in fibrin matrices for the dictation of endothelial cells under going angiogenesis.pdf', 'files': [{'filename': 'sandwiched polymer fibre in fibrin matrices for the dictation of endothelial cells under going angiogenesis.pdf', 'hash': '912230059e2c51c7014941c7674178e0', 'hash_type': 'MD5', 'mtime': '2019-12-03 11:43:57', 'mime_type': 'application/pdf', 'fileid': 146056, 'filesize': 2188454, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/146056', 'objectid': 30338}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 17236, 'security': 'public', 'placement': 1}]",http://repository.lppm.unila.ac.id/id/eprint/17236,public,,other,['FT7'],,"[{'id': 'irza.sukmana@gmail.com', 'name': {'honourific': None, 'family': 'Sukmana', 'lineage': None, 'given': 'Irza'}}]",disk0/00/01/72/36,,Laporan Reviewer Publikasi,,,,,,,,,,,,,,,,,,,
78,2020-01-02 02:14:08,archive,['TS'],"Magnesium forms 2% in the earth's crust, magnesium is widely used in industry. For example, industrial machinery and electronics, and many developed in the field of biomedicine, especially in the field of orthopedics. Magnesium about 60% is present in the human bones, therefore it has great potential for human body implants. However, it is necessary to increase themechanical and chemical properties of magnesium in order to be used for bone implant materials. Production process using squeeze casting method. Through this method, Liquid metal is given hydraulic pressure, so the mechanical properties of magnesium werebetter. In this research use temperature parameter = 450 ̊C, pressure = 300 MPa, duration of press 1 minute and variation of holding time 7 and 9 minutes. Magnesium AZ31 increased compared with samples without treatment. Tensile strength with holding time 7 minutes equal to120.27 MPa, holding time 9 minutes was 128.77 MPa, and samples without treatment of was 94.63 MPa. The magnesium hardness value of AZ31 decreased at 7 minute detention was 39 VHN, compared with the sample without treatment of was 41.8VHN. And the hardness value increased at holding time 9 minutes equal to 46.2 VHN. However, it should be noted that excessive overheating and holding time may lead to decrease in magnesium mechanical properties of AZ31.Keywords: Magnesium AZ31, Squeeze Casting, Holding Time, Biomaterial, Mechanical Properties",Studi Sifat Mekanik Magnesium AZ31 Hasil Proses Pengecoran Tekan (Squeeze Casting,7,show,17244,2020-01-02 02:14:08,464,2020-01-02 02:14:08,pub,"[{'files': [{'filesize': 2291832, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2019-12-03 13:43:23', 'hash': '268da0e13559356e8224d4bf57e2194a', 'filename': 'studi sifat mekanik magnesium AZ-31 hasil pengecoran tekan (squeeze casting).pdf', 'fileid': 146099, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/146099', 'objectid': 30346}], 'docid': 30346, 'main': 'studi sifat mekanik magnesium AZ-31 hasil pengecoran tekan (squeeze casting).pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30346', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 17244, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/17244,public,,other,['FT7'],,"[{'name': {'honourific': None, 'family': 'Sukmana', 'lineage': None, 'given': 'Irza'}, 'id': 'irza.sukmana@gmail.com'}]",disk0/00/01/72/44,,Laporan Reviewer Publikasi,,,,,,,,,,,,,,,,,,,
79,2020-01-02 02:14:18,archive,['TS'],"Natural rubber composite has been continuously developed due to its advantages such as a good combination of strength and damping property. Most of carbon black (CB)/
Natural Rubber (NR) composite were used as material in tyre industry. The addition of CB in natural rubber is very important to enhance the strength of natural rubber. The particle loading and different structure of CB can affect the composite strength. The effects of CB particle
loading of 20, 25 and 30 wt% and the effects of CB structures of N220, N330, N550 and N660 series on tensile property of composite were investigated. The result shows that the tensile strength and elastic modulus of natural rubber/CB composite was higher than pure natural rubber. From SEM observation the agglomeration of CB aggregate increases with particle loading. It leads to decrease of tensile strength of composite as more particle was added. High structure of CB particle i.e. N220 resulted in highest tensile stress. In fact, composite reinforced by N660 CB particle shown a comparable tensile strength and elastic modulus with N220 CB particle. SEM observation shows that agglomeration of CB aggregates of N330 and N550 results in lower stress of associate NR/CB composite.",The effect of carbon black loading and structure on tensile property of natural rubber composite,7,show,17253,2020-01-02 02:14:18,464,2020-01-02 02:14:18,pub,"[{'security': 'public', 'placement': 1, 'eprintid': 17253, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 30355, 'uri': 'http://repository.lppm.unila.ac.id/id/file/146153', 'mime_type': 'application/pdf', 'fileid': 146153, 'filename': 'the effect of carbon black loading and structure on tensile property of natural rubber composite.pdf', 'hash': 'ece427c8231f25b4dceae814bf141941', 'hash_type': 'MD5', 'mtime': '2019-12-03 14:29:49', 'datasetid': 'document', 'filesize': 2258310}], 'main': 'the effect of carbon black loading and structure on tensile property of natural rubber composite.pdf', 'docid': 30355, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30355', 'format': 'text', 'pos': 1}]",http://repository.lppm.unila.ac.id/id/eprint/17253,public,,other,['FT7'],,"[{'id': 'irza.sukmana@gmail.com', 'name': {'given': 'Irza', 'lineage': None, 'honourific': None, 'family': 'Sukmana'}}]",disk0/00/01/72/53,,Laporan Reviewer Publikasi,,,,,,,,,,,,,,,,,,,
80,2020-01-02 02:13:18,archive,['TS'],"Abstract. The damage of bone tissue may cause malfunction of human load-bearing system. To date, hydroxyapatite (HA) is one of the most potential materials to repair bone damages and to restore the load-bearing function. It has been produced from both synthetic chemical and natural resources, including limestone. In this paper, the properties of hydroxyapatite made of CaCO3 from limestone was investigated in a function of sintering time, i.e., 2, 3 and 4 hours, and temperature, i.e., 600, 800 and 1000qC. The preparation of HA included crushing, meshing, grinding and sintering. HA powder was then characterized using X-Ray Diffraction (XRD), Scanning Electron Microscope (SEM) and Energy Dispersive Spectroscopy (EDS). The hardness of compacted hydroxyapatite powder was also characterized using microVickers testing machine. SEM micrograph shows the agglomeration of particle increase in line with sintering temperature. The highest hardness was obtained for hydroxiapatite sample sintered at the highest temperature and for thelongest time, while EDS result indicates the highest ratio of calcium and phosphor was 2.33. The percentage of calcium in the observed local HA decreased as the sintering time increased. A comparison of XRD result between the commercially imported and the local HA powder produced in this study shows a similarity pattern, which indicates the potential replacement of the imported HA by our local limestone resources.",the effect of sintering temperature on the properties of hydroxyapatite from local limestone for bone implant application ural rubber composite,7,show,17220,2020-01-02 02:13:18,464,2020-01-02 02:13:18,pub,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30324', 'docid': 30324, 'main': 'the effect of sintering temperature on the properties of hydroxyapatite from local limestone for bone implant application ural rubber composite.pdf', 'files': [{'filesize': 2282436, 'datasetid': 'document', 'mtime': '2019-12-03 09:49:14', 'hash_type': 'MD5', 'hash': '3f9d280d02110f403bd5ae6b7dbdd89f', 'filename': 'the effect of sintering temperature on the properties of hydroxyapatite from local limestone for bone implant application ural rubber composite.pdf', 'fileid': 145959, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/145959', 'objectid': 30324}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 17220, 'security': 'public', 'placement': 1}]",http://repository.lppm.unila.ac.id/id/eprint/17220,public,,other,['FT7'],,"[{'id': 'irza.sukmana@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Sukmana', 'given': 'Irza'}}]",disk0/00/01/72/20,,Laporan Reviewer publikasi,,,,,,,,,,,,,,,,,,,
81,2019-04-09 02:32:00,archive,['TJ'],"Abstract.   For over two decades, various porous polymeric and metallic-based  implants have been used  as load-bearing  scaffold  for mechanical  attachment  and tissue  ingrowths.  Porous  implants designed for biological fixation of prostheses in bone replacement and enhance mechanical demand as load-bearing material.  Therefore,  studies on the effect of using parameters,  such as pore size, pore  structure, and porosity  with respect  to cell adhesion as well as tissue ingrowths  have been extensively reported.  This article aims to report the current status and future challenge on using porous magnesium scaffold for bone implant application. Techniques on manufacturing technology for producing porous magnesium scaffold will also be highlighted.
Keywords:   Porous magnesium, Scaffolds, Bone implant, Biodegradable metals, Tissue ingrowths.",Porous Magnesium scaffold for bone implant application: A review,8,show,10924,2019-04-09 02:32:00,464,2019-04-09 02:32:00,pub,"[{'main': '30_T2015_AMR1_INT.pdf', 'docid': 23929, 'files': [{'mime_type': 'application/pdf', 'fileid': 100330, 'hash': 'ec276e2d706d00c00d6c2320e2a8d5a7', 'filename': '30_T2015_AMR1_INT.pdf', 'hash_type': 'MD5', 'mtime': '2019-03-13 04:42:11', 'datasetid': 'document', 'filesize': 2354812, 'objectid': 23929, 'uri': 'http://repository.lppm.unila.ac.id/id/file/100330'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23929', 'rev_number': 1, 'eprintid': 10924, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/10924,public,TRUE,article,['FT7'],Advanced Materials Research.,"[{'name': {'lineage': None, 'family': 'Sukrnana', 'honourific': None, 'given': 'lrza'}}]",disk0/00/01/09/24,1662-8985,"Trans Tech Publications, Switzerland",['unila'],,,,,,,,,,,,,,,,,,
82,2023-04-08 13:25:22,archive,['TJ'],"Inventories of oil palm empty fruit bunches palm (EFBP) at oil palm factories are very abundant. This will be a problem if the handling is not serious. Utilization of EFBP fiber as a technical material is one effort that can be done in order to help reduce the problem of EFBP waste in palm oil mill. EFBP fibers as the substance of fibrous cement board aims to reduce to the weight of the material without lowering its strength. The method of making fibrous cement board by mixing EFBP fiber into dough with 12% marble powder ratio, 10% CaCO3 powder and EFBP fiber volume and portland cement are varied. The addition of EFBP fibers as much as 16% of the total volume can decrease the weight by 15.2%. The results showed that the cement board based on EFBP fibers under optimum conditions has a tensile strength of 1.58 Mpa, density (ρ) of 1519 k g / cm3 and bending strength of 2.61 MPa. Thus, the addition of EFBP fiber to the production of cement board has the potential to be mass produced.",Similarity : PENAMBAHAN SERAT TANDAN KOSONG KELAPA SAWIT (TKKS) DALAM RANGKA MEREDUKSI BERAT KOMPOSIT PAPAN SEMEN,7,show,49836,2023-04-08 13:25:22,869,2023-04-08 13:25:22,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 49836, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189479', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/539694', 'objectid': 189479, 'filesize': 480209, 'datasetid': 'document', 'filename': 'similarity_tarkono_Rotor_2017.pdf', 'hash': '55c305a91c4f0f1cc258a6e08ccc516b', 'mtime': '2023-04-07 04:23:09', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 539694}], 'docid': 189479, 'main': 'similarity_tarkono_Rotor_2017.pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/49836,public,,other,['FT7'],,"[{'name': {'given': 'Tarkono', 'lineage': None, 'honourific': None, 'family': 'Tarkono'}, 'id': 'tarkono.1970@eng.unila.ac.id'}, {'id': 'hadi.ali@eng.unila.ac.id', 'name': {'given': 'HA', 'family': 'Hadi Ali', 'honourific': None, 'lineage': None}}]",disk0_bak/00/04/98/36,,Jurnal Rotor,"['Jurusan Teknik Mesin Fakultas Teknik Universitas Lampung', 'Jurusan Teknik Sipil Fakultas Teknik Universits Lampung']",,,https://jurnal.unej.ac.id/index.php/RTR/issue/view/654,,,Universitas Jember,,,https://doi.org/10.19184/rotor.v10i2.5761,,,,,,,,,
83,2023-04-08 13:25:53,archive,['TJ'],"The amount of damage that occurs in various cases of fractures in the bone, both accidents and other events is increasing, it is necessary to have materials which are natural or artificial that can interact with the body system with the aim of repairing, restoring and replacing damaged tissue or as a network connector. body. The use of magnesium as a biodegradable stent material is also based on a fixed tissue structure which is an important element in the body's organs, magnesium is also considered a non-carcinogenic element. The results of the implantation of the stent material that the mechanical properties of the material can survive during the implantation process without showing failure. The parameters used in this research, The sample used is a material that has been squeezed through the squeeze casting process with each pressure variation of 250 MPa, 350 MPa, 500 MPa and 550 MPa at a temperature of 4000C for a pressing time of 1 minute, with a holding time of 5 minutes and argon gas pressure of 1 bar. . In this study it can be concluded that the variation of pressure greatly affects the results of the level of hardness. In this test, it can be seen that the higher the pressure, the greater the hardness value. The highest value is found at a pressure of 550 MPa at 51 HRV, and the highest maximum stress value is 128.26 MPa, this value is close to the tensile strength of the mechanical properties of the cortical and concelues bone. with a holding time of 5 minutes and argon gas pressure of 1 bar. In this study it can be concluded that the variation of pressure greatly affects the results of the level of hardness. In this test, it can be seen that the higher the pressure, the greater the hardness value. The highest value is found at a pressure of 550 MPa at 51 HRV, and the highest maximum stress value is 128.26 MPa, this value is close to the tensile strength of the mechanical properties of the cortical and concelues bone. with a holding time of 5 minutes and argon gas pressure of 1 bar. In this study it can be concluded that the variation of pressure greatly affects the results of the level of hardness. In this test, it can be seen that the higher the pressure, the greater the hardness value. The highest value is found at a pressure of 550 MPa at 51 HRV, and the highest maximum stress value is 128.26 MPa, this value is close to the tensile strength of the mechanical properties of the cortical and concelues bone.",Similarity : Effect of Squeeze Casting on Mechanical and Microstructure Properties of Magnesium Alloy AZ31,9,show,49846,2023-04-08 13:25:53,869,2023-04-08 13:25:53,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/189491', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/539766', 'objectid': 189491, 'filesize': 649938, 'datasetid': 'document', 'mtime': '2023-04-07 06:00:30', 'hash_type': 'MD5', 'filename': 'similarity_tarkono_Avia_2022.pdf', 'hash': '8738ccdc50bf0fec35918bddc07e6928', 'fileid': 539766, 'mime_type': 'application/pdf'}], 'docid': 189491, 'main': 'similarity_tarkono_Avia_2022.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 49846}]",http://repository.lppm.unila.ac.id/id/eprint/49846,public,,other,['FT7'],,"[{'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Tri C Wahyudi', 'given': 'TCW'}}, {'name': {'given': 'Tarkono', 'family': 'Tarkono', 'honourific': None, 'lineage': None}, 'id': 'tarkono.1970@eng.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Irza', 'given': 'Sukmana'}, 'id': 'irza.sukmana@eng.unila.ac.id'}, {'name': {'given': 'FI', 'lineage': None, 'honourific': None, 'family': 'Fauzi Ibrahim'}, 'id': None}, {'name': {'given': 'Burhanuddin', 'honourific': None, 'family': 'Yanuar', 'lineage': None}, 'id': 'yanuar.burhanuddin@eng.unila.ac.id'}, {'name': {'given': 'FMN', 'lineage': None, 'honourific': None, 'family': 'Fethma M Nor'}, 'id': None}]",disk0_bak/00/04/98/46,,AVIA  International Journal of  Aviation Science and Engineering,"['Department of Mechanical Engineering, University of Muhammadiyah Metro, Jl. Ki Hajar Dwantara 38 Banjarrejo, Metro 34124, Indonesia', 'Department of Mechanical Engineering, Faculty of Engineering, Universitas Lampung, Gedung H – 2 nd floor, Jl. Prof. Soemantri Brojonegoro No. 1, Bandar Lampung 35143, Indonesia', 'Department of Mechanical Engineering, Faculty of Engineering, Universitas Lampung, Gedung H – 2 nd floor, Jl. Prof. Soemantri Brojonegoro No. 1, Bandar Lampung 35143, Indonesia', 'Department of Mechanical Engineering, Faculty of Engineering, Universitas Lampung, Gedung H – 2 nd floor, Jl. Prof. Soemantri Brojonegoro No. 1, Bandar Lampung 35143, Indonesia', 'Department of Mechanical Engineering, Faculty of Engineering, Universitas Malahayati, Jl. Pramuka No. 27, Bandar Lampung 35153, Indonesia', 'School of Design, Universiti Teknologi Brunei, Gadong BE1410, Brunei Darussalam']",,,https://avia.ftmd.itb.ac.id/index.php/jav/issue/view/6,,published,Institut Teknologi Bandung,,,https://doi.org/10.47355/avia.v4i1.66,,,,,,,,,
84,2017-11-16 07:12:11,archive,['TJ'],"Di kabupaten Pringsewu, industri makanan olahan berbahan dasar singkong, kedelai dan jagung merupakan produk andalan industri rumah tangga, yang menjadi sumber utama produksi untuk oleh-oleh khas Lampung. Salah satu industri terbanyaknya yaitu industri kerupuk lempit. Usaha produksi kerupuk lempit merupakan sumber penghasilan utama. Tungku penggoreng kerupuk lempit masyarakat masih konvensional karena dibuat dari bata-tanah liat dengan masa usia pakai yang pendek. Hal ini disebabkan oleh panas yang berasal dari hasil pembakaran solar atau kayu bakar yang menyebabkan dinding tungku mudah retak dan pecah. Oleh karena itu, modifikasi dan desain ulang tungku yang berbahan dasar bata tahan api perlu dibuat kembali untuk mengatasi permasalahan tersebut. Selain itu untuk mengoptimalkan panas semburan api berasal dari kompor kupu-kupu berbahan bakar solar dilakukan. Dari hasil pengukuran sudut semburan api 65 diperoleh temperatur ruang bakar utama lebih besar sekitar 110 C dibandingkan sudut semburan api 75. Sedangkan temperatur ruang bakar suplai lebih rendah 88 C. Dengan demikian, kondisi temperatur pada ruang bakar utama dan ruang bakar suplai sangat tepat untuk penggorengan kerupuk lempit dimana ruang bakar utama untuk penggorengan utama hasil kerupuk lempit dan ruang bakar suplai hanya bertujuan untuk pemanasan awal bahan dasar kerupuk sebelum menjadi kerupuk lempit. Untuk mendidihkan air hingga 98,5 oC tungku masyarakat memerlukan waktu 17,1 menit, sedangkan tungku bata tahan api selama 13,6 menit.",Modifikasi Tungku Penggorengan Kerupuk Lempit Melalui Rancang Bangun Tungku dan Arah Semburan Api,7,show,4571,2017-11-16 07:12:11,943,2017-11-16 07:12:11,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 4571, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17477', 'main': 'Herry Wardono Prosiding Seminar Nasional Darmajaya 2017 uploaded.pdf', 'docid': 17477, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/45020', 'objectid': 17477, 'mtime': '2017-11-03 16:27:05', 'hash_type': 'MD5', 'filename': 'Herry Wardono Prosiding Seminar Nasional Darmajaya 2017 uploaded.pdf', 'hash': '15c1ef1c8d04613e215668948673a4d7', 'fileid': 45020, 'mime_type': 'application/pdf', 'filesize': 2093184, 'datasetid': 'document'}]}]",http://repository.lppm.unila.ac.id/id/eprint/4571,public,TRUE,conference_item,['FT7'],,"[{'name': {'given': 'Herry', 'family': 'Wardono', 'honourific': None, 'lineage': None}, 'id': 'herryw22@gmail.com'}, {'id': 'mbruddin@eng.unila.ac.id', 'name': {'given': 'Mohammad', 'lineage': None, 'honourific': None, 'family': 'Badaruddin'}}, {'id': 'simparmin@gmail.com', 'name': {'lineage': None, 'family': 'Ginting', 'honourific': None, 'given': 'Simparmin'}}]",disk0/00/00/45/71,,,,,,https://jurnal.darmajaya.ac.id/index.php/PSND,,published,,,86-94,,herryw22@gmail.com,,Hotel Emersia Bandar Lampung,Seminar Nasional Darmajaya,conference,25 Oktober 2017,paper,,
