,ispublished,contributors,documents,uri,full_text_status,refereed,corp_creators,lastmod,userid,datestamp,publication,creators,dir,type,divisions,title,rev_number,metadata_visibility,status_changed,eprint_status,subjects,abstract,eprintid,official_url,issn,publisher,place_of_pub,contact_email,referencetext,volume,date_type,output_media,related_url,funders,event_title,event_location,event_dates,event_type,pres_type,number,projects
25,submitted,,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/414113', 'objectid': 156438, 'filesize': 1426614, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-11-08 11:50:17', 'filename': 'Komunikasi Interaktif 3d Visual Arsitektur berbasis Web di Era Revolusi Industri 4.0.pdf', 'hash': 'd7824c6b948aeccb98fd57a9673642e7', 'fileid': 414113, 'mime_type': 'application/pdf'}], 'docid': 156438, 'main': 'Komunikasi Interaktif 3d Visual Arsitektur berbasis Web di Era Revolusi Industri 4.0.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156438', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 35482, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/35482,public,FALSE,,2021-11-09 01:15:07,72,2021-11-09 01:15:07,Prosiding SINTA (2021),"[{'name': {'given': 'PANJI', 'honourific': None, 'family': 'KURNIAWAN', 'lineage': None}, 'id': 'panji.kurniawan@eng.unila.ac.id'}, {'id': 'agungcnugroho@yahoo.com', 'name': {'family': 'Agung Nugroho', 'honourific': None, 'lineage': None, 'given': 'Agung'}}, {'id': 'kelik.hendro@eng.unila.ac.id', 'name': {'lineage': None, 'family': 'Hendro', 'honourific': None, 'given': 'kelik'}}]",disk0/00/03/54/82,article,['FT9'],Komunikasi Interaktif 3d Visual Arsitektur berbasis Web di Era Revolusi Industri 4.0,13,show,2021-11-09 01:15:07,archive,['NA'],"Di era Revolusi Industri (RI) 4.0, teknologi komunikasi arsitektur saat ini mengalami perkembangan yang sangat pesat. Teknologi menjadi alat yang mampu membantu arsitek dalam berkarya dan berkomunikasi. Penelitian ini bertujuan untuk mengetahui keefektifan metode komunikasi arsitektur menggunakan sebuah link yang disematkan pada media online ataupun media sosial. Metode penelitian ini yaitu simulasi komunikasi interaktif dengan memanfaatkan teknologi 3d visual yang diseting menggunakan software dan kemudian diunggah ke database sebuah website. Pengguna atau klien dapat melihat sebuah objek 3d arsitektur dari berbagai titik yang sudah ditentukan, tanpa menginstal software 3d Arsitektur tertentu. Cukup dengan menggunakan komputer atau smartphone yang berbasis Ios ataupun Android dan tanpa menggunakan object tracking ataupun sejenisnya untuk mengaktifkan komunikasi, karena sudah berbasis web maka dapat dengan mudah diakses dimanapun dan kapanpun selama pengguna memiliki link.",35482,,,,,,,,,,,['DIPA FT'],,,,,,,
26,pub,,"[{'eprintid': 44850, 'placement': 1, 'security': 'public', 'language': 'id', 'mime_type': 'application/pdf', 'content': 'published', 'docid': 166756, 'main': 'Bantuan Teknis Desain dan 3d Visual Renovasi Masjid Osman Hosen Pondok Pesantren Putra-Puteri Perkemas Dusun Sidorejo, Desa Branti Raya, Kecamatan Natar, Lampung Selatan.pdf', 'files': [{'filesize': 1942682, 'datasetid': 'document', 'mtime': '2022-09-08 22:58:11', 'hash_type': 'MD5', 'hash': '9b075fbd05bd1a8bb5554edad663fee4', 'filename': 'Bantuan Teknis Desain dan 3d Visual Renovasi Masjid Osman Hosen Pondok Pesantren Putra-Puteri Perkemas Dusun Sidorejo, Desa Branti Raya, Kecamatan Natar, Lampung Selatan.pdf', 'fileid': 484078, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/484078', 'objectid': 166756}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/166756', 'rev_number': 2}]",http://repository.lppm.unila.ac.id/id/eprint/44850,public,TRUE,,2022-09-09 00:57:19,72,2022-09-09 00:57:19,Senapati Universitas Lampung,"[{'name': {'family': 'KURNIAWAN', 'honourific': None, 'lineage': None, 'given': 'PANJI'}, 'id': 'panji.kurniawan@eng.unila.ac.id'}, {'id': 'nandang.1957@eng.unila.ac.id', 'name': {'family': 'Nandang', 'honourific': None, 'lineage': None, 'given': 'Nandang'}}, {'id': None, 'name': {'honourific': None, 'family': 'Yuda Wibawa', 'lineage': None, 'given': 'Shubhi'}}, {'name': {'given': 'Dona', 'lineage': None, 'family': 'Jhonnata', 'honourific': None}, 'id': 'donajhonnata2mail@gmail.com'}]",disk0/00/04/48/50,article,['FT9'],"Bantuan Teknis Desain dan 3d Visual Renovasi Masjid Osman Hosen Pondok Pesantren Putra-Puteri Perkemas Dusun Sidorejo, Desa Branti Raya, Kecamatan Natar, Lampung Selatan",7,show,2022-09-09 00:57:19,archive,['NA'],"Pembangunan diberbagai bidang terus berkembang saat ini. Peningkatan terhadap kualitas hidup, tidak hanya tidak hanya di tandai dengan meningkatnya kesejahteraan, namun juga pada konteks hubungan dengan sang maha pencipta, Allah SWT. Hubungan komunikasi antara mahluk dan tuhannya di wadahi pada bentuk fisik tertentu. Misalnya yang dilakukan pada pengabdian kali ini yaitu Rencana Renovasi Masjid Osman Hosen yang berada di kompleks Pesantren Putra-Puteri Perkemas dusun Sidorejo, desa Branti Raya, Kecamatan Natar, Lampung Selatan.
Dalam Rencana Renovasi dari Masjid ini membutuhkan pendanaan yang cukup besar mengingat luasannya yang terbilang besar. Oleh sebab itu diperlukan sebuah konsep pembangunan yang terencana dan membutuhkan urun saran dari berbagai pihak. Langkah awal yang dapat di lakukan adalah dengan menginformasikan tentang rencana tersebut dalam sebuah gambar simulasi yang akan di gunakan dalam Proposal Pembangunan. Dari sisi disiplin ilmu yang kami coba berikan bantuan adalah simulasi 3D bangunan Masjid Osman Hosen sebagai langkah awal yang akan menggambarkan bentuk fisik jika bangunan tersebut telah terbangun di kemudian hari.",44850,,2685-0427,FT Universitas Lampung,,,,,,,,,,,,,,,
27,submitted,,"[{'eprintid': 36712, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 157627, 'main': 'SNIP_2021_Panji Kurniawan.pdf', 'files': [{'objectid': 157627, 'uri': 'http://repository.lppm.unila.ac.id/id/file/422619', 'datasetid': 'document', 'filesize': 900216, 'fileid': 422619, 'mime_type': 'application/pdf', 'mtime': '2021-11-13 18:41:40', 'hash_type': 'MD5', 'filename': 'SNIP_2021_Panji Kurniawan.pdf', 'hash': 'f54863efc1757d3f8a4097bfdb97ee8c'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/157627', 'rev_number': 1}]",http://repository.lppm.unila.ac.id/id/eprint/36712,public,FALSE,,2021-11-14 02:08:04,72,2021-11-14 02:08:04,,"[{'id': 'panji.kurniawan@eng.unila.ac.id', 'name': {'given': 'PANJI', 'family': 'KURNIAWAN', 'honourific': None, 'lineage': None}}, {'id': 'sulisnovita@gmail.com', 'name': {'given': 'Sulis', 'lineage': None, 'honourific': None, 'family': 'Novita'}}]",disk0/00/03/67/12,conference_item,['FT9'],"Pengembangan landmark kota terhadap landuse, Kabupaten Pringsewu.",8,show,2021-11-14 02:08:04,archive,['NA'],"Landmark menjadi salah satu elemen pembentuk struktur kota yang sangat mudah diingat oleh siapapun. Kontras dengan area sekitar baik dari dimensi, posisi bahkan nilai filosofis yang dikandungnya. Tugu Bambu yang berdiri di atas sebuah lahan dengan fungsi komersial yang lahir dalam wujud Rest Area menjadi sangat signifikan kehadirannya terlebih lokasi ini dilalui oleh akses utama yang statusnya adalah Jalan Nasional. Oleh karena itu sangat mudah mengenal area ini sebagai sebuah identitas dari Kabupaten Pringsewu. Area ini menjadi sangat unik mengingat landuse di area ini memiliki kecenderungan aktifitas yang apabila tidak memiliki regulasi yang baik, maka akan memiliki dampak yang kontraproduktif. Dominasi persawahan yang berada di sekelilingnya menjadi sesuatu yang harus tetap dijaga mengingat salah satu yang menjadi identitas Kabupaten ini juga, dan bahkan menjadi salah satu regulasi yang telah di perdakan dalam aturan konversi lahan di lokasi ini.",36712,,,,,,,,,,,,Seminar Nasional Insinyur Profesional (SNIP) 2021,Bandar Lampung,September 2021,conference,paper,,
28,submitted,,"[{'main': 'Bantuan Teknis Pra-Desain Renovasi Mushalla At- Taqwa, Dusun Adimulyo, Kampung Adijaya, Kecamatan Terbanggi Besar, Kab. Lampung Tengah..pdf', 'docid': 156444, 'files': [{'objectid': 156444, 'uri': 'http://repository.lppm.unila.ac.id/id/file/414153', 'mime_type': 'application/pdf', 'fileid': 414153, 'hash': 'ea804d75eca353adcf41784bb4c73895', 'filename': 'Bantuan Teknis Pra-Desain Renovasi Mushalla At- Taqwa, Dusun Adimulyo, Kampung Adijaya, Kecamatan Terbanggi Besar, Kab. Lampung Tengah..pdf', 'mtime': '2021-11-08 12:58:22', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 922493}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156444', 'eprintid': 35561, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/35561,public,FALSE,,2021-11-09 01:15:28,72,2021-11-09 01:15:28,PROSIDING SENAPATI SEMINAR NASIONAL PENGABDIAN KEPADA MASYARAKAT TEKNOLOGI DAN INOVASI (SENAPATI) 2021,"[{'id': 'panji.kurniawan@eng.unila.ac.id', 'name': {'given': 'PANJI', 'lineage': None, 'honourific': None, 'family': 'KURNIAWAN'}}, {'name': {'given': 'Agung Cahyo', 'family': 'Nugroho', 'honourific': None, 'lineage': None}, 'id': 'agung.cahyo@eng.unila.ac.id'}, {'name': {'family': 'Dini Hardila', 'honourific': None, 'lineage': None, 'given': 'Dini'}, 'id': 'dinihd90@gmail.com'}, {'name': {'lineage': None, 'family': 'Ifadianto', 'honourific': None, 'given': 'Nugroho'}, 'id': 'nug.ifadianto@gmail.com'}]",disk0/00/03/55/61,article,['FT9'],"Bantuan Teknis Pra-Desain Renovasi Mushalla At- Taqwa, Dusun Adimulyo, Kampung Adijaya, Kecamatan Terbanggi Besar, Kab. Lampung Tengah.",9,show,2021-11-09 01:15:28,archive,['NA'],"Pembangunan diberbagai bidang terus berkembang saat ini. Peningkatan terhadap kualitas hidup, tidak hanya tidak hanya di tandai dengan meningkatnya kesejahteraan, namun juga pada konteks hubungan dengan sang maha pencipta, Allah SWT. Hubungan komunikasi antara mahluk dan tuhannya di wadahi pada bentuk fisik tertentu. Misalnya yang dilakukan pada pengabdian kali ini yaitu Rencana Renovasi Mushalla At-Taqwa yang berada di dusun Sidomulyo, kampung Adijaya, Kecamatan Terbanggi Besar, Lampung Tengah dengan cara membuat gambar pra desain mushalla At-Taqwa yang ditujukan untuk membantu masyarakat yang berada di sekitar Mushalla At- Taqwa, agar dapat memperkirakan kebutuhan ruang, tata letak ruang, letak sarana pendukung Mushalla dalam sebuah bentuk kegiatan Renovasi. Hal ini menjadi penting karena kondisi eksisting Mushalla ini sudah memerlukan perawatan atau bahkan penggantian bangunan. Dengan adanya gambar desain ini diharapkan akan dapat membantu pihak kepanitiaan dalam proses pelaksanaan pembangunan, penyebaran informasi, hingga dapat menjadi bahan untuk pembuatan proposal dalam menggalang dana dari donatur pembangunan.",35561,,,Fakultas Teknik Unila,,,,,,,,,,,,,,,
29,pub,,"[{'security': 'public', 'placement': 1, 'eprintid': 44817, 'content': 'published', 'mime_type': 'application/pdf', 'language': 'id', 'files': [{'filesize': 491944, 'datasetid': 'document', 'filename': '34-Artikel_Manuskrip-101-1-10-20220428.pdf', 'hash': '915322ac6e44682ad13d65226527dc56', 'hash_type': 'MD5', 'mtime': '2022-09-07 00:58:54', 'mime_type': 'application/pdf', 'fileid': 483815, 'uri': 'http://repository.lppm.unila.ac.id/id/file/483815', 'objectid': 166715}], 'main': '34-Artikel_Manuskrip-101-1-10-20220428.pdf', 'docid': 166715, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166715', 'format': 'text', 'pos': 1}]",http://repository.lppm.unila.ac.id/id/eprint/44817,public,TRUE,,2022-09-07 01:27:38,72,2022-09-07 01:27:38,Nemui Nyimah: Jurnal Pengabdian kepada Masyarakat,"[{'name': {'given': 'PANJI', 'lineage': None, 'honourific': None, 'family': 'KURNIAWAN'}, 'id': 'panji.kurniawan@eng.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Nugroho', 'given': 'Agung Cahyo'}, 'id': 'agung.cahyo@eng.unila.ac.id'}, {'id': 'dinihd90@gmail.com', 'name': {'given': 'Dini', 'lineage': None, 'honourific': None, 'family': 'Hardilla'}}]",disk0/00/04/48/17,article,['FT9'],"Bantuan Teknis Pra Desain Renovasi Mushalla At-Taqwa Dusun Adimulyo, Kampung Adijaya Kecamatan Terbanggi Besar, Kabupaten Lampung Tengah",7,show,2022-09-07 01:27:38,archive,['NA'],"Pembangunan  diberbagai  bidang  terus  berkembang  saat  ini.  Peningkatan  terhadap kualitas  hidup,  tidak  hanya  tidak  hanya  di  tandai  dengan  meningkatnya kesejahteraan,  namun juga  pada  konteks  hubungan  dengan  sang  maha  pencipta,  Allah  SWT.  Hubungan  komunikasi antara mahluk dan tuhannya di wadahi pada bentuk fisik tertentu. Misalnya yang dilakukan pada pengabdian  kali  ini  yaitu  Rencana  Renovasi  Mushalla  At-Taqwa  yang  berada  di  dusun Sidomulyo,  kampung  Adijaya,  Kecamatan  Terbanggi  Besar,  Lampung  Tengah  dengan  cara membuat  gambar  pra  desain  mushalla  At-Taqwa  yang  ditujukan  untuk  membantu  masyarakat yang berada  di sekitar Mushalla  At-Taqwa, agar dapat  memperkirakan  kebutuhan ruang, tata letak ruang, letak sarana pendukung Mushalla dalam sebuah bentuk kegiatan Renovasi. Hal ini menjadi penting karena kondisi eksisting Mushalla ini sudah memerlukan perawatan atau bahkan penggantian  bangunan.  Dengan  adanya  gambar  desain  ini  diharapkan  akan  dapat  membantu pihak kepanitiaan dalam proses pelaksanaan pembangunan, penyebaran informasi, hingga dapat menjadi bahan untuk pembuatan proposal dalam menggalang dana dari donatur pembangunan.",44817,,2808-0904,FT Universitas Lampung,,,,,,,,,,,,,,,
30,pub,,"[{'eprintid': 46918, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 185858, 'main': '09. Nilai Resiliensi YK City Branding.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2022-11-26 06:09:31', 'hash': 'bdff1d7d21beb72f43bba96b7c136fae', 'filename': '09. Nilai Resiliensi YK City Branding.pdf', 'fileid': 516039, 'mime_type': 'application/pdf', 'filesize': 490584, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/516039', 'objectid': 185858}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185858'}]",http://repository.lppm.unila.ac.id/id/eprint/46918,public,,,2022-11-28 02:13:54,1175,2022-11-28 02:13:54,,"[{'name': {'given': 'Yunita', 'family': 'Kesuma', 'honourific': None, 'lineage': None}, 'id': 'yunitakesuma@eng.unila.ac.id'}]",disk0/00/04/69/18,other,['FT9'],"Penilaian Peer Review: A City Branding Framework in Regional Development Planning: The Case Study of Pringsewu Regency, Lampung Province, Indonesia",7,show,2022-11-28 02:13:54,archive,['NA'],,46918,,,Fakultas Teknik Universitas Lampung,,,,,,,,,,,,,,,
31,pub,,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185861', 'docid': 185861, 'main': '12. Nilai Resiliensi YK KDP.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2022-11-26 06:14:12', 'filename': '12. Nilai Resiliensi YK KDP.pdf', 'hash': '867a412f3546d43ba7c0f8eff457c3dc', 'fileid': 516060, 'mime_type': 'application/pdf', 'filesize': 463922, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/516060', 'objectid': 185861}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 46921, 'placement': 1, 'security': 'public'}]",http://repository.lppm.unila.ac.id/id/eprint/46921,public,,,2022-11-28 02:14:00,1175,2022-11-28 02:14:00,,"[{'id': 'yunitakesuma@eng.unila.ac.id', 'name': {'given': 'Yunita', 'family': 'Kesuma', 'honourific': None, 'lineage': None}}]",disk0/00/04/69/21,other,['FT9'],Penilaian Peer Review: Arahan Pemanfaatan KDP Kantor Bahasa Provinsi Lampung Berdasarkan Aspek Arsitektural,7,show,2022-11-28 02:14:00,archive,['NA'],,46921,,,Fakultas Teknik Universitas Lampung,,,,,,,,,,,,,,,
32,pub,,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185862', 'pos': 1, 'format': 'text', 'files': [{'objectid': 185862, 'uri': 'http://repository.lppm.unila.ac.id/id/file/516067', 'mime_type': 'application/pdf', 'fileid': 516067, 'filename': '13. Nilai Resiliensi YK Gambar Eksisting Masjid.pdf', 'hash': '49651429e87a2c435b0e5c98fc7442be', 'mtime': '2022-11-26 06:15:59', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 472114}], 'main': '13. Nilai Resiliensi YK Gambar Eksisting Masjid.pdf', 'docid': 185862, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 46922}]",http://repository.lppm.unila.ac.id/id/eprint/46922,public,,,2022-11-28 02:14:01,1175,2022-11-28 02:14:01,,"[{'id': 'yunitakesuma@eng.unila.ac.id', 'name': {'given': 'Yunita', 'honourific': None, 'family': 'Kesuma', 'lineage': None}}]",disk0/00/04/69/22,other,['FT9'],Penilaian Peer Review: Bantuan Teknis Gambar Eksisting Bangunan Untuk Pengembangan Masjid Jami’ Al Mujahidien Metro Timur,7,show,2022-11-28 02:14:01,archive,['NA'],,46922,,,Fakultas Teknik Universitas Lampung,,,,,,,,,,,,,,,
33,pub,,"[{'docid': 185860, 'main': '11. Nilai Resiliensi YK Pelestarian SDGs.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/516053', 'objectid': 185860, 'hash': '1a11623e7009155947da89259f50271d', 'filename': '11. Nilai Resiliensi YK Pelestarian SDGs.pdf', 'mtime': '2022-11-26 06:12:43', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 516053, 'filesize': 467584, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185860', 'eprintid': 46920, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/46920,public,,,2022-11-28 02:13:58,1175,2022-11-28 02:13:58,,"[{'id': 'yunitakesuma@eng.unila.ac.id', 'name': {'family': 'Kesuma', 'honourific': None, 'lineage': None, 'given': 'Yunita'}}]",disk0/00/04/69/20,other,['FT9'],Penilaian Peer Review: Pelestarian bangunan arsitektur mendukung tujuan pembangunan berkelanjutan (SDGs) di Pekon Kenali kabupaten Lampung Barat,7,show,2022-11-28 02:13:58,archive,['NA'],,46920,,,Fakultas Teknik Universitas Lampung,,,,,,,,,,,,,,,
34,pub,,"[{'eprintid': 46925, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 185865, 'main': '16. Nilai Resiliensi YK Agrowidyawisata.pdf', 'files': [{'hash': 'b8918a9a13feb34c6cec2620750f6bc9', 'filename': '16. Nilai Resiliensi YK Agrowidyawisata.pdf', 'hash_type': 'MD5', 'mtime': '2022-11-26 06:23:21', 'mime_type': 'application/pdf', 'fileid': 516088, 'filesize': 475721, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/516088', 'objectid': 185865}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185865', 'rev_number': 1}]",http://repository.lppm.unila.ac.id/id/eprint/46925,public,,,2022-11-28 02:14:08,1175,2022-11-28 02:14:08,,"[{'name': {'given': 'Yunita', 'lineage': None, 'family': 'Kesuma', 'honourific': None}, 'id': 'yunitakesuma@eng.unila.ac.id'}]",disk0/00/04/69/25,other,['FT9'],Penilaian Peer Review: Pemampudayaan Masyarakat Agrowidyawisata Rajabasa Jaya Menuju Kampung Kreatif,7,show,2022-11-28 02:14:08,archive,['NA'],,46925,,,Fakultas Teknik Universitas Lampung,,,,,,,,,,,,,,,
35,pub,,"[{'eprintid': 46923, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': '14. Nilai Resiliensi YK Tanggap Bencana Pesawaran.pdf', 'docid': 185863, 'files': [{'objectid': 185863, 'uri': 'http://repository.lppm.unila.ac.id/id/file/516074', 'datasetid': 'document', 'filesize': 477749, 'fileid': 516074, 'mime_type': 'application/pdf', 'mtime': '2022-11-26 06:17:38', 'hash_type': 'MD5', 'hash': 'fc8ec171d7e5cb5ce35c46cd889d79ec', 'filename': '14. Nilai Resiliensi YK Tanggap Bencana Pesawaran.pdf'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/185863', 'rev_number': 1}]",http://repository.lppm.unila.ac.id/id/eprint/46923,public,,,2022-11-28 02:14:03,1175,2022-11-28 02:14:03,,"[{'id': 'yunitakesuma@eng.unila.ac.id', 'name': {'lineage': None, 'family': 'Kesuma', 'honourific': None, 'given': 'Yunita'}}]",disk0/00/04/69/23,other,['FT9'],Penilaian Peer Review: Pendampingan Masyarakat Tanggap Bencana di Kawasan Pariwisata Teluk Lampung Kabupaten Pesawaran.,7,show,2022-11-28 02:14:03,archive,['NA'],,46923,,,Fakultas Teknik Universitas Lampung,,,,,,,,,,,,,,,
36,pub,,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185864', 'docid': 185864, 'main': '15. Nilai Resiliensi YK Limbah Ampas Bambu.pdf', 'files': [{'objectid': 185864, 'uri': 'http://repository.lppm.unila.ac.id/id/file/516081', 'datasetid': 'document', 'filesize': 480758, 'fileid': 516081, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-11-26 06:21:04', 'filename': '15. Nilai Resiliensi YK Limbah Ampas Bambu.pdf', 'hash': 'a12af2459319c459e2c780173b1ca41b'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 46924, 'placement': 1, 'security': 'public'}]",http://repository.lppm.unila.ac.id/id/eprint/46924,public,,,2022-11-28 02:14:06,1175,2022-11-28 02:14:06,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Kesuma', 'given': 'Yunita'}, 'id': 'yunitakesuma@eng.unila.ac.id'}]",disk0/00/04/69/24,other,['FT9'],Penilaian Peer Review: Pengelolaan Limbah Ampas Bambu Sebagai Media Tanaman Di Desa Talang Mulya Kecamatan Teluk Pandan Kabupaten Pesawaran,7,show,2022-11-28 02:14:06,archive,['NA'],,46924,,,Fakultas Teknik Universitas Lampung,,,,,,,,,,,,,,,
37,pub,,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 46902, 'security': 'public', 'placement': 2, 'format': 'other', 'pos': 2, 'formatdesc': 'Nilai Resiliensi_Peer Review 02', 'rev_number': 4, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185842', 'main': '02. Nilai Resiliensi YK Losari_Perubahan Fungsi.pdf', 'docid': 185842, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/515939', 'objectid': 185842, 'filesize': 770031, 'datasetid': 'document', 'filename': '02. Nilai Resiliensi YK Losari_Perubahan Fungsi.pdf', 'hash': '985f7c1d0b85ddd3c390baa218da916d', 'hash_type': 'MD5', 'mtime': '2022-11-26 03:46:38', 'mime_type': 'application/pdf', 'fileid': 515939}]}]",http://repository.lppm.unila.ac.id/id/eprint/46902,public,,,2022-11-28 02:13:30,1175,2022-11-28 02:13:30,,"[{'name': {'given': 'Yunita', 'family': 'Kesuma', 'honourific': None, 'lineage': None}, 'id': 'yunitakesuma@eng.unila.ac.id'}]",disk0/00/04/69/02,other,['FT9'],"Penilaian Peer Review: Perubahan Fungsi Bangunan dan Pengaruhnya Terhadap Karakteristik Enclosure Ruang Jalan Studi Kasus Jl. Jend. Nasution, Kota Metro",14,show,2022-11-28 02:13:30,archive,['NA'],,46902,,,FAKULTAS TEKNIK UNIVERSITAS MUSLIM INDONESIA,,,,,,,,,,,,,,,
38,pub,,"[{'files': [{'objectid': 185856, 'uri': 'http://repository.lppm.unila.ac.id/id/file/516025', 'datasetid': 'document', 'filesize': 487526, 'mime_type': 'application/pdf', 'fileid': 516025, 'hash': '6f67bacbc4444bc80efb6ee815b6bd59', 'filename': '07. Nilai Resiliensi YK Pola Permukiman Pesisir.pdf', 'hash_type': 'MD5', 'mtime': '2022-11-26 06:05:47'}], 'docid': 185856, 'main': '07. Nilai Resiliensi YK Pola Permukiman Pesisir.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185856', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 46916, 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/46916,public,,,2022-11-28 02:13:49,1175,2022-11-28 02:13:49,,"[{'id': 'yunitakesuma@eng.unila.ac.id', 'name': {'family': 'Kesuma', 'honourific': None, 'lineage': None, 'given': 'Yunita'}}]",disk0/00/04/69/16,other,['FT9'],"Penilaian Peer Review: Pola Permukiman Kawasan Pesisir Berketahanan Bencana Studi Kasus Teluk Betung Timur, Kota Bandar Lampung",7,show,2022-11-28 02:13:49,archive,['NA'],,46916,,,Fakultas Teknik Universitas Lampung,,,,,,,,,,,,,,,
39,pub,,"[{'eprintid': 46919, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 185859, 'main': '10. Nilai Resiliensi YK Simulasi Lumion.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/516046', 'objectid': 185859, 'hash_type': 'MD5', 'mtime': '2022-11-26 06:10:58', 'hash': 'be4abf809cd7fe6d9e7e5267d5b0102f', 'filename': '10. Nilai Resiliensi YK Simulasi Lumion.pdf', 'fileid': 516046, 'mime_type': 'application/pdf', 'filesize': 479974, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185859', 'rev_number': 1}]",http://repository.lppm.unila.ac.id/id/eprint/46919,public,,,2022-11-28 02:13:56,1175,2022-11-28 02:13:56,,"[{'id': 'yunitakesuma@eng.unila.ac.id', 'name': {'family': 'Kesuma', 'honourific': None, 'lineage': None, 'given': 'Yunita'}}]",disk0/00/04/69/19,other,['FT9'],Penilaian Peer Review: Simulasi Environment Setting dalam Penyajian Objek Arsitektur Dengan Lumion dalam Pengalaman Interaksi Komunikasi Berbasis 3d Visual Di Era Ri 4.0,7,show,2022-11-28 02:13:56,archive,['NA'],,46919,,,Fakultas Teknik Universitas Lampung,,,,,,,,,,,,,,,
