,eprintid,date_type,official_url,title,rev_number,volume,metadata_visibility,status_changed,eprint_status,subjects,abstract,publication,creators,issn,date,dir,id_number,type,divisions,ispublished,number,documents,publisher,uri,full_text_status,refereed,lastmod,userid,pagerange,datestamp,patent_applicant,funders,pres_type,event_dates,event_type,event_location,event_title,contact_email,succeeds,referencetext,contributors,corp_creators,related_url,projects,keywords
21,2554,,http://ieeexplore.ieee.org/document/7905751/,"Real-time Monitoring System of Electrical Quantities
on ICT Centre Building University of Lampung
Based on Embedded Single Board Computer
BCM2835",8,,show,2017-06-02 07:47:23,archive,['TK'],"University of Lampung (Unila) as an academic
institution should provide the internet service for thousands of
users, monitoring the condition of electricity (Voltage, Current,
Power factor, Power, and Energy consumption measurement) at
ICT center building has an important role, as a part of
maintenance lifecycle to make sure the internet services running
well, system monitoring implemented in order to know the
quality of electricity supply in the system, identifying disruption
events, and to calculate the amount of electrical energy usage
periodically. In this research we made an application to monitor
the electrical quantities in real time, and shown the statistic
reports through web interface. This research was conducted on
the 3-Phase electricity network at ICT center building Unila.
Monitoring of voltage was done by using a step-down
transformator as voltage sensor, and Current Transformer SCT-
013 100A as current sensor. Energy, Power, and Power Factor
value was obtained by some of scientific calculation. Python
programming language was used to develop the application,
mainly for data acquisition and calculation that run on BCM2835
Embedded Single Board Computer. The result of this research
shown that energy consumption for each Phase was not in
balance, 1st and 2nd Phase mostly high load during working hours
only, while 3rd Phase energy consumption relatively stable at all
time, this happen because 3rd Phase connected to Data Center
which consist of several server and network equipment that
always online for 24 hours.
Keywords— 3-Phase electrical networks, embedded system,
voltage sensors, current transformer SCT-013 100A, energy
consumption, BCM2835 embedded single board computer.
I. INTRODUCTION
Nowadays, internet plays an important role for all human",,"[{'name': {'given': 'Gigih Forda', 'lineage': None, 'honourific': None, 'family': 'Nama'}, 'id': 'gigih@eng.unila.ac.id'}, {'name': {'family': 'Despa', 'honourific': None, 'lineage': None, 'given': 'Dikpride'}, 'id': 'despa@eng.unila.ac.id'}, {'name': {'given': 'Mardiana', 'family': '.', 'honourific': None, 'lineage': None}, 'id': 'mardiana@eng.unila.ac.id'}]",,2017-04-24 00:00:00.000000000,disk0/00/00/25/54,,conference_item,['FT5'],pub,,"[{'security': 'public', 'placement': 1, 'eprintid': 2554, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 2434, 'uri': 'http://repository.lppm.unila.ac.id/id/file/17633', 'datasetid': 'document', 'filesize': 1803757, 'mime_type': 'application/pdf', 'fileid': 17633, 'hash': '52025a47e99ffc1c43b4ddb899b63c93', 'filename': 'IEEE-Real TIme.pdf', 'mtime': '2017-05-31 07:47:19', 'hash_type': 'MD5'}], 'main': 'IEEE-Real TIme.pdf', 'docid': 2434, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/2434', 'format': 'text', 'pos': 1}]",,http://repository.lppm.unila.ac.id/id/eprint/2554,public,FALSE,2017-06-02 07:47:23,517,,2017-06-02 07:47:23,,,paper,28-29 Oct 2016,conference,Malang,2016 International Conference on Informatics and Computing (ICIC),,,,,,,,
22,7827,published,http://ieeexplore.ieee.org/Xplore/home.jsp,TELEMETRY AND TELE-CONTROL OF ELECTRONIC APPLIANCES FOR SMART-HOME-SYSTEM,8,,show,2018-06-26 08:08:13,archive,['TK'],"The utilization of household electronic appliances is influenced by every user’s necessities. The high demand upon the usage of electronic appliances in one house will  trigger excessive power consumption which in further level  can lead to electrical short-circuit problem  and end  with  conflagration.  This  will  put customer’s safety and comfort in danger. As the demand toward a comfortable home system rises up, technology plays great role to meet people’s need. One solution it offers is by establishing a smarthome-system. This system is aimed to help customers on controlling electronic appliances,  monitoring  the  power use  and  the  power blackout  occurrences.  The  result  of  this  implementation  will decrease  the  tendency  for  an  electrical-short-circuit  problem  to occur.",,"[{'name': {'given': 'M. Bagus', 'family': 'Nurfaif', 'honourific': None, 'lineage': None}, 'id': 'muhammad.bagus@student.unila.ac.id'}, {'name': {'given': 'Sri Ratna', 'lineage': None, 'honourific': None, 'family': 'Sulistiyanti'}, 'id': 'sr_sulistiyanti@eng.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Komarudin', 'lineage': None, 'given': 'Muhamad'}, 'id': 'komar@eng.unila.ac.id'}, {'id': 'gigih@eng.unila.ac.id', 'name': {'given': 'Gigih Forda', 'lineage': None, 'family': 'Nama', 'honourific': None}}]",,2017-10-17 00:00:00.000000000,disk0/00/00/78/27,,conference_item,['FT5'],pub,,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 7827, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/20869', 'rev_number': 1, 'docid': 20869, 'main': 'ProceedingISESD2017.pdf', 'files': [{'datasetid': 'document', 'filesize': 3523350, 'fileid': 70072, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2018-06-26 05:33:50', 'hash': 'd0fe8e6f9f996809dec07497de0f58f7', 'filename': 'ProceedingISESD2017.pdf', 'objectid': 20869, 'uri': 'http://repository.lppm.unila.ac.id/id/file/70072'}]}]",,http://repository.lppm.unila.ac.id/id/eprint/7827,public,TRUE,2018-06-26 08:08:13,586,1-6,2018-06-26 08:08:13,,"['DP2M, Directorate of Higher Education, Ministry of Education and Culture, Republic  Indonesia']",paper,17-19 October 2017,conference,"Yogyakarta, Indonesia",ISESD 2017,,,,,"['Department of Electrical Engineering, Faculty of Engineering, University of Lampung', 'Department of Electrical Engineering, Faculty of Engineering, University of Lampung', 'Department of Electrical Engineering, Faculty of Engineering, University of Lampung', 'Department of Electrical Engineering, Faculty of Engineering, University of Lampung']",,['PPUPIK 2017'],
23,6850,published,http://journal.portalgaruda.org/index.php/EECSI/article/view/1075/638,A MOVING OBJECTS DETECTION IN UNDERWATER VIDEO USING SUBTRACTION OF THE BACKGROUND MODEL,15,,show,2018-05-28 03:57:52,archive,['TK'],"This paper proposes a method for detecting moving
objects on an underwater video. Video obtained using an
underwater camera to capture the environmental conditions of
the area. This research is the initial stage of the underwater surveillance system. Underwater surveillance system enables objects passing can be recognized shapes, types, and its behavior. The detection method used in this research is a subtraction between the current frames with the background modeling results. Underwater video retrieval has a high level of difficulty because the background is always changing either due to a change the intensity and the movement of water currents. Therefore, it needs to be made an appropriate background model to address this problem. Modeling of the background on this research using adaptive modeling method, where the intensity of the background pixels is updated based on inference of the background intensity before. If the intensity of the pixels changed drastically beyond the allowed threshold value, the pixel is considered as the pixels of the object and the pixel values of the background model are updated based on this pixel value. The effectiveness of the proposed method is expressed with the value of recall and precision. The average recall value of the two videos is 83% and the value of its precision is 67.5%.",,"[{'id': 'mrprabowo@gmail.com', 'name': {'given': 'M. R.', 'honourific': None, 'family': 'Prabowo', 'lineage': None}}, {'id': 'nurul.hudayani@students.unila.ac.id', 'name': {'honourific': None, 'family': 'Hudayani', 'lineage': None, 'given': 'Nurul'}}, {'name': {'given': 'Sri Ratna', 'lineage': None, 'family': 'Sulistiyanti', 'honourific': None}, 'id': 'sr_sulistiyanti@eng.unila.ac.id'}, {'name': {'family': 'Setyawan', 'honourific': None, 'lineage': None, 'given': 'F. X. A.'}, 'id': 'fx.arinto@eng.unila.ac.id'}]",,2017-09-21 00:00:00.000000000,disk0/00/00/68/50,,conference_item,['FT5'],pub,,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19829', 'main': 'icecs 2017.pdf', 'docid': 19829, 'files': [{'datasetid': 'document', 'filesize': 4639660, 'fileid': 62987, 'mime_type': 'application/pdf', 'mtime': '2018-05-03 04:02:34', 'hash_type': 'MD5', 'filename': 'icecs 2017.pdf', 'hash': '93dab6c7fa63b9de52cd662e9d8cd7ab', 'objectid': 19829, 'uri': 'http://repository.lppm.unila.ac.id/id/file/62987'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 6850, 'placement': 1, 'security': 'public'}]",,http://repository.lppm.unila.ac.id/id/eprint/6850,public,TRUE,2019-05-09 07:08:57,586,414-417,2018-05-28 03:57:52,,['Universitas Lampung'],paper,"September 19-21, 2017",conference,"Grand Mecure Yogyakarta, Indonesia","2017 4th International Conference on Electrical, Computer Science and Informatics",fx.arinto@eng.unila.ac.id,,,,"['Department of Electrical Engineering, Faculty of Engineering, University of Lampung', 'Department of Electrical Engineering, Faculty of Engineering, University of Lampung', 'Department of Electrical Engineering, Faculty of Engineering, University of Lampung', 'Department of Electrical Engineering, Faculty of Engineering, University of Lampung']",,"['DIPA BLU Research, number of a research assignment letter (from Chairman LPPM Unila) 550/UN26/8/LPPM/2016']",
24,7936,,https://ieeexplore.ieee.org/document/8167126/,The Detection of 3D Object Using a Method of a Harris Corner Detector and Lucas-Kanade Tracker Based on Stereo Image,8,,show,2018-06-28 02:04:00,archive,['TK'],"This research proposes the use of Harris Corner Detector and Lucas-Kanade Tracker methods for the detection of 3D objects based on stereo image. The test image obtained from the results of capturing of the camera to the object of the form of tubes, balls, cubes, and 2D images. This research is the early step in the development of the ability of a computer vision to be able to mimic the performance of eye organs in humans in detecting an object. The detection step of the proposed method begins by determining the feature point on the image of the taking results of two cameras using the Harris Corner Detector. After the feature point of the two images obtained, then performed tracking feature point using the Lucas-Kanade Tracker method. In this research, the distance between the cameras used 10, 20, and 50 cm. The Effectiveness of the detection result of the proposed method is measured using the recall and precision parameter values obtained in the merged of the image. The proposed method gives a Recall value above 90% and a precision value above 50% for a distance of the cameras 10cm and 20cm for ball and tube objects. In the box object, the Recall value is 60% for a distance between the cameras 50cm and below 25% for a distance of the cameras 10cm and 20cm. The precision value for detection of the box object is very low, i.e. less than 25%.",,"[{'id': 'wiraprawinal@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Prawira', 'given': 'Winal'}}, {'name': {'given': 'Emir', 'family': 'Nasrullah', 'honourific': None, 'lineage': None}, 'id': None}, {'id': 'sr_sulistiyanti@eng.unila.ac.id', 'name': {'given': 'Sri Ratna', 'family': 'Sulistiyanti', 'honourific': None, 'lineage': None}}, {'name': {'given': 'FX. Arinto', 'honourific': None, 'family': 'Setyawan', 'lineage': None}, 'id': 'fx.arinto@eng.unila.ac.id'}]",,2017-08-22 00:00:00.000000000,disk0/00/00/79/36,,conference_item,['FT5'],pub,,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/20969', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/70781', 'objectid': 20969, 'hash': '9cf9e3befd29e3b24fe95e56cadd393f', 'filename': 'ICECOS2017.pdf', 'mtime': '2018-06-26 12:27:25', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 70781, 'filesize': 355738, 'datasetid': 'document'}], 'docid': 20969, 'main': 'ICECOS2017.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 7936}]",,http://repository.lppm.unila.ac.id/id/eprint/7936,public,TRUE,2018-06-28 02:04:00,197,163-166,2018-06-28 02:04:00,,['DIPA Research Grant from department of Electrical Engineering'],speech,22 - 23 August 2017,conference,"Palembang, Indonesia",2017 International Conference on Electrical Engineering and Computer Science (ICECOS),fx.arinto@eng.unila.ac.id,,,,,,,
25,6737,published,https://electrician.unila.ac.id/index.php/ojs/article/view/2058,Aplikasi Efek Peltier Sebagai Kotak Penghangat dan Pendingin Berbasis Mikroprosessor Arduino Uno,6,11.0,show,2018-04-25 08:02:39,archive,['TK'],"Pada penelitian ini, salah satu modul termoelektrik, yaitu efek peltier, dimanfaatkan untuk membuat kotak pendingin dan penghangat. Arduino uno digunakan untuk mengolah hasil pembacaan sensor dan memutus daya secara otomatis jika suhu di atas setting point. Kinerja kotak tersebut kemudian diuji dan dianalisa dalam keadaan dengan beban dan tanpa beban pada berbagai kondisi. Dari hasil pengujian diketahui bahwa instrumen ini memiliki suhu maksimal penghangat sebesar 38oC dan suhu pendingin minimal sebesar 19,5o C. Efek dari arus, suhu lingkungan, dan dimensi ruang juga telah dianalisa, yang menunjukkan bahwa alat ini dapat bekerja dengan cukup baik.",ELECTRICIAN – Jurnal Rekayasa dan Teknologi Elektro,"[{'id': 'sri.purwiyanti@eng.unila.ac.id', 'name': {'honourific': None, 'family': 'Purwiyanti', 'lineage': None, 'given': 'Sri'}}, {'id': 'fx.arinto@eng.unila.ac.id', 'name': {'family': 'Setyawan', 'honourific': None, 'lineage': None, 'given': 'FX. Arinto'}}, {'name': {'lineage': None, 'family': 'Selviana', 'honourific': None, 'given': 'Windy'}, 'id': None}, {'id': None, 'name': {'given': 'Desi', 'lineage': None, 'honourific': None, 'family': 'Purnamasari'}}]",1978-6042,2017-09-01 00:00:00.000000000,disk0/00/00/67/37,,article,['FT5'],pub,3.0,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 6737, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19705', 'format': 'text', 'pos': 1, 'files': [{'objectid': 19705, 'uri': 'http://repository.lppm.unila.ac.id/id/file/61866', 'mime_type': 'application/pdf', 'fileid': 61866, 'filename': '2058-345-1-PB.pdf', 'hash': '50b90daecf5f545e83868a85809d6489', 'hash_type': 'MD5', 'mtime': '2018-04-18 06:55:19', 'datasetid': 'document', 'filesize': 545767}], 'docid': 19705, 'main': '2058-345-1-PB.pdf'}]",Universitas Lampung,http://repository.lppm.unila.ac.id/id/eprint/6737,public,FALSE,2018-04-25 08:02:39,56,99-104,2018-04-25 08:02:39,,,,,,,,,,"[1] B. Santoso, “Rancang Bangun Cool-Hot Kotak Dengan Menggunakan Pompa Kalor”, Universitas Indonesia. Depok, 2009.
[2] H. Riyanto, dan S. Yoewono, Kaji Penerapan Efek Peltier Untuk Alat Kecil-Ringan Pendingin Minuman, Seminar Nasional Tahunan Teknik Mesin (SNTTM) ke-9, Palembang, 2010.
[3] R.Umboh, O. Wuwung, E. Kendek Allo, dan B. S. Narasiang, “Perancangan Alat Pendingin Portable Menggunakan Elemen Peltier,” in e-Journal Teknik Elektro dan Komputer, 2012, Vol. 1 no. 3, pp 1-6.
[4] P.K. Bansal, A. Martin, “Comparative Study of Vapour Compression,
Thermoelectric and Absorption Refrigerator-Rs,” International Journal of Energy Research, 2000, 24(2), 93-107.
[5] H. Lee, “The Thomson effect and the ideal equation on thermoelectric coolers,” Energy, 56, pp 61-69.
[6] S. M. Sze, Physics of Semiconductor Devices, 2nd ed, John Wiley & Sons, New York, 1981.
[7] J. E. Poetro, “Analisa Kinerja Sistem Pendingin Arus Searah (DC COOLER) Sebagai Upaya Konservasi Energi Pada BTS (Base Transceiverstatio),” Universitas Indonesia. 2011.
[8] R. K. Rajput, A textbook of refrigeration and air conditioning",,,[{'url': 'https://electrician.unila.ac.id/index.php/ojs/article/view/2058'}],,"Termoelektrik, efek peltier, arduino uno"
26,17477,published,https://electrician.unila.ac.id/index.php/ojs/article/view/2012,Optimasi Pengisian Daya Baterai pada Panel Surya Menggunakan Maximum Power Point Tracking (MPPT),6,11.0,show,2020-02-17 03:43:21,archive,['TK'],"Abstrak - Tenaga listrik yang dihasilkan oleh sistem pembangkit listrik tenaga surya tergantung pada radiasi sinar matahari dan temperatur permukaan sel surya. Kedua parameter tersebut menyebabkan kurva karakteristik daya keluaran sel surya menjadi non-linier. Merancang sistem sel surya yang efisien tentunya tidak akan lepas dari penjejak (tracker) maximum power point (MPP) yang berada pada kurva karakteristik daya keluaran sel surya tersebut. Titik dimana daya yang dihasilkan oleh sel surya paling maksimum. Peran Maximum Power Point Tracker (MPPT) pada sistem panel surya adalah untuk mengoperasikan titik kerja dari modul panel surya agar berada pada Maximum Power Point (MPP), sehingga transfer daya dari modul dapat dimaksimalkan, dan efisiensi sistem panel surya dapat ditingkatkan. Setiap komponen pada sistem panel surya dimodelkan ke dalam Simulink-Matlab. Simulasi untuk mengoptimalkan kerja Panel Surya dengan cara  mencari  titik  MPP  (Maximum  Power  Point) menggunakan algoritma perturb and observe (P&O), kemudian  mengimplementasinya  menjadi  tegangan output dengan Buck Boost Converter,  sehingga  dapat menghasilkan  daya  keluaran  dengan  efisiensi  lebih baik.  Adapun  hasil  dari  penelitian  ini  yakni  sistem MPPT  dapat  meningkatkan  daya  pada  panel  surya dengan  penambahan  efisiensi  rata-rata  sebesar 18%  dibandingkan  dengan  tanpa  menggunakan sistem MPPT. Kata kunci---MPPT, Sistem Panel Surya, MPP, perturb and observe (P&O), Buck Boost Converter. Abstract - Electric power generated by the solar power generation system depends on solar radiation and temperature of the solar cell surface. Both of these parameters causes the characteristic curve of solar cell output power to be non-linear. Designing an efficient solar cell system will certainly not be separated from tracker (tracker) maximum power point (MPP) which is located on the characteristic curve of the solar cell output power. The point where the power generated by the solar cells the maximum. Role of Maximum Power Point Tracker (MPPT) on the solar panel system is to operate a working point of solar panel modules that are in the Maximum Power Point (MPP), so that the transfer of power from the module can be maximized, and the efficiency of a solar panel system can be improved. Each component of the solar panel system modeled in Simulink-Matlab. Simulation to optimize the work of Solar Panels by finding the point MPP (Maximum Power Point) algorithm perturb and Observe (P & O), then implement them into a voltage output with Buck Boost Converter, which can produce a power output with better efficiency. The results of this study the MPPT system can enhance the efficiency of solar panels with the addition of an average of 18% compared with no use MPPT system.Keywords---MPPT, Solar Panel Systems, MPP, perturb and Observe (P & O), Boost Buck Converter.",ELECTRICIAN – Jurnal Rekayasa dan Teknologi Elektro,"[{'id': None, 'name': {'family': 'Ranny', 'honourific': None, 'lineage': None, 'given': 'Dwidayanti'}}, {'id': 'herri.gusmedi@eng.unila.ac.id', 'name': {'lineage': None, 'family': 'Herri', 'honourific': None, 'given': 'Gusmedi'}}, {'id': None, 'name': {'lineage': None, 'family': 'Sri', 'honourific': None, 'given': 'Ratna Sulistiyanti'}}]",25493442,2017-01-01 00:00:00.000000000,disk0/00/01/74/77,,article,['FT5'],pub,1.0,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30604', 'rev_number': 1, 'docid': 30604, 'main': 'Optimasi Pengisisan Daya Baterai pada Panel Surya Menggunakan Maximum Power Point Tracking (MPPT).pdf', 'files': [{'datasetid': 'document', 'filesize': 786090, 'fileid': 147803, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-01-03 07:44:45', 'filename': 'Optimasi Pengisisan Daya Baterai pada Panel Surya Menggunakan Maximum Power Point Tracking (MPPT).pdf', 'hash': '47057294d6414e1704a1287eff5df60f', 'objectid': 30604, 'uri': 'http://repository.lppm.unila.ac.id/id/file/147803'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 17477, 'placement': 1, 'security': 'public'}]","Department of Electrical Engineering, Faculty of Engineering, Universitas Lampung",http://repository.lppm.unila.ac.id/id/eprint/17477,public,TRUE,2020-02-17 03:43:21,484,21-31,2020-02-17 03:43:21,,,,,,,,,,,,,,,
27,4606,submitted,,Modeling and Simulation of Fuzzy Logic Based Maximum Power Point Tracking (MPPT) for PV Application,7,,show,2017-11-07 07:16:21,archive,['TK'],This paper presents modeling and simulation of maximum power point tracking (MPPT) used in solar PV power systems. The Fuzzy logic algorithm is used to minimize the error between the actual power and the estimated maximum power.  The simulation model was developed and tested to investigate the effectiveness of the proposed MPPT controller. MATLAB Simulink was employed for simulation studies. The proposed system was simulated and tested successfully on a photovoltaic solar panel model. The Fuzzy logic algorithm succesfully tracking the MPPs and performs precise control under rapidly changing atmospheric conditions. Simulation results indicate the feasibility and improved functionality of the system.,International Journal of Electrical and Computer Engineering (IJECE),"[{'id': 'ahmad.saudi@eng.unila.ac.id', 'name': {'lineage': None, 'family': 'Samosir', 'honourific': None, 'given': 'Ahmad Saudi'}}, {'id': 'herri.gusmedi@eng.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Gusmedi', 'given': 'Herri'}}]",2088-8708,2017-06-01 00:00:00.000000000,disk0/00/00/46/06,,article,['FT5'],submitted,,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17512', 'pos': 1, 'format': 'text', 'files': [{'objectid': 17512, 'uri': 'http://repository.lppm.unila.ac.id/id/file/45272', 'datasetid': 'document', 'filesize': 3144218, 'fileid': 45272, 'mime_type': 'application/pdf', 'mtime': '2017-11-04 02:28:17', 'hash_type': 'MD5', 'filename': 'IJECE_Paper 2017.pdf', 'hash': '55cb21c7af264c6e1a5710177a1821d8'}], 'main': 'IJECE_Paper 2017.pdf', 'docid': 17512, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 4606}]",IAES,http://repository.lppm.unila.ac.id/id/eprint/4606,public,TRUE,2017-11-07 07:16:21,504,,2017-11-07 07:16:21,,,,,,,,,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",,,,
28,3963,published,http://www.arpnjournals.com/jeas/,DEVELOPMENT OF DYNAMIC EVOLUTION CONTROL FOR PV INVERTER IN SOLAR POWER PLANT APPLICATION,6,12.0,show,2017-09-28 02:17:29,archive,['TK'],"Power inverter is a kind of power electronic converter that used to convert a dc input voltage to an ac output 
voltage. In solar power plant application, the PV inverter converts the dc voltage from Solar PV panel, which is usually stored in the battery, into an ac output voltage to serve the load of household appliances, such as lighting, television, mobile charger, even a washing machine and water pump. Therefore, a reliable inverter that can produce a good output voltage is necessary.The main purpose of this paper is to design and develop a dynamic evolution control (DEC) for a PV Inverter in solar power plant application. The analysis and design of the DEC control technique are provided. The performance of the PV inverter controller is verified through MATLAB Simulink. To validate the simulation results, an experimental prototype of PV inverter is developed.  The controller of the PV inverter system was implemented based on dynamic evolution control. The performance of the proposed dynamic evolution control is tested through simulation and experiment.",ARPN Journal of Engineering and Applied Sciences,"[{'id': 'ahmad.saudi@eng.unila.ac.id', 'name': {'given': 'Ahmad Saudi', 'lineage': None, 'family': 'Samosir', 'honourific': None}}, {'name': {'given': 'Agus', 'honourific': None, 'family': 'Trisanto', 'lineage': None}, 'id': 'trisanto@eng.unila.ac.id'}, {'id': 'ageng.sadnowo@eng.unila.ac.id', 'name': {'given': 'Ageng Sadnowo', 'honourific': None, 'family': 'Repelianto', 'lineage': None}}]",1819-6608,2017-06-01 00:00:00.000000000,disk0/00/00/39/63,,article,['FT5'],pub,12.0,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 3963, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/3817', 'format': 'text', 'pos': 1, 'files': [{'hash': '237ba0727adb1478786572bb2dbf479a', 'filename': 'jeas_0617_6130.pdf', 'mtime': '2017-09-27 02:30:40', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 27719, 'filesize': 350487, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/27719', 'objectid': 3817}], 'main': 'jeas_0617_6130.pdf', 'docid': 3817}]",Asian Research Publishing Network (ARPN),http://repository.lppm.unila.ac.id/id/eprint/3963,public,TRUE,2017-09-28 02:17:29,504,3795-3801,2017-09-28 02:17:29,,,,,,,,,,,,,"[{'type': 'pub', 'url': 'http://www.arpnjournals.org/jeas/research_papers/rp_2017/jeas_0617_6130.pdf'}]",,
29,22246,,,"Peer Review Karya Ilmiah Jurnal Nasional dengan Judul :
Extraction of Moving Objects on Underwater Video Using Method of
Subtraction the Background Modeling Results",10,,show,2020-06-11 06:38:16,archive,['TK'],,,"[{'id': 'fx.arinto@eng.unila.ac.id', 'name': {'family': 'Setyawan', 'honourific': None, 'lineage': None, 'given': 'FX Arinto'}}, {'id': 'sr_sulistiyanti@eng.unila.ac.id', 'name': {'given': 'Sri Ratna', 'lineage': None, 'honourific': None, 'family': 'Sulistiyanti'}}]",,2017-05-01 00:00:00.000000000,disk0/00/02/22/46,,other,['FT5'],pub,,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 22246, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/35664', 'rev_number': 1, 'main': 'Extraction of Moving Objects (ELECTRICIAN).pdf', 'docid': 35664, 'files': [{'objectid': 35664, 'uri': 'http://repository.lppm.unila.ac.id/id/file/204668', 'mime_type': 'application/pdf', 'fileid': 204668, 'filename': 'Extraction of Moving Objects (ELECTRICIAN).pdf', 'hash': '23b54789bcd9e952ed228dfb3a5b1985', 'hash_type': 'MD5', 'mtime': '2020-06-11 03:42:29', 'datasetid': 'document', 'filesize': 697359}]}]",Universitas Lampung,http://repository.lppm.unila.ac.id/id/eprint/22246,public,,2020-06-11 06:38:16,586,,2020-06-11 06:38:16,,,,,,,,,,,,,,,
30,5424,published,https://isarob.org/journal/,MOVING OBJECTS DETECTION EMPLOYING ITERATIVE UPDATE OF THE BACKGROUND,7,22.0,show,2017-11-14 03:44:30,archive,['TK'],"Detection of objects from a video is one of the basic issues in computer vision study. It is obvious that moving objects detection is particularly important, since they are those to which one should pay attention in walking, running, or driving a car. This paper proposes a
method of detecting moving objects from a video as foreground objects by inferring backgrounds frame by frame.The proposed method can cope with various changes of a scene including large dynamical change of a scene in a video taken by a stationary/moving camera. Experimental results show satisfactory performance of the proposed method.",Artificial Life and Robotics,"[{'id': 'fx.arinto@eng.unila.ac.id', 'name': {'honourific': None, 'family': 'Setyawan', 'lineage': None, 'given': 'FX. Arinto'}}, {'id': 'etheltan@ss10.cntl.kyutech.ac.jp', 'name': {'given': 'Joo Kooi', 'family': 'Tan', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Hyoungseop', 'honourific': None, 'family': 'Kim', 'lineage': None}, 'id': 'kim@cntl.kyutech.ac.jp'}, {'name': {'given': 'Seiji', 'lineage': None, 'honourific': None, 'family': 'Ishikawa'}, 'id': 'ishikawa@ss10.cntl.kyutech.ac.jp'}]",1433-5298,2017-01-20 00:00:00.000000000,disk0/00/00/54/24,DOI 10.1007/s10015-016-0347-9,article,['FT5'],pub,2.0,"[{'docid': 18363, 'main': 'Jurnal FX Arinto 2017.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/51098', 'objectid': 18363, 'filesize': 1197543, 'datasetid': 'document', 'mtime': '2017-11-13 19:21:58', 'hash_type': 'MD5', 'filename': 'Jurnal FX Arinto 2017.pdf', 'hash': 'ea8134de53c11e2d0b896d5dc1f86638', 'fileid': 51098, 'mime_type': 'application/pdf'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/18363', 'rev_number': 1, 'eprintid': 5424, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",Springer Japan,http://repository.lppm.unila.ac.id/id/eprint/5424,public,FALSE,2017-11-14 03:44:30,197,168-174,2017-11-14 03:44:30,,,,,,,,,,,,"['Universitas Lampung', 'Kyushu Institute of Technology', 'Kyushu Institute of Technology', 'Kyushu Institute of Technology']",[{'url': 'https://www.springerprofessional.de/en/artificial-life-and-robotics-2-2017/12296912'}],,
