,number,ispublished,documents,full_text_status,uri,refereed,userid,lastmod,pagerange,datestamp,publication,creators,issn,dir,date,contact_email,type,divisions,title,rev_number,volume,metadata_visibility,status_changed,eprint_status,subjects,abstract,eprintid,date_type,publisher,id_number,official_url,related_url,corp_creators,contributors,projects,funders,pages,series,place_of_pub,isbn,event_title,event_location,event_type,event_dates,pres_type,keywords,patent_applicant,editors
22,2,pub,"[{'files': [{'hash': '1313b708451ee50fd58dbe65699390a7', 'filename': 'JACER 2017 (full).pdf', 'hash_type': 'MD5', 'mtime': '2017-07-25 15:26:59', 'mime_type': 'application/pdf', 'fileid': 26165, 'filesize': 4279552, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/26165', 'objectid': 3588}], 'docid': 3588, 'main': 'JACER 2017 (full).pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/3588', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 3725, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/3725,TRUE,1168,2017-07-31 07:37:23,186-192,2017-07-31 07:37:23,Journal of Asian Ceramic Societies,"[{'id': 'simon.sembiring@fmipa.', 'name': {'lineage': None, 'honourific': None, 'family': 'Sembiring', 'given': 'Simon'}}, {'id': 'wasinton.simanjuntak@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Simanjuntak', 'lineage': None, 'given': 'Wasinton'}}, {'name': {'honourific': None, 'family': 'Situmeang', 'lineage': None, 'given': 'Rudy T.M'}, 'id': 'rudy.tahan@fmipa.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Riyanto', 'given': 'Agus'}, 'id': 'arfi2208@gmail.com'}, {'name': {'lineage': None, 'family': 'Karo Karo', 'honourific': None, 'given': 'Pulung'}, 'id': None}]",2187-0764,disk0/00/00/37/25,2017-06-01 00:00:00.000000000,,article,['FMIPA1'],Effect of alumina addition on the phase transformation and crystallisation properties of refractory cordierite prepared from amorphous rice husk silica,10,5.0,show,2017-07-31 07:37:23,archive,"['QC', 'QD']","The effect of alumina addition of 5–30% by weight on phase transformation and crystallisation properties of refractory cordierite ceramics prepared from amorphous rice husk silica followed by sintering treatment at temperature of 1230 ◦C was studied. The crystallinity and microstructure of the samples were characterised using X-ray diffraction (XRD) coupled with Rietveld analysis, scanning electron microscopy
(SEM), respectively. Some physical properties include density, porosity, hardness, bending strength, and
thermal expansion coefficient of the samples with different alumina additions were measured. The results show that addition of alumina promoted crystallisation of cordierite into crystalline spinel, corundum, cristobalite, in which with addition of 10–30% alumina, the cordierite phase was practically undetected. Addition of alumina was also found to increase the amount of spinel, while corundum and cristobalite decreased following alumina addition of 10–30%. The presence of spinel, corundum, and cristobalite
resulted in increased of density, hardness, bending strength and thermal expansion coefficient, while for porosity, the opposite was observed. Thermal expansion coefficient of the samples with alumina addition of 15–30% reach the relatively constant value of 9.5×10−6/◦C, with the main crystalline phase was spinel,accompanied by corundum and cristobalite in smaller quantities.",3725,published,Elsevier,,http://www.sciencedirect.com/science/article/pii/S218707641730012X,[{'url': 'http://www.sciencedirect.com/science/article/pii/S218707641730012X'}],,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'simon.sembiring@fmipa.', 'name': {'given': 'Simon', 'lineage': None, 'family': 'Sembiring', 'honourific': None}}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'wasinton.simanjuntak@fmipa.unila.ac.id', 'name': {'given': 'Wasinton', 'honourific': None, 'family': 'Simanjuntak', 'lineage': None}}, {'id': 'rudy.tahan@fmipa.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'Rudy T.M', 'honourific': None, 'family': 'Situmeang', 'lineage': None}}, {'name': {'given': 'Agus', 'lineage': None, 'honourific': None, 'family': 'Riyanto'}, 'id': 'arfi2208@gmail.com', 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Karo Karo', 'given': 'Pulung'}, 'id': None, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]","['Competency Research Grant Program, Batch II, 2016']","['Directorate General of Higher Education (DIKTI), Ministry of Research, Technology, and Higher Education, Republic of Indonesia']",,,,,,,,,,,,
23,4,pub,,none,http://repository.lppm.unila.ac.id/id/eprint/4210,TRUE,1042,2018-06-25 02:22:31,1828-1836,2018-06-25 02:22:31,ORIENTAL JOURNAL OF CHEMISTRY,"[{'id': 'simonsembiring2@gmail.com', 'name': {'family': 'Sembiring', 'honourific': None, 'lineage': None, 'given': 'simon'}}, {'name': {'given': 'Agus', 'family': 'Riyanto', 'honourific': None, 'lineage': None}, 'id': 'arfi2208@gmail.com'}, {'id': 'waso59@yahoo.com.au', 'name': {'given': 'Wasinton', 'honourific': None, 'family': 'Simanjuntak', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Situmeang', 'honourific': None, 'given': 'Rudy T.M'}, 'id': 'rudy.tahan@fmipa.unila.ac.id'}]",0970-020 X,disk0/00/00/42/10,2017-08-01 00:00:00.000000000,simonsembiring2@gmail.com,article,['FMIPA1'],"Effect of MgO-SiO2 Ratio on the Forsterite (Mg2SiO4) Precursors Characteristics Derived from
Amorphous Rice Husk Silica",10,33.0,show,2018-06-25 02:22:31,archive,"['QC', 'QD']","This study acquires the potential of rice husk silica for production forsterite precursors using sol-gel method. The samples preparation were conducted by mixing magnesium oxide sol from Mg(NO3)2.6.12H2O with silica sol extracted from rice husk, with three different composition ratios of MgO to SiO2 are 1:1, 2:3 and 3:2 by weight and sintered at 900oC. The samples were characterized using Fourier transform infrared (FTIR) spectroscopy, x-ray diffraction (XRD),differential thermal analysis (DTA), followed by scanning electron microscopy (SEM). The FTIR results showed the presence of Si-O-Si, Mg-O and Mg-O-Si functional groups, which were associated with forsterite, enstatite, cristobalite and periclase, according to the XRD analysis. The formation of forsterite (Mg2SiO4) is composition-dependent as revealed the increase of forsterite intensity after sintered at 900oC in ratio 3:2. The surface morphology of non-sintered samples shows that particle and grain size were larger than particle and grain size of sintered samples. Also, SEM analysis of sintered samples clearly shows the presence of regular particle size with smaller grain size was found in ratio of MgO to SiO2 is 3:2. DTA analysis revealed that the formation of forsterite increased with increasing temperature. In addition, the electrical resistivities of the samples were found in the range of 0.75 x 1013 to 3.30 x 1013Ω-cm, demonstrating that the samples exhibit good potential as isolator.",4210,published,Oriental Scientific Publishing Company,,,,,,,,,,,,,,,,,,,
24,buku 2,pub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17211', 'format': 'text', 'pos': 1, 'files': [{'filesize': 1101900, 'datasetid': 'document', 'filename': 'Semirata-2017_Prosiding-Fisika mixing height.pdf', 'hash': 'b7dd27596bce556151ccf93f1a527856', 'hash_type': 'MD5', 'mtime': '2017-11-03 03:47:10', 'mime_type': 'application/pdf', 'fileid': 43269, 'uri': 'http://repository.lppm.unila.ac.id/id/file/43269', 'objectid': 17211}], 'main': 'Semirata-2017_Prosiding-Fisika mixing height.pdf', 'docid': 17211, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 4322}]",public,http://repository.lppm.unila.ac.id/id/eprint/4322,TRUE,672,2017-11-14 02:46:45,262-269,2017-11-14 02:46:45,PROSIDING SEMIRATA 2017 BIDANG MIPA BKS-PTN WILAYAH BARAT,"[{'name': {'given': 'sw suciyati', 'lineage': None, 'honourific': None, 'family': 'Sri Wahyu Suciyati'}}]",978-602-50593-0-8,disk0/00/00/43/22,2017-05-14 00:00:00.000000000,sri.wahyu@fmipa.unila.ac.id,article,['FMIPA1'],"VARIASI TEMPERATUR, KECEPATAN ANGIN DAN TINGGI EFEKTIF
PADA PROSES DILUSI POLUTAN UDARA",7,1.0,show,2017-11-14 02:46:45,archive,['QC'],"Air pollution in urban areas has increased, it was characterized by a growing number of transportations, industrials and power plants. This study has calculated exposure concentrations were received in an area within 500 m of the emission source using analytical formulas Gaussian Plume. Further studies on the relationship between mixing height and dilution of air pollutants at a certain height from the surface has been done. Outcomes of the research is the effective stack height data, ambient air temperature data, and the data pollutant concentration at a height of 200 m, 300 m, 400 m and 500 m. Description of analysis shows the behavior of pollutants after coming out from the stack is able to reach the area mixing height and perfectly diluted pollutants.",4322,published,Fakultas Keguruan dan Ilmu Pendidikan (FKIP) bekerjasama dengan Fakultas Sains dan Teknologi (FST) Universitas Jambi,,http://semirata2017.mipa.unja.ac.id/2017/10/26/prosiding-semirata-bks-mipa-ptn-wilayah-barat-2017/,[{'url': 'http://semirata2017.mipa.unja.ac.id'}],['Universitas Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],['DIPA BLU SENIOR'],['DIPA BLU Universitas Lampung'],,,,,,,,,,,,
25,,pub,"[{'files': [{'fileid': 70220, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2018-06-26 06:55:15', 'filename': 'sertifikat senafis.pdf', 'hash': '224783dbcf1e35917b8b23f7994a76e6', 'datasetid': 'document', 'filesize': 954100, 'objectid': 20896, 'uri': 'http://repository.lppm.unila.ac.id/id/file/70220'}], 'main': 'sertifikat senafis.pdf', 'docid': 20896, 'uri': 'http://repository.lppm.unila.ac.id/id/document/20896', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 7858, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/7858,TRUE,672,2018-06-26 08:08:19,,2018-06-26 08:08:19,,"[{'id': 'sri.wahyu@fmipa.unila.ac.id', 'name': {'given': 'sw suciyati', 'lineage': None, 'family': 'Sri Wahyu Suciyati', 'honourific': None}}, {'id': 'warsito@fmipa.unila.ac.id', 'name': {'given': 'Warsito', 'lineage': None, 'family': 'Warsito', 'honourific': None}}, {'name': {'given': 'AMIR SUPRIYANTO', 'honourific': None, 'family': 'AMIR SUPRIYANTO', 'lineage': None}, 'id': None}, {'id': None, 'name': {'given': 'Arif S', 'family': 'Arif S', 'honourific': None, 'lineage': None}}, {'name': {'lineage': None, 'family': 'GURUM A. PAUZI', 'honourific': None, 'given': 'GURUM A. PAUZI'}, 'id': None}]",,disk0/00/00/78/58,2017-11-18 00:00:00.000000000,,conference_item,['FMIPA1'],Potensi Kelistrikan Air Payau dan Air Sungai sebagai bahan Elektrolit,10,,show,2018-06-26 08:08:19,archive,['QC'],"Elektrolit alam seperti air payau dan air sungai berpotensi sebagai sumber energi alternatif terbaharui.
Analisis kelistrikan air payau dan air sungai dilakukan dengan membuat media uji berupa kotak yang berisi 20
sel pasangan elektroda tersusun seri. Elektroda yang dipakai adalah tembaga (Cu), dan seng (Zn) dengan
kombinasi Cu-Zn, sedangkan sebagai elektrolit adalah larutan air payau dan air sungai. Karakteristik sel
elektroda diketahui dengan memberi sel elektroda beban, yaitu LED 1,2 watt, kemudian diukur tegangan dan
arus. Pengambilan data pengukuran dilakukan selama 3 hari dengan selang 2 jam. Hasil pengukuran dan analisis
menunjukkan pada kombinasi elektroda Cu-Zn, air payau menunjukkan daya kelistrikannya lebih besar daripada
air sungai yaitu rasio 12,008 : 5,84 (hari pertama) dan 1,752 : 0,572 (hari ketiga). Air payau sebagai larutan
elektrolit menghasilkan energi yang cukup untuk menghidupkan LED 1,2 watt selama 72 jam, ditandai dengan
nilai intensitas terukur LED rata-rata 322,8 lux.",7858,,,,,,,"[{'name': {'lineage': None, 'family': 'SW Suciyati', 'honourific': None, 'given': 'SW Suciyati'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'lineage': None, 'honourific': None, 'family': 'Warsito', 'given': 'Warsito'}}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'family': 'Amir Supriyanto', 'honourific': None, 'lineage': None, 'given': 'Amir Supriyanto'}}, {'name': {'lineage': None, 'family': 'Arif S', 'honourific': None, 'given': 'Arif S'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'Gurum Ahmad Pauzi', 'lineage': None, 'honourific': None, 'family': 'Gurum Ahmad Pauzi'}}]",,,,,,,Seminar Nasional Fisika (SENAFIS) ke-II 2017,Universitas Jember,conference,18 November 2017,paper,,,
26,buku 2,pub,"[{'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17197', 'main': 'Semirata-2017_Prosiding-Fisika heat transfer.pdf', 'docid': 17197, 'files': [{'datasetid': 'document', 'filesize': 939249, 'fileid': 43191, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2017-11-03 03:13:12', 'filename': 'Semirata-2017_Prosiding-Fisika heat transfer.pdf', 'hash': 'e9732868e08a53db38dc6450ad642d0c', 'objectid': 17197, 'uri': 'http://repository.lppm.unila.ac.id/id/file/43191'}], 'language': 'en', 'mime_type': 'application/pdf', 'content': 'published', 'eprintid': 4311, 'placement': 1, 'security': 'public'}]",public,http://repository.lppm.unila.ac.id/id/eprint/4311,TRUE,672,2017-11-10 16:43:31,276-288,2017-11-10 16:43:31,PROSIDING SEMIRATA 2017 BIDANG MIPA BKS-PTN WILAYAH BARAT,"[{'name': {'lineage': None, 'family': 'Sri Wahyu Suciyati', 'honourific': None, 'given': 'sw suciyati'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Warsito', 'given': 'warsito'}}, {'name': {'honourific': None, 'family': 'Fahad Almafakir', 'lineage': None, 'given': 'Fahad'}}]",978-602-50593-0-8,disk0/00/00/43/11,2017-05-14 00:00:00.000000000,sri.wahyu@fmipa.unila.ac.id,article,['FMIPA1'],VISUALISASI DISTRIBUSI SUHU PADA BAHAN HOMOGEN DAN MULTILAYER MENGGUNAKAN METODE BEDA HINGGA,11,1.0,show,2017-11-10 16:43:31,archive,['QC'],"Temperature distribution is a physical phenomenon of energy transfer that can be visualized using mathematical models. The solution of a time-dependent mathematical model such as the temperature distribution of homogeneous and multilayer materials can not be solved analytically, so numerical methods are required. This paper aims to visualize the relation of material properties to the process of temperature distribution using the diffusion and Laplace equations. The system model is a homogeneous material (aluminum and silver) and multilayer (aluminum-silver-aluminum) which are aplicated by heat source in the center of the material. Furthermore, time-dependent numerical solutions of systems has been given by finite difference schemes. The results show that visualization of temperature distribution of Ag materials is faster than Al material, and the temperature distribution of multilayer Al-Ag-Al material is faster than Ag-Al-Ag. This condition was caused by coefficient diffusivity of Ag materials is greater than Al material, so that the temperature of the Ag material is more quickly distributed to other parts of the material.",4311,published,Fakultas Keguruan dan Ilmu Pendidikan (FKIP) bekerjasama dengan Fakultas Sains dan Teknologi (FST) Universitas Jambi,,http://semirata2017.mipa.unja.ac.id/2017/10/26/prosiding-semirata-bks-mipa-ptn-wilayah-barat-2017/,"[{'type': 'pub', 'url': 'http://semirata2017.mipa.unja.ac.id'}]",['Universitas Lampung'],"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",['DIPA Fakultas'],['swadaya'],,,,,,,,,,,,
27,1,pub,"[{'files': [{'objectid': 18719, 'uri': 'http://repository.lppm.unila.ac.id/id/file/54181', 'fileid': 54181, 'mime_type': 'application/pdf', 'mtime': '2017-11-16 16:53:49', 'hash_type': 'MD5', 'filename': 'Jurnal Apriyanto S G (1358-3133-1-PB).pdf', 'hash': 'e06a5261571f15387309af3b822598c9', 'datasetid': 'document', 'filesize': 273012}], 'main': 'Jurnal Apriyanto S G (1358-3133-1-PB).pdf', 'docid': 18719, 'rev_number': 6, 'uri': 'http://repository.lppm.unila.ac.id/id/document/18719', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'validuser', 'date_embargo': '2018-01', 'eprintid': 5785, 'content': 'draft', 'language': 'en', 'mime_type': 'application/pdf'}]",restricted,http://repository.lppm.unila.ac.id/id/eprint/5785,TRUE,490,2017-11-17 04:18:21,43-48,2017-11-17 04:18:21,Jurnal Teori dan Aplikasi Fisika,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Supriyo Giri', 'given': 'Apriyanto'}}, {'name': {'family': 'Ginting', 'honourific': None, 'lineage': None, 'given': 'Ediman'}}, {'name': {'lineage': None, 'honourific': None, 'family': '-', 'given': 'Suprihatin'}}]",2549-1156,disk0/00/00/57/85,1970-01-01 00:00:00.000002017,giri10133@gmail.com,article,['FMIPA1'],Efektifitas Ekstrak Daun  Sirsak sebagai  Inhibitor  pada Baja Karbon Api 5L dalam Larutan NaCl 3%,10,5.0,show,2017-11-17 04:18:21,archive,['QC'],"The effectiveness of soursop leaves  extract  as inhibitor on carbon  steel API 5L in NaCl  3% had been researched. Carbon steel API 5L submersion used  NaCl  3% had  been done  for 144 hours with  various concentrations of soursop leaves  extract  inhibitor adding 0%, 5%, 10%, 15%, 20%,
25%, 30%, and 35%. The research  of corrosion  rate was done by weight  loss and electrochemistry methods. The result  showed that  the higher  percentage of soursop leaves extract  inhibitor used, the corrosion rate  will decrease and  capability of inhibit corrosion will increase. The greatest effectiveness of corrosion occurred at concentration of 35% in NaCl  3% and  the effectiveness is 86.16%. The X-Ray Diffraction (XRD) characterization result showed that  the phase formed is pure Fe. Scanning Electron  Microscopy (SEM) characterization showed uneven clusters and smaller  size, fewer  holes and  cracks too with  soursop leaves extract  inhibitor 35% than  soursop leaves  extract  inhibitor 0%. Energy Dispersive Spectroscopy (EDS) characterization on sample with  inhibitor 0% obtained Cl element.",5785,published,,,,,,,,,,,,,,,,,,,,
28,1,pub,"[{'content': 'published', 'mime_type': 'application/pdf', 'language': 'id', 'security': 'validuser', 'placement': 1, 'eprintid': 5877, 'date_embargo': 2020, 'uri': 'http://repository.lppm.unila.ac.id/id/document/18797', 'rev_number': 2, 'format': 'text', 'pos': 1, 'files': [{'filename': 'Jurnal Apriyanto S G (1358-3133-1-PB).pdf', 'hash': 'e06a5261571f15387309af3b822598c9', 'mtime': '2017-11-17 06:01:46', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 54755, 'filesize': 273012, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/54755', 'objectid': 18797}], 'main': 'Jurnal Apriyanto S G (1358-3133-1-PB).pdf', 'docid': 18797}]",restricted,http://repository.lppm.unila.ac.id/id/eprint/5877,TRUE,490,2018-04-25 06:40:33,43-48,2018-04-25 06:40:33,"Jurnal Teori dan Aplikasi Fisika, Vol. 5, No. 1, 2017: 43-48","[{'name': {'given': 'Apriyanto', 'honourific': None, 'family': 'Supriyo Giri', 'lineage': None}}, {'name': {'given': 'Ediman', 'honourific': None, 'family': 'Ginting', 'lineage': None}}, {'name': {'given': 'Suprihatin', 'family': 'Suprihatin', 'honourific': None, 'lineage': None}}]",ISSN 2549-1156,disk0/00/00/58/77,1970-01-01 00:00:00.000002017,giri10133@gmail.com,article,['FMIPA1'],Efektifitas Ekstrak Daun Sirsak sebagai Inhibitor pada Baja Karbon Api 5L dalam Larutan NaCl 3%,7,5.0,show,2018-04-25 06:40:33,archive,['QC'],"The effectiveness of soursop leaves extract as inhibitor on carbon steel API 5L in NaCl 3% had
been researched. Carbon steel API 5L submersion used NaCl 3% had been done for 144 hours
with various concentrations of soursop leaves extract inhibitor adding 0%, 5%, 10%, 15%, 20%,
25%, 30%, and 35%. The research of corrosion rate was done by weight loss and electrochemistry
methods. The result showed that the higher percentage of soursop leaves extract inhibitor used,
the corrosion rate will decrease and capability of inhibit corrosion will increase. The greatest
effectiveness of corrosion occurred at concentration of 35% in NaCl 3% and the effectiveness
is 86.16%. The X-Ray Diffraction (XRD) characterization result showed that the phase formed
is pure Fe. Scanning Electron Microscopy (SEM) characterization showed uneven clusters and
smaller size, fewer holes and cracks too with soursop leaves extract inhibitor 35% than soursop
leaves extract inhibitor 0%. Energy Dispersive Spectroscopy (EDS) characterization on sample
with inhibitor 0% obtained Cl element.",5877,published,,,,,,,,,,,,,,,,,,,,
29,,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 48852, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188294', 'rev_number': 1, 'main': '8.pdf', 'docid': 188294, 'files': [{'objectid': 188294, 'uri': 'http://repository.lppm.unila.ac.id/id/file/531945', 'fileid': 531945, 'mime_type': 'application/pdf', 'mtime': '2023-03-08 04:00:29', 'hash_type': 'MD5', 'hash': 'b55fd6889f5d70659a3c26691c81ec78', 'filename': '8.pdf', 'datasetid': 'document', 'filesize': 1125412}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/48852,,583,2023-03-08 06:14:35,,2023-03-08 06:14:35,,"[{'name': {'honourific': None, 'family': 'Syafriadi', 'lineage': None, 'given': 'Syafriadi'}, 'id': 'syafriadifisikamipa@gmail.com'}]",,disk0_bak/00/04/88/52,1970-01-01 00:00:00.000002017,,other,['FMIPA1'],"Peer Review Variasi Doping Pb terhadap Pertumbuhan Fase Bahan Superkonduktor Bi-2212 pada Kadar Ca 1,10 dan Suhu Sintering 830C",7,,show,2023-03-08 06:14:35,archive,['AC'],HASIL PENILAIAN SEJAWAT SEBIDANG ATAU PEER REVIEW KARYA ILMIAH : JURNAL ILMIAH NASIONAL,48852,,Jurnal Teori dan Aplikasi Fisika,,,,,,,,,,,,,,,,,,,
30,,pub,"[{'security': 'public', 'placement': 1, 'eprintid': 45770, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'mtime': '2022-10-18 03:19:25', 'hash_type': 'MD5', 'filename': 'Variasi Doping Pb terhadap Pertumbuhan Fase Bahan Superkonduktor Bi-2212 pada Kadar Ca 1,10 dan Suhu Sintering 830C.pdf', 'hash': 'a79ea607d2f777ceb58093b97ee098c4', 'fileid': 507375, 'mime_type': 'application/pdf', 'filesize': 395662, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/507375', 'objectid': 184584}], 'docid': 184584, 'main': 'Variasi Doping Pb terhadap Pertumbuhan Fase Bahan Superkonduktor Bi-2212 pada Kadar Ca 1,10 dan Suhu Sintering 830C.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/184584', 'rev_number': 1, 'format': 'text', 'pos': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/45770,,583,2022-10-18 06:51:52,,2022-10-18 06:51:52,,"[{'name': {'family': 'Syafriadi', 'honourific': None, 'lineage': None, 'given': 'Syafriadi'}, 'id': 'syafriadifisikamipa@gmail.com'}]",,disk0/00/04/57/70,1970-01-01 00:00:00.000002017,,other,['FMIPA1'],"Variasi Doping Pb terhadap Pertumbuhan Fase Bahan Superkonduktor Bi-2212 pada Kadar Ca 1,10 dan Suhu Sintering 830C",7,,show,2022-10-18 06:51:52,archive,['AC'],Jurnal Teori dan Aplikasi Fisika,45770,published,Fakultas MIPA Universitas Lampung,,,,,,,,,,,,,,,,,,,
31,1,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 2798, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/2656', 'format': 'text', 'pos': 1, 'files': [{'datasetid': 'document', 'filesize': 233534, 'mime_type': 'application/pdf', 'fileid': 19158, 'hash': '8a1f911e4d82dea2a3ba69347641f0e7', 'filename': 'Posman_penelitian1.pdf', 'mtime': '2017-06-01 08:09:06', 'hash_type': 'MD5', 'objectid': 2656, 'uri': 'http://repository.lppm.unila.ac.id/id/file/19158'}], 'main': 'Posman_penelitian1.pdf', 'docid': 2656}]",public,http://repository.lppm.unila.ac.id/id/eprint/2798,TRUE,781,2017-11-17 03:12:17,,2017-06-02 12:12:35,"Reversibilitas Reaksi Elektrokimia pada Elektroda Superkapasitor Zeolit Berbasis Silika Sekam Padi yang Dikalsinasi pada Suhu 450, 550, dan 650 C","[{'id': 'fatiaulfah8@gmail.com', 'name': {'honourific': None, 'family': 'Ulfah', 'lineage': None, 'given': 'Fatia'}}, {'id': 'suprihatin@fmipa.unila.ac.id', 'name': {'family': 'Suprihatin', 'honourific': None, 'lineage': None, 'given': 'Suprihatin'}}, {'id': 'reip65@yahoo.com', 'name': {'lineage': None, 'family': 'Manurung', 'honourific': None, 'given': 'Posman'}}]",2549-1156,disk0/00/00/27/98,1970-01-01 00:00:00.000002017,,article,['FMIPA1'],"Reversibilitas Reaksi Elektrokimia pada Elektroda
Superkapasitor Zeolit Berbasis Silika Sekam Padi
yang Dikalsinasi pada Suhu 450, 550, dan 650
�

C",11,5.0,show,2017-06-02 12:12:35,archive,['QC'],"ABSTRACT
Zeolite based silica rice husk has been prepared at temperature of 450, 550, and 650
C. This
research was conducted to study the effect of calcination temperature in forming of crystalline
phases and standard electron rate constant (k
). The zeolite K450 was formed quartz and bohmite
phases, zeolite K550 and K650 was formed cristobalite, stishovite, gamma-alumina, and natrolite
phases. Electrochemical reaction of zeolite K450, K550 and K650 are irreversible. Peak potential
oxidation-reduction is between 240 mV and 390 mV. The higher value of calcination, the higher
value of k
0
. The k
0
0
value of zeolite K450, K550, K650 at scan rate of 1 V/s are 29.658�10
;
36.,398�10
9
; 77.110�10
9
cm/s respectively. Natrolite phase of zeolite K550 and K650 have
changed zeolite charge be netral. Based on these result, value k
of zeolite K550 and K650 are
going to be a reversible.
0

�

8",2798,published,,,,,,,,,,,,,,,,,,,,
32,1,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 5852, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/18776', 'docid': 18776, 'main': 'Jurnal Fatia Ulfah (1356-3132-1-PB).pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/54570', 'objectid': 18776, 'hash_type': 'MD5', 'mtime': '2017-11-17 03:46:10', 'hash': 'b7cf39b9a5f91d11a584ab395d9bfa1f', 'filename': 'Jurnal Fatia Ulfah (1356-3132-1-PB).pdf', 'fileid': 54570, 'mime_type': 'application/pdf', 'filesize': 219874, 'datasetid': 'document'}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/5852,TRUE,490,2017-11-17 04:26:27,31-36,2017-11-17 04:26:27,Jurnal Teori dan Aplikasi Fisika,"[{'name': {'lineage': None, 'family': 'Ulfah', 'honourific': None, 'given': 'Fatia'}}, {'name': {'lineage': None, 'family': 'Suprihatin', 'honourific': None, 'given': 'Suprihatin'}}, {'name': {'honourific': None, 'family': 'Manurung', 'lineage': None, 'given': 'Posman'}}]",,disk0/00/00/58/52,1970-01-01 00:00:00.000002017,fatiaulfah8@gmail.com,article,['FMIPA1'],"Reversibilitas Reaksi Elektrokimia pada Elektroda Superkapasitor Zeolit Berbasis Silika Sekam Padi yang Dikalsinasi pada Suhu 450, 550, dan 650oC",8,5.0,show,2017-11-17 04:26:27,archive,['QC'],"Zeolite based silica rice husk has been prepared at temperature of 450, 550, and 6500C. This research was conducted to study the effect of calcination temperature in forming of crystalline phases  and standard electron rate constant (k0). The zeolite K450 was formed quartz and bohmite phases, zeolite K550 and K650 was formed cristobalite, stishovite, gamma-alumina, and natrolite phases. Electrochemical reaction of zeolite K450, K550 and K650 are irreversible. Peak potential oxidation-reduction is between 240 mV and 390 mV. The higher value of calcination, the higher value of k0. The k0 value of zeolite K450, K550, K650 at scan rate of 1 V/s are 29.658x10-8; 36.,398x10-9; 77.110x10-9 cm/s respectively. Natrolite phase of zeolite K550 and K650 have changed zeolite charge be netral. Based on these result, value k0 of zeolite K550 and K650 are going to be a reversible",5852,published,,,,,,,,,,,,,,,,,,,,
