,title,rev_number,metadata_visibility,eprint_status,status_changed,subjects,eprintid,ispublished,documents,full_text_status,uri,refereed,lastmod,userid,datestamp,publication,creators,dir,type,divisions,publisher,date_type,abstract,corp_creators,referencetext,note,contact_email,number,pagerange,issn,id_number,official_url,volume,isbn,place_of_pub,editors,pages,contributors,related_url,pres_type,event_title,event_location,event_dates,event_type,book_title
27,Relationship Between Government Spending and Private Investment in Indonesia [SIMILARITY],9,show,archive,2021-02-17 02:00:35,['AI'],27880,pub,"[{'formatdesc': 'SIMILARITY', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41890', 'rev_number': 2, 'format': 'other', 'pos': 1, 'files': [{'hash_type': 'MD5', 'mtime': '2021-02-16 08:03:58', 'filename': 'Relationship Between Government Spending and Private Investment in Indonesia (SIMILARITY).pdf', 'hash': 'c2d39853c4b1ddb8236e247c960529e1', 'fileid': 248686, 'mime_type': 'application/pdf', 'filesize': 2785846, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/248686', 'objectid': 41890}], 'main': 'Relationship Between Government Spending and Private Investment in Indonesia (SIMILARITY).pdf', 'docid': 41890, 'content': 'other', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 27880}]",public,http://repository.lppm.unila.ac.id/id/eprint/27880,,2021-02-17 02:00:35,184,2021-02-17 02:00:35,,"[{'id': 'sai_mul@yahoo.com', 'name': {'given': 'Saimul', 'lineage': None, 'family': 'Saimul', 'honourific': None}}]",disk0/00/02/78/80,other,['FEB5'],International Journal of Advanced Science and Technology,,,,,,,,,,,,,,,,,,,,,,,,
28,Trade Openness Effect on Provincial Economic Growth in Indonesia [SIMILARITY],9,show,archive,2021-02-16 07:52:40,['AI'],27796,pub,"[{'content': 'other', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 27796, 'formatdesc': 'SIMILARITY', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41888', 'rev_number': 2, 'format': 'other', 'pos': 1, 'files': [{'mime_type': 'application/pdf', 'fileid': 248664, 'hash': 'ff221c43aff5239442c54f23693a5ca3', 'filename': 'Trade Openness Effect on Provincial Economic Growth in Indonesia (SIMILARITY).pdf', 'hash_type': 'MD5', 'mtime': '2021-02-16 07:09:38', 'datasetid': 'document', 'filesize': 3961428, 'objectid': 41888, 'uri': 'http://repository.lppm.unila.ac.id/id/file/248664'}], 'main': 'Trade Openness Effect on Provincial Economic Growth in Indonesia (SIMILARITY).pdf', 'docid': 41888}]",public,http://repository.lppm.unila.ac.id/id/eprint/27796,TRUE,2021-02-16 07:52:40,184,2021-02-16 07:52:40,Wiga : Jurnal Penelitian Ilmu Ekonomi,"[{'name': {'family': 'Saimul', 'honourific': None, 'lineage': None, 'given': 'Saimul'}, 'id': 'sai_mul@yahoo.com'}]",disk0/00/02/77/96,other,['FEB5'],Wiga : Jurnal Penelitian Ilmu Ekonomi,,,,,,,,,,,,,,,,,,,,,,,,
29,"Understanding Causality Relation among FDI, Foreign Trade and Economic Growth in Indonesia [SIMILARITY]",9,show,archive,2021-02-17 02:00:40,['AI'],27797,pub,"[{'eprintid': 27797, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'content': 'other', 'docid': 41889, 'main': 'Understanding Causality Relation among FDI, Foreign Trade and Economic Growth in Indonesia (SIMILARITY).pdf', 'files': [{'objectid': 41889, 'uri': 'http://repository.lppm.unila.ac.id/id/file/248678', 'fileid': 248678, 'mime_type': 'application/pdf', 'mtime': '2021-02-16 07:54:52', 'hash_type': 'MD5', 'filename': 'Understanding Causality Relation among FDI, Foreign Trade and Economic Growth in Indonesia (SIMILARITY).pdf', 'hash': '82e362d21c89519e78f342d9d3bab644', 'datasetid': 'document', 'filesize': 3374720}], 'pos': 1, 'format': 'other', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41889', 'rev_number': 2, 'formatdesc': 'SIMILARITY'}]",public,http://repository.lppm.unila.ac.id/id/eprint/27797,,2021-02-17 02:00:40,184,2021-02-17 02:00:40,,"[{'name': {'family': 'Saimul', 'honourific': None, 'lineage': None, 'given': 'Saimul'}, 'id': 'sai_mul@yahoo.com'}]",disk0/00/02/77/97,other,['FEB5'],Economics Development Analysis Journal,,,,,,,,,,,,,,,,,,,,,,,,
30,Trade Openness Effect on Provincial Economic Growth in Indonesia,8,show,archive,2021-06-14 08:27:57,['H1'],32555,pub,"[{'security': 'public', 'placement': 1, 'eprintid': 32555, 'content': 'other', 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'filesize': 643772, 'datasetid': 'document', 'hash': '00254df2dc6fb864e3eb5648bdbf9ed5', 'filename': '3. Trade Openness Effect on Provincial .....pdf', 'hash_type': 'MD5', 'mtime': '2021-06-14 08:05:08', 'mime_type': 'application/pdf', 'fileid': 385254, 'uri': 'http://repository.lppm.unila.ac.id/id/file/385254', 'objectid': 147836}], 'main': '3. Trade Openness Effect on Provincial .....pdf', 'docid': 147836, 'formatdesc': 'Peer Review', 'uri': 'http://repository.lppm.unila.ac.id/id/document/147836', 'rev_number': 2, 'format': 'other', 'pos': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/32555,,2021-06-14 08:27:57,184,2021-06-14 08:27:57,,"[{'id': 'sai_mul@yahoo.com', 'name': {'given': 'Saimul', 'family': 'Saimul', 'honourific': None, 'lineage': None}}, {'name': {'honourific': None, 'family': 'Darmawan', 'lineage': None, 'given': 'Arif'}, 'id': 'arif.darmawan@feb.unila.ac.id'}]",disk0/00/03/25/55,other,['FEB5'],STIE Widya Gama Lumajang,,,,,,,,,,,,,,,,,,,,,,,,
31,"Understanding Causality Relation among FDI, Foreign Trade and Economic Growth",8,show,archive,2021-06-14 08:27:53,['H1'],32554,pub,"[{'security': 'public', 'placement': 1, 'eprintid': 32554, 'content': 'other', 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/385242', 'objectid': 147831, 'filesize': 638643, 'datasetid': 'document', 'hash': '867cb35bb8663cbf8957fb79cc14340c', 'filename': '2. Understanding causality Relation ......pdf', 'hash_type': 'MD5', 'mtime': '2021-06-14 08:01:06', 'mime_type': 'application/pdf', 'fileid': 385242}], 'main': '2. Understanding causality Relation ......pdf', 'docid': 147831, 'formatdesc': 'Peer Review', 'uri': 'http://repository.lppm.unila.ac.id/id/document/147831', 'rev_number': 2, 'format': 'other', 'pos': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/32554,,2021-06-14 08:27:53,184,2021-06-14 08:27:53,,"[{'name': {'given': 'Saimul', 'lineage': None, 'honourific': None, 'family': 'Saimul'}, 'id': 'sai_mul@yahoo.com'}, {'id': 'arif.darmawan@feb.unila.ac.id', 'name': {'given': 'Arif', 'family': 'Darmawan', 'honourific': None, 'lineage': None}}]",disk0/00/03/25/54,other,['FEB5'],Universitas Negeri Semarang,,,,,,,,,,,,,,,,,,,,,,,,
32,"Bimbingan Teknis dan Workshop Kewirausahaan Bagi Ibu Rumah Tangga
di Desa Bumiagung Kecamatan Tegineneng Kabupaten Pesawaran",8,show,archive,2021-06-14 08:28:05,['H1'],32557,pub,"[{'format': 'other', 'pos': 1, 'formatdesc': 'Peer Review', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/147842', 'docid': 147842, 'main': '5. Bimbingan teknis dan workshop kewirausahaan ......pdf', 'files': [{'objectid': 147842, 'uri': 'http://repository.lppm.unila.ac.id/id/file/385275', 'datasetid': 'document', 'filesize': 708738, 'mime_type': 'application/pdf', 'fileid': 385275, 'hash': '2d3809857a01b0111feb88d2b7271c04', 'filename': '5. Bimbingan teknis dan workshop kewirausahaan ......pdf', 'mtime': '2021-06-14 08:12:14', 'hash_type': 'MD5'}], 'mime_type': 'application/pdf', 'language': 'en', 'content': 'other', 'eprintid': 32557, 'security': 'public', 'placement': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/32557,,2021-06-14 08:28:05,184,2021-06-14 08:28:05,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Saimul', 'given': 'Saimul'}, 'id': 'sai_mul@yahoo.com'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Nairobi', 'given': 'Nairobi'}, 'id': 'nairobi@feb.unila.ac.id'}, {'id': 'emi_syam@yahoo.com', 'name': {'lineage': None, 'family': 'Maimunah', 'honourific': None, 'given': 'Emi'}}, {'id': 'irmaf_mk@yahoo.co.id', 'name': {'given': 'Irma', 'lineage': None, 'honourific': None, 'family': 'Febriana'}}]",disk0/00/03/25/57,other,['FEB5'],Fakultas Ekonomi dan Bisnis Universitas Lampung,,,,,,,,,,,,,,,,,,,,,,,,
33,"Analisis Faktor-Faktor Yang Mempengaruhi Tingkat Kelahiran Total 
Di Provinsi Lampung Suatu Kajian Sosial Ekonomi",9,show,archive,2021-06-14 08:28:02,['H1'],32556,pub,"[{'main': '4. Analisis Faktor-faktor yg mempengaruhi tingkat kelahiran total .......pdf', 'docid': 147837, 'files': [{'hash_type': 'MD5', 'mtime': '2021-06-14 08:08:34', 'hash': '10f47a9d4cddec682b25297b123fdde2', 'filename': '4. Analisis Faktor-faktor yg mempengaruhi tingkat kelahiran total .......pdf', 'fileid': 385262, 'mime_type': 'application/pdf', 'filesize': 669680, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/385262', 'objectid': 147837}], 'format': 'other', 'pos': 1, 'formatdesc': 'Peer Review', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/147837', 'eprintid': 32556, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'content': 'other'}]",public,http://repository.lppm.unila.ac.id/id/eprint/32556,,2021-06-14 08:28:02,184,2021-06-14 08:28:02,,"[{'id': 'sai_mul@yahoo.com', 'name': {'given': 'Saimul', 'lineage': None, 'honourific': None, 'family': 'Saimul'}}, {'name': {'given': 'Sri', 'lineage': None, 'family': 'Sunarti', 'honourific': None}, 'id': 'sri.sunarti@alumni.feb.unila.ac.id'}]",disk0/00/03/25/56,other,['FEB5'],Jurusan Ekonomi Pembangunan Fakultas Ekonomi dan Bisnis Universitas Lampung,,,,,,,,,,,,,,,,,,,,,,,,
34,Identifikasi Fenomena Fear Of Floating Nilai Tukar dan Implikasinya Terhadap Kebijakan Moneter,10,show,archive,2020-05-22 02:49:52,['HC'],20316,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 20316, 'content': 'published', 'mime_type': 'application/pdf', 'language': 'id', 'files': [{'objectid': 33663, 'uri': 'http://repository.lppm.unila.ac.id/id/file/191258', 'datasetid': 'document', 'filesize': 233482, 'fileid': 191258, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-05-21 09:48:12', 'hash': '01af79e8bcfd37818b72558c050d93f3', 'filename': '22_nurbetty_identifikasi111.pdf'}], 'main': '22_nurbetty_identifikasi111.pdf', 'docid': 33663, 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33663', 'formatdesc': 'Prosiding Semnas FEB UNILA', 'pos': 1, 'format': 'text'}]",public,http://repository.lppm.unila.ac.id/id/eprint/20316,TRUE,2020-05-22 02:49:52,57,2020-05-22 02:49:52,PROSIDING PENELITIAN : PEMBANGUNAN EKONOMI BERKELANJUTAN DALAM REVOLUSI INDUSTRI 4.0,"[{'name': {'honourific': None, 'family': 'Sitorus', 'lineage': None, 'given': 'Nurbetty Herlina'}, 'id': 'nurbetty.herlina@yahoo.co.id'}, {'name': {'honourific': None, 'family': 'Irma', 'lineage': None, 'given': 'Febriana'}, 'id': None}, {'name': {'given': 'Adrian', 'lineage': None, 'family': 'Thomas', 'honourific': None}, 'id': None}, {'id': None, 'name': {'lineage': None, 'family': 'ani', 'honourific': None, 'given': 'asriyah'}}]",disk0/00/02/03/16,conference_item,['FEB5'],BADAN PENERBITAN FAKULTAS EKONOMI DAN BISNIS UNIVERSITAS LAMPUNG,,"Fear of floating nilai  tukar menggambarkan fenomena perilaku nilai  tukar mata uang domestik terhadap mata uang asing di dalam rezim nilai  tukar mengambang bebas (free  float)  yang   tidak mencerminkan  mekanisme pasar.   Kecenderungan  Negara yang mengalami fear  of floating adalah negara-negara tersebut  engumpulkan cadangan devisa dalam jumlah  yang   besar yang   sebenarnya  tidak diperlukan jika  sistem nilai  tukarnya mengambang bebas, sehingga cadangan devisa terpakai untuk intervensi nilai tukar.
Tujuan penelitian  ini  adalah untuk mengetahui  apakah Indonesia mengalami fenomena fear of floating dan  apakah implikasinya terhadap kebijakan moneter. Melalui  penelitian ini diharapkan  dapat  diketahui  implikasi fear   of  floating terhadap  kebijakan moneter  di Indonesia yang  nantinya akan  berpengaruh terhadap pasar keuangan dan  perekonomian Indonesia secara luas.  Penelitian ini  menggunakan  indeks fleksibilitas nilai  tukar untuk mengukur  adanya  fear   of  floating  dan   menggunakan metode  VAR untuk  mengetahui implikasi fear of floating nilai tukar di Indonesia.","['UNILA', 'UNILA', 'UNILA']",,,,,,9786239219314,,http://feb.unila.ac.id/id/semnasfeb/,,,,,,,,paper,Seminar Nasional FEB Unila 2019,Indonesia,24 Oktober 2019,conference,
35,"SIMILARITY Check result artikel jurnal :Effects of Energy Consumption, Economic Growth and
Urbanization on Indonesian Environmental Quality",8,show,archive,2021-02-01 10:41:10,['HC'],27580,inpress,"[{'language': 'en', 'mime_type': 'application/pdf', 'content': 'other', 'eprintid': 27580, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41595', 'main': 'Effects of Energy Consumption, Economic Growth and Urbanization on Indonesian Environmental Quality.pdf', 'docid': 41595, 'files': [{'filesize': 2612575, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-02-01 08:22:12', 'hash': '8651e4157e5e0dc18747f82f5ba7c416', 'filename': 'Effects of Energy Consumption, Economic Growth and Urbanization on Indonesian Environmental Quality.pdf', 'fileid': 246501, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/246501', 'objectid': 41595}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/27580,,2021-02-01 10:41:10,963,2021-02-01 10:41:10,,"[{'id': 'toto.gunarto@yahoo.co.id', 'name': {'lineage': None, 'family': 'Toto Gunarto', 'honourific': None, 'given': 'Toto Gunarto'}}]",disk0/00/02/75/80,other,['FEB5'],EconJournals,published,"This study attempts to investigate the impact of urbanization on environmental degradation in the presence of economic growth, trade, and use of energy for Indonesia. For this purpose, this study uses CO2 emission as endogenous indicators and GDP per capita, the use of energy, urbanization, and trade liberalization as exogenous indicators. Annual time series data are taken from World Development Indicators (WDI) for the period of 1970 to 2018. First of all, in order to check the characteristics of the indicator ADF and PP unit root tests are applied. Results indicate that Trade and Urbanization are stationary at a level while rests of all are at first difference. Further, the study uses the ARDL-bound test to check the co-integration in the model and verifies the existence of co-integration. The long run results are estimated by ARDL methodology. Results confirmed that there does not exit the EKC hypothesis in Indonesia because economic growth boosts the carbon production level in Indonesia. Energy consumption also creates environmental degradation while trade decreases the carbon emission level. Urbanization has not significantly influenced the level of the environment. It is just because of the country's high urban development, energy use is still less due to the less income of the majority of population, and this may be one of the explanations why urbanization is not affecting the country's carbon dioxide pollution.

Keywords: Emission of CO2, Urbanization, Use of Energy, ARDL, Development of Economy, Indonesia",['Universitas Lampung'],,,,,,,https://doi.org/10.32479/ijeep.10586,https://econjournals.com/index.php/ijeep/article/view/10586/5511,,,INTERNATIONAL JOURNAL OF ENERGY ECONOMICS AND POLICY,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'toto.gunarto@yahoo.co.id', 'name': {'lineage': None, 'family': 'gunarto', 'honourific': None, 'given': 'toto'}}]",,,,,,,
36,ANALISIS PENGARUH VARIABEL-VARIABEL MAKROEKONOMI TERHADAP CADANGAN DEVISA DI ASEAN-5,10,show,archive,2021-06-06 14:28:32,['HB'],32106,unpub,"[{'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'eprintid': 32106, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/145532', 'main': 'Yoke Muelgini_Imam Awaluddin_Ayu Diniyyah Putri_JURNAL.docx', 'docid': 145532, 'files': [{'hash_type': 'MD5', 'mtime': '2021-06-05 15:04:15', 'filename': 'Yoke Muelgini_Imam Awaluddin_Ayu Diniyyah Putri_JURNAL.docx', 'hash': '671f5d8f0fb8a5e90685e83bc9cf248c', 'fileid': 379984, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'filesize': 253422, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/379984', 'objectid': 145532}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/32106,FALSE,2021-06-06 14:28:32,690,2021-06-06 14:28:32,ANALISIS PENGARUH VARIABEL-VARIABEL MAKROEKONOMI TERHADAP CADANGAN DEVISA DI ASEAN-5,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Yoke', 'given': 'Muelgini'}, 'id': 'yoke.muelgini@feb.unila.ac.id'}, {'id': 'imam.awaluddin@feb.unila.ac.id', 'name': {'family': 'Imam', 'honourific': None, 'lineage': None, 'given': 'Awaluddin'}}, {'name': {'given': 'Diniyyah Putri', 'lineage': None, 'family': 'Ayu', 'honourific': None}, 'id': 'epjurusan686@gmail.com'}]",disk0/00/03/21/06,article,['FEB5'],,,"Penelitian ini memiliki tujuan untuk melihat apakah hubungan dan pengaruh jangka panjang dari Real Effective Exchange Rate (REER), ekspor, impor, inflasi, dan Gross Domestic Product (GDP) riil dan cadangan devisa di ASEAN-5. Data yang digunakan merupakan data sekunder dengan tipe data panel yaitu data kombinasi time series dan cross section yang dimulai sejak 1995 sampai 2019. Metode analisis yang digunakan adalah Panel Kointegrasi dengan Fully Modified-OLS (FMOLS) menggunakan bantuan program Eviews 10. Masing-masing variabel bebas yaitu Real Effective Exchange Rate (REER), ekspor, impor, inflasi, dan Gross Domestic Product (GDP) riil dalam jangka panjang berpengaruh secara signifikan terhadap cadangan devisa di ASEAN-5.

The purpose of this research is to see the relationships and long-term impact of Real Effective Exchange Rate (REER), exports, imports, inflation, and Gross Domestic Product (GDP) real and foreign exchange reserves in ASEAN-5. The data used is secondary data with panel data types, namely the combination of time series and cross section that starting from 1995 to 2019. The method of analysis used is the cointegration panel with Fully Modified-OLS (FMOLS) using the EViews 10 program to help. Each Independent variables, namely Real Effective Exchange Rate (REER), exports, imports, inflation, and Gross Domestic Product (GDP) real in the long-term significantly affects on foreign exchange reserves in ASEAN-5.",,,,,,,,,,,,,,,,,,,,,,
37,"INFLUENCE OF COMPETITIVENESS, CORRUPTION AND FOREIGN
DIRECT INVESTMENT ON ECONOMIC GROWTH OF ASEAN
DEVELOPING COUNTRIES",9,show,archive,2020-11-22 11:36:33,['HB'],26562,pub,"[{'security': 'public', 'placement': 1, 'eprintid': 26562, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'hash': '45ef1f94e53fedce70dac7d483beaba7', 'filename': '62-Article Text-286-1-10-20200814_artikel ijebe.pdf', 'mtime': '2020-11-21 17:49:16', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 238837, 'filesize': 315543, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/238837', 'objectid': 40459}], 'main': '62-Article Text-286-1-10-20200814_artikel ijebe.pdf', 'docid': 40459, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40459', 'rev_number': 1, 'format': 'text', 'pos': 1}, {'eprintid': 26562, 'placement': 2, 'security': 'public', 'mime_type': 'text/html', 'language': 'en', 'content': 'published', 'docid': 40460, 'main': 48, 'files': [{'hash': 'c71b337e1d1fb3c01720d498d2ff3f3b', 'filename': 48, 'hash_type': 'MD5', 'mtime': '2020-11-21 17:50:12', 'mime_type': 'text/html', 'fileid': 238841, 'filesize': 3120, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/238841', 'objectid': 40460}], 'pos': 2, 'format': 'text', 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40460', 'formatdesc': 'ijebe published'}]",public,http://repository.lppm.unila.ac.id/id/eprint/26562,TRUE,2020-11-22 11:36:33,2787,2020-11-22 11:36:33,IJEBE,"[{'id': 'fadeliyusufafif@gmail.com', 'name': {'given': 'Fadeli', 'lineage': None, 'honourific': None, 'family': 'Yusuf'}}, {'name': {'given': 'Ukhti', 'lineage': None, 'honourific': None, 'family': 'Ciptawaty'}, 'id': 'ukhti.ciptawaty@feb.unila.ac.id'}]",disk0/00/02/65/62,article,['FEB5'],Fakultas ekonomi dan bisnis universitas lampung,published,"The
purpose  of  this  study  is  to  look  at  the  condition  of  the  country's  competitiveness  and  its 
influence  on 
ASEAN economic growth. The data used is
panel data consisting of time series data for 2009 
-
2019 and cross 
section  of  five  ASEAN  countries  with  the
hi
ghest  level  of  competitiveness.  The  variables  used  are  economic 
growth,  competitiveness,  cor
ruption  perception  index,  political  risk,  and  foreig
n  direct  investment.  The 
analysis   tool   used   is   panel   data   regression,   the   Random   Effect   Model   (REM).   The   resu
lts
show   that 
competitiveness  and  foreign  direct  investment  have  a  positive  and  significant  eff
ect  on  economic  growth,",,,,,1.0,80-89,,,http://ijebe.com/journal/index.php/ijebe/article/view/62/48,3,,,,,,"[{'type': 'pub', 'url': 'http://ijebe.com/journal/index.php/ijebe/article/view/62/48'}]",,,,,,
38,"Economic Valuation and Demand for Pahawang Island Tourism in Lampung:
Hedonic Pricing Approach",7,show,archive,2019-04-09 06:54:31,"['H1', 'HB']",10996,pub,"[{'main': 'Prosiding IRSA Zulfa Emalia.pdf', 'docid': 23994, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/100783', 'objectid': 23994, 'hash': '7dc9a8a64a082ceb2f1ccc1ed90b6e2e', 'filename': 'Prosiding IRSA Zulfa Emalia.pdf', 'mtime': '2019-03-23 04:47:20', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 100783, 'filesize': 211746, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23994', 'rev_number': 1, 'eprintid': 10996, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/10996,TRUE,2019-04-09 06:54:31,103,2019-04-09 06:54:31,Conference Proceeding The 14th IRSA Internastional Conference,"[{'id': 'emalia.zulfa@gmail.com', 'name': {'family': 'Zulfa', 'honourific': None, 'lineage': None, 'given': 'Emalia'}}]",disk0/00/01/09/96,article,['FEB5'],Universitas Sebelas Maret (UNS),,"Valuation method is a method to reveal economic value of an ecosystem or area. The
valuation is important particularly for common properties exploitation which oftenly
affected by trade-off effect. As an interesting natural tourism area, Pahawang Island
creates multiplier effect on some industrial sectors such as inn, transportation,
handicrafts, food and telecommunication. On the other side, tourism activity potentially
harm tourism park sustainability. Inadequate visitors and community awareness on
environmental aspects, will potentially deteriorate and degrade tourism park quality.
The purpose of this research are to measure the economic value of coral reefs Island
and factors that affect demand for tourism in Pahawang Island using hedonic pricing
approach by asking directly to visitors what kind of pleasure value they obtained and
felt while take a trip. This research employed primary data from 100 respondents and
secondary data to obtain various informations. Economic value is calculated using
total economic value and determinant of demand is estimated using Ordinary Least
Square (OLS) method. The results show that economic value of coral reefs as tourism
object at Pahawang Island is due to Rp 3.719.124.609,00. The estimation results show
that factors such as visitor income, the beauty value of coral reefs, center of handycraft
and souvenir providers, and accommodation infrastructure, have a positive and
significant impact to the demand for tourism, while transportation infrastructure has a
positive correlation but not significant to the demand.",,,,,,1284-1292,9772654385185,,https://surakarta2018.irsa.or.id/proceeding-indonesia-regional-science-assocation-irsa-international-conference/,,,,,,,,,,,,,
39,Ekspose Riset Ekonomi Pembangunan,8,show,archive,2021-06-02 01:03:56,['HB'],31570,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 31570, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/374088', 'objectid': 142831, 'filesize': 1601537, 'datasetid': 'document', 'mtime': '2021-06-01 03:18:05', 'hash_type': 'MD5', 'filename': 'BOOK CHAPTER RISET EKONOMI PEMBANGUNAN.pdf', 'hash': 'ccc28d2b3e23eb97ee4a53152b544db3', 'fileid': 374088, 'mime_type': 'application/pdf'}], 'docid': 142831, 'main': 'BOOK CHAPTER RISET EKONOMI PEMBANGUNAN.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142831', 'pos': 1, 'format': 'text'}]",public,http://repository.lppm.unila.ac.id/id/eprint/31570,TRUE,2021-06-02 01:03:56,103,2021-06-02 01:03:56,,"[{'name': {'lineage': None, 'family': 'Zulfa', 'honourific': None, 'given': 'Emalia'}}]",disk0/00/03/15/70,book_section,['FEB5'],CV Anugrah Utama Raharja,,,,,,,,1-15,,,,,,Bandar Lampung,,,,,,,,,,Ekspose Riset Ekonomi Pembangunan
40,"Spatial Analysis of Regional Income Convergence :
The Case of  Bandar Lampung and Metro",7,show,archive,2018-08-03 07:40:07,['H1'],8545,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 8545, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21600', 'format': 'text', 'pos': 1, 'files': [{'filesize': 1223295, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2018-07-05 07:54:24', 'hash': '4775263771ea860ba769a001f0c101a7', 'filename': 'Prosiding IRSA Manado 2017.pdf', 'fileid': 83838, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/83838', 'objectid': 21600}], 'main': 'Prosiding IRSA Manado 2017.pdf', 'docid': 21600}]",public,http://repository.lppm.unila.ac.id/id/eprint/8545,TRUE,2018-08-03 07:40:07,103,2018-08-03 07:40:07,,"[{'id': 'emalia.zulfa@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Zulfa', 'given': 'Emalia'}}]",disk0/00/00/85/45,book_section,['FEB5'],Universitas Sam Ratulangi Manado,published,"Since the end of the 1990s, various convergence studies have found evidence of serious model misspecifications if spatial interdependencies of regional growth are ignored. The purpose of this study is to determine if and to what extent the city of Bandar Lampung  and Metro display regional income convergence and investigates whether there is evidence of spatial dependence of regional income convergence occurring at a county level of analysis in two neighboring municipality. Therefore, the convergence estimation in this study will take account of spatial autocorrelation by applying and the Spatial Regression Model. Data used in this study is secondary data from 2001 until 2013. The result of analysis of absolute convergence shows that the regional income of Bandar Lampung and Metro does not converge and there is a difference in the result of calculation when the neighboring region factor is included in the estimate. In this study, the existence of spatial lag variables that describe inter-regional relationships resulted in faster convergence.",,,,emalia.zulfa@gmail.com,,,,,,,,,,,,,,,,,,Prosiding IRSA 6th MANADO
