,eprint_status,status_changed,subjects,title,rev_number,metadata_visibility,eprintid,lastmod,userid,datestamp,ispublished,contributors,publisher,documents,uri,full_text_status,type,divisions,creators,dir,date,date_type,volume,official_url,abstract,issn,publication,refereed,number,pagerange,corp_creators,related_url,event_title,event_location,event_dates,event_type,pres_type,id_number,succeeds,place_of_pub
22,archive,2021-04-08 06:44:04,"['L1', 'LB2300', 'LB2361']",Efektivitas Iklim Kelas Berbasis Kooperatif untuk Meningkatkan Model Mental dan Penguasaan Konsep.,10,show,29035,2021-04-08 06:44:04,1028,2021-04-08 06:44:04,unpub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",FKIP Univeresitas Lampung,"[{'security': 'public', 'placement': 1, 'eprintid': 29035, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'filesize': 533147, 'datasetid': 'document', 'hash': 'c0a78164aac162e6c6864f3e3ba1a317', 'filename': 'Efektivitas Iklim Kelas Berbasis Koopertif untuk Meningkatkan Model Mental dan Penguasaan Konsep_compressed.pdf', 'hash_type': 'MD5', 'mtime': '2021-04-08 05:33:59', 'mime_type': 'application/pdf', 'fileid': 257590, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257590', 'objectid': 43145}], 'docid': 43145, 'main': 'Efektivitas Iklim Kelas Berbasis Koopertif untuk Meningkatkan Model Mental dan Penguasaan Konsep_compressed.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43145', 'rev_number': 1, 'format': 'text', 'pos': 1}]",http://repository.lppm.unila.ac.id/id/eprint/29035,public,other,['FKIP4'],"[{'name': {'lineage': None, 'family': 'Nurhayati', 'honourific': None, 'given': 'Nurhayati'}, 'id': None}, {'name': {'given': 'Sunyono', 'family': 'Sunyono', 'honourific': None, 'lineage': None}, 'id': 'sunyono.1965@fkip.unila.ac.id'}, {'name': {'given': 'Tri', 'honourific': None, 'family': 'Jalmo', 'lineage': None}, 'id': 'jalmotri@yahoo.com'}]",disk0/00/02/90/35,2020-12-01 00:00:00.000000000,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA']",,,,,,,,,
23,archive,2021-04-08 01:12:11,"['L1', 'LB2300']",Pengaruh Isu Sosio-Saintifik dalam Meningkatkan Sikap Kreatif Siswa pada Materi larutan Elektrolit dan Non-Elektrolit.,8,show,29018,2021-04-08 01:12:11,1028,2021-04-08 01:12:11,unpub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",FKIP Univeresitas Lampung,"[{'files': [{'objectid': 43124, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257414', 'mime_type': 'application/pdf', 'fileid': 257414, 'filename': 'Pengaruh Isu Sosio Saintifik dalam Meningkatkan Sikap Kreatif Siswa pada Materi larutan Elektrolit dan Non Elektrolit_compressed.pdf', 'hash': '6514bb37e818ddff5f3fe95e3e338eb9', 'mtime': '2021-04-07 10:17:03', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 391940}], 'main': 'Pengaruh Isu Sosio Saintifik dalam Meningkatkan Sikap Kreatif Siswa pada Materi larutan Elektrolit dan Non Elektrolit_compressed.pdf', 'docid': 43124, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43124', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 29018, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/29018,public,other,['FKIP4'],"[{'id': None, 'name': {'given': 'Yunisa Sari', 'family': 'Pandela', 'honourific': None, 'lineage': None}}, {'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Sunyono', 'honourific': None, 'given': 'Sunyono'}}, {'id': 'ratubetta.rudibyani@fkip.unila.ac.id', 'name': {'family': 'Rudibyani', 'honourific': None, 'lineage': None, 'given': 'Ratu Betta'}}]",disk0/00/02/90/18,2020-12-01 00:00:00.000000000,completed,,,,,,,,,"['Prodi S1 Pendidikan Kimia', 'Prodi S2 Keguruan IPA', 'Prodi S1 Pendidikan Kimia`']",,,,,,,,,
24,archive,2021-04-08 06:41:58,"['L1', 'LB2300']",Pengaruh Isu Sosiosaintifik dalam Meningkatkan Kemampuan Berpikir Kritis pada Materi Larutan Elektrolit dan Non Elektrolit.,8,show,29029,2021-04-08 06:41:58,1028,2021-04-08 06:41:58,unpub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",FKIP Univeresitas Lampung,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 29029, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43137', 'format': 'text', 'pos': 1, 'files': [{'datasetid': 'document', 'filesize': 691608, 'mime_type': 'application/pdf', 'fileid': 257544, 'filename': 'PENGARUH ISU SOSIO SAINTIFIK DALAM MENINGKATKAN KEMAMPUAN BERFIKIR KRITIS PADA  MATERI LARUTAN ELEKTROLIT DAN NON ELEKTROLIT - YUNISA SARI.pdf', 'hash': '45d2bd19158c202b8b91d98a97ca90e3', 'mtime': '2021-04-08 03:56:32', 'hash_type': 'MD5', 'objectid': 43137, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257544'}], 'docid': 43137, 'main': 'PENGARUH ISU SOSIO SAINTIFIK DALAM MENINGKATKAN KEMAMPUAN BERFIKIR KRITIS PADA  MATERI LARUTAN ELEKTROLIT DAN NON ELEKTROLIT - YUNISA SARI.pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/29029,public,other,['FKIP4'],"[{'name': {'given': 'Yunisa Sari', 'lineage': None, 'honourific': None, 'family': 'Pandela'}, 'id': None}, {'name': {'honourific': None, 'family': 'Sunyono', 'lineage': None, 'given': 'Sunyono'}, 'id': 'sunyono.1965@fkip.unila.ac.id'}, {'id': 'ratubetta.rudibyani@fkip.unila.ac.id', 'name': {'family': 'Rudibyani', 'honourific': None, 'lineage': None, 'given': 'Ratu Betta'}}]",disk0/00/02/90/29,2020-12-01 00:00:00.000000000,completed,,,,,,,,,"['Prodi S1 Pendidikan Kimia', 'Prodi S2 Keguruan IPA', 'Prodi S1 Pendidikan Kimia`']",,,,,,,,,
25,archive,2021-04-01 01:55:52,"['L1', 'LB1501', 'LC5201']",Inquiry Social Complexity (ISC): Design Instructional to Empowerment Critical and Creative Thinking (CCT) Skills in Cheministry.,9,show,28771,2021-04-01 01:55:52,705,2021-04-01 01:55:52,pub,,Periódico Tchê Química,"[{'files': [{'datasetid': 'document', 'filesize': 4130295, 'fileid': 255216, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-03-31 04:32:51', 'filename': 'Inquiry Social Complexity (ISC) Design Instructional to Empowerment Critical and Creative Thinking (CCT) Skills in Cheministry..pdf', 'hash': 'e4f7296a19530885d6e441ded84d9e68', 'objectid': 42833, 'uri': 'http://repository.lppm.unila.ac.id/id/file/255216'}], 'main': 'Inquiry Social Complexity (ISC) Design Instructional to Empowerment Critical and Creative Thinking (CCT) Skills in Cheministry..pdf', 'docid': 42833, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42833', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 28771, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/28771,public,other,['FKIP4'],"[{'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Perdana', 'given': 'Ryzal'}}, {'id': None, 'name': {'lineage': None, 'family': 'Budiyono', 'honourific': None, 'given': 'Budiyono'}}, {'name': {'lineage': None, 'family': 'Sukarmin', 'honourific': None, 'given': 'Sukarmin'}, 'id': None}, {'name': {'honourific': None, 'family': 'Rudibyani', 'lineage': None, 'given': 'Ratu Betta'}, 'id': 'ratubetta.rudibyani@fkip.unila.ac.id'}]",disk0/00/02/87/71,2020-03-01 00:00:00.000000000,published,,,,,,,,,,,,,,,,,,
26,archive,2021-04-08 06:44:10,"['L1', 'LB2300']",Efektivitas Pre-Lecture Quiz untuk Meningkatkan Keterampilan Berpikir Kritis Siswa.,8,show,29037,2021-04-08 06:44:10,1028,2021-04-08 06:44:10,unpub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",FKIP Univeresitas Lampung,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 29037, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43147', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/257609', 'objectid': 43147, 'filesize': 537463, 'datasetid': 'document', 'filename': 'Efektivitas Pre Lecture Quiz untuk Meningkatkan Keterampilan Berpikir Kritis Siswa_compressed.pdf', 'hash': '2901fefec33e48c68d26cab94fb5c1c4', 'hash_type': 'MD5', 'mtime': '2021-04-08 05:44:41', 'mime_type': 'application/pdf', 'fileid': 257609}], 'docid': 43147, 'main': 'Efektivitas Pre Lecture Quiz untuk Meningkatkan Keterampilan Berpikir Kritis Siswa_compressed.pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/29037,public,other,['FKIP4'],"[{'name': {'lineage': None, 'honourific': None, 'family': 'Qomaril Nur', 'given': 'Fitri'}, 'id': None}, {'name': {'given': 'Tasviri', 'family': 'Efkar', 'honourific': None, 'lineage': None}, 'id': 'tasviriefkar@yahoo.com.'}, {'name': {'given': 'Sunyono', 'lineage': None, 'honourific': None, 'family': 'Sunyono'}, 'id': 'sunyono.1965@fkip.unila.ac.id'}]",disk0/00/02/90/37,2020-12-01 00:00:00.000000000,completed,,,,,,,,,"['Prodi S1 Pendidikan Kimia', 'Prodi S1 Pendidikan Kimia', 'Prodi S2 Keguruan IPA']",,,,,,,,,
27,archive,2021-04-01 01:47:54,"['L1', 'LB1501', 'LC5201']",The Effectiveness of Problem Solving-Based Student Worksheet to Improve Students’ Critical Thinking Skills.,9,show,28747,2021-04-01 01:47:54,705,2021-04-01 01:47:54,pub,,FKIP Universitas Lampung,"[{'main': 'The Effectiveness of Problem Solving-Based Student Worksheet to Improve Students Critical Thinking Skills..pdf', 'docid': 42808, 'files': [{'objectid': 42808, 'uri': 'http://repository.lppm.unila.ac.id/id/file/255043', 'datasetid': 'document', 'filesize': 4647752, 'mime_type': 'application/pdf', 'fileid': 255043, 'hash': 'e1e9cb5a0b18400918560400e0a376c7', 'filename': 'The Effectiveness of Problem Solving-Based Student Worksheet to Improve Students Critical Thinking Skills..pdf', 'mtime': '2021-03-31 02:43:51', 'hash_type': 'MD5'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42808', 'rev_number': 1, 'eprintid': 28747, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/28747,public,other,['FKIP4'],"[{'name': {'given': 'RBR', 'family': 'Ratu Betta Rudibyani', 'honourific': None, 'lineage': None}}]",disk0/00/02/87/47,2020-04-01 00:00:00.000000000,,,,,,,,,,,,,,,,,,,
28,archive,2021-04-22 07:28:49,"['L1', 'LB1501', 'LC5201']",The Effectiveness of Problem Solving-Based Student Worksheet to Improve Students’ Critical Thinking Skills.,6,show,29547,2021-04-22 07:28:49,705,2021-04-22 07:28:49,pub,,FKIP Universitas Lampung,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 29547, 'formatdesc': 'Artikel', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43709', 'rev_number': 3, 'format': 'text', 'pos': 1, 'files': [{'objectid': 43709, 'uri': 'http://repository.lppm.unila.ac.id/id/file/261630', 'datasetid': 'document', 'filesize': 1798169, 'mime_type': 'application/pdf', 'fileid': 261630, 'filename': '7. The Effectiveness of Problem Solving Based Student Worksheet to Improve Students Critical Thinking Skills..pdf', 'hash': 'a50cd835c33ab2e5870f9e97389e841c', 'mtime': '2021-03-31 02:51:30', 'hash_type': 'MD5'}], 'docid': 43709, 'main': '7. The Effectiveness of Problem Solving Based Student Worksheet to Improve Students Critical Thinking Skills..pdf'}, {'pos': 2, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43710', 'rev_number': 2, 'formatdesc': 'Similarity', 'docid': 43710, 'main': 'Scan-1.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/261632', 'objectid': 43710, 'filesize': 1215902, 'datasetid': 'document', 'filename': 'Scan-1.pdf', 'hash': '75abdf485863758b4fc9d94b630f4151', 'mtime': '2021-04-21 03:36:06', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 261632}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 29547, 'placement': 2, 'security': 'public'}]",http://repository.lppm.unila.ac.id/id/eprint/29547,public,article,['FKIP4'],"[{'name': {'honourific': None, 'family': 'Ratu Betta Rudibyani', 'lineage': None, 'given': 'RBR'}}]",disk0/00/02/95/47,2020-04-01 00:00:00.000000000,published,10.0,http://jurnal.fkip.unila.ac.id/index.php/jpp/article/view/21203/0,"This research aimed to find out the effectiveness
of student worksheets based on problem solving in science learning to improve students’ critical
thinking skills. Methods: The research population were all tenth-grade science students in one of the
Senior High Schools in South Lampung in the even semester of 2017/2018 academic year with the
sample was selected using cluster random sampling. This research used d a quasi-experimental method
with Pretest-Posttest Control Group Design.The effect of the worksheet was measured based on the mean value of n-Gain of the students’ critical thinking skills. The effect size effect size calculation was also applied. Findings: The result showed that the n-Gain value mean of the students’ critical thinking skills in the experimental was 0.71 and the effect size was 0.89. Conclusion: students’ worksheet based on problem solving in science learning is very effective to improve students’ critical thinking skills",e-ISSN: 2550-1313 | p-ISSN: 2087-9849,Jurnal Pendidikan Progresif,FALSE,2.0,279-291,,,,,,,,,28749.0,
29,archive,2021-04-01 01:55:23,"['L1', 'LB1501', 'LC5201']",Implementation Learning With Pre-Lecture Quiz To Train Student Creative Thinking Skills.,9,show,28760,2021-04-01 01:55:23,705,2021-04-01 01:55:23,pub,,"International Journal of Innovation, Creativity and Change (IJICC), Ecellence in Research Australia","[{'files': [{'filesize': 4661046, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-03-31 03:38:09', 'filename': 'Implementation Learning With Pre Lecture Quiz To Train Student Creative Thinking Skills.pdf', 'hash': 'de964e281d36c6b96dea15a402f22be8', 'fileid': 255134, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/255134', 'objectid': 42821}], 'docid': 42821, 'main': 'Implementation Learning With Pre Lecture Quiz To Train Student Creative Thinking Skills.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42821', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 28760, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/28760,public,other,['FKIP4'],"[{'name': {'family': 'Ratu Betta Rudibyani', 'honourific': None, 'lineage': None, 'given': 'RBR'}}]",disk0/00/02/87/60,1970-01-01 00:00:00.000002020,,,,,,,,,,,,,,,,,,,
30,archive,2021-04-01 01:55:09,"['L1', 'LB1501', 'LC5201']",Implementation Of Problem-Based Learning Model To Increase Self-Confidence And Undergraduate Students Understanding Of The Electrochemistry Concept In Chemical Education.,9,show,28754,2021-04-01 01:55:09,705,2021-04-01 01:55:09,pub,,Periódico Tchê Química,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 28754, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42815', 'main': 'Implementation Of Problem Based Learning Model To Increase Self Confidence And Undergraduate Students ....... In Chemical Education.pdf', 'docid': 42815, 'files': [{'objectid': 42815, 'uri': 'http://repository.lppm.unila.ac.id/id/file/255096', 'fileid': 255096, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-03-31 03:11:48', 'hash': '02a03e0f86cc1309060accf1399ada09', 'filename': 'Implementation Of Problem Based Learning Model To Increase Self Confidence And Undergraduate Students ....... In Chemical Education.pdf', 'datasetid': 'document', 'filesize': 4499512}]}]",http://repository.lppm.unila.ac.id/id/eprint/28754,public,other,['FKIP4'],"[{'name': {'given': 'RBR', 'lineage': None, 'honourific': None, 'family': 'Ratu Betta Rudibyani'}}]",disk0/00/02/87/54,2020-05-01 00:00:00.000000000,,,,,,,,,,,,,,,,,,,
31,archive,2021-04-22 07:28:35,"['L1', 'LB1501', 'LC5201']",mplementation Learning With Pre-Lecture Quiz To Train Student Creative Thinking Skills.,7,show,29541,2021-04-22 07:28:35,705,2021-04-22 07:28:35,pub,,"International Journal of Innovation, Creativity and Change (IJICC), Ecellence in Research Australia","[{'main': '5. Implementation Learning With Pre-Lecture Quiz To Train Student Creative Thinking Skills.pdf', 'docid': 43693, 'files': [{'filename': '5. Implementation Learning With Pre-Lecture Quiz To Train Student Creative Thinking Skills.pdf', 'hash': '1aa42e80c1355663d06451b012984bf9', 'mtime': '2021-03-31 04:03:31', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 261583, 'filesize': 619254, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/261583', 'objectid': 43693}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43693', 'rev_number': 2, 'eprintid': 29541, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}, {'formatdesc': 'Reviewer', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43694', 'format': 'text', 'pos': 2, 'files': [{'datasetid': 'document', 'filesize': 1133628, 'fileid': 261585, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-04-21 02:59:21', 'hash': 'fc1f60a3fa9c8aa001e359fb0d3126e3', 'filename': 'Scan-7.pdf', 'objectid': 43694, 'uri': 'http://repository.lppm.unila.ac.id/id/file/261585'}], 'docid': 43694, 'main': 'Scan-7.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 2, 'eprintid': 29541}, {'files': [{'datasetid': 'document', 'filesize': 3562807, 'fileid': 261587, 'mime_type': 'application/pdf', 'mtime': '2021-04-21 02:59:52', 'hash_type': 'MD5', 'hash': '865eff98a9045d3af36197fcf09db429', 'filename': '5__Implementation_Learning_With_Pre_Lecture_Quiz_T.pdf', 'objectid': 43695, 'uri': 'http://repository.lppm.unila.ac.id/id/file/261587'}], 'main': '5__Implementation_Learning_With_Pre_Lecture_Quiz_T.pdf', 'docid': 43695, 'formatdesc': 'Similarity', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43695', 'format': 'text', 'pos': 3, 'security': 'public', 'placement': 3, 'eprintid': 29541, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/29541,public,article,['FKIP4'],"[{'name': {'lineage': None, 'honourific': None, 'family': 'Ratu Betta Rudibyani', 'given': 'RBR'}}]",disk0/00/02/95/41,1970-01-01 00:00:00.000002020,published,13.0,https://www.ijicc.net/images/vol_13/Iss_5/13569_Rudibyani_2020_E_R.pdf,"Technology in the 21st century is developing rapidly in business and industrial sectors
(Wrahatnolo & Munoto, 2018). In this century, education becomes important to ensure students
gain skills, innovation abilities, creativity, teamwork, and learn how to use life skills
(Wrahatnolo & Munoto, 2018). The ability to think is the ability to reason, both inductively,
deductively, accusatively, as well as cause and effect (Subagia, 2013). These three elements of
reasoning are developed through the learning process, both of which take place in school
through formal education, as well as that which takes place outside of school through formal
and informal education (Subagia, 2013). The process of developing the potential of students’
is directed so that students become human beings who believe and fear God Almighty, human
beings who have a noble character, healthy humans, knowledgeable people, capable humans,
and creative people.",2201-1323,"International Journal of Innovation, Creativity and Change (IJICC)",FALSE,5.0,879-893,,,,,,,,,28766.0,
32,archive,2021-08-25 03:07:42,['AC'],Model on the Job Training Based on the Increasing of Teachers Competence Basic School,6,show,33629,2021-08-25 03:07:42,7,2021-08-25 03:07:42,pub,,,"[{'eprintid': 33629, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 153776, 'main': 'Model on the Job Training Based on the Increasing of Teachers Competence Basic School.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/398554', 'objectid': 153776, 'hash': 'ee0c7b2de2b7b10bfa941ff593786902', 'filename': 'Model on the Job Training Based on the Increasing of Teachers Competence Basic School.pdf', 'hash_type': 'MD5', 'mtime': '2021-08-25 03:04:09', 'mime_type': 'application/pdf', 'fileid': 398554, 'filesize': 350190, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/153776', 'rev_number': 1}]",http://repository.lppm.unila.ac.id/id/eprint/33629,public,article,['FKIP4'],"[{'name': {'given': 'Riswandi', 'honourific': None, 'family': 'Riswandi', 'lineage': None}}, {'name': {'lineage': None, 'family': 'NOPIANA', 'honourific': None, 'given': 'NOPIANA'}}, {'name': {'given': 'Suryadi', 'lineage': None, 'family': 'Suryadi', 'honourific': None}}]",disk0/00/03/36/29,1970-01-01 00:00:00.000002020,published,29.0,,"The purpose of this study is to produce an ""on-the-job training (OTJ-T) model based on increasing the competency of elementary school teachers. data collection, researchers use primary and secondary sources by using various instruments, namely questionnaires, observations, interviews, and collecting documents relevant to research. In terms of data collection techniques, there are two types of data to be analyzed, namely data obtained from questionnaires and data collected through observation, interviews, and documents. Developing a training program requires design steps that must be followed, so that they can be carried out effectively. To carry out the training program needs assessment is needed to ascertain whether training is the answer to performance problems. Formulating training objectives and objectives to be achieved, in the implementation of activities it is necessary to select the right approach, method and material to use.In addition, at the end of the activity the training evaluation was carried out according to the established objectives and criteria.",2005-4238,nternational Journal of Advanced Science and Technology,TRUE,5.0,1103-1113,,,,,,,,,,
33,archive,2021-04-22 07:28:39,"['L1', 'LB1501', 'LC5201']",The Effectiveness of Inquiry Social Complexity to Improving Critical and Creative Thinking Skills of Senior High School Students,7,show,29542,2021-04-22 07:28:39,705,2021-04-22 07:28:39,pub,,"International Journal of Instruction(IJI), Gate Association for Teaching and Education","[{'uri': 'http://repository.lppm.unila.ac.id/id/document/43696', 'rev_number': 2, 'format': 'text', 'pos': 2, 'files': [{'objectid': 43696, 'uri': 'http://repository.lppm.unila.ac.id/id/file/261592', 'datasetid': 'document', 'filesize': 403484, 'fileid': 261592, 'mime_type': 'application/pdf', 'mtime': '2021-03-31 04:01:49', 'hash_type': 'MD5', 'filename': '4. The Effectiveness of Inquiry Social Complexity to Improving Critical and Creative Thinking Skills of Senior High School Students.pdf', 'hash': '798f07f9eb5f200a3d6bfecbdd2bc520'}], 'main': '4. The Effectiveness of Inquiry Social Complexity to Improving Critical and Creative Thinking Skills of Senior High School Students.pdf', 'docid': 43696, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 2, 'eprintid': 29542}, {'docid': 43698, 'main': 'The_Effectiveness_of_Inquiry_Social_Complexity_to_.pdf', 'files': [{'datasetid': 'document', 'filesize': 2899572, 'mime_type': 'application/pdf', 'fileid': 261596, 'filename': 'The_Effectiveness_of_Inquiry_Social_Complexity_to_.pdf', 'hash': '058c5fc0b3db04b6ac78a0d096b06c84', 'hash_type': 'MD5', 'mtime': '2021-04-21 03:03:30', 'objectid': 43698, 'uri': 'http://repository.lppm.unila.ac.id/id/file/261596'}], 'format': 'text', 'pos': 3, 'formatdesc': 'Similarity', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43698', 'eprintid': 29542, 'security': 'public', 'placement': 3, 'language': 'en', 'mime_type': 'application/pdf'}, {'format': 'text', 'pos': 4, 'formatdesc': 'Riviewer', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43699', 'rev_number': 2, 'main': 'Scan-10 (ada 2 ).pdf', 'docid': 43699, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/261598', 'objectid': 43699, 'filesize': 763022, 'datasetid': 'document', 'filename': 'Scan-10 (ada 2 ).pdf', 'hash': '75f7b88abde1cd7bc3444e8ee9de4918', 'hash_type': 'MD5', 'mtime': '2021-04-21 03:03:51', 'mime_type': 'application/pdf', 'fileid': 261598}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 29542, 'security': 'public', 'placement': 4}]",http://repository.lppm.unila.ac.id/id/eprint/29542,public,article,['FKIP4'],"[{'name': {'family': 'Ryzal Perdana', 'honourific': None, 'lineage': None, 'given': 'RP'}}, {'name': {'family': 'Ratu Betta Rudibyani', 'honourific': None, 'lineage': None, 'given': 'RBR'}}, {'name': {'given': 'Budiyono', 'family': 'Budiyono', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Sajidan', 'lineage': None, 'family': 'Sajidan', 'honourific': None}}]",disk0/00/02/95/42,2020-10-01 00:00:00.000000000,published,13.0,http://www.e-iji.net/dosyalar/iji_2020_4_31.pdf,"This research aimed to determine the effectiveness of the Inquiry Social Complexity (ISC) learning model to improve critical and creative thinking skills of senior high school students in Indonesia. The research method used was
experimental with pre-test-post-test group design. The research sample were 32 students using the ISC model and 30 students using Discovery Learning in the acid-base material. The data were analysed using the ANCOVA test resulting in F
= 79.381 with a significance level of 0.000 (p < 0.05), meaning that there were
significant differences between using the ISC model and using the Discovery
Learning. There was a gap of 39.66% between the pre-test and post-test results of
the experimental class and 24.83% of the control class. It can be concluded that
learning process using ISC learning model is very effective to improve students'
critical and creative thinking skills.","e-ISSN: 1308-1470, p-ISSN: 1694-609X,",International Journal of Instruction (IJI),FALSE,4.0,1-14,,,,,,,,,28765.0,
34,archive,2021-04-01 01:55:31,"['L1', 'LB1501', 'LC5201']",The Effectiveness of Inquiry Social Complexity to Improving Critical and Creative Thinking Skills of Senior High School Students.,9,show,28763,2021-04-01 01:55:31,705,2021-04-01 01:55:31,pub,,"International Journal of Instruction(IJI), Gate Association for Teaching and Education","[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 28763, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42823', 'rev_number': 1, 'docid': 42823, 'main': 'The Effectiveness of Inquiry Social Complexity to Improving Critical and Creative Thinking Skills of Senior High School Students.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/255157', 'objectid': 42823, 'hash_type': 'MD5', 'mtime': '2021-03-31 03:56:21', 'hash': 'c374a1be7fe478748040140841c65470', 'filename': 'The Effectiveness of Inquiry Social Complexity to Improving Critical and Creative Thinking Skills of Senior High School Students.pdf', 'fileid': 255157, 'mime_type': 'application/pdf', 'filesize': 3625954, 'datasetid': 'document'}]}]",http://repository.lppm.unila.ac.id/id/eprint/28763,public,other,['FKIP4'],"[{'name': {'given': 'RP', 'honourific': None, 'family': 'Ryzal Perdana', 'lineage': None}}, {'name': {'honourific': None, 'family': 'Ratu Betta Rudibyani', 'lineage': None, 'given': 'RBR'}}, {'name': {'given': 'Budiyono', 'family': 'Budiyono', 'honourific': None, 'lineage': None}}, {'name': {'family': 'Sajidan', 'honourific': None, 'lineage': None, 'given': 'Sajidan'}}]",disk0/00/02/87/63,2020-10-01 00:00:00.000000000,published,,,,,,,,,,,,,,,,,,
