,creators,dir,date,type,divisions,documents,publisher,ispublished,uri,full_text_status,lastmod,userid,datestamp,eprintid,title,metadata_visibility,rev_number,eprint_status,status_changed,subjects,date_type,official_url,volume,related_url,abstract,publication,issn,funders,number,refereed,pagerange,id_number,pres_type,event_dates,event_type,event_location,event_title,contact_email,corp_creators,contributors,isbn,place_of_pub,pages,book_title,succeeds,projects,referencetext
61,"[{'id': 'lismeri@yahoo.co.id', 'name': {'given': 'Lia', 'lineage': None, 'family': 'Lismeri', 'honourific': None}}, {'name': {'given': 'Lismeri', 'lineage': None, 'honourific': None, 'family': 'Lia'}, 'id': 'lismeri@yahoo.co.id'}, {'id': 'darni_yuli@yahoo.com', 'name': {'family': 'Darni', 'honourific': None, 'lineage': None, 'given': 'Yuli'}}]",disk0/00/01/30/47,1970-01-01 00:00:00.000002019,article,['FT6'],"[{'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'eprintid': 13047, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26046', 'rev_number': 1, 'main': 'Jurnal JCPE fix.docx', 'docid': 26046, 'files': [{'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 114857, 'filename': 'Jurnal JCPE fix.docx', 'hash': '6c15d23acc4d33f8f211ac5a7133410b', 'mtime': '2019-05-18 01:33:31', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 1171910, 'objectid': 26046, 'uri': 'http://repository.lppm.unila.ac.id/id/file/114857'}]}]","departement of chemical engineering faculty of industrial technology Universitas Muslim Indonesia, makassar",pub,http://repository.lppm.unila.ac.id/id/eprint/13047,public,2019-05-21 03:00:47,122,2019-05-21 03:00:47,13047,PENGARUH SUHU DAN WAKTU PRETREATMENT ALKALI PADA ISOLASI SELULOSA LIMBAH BATANG PISANG,show,6,archive,2019-05-21 03:00:47,['TP'],published,https://jurnal.teknologiindustriumi.ac.id,1.0,,"Inti Sari
Limbah batang pisang yang dihasilkan dari pertanian pisang merupakan biomassa yang  kandungan selulosanya dapat diisolasi dan dimanfaatkan sebagai bahan baku pembuatan serat selulosa. Pada penelitian ini batang pisang diberi perlakuan pretreatment alkali dimana pelarut yang dipakai adalah NaOH 1% dengan variabel yang digunakan yaitu suhu 60, 70, dan 80°C dan waktu 60, 90, dan 120 menit. Kemudian didelignifikasi dengan menggunakan Na2SO3 20% dan dibleaching dengan menggunakan H2O2 2%. Kemudian dilakukan analisis kadar lignoselulosa dengan metode Chesson-Datta dan karakterisasi dengan Uji FTIR dan SEM. Dari hasil analisis lignoselulosa, pretreatment yang menghasilkan rendemen selulosa terbesar pada suhu 80°C selama  60 menit sebesar 51,64%. Dari hasil Uji FTIR dan SEM dapat diketahui bahwa isolasi selulosa dari batang pisang dengan pretreatment alkali memperlihatkan keberadaan gugus fungsi utama penyusun selulosa serta struktur permukaan serat selulosa.

Abstract 
Banana stem waste from banana plantation is a biomass that contain lignocelluloses from which cellulose can be isolated and used as raw material for cellulose fiber. In this study, banana stem waste is treated with NaOH 1% with temperature variable of 60, 70, and 80°C and time variable of 60, 90, and 120 minutes. Followed by delignification using Na2SO3 20% and bleaching using H2O2 2%. Bleached fibers lignocelluloses content then analyzed using Chesson-Datta method and characterized with FTIR and SEM testing. Lignocelluloses content analysis result give the best pretreatment is at variable of temperature 80°C and variable of time 60 minutes which give cellulose content 51.64%. FTIR and SEM testing result shown that isolated cellulose from banana stem waste with alkali pretreatment show the existence of main functional groups of cellulose and the surface structure of cellulose fiber.",Jurnal of chemical process engineering,26552967,,4.0,TRUE,,,,,,,,,,,,,,,,,
62,"[{'name': {'given': 'Lia', 'lineage': None, 'honourific': None, 'family': 'Lismeri'}, 'id': 'lismeri@yahoo.co.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Lia', 'given': 'Lismeri'}, 'id': None}, {'name': {'family': 'Herdiana', 'honourific': None, 'lineage': None, 'given': 'Novita'}, 'id': 'novita.herdiana@fp.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Anung putri', 'honourific': None, 'given': 'Pramita'}, 'id': None}]",disk0/00/01/62/46,2019-10-01 00:00:00.000000000,conference_item,['FT6'],"[{'docid': 29352, 'main': 'Jurnal B Inggris2 icsb 2.doc', 'files': [{'filename': 'Jurnal B Inggris2 icsb 2.doc', 'hash': '0025d2dee16a90f267bc0da82e31af12', 'mtime': '2019-11-13 05:49:58', 'hash_type': 'MD5', 'mime_type': 'application/msword', 'fileid': 138926, 'filesize': 2096640, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/138926', 'objectid': 29352}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29352', 'eprintid': 16246, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/msword'}]",,submitted,http://repository.lppm.unila.ac.id/id/eprint/16246,public,2019-11-14 11:05:08,122,2019-11-14 11:05:08,16246,Synthesis and Characterization of Biodegradable Blend based on LDPE/cassava stem nanofiber cellulose,show,8,archive,2019-11-14 11:05:08,['TP'],,,,,"Abstract. Conventional plastic becomes trend topic due to its long degradation time and needs attention related to environmental problem. One type of plastic that is difficult to be degraded is LDPE. Some of the efforts done is to synthesize plastics with organic material so that it becomes biodegradable plastic. Cellulose is an organic material that is abundant in nature and can be used as a filler. This research aims to synthesis the biodegradable plastic films composted by nanocellulose – LDPE. Mechanical (UTM), water resistance and degradation test has been done. The properties of the biodegradable blend still meet the commercial LDPE standart. Even though the biocomposite based on LDPE-nanofiber cellulose can not totally degradable but it is can be used as a solution to reduce the degradation time of a plastic waste.  
Key word : Biocomposite, cassava stem, nanocellulose, blend.",,,,,FALSE,,,paper,15-17 oktober 2019,conference,bandar lampung,ICSB Unila,,,,,,,,,,
63,"[{'name': {'honourific': None, 'family': 'Nur', 'lineage': None, 'given': 'Hasanah'}, 'id': None}, {'name': {'given': 'Eka Nanda', 'honourific': None, 'family': 'Putriani', 'lineage': None}, 'id': None}, {'id': 'herti.utami@eng.unila.ac.id', 'name': {'given': 'Herti', 'lineage': None, 'family': 'Utami', 'honourific': None}}, {'id': 'simparmin@gmail.com', 'name': {'given': 'Simparmin', 'lineage': None, 'family': 'Ginting', 'honourific': None}}]",disk0/00/01/42/25,2019-07-31 00:00:00.000000000,article,['FT6'],"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 14225, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27281', 'main': 'Indonesian Journal Unnes 2019 Nur Hasanah.pdf', 'docid': 27281, 'files': [{'datasetid': 'document', 'filesize': 920216, 'mime_type': 'application/pdf', 'fileid': 123536, 'filename': 'Indonesian Journal Unnes 2019 Nur Hasanah.pdf', 'hash': '2c440ffdc243ba59606c182e0f7db1cb', 'hash_type': 'MD5', 'mtime': '2019-09-15 08:59:06', 'objectid': 27281, 'uri': 'http://repository.lppm.unila.ac.id/id/file/123536'}]}]",Universitas Negeri Semarang (Unnes),pub,http://repository.lppm.unila.ac.id/id/eprint/14225,public,2019-11-04 02:22:10,423,2019-11-04 02:22:10,14225,Pengaruh Jenis Solubility Promotor dan Waktu Reaksi pada Sintesis α-Terpineol dari Minyak Terpentin menggunakan Katalis Zeolit Alam Lampung Teraktivasi,show,7,archive,2019-11-04 02:22:10,['TP'],published,https://journal.unnes.ac.id/sju/index.php/ijcs,8.0,"[{'url': 'https://journal.unnes.ac.id/sju/index.php/ijcs/article/view/30409', 'type': 'pub'}]","Abstract

Turpentine is one of the essential oils that is produced in Indonesia.The main content of  turpentine is α-pinene that can be synthesized into α-terpineol. This product will give a higher selling value than sells turpentine  directly.The purpose of this study was to determine the effect of a kind of solubility promotor and reaction time on  the hydration of α-pinene to produce α-terpineol with natural zeolite catalyst (ZAL). The zeolite before being used as a catalyst, it was activated  to remove the impurities and to increase the acidity. In order to know the characteristics of zeolites were analyzed using X-Ray Fluorescence (XRF) and Fourier Transform Infrared (FTIR). In this study, the variables used were solubility promotors (isopropyl alcohol and ethanol) and reaction times (60, 120, 180, 240 and 300 minutes). The synthesis was carried out in a three-neck round bottom flask at 83°C , 20 mL of turpentine, 108 mL aquadest and 80 mL of solubility promotor. Compound the products of the reaction were analyzed using GC and GCMS. The results of this study showed that the highest conversion of 38.62% with the solubility promotor was ethanol at a reaction time of 300 minutes.",Indonesian Journal of Chemical Science,2252-6951,,2.0,FALSE,76-80,,,,,,,,"['Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung', 'Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung', 'Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung', 'Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung']",,,,,,,,
64,"[{'name': {'given': 'Rugayah', 'lineage': None, 'honourific': None, 'family': 'Rugayah'}, 'id': 'rugayah_unila@yahoo.co.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Hermida', 'given': 'Lilis'}, 'id': 'lilis.hermida@eng.unila.ac.id'}, {'name': {'given': 'Yohanes', 'honourific': None, 'family': 'Ginting', 'lineage': None}, 'id': 'yohannesginting@gmail.com'}, {'name': {'given': 'Joni', 'lineage': None, 'honourific': None, 'family': 'Agustian'}, 'id': 'joni.agustian@eng.unila.ac.id'}]",disk0/00/02/04/34,2019-10-01 00:00:00.000000000,conference_item,['FT6'],"[{'security': 'public', 'placement': 1, 'eprintid': 20434, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'filesize': 9553095, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-05-24 13:52:20', 'hash': 'ccd711a9c3bbac99d09866994957f219', 'filename': '12122019-FINAL PROCEEDINGS OF ISH 2018 edit.pdf', 'fileid': 192117, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/192117', 'objectid': 33779}], 'docid': 33779, 'main': '12122019-FINAL PROCEEDINGS OF ISH 2018 edit.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33779', 'format': 'text', 'pos': 1}]",,pub,http://repository.lppm.unila.ac.id/id/eprint/20434,public,2020-05-26 01:56:35,390,2020-05-26 01:56:35,20434,"Effect of Slow Release Nitrogen (SRN) Addition to NPK
Fertilization on Cauliflower Growth",show,8,archive,2020-05-26 01:56:35,"['S1', 'T1']",published,,,,"Urea is fertilizer nitrogen source that is high water solubility, so its not efficient. In this
study, three kinds of slow release nitrogen (SRN) fertilizers were evaluated for cauliflower growth.
These fertilizer is the standard fertilization, while single N is addition. Hence, in the discussion
should focus on the effect of such nitrogen addition. The experiment was carried out in a
greenhouse, using randomized block design in 5x2 factorial scheme with three replicates.
Treatments corresponded to five kinds of nitrogen sources i.e : without fertilizer (A0), Urea (A1),
SRN-Bentonite (A2), SRN-BBA (A3) and SRN-Mesopore (A4) and two treatments of NPK: without
NPK (B0) and NPK addition (B1). The dosage of fertilizer is equivalent to Urea 200 kg.ha-1. Data
obtained were identified using analysis of variance and followed by Orthogonal Contrast at 5%
level. It was found that the use of fertilizer nitrogen significantly increased the growth of
cauliflower compared to without fertilizer. There is any difference between urea and SRN
application on the number of leaves and curd weight. The growth of cauliflower fertilized by the
SRN’s with the NPK addition was better than that without NPK, especially the number of leaves,
leaf length, leaf width, root dry weight, curd diameter, and curd weight. The results also showed
that the effects of SRN- types were no significant differences on the cauliflower growth but on
the basis of variable observed, SRN-Mesopore agronomically was potential to be developed
compared to SRN-Bentonite and SRN-BBA.",,,"['Directorate General of Strengthening Research and Development at the Ministry of Research, Technology and Higher Education through the Directorate of Research and Community Service with a Research Contract Number: 062 / SP2H / LT / DRPM / 2018']",,TRUE,458-466,,paper,27-30 November 2018,conference,Denpasar Bali Indonesia,INTERNATIONAL SYMPOSIA ON HORTICULTURE (ISH) 2018,,,,,,,,,,
65,"[{'id': 'sudibyo@lipi.go.id', 'name': {'given': 'Sudibyo', 'honourific': None, 'family': 'Sudibyo', 'lineage': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Darmansyah', 'given': 'Darmansyah'}, 'id': 'darmansyah82@gmail.com'}]",disk0/00/01/65/44,2019-07-15 00:00:00.000000000,conference_item,['FT6'],"[{'security': 'public', 'placement': 1, 'eprintid': 16544, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'filesize': 403831, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2019-11-15 04:48:38', 'hash': '8db56f23a1c65409a0f659b612809c6e', 'filename': 'Sudibyo_2019_IOP_Conf._Ser.__Mater._Sci._Eng._478_012012.pdf', 'fileid': 141144, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/141144', 'objectid': 29620}], 'main': 'Sudibyo_2019_IOP_Conf._Ser.__Mater._Sci._Eng._478_012012.pdf', 'docid': 29620, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29620', 'rev_number': 1, 'format': 'text', 'pos': 1}]",,pub,http://repository.lppm.unila.ac.id/id/eprint/16544,public,2019-11-18 07:19:37,251,2019-11-18 07:19:37,16544,"Application of Taguchi optimization on the titanium recovery
from iron sands using flotation process",show,7,archive,2019-11-18 07:19:37,['QD'],published,https://iopscience.iop.org/article/10.1088/1757-899X/478/1/012012,,,"Titanium is very important metal which commonly used in industrial process,automotive, electronic devices and other application. Titanium is not pure element in nature but mixed with other elements such as in irons sands. Hence, it is required to do research to gain high concentration titanium and also eliminate its impurities. One of method which able to overcome this problem is the flotation method. On this research, titanium recovery process is done from natural iron sands of Lampung using oleic acid as a collector in the flotation process. The iron sands which used for each variation are 10, 15 and 20 wt% with a size of 60,100 and 150 mesh. Those iron sands were mixed into 0,10; 0,20; 0,30 lb/tons of collector by varying pH condition of 6, 8 and 10. After that, each variation product was characterized by XRF characterization and then calculated based on Taguchi method. From the research that had been done, it is known that the optimum values are at the content: oleic acid = 0,1 lbs/ton,ore 20 wt%, pH 8, the Particle size of 150 mesh",,,,,TRUE,1-7,,paper,,conference,,The 2nd Mineral Processing and Technology International Conference,sudibyo@lipi.go.id,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",,,,,,,
66,"[{'id': 'sudibyo@lipi.go.id', 'name': {'given': 'Sudibyo', 'lineage': None, 'honourific': None, 'family': 'Sudibyo'}}, {'name': {'given': 'Lilis', 'lineage': None, 'family': 'Hermida', 'honourific': None}, 'id': 'lilis.hermida@eng.unila.ac.id'}]",disk0/00/01/63/05,2019-03-01 00:00:00.000000000,article,['FT6'],"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29418', 'format': 'text', 'pos': 1, 'files': [{'filename': 'lilis-sudibyo prosiding sinta.pdf', 'hash': 'b3db9ec916691b5a9378d7dbf5f70d37', 'hash_type': 'MD5', 'mtime': '2019-11-13 13:45:06', 'mime_type': 'application/pdf', 'fileid': 139339, 'filesize': 239038, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/139339', 'objectid': 29418}], 'docid': 29418, 'main': 'lilis-sudibyo prosiding sinta.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 16305}]",fakultas teknik universitas lampung,pub,http://repository.lppm.unila.ac.id/id/eprint/16305,public,2019-11-14 10:19:01,397,2019-11-14 10:19:01,16305,"Nickel-Cobalt Extraction Process from Low-Grade Laterite Ores Using Cyanex 272 and
Versatic Acid 10",show,6,archive,2019-11-14 10:19:01,['TP'],published,http://eng.unila.ac.id/wp-content/uploads/2019/01/BR-1-06.pdf,1.0,,"Nickel is a metal that does not exist purely in nature but is mixed in lateritic nickel ore. In this research, the
separation process of Nickel from laterite ore using hydrometallurgical process (leaching and solvent extraction). The
purpose of this research is to know the optimum condition of nickel extraction process and to know the effect of the variables
observed in this research, they are the Citric Acid concentration (2, 3 and 4 M), leaching time (1, 2 and 3 days), percent
volume Cyanex 272 (15, 20 and 25% v/v), and percent volume Versatic Acid 10 (0, 5 and 10% v/v). In this research, the
leaching process is carried out by heating a mixture of Citric Acid and laterite at 100°C while stirring with 500 rpm stirring
speed. The leached filtrate was then dissolved in a mixture of organic solvents in the form of Cyanex 272 and Versatic Acid
10. The results of this study obtained the optimum condition of nickel extraction process at 4M Citric Acid concentration,
2 days leaching time, using Cyanex 272 15% v/v and Versatic Acid 10% v/v, which in that condition obtained the percentage
of extraction (% E) for nickel amounted to 96.73%.",Prosiding SINTA,ISBN: 2655-2914,,1.0,TRUE,17-22,,,,,,,,,,,,,,,,
67,"[{'id': 'herti.utami@eng.unila.ac.id', 'name': {'given': 'Herti', 'honourific': None, 'family': 'Utami', 'lineage': None}}]",disk0/00/01/76/13,2019-08-26 00:00:00.000000000,other,['FT6'],"[{'docid': 30755, 'main': 'PEER REVIEW NASIONAL TERAKREDITASI 4.pdf', 'files': [{'datasetid': 'document', 'filesize': 645417, 'fileid': 148795, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-01-16 08:41:07', 'hash': '15232bb5a0ac6b0aac1bb52d8723a2a9', 'filename': 'PEER REVIEW NASIONAL TERAKREDITASI 4.pdf', 'objectid': 30755, 'uri': 'http://repository.lppm.unila.ac.id/id/file/148795'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30755', 'rev_number': 3, 'eprintid': 17613, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",Jurnal Rekayasa Kimia dan Lingkungan,unpub,http://repository.lppm.unila.ac.id/id/eprint/17613,public,2020-01-23 02:08:38,423,2020-01-23 02:08:38,17613,Peer Review Jurnal :  Aplikasi Mikrofibril Selulosa dari Batang Sorgum Sebagai Bahan Pengisi pada Sintesis Film Bioplastik,show,10,archive,2020-01-23 02:08:38,['TP'],,,,,Peer Review : Penilaian Rekan Sejawat,,,,,,,,,,,,,herti.utami@eng.unila.ac.id,,,,,,,,,
68,"[{'name': {'given': 'Herti', 'lineage': None, 'family': 'Utami', 'honourific': None}, 'id': 'herti.utami@eng.unila.ac.id'}]",disk0/00/01/76/09,2019-08-26 00:00:00.000000000,other,['FT6'],"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 17609, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30750', 'rev_number': 3, 'main': 'PERR REVIEW JURNAL INTERNASIONAL 2.pdf', 'docid': 30750, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/148768', 'objectid': 30750, 'filesize': 615173, 'datasetid': 'document', 'hash': 'b7556dfcae8f77773037d20d2fd13c50', 'filename': 'PERR REVIEW JURNAL INTERNASIONAL 2.pdf', 'hash_type': 'MD5', 'mtime': '2020-01-16 08:16:25', 'mime_type': 'application/pdf', 'fileid': 148768}]}]",International Journal of Chemical Engineering and Applications,unpub,http://repository.lppm.unila.ac.id/id/eprint/17609,public,2020-01-22 02:44:09,423,2020-01-22 02:44:09,17609,"Peer Review Jurnal :  Liquid-Liquid Equilibrium For System Composed of α-Pinene, α-Terpineol and Water",show,10,archive,2020-01-22 02:44:09,['TP'],,,,,Peer Review : Penilaian Rekan Sejawat,,,,,,,,,,,,,herti.utami@eng.unila.ac.id,,,,,,,,,
69,"[{'id': 'herti.utami@eng.unila.ac.id', 'name': {'family': 'Utami', 'honourific': None, 'lineage': None, 'given': 'Herti'}}]",disk0/00/01/76/12,2019-08-26 00:00:00.000000000,other,['FT6'],"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 17612, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30754', 'rev_number': 3, 'docid': 30754, 'main': 'PEER REVIEW JURNAL NASIONAL TERAKREDITASI 3.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/148789', 'objectid': 30754, 'hash_type': 'MD5', 'mtime': '2020-01-16 08:36:15', 'filename': 'PEER REVIEW JURNAL NASIONAL TERAKREDITASI 3.pdf', 'hash': 'a645d4c2d8530a09c4ece2248e82ba68', 'fileid': 148789, 'mime_type': 'application/pdf', 'filesize': 650298, 'datasetid': 'document'}]}]",Jurnal Bahan Alam terbarukan,unpub,http://repository.lppm.unila.ac.id/id/eprint/17612,public,2020-01-29 08:29:32,423,2020-01-29 08:29:32,17612,Peer Review Jurnal : Comparative Studies of the Edible Film Based on Low Pectin Methoxyl with Glycerol and Sorbitol Plasticizers,show,11,archive,2020-01-29 08:29:32,['TP'],,,,,Peer Review : Penilaian Rekan Sejawat,,,,,,,,,,,,,herti.utami@eng.unila.ac.id,,,,,,,,,
70,"[{'id': 'herti.utami@eng.unila.ac.id', 'name': {'given': 'Herti', 'honourific': None, 'family': 'Utami', 'lineage': None}}]",disk0/00/01/76/14,2019-08-26 00:00:00.000000000,other,['FT6'],"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30756', 'rev_number': 3, 'main': 'PEER REVIEW JURNAL NASIONAL 1.pdf', 'docid': 30756, 'files': [{'datasetid': 'document', 'filesize': 649585, 'fileid': 148801, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-01-16 08:46:44', 'filename': 'PEER REVIEW JURNAL NASIONAL 1.pdf', 'hash': '1a3313434c748f526e10c7fe5798b775', 'objectid': 30756, 'uri': 'http://repository.lppm.unila.ac.id/id/file/148801'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 17614, 'security': 'public', 'placement': 1}]",Indonesian Journal of Chemical Science,unpub,http://repository.lppm.unila.ac.id/id/eprint/17614,public,2020-01-23 02:08:28,423,2020-01-23 02:08:28,17614,Peer Review Jurnal : Kajian Pengaruh Konsentrasi Zeolit Alam Lampung pada Hidrasi Terpentin Menjadi α-Terpineol,show,10,archive,2020-01-23 02:08:28,['TP'],,,,,Peer Review : Penilaian Rekan Sejawat,,,,,,,,,,,,,herti.utami@eng.unila.ac.id,,,,,,,,,
71,"[{'name': {'given': 'Herti', 'family': 'Utami', 'honourific': None, 'lineage': None}, 'id': 'herti.utami@eng.unila.ac.id'}]",disk0/00/01/76/15,2019-08-26 00:00:00.000000000,other,['FT6'],"[{'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30757', 'format': 'text', 'pos': 1, 'files': [{'hash_type': 'MD5', 'mtime': '2020-01-16 08:53:21', 'filename': 'PEER REVIEW JURNAL NASIONAL 3.pdf', 'hash': '9a2ecb0298b08f5bb1b858487b2e7797', 'fileid': 148807, 'mime_type': 'application/pdf', 'filesize': 634615, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/148807', 'objectid': 30757}], 'main': 'PEER REVIEW JURNAL NASIONAL 3.pdf', 'docid': 30757, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 17615}]",Indonesian Journal of Chemical Science,unpub,http://repository.lppm.unila.ac.id/id/eprint/17615,public,2020-01-23 02:08:59,423,2020-01-23 02:08:59,17615,Peer Review Jurnal : Pengaruh Jenis Solubility Promotor dan Waktu Reaksi pada Sintesis α-Terpineol dari Minyak Terpentin menggunakan Katalis Zeolit Alam Lampung Teraktivasi,show,10,archive,2020-01-23 02:08:59,['TP'],,,,,Peer Review : Penilaian Rekan Sejawat,,,,,,,,,,,,,herti.utami@eng.unila.ac.id,,,,,,,,,
72,"[{'name': {'lineage': None, 'family': 'Utami', 'honourific': None, 'given': 'Herti'}, 'id': 'herti.utami@eng.unila.ac.id'}]",disk0/00/01/76/16,2019-08-26 00:00:00.000000000,other,['FT6'],"[{'security': 'public', 'placement': 1, 'eprintid': 17616, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'filesize': 646100, 'datasetid': 'document', 'hash': '4ae1469cfae188bc702100beb6f64e00', 'filename': 'PEER REVIEW JURNAL NASIONAL 2.pdf', 'mtime': '2020-01-16 09:04:36', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 148816, 'uri': 'http://repository.lppm.unila.ac.id/id/file/148816', 'objectid': 30758}], 'docid': 30758, 'main': 'PEER REVIEW JURNAL NASIONAL 2.pdf', 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30758', 'format': 'text', 'pos': 1}]",Indonesian Journal of Chemical Science,unpub,http://repository.lppm.unila.ac.id/id/eprint/17616,public,2020-01-23 02:09:20,423,2020-01-23 02:09:20,17616,Peer Review Jurnal : Pengaruh Konsentrasi Asam Sulfat dan Waktu Reaksi Pada Sintesis α-Terpineol dari Terpentin,show,10,archive,2020-01-23 02:09:20,['TP'],,,,,Peer Review : Penilaian Rekan Sejawat,,,,,,,,,,,,,herti.utami@eng.unila.ac.id,,,,,,,,,
73,"[{'name': {'given': 'Herti', 'family': 'Utami', 'honourific': None, 'lineage': None}, 'id': 'herti.utami@eng.unila.ac.id'}]",disk0/00/01/76/11,2019-08-26 00:00:00.000000000,other,['FT6'],"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 17611, 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30752', 'pos': 1, 'format': 'text', 'files': [{'mtime': '2020-01-16 08:27:08', 'hash_type': 'MD5', 'filename': 'PEER REVIEW JURNAL NASIONAL TERAKREDITASI 2.pdf', 'hash': 'de9a5d6f2af2c8c9077197e4462931b7', 'fileid': 148781, 'mime_type': 'application/pdf', 'filesize': 633472, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/148781', 'objectid': 30752}], 'main': 'PEER REVIEW JURNAL NASIONAL TERAKREDITASI 2.pdf', 'docid': 30752}]",Jurnal Ilmiah Sains dan Teknologi,unpub,http://repository.lppm.unila.ac.id/id/eprint/17611,public,2020-01-23 02:07:40,423,2020-01-23 02:07:40,17611,Peer Review Jurnal : Sintesis α-Terpineol dari Terpentin dengan Katalisator Asam Khloro Asetat Secara Batch,show,10,archive,2020-01-23 02:07:40,['TP'],,,,,Peer Review : Penilaian Rekan Sejawat,,,,,,,,,,,,,herti.utami@eng.unila.ac.id,,,,,,,,,
74,"[{'name': {'lineage': None, 'family': 'Utami', 'honourific': None, 'given': 'Herti'}, 'id': 'herti.utami@eng.unila.ac.id'}]",disk0/00/01/76/10,2019-08-26 00:00:00.000000000,other,['FT6'],"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 17610, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30751', 'rev_number': 3, 'docid': 30751, 'main': 'PEER REVIEW JURNAL NASIONAL TERAKREDITASI 1.pdf', 'files': [{'filesize': 641245, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-01-16 08:22:28', 'hash': '74c2d3d6ca894e45909f31d62b534fc5', 'filename': 'PEER REVIEW JURNAL NASIONAL TERAKREDITASI 1.pdf', 'fileid': 148774, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/148774', 'objectid': 30751}]}]",Jurnal Reaktor,unpub,http://repository.lppm.unila.ac.id/id/eprint/17610,public,2020-01-23 02:07:19,423,2020-01-23 02:07:19,17610,Peer Review Jurnal : Studi Kinetika Reaksi Heterogen α-Pinene Menjadi Terpineol Dengan Katalisator Asam Khloro Asetat,show,11,archive,2020-01-23 02:07:19,['TP'],,,,,Peer Review : Penilaian Rekan Sejawat,,,,,,,,,,,,,herti.utami@eng.unila.ac.id,,,,,,,,,
