,status_changed,eprint_status,subjects,title,rev_number,metadata_visibility,eprintid,lastmod,userid,datestamp,ispublished,publisher,documents,full_text_status,uri,type,divisions,creators,date,dir,abstract,succeeds,date_type,patent_applicant,id_number,pages,official_url,issn,publication,pagerange,refereed,number,related_url,volume,place_of_pub,funders,corp_creators,event_type,event_dates,event_title,event_location,pres_type
22,2020-06-02 13:57:14,archive,"['T1', 'TD', 'TP']",Evaluasi Kinerja Sistem Elektrokoagulasi Batch Recycle Dengan Susunan Eleltroda Monopolar Dalam Mengolah Limbah Cair Tapioka,10,show,21527,2020-06-02 13:57:14,397,2020-06-02 13:57:14,pub,Program Studi Program Profesi Insinyur Fakultas Teknik Universitas Lampung,"[{'docid': 34926, 'main': 13, 'files': [{'filesize': 16247, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-06-02 13:36:53', 'filename': 13, 'hash': '2fe101db4e01b8ca3aed89e3d19d04b8', 'fileid': 199675, 'mime_type': 'text/html', 'uri': 'http://repository.lppm.unila.ac.id/id/file/199675', 'objectid': 34926}], 'format': 'archive', 'pos': 1, 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34926', 'eprintid': 21527, 'security': 'public', 'placement': 1, 'language': 'id', 'mime_type': 'text/html'}]",public,http://repository.lppm.unila.ac.id/id/eprint/21527,article,['FT6'],"[{'id': 'lilis.hermida@eng.unila.ac.id', 'name': {'given': 'Lilis', 'family': 'Hermida', 'honourific': None, 'lineage': None}}, {'id': 'ikakustiani@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Kustiani', 'given': 'Ika'}}, {'id': 'suharno@eng.unila.ac.id', 'name': {'given': 'Suharno', 'lineage': None, 'family': 'Suharno', 'honourific': None}}]",2020-04-01 00:00:00.000000000,disk0/00/02/15/27,"Pada penelitian ini elektrokoagulasi limbah cair tapioka dilakukan di reaktor yang beroperasi secara batch recycle, yang menggunakan beberapa pasang elektroda dalam susunan monopolar. Pengaruh variasi parameter operasi (besarnya arus listrik, jarak antar elektroda dan konduktivitas limbah cair tapioka) terhadap persentase penurunan kekeruhan air limbah diamati. Kemudian kondisi operasi yang optimal di investigasi menggunakan rancangan percobaan fractional factorial taguchi. Berdasarkan hasil percobaan dapat disimpulkan bahwa arus listrik sangat mempengaruhi persentase penurunan kekeruhan limbah cair tapioka. Kenaikan pH limbah terjadi selama proses berlangsung. Dengan pH influent tetap pada 7, setelah waktu reaksi selama 5 jam pH effluent menjadi 9,4 -9,6. Kondisi optimum diperoleh pada arus listrik 0,4 A, jarak antar elektroda 1,5 cm, dan konduktivitas influent 2500 mS dengan pH 7, laju alir 9 l/jam dan waktu pengolahan 5 jam. Persentase penurunan kekeruhan pada kondisi optimum bisa mencapai 97,227%.",,published,,,,http://jpi.eng.unila.ac.id/index.php/ojs/issue/view/3,,Jurnal Profesi Insinyur Universitas Lampung,20-28,TRUE,1,,1.0,,,,,,,,
23,2022-04-07 06:37:44,archive,['TA'],Hasil Review Paten: SABUN MANDI BERBASIS EKSTRAK KULIT PISANG,11,show,41155,2022-04-07 06:37:44,636,2022-04-07 06:37:44,pub,HAKI,"[{'security': 'public', 'placement': 2, 'eprintid': 41155, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 162615, 'uri': 'http://repository.lppm.unila.ac.id/id/file/456815', 'datasetid': 'document', 'filesize': 1363555, 'fileid': 456815, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-04-07 05:04:37', 'filename': 'CamScanner 02-14-2022 08.49_Patent.pdf', 'hash': '3ecac04be2a0631c7ad5a14d99c9f89f'}], 'docid': 162615, 'main': 'CamScanner 02-14-2022 08.49_Patent.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162615', 'format': 'text', 'pos': 2}]",public,http://repository.lppm.unila.ac.id/id/eprint/41155,other,['FT6'],"[{'id': 'dewi.agustina@eng.unila.ac.id', 'name': {'given': 'Dewi Agustina', 'family': 'Iryani', 'honourific': None, 'lineage': None}}]",2020-02-05 00:00:00.000000000,disk0/00/04/11/55,,,published,,,,https://pdki-indonesia.dgip.go.id/detail/P00201708880?type=patent&keyword=SABUN+MANDI+BERBASIS+EKSTRAK+KULIT+PISANG,,,,,,,,,,,,,,,
24,2022-02-09 10:24:47,archive,['TP'],Plagiarism_Check: Performance of Annealed Composite Cellulose Acetate/NaA Zeolite Membrane in Carbon dioxide/Methane Gas Separation,7,show,39101,2022-02-09 10:24:47,636,2022-02-09 10:24:47,pub,Valensi,"[{'placement': 1, 'security': 'public', 'eprintid': 39101, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'filesize': 167000, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-02-09 08:36:54', 'filename': 'MyReport 02-Sep-2021_membran_unpad.pdf', 'hash': '7c2453f25e84caaf50eec4ed06cdc68a', 'fileid': 440885, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/440885', 'objectid': 160393}], 'main': 'MyReport 02-Sep-2021_membran_unpad.pdf', 'docid': 160393, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160393', 'pos': 1, 'format': 'text'}]",public,http://repository.lppm.unila.ac.id/id/eprint/39101,other,['FT6'],"[{'id': 'dewi.agustina@eng.unila.ac.id', 'name': {'family': 'Iryani', 'honourific': None, 'lineage': None, 'given': 'Dewi Agustina'}}]",2020-11-20 00:00:00.000000000,disk0/00/03/91/01,None,,published,,,,http://journal.uinjkt.ac.id/index.php/valensi/article/view/13101,,,,,,,,Jurnal Valensi,,,,,,,
25,2022-10-17 01:25:45,archive,['TA'],hasil_review_:Performance of Annealed Composite Cellulose Acetate/NaA Zeolite Membrane in Carbon dioxide/Methane Gas Separation,7,show,45699,2022-10-17 01:25:45,636,2022-10-17 01:25:45,pub,Jurnal kimia Valensi,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/184509', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'datasetid': 'document', 'filesize': 1552113, 'mime_type': 'application/pdf', 'fileid': 506851, 'hash': 'b3df3fd0870a75d8c42525f3f6c2165b', 'filename': 'CamScanner_nilai_review_annealed_membrane.pdf', 'hash_type': 'MD5', 'mtime': '2022-10-14 13:52:17', 'objectid': 184509, 'uri': 'http://repository.lppm.unila.ac.id/id/file/506851'}], 'docid': 184509, 'main': 'CamScanner_nilai_review_annealed_membrane.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 45699}]",public,http://repository.lppm.unila.ac.id/id/eprint/45699,other,['FT6'],"[{'name': {'honourific': None, 'family': 'Iryani', 'lineage': None, 'given': 'Dewi Agustina'}, 'id': 'dewi.agustina@eng.unila.ac.id'}]",2020-11-01 00:00:00.000000000,disk0/00/04/56/99,None,,published,,https://doi.org/10.15408/jkv.v6i2.13101,,https://journal.uinjkt.ac.id/index.php/valensi/article/view/13101,,,,,,,,,,,,,,,
26,2022-10-17 01:26:36,archive,['TA'],similarity_check: Peningkatan Kualitas Pelet Tandan Kosong Kelapa Sawit melalui Torefaksi Menggunakan Reaktor Counter Current Flow Multi Baffle (COMB),7,show,45708,2022-10-17 01:26:36,636,2022-10-17 01:26:36,pub,Jurnal Rekayasa Proses UGM,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184518', 'docid': 184518, 'main': 'MyReport 14-Oct-2022_paperIrma.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/506918', 'objectid': 184518, 'filename': 'MyReport 14-Oct-2022_paperIrma.pdf', 'hash': '220bb49d40d4af862fbf46d40cc4e97f', 'hash_type': 'MD5', 'mtime': '2022-10-14 15:00:19', 'mime_type': 'application/pdf', 'fileid': 506918, 'filesize': 202915, 'datasetid': 'document'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 45708, 'security': 'public', 'placement': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/45708,other,['FT6'],"[{'id': 'dewi.agustina@eng.unila.ac.id', 'name': {'lineage': None, 'family': 'Iryani', 'honourific': None, 'given': 'Dewi Agustina'}}]",1970-01-01 00:00:00.000002020,disk0/00/04/57/08,none,,,,,,,,,,,,,,,,,,,,,
27,2022-10-17 01:26:04,archive,['TA'],Hasil_Review: Peningkatan Kualitas Pelet Tandan Kosong Kelapa Sawit melalui Torefaksi Menggunakan Reaktor Counter Current Flow Multi Baffle (COMB),7,show,45703,2022-10-17 01:26:04,636,2022-10-17 01:26:04,pub,Jurnal Rekayasa Proses UGM,"[{'docid': 184513, 'main': 'CamScanner_nilai_reviewer_PaperIrma.pdf', 'files': [{'datasetid': 'document', 'filesize': 1422553, 'fileid': 506880, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-10-14 14:21:38', 'filename': 'CamScanner_nilai_reviewer_PaperIrma.pdf', 'hash': 'b11cc5a006340d61c2b55403a14bc61e', 'objectid': 184513, 'uri': 'http://repository.lppm.unila.ac.id/id/file/506880'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/184513', 'rev_number': 1, 'eprintid': 45703, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/45703,other,['FT6'],"[{'name': {'honourific': None, 'family': 'Iryani', 'lineage': None, 'given': 'Dewi Agustina'}, 'id': 'dewi.agustina@eng.unila.ac.id'}, {'id': 'wahyu.hidayat@fp.unila.ac.id', 'name': {'family': 'Hidayat', 'honourific': None, 'lineage': None, 'given': 'Wahyu'}}, {'id': 'agus.haryanto@fp.unila.ac.id', 'name': {'given': 'Agus', 'lineage': None, 'honourific': None, 'family': 'Haryanto'}}]",1970-01-01 00:00:00.000002020,disk0/00/04/57/03,none,,,,https://doi.org/10.22146/jrekpros.56817,,https://jurnal.ugm.ac.id/jrekpros/article/view/56817,,,,,,,,,,,,,,,
28,2020-11-16 15:06:33,archive,['QD'],Penyisihan kadar amoniak (NH3) dalam limbah cair karet dengan kombinasi adsorben bentonit dan zeolit secara kontinyu,10,show,25148,2020-11-16 15:06:33,3246,2020-11-16 15:06:33,inpress,,"[{'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'content': 'published', 'eprintid': 25148, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38936', 'rev_number': 2, 'docid': 38936, 'main': 'RIZKA_MAYASARI_SINTA_2020.docx', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/227561', 'objectid': 38936, 'filesize': 166840, 'datasetid': 'document', 'hash': '46b1294884a2d2a77797df25b8f4634a', 'filename': 'RIZKA_MAYASARI_SINTA_2020.docx', 'mtime': '2020-11-13 08:43:04', 'hash_type': 'MD5', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 227561}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/25148,conference_item,['FT6'],"[{'id': 'rizka.mayasari@eng.unila.ac.id', 'name': {'lineage': None, 'family': 'Rizka', 'honourific': None, 'given': 'Mayasari'}}, {'id': None, 'name': {'given': 'purba', 'family': 'Elida', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'given': 'Miftahul', 'lineage': None, 'family': 'Djana', 'honourific': None}}]",2020-11-01 00:00:00.000000000,disk0/00/02/51/48,"Limbah cair hasil pengolahan karet mengandung kadar amoniak yang tinggi. Penelitian ini dilakukan untuk mengaplikasikan proses adsorpsi secara kontinyu dalam menyisihkan kadar amoniak (NH3) limbah cair karet sehingga memenuhi baku mutu air limbah domestik. Tujuan penelitian ini menetapkan dosis dan waktu optimum adsorben zeolite dan bentonite dalam mengadsorpsi polutan khususnya amoniak (NH3) di limbah cair karet.. Variabel penelitian terdiri dari rasio bentonit : zeolit, laju alir dan waktu kontak. Hasil penelitian menunjukkan bahwa terjadi penurunan kadar amoniak (NH3) sebesar 92,89 % pada rasio adsorben 2:1, waktu kontak 90 menit dan laju alir 3 LPM. Hal ini menunjukkan bahwa semakin banyak dosis bentonit yang ditambahkan, semakin lama waktu kontak dan laju alir maka semakin efektif penyisihan kadar amoniak (NH3) dalam limbah cair karet.",,published,,,,,,,,TRUE,,,,,,,conference,14 Oktober 2020,Seminar Nasional Ilmu Teknik dan Aplikasi Industri (SINTA) 2020,Bandar Lampung,speech
29,2021-05-24 01:37:22,archive,['TP'],The Study of Immobilized Media and Ni Ion Addition Effects on COD Removal of POME Using Anaerobic Filter Reactor,10,show,30462,2021-05-24 01:37:22,192,2021-05-24 01:37:22,pub,Springer Nature,"[{'eprintid': 30462, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'content': 'published', 'main': '1. International Journal_WBV.pdf', 'docid': 137060, 'files': [{'objectid': 137060, 'uri': 'http://repository.lppm.unila.ac.id/id/file/361063', 'datasetid': 'document', 'filesize': 714114, 'fileid': 361063, 'mime_type': 'application/pdf', 'mtime': '2021-05-21 17:40:08', 'hash_type': 'MD5', 'hash': 'a8f9d2bf306209590133b414b5cfecff', 'filename': '1. International Journal_WBV.pdf'}], 'format': 'text', 'pos': 1, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/137060'}]",public,http://repository.lppm.unila.ac.id/id/eprint/30462,article,['FT6'],"[{'name': {'lineage': None, 'family': 'Sri Ismiyati Damayanti', 'honourific': None, 'given': '-'}, 'id': 'sri.ismiyati.damayanti@gmail.com'}, {'id': '-', 'name': {'lineage': None, 'honourific': None, 'family': 'Silwina Bayonita', 'given': '-'}}, {'name': {'given': '-', 'lineage': None, 'family': 'Wiratni Budhijanto', 'honourific': None}, 'id': 'wiratni@ugm.ac.id'}, {'name': {'honourific': None, 'family': 'Sarto', 'lineage': None, 'given': '-'}, 'id': 'sarto@ugm.ac.id'}, {'name': {'given': '-', 'family': 'I Wayan Mustika', 'honourific': None, 'lineage': None}, 'id': '-'}, {'id': 'Chandra Wahyu Purnomo chandra.purnomo@ugm.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Chandra Wahyu Purnomo', 'given': '-'}}]",2020-01-01 00:00:00.000000000,disk0/00/03/04/62,"Palm oil mill effluent (POME) liquid waste contains high organic compounds. It has a high potential to be processed into biogas. One of the technologies that has been developed in processing POME is Fixed Film Bioreactor or anaerobic filter reactor (AFR). AFR is able to handle waste with high organic loading rate by using bacterial attached growth solid media on the surface of the media to form biofilm, which creates an optimum environment to microorganism growth and metabolism.
Plastic balls (bio-balls) is one of the potential immobilization media due to chemically inert and lightweight. In addition,trace elements may enhance methanogens activities. This study aimed to evaluate the effect of bioball as an immobilization media and the addition of trace element Ni to anaerobic digestion process with POME substrate in terms of decreasing soluble chemical oxigen demand (sCOD) and methane production on fixed bed reactor in batch and continuous mode in sequence. The best performance of the reactor was able to reduce 92% of COD content inside the pome by 5 L/day of loading rate of 24,000 ppm POME",,published,,10.1007/s12649-019-00926-0,,https://link.springer.com/article/10.1007/s12649-019-00926-0,-,Waste and Biomass Valorization,7045-7051,TRUE,-,"[{'type': 'pub', 'url': 'https://link.springer.com/article/10.1007/s12649-019-00926-0'}]",11.0,,['USAID through the SHERA program-Centre for Development of Sustainable Region (CDSR)'],"['-', '-', '-']",,,,,
30,2021-02-01 04:49:25,archive,['TP'],"Implementasi Teknologi Alat Peniris Minyak (Spinner) pada Pengembangan Produk Makanan Sehat Berbasis Sayuran di Desa Tulung Salak, Kecamatan Langkapura Bandar Lampung",7,show,27478,2021-02-01 04:49:25,423,2021-02-01 04:49:25,pub,LPPM UNILA,"[{'eprintid': 27478, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 41480, 'main': 'document.pdf', 'files': [{'mtime': '2021-01-27 04:46:34', 'hash_type': 'MD5', 'hash': '8e6535c51edcafc688f6216201a240e6', 'filename': 'document.pdf', 'fileid': 245651, 'mime_type': 'application/pdf', 'filesize': 414479, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/245651', 'objectid': 41480}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41480'}]",public,http://repository.lppm.unila.ac.id/id/eprint/27478,article,['FT6'],"[{'id': 'herti.utami@eng.unila.ac.id', 'name': {'family': 'Utami', 'honourific': None, 'lineage': None, 'given': 'Herti'}}, {'name': {'honourific': None, 'family': 'Darni', 'lineage': None, 'given': 'Yuli'}, 'id': 'darni_yuli@yahoo.com'}, {'id': 'rianti_dc@yahoo.com', 'name': {'given': 'Novri', 'family': 'Tanti', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Lia', 'lineage': None, 'honourific': None, 'family': 'Lismeri'}, 'id': 'lismeri@yahoo.co.id'}]",2020-12-09 00:00:00.000000000,disk0/00/02/74/78,"Sayuran terutama sayuran hijau merupakan hasil pertanian yang cukup melimpah di Propinsi Lampung. Sayuran hijau yang terdiri bermacam jenis yaitu bayam, kangkung, kacang panjang, brokoli, sawi dan lain-lain. Dalam hal hasil pertanian berupa sayuran hijautersebut, masyarakat selalu mengkonsumsi sayuran hijau tersebut untuk kebutuhan sehari-hari sebagai penambah asupan gizi keluarga. Dalam hal mengkonsumsi sayuran ini, secara umum sudah terpola bahwa ada kesulitan untuk memberikan jenis makanan ini pada anak-anak. Kelompok mitra yang terdiri ibu-ibu PKK dan ibu-ibu rumah tangga di Desa Tulung Salak ini tidak pernah punya ide untuk mengolahnya menjadi produk makanan ringan. Untuk mengatasi hal ini Tim pengabdian memberikan materi pelatihan cara membuat sayur krispi. Produk ini berupa sayur krispi yang prosesnya menggunakan alat peniris minyak (spinner). Dengan pengetahuan ini diharapkan selanjutnya para peserta tersebut dapat mempraktekkan langsung pengetahuan yang mereka peroleh.Masyarakat diharapkan dapat membuat sayur krispi sendiri dan dapat dijual untuk usaha sampingan sehinggapendapatan keluarga dapat meningkat. Kegiatan ini juga dapat menjadi alternatif untuk usaha skala rumah tangga.
Kata kunci: teknologi tepat guna; alat peniris minyak; sayur krispi",,published,,,,http://jss.lppm.unila.ac.id/index.php/ojs/article/view/195/174,2550-1089,Jurnal Sakai Sambayan,230-233,TRUE,3,,4.0,,,"['Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung', 'Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung', 'Jurusan Teknik Mesin, Fakultas Teknik, Universitas Lampung', 'Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung']",,,,,
31,2020-06-09 07:26:33,archive,['TP'],"Pengaruh kecepatan pengadukan dan waktu reaksi
pada sintesis α-terpineol dari terpentin dengan katalis
zeolit alam Lampung teraktivasi",6,show,22121,2020-06-09 07:26:33,423,2020-06-09 07:26:33,pub,,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35528', 'pos': 1, 'format': 'text', 'files': [{'filename': 'Artikel Herti Utami JTII April 2020.pdf', 'hash': '0d3eb516bfac23bcfef1448946fd5cc0', 'mtime': '2020-06-09 07:12:38', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 203787, 'filesize': 783431, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/203787', 'objectid': 35528}], 'main': 'Artikel Herti Utami JTII April 2020.pdf', 'docid': 35528, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 22121}]",public,http://repository.lppm.unila.ac.id/id/eprint/22121,article,['FT6'],"[{'name': {'lineage': None, 'honourific': None, 'family': 'Utami', 'given': 'Herti'}, 'id': 'herti.utami@eng.unila.ac.id'}, {'name': {'given': 'Simparmin', 'honourific': None, 'family': 'Ginting', 'lineage': None}, 'id': 'simparmin@gmail.com'}, {'id': None, 'name': {'lineage': None, 'family': 'Putriani', 'honourific': None, 'given': 'Eka Nanda'}}]",2020-04-01 00:00:00.000000000,disk0/00/02/21/21,"Pohon pinus yang dibudidayakan di Indonesia sebagian besar adalah jenis pinus merkussi yang terdiri dari dua komponen utama yaitu gondorukem(60%) dan minyak terpentin (10-17,5%. Hasil utama penyulingan getah pinus yaitu berupa minyak terpentin. Minyak terpentin yang diperoleh memilki kandungan α-pinene yang bisa dihidrasi untuk menghasilkan α-terpineol dengan menggunakan katalis heterogen berupa zeolit alam dapat menjadi alternatif baru sabagai pengganti katalis homogen asam cair. Pada penelitian ini, dipelajari pengaruh kecepatan pengadukan dan waktu reaksi pada sintesis α-terpineol dari terpentin dengan katalis Zeolit Alam Lampung(ZAL) teraktivasi dengan isopropil alkhol sebagai solubility promoter. Zeolit alam lampung sebelum digunakan sebagai katalis dilakukan aktivasi secara kimia dan fisika untuk menghilangkan pengotor dan meningkatkan keasaman. Untuk mengetahui karakteristik zeolit, dilakukan analisis Fourier Transform Infrared (FTIR) dan analisis X-Ray Fluorescene (XRF). Variabel yang digunakan dalam sintesis α-terpineol dari terpentin adalah kecepatan pengadukan (300, 400 dan 500 rpm) dan waktu reaksi (60, 120, 180, dan
240 menit). Senyawa hasil reaksi di uji dengan GC dan GCMS. Dari hasil penelitian diperoleh konversi tertinggi pada variasi kecepatan pengadukan 500 rpm dan waktu 240 menit sebesar 33,2363%.

Kata kunci: α-Terpineol, Terpentin, Zeolit Alam Lampung",,published,,,,,"ISSN 2722-0184, e-ISSN 2722-0192",Jurnal Teknologi dan Inovasi Industri,8-14,FALSE,1,,1.0,,,"['Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung', 'Juriusan Teknik KImia, Fakultas Teknik, Universitas Lampung', 'Juriusan Teknik KImia, Fakultas Teknik, Universitas Lampung']",,,,,
32,2021-10-15 04:46:30,archive,['TP'],PENGARUH WAKTU DAN PELARUT EDTA (Ethylenediaminetetraacetic Acid) PADA EKSTRAKSI FUKOIDAN DARI RUMPUT LAUT COKELAT Sargassum binderi Sonder,7,show,34538,2021-10-15 04:46:30,423,2021-10-15 04:46:30,pub,Balitbangda Lampung,"[{'docid': 155062, 'main': '6. Cindy Rizka Aulia.pdf', 'files': [{'objectid': 155062, 'uri': 'http://repository.lppm.unila.ac.id/id/file/406136', 'fileid': 406136, 'mime_type': 'application/pdf', 'mtime': '2021-10-14 03:35:43', 'hash_type': 'MD5', 'hash': 'a0a0f5a24f6f69e6fed7aa17d65559c5', 'filename': '6. Cindy Rizka Aulia.pdf', 'datasetid': 'document', 'filesize': 542365}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155062', 'rev_number': 1, 'eprintid': 34538, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/34538,article,['FT6'],"[{'id': 'herti.utami@eng.unila.ac.id', 'name': {'given': 'Herti', 'lineage': None, 'family': 'Utami', 'honourific': None}}, {'id': 'muhammad.hanif@eng.unila.ac.id', 'name': {'given': 'Muhammad', 'lineage': None, 'honourific': None, 'family': 'Hanif'}}, {'id': 'cindyrzk@gmail.com', 'name': {'family': 'Aulia', 'honourific': None, 'lineage': None, 'given': 'Cindy Rizka'}}, {'id': 'zulaikha.setya1069@students.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Mega Sari', 'given': 'Zulaika Setya'}}]",2020-12-06 00:00:00.000000000,disk0/00/03/45/38,"Rumput laut cokelat memiliki beragam polisakarida yang terkandung di dalamnya. Salah satu polisakarida dari rumput laut cokelat yang diketahui memiliki bioaktivitas yang tinggi adalah fukoidan. Banyak penelitian telah menunjukkan bahwa bioaktivitas dari fukoidan antara lain mampu menghambat pertumbuhan sel kanker, anti koagulan, antivirial, dan sebagai immunostimulan. Mengisolasi fukoidan dari rumput laut cokelat telah banyak dilakukan dengan beragam cara. Penelitian ini bertujuan untuk mengetahui bagaimana pengaruh waktu dan konsentrasi pelarut EDTA (ethylenediaminetetraacetic acid) pada proses ekstraksi dan karakteristik fukoidan dari rumput laut cokelat jenis Sargassum binderi Sonder. Konsentrasi pelarut yang digunakan pada penelitian ini sebesar 0,15%; 0,3%: 0,5%; 1%; dan 1,3% serta waktu ekstraksi selama 1 jam, 2 jam, 3 jam, 4 jam, dan 5 jam. Perbandingan rumput laut dan air adalah 1:30 dengan suhu ekstraksi dilakukan pada 70˚C. Dalam penelitian ini didapatkan yield crude fucoidan terbesar pada waktu ekstraksi 4 jam dan konsentrasi pelarut 1,3% yaitu sebesar 3,67%. Hasil analisis menunjukkan kandungan total gula dari ekstrak fukoidan dengan yield terbesar didapatkan sebesar 36,48% dan kandungan sulfat sebesar 17,16%. 
 
Kata kunci: fukoidan, EDTA, bioaktivitas, rumput laut.",,published,,,,,"P-ISSN 2354-5704, E-ISSN 2622-190X","Jurnal Kelitbangan, Inovasi Pembangunan, Balitbangda Lampung",265-279,FALSE,3,,8.0,,,"['Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung', 'Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung', 'Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung', 'Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung']",,,,,
