,event_location,date_type,eprintid,event_title,metadata_visibility,rev_number,event_type,title,event_dates,abstract,subjects,status_changed,eprint_status,date,dir,creators,divisions,type,refereed,full_text_status,uri,documents,pres_type,ispublished,datestamp,lastmod,userid,contact_email,official_url,publisher,pagerange,id_number,related_url,volume,number,issn,publication,funders,referencetext,keywords,place_of_pub,projects,contributors,corp_creators,succeeds,patent_applicant,pages,isbn,series,book_title,output_media
68,"Melbourne, Australia",published,24366,"The 10th International Conference on Geotechnique, Construction Materials and Environment",show,7,conference,"MEASURING THE ACCESSIBILITY TO TRANSIT STATION:
A CASE STUDY OF TANJUNG KARANG, LAMPUNG INDONESIA",11 - 13 November 2020,"Tanjung Karang station in the center of the capital city of Lampung province is the largest transit station within
the city and has been in operation for decades. In addition to serving long-distance passengers between Lampung and South Sumatera provinces, the transit station is also connected to a number of districts in the northern part of the province where most of the users are commuter passengers. Analysis is conducted by using the scoring method against a number of variables that are considered the most decisive to indicate the level of accessibility. They are travel distance, travel time, travel cost, road network conditions, and public transport, respectively. The score of each variable is 2.55; 2.63; 2.74; 1.53; and 0.96, respectively, and the final score results is 2.08 meaning that the
accessibility level of the study area to Tanjung Karang station is categorized as moderate. The lowest score
regarding public transport indicates more effort is needed to make the city bus more attractive to citizens to use the bus to reach railway transit station.",['TA'],2020-10-25 06:32:07,archive,2020-10-11 00:00:00.000000000,disk0/00/02/43/66,"[{'id': 'aleksander.purba@eng.unila.ac.id', 'name': {'given': 'Aleksander', 'family': 'Purba', 'honourific': None, 'lineage': None}}, {'id': 'sulistyorini.smd@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Sulistyorini', 'given': 'Rahayu'}}, {'id': 'lusmelia.afriani@eng.unila.ac.id', 'name': {'given': 'Lusmeilia', 'lineage': None, 'honourific': None, 'family': 'Afriani'}}]",['FT4'],conference_item,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/24366,"[{'security': 'public', 'placement': 1, 'eprintid': 24366, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'mtime': '2020-10-23 15:30:58', 'hash_type': 'MD5', 'hash': '5e36365983729c7bd7bd62ab3c343c51', 'filename': 'Proceedings GEOMATE 2020 Melbourne-663-668.pdf', 'fileid': 221657, 'mime_type': 'application/pdf', 'filesize': 750474, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/221657', 'objectid': 38093}], 'main': 'Proceedings GEOMATE 2020 Melbourne-663-668.pdf', 'docid': 38093, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38093', 'rev_number': 1, 'format': 'text', 'pos': 1}]",paper,pub,2020-10-25 06:32:07,2020-10-25 06:32:07,392,,https://geomate.org/index.html,,647-652,,,,,,,,,,,,,,,,,,,,
69,"Kyoto, Japan",published,24370,"The 6th International Conference on Structure, Engineering & Environment (SEE)",show,8,conference,MEASURING TOD READINESS OF THE BANDAR LAMPUNG CITY,18 - 20 November 2020,"Referring to the Bandar Lampung City Regulation Act No. 10/2011 concerning Regional Spatial Planning (2011-2030) emphasized that city government will develop an integrated activity center area at the mass public
transportation node through the concept of Transit Oriented Development (TOD) in Bandar Lampung City. In
article 20 explained more details of TOD location will be built and developed in the area of the transit station
Tanjung Karang. In preparing the development of the TOD area in the primary center, city government will prepare
the integration of bus services that implicates also on the provision of facilities for pedestrian. The steps undertaken by city government are based on Ministerial Regulation Act of ATR/BPN No. 16/2017 concerning Guidelines for Development of Transit-Oriented-Development which generally regulates the procedures for developing transit oriented areas based on specific criteria and characteristics. This paper explores the readiness of the Tanjung Karang transit station as a TOD area using Calthorpe scheme, Indonesian guidelines and ITDP standard. Measurement results indicate, the Tanjung Karang station not yet functioning as TOD. The main variables i.e. walk, cycle, connect, transit, mix, densify, compact, and shift has been stated in the city Act, but there is no implication in the field within surrounding area after almost ten years planned.",['TA'],2020-10-25 06:32:25,archive,2020-10-14 00:00:00.000000000,disk0/00/02/43/70,"[{'name': {'given': 'Aleksander', 'lineage': None, 'family': 'Purba', 'honourific': None}, 'id': 'aleksander.purba@eng.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Sulistyorini', 'given': 'Rahayu'}, 'id': 'sulistyorini.smd@gmail.com'}, {'name': {'family': 'Afriani', 'honourific': None, 'lineage': None, 'given': 'Lusmeilia'}, 'id': 'lusmelia.afriani@eng.unila.ac.id'}, {'id': 'despa@eng.unila.ac.id', 'name': {'lineage': None, 'family': 'Despa', 'honourific': None, 'given': 'Dikpride'}}, {'id': 'luh_ratnawidyawati@yahoo.co.id', 'name': {'family': 'Widyawati', 'honourific': None, 'lineage': None, 'given': 'Ratna'}}, {'id': 'rosalia.werena@eng.unila.ac.id', 'name': {'family': 'Dwi Werena', 'honourific': None, 'lineage': None, 'given': 'Rosalia'}}]",['FT4'],conference_item,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/24370,"[{'docid': 38097, 'main': 'Proceedings SEE-Kyoto 2020-293-299.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/221688', 'objectid': 38097, 'mtime': '2020-10-23 16:11:40', 'hash_type': 'MD5', 'filename': 'Proceedings SEE-Kyoto 2020-293-299.pdf', 'hash': 'f1aebf9dbd15ab78b65747348ed4f4b6', 'fileid': 221688, 'mime_type': 'application/pdf', 'filesize': 629096, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38097', 'eprintid': 24370, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",paper,pub,2020-10-25 06:32:25,2020-10-25 06:32:25,392,,https://www.confsee.com/,,280-286,,,,,,,,,,,,,,,,,,,,
70,,published,33554,,show,9,,Design and Implement a Monitoring System of traffic signal using Microcontroller Devices,,"This project focused on designing traffic signal monitoring tools, based on ideas and concepts developed previously. Authors used the Arduino Nano module with ATmega328P as the microcontroller, which was chosen because it simplifies the scenario of traffic signal anomalies, short messages service (SMS) news content, and time settings. A microcontroller was used to process data from the interference detection result, and processing the SMS content, therefore, it is able to quickly inform the types of traffic signal disruptions. This research highlights the ability to autonomously diagnose traffic signal device systems, especially in its work function, with the intent to detect interference on the device, and provide report via SMS to a monitoring unit that is located under its respective division. Based on result findings it is possible to utilize this development in building an integrated traffic signal monitoring system services, in the form of mobile applications in the near future.",['TA'],2021-08-23 12:29:55,archive,1970-01-01 00:00:00.000002020,disk0/00/03/35/54,"[{'name': {'given': 'Aleksander', 'lineage': None, 'family': 'Purba', 'honourific': None}, 'id': 'aleksander.purba@eng.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Sulistyorini', 'honourific': None, 'given': 'Rahayu'}, 'id': 'rahayu.sulistyorini@eng.unila.ac.id'}, {'id': 'ilhamiatelin@gmail.com', 'name': {'honourific': None, 'family': 'Ilhami', 'lineage': None, 'given': 'Agung'}}, {'name': {'given': 'Ageng', 'honourific': None, 'family': 'Sadnowo', 'lineage': None}, 'id': 'agengsadnowo@gmail.com'}]",['FT4'],other,,public,http://repository.lppm.unila.ac.id/id/eprint/33554,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/153669', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'fileid': 397866, 'mime_type': 'application/pdf', 'mtime': '2021-08-23 08:33:33', 'hash_type': 'MD5', 'filename': 'geomate D.pdf', 'hash': '177280eb21aa6525763fd4d476284617', 'datasetid': 'document', 'filesize': 576336, 'objectid': 153669, 'uri': 'http://repository.lppm.unila.ac.id/id/file/397866'}], 'docid': 153669, 'main': 'geomate D.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 33554}, {'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/153670', 'pos': 2, 'format': 'text', 'files': [{'filesize': 496825, 'datasetid': 'document', 'filename': 'geomate Gab.pdf', 'hash': '0a46e3c2e2cd734261a908949bd19bf7', 'hash_type': 'MD5', 'mtime': '2021-08-23 08:33:37', 'mime_type': 'application/pdf', 'fileid': 397868, 'uri': 'http://repository.lppm.unila.ac.id/id/file/397868', 'objectid': 153670}], 'docid': 153670, 'main': 'geomate Gab.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 2, 'security': 'public', 'eprintid': 33554}, {'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 33554, 'placement': 3, 'security': 'public', 'pos': 3, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/153671', 'main': 'geomate W.pdf', 'docid': 153671, 'files': [{'filesize': 585373, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-08-23 08:33:40', 'hash': 'a78c58ae19ec3d5319799ffe1a9ffc62', 'filename': 'geomate W.pdf', 'fileid': 397870, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/397870', 'objectid': 153671}]}]",,pub,2021-08-23 12:29:55,2021-08-23 12:29:55,354,,https://www.geomatejournal.com/,International Journal of GEOMATE,,,[{'url': 'https://doi.org/10.21660/2020.72.5637'}],,,,,,,,,,,,,,,,,,
71,,published,33640,,show,7,,Design and Implement a Monitoring System of traffic signal using Microcontroller Devices,,"This project focused on designing traffic signal monitoring tools, based on ideas and concepts developed previously. Authors used the Arduino Nano module with ATmega328P as the microcontroller, which was chosen because it simplifies the scenario of traffic signal anomalies, short messages service (SMS) news content, and time settings. A microcontroller was used to process data from the interference detection result, and processing the SMS content, therefore, it is able to quickly inform the types of traffic signal disruptions. This research highlights the ability to autonomously diagnose traffic signal device systems, especially in its work function, with the intent to detect interference on the device, and provide report via SMS to a monitoring unit that is located under its respective division. Based on result findings it is possible to utilize this development in building an integrated traffic signal monitoring system services, in the form of mobile applications in the near future",['TA'],2021-08-25 10:11:41,archive,1970-01-01 00:00:00.000002020,disk0/00/03/36/40,"[{'id': 'aleksander.purba@eng.unila.ac.id', 'name': {'family': 'Purba', 'honourific': None, 'lineage': None, 'given': 'Aleksander'}}, {'name': {'lineage': None, 'family': 'Sulistyorini', 'honourific': None, 'given': 'Rahayu'}, 'id': 'rahayu.sulistyorini@eng.unila.ac.id'}, {'id': 'ilhamiatelin@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Ilhami', 'given': 'Agung'}}, {'name': {'given': 'Ageng', 'lineage': None, 'family': 'Sadnowo', 'honourific': None}, 'id': 'agengsadnowo@gmail.com'}]",['FT4'],other,,public,http://repository.lppm.unila.ac.id/id/eprint/33640,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 33640, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/153788', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/398634', 'objectid': 153788, 'hash': 'c20072eb38b0c60341fb610ac9ad9f68', 'filename': 'geomate.pdf - geomate_2 (1).pdf', 'hash_type': 'MD5', 'mtime': '2021-08-25 08:14:16', 'mime_type': 'application/pdf', 'fileid': 398634, 'filesize': 1815517, 'datasetid': 'document'}], 'main': 'geomate.pdf - geomate_2 (1).pdf', 'docid': 153788}]",,pub,2021-08-25 10:11:41,2021-08-25 10:11:41,354,,https://www.geomatejournal.com/,International Journal of GEOMATE.,,,,,,,,,,,,,,,,,,,,,
72,,published,18931,,show,6,,"DESIGN AND IMPLEMENT A MONITORING SYSTEM OF
TRAFFIC SIGNAL USING MICRO CONTROLLER DEVICES",,"This project focused on designing traffic signal monitoring tools, based on ideas and concepts
developed previously. Authors used the Arduino Nano module with ATmega328P as the microcontroller,
which was chosen because it simplifies the scenario of traffic signal anomalies, short messages service (SMS)
news content, and time settings. A microcontroller was used to process data from the interference detection
result, and processing the SMS content, therefore, it is able to quickly inform the types of traffic signal
disruptions. This research highlights the ability to autonomously diagnose traffic signal device systems,
especially in its work function, with the intent to detect interference on the device, and provide report via SMS to a monitoring unit that is located under its respective division. Based on result findings it is possible to utilize this development in building an integrated traffic signal monitoring system services, in the form of mobile applications in the near future.",['TA'],2020-04-02 02:12:17,archive,2020-03-30 00:00:00.000000000,disk0/00/01/89/31,"[{'name': {'given': 'Aleksander', 'lineage': None, 'family': 'Purba', 'honourific': None}, 'id': 'aleksander.purba@eng.unila.ac.id'}, {'id': 'sulistyorini.smd@gmail.com', 'name': {'honourific': None, 'family': 'Sulistyorini', 'lineage': None, 'given': 'Rahayu'}}, {'id': 'agengsadnowo@gmail.com', 'name': {'given': 'Ageng', 'lineage': None, 'family': 'Sadnowo', 'honourific': None}}]",['FT4'],article,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/18931,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32171', 'rev_number': 1, 'main': 'Design and Implement a Monitoring System of....pdf', 'docid': 32171, 'files': [{'mtime': '2020-03-30 12:58:03', 'hash_type': 'MD5', 'hash': 'e52b30aaecf17a7e8fc47dea946f9892', 'filename': 'Design and Implement a Monitoring System of....pdf', 'fileid': 158884, 'mime_type': 'application/pdf', 'filesize': 194290, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/158884', 'objectid': 32171}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 18931, 'placement': 1, 'security': 'public'}]",,pub,2020-04-02 02:12:17,2020-04-02 02:12:17,392,,https://www.geomatejournal.com/,The Geomate International Society,62-68,,[{'url': 'https://doi.org/10.21660/2020.72.5637'}],19,72.0,2186-2982,International Journal of GEOMATE,,,,,,,,,,,,,,
73,,published,38394,,show,8,,"MEASURING THE ACCESSIBILITY TO TRANSIT STATION: A CASE STUDYOF TANJUNG KARANG, LAMPUNG INDONESIA",,Similarity Cek,['TA'],2022-01-26 06:17:51,archive,2020-11-01 00:00:00.000000000,disk0/00/03/83/94,"[{'id': 'aleksander.purba@eng.unila.ac.id', 'name': {'given': 'Aleksander', 'family': 'Purba', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'honourific': None, 'family': 'putri', 'lineage': None, 'given': 'diti artanti utami'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Sulistyorini', 'given': 'Rahayu'}, 'id': 'rahayu.sulistyorini@eng.unila.ac.id'}, {'name': {'family': 'Fudy', 'honourific': None, 'lineage': None, 'given': 'Shahnaz'}, 'id': None}, {'id': 'lusmelia.afriani@eng.unila.ac.id', 'name': {'given': 'Lusmeilia', 'lineage': None, 'family': 'Afriani', 'honourific': None}}]",['FT4'],other,,public,http://repository.lppm.unila.ac.id/id/eprint/38394,"[{'docid': 159491, 'main': 'Plagiarisme_Prosiding-Scopus (13)_MEASURING THE ACCESSIBILITY TO TRANSIT STATION_ A CASE STUDY OF TANJUNG KARANG, LAMPUNG INDONESIA.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/435184', 'objectid': 159491, 'filesize': 2041448, 'datasetid': 'document', 'mtime': '2022-01-26 06:04:10', 'hash_type': 'MD5', 'filename': 'Plagiarisme_Prosiding-Scopus (13)_MEASURING THE ACCESSIBILITY TO TRANSIT STATION_ A CASE STUDY OF TANJUNG KARANG, LAMPUNG INDONESIA.pdf', 'hash': '6ce6dff8fcf93eb0f9f69223008b75c4', 'fileid': 435184, 'mime_type': 'application/pdf'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159491', 'eprintid': 38394, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",,pub,2022-01-26 06:17:51,2022-01-26 06:17:51,808,,,"10th Int. Conf. On Geotechnique, Construction Material and Enviroment",,,,,,,,,,,,,,,,,,,,,
74,,published,21071,,show,11,,Hidrolika: gradually varied flow,,aliran acak bervariasi terjadi pada konsep fluida real. dalam hal ini aliran tidak menentu kecepatannya. pengaruh dari kekentalan (viskositas) sangat besar terhadap tipe pergerakan aliran. dalam video ini dijelaskan bagaimana menganalisis jenis aliran ini.,"['QC', 'TA', 'TC']",2020-05-29 10:19:52,archive,2020-04-14 00:00:00.000000000,disk0/00/02/10/71,"[{'name': {'lineage': None, 'family': 'Riki Chandra Wijaya', 'honourific': None, 'given': 'Riki'}, 'id': 'riki.chandra.wijaya@gmail.com'}]",['FT4'],video,,public,http://repository.lppm.unila.ac.id/id/eprint/21071,"[{'content': 'presentation', 'mime_type': 'text/html', 'language': 'id', 'placement': 1, 'security': 'public', 'eprintid': 21071, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34453', 'rev_number': 3, 'formatdesc': 'Metode analisis aliran acak', 'pos': 1, 'format': 'slideshow', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/196522', 'objectid': 34453, 'mtime': '2020-05-29 09:43:18', 'hash_type': 'MD5', 'hash': '32bc4d8bf284dbbab742d9694f25d907', 'filename': 'watch_v=y5NMZ5WOXWg', 'fileid': 196522, 'mime_type': 'text/html', 'filesize': 249056, 'datasetid': 'document'}], 'main': 'watch_v=y5NMZ5WOXWg', 'docid': 34453}]",,pub,2020-05-29 10:19:52,2020-05-29 10:19:52,2899,,https://www.youtube.com/watch?v=y5NMZ5WOXWg,youtube,,,,,,,,,,,,,,,,,,,,,Soft file video youtube
75,,submitted,22667,,show,6,,Model Analisis Faktor Sebaran Data Curah Hujan Tahunan,,"Rainfall occurs in Watershed (DAS) has special relationship. Data distribution from measuring devices at several locations in watershed is predicted to have pattern and close relationship. To know this we need a model to be able to show relationship between measured rainfall data. This research, a factor analysis model is performed to calculate how much relationship between rainfall data in watershed and to determine shape of rainfall distribution patterns that occur. Based on the calculation results, it is known that pattern of rainfall data distribution from 6 rain stations in Bengawan Solo watershed, namely doplang, randu, menden, kedung, japah, and sambong in 1998 has the same distribution pattern. However, the amount of rain height is different. In addition, the maximum Pearson correlation coefficient is 0.536 at Menden-Randu station. While the minimum Pearson correlation value for the Menden-Sambong station is 0.012. This difference is influenced by the distance between Menden-Randu and Menden-Sambong stations. Based on calculations on the factor analysis model, there are two factors that affect directly between these stations. Factor 1 has coefficient value <0.5 while factor 2 has 2 values> 0.5. Based on calculations show that rainfall that occurs in each region does not have strong relationship between one another, but the occurrence of rain that occurs has the same distribution pattern. From this it provides information that pattern of rainfall distribution each year is the same due to occurrence of rain following climate pattern in global area coverage.",['TA'],2020-06-19 01:45:38,archive,2020-06-01 00:00:00.000000000,disk0/00/02/26/67,"[{'id': 'riki.chandra.wijaya@gmail.com', 'name': {'family': 'Riki Chandra Wijaya', 'honourific': None, 'lineage': None, 'given': 'Riki'}}]",['FT4'],article,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/22667,"[{'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'security': 'public', 'placement': 1, 'eprintid': 22667, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36139', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/207860', 'objectid': 36139, 'filesize': 343846, 'datasetid': 'document', 'hash': 'ff710d704fbd3b94672ca2bd6a2f6afc', 'filename': 'Model Analysis Faktor Sebaran Data Hujan - Borneo Engineering Journal-Telah Direvisi.docx', 'hash_type': 'MD5', 'mtime': '2020-06-19 01:04:40', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 207860}], 'docid': 36139, 'main': 'Model Analysis Faktor Sebaran Data Hujan - Borneo Engineering Journal-Telah Direvisi.docx'}]",,submitted,2020-06-19 01:45:38,2020-06-19 01:45:38,2899,,http://jurnal.borneo.ac.id/index.php/borneoengineering/index,Universitas Borneo Tarakan,,,,,,2581-1134,Borneo Engineering: Jurnal Teknik Sipil,,,,,,,,,,,,,,
76,Radisson Hotel,published,31567,Seminar Nasional Hasil Pengabdian Kepada Masyarakat,show,7,conference,Bantuan Teknis Pengembangan Masjid Baiturrahman Umbul Cilik Kelurahan Tanjung Senang Kota Bandar Lampung,7 November 2020,"Masjid Baiturrahman merupakan salah satu tempat ibadah umat muslim yang beradad di desa Umbul Cilik RT.013 Kelurahan Tanjung Senang. Seiring dengan peningkatan jumlah penduduk dan tingginya animo masyarakat untuk memakmurkan masjid, sementara kapasitas musholla yang saat ini ada dirasa sudah tidak mencukupi lagi untuk melaksanakan kegiatan ibadah, terutama pada waktu pelaksanaan sholat Jumat. Dengan permasalahan tersebut di atas, pengurus masjid berinisiatif untuk mengajukan permohonan kepada civitas akademika Unila melalui kegiatan Pengabdian Masyarakat untuk membantu warga mewujudkan pengembangan pembangunan musholla menjadi masjid. 

Salah satu upaya penyelesaian permasalahan tersebut adalah dengan membuat dokumen teknis yang dapat digunakan warga untuk proses pembangunan tentunya dengan kaidah dan perhitungan teknis yang sesuai dengan aturan yang berlaku. Selain itu, keinginan masyarakat agar nantinya bangunan baru juga memiliki unsur estetika dan penggunaan ruang yang sesuai dengan kebutuhan.  Hasil analisis dan orientasi lapangan menunjukkan bahwa konsep desain Masjid Baiturrahman berdasarkan usulan masyarakat adalah konsep ornamen Lampung.

Data teknis bangunan yaitu luas bangunan lantai 1 sebesar189 m2, luas bangunan lantai 2 sebesar 165 m2 mampu menampung jamaah 500 orang. Pondasi yang digunakan berdasarkan hasil uji sondir yaitu tipe Foot plat 160 cm x 120 cm, kedalaman 2 m. Jumlah kolom masjid yaitu sebanyak 17 buah dengan dimensi kolom 45/55 mutu beton K-250, balok lantai 2 dengan dimensi 40/60 mutu beton K-250 dan Balok atap dengan dimensi 15/30 mutu beton K-225. Biaya pelaksanan yang dibutuhkan untuk pembangunan masjid adalah sebesar Rp. 1.427.556.000. Hasil kajian telah disetujui oleh pengurus masjid dan jamaah masjid Baiturrahman.",['TA'],2021-06-01 03:02:25,archive,2020-11-01 00:00:00.000000000,disk0/00/03/15/67,"[{'id': 'amrilmarufs@gmail.com', 'name': {'given': ""Amril Ma'ruf"", 'lineage': None, 'family': 'Siregar', 'honourific': None}}, {'name': {'given': 'Nur', 'lineage': None, 'family': 'Arifaini', 'honourific': None}, 'id': 'nurarifaini9@gmail.com'}, {'name': {'given': 'PANJI', 'lineage': None, 'family': 'KURNIAWAN', 'honourific': None}, 'id': 'panji.kurniawan@eng.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'chandra', 'given': 'ricky'}, 'id': None}]",['FT4'],conference_item,FALSE,public,http://repository.lppm.unila.ac.id/id/eprint/31567,"[{'placement': 1, 'security': 'public', 'eprintid': 31567, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/374019', 'objectid': 142815, 'filesize': 956913, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-06-01 02:07:52', 'filename': 'Prosiding Pengabdian Masyarakat 1.pdf', 'hash': '2a304e65091561dde7ddaaa1052cae78', 'fileid': 374019, 'mime_type': 'application/pdf'}], 'main': 'Prosiding Pengabdian Masyarakat 1.pdf', 'docid': 142815, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142815', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",paper,pub,2021-06-01 03:02:25,2021-06-01 03:02:25,1186,,https://lppm.unila.ac.id,,21-28,,,,,,,,,,,,,,,,,,,,
77,Bandar Lampung,submitted,25482,"Seminar Nasional Hasil Penelitian Sains, Teknik dan Aplikasi Industri (SINTA 2020)",show,7,conference,"Analisis Pola Perjalanan Kereta Api 
Studi Kasus Pengembangan Jalur Ganda Gedebage - Cicalengka",14 Oktober 2020,"Pengembangan jalur KA (KA) memiliki peran strategis mewujudkan, memperkukuh, dan memantapkan ketahanan nasional.  Oleh sebab itu pengembangan jalur ganda Jalur KA Gedebage-Cicalengka membutuhkan analisis teknis yang seksama, salah satunya dari sisi aspek Kajian Pola Operasi KA agar pola operasinya dapat seefisien dan seefektif mungkin.  Kajian Pola Operasi KA dilakukan melalui survei lapangan dan survei instansional untuk mendapatkan data primer maupun data sekunder yang digunakan sebagai dasar kajian pola operasi jalur ganda KA Gedebage – Cicalengka.  Poin utama yang dimasukkan dalam analisis konsep operasi KA ini adalah jumlah perjalanan KA per hari, panjang kereta, kecepatan maksimum, lokasi stasiun, fungsi stasiun, jenis dan kategori stasiun, jenis dan aktivitas stasiun, kapasitas jalur, dan tata letak stasiun.  Hasil penelitian berupa rancangan pola operasi jalur ganda Jalur KA Gedebage-Cicalengka, dengan rasio konflik < 1 untuk semua stasiun di jalur ini. 
 Hasil analisis kajian pola operasi pada lintas Gedebage – Cicalengka menunjukkan bahwa dengan adanya rencana penambahan frekeuensi kereta api dan pembangunan jalur ganda, akan terjadi peningkatan headway rata – rata dari 9,5 menjadi 11. Manfaat lain yang dihasilkan dengan adanya pembangunan jalur ganda akan meningkatkan kapasitas lintas sebesar 200% dari rerata 96,5 menjadi 193,5. Rencana posisi pembangunan. Diharapkan hasil penelitian ini dapat digunakan sebagai masukan bagi optimasi pola opersai KA jalur rencana pengembangan jalur ganda Gedebage – Cicalengkat oleh pihak terkait.",['TA'],2020-11-16 07:06:00,archive,2020-10-14 00:00:00.000000000,disk0/00/02/54/82,"[{'name': {'given': ""Amril Ma'ruf"", 'family': 'Siregar', 'honourific': None, 'lineage': None}, 'id': 'amrilmarufs@gmail.com'}, {'id': 'ikakustiani@yahoo.com', 'name': {'honourific': None, 'family': 'Kustiani', 'lineage': None, 'given': 'Ika'}}, {'name': {'given': 'Aleksander', 'family': 'Purba', 'honourific': None, 'lineage': None}, 'id': 'aleksander.purba@eng.unila.ac.id'}, {'id': 'luh_ratnawidyawati@yahoo.co.id', 'name': {'family': 'Widyawati', 'honourific': None, 'lineage': None, 'given': 'Ratna'}}]",['FT4'],conference_item,FALSE,public,http://repository.lppm.unila.ac.id/id/eprint/25482,"[{'placement': 1, 'security': 'public', 'eprintid': 25482, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/229938', 'objectid': 39278, 'filesize': 1112957, 'datasetid': 'document', 'hash': 'ca19be33e7677805e718a2d1d122d103', 'filename': 'SINTA_2020_Amril M Siregar.pdf', 'mtime': '2020-11-16 06:23:18', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 229938}], 'docid': 39278, 'main': 'SINTA_2020_Amril M Siregar.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39278', 'pos': 1, 'format': 'text'}]",paper,submitted,2020-11-16 07:06:00,2020-11-16 07:06:00,1186,,http://sinta.eng.unila.ac.id,,,,,,,,,,,,,,,,,,,,,,
78,,,22698,,show,9,,HOKKAIDO LINK REVIEWER,,HOKKAIDO LINK REVIEWER,"['TA', 'TC', 'TD']",2020-06-22 05:51:02,archive,1970-01-01 00:00:00.000002020,disk0/00/02/26/98,"[{'id': 'gatot89@yahoo.ca', 'name': {'given': 'Gatot Eko', 'lineage': None, 'family': 'Susilo', 'honourific': None}}]",['FT4'],other,,public,http://repository.lppm.unila.ac.id/id/eprint/22698,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 22698, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36193', 'format': 'text', 'pos': 1, 'files': [{'filesize': 1179248, 'datasetid': 'document', 'hash': 'f84b53458cd23e294c266b6a9edbcb7b', 'filename': 'HOK_merged.pdf', 'mtime': '2020-06-22 05:15:17', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 208295, 'uri': 'http://repository.lppm.unila.ac.id/id/file/208295', 'objectid': 36193}], 'docid': 36193, 'main': 'HOK_merged.pdf'}]",,pub,2020-06-22 05:51:02,2020-06-22 05:51:02,874,,,UNIVERSITY OF LAMPUNG,,,,,,,,,,,,,,,,,,,,,
