,event_title,eprintid,event_location,subjects,abstract,status_changed,eprint_status,event_type,rev_number,metadata_visibility,official_url,title,event_dates,divisions,contact_email,type,dir,creators,datestamp,lastmod,userid,full_text_status,uri,refereed,ispublished,documents,pres_type,completion_time,funders,pedagogic_type,skill_areas,corp_creators,publication,publisher,date_type,contributors,keywords,referencetext,pagerange,succeeds,volume,number,issn,output_media,id_number,note,book_title,place_of_pub,related_url
95,Internasional Conference On Marine And Coa stal Engineering And Sciences 2019,14296,,['TA'],"The Sriminosari village is a coastal village in East Lampung district that had mangrove forests. Now, mangrove forests of Sriminosari used as a mangrove ecotourism area and will be developed as a form of proper management to ensure the conservation and sustainability of rehabilitation while simultaneously pushing the economy of local communities. The purpose of this research is to calculate the ecotourism suitability index as a support in the development of mangrove ecotourism activities. This research used is survey methods and identification of ecotourism activities is carried out by visual identification and interview. The Observation station is determined by 5 stations are purposive. The results showed that mangrove ecosystem Sriminosari Village in the category of very fit (S1) at 5 stations with index value the suitability of tourism (IKW) at each station that is the station I of 76.92% in category (S1), station II of 89.74% in category (S1), station III of 89.74% in category (S1), station IV of 92.31% in category (S1), and station V of 92.31% in category (S1). The mangrove ecosystem Pandan Alas Sriminosari Village has the potential to be developed as an ecotourism mangrove.",2019-11-04 08:20:10,archive,conference,4,show,,"ANALYSIS OF SUITABILITY OF THE MANGROVE ECOTOURISM
AREA PANDAN ALAS SRIMINOSARI VILLAGE
LABUHAN MARINGGAI EAST LAMPUNG",,['FT4'],,conference_item,disk0/00/01/42/96,"[{'name': {'given': 'ahmad', 'family': 'ahmad herison', 'honourific': None, 'lineage': None}, 'id': 'ahmadherison@yahoo.com'}]",2019-11-04 08:20:10,2019-11-04 08:20:10,686,public,http://repository.lppm.unila.ac.id/id/eprint/14296,TRUE,submitted,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 14296, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27360', 'rev_number': 1, 'docid': 27360, 'main': 'Untitled.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/124136', 'objectid': 27360, 'filesize': 3805604, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2019-09-19 07:11:48', 'hash': 'e83ada2a2e1b1818380675e8817c15fa', 'filename': 'Untitled.pdf', 'fileid': 124136, 'mime_type': 'application/pdf'}]}]",lecture,,,,,,,,published,,,"Yulianda, F. (2007). Ekowisata Bahari Sebagai Alternatif Pemanfaatan Sumberdaya Pesisir 

Agussalim, A., Hartoni. 2014. PotensiKesesuaian Mangrove Sebagai Daerah Ekowisata di PesisirMuara Sungai MusiKabupatenBanyuasin.  Maspari Journal, Vol. 6, No. 2. ISSN: 2087-0558.

Spalding, M., Kainuma, M., Collins, L., 2010. World Atlas of Mangrove. Earthscan, London, UK

Bengen, D.G. 2002.Ekosistem dan Sumberdaya AlamPesisir.Sinopsis.Pusat Kajian Sumberdaya Pesisir dan Lautan.Fakultas Perikanan dan Kelautan.Institut Pertanian Bogor. Bogor.

Menteri Negara LingkunganHidupRepublik Indonesia (2004)KeputusanMenteri NegaraLingkunganHidupRepublik Indonesia Nomor 201 Tahun 2004 tentangKriteria Baku danPedomanPenentuanKerusakan Mangrove.

Yulianda, F., Fachrudin, A., Hutabarat, A. A., Hartati, S., Kusharjani, & Kang, H. S. (2010). Pengelolaan Sumberdaya Pesisir Dan Laut Secara Terpadu. Bogor: Pusdiklat Kehutanan. Departemen Kehutanan RI-SECAM-Korea International Cooperation Agency",,,,,,,,,,,
96,,13904,,['TA'],hasil penilaian sejawat peer review,2019-08-25 17:14:40,archive,,7,show,,"The Existing Condition of Mangrove Region of Avicenia marina, Its: Distribution and Functional Transformation",,['FT4'],,other,disk0/00/01/39/04,"[{'name': {'family': 'ahmad herison', 'honourific': None, 'lineage': None, 'given': 'ahmad'}, 'id': 'ahmadherison@yahoo.com'}]",2019-08-25 17:14:40,2019-08-25 17:14:40,686,public,http://repository.lppm.unila.ac.id/id/eprint/13904,,pub,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/121246', 'objectid': 26935, 'filesize': 825493, 'datasetid': 'document', 'mtime': '2019-08-20 06:24:17', 'hash_type': 'MD5', 'filename': 'the exixting of mangrove region of aviecenia marina.pdf', 'hash': '75a2a049aa11986fbe4a8eb259a1ee4b', 'fileid': 121246, 'mime_type': 'application/pdf'}], 'docid': 26935, 'main': 'the exixting of mangrove region of aviecenia marina.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/26935', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 13904, 'mime_type': 'application/pdf', 'language': 'en'}]",,,,,,,,Jurnal Manajemen Hutan Tropika,,,,,,,,,,,,,,,
97,,23268,,['TA'],,2020-07-21 04:14:49,archive,,7,show,,The Exixting Condition of Mangrove region of Avicenia marina: Its Distribution and Functional Transformation,,['FT4'],,other,disk0/00/02/32/68,"[{'name': {'lineage': None, 'honourific': None, 'family': 'ahmad herison', 'given': 'ahmad'}, 'id': 'ahmadherison@yahoo.com'}]",2020-07-21 04:14:49,2020-07-21 04:14:49,686,public,http://repository.lppm.unila.ac.id/id/eprint/23268,,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/36831', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 36831, 'uri': 'http://repository.lppm.unila.ac.id/id/file/212983', 'fileid': 212983, 'mime_type': 'application/pdf', 'mtime': '2020-07-21 04:07:47', 'hash_type': 'MD5', 'hash': '254f0629a264c086195acff5573704d9', 'filename': 'review jurnal( the exixting.pdf', 'datasetid': 'document', 'filesize': 1260696}], 'docid': 36831, 'main': 'review jurnal( the exixting.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 23268}]",,,,,,,,"Journal of Tropical Forest Management (JMHT: Jurnal Manajemen Hutan Tropika, IPB, Bogor)",,,,,,,,,,,,,,,
98,"Jurusan Teknik Sipil Universitas Lampung, Bandar Lampung",14081,,['TA'],"Pengetahuan mengenai pengelolaan  ekosistem mangrove yang tidak merusak lingkungan dan dapat dijadikan potensi ekowisata sangat penting untuk diketahui masyarakat khususnya Kabupaten Lampung Selatan dengan potensi pariwisata yang besar. Tujuan dan manfaat dari kegiatan pengabdian ini adalah memberikan  penyuluhan  mengenai  pentingnya  menjaga  ekosistem  pesisir  terutama mangrove, memberikan pengetahuan tentang cara penanaman mangrove, membangun kesadaran masyarakat agar lebih memperhatikan lingkungan dan menjaga ekosistem, salah satu kegiatan yang dapat melestarikan keseimbangan ekosistem mangrove, dan memberikan  pengetahuan  kepada  mahasiswa  yang  terlibat  langsung  dalam  proses penanaman mangrove. Metode yang digunakan dalam kegiatan penyuluhan adalah dengan cara andragogi dan diskusi dan metode yang digunakan untuk penanaman mangrove adalah dengan menggunakan bibit hasil persemaian. Kegiatan  penyuluhan dan penanaman mangrove  dilaksanakan  pada  tanggal  5  Mei  2018  Di  Pantai  Embe Lampung Selatan yang di ikutin oleh pemerintah Kabupaten Lampung Selatan dengan hal ini dinas kpariwisata dan kebudayaan, masyarakat sekitar dan mahasiswa. Dalam kegiatan yang di lakukan didapatkan kesimpulan sebagai berikut: (1) Adanya kegiatan ini untuk memberikan pengetahuan mengenai pentingnya menjaga ekosistem pesisir terutama mangove. pengetahuan tentang cara penanaman mangrove. Membangun kesadaran masyarakat agar lebih memperhatikan lingkungan dan menjaga ekosistem. Salah satu kegiatan yang dapat melestarikan keseimbangan ekosistem mangrove dan memberikan pengetahuan kepada mahasiswa yang terlibat langsung dalam proses penanaman mangrove ini. (2) Dengan adanya kegiatan ini menjadikan titik awal bagi masyarakat untuk dapat melanjutkan usaha penanaman mangrove sebagai perluasan konservasi mangrove.",2019-11-04 08:19:46,archive,conference,7,show,,KEGIATAN PENYULUHAN DAN PENANAMAN MANGROVE PADA KEGIATAN FESTIVAL KRAKATAU DI KALIANDA LAMPUNG SELATAN,,['FT4'],ahmadherison@yahoo.com,conference_item,disk0/00/01/40/81,"[{'id': 'ahmadherison@yahoo.com', 'name': {'lineage': None, 'family': 'ahmad herison', 'honourific': None, 'given': 'ahmad'}}]",2019-11-04 08:19:46,2019-11-04 08:19:46,686,public,http://repository.lppm.unila.ac.id/id/eprint/14081,TRUE,submitted,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/27112', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'filename': 'Paper_SENAPATI_UNILA_AHMAD HERISON (2).pdf', 'hash': '5647284014f37de6d9d4a1687963f6b1', 'hash_type': 'MD5', 'mtime': '2019-09-06 05:49:22', 'mime_type': 'application/pdf', 'fileid': 122467, 'filesize': 75966, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/122467', 'objectid': 27112}], 'docid': 27112, 'main': 'Paper_SENAPATI_UNILA_AHMAD HERISON (2).pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 14081}]",other,,,,,,,,,,,"Prabhakaran J., D., Kavitha. (2012). Ethnomedicinal importance of Mangrove species of Pitchavaram. International Journal of Research in Pharmaceutical and Biomedical Sciences. 3 (2) : 611-614.
Mulyadi, E., Laksmono, R., dan Aprianti, D. (2009). Fungsi Mangrove Sebagai Pengendali Pencemar Logam Berat. Jurnal Ilmiah Teknik Lingkungan 1: 33-39.
Nybakken, J. W., (1992). Biologi Laut Suatu Pendekatan Ekologis. PT. Gramedia. Jakarta. 
Odum, E.P. (1993). Dasar-dasar Ekologi . Diterjemahkan oleh T. Samingan. Gajah Mada University press. Yogyakarta. 
Bengen, G.D. (2000). Pedoman Teknis Pengenalan dan Pengelolaan Ekosistem Biologi Laut. Jakarta: Djambatan
Huda, N. (2008). Strategi kebijakan pengelolaan mangrove berkelanjutan di Wilayah Pesisir Kabupaten Tanjung Jabung Timur Jambi. [Tesis]. Program Pascasarjana Universitas Diponegoro Semarang. Jawa Tengah.
Davies, J. & G. Claridge. (1993). Wetland Benefits. The Potential for Wetlands toSupport and Maintain Development. Asian Wetland Bureau, InternationalWaterfowl & Wetlands Research Bureau, Wetlands for the America’s, 45 hal. 
Peraturan Menteri Kehutanan. No. 03/MENHUT-V/2004. Tentang Pedoman Pembuatan Tanaman Penghijau Kota Gerakan Nasional Rehabilitasi Hutan dan Lahan.
[DKP] Departemen Kelautan dan Perikanan. (2010). Pedoman Umum Kelembagaan Tempat Pelelangan Ikan. Direktorat Pemasaran Dalam Negeri. Direktorat Jenderal Pengolahan dan Pemasaran Hasil Perikanan. Jakarta: Departemen Kelautan dan Perikanan Republik Indonesia",,,,,,,,,,,
99,,23266,,['TA'],,2020-07-21 04:14:29,archive,,7,show,,Kajian penggunaan metode empris dalam menentukan debit banjur rancangan pada perencanaan drainase,,['FT4'],,other,disk0/00/02/32/66,"[{'id': 'ahmadherison@yahoo.com', 'name': {'given': 'ahmad', 'honourific': None, 'family': 'ahmad herison', 'lineage': None}}]",2020-07-21 04:14:29,2020-07-21 04:14:29,686,public,http://repository.lppm.unila.ac.id/id/eprint/23266,,submitted,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 23266, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36829', 'pos': 1, 'format': 'text', 'files': [{'objectid': 36829, 'uri': 'http://repository.lppm.unila.ac.id/id/file/212969', 'fileid': 212969, 'mime_type': 'application/pdf', 'mtime': '2020-07-21 04:03:14', 'hash_type': 'MD5', 'hash': '0fc925d9d8c7a20753386a324d78432d', 'filename': 'kajian penggunaan metode empires.pdf', 'datasetid': 'document', 'filesize': 1081910}], 'docid': 36829, 'main': 'kajian penggunaan metode empires.pdf'}]",,,,,,,,jurnal aplikasi teknik sipil,,,,,,,,,,,,,,,
100,,19609,,['TA'],"The   researches  on  wave   attenuation   in  the   past   has   been   carried  out  on  several    types   of mangroves. The  researches  were  either  conducted in  the  laboratory   or done  using mathematical models. Therefore,  this  research   with  the  object  Avicenia   marina  mangrove was  conducted in the field.   The  aim  of this  research  was  to  determine how  much  mangrove Avicenia   marina  dampens wave   energy.  The   Research  was   done   at   a  location  within    the   Indah    Kapuk    Coastal    Area   of Jakarta,   Indonesia  by  dividing it into  based   on the  width   of the  mangrove groves  i.e.,   5,  10, 15, 20 and  30  m.  Wave   measurement  was  carried out  using   the  SBE26 type wave  gauge.   Gauges were mounted     in  front    of  the   mangrove  groves    and  behind    the   mangrove  groves.   The     raw     data obtained     from   observations    were   processed  using    FFT,     MATLAB  program      and     statistics. Attenuation  by  mangroves with  5 m width   was  22.268   (m   sec-1)2/c   2   min ""),    15   m   thickness
8.698   (m  sec-1)2/c  2  min "")   and   30  m  thick   5.878   (m  sec-1)2/c  2  min ""),   The   wave   attenuation formula  obtained    as the relationship    between the  thickness    of  the  mangrove  and   energy   was Y  (Energy)  = 0.003x3+0.208x2-4.620x+40.29.   The   conclusion  was  that   the   thicker the   mangrove groves, the greater the  energy muted.",2020-05-15 02:50:05,archive,,7,show,,"Similarity : Wave    Attenuation     Using     the    Mangrove    Avicenia     marina      as   an
Element   of Waterfront   Construction",,['FT4'],,other,disk0/00/01/96/09,"[{'id': 'ahmadherison@yahoo.com', 'name': {'given': 'ahmad', 'honourific': None, 'family': 'ahmad herison', 'lineage': None}}]",2020-05-15 02:50:05,2020-05-15 02:50:05,686,public,http://repository.lppm.unila.ac.id/id/eprint/19609,,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/32847', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'fileid': 163804, 'mime_type': 'application/pdf', 'mtime': '2020-05-13 20:20:21', 'hash_type': 'MD5', 'filename': 'Wave Attenuation Using the Mangrove Avicenia marina as an Element of Waterfront Construction_Result.pdf', 'hash': 'cd7f43e9d0a39497c495877aa5dc6340', 'datasetid': 'document', 'filesize': 193064, 'objectid': 32847, 'uri': 'http://repository.lppm.unila.ac.id/id/file/163804'}], 'docid': 32847, 'main': 'Wave Attenuation Using the Mangrove Avicenia marina as an Element of Waterfront Construction_Result.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 19609}]",,,,,,,,Asian Journal of Scientific Research,,,,,,,,,,,,,,,
101,,23267,,['TA'],,2020-07-21 04:14:38,archive,,7,show,,Studi Penurunan Tanah Gambut pada Kondisi Single Drain dengan Metode Vertikal Drain dengan menggunakan Preloading,,['FT4'],,other,disk0/00/02/32/67,"[{'id': 'ahmadherison@yahoo.com', 'name': {'given': 'ahmad', 'honourific': None, 'family': 'ahmad herison', 'lineage': None}}]",2020-07-21 04:14:38,2020-07-21 04:14:38,686,public,http://repository.lppm.unila.ac.id/id/eprint/23267,,pub,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36830', 'docid': 36830, 'main': 'reviwe jurnalstudi penurunan tanah gambut.pdf', 'files': [{'objectid': 36830, 'uri': 'http://repository.lppm.unila.ac.id/id/file/212976', 'datasetid': 'document', 'filesize': 1056447, 'mime_type': 'application/pdf', 'fileid': 212976, 'filename': 'reviwe jurnalstudi penurunan tanah gambut.pdf', 'hash': 'bbc9191d278b616c172b651686d43998', 'hash_type': 'MD5', 'mtime': '2020-07-21 04:05:32'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 23267, 'placement': 1, 'security': 'public'}]",,,,,,,,jurnal spatial wahana komunikasi dan geografi,,,,,,,,,,,,,,,
102,,13905,,['TA'],hasil penilaian sejawat peer review,2019-08-25 17:14:43,archive,,7,show,,Wave attenuation using the mangrove Avicennia marina as an element of waterfront construction,,['FT4'],,other,disk0/00/01/39/05,"[{'id': 'ahmadherison@yahoo.com', 'name': {'given': 'ahmad', 'honourific': None, 'family': 'ahmad herison', 'lineage': None}}]",2019-08-25 17:14:43,2019-08-25 17:14:43,686,public,http://repository.lppm.unila.ac.id/id/eprint/13905,,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/26936', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 26936, 'uri': 'http://repository.lppm.unila.ac.id/id/file/121253', 'mime_type': 'application/pdf', 'fileid': 121253, 'filename': 'wave attenuation using the mangrove aviecenia marina as an elemen of waterfront construaction.pdf', 'hash': '2a2cfa171d19ea916630b5e0cd7fbb21', 'mtime': '2019-08-20 06:28:00', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 940273}], 'docid': 26936, 'main': 'wave attenuation using the mangrove aviecenia marina as an elemen of waterfront construaction.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 13905}]",,,,,,,,Asian Journal of Scientific Rersearch7,,,,,,,,,,,,,,,
103,,13894,,['TA'],hasil penilaian sejawat sebidang ataupeer review,2019-08-25 17:13:21,archive,,7,show,,analisis zonasi ekowisata bahari berbasisi sistem informasi gieografis,,['FT4'],,other,disk0/00/01/38/94,"[{'name': {'family': 'ahmad herison', 'honourific': None, 'lineage': None, 'given': 'ahmad'}, 'id': 'ahmadherison@yahoo.com'}]",2019-08-25 17:13:21,2019-08-25 17:13:21,686,public,http://repository.lppm.unila.ac.id/id/eprint/13894,,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/26925', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'filesize': 933391, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2019-08-20 05:29:12', 'hash': '19964653ad84f48a8e5354635e075502', 'filename': 'analisis zonasi ekowisata bahari berbasisi sistem informasi gieografis.pdf', 'fileid': 121176, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/121176', 'objectid': 26925}], 'docid': 26925, 'main': 'analisis zonasi ekowisata bahari berbasisi sistem informasi gieografis.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 13894}]",,,,,,,,jurnal spatial wahana komonikasi dan informasi gieografi,,,,,,,,,,,,,,,
104,,13895,,['TA'],hasil penilaian sejawat sebidang atau peer review,2019-08-25 17:13:24,archive,,7,show,,aplikasi ekowisata bahari terhadap perkembangan yerumbu karang di sisi barat oulau sumatera (studi kasus di kabupaten pesisir barat),,['FT4'],,other,disk0/00/01/38/95,"[{'id': 'ahmadherison@yahoo.com', 'name': {'honourific': None, 'family': 'ahmad herison', 'lineage': None, 'given': 'ahmad'}}]",2019-08-25 17:13:24,2019-08-25 17:13:24,686,public,http://repository.lppm.unila.ac.id/id/eprint/13895,,pub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26926', 'format': 'text', 'pos': 1, 'files': [{'filename': 'aplikasi ekowisata bahari terhadap perkembangan yerumbu karang di sisi barat oulau sumatera (studi kasus di kabupaten pesisir barat).pdf', 'hash': '7a62588ae138065851f96b7125352cbd', 'hash_type': 'MD5', 'mtime': '2019-08-20 05:41:48', 'mime_type': 'application/pdf', 'fileid': 121183, 'filesize': 855687, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/121183', 'objectid': 26926}], 'main': 'aplikasi ekowisata bahari terhadap perkembangan yerumbu karang di sisi barat oulau sumatera (studi kasus di kabupaten pesisir barat).pdf', 'docid': 26926, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 13895}]",,,,,,,,jurnal spatial wahana komonikasi dan informasi gieografi,,,,,,,,,,,,,,,
105,,13896,,['TA'],hasil penilaian sejawat sebidang atau peer review,2019-08-25 17:13:27,archive,,7,show,,bantuan lenyuluhan dan kegiatan transplantasi terumbu karang di pantai ketapang kabupaten pesawaran,,['FT4'],,other,disk0/00/01/38/96,"[{'name': {'given': 'ahmad', 'lineage': None, 'honourific': None, 'family': 'ahmad herison'}, 'id': 'ahmadherison@yahoo.com'}]",2019-08-25 17:13:27,2019-08-25 17:13:27,686,public,http://repository.lppm.unila.ac.id/id/eprint/13896,,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/26927', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/121190', 'objectid': 26927, 'filesize': 817961, 'datasetid': 'document', 'filename': 'bantuan lenyuluhan dan kegiatan transplantasi terumbu karang di pantai ketapang kabupaten pesawaran.pdf', 'hash': 'bc01e1c4d92da4321a7ff57652bbc58c', 'mtime': '2019-08-20 05:48:31', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 121190}], 'main': 'bantuan lenyuluhan dan kegiatan transplantasi terumbu karang di pantai ketapang kabupaten pesawaran.pdf', 'docid': 26927, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 13896}]",,,,,,,,jurnal sakai sambayan,,,,,,,,,,,,,,,
106,,13897,,['TA'],hasil penilaian sejawat sebidang atau peer review,2019-08-25 17:13:29,archive,,7,show,,contribution of avicenia marina mangrove to wave reduction for the infortance of abrasion as an altrnative to coastal building,,['FT4'],,other,disk0/00/01/38/97,"[{'name': {'honourific': None, 'family': 'ahmad herison', 'lineage': None, 'given': 'ahmad'}, 'id': 'ahmadherison@yahoo.com'}]",2019-08-25 17:13:29,2019-08-25 17:13:29,686,public,http://repository.lppm.unila.ac.id/id/eprint/13897,,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 13897, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26928', 'main': 'contribution of avicenia marina mangrove to wave reduction for the infortance of abrasion as an altrnative to coastal building.pdf', 'docid': 26928, 'files': [{'objectid': 26928, 'uri': 'http://repository.lppm.unila.ac.id/id/file/121197', 'mime_type': 'application/pdf', 'fileid': 121197, 'hash': '8466fa0783468c1f68fd41e7b259a485', 'filename': 'contribution of avicenia marina mangrove to wave reduction for the infortance of abrasion as an altrnative to coastal building.pdf', 'hash_type': 'MD5', 'mtime': '2019-08-20 05:52:18', 'datasetid': 'document', 'filesize': 1055479}]}]",,,,,,,,proceedings of the ires internasional conference,,,,,,,,,,,,,,,
107,,13898,,['TA'],hasil penilaian sejawat sebidang atau peer review,2019-08-25 17:13:33,archive,,7,show,,costal conservation startegy using mangrove ecology system approach,,['FT4'],,other,disk0/00/01/38/98,"[{'name': {'honourific': None, 'family': 'ahmad herison', 'lineage': None, 'given': 'ahmad'}, 'id': 'ahmadherison@yahoo.com'}]",2019-08-25 17:13:33,2019-08-25 17:13:33,686,public,http://repository.lppm.unila.ac.id/id/eprint/13898,,pub,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26929', 'docid': 26929, 'main': 'costal conservation startegy using mangrove ecology system approach.pdf', 'files': [{'objectid': 26929, 'uri': 'http://repository.lppm.unila.ac.id/id/file/121204', 'mime_type': 'application/pdf', 'fileid': 121204, 'hash': 'a237b95544a9e6e59a0c07bb726624fc', 'filename': 'costal conservation startegy using mangrove ecology system approach.pdf', 'hash_type': 'MD5', 'mtime': '2019-08-20 06:02:50', 'datasetid': 'document', 'filesize': 940468}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 13898, 'placement': 1, 'security': 'public'}]",,,,,,,,asian jurnal of scintifik research,,,,,,,,,,,,,,,
108,,20021,,['TA'],,2020-05-19 02:53:14,archive,,7,show,,hasi review jurnal aplikasi ekowisata bahari terhadap perkembangan terumbu karang studi kasus kabupaten pesisir barat,,['FT4'],,other,disk0/00/02/00/21,"[{'id': 'ahmadherison@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'ahmad herison', 'given': 'ahmad'}}]",2020-05-19 02:53:14,2020-05-19 02:53:14,686,public,http://repository.lppm.unila.ac.id/id/eprint/20021,,pub,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/189282', 'objectid': 33360, 'filename': 'aplikasi ekowisata bahari.pdf', 'hash': 'bd85db959be95638f4c86e69471f3cc9', 'mtime': '2020-05-18 22:27:31', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 189282, 'filesize': 1043831, 'datasetid': 'document'}], 'docid': 33360, 'main': 'aplikasi ekowisata bahari.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33360', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 20021, 'mime_type': 'application/pdf', 'language': 'en'}]",,,,,,,,Jurnal Spatial Wahana Komonikasi Dan Informasi  Geografi,,,,,,,,,,,,,,,
109,,19620,,['TA'],,2020-05-15 02:49:21,archive,,7,show,,hasil penilaian review jurnal nasional Analisis zonasi ekowisata bahari berbasis sistem informasi geografis (studi kasus kabupaten pesisir barat),,['FT4'],,other,disk0/00/01/96/20,"[{'id': 'ahmadherison@yahoo.com', 'name': {'family': 'ahmad herison', 'honourific': None, 'lineage': None, 'given': 'ahmad'}}]",2020-05-15 02:49:21,2020-05-15 02:49:21,686,public,http://repository.lppm.unila.ac.id/id/eprint/19620,,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 19620, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32857', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/163885', 'objectid': 32857, 'hash_type': 'MD5', 'mtime': '2020-05-14 06:32:39', 'hash': 'f7b9948be755ba1dbb13e846077d5296', 'filename': 'review analisis zonasi.pdf', 'fileid': 163885, 'mime_type': 'application/pdf', 'filesize': 1285302, 'datasetid': 'document'}], 'docid': 32857, 'main': 'review analisis zonasi.pdf'}]",,,,,,,,Jurnal SPATIAL Wahana Komunikasi dan Informasi Geografi,,,,,,,,,,,,,,,
110,,19622,,['TA'],,2020-05-15 02:16:38,archive,,7,show,,hasil penilaian review jurnal nasional Bantuan Penyuluhan dan Kegiatan Transplantasi Terumbu Karang di Pantai Ketapang Kabupaten Pesawaran,,['FT4'],,other,disk0/00/01/96/22,"[{'name': {'given': 'ahmad', 'lineage': None, 'honourific': None, 'family': 'ahmad herison'}, 'id': 'ahmadherison@yahoo.com'}]",2020-05-15 02:16:38,2020-05-15 02:16:38,686,public,http://repository.lppm.unila.ac.id/id/eprint/19622,,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 19622, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32859', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'fileid': 163895, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-05-14 07:26:17', 'filename': 'review jurnal(bantuan penyuluhan dan kegiatan transplantasi.pdf', 'hash': 'e8ce2bcaae50e71e7f5f11d027a5890a', 'datasetid': 'document', 'filesize': 1218361, 'objectid': 32859, 'uri': 'http://repository.lppm.unila.ac.id/id/file/163895'}], 'main': 'review jurnal(bantuan penyuluhan dan kegiatan transplantasi.pdf', 'docid': 32859}]",,,,,,,,Jurnal Jurnal Sakai Sambayan,,,,,,,,,,,,,,,
