,datestamp,lastmod,userid,refereed,uri,full_text_status,documents,publisher,ispublished,divisions,type,dir,date,creators,publication,abstract,subjects,status_changed,eprint_status,metadata_visibility,rev_number,title,eprintid,issn,pagerange,book_title,number,pages,pres_type,event_title,event_type,patent_applicant,id_number,date_type,monograph_type,succeeds,official_url,place_of_pub,copyright_holders,isbn,editors,funders,volume,related_url,corp_creators,projects,contact_email,keywords,institution,note
64,2019-11-14 10:11:07,2019-11-14 10:11:07,366,FALSE,http://repository.lppm.unila.ac.id/id/eprint/16097,public,"[{'security': 'public', 'placement': 1, 'eprintid': 16097, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'mtime': '2019-11-12 06:42:56', 'hash_type': 'MD5', 'filename': 'reconstrucsi_land (hasil).pdf', 'hash': 'eca902ed8071c5e714715e1c6c7d9ea4', 'fileid': 137879, 'mime_type': 'application/pdf', 'filesize': 3427792, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/137879', 'objectid': 29191}], 'docid': 29191, 'main': 'reconstrucsi_land (hasil).pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29191', 'format': 'text', 'pos': 1}]",Fakultas Hukum Universitas Lampung,pub,['FH1'],article,disk0/00/01/60/97,2019-01-01 00:00:00.000000000,"[{'name': {'given': 'Candra', 'lineage': None, 'family': 'Candra Perbawati', 'honourific': None}}]",Proceeding The 2019 Internasional Conference on Foundamental Rights (I-Coffees),Hasil Similarity Check,['K1'],2019-11-14 10:11:07,archive,show,6,"Reconstruction of Protection The Right of Land Within 
Tradition Law Society in the Perspective of Human Right",16097,978-602-61528-1-7,546-558,,,,,,,,,,,,,,,,,,,,,,,,,
65,2019-11-14 11:04:30,2019-11-14 11:04:30,366,FALSE,http://repository.lppm.unila.ac.id/id/eprint/16110,public,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 16110, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/29202', 'rev_number': 1, 'docid': 29202, 'main': 'Review Candra Reconstruction of Protection the Right.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/137969', 'objectid': 29202, 'filesize': 699860, 'datasetid': 'document', 'mtime': '2019-11-12 07:19:25', 'hash_type': 'MD5', 'filename': 'Review Candra Reconstruction of Protection the Right.pdf', 'hash': 'c40b47301ab3657405ce1f71b47dbdce', 'fileid': 137969, 'mime_type': 'application/pdf'}]}]",,pub,['FH1'],conference_item,disk0/00/01/61/10,2019-01-01 00:00:00.000000000,"[{'id': 'perbawaticandra@yahoo.com', 'name': {'lineage': None, 'family': 'Candra Perbawati', 'honourific': None, 'given': 'Candra'}}]",,Hasil Penilaian Sejawat Sebidang atau Peer Review,['K1'],2019-11-14 11:04:30,archive,show,7,"Reconstruction of Protection The Right of Land Within 
Tradition Law Society in the Perspective of Human Right",16110,,,,,,other,Proceeding The 2019 Internasional,conference,,,,,,,,,,,,,,,,,,,
66,2019-11-14 10:52:20,2019-11-14 10:52:20,366,,http://repository.lppm.unila.ac.id/id/eprint/16100,public,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 16100, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29194', 'pos': 1, 'format': 'text', 'files': [{'filesize': 732871, 'datasetid': 'document', 'filename': 'Review Candra Tanggungjawab Negara dalam Perlindungan Hak Ulayat Laut.pdf', 'hash': 'edd3e5b3db3dd8af21d56dce1f290259', 'mtime': '2019-11-12 06:53:49', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 137903, 'uri': 'http://repository.lppm.unila.ac.id/id/file/137903', 'objectid': 29194}], 'docid': 29194, 'main': 'Review Candra Tanggungjawab Negara dalam Perlindungan Hak Ulayat Laut.pdf'}]",Anugrah Utama Raharja (AURA),pub,['FH1'],monograph,disk0/00/01/61/00,2019-01-01 00:00:00.000000000,"[{'name': {'given': 'Candra', 'lineage': None, 'honourific': None, 'family': 'Candra Perbawati'}, 'id': 'perbawaticandra@yahoo.com'}]",,Hasil Penilaian Sejawat Sebidang atau Peer Review,['K1'],2019-11-14 10:52:20,archive,show,7,"Tanggung Jawab Negara Dalam Perlindungan Hak Ulayat 
Laut Masyarakat Hukum Adat Dalam Kawasan Pesisir Pantai Dalam Buku Kebijakan Negara Dalam Bidang Kelautan dan Perikanan di Era Otonomi Daerah",16100,,,,,,,,,,,,other,,,,,,,,,,,,,,Universitas Lampung,
67,2022-04-19 08:42:22,2022-04-19 08:42:22,873,FALSE,http://repository.lppm.unila.ac.id/id/eprint/41362,public,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 41362, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162998', 'main': ""Politik Hk. Pidana'.pdf"", 'docid': 162998, 'files': [{'mime_type': 'application/pdf', 'fileid': 458542, 'hash': '80d2e69998f55f4fd8d0630cb65c9f27', 'filename': ""Politik Hk. Pidana'.pdf"", 'hash_type': 'MD5', 'mtime': '2022-04-19 04:54:14', 'datasetid': 'document', 'filesize': 1627706, 'objectid': 162998, 'uri': 'http://repository.lppm.unila.ac.id/id/file/458542'}]}]",AURA CV. Anugrah Utama Raharja Anggota IKAPI,pub,['FH1'],book_section,disk0/00/04/13/62,2019-08-01 00:00:00.000000000,"[{'id': 'emilia.susanti@fh.unila.ac.id', 'name': {'honourific': None, 'family': 'Emilia susanti', 'lineage': None, 'given': 'susanti'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Erna Dewi', 'given': 'Erna'}, 'id': 'erna.dewi@fh.unila.ac.id'}]",,Editro,['K1'],2022-04-19 08:42:22,archive,show,7,Politik Hukum Pidana,41362,,,Politik Hukum Pidana,,,,,,,,,,,,,,,,,,,,,,,,
68,2022-04-25 02:39:29,2022-04-25 02:39:29,873,FALSE,http://repository.lppm.unila.ac.id/id/eprint/41396,public,"[{'main': 'Erna D Politik Hukum.pdf', 'docid': 163029, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/458781', 'objectid': 163029, 'filesize': 2228088, 'datasetid': 'document', 'mtime': '2022-04-25 02:18:10', 'hash_type': 'MD5', 'filename': 'Erna D Politik Hukum.pdf', 'hash': '78fdedda66424648fcb32e2344e520ce', 'fileid': 458781, 'mime_type': 'application/pdf'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163029', 'rev_number': 1, 'eprintid': 41396, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",AURA CV. Anugrah Utama Raharja Anggota IKAPI,pub,['FH1'],book_section,disk0/00/04/13/96,1970-01-01 00:00:00.000002019,"[{'name': {'given': 'susanti', 'lineage': None, 'family': 'Emilia susanti', 'honourific': None}, 'id': 'emilia.susanti@fh.unila.ac.id'}, {'id': 'erna.dewi@fh.unila.ac.id', 'name': {'given': 'Erna', 'honourific': None, 'family': 'Erna Dewi', 'lineage': None}}]",,Editor,['K1'],2022-04-25 02:39:29,archive,show,7,Politik Hukum Pidana,41396,,,Politik Hukum Pidana,,,,,,,,,,,,,,,,,,,,,,,,
69,2022-04-25 03:30:27,2022-04-25 03:30:27,873,FALSE,http://repository.lppm.unila.ac.id/id/eprint/41398,public,"[{'placement': 1, 'security': 'public', 'eprintid': 41398, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 163031, 'uri': 'http://repository.lppm.unila.ac.id/id/file/458797', 'mime_type': 'application/pdf', 'fileid': 458797, 'filename': 'Politik Hk Erna D.pdf', 'hash': 'd8f860891c91ccb6d7804b88e23f98e0', 'hash_type': 'MD5', 'mtime': '2022-04-25 02:39:38', 'datasetid': 'document', 'filesize': 2212869}], 'docid': 163031, 'main': 'Politik Hk Erna D.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163031', 'pos': 1, 'format': 'text'}]",AURA CV. Anugrah Utama Raharja Anggota IKAPI,pub,['FH1'],book_section,disk0/00/04/13/98,2019-10-01 00:00:00.000000000,"[{'name': {'family': 'Emilia susanti', 'honourific': None, 'lineage': None, 'given': 'susanti'}, 'id': 'emilia.susanti@fh.unila.ac.id'}, {'id': 'erna.dewi@fh.unila.ac.id', 'name': {'given': 'Erna', 'family': 'Erna Dewi', 'honourific': None, 'lineage': None}}]",,Editor,['K1'],2022-04-25 03:30:27,archive,show,7,Politik Hukum Pidana,41398,,,Politik Hukum Pidana,,,,,,,,,,,,,,,,,,,,,,,,
70,2020-02-19 01:49:43,2020-02-19 01:49:43,923,FALSE,http://repository.lppm.unila.ac.id/id/eprint/18061,public,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 18061, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31195', 'main': 'hamzah analisis kontrak co branding.pdf', 'docid': 31195, 'files': [{'filesize': 24050764, 'datasetid': 'document', 'filename': 'hamzah analisis kontrak co branding.pdf', 'hash': '77a95d5167faabdb3b4c234ae250ba55', 'mtime': '2020-02-18 09:06:53', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 152205, 'uri': 'http://repository.lppm.unila.ac.id/id/file/152205', 'objectid': 31195}]}]",AURA CV. Anugrah Utma Raharja,pub,['FH1'],book_section,disk0/00/01/80/61,2019-12-01 00:00:00.000000000,"[{'name': {'lineage': None, 'family': 'Hamzah', 'honourific': None, 'given': 'Hamzah'}, 'id': 'agizaddien@gmail.com'}]",,,['K1'],2020-02-19 01:49:43,archive,show,7,Analisis Kontrak CO Branding (Konsrtuksi Perlindungan Hukum terhadap Nasabah Bank Pemegang Kartu Kredit),18061,,1-91,Buku Referensi,,,,,,,,,,,,,,978-623-211-148-6,,,,,,,,,,
71,2020-02-19 01:49:58,2020-02-19 01:49:58,923,FALSE,http://repository.lppm.unila.ac.id/id/eprint/18076,public,"[{'main': 'Analisis Kontrak CO Brading.pdf', 'docid': 31210, 'files': [{'datasetid': 'document', 'filesize': 100348, 'fileid': 152318, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-02-19 01:41:36', 'hash': '1ca3027d3c10f2f2532f50cdd5514f58', 'filename': 'Analisis Kontrak CO Brading.pdf', 'objectid': 31210, 'uri': 'http://repository.lppm.unila.ac.id/id/file/152318'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31210', 'rev_number': 1, 'eprintid': 18076, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",CV. Anugrah Utama Raharja (AURA),pub,['FH1'],book_section,disk0/00/01/80/76,2019-12-01 00:00:00.000000000,"[{'id': 'agizaddien@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Hamzah', 'given': 'Hamzah'}}]",,Hasil Penilaian Sejawat Sebidang atau Peer Review,['K1'],2020-02-19 01:49:58,archive,show,7,Analisis Kontrak CO Branding (Konsrtuksi Perlindungan Hukum terhadap Nasabah Bank Pemegang Kartu Kredit),18076,,1-91,Buku Referensi,,,,,,,,,,,,,,,,,,,,,,,,
72,2020-02-17 03:49:08,2020-02-17 03:49:08,923,FALSE,http://repository.lppm.unila.ac.id/id/eprint/17864,public,"[{'files': [{'fileid': 150489, 'mime_type': 'application/pdf', 'mtime': '2020-02-03 04:37:26', 'hash_type': 'MD5', 'filename': 'peer review hamzah the effect of halal.pdf', 'hash': '6c0d844ea4e7e013359a73cdce5ff12c', 'datasetid': 'document', 'filesize': 139085, 'objectid': 30987, 'uri': 'http://repository.lppm.unila.ac.id/id/file/150489'}], 'main': 'peer review hamzah the effect of halal.pdf', 'docid': 30987, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30987', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 17864, 'mime_type': 'application/pdf', 'language': 'en'}]",,pub,['FH1'],article,disk0/00/01/78/64,1970-01-01 00:00:00.000002019,"[{'id': 'agizaddien@gmail.com', 'name': {'given': 'Hamzah', 'lineage': None, 'honourific': None, 'family': 'Hamzah'}}]",IKONOMIKA: Jurnal Ekonomi dan Bisnis Islam,Hasil Penilaian Sejawat Sebidang atau Peer Review,['K1'],2020-02-17 03:49:08,archive,show,6,The Effect of Halal Certificate towards Chiken Meat Import between Brazil and Indonesia according to Rule of GATT-WTO,17864,ISSN : 2527-3434 (PRINT) - ISSN: 2527-5143 (ONLINE),171-180,,,,,,,,,,,,,,,,,,,,,,,,,
73,2020-02-17 03:49:12,2020-02-17 03:49:12,923,FALSE,http://repository.lppm.unila.ac.id/id/eprint/17866,public,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 17866, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30989', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'fileid': 150501, 'mime_type': 'application/pdf', 'mtime': '2020-02-03 04:50:19', 'hash_type': 'MD5', 'hash': '67128694c805869d8a094956d10ed095', 'filename': 'The_Effect_of_Halal_Certificate_towards_Chicken_Me.pdf', 'datasetid': 'document', 'filesize': 3754920, 'objectid': 30989, 'uri': 'http://repository.lppm.unila.ac.id/id/file/150501'}], 'main': 'The_Effect_of_Halal_Certificate_towards_Chicken_Me.pdf', 'docid': 30989}]",Journal IKONOMIKA : Jurnal Ekonomi dan Bisnis Islam,pub,['FH1'],article,disk0/00/01/78/66,1970-01-01 00:00:00.000002019,"[{'id': 'agizaddien@gmail.com', 'name': {'given': 'Hamzah', 'lineage': None, 'honourific': None, 'family': 'Hamzah'}}]",Journal IKONOMIKA : Jurnal Ekonomi dan Bisnis Islam,Hasil Check Similarity,['K1'],2020-02-17 03:49:12,archive,show,6,The Effect of Halal Certificate towards Chiken Meat Import between Brazil and Indonesia according to Rule of GATT-WTO,17866,,171-180,,,,,,,,,,,,,,,,,,,,,,,,,
74,2019-10-18 08:03:30,2019-10-18 08:03:30,923,,http://repository.lppm.unila.ac.id/id/eprint/14551,public,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 14551, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27638', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'hash': 'ed0e33090da2ba5fb8fce6848620ca19', 'filename': 'HAMZAH, setelah exclude refrence Opcion Similiarity.pdf', 'hash_type': 'MD5', 'mtime': '2019-10-16 07:42:37', 'mime_type': 'application/pdf', 'fileid': 126093, 'filesize': 4672455, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/126093', 'objectid': 27638}], 'main': 'HAMZAH, setelah exclude refrence Opcion Similiarity.pdf', 'docid': 27638}]",OPCION,pub,['FH1'],other,disk0/00/01/45/51,2019-03-01 00:00:00.000000000,"[{'id': 'agizaddien@gmail.com', 'name': {'honourific': None, 'family': 'Hamzah', 'lineage': None, 'given': 'Hamzah'}}]",,Similarity,['K1'],2019-10-18 08:03:30,archive,show,7,Enactment Of Corporate Laws For Building Legal Environment And Their Effectiveness,14551,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2019-10-09 07:52:49,2019-10-09 07:52:49,923,FALSE,http://repository.lppm.unila.ac.id/id/eprint/14507,public,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27587', 'pos': 1, 'format': 'text', 'files': [{'objectid': 27587, 'uri': 'http://repository.lppm.unila.ac.id/id/file/125713', 'fileid': 125713, 'mime_type': 'application/pdf', 'mtime': '2019-10-09 04:04:03', 'hash_type': 'MD5', 'hash': '7eb6ab522619000fb8eb0f2b4c09d0e3', 'filename': 'Review Hamzah Enaztment of Corporate Laws For.pdf', 'datasetid': 'document', 'filesize': 912970}], 'docid': 27587, 'main': 'Review Hamzah Enaztment of Corporate Laws For.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 14507}]",UNIVERSIDAD DEL ZULIA,pub,['FH1'],article,disk0/00/01/45/07,2019-03-01 00:00:00.000000000,"[{'id': 'agizaddien@gmail.com', 'name': {'given': 'Hamzah', 'lineage': None, 'honourific': None, 'family': 'Hamzah'}}]",OPCION Revista de Ciencias Humanas y Sociales,Hasil Penilaian Sejawat Sebidang atau peer review,['K1'],2019-10-09 07:52:49,archive,show,7,Enactment of Corporate Laws For Building Legal Environment and Their Effectiveness,14507,2477-9385,470-495,,89.0,,,,,,,,,,,,,,,,35.0,,,,,,,
76,2020-03-12 04:34:35,2020-03-12 04:34:35,923,FALSE,http://repository.lppm.unila.ac.id/id/eprint/18611,public,"[{'files': [{'fileid': 156276, 'mime_type': 'application/pdf', 'mtime': '2020-03-11 09:08:07', 'hash_type': 'MD5', 'hash': '73568615fff52df5e22c0ba52715f2ad', 'filename': 'Review Hamzah ICIDS 2019.pdf', 'datasetid': 'document', 'filesize': 116977, 'objectid': 31774, 'uri': 'http://repository.lppm.unila.ac.id/id/file/156276'}], 'docid': 31774, 'main': 'Review Hamzah ICIDS 2019.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/31774', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 18611, 'mime_type': 'application/pdf', 'language': 'en'}]",,pub,['FH1'],conference_item,disk0/00/01/86/11,1970-01-01 00:00:00.000002019,"[{'name': {'given': 'Hamzah', 'family': 'Hamzah', 'honourific': None, 'lineage': None}, 'id': 'agizaddien@gmail.com'}]",,Penilaian Sejawat Sebidang atau peer Review,['K1'],2020-03-12 04:34:35,archive,show,7,"The First International Conference On Islamic Development Studies 2019, ICIDS 2019, 10 September 2019, Bandar Lampung, Indonesia",18611,,,,,,paper,Prosiding Internasional,conference,,,,,,,,,,,,,,,,,,,
77,2020-09-07 07:59:45,2020-09-07 07:59:45,923,FALSE,http://repository.lppm.unila.ac.id/id/eprint/23908,public,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 23908, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/37587', 'rev_number': 1, 'main': 'Bukti-Korespondensi-IJICC-1.pdf', 'docid': 37587, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/218000', 'objectid': 37587, 'mtime': '2020-09-07 04:49:59', 'hash_type': 'MD5', 'hash': 'cbe494cd3c179586814155ffb2569812', 'filename': 'Bukti-Korespondensi-IJICC-1.pdf', 'fileid': 218000, 'mime_type': 'application/pdf', 'filesize': 635151, 'datasetid': 'document'}]}]",Primrose Hall Publishing Group,pub,['FH1'],article,disk0/00/02/39/08,1970-01-01 00:00:00.000002019,"[{'id': 'agizaddien@gmail.com', 'name': {'given': 'Hamzah', 'family': 'Hamzah', 'honourific': None, 'lineage': None}}]","International Journal of Innovation, Creativity   and Change",Korespondensi,['K1'],2020-09-07 07:59:45,archive,show,6,International Organization of Securities Commissions Role on Transactions in Indoensia Sharia Capital Market,23908,2201-1315,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2019-10-09 07:53:00,2019-10-09 07:53:00,923,FALSE,http://repository.lppm.unila.ac.id/id/eprint/14514,public,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 14514, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27594', 'docid': 27594, 'main': 'Review Hamzah International Organization of Securities.pdf', 'files': [{'objectid': 27594, 'uri': 'http://repository.lppm.unila.ac.id/id/file/125765', 'mime_type': 'application/pdf', 'fileid': 125765, 'hash': '9a76ff9c619ea5db75ab3754fdf542a8', 'filename': 'Review Hamzah International Organization of Securities.pdf', 'hash_type': 'MD5', 'mtime': '2019-10-09 04:18:03', 'datasetid': 'document', 'filesize': 921209}]}]","International Journal of Innovation, Creativity and Change",pub,['FH1'],article,disk0/00/01/45/14,2019-10-01 00:00:00.000000000,"[{'name': {'given': 'Hamzah', 'family': 'Hamzah', 'honourific': None, 'lineage': None}, 'id': 'agizaddien@gmail.com'}]",Primrose Hall Publsihing Group,Hasil Penilaian Sejawat Sebidang Peer Review,['K1'],2019-10-09 07:53:00,archive,show,6,International Organization of Securities Commissions Role on Transactions in Indonesia Sharia Capital Market,14514,2201-1323,156-164,,8.0,,,,,,,published,,,,,,,,,6.0,,,,,,,
79,2019-10-18 08:03:39,2019-10-18 08:03:39,923,,http://repository.lppm.unila.ac.id/id/eprint/14552,public,"[{'placement': 1, 'security': 'public', 'eprintid': 14552, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 126100, 'filename': 'simliarity Hamzah dan Ade ok.pdf', 'hash': '53477571a2fc5ea103c3deaaa462cb3a', 'mtime': '2019-10-16 07:46:57', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 2938989, 'objectid': 27639, 'uri': 'http://repository.lppm.unila.ac.id/id/file/126100'}], 'main': 'simliarity Hamzah dan Ade ok.pdf', 'docid': 27639, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27639', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",Primrose Hall Publishing Group,pub,['FH1'],other,disk0/00/01/45/52,2019-10-01 00:00:00.000000000,"[{'name': {'given': 'Hamzah', 'family': 'Hamzah', 'honourific': None, 'lineage': None}, 'id': 'agizaddien@gmail.com'}]",,Similarity,['K1'],2019-10-18 08:03:39,archive,show,7,International Organization of Securities Commissions Role on Transactions in Indonesia Sharia Capital Market,14552,,,,,,,,,,,published,,,,,,,,,,,,,,,,
80,2020-02-19 01:49:51,2020-02-19 01:49:51,923,FALSE,http://repository.lppm.unila.ac.id/id/eprint/18062,public,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31196', 'pos': 1, 'format': 'text', 'files': [{'mtime': '2020-02-18 09:10:04', 'hash_type': 'MD5', 'hash': '55f5238a0c7bb77d4c25ac2d53c32b41', 'filename': 'hamzah metode penelitian hukum.pdf', 'fileid': 152212, 'mime_type': 'application/pdf', 'filesize': 24754912, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/152212', 'objectid': 31196}], 'docid': 31196, 'main': 'hamzah metode penelitian hukum.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 18062}]",CV. Laduny Alifatama (Penerbit Laduny) Anggota IKAPI,pub,['FH1'],book_section,disk0/00/01/80/62,2019-12-01 00:00:00.000000000,"[{'id': 'agizaddien@gmail.com', 'name': {'given': 'Hamzah', 'lineage': None, 'honourific': None, 'family': 'Hamzah'}}]",,,['K1'],2020-02-19 01:49:51,archive,show,7,Metode Penelitian Hukum sebagai Suatu Pengantar,18062,,1-100,Buku Referensi,,,,,,,,,,,,,,,,,,,,,,,,
81,2020-02-19 01:50:05,2020-02-19 01:50:05,923,FALSE,http://repository.lppm.unila.ac.id/id/eprint/18077,public,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/31211', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'filename': 'Metode Penelitian Hukum sebagai Suatu.pdf', 'hash': '1089c4b92e4b73c167c73ab156b26f25', 'hash_type': 'MD5', 'mtime': '2020-02-19 01:43:50', 'mime_type': 'application/pdf', 'fileid': 152325, 'filesize': 98657, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/152325', 'objectid': 31211}], 'main': 'Metode Penelitian Hukum sebagai Suatu.pdf', 'docid': 31211, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 18077}]",CV. Laduny Alifatama,pub,['FH1'],book_section,disk0/00/01/80/77,2019-12-01 00:00:00.000000000,"[{'id': 'agizaddien@gmail.com', 'name': {'given': 'Hamzah', 'lineage': None, 'honourific': None, 'family': 'Hamzah'}}]",,Hasil Penilaian Sejawat Sebidang atau Peer Review,['K1'],2020-02-19 01:50:05,archive,show,7,Metode Penelitian Hukum sebagai Suatu Pengantar,18077,,1-100,Buku Referensi,,,,,,,,,,,,,,,,,,,,,,,,
82,2020-06-10 03:03:22,2020-06-10 03:03:22,923,TRUE,http://repository.lppm.unila.ac.id/id/eprint/22181,public,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 22181, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35597', 'rev_number': 1, 'docid': 35597, 'main': 'jurnal iconomica UIN Lampung.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/204232', 'objectid': 35597, 'filesize': 151179, 'datasetid': 'document', 'filename': 'jurnal iconomica UIN Lampung.pdf', 'hash': '51f9f3663ec164264620565e8ebbd47e', 'hash_type': 'MD5', 'mtime': '2020-06-10 02:44:18', 'mime_type': 'application/pdf', 'fileid': 204232}]}]",,pub,['FH1'],article,disk0/00/02/21/81,1970-01-01 00:00:00.000002019,"[{'name': {'given': 'Hamzah', 'lineage': None, 'family': 'Hamzah', 'honourific': None}, 'id': 'agizaddien@gmail.com'}, {'id': None, 'name': {'honourific': None, 'family': 'Devika', 'lineage': None, 'given': 'Tryza Ayodahya'}}, {'id': None, 'name': {'given': 'Haque', 'lineage': None, 'honourific': None, 'family': 'MD. Sharifu'}}]",IKONOMIKA: Jurnal Ekonomi dan Bisnis Islam,"Trade activity is one of the drivers of development in a country in order to obtain national development. In the current era of globalization, trade activities opened among the countries have developed quite rapidly. Indonesia has acquired a spinning wheel in international trade activities. Indonesia is actively involved in several negotiations concerning international trade and actively supports the national development. By becoming a member of the World Trade Organization, Indonesia has carried out important export activities to all parts of the world. Indonesia itself has special rules regarding important goods, specifically about food ingredients. Indonesia stops importing chicken because of the absence of halal labeling on these food ingredients. Indonesia is a country which most of its citizens are Muslim. Food which is consumed for Indonesia Muslim people is not only about safe and healthy but also about halal . Due to this rule, Brazil suffered a quite big loss and filled a lawsuit to WTO. The purpose of this study was to analyze the Indonesian national law regarding halal certification and how to resolve the dispute between Brazil and Indonesia on the issue of importing chicken meat.",['K1'],2020-06-10 03:03:22,archive,show,6,The Effect of Halal Certificate towards Chicken Meat Import between Brazil and Indonesia according to Rule of GATT – WTO,22181,ISSN : 2527-3434 (PRINT) - ISSN: 2527-5143 (ONLINE),172-180,,2.0,,,,,,,published,,,http://ejournal.radenintan.ac.id/index.php/ikonomika/article/view/5467,,,,,,4.0,,,,,,,"Consumer Protection, Halal Certificate, WTO."
