,title,rev_number,metadata_visibility,status_changed,eprint_status,subjects,eprintid,ispublished,publisher,documents,uri,full_text_status,refereed,lastmod,userid,pagerange,datestamp,publication,creators,issn,dir,date,type,divisions,abstract,book_title,pages,event_title,event_type,pres_type,id_number,patent_applicant,date_type
20,Implementation Of Double Track System In The Juvenile-Crime Jurisdiction Process,6,show,2021-12-16 10:16:13,archive,['K1'],37333,pub,JLERI,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 37333, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158237', 'pos': 1, 'format': 'text', 'files': [{'hash': 'd999f124c3095186c41e78c58e959dd6', 'filename': 'Reviewer Implementation.pdf', 'mtime': '2021-12-16 02:54:04', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 427165, 'filesize': 1754552, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/427165', 'objectid': 158237}], 'docid': 158237, 'main': 'Reviewer Implementation.pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/37333,public,FALSE,2021-12-16 10:16:13,873,,2021-12-16 10:16:13,"Journal of Legal, Ethical and Regulatory Issues","[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">erna.dewi@fh.unila.ac.id</font></font>', 'name': {'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,disk0/00/03/73/33,1970-01-01 00:00:00.000002021,article,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,,,,
21,Implementation Of Double Track System In The Juvenile-Crime Jurisdiction Process,6,show,2021-12-20 06:40:38,archive,['K1'],37371,pub,JLERI,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 37371, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158285', 'main': 'Implementation_of_double_track_system_1544_0044_24.pdf', 'docid': 158285, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/427417', 'objectid': 158285, 'mtime': '2021-12-20 04:00:53', 'hash_type': 'MD5', 'filename': 'Implementation_of_double_track_system_1544_0044_24.pdf', 'hash': 'c8598a7d706831e9ccfa8b8f5475ee2a', 'fileid': 427417, 'mime_type': 'application/pdf', 'filesize': 1727729, 'datasetid': 'document'}]}]",http://repository.lppm.unila.ac.id/id/eprint/37371,public,FALSE,2021-12-20 06:40:38,873,,2021-12-20 06:40:38,"Journal of Legal, Ethical and Regulatory Issues","[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">erna.dewi@fh.unila.ac.id</font></font>'}]",,disk0/00/03/73/71,1970-01-01 00:00:00.000002021,article,['FH1'],Hasil Check Similarity,,,,,,,,
22,The Influence of Online Mass Media on Anti-Corrupation Legal Awareness Education,6,show,2021-03-10 02:13:01,archive,['K1'],28308,pub,Wolters Kluwer Medknow Publication,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 28308, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42352', 'format': 'text', 'pos': 1, 'files': [{'objectid': 42352, 'uri': 'http://repository.lppm.unila.ac.id/id/file/251735', 'fileid': 251735, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-03-09 07:29:30', 'filename': 'Eddy_rifai_paper.pdf', 'hash': 'ca38f97a5e57f07c8b55196d56954e8f', 'datasetid': 'document', 'filesize': 2668589}], 'main': 'Eddy_rifai_paper.pdf', 'docid': 42352}]",http://repository.lppm.unila.ac.id/id/eprint/28308,public,FALSE,2021-03-10 02:13:01,836,439-447,2021-03-10 02:13:01,Systematic Reviews in Pharmacy,"[{'name': {'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,disk0/00/02/83/08,2021-02-01 00:00:00.000000000,article,['FH1'],Hasil Check Similarity,,,,,,,,
23,The Influence of Online Mass Media on Anti-Corrupation Legal Awareness Education,6,show,2021-03-18 07:11:01,archive,['K1'],28466,pub,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">Tinjauan Sistematis di Apotek</font></font>","[{'security': 'public', 'placement': 1, 'eprintid': 28466, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'fileid': 252860, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-03-18 06:02:22', 'filename': 'The Influence.pdf', 'hash': '214448df25b8d56f25ba9c2543df8d0c', 'datasetid': 'document', 'filesize': 370982, 'objectid': 42514, 'uri': 'http://repository.lppm.unila.ac.id/id/file/252860'}], 'main': 'The Influence.pdf', 'docid': 42514, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42514', 'format': 'text', 'pos': 1}]",http://repository.lppm.unila.ac.id/id/eprint/28466,public,FALSE,2021-03-18 07:11:01,836,439-447,2021-03-18 07:11:01,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">Tinjauan Sistematis di Apotek</font></font>","[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None}}]","<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">0975-8453</font></font>",disk0/00/02/84/66,1970-01-01 00:00:00.000002021,article,['FH1'],,,,,,,,,
24,The Influence of Online Mass Media on Anti-Corrupation Legal Awareness Education,6,show,2021-04-01 02:00:21,archive,['K1'],28810,pub,Wolters Kluwer Medknow Publication,"[{'main': 'The Influence.pdf', 'docid': 42903, 'files': [{'filesize': 625602, 'datasetid': 'document', 'hash': '33a5df7023b8a26bf15e92cb54df14de', 'filename': 'The Influence.pdf', 'mtime': '2021-04-01 01:35:19', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 255600, 'uri': 'http://repository.lppm.unila.ac.id/id/file/255600', 'objectid': 42903}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42903', 'rev_number': 1, 'eprintid': 28810, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/28810,public,FALSE,2021-04-01 02:00:21,836,,2021-04-01 02:00:21,Systematic Reviews in Pharmacy,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,disk0/00/02/88/10,2021-02-01 00:00:00.000000000,article,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,,,,
25,Local Certification:Genetically Modified Organisms and Commercialization,6,show,2021-05-21 08:21:55,archive,['K1'],30400,pub,Fakultas Hukum Universitas Udayana,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 30400, 'uri': 'http://repository.lppm.unila.ac.id/id/document/136701', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'mime_type': 'application/pdf', 'fileid': 360311, 'filename': 'Review Local.pdf', 'hash': '279c75c6ffd4116daf62afe628694579', 'hash_type': 'MD5', 'mtime': '2021-05-21 08:06:53', 'datasetid': 'document', 'filesize': 316321, 'objectid': 136701, 'uri': 'http://repository.lppm.unila.ac.id/id/file/360311'}], 'docid': 136701, 'main': 'Review Local.pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/30400,public,FALSE,2021-05-21 08:21:55,276,,2021-05-21 08:21:55,Jurnal Kertha Patrika,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None}}]",,disk0/00/03/04/00,2021-04-01 00:00:00.000000000,article,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,,,,
26,Local Certification:Genetically Modified Organisms and Commercialization,6,show,2022-02-15 02:24:41,archive,['K1'],39252,pub,Fakultas Hukum Universitas Udayana,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 39252, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160537', 'pos': 1, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'fileid': 441996, 'hash': '00e0efacea429322f227a09743dcbdd2', 'filename': 'Reviewer Local.pdf', 'hash_type': 'MD5', 'mtime': '2022-02-15 02:08:18', 'datasetid': 'document', 'filesize': 407004, 'objectid': 160537, 'uri': 'http://repository.lppm.unila.ac.id/id/file/441996'}], 'docid': 160537, 'main': 'Reviewer Local.pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/39252,public,FALSE,2022-02-15 02:24:41,276,,2022-02-15 02:24:41,Jurnal Kertha Patrika,"[{'name': {'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,disk0/00/03/92/52,1970-01-01 00:00:00.000002021,article,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Reviewe,,,,,,,,
27,Mediasi Pidana Sebagai Alternative Penyelesaian Perkara Pidana Berbasis Kearifan Lokal,8,show,2021-12-16 10:16:31,archive,['K1'],37339,pub,Pustaka Ali Imron,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158243', 'pos': 1, 'format': 'text', 'files': [{'filesize': 827167, 'datasetid': 'document', 'mtime': '2021-12-16 03:10:04', 'hash_type': 'MD5', 'hash': '26a7f91e308f3094f1e370479516dd6c', 'filename': 'Reviewer Mediasi.pdf', 'fileid': 427203, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/427203', 'objectid': 158243}], 'docid': 158243, 'main': 'Reviewer Mediasi.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 37339}]",http://repository.lppm.unila.ac.id/id/eprint/37339,public,FALSE,2021-12-16 10:16:31,873,,2021-12-16 10:16:31,,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">erna.dewi@fh.unila.ac.id</font></font>', 'name': {'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,disk0/00/03/73/39,1970-01-01 00:00:00.000002021,book_section,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,Mediasi Pidana Sebagai Alternative Penyelesaian Perkara Pidana Berbasis Kearifan Lokal,,,,,,,
28,Optimization Of Promptly Released As Primum Remedium In Committing Illegal Fishing Against Foreign Fishers,6,show,2021-12-16 10:16:16,archive,['K1'],37335,pub,"International Journal of Business, Economics and Law","[{'main': 'Reviewer Optimization.pdf', 'docid': 158239, 'files': [{'filesize': 1814205, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-12-16 03:00:36', 'filename': 'Reviewer Optimization.pdf', 'hash': '0575865fe7611e024f38936cebeba2b1', 'fileid': 427177, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/427177', 'objectid': 158239}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158239', 'eprintid': 37335, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/37335,public,FALSE,2021-12-16 10:16:16,873,,2021-12-16 10:16:16,Optimization Of Promptly Released As Primum Remedium In Committing Illegal Fishing Against Foreign Fishers,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">erna.dewi@fh.unila.ac.id</font></font>', 'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,disk0/00/03/73/35,1970-01-01 00:00:00.000002021,article,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,,,,
29,Optimization Of Promptly Released As Primum Remedium In Committing Illegal Fishing Against Foreign Fishers,6,show,2021-12-20 06:40:42,archive,['K1'],37373,pub,IJBEL,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158287', 'docid': 158287, 'main': 'Optimization.pdf', 'files': [{'filesize': 1617971, 'datasetid': 'document', 'filename': 'Optimization.pdf', 'hash': 'c1b2648bf9a5afe85072ab703ab1e122', 'mtime': '2021-12-20 04:04:05', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 427429, 'uri': 'http://repository.lppm.unila.ac.id/id/file/427429', 'objectid': 158287}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 37373, 'placement': 1, 'security': 'public'}]",http://repository.lppm.unila.ac.id/id/eprint/37373,public,FALSE,2021-12-20 06:40:42,873,,2021-12-20 06:40:42,"International Journal of Business, Economics and Law","[{'name': {'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">erna.dewi@fh.unila.ac.id</font></font>'}]",,disk0/00/03/73/73,1970-01-01 00:00:00.000002021,article,['FH1'],Hasil Chcek Similarity,,,,,,,,
30,PENERAPAN RESTORATIVE JUSTICE DALAM PENCEGAHAN TERJADINYA LABELING TERHADAP ANAK PELAKU TINDAK PIDANA DI BANDAR LAMPUNG,6,show,2021-09-08 10:14:18,archive,['K1'],33811,pub,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">Badan Penelitian dan Pengembangan Daerah Provinsi Lampung</font></font>","[{'eprintid': 33811, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 154046, 'main': '237-Article Text-877-1-10-20210903.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-09-08 09:00:16', 'hash': 'e971ee1e356651c195801eeba939e89c', 'filename': '237-Article Text-877-1-10-20210903.pdf', 'fileid': 400165, 'mime_type': 'application/pdf', 'filesize': 318874, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/400165', 'objectid': 154046}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154046', 'rev_number': 1}]",http://repository.lppm.unila.ac.id/id/eprint/33811,public,FALSE,2021-09-08 10:14:18,873,,2021-09-08 10:14:18,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">Inovasi Pembangunan - Jurnal Kelitbangan</font></font>","[{'name': {'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">erna.dewi@fh.unila.ac.id</font></font>'}]","<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">P-ISSN 2354-5704; </font><font style=""vertical-align: inherit;"">E-ISSN 2622-190X</font></font>",disk0/00/03/38/11,1970-01-01 00:00:00.000002021,article,['FH1'],,,,,,,,,
31,Pendekatan Hukum Humanis : Solusi Penyelesaian Perkara Anak Pelaku Tindak Pidana di Era Globalisasi,7,show,2021-12-16 10:16:08,archive,['K1'],37329,pub,Thafa Media,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 37329, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158233', 'docid': 158233, 'main': 'Reviewer Pendekatan.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/427147', 'objectid': 158233, 'filename': 'Reviewer Pendekatan.pdf', 'hash': '6c21fb6c92442ce544793065f893ee63', 'mtime': '2021-12-16 02:21:44', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 427147, 'filesize': 832983, 'datasetid': 'document'}]}]",http://repository.lppm.unila.ac.id/id/eprint/37329,public,FALSE,2021-12-16 10:16:08,873,,2021-12-16 10:16:08,,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">erna.dewi@fh.unila.ac.id</font></font>', 'name': {'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,disk0/00/03/73/29,1970-01-01 00:00:00.000002021,book_section,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,Pendekatan Hukum Humanis : Solusi Penyelesaian Perkara Anak Pelaku Tindak Pidana di Era Globalisasi,,,,,,,
32,Pendekatan Hukum Humanis : Solusi Penyelesaian Perkara Anak Pelaku Tindak Pidana di Era Globalisasi,7,show,2022-02-11 06:59:02,archive,['K1'],39152,pub,Thafa Media,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160444', 'docid': 160444, 'main': 'Reviewer Pendekatan.pdf', 'files': [{'objectid': 160444, 'uri': 'http://repository.lppm.unila.ac.id/id/file/441269', 'datasetid': 'document', 'filesize': 919641, 'fileid': 441269, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-02-11 06:32:40', 'hash': '3bc7511aec2da401e924a772c6191f42', 'filename': 'Reviewer Pendekatan.pdf'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 39152, 'placement': 1, 'security': 'public'}]",http://repository.lppm.unila.ac.id/id/eprint/39152,public,FALSE,2022-02-11 06:59:02,873,,2022-02-11 06:59:02,,"[{'name': {'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">erna.dewi@fh.unila.ac.id</font></font>'}]",,disk0/00/03/91/52,1970-01-01 00:00:00.000002021,book_section,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,Pendekatan Hukum Humanis : Solusi Penyelesaian Perkara Anak Pelaku Tindak Pidana di Era Globalisasi,,,,,,,
33,Penerapan Restorative Justice Dalam Pencegahan Terjadinya Labeling Terhadap Anak Pelaku Tindak Pidana Di Bandar Lampung,6,show,2021-12-16 10:16:24,archive,['K1'],37336,pub,Badan Penelitian dan Pengembangan Daerah Provinsi Lampung,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 37336, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158240', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/427183', 'objectid': 158240, 'hash_type': 'MD5', 'mtime': '2021-12-16 03:03:06', 'filename': 'Reviewer Penerapan.pdf', 'hash': 'ed11f56ae3ff1a5cbfea76d5279eb0b0', 'fileid': 427183, 'mime_type': 'application/pdf', 'filesize': 1777384, 'datasetid': 'document'}], 'docid': 158240, 'main': 'Reviewer Penerapan.pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/37336,public,FALSE,2021-12-16 10:16:24,873,,2021-12-16 10:16:24,Jurnal Kelitbangan Inovasi Pembangunan,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">erna.dewi@fh.unila.ac.id</font></font>'}]",,disk0/00/03/73/36,1970-01-01 00:00:00.000002021,article,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,,,,
34,Perubahan Kewenangan Daerah Di Bidang Sumber Daya Mineral Dan Relasinya Dengan Pemungutan Pajak Mineral Bukan Logam Dan Batuan,9,show,2022-02-23 07:25:52,archive,['K1'],39767,pub,PUSAKA MEDIA Anggota IKAPI No. 008/LPU/2020,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161043', 'pos': 1, 'format': 'text', 'files': [{'filesize': 621045, 'datasetid': 'document', 'mtime': '2022-02-23 04:09:10', 'hash_type': 'MD5', 'filename': 'PERUBAHAN.pdf', 'hash': 'ee8a2b497db61448a3498a844e858520', 'fileid': 445927, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/445927', 'objectid': 161043}], 'main': 'PERUBAHAN.pdf', 'docid': 161043, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 39767}]",http://repository.lppm.unila.ac.id/id/eprint/39767,public,FALSE,2022-02-23 07:25:52,1065,,2022-02-23 07:25:52,,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None}}]",,disk0/00/03/97/67,2021-11-01 00:00:00.000000000,book_section,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,Perubahan Kewenangan Daerah Di Bidang Sumber Daya Mineral Dan Relasinya Dengan Pemungutan Pajak Mineral Bukan Logam Dan Batuan,,,,,,,
35,Perubahan Kewenangan Daerah Di Bidang Sumber Daya Mineral Dan Relasinya Dengan Pemungutan Pajak Mineral Bukan Logam Dan Batuan,7,show,2022-02-24 08:15:57,archive,['K1'],39787,pub,PUSAKA MEDIA Anggota IKAPI No. 008/LPU/2020,"[{'main': 'Perubahan.pdf', 'docid': 161065, 'files': [{'objectid': 161065, 'uri': 'http://repository.lppm.unila.ac.id/id/file/446094', 'mime_type': 'application/pdf', 'fileid': 446094, 'hash': '5524c32950ace8e3699bac206c2607a2', 'filename': 'Perubahan.pdf', 'hash_type': 'MD5', 'mtime': '2022-02-24 03:56:06', 'datasetid': 'document', 'filesize': 354660}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161065', 'eprintid': 39787, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/39787,public,FALSE,2022-02-24 08:15:57,1065,,2022-02-24 08:15:57,,"[{'name': {'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,disk0/00/03/97/87,1970-01-01 00:00:00.000002021,book_section,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,Perubahan Kewenangan Daerah Di Bidang Sumber Daya Mineral Dan Relasinya Dengan Pemungutan Pajak Mineral Bukan Logam Dan Batuan,,,,,,,
36,Perubahan Kewenangan Daerah Di Bidang Sumber Daya Mineral Dan Relasinya Dengan Pemungutan Pajak Mineral Bukan Logam Dan Batuan,7,show,2022-02-24 08:16:01,archive,['K1'],39788,pub,http://repository.lppm.unila.ac.id/id/eprint/39787,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 39788, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161066', 'rev_number': 1, 'docid': 161066, 'main': 'YUSWANTO PEMBANGUNAN HUKUM.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2022-02-24 03:58:35', 'hash': '59081d619a20cd7af60fa7a4c1771111', 'filename': 'YUSWANTO PEMBANGUNAN HUKUM.pdf', 'fileid': 446101, 'mime_type': 'application/pdf', 'filesize': 4111336, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/446101', 'objectid': 161066}]}]",http://repository.lppm.unila.ac.id/id/eprint/39788,public,FALSE,2022-02-24 08:16:01,1065,,2022-02-24 08:16:01,,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None}}]",,disk0/00/03/97/88,1970-01-01 00:00:00.000002021,book_section,['FH1'],,Perubahan Kewenangan Daerah Di Bidang Sumber Daya Mineral Dan Relasinya Dengan Pemungutan Pajak Mineral Bukan Logam Dan Batuan,,,,,,,
37,REDESIGN OF FINANCIAL BALANCE LAW BETWEEN CENTRAL AND LOCAL GOVERNMENTS FROM REVENUE SHARING FUNDS OF TAX SECTOR,6,show,2022-02-23 07:25:54,archive,['K1'],39768,pub,KLIBEL,"[{'files': [{'objectid': 161044, 'uri': 'http://repository.lppm.unila.ac.id/id/file/445935', 'datasetid': 'document', 'filesize': 664480, 'mime_type': 'application/pdf', 'fileid': 445935, 'hash': '95491a63220d82ba144282852ff3a35d', 'filename': 'REDESIGN.pdf', 'mtime': '2022-02-23 04:12:55', 'hash_type': 'MD5'}], 'main': 'REDESIGN.pdf', 'docid': 161044, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161044', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 39768, 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/39768,public,FALSE,2022-02-23 07:25:54,1065,,2022-02-23 07:25:54,"International Journal of Business, Economics and Law","[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None}}]",,disk0/00/03/97/68,1970-01-01 00:00:00.000002021,article,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,,,,
38,REDESIGN OF FINANCIAL BALANCE LAW BETWEEN CENTRAL AND LOCAL GOVERNMENTS FROM REVENUE SHARING FUNDS OF TAX SECTOR,6,show,2022-02-25 10:03:53,archive,['K1'],39818,pub,KLIBEL,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161097', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/446295', 'objectid': 161097, 'hash_type': 'MD5', 'mtime': '2022-02-25 06:35:29', 'hash': '81316abf2600e5bc9a63561b8ed6e7f6', 'filename': 'REDESIGN OF FINANCIAL BALANCE LAW BETWEEN.pdf', 'fileid': 446295, 'mime_type': 'application/pdf', 'filesize': 171980, 'datasetid': 'document'}], 'docid': 161097, 'main': 'REDESIGN OF FINANCIAL BALANCE LAW BETWEEN.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 39818}]",http://repository.lppm.unila.ac.id/id/eprint/39818,public,FALSE,2022-02-25 10:03:53,1065,,2022-02-25 10:03:53,"International Journal of Business, Economics and Law","[{'name': {'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,disk0/00/03/98/18,1970-01-01 00:00:00.000002021,article,['FH1'],Hasil Chcek Similarity,,,,,,,,
