,subjects,status_changed,eprint_status,rev_number,metadata_visibility,title,eprintid,datestamp,userid,lastmod,uri,full_text_status,ispublished,documents,divisions,type,date,dir,creators,refereed,publication,date_type,id_number,patent_applicant,abstract,publisher,issn,number,related_url,volume,official_url,pres_type,event_type,event_title,book_title,pagerange,corp_creators
20,['K1'],2023-04-13 05:07:44,archive,6,show,ANALISIS PENGATURAN SANKSI PIDANA BAGI ANAKDALAM UNDANG-UNDANG SISTEM PERADILANAN PIDANA,50482,2023-04-13 05:07:44,18897,2023-04-13 05:07:44,http://repository.lppm.unila.ac.id/id/eprint/50482,public,pub,"[{'security': 'public', 'placement': 1, 'eprintid': 50482, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'hash_type': 'MD5', 'mtime': '2023-04-13 04:03:58', 'filename': 'ANALISIS PENGATURAN SANKSI.pdf', 'hash': '809e7738665cb393d1275d94514cdcb7', 'fileid': 544628, 'mime_type': 'application/pdf', 'filesize': 753177, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/544628', 'objectid': 190186}], 'docid': 190186, 'main': 'ANALISIS PENGATURAN SANKSI.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190186', 'rev_number': 1, 'format': 'text', 'pos': 1}]",['FH1'],article,1970-01-01 00:00:00.000002022,disk0_bak/00/05/04/82,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Heni Siswanto', 'given': 'Heni Siswanto'}, 'id': 'siswanto_heni@gmail.com2'}]",TRUE,https://pak.unila.ac.id/dosen/file_penelitian/15600,,,,,,,,,,,,,,,,
21,['K1'],2023-04-14 06:25:33,archive,7,show,BUNGA RAMPAI HUKUM PIDANA DAN PENEGAKAN HUKUM PIDANA,50516,2023-04-14 06:25:33,18897,2023-04-14 06:25:33,http://repository.lppm.unila.ac.id/id/eprint/50516,public,pub,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190217', 'main': 'Bunga Rampai_merged.pdf', 'docid': 190217, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/544868', 'objectid': 190217, 'filesize': 8168708, 'datasetid': 'document', 'hash': '787d244fefee1dd22aa1dfdde02a4111', 'filename': 'Bunga Rampai_merged.pdf', 'mtime': '2023-04-14 02:43:49', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 544868}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 50516, 'security': 'public', 'placement': 1}]",['FH1'],patent,1970-01-01 00:00:00.000002022,disk0_bak/00/05/05/16,"[{'id': 'siswanto_heni@gmail.com2', 'name': {'given': 'Heni Siswanto', 'lineage': None, 'honourific': None, 'family': 'Heni Siswanto'}}]",,,published,EC00202259604,Fakultas hukum Universitas Lampung,,,,,,,,,,,,,
22,['K1'],2023-04-14 02:13:17,archive,6,show,DIMENSI HUKUM DAN HAK ASASI MANUSIA KEJAHATAN PERDAGANGAN ORANG,50489,2023-04-14 02:13:17,18897,2023-04-14 02:13:17,http://repository.lppm.unila.ac.id/id/eprint/50489,public,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 50489, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190194', 'docid': 190194, 'main': 'DIMENSI HUKUM DAN HAK ASASI MANUSIA.pdf', 'files': [{'filesize': 11336266, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2023-04-13 05:04:34', 'filename': 'DIMENSI HUKUM DAN HAK ASASI MANUSIA.pdf', 'hash': '77f43fb028a29c5518d224840297d595', 'fileid': 544680, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/544680', 'objectid': 190194}]}]",['FH1'],article,1970-01-01 00:00:00.000002022,disk0_bak/00/05/04/89,"[{'id': 'siswanto_heni@gmail.com2', 'name': {'honourific': None, 'family': 'Heni Siswanto', 'lineage': None, 'given': 'Heni Siswanto'}}]",TRUE,https://pak.unila.ac.id/dosen/file_penelitian/15608,,,,,,,,,,,,,,,,
23,['K1'],2023-04-13 05:07:29,archive,8,show,HUKUM PIDANA INTERNASIONAL DAN HAK ASASI MANUSIA,50474,2023-04-13 05:07:29,18897,2023-04-13 05:07:29,http://repository.lppm.unila.ac.id/id/eprint/50474,public,pub,"[{'security': 'public', 'placement': 1, 'eprintid': 50474, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'filename': 'HKI - HUKUM PIDANA INTERNASIONAL DAN HAK ASASI MANUSIA.pdf', 'hash': 'e5cf19ae708746c10257356b852016f3', 'mtime': '2023-04-13 03:45:22', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 544579, 'filesize': 9569344, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/544579', 'objectid': 190178}], 'docid': 190178, 'main': 'HKI - HUKUM PIDANA INTERNASIONAL DAN HAK ASASI MANUSIA.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190178', 'format': 'text', 'pos': 1}]",['FH1'],patent,1970-01-01 00:00:00.000002022,disk0_bak/00/05/04/74,"[{'id': 'siswanto_heni@gmail.com2', 'name': {'given': 'Heni Siswanto', 'lineage': None, 'honourific': None, 'family': 'Heni Siswanto'}}]",,,published,https://pak.unila.ac.id/dosen/file_penelitian/12136,https://pak.unila.ac.id/dosen/file_penelitian/12136,,,,,,,https://pak.unila.ac.id/dosen/file_penelitian/12136,,,,,,
24,['K1'],2023-04-13 05:07:58,archive,9,show,"HUKUM PIDANA Menuju Pemikiran Positivistik Yang
Berkeadilan Dan Berkebenaran",50477,2023-04-13 05:07:58,18897,2023-04-13 05:07:58,http://repository.lppm.unila.ac.id/id/eprint/50477,public,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 50477, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190183', 'main': 'HP 1 - FULL_merged.pdf', 'docid': 190183, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/544606', 'objectid': 190183, 'filesize': 6607134, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2023-04-13 03:56:35', 'hash': '86f18febe380c582bd2eac3a05e7b0fa', 'filename': 'HP 1 - FULL_merged.pdf', 'fileid': 544606, 'mime_type': 'application/pdf'}]}]",['FH1'],patent,1970-01-01 00:00:00.000002022,disk0_bak/00/05/04/77,"[{'id': 'siswanto_heni@gmail.com2', 'name': {'honourific': None, 'family': 'Heni Siswanto', 'lineage': None, 'given': 'Heni Siswanto'}}]",,,published,EC00202259629,31 Agustus 2022,,,,,,,https://pak.unila.ac.id/dosen/file_penelitian/12148,,,,,,
25,['K1'],2023-04-14 02:13:35,archive,7,show,Hukum Pidana Menuju Pemikiran Positivistik Yang Berkeadilan Dan Berkebenaran,50497,2023-04-14 02:13:35,18897,2023-04-14 02:13:35,http://repository.lppm.unila.ac.id/id/eprint/50497,public,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 50497, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190200', 'rev_number': 1, 'docid': 190200, 'main': 'HP 1 - FULL_merged (1).pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 544735, 'hash': 'cae225c338a3b67c68cdf4a1a831043b', 'filename': 'HP 1 - FULL_merged (1).pdf', 'mtime': '2023-04-13 05:51:20', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 6585005, 'objectid': 190200, 'uri': 'http://repository.lppm.unila.ac.id/id/file/544735'}]}]",['FH1'],patent,1970-01-01 00:00:00.000002022,disk0_bak/00/05/04/97,"[{'name': {'honourific': None, 'family': 'Heni Siswanto', 'lineage': None, 'given': 'Heni Siswanto'}, 'id': 'siswanto_heni@gmail.com2'}]",,,published,EC00202163694,Fakultas Hukum Universitas lampung,,,,,,,,,,,,,
26,['K1'],2023-04-11 07:51:26,archive,6,show,"Omnibus Law and Changes
Regarding Specific Time Work
Agreements (PKWT) in the Job
Creation Act",50247,2023-04-11 07:51:26,18897,2023-04-11 07:51:26,http://repository.lppm.unila.ac.id/id/eprint/50247,public,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 50247, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189946', 'main': 'Omnibus Law and Changes.pdf', 'docid': 189946, 'files': [{'filesize': 2651330, 'datasetid': 'document', 'filename': 'Omnibus Law and Changes.pdf', 'hash': '1dab53502ab9d1b20dc953f63228d795', 'hash_type': 'MD5', 'mtime': '2023-04-11 07:38:47', 'mime_type': 'application/pdf', 'fileid': 542911, 'uri': 'http://repository.lppm.unila.ac.id/id/file/542911', 'objectid': 189946}]}]",['FH1'],article,1970-01-01 00:00:00.000002022,disk0_bak/00/05/02/47,"[{'name': {'given': 'Heni Siswanto', 'family': 'Heni Siswanto', 'honourific': None, 'lineage': None}, 'id': 'siswanto_heni@gmail.com2'}]",FALSE,BIRCI-Journal,,,,Hasil Check Similarity,BIRCI-Journal,,,,,,,,,,,
27,['K1'],2023-04-14 02:13:44,archive,7,show,PENAL MEDIATION BY POLICE INSTITUTIONS IN HANDLING MIDDLE CRIMES IN REALIZING RESTORATIVE JUSTICE PRINCIPLES,50499,2023-04-14 02:13:44,18897,2023-04-14 02:13:44,http://repository.lppm.unila.ac.id/id/eprint/50499,public,pub,"[{'files': [{'objectid': 190202, 'uri': 'http://repository.lppm.unila.ac.id/id/file/544750', 'datasetid': 'document', 'filesize': 2092119, 'mime_type': 'application/pdf', 'fileid': 544750, 'hash': '62cea360aa5397dafc951a3b0d2e6f0f', 'filename': 'PENAL MEDIATION BY POLICE INSTITUTIONS IN HANDLING MIDDLE CRIMES IN REALIZING RESTORATIVE JUSTICE PRINCIPLES.pdf', 'mtime': '2023-04-13 05:59:14', 'hash_type': 'MD5'}], 'docid': 190202, 'main': 'PENAL MEDIATION BY POLICE INSTITUTIONS IN HANDLING MIDDLE CRIMES IN REALIZING RESTORATIVE JUSTICE PRINCIPLES.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190202', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 50499, 'mime_type': 'application/pdf', 'language': 'en'}]",['FH1'],patent,1970-01-01 00:00:00.000002022,disk0_bak/00/05/04/99,"[{'name': {'given': 'Heni Siswanto', 'family': 'Heni Siswanto', 'honourific': None, 'lineage': None}, 'id': 'siswanto_heni@gmail.com2'}]",,,published,EC00202274124,Fakultas Hukum Universitas lampung,,,,,,,,,,,,,
28,['K1'],2023-04-14 06:25:26,archive,7,show,Principle Of Prosecutors Independency In Deponering Criminal Cases For Public Interest In Indonesia,50514,2023-04-14 06:25:26,18897,2023-04-14 06:25:26,http://repository.lppm.unila.ac.id/id/eprint/50514,public,pub,"[{'docid': 190215, 'main': 'SIJLCJ_54_161-168_merged.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/544856', 'objectid': 190215, 'filesize': 2565301, 'datasetid': 'document', 'hash': '26ad555145bd2ae1b9c3fbbc656171c3', 'filename': 'SIJLCJ_54_161-168_merged.pdf', 'mtime': '2023-04-14 02:39:51', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 544856}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190215', 'eprintid': 50514, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",['FH1'],patent,1970-01-01 00:00:00.000002022,disk0_bak/00/05/05/14,"[{'id': 'siswanto_heni@gmail.com2', 'name': {'family': 'Heni Siswanto', 'honourific': None, 'lineage': None, 'given': 'Heni Siswanto'}}]",,,published,EC00202272804,Fakultas Hukum Universitas lampung,,,,,,,,,,,,,
29,['K1'],2023-04-11 08:05:04,archive,6,show,"Principle of Prosecutors
Independency in Deponering
Criminal Cases for Public
Interest in Indonesia",50258,2023-04-11 08:05:04,18897,2023-04-11 08:05:04,http://repository.lppm.unila.ac.id/id/eprint/50258,public,pub,"[{'files': [{'filesize': 2697421, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2023-04-11 07:50:16', 'filename': 'Principle of.pdf', 'hash': 'f028bbfc32606ce71f2e13cdb0c365e5', 'fileid': 542978, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/542978', 'objectid': 189955}], 'docid': 189955, 'main': 'Principle of.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189955', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 50258, 'language': 'en', 'mime_type': 'application/pdf'}]",['FH1'],article,1970-01-01 00:00:00.000002022,disk0_bak/00/05/02/58,"[{'name': {'given': 'Heni Siswanto', 'family': 'Heni Siswanto', 'honourific': None, 'lineage': None}, 'id': 'siswanto_heni@gmail.com2'}]",FALSE,SIJLCJ,,,,Hasil Check Similarity,SIJLCJ,,,,,,,,,,,
30,['K1'],2023-04-14 02:13:32,archive,7,show,Rekonstruksi Sistem Penegakan Hukum Pidana Menghadapi Kejahatan Perdagangan Orang,50496,2023-04-14 02:13:32,18897,2023-04-14 02:13:32,http://repository.lppm.unila.ac.id/id/eprint/50496,public,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 50496, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190199', 'rev_number': 1, 'docid': 190199, 'main': 'Rekonstruksi Sistem Penegakan Hukum Pidana Menghadapi Kejahatan Perdagangan Orang.pdf', 'files': [{'datasetid': 'document', 'filesize': 3126215, 'fileid': 544727, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-04-13 05:43:43', 'filename': 'Rekonstruksi Sistem Penegakan Hukum Pidana Menghadapi Kejahatan Perdagangan Orang.pdf', 'hash': 'cecba23b5be574fd85cd297f32ecc9d2', 'objectid': 190199, 'uri': 'http://repository.lppm.unila.ac.id/id/file/544727'}]}]",['FH1'],patent,1970-01-01 00:00:00.000002022,disk0_bak/00/05/04/96,"[{'id': 'siswanto_heni@gmail.com2', 'name': {'given': 'Heni Siswanto', 'lineage': None, 'family': 'Heni Siswanto', 'honourific': None}}]",,,published,EC00202163695,Fakultas Hukum Universitas lampung,,,,,,,,,,,,,
31,['K1'],2023-04-14 02:13:26,archive,7,show,Rekonstruksi Sistem Penegakan Hukum Pidana Secara Integral Dalam Menghadapi Kejahatan Perdagangan Orang,50491,2023-04-14 02:13:26,18897,2023-04-14 02:13:26,http://repository.lppm.unila.ac.id/id/eprint/50491,public,pub,"[{'files': [{'objectid': 190196, 'uri': 'http://repository.lppm.unila.ac.id/id/file/544710', 'mime_type': 'application/pdf', 'fileid': 544710, 'hash': '2e2cde4f2bbd120db54575e574fffad8', 'filename': 'HKI - Rekonstruksi Sistem Penegakan Hukum Pidana.pdf', 'mtime': '2023-04-13 05:37:42', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 6137245}], 'docid': 190196, 'main': 'HKI - Rekonstruksi Sistem Penegakan Hukum Pidana.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190196', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 50491, 'language': 'en', 'mime_type': 'application/pdf'}]",['FH1'],patent,1970-01-01 00:00:00.000002022,disk0_bak/00/05/04/91,"[{'id': 'siswanto_heni@gmail.com2', 'name': {'given': 'Heni Siswanto', 'honourific': None, 'family': 'Heni Siswanto', 'lineage': None}}]",,,published,EC00202163692,Fakultas Hukum Universitas lampung,,,,,,,,,,,,,
32,['K1'],2023-04-13 05:07:40,archive,6,show,"URGENSI PENGEMBALIAN ASET HASIL TINDAK PIDANA
KORUPSI DALAM PEMULIHAN KEUANGAN NEGARA",50478,2023-04-13 05:07:40,18897,2023-04-13 05:07:40,http://repository.lppm.unila.ac.id/id/eprint/50478,public,pub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190184', 'pos': 1, 'format': 'text', 'files': [{'mtime': '2023-04-13 04:00:17', 'hash_type': 'MD5', 'hash': '999129e6f76ed907796b5c07bc9f6fab', 'filename': 'URGENSI PENGEMBALIAN.pdf', 'fileid': 544614, 'mime_type': 'application/pdf', 'filesize': 993497, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/544614', 'objectid': 190184}], 'docid': 190184, 'main': 'URGENSI PENGEMBALIAN.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 50478}]",['FH1'],article,1970-01-01 00:00:00.000002022,disk0_bak/00/05/04/78,"[{'id': 'siswanto_heni@gmail.com2', 'name': {'family': 'Heni Siswanto', 'honourific': None, 'lineage': None, 'given': 'Heni Siswanto'}}]",TRUE,https://pak.unila.ac.id/dosen/file_penelitian/15594,,,,,,,,,,,,,,,,
33,['K1'],2023-04-14 06:25:22,archive,7,show,HUKUM PIDANA LANJUTAN Menuju Pemikiran Positivistik Yang Berkeadilan Dan Berkebenaran,50513,2023-04-14 06:25:22,18897,2023-04-14 06:25:22,http://repository.lppm.unila.ac.id/id/eprint/50513,public,pub,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190214', 'main': 'HP2_merged.pdf', 'docid': 190214, 'files': [{'objectid': 190214, 'uri': 'http://repository.lppm.unila.ac.id/id/file/544849', 'datasetid': 'document', 'filesize': 4408264, 'fileid': 544849, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-04-14 02:38:03', 'hash': '5630933abe9fa99a7b3b721d7b0bc88b', 'filename': 'HP2_merged.pdf'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 50513, 'security': 'public', 'placement': 1}]",['FH1'],patent,1970-01-01 00:00:00.000002022,disk0_bak/00/05/05/13,"[{'id': 'siswanto_heni@gmail.com2', 'name': {'honourific': None, 'family': 'Heni Siswanto', 'lineage': None, 'given': 'Heni Siswanto'}}, {'id': 'aisyahhkm@gmail.com', 'name': {'given': 'Aisyah', 'family': 'Aisyah Muda Cemerlang', 'honourific': None, 'lineage': None}}]",,,published,EC00202259574,Fakultas Hukum universitas lampung,,,,,,,,,,,,,
34,['K1'],2022-03-17 08:08:44,archive,6,show,"Agroforestry for biodiversity and climate change mitigation in Batutegi Protection Forest, Lampung, Indonesia",40285,2022-03-17 08:08:44,1058,2022-03-17 08:08:44,http://repository.lppm.unila.ac.id/id/eprint/40285,public,pub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161602', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/449776', 'objectid': 161602, 'mtime': '2022-03-17 04:01:10', 'hash_type': 'MD5', 'hash': '3b9735f2b6a296d2ebf6b33d9ee785aa', 'filename': 'Review Agroforestry.pdf', 'fileid': 449776, 'mime_type': 'application/pdf', 'filesize': 554997, 'datasetid': 'document'}], 'main': 'Review Agroforestry.pdf', 'docid': 161602, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 40285}]",['FH1'],article,2022-03-01 00:00:00.000000000,disk0/00/04/02/85,"[{'id': 'heryandi.1962@fh.unila.ac.id', 'name': {'honourific': None, 'family': 'Heryandi', 'lineage': None, 'given': 'Heryandi'}}]",FALSE,B IOD I V E R S I T A S,,,,Hasil Penilaian Sejawat sebidang atau Peer Review,"Society for Indonesian Biodiversity, Pages",,,,,,,,,,,
35,['K1'],2022-03-17 09:00:15,archive,6,show,"Agroforestry for biodiversity and climate change mitigation in Batutegi Protection Forest, Lampung, Indonesia",40341,2022-03-17 09:00:15,1058,2022-03-17 09:00:15,http://repository.lppm.unila.ac.id/id/eprint/40341,public,pub,"[{'files': [{'fileid': 450178, 'mime_type': 'application/pdf', 'mtime': '2022-03-17 08:45:21', 'hash_type': 'MD5', 'hash': 'e183df4063452a409b5e71f18245191b', 'filename': 'Agroforestry.pdf', 'datasetid': 'document', 'filesize': 3682022, 'objectid': 161654, 'uri': 'http://repository.lppm.unila.ac.id/id/file/450178'}], 'main': 'Agroforestry.pdf', 'docid': 161654, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161654', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 40341, 'language': 'en', 'mime_type': 'application/pdf'}]",['FH1'],article,2022-03-01 00:00:00.000000000,disk0/00/04/03/41,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Heryandi', 'given': 'Heryandi'}, 'id': 'heryandi.1962@fh.unila.ac.id'}]",FALSE,B IOD I V E R S I T A S,,,,Hasil Check Similarity,Society for Indonesian Biodiversity,,,,,,,,,,,
36,['K1'],2022-03-17 08:08:49,archive,7,show,E-learning Readiness in University of Lampung during Covid-19 Pandemic,40289,2022-03-17 08:08:49,1058,2022-03-17 08:08:49,http://repository.lppm.unila.ac.id/id/eprint/40289,public,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 40289, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/161605', 'rev_number': 1, 'docid': 161605, 'main': 'Review E learning.pdf', 'files': [{'objectid': 161605, 'uri': 'http://repository.lppm.unila.ac.id/id/file/449795', 'datasetid': 'document', 'filesize': 508415, 'fileid': 449795, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-03-17 04:09:07', 'hash': '0e708f3850fed88c5f384765b44226ba', 'filename': 'Review E learning.pdf'}]}]",['FH1'],conference_item,1970-01-01 00:00:00.000002022,disk0/00/04/02/89,"[{'id': 'heryandi.1962@fh.unila.ac.id', 'name': {'lineage': None, 'family': 'Heryandi', 'honourific': None, 'given': 'Heryandi'}}]",FALSE,,,,,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,,,paper,conference,Published in: 2021 2nd SEA-STEM International Conference (SEA-STEM),,,
37,['K1'],2022-03-17 09:00:36,archive,7,show,E-learning Readiness in University of Lampung during Covid-19 Pandemic,40343,2022-03-17 09:00:36,1058,2022-03-17 09:00:36,http://repository.lppm.unila.ac.id/id/eprint/40343,public,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 40343, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161656', 'docid': 161656, 'main': 'E_learning_Readiness_in_University_of_Lampung_duri.pdf', 'files': [{'objectid': 161656, 'uri': 'http://repository.lppm.unila.ac.id/id/file/450191', 'datasetid': 'document', 'filesize': 1722403, 'fileid': 450191, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-03-17 08:51:34', 'hash': '7a8a4503c1bdf0d4a6614c15d6100c81', 'filename': 'E_learning_Readiness_in_University_of_Lampung_duri.pdf'}]}]",['FH1'],conference_item,1970-01-01 00:00:00.000002022,disk0/00/04/03/43,"[{'id': 'heryandi.1962@fh.unila.ac.id', 'name': {'family': 'Heryandi', 'honourific': None, 'lineage': None, 'given': 'Heryandi'}}]",FALSE,,,,,Hasil Check Similarity,,,,,,,paper,conference,"Published in: 2021 2nd SEA-STEM International Conference (SEA-STEM), Date of Conference",,,
38,['K1'],2022-03-25 01:12:55,archive,7,show,E-learning Readiness in University of Lampung during Covid-19 Pandemic,40527,2022-03-25 01:12:55,1058,2022-03-25 01:12:55,http://repository.lppm.unila.ac.id/id/eprint/40527,public,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 40527, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161853', 'rev_number': 1, 'main': 'E-learning_Readiness_in_University_of_Lampung_during.pdf', 'docid': 161853, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/451642', 'objectid': 161853, 'filesize': 825196, 'datasetid': 'document', 'hash': 'fe86c8994ef699e0c8b1ec2729edca0a', 'filename': 'E-learning_Readiness_in_University_of_Lampung_during.pdf', 'hash_type': 'MD5', 'mtime': '2022-03-24 23:58:19', 'mime_type': 'application/pdf', 'fileid': 451642}]}]",['FH1'],conference_item,2022-01-01 00:00:00.000000000,disk0/00/04/05/27,"[{'name': {'lineage': None, 'family': 'Heryandi', 'honourific': None, 'given': 'Heryandi'}, 'id': 'heryandi.1962@fh.unila.ac.id'}]",FALSE,,,,,,,,,,,,paper,conference,Published in: 2021 2nd SEA-STEM International Conference (SEA-STEM),,,
39,['K1'],2022-03-17 08:08:47,archive,6,show,"Prospective Teachers, Generic Skills, and Student Community Service Program: A Case Study in the Indonesian Contex",40287,2022-03-17 08:08:47,1058,2022-03-17 08:08:47,http://repository.lppm.unila.ac.id/id/eprint/40287,public,pub,"[{'security': 'public', 'placement': 1, 'eprintid': 40287, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 161604, 'uri': 'http://repository.lppm.unila.ac.id/id/file/449786', 'fileid': 449786, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-03-17 04:04:22', 'filename': 'Review Prospective.pdf', 'hash': 'c67007b7a91a17f91f9dd82ecd130151', 'datasetid': 'document', 'filesize': 545145}], 'main': 'Review Prospective.pdf', 'docid': 161604, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161604', 'rev_number': 1, 'format': 'text', 'pos': 1}]",['FH1'],article,1970-01-01 00:00:00.000002022,disk0/00/04/02/87,"[{'name': {'given': 'Heryandi', 'lineage': None, 'family': 'Heryandi', 'honourific': None}, 'id': 'heryandi.1962@fh.unila.ac.id'}]",FALSE,WSEAS TRANSACTIONS on ENVIRONMENT and DEVELOPMENT,,,,Hasil Penilaian Sejawat Sebidang atau Peer Review,WSEAS Transactions on Environment and Development,,,,,,,,,,,
40,['K1'],2022-03-17 09:00:28,archive,6,show,"Prospective Teachers, Generic Skills, and Student Community Service Program: A Case Study in the Indonesian Contex",40342,2022-03-17 09:00:28,1058,2022-03-17 09:00:28,http://repository.lppm.unila.ac.id/id/eprint/40342,public,pub,"[{'security': 'public', 'placement': 1, 'eprintid': 40342, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/450184', 'objectid': 161655, 'filesize': 3080250, 'datasetid': 'document', 'mtime': '2022-03-17 08:48:13', 'hash_type': 'MD5', 'filename': 'Prospective.pdf', 'hash': '615b468ca5c15bc71c1a8bcbf66774c9', 'fileid': 450184, 'mime_type': 'application/pdf'}], 'main': 'Prospective.pdf', 'docid': 161655, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161655', 'format': 'text', 'pos': 1}]",['FH1'],article,1970-01-01 00:00:00.000002022,disk0/00/04/03/42,"[{'id': 'heryandi.1962@fh.unila.ac.id', 'name': {'given': 'Heryandi', 'honourific': None, 'family': 'Heryandi', 'lineage': None}}]",FALSE,WSEAS TRANSACTIONS on ENVIRONMENT and DEVELOPMENT,,,,Hasil Check Similarity,WSEAS Transactions on Environment and Development,,,,,,,,,,,
