,eprint_status,status_changed,subjects,abstract,title,rev_number,metadata_visibility,eprintid,lastmod,userid,datestamp,ispublished,publisher,documents,full_text_status,uri,refereed,type,divisions,publication,creators,dir,date,pagerange,pres_type,event_type,event_title,event_dates,event_location,pages,book_title,number,monograph_type,date_type,issn,volume,isbn,place_of_pub,institution
20,archive,2020-01-08 03:15:47,['K1'],Penilaian SEjawat Sebidang atau Peer Review,Formula of Local Regulation on Legal Aid For The Poor as an Effort to Fulfillment of Equality Before the Law Rights,6,show,17505,2020-01-08 03:15:47,561,2020-01-08 03:15:47,pub,IISTE,"[{'eprintid': 17505, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 30633, 'main': 'peer review budiyono Formula.pdf', 'files': [{'objectid': 30633, 'uri': 'http://repository.lppm.unila.ac.id/id/file/147979', 'datasetid': 'document', 'filesize': 517660, 'fileid': 147979, 'mime_type': 'application/pdf', 'mtime': '2020-01-06 09:02:17', 'hash_type': 'MD5', 'hash': 'f750ba516c3dfecdafbaf049b2d3d56b', 'filename': 'peer review budiyono Formula.pdf'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30633', 'rev_number': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/17505,FALSE,article,['FH1'],Public Policy and Administration Research,"[{'name': {'honourific': None, 'family': 'Budiyono', 'lineage': None, 'given': 'Budiyono'}}]",disk0/00/01/75/05,1970-01-01 00:00:00.000002017,12-16,,,,,,,,,,,ISSN 2224-5731(Paper) ISSN 2225-0972(Online),,,,
21,archive,2019-12-26 03:26:59,['K1'],,Formula of Local Regulation on Legal Aid For the Poors as an Effort to Fulfillment of Equality Before the Law Rights,7,show,17371,2019-12-26 03:26:59,561,2019-12-26 03:26:59,pub,,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30487', 'docid': 30487, 'main': 'budiyono,.formula of local requalition on legal.pdf', 'files': [{'filesize': 2945325, 'datasetid': 'document', 'mtime': '2019-12-20 09:46:44', 'hash_type': 'MD5', 'filename': 'budiyono,.formula of local requalition on legal.pdf', 'hash': '3680f40983a5f01c3f625f6734998a73', 'fileid': 146995, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/146995', 'objectid': 30487}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 17371, 'placement': 1, 'security': 'public'}]",public,http://repository.lppm.unila.ac.id/id/eprint/17371,FALSE,conference_item,['FH1'],,"[{'name': {'given': 'Budiyono', 'family': 'Budiyono', 'honourific': None, 'lineage': None}}]",disk0/00/01/73/71,1970-01-01 00:00:00.000002017,,paper,conference,Public Policy and Administration Research,,,,,,,,,,,,
22,archive,2019-12-26 02:44:16,['K1'],Hasil Similarity Check,Local Regulation Design on the Protection and Empowerment of the Farmer Based  on Law as a Tool of Social Empowering,7,show,17391,2019-12-26 02:44:16,561,2019-12-26 02:44:16,pub,,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30508', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/147144', 'objectid': 30508, 'filesize': 3049062, 'datasetid': 'document', 'hash': '1dba51bcd7c99d82db95e7ba0bfc4064', 'filename': 'Local_Regulation_Design_on_the_Protection_and_Empo (1).pdf', 'hash_type': 'MD5', 'mtime': '2019-12-23 04:34:47', 'mime_type': 'application/pdf', 'fileid': 147144}], 'main': 'Local_Regulation_Design_on_the_Protection_and_Empo (1).pdf', 'docid': 30508, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 17391}]",public,http://repository.lppm.unila.ac.id/id/eprint/17391,FALSE,conference_item,['FH1'],,"[{'name': {'given': 'Budiyono', 'family': 'Budiyono', 'honourific': None, 'lineage': None}}]",disk0/00/01/73/91,1970-01-01 00:00:00.000002017,71-75,paper,conference,IISTE,,,,,,,,,,,,
23,archive,2019-11-07 04:35:43,['K1'],Peer Review,Local Regulation Design on the Protection and Empowerment of the Farmer Based  on Law as a Tool of Social Empowering,6,show,15785,2019-11-07 04:35:43,561,2019-11-07 04:35:43,pub,IISTE,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28891', 'main': 'Revie BUDIYONO LOCAL REGULATION DEIGN.pdf', 'docid': 28891, 'files': [{'objectid': 28891, 'uri': 'http://repository.lppm.unila.ac.id/id/file/135601', 'mime_type': 'application/pdf', 'fileid': 135601, 'hash': 'c09a8c37b733da2e6f5bde13e0563087', 'filename': 'Revie BUDIYONO LOCAL REGULATION DEIGN.pdf', 'hash_type': 'MD5', 'mtime': '2019-11-06 08:58:04', 'datasetid': 'document', 'filesize': 649889}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 15785, 'placement': 1, 'security': 'public'}]",public,http://repository.lppm.unila.ac.id/id/eprint/15785,FALSE,article,['FH1'],Prosiding,"[{'name': {'family': 'Budiyono', 'honourific': None, 'lineage': None, 'given': 'Budiyono'}}]",disk0/00/01/57/85,1970-01-01 00:00:00.000002017,12-16,,,,,,,,10.0,,,2225-0972,7.0,,,
24,archive,2019-12-26 03:27:33,['K1'],,Local Regulation Design on the Protection and Empowerment of the Farmer Based  on Law as a Tool of Social Empowering,7,show,17387,2019-12-26 03:27:33,561,2019-12-26 03:27:33,pub,,"[{'eprintid': 17387, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 30503, 'main': 'budiyono,Lokal Regulation.pdf', 'files': [{'objectid': 30503, 'uri': 'http://repository.lppm.unila.ac.id/id/file/147113', 'datasetid': 'document', 'filesize': 2863393, 'mime_type': 'application/pdf', 'fileid': 147113, 'filename': 'budiyono,Lokal Regulation.pdf', 'hash': 'e944dbd583746b257cbfd6d914b4f68a', 'hash_type': 'MD5', 'mtime': '2019-12-22 04:47:30'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30503', 'rev_number': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/17387,FALSE,conference_item,['FH1'],,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Budiyono', 'given': 'Budiyono'}}]",disk0/00/01/73/87,1970-01-01 00:00:00.000002017,,paper,conference,Developing Country Studies,,,,,,,,,,,,
25,archive,2020-01-08 03:14:58,['K1'],,Local Regulation Design on the Protection and Empowerment of the Farmer Based  on Law as a Tool of Social Empowering,6,show,17463,2020-01-08 03:14:58,561,2020-01-08 03:14:58,pub,IISTE,"[{'main': 'budiyono,Lokal Regulation.pdf', 'docid': 30591, 'files': [{'mtime': '2020-01-03 06:43:16', 'hash_type': 'MD5', 'filename': 'budiyono,Lokal Regulation.pdf', 'hash': 'e944dbd583746b257cbfd6d914b4f68a', 'fileid': 147720, 'mime_type': 'application/pdf', 'filesize': 2863393, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/147720', 'objectid': 30591}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30591', 'rev_number': 1, 'eprintid': 17463, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/17463,FALSE,article,['FH1'],Developing Country Studies,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Budiyono', 'given': 'Budiyono'}}]",disk0/00/01/74/63,1970-01-01 00:00:00.000002017,12-16,,,,,,,,10.0,,,2225-0565,7.0,,,
26,archive,2020-01-08 03:15:30,['K1'],Hasil Similarity Check,Local Regulation Design on the Protection and Empowerment of the Farmer Based  on Law as a Tool of Social Empowering,6,show,17469,2020-01-08 03:15:30,561,2020-01-08 03:15:30,pub,IISTE,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 17469, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30596', 'format': 'text', 'pos': 1, 'files': [{'objectid': 30596, 'uri': 'http://repository.lppm.unila.ac.id/id/file/147755', 'datasetid': 'document', 'filesize': 3049062, 'fileid': 147755, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-01-03 07:09:02', 'hash': '1dba51bcd7c99d82db95e7ba0bfc4064', 'filename': 'Local_Regulation_Design_on_the_Protection_and_Empo (1).pdf'}], 'main': 'Local_Regulation_Design_on_the_Protection_and_Empo (1).pdf', 'docid': 30596}]",public,http://repository.lppm.unila.ac.id/id/eprint/17469,FALSE,article,['FH1'],Developing Country Studies,"[{'name': {'family': 'Budiyono', 'honourific': None, 'lineage': None, 'given': 'Budiyono'}}]",disk0/00/01/74/69,1970-01-01 00:00:00.000002017,,,,,,,,,,,,,,,,
27,archive,2020-01-08 03:15:41,['K1'],Penilaian Sejawat Sebidang atau Peer Review,Local Regulation Design on the Protection and Empowerment of the Farmer Based  on Law as a Tool of Social Empowering,6,show,17503,2020-01-08 03:15:41,561,2020-01-08 03:15:41,pub,IISTE,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30631', 'rev_number': 1, 'docid': 30631, 'main': 'peer review budiyono local.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/147969', 'objectid': 30631, 'filesize': 511511, 'datasetid': 'document', 'mtime': '2020-01-06 08:58:04', 'hash_type': 'MD5', 'hash': 'bb17cb0d9c17b02b6904036d730faf43', 'filename': 'peer review budiyono local.pdf', 'fileid': 147969, 'mime_type': 'application/pdf'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 17503, 'placement': 1, 'security': 'public'}]",public,http://repository.lppm.unila.ac.id/id/eprint/17503,FALSE,article,['FH1'],Developing Country Studies,"[{'name': {'given': 'Budiyono', 'lineage': None, 'family': 'Budiyono', 'honourific': None}}]",disk0/00/01/75/03,1970-01-01 00:00:00.000002017,71-75,,,,,,,,,,,2225-0565,,,,
28,archive,2019-11-05 06:16:19,['K1'],Peer Review,Local Regulation Design on the Protection and Empowerment of the Farmer Based on Law as a Tool of Social Empowering,9,show,15592,2019-11-05 06:16:19,561,2019-11-05 06:16:19,pub,IISTE,"[{'placement': 1, 'security': 'public', 'eprintid': 15592, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'objectid': 28713, 'uri': 'http://repository.lppm.unila.ac.id/id/file/134320', 'datasetid': 'document', 'filesize': 654496, 'mime_type': 'application/pdf', 'fileid': 134320, 'filename': 'Review Budiyono Local Regulation Design on the Protection and Empowerment of the Farmer.pdf', 'hash': '9c5d03687482e6d385f8ec30502e8cb1', 'mtime': '2019-11-05 06:04:35', 'hash_type': 'MD5'}], 'docid': 28713, 'main': 'Review Budiyono Local Regulation Design on the Protection and Empowerment of the Farmer.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/28713', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",public,http://repository.lppm.unila.ac.id/id/eprint/15592,FALSE,article,['FH1'],Developing Country Studies,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Budiyono', 'given': 'Budiyono'}}]",disk0/00/01/55/92,1970-01-01 00:00:00.000002017,71-75,,,,,,,,10.0,,,2225-0565,7.0,,,
29,archive,2019-12-26 02:44:38,['K1'],Hasil Similarity Check,Mapping The Indigenous Conflict of Indonesias,7,show,17392,2019-12-26 02:44:38,561,2019-12-26 02:44:38,pub,,"[{'files': [{'datasetid': 'document', 'filesize': 3880595, 'fileid': 147151, 'mime_type': 'application/pdf', 'mtime': '2019-12-23 04:37:15', 'hash_type': 'MD5', 'hash': '21e7ac01b4faf4f793a92f052ab23bbb', 'filename': 'Mapping_the_Indigenous_Conflict_of_Indonesia.pdf', 'objectid': 30509, 'uri': 'http://repository.lppm.unila.ac.id/id/file/147151'}], 'main': 'Mapping_the_Indigenous_Conflict_of_Indonesia.pdf', 'docid': 30509, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30509', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 17392, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/17392,FALSE,conference_item,['FH1'],,"[{'name': {'given': 'Budiyono', 'family': 'Budiyono', 'honourific': None, 'lineage': None}}]",disk0/00/01/73/92,1970-01-01 00:00:00.000002017,357-369,paper,conference,Universitas Lampung,,,,,,,,,,,,
30,archive,2019-12-26 03:26:36,['K1'],,Mapping the Indigenous Conflict of Indonesia,7,show,17370,2019-12-26 03:26:36,561,2019-12-26 03:26:36,pub,,"[{'placement': 1, 'security': 'public', 'eprintid': 17370, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/146988', 'objectid': 30486, 'filesize': 6993466, 'datasetid': 'document', 'hash': '9c40f78f0817dbb93861721127d7c954', 'filename': 'budiyono,.mapping the indigenous conflict of indonesia.pdf', 'hash_type': 'MD5', 'mtime': '2019-12-20 09:39:31', 'mime_type': 'application/pdf', 'fileid': 146988}], 'main': 'budiyono,.mapping the indigenous conflict of indonesia.pdf', 'docid': 30486, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30486', 'pos': 1, 'format': 'text'}]",public,http://repository.lppm.unila.ac.id/id/eprint/17370,FALSE,conference_item,['FH1'],,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Budiyono', 'given': 'Budiyono'}}]",disk0/00/01/73/70,2017-09-01 00:00:00.000000000,357-369,paper,conference,Roceedings International Cobference,,,,,,,,,,,,
31,archive,2019-11-14 10:11:05,['K1'],Hasil Similarity Check,"Reconstruction Concerning Ulayat Land Right Within 
Traditional Law Society In Globalization Era (Case Study Of Ulayat Land Within Mesuji Tradition Law Society Of Lampung Province)",6,show,16096,2019-11-14 10:11:05,366,2019-11-14 10:11:05,pub,Fakultas Hukum Universitas Sebelas Maret Surakarta,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/29190', 'rev_number': 1, 'main': 'ic_glow (hasil).pdf', 'docid': 29190, 'files': [{'objectid': 29190, 'uri': 'http://repository.lppm.unila.ac.id/id/file/137867', 'datasetid': 'document', 'filesize': 7212891, 'mime_type': 'application/pdf', 'fileid': 137867, 'filename': 'ic_glow (hasil).pdf', 'hash': '936859f9c16efef98d721f538b4fcc7b', 'hash_type': 'MD5', 'mtime': '2019-11-12 06:34:56'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 16096, 'placement': 1, 'security': 'public'}]",public,http://repository.lppm.unila.ac.id/id/eprint/16096,FALSE,article,['FH1'],Proceeding The 2017 Internasional Conference on Globalization of Law and Local Wisdom,"[{'name': {'given': 'Candra', 'lineage': None, 'family': 'Candra Perbawati', 'honourific': None}}]",disk0/00/01/60/96,2017-10-01 00:00:00.000000000,,,,,,,,,,,,,,,,
32,archive,2019-11-14 11:04:28,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,"Reconstruction Concerning Ulayat Land Right Within 
Traditional Law Society In Globalization Era (Case Study Of Ulayat Land Within Mesuji Tradition Law Society Of Lampung Province)",7,show,16107,2019-11-14 11:04:28,366,2019-11-14 11:04:28,pub,,"[{'eprintid': 16107, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Review Candra Reconstruction Concerning Ulayat.pdf', 'docid': 29200, 'files': [{'objectid': 29200, 'uri': 'http://repository.lppm.unila.ac.id/id/file/137952', 'fileid': 137952, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-11-12 07:16:03', 'filename': 'Review Candra Reconstruction Concerning Ulayat.pdf', 'hash': '1b38fa841a9fb22b719048ffbf32e5ac', 'datasetid': 'document', 'filesize': 747844}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29200'}]",public,http://repository.lppm.unila.ac.id/id/eprint/16107,FALSE,conference_item,['FH1'],,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Candra Perbawati', 'given': 'Candra'}, 'id': 'perbawaticandra@yahoo.com'}]",disk0/00/01/61/07,2017-10-01 00:00:00.000000000,,other,conference,Poceeding The 2017 Internasional,,,,,,,,,,,,
33,archive,2020-02-06 05:15:06,['K1'],Hasil Check Similarity,18 Years of Decentralization Experiment in Indonesia: Institutional and Democratic Evaluation,6,show,17823,2020-02-06 05:15:06,1058,2020-02-06 05:15:06,pub,Canadian Center of Science and Eduction,"[{'security': 'public', 'placement': 1, 'eprintid': 17823, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'mime_type': 'application/pdf', 'fileid': 150172, 'hash': '940b4685afb4ae91c961faa724a30a96', 'filename': 'Prof.cendi 18_Years_of_Decentralization_Experiment_in_Indones.pdf', 'hash_type': 'MD5', 'mtime': '2020-01-31 01:13:47', 'datasetid': 'document', 'filesize': 2435126, 'objectid': 30943, 'uri': 'http://repository.lppm.unila.ac.id/id/file/150172'}], 'main': 'Prof.cendi 18_Years_of_Decentralization_Experiment_in_Indones.pdf', 'docid': 30943, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30943', 'format': 'text', 'pos': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/17823,FALSE,article,['FH1'],Journal of Polities and Law,"[{'name': {'family': 'Heryandi', 'honourific': None, 'lineage': None, 'given': 'Heryandi'}, 'id': 'heryandi.1962@fh.unila.ac.id'}]",disk0/00/01/78/23,1970-01-01 00:00:00.000002017,132-139,,,,,,,,,,,,,,,
34,archive,2020-02-06 05:15:14,['K1'],Hasil Check Similarity,18 Years of Decentralization Experiment in Indonesia: Institutional and Democratic Evaluation,6,show,17838,2020-02-06 05:15:14,1058,2020-02-06 05:15:14,pub,Canadian Center of Science and Eduction,"[{'docid': 30959, 'main': '18 Years of Decentralization Experiment in Indonesia_ Institutional and Democratic Evaluation.pdf', 'files': [{'hash': '8102ed7f46672b09981be03d2349debf', 'filename': '18 Years of Decentralization Experiment in Indonesia_ Institutional and Democratic Evaluation.pdf', 'mtime': '2020-01-31 06:28:01', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 150300, 'filesize': 2310559, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/150300', 'objectid': 30959}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30959', 'eprintid': 17838, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/17838,FALSE,article,['FH1'],Journal of Polities and Law,"[{'name': {'family': 'Heryandi', 'honourific': None, 'lineage': None, 'given': 'Heryandi'}, 'id': 'heryandi.1962@fh.unila.ac.id'}]",disk0/00/01/78/38,1970-01-01 00:00:00.000002017,132-139,,,,,,,,,,,,,,,
35,archive,2020-06-02 04:59:47,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,18 Years of Decentralization Experiment in Indonesia: Institutional and Democratic Evaluation,7,show,21433,2020-06-02 04:59:47,1058,2020-06-02 04:59:47,pub,Canadian Center of Science and Eduction,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34837', 'main': 'Review 18 Years of Decentralization Expriment.pdf', 'docid': 34837, 'files': [{'mtime': '2020-06-02 03:51:37', 'hash_type': 'MD5', 'hash': '7219e45f2e2cbf16a5241d1bb4565649', 'filename': 'Review 18 Years of Decentralization Expriment.pdf', 'fileid': 199047, 'mime_type': 'application/pdf', 'filesize': 527865, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/199047', 'objectid': 34837}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 21433, 'placement': 1, 'security': 'public'}]",public,http://repository.lppm.unila.ac.id/id/eprint/21433,FALSE,book_section,['FH1'],,"[{'name': {'given': 'Heryandi', 'honourific': None, 'family': 'Heryandi', 'lineage': None}, 'id': 'heryandi.1962@fh.unila.ac.id'}]",disk0/00/02/14/33,1970-01-01 00:00:00.000002017,132-139,,,,,,,Buku Referensi,,,,,,,,
36,archive,2020-06-02 04:58:47,['K1'],Hasil Penilaian Sebidang Sejawat atau Peer Review,18 Years of Decentralization Experiment in Indonesia: Institutional and Democratic Evaluation,6,show,21447,2020-06-02 04:58:47,1058,2020-06-02 04:58:47,pub,Canadian Center of Science and Eduction,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34849', 'rev_number': 1, 'main': 'Review 18 Years of Decentralization Expriment.pdf', 'docid': 34849, 'files': [{'filesize': 527865, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-06-02 04:04:15', 'hash': '7219e45f2e2cbf16a5241d1bb4565649', 'filename': 'Review 18 Years of Decentralization Expriment.pdf', 'fileid': 199125, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/199125', 'objectid': 34849}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 21447, 'security': 'public', 'placement': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/21447,FALSE,article,['FH1'],Journal of Polities and Law,"[{'name': {'family': 'Heryandi', 'honourific': None, 'lineage': None, 'given': 'Heryandi'}, 'id': 'heryandi.1962@fh.unila.ac.id'}]",disk0/00/02/14/47,1970-01-01 00:00:00.000002017,132-139,,,,,,,,,,,,,,,
37,archive,2020-02-06 05:16:03,['K1'],,Hukum Pengelolaan Sumber Daya Alam Kelautan,7,show,17837,2020-02-06 05:16:03,1058,2020-02-06 05:16:03,pub,Universitas Lampung Bandar Lampung,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30958', 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 9993919, 'mime_type': 'application/pdf', 'fileid': 150294, 'filename': 'heryandi hukum pengelolaan sumber daya alam kelautan.pdf', 'hash': '839d8ef80aea2ccba913fec6a5667489', 'hash_type': 'MD5', 'mtime': '2020-01-31 06:23:41', 'objectid': 30958, 'uri': 'http://repository.lppm.unila.ac.id/id/file/150294'}], 'docid': 30958, 'main': 'heryandi hukum pengelolaan sumber daya alam kelautan.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 17837}]",public,http://repository.lppm.unila.ac.id/id/eprint/17837,FALSE,book_section,['FH1'],,"[{'name': {'family': 'Heryandi', 'honourific': None, 'lineage': None, 'given': 'Heryandi'}, 'id': 'heryandi.1962@fh.unila.ac.id'}]",disk0/00/01/78/37,1970-01-01 00:00:00.000002017,1-160,,,,,,,Buku Referensi,,,,,,,,
38,archive,2020-06-02 04:59:33,['K1'],Hasil Penilaian Sejawat atau Peer Review,Hukum Pengelolaan Sumber Daya Alam Kelautan,7,show,21430,2020-06-02 04:59:33,1058,2020-06-02 04:59:33,pub,Universitas Lampung,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 21430, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/34834', 'rev_number': 1, 'docid': 34834, 'main': 'Review  Hukum Pengelolaan SDAL.pdf', 'files': [{'hash': '0b1c958f72f18801b32d91efa850694c', 'filename': 'Review  Hukum Pengelolaan SDAL.pdf', 'hash_type': 'MD5', 'mtime': '2020-06-02 03:44:09', 'mime_type': 'application/pdf', 'fileid': 199020, 'filesize': 478933, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/199020', 'objectid': 34834}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/21430,FALSE,book_section,['FH1'],,"[{'id': 'heryandi.1962@fh.unila.ac.id', 'name': {'given': 'Heryandi', 'family': 'Heryandi', 'honourific': None, 'lineage': None}}]",disk0/00/02/14/30,1970-01-01 00:00:00.000002017,1-160,,,,,,,Buku Referensi,,,,,,,,
39,archive,2022-03-10 04:23:16,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,The Resposition Of Mediation Process In Islamic Economic Dispute Resolution Trough Religious Court After Perma No. 1 Of 2016,7,show,40067,2022-03-10 04:23:16,786,2022-03-10 04:23:16,pub,,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/161361', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'mime_type': 'application/pdf', 'fileid': 448111, 'filename': 'THE RESPOSTATION.pdf', 'hash': '0e2bea339bc234f85d3bcaf09d246ad5', 'hash_type': 'MD5', 'mtime': '2022-03-10 03:33:56', 'datasetid': 'document', 'filesize': 863827, 'objectid': 161361, 'uri': 'http://repository.lppm.unila.ac.id/id/file/448111'}], 'main': 'THE RESPOSTATION.pdf', 'docid': 161361, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 40067}]",public,http://repository.lppm.unila.ac.id/id/eprint/40067,FALSE,conference_item,['FH1'],,"[{'name': {'lineage': None, 'family': 'Nunung Rodliyah', 'honourific': None, 'given': 'Nunung'}}]",disk0/00/04/00/67,1970-01-01 00:00:00.000002017,,other,conference,PROCEEDING International Conference on Law and Society Yogyakarta,,,,,,,,,,,,
40,archive,2022-03-10 04:23:23,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,The Resposition Of Mediation Process In Islamic Economic Dispute Resolution Trough Religious Court After Perma No. 1 Of 2016,7,show,40069,2022-03-10 04:23:23,786,2022-03-10 04:23:23,pub,,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 40069, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161363', 'docid': 161363, 'main': 'THE RESPOSITION.pdf', 'files': [{'filename': 'THE RESPOSITION.pdf', 'hash': '8a131f9671127c2ab977fd58ffc39e89', 'mtime': '2022-03-10 03:48:42', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 448125, 'filesize': 864383, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/448125', 'objectid': 161363}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/40069,FALSE,conference_item,['FH1'],,"[{'name': {'given': 'Nunung', 'lineage': None, 'family': 'Nunung Rodliyah', 'honourific': None}}]",disk0/00/04/00/69,1970-01-01 00:00:00.000002017,,other,conference,PROCEEDING International Conference on Law and Society Yogyakarta,,,,,,,,,,,,
