,eprintid,title,rev_number,metadata_visibility,status_changed,eprint_status,subjects,creators,dir,type,divisions,book_title,ispublished,documents,publisher,full_text_status,uri,refereed,userid,lastmod,datestamp,publication,abstract,issn,event_type,event_dates,event_title,event_location,pres_type,number,pagerange,date_type,volume,official_url,related_url,isbn,place_of_pub,monograph_type
28,17786,Hukum Pemerintahan Daerah Perspektif  Konstitusionalisme Indonesia,7,show,2020-02-06 05:21:16,archive,['K1'],"[{'name': {'family': 'Rudy', 'honourific': None, 'lineage': None, 'given': 'Rudy'}, 'id': 'rudy.1981@fh.unila.ac.id'}]",disk0/00/01/77/86,book,['FH1'],,pub,"[{'main': 'peer review rudy hukum pemerintahan daerah.pdf', 'docid': 30902, 'files': [{'filesize': 132846, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-01-30 03:15:15', 'filename': 'peer review rudy hukum pemerintahan daerah.pdf', 'hash': 'dbba5d201fd12a60651647e6303c99a7', 'fileid': 149906, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/149906', 'objectid': 30902}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30902', 'rev_number': 1, 'eprintid': 17786, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",Indepth Publishing PPKPHAM Bandar Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/17786,FALSE,347,2020-02-06 05:21:16,2020-02-06 05:21:16,,Hasil penilaian sejawat sebidang atau peer review,,,,,,,,,,,,,,,
29,17784,Indonesia Constitusional Court Interpretation Upon State Control : Asian Versus Western Idea,7,show,2020-02-06 05:21:41,archive,['K1'],"[{'name': {'lineage': None, 'family': 'Rudy', 'honourific': None, 'given': 'Rudy'}, 'id': 'rudy.1981@fh.unila.ac.id'}]",disk0/00/01/77/84,conference_item,['FH1'],,pub,"[{'security': 'public', 'placement': 1, 'eprintid': 17784, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/149892', 'objectid': 30900, 'hash': 'b9d09a4534cd4d4a885024e9147fe0ca', 'filename': 'peer review rudy indonesia constitusional court.pdf', 'mtime': '2020-01-30 03:09:32', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 149892, 'filesize': 132580, 'datasetid': 'document'}], 'main': 'peer review rudy indonesia constitusional court.pdf', 'docid': 30900, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30900', 'rev_number': 1, 'format': 'text', 'pos': 1}]",,public,http://repository.lppm.unila.ac.id/id/eprint/17784,FALSE,347,2020-02-06 05:21:41,2020-02-06 05:21:41,,Hasil penilaian sejawat sebidang atau peer review,,conference,Januari 2013,A Reflexive Sociology of Law and Society,Semarang,paper,,,,,,,,,
30,17762,Karakteristik Sengketa Pemilukada di Indonesia Evaluasi 5 Tahun Kewenangan MK Memutus Sengketa Pemilukada,6,show,2020-02-06 05:24:47,archive,['K1'],"[{'name': {'given': 'Rudy', 'lineage': None, 'family': 'Rudy', 'honourific': None}, 'id': 'rudy.1981@fh.unila.ac.id'}]",disk0/00/01/77/62,article,['FH1'],,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 17762, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30879', 'main': 'peer review rudy karakteristik sengketa.pdf', 'docid': 30879, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/149746', 'objectid': 30879, 'filename': 'peer review rudy karakteristik sengketa.pdf', 'hash': '5fff84752623ba9c3eeb7d976936061c', 'mtime': '2020-01-29 09:15:42', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 149746, 'filesize': 145638, 'datasetid': 'document'}]}]",,public,http://repository.lppm.unila.ac.id/id/eprint/17762,FALSE,347,2020-02-06 05:24:47,2020-02-06 05:24:47,konstitusi,Hasil Penilaian sejawat sebidang atau peer review,1829-7706,,,,,,,,,,,,,,
31,17761,Kedudukan dan Arti Penting Pembukuan UUD 1945,6,show,2020-02-06 05:24:44,archive,['K1'],"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'given': 'Rudy', 'lineage': None, 'family': 'Rudy', 'honourific': None}}]",disk0/00/01/77/61,article,['FH1'],,pub,"[{'eprintid': 17761, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'peer review rudy kedudukan dan arti penting pembukuan UUD 1945.pdf', 'docid': 30878, 'files': [{'datasetid': 'document', 'filesize': 138306, 'mime_type': 'application/pdf', 'fileid': 149740, 'filename': 'peer review rudy kedudukan dan arti penting pembukuan UUD 1945.pdf', 'hash': '13913d294674e1f454ac1ab5cb4e90f9', 'hash_type': 'MD5', 'mtime': '2020-01-29 09:11:06', 'objectid': 30878, 'uri': 'http://repository.lppm.unila.ac.id/id/file/149740'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30878', 'rev_number': 1}]",Fakultas Hukum,public,http://repository.lppm.unila.ac.id/id/eprint/17761,FALSE,347,2020-02-06 05:24:44,2020-02-06 05:24:44,Fiat Justisia,Hasil penilaian sejawat sebidang atau peer review,1978-5186,,,,,,,,,,,,,,
32,17759,Kewenangan Mahkamah Konstitusi dalam Melakukan Pengujian terhadap Undang-Undang Hasil Ratifikasi Perjanjian Internasional,7,show,2020-02-06 05:18:57,archive,['K1'],"[{'name': {'given': 'Rudy', 'lineage': None, 'family': 'Rudy', 'honourific': None}, 'id': 'rudy.1981@fh.unila.ac.id'}]",disk0/00/01/77/59,monograph,['FH1'],,pub,"[{'files': [{'mtime': '2020-01-29 09:05:25', 'hash_type': 'MD5', 'filename': 'peer review rudy kewenangan MK.pdf', 'hash': '308e370e2a7fd7fc764f1f4106d53253', 'fileid': 149733, 'mime_type': 'application/pdf', 'filesize': 133388, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/149733', 'objectid': 30877}], 'docid': 30877, 'main': 'peer review rudy kewenangan MK.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30877', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 17759, 'mime_type': 'application/pdf', 'language': 'en'}]",PKKPUU dan bagian Hukum Internasional Fakultas Hukum Unila,public,http://repository.lppm.unila.ac.id/id/eprint/17759,,347,2020-02-06 05:18:57,2020-02-06 05:18:57,,Hasil penilaian sejawat sebidang atau peer review,,,,,,,,,,,,,,,discussion_paper
33,17758,Konstitusionalisme Indoenesia,7,show,2020-02-06 05:21:21,archive,['K1'],"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'lineage': None, 'family': 'Rudy', 'honourific': None, 'given': 'Rudy'}}]",disk0/00/01/77/58,book,['FH1'],,pub,"[{'main': 'peer review rudy konstitusionalisme indonesia.pdf', 'docid': 30876, 'files': [{'mime_type': 'application/pdf', 'fileid': 149723, 'filename': 'peer review rudy konstitusionalisme indonesia.pdf', 'hash': '799134c9f83b559429b628c6ece626ea', 'mtime': '2020-01-29 08:59:09', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 131172, 'objectid': 30876, 'uri': 'http://repository.lppm.unila.ac.id/id/file/149723'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30876', 'eprintid': 17758, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",Penerbit Pusat Kajian Konstitusional dan Peraturan Perundang-Undangan (PKKPUU),public,http://repository.lppm.unila.ac.id/id/eprint/17758,FALSE,347,2020-02-06 05:21:21,2020-02-06 05:21:21,,Hasil penilaian sejawat sebidang atau peer review,,,,,,,,,,,,,,,
34,17757,Legality Versus Morality : Moral Reading and The Case of Pemilukada in Tulang Bawang Regency of Lampung Province,7,show,2020-02-06 05:21:45,archive,['K1'],"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'family': 'Rudy', 'honourific': None, 'lineage': None, 'given': 'Rudy'}}]",disk0/00/01/77/57,conference_item,['FH1'],,pub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30875', 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 127829, 'fileid': 149716, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-01-29 08:55:54', 'filename': 'peer review rudy legality versus morality.pdf', 'hash': '8a7a2487c3101840dca774285b42356b', 'objectid': 30875, 'uri': 'http://repository.lppm.unila.ac.id/id/file/149716'}], 'docid': 30875, 'main': 'peer review rudy legality versus morality.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 17757}]",,public,http://repository.lppm.unila.ac.id/id/eprint/17757,FALSE,347,2020-02-06 05:21:45,2020-02-06 05:21:45,,Hasil Penilaian sejawat sebidang atau peer review,,conference,Januari 2013,A Reflexive Sociology of Law and Society,Semarang,paper,,,,,,,,,
35,17756,Mempertimbangkan Amandemen Konstitusi (Kajian Calon Presiden Perseorangan dari Aspek Kedaulatan Rakyat dan Konstitusionalisme),6,show,2020-02-06 05:24:41,archive,['K1'],"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'family': 'Rudy', 'honourific': None, 'lineage': None, 'given': 'Rudy'}}]",disk0/00/01/77/56,article,['FH1'],,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 17756, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30874', 'main': 'peer review rudy mempertimbangkan amandemen konstitusi.pdf', 'docid': 30874, 'files': [{'datasetid': 'document', 'filesize': 149169, 'mime_type': 'application/pdf', 'fileid': 149709, 'filename': 'peer review rudy mempertimbangkan amandemen konstitusi.pdf', 'hash': '78eef65952a209bae7ee25c499ce04c3', 'mtime': '2020-01-29 08:52:06', 'hash_type': 'MD5', 'objectid': 30874, 'uri': 'http://repository.lppm.unila.ac.id/id/file/149709'}]}]",Fakultas Hukum,public,http://repository.lppm.unila.ac.id/id/eprint/17756,FALSE,347,2020-02-06 05:24:41,2020-02-06 05:24:41,Fiat Justisia,Hasil penilaian sejawat sebidang atau peer review,1978-5186,,,,,,,,,,,,,,
36,17755,Mencari Bentuk Kedaulatan Dalam UUD Tahun 1945,6,show,2020-02-06 05:24:39,archive,['K1'],"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'given': 'Rudy', 'family': 'Rudy', 'honourific': None, 'lineage': None}}]",disk0/00/01/77/55,article,['FH1'],,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 17755, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'mime_type': 'application/pdf', 'fileid': 149703, 'hash': 'b3df5c6ed4a01d71b5a2666276934727', 'filename': 'peer review rudy mencari bentuk kedaulatan.pdf', 'hash_type': 'MD5', 'mtime': '2020-01-29 08:48:33', 'datasetid': 'document', 'filesize': 145443, 'objectid': 30873, 'uri': 'http://repository.lppm.unila.ac.id/id/file/149703'}], 'main': 'peer review rudy mencari bentuk kedaulatan.pdf', 'docid': 30873, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30873', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",Fakultas Hukum,public,http://repository.lppm.unila.ac.id/id/eprint/17755,FALSE,347,2020-02-06 05:24:39,2020-02-06 05:24:39,Fiat Justisia,Hasil penilaian sejawat sebidang atau peer review,1978-5186,,,,,,,,,,,,,,
37,17727,The Models of Constitutional Interpretation Between The Constitutional Court of Indonesia and Japan: The Case of The Verdict Regarding Illegitimate Child,6,show,2020-02-06 05:27:26,archive,['K1'],"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'given': 'Rudy', 'lineage': None, 'honourific': None, 'family': 'Rudy'}}]",disk0/00/01/77/27,article,['FH1'],,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/30845', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/149527', 'objectid': 30845, 'filesize': 146361, 'datasetid': 'document', 'mtime': '2020-01-29 03:34:56', 'hash_type': 'MD5', 'hash': 'bec1e9a5fa69dd3467208e969f4a51b0', 'filename': 'peer review rudy the models of constituonal.pdf', 'fileid': 149527, 'mime_type': 'application/pdf'}], 'main': 'peer review rudy the models of constituonal.pdf', 'docid': 30845, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 17727}]",,public,http://repository.lppm.unila.ac.id/id/eprint/17727,FALSE,347,2020-02-06 05:27:26,2020-02-06 05:27:26,Jurnal Padjadjaran,Hasil penilaian sejawat sebidang atau peer review,0216-5186,,,,,,,,,,,,,,
38,17740,Normativisme Versus Kenyataan Hukum dalam Buku Gotong Royong Melawan Politik Uang,7,show,2020-02-06 05:18:53,archive,['K1'],"[{'name': {'honourific': None, 'family': 'Rudy', 'lineage': None, 'given': 'Rudy'}, 'id': 'rudy.1981@fh.unila.ac.id'}]",disk0/00/01/77/40,monograph,['FH1'],,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 17740, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30858', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 30858, 'uri': 'http://repository.lppm.unila.ac.id/id/file/149612', 'datasetid': 'document', 'filesize': 126980, 'mime_type': 'application/pdf', 'fileid': 149612, 'hash': 'cc96580aea6930320d0d6fa7695b051a', 'filename': 'peer review rudy normativisme versus kenyataan hukum.pdf', 'hash_type': 'MD5', 'mtime': '2020-01-29 04:44:36'}], 'main': 'peer review rudy normativisme versus kenyataan hukum.pdf', 'docid': 30858}]",Sai Wawai Publishing,public,http://repository.lppm.unila.ac.id/id/eprint/17740,,347,2020-02-06 05:18:53,2020-02-06 05:18:53,,Hasil penilaian sejawat sebidang atau peer review,,,,,,,,,,,,,,,discussion_paper
39,17726,The Pathway of Civil Law Development in Indonesia : Law and Land,7,show,2020-02-06 05:18:43,archive,['K1'],"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'given': 'Rudy', 'honourific': None, 'family': 'Rudy', 'lineage': None}}]",disk0/00/01/77/26,monograph,['FH1'],,pub,"[{'main': 'peer review rudy the pathway.pdf', 'docid': 30844, 'files': [{'hash': '244aa0fa6749e60a3dbdfa0074651a21', 'filename': 'peer review rudy the pathway.pdf', 'hash_type': 'MD5', 'mtime': '2020-01-29 03:30:48', 'mime_type': 'application/pdf', 'fileid': 149521, 'filesize': 127395, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/149521', 'objectid': 30844}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30844', 'eprintid': 17726, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",Kobe University,public,http://repository.lppm.unila.ac.id/id/eprint/17726,,347,2020-02-06 05:18:43,2020-02-06 05:18:43,,Hasil penilaian sejawat sebidang atau peer review,,,,,,,,,,,,,,,discussion_paper
40,17738,"Patways to Customary Rights Recognition in Indonesia: Past, Present and Future Challenges",8,show,2020-02-06 05:21:48,archive,['K1'],"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'given': 'Rudy', 'family': 'Rudy', 'honourific': None, 'lineage': None}}]",disk0/00/01/77/38,conference_item,['FH1'],,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 17738, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/149600', 'objectid': 30856, 'filesize': 129939, 'datasetid': 'document', 'mtime': '2020-01-29 04:38:11', 'hash_type': 'MD5', 'filename': 'peer review rudy patsway to customary rights.pdf', 'hash': '583680c02fea322e91055c3a89a6ec0b', 'fileid': 149600, 'mime_type': 'application/pdf'}], 'main': 'peer review rudy patsway to customary rights.pdf', 'docid': 30856, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30856', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/17738,FALSE,347,2020-02-06 05:21:48,2020-02-06 05:21:48,,Hasil penilaian sejawat sebidang atau peer review,,conference,21-22 Mei 2015,Proceeding 12th ASLI Conference 2015 Law 2.0 New Challenges in Asia,Collage of Law National Taiwan University,paper,,,,,,,,,
41,17420,Pembangunan Hukum di Daerah Membangun Legislasi yang Mengayomi,7,show,2020-01-14 01:24:23,archive,['K1'],"[{'name': {'given': 'Rudy', 'family': 'Rudy', 'honourific': None, 'lineage': None}, 'id': 'rudy.1981@fh.unila.ac.id'}]",disk0/00/01/74/20,book_section,['FH1'],Buku Referensi,pub,"[{'main': 'Pembangunan Hukum di Daerah - Rudy.pdf', 'docid': 30546, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/147393', 'objectid': 30546, 'filesize': 1997764, 'datasetid': 'document', 'mtime': '2019-12-27 02:16:24', 'hash_type': 'MD5', 'filename': 'Pembangunan Hukum di Daerah - Rudy.pdf', 'hash': '7ee5c5b489e279ae6524762ba23f70ef', 'fileid': 147393, 'mime_type': 'application/pdf'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30546', 'rev_number': 1, 'eprintid': 17420, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",Anugrah Utama Raharja (AURA),public,http://repository.lppm.unila.ac.id/id/eprint/17420,FALSE,347,2020-01-14 01:24:23,2020-01-14 01:24:23,,,,,,,,,,1-126,,,,,,,
42,17737,Pembangunan Hukum di Daerah Membangun Legislasi yang Mengayomi,7,show,2020-02-06 05:21:23,archive,['K1'],"[{'name': {'honourific': None, 'family': 'Rudy', 'lineage': None, 'given': 'Rudy'}, 'id': 'rudy.1981@fh.unila.ac.id'}]",disk0/00/01/77/37,book,['FH1'],,pub,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30855', 'rev_number': 1, 'main': 'peer review rudy pembangunan hukum didaerah.pdf', 'docid': 30855, 'files': [{'filename': 'peer review rudy pembangunan hukum didaerah.pdf', 'hash': 'f82aa3b35ab781ddfe18c4e85ba27ca6', 'mtime': '2020-01-29 04:35:01', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 149593, 'filesize': 132160, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/149593', 'objectid': 30855}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 17737, 'placement': 1, 'security': 'public'}]",CV. Anugrah Utama Raharja (AURA),public,http://repository.lppm.unila.ac.id/id/eprint/17737,FALSE,347,2020-02-06 05:21:23,2020-02-06 05:21:23,,Hasil penilaian sejawat sebidang atau peer review,,,,,,,,,,,,,,,
43,17736,Pemetaan Kedudukan dan Materi Muatan Peraturan Mahkamah Konstitusi,6,show,2020-02-06 05:27:29,archive,['K1'],"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'given': 'Rudy', 'lineage': None, 'honourific': None, 'family': 'Rudy'}}]",disk0/00/01/77/36,article,['FH1'],,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 17736, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30854', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/149586', 'objectid': 30854, 'hash': 'bb51fff0f47e1a6ecdb105bd91d7f996', 'filename': 'peer review rudy pemetaan kedudukan.pdf', 'hash_type': 'MD5', 'mtime': '2020-01-29 04:24:21', 'mime_type': 'application/pdf', 'fileid': 149586, 'filesize': 137476, 'datasetid': 'document'}], 'docid': 30854, 'main': 'peer review rudy pemetaan kedudukan.pdf'}]",Fakultas Hukum,public,http://repository.lppm.unila.ac.id/id/eprint/17736,FALSE,347,2020-02-06 05:27:29,2020-02-06 05:27:29,Fiat Justisia,Hasil penilaian sejawat sebidang atau peer review,1978-5186,,,,,,,,,,,,,,
44,17735,Pemetaan Sengketa Kewenangan Lembaga Negara Evaluasi Satu Dasawarsa Putusan Mahkamah Konstitusi,7,show,2020-02-06 05:21:26,archive,['K1'],"[{'name': {'given': 'Rudy', 'lineage': None, 'family': 'Rudy', 'honourific': None}, 'id': 'rudy.1981@fh.unila.ac.id'}]",disk0/00/01/77/35,book,['FH1'],,pub,"[{'main': 'peer review rudy pemetaan sengketa kewenangan.pdf', 'docid': 30853, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/149580', 'objectid': 30853, 'filesize': 131345, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-01-29 04:17:45', 'hash': 'a22ab2caf88b0d4e982c8b39ec771166', 'filename': 'peer review rudy pemetaan sengketa kewenangan.pdf', 'fileid': 149580, 'mime_type': 'application/pdf'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30853', 'rev_number': 1, 'eprintid': 17735, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",Justice Publisher,public,http://repository.lppm.unila.ac.id/id/eprint/17735,FALSE,347,2020-02-06 05:21:26,2020-02-06 05:21:26,,Hasil penilaian sejawat sebidang atau peer review,,,,,,,,,,,,,,,
45,17734,Pengelolaan Kawasan Strategis Nasional Selat Sunda Evaluasi dan Konsep Penguatan Produk Hukum Daerah,7,show,2020-02-06 05:21:28,archive,['K1'],"[{'name': {'given': 'Rudy', 'lineage': None, 'family': 'Rudy', 'honourific': None}, 'id': 'rudy.1981@fh.unila.ac.id'}]",disk0/00/01/77/34,book,['FH1'],,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 17734, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30852', 'rev_number': 1, 'docid': 30852, 'main': 'peer review rudy pengelolaan kawasan strategis.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 149573, 'hash': '9069819396f16d6576db0c8ebb1a10bd', 'filename': 'peer review rudy pengelolaan kawasan strategis.pdf', 'mtime': '2020-01-29 04:11:57', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 133593, 'objectid': 30852, 'uri': 'http://repository.lppm.unila.ac.id/id/file/149573'}]}]",Indepth Publishing PPKPHAM Bandar Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/17734,FALSE,347,2020-02-06 05:21:28,2020-02-06 05:21:28,,Hasil penilaian sejawat sebidang atau peer review,,,,,,,,,,,,,,,
46,17733,Penguatan Pemerintah Daerah dalam Pembentukan Peraturan Daerah,7,show,2020-02-06 05:18:50,archive,['K1'],"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'lineage': None, 'family': 'Rudy', 'honourific': None, 'given': 'Rudy'}}]",disk0/00/01/77/33,monograph,['FH1'],,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 17733, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30851', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'fileid': 149566, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-01-29 04:04:15', 'hash': '4884dfa038c667e8ca01df9229bfd390', 'filename': 'peer review rudy penguatan pemerintah daerah.pdf', 'datasetid': 'document', 'filesize': 128240, 'objectid': 30851, 'uri': 'http://repository.lppm.unila.ac.id/id/file/149566'}], 'main': 'peer review rudy penguatan pemerintah daerah.pdf', 'docid': 30851}]",Panitia Perancangan Undang-Undang DPD RI,public,http://repository.lppm.unila.ac.id/id/eprint/17733,,347,2020-02-06 05:18:50,2020-02-06 05:18:50,,Hasil penilaian sejawat sebidang atau peer review,,,,,,,,,,,,,,,discussion_paper
47,17732,"Prolog : Rekonstruksi Negara Hukum Indonesia, Beranjak dari Teori Rechtaat Menuju Welfare State Pancasila dalam Buku Negara Hukum Kesejahteraan",7,show,2020-02-06 05:18:48,archive,['K1'],"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Rudy', 'given': 'Rudy'}}]",disk0/00/01/77/32,monograph,['FH1'],,pub,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30850', 'main': 'peer review rudy prolog rekonstruksi negara hukum.pdf', 'docid': 30850, 'files': [{'datasetid': 'document', 'filesize': 134197, 'mime_type': 'application/pdf', 'fileid': 149559, 'hash': '2186d4036b3dad639a7f6cdcc891c77d', 'filename': 'peer review rudy prolog rekonstruksi negara hukum.pdf', 'mtime': '2020-01-29 04:00:31', 'hash_type': 'MD5', 'objectid': 30850, 'uri': 'http://repository.lppm.unila.ac.id/id/file/149559'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 17732, 'security': 'public', 'placement': 1}]",Fakultas Hukum Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/17732,,347,2020-02-06 05:18:48,2020-02-06 05:18:48,,Hasil Penilaian sejawat sebidang atau peer review,,,,,,,,,,,,,,,discussion_paper
48,17730,Strategi Pembangunan Hukum di Kabupaten Lampung Timur,7,show,2020-02-06 05:25:36,archive,['K1'],"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'given': 'Rudy', 'lineage': None, 'honourific': None, 'family': 'Rudy'}}]",disk0/00/01/77/30,book_section,['FH1'],Strategi Pembangunan Hukum di Kabupaten Lampung Timur,pub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30848', 'pos': 1, 'format': 'text', 'files': [{'fileid': 149545, 'mime_type': 'application/pdf', 'mtime': '2020-01-29 03:43:07', 'hash_type': 'MD5', 'hash': '77a7380499232dd7da1e51c500a50c2f', 'filename': 'peer review rudy strategi pembangunan.pdf', 'datasetid': 'document', 'filesize': 128594, 'objectid': 30848, 'uri': 'http://repository.lppm.unila.ac.id/id/file/149545'}], 'docid': 30848, 'main': 'peer review rudy strategi pembangunan.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 17730}]",CV. Anugrah Utama Raharja (AURA),public,http://repository.lppm.unila.ac.id/id/eprint/17730,FALSE,347,2020-02-06 05:25:36,2020-02-06 05:25:36,,Hasil penilaian sejawat sebidang atau peer review,,,,,,,,,,,,,,,
49,17728,Tekab 308 dan Piil Penegakan Hukum dalam Buku Bahyangkara Lampung Melintas Badai,7,show,2020-02-06 05:18:45,archive,['K1'],"[{'name': {'given': 'Rudy', 'lineage': None, 'family': 'Rudy', 'honourific': None}, 'id': 'rudy.1981@fh.unila.ac.id'}]",disk0/00/01/77/28,monograph,['FH1'],,pub,"[{'main': 'peer review rudy tekab 308.pdf', 'docid': 30846, 'files': [{'objectid': 30846, 'uri': 'http://repository.lppm.unila.ac.id/id/file/149534', 'datasetid': 'document', 'filesize': 132727, 'mime_type': 'application/pdf', 'fileid': 149534, 'filename': 'peer review rudy tekab 308.pdf', 'hash': '5a4c4542471c2b96c7b2b0815d7d38c1', 'hash_type': 'MD5', 'mtime': '2020-01-29 03:38:37'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30846', 'rev_number': 1, 'eprintid': 17728, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",Lampung Post Polda Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/17728,,347,2020-02-06 05:18:45,2020-02-06 05:18:45,,Hasil penilaian sejawat sebidang atau peer review,,,,,,,,,,,,,,,discussion_paper
