,refereed,uri,full_text_status,documents,publisher,ispublished,number,pagerange,datestamp,corp_creators,userid,lastmod,dir,date,issn,creators,publication,divisions,type,metadata_visibility,rev_number,volume,title,abstract,subjects,eprint_status,status_changed,date_type,eprintid,event_title,event_location,event_type,event_dates,official_url,funders,pres_type,referencetext,related_url,id_number,place_of_pub
21,TRUE,http://repository.lppm.unila.ac.id/id/eprint/9776,public,"[{'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'placement': 1, 'security': 'public', 'eprintid': 9776, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22794', 'pos': 1, 'format': 'text', 'files': [{'mtime': '2018-11-12 05:42:42', 'hash_type': 'MD5', 'hash': 'b44feaa75c32f02820431e457bd18e91', 'filename': '9376-30117-1-SP-1.docx', 'fileid': 92416, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'filesize': 56865, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/92416', 'objectid': 22794}], 'main': '9376-30117-1-SP-1.docx', 'docid': 22794}]",Badan Litbang Pertanian Press,submitted,,,2018-11-12 06:44:23,,609,2019-10-08 02:27:07,disk0/00/00/97/76,2018-07-01 00:00:00.000000000,,"[{'id': 'korrangga@yahoo.com', 'name': {'lineage': None, 'family': 'Rangga', 'honourific': None, 'given': 'Kordiyana'}}, {'id': None, 'name': {'given': 'Effendi', 'lineage': None, 'family': 'Irwan', 'honourific': None}}, {'id': 'indahlistiana@yahoo.com', 'name': {'given': 'Indah', 'family': 'Listiana', 'honourific': None, 'lineage': None}}]",Jurnal Pengkajian dan Pengembangan Teknologi,['FP26'],article,show,8,,"HUBUNGAN KEPEMIMPINAN KETUA KELOMPOK
DENGAN KEEFEKTIFAN KELOMPOK TANI PADI SAWAH
DI KECAMATAN SUKOHARJO KABUPATEN PRINGSEWU
(Relationship between Leadership of Farmer Group leader with Effectiveness of Paddy Farmer Group at Sukoharjo Sub District Pringsewu Regency)","Farmer groups are a forum for farmers to make it easier for farmers to carry out their farming, if the farmer group runs effectively in accordance with the goals of the group. Effective farmer groups cannot be separated from the role of group leaders. The head of the farmer group has an important role in supporting the group to achieve its group goals. Based on the background described, then the purpose of this research are to know: the effectiveness of paddy farmer group; the leadership level of farmer group; and the relationship between leadership of farmer group leader with the effectiveness of farmer group in Sukoharjo Sub District of Pringsewu Regency. This research was conducted in Sukoharjo Sub District Pringsewu Regency, with 73 respondents of paddy farmer.  Data was collected by using survey method with descriptive analysis and using statistical non parametric test rank spearman correlation to test hypothesis.  The results showed that paddy farmer group in Sukoharjo Sub District had a high level of effectiveness, had a medium level of leadership of farmer group leader; and leadership of farmer group had significant relationship with farmer group effectiveness.  

Keyword:  effectiveness, farmer group, leadership.",['H1'],archive,2018-11-12 06:44:23,submitted,9776,,,,,http://ejurnal.litbang.pertanian.go.id/index.php/jpengkajian/author/submissionEditing/9376,,,,"[{'url': 'http://ejurnal.litbang.pertanian.go.id/index.php/jpengkajian/author/submissionEditing/9376', 'type': 'pub'}]",2528-0791,
22,,http://repository.lppm.unila.ac.id/id/eprint/24428,public,"[{'files': [{'objectid': 38154, 'uri': 'http://repository.lppm.unila.ac.id/id/file/222087', 'fileid': 222087, 'mime_type': 'application/pdf', 'mtime': '2020-10-30 09:24:34', 'hash_type': 'MD5', 'hash': 'a9b23316db0c09093a594137d210be00', 'filename': 'Paddy_farmer_households__participation_and_food_se.pdf', 'datasetid': 'document', 'filesize': 1341530}], 'docid': 38154, 'main': 'Paddy_farmer_households__participation_and_food_se.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38154', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 24428, 'language': 'en', 'mime_type': 'application/pdf'}]",IOP Confr Series : Earth and Environmental Science 142,pub,,,2020-11-01 00:30:00,,966,2020-11-01 00:30:00,disk0/00/02/44/28,1970-01-01 00:00:00.000002018,,"[{'name': {'lineage': None, 'family': 'Rangga', 'honourific': None, 'given': 'Kordiyana'}, 'id': 'korrangga@yahoo.com'}, {'id': 'yuniarafiati@yahoo.com', 'name': {'given': 'YA', 'family': 'Yuniar Avianti', 'honourific': None, 'lineage': None}}]",,['FP26'],other,show,7,,Hasil Similirity : Paddy farmer households' participation and food security level in special effort program in Seputih Raman sub-district of Central Lampung Regency,"The objectives of this study are to study the participation of paddy farmers in the Special Effort program to increase paddy production, to study the level of household food security of paddy farmers, and to analyze the correlation between farmer participation and food security level of paddy farmers. The location was chosen purposively in Seputih Raman subdistrict. The data were collected from December 2016 to February 2017. The population of this study was paddy farmers who participating in Special Effort program. The hypothesis was tested by using Spearman’s Rank correlation test. Farmer household’s food security was measured objectively based on the share of household’s food expenditure and subjectively based on the opinion, views, and attitudes or farmers’ opinions on food availability, food distribution, and household food consumption. This research showed that farmers’ participation in Special Effort program in Seputih Raman Sub Ditrict, Central Lampung Regency belonged to medium classification, household food security either objectively or subjectively was in food resistant condition of medium classification, and there was significant correlation between farmers’ participation and food security level of paddy farmer household.",['S1'],archive,2020-11-01 00:30:00,published,24428,,,,,,,,,[{'url': 'file:///C:/Users/user/Documents/JURNAL%20YANG%20SUDAH%20CEK%20URL/8.%20Paddy%20farmer%20households’%20participation%20and%20food%20security/Paddy%20farmer%20households’%20participation%20and%20food%20security.pdf'}],,Hasil Similirity : Paddy farmer households' participation and food security level in special effort program in Seputih Raman sub-district of Central Lampung Regency
23,TRUE,http://repository.lppm.unila.ac.id/id/eprint/8392,public,"[{'placement': 1, 'security': 'public', 'eprintid': 8392, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/82848', 'objectid': 21433, 'hash_type': 'MD5', 'mtime': '2018-07-03 06:04:28', 'hash': 'ca96d3c387b98fc42a476a9eb456723e', 'filename': 'Artikel Rio Tedi P.pdf', 'fileid': 82848, 'mime_type': 'application/pdf', 'filesize': 345586, 'datasetid': 'document'}], 'docid': 21433, 'main': 'Artikel Rio Tedi P.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21433', 'pos': 1, 'format': 'text'}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,pub,1.0,65-71,2018-07-03 09:51:36,['Universitas Lampung'],1194,2018-07-03 09:51:36,disk0/00/00/83/92,2018-02-01 00:00:00.000000000,2337 7070,"[{'id': 'rio_tprayitno@yahoo.co.id', 'name': {'honourific': None, 'family': 'Rio Tedi Prayitno', 'lineage': None, 'given': 'RTP'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Dewangga Nikmatullah', 'given': 'DN'}, 'id': 'dewangganikmatullah@yahoo.com'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Destika Maulidiawati', 'given': 'DM'}, 'id': 'destikamaulidia@gmail.com'}]",Jurnal Ilmu-Ilmu Agribisnis,['FP26'],article,show,6,6.0,"PARTISIPASI PETANI DALAM PROGRAM UPSUS PAJALE DI KECAMATAN
RAWA JITU SELATAN KABUPATEN TULANG BAWANG","This study aims to examine the implementation, the level of farmers’ participation, and factors related to the level of participation in the Upsus Pajale program in South Rawa Jitu Sub-District of Tulang Bawang Regency.  This study data was collected in January-February 2017 by envolving 54 farmers’ respondents.  This study was conducted by survey method and its data was analyzed descriptively and statistically by Rank Spearman Correlation.  The results showed that factors related to farmers’ participation in Upsus Pajale Program were production, group communication behavior and intensity of program socialization.  Farmers' participation in planning activity was mostly (59,26%) in moderate category, participation in implementation activity was mostly (83,3%) in high category, participation in monitoring and evaluation activities was low (46,3%) and participation in the utilization of development outcomes was high (100%). In overall, most of farmers' participation in Upsus Pajale program in Rawa Jitu Selatan sub District wass moderate (48,15%) .

Key words: farmer, participation, Upsus Pajale",['AC'],archive,2018-07-03 09:51:36,published,8392,,,,,http://jurnal.fp.unila.ac.id/index.php/JIA,,,,,,
24,TRUE,http://repository.lppm.unila.ac.id/id/eprint/22276,public,"[{'files': [{'objectid': 35692, 'uri': 'http://repository.lppm.unila.ac.id/id/file/204864', 'datasetid': 'document', 'filesize': 109302, 'mime_type': 'application/pdf', 'fileid': 204864, 'filename': '3027-7370-1-SM.pdf', 'hash': '79636ccc1988fced12a3c0d5d4768acf', 'mtime': '2020-06-11 07:32:50', 'hash_type': 'MD5'}], 'main': '3027-7370-1-SM.pdf', 'docid': 35692, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35692', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 22276, 'language': 'en', 'mime_type': 'application/pdf'}]",JIIA,pub,3.0,297-304,2020-06-11 08:37:01,,966,2020-06-11 08:37:01,disk0/00/02/22/76,2018-08-01 00:00:00.000000000,2337 - 7070,"[{'name': {'honourific': None, 'family': 'Sitompul', 'lineage': None, 'given': 'Rika ES'}, 'id': None}, {'name': {'honourific': None, 'family': 'Rangga', 'lineage': None, 'given': 'Kordiyana'}, 'id': 'korrangga@yahoo.com'}, {'name': {'family': 'Viantimala', 'honourific': None, 'lineage': None, 'given': 'Begem'}, 'id': None}]","The objectives of this research are to know the participation of farmers in PUAP program, factors related to farmers’ participation in PUAP program, and farmers’ income. This research was conducted in Bandung Baru Village of Adiluwih District, Pringsewu",['FP26'],article,show,6,6.0,"PARTISIPASI PETANI DALAM PROGRAM PENGEMBANGAN USAHA AGRIBISNIS
PEDESAAN (PUAP) DI KECAMATAN ADILUWIH KABUPATEN PRINGSEWU","The objectives of this research are to know the participation of farmers in PUAP program, factors related to
farmers’ participation in PUAP program, and farmers’ income. This research was conducted in Bandung
Baru Village of Adiluwih District, Pringsewu Regency. The sampling used was proportional random
sampling with total of 81 farmers. The research was conducted in October - December 2016. The research
method is a survey. The relationship between the variables was tested using Rank Spearman correlation test.
The results showed that farmers' participation in the PUAP program was quite active, factors related to
farmers’ participation were age, education level, length of farming experience, and cultivated land area.
Average household income of farmers in Bandung Baru Village Adiluwih District Pringsewu Regency each
year is Rp67.633.851",['S1'],archive,2020-06-11 08:37:01,,22276,,,,,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/3027,,,,[{'url': 'http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/3027'}],,
25,TRUE,http://repository.lppm.unila.ac.id/id/eprint/22282,public,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/35698', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/204907', 'objectid': 35698, 'filesize': 281078, 'datasetid': 'document', 'mtime': '2020-06-11 08:07:22', 'hash_type': 'MD5', 'filename': '21335.pdf', 'hash': '3114a8da3b7d48bb628bb36b25e31440', 'fileid': 204907, 'mime_type': 'application/pdf'}], 'docid': 35698, 'main': '21335.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 22282}]",UGM Digital Press,pub,,45-54,2020-06-11 08:37:21,,966,2020-06-11 08:37:21,disk0/00/02/22/82,2018-10-01 00:00:00.000000000,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Solichah', 'given': 'Tri Utami'}, 'id': None}, {'name': {'given': 'Kordiyana', 'family': 'Rangga', 'honourific': None, 'lineage': None}, 'id': 'korrangga@yahoo.com'}]","Shallot Farmers’ Adaptation Towards Climate Change in Larangan Village, Brebes",['FP26'],article,show,7,1.0,"Shallot Farmers’ Adaptation Towards Climate Change in Larangan Village, Brebes","This research examined the issue related to farmers’ adaptation towards climate change phenomenon, specifically for farmers whose main commodity was shallot, in Larangan, a village in Larangan Sub District, Brebes District. The purpose of this research was to understand the adaptation strategies, which were done by the shallot farmers in their planting field, toward the climate change phenomenon. The study used a combined method (qualitative and quantitative method). The result of this research showed that the adaptation strategies of shallot farmers toward climate change on direct case consisted of several aspects; cultivation aspect (changing the planting pattern, using the pump, changing the land management, and increasing the utilization of pesticide), agricultural financing aspect (storing shallot in para-para), and cultural diversification aspect (horizontal diversification/planting other commodities and seasonal transmigration). While on the indirect case, there were several strategies grouped by aspects of; cultivation aspect (using the superior seed), and agricultural diversification aspect (merantau).",['S1'],archive,2020-06-11 08:37:21,published,22282,,,,,https://digitalpress.ugm.ac.id,,,,[{'url': 'https://digitalpress.ugm.ac.id/article/335'}],,
26,,http://repository.lppm.unila.ac.id/id/eprint/32658,public,"[{'docid': 148373, 'main': 'SUMARYO_UNILA_LA_PDUPT.pdf', 'files': [{'objectid': 148373, 'uri': 'http://repository.lppm.unila.ac.id/id/file/386425', 'mime_type': 'application/pdf', 'fileid': 386425, 'hash': 'a2852b4eb65e2b1158150eed3259979f', 'filename': 'SUMARYO_UNILA_LA_PDUPT.pdf', 'mtime': '2021-06-17 14:50:05', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 500357}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/148373', 'rev_number': 1, 'eprintid': 32658, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",Fakultas Pertanian Universitas Lampung,submitted,,,2021-06-18 01:50:07,,966,2021-06-18 01:50:07,disk0/00/03/26/58,1970-01-01 00:00:00.000002018,,"[{'name': {'family': 'Sumaryo', 'honourific': None, 'lineage': None, 'given': 'Gitosaputro'}}, {'name': {'given': 'K. Rangga', 'honourific': None, 'family': 'Kordiyana', 'lineage': None}}, {'name': {'given': 'Hassanuddin', 'honourific': None, 'family': 'Tubagus', 'lineage': None}}]",,['FP26'],other,show,8,,"MODELPENGEMBANGAN SUMBERDAYA MANUSIA PERTANIAN
MELALUI IMPLEMENTASI CYBER EXTENSION
DI PROVINSI LAMPUNG Tahun ke-2 dari rencana dua tahun","Cyber extension merupakan sarana penyebaran informasi dan penyediaan materi
penyuluhan guna membantu penyuluh, petani, dan pelaku usaha dalam mengatasi
keterbatasan informasi dan inovasi pertanian. Provinsi Lampung sebagai Bumi
Agribisnis memiliki wilayah pertanian yang cukup luas dan jumlah petani yang
cukup besar. Namun demikian, jumlah dan kompetensi penyuluh pertanian yang
ada masih kurang dan kualitas SDM-nya masih rendah. Implementasi cyber
extension merupakan terobosan yang strategis untuk mengatasi berbagai kendala
tersebut. Tujuan jangka panjang penelitian adalah menghasilkan model
pengembangan implementasi cyber extension pada lembaga penyuluhan di
berbagai tingkatan, mulai dari provinsi (UPTD Penyuluh Pertanian), kabupaten
(Bidang/seksi/Kelompok Jabatan Fungsional), kecamatan (BPP), desa
(Gapoktan), dan petani (kelompok tani), sehingga kapasitas SDM para penyuluh
pertanian meningkat serta mampu menyebarluaskan informasi dan inovasi
pertanian yang diperoleh dari berbagai sumber untuk mempercepatproses
pembangunan pertanian di kawasan perdesaan.Untuk mencapai tujuan tersebut,
dalam jangka pendek penelitian ini diharapkan menghasilkan: daftar kebutuhan
penyuluh pertanian dan petani dalam pengembangan cyber extension.Kabupaten
Lampung Selatan terpilih sebagai sampel wilayah, dengan pertimbangan
keterjangkauan sinyal telepon serta tingkat produksi komoditas tanaman semusim
(pangan dan hortikultura). Hasil penelitian menunjukkan adanya berbagai kendala
dalam penerapan cyber extension. Kendala tersebut dirasakan pada lembaga di
semua tingkatan, baik provinsi, kabupaten, kecamatan/BPP, maupun di tingkat
petani (poktan/gapoktan). Kendala tersebut berupa aspek manajamen
lembaga/dinas terkait, keterbatasan sarana prasarana, rendahnya kompetensi
penyuluh mengelola informasi dan teknologi, rendahnya kompetensi petani
memanfaatkan informasi dan teknologi, dan budaya petani dalam pemanfaatan
sarana komunikasi.Hasil penelitian menunjukkan seluruh petani sudah memiliki
telepon genggam generasi kedua atau ketiga (2G atau 3G); persepsi petani
terhadap TIK khususnya telepon genggam masih sebatas untuk komunikasi sosial,
petani belum tahu manfaat telepon genggam untuk mencari informasi atau inovasi
pertanian. Untuk mengimbangi cepatnya perkembangan TIK, pembelajaran
kepada petani dalam pemanfaatan telepon genggam untuk mencari informasi dan
inovasi pertanian perlu dilakukan. Kebutuhan petani akan informasi berbasis
cyber ektension termasuk dalam kategori sangat rendah.Kebutuhan petani akan
informasi berbasis cyber extension dipengaruhi oleh: (a) faktor lingkungan (X3)
yang meliputi: ketersediaan sistem informasi (X31), kepemilikan sistem informasi
cyber (X32), kesesuaian tradisi (X34) dan dukungan keluarga (X35). (b) sistem
informasi konvensional (X5) yang dicerminkan oleh akurasi sistem informasi
konvensional (X51), ketajaman sistem informasi konvensional (X53), dan ketepatan
informasi yang disajikan oleh sistem informasi konvensional (X54). (c) motivasi
petani (X2) yang dicerminkan oleh indikator: motivasi dalam meningkatkan
produksi (X21), motivasi dalam meningkatkan sistem informasi (X22), motivasi
dalam meningkatkan potensi sistem informasi (X23), dan motivasi dalam
meningkatkan kemudahan dalam mengakses sistem informasi (X24).
Key words: cyber extension, TIK, pengembangan SDM, Lampung",['S1'],archive,2021-06-18 01:50:07,,32658,,,,,,,,,,,
27,TRUE,http://repository.lppm.unila.ac.id/id/eprint/31403,public,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/141938', 'rev_number': 1, 'docid': 141938, 'main': 'Paddy farmer households’ participation and food security.pdf', 'files': [{'filesize': 392107, 'datasetid': 'document', 'filename': 'Paddy farmer households’ participation and food security.pdf', 'hash': '98065e38d266d36b7bfb74d2e4836ae3', 'hash_type': 'MD5', 'mtime': '2021-05-30 23:30:42', 'mime_type': 'application/pdf', 'fileid': 372137, 'uri': 'http://repository.lppm.unila.ac.id/id/file/372137', 'objectid': 141938}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 31403, 'placement': 1, 'security': 'public'}]",IOP Publishing Ltd,pub,12060.0,1-5,2021-05-31 01:43:38,,442,2021-05-31 01:43:38,disk0/00/03/14/03,2018-04-09 00:00:00.000000000,17551315 17551307,"[{'name': {'family': 'Syarief', 'honourific': None, 'lineage': None, 'given': 'Yuniar Aviati'}, 'id': 'yuniarafiati@yahoo.com'}, {'name': {'family': 'Rangga', 'honourific': None, 'lineage': None, 'given': 'Kordiyana'}, 'id': 'korrangga@yahoo.com'}]",IOP Conference Series: Earth and Environmental Science,['FP26'],article,show,7,142.0,Paddy farmer households’ participation and food security level in special effort program in Seputih Raman sub-district of Central Lampung Regency,"The objectives of this study are to study the participation of paddy farmers in the Special Effort program to increase paddy production, to study the level of household food security of paddy farmers, and to analyze the correlation between farmer participation and food security level of paddy farmers. The location was chosen purposively in Seputih Raman sub- district. The data were collected from December 2016 to February 2017. The population of this study was paddy farmers who participating in Special Effort program. The hypothesis was tested by using Spearman’s Rank correlation test. Farmer household’s food security was measured objectively based on the share of household’s food expenditure and subjectively based on the opinion, views, and attitudes or farmers’ opinions on food availability, food distribution, and household food consumption. This research showed that farmers’ participation in Special Effort program in Seputih Raman Sub Ditrict, Central Lampung Regency belonged to medium classification, household food security either objectively or subjectively was in food resistant condition of medium classification, and there was significant correlation between farmers’ participation and food security level of paddy farmer household.",['S1'],archive,2021-05-31 01:43:38,published,31403,,,,,https://iopscience.iop.org/article/10.1088/1755-1315/142/1/012060,,,,"[{'type': 'pub', 'url': 'https://iopscience.iop.org/article/10.1088/1755-1315/142/1/012060'}]",12060,
28,TRUE,http://repository.lppm.unila.ac.id/id/eprint/28355,public,"[{'main': '(6)HASIL PENILAIAN KARYA ILMIAH  PARTISIPASI PETANI DALAM PROGRAM P2BN.pdf', 'docid': 42394, 'files': [{'mime_type': 'application/pdf', 'fileid': 252052, 'filename': '(6)HASIL PENILAIAN KARYA ILMIAH  PARTISIPASI PETANI DALAM PROGRAM P2BN.pdf', 'hash': '38ccf1b69060cd7f5c4e2a929fb86dc7', 'mtime': '2021-03-14 07:26:31', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 2604829, 'objectid': 42394, 'uri': 'http://repository.lppm.unila.ac.id/id/file/252052'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42394', 'eprintid': 28355, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,pub,1.0,103-109,2021-03-15 01:42:21,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",930,2021-03-15 01:42:21,disk0/00/02/83/55,2018-02-01 00:00:00.000000000,2337 7070,"[{'name': {'family': 'Yama', 'honourific': None, 'lineage': None, 'given': 'I Made Thresna'}, 'id': None}, {'name': {'given': 'Sumaryo', 'lineage': None, 'family': 'Gitosaputra', 'honourific': None}, 'id': None}, {'id': 'tb_sijati@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Hasanuddin', 'given': 'Tubagus'}}]",Jurnal Ilmu-Ilmu Agribisnis,['FP26'],article,show,6,6.0,"PARTISIPASI PETANI PADI DALAM PELAKSANAAN PROGRAM PENINGKATAN PRODUKSI BERAS NASIONAL (P2BN) DI KECAMATAN SEPUTIH MATARAM LAMPUNG TENGAH
I Made Thresna Yama, Sumaryo Gitosaputra, Tubagus Hasanuddin","Abstract

This study aims to find out the performance of the P2BN Program, to find out the level of rice farmers’ participation in the P2BN Program and to study the factors that influence the rice farmer participation in the P2BN Program. The research method used is a survey. The location is determined intentionally in subdistricts Seputih Mataram Central Lampung regency in November - December 2016.  Sample units are 95 rice farmers. The analyses of data used descriptive method and used Rank-Spearman correlation to test the hypothesis. The results of the research showed that: the performance of P2BN Program in planning, implementation, profit utilization, and evaluation in Seputih Mataram Subdistrict of Central Lampung Regency is in high classification, The level of rice farmer participation in P2BN Program is in middle classification.  Factors significantly related to farmers’ participation in implementation of P2BN Program are knowledge on P2BN Program and social support.  Meanwhile, the large of arable land, income level, and facility received by farmers do not have relationship with their participation in the P2BN Program.
Key words: P2BN Program,  participation, Seputih Mataram",['S1'],archive,2021-03-15 01:42:21,published,28355,,,,,,,,,,,
29,,http://repository.lppm.unila.ac.id/id/eprint/39402,public,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 39402, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160685', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 160685, 'uri': 'http://repository.lppm.unila.ac.id/id/file/442998', 'mime_type': 'application/pdf', 'fileid': 442998, 'filename': 'Fix_Peer Review_Strategy of Develop.pdf', 'hash': '582d1d0f5cbbb67d49b4bc08300e28ff', 'hash_type': 'MD5', 'mtime': '2022-02-16 05:28:10', 'datasetid': 'document', 'filesize': 520946}], 'main': 'Fix_Peer Review_Strategy of Develop.pdf', 'docid': 160685}]",Jurnal Penyuluhan,pub,,,2022-02-17 01:16:55,,301,2022-02-17 01:16:55,disk0/00/03/94/02,2018-09-01 00:00:00.000000000,,"[{'id': 'helviyanfika@yahoo.co.id', 'name': {'given': 'Helvi', 'family': 'Yanfika', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'given': 'Siti', 'lineage': None, 'family': 'Amanah', 'honourific': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Fatchiya', 'given': 'Anna'}, 'id': None}, {'id': None, 'name': {'given': 'Pang', 'lineage': None, 'honourific': None, 'family': 'Asngari'}}]",,['FP26'],other,show,7,,Hasil Review_Strategy to Develop Traditional Fishery Business in Implementing the Principle of Sustainable Business,Hasil Review Jurnal Penyuluhan,['S1'],archive,2022-02-17 01:16:55,,39402,,,,,http://journal.ipb.ac.id/index.php/jupe/article/view/20162,,,,,,
30,,http://repository.lppm.unila.ac.id/id/eprint/29321,public,"[{'files': [{'objectid': 43441, 'uri': 'http://repository.lppm.unila.ac.id/id/file/259847', 'datasetid': 'document', 'filesize': 2030882, 'fileid': 259847, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-04-13 08:07:23', 'hash': '0ac239120bbc12d2bc9802047bfd687e', 'filename': 'PROSIDING_Lingkages between extension institutions and stakeholders in The Development of sutainable fisheries in Lampung province.pdf'}], 'docid': 43441, 'main': 'PROSIDING_Lingkages between extension institutions and stakeholders in The Development of sutainable fisheries in Lampung province.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43441', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 29321, 'language': 'en', 'mime_type': 'application/pdf'}]",Young Scholar Symposium on Transdisciplinary in Education and Environment,pub,,,2021-04-15 01:03:02,,609,2021-04-15 01:03:02,disk0/00/02/93/21,2018-11-01 00:00:00.000000000,,"[{'name': {'honourific': None, 'family': 'Yanfika', 'lineage': None, 'given': 'Helvi'}, 'id': 'helviyanfika@yahoo.co.id'}, {'name': {'given': 'Indah', 'lineage': None, 'honourific': None, 'family': 'Listiana'}, 'id': 'indahlistiana@yahoo.com'}, {'id': 'amutolib24@yahoo.com', 'name': {'given': 'Abdul', 'lineage': None, 'family': 'Mutolib', 'honourific': None}}, {'id': None, 'name': {'given': 'Ali', 'honourific': None, 'family': 'Rahmat', 'lineage': None}}]",,['FP26'],other,show,7,,hasil review_Lingkages between extension institutions and stakeholders in The Development of sutainable fisheries in Lampung province,hasil review Young Scholar Symposium on Transdisciplinary in Education and Environment,['S1'],archive,2021-04-15 01:03:02,,29321,,,,,https://iopscience.iop.org/article/10.1088/1742-6596/1155/1/012014,,,,[{'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1155/1/012014'}],,
