,title,rev_number,metadata_visibility,eprint_status,status_changed,subjects,abstract,eprintid,ispublished,publisher,documents,uri,full_text_status,refereed,userid,corp_creators,lastmod,datestamp,publication,creators,issn,dir,type,divisions,official_url,related_url,date_type,place_of_pub,event_title,event_type,pres_type,referencetext,volume,number,keywords,id_number,department,institution,monograph_type,event_location,event_dates,pagerange,contributors
20,"Kinerja Penyuluh, Keberdayaan Petani dan Produktivitas
Usahatani di Propinsi Lampung",6,show,archive,2022-12-19 07:19:45,['S1'],"Pembangunan pertanian yang dilakukan adalah untuk meningkatkan kesejahteraan hidup masyarakat
petani. Tujuan penelitian ini untuk mengetahui : 1) kinerja penyuluh pertanian lapangan (PPL), 2)
tingkat keberdayaan petani dalam mengelola usahatani, 3) hubungan kinerja penyuluh dengan tingkat
keberdayaan petani, dan 4) hubungan kinerja penyuluh dan keberdayaan petani dengan tingkat
produktivitas dan pendapatan usahatani petani. Penelitian dilaksanakan di Kabupaten Lampung Selatan
dan Kabupaten Lampung Tengah, Propinsi Lampung dari bulan April – Oktober 2021. Responden
penelitian terdiri dari 15 PPL dengan responden petani sebanyak 80 orang yang dipilih secara acak
sederhana (simplerandom sampling). Analisis data dilakukan dengan menggunakan statistik parametrik
Uji t test dan Pearson Correlation dengan terlebih dahulu mengubah data ordinal ke interval melalui
method succecive interval. Hasil penelitian menunjukkan : 1) tingkat kinerja PPL di BPP Trimurjo
(80,09%) lebih tinggi dari tingkat kinerja PPL di BPP Natar (76,56 %), 2) tingkat keberdayaan petani di
wilayah BPP Trimurjo (skor 40) lebih tinggi dari petani di wilayah BPP Natar (skor 39), 3) tingkat
kinerja penyuluh berhubungan dengan tingkat keberdayaan petani, 4) tingkat kinerja PPL dan tingkat
keberdayaan petani tidak memiliki hubungan dengan tingkat produktivitas usahatani padi dan tingkat
pendapatan usahatani padi petani.
Kata kunci: Kinerja, Penyuluh, Produktivitas, Pendapatan, Petani",47023,pub,"Magister Penyuluhan dan Komunikasi Pertanian, Fakultas Pertanian Universitas Lampung","[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185965', 'docid': 185965, 'main': 'Kinerja Penyuluh, Keberdayaan Petani dan Produktivitas Usahatani di Propinsi Lampung.pdf.pdf', 'files': [{'datasetid': 'document', 'filesize': 396393, 'mime_type': 'application/pdf', 'fileid': 516839, 'filename': 'Kinerja Penyuluh, Keberdayaan Petani dan Produktivitas Usahatani di Propinsi Lampung.pdf.pdf', 'hash': '30415e2c0adf11185db2a24b705ac9f5', 'hash_type': 'MD5', 'mtime': '2022-11-29 15:35:31', 'objectid': 185965, 'uri': 'http://repository.lppm.unila.ac.id/id/file/516839'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 47023, 'security': 'public', 'placement': 1}]",http://repository.lppm.unila.ac.id/id/eprint/47023,public,TRUE,930,"['Universitas Lampung', 'Universitas Lampung']",2022-12-19 07:19:45,2022-12-19 07:19:45,Suluh Pembangunan: Journal of Extension and Development,"[{'id': 'tb_sijati@yahoo.com', 'name': {'honourific': None, 'family': 'Hasanuddin', 'lineage': None, 'given': 'Tubagus'}}, {'name': {'given': 'Kordiyana', 'lineage': None, 'family': 'Rangga', 'honourific': None}, 'id': 'korrangga@yahoo.com'}]",ISSN (online) 2686-1488,disk0/00/04/70/23,article,['FP26'],,,,,,,,,,,,,,,,,,,
21,"KINERJA PENYULUH PERTANIAN LAPANGAN, KEPUASAN PETANI,
DAN PRODUKTIVITAS USAHATANI JAGUNG DI KECAMATAN NATAR,
KABUPATEN LAMPUNG SELATAN",6,show,archive,2022-12-19 07:19:43,['S1'],"Peranan penyuluh pertanian lapangan (PPL) dalam meningkatkan produktivitas usahatani petani sangat
penting. Tujuan penelitian ini untuk mengetahui 1) kinerja PPL, tingkat kepuasan petani terhadap kinerja
PPL, tingkat produktivitas usahatani, dan pendapatan usahatani, 2) faktor-faktor yang berhubungan dengan
tingkat kinerja PPL, 3) hubungan antara tingkat kinerja PPL dengan tingkat kepuasan petani, dan 4) hubungan
antara kinerja PPL dan tingkat kepuasan petani dengan produktivitas dan pendapatan usahatani petani. Penelitian
dilaksanakan di Kecamatan Natar, Kabupaten Lampung Selatan, sedangkan metode yang digunakan adalah
metode survei. Responden penelitian terdiri dari 8 orang PPL dan 54 petani jagung. Metode analisis data
menggunakan metode deskriptif, sedangkan pengujian hipotesis menggunakan metode statistik nonparametrik
Koefisien Korelasi Rank Spearman. Hasil penelitian menunjukkan bahwa 1) kinerja penyuluh pertanian
lapangan (PPL) tergolong baik; tingkat kepuasan petani terhadap kinerja penyuluh pertanian lapangan
(PPL) tergolong cukup puas; dan rata-rata produktivitas usahatani petani jagung sebesar 6,49 ton/ha; rata-rata
pendapatan usahatani jagung sebesar Rp 10.143.750,00/Ha, 2) faktor- faktor yang berhubungan dengan kinerja
PPL adalah umur PPL, masa kerja PPL, dan ketersediaan sarana dan prasarana, sedangkan yang tidak
berhubungan dengan tingkat kinerja PPL adalah tingkat pendidikan dan status PPL, 3) tingkat kinerja PPL
memiliki hubungan yang nyata dengan tingkat kepuasan petani jagung, dan 4) kinerja PPL dan kepuasan petani
berhubungan nyata dengan produktivitas dan pendapatan usahatani petani.
Kata kunci: Kinerja PPL, Kepuasan petani, produktivitas, pendapatan usahatani jagung",47020,pub,"Program Studi Magister Ilmu Penyuluhan Pembangunan /Pemberdayaan Masyarakat, Pascasarjana Universitas Lampung, Bekerjasama dengan Perhimpunan Ahli Penyuluhan Pembangunan Indonesia (PAPPI), Forum Komunikasi Pembangunan Indonesia (FORKAPI) dan Asosiasi Prog","[{'placement': 1, 'security': 'public', 'eprintid': 47020, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'hash': '6b058361baa2dc1487d8184a64fc95fb', 'filename': 'Kinerja Penyuluh Pertanian Lapangan, Kepuasan Petani, Dan Produktivitas Usahatani Jagung Di Kecam.pdf', 'mtime': '2022-11-29 15:01:21', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 516822, 'filesize': 335269, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/516822', 'objectid': 185962}], 'main': 'Kinerja Penyuluh Pertanian Lapangan, Kepuasan Petani, Dan Produktivitas Usahatani Jagung Di Kecam.pdf', 'docid': 185962, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185962', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",http://repository.lppm.unila.ac.id/id/eprint/47020,public,TRUE,930,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",2022-12-19 07:19:43,2022-12-19 07:19:43,Suluh Pembangunan : Journal of Extension and Development,"[{'id': 'tb_sijati@yahoo.com', 'name': {'given': 'Tubagus', 'family': 'Hasanuddin', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'given': 'Begem', 'lineage': None, 'honourific': None, 'family': 'Viantimala'}}, {'name': {'lineage': None, 'family': 'Fitriyani', 'honourific': None, 'given': 'Ade'}, 'id': None}]",2686-1488,disk0/00/04/70/20,article,['FP26'],,,,,,,,,,,,,,,,,,,
22,PENGGUNAAN INTERNET DALAM MENUNJANG KEBUTUHAN INFORMASI PENYULUHAN BAGI PENYULUH PERTANIAN LAPANGAN (PPL),8,show,archive,2022-12-19 10:07:38,['S1'],"Penggunaan media internet memberikan banyak manfaat pada sektor kehidupan seperti bidang bisnis, pendidikan, pemerintahan, organisasi termasuk bidang pertanian.  Internet digunakan dalam berbagai aktivitas untuk memudahkan akses informasi bagi para penggunanya, tak terkecuali PPL sebagai salah satu pengguna teknologi internet dalam membantu tugasnya. Penelitian ini bertujuan untuk mengetahui kebutuhan informasi apa yang diperlukan PPL dari aktivitas penggunaan internet dan untuk mengetahuihubungan antara kebutuhan informasi penyuluhan dengan penggunaan internet. Lokasi penelitian dilaksanakan di Balai Pelaksana Penyuluhan Pertanian Kecamatan Gedong Tataan. Waktu pengambilan data penelitiandilaskanakandibulan Februari – Maret 2022. Jumlah responden dalam penelitian ini yaitu 18 orang yang merupakan seluruh anggota PPL di BP3 Kecamatan Gedong Tataan. Metode sensus digunakan dalam pengambilan sampel, dimana seluruh populasi dijadikan sebagai sapel penelitian, sedangkan pengujian data dilakukan dengan metode deskriptif kuantittatif dan uji Rank Sperman. Hasil penelitian menunjukkan bahwa informasi pemasaran merupakan informasi yang paling dibutuhkan PPL dan terdapat hubungan yang nyata antara penggunaan media internet dengan kebutuhan informasi penyuluhan.

Kata Kunci:Internet, Penyuluh, Penggunaan Internet",46816,inpress,Magister Ilmu Penyuluhan Pembangunan/Pemberdayaan Masyarakat,"[{'docid': 185754, 'main': 'Penggunaan Internet dalam Menunjang Kebutuhan Informasi Penyuluhan Bagi Penyuluh Pertanian Lapangan (PPL).pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/515372', 'objectid': 185754, 'filesize': 600666, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-11-24 03:32:08', 'filename': 'Penggunaan Internet dalam Menunjang Kebutuhan Informasi Penyuluhan Bagi Penyuluh Pertanian Lapangan (PPL).pdf', 'hash': '6d0e36d9e5ed8b6c82f5c8593cfd4237', 'fileid': 515372, 'mime_type': 'application/pdf'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185754', 'rev_number': 1, 'eprintid': 46816, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/46816,public,TRUE,930,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",2022-12-19 10:07:38,2022-12-19 10:07:38,Seminar Nasional SnaiL III 2022,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Herman', 'given': 'Herman'}, 'id': None}, {'name': {'given': 'Tubagus', 'honourific': None, 'family': 'Hasanuddin', 'lineage': None}, 'id': 'tb_sijati@yahoo.com'}, {'name': {'honourific': None, 'family': 'Ashari', 'lineage': None, 'given': 'Imam'}, 'id': None}, {'name': {'given': 'Novita', 'lineage': None, 'honourific': None, 'family': 'Mulyani'}, 'id': None}]",,disk0/00/04/68/16,article,['FP26'],,,,,,,,,,,,,,,,,,,
23,AGROPED:APLIKASI PENJUALAN LANGSUNG SAYURAN LAMPUNG DARI PETANI KE KONSUMEN BERBASIS ANDROID,8,show,archive,2021-11-12 01:19:24,['S1'],"Sampai saat ini petani sayuran di Sekincau masih sangat mengandalkan pemasaran dengan sistem tradisional. Petani menyetor hasil panen ke kios sayuran terdekat, petani akan menerima pembayaran 7-14 hari kemudian. Sistem pemasaran ini tentunya menempatkan petani pada posisi daya tawar yang lemah. Masalah lain yang dihadapi petani sayuran adalah tidak terjualnya produk pada saat panen melimpah yang disebabkan harga produk sangat rendah ditingkat petani.

Aplikasi penjualan sayuran dari petani produsen langsung ke konsumen, AGROPED, akan memutus mata rantai penjualan produk pertanian karena petani akan mengirimkan produknya ke konsumen yang hanya melalui satu operator penjualan. 
Aplikasi ini berbasis smartphone android dan dapat digunakan oleh petani dari mana saja dengan koneksi internet. Selain itu, Konsep bisnis yang akan dijalankan adalah instalasi software dasar secara gratis, sehingga memudahkan pemasaran dan pembelian, serta transkasi. Platform sistem menggunakan sistem android sehingga memudahkan akses pengguna.

Tujuan khusus dari pengajuan proposal ini adalah terbentuknya sebuah perusahaan start up hasil inovasi akademisi Universitas Lampung yang dapat bermanfaat bagi petani dan masyarakat umum di Lampung, merupakan karya ilmiah yang dipatenkan. Berdasarkan penuturan para petani di lapang, kebutuhan mereka terhadap sistem AGROPED ini sudah sangat mendesak, di mana permintaan sayuran dan produk pertanian cukup tinggi, namun terhambat oleh berbagai permasalahan sebagaimana telah dijelaskan di sub bab latar belakang. Karena itu peluang bisnis start up yang dikemukakan dalam proposal ini menjadi sangat urgen karena sampai saat ini belum ada sistem yang serupa. Keberadaan AGROPED akan sangat memudahkan pemasaran produk sayuran, pembelian oleh konsumen, dan transaksi pembayaan.",36330,unpub,Juruan Agribisnis Fakultas Pertanian Universitas Lampung,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/157264', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 157264, 'uri': 'http://repository.lppm.unila.ac.id/id/file/419909', 'fileid': 419909, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-11-12 01:12:33', 'hash': 'f3f8840800cf2da3cc2289a584efe845', 'filename': 'Muhammad Ibnu_Fakultas Pertanian(FP)_PPSU_Prop.pdf', 'datasetid': 'document', 'filesize': 1082320}], 'docid': 157264, 'main': 'Muhammad Ibnu_Fakultas Pertanian(FP)_PPSU_Prop.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 36330}]",http://repository.lppm.unila.ac.id/id/eprint/36330,public,,179,,2021-11-12 01:19:24,2021-11-12 01:19:24,,"[{'id': 'muhammad.ibnu@fp.unila.ac.id', 'name': {'given': 'Muhammad', 'honourific': None, 'family': 'Ibnu', 'lineage': None}}]",,disk0/00/03/63/30,other,['FP26'],,,,,,,,,,,,,,,,,,,
24,Plagiarism report CERTIFICATION AND FARMER ORGANISATION: INDONESIAN SMALLHOLDER PERCEPTIONS OF BENEFITS,9,show,archive,2023-03-28 00:44:25,['S1'],Plagiarism report CERTIFICATION AND FARMER ORGANISATION: INDONESIAN SMALLHOLDER PERCEPTIONS OF BENEFITS,49310,pub,Taylor & Francis Group,"[{'eprintid': 49310, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 188856, 'main': 'Plagiarisme report Certification and farmer organization.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 535469, 'filename': 'Plagiarisme report Certification and farmer organization.pdf', 'hash': '1fe50344e233721606979b513e851f14', 'hash_type': 'MD5', 'mtime': '2023-03-27 09:21:17', 'datasetid': 'document', 'filesize': 194704, 'objectid': 188856, 'uri': 'http://repository.lppm.unila.ac.id/id/file/535469'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/188856', 'rev_number': 1}]",http://repository.lppm.unila.ac.id/id/eprint/49310,public,,179,,2023-03-28 00:44:25,2023-03-28 00:44:25,,"[{'id': 'muhammad.ibnu@fp.unila.ac.id', 'name': {'given': 'Muhammad', 'honourific': None, 'family': 'Ibnu', 'lineage': None}}]",,disk0_bak/00/04/93/10,other,['FP26'],,,,,,,,..,,,,,,,,,,,
25,Plagiarism report Farmer preferences for coffee certification attributes,7,show,archive,2023-03-28 00:44:46,['S1'],Plagiarism report Farmer preferences for coffee certification attributes,49313,pub,The Canadian Center of Science and Education,"[{'eprintid': 49313, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 188859, 'main': 'Plagiarisme report Farmer preferences for coffee certification attributes.pdf', 'files': [{'objectid': 188859, 'uri': 'http://repository.lppm.unila.ac.id/id/file/535488', 'fileid': 535488, 'mime_type': 'application/pdf', 'mtime': '2023-03-27 09:29:51', 'hash_type': 'MD5', 'hash': 'b73e78dede0cc10617575035a0dd940b', 'filename': 'Plagiarisme report Farmer preferences for coffee certification attributes.pdf', 'datasetid': 'document', 'filesize': 145248}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188859', 'rev_number': 1}]",http://repository.lppm.unila.ac.id/id/eprint/49313,public,,179,,2023-03-28 00:44:46,2023-03-28 00:44:46,,"[{'id': 'muhammad.ibnu@fp.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Ibnu', 'given': 'Muhammad'}}]",,disk0_bak/00/04/93/13,other,['FP26'],,,published,,,,,,,,,,,,,,,,
26,Plagiarisms report Competing explanation for coffee certification,7,show,archive,2023-03-28 00:44:36,['S1'],Plagiarisms report Competing explanation for coffee certification,49311,pub,www.iiste.org,"[{'security': 'public', 'placement': 1, 'eprintid': 49311, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'datasetid': 'document', 'filesize': 158834, 'fileid': 535478, 'mime_type': 'application/pdf', 'mtime': '2023-03-27 09:25:34', 'hash_type': 'MD5', 'hash': '871312626194e2d80be4c75147395d98', 'filename': 'Plagiarisme report Competing explanation for coffee certification.pdf', 'objectid': 188857, 'uri': 'http://repository.lppm.unila.ac.id/id/file/535478'}], 'main': 'Plagiarisme report Competing explanation for coffee certification.pdf', 'docid': 188857, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188857', 'rev_number': 1, 'format': 'text', 'pos': 1}]",http://repository.lppm.unila.ac.id/id/eprint/49311,public,,179,,2023-03-28 00:44:36,2023-03-28 00:44:36,,"[{'id': 'muhammad.ibnu@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Ibnu', 'honourific': None, 'given': 'Muhammad'}}]",,disk0_bak/00/04/93/11,other,['FP26'],,,,,,,,,,,,,,,,,,,
27,TREN PRODUKSI DAN PERDAGANGAN NEGARA-NEGARA PRODUSEN KOPI TERBESAR DI DUNIA DAN IMPLIKASINYA BAGI INDONESIA1,6,show,archive,2023-04-03 00:57:16,['S1'],"Sistem produksi dan perdagangan kopi di dunia telah berubah dalam dua dekade terakhir. Namun, jarang studi yang mengaitkan perubahan tersebut secara langsung dengan tren produksi dan perdagangan negara-negara penghasil kopi. Penelitian ini bertujuan untuk (1) memprediksi tren produksi dan perdagangan di sepuluh negara produsen kopi terbesar di dunia, dan (2) mengidentifikasi jalan (pathway) yang berpotensi meningkatkan keberlanjutan (sustainability) produksi dan perdagangan kopi Indonesia. Penelitian ini menggunakan data time series FAOSTAT (1993 - 2020) yang diproyeksikan 10 tahun (sampai 2030) dengan metode double exponential smoothing. Penelitian ini memprediksi bahwa produksi dan perdagangan kopi dunia akan semakin dinamis. Beberapa negara (seperti Guatemala, Brazil, dan Ethiopia) diprediksi akan memperluas areal kopinya dengan tingkat pertumbuhan yang cukup signifikan, sementara negara lain (seperti Vietnam dan Kolombia) diprediksi akan mengejar pertumbuhan yang tinggi dalam hal nilai ekspor biji kopi olahannya. Selain itu, beberapa negara (seperti Meksiko, Peru, dan Indonesia) diprediksi akan lebih fokus pada konsumsi domestik dalam negerinya. Dinamika tersebut memiliki implikasi pada produksi dan perdagangan kopi Indonesia. Namun, Indonesia secara makro memiliki modal institusional yang relatif baik, yaitu lingkungan pendukung untuk investasi (misalnya dalam hal ukuran pasar, ketersediaan infrastruktur, dan keterbukaan perdagangan) yang berpotensi mendukung keberlanjutan produksi dan perdagangan kopinya.",49560,pub,,"[{'eprintid': 49560, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 189193, 'main': '2-1-PBRC.pdf', 'files': [{'objectid': 189193, 'uri': 'http://repository.lppm.unila.ac.id/id/file/537444', 'mime_type': 'application/pdf', 'fileid': 537444, 'filename': '2-1-PBRC.pdf', 'hash': '19b80101919d7aba9476082ab7331f19', 'hash_type': 'MD5', 'mtime': '2023-04-02 02:03:24', 'datasetid': 'document', 'filesize': 3287784}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189193', 'rev_number': 1}]",http://repository.lppm.unila.ac.id/id/eprint/49560,public,FALSE,179,,2023-04-03 00:57:16,2023-04-03 00:57:16,Buletin Ilmiah Litbang Perdagangan (BILP),"[{'id': 'muhammad.ibnu@fp.unila.ac.id', 'name': {'given': 'Muhammad', 'honourific': None, 'family': 'Ibnu', 'lineage': None}}]",1979-9187,disk0_bak/00/04/95/60,article,['FP26'],https://ejournal.brin.go.id/bilp/article/view/5,,,,,,,,16.0,2.0,"Indonesia, Kopi, Tren Produksi dan Perdagangan, Produsen Kopi Dunia",https://doi.org/10.55981/bilp.2022.5,,,,,,,
28,MENCAPAI KEBERLANJUTAN RANTAI PASOK KOPI ROBUSTA DI PROVINSI LAMPUNG,7,show,archive,2023-05-19 07:38:53,['S1'],"Penelitian ini bertujuan untuk memahami bagaimana VSS, dan hubungan mempengaruhi pengembangan dan penggunaan metode pertanian berkelanjutan dan oleh karena itu memahami dampak lingkungan tidak langsung dari hubungan dalam rantai pasok kopi. Diharapkan sebagai hasilnya, studi ini dapat berkontribusi pada pemahaman dan pengembangan standar keberlanjutan produksi bersama yang dapat dicapai dan memungkinkan pemberdayaan produsen yang bekerja menuju rantai pasokan kopi yang berkelanjutan. Adapun target luaran dalam penelitian berupa luaran wajib, yaitu laporan akhir penelitian dan publikasi artikel ilmiah pada Jurnal Bereputasi Nasional (Sinta).",51856,unpub,Fakultas Pertanian Universitas  Lampung,"[{'main': 'Laporan Kemajuan.pdf', 'docid': 250788, 'files': [{'objectid': 250788, 'uri': 'http://repository.lppm.unila.ac.id/id/file/614357', 'datasetid': 'document', 'filesize': 1571700, 'fileid': 614357, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-05-19 06:22:14', 'hash': '37467d4be70b1df78efe735392380371', 'filename': 'Laporan Kemajuan.pdf'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/250788', 'eprintid': 51856, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/51856,public,,179,,2023-05-19 07:38:53,2023-05-19 07:38:53,,"[{'name': {'given': 'Muhammad', 'lineage': None, 'family': 'Ibnu', 'honourific': None}, 'id': 'muhammad.ibnu@fp.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Teguh Endaryanto', 'lineage': None, 'given': 'Endaryanto T'}, 'id': None}, {'id': None, 'name': {'family': 'Firdasari', 'honourific': None, 'lineage': None, 'given': 'Firdasari'}}, {'name': {'given': 'Ismono', 'lineage': None, 'family': 'Hanung', 'honourific': None}, 'id': 'hanung.ismono@fp.unila.ac.id'}]",,disk0_bak/00/05/18/56,monograph,['FP26'],,,,,,,,,,,,,Agribisnis,Universitas Lampung,other,,,,
29,"ANALISIS USAHATANI DAN KETAHANAN PANGAN RUMAH TANGGA PETANI KUBIS
DI KECAMATAN SUMBEREJO KABUPATEN TANGGAMUS",9,show,archive,2022-12-19 07:18:57,['S1'],"This study aims to analyze the farming income, household income, farming constraints, contribution of
farming income, household food security level, correlation between household food security level and
farming production as well as cabbage farmers’ income. This research has been carried out in the village of
Dadapan and Simpang Kanan, Sumberejo Sub District, Tanggamus Regency. This research is a survey
involving 56 cabbage farmers selected using simple random sampling. Data were collected in July-August
2019. The research data were analyzed using qualitative descriptive and quantitative methods. The results of
this research shows that cabbage farming income is IDR15,643,452.38 per area of 0,36 hectare annually
which contributed to 64.54 percent of IDR28,017,440.48 household income per year. Constraints faced by
cabbage farmers are the handling of leaf worms, armyworms, leaf spots, club roots, out model equipment,
delayed distribution of fertilizer from farmer groups, decreased cabbage price that is fluctuated every
season, and lack of attention from extension agencies. Food security status of cabbage farmer households is
50.00 percent in food secure, 26.79 percent in less secure, 14.8 percent in food vulnerable, and 8.93 percent
in food insecure. There is a significant correlation between household food security level and farming
production as well as cabbage farmers’ income.
Key words: cabbage farming, food security, household income",46869,pub,Jurusan Agribisnis Fakultas Pertanian Universitas Lampung,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/186274', 'rev_number': 1, 'format': 'text', 'pos': 2, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/518970', 'objectid': 186274, 'filesize': 872594, 'datasetid': 'document', 'mtime': '2022-12-16 07:14:45', 'hash_type': 'MD5', 'filename': 'Analisis Usahatani Dan Ketahanan Pangan Rumah Tangga Petani Kubis Di Kecamatan Sumberejo Kabupaten Tanggamus.pdf', 'hash': 'b8fa2bd987d71507e46d54cea7b0dcf2', 'fileid': 518970, 'mime_type': 'application/pdf'}], 'docid': 186274, 'main': 'Analisis Usahatani Dan Ketahanan Pangan Rumah Tangga Petani Kubis Di Kecamatan Sumberejo Kabupaten Tanggamus.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 2, 'eprintid': 46869}]",http://repository.lppm.unila.ac.id/id/eprint/46869,public,TRUE,930,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",2022-12-19 07:18:57,2022-12-19 07:18:57,"Jurnal Ilmu Ilmu Agribisnis: Journal of Agribusiness Science,","[{'name': {'given': 'Chairil', 'honourific': None, 'family': 'Ihsan', 'lineage': None}, 'id': None}, {'name': {'honourific': None, 'family': 'Adawiyah', 'lineage': None, 'given': 'Rabiatul'}, 'id': 'rabiatul.adawiyah@fp.unila.ac.id'}, {'id': 'tb_sijati@yahoo.com', 'name': {'family': 'Hasanuddin', 'honourific': None, 'lineage': None, 'given': 'Tubagus'}}]",26204177,disk0/00/04/68/69,article,['FP26'],,,,,,,,,,,,,,,,,,,
30,"Similarity_Farmers’ Capacity And Rice Productivity In Climate Change Adaptation In Central Lampung Regency, Indonesia",10,show,archive,2022-01-19 05:40:18,['S1'],Similarity Asian Journal of Agriculture and Rural Development,38006,pub,Asian Journal of Agriculture and Rural Development,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158950', 'docid': 158950, 'main': 'Similarity_AJARD202111%284%29346-353.pdf - Indah Listiana.pdf', 'files': [{'datasetid': 'document', 'filesize': 3439168, 'fileid': 432084, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-01-19 03:20:38', 'filename': 'Similarity_AJARD202111%284%29346-353.pdf - Indah Listiana.pdf', 'hash': '1754290d5db3a0d7c6acfa95509b4a36', 'objectid': 158950, 'uri': 'http://repository.lppm.unila.ac.id/id/file/432084'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 38006, 'placement': 1, 'security': 'public'}]",http://repository.lppm.unila.ac.id/id/eprint/38006,public,,609,,2022-01-19 05:40:18,2022-01-19 05:40:18,,"[{'name': {'family': 'Indah Listiana', 'honourific': None, 'lineage': None, 'given': 'IL'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Indah Nurmayasari', 'given': 'IN'}}, {'name': {'honourific': None, 'family': 'Rinaldi Bursan', 'lineage': None, 'given': 'RB'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Muher Sukmayanto', 'given': 'MS'}}, {'name': {'given': 'HY', 'lineage': None, 'family': 'Helvi Yanfika', 'honourific': None}}, {'name': {'given': 'RADW', 'lineage': None, 'family': 'R.A.D Widyastuti', 'honourific': None}}]",,disk0/00/03/80/06,other,['FP26'],,,,,,,,,,,,,,,,,,,
