,uri,full_text_status,refereed,ispublished,number,documents,publisher,datestamp,pagerange,userid,lastmod,date,dir,publication,creators,issn,divisions,type,rev_number,volume,metadata_visibility,title,official_url,subjects,abstract,status_changed,eprint_status,related_url,date_type,eprintid,corp_creators,id_number,event_dates,event_type,event_title,event_location,pres_type
21,http://repository.lppm.unila.ac.id/id/eprint/32615,public,TRUE,pub,1.0,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/148187', 'format': 'text', 'pos': 1, 'files': [{'filename': '901-3169-1-PB.pdf', 'hash': 'dcf42f72663ad737a382c26ff306d8f7', 'mtime': '2021-06-16 04:55:42', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 385995, 'filesize': 100696, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/385995', 'objectid': 148187}], 'main': '901-3169-1-PB.pdf', 'docid': 148187, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 32615}]",Politeknik Negeri Balikpapan,2021-06-17 08:05:02,19-25,301,2021-06-17 08:05:02,1970-01-01 00:00:00.000002021,disk0/00/03/26/15,Jurnal Sosial Humaniora dan Pendidikan,"[{'id': None, 'name': {'given': 'IPU', 'lineage': None, 'honourific': None, 'family': 'Isti Putri Utami'}}, {'id': 'korrangga@yahoo.com', 'name': {'given': 'KKR', 'honourific': None, 'family': 'Kordiyana K Rangga', 'lineage': None}}, {'name': {'family': 'Helvi Yanfika', 'honourific': None, 'lineage': None, 'given': 'HY'}, 'id': 'helviyanfika@yahoo.co.id'}, {'name': {'given': 'Mutolib, Abdul', 'family': 'Abdul Mutolib', 'honourific': None, 'lineage': None}, 'id': None}]",25977343,['FP26'],article,7,5.0,show,"Kinerja Pendamping Program Keluarga Harapan (PKH) di Kota Bandar
Lampung",https://jurnal.poltekba.ac.id/index.php/jsh/article/view/901,['S1'],"Penelitian ini memiliki tujuan untuk mengetahui tingkat kinerja pendamping Program Keluarga Harapan (PKH) di Kota Bandar Lampung serta menganalisis faktor-faktor yang mempengaruhinya. Penelitian dilakukan pada bulan Februari-Maret 2020 dengan responden sebanyak 104 pendamping PKH di Kota Bandar Lampung. Metode analisis menggunakan analisis deskriptif dan kuantitatif. Analisis data dilakukan dengan regresi linear berganda. Berdasarkan hasil penelitian, diketahui bahwa tingkat kinerja pendamping PKH di Kota Bandar Lampung berada pada klasifikasi sedang. Hal tersebut ditunjukkan dari hasil capaian kerja pendamping dalam melaksanakan tugasnya sebagai pendamping PKH. Pada pelaksanaan validasi kepesertaan, penyaluran bantuan, pemutakhiran data, dan pelaporan kegiatan diketahui bahwa pendamping telah berhasil melakukan tugasnya sesuai dengan
prosedur. Pada pelaksanaan P2K2, pendamping telah menggunakan media pembelajaran untuk mempermudah pelaksanaan kegiatan dan telah menyampaikan keseluruhan materi, namun masih dapat dijumpai beberapa pendamping yang belum menyampaikan keseluruhan materi tersebut. Pada pelaksanaan verifikasi komitmen KPM PKH, masih terdapat pendamping yang tidak memantau kunjungan KPM PKH dampingannya pada komponen
pendidikan. Hasil penelitian juga menunjukkan bahwa terdapat pengaruh antara tingkat pendidikan non formal, motivasi, disiplin kerja, lingkungan kerja, serta persepsi insentif pendamping terhadap tingkat kinerja pendamping. Hal tersebut memiliki makna bahwa semakin tinggi tingkat pendidikan non formal, motivasi, disiplin kerja, lingkungan kerja, dan persepsi terhadap insentif pendamping maka semakin tinggi tingkat kinerja pendamping PKH di Kota Bandar Lampung.",2021-06-17 08:05:02,archive,[{'url': 'https://jurnal.poltekba.ac.id/index.php/jsh/article/view/901'}],,32615,,,,,,,
22,http://repository.lppm.unila.ac.id/id/eprint/33054,public,TRUE,pub,4.0,"[{'eprintid': 33054, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 150801, 'main': 'effectiveness of self-help groups in the implementation of livelihood imporvement programs.pdf', 'files': [{'mtime': '2021-07-02 07:38:18', 'hash_type': 'MD5', 'filename': 'effectiveness of self-help groups in the implementation of livelihood imporvement programs.pdf', 'hash': 'abce889df65240910c71cfd9be826727', 'fileid': 391473, 'mime_type': 'application/pdf', 'filesize': 402137, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/391473', 'objectid': 150801}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/150801'}]",Journal of Sustainability Science And Management ( JSSM ),2021-07-05 01:11:45,149-161,966,2021-07-05 01:11:45,2021-06-04 00:00:00.000000000,disk0/00/03/30/54,Journal of Sustainability Science And Management ( JSSM ),"[{'id': 'korrangga@yahoo.com', 'name': {'given': 'KKR', 'family': 'Kordiyana K Rangga', 'honourific': None, 'lineage': None}}, {'name': {'family': 'Dame Trully Gultom', 'honourific': None, 'lineage': None, 'given': 'GTM'}, 'id': 'trully.dame@yahoo.co.id'}, {'id': None, 'name': {'honourific': None, 'family': 'Tubagus', 'lineage': None, 'given': 'Hasanudin'}}, {'id': 'beggem_vh@yahoo.com', 'name': {'honourific': None, 'family': 'Begem Viantimala', 'lineage': None, 'given': 'BV'}}]",2672-7226,['FP26'],article,6,16.0,show,Effectiveness Of Self-Help Groups In The Implementation Of Livelihood Improvement Programs And Food Security In Lampung Indonesia,,['S1'],"The Community-Based Livelihood Improvement Programme (PPMK) 
implemented with the help of Self-Help Groups (SHG) is expected to improve the 
livelihoods of poor people. This study aims to analyse: 1) the effectiveness of SHG in the 
implementation of PPMK programmes, 2) food security of SHG member households, and 
3) the relationship between the effectiveness of PPMK programme implementation and 
SHG member food security. The study was conducted at Margodadi Village, Metro City in 
October-December 2018. The research method used involved a survey with a quantitative 
approach with saturation sampling techniques. Respondents were 25 SHG members who 
were recipients of aid under the PPMK programme. A descriptive analysis method was used 
to answer the first and second objectives, while the non-parametric statistic of Spearman’s 
Rank correlations was used to answer the third objective. The results showed that: 
1) SHG members were effective in implementing the PPMK programme with a rating in 
the “good” category, with all the overall programme objectives being achieved, helping 
to increase the income of SHG member households, strengthening SHG’s institutional 
capacity and the ability of SHG members to expand their business; 
2) the food security level of the majority of SHG member households in Margodadi 
Village was both objectively and subjectively in high category; and 
3) the effectiveness of SHG in the PPMK was significantly different from the level of 
household food security. 
Keywords: Group effectiveness, program, food security, household",2021-07-05 01:11:45,archive,,published,33054,,,,,,,
23,http://repository.lppm.unila.ac.id/id/eprint/41462,public,,pub,,"[{'eprintid': 41462, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 163096, 'main': 'Preview Penilaian_Effectiveness of Self.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/459257', 'objectid': 163096, 'mtime': '2022-04-26 14:38:27', 'hash_type': 'MD5', 'filename': 'Preview Penilaian_Effectiveness of Self.pdf', 'hash': '21267279a03e70c1cca05fd1fdadb9f6', 'fileid': 459257, 'mime_type': 'application/pdf', 'filesize': 292793, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163096'}]",Journal of Sustainability Science and Management,2022-05-11 07:29:27,,719,2022-05-11 07:29:27,2021-11-01 00:00:00.000000000,disk0/00/04/14/62,,"[{'id': 'korrangga@yahoo.com', 'name': {'given': 'KKR', 'family': 'Kordiyana K Rangga', 'honourific': None, 'lineage': None}}, {'id': 'trully.dame@yahoo.co.id', 'name': {'given': 'Dame Trully', 'lineage': None, 'honourific': None, 'family': 'Gultom'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Hasanuddin', 'given': 'Tubagus'}, 'id': 'tb_sijati@yahoo.com'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Viantimala', 'given': 'Begem'}, 'id': '-'}]",,['FP26'],other,7,,show,"Hasil Peer Review_EFFECTIVENESS OF SELF-HELP GROUPS IN THE IMPLEMENTATION OF LIVELIHOOD IMPROVEMENT PROGRAMS AND FOOD SECURITY IN LAMPUNG, INDONESIA",,['S1'],Hasil Peer Review Journal of Sustainability Science and Management,2022-05-11 07:29:27,archive,,,41462,,,,,,,
24,http://repository.lppm.unila.ac.id/id/eprint/46729,public,TRUE,pub,4.0,"[{'security': 'public', 'placement': 1, 'eprintid': 46729, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'filesize': 413680, 'fileid': 514695, 'mime_type': 'application/pdf', 'mtime': '2022-11-18 04:44:56', 'hash_type': 'MD5', 'hash': 'f19755372445df7225ed609b9b5bc51a', 'filename': 'effectiveness of self-help groups in the implementation of livelihood imporvement programs.pdf', 'objectid': 185643, 'uri': 'http://repository.lppm.unila.ac.id/id/file/514695'}], 'main': 'effectiveness of self-help groups in the implementation of livelihood imporvement programs.pdf', 'docid': 185643, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185643', 'format': 'text', 'pos': 1}]",� Penerbit UMT,2022-12-19 07:17:15,149-161,930,2022-12-19 07:17:15,2021-06-01 00:00:00.000000000,disk0/00/04/67/29,Journal of Sustainability Science and Management,"[{'id': None, 'name': {'given': 'Rangga, Kordiyana', 'family': 'Kordiyana K. Rangga', 'honourific': None, 'lineage': None}}, {'id': 'trully.dame@yahoo.co.id', 'name': {'lineage': None, 'family': 'Dame Trully Gultom', 'honourific': None, 'given': 'GTM'}}, {'name': {'given': 'Tubagus', 'honourific': None, 'family': 'Hasanuddin', 'lineage': None}, 'id': 'tb_sijati@yahoo.com'}, {'name': {'family': 'Begem Viantimala', 'honourific': None, 'lineage': None, 'given': 'BV'}, 'id': 'beggem_vh@yahoo.com'}]",eISSN: 2672-7226,['FP26'],article,7,16.0,show,"EFFECTIVENESS OF SELF-HELP GROUPS
IN THE IMPLEMENTATION OF
LIVELIHOOD IMPROVEMENT
PROGRAMS AND FOOD SECURITY IN
LAMPUNG, INDONESIA",,['S1'],"The Community-Based Livelihood Improvement Programme (PPMK)
implemented with the help of Self-Help Groups (SHG) is expected to improve the
livelihoods of poor people. This study aims to analyse: 1) the effectiveness of SHG in the
implementation of PPMK programmes, 2) food security of SHG member households, and
3) the relationship between the effectiveness of PPMK programme implementation and
SHG member food security. The study was conducted at Margodadi Village, Metro City in
October-December 2018. The research method used involved a survey with a quantitative
approach with saturation sampling techniques. Respondents were 25 SHG members who
were recipients of aid under the PPMK programme. A descriptive analysis method was used
to answer the first and second objectives, while the non-parametric statistic of Spearman’s
Rank correlations was used to answer the third objective. The results showed that:
1) SHG members were effective in implementing the PPMK programme with a rating in
the “good” category, with all the overall programme objectives being achieved, helping
to increase the income of SHG member households, strengthening SHG’s institutional
capacity and the ability of SHG members to expand their business;
2) the food security level of the majority of SHG member households in Margodadi
Village was both objectively and subjectively in high category; and
3) the effectiveness of SHG in the PPMK was significantly different from the level of
household food security.
Keywords: Group effectiveness, program, food security, household.
Abbreviations: [Effectiveness of Self-Help Groups in Lampung Indonesia].",2022-12-19 07:17:15,archive,[{'url': 'http://repository.lppm.unila.ac.id/34763/1/effectiveness%20of%20self-help%20groups%20in%20the%20implementation%20of%20livelihood%20imporvement%20programs%20-%20Copy.pdf'}],published,46729,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,,,,,
25,http://repository.lppm.unila.ac.id/id/eprint/41473,public,,pub,,"[{'files': [{'objectid': 163107, 'uri': 'http://repository.lppm.unila.ac.id/id/file/459331', 'fileid': 459331, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-04-26 15:12:39', 'hash': 'cd8ca7e33870fa4f31526ff61bad3571', 'filename': 'Preview Penilaian_Pengaruh Kepemimpinan.pdf', 'datasetid': 'document', 'filesize': 307397}], 'docid': 163107, 'main': 'Preview Penilaian_Pengaruh Kepemimpinan.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163107', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 41473, 'mime_type': 'application/pdf', 'language': 'en'}]",Jurnal Suluh Pembangunan,2022-05-11 07:29:41,,719,2022-05-11 07:29:41,2021-06-01 00:00:00.000000000,disk0/00/04/14/73,,"[{'id': 'yazid.bertho@yahoo.co.id', 'name': {'given': 'Yazid Berto', 'lineage': None, 'honourific': None, 'family': 'Lansia'}}, {'name': {'honourific': None, 'family': 'Gultom', 'lineage': None, 'given': 'Dame Trully'}, 'id': 'trully.dame@yahoo.co.id'}, {'id': 'indah.nurmayasari.unila.ac.id', 'name': {'given': 'Indah', 'honourific': None, 'family': 'Nurmayasari', 'lineage': None}}]",,['FP26'],other,7,,show,Hasil Peer Review_Pengaruh Kepemimpinan terhadap Efektivitas Kelompok PT3A Ngudi Makmur dalam Pengelolaan Irigasi Usahatani Padi di Kecamatan Metro Selatan Kota Metro,,['S1'],Hasil Peer Review Jurnal Suluh Pembangunan,2022-05-11 07:29:41,archive,,,41473,,,,,,,
26,http://repository.lppm.unila.ac.id/id/eprint/36149,public,TRUE,pub,1.0,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/157093', 'rev_number': 1, 'docid': 157093, 'main': 'Dame JSP1.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/418593', 'objectid': 157093, 'filesize': 462886, 'datasetid': 'document', 'mtime': '2021-11-11 07:55:22', 'hash_type': 'MD5', 'filename': 'Dame JSP1.pdf', 'hash': '2b9bb08ccec9bb6cc2389fcfa5082a7d', 'fileid': 418593, 'mime_type': 'application/pdf'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 36149, 'placement': 1, 'security': 'public'}]","Magister Penyuluhan dan Komunikasi Pertanian, Fakultas Pertanian Universitas Lampung",2021-11-11 08:44:36,8-16,719,2021-11-11 08:44:36,2021-06-04 00:00:00.000000000,disk0/00/03/61/49,Suluh Pembangunan: Journal of Extension and Development,"[{'id': 'yazid.bertho@yahoo.co.id', 'name': {'given': 'Yazid Berto', 'lineage': None, 'honourific': None, 'family': 'Lansia'}}, {'id': 'trully.dame@yahoo.co.id', 'name': {'family': 'Gultom', 'honourific': None, 'lineage': None, 'given': 'Dame Trully'}}, {'id': 'indah.nurmayasari.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Nurmayasari', 'given': 'Indah'}}]",ISSN (online) 2686-1488,['FP26'],article,6,3.0,show,"Pengaruh Kepemimpinan Terhadap Efektivitas Kelompok P3A
Ngudi Makmur dalam Pengelolaan Irigasi Usahatani Padi   di
Kecamatan Metro Selatan Kota Metro",http://jsp.fp.unila.ac.id/index.php/jsp/,['H1'],"Penelitian ini bertujuan untuk mengetahui kepemimpinan ketua kelompok, efektifitas kelompok, dan
pengaruh kepemimpinan ketua kelompok terhadap efektivitas kelompok Perkumpulan Petani Pemakai
Air (P3A) Ngudi Makmur dalam pengelolaan irigasi usahatani padi.  Penelitian ini dilakukan di Desa
Margodadi, Kecamatan Metro Selatan, Kota Metro menggunakan metode survei.  Sampel penelitian
adalah 65 anggota kelompok P3A Ngudi Makmur yang dipilih secara acak.  Penelitian ini menggunakan
analisis deskriptif dan pemodelan persamaan struktural (SEM) metode partial least square (PLS).  Hasil
studi menunjukkan kepemimpinan ketua kelompok P3A tergolong kategori sedang dan Efektivitas
kelompok P3A Ngudi Makmur tergolong kategori tinggi.  Ada pengaruh nyata kepemimpinan ketua
kelompok P3A terhadap efektivitas kelompok P3A Ngudi Makmur dalam pengelolaan irigasi.",2021-11-11 08:44:36,archive,"[{'url': 'http://jsp.fp.unila.ac.id/index.php/jsp/', 'type': 'pub'}]",completed,36149,,DOI: 10.23960,,,,,
27,http://repository.lppm.unila.ac.id/id/eprint/35319,public,TRUE,pub,1.0,"[{'security': 'public', 'placement': 1, 'eprintid': 35319, 'language': 'en', 'mime_type': 'application/msword', 'files': [{'objectid': 156123, 'uri': 'http://repository.lppm.unila.ac.id/id/file/412261', 'datasetid': 'document', 'filesize': 10652672, 'fileid': 412261, 'mime_type': 'application/msword', 'hash_type': 'MD5', 'mtime': '2021-11-06 12:06:17', 'filename': 'FIX--JURNAL SEKAM BAKAR.doc', 'hash': '372a243af2172e9ea91497bcd17d352b'}], 'docid': 156123, 'main': 'FIX--JURNAL SEKAM BAKAR.doc', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156123', 'format': 'text', 'pos': 1}]",ITB Ahmad Dahlan,2021-11-06 13:58:58,1-12,609,2021-11-06 13:58:58,2021-09-10 00:00:00.000000000,disk0/00/03/53/19,Intervensi Komunitas,"[{'id': 'indahlistiana@yahoo.com', 'name': {'honourific': None, 'family': 'Listiana', 'lineage': None, 'given': 'Indah'}}, {'id': None, 'name': {'honourific': None, 'family': 'Bursan', 'lineage': None, 'given': 'Rinaldi'}}, {'name': {'lineage': None, 'family': 'Jimad', 'honourific': None, 'given': 'Habibullah'}, 'id': 'habibullah.jimad@gmail.com,'}, {'id': 'radianawidyastuti@yahoo.co.id', 'name': {'lineage': None, 'family': 'widyastuti', 'honourific': None, 'given': 'diana'}}, {'id': None, 'name': {'given': 'Ali', 'lineage': None, 'honourific': None, 'family': 'Rahmat'}}]",2714-691x,['FP26'],article,7,3.0,show,PEMANFAATAN LIMBAH SEKAM PADI DALAM PEMBUATAN ARANG SEKAM DI PEKON BULUREJO KECAMATAN GADINGREJO KABUPATEN PRINGSEWU,http://ojs.itb-ad.ac.id/index.php/IK/issue/view/36,['H1'],"Sekam merupakan salah satu bentuk limbah pertanian. Pemanfaatan limbah sekam untuk mengurangi dampak lingkungan yang dihasilkan padi tergolong masih sangat rendah. Rendahnya pemanfaatan limbah sekam ini diakibatkan karena rendahnya pengetahuan serta keterampilan masyarakat terkait pengolahan limbah tersebut. Salah satu bentuk pengelolaan limbah sekam yang baik adalah dengan pembuatan arang sekam yang memiliki nilai jual dan bermanfaat bagi lahan usahatani. Perlunya kegiatan yang difokuskan untuk memberikan pengetahuan mengenai pemanfaatan dari arang sekam, bagaimana mengubah limbah sekam padi menjadi arang sekam yang mempunyai nilai jual serta diharapkan dapat memberikan penghasilan tambahan bagi para petani di kelompok tani Sido Makmur Pekon Bulurejo, Kecamatan Gadingrejo, Kabupaten Pringsewu Provinsi Lampung. Kegiatan dilakukan dengan mensosialisasikan manfaat serta cara membuat arang sekam kepada para petani. Petani diberikan contoh alat sederhana untuk proses pembakaran padi menjadi arang sekam petani diberikan kesempatan untuk mempraktikkan langsung pengolahan sekam menjadi arang. Melalui berbagai kegiatan penyuluhan dan pelatihan yang telah dilakukan terjadi peningkatan pengetahuan dan keterampilan petani terkait pemanfaatan limbah sekam padi menjadi arang sekam yang memiliki nilai jual dan dapat memberi manfaat lebih pada usahatani yang dilakukan. Peningkatan yang terjadi adalah sebesar >50 persen dari pengetahuan dan keterampilan awal petani.",2021-11-06 13:58:58,archive,"[{'url': 'http://ojs.itb-ad.ac.id/index.php/IK/issue/view/36', 'type': 'pub'}]",published,35319,,,,,,,
28,http://repository.lppm.unila.ac.id/id/eprint/37994,public,TRUE,pub,4.0,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 37994, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158928', 'format': 'text', 'pos': 1, 'files': [{'fileid': 431998, 'mime_type': 'application/pdf', 'mtime': '2022-01-18 23:27:07', 'hash_type': 'MD5', 'filename': 'Farmers Capacity and Rice Productivity in Climate Change Adaptation in Central Lampung Regency, Indonesia.pdf', 'hash': '1a4d7fc12f3446960f4d043027e7bfc4', 'datasetid': 'document', 'filesize': 817798, 'objectid': 158928, 'uri': 'http://repository.lppm.unila.ac.id/id/file/431998'}], 'docid': 158928, 'main': 'Farmers Capacity and Rice Productivity in Climate Change Adaptation in Central Lampung Regency, Indonesia.pdf'}]",,2022-01-19 05:40:01,346-353,301,2022-01-19 05:40:01,2021-05-01 00:00:00.000000000,disk0/00/03/79/94,Asian Journal of Agriculture and Rural Development,"[{'name': {'given': 'Indah', 'honourific': None, 'family': 'Listiana', 'lineage': None}, 'id': 'indahlistiana@yahoo.com'}, {'name': {'given': 'IN', 'family': 'Indah Nurmayasari', 'honourific': None, 'lineage': None}, 'id': 'indahnurma1@gmail.com'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Bursan', 'given': 'Rinaldi'}, 'id': None}, {'id': None, 'name': {'given': 'Sukmayanto', 'family': 'Muher Sukmayanto', 'honourific': None, 'lineage': None}}, {'id': 'helviyanfika@yahoo.co.id', 'name': {'honourific': None, 'family': 'Helvi Yanfika', 'lineage': None, 'given': 'HY'}}, {'name': {'family': 'widyastuti', 'honourific': None, 'lineage': None, 'given': 'diana'}, 'id': 'radianawidyastuti@yahoo.co.id'}]",2224-4433,['FP26'],article,7,11.0,show,"Farmers Capacity and Rice Productivity in Climate Change Adaptation in Central Lampung Regency, Indonesia",https://archive.aessweb.com/index.php/5005/article/view/4383,['S1'],"Climate change is an extreme natural change condition due to global warming that cannot be avoided, and will have a broad impact on various aspects of life, including the agricultural sector. The impact of climate change that occurs in the agricultural sector, namely flood and drought that cause plants to  crop failure , is becoming greater,
causing significant reduction in agricultural production, especially rice, requiring that farmers have the ability to adapt to climate change. The purposes of this study are to analyze the relationship between the performance level of agricultural extension workers and the capacity level of farmers in regard to climate change adaptation, and to analyze the relationship between the level of farmer capacity in climate change adaptation and rice productivity. The research was conducted in Central Lampung Regency in 2019 using a total of 100 rice farmers. The data analysis method used is Spearman rank correlation analysis. The results show that the performance level of agricultural instructors is significantly related to the level of knowledge capacity, attitude, and skills of farmers in climate change adaptation. Knowledge capacity, attitude, and skills of farmers in climate change adaptation are significantly related to rice productivity.",2022-01-19 05:40:01,archive,,,37994,,,,,,,
29,http://repository.lppm.unila.ac.id/id/eprint/37995,public,,pub,,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 37995, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158929', 'main': 'Similaritas_Farmers Capacity and Rice Productivity in Climate Change Adaptation in Central Lampung Regency, Indonesia.pdf', 'docid': 158929, 'files': [{'fileid': 432005, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-01-18 23:35:20', 'filename': 'Similaritas_Farmers Capacity and Rice Productivity in Climate Change Adaptation in Central Lampung Regency, Indonesia.pdf', 'hash': '1754290d5db3a0d7c6acfa95509b4a36', 'datasetid': 'document', 'filesize': 3439168, 'objectid': 158929, 'uri': 'http://repository.lppm.unila.ac.id/id/file/432005'}]}]",Asian Journal of Agriculture and Rural Development,2022-01-19 05:40:04,,301,2022-01-19 05:40:04,2021-05-01 00:00:00.000000000,disk0/00/03/79/95,,"[{'id': 'indahlistiana@yahoo.com', 'name': {'given': 'Indah', 'lineage': None, 'honourific': None, 'family': 'Listiana'}}, {'name': {'family': 'Indah Nurmayasari', 'honourific': None, 'lineage': None, 'given': 'IN'}, 'id': 'indahnurma1@gmail.com'}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Bursan', 'given': 'Rinaldi'}}, {'name': {'given': 'Sukmayanto', 'lineage': None, 'honourific': None, 'family': 'Muher Sukmayanto'}, 'id': None}, {'id': 'helviyanfika@yahoo.co.id', 'name': {'lineage': None, 'family': 'Helvi Yanfika', 'honourific': None, 'given': 'HY'}}, {'id': 'radianawidyastuti@yahoo.co.id', 'name': {'given': 'diana', 'lineage': None, 'family': 'widyastuti', 'honourific': None}}]",,['FP26'],other,8,,show,"Farmers Capacity and Rice Productivity in Climate Change Adaptation in Central Lampung Regency, Indonesia",https://archive.aessweb.com/index.php/5005/article/view/4383,['S1'],"Climate change is an extreme natural change condition due to global warming that cannot be avoided, and will have a broad impact on various aspects of life, including the agricultural sector. The impact of climate change that occurs in the agricultural sector, namely flood and
drought that cause plants to  crop failure , is becoming greater, causing significant reduction in agricultural production, especially rice, requiring that farmers have the ability to adapt to climate change. The purposes of this study are to analyze the relationship between the performance level of agricultural extension workers and
the capacity level of farmers in regard to climate change adaptation, and to analyze the relationship between the level of farmer capacity in climate change adaptation and rice productivity. The research was conducted in Central Lampung Regency in 2019 using a total of 100 rice farmers. The data analysis method used is Spearman rank correlation analysis. The results show that the performance level of
agricultural instructors is significantly related to the level of knowledge capacity, attitude, and skills of farmers in climate change adaptation. Knowledge capacity, attitude, and skills of farmers in climate change adaptation are significantly related to rice productivity.",2022-01-19 05:40:04,archive,,,37995,,,,,,,
30,http://repository.lppm.unila.ac.id/id/eprint/37996,public,,pub,,"[{'main': 'Internasional_Farmers Capacity and Rice Productivity in Climate Change Adaptation in Central Lampung Regency, Indonesia.pdf', 'docid': 158930, 'files': [{'filename': 'Internasional_Farmers Capacity and Rice Productivity in Climate Change Adaptation in Central Lampung Regency, Indonesia.pdf', 'hash': '8b19dddeaa6fb3242cd7fb3e335c931c', 'mtime': '2022-01-18 23:40:59', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 432012, 'filesize': 306010, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/432012', 'objectid': 158930}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/158930', 'rev_number': 1, 'eprintid': 37996, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",Asian Journal of Agriculture and Rural Development,2022-01-19 05:40:07,,301,2022-01-19 05:40:07,2021-05-01 00:00:00.000000000,disk0/00/03/79/96,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Listiana', 'given': 'Indah'}, 'id': 'indahlistiana@yahoo.com'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Indah Nurmayasari', 'given': 'IN'}, 'id': 'indahnurma1@gmail.com'}, {'name': {'given': 'Rinaldi', 'lineage': None, 'honourific': None, 'family': 'Bursan'}, 'id': None}, {'id': None, 'name': {'family': 'Muher Sukmayanto', 'honourific': None, 'lineage': None, 'given': 'Sukmayanto'}}, {'id': 'helviyanfika@yahoo.co.id', 'name': {'given': 'HY', 'honourific': None, 'family': 'Helvi Yanfika', 'lineage': None}}, {'id': 'radianawidyastuti@yahoo.co.id', 'name': {'lineage': None, 'family': 'widyastuti', 'honourific': None, 'given': 'diana'}}]",,['FP26'],other,8,,show,"Hasil Review_Farmers’ Capacity and Rice Productivity in Climate Change Adaptation in Central Lampung Regency, Indonesia",https://archive.aessweb.com/index.php/5005/article/view/4383,['S1'],Hasil Review Asian Journal of Agriculture and Rural Development,2022-01-19 05:40:07,archive,,,37996,,,,,,,
