,creators,dir,date,type,divisions,ispublished,documents,publisher,uri,full_text_status,lastmod,userid,datestamp,eprintid,date_type,title,rev_number,place_of_pub,metadata_visibility,status_changed,eprint_status,subjects,pagerange,refereed,pres_type,event_title,abstract,related_url,event_type,official_url,issn,publication,number,corp_creators,volume,id_number,contact_email,contributors,institution,monograph_type,pages,event_location,event_dates
46,"[{'id': None, 'name': {'honourific': None, 'family': 'Irwan Effendi', 'lineage': None, 'given': 'IE'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Helvi Yanfika', 'given': 'HY'}, 'id': 'helviyanfika@yahoo.co.id'}, {'id': None, 'name': {'given': 'SG', 'lineage': None, 'honourific': None, 'family': 'Sumaryo Gitosaputro'}}, {'id': None, 'name': {'given': 'IL', 'lineage': None, 'family': 'Indah Listiana', 'honourific': None}}, {'name': {'given': 'Mutolib, Abdul', 'lineage': None, 'honourific': None, 'family': 'Abdul Mutolib'}, 'id': None}, {'id': None, 'name': {'family': 'Ali Rahmat', 'honourific': None, 'lineage': None, 'given': 'Rahmat, Ali'}}]",disk0/00/02/91/51,1970-01-01 00:00:00.000002019,other,['FP26'],pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 29151, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43260', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'filesize': 2123316, 'datasetid': 'document', 'mtime': '2021-04-12 04:56:30', 'hash_type': 'MD5', 'filename': 'Internasional_Has empowerment program been appropriate for the need of fisheries business player  case study in Lampung province Indonesia.pdf', 'hash': 'e8269e36236c9f6da1954e27cba1fc09', 'fileid': 258479, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/258479', 'objectid': 43260}], 'docid': 43260, 'main': 'Internasional_Has empowerment program been appropriate for the need of fisheries business player  case study in Lampung province Indonesia.pdf'}]",International Journal of Multicultural and Multireligious Understanding,http://repository.lppm.unila.ac.id/id/eprint/29151,public,2021-04-13 01:09:10,301,2021-04-13 01:09:10,29151,,"Hasil Review_Has Empowerment Program Been Appropriate for the Need of Fisheries Business Player ? : Case Study in Lampung Province, Indonesia",8,,show,2021-04-13 01:09:10,archive,['S1'],,,,,Hasil Review International Journal of Multicultural and Multireligious Understanding,[{'url': 'https://ijmmu.com/index.php/ijmmu/article/view/982/741'}],,https://ijmmu.com/index.php/ijmmu/article/view/982/741,,,,,,,,,,,,,
47,"[{'id': 'korrangga@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Kordiyana K Rangga', 'given': 'KKR'}}, {'id': None, 'name': {'given': 'IE', 'family': 'Irwan Effendi', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Indah', 'family': 'Listiana', 'honourific': None, 'lineage': None}, 'id': 'indahlistiana@yahoo.com'}, {'id': None, 'name': {'given': 'Doni', 'lineage': None, 'family': 'Pranata', 'honourific': None}}]",disk0/00/02/92/37,1970-01-01 00:00:00.000002019,other,['FP26'],pub,"[{'docid': 43345, 'main': 'NASIONAL_Hubungan kepemimpinan ketua kelompok dengan keefektifan kelompok tani padi sawah di Kecamatan Sukoraharjo Kabupaten Pringsewu.pdf', 'files': [{'datasetid': 'document', 'filesize': 1953025, 'fileid': 259097, 'mime_type': 'application/pdf', 'mtime': '2021-04-12 08:50:38', 'hash_type': 'MD5', 'hash': '0761ea757389d10c1c77ce6557922b71', 'filename': 'NASIONAL_Hubungan kepemimpinan ketua kelompok dengan keefektifan kelompok tani padi sawah di Kecamatan Sukoraharjo Kabupaten Pringsewu.pdf', 'objectid': 43345, 'uri': 'http://repository.lppm.unila.ac.id/id/file/259097'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43345', 'eprintid': 29237, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",Jurnal Pengkajian dan Pengembangan Teknologi Pertanian,http://repository.lppm.unila.ac.id/id/eprint/29237,public,2021-04-13 01:11:03,609,2021-04-13 01:11:03,29237,,Hasil Review_Hubungan Kepemimpinan Ketua Kelompok dengan Keefektifan Kelompok Tani Padi Sawah di Kecamatan Sukoharjo Kabupaten Pringsewu,7,,show,2021-04-13 01:11:03,archive,['S1'],,,,,Hasil Review Jurnal Pengkajian dan Pengembangan Teknologi Pertanian,[{'url': 'http://ejurnal.litbang.pertanian.go.id/index.php/jpengkajian/article/view/9376'}],,http://ejurnal.litbang.pertanian.go.id/index.php/jpengkajian/article/view/9376,,,,,,,,,,,,,
48,"[{'name': {'family': 'Listiana', 'honourific': None, 'lineage': None, 'given': 'Indah'}, 'id': 'indahlistiana@yahoo.com'}, {'name': {'given': 'IRWAN', 'honourific': None, 'family': 'EFFENDI', 'lineage': None}, 'id': None}, {'id': 'amutolib24@yahoo.com', 'name': {'family': 'Mutolib', 'honourific': None, 'lineage': None, 'given': 'Abdul'}}, {'id': None, 'name': {'given': 'Ali', 'lineage': None, 'honourific': None, 'family': 'Rahmat'}}]",disk0/00/03/95/72,2019-04-01 00:00:00.000000000,other,['FP26'],pub,"[{'placement': 2, 'security': 'public', 'eprintid': 39572, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/444364', 'objectid': 160858, 'filename': 'the behavior.pdf', 'hash': 'fe11fcb6f0b9ea1c05ad0ee6ffb3f015', 'hash_type': 'MD5', 'mtime': '2022-02-19 06:35:28', 'mime_type': 'application/pdf', 'fileid': 444364, 'filesize': 1888724, 'datasetid': 'document'}], 'docid': 160858, 'main': 'the behavior.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160858', 'pos': 2, 'format': 'text'}]",IOP Conf. Series: Earth and Environmental Science,http://repository.lppm.unila.ac.id/id/eprint/39572,public,2022-02-19 10:30:13,609,2022-02-19 10:30:13,39572,,FIX OK_HASIL REVIEW_The behavior of Extension Agents in Utilizing Information and Technology to Improve the Performance of Extension Agents in Lampung Province,10,,show,2022-02-19 10:30:13,archive,['S1'],,,,,FIK OK HASIL REVIEW IOP Conf. Series: Earth and Environmental Science,,,,,,,,,,,,,,,,
49,"[{'id': 'indahlistiana@yahoo.com', 'name': {'given': 'Indah', 'family': 'Listiana', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'given': 'IRWAN', 'lineage': None, 'honourific': None, 'family': 'EFFENDI'}}, {'id': 'amutolib24@yahoo.com', 'name': {'family': 'Mutolib', 'honourific': None, 'lineage': None, 'given': 'Abdul'}}, {'name': {'family': 'Rahmat', 'honourific': None, 'lineage': None, 'given': 'Ali'}, 'id': None}]",disk0/00/03/95/47,1970-01-01 00:00:00.000002019,other,['FP26'],pub,"[{'files': [{'objectid': 160826, 'uri': 'http://repository.lppm.unila.ac.id/id/file/444118', 'mime_type': 'application/pdf', 'fileid': 444118, 'hash': '63c35d0d04fb28bbdb5f92c293ecfd9e', 'filename': 'FIX PEER REVIEEW THE BEHAVIOR.pdf', 'mtime': '2022-02-18 22:16:51', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 1785300}], 'main': 'FIX PEER REVIEEW THE BEHAVIOR.pdf', 'docid': 160826, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160826', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 39547, 'language': 'en', 'mime_type': 'application/pdf'}]",Journal of Physics: Conference Series,http://repository.lppm.unila.ac.id/id/eprint/39547,public,2022-02-19 10:56:04,609,2022-02-19 10:56:04,39547,,FIX PEER REVIEW_The behavior of Extension Agents in Utilizing Information and Technology to Improve the Performance of Extension Agents in Lampung Province,8,,show,2022-02-19 10:56:04,archive,['S1'],,,,,FIX PEER REVIEW Journal of Physics: Conference Series,,,,,,,,,,,,,,,,
50,"[{'id': 'indahlistiana@yahoo.com', 'name': {'honourific': None, 'family': 'Listiana', 'lineage': None, 'given': 'Indah'}}, {'id': None, 'name': {'given': 'IRWAN', 'family': 'EFFENDI', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Abdul', 'lineage': None, 'honourific': None, 'family': 'Mutolib'}, 'id': 'amutolib24@yahoo.com'}, {'name': {'lineage': None, 'family': 'Rahmat', 'honourific': None, 'given': 'Ali'}, 'id': None}]",disk0/00/01/16/16,2019-04-01 00:00:00.000000000,article,['FP26'],pub,"[{'eprintid': 11616, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 24612, 'main': 'Listiana_2019_J._Phys.%3A_Conf._Ser._1155_012004.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/105189', 'objectid': 24612, 'filesize': 389146, 'datasetid': 'document', 'hash': '101c2a242cedd2bda6d169d00f84254c', 'filename': 'Listiana_2019_J._Phys.%3A_Conf._Ser._1155_012004.pdf', 'mtime': '2019-05-04 08:48:49', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 105189}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/24612', 'rev_number': 1}]",IOP Publishing,http://repository.lppm.unila.ac.id/id/eprint/11616,public,2019-05-06 01:47:28,609,2019-05-06 01:47:28,11616,published,"The behavior of Extension Agents in Utilizing Information and
Technology to Improve the Performance of Extension Agents in
Lampung Province",6,,show,2019-05-06 01:47:28,archive,['H1'],1-9,TRUE,,,"The behavior of Extension Agents in Utilizing Information and
Technology to Improve the Performance of Extension Agents in
Lampung Province","[{'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1155/1/012004/pdf', 'type': 'author'}]",,https://iopscience.iop.org/issue/1742-6596/1155/1,1755-1315,IOP Conf. Series: Earth and Environmental Science,2019.0,,1155,12004,,,,,,,
51,"[{'name': {'given': 'Indah', 'family': 'Listiana', 'honourific': None, 'lineage': None}, 'id': 'indahlistiana@yahoo.com'}, {'id': None, 'name': {'given': 'IRWAN', 'family': 'EFFENDI', 'honourific': None, 'lineage': None}}, {'id': 'amutolib24@yahoo.com', 'name': {'given': 'Abdul', 'honourific': None, 'family': 'Mutolib', 'lineage': None}}, {'name': {'given': 'Ali', 'family': 'Rahmat', 'honourific': None, 'lineage': None}, 'id': None}]",disk0/00/02/82/57,1970-01-01 00:00:00.000002019,other,['FP26'],pub,"[{'eprintid': 28257, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 42304, 'main': 'The_Behavior_of_Extension_Agents_in_Utilizing___IO_2.pdf', 'files': [{'objectid': 42304, 'uri': 'http://repository.lppm.unila.ac.id/id/file/251357', 'datasetid': 'document', 'filesize': 2175117, 'mime_type': 'application/pdf', 'fileid': 251357, 'hash': 'e409f3db8ffb15e51de186ec48bacd6e', 'filename': 'The_Behavior_of_Extension_Agents_in_Utilizing___IO_2.pdf', 'hash_type': 'MD5', 'mtime': '2021-03-07 11:45:56'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42304', 'rev_number': 1}]",https://iopscience.iop.org/article/10.1088/1742-6596/1155/1/012004/meta,http://repository.lppm.unila.ac.id/id/eprint/28257,public,2021-03-08 01:52:08,609,2021-03-08 01:52:08,28257,published,similarity check result The behavior of Extension Agents in Utilizing Information and Technology to Improve the Performance of Extension Agents in Lampung Province,7,Journal of Physics: Conference Series,show,2021-03-08 01:52:08,archive,['H1'],,,,,"The ability of individuals to utilize information and technology (IT) is needed, it also happens in the agriculture field. Extension agents are required to have the ability to use IT to support their performance. The ability to utilize IT can encourage the presence of professional, broad-minded and high-capacity extension agents. The high capacity of agents will facilitate 
them to carry out its performance. In fact, the problem in the field is the low performance of agricultural extension agents. It can be due to various issues such as low capacity, lack of infrastructure availability, low ability to access information and others, these issues were also 
found in extension agents in Lampung Province. The aim of this study is to measure the behavior of agricultural, fisheries and forestry extension agents in utilizing IT. This research is a descriptive study using a survey method with quantitative and qualitative approaches. The study 
was conducted in Lampung Province with 355 respondents. The results suggested that the knowledge of the extension agents in utilizing IT classified as the high category, however, the behavior of the extension agents in utilizing IT still needs to be improved to be good behavior in 
utilizing IT. Likewise, the extension agent’s skill in utilizing IT is still in the medium category, therefore the support of all parties is needed to increase extension agent’s behavior in utilizing IT becomes better and can support the performance of extension agents.","[{'type': 'author', 'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1155/1/012004/meta'}]",,https://iopscience.iop.org/article/10.1088/1742-6596/1155/1/012004/meta,,,,,,,,,,,,,
52,"[{'id': 'indahlistiana@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Listiana', 'given': 'Indah'}}, {'id': 'agus.hudoyo@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Hudoyo', 'given': 'Agus'}}, {'id': None, 'name': {'lineage': None, 'family': 'Prayitno', 'honourific': None, 'given': 'Rio Tedy'}}, {'id': 'amutolib24@yahoo.com', 'name': {'lineage': None, 'family': 'Mutolib', 'honourific': None, 'given': 'Abdul'}}]",disk0/00/02/93/17,1970-01-01 00:00:00.000002019,other,['FP26'],pub,"[{'files': [{'objectid': 43437, 'uri': 'http://repository.lppm.unila.ac.id/id/file/259791', 'fileid': 259791, 'mime_type': 'application/pdf', 'mtime': '2021-04-13 07:14:34', 'hash_type': 'MD5', 'hash': 'b788ed912d51bbe658cca0e1b031b8ba', 'filename': 'PROSIDING_Adoption level of environmentally friendly paddy cultivated innovation in pringsewu district Lampung province Indonesia.pdf', 'datasetid': 'document', 'filesize': 1983588}], 'docid': 43437, 'main': 'PROSIDING_Adoption level of environmentally friendly paddy cultivated innovation in pringsewu district Lampung province Indonesia.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43437', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 29317, 'mime_type': 'application/pdf', 'language': 'en'}]",Young Scholar Symposium on Science Education and Environment,http://repository.lppm.unila.ac.id/id/eprint/29317,public,2021-04-13 08:05:01,609,2021-04-13 08:05:01,29317,,hasil review_Adoption level of environmentally friendly paddy cultivated innovation in pringsewu district Lampung province Indonesia,7,,show,2021-04-13 08:05:01,archive,['S1'],,,,,hasil review Young Scholar Symposium on Science Education and Environment,[{'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1467/1/012025/pdf'}],,https://iopscience.iop.org/article/10.1088/1742-6596/1467/1/012025/pdf,,,,,,,,,,,,,
53,"[{'id': 'indahlistiana1@gmail.com', 'name': {'given': 'Indah', 'honourific': None, 'family': 'Listiana', 'lineage': None}}, {'name': {'given': 'Sumardjo', 'honourific': None, 'family': 'Sumardjo', 'lineage': None}, 'id': 'sumardjo252@gmail.com'}, {'name': {'honourific': None, 'family': 'Sadono', 'lineage': None, 'given': 'Dwi'}, 'id': None}, {'name': {'given': 'Prabowo', 'lineage': None, 'family': 'Tjitropranoto', 'honourific': None}, 'id': None}, {'id': None, 'name': {'lineage': None, 'family': 'Ariyanto', 'honourific': None, 'given': 'Dafit'}}]",disk0/00/03/93/61,2019-10-01 00:00:00.000000000,other,['FP26'],pub,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160644', 'main': 'Fix_Peer Review_ Internet Usage In Agricultural.pdf', 'docid': 160644, 'files': [{'objectid': 160644, 'uri': 'http://repository.lppm.unila.ac.id/id/file/442694', 'datasetid': 'document', 'filesize': 1116008, 'fileid': 442694, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-02-15 23:48:10', 'hash': '3036b9c8af24e4bc22a5264877b1f8c9', 'filename': 'Fix_Peer Review_ Internet Usage In Agricultural.pdf'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 39361, 'placement': 1, 'security': 'public'}]",International Journal of Innovative Technology and Exploring Engineering,http://repository.lppm.unila.ac.id/id/eprint/39361,public,2022-02-17 01:15:38,609,2022-02-17 01:15:38,39361,,Hasil Review_Internet Usage in Agricultural Extension Activities in Lampung Province,9,,show,2022-02-17 01:15:38,archive,['S1'],,,,,Hasil Review International Journal of Innovative Technology and Exploring Engineering,,,https://www.ijitee.org/wp-content/uploads/papers/v8i12/L30971081219.pdf,,,,,,,,,,,,,
54,"[{'id': 'indahlistiana@yahoo.com', 'name': {'lineage': None, 'family': 'Listiana', 'honourific': None, 'given': 'Indah'}}, {'name': {'given': 'Sumardjo', 'family': 'Sumardjo', 'honourific': None, 'lineage': None}, 'id': 'sumardjo252@gmail.com'}, {'name': {'given': 'dwi', 'honourific': None, 'family': 'sadono', 'lineage': None}, 'id': None}, {'name': {'given': 'Prabowo', 'honourific': None, 'family': 'Tjitropranoto', 'lineage': None}, 'id': None}, {'id': None, 'name': {'given': 'dafit', 'honourific': None, 'family': 'Ariyanto', 'lineage': None}}]",disk0/00/02/92/06,2019-10-01 00:00:00.000000000,other,['FP26'],pub,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/258860', 'objectid': 43312, 'filesize': 1935617, 'datasetid': 'document', 'filename': 'INTERNASIONAL_Internet usage in agricultural extension activities in Lampung province Indonesia.pdf', 'hash': 'ae90e1536300ec8f4c8600f8d07fb938', 'mtime': '2021-04-12 07:30:40', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 258860}], 'docid': 43312, 'main': 'INTERNASIONAL_Internet usage in agricultural extension activities in Lampung province Indonesia.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43312', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 29206, 'mime_type': 'application/pdf', 'language': 'en'}]",international journal of innovative technology and exploring engineering,http://repository.lppm.unila.ac.id/id/eprint/29206,public,2021-04-13 01:13:27,609,2021-04-13 01:13:27,29206,,hasil review_Internet usage in agricultural extension activities in Lampung province Indonesia,8,,show,2021-04-13 01:13:27,archive,['S1'],,,,,hasil review international journal of innovative technology and exploring engineering,[{'url': 'https://www.ijitee.org/wp-content/uploads/papers/v8i12/L30971081219.pdf'}],,https://www.ijitee.org/wp-content/uploads/papers/v8i12/L30971081219.pdf,,,,,,,,,,,,,
55,"[{'name': {'given': 'Indah', 'honourific': None, 'family': 'Listiana', 'lineage': None}, 'id': 'indahlistiana@yahoo.com'}, {'name': {'lineage': None, 'family': 'Sumardjo', 'honourific': None, 'given': 'Sumardjo'}, 'id': 'sumardjo252@gmail.com'}, {'name': {'given': 'dwi', 'family': 'sadono', 'honourific': None, 'lineage': None}, 'id': None}, {'name': {'lineage': None, 'family': 'Tjitropranoto', 'honourific': None, 'given': 'Prabowo'}, 'id': None}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Ariyanto', 'given': 'dafit'}}]",disk0/00/02/82/52,2019-10-01 00:00:00.000000000,other,['FP26'],pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 28252, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42299', 'rev_number': 1, 'docid': 42299, 'main': 'Internet_Usage_in_Agricultural_Extension_Activitie_2.pdf', 'files': [{'filesize': 3467275, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-03-07 11:01:33', 'filename': 'Internet_Usage_in_Agricultural_Extension_Activitie_2.pdf', 'hash': '73315dd21b2751f1cbe49c3f8430b870', 'fileid': 251305, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/251305', 'objectid': 42299}]}]",https://www.ijitee.org/,http://repository.lppm.unila.ac.id/id/eprint/28252,public,2021-03-07 11:08:34,609,2021-03-07 11:08:34,28252,published,"similarity check result Internet Usage in Agricultural Extension Activities in Lampung Province, Indonesia",8,International Journal of Innovative Technology and Exploring Engineering    (IJITEE),show,2021-03-07 11:08:34,archive,['H1'],,,,,"Low internet usage by extension agent, impact on the inhibition of the flow of information to the farmers and lead to the income received by farmers. In the digital era today, if the extension agent is not encouraged to use the internet then they will be left behind and will be left out by the farmers. This study aimed to (1) analyze the internet availability in Lampung Province (2) to analyze the level of internet usage for extension agent in Lampung and (3) to analyze factors influencing internet usage of extension agent. This research was conducted in Lampung Province with analysis unit of extension agent in the 
office of BP3K (Extension Agency of Agriculture, Fisheries, and Forestry) which has been facilitated by computer and internet network. Respondents consisted of 355 extension agent served in BP3K. Multiple Linear Regression Analysis was used to determine the effect of independent variables on the dependent variable. The availability of facilities and internet network in 
Extension Offices is not sufficient even extension agent used their private facilities. The Internet network had reached the remote areas very well in spreading and transmitting information. Almost all extension agent have internet-connected devices and internet-based applications. Extension agents facilitated by computer and internet network communicating using social media, however capabilities in using the internet to search information related agricultural technology remained low. The use of the internet by extension agent was influenced by the nature of internet innovation, the number of Internet-based applications and the amount of existed hardware.",,,https://www.ijitee.org/wp-content/uploads/papers/v8i12/L30971081219.pdf,,,,,,,,,,,,,
56,"[{'name': {'given': 'Ahmad', 'lineage': None, 'family': 'Miftahuddin,', 'honourific': None}}, {'name': {'family': 'Nikmatullah,', 'honourific': None, 'lineage': None, 'given': 'Dewangga'}}, {'name': {'honourific': None, 'family': 'Rangga,', 'lineage': None, 'given': 'Kordiyana'}}]",disk0/00/02/22/73,2019-05-02 00:00:00.000000000,article,['FP26'],pub,"[{'files': [{'datasetid': 'document', 'filesize': 485838, 'mime_type': 'application/pdf', 'fileid': 204848, 'filename': 'JURNAL.pdf', 'hash': 'c864a93c3c7550dbe90f5202f0171667', 'hash_type': 'MD5', 'mtime': '2020-06-11 07:15:02', 'objectid': 35689, 'uri': 'http://repository.lppm.unila.ac.id/id/file/204848'}], 'docid': 35689, 'main': 'JURNAL.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35689', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 22273, 'language': 'en', 'mime_type': 'application/pdf'}]",JIIA,http://repository.lppm.unila.ac.id/id/eprint/22273,public,2020-06-11 07:40:30,966,2020-06-11 07:40:30,22273,,HUBUNGAN TINGKAT PARTISIPASI ANGGOTA KELOMPOK TANI DENGAN DINAMIKA KELOMPOK TANI SERTA PENINGKATAN PRODUKSI PADI DI DESA CINTAMULYA KECAMATAN CANDIPURO KABUPATEN LAMPUNG SELATAN,7,,show,2020-06-11 07:40:30,archive,['S1'],242-246,TRUE,,,"This study aims to examine participation level of farmer group members, farmer group dynamics, rice production increase, and the relationship between the the participation, group dynamics and rice production increase in Cintamulya Village, Candipuro District, South Lampung Regency. Respondents in this study were 85 farmers. The study was conducted in August - September 2017. The research method used was a survey method using a quantitative descriptive analysis method. The relationship among variables are analyzed using nonparametric statistics Spearman rank correlation test. The results showed that the participation rate of farmer group members is in a low category, group dynamics is in less dynamic category, and increase production is included in a low category. There are significant relationships between the level of participation of members of farmer groups and farmer group dynamics, the level of participation and production increase, and group dynamics and production increase.",[{'url': 'http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/3384'}],,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/3384,,"This study aims to examine participation level of farmer group members, farmer group dynamics, rice production increase, and the relationship between the the participation, group dynamics and rice production increase in Cintamulya Village, Candipuro Distr",2.0,,7,,,,,,,,
57,"[{'id': 'ktut.murniati@fp.unila.ac.id', 'name': {'given': 'Ktut', 'lineage': None, 'family': 'Murniati', 'honourific': None}}, {'name': {'given': 'Sudarma', 'lineage': None, 'family': 'Widjaya', 'honourific': None}, 'id': 'sudarmawidjaya@gmail.com'}, {'id': 'adawiyahrabiatul81@yahoo.co.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Adawiyah', 'given': 'Rabiatul'}}, {'id': 'indahlistiana@yahoo.com', 'name': {'given': 'Indah', 'honourific': None, 'family': 'Listiana', 'lineage': None}}]",disk0/00/01/12/05,2019-04-01 00:00:00.000000000,article,['FP26'],pub,"[{'eprintid': 11205, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 24205, 'main': '185110-470869-1-SM.pdf', 'files': [{'objectid': 24205, 'uri': 'http://repository.lppm.unila.ac.id/id/file/102278', 'datasetid': 'document', 'filesize': 818198, 'fileid': 102278, 'mime_type': 'application/pdf', 'mtime': '2019-04-18 09:14:19', 'hash_type': 'MD5', 'hash': '369dbc145426352124f2aa0c781239a2', 'filename': '185110-470869-1-SM.pdf'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/24205', 'rev_number': 1}]",http://journal.aesonnigeria.org,http://repository.lppm.unila.ac.id/id/eprint/11205,public,2019-04-29 08:13:22,609,2019-04-29 08:13:22,11205,published,"Climate Change Adaptation Strategy for Sustainability and Food Security of Cassava Farming Households in Lampung, Indonesia",7,,show,2019-04-29 08:13:22,archive,['H1'],138-146,TRUE,,,"Climate change causes significant impact on fluctuating agricultural production and food security. This study aimed to assess farmer’s adaptation strategies to the impact of climate change in cassava farming and to analyze food security level of cassava farming households. The research was conducted in Gunung Agung Village and Gunung Batin Village, Terusan Nunyai Subdistrict, Central Lampung Regency. A total of 66 cassava farmers were selected through simple random sampling. Data analysis applied were descriptive analysis of food security level according to the definition of FAO and Ordinal Logit (Ologit) analysis. Results showed that an average of 5 climate change adaptation strategies were applied by cassava farmers. Food security level of majority of casava farming households was found to fall into the less secure category. Climate change adaptation strategy (1.56), land size (5.36), and price of rice (-0.004) were identified to affect food security of cassava farming households.","[{'type': 'pub', 'url': 'https://dx.doi.org/10.4314/jae.v23i2.14'}]",,http://www.ajol.info/index.php/jae,24086851; ISSN(Print); 1119944X,Journal of Agricultural Extension,2.0,,23,http://eoi.citefactor.org/10.11226/v23i,,,,,,,
58,"[{'name': {'lineage': None, 'family': 'Murniati', 'honourific': None, 'given': 'Ktut'}, 'id': 'ktut.murniati@fp.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Wijaya', 'honourific': None, 'given': 'Sudarma'}, 'id': None}, {'id': 'rabiatul.adawiyah@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Rabiatul Adawiyah', 'lineage': None, 'given': 'RA'}}, {'id': 'indahlistiana@yahoo.com', 'name': {'given': 'Indah', 'lineage': None, 'family': 'Listiana', 'honourific': None}}]",disk0/00/02/92/29,2019-04-01 00:00:00.000000000,other,['FP26'],pub,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/259033', 'objectid': 43336, 'filesize': 2181173, 'datasetid': 'document', 'mtime': '2021-04-12 08:15:34', 'hash_type': 'MD5', 'hash': '6d57b6dcca6b4fefad215a0e65f681a4', 'filename': 'INTERNASIONAL_The climate change adoption strategy for sustainability and food security of cassava farming households in Lampung Indonesia.pdf', 'fileid': 259033, 'mime_type': 'application/pdf'}], 'docid': 43336, 'main': 'INTERNASIONAL_The climate change adoption strategy for sustainability and food security of cassava farming households in Lampung Indonesia.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43336', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 29229, 'mime_type': 'application/pdf', 'language': 'en'}]",https://www.ajol.info/index.php/jae/article/view/185110,http://repository.lppm.unila.ac.id/id/eprint/29229,public,2021-04-13 01:13:43,609,2021-04-13 01:13:43,29229,,hasil review_The climate change adoption strategy for sustainability and food security of cassava farming households in Lampung Indonesia,7,,show,2021-04-13 01:13:43,archive,['S1'],,,,,hasil review journal of agricultural extension,[{'url': 'https://www.ajol.info/index.php/jae/article/view/185110'}],,https://www.ajol.info/index.php/jae/article/view/185110,,,,,,,,,,,,,
