,full_text_status,uri,refereed,ispublished,documents,publisher,datestamp,lastmod,userid,dir,date,publication,creators,divisions,type,rev_number,metadata_visibility,title,subjects,abstract,status_changed,eprint_status,eprintid,book_title,pres_type,event_type,event_title,projects,date_type,official_url,place_of_pub,id_number,funders,corp_creators,volume,number
21,public,http://repository.lppm.unila.ac.id/id/eprint/42088,FALSE,pub,"[{'security': 'public', 'placement': 1, 'eprintid': 42088, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/464016', 'objectid': 163785, 'mtime': '2022-06-04 06:21:25', 'hash_type': 'MD5', 'hash': '73fc0485e2b35d36c108c2b763065a64', 'filename': 'Reviewe Evaluasi Putusan.pdf', 'fileid': 464016, 'mime_type': 'application/pdf', 'filesize': 644830, 'datasetid': 'document'}], 'main': 'Reviewe Evaluasi Putusan.pdf', 'docid': 163785, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163785', 'format': 'text', 'pos': 1}]",JASSP,2022-06-06 01:25:47,2022-06-06 01:25:47,23041,disk0/00/04/20/88,1970-01-01 00:00:00.000002022,Journal of Advance in Social Sciences and Policy (JASSP) Universitas Lampung,"[{'name': {'given': 'Havez', 'honourific': None, 'family': 'Muhammad', 'lineage': None}, 'id': 'muhammad.havez@fh.unila.ac.id'}]",['FH2'],article,6,show,Evaluasi Putusan Mahkamah Konstitusi (MK) Terkait Hukum Perdata Internasional.,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,2022-06-06 01:25:47,archive,42088,,,,,,,,,,,,,
22,public,http://repository.lppm.unila.ac.id/id/eprint/48693,FALSE,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/188066', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'filesize': 69983, 'datasetid': 'document', 'mtime': '2023-03-01 06:50:14', 'hash_type': 'MD5', 'filename': 'Riviewer.pdf', 'hash': 'ef987ce40856d8ccb827ca2f97954298', 'fileid': 530697, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/530697', 'objectid': 188066}], 'main': 'Riviewer.pdf', 'docid': 188066, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 48693}]",good wood,2023-03-01 07:46:10,2023-03-01 07:46:10,26202,disk0_bak/00/04/86/93,1970-01-01 00:00:00.000002022,JIHHAM,"[{'id': None, 'name': {'given': 'Dwi', 'lineage': None, 'honourific': None, 'family': 'Rimadona'}}, {'name': {'given': None, 'lineage': None, 'family': None, 'honourific': None}, 'id': 'dwi.rimadona@yahoo.com'}]",['FH2'],article,8,show,"Aspek Hukum Dalam Akad Pembiayaan Al Murabahah Pada Perbankan Syariah (Studi Pada PT. Bank Syariah Indonesia Tbk Cabang Kedaton, Bandar Lampung)",['K1'],Hasil Cek Per-Review,2023-03-01 07:46:10,archive,48693,,,,,,,,,,,,,
23,public,http://repository.lppm.unila.ac.id/id/eprint/43017,FALSE,pub,"[{'eprintid': 43017, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Legal politics.pdf', 'docid': 164871, 'files': [{'objectid': 164871, 'uri': 'http://repository.lppm.unila.ac.id/id/file/470830', 'datasetid': 'document', 'filesize': 592528, 'mime_type': 'application/pdf', 'fileid': 470830, 'hash': 'c5a13dfa0db10576450fa01119dea477', 'filename': 'Legal politics.pdf', 'hash_type': 'MD5', 'mtime': '2022-07-06 07:18:43'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/164871', 'rev_number': 1}]",IJMMU,2022-07-06 07:41:52,2022-07-06 07:41:52,188,disk0/00/04/30/17,1970-01-01 00:00:00.000002022,International Journal of Multicultural and Multireligious Understanding,"[{'name': {'given': 'Rinaldy Amrullah', 'lineage': None, 'family': 'Rinaldy Amrullah', 'honourific': None}}]",['FH2'],article,6,show,Legal politics against Dominus Litis at the Attorney General's Office in Exercising the Power of Prosecution,['K1'],,2022-07-06 07:41:52,archive,43017,,,,,,,,,,,,,
24,public,http://repository.lppm.unila.ac.id/id/eprint/43111,FALSE,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/164969', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/471602', 'objectid': 164969, 'filesize': 1946348, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-07-08 02:31:41', 'hash': '4151027b6d62d910ad9c79875eb7220f', 'filename': 'Legal politics against.pdf', 'fileid': 471602, 'mime_type': 'application/pdf'}], 'main': 'Legal politics against.pdf', 'docid': 164969, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 43111}]",IJMMU,2022-07-08 03:56:41,2022-07-08 03:56:41,188,disk0/00/04/31/11,1970-01-01 00:00:00.000002022,International Journal of Multicultural and Multireligious Understanding,"[{'name': {'given': 'Rinaldy Amrullah', 'honourific': None, 'family': 'Rinaldy Amrullah', 'lineage': None}}]",['FH2'],article,6,show,Legal politics against Dominus Litis at the Attorney General's Office in Exercising the Power of Prosecution,['K1'],Hasil Check Similarity,2022-07-08 03:56:41,archive,43111,,,,,,,,,,,,,
25,public,http://repository.lppm.unila.ac.id/id/eprint/43015,FALSE,pub,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/164869', 'rev_number': 1, 'main': 'The Urgenci.pdf', 'docid': 164869, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/470817', 'objectid': 164869, 'filesize': 333641, 'datasetid': 'document', 'mtime': '2022-07-06 07:14:03', 'hash_type': 'MD5', 'filename': 'The Urgenci.pdf', 'hash': '1bb2a0593f739ad905048372183b782b', 'fileid': 470817, 'mime_type': 'application/pdf'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 43015, 'placement': 1, 'security': 'public'}]",SIJLCL,2022-07-06 07:41:45,2022-07-06 07:41:45,188,disk0/00/04/30/15,1970-01-01 00:00:00.000002022,"Scholars International Journal of Law, Crime and Justice","[{'name': {'lineage': None, 'honourific': None, 'family': 'Rinaldy Amrullah', 'given': 'Rinaldy Amrullah'}}]",['FH2'],article,6,show,"The Urgency of Returning Assets Proceeds of Corruption in State 
Financial Recovery",['K1'],,2022-07-06 07:41:45,archive,43015,,,,,,,,,,,,,
26,public,http://repository.lppm.unila.ac.id/id/eprint/43108,FALSE,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/164966', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 164966, 'uri': 'http://repository.lppm.unila.ac.id/id/file/471583', 'datasetid': 'document', 'filesize': 1331133, 'mime_type': 'application/pdf', 'fileid': 471583, 'hash': 'bb61fd2ffb24bfec7db42722b24a82ce', 'filename': 'The Urgenci.pdf', 'hash_type': 'MD5', 'mtime': '2022-07-08 01:23:48'}], 'main': 'The Urgenci.pdf', 'docid': 164966, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 43108}]",SIJLCJ,2022-07-08 03:56:35,2022-07-08 03:56:35,188,disk0/00/04/31/08,1970-01-01 00:00:00.000002022,"Scholars International Journal of Law, Crime and Justice","[{'name': {'given': 'Rinaldy Amrullah', 'honourific': None, 'family': 'Rinaldy Amrullah', 'lineage': None}, 'id': None}, {'name': {'given': 'Maroni', 'lineage': None, 'family': 'Maroni', 'honourific': None}, 'id': 'maroniunila@gmail.com'}, {'name': {'given': 'Diah Gustiniati Maulani', 'lineage': None, 'family': 'Diah Gustiniati Maulani', 'honourific': None}, 'id': None}]",['FH2'],article,7,show,The Urgency of Returning Assets Proceeds of Corruption in State Financial Recovery,['K1'],Hasil Check Similarity,2022-07-08 03:56:35,archive,43108,,,,,,,,,,,,,
27,public,http://repository.lppm.unila.ac.id/id/eprint/51059,,unpub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 51059, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190775', 'rev_number': 1, 'docid': 190775, 'main': 'Dr FX SumarjaSHMHum_FH_Magister Hukum_Laporan akhir 13 Sept 2022_Final.pdf', 'files': [{'mtime': '2023-05-04 06:51:29', 'hash_type': 'MD5', 'hash': '98d6e0c11e6177a18f2a79c579234826', 'filename': 'Dr FX SumarjaSHMHum_FH_Magister Hukum_Laporan akhir 13 Sept 2022_Final.pdf', 'fileid': 549084, 'mime_type': 'application/pdf', 'filesize': 554132, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/549084', 'objectid': 190775}]}]",FH Unila,2023-05-04 07:46:12,2023-05-04 07:46:12,940,disk0_bak/00/05/10/59,2022-09-01 00:00:00.000000000,,"[{'id': 'fxsmj.unila@gmail.com', 'name': {'lineage': None, 'family': 'Sumarja', 'honourific': None, 'given': 'FX'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Akib', 'given': 'Muhammad'}, 'id': None}]",['FH2'],other,8,show,POLITIK HUKUM PENGELOLAAN PERTAMBANGAN BERDASARKAN UNDANG UNDANG CIPTA KERJA,['K1'],"Pertambangan merupakan sektor yang mendapat perhatian serius dari pemerintah, mengingat kegiatan usaha pertambangan tersebut memberikan kontribusi yang cukup besar bagi masuknya devisa negara, hal ini terlihat dengan banyaknya perizinan Kuasa Pertambangan di daerah. Di sisi lain dengan meningkatnya jumlah kegiatan usaha pertambangan baik yang melibatkan investasi asing maupun nasional, menimbulkan eksploitasi besar-besaran dan mengakibatkan pencemaran serta rusaknya lingkungan. Wahana Lingkungan Hidup Indonesia
(WALHI) mencatat setidaknya terdapat 3 masalah pertambangan mulai dari masalah perizinan, konflik dengan penduduk lokal, hingga pencemaran akibat limbah tailing pertambangan. Saat kegiatan penambangan selesai, masalah belum berakhir hal ini dikarenakan ada beberapa perusahaan tambang yang meninggalkan lubang-lubang bekas tambang begitu saja.
Jika mengikuti aturan UU No. 4 Tahun 2009, perusahaan tambang wajib melakukan semua kegiatan Reklamasi dan Kegiatan Pasca tambang sekaligus menyetor dana jaminan Reklamasi dan Pasca tambang. Meskipun terdapat aturan
fakta di lapangan masih saja banyak terjadi pelanggaran berupa lubang-lubang bekas tambang dibiarkan terbuka dan menjadi danau raksasa yang menelan korban jiwa. Undang-undang cipta kerja bukannya memperkuat pengaturan justru
membebaskan kewajiban perusahaan dalam perbaikan lahan bekas tambang.
Hasil penelitian ditemukan bahwa politik hukum pengelolaan pertambangan berdasarkan undang-undang cipta kerja arahnya lebih condong pada pertumbuhan ekonomi sebagai titik sentral dengan cara memberikan kemudahan dan insentif kepada investor sebagai pelaku usaha. Sebagai solusinya, model kebijakan pengelolaan pertambangan berwawasan lingkungan dengan penerapan model siklus Plan Do Check Act (PDCA), serta penekanan terhadap pembangunan berkelanjutan.",2023-05-04 07:46:12,archive,51059,,,,,['Hibah Pascasarjana Unila'],submitted,http://repository.lppm.unila.ac.id/,Bandar Lampung,940.0,['LPPM Unila'],"['FH Unila', 'FH Unila']",,
28,public,http://repository.lppm.unila.ac.id/id/eprint/50438,FALSE,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 50438, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'datasetid': 'document', 'filesize': 237161, 'mime_type': 'application/pdf', 'fileid': 544322, 'hash': '63c4389fd17f9c5d99415636d777e625', 'filename': '14747.pdf', 'hash_type': 'MD5', 'mtime': '2023-04-13 02:09:18', 'objectid': 190144, 'uri': 'http://repository.lppm.unila.ac.id/id/file/544322'}], 'main': '14747.pdf', 'docid': 190144, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190144', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",Journal Of Constitutional Law Society,2023-04-13 03:40:14,2023-04-13 03:40:14,765,disk0_bak/00/05/04/38,2022-09-30 00:00:00.000000000,KONFIGURASI MATERI MUATAN PERATURAN DAERAH TENTANG RISET DI DAERAH,"[{'id': 'eko.raharjo3@gmail.com', 'name': {'given': 'eko', 'lineage': None, 'family': 'eko raharjo', 'honourific': None}}]",['FH2'],article,6,show,KONFIGURASI MATERI MUATAN PERATURAN DAERAH TENTANG RISET DI DAERAH,['K1'],,2023-04-13 03:40:14,archive,50438,,,,,,,,,,,,1.0,2.0
29,public,http://repository.lppm.unila.ac.id/id/eprint/50442,FALSE,pub,"[{'main': 14784, 'docid': 190148, 'files': [{'datasetid': 'document', 'filesize': 2095118, 'fileid': 544359, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-04-13 02:28:58', 'filename': 14784, 'hash': '635bd1351fb04a3202bab2e61a7579d3', 'objectid': 190148, 'uri': 'http://repository.lppm.unila.ac.id/id/file/544359'}], 'pos': 1, 'format': 'slideshow', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190148', 'formatdesc': 'Journal', 'eprintid': 50442, 'placement': 1, 'security': 'public', 'language': 'id', 'mime_type': 'application/pdf'}]",,2023-04-13 03:40:28,2023-04-13 03:40:28,765,disk0_bak/00/05/04/42,2022-09-27 00:00:00.000000000,Kesadaran Hukum Berlalu Lintas Pada Siswa SMA YP Unila Bandar Lampung Upaya Pencegahan Pelanggaran,"[{'name': {'given': 'eko', 'lineage': None, 'honourific': None, 'family': 'eko raharjo'}, 'id': 'eko.raharjo3@gmail.com'}]",['FH2'],article,9,show,Kesadaran Hukum Berlalu Lintas Pada Siswa SMA YP Unila Bandar Lampung Upaya Pencegahan Pelanggaran,['K1'],,2023-04-13 03:40:28,archive,50442,,,,,,,,,,,,,
30,public,http://repository.lppm.unila.ac.id/id/eprint/50441,FALSE,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 50441, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190147', 'main': '14889.pdf', 'docid': 190147, 'files': [{'objectid': 190147, 'uri': 'http://repository.lppm.unila.ac.id/id/file/544339', 'mime_type': 'application/pdf', 'fileid': 544339, 'filename': '14889.pdf', 'hash': '2e02bb622adc45460e0bf9281fbb3f8c', 'hash_type': 'MD5', 'mtime': '2023-04-13 02:23:07', 'datasetid': 'document', 'filesize': 914651}]}]",,2023-04-13 03:40:26,2023-04-13 03:40:26,765,disk0_bak/00/05/04/41,1970-01-01 00:00:00.000002022,OPTIMALISASI PENEGAKAN HUKUM BERBASIS DIGITAL MELALUI PERSIDANGAN VIRTUAL SEBAGAI PERWUJUDAN ASAS PERADILAN CEPAT DAN MURAH PADA ERA INDUSTRY 4.0,"[{'name': {'given': 'eko', 'honourific': None, 'family': 'eko raharjo', 'lineage': None}, 'id': 'eko.raharjo3@gmail.com'}]",['FH2'],article,6,show,"OPTIMALISASI PENEGAKAN HUKUM BERBASIS DIGITAL MELALUI PERSIDANGAN VIRTUAL SEBAGAI PERWUJUDAN ASAS PERADILAN CEPAT DAN MURAH
PADA ERA INDUSTRY 4.0",['K1'],,2023-04-13 03:40:26,archive,50441,,,,,,,,,,,,,
31,public,http://repository.lppm.unila.ac.id/id/eprint/44940,FALSE,pub,"[{'main': 'Reviewer Harsa.pdf', 'docid': 166859, 'files': [{'mime_type': 'application/pdf', 'fileid': 484776, 'filename': 'Reviewer Harsa.pdf', 'hash': '5841044805e4055bc23b79ceb15e9270', 'mtime': '2022-09-14 07:29:08', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 533207, 'objectid': 166859, 'uri': 'http://repository.lppm.unila.ac.id/id/file/484776'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166859', 'eprintid': 44940, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",Magister Ilmu Hukum UBL,2022-09-14 07:33:34,2022-09-14 07:33:34,25540,disk0/00/04/49/40,1970-01-01 00:00:00.000002022,Pranata Hukum,"[{'id': 'harsa.ramadhan@fh.unila.ac.id', 'name': {'given': 'Wahyu', 'family': 'harsa', 'honourific': None, 'lineage': None}}]",['FH2'],article,6,show,THE REMIX PHENOMENON AND THE NEED TO REFORM INDONESIAN COPYRIGHT LAW,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,2022-09-14 07:33:34,archive,44940,,,,,,,,,,,,,
32,public,http://repository.lppm.unila.ac.id/id/eprint/41359,FALSE,pub,"[{'eprintid': 41359, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 162995, 'main': 'THE EFFECTIVENESS.pdf', 'files': [{'fileid': 458519, 'mime_type': 'application/pdf', 'mtime': '2022-04-19 02:41:42', 'hash_type': 'MD5', 'filename': 'THE EFFECTIVENESS.pdf', 'hash': 'afd664c25fb4a7b05b7ebee029c3e4b2', 'datasetid': 'document', 'filesize': 1742616, 'objectid': 162995, 'uri': 'http://repository.lppm.unila.ac.id/id/file/458519'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/162995', 'rev_number': 1}]",Scholars Middle East Publisher,2022-04-19 08:42:16,2022-04-19 08:42:16,61,disk0/00/04/13/59,2022-03-01 00:00:00.000000000,"IScholars International Journal of Law, Crime and Justice (SIJLCJ)","[{'name': {'given': 'S.H., M.H', 'honourific': None, 'family': 'sunaryo', 'lineage': None}, 'id': None}, {'name': {'family': 'Rilda', 'honourific': None, 'lineage': None, 'given': 'Murniati'}, 'id': 'rilda_murniati@ymail.com'}, {'name': {'honourific': None, 'family': 'Kasmawati', 'lineage': None, 'given': 'Kasmawati'}, 'id': None}]",['FH2'],article,6,show,The Effectiveness of Partnership Programs and Environmental Development by State-Owned Enterprises (BUMN) in Empowering Micro and Small Businesses in Lampung,['K1'],Hasil Chcek Similarity,2022-04-19 08:42:16,archive,41359,,,,,,,,,,,,,
