,status_changed,volume,rev_number,metadata_visibility,title,isbn,pagerange,userid,full_text_status,uri,refereed,documents,funders,dir,subjects,abstract,eprint_status,place_of_pub,official_url,date_type,eprintid,projects,datestamp,lastmod,ispublished,number,contributors,publisher,divisions,book_title,type,editors,series,date,pages,id_number,creators,patent_applicant,publication,event_title,event_type,pres_type,issn,referencetext,keywords,related_url,corp_creators,event_dates,event_location
22,2021-01-04 02:19:09,,7,show,Mediasi Pidana sebagai Alternative Penyelesaian Perkara Pidana berbasis Kearifan Lokal,,,106,public,http://repository.lppm.unila.ac.id/id/eprint/27224,FALSE,"[{'placement': 1, 'security': 'public', 'eprintid': 27224, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'filename': '3. Mediasi Pidana.pdf', 'hash': '43c45e140833435635b1075ff66d1444', 'mtime': '2021-01-04 01:38:36', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 243852, 'filesize': 140085, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/243852', 'objectid': 41235}], 'main': '3. Mediasi Pidana.pdf', 'docid': 41235, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41235', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",,disk0/00/02/72/24,['K1'],Penilaian Sejawat Sebidang atau Peer Review,archive,,,,27224,,2021-01-04 02:19:09,2021-01-04 02:19:09,pub,,,Pusataka Ali Imron,['FH2'],Buku Referensi,book_section,,,2020-10-01 00:00:00.000000000,,,"[{'id': 'emilia.susanti@fh.unila.ac.id', 'name': {'given': 'susanti', 'lineage': None, 'honourific': None, 'family': 'Emilia susanti'}}]",,,,,,,,,,,,
23,2021-01-04 02:18:48,,6,show,Pelaksanaan Perjanjian Penyiaran Iklan Pengobatan Alternatif Madinah Melalui Radio (Studi pada Radio Tuba Fm Menggala),,,106,public,http://repository.lppm.unila.ac.id/id/eprint/27228,FALSE,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 27228, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41239', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'fileid': 243876, 'mime_type': 'application/pdf', 'mtime': '2021-01-04 01:48:55', 'hash_type': 'MD5', 'hash': '8d8516f716fb5fbc36ee8e57df585b70', 'filename': '7. Pelaksanaan Perjanjian Penyiaran.pdf', 'datasetid': 'document', 'filesize': 153663, 'objectid': 41239, 'uri': 'http://repository.lppm.unila.ac.id/id/file/243876'}], 'docid': 41239, 'main': '7. Pelaksanaan Perjanjian Penyiaran.pdf'}]",,disk0/00/02/72/28,['K1'],Penilaian Sejawat Sebidang atau Peer Review,archive,,,,27228,,2021-01-04 02:18:48,2021-01-04 02:18:48,pub,,,Bagian Hukum Pidana FH Unila,['FH2'],,article,,,1970-01-01 00:00:00.000002020,,,"[{'id': 'emilia.susanti@fh.unila.ac.id', 'name': {'given': 'susanti', 'family': 'Emilia susanti', 'honourific': None, 'lineage': None}}]",,Jurnal Poenale,,,,2338 7386,,,,,,
24,2020-11-09 09:13:34,,8,show,"Bedah Buku (HAK ATAS TANAH BAGI ORANG ASING, TINJAUAN POLITIK HUKUM DAN PERLINDUNGAN WARGA NEGARA INDONESIA)",,,940,public,http://repository.lppm.unila.ac.id/id/eprint/24509,,"[{'eprintid': 24509, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Presentasi Webinar 16 Agustus 2020_FX Sumarja.pdf', 'docid': 38247, 'files': [{'datasetid': 'document', 'filesize': 3286824, 'mime_type': 'application/pdf', 'fileid': 222763, 'hash': 'a961a2d23e81e7388b8ebca0c4447f85', 'filename': 'Presentasi Webinar 16 Agustus 2020_FX Sumarja.pdf', 'mtime': '2020-11-05 05:57:09', 'hash_type': 'MD5', 'objectid': 38247, 'uri': 'http://repository.lppm.unila.ac.id/id/file/222763'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38247'}]",['Forum Masyarakat Hukum'],disk0/00/02/45/09,['KZ'],"politik hukum agraria yang menyatakan tanah untuk rakyat- dan bukan untuk orang asing. Sehingga, orang asing cukup dengan hak pakai dan hak sewa untuk bangunan-   adalah landasan filosofis bagi Negara dan Bangsa Indonesia untuk “Memayu Hayuning Bawana, Hangrungkepi Bumi Pertiwi, Sanajan Namung Sanyari Bumi”(Negara dan Bangsa Indonesia perlu mengusahakan keselamatan, kebahagiaan dan kesejahteraan umum; dengan membela tanah air, meskipun lebarnya hanya sejengkal tangan).",archive,,http://repository.lppm.unila.ac.id/cgi/users/home?screen=EPrint::Edit&eprintid=24509&stage=core#t,published,24509,['Webinar Nasional'],2020-11-09 09:13:34,2020-11-09 09:13:34,pub,,,Forum Masyarakat Hukum,['FH2'],,other,,,2020-08-16 00:00:00.000000000,,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'FX', 'given': 'Sumarja'}, 'id': 'franciscus.sumarja@fh.unila.ac.id'}]",,,,,,,,,[{'url': 'http://repository.lppm.unila.ac.id/cgi/users/home?screen=EPrint::Edit&eprintid=24509&stage=core#t'}],,,
25,2020-11-09 11:40:49,,9,show,Agrarian Reforms in Indonesia: A Pleasure,,,940,public,http://repository.lppm.unila.ac.id/id/eprint/24636,,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 24636, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/38378', 'rev_number': 1, 'main': 'Agrarian Reforms in Indonesia A Pleasure.pdf', 'docid': 38378, 'files': [{'objectid': 38378, 'uri': 'http://repository.lppm.unila.ac.id/id/file/223674', 'mime_type': 'application/pdf', 'fileid': 223674, 'filename': 'Agrarian Reforms in Indonesia A Pleasure.pdf', 'hash': 'd46625e2542dc983e0402e7d14ef1be9', 'hash_type': 'MD5', 'mtime': '2020-11-07 06:06:17', 'datasetid': 'document', 'filesize': 281576}]}]",,disk0/00/02/46/36,['KZ'],"Basically the land belongs to the Indonesian people. The state as the incarnation of the people only has the right to regulate its use in order to pursue common prosperity. Reorganization of land ownership and control as well as legal relations related to land exploitation in realizing equal distribution of prosperity and justice, is not balanced in implementation and only focuses on land redistribution / legalization of landless farmers (landless farmers), without any supporting policies another. It should be followed by other policies that follow, such as policies for opening new agricultural
lands, efforts to increase productivity, policies on prices for agricultural products that benefit farmers, providing light credit, policies on low input prices, guidance and training for farmers, and marketing efforts for agricultural products.",archive,,http://repository.lppm.unila.ac.id/cgi/users/home?screen=EPrint::Edit&eprintid=24509&stage=core#t,,24636,,2020-11-09 11:40:49,2020-11-09 11:40:49,unpub,,,LPPM Unila,['FH2'],,other,,,2020-09-01 00:00:00.000000000,,,"[{'name': {'given': 'Sumarja', 'honourific': None, 'family': 'FX', 'lineage': None}, 'id': 'franciscus.sumarja@fh.unila.ac.id'}, {'name': {'given': 'Arif Firmansyah', 'lineage': None, 'honourific': None, 'family': 'Ade'}, 'id': None}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Pradipta', 'given': 'Wijonugroho'}}]",,,,,,,,,[{'url': 'http://repository.lppm.unila.ac.id/cgi/users/home?screen=EPrint::Edit&eprintid=24509&stage=core#t'}],"['FH Unila', 'FH Unila', 'Magister Ilmu Hukum Unila']",,
26,2021-05-20 01:21:20,--,13,show,Agrarian Reforms in Indonesia: A Pleasure,,1-8,940,public,http://repository.lppm.unila.ac.id/id/eprint/27205,TRUE,"[{'main': 'eai.26-9-2020.2302580_ Proseding_httpseudl.eudoi10.4108eai.26-9-2020.2302580.pdf', 'docid': 41217, 'files': [{'hash': '304f95687ccbc8eb1fe3ce4376607bd2', 'filename': 'eai.26-9-2020.2302580_ Proseding_httpseudl.eudoi10.4108eai.26-9-2020.2302580.pdf', 'hash_type': 'MD5', 'mtime': '2020-12-29 06:27:03', 'mime_type': 'application/pdf', 'fileid': 243701, 'filesize': 232902, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/243701', 'objectid': 41217}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41217', 'rev_number': 2, 'eprintid': 27205, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'content': 'published'}]",['FH Unila'],disk0/00/02/72/05,['KZ'],"Basically the land belongs to the Indonesian people. The state as the incarnation of the people only has the right to regulate its use in order to pursue common prosperity. Reorganization of land ownership and control as well as legal relations related to land exploitation in realizing equal distribution of prosperity and justice, is not balanced in implementation and only focuses on land redistribution / legalization of landless farmers (landless farmers), without any supporting policies another. It should be followed by other policies that follow, such as policies for opening new agricultural
lands, efforts to increase productivity, policies on prices for agricultural products that benefit farmers, providing light credit, policies on low input prices, guidance and training for farmers, and marketing efforts for agricultural products.",archive,,https://eudl.eu/doi/10.4108/eai.26-9-2020.2302580,published,27205,['internasional conference'],2021-05-20 01:21:20,2021-05-20 01:21:20,pub,--,,EAI,['FH2'],,article,,,2020-12-11 00:00:00.000000000,,940,"[{'name': {'honourific': None, 'family': 'FX', 'lineage': None, 'given': 'Sumarja'}}, {'name': {'honourific': None, 'family': 'Ade', 'lineage': None, 'given': 'Arif Firmansyah'}}, {'name': {'family': 'Pradipta', 'honourific': None, 'lineage': None, 'given': 'Wijonugroho'}}]",,"Proceedings of The International Conference on Environmental and Technology of Law, Business and Education on Post Covid 19, ICETLAWBE 2020, 26 September 2020, Bandar Lampung, Indonesia",,,,2593-7650,,,[{'url': 'http://repository.lppm.unila.ac.id/id/eprint/27205'}],"['FH Unila', 'FH Unila', 'Magister Ilmu Hukum Unila']",,
27,2021-01-04 01:22:16,--,9,show,Conflict Settlement in the Register Forest Areas of Lampung Province,,1-11,940,public,http://repository.lppm.unila.ac.id/id/eprint/27206,TRUE,"[{'files': [{'datasetid': 'document', 'filesize': 568383, 'fileid': 243713, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-12-29 07:13:40', 'hash': '6b205ddb956362edbe2ef92f6ea7b167', 'filename': 'eai.26-9-2020.2302597-Proseding_httpseudl.eupdf10.4108eai.26-9-2020.2302597.pdf', 'objectid': 41218, 'uri': 'http://repository.lppm.unila.ac.id/id/file/243713'}], 'main': 'eai.26-9-2020.2302597-Proseding_httpseudl.eupdf10.4108eai.26-9-2020.2302597.pdf', 'docid': 41218, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41218', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 27206, 'language': 'en', 'mime_type': 'application/pdf'}]",['FH Unila'],disk0/00/02/72/06,['KZ'],"The register forest area in Lampung Province has a long history of conflict, starting from forest use that was not in accordance with the function of the forest. Lampung Province has three forms of forest, namely; conservation forest, protection forest, and production forest which have different conflict characteristics. The problem is that in all 51 register forest areas, conflicts frequently and repeatedly occur, requiring permanent resolutions. The government has issued a policy of social forestry through Presidential Regulation No. 88 of 2017 concerning Settlement of Land Tenure in Forest Areas. The researcher summarizes two legal issues, namely: (1) how is the typology of conflict in the register forest area in Lampung Province? (2) How is the implementation of the social forestry program as a form of conflict resolution in the register forest areas of Lampung Province? The researcher use legal or empirical sociology methods to answer these problems, including research on legal identification (unwritten) and research on the effectiveness of law in society. The results of
the study provide the answer that,  first, the implementation of social forestry must observantly regard the characteristics of conflict and forest function so that the social forestry scheme can truly become a bridge to resolve conflicts that occur in the register forest areas of Lampung Province. It must be said that the social forestry that currently exists is not a ‘panacea’ in all kinds of conflicts in the Lampung Province registers Partnership Not Panacea. Social Forestry Schemes must consider forest function, legal, social, economic, cultural, and political aspects, and identify protected forests starting from: (1) communities, (2) register land tenancy, (3) village officials, (4)security apparatus, and (5) the government. Meanwhile, In production forests, the aspects to concern are: (1) investors, (2) land providers, (3) land cultivators, (4) partnership groups, (5) non-partnership groups, (6) thugs, (7) companies, (8) security officials, and (9) the government. Second, the register forest areas of
Lampung Province can only run with two schemes, namely Community Forestry and Forestry Partnership, because other forest functions do not exist in Lampung Province. The evaluation of the social forestry program implementation is deliberately required to improve the
subsequent implementation of the program and to become a bridge for conflict resolutions.",archive,,http://dx.doi.org/10.4108/eai.26-9-2020.2302597,published,27206,['internasional conference'],2021-01-04 01:22:16,2021-01-04 01:22:16,pub,--,,EAI,['FH2'],,article,,,2020-12-11 00:00:00.000000000,,--,"[{'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'HS', 'given': 'Tisnanta'}}, {'id': None, 'name': {'lineage': None, 'family': 'FX', 'honourific': None, 'given': 'Sumarja'}}, {'name': {'given': 'Andreas', 'honourific': None, 'family': 'Ricco', 'lineage': None}, 'id': 'andreasricco@gmail.com'}]",,"Proceedings of The International Conference on Environmental and Technology of Law, Business and Education on Post Covid 19, ICETLAWBE 2020, 26 September 2020, Bandar Lampung, Indonesia",,,,2593-7650,,,[{'url': 'http://repository.lppm.unila.ac.id/id/eprint/27206'}],"['FH Unila', 'FH Unila', 'Researcher at the Center of Public Policy and Human Right Studies Faculty of Law University of Lampung, Lampung, Indonesia']",,
28,2020-11-19 11:37:08,,9,show,"The WTO Trade Remedies (Safeguards) 
and its Implementation in Indonesia: 
Study Case of PT. Krakatau Steel vs China",,1-8,147,public,http://repository.lppm.unila.ac.id/id/eprint/26104,FALSE,"[{'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'eprintid': 26104, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39946', 'docid': 39946, 'main': 'Hamzah-ICETLAWBE2020-FINAL.docx', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/235447', 'objectid': 39946, 'filesize': 48308, 'datasetid': 'document', 'filename': 'Hamzah-ICETLAWBE2020-FINAL.docx', 'hash': '1e5b6232bd5e5522768c51de9c3fd20f', 'mtime': '2020-11-18 14:14:07', 'hash_type': 'MD5', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 235447}]}]",,disk0/00/02/61/04,['K1'],"In international trade law, as a measure to protect the domestic market from losses due to sudden and unexpected import overflows, to protect their domestic industries from unfair practices, the WTO permits members to impose trade remedies measures against imports such as anti-dumping, anti-subsidy, and safeguards. Safeguard itself is one of the trading instruments that are widely applied by members of WTO. In fact, according to the WTO report, after India, Indonesia is the second most active country using safeguard instruments.  Through case study methods, especially anti-dumping cases between PT. Krakatau Steel against hot-rolled coil/plate (HRC/P) alloy imports from China this research is conducted to determine the implementation of WTO trade remedies (safeguards) in Indonesia.",archive,,http://icetlawbe.org/,,26104,,2020-11-19 11:37:08,2020-11-19 11:37:08,submitted,,,,['FH2'],,conference_item,,,2020-09-26 00:00:00.000000000,,,"[{'name': {'honourific': None, 'family': 'Hamzah', 'lineage': None, 'given': 'Hamzah'}, 'id': 'agizaddien@gmail.com'}, {'id': None, 'name': {'given': 'Wahyu', 'lineage': None, 'family': 'Wahyu Sasongko', 'honourific': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'ROHAINI', 'given': 'ROHAINI'}, 'id': 'rohaini.arifien81@gmail.com'}, {'id': None, 'name': {'given': 'Rahmi', 'honourific': None, 'family': 'Rizki Amelia', 'lineage': None}}]",,,"The International Conference on Environmental and Technology of Law, Business and Education on Post Covid 19 - 2020",conference,paper,,,,,,26 September 2020,Universitas Lampung
29,2022-04-19 08:42:42,,7,show,The Online Purchasing Contract Done by Students of Faculty of Law in Lampung University,,,61,public,http://repository.lppm.unila.ac.id/id/eprint/41376,FALSE,"[{'files': [{'filesize': 478609, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-04-19 08:05:46', 'filename': 'Reviewer The Online.pdf', 'hash': 'fdd9b0b79f2afed4ede8580fd320f797', 'fileid': 458620, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/458620', 'objectid': 163009}], 'docid': 163009, 'main': 'Reviewer The Online.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/163009', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 41376, 'language': 'en', 'mime_type': 'application/pdf'}]",,disk0/00/04/13/76,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Reviewe,archive,,,,41376,,2022-04-19 08:42:42,2022-04-19 08:42:42,pub,,,,['FH2'],,conference_item,,,2020-03-01 00:00:00.000000000,,,"[{'name': {'lineage': None, 'family': 'Kasmawati', 'honourific': None, 'given': 'Kasmawati'}}]",,,Proceeding ICETLAWBE 2020,conference,paper,,,,,,,
30,2022-04-27 04:35:45,,7,show,Urgency of Electronic Licensing Management Licensing Services in Improving the Community Economy,,,61,public,http://repository.lppm.unila.ac.id/id/eprint/41488,FALSE,"[{'security': 'public', 'placement': 1, 'eprintid': 41488, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'filesize': 2663863, 'mime_type': 'application/pdf', 'fileid': 459421, 'hash': 'bb518552752df2af43ea55997d82a635', 'filename': 'URGENCY.pdf', 'hash_type': 'MD5', 'mtime': '2022-04-27 01:06:26', 'objectid': 163121, 'uri': 'http://repository.lppm.unila.ac.id/id/file/459421'}], 'docid': 163121, 'main': 'URGENCY.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163121', 'format': 'text', 'pos': 1}]",,disk0/00/04/14/88,['K1'],Hasil Check Similarity,archive,,,,41488,,2022-04-27 04:35:45,2022-04-27 04:35:45,pub,,,,['FH2'],,conference_item,,,1970-01-01 00:00:00.000002020,,,"[{'name': {'given': 'Kasmawati', 'lineage': None, 'family': 'Kasmawati', 'honourific': None}}, {'name': {'given': 'APRILIANTI', 'lineage': None, 'family': 'APRILIANTI', 'honourific': None}}]",,,"Advances in Social Science, Education and Humanities Research",conference,paper,,,,,,,
31,2022-04-27 04:35:42,,7,show,The Online Purchasing Contract Done by Students of Faculty of Law in Lampung University,,,61,public,http://repository.lppm.unila.ac.id/id/eprint/41486,FALSE,"[{'security': 'public', 'placement': 1, 'eprintid': 41486, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'filesize': 982455, 'datasetid': 'document', 'filename': 'The Online Purchasing Contract Done by Students of Faculty of Law in Lampung.pdf', 'hash': 'eafbae78d8c3c541c92b880d6bae7ff5', 'hash_type': 'MD5', 'mtime': '2022-04-27 01:02:12', 'mime_type': 'application/pdf', 'fileid': 459413, 'uri': 'http://repository.lppm.unila.ac.id/id/file/459413', 'objectid': 163120}], 'docid': 163120, 'main': 'The Online Purchasing Contract Done by Students of Faculty of Law in Lampung.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163120', 'format': 'text', 'pos': 1}]",,disk0/00/04/14/86,['K1'],Hasil Check Similarity,archive,,,,41486,,2022-04-27 04:35:42,2022-04-27 04:35:42,pub,,,,['FH2'],,conference_item,,,1970-01-01 00:00:00.000002020,,,"[{'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Kasmawati', 'given': 'Kasmawati'}}, {'name': {'family': 'Dewi Septiana', 'honourific': None, 'lineage': None, 'given': 'Dewi Septiana'}, 'id': 'dewiseptiana80@yahoo.co.id'}]",,,Proceeding ICETLAWBE 2020,conference,paper,,,,,,,
32,2022-02-16 01:16:23,,7,show,Kebijakan Dekonsentrasi Pengelolaan Perikanan: Studi Kasus Di Provinsi Lampung,,,318,public,http://repository.lppm.unila.ac.id/id/eprint/39332,FALSE,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/160615', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/442496', 'objectid': 160615, 'hash': '519c288b85d7f71a2373da3f146fb5dd', 'filename': 'Reviewer Kebijakan.pdf', 'hash_type': 'MD5', 'mtime': '2022-02-15 09:22:09', 'mime_type': 'application/pdf', 'fileid': 442496, 'filesize': 372402, 'datasetid': 'document'}], 'docid': 160615, 'main': 'Reviewer Kebijakan.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 39332}]",,disk0/00/03/93/32,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,archive,,,,39332,,2022-02-16 01:16:23,2022-02-16 01:16:23,pub,,,,['FH2'],,conference_item,,,1970-01-01 00:00:00.000002020,,,"[{'id': 'mayashafira@fh.unila.ac.id', 'name': {'lineage': None, 'family': 'Maya Shafira', 'honourific': None, 'given': 'Maya Shafira'}}]",,,"Prosding Seminar Nasional,",conference,paper,,,,,,,
33,2021-06-04 07:13:09,,7,show,Human Rights Enforcement Through The Implementation of Public Service-Based Criminal Justice Couples Divorce Suit in Bandar Lampung City,,,1233,public,http://repository.lppm.unila.ac.id/id/eprint/32018,FALSE,"[{'eprintid': 32018, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Review Human.pdf', 'docid': 145074, 'files': [{'objectid': 145074, 'uri': 'http://repository.lppm.unila.ac.id/id/file/378947', 'mime_type': 'application/pdf', 'fileid': 378947, 'filename': 'Review Human.pdf', 'hash': 'b1e0ce6a65366cd47b1afa1a624cd2d4', 'mtime': '2021-06-04 03:13:01', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 360840}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/145074'}]",,disk0/00/03/20/18,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,archive,,,,32018,,2021-06-04 07:13:09,2021-06-04 07:13:09,pub,,,,['FH2'],,conference_item,,,2020-09-01 00:00:00.000000000,,,"[{'name': {'given': 'nennydwiariani@gmail.com', 'family': 'Nenny Dwi Ariani', 'honourific': None, 'lineage': None}}]",,,Proceeding ICETLAWBE 2020,conference,other,,,,,,,
34,2021-06-04 07:13:04,,6,show,Kontribusi Pemerintah Daerah Dalam Melindungi Kain Tapis Lampung,,,1233,public,http://repository.lppm.unila.ac.id/id/eprint/32016,FALSE,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 32016, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/145059', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/378921', 'objectid': 145059, 'filename': 'Review Kontribusi.pdf', 'hash': 'be784eb3045a74264e799ac4a83ce129', 'hash_type': 'MD5', 'mtime': '2021-06-04 03:07:46', 'mime_type': 'application/pdf', 'fileid': 378921, 'filesize': 391591, 'datasetid': 'document'}], 'main': 'Review Kontribusi.pdf', 'docid': 145059}]",,disk0/00/03/20/16,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,archive,,,,32016,,2021-06-04 07:13:04,2021-06-04 07:13:04,pub,,,Fakultas Hukum Universitas PGRI Semarang,['FH2'],,article,,,2020-10-01 00:00:00.000000000,,,"[{'name': {'honourific': None, 'family': 'Nenny Dwi Ariani', 'lineage': None, 'given': 'nennydwiariani@gmail.com'}}]",,JURNAL META-YURIDIS,,,,,,,,,,
35,2021-01-06 04:46:05,,6,show,Authority Of Supervisory Apparatus Internal Government Or Apip In Determining State Losses Due To Corruption In Local Government Institutions,,,921,public,http://repository.lppm.unila.ac.id/id/eprint/27247,FALSE,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 27247, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41260', 'docid': 41260, 'main': 'Review Nurmayani.pdf', 'files': [{'mtime': '2021-01-06 03:56:48', 'hash_type': 'MD5', 'hash': 'ea70e9046099f420162ba2966c920acc', 'filename': 'Review Nurmayani.pdf', 'fileid': 244007, 'mime_type': 'application/pdf', 'filesize': 147506, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/244007', 'objectid': 41260}]}]",,disk0/00/02/72/47,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,archive,,,,27247,,2021-01-06 04:46:05,2021-01-06 04:46:05,pub,,,TALREV,['FH2'],,article,,,2020-12-01 00:00:00.000000000,,,"[{'name': {'given': 'Nurmayani', 'lineage': None, 'family': 'Nurmayani', 'honourific': None}}]",,Tadulako,,,,143-150,,,,,,
36,2022-07-06 07:41:56,,6,show,Asset Recoveryin In The Criminal Act Of Corruption In Asean,,,188,public,http://repository.lppm.unila.ac.id/id/eprint/43021,FALSE,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164875', 'pos': 1, 'format': 'text', 'files': [{'filesize': 985852, 'datasetid': 'document', 'mtime': '2022-07-06 07:26:49', 'hash_type': 'MD5', 'filename': 'ASSET RECOVERYIN IN THE CRIMINAL ACT OF CORRUPTION IN ASEAN.pdf', 'hash': 'f5c8a2c68223157930357dbae016ab44', 'fileid': 470856, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/470856', 'objectid': 164875}], 'main': 'ASSET RECOVERYIN IN THE CRIMINAL ACT OF CORRUPTION IN ASEAN.pdf', 'docid': 164875, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 43021}]",,disk0/00/04/30/21,['K1'],,archive,,,,43021,,2022-07-06 07:41:56,2022-07-06 07:41:56,pub,,,Fakultas Hukum Universitas Sriwijaya,['FH2'],,article,,,1970-01-01 00:00:00.000002020,,,"[{'name': {'given': 'Rinaldy Amrullah', 'family': 'Rinaldy Amrullah', 'honourific': None, 'lineage': None}}]",,SIMBUR CAHAYA,,,,,,,,,,
37,2022-07-08 03:56:43,,6,show,Asset Recoveryin In The Criminal Act Of Corruption In Asean,,,188,public,http://repository.lppm.unila.ac.id/id/eprint/43112,FALSE,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 43112, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164970', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/471608', 'objectid': 164970, 'filename': 'Asset Recoveryin in the Criminal Act of Corruption in ASEAN.pdf', 'hash': '3731bf87d2e20cb4cb06dbe944bc25ca', 'mtime': '2022-07-08 02:33:55', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 471608, 'filesize': 3217313, 'datasetid': 'document'}], 'docid': 164970, 'main': 'Asset Recoveryin in the Criminal Act of Corruption in ASEAN.pdf'}]",,disk0/00/04/31/12,['K1'],Hasil Check Similarity,archive,,,,43112,,2022-07-08 03:56:43,2022-07-08 03:56:43,pub,,,Fakultas Hukum Universitas Sriwijaya,['FH2'],,article,,,1970-01-01 00:00:00.000002020,,,"[{'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Rinaldy Amrullah', 'given': 'Rinaldy Amrullah'}}, {'name': {'given': 'Rudi Natamiharja', 'family': 'Rudi Natamiharja', 'honourific': None, 'lineage': None}, 'id': 'rudi.natamiharja@unila.fh.ac.id'}]",,SIMBUR CAHAYA,,,,,,,,,,
