,place_of_pub,official_url,subjects,abstract,eprint_status,projects,date_type,eprintid,number,ispublished,publisher,datestamp,lastmod,date,pages,id_number,divisions,book_title,editors,series,type,rev_number,volume,metadata_visibility,title,status_changed,isbn,full_text_status,uri,refereed,documents,pagerange,userid,dir,funders,publication,creators,pres_type,event_type,event_title,issn,related_url,corp_creators,department,institution,monograph_type,event_location,event_dates
28,,,['K1'],,archive,,,32396,,pub,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">klibel</font></font>",2021-06-09 08:22:57,2021-06-09 08:22:57,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,"FORMULATION OF DIVERSION IN NATIONAL AND INTERNATIONAL LAW 
INSTRUMENTS",2021-06-09 08:22:57,,public,http://repository.lppm.unila.ac.id/id/eprint/32396,FALSE,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/146974', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/383382', 'objectid': 146974, 'filesize': 211737, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-06-09 04:52:27', 'hash': '56be1bfcf2e0109942e05916ad371671', 'filename': 'IJBEL24-584.pdf', 'fileid': 383382, 'mime_type': 'application/pdf'}], 'main': 'IJBEL24-584.pdf', 'docid': 146974, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 32396}]",,114,disk0/00/03/23/96,,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">Jurnal Internasional Bisnis, Ekonomi dan Hukum</font></font>","[{'name': {'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">rini.fathonah@fh.unila.ac.id</font></font>'}, {'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">nikmah.rosidah@fh.unila.ac.id</font></font>', 'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None}}]",,,,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">2289-1552</font></font>",,,,,,,
29,,,['S1'],Peer revew JoFSA Vol 5 no 2 November 21,archive,,,40367,,unpub,Politeknik Negeri Lampung,2022-03-21 00:56:28,2022-03-21 00:56:28,1970-01-01 00:00:00.000002021,,,['FH2'],,,,other,8,,show,Review jdaya saing kunyit di JOFSA Vol 5 no 2 n0v 21,2022-03-21 00:56:28,,public,http://repository.lppm.unila.ac.id/id/eprint/40367,,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 40367, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/161677', 'rev_number': 1, 'main': 'review naskah daya saing kunyit JoFSA november 21.pdf', 'docid': 161677, 'files': [{'filesize': 382278, 'datasetid': 'document', 'hash': '8a55e06d6aa855c577451a33845f4834', 'filename': 'review naskah daya saing kunyit JoFSA november 21.pdf', 'mtime': '2022-03-18 15:38:41', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 450361, 'uri': 'http://repository.lppm.unila.ac.id/id/file/450361', 'objectid': 161677}]}]",,933,disk0/00/04/03/67,,,"[{'name': {'given': 'Zainal', 'honourific': None, 'family': 'Abidin', 'lineage': None}, 'id': 'zainal.abidin@fp.unila.ac.id'}]",,,,,,,,,,,
30,,,['K1'],"This research was conducted to identify and map existing policies related to efforts to protect and fulfill the Sexual and Reproductive Healthcare Right (SRHR) of women in relation with Goals 1 (No Poverty), Goals 3 (Healthy and Prosperous Life), Goals 4 ( Quality Education) and Goal 5 (Gender Equality) of the SDGs, through services that are the
obligation of the Local Government of East Lampung Regency. By using legal, otherwise known as empiricalsociological research methods, it is found that the SRHR and SDG are two different entities but both have similarities in Human Rights (Human Rights), namely related to, Socio-Cultural and Economic Rights. As a form of public service in the context of Human Rights, the East Lampung Regency Government is obligated to fulfill by legalizing various regulations and providing types of services, poverty alleviation,healthcare, education, and gender equality, to overcome stunting, child marriage, maternal and infant mortality, and violence against women, in East Lampung Regent. In the context of human rights, local government obligations are subject to the progressive realization which is carried out using
the Human Rights-Based Approach (HRBA). So that they contribute in the form of a policy brief for the Regional
Government of East Lampung Regency in realizing the SDGS issue and Fulfillment of Women's SRHR. Local government obligations are subject to the progressive realization which is carried out using the Human Rights-Based Approach (HRBA). So that they contribute in the form of a policy brief for the Regional Government of East Lampung Regency in realizing the SDGS issue and Fulfillment of Women's SRHR. Local government obligations are subject to the progressive realization which is carried out using the Human Rights-Based Approach (HRBA). So that they contribute in the form of a policy brief for the Regional Government of East Lampung Regency in realizing the SDGS issue and
Fulfillment of Women's SRHR.",archive,['---'],published,34855,9,pub,"Scholars Middle East Publishers, Dubai, United Arab Emirates",2021-11-03 01:33:36,2021-11-03 01:33:37,2021-09-01 00:00:00.000000000,,940.0,['FH2'],,,,article,15,4,show,Protection of Sexual Reproductive Healthcare Rights of Women in Relation to SDGs in Lampung Timur Regency,2021-11-03 01:33:36,,public,http://repository.lppm.unila.ac.id/id/eprint/34855,TRUE,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 34855, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155543', 'main': '6-SIJLCJ_49_536-544_FT (Sept 2021_Afrianti, Tisnanta, FX sumarja).pdf', 'docid': 155543, 'files': [{'datasetid': 'document', 'filesize': 587818, 'fileid': 408641, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-11-02 10:14:58', 'hash': '2b040a873f4267d4af552829a4c7aa2b', 'filename': '6-SIJLCJ_49_536-544_FT (Sept 2021_Afrianti, Tisnanta, FX sumarja).pdf', 'objectid': 155543, 'uri': 'http://repository.lppm.unila.ac.id/id/file/408641'}]}, {'formatdesc': 'ImageMagick conversion from text to application/pdf', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155547', 'format': 'text', 'pos': 2, 'relation': [{'type': 'http://eprints.org/relation/isVersionOf', 'uri': '/id/document/155543'}], 'files': [{'objectid': 155547, 'uri': 'http://repository.lppm.unila.ac.id/id/file/408669', 'datasetid': 'document', 'filesize': 2183480, 'fileid': 408669, 'mime_type': 'application/pdf', 'mtime': '2021-11-02 10:37:45', 'hash_type': 'MD5', 'filename': '6-SIJLCJ_49_536-544_FT (Sept 2021_Afrianti, Tisnanta, FX sumarja).pdf', 'hash': 'bd5bf261faabed7c822d36def90f7d7a'}], 'main': '6-SIJLCJ_49_536-544_FT (Sept 2021_Afrianti, Tisnanta, FX sumarja).pdf', 'docid': 155547, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 2, 'eprintid': 34855}]",536-544,940,disk0/00/03/48/55,['PKKP-HAM FH Unila'],"Scholars International Journal of Law, Crime and Justice","[{'id': None, 'name': {'lineage': None, 'family': 'Afrintina', 'honourific': None, 'given': 'Afrianti'}}, {'name': {'given': 'Tisnanta', 'family': 'HS', 'honourific': None, 'lineage': None}, 'id': None}, {'id': 'fxsmj.unila@gmail.com', 'name': {'honourific': None, 'family': 'Sumarja', 'lineage': None, 'given': 'FX'}}]",,,,2617-3484 (Online),[{'url': 'https://saudijournals.com/'}],"['Magister Hukum Unila', 'FH Unila', 'FH Unila']",,,,,
31,,,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,archive,,,28084,,pub,Magister Ilmu Hukum UBL,2021-03-01 04:54:24,2021-03-01 04:54:24,2021-01-01 00:00:00.000000000,,,['FH2'],,,,article,6,,show,The Urgency Of Regional Regulations In Realizing Disaster Resilient Villages In South Lampung District,2021-03-01 04:54:24,,public,http://repository.lppm.unila.ac.id/id/eprint/28084,FALSE,"[{'eprintid': 28084, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Agung The Urgency.pdf', 'docid': 42141, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/250067', 'objectid': 42141, 'mtime': '2021-02-25 07:23:53', 'hash_type': 'MD5', 'filename': 'Agung The Urgency.pdf', 'hash': '7c1dbeacd37dc9bd1fd742a529d1de91', 'fileid': 250067, 'mime_type': 'application/pdf', 'filesize': 128935, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42141'}]",,4439,disk0/00/02/80/84,,Pranata Hukum Jurnal Ilmu Hukum,"[{'id': 'agung.prasetyo@fh.unila.ac.id', 'name': {'family': 'Agung Budi', 'honourific': None, 'lineage': None, 'given': 'Prasetyo'}}]",,,,,,,,,,,
32,,,['K1'],,archive,,,50979,,submitted,,2023-05-03 06:52:05,2023-05-03 06:52:05,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,"ASEAN COURT OF JUSTICE: ISSUES, OPPORTUNITIES AND CHALLENGES CONCERNING REGIONAL SETTLEMENT DISPUTES",2023-05-03 06:52:05,,public,http://repository.lppm.unila.ac.id/id/eprint/50979,FALSE,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190691', 'format': 'text', 'pos': 1, 'files': [{'filesize': 1671005, 'datasetid': 'document', 'hash': 'b666250462adf0a9602979f78a77e330', 'filename': 'ASEAN COURT OF JUSTICE_ ISSUES, OPPORTUNITIES AND CHALLENGES CONCERNING REGIONAL SETTLEMENT DISPUTES.pdf', 'mtime': '2023-05-03 02:50:59', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 548491, 'uri': 'http://repository.lppm.unila.ac.id/id/file/548491', 'objectid': 190691}], 'docid': 190691, 'main': 'ASEAN COURT OF JUSTICE_ ISSUES, OPPORTUNITIES AND CHALLENGES CONCERNING REGIONAL SETTLEMENT DISPUTES.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 50979}]",,230,disk0_bak/00/05/09/79,,"ASEAN COURT OF JUSTICE: ISSUES, OPPORTUNITIES AND CHALLENGES CONCERNING REGIONAL SETTLEMENT DISPUTES","[{'name': {'lineage': None, 'honourific': None, 'family': 'Ahmad Syofyan', 'given': 'Ahmad S'}, 'id': 'ahmad.syofyan@fh.unila.ac.id'}]",,,,,,,,,,,
33,,,['K1'],Penilaian Sejawat Sebidang atau Peer review,archive,,,38507,,pub,Magister Hukum Universitas Bandar Lampung,2022-01-27 08:01:16,2022-01-27 08:01:16,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,URL Web Jurnal	PENAL MEDIATION BY POLICE INSTITUTIONS IN HANDLING MIDDLE CRIMES IN REALIZING RESTORATIVE JUSTICE PRINCIPLES,2022-01-27 08:01:16,,public,http://repository.lppm.unila.ac.id/id/eprint/38507,FALSE,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 38507, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159618', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'mime_type': 'application/pdf', 'fileid': 436079, 'filename': 'Reviewe Ais.pdf', 'hash': '9a805843015b5aad5ca3835e8f2ca8dd', 'mtime': '2022-01-27 06:14:39', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 260933, 'objectid': 159618, 'uri': 'http://repository.lppm.unila.ac.id/id/file/436079'}], 'docid': 159618, 'main': 'Reviewe Ais.pdf'}]",,18896,disk0/00/03/85/07,,Pranata Hukum,"[{'name': {'family': 'Aisyah Muda Cemerlang', 'honourific': None, 'lineage': None, 'given': 'Aisyah'}, 'id': 'aisyahhkm@gmail.com'}]",,,,,,,,,,,
34,,http://www.ijisrt.com/,['K1'],"Land procurement is an activity to provide land by providing appropriate and fair compensation to the entitled party. The need for land for infrastructure development carried out by the government makes the government often make changes to land acquisition regulations so that they match the interests of infrastructure and the interests of the community. This article aims to find out the dynamics of land acquisition for the public interest and the rights of affected communities in Indonesia. In this study, the authors used normative research methods, by reviewing the laws and regulations, with the statute approach, namely reviewing the laws and regulations. The result is that the policy change as contained in the Job Creation Law is a policy that is present to facilitate development in the context of investment and become a supporting policy from the government for the private sector in carrying out a land
acquisition. Rights affect communities based on land acquisition law in the context of protection in terms of
compensation in the form of money have indeed been protecting because the replacement is base on the NJOP
and the accurate price assessed by an independent party/,
in this case, the land appraiser. However, with high land
compensation and better community protection, there are
irreplaceable losses such as social and cultural aspects.
Then, by creating a work copyright law that better accommodates investment interests, the potential losses
for the affected community will be neglected. There are
irreplaceable losses such as social and cultural aspects.
Then, by creating a work copyright law that better accommodates investment interests, the potential losses
for the affected community will be neglected. There are
irreplaceable losses such as social and cultural aspects.
Then, by creating a work copyright law that better accommodates investment interests, the potential losses
for the affected community will be neglected.",archive,['---'],published,34860,8,pub,---,2021-11-03 01:33:42,2021-11-03 01:33:42,2021-08-01 00:00:00.000000000,,940.0,['FH2'],,,,article,6,6,show,Dynamics of Land Acquisition for Public Interest and Rights of Affected Communities in Indonesia,2021-11-03 01:33:42,,public,http://repository.lppm.unila.ac.id/id/eprint/34860,TRUE,"[{'docid': 155546, 'main': '7-IJISRT21AUG731 (Agustus 2021, sani, tisnnata, fx sumarja).pdf', 'files': [{'objectid': 155546, 'uri': 'http://repository.lppm.unila.ac.id/id/file/408661', 'datasetid': 'document', 'filesize': 368800, 'fileid': 408661, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-11-02 10:25:43', 'filename': '7-IJISRT21AUG731 (Agustus 2021, sani, tisnnata, fx sumarja).pdf', 'hash': '13a13c069dd96eaeaf2d4e810372ccee'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155546', 'rev_number': 1, 'eprintid': 34860, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",1092-1102,940,disk0/00/03/48/60,['PKKP_HAM FH Unila'],International Journal of Innovative Science and Research Technology,"[{'id': None, 'name': {'family': 'Asih', 'honourific': None, 'lineage': None, 'given': 'Sani Nur'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'HS', 'given': 'Tisnanta'}, 'id': None}, {'id': 'fxsmj.unila@gmail.com', 'name': {'given': 'FX', 'lineage': None, 'honourific': None, 'family': 'Sumarja'}}]",,,,2456-2165,[{'url': 'http://repository.lppm.unila.ac.id/'}],"['Magister Hukum Unila', 'FH Unila', 'FH Unila']",,,,,
35,Bandarlampung,,['K1'],"Buku “Kebijakan Hukum Di Masa Pandemi Covid-19” berisikan
kebijakan kenegaraan dalam pembatasan sosial, tanggungjawab dan perlindungan Negara dalam pemenuhan hak atas kesehatan,
lingkungan, perikanan, dan kebijakan keperdataan dalam bidang perjanjian serta investasi. Dapat juga dikatakan sebuah bunga rampai hukum publik dan privat, mencakup bidang lingkungan, Kebijakan Hukum Di Masa Pandemi Covid-19, kehutanan, perikanan, kesehatan, bisnis/perjanjian, HAM, dan hak
ulayat.",archive,['Seri Diskusi Mahasiswa'],published,34902,--,pub,Pusaka Media,2021-11-03 09:27:07,2021-11-03 09:27:07,2021-06-01 00:00:00.000000000,286.0,,['FH2'],,"[{'id': 'fxsmj.unila@gmail.com', 'name': {'honourific': None, 'family': 'Sumarja', 'lineage': None, 'given': 'FX'}}]",---,book,11,--,show,Penegakan Hukum di masa Pendemi Covid-19,2021-11-03 09:27:07,9786236024324,public,http://repository.lppm.unila.ac.id/id/eprint/34902,TRUE,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 2, 'eprintid': 34902, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155619', 'rev_number': 1, 'format': 'text', 'pos': 2, 'files': [{'objectid': 155619, 'uri': 'http://repository.lppm.unila.ac.id/id/file/409149', 'datasetid': 'document', 'filesize': 4239143, 'fileid': 409149, 'mime_type': 'application/pdf', 'mtime': '2021-11-03 07:55:47', 'hash_type': 'MD5', 'filename': 'Kebijakan Hukum Di Masa Pandemi Covid-19.pdf', 'hash': '531811f6d30f332f4ee92e80fb8a0f74'}], 'docid': 155619, 'main': 'Kebijakan Hukum Di Masa Pandemi Covid-19.pdf'}]",,940,disk0/00/03/49/02,['Magister Ilmu Hukum FH Unila'],,"[{'name': {'given': 'Chaida', 'lineage': None, 'family': 'Astarin', 'honourific': None}}, {'name': {'given': 'Shindi dkk', 'lineage': None, 'honourific': None, 'family': 'Mevitama'}}]",,,,,[{'url': 'http://repository.lppm.unila.ac.id/'}],"['Magister Ilmu Hukum Unila', 'Magister Ilmu Hukum FH Unila']",,,,,
36,Lampung,,['K1'],,archive,,completed,34019,,pub,Justice Publisher,2021-09-21 06:37:24,2021-09-21 06:37:24,2021-06-17 00:00:00.000000000,100.0,,['FH2'],,,,monograph,7,,show,Perspektif Hukum dalam Gejala dan Problematika Sosial,2021-09-21 06:37:24,,public,http://repository.lppm.unila.ac.id/id/eprint/34019,,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/401746', 'objectid': 154291, 'filename': 'Prosiding S2.pdf', 'hash': '835bbd14edbbbfe4994d43a727365b6f', 'mtime': '2021-09-21 04:59:58', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 401746, 'filesize': 3775867, 'datasetid': 'document'}], 'docid': 154291, 'main': 'Prosiding S2.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154291', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 34019, 'mime_type': 'application/pdf', 'language': 'en'}]",,276,disk0/00/03/40/19,,,"[{'id': None, 'name': {'given': 'bayu.sujadmiko@fh.unila.ac.id', 'honourific': None, 'family': 'Bayu sujadmiko', 'lineage': None}}, {'name': {'honourific': None, 'family': 'Sumarja', 'lineage': None, 'given': 'FX'}, 'id': 'fxsmj.unila@gmail.com'}, {'name': {'family': 'Rifai', 'honourific': None, 'lineage': None, 'given': 'Eddy'}, 'id': 'eddyrifai63@gmail.com'}]",,,,,,,MIH FH UNILA,MIH FH UNILA,discussion_paper,,
37,,,['K1'],,archive,,,51960,,submitted,TRIBUN,2023-05-22 06:56:58,2023-05-22 06:56:58,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,Membuat Terang Tindak Pidana,2023-05-22 06:56:58,,public,http://repository.lppm.unila.ac.id/id/eprint/51960,FALSE,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/251331', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/615620', 'objectid': 251331, 'mtime': '2023-05-22 06:32:56', 'hash_type': 'MD5', 'hash': '5b24adce7f47862235eea75a29810ae4', 'filename': 'Membuat Terang Pidana.pdf', 'fileid': 615620, 'mime_type': 'application/pdf', 'filesize': 213233, 'datasetid': 'document'}], 'docid': 251331, 'main': 'Membuat Terang Pidana.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 51960}]",,292,disk0_bak/00/05/19/60,,Membuat Terang Pidana,"[{'id': 'budi.rizki@fh.unila.ac.id', 'name': {'honourific': None, 'family': 'Budi Rizki', 'lineage': None, 'given': 'Husin'}}]",,,,,,,,,,,
38,,,['K1'],,archive,,,51957,,submitted,Pusaka Media,2023-05-22 06:56:42,2023-05-22 06:56:42,1970-01-01 00:00:00.000002021,,,['FH2'],Sistem Peradilan Pidana anak,,,book_section,7,,show,Sistem Peradilan Pidana anak,2023-05-22 06:56:42,,public,http://repository.lppm.unila.ac.id/id/eprint/51957,FALSE,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 51957, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/251320', 'pos': 1, 'format': 'text', 'files': [{'objectid': 251320, 'uri': 'http://repository.lppm.unila.ac.id/id/file/615597', 'mime_type': 'application/pdf', 'fileid': 615597, 'filename': 'Sistem Peradilan Pidana anak.pdf', 'hash': 'e3293fc0cfd5ba00c0b651cddac0d197', 'hash_type': 'MD5', 'mtime': '2023-05-22 06:20:57', 'datasetid': 'document', 'filesize': 1726966}], 'main': 'Sistem Peradilan Pidana anak.pdf', 'docid': 251320}]",,292,disk0_bak/00/05/19/57,,,"[{'name': {'lineage': None, 'family': 'Budi Rizki', 'honourific': None, 'given': 'Husin'}, 'id': 'budi.rizki@fh.unila.ac.id'}]",,,,,,,,,,,
39,,,['K1'],,archive,,,51954,,submitted,TRIBUN,2023-05-22 06:18:36,2023-05-22 06:18:36,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,REHABILITASI PECANDU NARKOBA,2023-05-22 06:18:36,,public,http://repository.lppm.unila.ac.id/id/eprint/51954,FALSE,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 51954, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/251308', 'rev_number': 1, 'main': 'Media Koran. 1.pdf', 'docid': 251308, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/615559', 'objectid': 251308, 'hash': '449e48cbd916380471656b65b5e57426', 'filename': 'Media Koran. 1.pdf', 'hash_type': 'MD5', 'mtime': '2023-05-22 06:11:09', 'mime_type': 'application/pdf', 'fileid': 615559, 'filesize': 359798, 'datasetid': 'document'}]}]",,292,disk0_bak/00/05/19/54,,REHABILITASI PECANDU NARKOBA,"[{'name': {'given': 'Husin', 'family': 'Budi rizki', 'honourific': None, 'lineage': None}, 'id': 'budi.rizki@fh.unila.ac.id'}]",,,,,,,,,,,
40,,,['K1'],Hasil Check Similarity,archive,,,49965,,pub,,2023-04-10 00:57:36,2023-04-10 00:57:36,1970-01-01 00:00:00.000002021,,,['FH2'],,,,conference_item,7,,show,EFFECTIVENESS AND EFFICIENCY OF DIVORCE MEDIATION,2023-04-10 00:57:36,,public,http://repository.lppm.unila.ac.id/id/eprint/49965,FALSE,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/189654', 'rev_number': 1, 'main': 'proseeding.pdf', 'docid': 189654, 'files': [{'objectid': 189654, 'uri': 'http://repository.lppm.unila.ac.id/id/file/540767', 'datasetid': 'document', 'filesize': 1824143, 'fileid': 540767, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-04-09 07:26:08', 'filename': 'proseeding.pdf', 'hash': '3689e54e9f10b80b96d2f1b54dfcec5b'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 49965, 'placement': 1, 'security': 'public'}]",,196,disk0_bak/00/04/99/65,,,"[{'id': 'dewiseptiana80@yahoo.co.id', 'name': {'given': 'Dewi Septiana', 'lineage': None, 'family': 'Dewi Septiana', 'honourific': None}}]",paper,conference,ULICOSS 2021,,,,,,,bandar lampung,31 AGUSTUS 2021
41,,,['K1'],Hasil Check Similarity,archive,,,49963,,pub,,2023-04-10 00:57:33,2023-04-10 00:57:33,1970-01-01 00:00:00.000002021,,,['FH2'],,,,conference_item,7,,show,"Implementation of Sell and Purchase in Steam
Online Game Platform Based on Steam
Subcsriber Agreement",2023-04-10 00:57:33,,public,http://repository.lppm.unila.ac.id/id/eprint/49963,FALSE,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189653', 'pos': 1, 'format': 'text', 'files': [{'objectid': 189653, 'uri': 'http://repository.lppm.unila.ac.id/id/file/540756', 'datasetid': 'document', 'filesize': 830504, 'fileid': 540756, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-04-09 07:23:16', 'filename': 'implementationn.pdf', 'hash': 'b2c7c18f24a21faf8dda0b1953b27d19'}], 'docid': 189653, 'main': 'implementationn.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 49963}]",,196,disk0_bak/00/04/99/63,,,"[{'id': 'dewiseptiana80@yahoo.co.id', 'name': {'given': 'Dewi Septiana', 'lineage': None, 'honourific': None, 'family': 'Dewi Septiana'}}]",paper,conference,"Advances in Social Science, Education and Humanities Research",,,,,,,,
42,,,['K1'],Hasil Check Similarity,archive,,,44660,,pub,IJBEL,2022-09-02 08:55:15,2022-09-02 08:55:15,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,7,,show,IMPLEMENTATION OF ASSIMILATION AND INTEGRATION PROGRAM DURING THE COVID-19 PANDEMIC FOR INMATES IN INDONESIA,2022-09-02 08:55:15,,public,http://repository.lppm.unila.ac.id/id/eprint/44660,FALSE,"[{'eprintid': 44660, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'POLICY OF ASSIMILATION.pdf', 'docid': 166542, 'files': [{'objectid': 166542, 'uri': 'http://repository.lppm.unila.ac.id/id/file/482573', 'mime_type': 'application/pdf', 'fileid': 482573, 'hash': '047035402ab951fcc8f8dd7db0bcb76a', 'filename': 'POLICY OF ASSIMILATION.pdf', 'mtime': '2022-09-02 03:11:52', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 2925499}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166542'}]",,900,disk0/00/04/46/60,,"International Journal of Business, Economics and Law","[{'name': {'lineage': None, 'honourific': None, 'family': 'Diah Gustiniati Maulani', 'given': 'Diah Gustiniati Maulani'}}]",,,,,,,,,,,
43,,,['K1'],Hasil Check Similarity,archive,,,44663,,pub,IJBE,2022-09-02 08:55:20,2022-09-02 08:55:20,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,IMPLEMENTATION OF ASSIMILATION AND INTEGRATION PROGRAM DURING THE COVID-19 PANDEMIC FOR INMATES IN INDONESIA,2022-09-02 08:55:20,,public,http://repository.lppm.unila.ac.id/id/eprint/44663,FALSE,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 44663, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166545', 'format': 'text', 'pos': 1, 'files': [{'datasetid': 'document', 'filesize': 1725732, 'mime_type': 'application/pdf', 'fileid': 482594, 'filename': 'IMPLEMENTATION OF ASSIMILATION AND INTEGRATION PROGRAM DURING.pdf', 'hash': 'bac1a92a713f0c77564ac01f9584afcd', 'mtime': '2022-09-02 04:44:39', 'hash_type': 'MD5', 'objectid': 166545, 'uri': 'http://repository.lppm.unila.ac.id/id/file/482594'}], 'docid': 166545, 'main': 'IMPLEMENTATION OF ASSIMILATION AND INTEGRATION PROGRAM DURING.pdf'}]",,900,disk0/00/04/46/63,,"International Journal of Business, Economics and Law","[{'name': {'given': 'Diah Gustiniati Maulani', 'lineage': None, 'family': 'Diah Gustiniati Maulani', 'honourific': None}}]",,,,2289-1552,,,,,,,
