,subjects,abstract,eprint_status,status_changed,rev_number,metadata_visibility,title,eprintid,datestamp,lastmod,userid,full_text_status,uri,ispublished,documents,publisher,divisions,type,dir,monograph_type,creators,publication,issn,refereed,date_type,official_url,referencetext,volume,number,place_of_pub,book_title,editors,pagerange,corp_creators,contributors,related_url,isbn
24,['JZ'],,archive,2023-06-19 01:17:38,6,show,Pemilu Turki 2023: Kemenangan Erdoganisme atas Kemalisme,52171,2023-06-19 01:17:38,2023-06-19 01:17:38,2796,public,http://repository.lppm.unila.ac.id/id/eprint/52171,pub,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/618190', 'objectid': 252516, 'filesize': 1228111, 'datasetid': 'document', 'filename': 'Pemilu Turki 2023_ Kemenangan Erdoganisme atas Kemalisme - Terekam Jejak.pdf', 'hash': '585a91e37256a5dd05189e570d712273', 'mtime': '2023-06-17 12:47:48', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 618190}], 'main': 'Pemilu Turki 2023_ Kemenangan Erdoganisme atas Kemalisme - Terekam Jejak.pdf', 'docid': 252516, 'uri': 'http://repository.lppm.unila.ac.id/id/document/252516', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 52171, 'language': 'en', 'mime_type': 'application/pdf'}]",Terekam Jejak,['FISIP8'],article,disk0_bak/00/05/21/71,,"[{'id': 'roby.rakhmadi007@fisip.unila.ac.id', 'name': {'family': 'Rakhmadi', 'honourific': None, 'lineage': None, 'given': 'Roby'}}]",https://terekamjejak.com/,,FALSE,,https://terekamjejak.com/kemenangan-erdoganisme-atas-kemalisme/,,,,,,,,,,[{'url': 'https://terekamjejak.com/kemenangan-erdoganisme-atas-kemalisme/'}],
25,['H1'],PARADIPLOMASI LAMPUNG: Harapan dan Realitas,archive,2022-08-26 01:37:30,7,show,PARADIPLOMASI LAMPUNG: Harapan dan Realitas,44250,2022-08-26 01:37:30,2022-08-26 01:37:30,1192,public,http://repository.lppm.unila.ac.id/id/eprint/44250,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 44250, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166336', 'format': 'text', 'pos': 1, 'files': [{'objectid': 166336, 'uri': 'http://repository.lppm.unila.ac.id/id/file/480904', 'datasetid': 'document', 'filesize': 1236633, 'mime_type': 'application/pdf', 'fileid': 480904, 'hash': '71e8f6172ec20951bd2a404270133e14', 'filename': '4850.pdf', 'mtime': '2022-08-26 01:17:36', 'hash_type': 'MD5'}], 'docid': 166336, 'main': '4850.pdf'}]",FISIP Universitas Lampung,['FISIP8'],other,disk0/00/04/42/50,,"[{'name': {'lineage': None, 'family': 'Sidik', 'honourific': None, 'given': 'Hasbi'}}]",,,,,,,,,,,,,,,,
26,['H1'],,archive,2022-09-06 06:20:48,7,show,PARADIPLOMASI LAMPUNG: Harapan dan Realitas,44797,2022-09-06 06:20:48,2022-09-06 06:20:48,1192,public,http://repository.lppm.unila.ac.id/id/eprint/44797,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 44797, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/483622', 'objectid': 166686, 'hash_type': 'MD5', 'mtime': '2022-09-06 01:46:28', 'hash': '30cf517a3070b2941bba7337bad52a1c', 'filename': 'Reviwer Paradiplomasi.pdf', 'fileid': 483622, 'mime_type': 'application/pdf', 'filesize': 437867, 'datasetid': 'document'}], 'main': 'Reviwer Paradiplomasi.pdf', 'docid': 166686, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166686', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",jurusan sosiologi FISIP Universitas Lampung,['FISIP8'],other,disk0/00/04/47/97,,"[{'name': {'given': 'Hasbi', 'honourific': None, 'family': 'Sidik', 'lineage': None}}]",,,,,,,,,,,,,,,,
27,['H1'],Political Corruption and White-Collar Crime Related to Covid-19 Countermeasures,archive,2022-08-26 01:37:34,7,show,Political Corruption and White-Collar Crime Related to Covid-19 Countermeasures,44252,2022-08-26 01:37:34,2022-08-26 01:37:34,1192,public,http://repository.lppm.unila.ac.id/id/eprint/44252,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/166338', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'filesize': 854265, 'datasetid': 'document', 'filename': '4181.pdf', 'hash': '41cf02b27112daca0fdbc23c9798cbd1', 'mtime': '2022-08-26 01:22:25', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 480918, 'uri': 'http://repository.lppm.unila.ac.id/id/file/480918', 'objectid': 166338}], 'main': '4181.pdf', 'docid': 166338, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 44252}]",FISIP Universitas Lampung,['FISIP8'],other,disk0/00/04/42/52,,"[{'name': {'given': 'Hasbi', 'lineage': None, 'family': 'Sidik', 'honourific': None}}]",,,,,,,,,,,,,,,,
28,['H1'],,archive,2022-09-06 06:20:50,7,show,Political Corruption and White-Collar Crime Related to Covid-19 Countermeasures,44798,2022-09-06 06:20:50,2022-09-06 06:20:50,1192,public,http://repository.lppm.unila.ac.id/id/eprint/44798,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 44798, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'filesize': 487708, 'datasetid': 'document', 'hash': 'd15f5b565a05f62e060b45b8e26a9ac7', 'filename': 'Reviwer Political.pdf', 'mtime': '2022-09-06 01:48:56', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 483630, 'uri': 'http://repository.lppm.unila.ac.id/id/file/483630', 'objectid': 166687}], 'main': 'Reviwer Political.pdf', 'docid': 166687, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166687', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",Atlantis Press,['FISIP8'],other,disk0/00/04/47/98,,"[{'name': {'honourific': None, 'family': 'Sidik', 'lineage': None, 'given': 'Hasbi'}}]",,,,,,,,,,,,,,,,
29,['H1'],Water Crisis as a Security Issue: Water Securitization in People’s Republic of China,archive,2022-08-26 01:37:32,7,show,Water Crisis as a Security Issue: Water Securitization in People’s Republic of China,44251,2022-08-26 01:37:32,2022-08-26 01:37:32,1192,public,http://repository.lppm.unila.ac.id/id/eprint/44251,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/166337', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 459778, 'mime_type': 'application/pdf', 'fileid': 480911, 'filename': '4183.pdf', 'hash': '6f1fdbdceaa7f679af6bf40f776981a6', 'hash_type': 'MD5', 'mtime': '2022-08-26 01:20:56', 'objectid': 166337, 'uri': 'http://repository.lppm.unila.ac.id/id/file/480911'}], 'docid': 166337, 'main': '4183.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 44251}]",FISIP Universitas Lampung,['FISIP8'],other,disk0/00/04/42/51,,"[{'name': {'given': 'Hasbi', 'lineage': None, 'family': 'Sidik', 'honourific': None}}]",,,,,,,,,,,,,,,,
30,['H1'],,archive,2022-09-06 06:20:52,7,show,Water Crisis as a Security Issue: Water Securitization in People’s Republic of China,44799,2022-09-06 06:20:52,2022-09-06 06:20:52,1192,public,http://repository.lppm.unila.ac.id/id/eprint/44799,pub,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166688', 'rev_number': 1, 'docid': 166688, 'main': 'Reviwer Water Crisis.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/483637', 'objectid': 166688, 'filesize': 464899, 'datasetid': 'document', 'hash': 'a8c00d369d1088a806131f061b7545ed', 'filename': 'Reviwer Water Crisis.pdf', 'hash_type': 'MD5', 'mtime': '2022-09-06 01:51:35', 'mime_type': 'application/pdf', 'fileid': 483637}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 44799, 'security': 'public', 'placement': 1}]",Atlantis Press,['FISIP8'],other,disk0/00/04/47/99,,"[{'name': {'lineage': None, 'family': 'Sidik', 'honourific': None, 'given': 'Hasbi'}}]",,,,,,,,,,,,,,,,
31,['JZ'],,archive,2023-03-06 01:56:08,7,show,Kompetensi Pemimpin Sipil,48730,2023-03-06 01:56:08,2023-03-06 01:56:08,1187,public,http://repository.lppm.unila.ac.id/id/eprint/48730,pub,"[{'main': 'Kompetensi Pemimpin Sipil-Lampung Post 5 Oktober 2017.pdf', 'docid': 188107, 'files': [{'objectid': 188107, 'uri': 'http://repository.lppm.unila.ac.id/id/file/530963', 'datasetid': 'document', 'filesize': 535715, 'mime_type': 'application/pdf', 'fileid': 530963, 'filename': 'Kompetensi Pemimpin Sipil-Lampung Post 5 Oktober 2017.pdf', 'hash': 'cd57c3a203298b6feedeb52488ad8b90', 'hash_type': 'MD5', 'mtime': '2023-03-04 12:09:49'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188107', 'eprintid': 48730, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",Lampung Post,['FISIP8'],other,disk0_bak/00/04/87/30,,"[{'id': 'iwsulistyo@gmail.com', 'name': {'family': 'Sulistyo', 'honourific': None, 'lineage': None, 'given': 'Iwan'}}]",,,,,https://m.lampost.co/berita-kompetensi-pemimpin-sipil.html,,,,Bandarlampung,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,
32,['JZ'],"Kerja sama sister city dalam praktik paradiplomasi penting dilakukan sebagai alat bagi pembangunan ekonomi daerah. Pemerintah daerah memiliki kewenangan untuk menjalin kerja sama dengan mitra di luar negeri, sebagai sarana bertukar informasi, pengalaman, ilmu pengetahuan, teknologi, kegiatan bersama, dan juga program kerja sama bantuan. Kota Bandung telah melaksanakan praktik paradiplomasi, khususnya implementasi kerja sama sister city dengan beberapa kota di luar negeri. Implementasi kerja sama sister city dalam bidang perdagangan dilakukan dengan melakukan kerja sama pada promosi produk-produk asal Bandung di luar negeri, seperti dalam acara pameran (bazar) dan toko Little Bandung, mengadakan business matching, serta membanguan pusat informasi perdagangan, ekonomi dan industri.",archive,2023-05-21 03:43:02,12,show,Praktik Paradiplomasi dalam Kerja Sama Sister city di Bidang Perdagangan (Studi Kasus: Kota Bandung),51872,2023-05-21 03:43:02,2023-05-21 03:43:02,2803,public,http://repository.lppm.unila.ac.id/id/eprint/51872,pub,"[{'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'eprintid': 51872, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/250876', 'rev_number': 1, 'main': 'Paradiplomasi Perdagangan Tety.docx', 'docid': 250876, 'files': [{'objectid': 250876, 'uri': 'http://repository.lppm.unila.ac.id/id/file/614566', 'fileid': 614566, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'hash_type': 'MD5', 'mtime': '2023-05-19 09:52:10', 'hash': '421ee8be5c809b2c1b3b6524c0bc038a', 'filename': 'Paradiplomasi Perdagangan Tety.docx', 'datasetid': 'document', 'filesize': 231521}]}]",Quantum Press,['FISIP8'],book_section,disk0_bak/00/05/18/72,,"[{'name': {'given': 'Tety', 'family': 'Tety Rachmawati', 'honourific': None, 'lineage': None}, 'id': 'tety.rachmawati@fisip.unila.ac.id'}]",,,TRUE,published,,,,,,Paradiplomasi: Pendekatan dan Konteks,,,,,,978-602-5908-71-2
33,['JZ'],This paper aims to analyze the opportunity and challenges for trade cooperation Lampung-Australia. Trade cooperation Lampung-Australia is important because Australia is the fourth bigger trade partner for Lampung and geographically Australia is near to Indonesia. The data shows that the intensity of trade relations between Lampung-Australia is more increase every year. This research uses a qualitative approach and implements international trade theory and regional-foreign party cooperation concept. The data was gotten through the literature reviews from primary and secondary resources and interviews with Dinas Perdagangan Provinsi Lampung and Bagian Kerja Sama Luar Negeri dan Pihak Ketiga Biro Otonomi Daerah Setdaprov Lampung. This research explains Lampung-Australia trade cooperation has more challenges than its opportunity for Lampung to develop their trade sector.,archive,2023-05-19 07:17:03,8,show,The Opportunities and Challenges for Trade Cooperation Lampung Australia,51825,2023-05-19 07:17:03,2023-05-19 07:17:03,2803,public,http://repository.lppm.unila.ac.id/id/eprint/51825,unpub,"[{'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'placement': 1, 'security': 'public', 'eprintid': 51825, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/250621', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/614005', 'objectid': 250621, 'hash': 'a1a81f3e4329d43d1eb022742ce4d7b4', 'filename': 'IICIS_article.docx', 'mtime': '2023-05-19 02:50:24', 'hash_type': 'MD5', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 614005, 'filesize': 98833, 'datasetid': 'document'}], 'docid': 250621, 'main': 'IICIS_article.docx'}]",,['FISIP8'],article,disk0_bak/00/05/18/25,,"[{'name': {'given': 'Tety', 'lineage': None, 'honourific': None, 'family': 'Tety Rachmawati'}, 'id': 'tety.rachmawati@fisip.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Rahayu Lestari', 'honourific': None, 'given': 'Ayu'}, 'id': None}, {'id': None, 'name': {'family': 'Nibras', 'honourific': None, 'lineage': None, 'given': 'Fadhlillah'}}]",The Opportunities and Challenges for Trade Cooperation Lampung-Australia,,FALSE,,,,,,,,,,,,,
34,['JZ'],"Produk udang dari Indonesia yang diekspor ke Tiongkok ditolak oleh otoritas Tiongkok karena kemasan produk yang diimpor tersebut terkontaminasi Covid-19. Penelitian ini bertujuan untuk menganalisis implementasi standarisasi produk udang khususnya udang dari Lampung selama pandemi Covid-19. Penelitian ini juga bertujuan untuk melihat relevansi standarisasi mutu dan keamanan produk udang terhadap daya saing ekspor udang Lampung. Data didapatkan melalui wawancara dengan BKIPM Lampung dan beberapa perusahaan pengolah udang seperti PT Central Pertiwi Bahari dan PT Indomina Langgeng Sejahtera serta mengkaji beberapa dokumen primer dan sekunder. Penelitian ini menggunakan pendekatan deskriptif kualitatif untuk melihat implementasi standarisasi produk udang selama pandemi Covid-19 dan relevansi standarisasi terhadap peningkatan daya saing ekspor udang Lampung. Hasil dari penelitian ini menjelaskan bahwa standarisasi yang selama ini diterapkan pada produk udang telah memenuhi persyaratan food safety. Selama pandemi Covid-19, penerapan sertifikasi GMP, SSOP, dan HACCP dilakukan dengan memperhatikan protocol kesehatan. Unit Pengolahan Ikan juga turut menerapkan protocol kesehatan untuk menghindari kontaminasi Covid-19 pada produk udang yang akan diekspor. Daya saing ekspor udang Lampung Pada triwulan pertama tahun 2020 dan 2021, melalui perhitungan RCA menunjukkan angka lebih dari 1 (>1), artinya cukup kuat. Standarisasi yang diterapkan pada produk udang yang akan dieskpor menjadi salah satu pendukung bagi peningkatan daya saing ekspor udang Lampung.",archive,2021-11-11 08:53:29,6,show,"IMPLEMENTASI STANDARISASI PRODUK SEBAGAI UPAYA PENINGKATAN DAYA SAING EKSPOR UDANG 
PROVINSI LAMPUNG",36105,2021-11-11 08:53:29,2021-11-11 08:53:29,2803,public,http://repository.lppm.unila.ac.id/id/eprint/36105,submitted,"[{'main': 'Tety Rachmawati_FISIP_PDP_Lap-Tety_fix.pdf', 'docid': 157047, 'files': [{'objectid': 157047, 'uri': 'http://repository.lppm.unila.ac.id/id/file/418278', 'fileid': 418278, 'mime_type': 'application/pdf', 'mtime': '2021-11-11 07:25:01', 'hash_type': 'MD5', 'filename': 'Tety Rachmawati_FISIP_PDP_Lap-Tety_fix.pdf', 'hash': '04498fffbdc6a963ce0c9b6ea4d4ec81', 'datasetid': 'document', 'filesize': 1840243}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157047', 'eprintid': 36105, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",Universitas Katolik Parahyangan,['FISIP8'],article,disk0/00/03/61/05,,"[{'id': 'tety.rachmawati@fisip.unila.ac.id', 'name': {'given': 'Tety', 'honourific': None, 'family': 'Tety Rachmawati', 'lineage': None}}, {'name': {'given': 'Ayu', 'honourific': None, 'family': 'Rahayu Lestari', 'lineage': None}, 'id': None}, {'id': None, 'name': {'given': 'OS', 'lineage': None, 'honourific': None, 'family': 'Oktora Susanti'}}]",Jurnal Ilmiah Hubungan Internasional,2614-2562,TRUE,submitted,https://journal.unpar.ac.id/index.php/JurnalIlmiahHubunganInternasiona,,,,,,,,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,,
35,['H1'],"The Indonesia-Malaysia-Thailand Growth Triangle (IMT-GT) cooperation has been formed since 1993, but significantly developed since January 12, 2007. In Indonesia, that are part of the IMT-GT cooperation are Aceh, Bangka-Belitung, Bengkulu, Jambi, Lampung, South Sumatra, Riau, Kepulauan Riau, North Sumatra and West Sumatra. It is understood that the IMT-GT area is the island of Sumatra, with the potential of natural resources, but has weaknesses in infrastructure facilities. IMT-GT is an opportunity for Lampung Province to develop its region through bilateral and multilateral para-diplomacy as well as to have competitiveness and not be left behind in the era of free trade and the ASEAN Community. As the IMT-GT focus focuses on the private sector, complementary and comparative advantages need to be identified. One other issue that is currently being an interesting issue is the Digital Economy which is interpreted as economic and business activities based on internet-based markets, or as it is commonly known as e-commerce. This study uses a qualitative approach in identifying the e-commerce potential of Lampung Province supported by library research method and holding Focus Group Discussion (FGD) with Local Planning Agency (Bappeda) and other related agencies.
Keywords: E-commerce, Potential, IMT-GT, Lampung.",archive,2020-11-23 01:02:00,6,show,LAMPUNG PROVINCE E-COMMERCE POTENTIAL IN FACING IMT-GT 2020,26636,2020-11-23 01:02:00,2020-11-23 01:02:00,205,public,http://repository.lppm.unila.ac.id/id/eprint/26636,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 26636, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/239472', 'objectid': 40607, 'mtime': '2020-11-22 15:17:13', 'hash_type': 'MD5', 'hash': '35f9f0330ec9e1fe3d6d896327a7b4f5', 'filename': '[9783110678666 - The International Conference on ASEAN 2019] The International Conference on ASEAN 2019-pages-1-9-merged.pdf', 'fileid': 239472, 'mime_type': 'application/pdf', 'filesize': 916152, 'datasetid': 'document'}], 'main': '[9783110678666 - The International Conference on ASEAN 2019] The International Conference on ASEAN 2019-pages-1-9-merged.pdf', 'docid': 40607, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40607', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",Sciendo,['FISIP8'],article,disk0/00/02/66/36,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Wiranata', 'given': 'Indra Jaya'}, 'id': 'indrajaya.wiranata@fisip.unila.ac.id'}, {'name': {'given': 'Fahmi', 'lineage': None, 'family': 'tarumanegara', 'honourific': None}, 'id': None}, {'name': {'family': 'Meutia', 'honourific': None, 'lineage': None, 'given': 'Intan Fitri'}, 'id': 'intan.fitri@fisip.unila.ac.id'}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Simbolon', 'given': 'khairunisa'}}]",PROCEEDING OF THE 1ST INTERNATIONAL CONFERENCE ON ASEAN (IC-ASEAN),,TRUE,,https://www.google.com/url?client=internal-element-cse&cx=partner-pub-7495356402934412:mxurrhpwhx5&q=https://content.sciendo.com/downloadpdf/book/9783110678666/10.1515/9783110678666-fm.xml&sa=U&ved=2ahUKEwiklcTsuZbtAhVEzTgGHbW9DLcQFjADegQIBxAB&usg=AOvVaw25Qx4bT0bgdt16iDdCG-uo,,,,,,,,,,,
36,['H1'],,archive,2022-09-23 04:04:48,7,show,Reviewer : ASEAN WAY VERSUS ISU HAM DAN DEMOKRASI (Gap Antara Old Mechanism dan New Issues),45172,2022-09-23 04:04:48,2022-09-23 04:04:48,1185,public,http://repository.lppm.unila.ac.id/id/eprint/45172,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 45172, 'uri': 'http://repository.lppm.unila.ac.id/id/document/167122', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2022-09-23 02:24:33', 'hash': '1800ff5a315e362e00d9382241aa34a1', 'filename': 'Asean Way.pdf', 'fileid': 486498, 'mime_type': 'application/pdf', 'filesize': 699656, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/486498', 'objectid': 167122}], 'main': 'Asean Way.pdf', 'docid': 167122}]",FISIP Unila,['FISIP8'],other,disk0/00/04/51/72,,"[{'name': {'given': 'Ka', 'lineage': None, 'honourific': None, 'family': 'karisma'}}]",,,,,,,,,,,,,,,,
