,subjects,abstract,status_changed,eprint_status,rev_number,volume,metadata_visibility,title,date_type,eprintid,datestamp,lastmod,userid,uri,full_text_status,refereed,number,ispublished,documents,publisher,divisions,type,dir,date,publication,issn,creators,pagerange,official_url,event_type,event_dates,event_title,event_location,pres_type,corp_creators,id_number,related_url,contributors,place_of_pub,succeeds,referencetext,note,keywords,contact_email
22,"['L1', 'LB1501', 'LB2300']",,2021-05-20 07:33:03,archive,9,,show,Reviewer : Pengembangan Panduan Praktikum berbasis INKUIRI terbimbing pada materi Fluida Statis,,30246,2021-05-20 07:33:03,2021-05-20 07:33:03,734,http://repository.lppm.unila.ac.id/id/eprint/30246,public,,,pub,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/358586', 'objectid': 135949, 'hash': 'e3290133a587be868520cd537b2a88f2', 'filename': 'Pengembangan Panduan Praktikum Berbasis INKUIRI Terbimbing pada Materi Fluida Statis.pdf', 'hash_type': 'MD5', 'mtime': '2021-05-20 02:30:43', 'mime_type': 'application/pdf', 'fileid': 358586, 'filesize': 839432, 'datasetid': 'document'}], 'main': 'Pengembangan Panduan Praktikum Berbasis INKUIRI Terbimbing pada Materi Fluida Statis.pdf', 'docid': 135949, 'uri': 'http://repository.lppm.unila.ac.id/id/document/135949', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 30246, 'language': 'en', 'mime_type': 'application/pdf'}]",FKIP UNILA,['FKIP9'],other,disk0/00/03/02/46,1970-01-01 00:00:00.000002020,,,"[{'name': {'given': 'I Dewa Putu', 'honourific': None, 'family': 'Nyeneng', 'lineage': None}, 'id': 'idewaputunyeneng@gmail.com'}]",,,,,,,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,
23,"['L1', 'LB1501', 'LB2300']",,2021-05-20 07:33:00,archive,9,,show,Reviewer : The Efect Of Using POE-Based Worksheet On Student’s Learning Outcomes In Material of Impules and Momentum,,30245,2021-05-20 07:33:00,2021-05-20 07:33:00,734,http://repository.lppm.unila.ac.id/id/eprint/30245,public,,,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 30245, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/135948', 'rev_number': 1, 'docid': 135948, 'main': 'The Efect Of Using POE-Based Worksheet On Students Learning Outcomes In Material of Impules and Momentum.pdf', 'files': [{'objectid': 135948, 'uri': 'http://repository.lppm.unila.ac.id/id/file/358577', 'datasetid': 'document', 'filesize': 846263, 'fileid': 358577, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-05-20 02:27:22', 'hash': 'aaea1ab1b0c63f71f135277f2a28633f', 'filename': 'The Efect Of Using POE-Based Worksheet On Students Learning Outcomes In Material of Impules and Momentum.pdf'}]}]",FKIP UNILA,['FKIP9'],other,disk0/00/03/02/45,1970-01-01 00:00:00.000002020,,,"[{'id': 'idewaputunyeneng@gmail.com', 'name': {'given': 'I Dewa Putu', 'family': 'Nyeneng', 'honourific': None, 'lineage': None}}]",,,,,,,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,
24,['L1'],"The purpose of this study was to develop an assessment instrument aided by
schoology in Newton's motion material. This research development refers to the research design
by Lee and Owens with statistics consisting of analysis, design, development, implementation,
evaluation. The results obtained from this study are the validity of the assessment instruments
that have been developed very high with an average score of material expert tests 0.90,
construct expert tests 0.94, and language expert tests 0.91, very high validity criteria, readability
test 0 , 90 with a very good category. The assessment instruments that have been developed can
already be used to assess student learning outcomes. This can be seen through the results of
small group trials that produce a Cronbach alpha value of 0.886 which is included in the
category of instruments with high reliability. Students respond positively to online exams
through schoology. The conclusion of this study produced a valid assessment instrument to
assess student learning outcomes with the help of schoology.",2020-08-13 03:54:36,archive,6,8.0,show,"Development Of Assessment Instruments Assisted By Schoology To
Student’ Learning Outcomes In Newton Law Materials",published,23610,2020-08-13 03:54:36,2020-08-13 03:54:36,734,http://repository.lppm.unila.ac.id/id/eprint/23610,public,TRUE,1,pub,"[{'eprintid': 23610, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 37247, 'main': '20546-49247-1-PB.pdf', 'files': [{'filename': '20546-49247-1-PB.pdf', 'hash': '15ab97c1a56477ac23077b60de82245a', 'hash_type': 'MD5', 'mtime': '2020-08-13 03:30:12', 'mime_type': 'application/pdf', 'fileid': 215681, 'filesize': 606071, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/215681', 'objectid': 37247}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37247', 'rev_number': 1}]",Universitas Lampung,['FKIP9'],article,disk0/00/02/36/10,2020-06-30 00:00:00.000000000,Jurnal Pembelajaran Fisika,2302-0105,"[{'id': 'idewaputunyeneng@gmail.com', 'name': {'given': 'I Dewa Putu', 'family': 'Nyeneng', 'honourific': None, 'lineage': None}}, {'name': {'family': 'Undang Rosidin', 'honourific': None, 'lineage': None, 'given': 'UR'}, 'id': 'undangros@yahoo.com'}, {'id': None, 'name': {'honourific': None, 'family': 'Ni Luh Putu', 'lineage': None, 'given': 'Suwartika Eka Putr'}}]",19-27,,,,,,,,,,,,,,,,
25,['L1'],"The research objective was to produce assessment product for Higher Order Thinking Skills (HOTS) using Computer 
Based Test (CBT) with four types of HOTS questions (true or false, multiple choices, fill in the blank and matching). It applied the basis of factual, conceptual, procedural and metacognitive-knowledge dimensions with illustrations in the form of discourse, images, graphics, videos, animation and interactive stimulation and feedback after going through the stages of logical validation, empirical validation and respondent questionnaires. Assessment product HOTS using CBT was implemented to Senior High School students in the learning process of physics subject through R&D research steps proposed by Borg and Gall that aimed to stimulate higher-order thinking skills. This is a development research in which the method was conducted by giving HOTS test questions using CBT to measure students’ HOTS profiles and distributing practical questionnaires related to students’ perceptions toward assessment
products of HOTS using CBT. The data collection technique was carried out using expert validation sheet and
respondent questionnaire. Then, the collected data was analyzed in descriptive quantitative. The analysis showed that the logical validity obtained from expert validation on HOTS assessment using CBT was 81% with a valid category. Empirical validity was obtained from students’ HOTS test results using CBT which showed that the four types of questions were able to measure students’ HOTS. In addition, students’ responses on practical aspects were 86.75% with a very practical category. The results of the data showed that the development of assessment product of HOTS using CBT in electromagnetic induction material for Physics subject in Senior High School is already valid and practical. Thus, it was concluded that the development of HOTS assessment using CBT has already contained the right stimulus and is able to encourage students to think using HOTS. 

Keywords: assessment, computer based test (CBT), higher order thinking skills (HOTS), and knowledge dimensions.",2021-05-30 15:35:46,archive,5,9.0,show,Pengembangan Asesmen Higher Order Thinking Skills (HOTS) Berbasis Computer Based Test (CBT) pada Materi Induksi Elektromagnetik,published,31387,2021-05-30 15:35:46,2021-05-30 15:35:46,1075,http://repository.lppm.unila.ac.id/id/eprint/31387,none,TRUE,2,pub,,"Faculty of Psychology, Universitas Islam Negeri (UIN) Syarif Hidayatullah Jakarta",['FKIP9'],article,disk0/00/03/13/87,1970-01-01 00:00:00.000002020,JP3I (Jurnal Pengukuran Psikologi dan Pendidikan Indonesia),"p-ISSN: 2089-6247, e-ISSN: 2654-5713","[{'name': {'given': 'Bayu', 'lineage': None, 'family': 'Pranata', 'honourific': None}, 'id': None}, {'id': 'asuyatna@yahoo.com', 'name': {'given': 'Agus', 'honourific': None, 'family': 'Suyatna', 'lineage': None}}, {'id': 'undangros@yahoo.com', 'name': {'family': 'Rosidin', 'honourific': None, 'lineage': None, 'given': 'Undang'}}]",83-98,http://journal.uinjkt.ac.id/index.php/jp3i,,,,,,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",http://dx.doi.org/10.15408/jp3i.v9i2.XXXXX,[{'url': 'http://journal.uinjkt.ac.id/index.php/jp3i'}],,,,,,,
26,['L1'],"Abstract: The purpose of this study is to develop a Computer Based Test (CBT) design model that is suitable for stimulating students' higher-order thinking skills (HOTS) on static fluid material. The development of CBT-HOTS is used as a practice (drill) which is expected to be able to familiarize students in working on computer-based questions. The design of this study is guided by the ADDIE instructional development model with 5 stages of development, namely: the analysis phase, the initial product design stage, the development stage, the product implementation stage, and the product evaluation stage (evaluation). This article only reported up to the design analysis and design stages. Data collection used was a questionnaire collected from 12 high school physics teachers in Lampung Province. The data analysis used was descriptive qualitative analysis. The results of this study were the design of the CBT model that is suitable for stimulating students' HOTS according to the needs in the field. The designs that were developed include the design of the illustration problems, the design of the quiz settings, the design of the questioning settings, and the design of the stimulus for several types of questions namely fill in the blank, matching, and sequence.",2021-04-24 03:06:25,archive,4,,show,Cek Similarity/Originality: Design of Computer-Based Testing for Higher-order Thinking Skills on Static Fluid Material,published,29598,2021-04-24 03:06:25,2021-04-24 03:06:25,1075,http://repository.lppm.unila.ac.id/id/eprint/29598,public,,,pub,"[{'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43786', 'format': 'text', 'pos': 1, 'files': [{'fileid': 261983, 'mime_type': 'application/pdf', 'mtime': '2020-12-30 10:48:59', 'hash_type': 'MD5', 'hash': 'c8ee38a06f7da83974e82c133e4e3a79', 'filename': 'Design of Computer-Based Testing for Higher-order Thinking Skills on Static Fluid Material(1).pdf', 'datasetid': 'document', 'filesize': 2203039, 'objectid': 43786, 'uri': 'http://repository.lppm.unila.ac.id/id/file/261983'}], 'main': 'Design of Computer-Based Testing for Higher-order Thinking Skills on Static Fluid Material(1).pdf', 'docid': 43786, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 29598}, {'docid': 43787, 'main': 'PR-20.pdf', 'files': [{'filesize': 750397, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-04-23 02:56:07', 'filename': 'PR-20.pdf', 'hash': '6ba6ed2dd409a8066258aefbc0f706f0', 'fileid': 261984, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/261984', 'objectid': 43787}], 'pos': 2, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43787', 'rev_number': 1, 'eprintid': 29598, 'placement': 2, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",IOP Publishing,['FKIP9'],other,disk0/00/02/95/98,1970-01-01 00:00:00.000002020,,,"[{'id': None, 'name': {'given': 'Diah Eka', 'lineage': None, 'honourific': None, 'family': 'Pratiwi'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Suyatna', 'given': 'Agus'}, 'id': 'asuyatna@yahoo.com'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Viyanti', 'given': 'Viyanti'}, 'id': 'viyanti.1980@fkip.unila.ac.id'}]",,https://iopscience.iop.org/article/10.1088/1742-6596/1467/1/012059/meta,,,,,,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",10.1088/1742-6596/1467/1/012059,"[{'url': 'https://iopscience.iop.org/issue/1742-6596/1467/1', 'type': 'pub'}]",,"Journal of Physics: Conference Series, Volume 1467",27213.0,,,,
27,['L1'],"Abstract: The purpose of this study is to develop a Computer Based Test (CBT) design model that is suitable for stimulating students' higher-order thinking skills (HOTS) on static fluid material. The development of CBT-HOTS is used as a practice (drill) which is expected to be able to familiarize students in working on computer-based questions. The design of this study is guided by the ADDIE instructional development model with 5 stages of development, namely: the analysis phase, the initial product design stage, the development stage, the product
implementation stage, and the product evaluation stage (evaluation). This article only reported up to the design analysis and design stages. Data collection used was a questionnaire collected from 12 high school physics teachers in Lampung Province. The data analysis used was
descriptive qualitative analysis. The results of this study were the design of the CBT model that
is suitable for stimulating students' HOTS according to the needs in the field. The designs that were developed include the design of the illustration problems, the design of the quiz settings, the design of the questioning settings, and the design of the stimulus for several types of questions namely fill in the blank, matching, and sequence.",2020-03-30 01:33:46,archive,7,1467.0,show,Design of Computer-Based Testing for Higher-order Thinking Skills on Static Fluid Material,,18890,2020-03-30 01:33:46,2020-03-30 01:33:46,1075,http://repository.lppm.unila.ac.id/id/eprint/18890,public,TRUE,2020,pub,"[{'docid': 32112, 'main': 'Diah AS VI YSSSEE_2020_J._Phys.__Conf._Ser._1467_012059.pdf', 'files': [{'objectid': 32112, 'uri': 'http://repository.lppm.unila.ac.id/id/file/158507', 'datasetid': 'document', 'filesize': 1357778, 'mime_type': 'application/pdf', 'fileid': 158507, 'hash': '48e1728cd6920a1d86028e99d2971880', 'filename': 'Diah AS VI YSSSEE_2020_J._Phys.__Conf._Ser._1467_012059.pdf', 'mtime': '2020-03-27 04:21:05', 'hash_type': 'MD5'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32112', 'rev_number': 1, 'eprintid': 18890, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",IOP Publishing,['FKIP9'],article,disk0/00/01/88/90,1970-01-01 00:00:00.000002020,Journal of Physics: Conference Series,Print : 1742-6588 Online : 1742-6596,"[{'id': None, 'name': {'family': 'Pratiwi', 'honourific': None, 'lineage': None, 'given': 'Diah Eka'}}, {'id': 'asuyatna@yahoo.com', 'name': {'honourific': None, 'family': 'Suyatna', 'lineage': None, 'given': 'Agus'}}, {'id': 'viyanti.1980@fkip.unila.ac.id', 'name': {'given': 'Viyanti', 'family': 'Viyanti', 'honourific': None, 'lineage': None}}]",1-10,https://iopscience.iop.org/article/10.1088/1742-6596/1467/1/012059/pdf,,,,,,['Universitas Lampung'],doi:10.1088/1742-6596/1467/1/012059,"[{'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1467/1/012059/pdf', 'type': 'pub'}]",,,,,,,
28,['L1'],"The purpose of this study was to optimize smartphone utilization for m-learning as a supplement to magnetic learning with a scientific approach that could be used in learning without limitation of space and time. The research method was based on the ADDIE research and development (R & D) design. The research procedure used was limited product design that had been validated. Data sources at the analysis stage of smartphone utilization needs and student needs for physics learning media are 60 high school students from several provinces. The Validation of the M-learning design was carried out by lecturer who were experts in physics education and physics teacher. Data on needs analysis and m-learning design validation were collected using a questionnaire and analyzed using descriptive quantitative. The results of the questionnaire were obtained 100% of the students who were respondents had an Android smartphone and only 68.3% of students had used an Android smartphone for learning. The results of expert validation and practitioners showed that the m-learning design suitable for magnetic learning supplements was interactive, could be used for independent learning, had learning objectives content, interactive modules, broadcast material, video and animation magnetic phenomena, experimental simulations, material summaries, hyperlinks to other learning sources, as well as interactive quizzes. Learning activities including study of teaching materials, experimental simulations, assignments, quizzes, discussion forums. Synchronous learning activities were carried out for discussion forums, asynchronous for others.",2020-09-14 06:06:28,archive,6,1572.0,show,"Optimizing the use of smartphones for M-learning as a
supplement for magnetic learning with a scientific approach",published,23995,2020-09-14 06:06:28,2020-09-14 06:06:28,1075,http://repository.lppm.unila.ac.id/id/eprint/23995,public,TRUE,1,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 23995, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37690', 'rev_number': 1, 'docid': 37690, 'main': 'Puspita_2020_J._Phys.__Conf._Ser._1572_012048.pdf', 'files': [{'mtime': '2020-09-14 04:08:43', 'hash_type': 'MD5', 'hash': '3ea8f796c71346647512e5c74d57ba5b', 'filename': 'Puspita_2020_J._Phys.__Conf._Ser._1572_012048.pdf', 'fileid': 218674, 'mime_type': 'application/pdf', 'filesize': 1347953, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/218674', 'objectid': 37690}]}]",IOP Publishing,['FKIP9'],article,disk0/00/02/39/95,2020-07-17 00:00:00.000000000,Journal of Physics: Conference Series,Print : 1742-6588 Online : 1742-6596,"[{'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Puspita', 'given': 'Novvia'}}, {'id': 'asuyatna@yahoo.com', 'name': {'given': 'Agus', 'lineage': None, 'family': 'Suyatna', 'honourific': None}}, {'id': 'undangros@yahoo.com', 'name': {'lineage': None, 'family': 'Rosidin', 'honourific': None, 'given': 'Undang'}}]",1-7,https://iopscience.iop.org/article/10.1088/1742-6596/1572/1/012048/meta,,,,,,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",doi:10.1088/1742-6596/1572/1/012048,"[{'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1572/1/012048/meta', 'type': 'pub'}]",,,,,,,
29,['L1'],"The purpose of this research is to reconstruct the class assessment 
to promote 21st-century learning. The meaning of reconstructing 
class assessment is the advanced assessment that can realize the 
purpose of 21st-century learning which is the ability of 
argumentation, critical, and creative thinking skills. The advanced 
assessment in this research used the model of Argument-Driven 
Inquiry (ADI). This research is a quasi-experimental study that uses 
a pre-test post-test non-equivalent control group design. The 
research population is 12th-grade students of senior high school on 
Bandar Lampung. Based on data analysis, it was revealed that the 
classroom assessment strategy with continuous assessment using 
the ADI model can be used as a reference to be able to practice 21st�century life skills including argumentation, critical thinking, and 
creative skills.",2020-05-31 02:57:39,archive,6,3.0,show,"RECONSTRUCT THE CLASS ASSESSMENT STRATEGY
PROMOTING THE 21st-CENTURY LEARNING",published,20000,2020-05-31 02:57:39,2020-05-31 02:57:39,679,http://repository.lppm.unila.ac.id/id/eprint/20000,public,TRUE,1,pub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33344', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/189147', 'objectid': 33344, 'hash_type': 'MD5', 'mtime': '2020-05-18 14:51:12', 'filename': 'RECONSTRUCT THE CLASS ASSESSMENT STRATEGY-  2020.pdf', 'hash': '5c6e6b2940ca8398c40a2ca5b55c1af7', 'fileid': 189147, 'mime_type': 'application/pdf', 'filesize': 897870, 'datasetid': 'document'}], 'docid': 33344, 'main': 'RECONSTRUCT THE CLASS ASSESSMENT STRATEGY-  2020.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 20000}]",Unit Riset dan Publikasi Ilmiah FTK UIN Raden Intan Lampung,['FKIP9'],article,disk0/00/02/00/00,2020-03-01 00:00:00.000000000,Indonesian Journal of Science and Mathematics Education,2615-8639,"[{'id': 'undangros@yahoo.com', 'name': {'given': 'Undang', 'lineage': None, 'honourific': None, 'family': 'Rosidin'}}, {'id': 'noviharyanti8283@gmail.com', 'name': {'given': 'Novi', 'honourific': None, 'family': 'Haryanti', 'lineage': None}}, {'id': None, 'name': {'lineage': None, 'family': 'Lora', 'honourific': None, 'given': 'Haditya Aprita'}}, {'id': 'viyanti.1980@fkip.unila.ac.id', 'name': {'given': 'Viyanti', 'family': 'Viyanti', 'honourific': None, 'lineage': None}}]",27-36,http://ejournal.radenintan.ac.id/index.php/IJSME/index,,,,,,,10.24042/ijsme.v3i1.6056,,,,,,,,
30,['L1'],"Pembelajaran yang berlangsung saat ini belum sesuai dengan tuntutan pada
abad ke- 21 yaitu siswa dituntut untuk memiliki keterampilan berpikir kritis
dan berpikir kreatif. Penelitian ini bertujuan untuk mengetahui pengaruh
penerapan Instrumen Performance Assessmentdengan model project Based
Learning (PjBL)terhadap keterampilan berpikir kritis dan kreatif siswa.
Metode penelitian yang digunakan penelitian ini adalah One Group PretestPosttest Design yang dilakukan di semestergenap Pada tahun ajaran
2018/2019 di MAN 1 Bandar Lampung.Populasi penelitian adalah seluruh
siswa kelas XI MIA sedangkan sampel yaitu kelas XI MIA2.Hasil penelitian
menunjukkan bahwa pengaruh Performance Assessment dengan model PjBL
terhadap keterampilan berpikir kritis sebesar 42,5%, Pengaruh Performance
Assessment dengan model PjBL terhadap keterampilan berpikir Kreatif
sebesar 57.3% dan pengaruh Keterampilan berpikir kritis terhadap
keterampilan berpikir Kreatif Berdasarkan data yang diperoleh pada kelas
eksperimen sebesar 66,0%.",2020-11-19 11:32:52,archive,9,8.0,show,"PENGARUH PENERAPAN PERFORMANCE ASSESSMENT DENGAN
MODEL PjBL TERHADAP KETERAMPILAN BERPIKIR KRITIS DAN
KREATIF SISWA SMA",published,26202,2020-11-19 11:32:52,2020-11-19 11:32:52,706,http://repository.lppm.unila.ac.id/id/eprint/26202,public,TRUE,1,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 26202, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40087', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 40087, 'uri': 'http://repository.lppm.unila.ac.id/id/file/236129', 'datasetid': 'document', 'filesize': 582963, 'fileid': 236129, 'mime_type': 'application/pdf', 'mtime': '2020-11-19 04:01:36', 'hash_type': 'MD5', 'filename': '9. Artikel Nindi Sella dkk.pdf', 'hash': '9705f59f6d762ac235d72faf32578038'}], 'docid': 40087, 'main': '9. Artikel Nindi Sella dkk.pdf'}]",FKIP UM Metro,['FKIP9'],article,disk0/00/02/62/02,1970-01-01 00:00:00.000002020,Jurnal Pendidikan Fisika,2337-5973,"[{'id': None, 'name': {'given': 'NIndi', 'lineage': None, 'honourific': None, 'family': 'Sella Yuniarti Putri'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Rosidin', 'given': 'Undang'}, 'id': 'undangros@yahoo.com'}, {'name': {'given': 'I Wayan', 'family': 'Distrik', 'honourific': None, 'lineage': None}, 'id': 'wayandistrik8@gmail.com'}]",,http://ojs.fkip.ummetro.ac.id/index.php/fisika/about,,,,,,,http://ojs.fkip.ummetro.ac.id/index.php/fisika/about,,,,,,,,
31,['L1'],"Abstract: 21st Century Learning requires HOTS learning to improve students' higher-order thinking skills, in addition to learning that promotes HOTS assessment must also promote HOTS. However, there are still many teachers who have not done HOTS who are able to stimulate students' high-level thinking skills well. This study discusses teacher perceptions about HOTS CBT assessment instrument models about the role of illustrations and quizzes and questions set in measuring HOTS. This type of research is a mixed method. The mixed method
strategy used is Sequential Explanatory Strategy. This research was conducted on five high school physics teachers in Metro City. Data collection using teacher perception respondents questionnaire conducted in April 2019 by five high school physics teachers in Metro City. The data collected was analyzed descriptively quantitatively. As many as 96% of teachers strongly
agree that the Computer Based Test Model (CBT) involves video illustrations, animations, simulation questions, 80% of teachers agree that describing items can enrich thinking levels (C1, C2, C3, C4, C5, C6) and GPA for considered, as well as 96% of teachers strongly agree
with the form of illustration of video items, animations, complications can be removed verbalism. In addition to questions and types of questions, quizzes and question settings are considered necessary by teachers to improve higher order thinking skills (HOTS). Based on the
data obtained the validation instrument was developed to obtain the best types of questions, stimuli, as well as quizzes and question settings in improving students' higher-order thinking skills (HOTS).",2021-05-30 15:26:52,archive,6,8.0,show,"CBT HOTS Assessment Instrument Model: Teacher Perception
Analysis of a Role of Illustration as Well as Quiz and Question Setting According to HOTS",published,31313,2021-05-30 15:26:52,2021-05-30 15:26:52,1075,http://repository.lppm.unila.ac.id/id/eprint/31313,public,TRUE,1,pub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/141494', 'pos': 1, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'fileid': 371034, 'hash': 'b587dd4301949c6ea37cd52c2000184a', 'filename': '20667-49214-3-PB-2020.pdf', 'hash_type': 'MD5', 'mtime': '2021-05-29 14:20:52', 'datasetid': 'document', 'filesize': 686013, 'objectid': 141494, 'uri': 'http://repository.lppm.unila.ac.id/id/file/371034'}], 'docid': 141494, 'main': '20667-49214-3-PB-2020.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 31313}]",Universitas Lampung,['FKIP9'],article,disk0/00/03/13/13,1970-01-01 00:00:00.000002020,Jurnal Pembelajaran Fisika,2302-0105,"[{'name': {'given': 'Yuni Evi M.', 'honourific': None, 'family': 'Sihaloho', 'lineage': None}, 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Rosidin', 'given': 'Undang'}, 'id': 'undangros@yahoo.com'}, {'id': 'asuyatna@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Suyatna', 'given': 'Agus'}}]",9-17,http://jurnal.fkip.unila.ac.id/index.php/JPF/issue/view/1116,,,,,,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",http://dx.doi.org/10.23960/jpf.v8.n1.202002,"[{'url': 'http://jurnal.fkip.unila.ac.id/index.php/JPF/issue/view/1116', 'type': 'pub'}]",,,,,,,
32,['L1'],"Penelitian ini bertujuan untuk pengembangan model pembelajaran group investigation berbantuan soal
open ended untuk meningkatkan kemampuan berpikir reflektif matematis. Subjek dalam penelitian ini
adalah seluruh siswa kelas VIII D berjumlah 26 siswa sebagai kelas eksperimen dan seluruh siswa kelas
VIII A berjumlah 24 siswa sebagai kelas kontrol di SMP Muhammadiyah 1 Metro. Jenis penelitian
merupakan penelitian dan pengembangan atau Research and Development (R&D). Instrumen dalam
penelitian ini menggunakan validasi ahli pembelajaran, media dan materi, angket respon siswa, angket
tanggapan guru, dan hasil tes pembelajaran. Perangkat pembelajaran berdasarkan kemampuan berpikir
reflektif matematis dalam sistem persamaan linear dua variabel dinyatakan valid. Hasil angket respon
siswa terhadap model pembelajaran group investigation berbantuan soal open ended mendapat kategori
penilaian sangat praktis dan angket tanggapan guru dengan kategori sangat praktis. Hasil tes belajar siswa
dianalisis dengan uji hipotesis N-gain, Berdasarkan uji hipotesis diperoleh bahwa pengembangan model
pembelajaran group investigation berbantuan soal open ended terbukti efektif dalam meningkatkan
kemampuan berpikir reflektif matematis siswa",2020-05-28 02:17:47,archive,6,9.0,show,"PENGEMBANGAN MODEL PEMBELAJARAN GROUP INVESTIGATION
BERBANTUAN SOAL OPEN ENDEDUNTUK MENINGKATKANKEMAMPUAN
BERPIKIR REFLEKTIF MATEMATIS",published,20772,2020-05-28 02:17:47,2020-05-28 02:17:47,706,http://repository.lppm.unila.ac.id/id/eprint/20772,public,TRUE,1,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 20772, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34118', 'rev_number': 1, 'main': 'Artikel Tunggal Suprianto dkk.pdf', 'docid': 34118, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/194507', 'objectid': 34118, 'filesize': 476438, 'datasetid': 'document', 'mtime': '2020-05-28 00:52:17', 'hash_type': 'MD5', 'filename': 'Artikel Tunggal Suprianto dkk.pdf', 'hash': 'ea97743dd608c72c8a61c0903d2a0e5a', 'fileid': 194507, 'mime_type': 'application/pdf'}]}]","Mathematics Education, University of Muhammadiyah Metro",['FKIP9'],article,disk0/00/02/07/72,1970-01-01 00:00:00.000002020,AKSIOMA: Jurnal Program Studi Pendidikan Matematika,2442-5419,"[{'id': None, 'name': {'lineage': None, 'family': 'Suprianto', 'honourific': None, 'given': 'Tunggal'}}, {'name': {'family': 'Noer', 'honourific': None, 'lineage': None, 'given': 'Sri Hastuti'}, 'id': 'hastuti_noer@yahoo.com'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Rosidin', 'given': 'Undang'}, 'id': 'undangros@yahoo.com'}]",72-85,http://ojs.fkip.ummetro.ac.id/index.php/matematika/article/view/2583,,,,,,,,,,,,,,,
