,type,divisions,creators,dir,lastmod,userid,datestamp,documents,publisher,ispublished,full_text_status,uri,eprintid,eprint_status,status_changed,abstract,subjects,title,metadata_visibility,rev_number,corp_creators,refereed,issn,publication,contact_email,official_url,date_type,volume,number,contributors,pagerange,pres_type,event_dates,event_type,event_title,event_location,book_title,pages,related_url,place_of_pub,isbn,id_number,editors,succeeds,series,note,monograph_type
76,other,['FEB4'],"[{'id': 'ssarum@feb.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Sarumpaet', 'given': 'Susi'}}]",disk0/00/03/42/81,2021-10-05 07:48:08,790,2021-10-05 07:48:08,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154789', 'rev_number': 1, 'docid': 154789, 'main': 'Conservatism under IFRS.pdf', 'files': [{'fileid': 404049, 'mime_type': 'application/pdf', 'mtime': '2021-10-05 06:47:38', 'hash_type': 'MD5', 'filename': 'Conservatism under IFRS.pdf', 'hash': 'fc7d4669b9192de35623baa0632a1785', 'datasetid': 'document', 'filesize': 1795387, 'objectid': 154789, 'uri': 'http://repository.lppm.unila.ac.id/id/file/404049'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 34281, 'placement': 1, 'security': 'public'}]",Fakultas Ekonomi Universitas Lampung,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/34281,34281,archive,2021-10-05 07:48:08,,['HF5601'],Similarity Check: Conservatism Under IFRS In Indonesia,show,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,other,['FEB4'],"[{'name': {'given': 'Susi', 'lineage': None, 'family': 'Sarumpaet', 'honourific': None}, 'id': 'susi.sarumpaet@feb.unila.ac.id'}]",disk0/00/03/42/82,2021-10-05 07:48:12,790,2021-10-05 07:48:12,"[{'files': [{'mtime': '2021-10-05 06:48:55', 'hash_type': 'MD5', 'filename': 'Does the cost of capital affect.pdf', 'hash': '5bd240393e087258c6d378f1ffa0930c', 'fileid': 404056, 'mime_type': 'application/pdf', 'filesize': 1942999, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/404056', 'objectid': 154790}], 'main': 'Does the cost of capital affect.pdf', 'docid': 154790, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154790', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 34282, 'language': 'en', 'mime_type': 'application/pdf'}]",Fakultas Ekonomi Universitas Lampung,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/34282,34282,archive,2021-10-05 07:48:12,,['HF5601'],Similarity Check: Does the Cost of Capital Affect Environmental Performance?,show,8,,,,,,,,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/DPT', 'id': 'susi.sarumpaet@feb.unila.ac.id', 'name': {'given': 'Susi', 'lineage': None, 'family': 'Sarumpaet', 'honourific': None}}]",,,,,,,,,,Bandar Lampung,,,,,,,
78,other,['FEB4'],"[{'name': {'given': 'Susi', 'family': 'Sarumpaet', 'honourific': None, 'lineage': None}, 'id': 'susi.sarumpaet@feb.unila.ac.id'}]",disk0/00/03/42/83,2021-10-05 07:48:14,790,2021-10-05 07:48:14,"[{'eprintid': 34283, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Earnings Management Pada Titik Kritis.pdf', 'docid': 154791, 'files': [{'objectid': 154791, 'uri': 'http://repository.lppm.unila.ac.id/id/file/404064', 'fileid': 404064, 'mime_type': 'application/pdf', 'mtime': '2021-10-05 06:56:31', 'hash_type': 'MD5', 'filename': 'Earnings Management Pada Titik Kritis.pdf', 'hash': '8fc101c69d1f2ff08f3bf5c2c965ee07', 'datasetid': 'document', 'filesize': 3179169}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154791', 'rev_number': 1}]",Fakultas Ekonomi Universitas Lampung,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/34283,34283,archive,2021-10-05 07:48:14,,['HF5601'],Similarity Check: Earnings Management Pada Titik Kritis Perubahan Tahap Life Cycle Studi Empiris Pada Perusahaan Manufaktur di Indonesia,show,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,other,['FEB4'],"[{'name': {'honourific': None, 'family': 'Sarumpaet', 'lineage': None, 'given': 'Susi'}, 'id': 'susi.sarumpaet@feb.unila.ac.id'}]",disk0/00/03/42/84,2021-10-05 07:48:18,790,2021-10-05 07:48:18,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154792', 'rev_number': 1, 'docid': 154792, 'main': 'Environmental disclosure on cost.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/404071', 'objectid': 154792, 'filename': 'Environmental disclosure on cost.pdf', 'hash': '10e29e85e51d4ddbf4cf662a42ea3218', 'mtime': '2021-10-05 06:59:30', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 404071, 'filesize': 2142115, 'datasetid': 'document'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 34284, 'placement': 1, 'security': 'public'}]",Fakultas Ekonomi Universitas Lampung,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/34284,34284,archive,2021-10-05 07:48:18,,['HF5601'],Similarity Check: Environmental Disclosure on Cost of Capital: Environmental Risk as a Moderator Variable,show,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,other,['FEB4'],"[{'name': {'given': 'Susi', 'lineage': None, 'honourific': None, 'family': 'Sarumpaet'}, 'id': 'susi.sarumpaet@feb.unila.ac.id'}]",disk0/00/03/42/87,2021-10-05 07:48:25,790,2021-10-05 07:48:25,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154795', 'docid': 154795, 'main': 'Evaluasi Penerapan Standar Akuntansi Keuangan.pdf', 'files': [{'objectid': 154795, 'uri': 'http://repository.lppm.unila.ac.id/id/file/404086', 'datasetid': 'document', 'filesize': 3817101, 'fileid': 404086, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-10-05 07:04:42', 'hash': '8397683a476b55071062e09c70191af0', 'filename': 'Evaluasi Penerapan Standar Akuntansi Keuangan.pdf'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 34287, 'security': 'public', 'placement': 1}]",Fakultas Ekonomi Universitas Lampung,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/34287,34287,archive,2021-10-05 07:48:25,,['HF5601'],Similarity Check: Evaluasi Penerapan Standar Akuntansi Keuangan No. 45 Pada Organisasi Nirlaba Di Bandar Lampung,show,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,other,['FEB4'],"[{'id': 'susi.sarumpaet@feb.unila.ac.id', 'name': {'given': 'Susi', 'lineage': None, 'family': 'Sarumpaet', 'honourific': None}}]",disk0/00/03/42/88,2021-10-05 07:48:27,790,2021-10-05 07:48:27,"[{'eprintid': 34288, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Factors Affecting Whistleblowing Intention.pdf', 'docid': 154796, 'files': [{'objectid': 154796, 'uri': 'http://repository.lppm.unila.ac.id/id/file/404097', 'datasetid': 'document', 'filesize': 2884953, 'mime_type': 'application/pdf', 'fileid': 404097, 'hash': '327b1ab67b9d864c8b9449da496bbad9', 'filename': 'Factors Affecting Whistleblowing Intention.pdf', 'mtime': '2021-10-05 07:05:46', 'hash_type': 'MD5'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154796', 'rev_number': 1}]",Fakultas Ekonomi Universitas Lampung,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/34288,34288,archive,2021-10-05 07:48:27,,['HF5601'],Similarity Check: Factors Affecting Whistleblowing Intention: Case Study on the Implementation of Village Funds.,show,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,other,['FEB4'],"[{'id': 'susi.sarumpaet@feb.unila.ac.id', 'name': {'family': 'Sarumpaet', 'honourific': None, 'lineage': None, 'given': 'Susi'}}]",disk0/00/03/42/91,2021-10-05 07:48:34,790,2021-10-05 07:48:34,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 34291, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154799', 'docid': 154799, 'main': 'Faktor-faktor yang mempengaruhi.pdf', 'files': [{'objectid': 154799, 'uri': 'http://repository.lppm.unila.ac.id/id/file/404113', 'fileid': 404113, 'mime_type': 'application/pdf', 'mtime': '2021-10-05 07:10:11', 'hash_type': 'MD5', 'hash': 'e37bba6172462e3da8e3013374c8e892', 'filename': 'Faktor-faktor yang mempengaruhi.pdf', 'datasetid': 'document', 'filesize': 3389992}]}]",Fakultas Ekonomi Universitas Lampung,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/34291,34291,archive,2021-10-05 07:48:34,,['HF5601'],Similarity Check: Faktor-Faktor Yang Mempengaruhi Pengungkapan Rasio Keuangan Dalam Laporan Tahunan Di Indonesia,show,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,other,['FEB4'],"[{'id': 'susi.sarumpaet@feb.unila.ac.id', 'name': {'given': 'Susi', 'lineage': None, 'family': 'Sarumpaet', 'honourific': None}}]",disk0/00/03/42/92,2021-10-05 07:48:36,790,2021-10-05 07:48:36,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154800', 'docid': 154800, 'main': 'Penerimaan Pajak Daerah Kota Bandar Lampung.pdf', 'files': [{'filesize': 4754053, 'datasetid': 'document', 'filename': 'Penerimaan Pajak Daerah Kota Bandar Lampung.pdf', 'hash': '89bc601afa10aa02038815d13b2eb64e', 'hash_type': 'MD5', 'mtime': '2021-10-05 07:12:46', 'mime_type': 'application/pdf', 'fileid': 404125, 'uri': 'http://repository.lppm.unila.ac.id/id/file/404125', 'objectid': 154800}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 34292, 'security': 'public', 'placement': 1}]",Fakultas Ekonomi Universitas Lampung,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/34292,34292,archive,2021-10-05 07:48:36,,['HF5601'],Similarity Check: Penerimaan Pajak Daerah Kota Bandar Lampung Sebelum Dan Sesudah Penggunaan Tapping Box,show,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,other,['FEB4'],"[{'name': {'given': 'Susi', 'lineage': None, 'honourific': None, 'family': 'Sarumpaet'}, 'id': 'susi.sarumpaet@feb.unila.ac.id'}]",disk0/00/03/42/93,2021-10-05 07:48:39,790,2021-10-05 07:48:39,"[{'main': 'Praktik manajemen laba sebelum.pdf', 'docid': 154801, 'files': [{'objectid': 154801, 'uri': 'http://repository.lppm.unila.ac.id/id/file/404131', 'datasetid': 'document', 'filesize': 6603181, 'fileid': 404131, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-10-05 07:14:58', 'hash': '683ff77b9fafa1da77b68d32c58f6cd8', 'filename': 'Praktik manajemen laba sebelum.pdf'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154801', 'eprintid': 34293, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",Fakultas Ekonomi Universitas Lampung,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/34293,34293,archive,2021-10-05 07:48:39,,['HF5601'],Similarity Check: Praktik Manajemen Laba Sebelum dan Sesudah Initial Public Offering,show,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,other,['FEB4'],"[{'id': 'ssarum@feb.unila.ac.id', 'name': {'family': 'Sarumpaet', 'honourific': None, 'lineage': None, 'given': 'Susi'}}]",disk0/00/03/42/94,2021-10-05 07:48:41,790,2021-10-05 07:48:41,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 34294, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154802', 'rev_number': 1, 'main': 'Studi Eksperimen Tentang Pengaruh Kinerja.pdf', 'docid': 154802, 'files': [{'mtime': '2021-10-05 07:19:58', 'hash_type': 'MD5', 'hash': '7b911abe6a61b48cb2e5cd3070fde07b', 'filename': 'Studi Eksperimen Tentang Pengaruh Kinerja.pdf', 'fileid': 404141, 'mime_type': 'application/pdf', 'filesize': 5722449, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/404141', 'objectid': 154802}]}]",Fakultas Ekonomi Universitas Lampung,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/34294,34294,archive,2021-10-05 07:48:41,,['HF5601'],Similarity Check: Studi Eksperimen Tentang Pengaruh Kinerja Lingkungan dan Sosial Terhadap Penilaian Kredit Perbankan,show,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,other,['FEB4'],"[{'id': 'susi.sarumpaet@feb.unila.ac.id', 'name': {'honourific': None, 'family': 'Sarumpaet', 'lineage': None, 'given': 'Susi'}}]",disk0/00/03/42/96,2021-10-05 07:48:45,790,2021-10-05 07:48:45,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154804', 'rev_number': 1, 'main': 'The perception of civil servant.pdf', 'docid': 154804, 'files': [{'hash_type': 'MD5', 'mtime': '2021-10-05 07:23:06', 'hash': '62f64e23d9eca49e1af8f5244ff04808', 'filename': 'The perception of civil servant.pdf', 'fileid': 404158, 'mime_type': 'application/pdf', 'filesize': 3508159, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/404158', 'objectid': 154804}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 34296, 'placement': 1, 'security': 'public'}]",Fakultas Ekonomi Universitas Lampung,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/34296,34296,archive,2021-10-05 07:48:45,,['HF5601'],"Similarity Check: The Perception Of Civil Servants In Higher Education To Remuneration System, And Its Effect On Motivation And Performance",show,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,other,['FEB4'],"[{'id': 'susi.sarumpaet@feb.unila.ac.id', 'name': {'lineage': None, 'family': 'Sarumpaet', 'honourific': None, 'given': 'Susi'}}]",disk0/00/03/42/97,2021-10-05 07:48:47,790,2021-10-05 07:48:47,"[{'main': 'The Use Of Environmental And Social Performance.pdf', 'docid': 154805, 'files': [{'datasetid': 'document', 'filesize': 1687619, 'mime_type': 'application/pdf', 'fileid': 404165, 'filename': 'The Use Of Environmental And Social Performance.pdf', 'hash': '16bc5aaf42c94c1e6a8e158e5ec76fc7', 'hash_type': 'MD5', 'mtime': '2021-10-05 07:24:03', 'objectid': 154805, 'uri': 'http://repository.lppm.unila.ac.id/id/file/404165'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154805', 'eprintid': 34297, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",Fakultas Ekonomi Universitas Lampung,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/34297,34297,archive,2021-10-05 07:48:47,,['HF5601'],Similarity Check: The Use Of Environmental and Social Performance Information as Risk Assessment in Recommending Credits,show,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,other,['FEB4'],"[{'id': 'susi.sarumpaet@feb.unila.ac.id', 'name': {'given': 'Susi', 'family': 'Sarumpaet', 'honourific': None, 'lineage': None}}]",disk0/00/03/42/95,2021-10-05 07:48:43,790,2021-10-05 07:48:43,"[{'docid': 154803, 'main': ""The manager's decision.pdf"", 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/404149', 'objectid': 154803, 'filesize': 3689067, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-10-05 07:21:18', 'filename': ""The manager's decision.pdf"", 'hash': 'a667f0c1dc5de0e13a64521df08e8202', 'fileid': 404149, 'mime_type': 'application/pdf'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154803', 'eprintid': 34295, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",Fakultas Ekonomi Universitas Lampung,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/34295,34295,archive,2021-10-05 07:48:43,,['HF5601'],Similarity Check: The manager’s decision in acknowledging and disclosing environmental liability: A Behavioral Model,show,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,other,['FEB4'],"[{'name': {'lineage': None, 'family': 'Sarumpaet', 'honourific': None, 'given': 'Susi'}, 'id': 'susi.sarumpaet@feb.unila.ac.id'}]",disk0/00/03/42/99,2021-10-05 07:48:52,790,2021-10-05 07:48:52,"[{'security': 'public', 'placement': 1, 'eprintid': 34299, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'filesize': 2620903, 'datasetid': 'document', 'mtime': '2021-10-05 07:25:16', 'hash_type': 'MD5', 'filename': 'The value relavance.pdf', 'hash': 'c51bab0d32e869fac4db9feca47131b8', 'fileid': 404175, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/404175', 'objectid': 154807}], 'main': 'The value relavance.pdf', 'docid': 154807, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154807', 'rev_number': 1, 'format': 'text', 'pos': 1}]",Fakultas Ekonomi Universitas Lampung,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/34299,34299,archive,2021-10-05 07:48:52,,['HF5601'],Similarity Check: The value relevance of environmental performance: evidence from Indonesia,show,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,other,['FEB4'],"[{'name': {'given': 'Susi', 'lineage': None, 'family': 'Sarumpaet', 'honourific': None}, 'id': 'susi.sarumpaet@feb.unila.ac.id'}]",disk0/00/03/44/10,2021-10-08 10:05:20,790,2021-10-08 10:05:20,"[{'eprintid': 34410, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 154934, 'main': '10. Analysis of the effects of environmental performance_Susi.pdf', 'files': [{'fileid': 405153, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-10-08 07:57:37', 'hash': '593d37fd5ed84108c165ba5f61b8e225', 'filename': '10. Analysis of the effects of environmental performance_Susi.pdf', 'datasetid': 'document', 'filesize': 1548706, 'objectid': 154934, 'uri': 'http://repository.lppm.unila.ac.id/id/file/405153'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154934', 'rev_number': 1}]",Fakultas Ekonomi Universitas Lampung,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/34410,34410,archive,2021-10-08 10:05:20,,['HF5601'],Similarity check: Analysis of the Effects of Environmental Performance and Disclosures Corporate Sustainability Reporting on Earning Response Coefficient.,show,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,other,['FEB4'],"[{'name': {'given': 'Susi', 'lineage': None, 'family': 'Sarumpaet', 'honourific': None}, 'id': 'ssarum@feb.unila.ac.id'}]",disk0/00/03/44/02,2021-10-08 10:04:57,790,2021-10-08 10:04:57,"[{'eprintid': 34402, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 154926, 'main': '2. Board Directors diversity and financial performance_Susi.pdf', 'files': [{'filename': '2. Board Directors diversity and financial performance_Susi.pdf', 'hash': 'd7b7b6c25b797c418b258f9a43758ff0', 'mtime': '2021-10-08 07:38:46', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 405114, 'filesize': 1929646, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/405114', 'objectid': 154926}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154926', 'rev_number': 1}]",Fakultas Ekonomi Universitas Lampung,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/34402,34402,archive,2021-10-08 10:04:57,,['HF5601'],Similarity check: Board of Directors diversity and Financial Performance: A comparative study of Listed Real Estate and Property Sector in Indonesia and Singapore,show,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,other,['FEB4'],"[{'name': {'given': 'Susi', 'lineage': None, 'family': 'Sarumpaet', 'honourific': None}, 'id': 'susi.sarumpaet@feb.unila.ac.id'}]",disk0/00/03/44/07,2021-10-08 10:05:09,790,2021-10-08 10:05:09,"[{'docid': 154931, 'main': '7. Conservatism under IFRS in indonesia_Susi.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/405137', 'objectid': 154931, 'filesize': 1693043, 'datasetid': 'document', 'hash': '0a950f8261f0f5ee4e9745b20f430cb6', 'filename': '7. Conservatism under IFRS in indonesia_Susi.pdf', 'hash_type': 'MD5', 'mtime': '2021-10-08 07:54:08', 'mime_type': 'application/pdf', 'fileid': 405137}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154931', 'rev_number': 1, 'eprintid': 34407, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",Fakultas Ekonomi Universitas Lampung,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/34407,34407,archive,2021-10-08 10:05:09,,['HF5601'],Similarity check: Conservatism Under IFRS In Indonesia,show,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,other,['FEB4'],"[{'id': 'ssarum@feb.unila.ac.id', 'name': {'given': 'Susi', 'lineage': None, 'family': 'Sarumpaet', 'honourific': None}}]",disk0/00/03/44/05,2021-10-08 10:05:04,790,2021-10-08 10:05:04,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 34405, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154929', 'main': '5. Environmental Disclosure on cost of capital_Susi.pdf', 'docid': 154929, 'files': [{'mime_type': 'application/pdf', 'fileid': 405127, 'filename': '5. Environmental Disclosure on cost of capital_Susi.pdf', 'hash': 'a40cdea5d910aa15c3dad97345a6b590', 'mtime': '2021-10-08 07:43:15', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 1750745, 'objectid': 154929, 'uri': 'http://repository.lppm.unila.ac.id/id/file/405127'}]}]",Fakultas Ekonomi Universitas Lampung,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/34405,34405,archive,2021-10-08 10:05:04,,['HF5601'],Similarity check: Environmental Disclosure on Cost of Capital: Environmental Risk as a Moderator Variable,show,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,other,['FEB4'],"[{'name': {'lineage': None, 'family': 'Sarumpaet', 'honourific': None, 'given': 'Susi'}, 'id': 'susi.sarumpaet@feb.unila.ac.id'}]",disk0/00/03/44/09,2021-10-08 10:05:17,790,2021-10-08 10:05:17,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154933', 'pos': 1, 'format': 'text', 'files': [{'mtime': '2021-10-08 07:56:21', 'hash_type': 'MD5', 'filename': '9. Factors Affecting whistleblowing intention case study_Susi.pdf', 'hash': '33d938e1d1cb96d2abd60613c8765681', 'fileid': 405147, 'mime_type': 'application/pdf', 'filesize': 1548314, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/405147', 'objectid': 154933}], 'docid': 154933, 'main': '9. Factors Affecting whistleblowing intention case study_Susi.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 34409}]",Fakultas Ekonomi Universitas Lampung,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/34409,34409,archive,2021-10-08 10:05:17,,['HF5601'],Similarity check: Factors Affecting Whistleblowing Intention: Case Study on the Implementation of Village Funds.,show,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,other,['FEB4'],"[{'name': {'given': 'Susi', 'honourific': None, 'family': 'Sarumpaet', 'lineage': None}, 'id': 'ssarum@feb.unila.ac.id'}]",disk0/00/03/44/03,2021-10-08 10:05:00,790,2021-10-08 10:05:00,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 34403, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154927', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 1673719, 'fileid': 405118, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-10-08 07:40:42', 'filename': '3.Modern Slavery disclosures in a voluntary_Susi.pdf', 'hash': '07a4552b34bf2c5e3840f75c16632d68', 'objectid': 154927, 'uri': 'http://repository.lppm.unila.ac.id/id/file/405118'}], 'docid': 154927, 'main': '3.Modern Slavery disclosures in a voluntary_Susi.pdf'}]",Fakultas Ekonomi Universitas Lampung,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/34403,34403,archive,2021-10-08 10:05:00,,['HF5601'],Similarity check: Modern Slavery Disclosures in a Voluntary Regime: A Political Cost Perspective,show,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,other,['FEB4'],"[{'id': 'susi.sarumpaet@feb.unila.ac.id', 'name': {'given': 'Susi', 'honourific': None, 'family': 'Sarumpaet', 'lineage': None}}]",disk0/00/03/44/20,2021-10-08 10:05:48,790,2021-10-08 10:05:48,"[{'eprintid': 34420, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 154944, 'main': '20. Penerimaan pajak daerah kota bandar lampung _Susi.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/405203', 'objectid': 154944, 'hash': '21986dd656fa026e73ac20d643047802', 'filename': '20. Penerimaan pajak daerah kota bandar lampung _Susi.pdf', 'mtime': '2021-10-08 08:07:13', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 405203, 'filesize': 1609637, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154944'}]",Fakultas Ekonomi Universitas Lampung,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/34420,34420,archive,2021-10-08 10:05:48,,['HF5601'],Similarity check: Penerimaan Pajak Daerah Kota Bandar Lampung Sebelum Dan Sesudah Penggunaan Tapping Box,show,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,other,['FEB4'],"[{'id': 'ssarum@feb.unila.ac.id', 'name': {'given': 'Susi', 'family': 'Sarumpaet', 'honourific': None, 'lineage': None}}]",disk0/00/03/44/01,2021-10-08 10:04:55,790,2021-10-08 10:04:55,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 34401, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154925', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'hash': '41bdd207abedc779b62e602c830c8050', 'filename': '1.Pengaruh penerapan sistem insentif dan organizational_Susi.pdf', 'hash_type': 'MD5', 'mtime': '2021-10-08 07:35:20', 'mime_type': 'application/pdf', 'fileid': 405110, 'filesize': 1625022, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/405110', 'objectid': 154925}], 'docid': 154925, 'main': '1.Pengaruh penerapan sistem insentif dan organizational_Susi.pdf'}]",Fakultas Ekonomi Universitas Lampung,unpub,public,http://repository.lppm.unila.ac.id/id/eprint/34401,34401,archive,2021-10-08 10:04:55,,['HF5601'],Similarity check: Pengaruh Penerapan Sistem Insentif dan Organizational Citizen Behaviour terhadap Kinerja Tenaga Pendidik Universitas Lampung,show,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
