,rev_number,metadata_visibility,place_of_pub,title,subjects,abstract,status_changed,eprint_status,date_type,eprintid,uri,full_text_status,ispublished,publisher,documents,datestamp,lastmod,userid,dir,creators,divisions,type,publication,refereed,event_dates,event_type,event_title,event_location,pagerange,pres_type,contributors,corp_creators,issn,referencetext,keywords,funders,official_url,id_number,related_url,pages,book_title,editors,isbn,volume,number,succeeds
10,7,show,,"STUDI “GRAIN FILLING PERIOD” DAN DISTRIBUSI BAHAN
KERING PADA RATOON SORGUM BIJI (GRAIN SORGHUM)
DAN SORGUM MANIS (SWEET SORGHUM)",['S1'],"RINGKASAN
Periode pengisian biji pada sorgum sudah banyak diteliti dan diinformasikan namun
perbedaan periode pengisian biji untuk sorgum etanol, pakan, dan biji masih sangat jarang diteliti.
Oleh karena itu tujuan utama penelitian ini adalah untuk mengevaluasi perbedaan periode
pengsisian biji pada ke enam genotipe sorgum hingga ratoon dan menganalisis hubungan pengaruh
langsung periode pengisian biji dengan komponen fotosintesis. Penelitian akan dilaksanakan di
dua lokasi yaitu Lapangan Terpadu Fakultas Pertanian Unila dan Laboratorium Agronomi Fakultas
Pertanian Unila. Penelitian ini dilaksanakan mulai Maret 2021 sampai dengan akhir September
2021. Bahan penelitian yang akan digunakan adalah enam varietas sorgum yang terdiri dari
sorgum biji (Kawali dan Pahat), sorgum bioetanol (Super 2 dan Numbu), dan sorgum bioetanol,
pakan, dan biji hasil seleksi Hadi (2020), yaitu UPCA dan Super 1. Selanjutnya, pupuk yang
digunakan adalah makro (Urea, TSP, KCl), pupuk lengkap mikro cair dan pestisida. Alat-alat
utama yang dibutuhkan meliputi cangkul, koret, meteran, pengukur proses fotosintesis, Li-Cor
6400 Portable Photosynthesis System. Awal pengisian biji atau polinasi dihitung berdasarkan 50%
jumlah tanaman per petak sudah mengeluarkan malai atau satu minggu dari awal munculnya malai.
Perhitungan minggu setelah polinasi (MSP) berdasarkan pengeluaran malai dari separuh populasi
per petak. Variabel pengamatan meliputi tinggi tanaman, jumlah daun, bobot kering daun, bobot
kering batang, bobot kering biji, jumlah biji per dompolan, bobot biji per dompolan yang diamati
pada 2, 3, 4, 6, 8, dan 10 MSP. Data diolah dengan menggunakan sidik ragam jika sudah
memenuhi asumsi bahwa homogenitas ragam (uji Bartlett) dan sifat data aditif (uji Tukey). Jika
ada variasi pada nilai F maka dilanjutkan menghitung perbedaan nilai rata-rata perlakuan (klon)
dengan uji beda nyat terkecil (BNT) pada taraf nyata 5%",2021-11-11 06:55:27,archive,completed,36058,http://repository.lppm.unila.ac.id/id/eprint/36058,public,unpub,,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 36058, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157001', 'format': 'text', 'pos': 1, 'files': [{'datasetid': 'document', 'filesize': 424735, 'fileid': 417894, 'mime_type': 'application/pdf', 'mtime': '2021-11-11 06:05:59', 'hash_type': 'MD5', 'filename': 'Laporan Mandiri - M Syamsoel Hadi 2021.pdf', 'hash': 'e87aa52914949c4e99578ac29f956b6c', 'objectid': 157001, 'uri': 'http://repository.lppm.unila.ac.id/id/file/417894'}], 'main': 'Laporan Mandiri - M Syamsoel Hadi 2021.pdf', 'docid': 157001}]",2021-11-11 06:55:27,2021-11-11 06:55:27,847,disk0/00/03/60/58,"[{'id': 'msyamshadi@yahoo.co.id', 'name': {'lineage': None, 'family': 'Hadi', 'honourific': None, 'given': 'Muhammad Syamsoel'}}, {'name': {'family': 'Kukuh', 'honourific': None, 'lineage': None, 'given': 'Setiawan'}, 'id': 'kukuhsetiawan38@gmail.com'}, {'name': {'given': 'Yuliadi', 'honourific': None, 'family': 'Erwin Yuliadi', 'lineage': None}, 'id': 'erwyld@yahoo.co.id'}, {'name': {'honourific': None, 'family': 'Kamal', 'lineage': None, 'given': 'Muhammad'}, 'id': 'mkamal1961@yahoo.com'}]",['FP25'],experiment,,,,,,,,,,,,,,,,,,,,,,,,
11,9,show,,"Pyramiding Important Disease-Resistant Characters by Hybridization of Transgenic and Non-Transgenic Peanuts (Arachis hypogaea L.). Dwi Hapsoro, Hajrial Aswidinnoor, Rusmilah Suseno, Jumanto, dan Sudarsono.",['S1'],,2020-06-17 08:29:56,archive,,22584,http://repository.lppm.unila.ac.id/id/eprint/22584,public,pub,,"[{'files': [{'fileid': 207127, 'mime_type': 'application/pdf', 'mtime': '2020-06-17 07:53:54', 'hash_type': 'MD5', 'filename': '10. hapsoro et al 2010.pdf', 'hash': '6814b1f439243e916340f84184b66540', 'datasetid': 'document', 'filesize': 182414, 'objectid': 36043, 'uri': 'http://repository.lppm.unila.ac.id/id/file/207127'}], 'docid': 36043, 'main': '10. hapsoro et al 2010.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36043', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 22584, 'language': 'en', 'mime_type': 'application/pdf'}]",2020-06-17 08:29:56,2020-06-17 08:29:56,328,disk0/00/02/25/84,"[{'id': 'dwi.hapsoro@fp.unila.ac.id', 'name': {'given': 'Dwi', 'honourific': None, 'family': 'Hapsoro', 'lineage': None}}, {'id': None, 'name': {'lineage': None, 'family': 'Aswidinnoor', 'honourific': None, 'given': 'Hajrial'}}, {'id': None, 'name': {'family': 'SUseno', 'honourific': None, 'lineage': None, 'given': 'Rusmilah'}}, {'id': None, 'name': {'given': 'JUmanto', 'honourific': None, 'family': 'Jumanto', 'lineage': None}}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'SUdarsono', 'given': 'Sudarsono'}}]",['FP25'],image,,,,,,,,,,,,,,,,,,,,,,,,
12,7,show,,"Plant Regeneration of Sugarcane (Saccharum officinarum L.) Calli In Vitro and Its Respose to Gamma Irradiation. Dwi Hapsoro, Titik Inayah, dan Yusnita.",['S1'],,2020-06-17 08:29:33,archive,,22577,http://repository.lppm.unila.ac.id/id/eprint/22577,public,pub,,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36036', 'docid': 36036, 'main': '7. hapsoro et al 2018.pdf', 'files': [{'objectid': 36036, 'uri': 'http://repository.lppm.unila.ac.id/id/file/207070', 'fileid': 207070, 'mime_type': 'application/pdf', 'mtime': '2020-06-17 07:41:42', 'hash_type': 'MD5', 'hash': '56ce9a3a0ec80bee304790c7d328779c', 'filename': '7. hapsoro et al 2018.pdf', 'datasetid': 'document', 'filesize': 155441}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 22577, 'security': 'public', 'placement': 1}]",2020-06-17 08:29:33,2020-06-17 08:29:33,328,disk0/00/02/25/77,"[{'name': {'lineage': None, 'family': 'Hapsoro', 'honourific': None, 'given': 'Dwi'}}, {'name': {'family': 'Inayah', 'honourific': None, 'lineage': None, 'given': 'Titik'}}, {'name': {'given': 'YUsnita', 'family': 'YUsnita', 'honourific': None, 'lineage': None}}]",['FP25'],image,,,,,,,,,,,,,,,,,,,,,,,,
13,8,show,,"Genetic Diversity Among Sugarcane (Saccharum officinarum L.) Genotypes As Shown By Randomly Amplified Polymorphic DNA (RAPD). Dwi Hapsoro, Hayane Adeline Warganegara, Setyo Dwi Utomo, Nanik Sriyani, Yusnita",['S1'],,2020-06-17 02:03:29,archive,,22519,http://repository.lppm.unila.ac.id/id/eprint/22519,public,pub,,"[{'security': 'public', 'placement': 1, 'eprintid': 22519, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 206540, 'filename': '5. hapsoro et al 2015.pdf', 'hash': 'b56e3a475b3be7465787ad4cdbcb6998', 'hash_type': 'MD5', 'mtime': '2020-06-16 17:53:04', 'datasetid': 'document', 'filesize': 155490, 'objectid': 35975, 'uri': 'http://repository.lppm.unila.ac.id/id/file/206540'}], 'docid': 35975, 'main': '5. hapsoro et al 2015.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35975', 'format': 'text', 'pos': 1}]",2020-06-17 02:03:29,2020-06-17 02:03:29,328,disk0/00/02/25/19,"[{'id': 'dwi.hapsoro@fp.unila.ac.id', 'name': {'family': 'Hapsoro', 'honourific': None, 'lineage': None, 'given': 'Dwi'}}, {'id': None, 'name': {'given': 'Hayane Adeline', 'family': 'Warganegara', 'honourific': None, 'lineage': None}}, {'id': 'setyo.dwiutomo@fp.unila.ac.id', 'name': {'given': 'Setyo Dwi', 'family': 'Utomo', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Nanik', 'lineage': None, 'family': 'Sriyani', 'honourific': None}, 'id': 'nanik.sriyani@fp.unila.ac.id'}, {'id': 'yusnita.1961@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Yusnita', 'honourific': None, 'given': 'Yusnita'}}]",['FP25'],image,,,,,,,,,,,,,,,,,,,,,,,,
14,7,show,,KULTUR JARINGANUntuk PERBANYAKAN KLONALKelapa Sawit (Elaeis guineensis Jacq.),['S1'],,2020-06-17 02:03:14,archive,,22511,http://repository.lppm.unila.ac.id/id/eprint/22511,public,pub,,"[{'eprintid': 22511, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': '1. hapsoro dan yusnita 2016.pdf', 'docid': 35966, 'files': [{'objectid': 35966, 'uri': 'http://repository.lppm.unila.ac.id/id/file/206482', 'fileid': 206482, 'mime_type': 'application/pdf', 'mtime': '2020-06-16 14:16:12', 'hash_type': 'MD5', 'filename': '1. hapsoro dan yusnita 2016.pdf', 'hash': '4209b7c1d263155de98e433ce7b629dd', 'datasetid': 'document', 'filesize': 158954}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35966'}]",2020-06-17 02:03:14,2020-06-17 02:03:14,328,disk0/00/02/25/11,"[{'id': 'dwi.hapsoro@fp.unila.ac.id', 'name': {'given': 'Dwi', 'lineage': None, 'honourific': None, 'family': 'Hapsoro'}}, {'id': 'yusnita.1961@fp.unila.ac.id', 'name': {'given': 'Yusnita', 'honourific': None, 'family': 'Yusnita', 'lineage': None}}]",['FP25'],image,,,,,,,,,,,,,,,,,,,,,,,,
15,7,show,,Selection for Anthesis-Silking Interval on Maize Inbred-line Populations to Maintain their Existence,['S1'],"Maize (Zea mays L.) is a monoecious-cross species. Cross pollination is ensured due to separated position of
male and female flowers although both are on one plant, and the male flowers mature prior to the female ones
(protandry). The period between male and female flower maturity (ASI; anthesis -silking interval) could be
lengthy so as the pollens were already shed-off before the female silks emerged. The study intended to
evaluate the greatness of ASI variability on 11 inbred pedigrees, and the effect of ASI onto other generative
traits which were: ear length, kernel-biomass accumulation rate, effective kernel-fill period, 100-kernel weight,
kernel weight.ear-1, and kernel yield. The study was done from January-October 2010 in 2 stages: (1) a seed
multiplication work by grouping inbred pedigrees in a polybag planting of 5 plants. pedigree-1; (2) the
continuation of testing the ASI-effect in field. The field study employed a randomized complete-block design
with three replicates. The results indicated that: (1) Selection for ASI could be accomplished effectively in
parental- and inbred progeny lines; (2) Mean values for ASI, ear length, kernel-biomass accumulation rate,
effective kernel-filling period, 100-kernel weight, kernel weight.ear-1, and kernel yield were consistent between
parental- and inbred progeny lines and satisfy the value of interest for each trait; and (3) inbred-lines having
traits below critical value should employ heterosis when used as parents in a hybrid or synthetic cultivar
production",2021-06-17 07:37:57,archive,published,32648,http://repository.lppm.unila.ac.id/id/eprint/32648,public,pub,Fak. Mipa Universitas Lampung,"[{'placement': 1, 'security': 'public', 'eprintid': 32648, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'filesize': 5641585, 'fileid': 386274, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-06-17 02:35:04', 'hash': 'c47bd05ec7f63bfee9978be7621f8c4a', 'filename': 'Prosiding Saintek selectionforanthesis.pdf', 'objectid': 148308, 'uri': 'http://repository.lppm.unila.ac.id/id/file/386274'}], 'docid': 148308, 'main': 'Prosiding Saintek selectionforanthesis.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/148308', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",2021-06-17 07:37:57,2021-06-17 07:37:57,1003,disk0/00/03/26/48,"[{'id': 's_hikam@yahoo.com', 'name': {'given': 'Saiful', 'lineage': None, 'honourific': None, 'family': 'Hikam'}}, {'id': 'paul.timotiwu@gmail.com', 'name': {'lineage': None, 'family': 'Timotiwu', 'honourific': None, 'given': 'P.B.'}}]",['FP25'],article,"Seminar Nasional Sains, Matematika, Informatika dan  Aplikasinya VI UNILA",FALSE,,,,,,,,,2086-2342,,,,,,,,,,,,,
16,9,show,Bandar Lampung,Pemberian Pupuk Majemuk NPK Saat Pembunggan Untuk Meningkatkan Hasil Kedelai,['S1'],Lembar Hasil Penilaian Peer Reviewer Prosiding Simposium dan Seminar Peragi-Perhorti-HIGI,2021-04-08 01:12:26,archive,,29024,http://repository.lppm.unila.ac.id/id/eprint/29024,public,unpub,Universitas Lampung,"[{'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43132', 'docid': 43132, 'main': 'Scan2021-03-24_Publikasi13.pdf', 'files': [{'fileid': 257459, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-04-07 11:16:27', 'hash': 'd02cdb8fc2fad9d269ed4e5663ea3fa0', 'filename': 'Scan2021-03-24_Publikasi13.pdf', 'datasetid': 'document', 'filesize': 1201712, 'objectid': 43132, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257459'}], 'mime_type': 'application/pdf', 'language': 'en', 'content': 'other', 'eprintid': 29024, 'placement': 1, 'security': 'public'}]",2021-04-08 01:12:26,2021-04-08 01:12:26,1003,disk0/00/02/90/24,"[{'id': 's_hikam@yahoo.com', 'name': {'honourific': None, 'family': 'Hikam', 'lineage': None, 'given': 'Saiful'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Timotiwu', 'given': 'Paul B.'}, 'id': 'paul.timotiwu@gmail.com'}]",['FP25'],other,,,,,,,,,,,,,,,,,,,,,,,,
17,9,show,Bandar Lampung,Roles of Calcium and Magnesium as Selection Factors in Sweet Corn Quality Improvement on Acidic Red-Yellow Podsolic Soil,['S1'],Lembar Hasil Penilaian Peer Reviewer Jurnal Agrivita. Roles of Calcium and Magnesium as Selection Factors in Sweet Corn Quality Improvement on Acidic Red-Yellow Podsolic Soil,2021-04-08 01:10:32,archive,,28980,http://repository.lppm.unila.ac.id/id/eprint/28980,public,unpub,Universitas Lampung,"[{'content': 'other', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 28980, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43074', 'rev_number': 2, 'pos': 1, 'format': 'text', 'files': [{'hash': '9fe483adda62b45bd13f1aa6dfd1d963', 'filename': 'Scan2021-03-24_Publikasi2.pdf', 'mtime': '2021-04-07 04:45:39', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 257110, 'filesize': 1088952, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/257110', 'objectid': 43074}], 'main': 'Scan2021-03-24_Publikasi2.pdf', 'docid': 43074}]",2021-04-08 01:10:32,2021-04-08 01:10:32,1003,disk0/00/02/89/80,"[{'id': 's_hikam@yahoo.com', 'name': {'given': 'Saiful', 'lineage': None, 'honourific': None, 'family': 'Hikam'}}, {'name': {'given': 'Paul B.', 'lineage': None, 'family': 'Timotiwu', 'honourific': None}, 'id': 'paul.timotiwu@gmail.com'}]",['FP25'],other,,,,,,,,,,,,,,,,,,,,,,,,
18,9,show,Bandar Lampung,Selection for Anthesis-Silking Interval on Maize Inbred-line Populations to Maintain their Existence,['S1'],Lembar Hasil Penilaian Peer Reviewer Prosiding Seminar Nasional Sains MIPA  dan  Aplikasinya,2021-04-08 01:12:20,archive,,29022,http://repository.lppm.unila.ac.id/id/eprint/29022,public,unpub,Universitas Lampung,"[{'placement': 1, 'security': 'public', 'eprintid': 29022, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/257440', 'objectid': 43128, 'hash': '980736f2b9bc9c5b011ee869db4497fa', 'filename': 'Scan2021-03-24_Publikasi11.pdf', 'mtime': '2021-04-07 11:12:33', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 257440, 'filesize': 1231822, 'datasetid': 'document'}], 'main': 'Scan2021-03-24_Publikasi11.pdf', 'docid': 43128, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43128', 'rev_number': 1, 'pos': 1, 'format': 'text'}, {'language': 'en', 'mime_type': 'text/html', 'content': 'other', 'eprintid': 29022, 'placement': 2, 'security': 'public', 'pos': 2, 'format': 'text', 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43129', 'docid': 43129, 'main': 'index.html', 'files': [{'datasetid': 'document', 'filesize': 92082, 'mime_type': 'text/html', 'fileid': 257443, 'hash': 'ca5d0cb028d4e21c546ff21d01150a6f', 'filename': 'index.html', 'mtime': '2021-04-07 11:12:52', 'hash_type': 'MD5', 'objectid': 43129, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257443'}]}]",2021-04-08 01:12:20,2021-04-08 01:12:20,1003,disk0/00/02/90/22,"[{'id': 's_hikam@yahoo.com', 'name': {'lineage': None, 'family': 'Hikam', 'honourific': None, 'given': 'Saiful'}}, {'name': {'family': 'Timotiwu', 'honourific': None, 'lineage': None, 'given': 'Paul B.'}, 'id': 'paul.timotiwu@gmail.com'}]",['FP25'],other,,,,,,,,,,,,,,,,,,,,,,,,
19,9,show,Bandar Lampung,Seleksi Varietas Kentang untuk Kemampuan Berbunga Dan Pembentukan Umbi Tuberlet di Daratan Rendah untuk Produksi Benih Biji Botani (True Potato Seeds),['S1'],"Lembar Hasil Penilaian Peer Reviewer Seminar Nasional dan Rapat Tahunan Dekan, Badan Kerjasama Perguruan Tinggi Negeri (BKS-PTN) Wilayah Barat",2021-04-08 01:12:24,archive,,29023,http://repository.lppm.unila.ac.id/id/eprint/29023,public,unpub,Universitas Lampung,"[{'eprintid': 29023, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'content': 'other', 'main': 'Scan2021-03-24_Publikasi12.pdf', 'docid': 43130, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/257450', 'objectid': 43130, 'hash_type': 'MD5', 'mtime': '2021-04-07 11:14:28', 'hash': '7b8fcc6455b054976835d3743d78c837', 'filename': 'Scan2021-03-24_Publikasi12.pdf', 'fileid': 257450, 'mime_type': 'application/pdf', 'filesize': 1240774, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43130'}]",2021-04-08 01:12:24,2021-04-08 01:12:24,1003,disk0/00/02/90/23,"[{'name': {'lineage': None, 'family': 'Hikam', 'honourific': None, 'given': 'Saiful'}, 'id': 's_hikam@yahoo.com'}, {'id': 'paul.timotiwu@gmail.com', 'name': {'family': 'Timotiwu', 'honourific': None, 'lineage': None, 'given': 'Paul B.'}}]",['FP25'],other,,,,,,,,,,,,,,,,,,,,,,,,
20,9,show,Malang,Similarity: Roles of Calcium and Magnesium as Selection Factors in Sweet Corn Quality Improvement on Acidic Red-Yellow Podsolic Soil,['S1'],"The cultivation of sweet corn (Zea mays L. spp. 
saccharata {Sturt.} Bailey) on acidic red-yellow 
podsolic (RYP) soil in Lampung, Indonesia was 
hampered by the low fertility and pH of the soil. 
Soil amendment with Ca and Mg would improve 
growth and development of the sweet corn
cultivars, as well as differentiating environments in 
selecting for adaptive cultivars. Aglime, dolomite, 
Portland cement, and a mixture of 3 aglime: 2 
dolomite (w/w) were applied on LASS Yellow�Round (Y-R), LASS Yellow-wrinkle (Y-w), Bicolor
and LAS Yellow-wrinkle (Y-w). The results 
indicated that the kinds of Ca and the doses
apllication were capable to differentiate the sweet 
corn cultivars. Aglime 400 kg ha-1 was the best 
treatment to modify plant environment as selection 
factor followed by cement 400, dolomite 200 and 
aglime-dolomite mixture 400 kg ha-1
. They im�proved the growth of the cultivars as well. The 
characters of interest of the cultivar had complied 
with those of commercial standard, except for
plant height, ear diameter, and kernel-rows ear-1.
However, since the genetic variation and broad�sense heritability values for those characters were 
essentially zero, the subsequent improvement 
would require genes from the outside populations",2021-05-29 00:33:39,archive,published,31160,http://repository.lppm.unila.ac.id/id/eprint/31160,public,pub,Universitas Brawijaya,"[{'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/140766', 'pos': 1, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'fileid': 369410, 'hash': '03e9b9b6bdddeec9ce4393e0b85c2afa', 'filename': 'Similarity ROLES_OF_CALCIUM.pdf', 'hash_type': 'MD5', 'mtime': '2021-05-28 08:43:22', 'datasetid': 'document', 'filesize': 2289139, 'objectid': 140766, 'uri': 'http://repository.lppm.unila.ac.id/id/file/369410'}], 'main': 'Similarity ROLES_OF_CALCIUM.pdf', 'docid': 140766, 'content': 'other', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 31160}]",2021-05-29 00:33:39,2021-05-29 00:33:39,1003,disk0/00/03/11/60,"[{'id': 's_hikam@yahoo.com', 'name': {'lineage': None, 'family': 'Hikam', 'honourific': None, 'given': 'Saiful'}}, {'id': 'paul.timotiwu@gmail.com', 'name': {'given': 'Paul B.', 'lineage': None, 'family': 'Timotiwu', 'honourific': None}}]",['FP25'],other,,,,,,,,,,,,,,,,,,,,,,,,
21,8,show,,"SOSIALISASI PENGGUNAAN BAHAN ORGANIK DAN KAPUR UNTUK MENINGKATKAN PRODUKSI DAN KANDUNGAN PATI UBIKAYU DI BAKUNG RAHAYU, GEDUNG MENENG, TULANG BAWANG",['S1'],"Salah satu sentra produksi ubi kayu di Tulang Bawang ialah Kecamatan Gedong Meneng.  Di tahun 2017, produksi ubi kayu yang dihasilkan dari kecamatan ini telah mencapai 95.477 ton. Produksi tersebut berasal dari luas panen seluas 4.181 hektar dan produktivitas sekitar 22,84 ton/hektar.  Produktivitasnya menurun dibanding pada tahun 2015 sebesar 23,94 ton/ha. Masalahnya produktivitas hasil ini masih jauh dari potensi hasil tanaman ubi kayu yang dapat mencapai 40 ton/ha.  Aplikasi pemupukan yang biasa dilakukan petani adalah pemberian hara makro, yaitu N (urea), P (TSP), dan K (KCl), akan tetapi petani jarang memberikan pupuk organik dan pengapuran dikarenakan beberapa alasan dan ketidak mengertian mereka tentang pupuk ini terhadap peningkatan produksi dan kadar pati.  Petani juga sering melakukan pemupukan pupuk anorganik dengan cara disebar di permukaan tanah dan bukan ditugal.  Pada akhirnya kami berencana mensosialisasi tentang pentingnya budidaya yang baik dan penggunaan pupuk organik dan pengapuran untuk mendorong peningkatan hasil panen petani dan kadar patinya.  Oleh karena itu perlu dilakukan sosialisasi/penyuluhan kepada petani binaan desa Bakung Rahayu, Kecamatan Gedung Meneng, Tulang Bawang tentang pengolahan pupuk organik, pengapuran dan teknologi budidaya ubikayu yang tepat guna untuk meningkatkan produktivitas dan kadar pati.  Tujuan kegiatan pengabdian masyarakat ini adalah untuk sosialisasi kepada petani binaan Desa Bakung Rahayu tentang teknik budidaya yang baik, aplikasi pupuk organik dan kapur pertanian yang dampaknya bisa meningkatkan kandungan pati cassava.  Metode pelaksanaan pengabdian kepada masyarakat petani binaan Desa Bakung Rahayu, Kecamatan Gedung Meneng, Tulang Bawang menggunakan cara Sosialisasi/penyuluhan, dan Evaluasi Kegiatan. Hasil kegiatan menunjukkan bahwa kegiatan pengabdian masyaraka di Desa Bakung Rahayu, Tulang Bawang dapat meningkatkan pengetahuan petani tentang penggunaan bahan organik dan kapur.",2021-11-12 07:41:47,archive,,36412,http://repository.lppm.unila.ac.id/id/eprint/36412,public,unpub,LPPM,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157343', 'format': 'text', 'pos': 1, 'files': [{'datasetid': 'document', 'filesize': 1541451, 'fileid': 420486, 'mime_type': 'application/pdf', 'mtime': '2021-11-12 04:07:38', 'hash_type': 'MD5', 'filename': 'LAPORAN PPM BAKUNG RAHAYU.pdf', 'hash': '46a68cfdd135952396e359dec1f6b3bc', 'objectid': 157343, 'uri': 'http://repository.lppm.unila.ac.id/id/file/420486'}], 'main': 'LAPORAN PPM BAKUNG RAHAYU.pdf', 'docid': 157343, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 36412}]",2021-11-12 07:41:47,2021-11-12 07:41:47,847,disk0/00/03/64/12,"[{'name': {'family': 'Kamal', 'honourific': None, 'lineage': None, 'given': 'Muhammad'}, 'id': 'mkamal1961@yahoo.com'}, {'name': {'lineage': None, 'family': 'Hadi', 'honourific': None, 'given': 'Muhammad Syamsoel'}, 'id': 'msyamshadi@yahoo.co.id'}, {'name': {'honourific': None, 'family': 'Kukuh', 'lineage': None, 'given': 'Setiawan'}, 'id': 'kukuhsetiawan38@gmail.com'}, {'name': {'given': '.', 'lineage': None, 'family': 'Ardian', 'honourific': None}, 'id': 'ardian.unila@gmail.com'}]",['FP25'],other,,,,,,,,,,,,,,,,,,,,,,,,
