,ispublished,publisher,documents,full_text_status,uri,lastmod,userid,datestamp,creators,dir,date,type,divisions,title,rev_number,metadata_visibility,eprint_status,status_changed,succeeds,subjects,abstract,eprintid,place_of_pub,institution,department,date_type,pages,monograph_type,publication,issn,corp_creators,pagerange,number,refereed,official_url,volume,id_number,related_url,contributors,referencetext,keywords,contact_email,event_type,event_title,pres_type
83,pub,Universitas Lampung,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37003', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/213947', 'objectid': 37003, 'filesize': 495183, 'datasetid': 'document', 'filename': '4074-10549-1-SM.pdf', 'hash': '18fcbee8d6473743e65785d6e428881c', 'mtime': '2020-07-24 03:35:31', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 213947}], 'docid': 37003, 'main': '4074-10549-1-SM.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 23383}]",public,http://repository.lppm.unila.ac.id/id/eprint/23383,2020-07-24 06:55:06,908,2020-07-24 06:55:06,"[{'name': {'lineage': None, 'family': 'Miswati', 'honourific': None, 'given': 'Ayu Sari'}, 'id': 'dyah.aring@fp.unila.ac.id'}, {'id': 'dyaharing@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Lestari', 'lineage': None, 'given': 'Dyah Aring Hepiana'}}, {'name': {'given': 'Lina', 'family': 'Marlina', 'honourific': None, 'lineage': None}, 'id': 'lina.marlina@fp.unila.ac.id'}]",disk0/00/02/33/83,2020-05-01 00:00:00.000000000,article,['FP1'],PENDAPATAN DAN TINGKAT KESEJAHTERAAN SUBJEKTIF KELUARGA PETANI ALIH KOMODITI PADI KE KARET DI KECAMATAN ABUNG SURAKARTA KABUPATEN LAMPUNG UTARA,8,show,archive,2020-07-24 06:55:06,,"['H1', 'HB', 'S1']","This research aims to analyze the income of rubber plantation in the past year and the subjective welfare level of farmer household who switch commodity from rice plant to rubber in District of Abung Surakarta. This research was conducted in February-March 2019 using a survey method. The number of respondents was 56 farmers using simple random sampling technique. Data are analyzed using descriptive statistical methods and inferencing statistics and the analysis tools used are farm income and subjective welfare indicators using a Likert scale from strongly disagree to strongly agree. The results of the analys showed that the average income of rubber farming based on cash costs and the total costs are Rp27,821,627.65 / hectar / year and Rp18,357,350.60 / hectare / year. Farmer households are dominated by subjective welfare in high level criteria.

Key word: farming income, subjective welfare, transfer of commodity",23383,,,,published,,,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,,334-341,2.0,TRUE,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/4074,8.0,,,,,,,,,
84,pub,jurnal.fkip.unila.ac.id,"[{'files': [{'filesize': 220703, 'datasetid': 'document', 'hash': 'e7d85846307416f699e0fcd2b3767a51', 'filename': '20544-47803-1-PB.pdf', 'mtime': '2022-07-21 05:23:42', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 475268, 'uri': 'http://repository.lppm.unila.ac.id/id/file/475268', 'objectid': 165500}], 'docid': 165500, 'main': '20544-47803-1-PB.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165500', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 43555, 'language': 'en', 'mime_type': 'application/pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/43555,2022-07-21 08:24:41,1000,2022-07-21 08:24:41,"[{'name': {'given': 'Tiara', 'lineage': None, 'honourific': None, 'family': 'Monica'}, 'id': '-'}, {'name': {'given': 'Rufaidah', 'lineage': None, 'family': 'Erlina', 'honourific': None}, 'id': 'erlinarufaidah1958@gmail.com'}, {'id': 'yon.rizal@fkip.unila.ac.id', 'name': {'given': 'Rizal', 'family': 'Yon', 'honourific': None, 'lineage': None}}]",disk0/00/04/35/55,1970-01-01 00:00:00.000002020,article,['FP1'],"Pengaruh Kualitas Pelayanan, Pengalaman Pelanggan, dan Kemudahan Penggunaan Terhadap Kepuasan Pelanggan",8,show,archive,2022-07-21 08:24:41,,"['H1', 'HB', 'HC']","The purpose of this study was to determine the effect of service quality, customer
experience, and ease of use of J&T delivery services to customer satisfaction in
Social Sciences FKIP Unila Force students in 2016. The method is descriptive
verification with ex post facto approach and survey using nonprobability sampling
technique with purposive sampling. This research consist of 73 respondents. Data
collection by questionnaires. Hypothesis testing partially t Test and Simultaneous f
Test. The conclusion of the analysis is that there is a positive influence between
service quality, customer experience, and perceived ease of use of J&T services to
customer satisfaction in students of Social Sciences Faculty of Social Sciences,
University of Lampung in 2016. While the influence of simultaneous of customer
satisfaction with Fcount = 35.808 with a significance (sig.) of 0,000.",43555,,,,published,,,Jurnal Edukasi Ekobis,2302-1373,"['Monica Tiara', 'Erlina Rufaidah', 'Yon Rizal']",,1.0,TRUE,http://jurnal.fkip.unila.ac.id/index.php/JEE/article/view/20544,8.0,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': '-', 'name': {'family': 'Monica', 'honourific': None, 'lineage': None, 'given': 'Tiara'}}, {'name': {'given': 'Rufaidah', 'honourific': None, 'family': 'Erlina', 'lineage': None}, 'id': 'erlinarufaidah1958@gmail.com', 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'id': 'yon.rizal@fkip.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'Rizal', 'lineage': None, 'honourific': None, 'family': 'Yon'}}]",,,,,,
85,pub,Jurnal Edukasi Ekobis,"[{'language': 'id', 'mime_type': 'application/xml', 'content': 'other', 'eprintid': 44115, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166140', 'formatdesc': 'URL Jurnal', 'main': 20544, 'docid': 166140, 'files': [{'hash_type': 'MD5', 'mtime': '2022-08-16 09:49:12', 'filename': 20544, 'hash': 'a7f5d1bedb759da6dbfa8a8afc3c0ba5', 'fileid': 479734, 'mime_type': 'application/xml', 'filesize': 19097, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/479734', 'objectid': 166140}]}, {'eprintid': 44115, 'security': 'public', 'placement': 2, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 166141, 'main': 'Ekobis_Pengaruh Kualitas Pelayanan, Pengalaman Pelanggan, dan Kemudahan Penggunaan Terhadap Kepuasan Pelanggan.pdf', 'files': [{'objectid': 166141, 'uri': 'http://repository.lppm.unila.ac.id/id/file/479737', 'datasetid': 'document', 'filesize': 1346569, 'mime_type': 'application/pdf', 'fileid': 479737, 'hash': '0247bed7224f70f46e2d3fdf1fb02e95', 'filename': 'Ekobis_Pengaruh Kualitas Pelayanan, Pengalaman Pelanggan, dan Kemudahan Penggunaan Terhadap Kepuasan Pelanggan.pdf', 'hash_type': 'MD5', 'mtime': '2022-08-16 09:50:31'}], 'format': 'text', 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166141', 'rev_number': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/44115,2022-08-18 00:50:23,1000,2022-08-18 00:50:23,"[{'name': {'lineage': None, 'family': 'Monica Tiara', 'honourific': None, 'given': 'Monica'}, 'id': None}, {'id': 'erlinarufaidah1958@gmail.com', 'name': {'given': 'ER', 'lineage': None, 'honourific': None, 'family': 'Erlina Rufaidah'}}, {'name': {'given': 'Yon', 'lineage': None, 'honourific': None, 'family': 'yon Rizal'}, 'id': 'yon.rizal@fkip.unila.ac.id'}]",disk0/00/04/41/15,1970-01-01 00:00:00.000002020,other,['FP1'],"Pengaruh Kualitas Pelayanan, Pengalaman Pelanggan, dan Kemudahan Penggunaan Terhadap Kepuasan Pelanggan",10,show,archive,2022-08-18 00:50:23,,['H1'],"Tujuan dari penelitian ini untuk mengetahui pengaruh kualitas pelayanan, pengalaman pelanggan, dan kemudahan penggunaan jasa pengiriman J&T terhadap kepuasan pelanggan pada mahasiswa jurusan IPS FKIP Unila Angkatan tahun 2016. Metode yang digunakan adalah deskriptif verifikatif dengan pendekatan ex post facto dan survey menggunakan teknik nonprobability sampling dengan purposive sampling. Responden dalam penelitian ini berjumlah 73. Pengumpulan data dengan kuisioner/angket. Pengujian hipotesis secara parsial Uji t dan secara simultan Uji f. Kesimpulan dari hasil analisis adalah terdapat pengaruh yang positif antara kualitas pelayanan, pengalaman pelanggan, dan persepsi kemudahan penggunaan jasa J&T terhadap kepuasan pelanggan pada mahasiswa IPS FKIP Universitas Lampung. Sedangkan pengaruh yang simultan terhadap kepuasan pelanggan dengan Fhitung = 35,808 dengan signifikansi (sig.) sebesar 0,000.",44115,,,,published,,,,,,,,,http://jurnal.fkip.unila.ac.id/index.php/JEE/article/view/20544,,,,,,,,,,
86,pub,www.rsisinternational.org,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 43482, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165421', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'filesize': 312386, 'datasetid': 'document', 'mtime': '2022-07-20 05:52:25', 'hash_type': 'MD5', 'hash': '1434137ad85b1b3e31d9af44c67bf87f', 'filename': 'Jurnal 004.pdf', 'fileid': 474656, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/474656', 'objectid': 165421}], 'main': 'Jurnal 004.pdf', 'docid': 165421}]",public,http://repository.lppm.unila.ac.id/id/eprint/43482,2022-07-20 09:47:17,1000,2022-07-20 09:47:17,"[{'name': {'given': 'Wardhana', 'lineage': None, 'honourific': None, 'family': 'Muhammad Aji Wira'}, 'id': '-'}, {'id': '-', 'name': {'given': 'Sinaga', 'honourific': None, 'family': 'Risma M', 'lineage': None}}, {'name': {'given': 'Rufaida', 'lineage': None, 'family': 'Erlina', 'honourific': None}, 'id': '-'}]",disk0/00/04/34/82,2020-09-01 00:00:00.000000000,article,['FP1'],"Preservation of Meaning and Value of Local Wisdom
Traditional House of Lampung Kepaksian Pernong
West Lampung",7,show,archive,2022-07-20 09:47:17,,"['B1', 'BL']","Qualitative research according to Bodgan and Taylor (1992) 
in Sujarweni (2014: 19) is a research procedure that produces 
descriptive data in the form of speech or writing and the 
behavior of the people being observed.
This approach strategy was chosen on the basis of the 
consideration that (1) a qualitative approach, even though it 
only covers a small / limited scale of the research location, is 
able to develop a broader conceptual framework, (2) this 
approach model is not only concerned with results, but also 
aspects of the process is something more important, even (3) 
this ethnographic qualitative approach is very good if a study 
wants to explain a phenomenon in depth and thoroughly so 
that the results of the research are detailed descriptions that 
are not rigid but also in-depth (Bogdan & Tylor, 1982: 35-
37).
Further considerations regarding this research approach are 
based on the diversity of carvings and spatial layouts in the 
Pernong testimonials, compared to the other four testimonies, 
so that the focus of this research is based on the meaning of 
spatial values and the value of carvings at the Pernong Palace. TThe data collection technique used to obtain data in the 
study was triangulation, which is a data collection technique 
that combines various data collection techniques and existing 
data sources. Researchers used different data collection 
techniques to obtain data from the same source. Researchers 
used observation, in-depth interviews and documentation.",43482,,,,published,,,International Journal of Research and Innovation in Social Science (IJRISS),2454-6186,"['Muhammad Aji Wira Wardhana', 'Risma M. Sinaga', 'Erlina Rufaida']",24-27,9.0,TRUE,https://www.rsisinternational.org/journals/ijriss/Digital-Library/volume-4-issue-7/469-473.pdf,4.0,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': '-', 'name': {'given': 'Wardhana', 'lineage': None, 'honourific': None, 'family': 'Muhammad Aji Wira'}}, {'name': {'honourific': None, 'family': 'Risma M.', 'lineage': None, 'given': 'Sinaga'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': '-'}, {'name': {'given': 'Rufaidah', 'family': 'Erlina', 'honourific': None, 'lineage': None}, 'id': '-', 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",,,,,,
87,pub,Society for Indonesian Biodiversity,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 23612, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37249', 'docid': 37249, 'main': 'D210809.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/215692', 'objectid': 37249, 'hash': '1a38c3d01d46865da6963c17a73e4295', 'filename': 'D210809.pdf', 'hash_type': 'MD5', 'mtime': '2020-08-13 04:08:40', 'mime_type': 'application/pdf', 'fileid': 215692, 'filesize': 568528, 'datasetid': 'document'}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/23612,2020-08-13 07:24:43,928,2020-08-13 07:24:43,"[{'id': 'ktut.murniati@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Murniati', 'honourific': None, 'given': 'Ktut'}}, {'id': None, 'name': {'honourific': None, 'family': 'Abdul Mutolib', 'lineage': None, 'given': 'Mutolib, Abdul'}}]",disk0/00/02/36/12,2020-08-01 00:00:00.000000000,article,['FP1'],"The impact of climate change on the household food security of upland
rice farmers in Sidomulyo, Lampung Province, Indonesia",6,show,archive,2020-08-13 07:24:43,,['S1'],"Murniati K, Mutolib A. 2020. The impact of climate change on the household food security of upland rice farmers in
Sidomulyo, Lampung Province, Indonesia. Biodiversitas 21: 3487-3493. Climate change in the agricultural sector, particularly food
crops, significantly decreases the production, causing the anomaly influences of El-Niño (drought) and La-Nina (flood). Climate change
will have an impact on food availability and accessibility, thereby disrupting the food security and vulnerability of farmer households.
This study aimed to: analyze the livelihood vulnerabilities, determine the food security level, and assess the livelihood vulnerability on
the food security of upland rice farmer households against climate change. This study was conducted in Sidomulyo Sub-district, South
Lampung District. The samples were randomly selected among farmers, resulting in 66 selected farmers. The analysis included: the
livelihood vulnerability index– intergovernmental panel of climate change (LVI-IPCC), food security index based on the Indonesian
Institute of Sciences, and the Ordinal Model Logit (Ologit). The results showed that the upland rice farmer’s household had a livelihood
vulnerability of 0.071, belonged to the medium category. Most farmer households (77.27%) were categorized as food secure. The
“secure” category in the food security index is obtained if the upland rice farmers fulfill three criteria includes food availability, food
stability, and food sustainability. The strategy of climate change adaptation, rice price, and phonska fertilizer price affects the food
security of farmers’ households. Climate change adaptation strategies are indispensable for sustainable food security",23612,,,,published,,,BIODIVERSITAS,2085-4722,,3487-3493,8.0,TRUE,,21.0,,,,,,,,,
88,pub,"Surakarta, Indonesia,","[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 43642, 'placement': 2, 'security': 'public', 'pos': 2, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185810', 'main': 'koresponden biodeversity.pdf', 'docid': 185810, 'files': [{'datasetid': 'document', 'filesize': 72640, 'mime_type': 'application/pdf', 'fileid': 515736, 'filename': 'koresponden biodeversity.pdf', 'hash': 'fc52da1e8cb8ef8fcd2a7da2d1be7120', 'mtime': '2022-11-25 06:50:33', 'hash_type': 'MD5', 'objectid': 185810, 'uri': 'http://repository.lppm.unila.ac.id/id/file/515736'}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/43642,2022-11-25 06:50:37,928,2022-07-27 01:45:37,"[{'id': 'ktut.murniati@fp.unila.ac.id', 'name': {'given': 'Ktut', 'family': 'Murniati', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'given': 'Mutolib, Abdul', 'lineage': None, 'family': 'Abdul Mutolib', 'honourific': None}}]",disk0/00/04/36/42,2020-07-08 00:00:00.000000000,other,['FP1'],"The impact of climate change on the household food security of uplandrice farmers in Sidomulyo, Lampung Province, Indonesia (hasil korespondensi)",9,show,archive,2022-07-27 01:45:37,,['S1'],"(hasil Korespondensi) The impact of climate change on the household food security of upland rice farmers in
Sidomulyo, Lampung Province, Indonesia. Biodiversitas 21: 3487-3493.  Climate change in the agricultural sector, particularly food
crops, significantly decreases the production, causing the anomaly influences of El-Niño (drought) and La-Nina (flood). Climate change
will have an impact on food availability and accessibility, thereby disrupting the food security and vulnerability of farmer households.
This study aimed to: analyze the livelihood vulnerabilities, determine the food security level, and assess the livelihood vulnerability on
the food security of upland rice farmer households against climate change. This study was conducted in Sidomulyo Sub-district, South
Lampung District. The samples were randomly selected among farmers, resulting in 66 selected farmers. The analysis included: the
livelihood vulnerability index– intergovernmental panel of climate change (LVI-IPCC), food security index based on the Indonesian
Institute of Sciences, and the Ordinal Model Logit (Ologit). The results showed that the upland rice farmer’s household had a livelihood
vulnerability of 0.071, belonged to the medium category.  Most farmer households (77.27%) were categorized as food secure.   The
“secure” category in the food security index is obtained if the upland rice farmers fulfill three criteria includes food availability, food
stability, and food sustainability.  The strategy of climate change adaptation, rice price, and phonska fertilizer price affects the food
security of farmers’ households.  Climate change adaptation strategies are indispensable for sustainable food security.",43642,"the Department of Biology, FMNS, Universitas Sebelas Maret, Surakarta, Indonesia,",,,published,,,,,,,,,https://smujo.id/biodiv/article/view/5912,,,,,,,,,,
89,pub,The Society for Indonesian Biodiversity,"[{'docid': 185600, 'main': '4. BIODIVERSITAS - peer preview(3).pdf', 'files': [{'filename': '4. BIODIVERSITAS - peer preview(3).pdf', 'hash': 'f6c9a7d95e12d9ffffd257109e617574', 'mtime': '2022-11-17 04:14:33', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 514381, 'filesize': 285759, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/514381', 'objectid': 185600}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185600', 'eprintid': 46690, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/46690,2022-11-17 04:42:15,928,2022-11-17 04:42:15,"[{'name': {'given': 'Ktut', 'lineage': None, 'family': 'Murniati', 'honourific': None}, 'id': 'ktut.murniati@fp.unila.ac.id'}, {'id': 'amutholib24@yahoo.com', 'name': {'given': 'Abdul', 'lineage': None, 'family': 'Mutholib', 'honourific': None}}]",disk0/00/04/66/90,2020-08-01 00:00:00.000000000,other,['FP1'],"Hasil Peer Preview The impact of climate change on the household food security of upland
rice farmers in Sidomulyo, Lampung Province, Indonesia",7,show,archive,2022-11-17 04:42:15,,['S1'],"The impact of climate change on the household food security of upland rice farmers in
Sidomulyo, Lampung Province, Indonesia. Biodiversitas 21: 3487-3493.  Climate change in the agricultural sector, particularly food
crops, significantly decreases the production, causing the anomaly influences of El-Niño (drought) and La-Nina (flood). Climate change
will have an impact on food availability and accessibility, thereby disrupting the food security and vulnerability of farmer households.
This study aimed to: analyze the livelihood vulnerabilities, determine the food security level, and assess the livelihood vulnerability on
the food security of upland rice farmer households against climate change. This study was conducted in Sidomulyo Sub-district, South
Lampung District. The samples were randomly selected among farmers, resulting in 66 selected farmers. The analysis included: the
livelihood vulnerability index– intergovernmental panel of climate change (LVI-IPCC), food security index based on the Indonesian
Institute of Sciences, and the Ordinal Model Logit (Ologit). The results showed that the upland rice farmer’s household had a livelihood
vulnerability of 0.071, belonged to the medium category.  Most farmer households (77.27%) were categorized as food secure.   The
“secure” category in the food security index is obtained if the upland rice farmers fulfill three criteria includes food availability, food
stability, and food sustainability.  The strategy of climate change adaptation, rice price, and phonska fertilizer price affects the food
security of farmers’ households.  Climate change adaptation strategies are indispensable for sustainable food security.",46690,"Department of Biology, Faculty of Mathematics and Natural Sciences, Sebelas Maret University, Surakarta",,,published,,,,,,,,,https://smujo.id/biodiv/article/view/5912/4083,,2085-4722,,,,,,,,
90,pub,Biodiservitas Journal of Bioligical Diversity,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 41900, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163573', 'docid': 163573, 'main': 'The impact of climate change on the household food security of upland rice farmers in Sidomulyo, Lam - Ktut Murniati.pdf', 'files': [{'mtime': '2022-05-27 03:15:51', 'hash_type': 'MD5', 'hash': '25d80770538d10b35fcfd17c356a4c12', 'filename': 'The impact of climate change on the household food security of upland rice farmers in Sidomulyo, Lam - Ktut Murniati.pdf', 'fileid': 462414, 'mime_type': 'application/pdf', 'filesize': 1659366, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/462414', 'objectid': 163573}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/41900,2022-05-27 09:26:23,928,2022-05-27 09:26:23,"[{'id': 'ktutmurniati@gmail.com', 'name': {'honourific': None, 'family': 'Murniati', 'lineage': None, 'given': 'Ktut'}}, {'id': 'amutholib24@yahoo.com', 'name': {'given': 'Abdul', 'family': 'Mutholib', 'honourific': None, 'lineage': None}}]",disk0/00/04/19/00,2020-08-08 00:00:00.000000000,other,['FP1'],"Hasil Uji Similarity The impact of climate change on the household food security of upland rice farmers in Sidomulyo, Lampung Province, Indonesia",7,show,archive,2022-05-27 09:26:23,,['S1'],"Climate change in the agricultural sector, particularly food
crops, significantly decreases the production, causing the anomaly influences of El-Niño (drought) and La-Nina (flood). Climate change will have an impact on food availability and accessibility, thereby disrupting the food security and vulnerability of farmer households. This study aimed to: analyze the livelihood vulnerabilities, determine the food security level, and assess the livelihood vulnerability on
the food security of upland rice farmer households against climate change. This study was conducted in Sidomulyo Sub-district, South Lampung District. The samples were randomly selected among farmers, resulting in 66 selected farmers. The analysis included: the livelihood vulnerability index– intergovernmental panel of climate change (LVI-IPCC), food security index based on the Indonesian Institute of Sciences, and the Ordinal Model Logit (Ologit). The results showed that the upland rice farmer’s household had a livelihood vulnerability of 0.071, belonged to the medium category. Most farmer households (77.27%) were categorized as food secure. The “secure” category in the food security index is obtained if the upland rice farmers fulfill three criteria includes food availability, food stability, and food sustainability. The strategy of climate change adaptation, rice price, and phonska fertilizer price affects the food security of farmers’ households. Climate change adaptation strategies are indispensable for sustainable food security.",41900,Indonesia,,,published,,,,,,,,,https://smujo.id/biodiv/article/view/5912,,,,,,,,,,
91,pub,Society for Indonesian Biodiversity,"[{'docid': 185662, 'main': 'koresponden biodeversity(2).pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2022-11-18 09:16:46', 'filename': 'koresponden biodeversity(2).pdf', 'hash': '71b3a5dab56f0ae11d48c0072ceadca6', 'fileid': 514805, 'mime_type': 'application/pdf', 'filesize': 202385, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/514805', 'objectid': 185662}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185662', 'rev_number': 1, 'eprintid': 46748, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/46748,2022-11-21 01:08:33,928,2022-11-21 01:08:33,"[{'id': 'ktut.murniati@fp.unila.ac.id', 'name': {'family': 'Murniati', 'honourific': None, 'lineage': None, 'given': 'Ktut'}}, {'name': {'given': 'Abdul', 'family': 'Mutholib', 'honourific': None, 'lineage': None}, 'id': 'amutholib24@yahoo.com'}]",disk0/00/04/67/48,2020-08-01 00:00:00.000000000,other,['FP1'],"Korespondensi :The impact of climate change on the household food security of upland
rice farmers in Sidomulyo, Lampung Province, Indonesia",7,show,archive,2022-11-21 01:08:33,,['S1'],"The impact of climate change on the household food security of upland rice farmers in
Sidomulyo, Lampung Province, Indonesia. Biodiversitas 21: 3487-3493.  Climate change in the agricultural sector, particularly food
crops, significantly decreases the production, causing the anomaly influences of El-Niño (drought) and La-Nina (flood). Climate change
will have an impact on food availability and accessibility, thereby disrupting the food security and vulnerability of farmer households.
This study aimed to: analyze the livelihood vulnerabilities, determine the food security level, and assess the livelihood vulnerability on
the food security of upland rice farmer households against climate change. This study was conducted in Sidomulyo Sub-district, South
Lampung District. The samples were randomly selected among farmers, resulting in 66 selected farmers. The analysis included: the
livelihood vulnerability index– intergovernmental panel of climate change (LVI-IPCC), food security index based on the Indonesian
Institute of Sciences, and the Ordinal Model Logit (Ologit). The results showed that the upland rice farmer’s household had a livelihood
vulnerability of 0.071, belonged to the medium category.  Most farmer households (77.27%) were categorized as food secure.   The
“secure” category in the food security index is obtained if the upland rice farmers fulfill three criteria includes food availability, food
stability, and food sustainability.  The strategy of climate change adaptation, rice price, and phonska fertilizer price affects the food
security of farmers’ households.  Climate change adaptation strategies are indispensable for sustainable food security.",46748,"the Department of Biology, FMNS, Universitas Sebelas Maret, Surakarta, Indonesia,",,,published,,,,,,,,,https://smujo.id/biodiv/article/view/5912/4083,,2085-4722,,,,,,,,
92,pub,The Society for Indonesian Biodiversity,"[{'eprintid': 46692, 'placement': 1, 'security': 'public', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'main': 'koresponden biodeversity.docx', 'docid': 185602, 'files': [{'objectid': 185602, 'uri': 'http://repository.lppm.unila.ac.id/id/file/514395', 'datasetid': 'document', 'filesize': 310400, 'fileid': 514395, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'hash_type': 'MD5', 'mtime': '2022-11-17 04:27:52', 'hash': '6a4808f66615bad38dce60ed0606edd1', 'filename': 'koresponden biodeversity.docx'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/185602', 'rev_number': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/46692,2022-11-17 04:42:20,928,2022-11-17 04:42:20,"[{'name': {'lineage': None, 'family': 'Murniati', 'honourific': None, 'given': 'Ktut'}, 'id': 'ktut.murniati@fp.unila.ac.id'}, {'id': 'amutholib24@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Mutholib', 'given': 'Abdul'}}]",disk0/00/04/66/92,2020-08-01 00:00:00.000000000,other,['FP1'],"The impact of climate change on the household food security of upland
rice farmers in Sidomulyo, Lampung Province, Indonesia (Koresponden)",7,show,archive,2022-11-17 04:42:20,,['S1'],"The impact of climate change on the household food security of upland rice farmers in
Sidomulyo, Lampung Province, Indonesia. Biodiversitas 21: 3487-3493.  Climate change in the agricultural sector, particularly food
crops, significantly decreases the production, causing the anomaly influences of El-Niño (drought) and La-Nina (flood). Climate change
will have an impact on food availability and accessibility, thereby disrupting the food security and vulnerability of farmer households.
This study aimed to: analyze the livelihood vulnerabilities, determine the food security level, and assess the livelihood vulnerability on
the food security of upland rice farmer households against climate change. This study was conducted in Sidomulyo Sub-district, South
Lampung District. The samples were randomly selected among farmers, resulting in 66 selected farmers. The analysis included: the
livelihood vulnerability index– intergovernmental panel of climate change (LVI-IPCC), food security index based on the Indonesian
Institute of Sciences, and the Ordinal Model Logit (Ologit). The results showed that the upland rice farmer’s household had a livelihood
vulnerability of 0.071, belonged to the medium category.  Most farmer households (77.27%) were categorized as food secure.   The
“secure” category in the food security index is obtained if the upland rice farmers fulfill three criteria includes food availability, food
stability, and food sustainability.  The strategy of climate change adaptation, rice price, and phonska fertilizer price affects the food
security of farmers’ households.  Climate change adaptation strategies are indispensable for sustainable food security.",46692,"Department of Biology, Faculty of Mathematics and Natural Sciences, Sebelas Maret University, Surakarta",,,,,,,,,,,,https://smujo.id/biodiv/article/view/5912/4083,,2085-4722,,,,,,,,
