,title,rev_number,metadata_visibility,eprint_status,status_changed,subjects,abstract,eprintid,ispublished,documents,publisher,full_text_status,uri,userid,lastmod,datestamp,creators,dir,date,type,divisions,succeeds,place_of_pub,date_type,pagerange,refereed,number,contributors,publication,issn,related_url,volume,official_url,pages,monograph_type,institution,department,corp_creators,id_number,isbn,book_title,keywords,pres_type,event_location,event_title,event_type,event_dates,contact_email,patent_applicant
69,Hasil Peer Review-Strategi Pengembangan Agroindustri Tempe di Kecamatan Balik Bukit Kabupaten Lampung Barat,7,show,archive,2022-06-21 01:20:10,['S1'],"The study aims to analyze the development strategy for the tempe agroindustries. This research uses survey method at Sebarus District, Balik Bukit Regency, West Lampung purposively. The data was collected in March 2020. The data were analyzed by using the IFAS and EFAS matrix and SWOT analysis. The result showed that tempe agroindustries were in the I matrix (growth strategy). The development strategy was the production of high-quality products so tempe is in demand by various society levels, the production of the high-quality product because of the good technology which makes production time faster, the production of high-quality product and the good skills of human resources so product competitiveness is high, and good skills by utilizing support from the government.",42673,pub,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/164394', 'rev_number': 1, 'docid': 164394, 'main': '16. JOFSA.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2022-06-20 12:53:25', 'hash': '7bdc82098359e92c80961621a4f9b6b8', 'filename': '16. JOFSA.pdf', 'fileid': 468134, 'mime_type': 'application/pdf', 'filesize': 328656, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/468134', 'objectid': 164394}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 42673, 'placement': 1, 'security': 'public'}]",Jurusan Agribisnis: Politeknik Negeri Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/42673,928,2022-06-21 01:20:10,2022-06-21 01:20:10,"[{'id': None, 'name': {'lineage': None, 'family': 'Nuraini', 'honourific': None, 'given': 'Nuraini'}}, {'id': 'ktut.murniati@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Murniati', 'lineage': None, 'given': 'Ktut'}}, {'id': 'lina.marlina@fp.unila.ac.id', 'name': {'family': 'Marlina', 'honourific': None, 'lineage': None, 'given': 'Lina'}}]",disk0/00/04/26/73,2021-10-29 00:00:00.000000000,other,['FP1'],,Journal of Food System and Agribusiness,published,,,,,,,,,https://jurnal.polinela.ac.id/JFA/article/view/1880,,,,,,,,,,,,,,,,
70,Strategi Pengembangan Agroindustri Tempe di Kecamatan Balik Bukit Kabupaten Lampung Barat,8,show,archive,2021-11-06 02:25:43,['HB'],"The study aims to analyze the development strategy for the tempe agroindustries.  This research uses survey method at Sebarus District, Balik Bukit Regency, West Lampung purposively.  The data was collected in March 2020.  The data were analyzed by using the IFAS and EFAS matrix and SWOT analysis.  The result showed that tempe agroindustries were in I matrix (growth strategy).  The development strategy was the production of high-quality products so tempe is in demand by various society levels, the production of the high-quality product because of the good technology which makes production time faster, the production of high-quality products and the good skills of human resources so product competitiveness is high, and good skills by utilizing support from the government",35194,pub,,Politeknik mNegeri lampung,none,http://repository.lppm.unila.ac.id/id/eprint/35194,1172,2021-11-06 02:25:43,2021-11-06 02:25:43,"[{'name': {'family': 'Nuraini', 'honourific': None, 'lineage': None, 'given': 'Nuraini'}, 'id': None}, {'id': 'ktut.murniati@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Murniati', 'honourific': None, 'given': 'Ktut'}}, {'name': {'lineage': None, 'family': 'Marlina', 'honourific': None, 'given': 'Lina'}, 'id': 'lina.marlina@fp.unila.ac.id'}]",disk0/00/03/51/94,2021-11-04 00:00:00.000000000,article,['FP1'],,,published,126-135,TRUE,2,,JoFSA,2597-9426,,5.0,https://jurnal.polinela.ac.id/JFA/article/view/1880,,,,,,,,,,,,,,,,
71,STRUKTUR DAN DISTRIBUSI PENDAPATAN SERTA TINGKAT KESEJAHTERAAN RUMAH TANGGA PETANI UBI KAYU DI KABUPATEN LAMPUNG TENGAH (Income Structure and Distribution and Welfare Level of Cassava Farmer Households in Lampung Tengah Regency),13,show,archive,2021-11-06 10:53:08,['S1'],"This research aimed to analyze the difference of the income structure, the income distribution, and the
welfare level of cassava farmer households based on factory location distance from location of cassava farm
in Lampung Tengah Regency. The research sample consisted of 42 cassava farmers in Terusan Nunyai
Subdistrict and 31 cassava farmers in Bandar Mataram Subdistrict. The data were analyzed using income
structure, income distribution, and welfare level analysis based on BPS criteria. The results of this research
showed that there was difference in the income structure between cassava farmers in Terusan Nunyai
Subdistrict and Bandar Mataram Subdistrict. The income structure of cassava farmers had the highest
contribution of the household income from main on-farm income which was 65.75 percent and 78.88
percent. There was also difference in the income distribution between cassava farmer households in
Terusan Nunyai Subdistrict and Bandar Mataram Subdistrict. The income distribution of cassava farmer
households in Terusan Nunyai Subdistrict was categorized as moderate inequality, welfare in Bandar Mataram Subdistrict was categorized as high inequality. There was no significant difference of the welfare level of cassava farmer households between the two locations. Based on BPS criteria, the welfare level of cassava farmer households in Terusan Nunyai and Bandar Mataram Subdistrict were categorized as
prosperous farmer households.
Key words: cassava, farmers, income, welfare",35298,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 2, 'security': 'public', 'eprintid': 35298, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156099', 'pos': 2, 'format': 'text', 'files': [{'filename': 'JIIA VO9 9_1_Rosi Triafni Nurhayati.pdf', 'hash': '20cc929dc0a9e5eb6e2ab8cf43e66632', 'mtime': '2021-11-06 09:11:23', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 412085, 'filesize': 261585, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/412085', 'objectid': 156099}], 'docid': 156099, 'main': 'JIIA VO9 9_1_Rosi Triafni Nurhayati.pdf'}]",Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/35298,938,2021-11-06 10:53:08,2021-11-06 10:53:08,"[{'name': {'given': 'Rosi Triafni', 'family': 'Nurhayati', 'honourific': None, 'lineage': None}, 'id': None}, {'id': 'hismono@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Ismono', 'honourific': None, 'given': 'R Hanung'}}, {'name': {'lineage': None, 'family': 'Indriani', 'honourific': None, 'given': 'Yaktiworo'}, 'id': 'yakti_indriani@yahoo.com'}]",disk0/00/03/52/98,2021-02-01 00:00:00.000000000,article,['FP1'],,,published,17-24,TRUE,1,,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,,9.0,http://jurnal.fp.unila.ac.id/index.php/JIA/index,,,,,,http://dx.doi.org/10.23960/jiia.v9i1.4814,,,,,,,,,,
72,NILAI TAMBAH DAN HARGA POKOK PRODUKSI SOSIS GULUNG DI CV CUCURUTUKU CERIA BANDAR LAMPUNG,7,show,archive,2021-11-12 09:04:17,"['AC', 'S1']","This research aims to analyze the added value, the amount of production cost and selling cost of sausage rolls. The method used in this research is case study. The location is chosen purposively at CV Cucurutuku Ceria in Bandar Lampung with consideration that CV Cucurutuku Ceria trading business is one of the highest producers of sausage rolls in Bandar Lampung. The data of this research are primary data and secondary data, collected in March– April 2019. The first objective is analyzed by using the Hayami method, the second objective is analyzed using the Variable Costing method, and the third objective was analyzed by adding the total non-production cost and the cost of production per month. The results of the research showed that the highest added value was come from the cheesy sausage rolls while the lowest was from potato sausage rolls. All variants have positive added values and were feasible to be produced. The average cost of a noodle sausage roll production Rp962.85, a soya sausage roll Rp1,926.86, a cheesy sausage roll Rp1,768.44, a potato sausage roll Rp2,182.56 and a spicy sausage roll Rp1,982.22. The selling price of a noodle sausage roll Rp1,439.95, a soya sausage roll Rp5,180.52, a cheesy sausage roll Rp4,216.63, a potato sausage roll Rp6,907.81 and a spicy sausage roll Rp4,447.20.


Key word: added value, cost of production and sausage rolls.",36505,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 36505, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'datasetid': 'document', 'filesize': 662926, 'fileid': 421234, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-11-12 08:05:21', 'hash': 'b5d5036a61bb6be0b5b3d77a0df9c585', 'filename': 'WDS_Nidya Oktaviani.pdf', 'objectid': 157429, 'uri': 'http://repository.lppm.unila.ac.id/id/file/421234'}], 'main': 'WDS_Nidya Oktaviani.pdf', 'docid': 157429, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157429', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/36505,942,2021-11-12 09:04:17,2021-11-12 09:04:17,"[{'name': {'honourific': None, 'family': 'Oktaviani', 'lineage': None, 'given': 'Nidya'}, 'id': None}, {'id': 'sayekti_wur@yahoo.co.id', 'name': {'lineage': None, 'family': 'Sayekti', 'honourific': None, 'given': 'Wuryaningsih Dwi'}}, {'name': {'lineage': None, 'family': 'Listiana', 'honourific': None, 'given': 'Indah'}, 'id': 'indahlistiana@yahoo.com'}]",disk0/00/03/65/05,2021-11-01 00:00:00.000000000,article,['FP1'],,,published,,TRUE,4,,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,,9.0,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/5397,,,,,,,,,,,,,,,,
73,ANALISIS KINERJA DAN NILAI TAMBAH AGROINDUSTRI TAHU DI KECAMATAN GADINGREJO KABUPATEN PRINGSEWU,9,show,archive,2021-06-03 06:39:37,['HB'],"This research aims to analyze the raw material procurement system based on the elements of raw materials, the performance of production, and added value of the products.  The research method used in this research was a case study method on ‘Tahu Ibu Lis’ tofu agroindustry in Gadingrejo Urban Village, Gadingrejo Sub-district, Pringsewu Regency.  The location of research was determined purposively with the consideration that Tahu Ibu Lis agroindustry was one of agroindustries on the center of tofu production and the biggest production of tofu in Gadingrejo.  Tahu Ibu Lis agroindustry had many products, they were tahu pong, tahu kepal, tahu putih, tahu kuning, oncom, and keripik tahu.  Research was conducted in Mei – June 2019 and data analysis method used was qualitative and quantitative descriptive analysis and analysis of added value.  The study shows that the agroindustry has fulfilled the six components of raw materials procurement, i.e. time, place, price, type, quality, and quantity.  The production performance of the agroindustry had not been good because it had not fulfilled the capacity and flexibility components but the rests are good.  Tahu Ibu Lis agroindustry was viable because it had positive added value.

Key words: added value, performance of production, tofu",31835,pub,"[{'language': 'en', 'mime_type': 'application/xml', 'content': 'published', 'eprintid': 31835, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/144182', 'docid': 144182, 'main': 4978, 'files': [{'objectid': 144182, 'uri': 'http://repository.lppm.unila.ac.id/id/file/376964', 'datasetid': 'document', 'filesize': 22416, 'mime_type': 'application/xml', 'fileid': 376964, 'filename': 4978, 'hash': '6ba1d406b19377b172086db5d806311e', 'hash_type': 'MD5', 'mtime': '2021-06-03 05:04:36'}]}, {'docid': 144183, 'main': '4978-13491-2-PB.pdf', 'files': [{'datasetid': 'document', 'filesize': 305503, 'mime_type': 'application/pdf', 'fileid': 376967, 'hash': '74dfe45da46988d8c5bfbf08924b3424', 'filename': '4978-13491-2-PB.pdf', 'mtime': '2021-06-03 05:05:58', 'hash_type': 'MD5', 'objectid': 144183, 'uri': 'http://repository.lppm.unila.ac.id/id/file/376967'}], 'pos': 2, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/144183', 'eprintid': 31835, 'placement': 2, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/31835,1172,2021-06-03 06:39:37,2021-06-03 06:39:37,"[{'id': None, 'name': {'lineage': None, 'family': 'Panuju', 'honourific': None, 'given': 'Muhammad Hary'}}, {'id': 'teguh.endaryanto@fp.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Endaryanto', 'given': 'Teguh'}}, {'name': {'lineage': None, 'family': 'Marlina', 'honourific': None, 'given': 'Lina'}, 'id': 'lina.marlina@fp.unila.ac.id'}]",disk0/00/03/18/35,2021-02-01 00:00:00.000000000,article,['FP1'],,,published,138-145,TRUE,1,,Jurnal Ilmu-Ilmu Agribisnis,2337 7070,,9.0,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/4978,,,,,,,,,,,,,,,,
74,ANALISIS BAURAN PEMASARAN (Marketing Mix) KERIPIK PISANG DI SENTRA INDUSTRI KERIPIK KOTA BANDAR LAMPUNG,6,show,archive,2022-01-17 01:32:55,['S1'],"This study aims to analyze the marketing mix applied on the marketing activities and study the obstacles onapplying marketing mix, in addition to analyzing the marketing mix that should be carried out by banana agroindustry of “Askha Jaya Keripik Lampung”. This research was a case study conducted in January to February 2020 at the Bandar Lampung Industrial Chip Center in which data was analyzed by qualitative descriptive analysis method. The results of this study showed that the marketing mix carried out by Askha Jaya Agroindustry produced three types of banana chips, namely sliced, rounded and melted. The determination of the selling price was implemented by the cost plus pricing method. The distribution channels were conducted by two channels and promotions was carried out through personal selling, sales promotion, advertising and publicity. Some constraints faced by the agroindustry were the availability of products caused by the scarcity of raw materials, delaying in the process of services to consumers, product delivering time and imaging capture without permission on online marketing. The marketing mix that should be done was reducing the size of the product weight when there was scarcity of raw materials, adding price tags to the shop, and the need of sanctions for those who were not responsible for online marketing.

Keywords: agroindustry, banana chips, marketing mix",37918,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 37918, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158856', 'docid': 158856, 'main': 'JIIA Vol 9 (4)_Erinda Pradini.pdf', 'files': [{'objectid': 158856, 'uri': 'http://repository.lppm.unila.ac.id/id/file/431474', 'datasetid': 'document', 'filesize': 732795, 'fileid': 431474, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-01-15 08:59:42', 'hash': '461d9e4f3ba48c25bfce7c94e5ed4682', 'filename': 'JIIA Vol 9 (4)_Erinda Pradini.pdf'}]}]",Jurusan Agribisnis Fakultas Pertanian Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/37918,938,2022-01-17 01:32:55,2022-01-17 01:32:55,"[{'id': None, 'name': {'lineage': None, 'family': 'Pradini', 'honourific': None, 'given': 'Erinda'}}, {'id': 'dwih_unila@yahoo.com', 'name': {'honourific': None, 'family': 'Haryono', 'lineage': None, 'given': 'Dwi'}}, {'id': 'yaktiworo.indriani@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Indriani', 'lineage': None, 'given': 'Yaktiworo'}}]",disk0/00/03/79/18,2021-11-30 00:00:00.000000000,article,['FP1'],,,published,685-692,TRUE,4,,"Jurnal Ilmu Ilmu Agribisnis: Journal of Agribusiness Science,",26204177,"[{'type': 'pub', 'url': 'https://agb.fp.unila.ac.id/'}]",9.0,https://jurnal.fp.unila.ac.id/index.php/JIA/index,,,,,,http://dx.doi.org/10.23960/jiia.v9i4.5407,,,,,,,,,,
75,"The Effect of Emotional Intelligence and Intelligence Spiritual with Student 
Characters",6,show,archive,2022-07-20 09:47:12,['B1'],"This study aims to analyze the effect of emotional intelligence on students characters, to analyze 
the influence of spiritual intelligence with student characteristics, analyzing the influence of emotional 
intelligence and spiritual intelligence on the character of students. This research method is a quantitative 
study using correlational analysis. The population in this study were students of class VII SMP Negeri 2 
Wonosobo Tanggamus. The research sample of 69 students, the sampling technique used was simple 
random sampling. This research uses data collection techniques using observation, interviews, 
questionnaires, documentation, literature study. The results of this study indicate that: 1) there is an effect 
of emotional intelligence on the character of class students with tcount> ttable or 3.268> 1.996; 2) there is 
an influence of spiritual intelligence on the character of students with tcount> ttable or 3,112> 1,996; and 
3) there is an influence of emotional intelligence and spiritual intelligence on the character of students 
with Fcount> Ftable or 10.139> 3.14. This indicates that the higher the emotional intelligence and 
spiritual intelligence, the better the character of the students.",43479,pub,"[{'files': [{'objectid': 165419, 'uri': 'http://repository.lppm.unila.ac.id/id/file/474643', 'fileid': 474643, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-07-20 05:33:30', 'hash': '80b371620d815ba39422047f514d93ec', 'filename': 'Jurnal 002.pdf', 'datasetid': 'document', 'filesize': 578107}], 'main': 'Jurnal 002.pdf', 'docid': 165419, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165419', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 43479, 'mime_type': 'application/pdf', 'language': 'en'}]",Prasetyo Wulandari; Sudjarwo; Erlina Rufaidah,public,http://repository.lppm.unila.ac.id/id/eprint/43479,1000,2022-07-20 09:47:12,2022-07-20 09:47:12,"[{'name': {'lineage': None, 'family': 'Prasetyo', 'honourific': None, 'given': 'Wulandari'}, 'id': '-'}, {'id': '-', 'name': {'lineage': None, 'honourific': None, 'family': 'Sudjarwo', 'given': '-'}}, {'name': {'lineage': None, 'family': 'Erlina', 'honourific': None, 'given': 'Rufaidah'}, 'id': '-'}]",disk0/00/04/34/79,2021-06-01 00:00:00.000000000,article,['FP1'],,,published,108-114,TRUE,6,"[{'name': {'lineage': None, 'family': 'Prasetyo', 'honourific': None, 'given': 'Wulandari'}, 'id': '-', 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'name': {'lineage': None, 'family': 'Sudjarwo', 'honourific': None, 'given': '-'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': '-'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': '-', 'name': {'lineage': None, 'family': 'Erlina', 'honourific': None, 'given': 'Rufaidah'}}]",International Journal of Multicultural and Multireligious Understanding,2364-5369,,8.0,https://waqafilmunusantara.com/wp-content/uploads/2022/03/2677-8331-1-PB-8.pdf,,,,,"['Prasetyo Wulandari', 'Sudjarwo', 'Erlina Rufaidah']",,,,,,,,,,,
76,The Effect of Emotional Intelligence and Intelligence Spiritual with Student Characters,10,show,archive,2022-10-03 06:38:19,['L1'],"This study aims to analyze the effect of emotional intelligence on students characters, to analyze the influence of spiritual intelligence with student characteristics, analyzing the influence of emotional intelligence and spiritual intelligence on the character of students. This research method is a quantitative study using correlational analysis. The population in this study were students of class VII SMP Negeri 2 Wonosobo Tanggamus. The research sample of 69 students, the sampling technique used was simple random sampling. This research uses data collection techniques using observation, interviews, questionnaires, documentation, literature study. The results of this study indicate that: 1) there is an effect of emotional intelligence on the character of class students with tcount> ttable or 3.268> 1.996; 2) there is an influence of spiritual intelligence on the character of students with tcount> ttable or 3,112> 1,996; and 3) there is an influence of emotional intelligence and spiritual intelligence on the character of students with Fcount> Ftable or 10.139> 3.14. This indicates that the higher the emotional intelligence and spiritual intelligence, the better the character of the students.",45433,pub,"[{'files': [{'datasetid': 'document', 'filesize': 789516, 'fileid': 488007, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-10-03 02:13:00', 'filename': '4. Jurnal The Effect of Emotional.pdf', 'hash': 'af4442f9178919e21a9e1313f64bd4c3', 'objectid': 167428, 'uri': 'http://repository.lppm.unila.ac.id/id/file/488007'}], 'main': '4. Jurnal The Effect of Emotional.pdf', 'docid': 167428, 'uri': 'http://repository.lppm.unila.ac.id/id/document/167428', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 45433, 'language': 'en', 'mime_type': 'application/pdf'}]",International Journal of Multicultural and Multireligious Understanding,public,http://repository.lppm.unila.ac.id/id/eprint/45433,1000,2022-10-03 06:38:19,2022-10-03 06:38:19,"[{'id': None, 'name': {'given': 'PW', 'lineage': None, 'family': 'Prasetyo Wulandari', 'honourific': None}}, {'name': {'given': 'SUDJARWO', 'family': 'SUDJARWO', 'honourific': None, 'lineage': None}, 'id': 'profdrsudjarwo@gmail.com'}, {'name': {'family': 'Erlina Rufaidah', 'honourific': None, 'lineage': None, 'given': 'ER'}, 'id': 'erlinarufaidah1958@gmail.com'}]",disk0/00/04/54/33,1970-01-01 00:00:00.000002021,other,['FP1'],,,published,,,,,,,,,https://waqafilmunusantara.com/wp-content/uploads/2022/03/2677-8331-1-PB-8.pdf,,,,,,,,,,,,,,,,
77,"ANALISIS KESEDIAAN PETANI PADI SAWAH DALAM MEMBAYAR JASA
LAYANAN PENGELOLAAN IRIGASI DI DAERAH IRIGASI WAY KETIBUNG
KABUPATEN LAMPUNG SELATAN",7,show,archive,2021-11-08 01:11:46,['AC'],"Water is one of important things for the process of rice field farming. Irrigation as one of water
sources for rice farming needs to be managed and maintained. The role of farmers is very
important for irrigation management efforts. The contribution of farmers in the repair and
management of irrigation can be realized in the form of willingness to pay (WTP) of irrigation
management services. The benefit of paying for irrigation management services is that it can be
used for better irrigation management and maintained water adequacy. This study aims to
determine the value of willingness to pay from farmers that use irigation from the Way Ketibung’s
Irigation Area in Lampung Selatan regency, and the factors influence it. Data collection was
conducted in Sidomulyo and Candipuro district, Lampung Selatan in Juni - September 2020. The
number of samples of this research is 100 farmers who used irrigation for rice farming selected by
using propotionate random sampling method from total population of 1223 farmers. The data are
analyzed using contingent valuation method (CVM) and ordinal logistic. Based on the research
results, average WTP value of irrigation management service in the Way Ketibung’s Irigation Area
was IDR97,400.00 /Year, or IDR48,700.00 /Planting Session. The factors that influenced were land
area and farmer’s knowledge of irrigation function
Key words: WTP, Irrigated rice farmers, Irrigation area of Way Ketibung",35338,pub,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/412776', 'objectid': 156206, 'hash_type': 'MD5', 'mtime': '2021-11-07 04:28:47', 'filename': 'Tunjung - 210-19961-1-PB (2).pdf', 'hash': '5f06038bd0f78c7b9014a77ede250b39', 'fileid': 412776, 'mime_type': 'application/pdf', 'filesize': 746397, 'datasetid': 'document'}], 'main': 'Tunjung - 210-19961-1-PB (2).pdf', 'docid': 156206, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156206', 'rev_number': 2, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 35338, 'language': 'id', 'mime_type': 'application/pdf'}]",Fakultas Pertanian Universitas Galuh,public,http://repository.lppm.unila.ac.id/id/eprint/35338,728,2021-11-08 01:11:46,2021-11-08 01:11:46,"[{'name': {'family': 'Prasmatiwi', 'honourific': None, 'lineage': None, 'given': 'Fembriarti Erry'}, 'id': 'fembriarti.erry@fp.unila.ac.id'}, {'name': {'given': 'R Hanung', 'honourific': None, 'family': 'Ismono', 'lineage': None}, 'id': 'hismono@fp.unila.ac.id'}, {'id': 'tunjung_andarwangi@yahoo.co.id', 'name': {'given': 'Tunjung', 'lineage': None, 'family': 'Andarwangi', 'honourific': None}}]",disk0/00/03/53/38,2021-07-01 00:00:00.000000000,article,['FP1'],,,published,1242-1253,TRUE,2,,MIMBAR AGRIBISNIS,2460-4321,,7.0,https://jurnal.unigal.ac.id/index.php/mimbaragribisnis/article/view/5210/pdf,,,,,['Universitas Lampung'],,,,,,,,,,,
78,"PENENTUAN UMUR OPTIMUM PEREMAJAAN KELAPA SAWIT RAKYAT 
DI KABUPATEN TULANG BAWANG",13,show,archive,2021-11-11 08:42:56,"['AC', 'S1']","Di Lampung, kelapa sawit mulai dikembangkan pada tahun1990-an dan 
saat ini memasuki masa tua. Peremajaan kelapa sawit dilakukan untuk 
meningkatkan produksi dan produktivitas kelapa sawit yang rendah terutama pada 
tanaman yang menginjak usia tidak produktif (tidak ekonomis) dan tanaman yang 
rusak. Peremajaan kelapa sawit membutuhkan biaya investasi yang besar serta 
petani harus menunggu lama untuk mendapatkan penerimaan. Penentuan kapan 
peremajaan dilaksanakan dipengaruhi oleh keuntungan yang didapatkan. 
Keuntungan yang diperoleh petani dipengaruhi oleh perkiraan produtivitas 
tanaman yang diremajakan, harga output TBS dan tingkat biaya yang diperlukan 
baik dalam pelaksanaan investasi peremajaan. Dengan demikian kajian tentang 
kelayakan finansial peremajaan, penentuan umur optimum, dan sensitivitas 
kegiatan peremajaan kelapa sawit perlu untuk dilakukan. Tujuan Penelitian (1) 
Menganalisis kelayakan peremajaan kelapa sawit rakyat di Kabupaten Tulang 
Bawang layak dilakukan, (2) Menentukan umur optimum peremajaan kelapa 
sawit, dan (3)Menganalisis sensitivitas peremajaan optimum akibat perubahan 
produksi, harga TBS, dan biaya produksi buah segar) dalam agribisnis kelapa 
sawit, peremajaan tanaman kelapa sawit perlu dilakukan di Lampung
Penelitian dilaksanakan Kabupaten Tulang Bawang yang dipilih secara 
sengaja (purposive) dengan pertimbangan kabupaten ini merupakan salah satu 
kabupaten yang memiliki luas lahan kelapa sawit terbesar di Provinsi Lampung.
Lokasi penelitian di Kecamatan Penawar Tama dan Kecamatan Gedung Aji Baru 
merupakan kecamatan yang memiliki luas lahan kelapa sawit rakyat terluas di 
Kabupaten Tulang Bawang dan umur kelapa sawit di kedua kecamatan sudah 
memasuki umur peremajaan. Sampel penelitian berjumlah 40 orang petani kelapa 
sawit yang dipilih secara acak sederhana (simple random sampling). Metode 
analisis yang digunakan adalah deskriptif kuantitatif. Untuk menjawab tujuan (1) 
menggunakan analisis finansial NPV, IRR, BCR, Payback Period, tujuan (2)
penentuan umur optimum peremajaan tercapai pada saat nilai penerimaan marjinal
(marginal net revenues (MNR) dari pengusahaan saat ini sama dengan nilai 
tertinggi dari present value pendapatan yang diamortisasi (the amortized present
value of expected net revenues/APVNR), dan tujuan (3) menggunakan analisis 
sensitifitas. Penelitian ini menghasilkan rekomendasi tentang penentuan umur 
optimum peremajaan kelapa sawit. Luaran penelitian ini adalah artikel yang 
dimuat dalam jurnal nasional terakreditasi",36110,unpub,"[{'mime_type': 'application/pdf', 'language': 'id', 'content': 'other', 'eprintid': 36110, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157041', 'rev_number': 4, 'main': 'Laporan peremajaan optimum-cover-pengesahan.pdf', 'docid': 157041, 'files': [{'objectid': 157041, 'uri': 'http://repository.lppm.unila.ac.id/id/file/418251', 'datasetid': 'document', 'filesize': 381663, 'mime_type': 'application/pdf', 'fileid': 418251, 'filename': 'Laporan peremajaan optimum-cover-pengesahan.pdf', 'hash': '6ccd8d4c57f0df6a32b9f7647503503a', 'hash_type': 'MD5', 'mtime': '2021-11-11 07:21:48'}]}]",Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/36110,728,2021-11-11 08:42:56,2021-11-11 08:42:56,"[{'id': 'fembriarti.erry@fp.unila.ac.id', 'name': {'given': 'Fembriarti Erry', 'lineage': None, 'family': 'Prasmatiwi', 'honourific': None}}, {'name': {'family': 'Ismono', 'honourific': None, 'lineage': None, 'given': 'R Hanung'}, 'id': 'hismono@fp.unila.ac.id'}, {'id': 'dyaharing@fp.unila.ac.id', 'name': {'given': 'Dyah Aring Hepiana', 'lineage': None, 'honourific': None, 'family': 'Lestari'}}, {'name': {'lineage': None, 'family': 'Sayekti', 'honourific': None, 'given': 'Wuryaningsih Dwi'}, 'id': 'sayekti_wur@yahoo.co.id'}]",disk0/00/03/61/10,2021-11-01 00:00:00.000000000,other,['FP1'],,LPPM Universitas Lampung,,,,,,,,,,,,,,,['Universitas Lampung'],,,,,,,,,,,
