,eprintid,eprint_status,status_changed,abstract,subjects,official_url,title,metadata_visibility,rev_number,volume,type,divisions,issn,creators,publication,date,dir,lastmod,userid,pagerange,datestamp,documents,publisher,number,ispublished,refereed,full_text_status,uri,succeeds,pages,editors,place_of_pub,copyright_holders,isbn,date_type,book_title,corp_creators,institution,contact_email,monograph_type,event_title,event_location,event_dates,event_type,pres_type,id_number,related_url,contributors,funders,referencetext,keywords,projects
151,27947,archive,2021-02-17 09:28:12,"Abstract

This research aims to find out: farmers' perception on Rainforest Alliance (RFA) coffee certification program, Factors related to the perception,income of farmers joining the program, andorrelation between the perception and coffee farming income. This research was conducted in TanjungRejo Village, PulauPanggung Subdistrict, Tanggamus District in August-September 2017. The selection of the location was determined purposively considering that the area has the highest number of farmers who join RFA certification. The respondents were 64 coffee farmers who have RFA Coffee certificate. The method used is a survey method. Data are analyzed descriptively and using rank Spearman correlation. Results indicated that: perception of coffee farmers on RFA certification program is included in the high classification. Factors significantly correlated to coffee farmers' perception on the RFA certification program are farmers’ knowledge and social interaction. Coffee farming income in 2017 was Rp19,908,000.00 per hectare per year, decreased from Rp21,092,375.00 per hectare per year in 2016. The decline is due to bad weather and pest/disease outbreak.
Key words: coffee farmers, farm income, perception, RFA",['S1'],,"PERSEPSI PETANI KOPI TERHADAP PROGRAM SERTIFIKASI RAINFOREST ALLIANCE COFFEE (RFA) DI KECAMATAN PULAU PANGGUNG KABUPATEN TANGGAMUS
Erviza Feby Triana, Tubagus Hasanuddin, Indah Nurmayasari",show,6,7.0,article,['FP1'],2337-7070,"[{'name': {'lineage': None, 'family': 'Triana', 'honourific': None, 'given': 'Erviza Feby'}, 'id': None}, {'name': {'family': 'Hasanuddin', 'honourific': None, 'lineage': None, 'given': 'Tubagus'}, 'id': 'tb_sijati@yahoo.com'}, {'name': {'lineage': None, 'family': 'Nurmayasari', 'honourific': None, 'given': 'Indah'}, 'id': None}]",Jurnal Ilmu-Ilmu Agribisnis (JIIA),2019-08-01 00:00:00.000000000,disk0/00/02/79/47,2021-02-17 09:28:12,930,397-404,2021-02-17 09:28:12,"[{'main': '(13) PERSEPSI PETANI KOPI TERHADAP PROGRAM SERTIFIKASI.pdf', 'docid': 41935, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/248946', 'objectid': 41935, 'filesize': 21036474, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-02-17 08:33:47', 'filename': '(13) PERSEPSI PETANI KOPI TERHADAP PROGRAM SERTIFIKASI.pdf', 'hash': 'e685dcc918fd7c400af02c4cd979ca3c', 'fileid': 248946, 'mime_type': 'application/pdf'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41935', 'eprintid': 27947, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]","Jurusan Agribisnis, Fakultas Pertanian, Universitas Lampung",3.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/27947,,,,,,,published,,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,,,,,,,,,,,,,,
152,48571,archive,2023-02-27 01:02:06,"This research aims to find out: farmers' perception on Rainforest Alliance (RFA) coffee certification
program, Factors related to the perception,income of farmers joining the program, andorrelation between
the perception and coffee farming income. This research was conducted in TanjungRejo Village,
PulauPanggung Subdistrict, Tanggamus District in August-September 2017. The selection of the location
was determined purposively considering that the area has the highest number of farmers who join RFA
certification. The respondents were 64 coffee farmers who have RFA Coffee certificate. The method used is
a survey method. Data are analyzed descriptively and using rank Spearman correlation. Results indicated
that: perception of coffee farmers on RFA certification program is included in the high classification.
Factors significantly correlated to coffee farmers' perception on the RFA certification program are farmers’
knowledge and social interaction. Coffee farming income in 2017 was Rp19,908,000.00 per hectare per
year, decreased from Rp21,092,375.00 per hectare per year in 2016. The decline is due to bad weather and
pest/disease outbreak.
Key words: coffee farmers, farm income, perception, RFA",['S1'],,PERSEPSI PETANI KOPI TERHADAP PROGRAM SERTIFIKASI RAINFOREST ALLIANCE COFFEE (RFA) DI KECAMATAN PULAU PANGGUNG KABUPATEN TANGGAMUS,show,6,7.0,article,['FP1'],2337-7070,"[{'name': {'honourific': None, 'family': 'Triana', 'lineage': None, 'given': 'Erviza Feby'}, 'id': None}, {'id': 'tb_sijati@yahoo.com', 'name': {'family': 'Hasanuddin', 'honourific': None, 'lineage': None, 'given': 'Tubagus'}}, {'name': {'given': 'Indah', 'honourific': None, 'family': 'Nurmayasari', 'lineage': None}, 'id': 'indah.nurmayasari.unila.ac.id'}]",JIIA (Jurnal Ilmu-Ilmu Agribisnis),2019-08-01 00:00:00.000000000,disk0_bak/00/04/85/71,2023-02-27 01:02:06,930,,2023-02-27 01:02:06,"[{'eprintid': 48571, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': 'PERSEPSI PETANI KOPI TERHADAP PROGRAM SERTIFIKASI RAINFOREST ALLIANCE COFFEE (RFA) DI KECAMATAN PULAU PANGGUNG KABUPATEN TANGGAMUS.pdf', 'docid': 187884, 'files': [{'filename': 'PERSEPSI PETANI KOPI TERHADAP PROGRAM SERTIFIKASI RAINFOREST ALLIANCE COFFEE (RFA) DI KECAMATAN PULAU PANGGUNG KABUPATEN TANGGAMUS.pdf', 'hash': 'd596a705a9c58160b2ae9431a2e7d6b9', 'mtime': '2023-02-25 08:34:47', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 529652, 'filesize': 706276, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/529652', 'objectid': 187884}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187884'}]",Universitas Lampung,3.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/48571,,,,,,,published,,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,,,,,,,,,,,,,,
153,21145,archive,2020-05-30 05:52:25,"ABSTRACT
This research aims to find out: farmers' perception on Rainforest Alliance (RFA) coffee certification
program, Factors related to the perception,income of farmers joining the program, andorrelation between
the perception and coffee farming income. This research was conducted in TanjungRejo Village,
PulauPanggung Subdistrict, Tanggamus District in August-September 2017. The selection of the location
was determined purposively considering that the area has the highest number of farmers who join RFA
certification. The respondents were 64 coffee farmers who have RFA Coffee certificate. The method used is
a survey method. Data are analyzed descriptively and using rank Spearman correlation. Results indicated
that: perception of coffee farmers on RFA certification program is included in the high classification.
Factors significantly correlated to coffee farmers' perception on the RFA certification program are farmers’
knowledge and social interaction. Coffee farming income in 2017 was Rp19,908,000.00 per hectare per
year, decreased from Rp21,092,375.00 per hectare per year in 2016. The decline is due to bad weather and
pest/disease outbreak.
Key words: coffee farmers, farm income, perception, RFA",['S1'],https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/3779/2780,PERSEPSI PETANI KOPI TERHADAP PROGRAM SERTIFIKASI RAINFOREST ALLIANCE COFFEE (RFA) DI KECAMATAN PULAU PANGGUNG KABUPATEN TANGGAMUS (Perception of Coffee Farmers Towards Rainforest Alliance Certification (RFA) Program in Tanggamus District),show,6,7.0,article,['FP1'],2337 7070,"[{'name': {'given': 'Erviza Feby', 'family': 'Triana', 'honourific': None, 'lineage': None}, 'id': None}, {'name': {'honourific': None, 'family': 'Hasanuddin', 'lineage': None, 'given': 'Tubagus'}, 'id': 'tb_sijati@yahoo.com'}, {'name': {'given': 'Indah', 'honourific': None, 'family': 'Nurmayasari', 'lineage': None}, 'id': 'indahnurma1@gmail.com'}]",Jurnal Ilmu-Ilmu Agribisnis,2019-08-01 00:00:00.000000000,disk0/00/02/11/45,2020-05-30 05:52:25,494,397-404,2020-05-30 05:52:25,"[{'docid': 34528, 'main': '3779-9494-1-SM.pdf', 'files': [{'datasetid': 'document', 'filesize': 706276, 'mime_type': 'application/pdf', 'fileid': 197038, 'hash': 'd596a705a9c58160b2ae9431a2e7d6b9', 'filename': '3779-9494-1-SM.pdf', 'mtime': '2020-05-30 04:56:19', 'hash_type': 'MD5', 'objectid': 34528, 'uri': 'http://repository.lppm.unila.ac.id/id/file/197038'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34528', 'eprintid': 21145, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,3.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/21145,,,,,,,published,,,,,,,,,,,,,,,,,
154,42667,archive,2022-06-21 01:19:59,"This study aims to analyze the performance of Indonesian exports to export destination countries in the international market. The subjects of this study are two Indonesian palm oil commodities: crude palm oil or CPO and processed palm oil or OPO (Other Palm Oil). There are four Indonesian palm oil markets in the international market, namely the Asian market, the European market, the African market, the American market, and the Australian market. The data used in this study is a time series from 1991 to 2016 and analyzed using the CMS (Constant Market Share) method. The CMS method explains the export growth performance in several components, which are the standard growth effect, the effect of product composition, the effect of market distribution, and the effect of competitiveness. The results showed that the performance of Indonesian CPO exports in the period 1991-2016 tended to decline compared to the growth of exports of all world products. Indonesian CPO is more competitive in the Asian market than the European market. The dynamics of Indonesian CPO exports in the African, American and Australian markets are quite good, but these three markets have not become the main destinations for Indonesian CPO exports. Indonesia's OPO export performance in the 1991-2016 period tended to increase compared to the growth in exports of all world products. Indonesian OPO in the Asian and African markets is more competitive than the European market. The dynamics of Indonesia's OPO exports on the American market and the Australian market are quite good, but these two markets have not become the main destinations for Indonesia's OPO market. Thus, Indonesia can maximize the performance of OPO exports when there is a rejection of Indonesian OPO in the international market.",['S1'],https://journal.ipb.ac.id/index.php/jmagr/article/view/26484/pdf,Hasil Peer Review-The Export Performance of Indonesia’s Palm Oil in International Market,show,7,,other,['FP1'],,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Ulfah', 'given': 'Maria'}, 'id': None}, {'name': {'honourific': None, 'family': 'Ismono', 'lineage': None, 'given': 'Raden Hanung'}, 'id': None}, {'id': 'ktut.murniati@fp.unila.ac.id', 'name': {'given': 'Ktut', 'family': 'Murniati', 'honourific': None, 'lineage': None}}]",,2019-07-02 00:00:00.000000000,disk0/00/04/26/67,2022-06-21 01:19:59,928,,2022-06-21 01:19:59,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164389', 'main': '11. JMA.pdf', 'docid': 164389, 'files': [{'filesize': 260454, 'datasetid': 'document', 'mtime': '2022-06-20 11:58:44', 'hash_type': 'MD5', 'hash': 'd1dee826f4be7aa6a133f9b6f9b0635c', 'filename': '11. JMA.pdf', 'fileid': 468098, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/468098', 'objectid': 164389}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 42667, 'security': 'public', 'placement': 1}]",School of Business: Bogor Agriculture University,,pub,,public,http://repository.lppm.unila.ac.id/id/eprint/42667,,,,Journal of Management and Agribusiness,,,published,,,,,,,,,,,,,,,,,
155,20630,archive,2020-05-27 02:58:55,"This study aims to analyze the basic cost production of processed coffee in Tirto Kencono Cooperative. The method used in this research was the case study. The respondent in this study was the chairman of the cooperative. This research was conducted at Tirto Kencono Cooperative located in Talang 20 Village, Air Naningan District, Tanggamus Regency. The collection data was conducted in March 2019 and analyzed in qualitative and quantitative descriptive. The result showed that the basic cost production used full-costing determination method by using assistance equipment and non-assistance equipment, the result was the cost production of four products using assistance equipment was lower than non-assistance equipment in order to gain higher profit than current selling price. Government assistance had different impacts in terms of the production cost structure particularly the depreciated cost of using assistance equipment which had a percentage of 0,80% and non-assistance equipment of 1,20%.
Keywords : cost of production (BPP), robusta coffee",['S1'],https://www.jurnal.polinela.ac.id/JFA,Analisis Penentuan Biaya Pokok Produksi Olahan Kopi Robusta Di Koperasi Tirto Kencono Kabupaten Tanggamus,show,9,3.0,article,['FP1'],26545853,"[{'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Utami', 'given': 'Aufa D'}}, {'name': {'honourific': None, 'family': 'Abidin', 'lineage': None, 'given': 'Zainal'}, 'id': 'zainal.abidin@fp.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Marlina', 'lineage': None, 'given': 'Lina'}, 'id': 'lina.marlina@fp.unila.ac.id'}]",Journal of Food System and Agribusiness,2019-10-01 00:00:00.000000000,disk0/00/02/06/30,2020-05-27 02:58:55,933,72-79,2020-05-27 02:58:55,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/33979', 'rev_number': 3, 'main': 1550, 'docid': 33979, 'files': [{'mime_type': 'application/xml', 'fileid': 193529, 'filename': 1550, 'hash': '51af91130c18de7e07a24dc6f5c5b670', 'hash_type': 'MD5', 'mtime': '2020-05-27 02:46:17', 'datasetid': 'document', 'filesize': 33880, 'objectid': 33979, 'uri': 'http://repository.lppm.unila.ac.id/id/file/193529'}], 'mime_type': 'application/xml', 'language': 'en', 'content': 'published', 'eprintid': 20630, 'placement': 1, 'security': 'public'}, {'files': [{'objectid': 33980, 'uri': 'http://repository.lppm.unila.ac.id/id/file/193539', 'datasetid': 'document', 'filesize': 465557, 'mime_type': 'application/pdf', 'fileid': 193539, 'hash': 'c2e8db9f16ba630079bdd863c3b3ab77', 'filename': 'analisis biaya pokok roduksi jurnal polinela oktober 2019.pdf', 'hash_type': 'MD5', 'mtime': '2020-05-27 02:48:11'}], 'main': 'analisis biaya pokok roduksi jurnal polinela oktober 2019.pdf', 'docid': 33980, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33980', 'format': 'text', 'pos': 2, 'security': 'public', 'placement': 2, 'eprintid': 20630, 'mime_type': 'application/pdf', 'language': 'en'}]","Departmen of Agribusiness, Lampung State of Polytechnic",2.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/20630,,,,,,,published,,,,,,,,,,,,[{'url': 'DOI: http://dx.doi.org/10.25181/jofsa.I17i3.1550'}],,,,,
156,27941,archive,2021-02-17 09:28:01,"Abstract

The purposes of this research are to analyze implementation of bioindustrial program, the level of farmer’s participation,and factors associated with participation.Research was conducted in August-September 2017.  All 44 farmer members of four farmer groups carying out the Bioindustry program are respondents. Data were analyzed descriptively using Rank Spearman correlation test. Results showed that the program is implemented well and structured.  The implementation phase consists of: village potential surveys, formation of farmer groups, and socialization and training activities. The four farmer groups conduct different activities, namely: makinh biogas by Tunas Harapan farmer group, making biourine by Harapan Jaya farmer group, and making compost by Mulia Jaya and Mekar Berseri farmer groups. The products of Bioindustry program are exhibited among farmer groups. The participation rate of farmers in the program is classified as high. Factors related to farmers' participation in the Bioindustry program are frequency on extension activities, land size, and the number of cattle owned.
Key words: bioindustry, implementation, participation",['S1'],,"PARTISIPASI PETANI DALAM PROGRAM BIOINDUSTRI BERBASIS INTEGRASI PADI DAN SAPI DI DESA PONCOKRESNO KECAMATAN NEGERI KATON KABUPATEN PESAWARAN
Yesi Lufi Utami, Tubagus Hasanuddin, Indah Nurmayasari",show,6,7.0,article,['FP1'],2337-7070,"[{'id': None, 'name': {'lineage': None, 'family': 'Utami', 'honourific': None, 'given': 'Yesi Lutfi'}}, {'name': {'honourific': None, 'family': 'Hasanuddin', 'lineage': None, 'given': 'Tubagus'}, 'id': 'tb_sijati@yahoo.com'}, {'name': {'given': 'Indah', 'lineage': None, 'honourific': None, 'family': 'Nurmayasari'}, 'id': None}]",Jurnal Ilmu-Ilmu Agribisnis,2019-02-01 00:00:00.000000000,disk0/00/02/79/41,2021-02-17 09:28:01,930,126-133,2021-02-17 09:28:01,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/41932', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'filesize': 22033653, 'datasetid': 'document', 'hash': '418d4ed1878abeba40fdabfc1a7abfa5', 'filename': '(10) PARTISIPASI PETANI DALAM PROGRAM BIOINDUSTRI.pdf', 'mtime': '2021-02-17 08:14:22', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 248925, 'uri': 'http://repository.lppm.unila.ac.id/id/file/248925', 'objectid': 41932}], 'docid': 41932, 'main': '(10) PARTISIPASI PETANI DALAM PROGRAM BIOINDUSTRI.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 27941}]","Jurusan Agribisnis, Fakultas Pertanian, Universitas Lampung",1.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/27941,,,,,,,published,,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,,,,,,,,,,,,,,
157,22464,archive,2020-06-15 06:58:19,Peer Review,['S1'],,FOOD COPING STRATEGY RUMAH TANGGA SASARAN PENERIMA MANFAAT BERAS SEJAHTERA DI KABUPATEN PRINGSEWU,show,7,,other,['FP1'],,"[{'name': {'given': 'WDS', 'honourific': None, 'family': 'Wuryaningsih Dwi Sayekti', 'lineage': None}}]",,1970-01-01 00:00:00.000002019,disk0/00/02/24/64,2020-06-15 06:58:19,7,,2020-06-15 06:58:19,"[{'security': 'public', 'placement': 1, 'eprintid': 22464, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'filesize': 173382, 'datasetid': 'document', 'mtime': '2020-06-15 06:36:22', 'hash_type': 'MD5', 'hash': '9240ec5db7601f2516c1102de9fa9ca9', 'filename': 'Peer Review 3.pdf', 'fileid': 205991, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/205991', 'objectid': 35868}], 'main': 'Peer Review 3.pdf', 'docid': 35868, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35868', 'format': 'text', 'pos': 1}]",Indonesian Journal of Socio Economics,,pub,,public,http://repository.lppm.unila.ac.id/id/eprint/22464,,,,,,,published,,,,,,,,,,,,,,,,,
158,22462,archive,2020-06-15 06:58:24,Peer Review,['S1'],,Faktor- Faktor yang mempengaruhi Turentnover Intetion Karyawan Bagian Pembenihan Pada PT Prima LarvaeKabupaten Taggamus,show,7,,other,['FP1'],,"[{'name': {'honourific': None, 'family': 'Wuryaningsih Dwi Sayekti', 'lineage': None, 'given': 'WDS'}}]",,1970-01-01 00:00:00.000002019,disk0/00/02/24/62,2020-06-15 06:58:24,7,,2020-06-15 06:58:24,"[{'placement': 1, 'security': 'public', 'eprintid': 22462, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'filesize': 172517, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-06-15 06:07:50', 'filename': 'Peer Review 2.pdf', 'hash': 'eced0c1d08720a47eb8d3010155bbe9b', 'fileid': 205976, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/205976', 'objectid': 35866}], 'main': 'Peer Review 2.pdf', 'docid': 35866, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35866', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",JIIA (Jurnal Ilmu-Ilmu Agribisnis),,pub,,public,http://repository.lppm.unila.ac.id/id/eprint/22462,,,,,,,published,,,,,,,,,,,,,,,,,
159,28070,archive,2021-03-04 01:45:05,"Abstract. Demand for animal food consumption, particularly fish, is quite high. This fact
shows that fish is still the main source of animal protein in Indonesian society. Fish is a source
of unsaturated fatty acids, taurine, and omega-3 fatty acids which are good for the human body,
thus many people increase the consumption of protein derived from fish compared to livestock 
source meat. Given the important role o
f fish for human resource quality, it is necessary to
have sufficient stock of fish to be consumed. Therefore, sustainable fishery business is needed
from its aspects of economic, social and environmental and the role of extension agents and
stakeholders in supporting sustainable fisheries. The aim of this study is how to support
extension institutions and stakeholders in supporting sustainable fisheries business in Lampung
Province.  The method used a qualitative research approach.  This research was carried out in
Lampung Province, particularly in Pringsewu District, East Lampung and Tanggamus in JulyAugust
2018.
The
number
of research
respondents
was
235
fish
processors.
The
type
of
data
collected
includes
primary
data
and secondary
data.
Data collected
through
in-depth
interviews

and
questionnaires
were
then
analyzed
using
a qualitative
descriptive
approach.
The
results
of

the study revealed that the role of extension i
nstitutions needs to be improved, through the
intensity of extension activities with an appropriate method, the extension media conducted by
extension agents visiting fish processing sites. Fisheries extension institutions can coordinate
with universities, the Directorate General of Marine and Fisheries Product Improvement
Competitiveness of Ministry of Marine Affairs and Fisheries, Ministry of Tourism, Ministry of
Industry, Ministry of Trade, and collaborate with hoteliers, culinary companies and retail gift 
companies in the regions for the development of sustainable fisherie
s",['S1'],,Linkages between Extension Institutions and Stakeholders in the Development of Sustainable Fisheries in Lampung Province,show,7,,conference_item,['FP1'],,"[{'id': 'helviyanfika@yahoo.co.id', 'name': {'given': 'Helvi', 'lineage': None, 'honourific': None, 'family': 'Yanfika'}}, {'id': 'indahlistiana@yahoo.com', 'name': {'given': 'Indah', 'lineage': None, 'honourific': None, 'family': 'Listiana'}}, {'id': None, 'name': {'lineage': None, 'family': 'Rahmat', 'honourific': None, 'given': 'Ali'}}]",,1970-01-01 00:00:00.000002019,disk0/00/02/80/70,2021-03-04 01:45:05,301,,2021-03-04 01:45:05,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42125', 'main': 'Yanfika_2019_J._Phys.__Conf._Ser._1155_012014.pdf', 'docid': 42125, 'files': [{'datasetid': 'document', 'filesize': 565044, 'mime_type': 'application/pdf', 'fileid': 249955, 'hash': '4547988c1de1ab5ec50f42f871590d6c', 'filename': 'Yanfika_2019_J._Phys.__Conf._Ser._1155_012014.pdf', 'hash_type': 'MD5', 'mtime': '2021-02-24 02:40:25', 'objectid': 42125, 'uri': 'http://repository.lppm.unila.ac.id/id/file/249955'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 28070, 'security': 'public', 'placement': 1}]",,,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/28070,,,,,,,published,,,,,,IOP Conf. Series: Journal of Physics,,,conference,paper,,,,,,,
160,16271,archive,2019-11-14 03:43:26,"ABSTRACT
This research aims to analyze the internal and external environment, arrange development strategies, and determine priority strategies of Microfinance Institutions Farmer Groups Sari Makmur Cooperative. This research isperforms a case study method. Respondents were 13 people consist of organizers and members of the cooperative, expert, and regulator. Data analysis method used in this research was qualitative analysis method. The results showed that the main internal strengths of the cooperative were its legal status and registered status at the financial services authority. The main weakness was the lack of awareness of members in the cooperative. Externally, cooperative faced major opportunity in the form of the need for easy and fast loan services and the main threat of increasing community living costs. The priority strategies that could be used in the development and sustainability of the cooperative microfinance were using accounting software for financial data processing to improve cooperative’s financial management, improving the quality of cooperative’s organizer and managers by providing internal training and engaging in external training conducted by the government or other institutions, and improving the excellent service to meet the needs of cooperative’s members.
Key words: cooperative, microfinance, strategies",['AC'],http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/3335,STRATEGI PENGEMBANGAN KOPERASI LEMBAGA KEUANGAN MIKRO AGRIBISNIS (LKM-A) GAPOKTAN SARI MAKMUR KECAMATAN METRO TIMUR KOTA METRO,show,7,7.0,article,['FP1'],2337 7070,"[{'id': None, 'name': {'given': 'Aurora Afifah', 'lineage': None, 'honourific': None, 'family': 'Yasmin'}}, {'id': 'dyaharing@fp.unila.ac.id', 'name': {'family': 'Lestari', 'honourific': None, 'lineage': None, 'given': 'Dyah Aring Hepiana'}}, {'id': 'irfan.affandi@fp.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Affandi', 'given': 'Muhammad Irfan'}}]",Jurnal Ilmu-Ilmu Agribisnis,2019-02-01 00:00:00.000000000,disk0/00/01/62/71,2019-11-14 03:43:26,908,83-90,2019-11-14 03:43:26,"[{'eprintid': 16271, 'security': 'public', 'placement': 1, 'language': 'id', 'mime_type': 'application/pdf', 'docid': 29378, 'main': 'Aurora 3335-8144-1-SM.pdf', 'files': [{'objectid': 29378, 'uri': 'http://repository.lppm.unila.ac.id/id/file/139079', 'datasetid': 'document', 'filesize': 407462, 'fileid': 139079, 'mime_type': 'application/pdf', 'mtime': '2019-11-13 07:24:29', 'hash_type': 'MD5', 'filename': 'Aurora 3335-8144-1-SM.pdf', 'hash': '78f45cb631e6d7184aae17672f3f3032'}], 'format': 'text', 'pos': 1, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29378'}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,1.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/16271,,,,,,,,,['Universitas Lampung'],,,,,,,,,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/3335,[{'url': 'http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/3335'}],,,,,
161,17050,archive,2019-11-19 05:16:07,"ABSTRACT 

This study aims to know the roles of Extension Workers and co-workers, and farmers’ participation in the
Upsus rice plant program in Gadingrejo, Pringsewu District. Data collection was conducted in August 2017
and involved 54 farmer respondents. The research method used is a survey method. The analytical method
used is qualitative descriptive analysis and uses Rank Spearman correlation. The results showed that the
average percentage of the role of Extension Workers is 74.14 percent, Babinsa is 71.98 percent, and
students/alumni is 72.28 percent. The average percentage of farmers’ participation in the program is 72.79
percent. The level of rice production and farmers’ income in the Upsus program averaged 4,727
kg/ha/season with an average income of Rp. 8,148,403.00 /ha/season. The roles of Extension Workers and
students/alumni in the Upsus program are significantly related to the participation of farmers, while the role
of Babinsa is not significantly related to the participation of farmers in the program. Farmers’ participation
in the Upsus program is significantly related to farm production.

Key words: farmers’ participation, the role, Upsus program",['H1'],http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/3385/2586,"PERANAN PENDAMPING DAN PARTISIPASI PETANI DALAM PROGRAM UPSUS TANAMAN
PADI SAWAH DI KECAMATAN GADINGREJO KABUPATEN PRINGSEWU",show,7,7.0,article,['FP1'],2337 7070,"[{'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Yoga Prasetya', 'given': 'Dhanar'}}, {'name': {'given': 'IRWAN', 'lineage': None, 'honourific': None, 'family': 'EFFENDI'}, 'id': None}, {'id': 'indah.nurmayasari.unila.ac.id', 'name': {'given': 'Indah', 'family': 'Nurmayasari', 'honourific': None, 'lineage': None}}]",Jurnal Ilmu-Ilmu Agribisnis,2019-05-01 00:00:00.000000000,disk0/00/01/70/50,2019-11-19 05:16:07,494,225-232,2019-11-19 05:16:07,"[{'placement': 1, 'security': 'public', 'eprintid': 17050, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/144753', 'objectid': 30144, 'filename': '3385-8247-1-SM danar.pdf', 'hash': 'aa237f548af17749f8c94846d93c8b09', 'hash_type': 'MD5', 'mtime': '2019-11-18 10:46:33', 'mime_type': 'application/pdf', 'fileid': 144753, 'filesize': 581469, 'datasetid': 'document'}], 'docid': 30144, 'main': '3385-8247-1-SM danar.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30144', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,2.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/17050,,,,,,,published,,,,,,,,,,,,,,,,,
