,creators,dir,date,type,divisions,publisher,documents,ispublished,full_text_status,uri,lastmod,userid,datestamp,eprintid,title,metadata_visibility,rev_number,succeeds,status_changed,eprint_status,abstract,subjects,event_type,official_url,event_dates,date_type,event_title,event_location,pagerange,refereed,pres_type,funders,volume,publication,issn,number,related_url,corp_creators,contact_email,contributors,place_of_pub,isbn,editors,book_title,keywords,id_number
20,"[{'name': {'honourific': None, 'family': 'Evizal', 'lineage': None, 'given': 'Rusdi'}, 'id': 'rusdi.evizal@fp.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Sumaryo', 'honourific': None, 'given': 'Sumaryo'}, 'id': 'sumaryo.1964@fp.unila.ac.id'}, {'name': {'family': 'NYIMAS', 'honourific': None, 'lineage': None, 'given': 'SA’DIYAH'}, 'id': None}, {'name': {'given': 'Joko', 'honourific': None, 'family': 'Prasetyo', 'lineage': None}, 'id': 'joko.prasetyo@fp.unila.ac.id'}, {'name': {'family': 'Prasmatiwi', 'honourific': None, 'lineage': None, 'given': 'Fembriarti Erry'}, 'id': 'feprasmatiwi@yahoo.com'}, {'name': {'family': 'Nurmayasari', 'honourific': None, 'lineage': None, 'given': 'Indah'}, 'id': 'indah.nurmayasari.unila.ac.id'}]",disk0/00/00/61/33,2016-08-23 00:00:00.000000000,conference_item,['FP1'],,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 6133, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19043', 'rev_number': 1, 'docid': 19043, 'main': 'conference proceedings - 2016.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/56411', 'objectid': 19043, 'filesize': 2574965, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2017-11-28 04:16:51', 'filename': 'conference proceedings - 2016.pdf', 'hash': 'dd87c6da4f3a3b1747f7d4d1ffdc5e0f', 'fileid': 56411, 'mime_type': 'application/pdf'}]}]",pub,public,http://repository.lppm.unila.ac.id/id/eprint/6133,2017-11-28 04:31:42,7,2017-11-28 04:31:42,6133,"Farm Peformance and Problem Area Of Cocoa Plantation In Lampung Province, Indonesia",show,8,,2017-11-28 04:31:42,archive,"in the last ten years, thetrend of cocoa field productivity in this province was decreasing. this study aimed to explore farm performance and problems of cocoa plantation in Lampung. two regencies representing low land and mountainous land of cocoa smallholder plantations were purposively chosen; in which 500 farmers were randomly drawn to be interviewed from two districts of every regency with large cocoa areas.",['S1'],conference,,23-24 agustus 2016,published,Conference Proceeding IISF The USR International Seminar on Food Security,Bandar Lampung,193-205,TRUE,paper,,,,,,,,,,,,,,,
21,"[{'name': {'given': 'Dwi', 'lineage': None, 'honourific': None, 'family': 'Haryono'}, 'id': 'dwih_unila@yahoo.com'}]",disk0/00/00/63/50,2016-03-01 00:00:00.000000000,conference_item,['FP1'],,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 6350, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19271', 'pos': 1, 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2018-01-15 05:06:09', 'filename': '8. Manfaat Ekonomi Pembangunan Reaktor Biogas.pdf', 'hash': 'f44b108177aa1b69a16df56459397221', 'fileid': 59039, 'mime_type': 'application/pdf', 'filesize': 8733171, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/59039', 'objectid': 19271}], 'docid': 19271, 'main': '8. Manfaat Ekonomi Pembangunan Reaktor Biogas.pdf'}]",pub,public,http://repository.lppm.unila.ac.id/id/eprint/6350,2018-01-15 05:10:38,972,2018-01-15 05:10:38,6350,"MANFAAT EKONOMI PEMBANGUNAN REAKTOR BIOGAS BAGI MASYARAKAT DESA
DI KABUPATEN PESAWARAN PROPINSI LAMPUNG",show,7,,2018-01-15 05:10:38,archive,"ABSTRACT

This study aims to assess the economic benefits of the biogas-reactor development for communities in Pesawaran Indah Padang Cermin Subdistrict of Pesawaran District Lampung Province. The study was conducted in September-October 2013. Respondents in this study were all cattle ranchers who transform cow feces into biogas. The respondents were 8 people of breeders. Data analysis was conducted qualitatively and quantitatively. The results showed that the construction of biogas reactor brings economic benefits to society by reducing household expenditure for purchasing LPG gas and wood for fuel averagely 1,260,000  rupiahs per year per household. Further economic benefits are in the form of organic fertilizers as a byproduct of biogas reactor as much as 840, 000 rupiahs per year per household.  The construction of biogas reactor is financially feasible to be implemented (shown by NPV = 9,114,465.40;  IRR = 18.70%’  Net B/C=  2.22 and  Payback period = 4.25 year).

Key words: economic benefits, biogas reactor, beef cattle, organic fertilizer",['S1'],conference,,8 Maret 2016,published,Seminar Nasional Pendidikan Vokasi Indonesia 2016,Universitas Halu Oleo,295-301,TRUE,paper,,,,,,,['Universitas Lampung'],,,,,,,,
22,"[{'name': {'given': 'Agus', 'family': 'Hudoyo', 'honourific': None, 'lineage': None}, 'id': None}, {'name': {'given': 'Dwi', 'honourific': None, 'family': 'Haryono', 'lineage': None}, 'id': 'dwih_unila@yahoo.com'}, {'name': {'family': 'Nurmayasari', 'honourific': None, 'lineage': None, 'given': 'Indah'}, 'id': 'indah.nurmayasari.unila.ac.id'}]",disk0/00/00/63/47,2016-08-23 00:00:00.000000000,conference_item,['FP1'],,"[{'placement': 1, 'security': 'public', 'eprintid': 6347, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'filesize': 595471, 'datasetid': 'document', 'hash': '3f68bcb241335ca90ba2accf859b7a05', 'filename': '5. Anaysis for Self Sufficiency.pdf', 'mtime': '2018-01-15 04:42:50', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 59014, 'uri': 'http://repository.lppm.unila.ac.id/id/file/59014', 'objectid': 19268}], 'main': '5. Anaysis for Self Sufficiency.pdf', 'docid': 19268, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19268', 'pos': 1, 'format': 'text'}]",pub,public,http://repository.lppm.unila.ac.id/id/eprint/6347,2018-01-15 05:10:16,972,2018-01-15 05:10:16,6347,ANALYSIS FOR SELF-SUFFICIENCY OF RICE IN INDONESIA: FORECAST OF ITS PRODUCTION AND CONSUMPTION,show,8,,2018-01-15 05:10:16,archive,"ABSTRACT

While there are different opinions whether or not Indonesia should be self-sufficient in rice, the data for analyzing its production and consumption are not reliable according to some experts. This paper, therefore, attempts to forecast the possibility of self-sufficiency in rice for Indonesia. The empirical models of the production and the consumption are econometric models. By using the FAO’s data in the period 1961-2014, the result revealed that Indonesia will be self-sufficient in 2028 and after.
Keywords: Rice, Production, Consumption, Self-sufficiency",['S1'],conference,,23 – 24 August 2016,published,USR INTERNATIONAL SEMINAR ON FOOD SECURITY,Bandar Lampung Indonesia,38-47,TRUE,paper,,,,,,,['Universitas Lampung'],,,,,,,,
23,"[{'id': 'ulizalika12@gmail.com', 'name': {'given': 'Tri Uli', 'lineage': None, 'honourific': None, 'family': 'Jalika'}}, {'id': 'dyaharing@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Lestari', 'lineage': None, 'given': 'Dyah Aring Hepiana'}}, {'id': None, 'name': {'given': 'Ani', 'honourific': None, 'family': 'Suryani', 'lineage': None}}]",disk0/00/02/33/44,2016-10-01 00:00:00.000000000,article,['FP1'],Universitas Lampung,"[{'placement': 1, 'security': 'public', 'eprintid': 23344, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'fileid': 213552, 'mime_type': 'application/pdf', 'mtime': '2020-07-23 08:27:40', 'hash_type': 'MD5', 'hash': 'ca500c476770d1d18541fb615c7d0c2a', 'filename': '1524-3953-1-SM.pdf', 'datasetid': 'document', 'filesize': 128418, 'objectid': 36938, 'uri': 'http://repository.lppm.unila.ac.id/id/file/213552'}], 'docid': 36938, 'main': '1524-3953-1-SM.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36938', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",pub,public,http://repository.lppm.unila.ac.id/id/eprint/23344,2020-07-24 00:55:21,908,2020-07-24 00:55:21,23344,"EVALUASI KEBERHASILAN KOPERASI SERBA USAHA PETERNAK MOTIVASI DO’A IKHTIAR TAWAKKAL (KSUP MDIT) KABUPATEN TANGGAMUS, LAMPUNG BERDASARKAN PENDEKATAN TRIPARTITE",show,8,,2020-07-24 00:55:21,archive,"This research aims to analyze:  cooperative’s performance as business entities,  cooperative’s contribution towards development, the economic advantage of cooperative for members, the non economic advantages (satisfaction) of cooperative members.  This research uses a case study method and the research location at “Serba Usaha Peternak Motivasi Do’a Ikhtiar Tawakkal” Cooperative (KSUP MDIT) in Tanggamus District, Lampung.  Total respondents were 55 members of the cooperative taken by using simple random sampling and consisted of members with the ownership of 0-5 goats, 6-10goats, and 11-15 goats.  Data were analyzed by using descriptive analysis and Importance Performance Analysis method.  The results showed that: business entities performance of KSUP MDIT included into quality category.  The KSUP MDIT hasn’t given maximal contribution towards the development. The more cattle that members of the cooperative have, the more the economic advantages they get. Non economic advantages (satisfactions) of members with service performance and fulfilment of member’s needs were in high category.

Key words: advantage, cooperative, goat’s cattle, satisfaction","['H1', 'HB', 'S1']",,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/1524,,published,,,414-422,TRUE,,,4.0,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,4.0,,,,,,,,,,
24,"[{'name': {'family': 'Kesuma', 'honourific': None, 'lineage': None, 'given': 'Reza'}}, {'name': {'given': 'Wan Abbas', 'family': 'Zakaria', 'honourific': None, 'lineage': None}}, {'name': {'family': 'Sitomorang', 'honourific': None, 'lineage': None, 'given': 'Suriaty'}}]",disk0/00/00/48/40,2016-01-01 00:00:00.000000000,article,['FP1'],Juruan Agribisnis Fakultas Pertanian Universitas Lampung,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 4840, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17761', 'format': 'text', 'pos': 1, 'files': [{'datasetid': 'document', 'filesize': 289122, 'mime_type': 'application/pdf', 'fileid': 47053, 'hash': 'd54f3c3ac4a0c6b5835c47fed945360e', 'filename': 'JIIAWAZ 3.pdf', 'mtime': '2017-11-08 02:08:30', 'hash_type': 'MD5', 'objectid': 17761, 'uri': 'http://repository.lppm.unila.ac.id/id/file/47053'}], 'docid': 17761, 'main': 'JIIAWAZ 3.pdf'}]",pub,public,http://repository.lppm.unila.ac.id/id/eprint/4840,2017-11-16 03:29:28,1083,2017-11-16 03:29:28,4840,ANALISIS USAHATANI DAN PEMASARAN BAWANG MERAH DI KABUPATEN TANGGAMUS,show,6,,2017-11-16 03:29:28,archive,"This study aims to analyze (1) onion farm income and (2) efficiency of onion marketing system.   Research was conducted in Tanggamus Regency which chosen purposely and total of samples was 35 farmers and 16 traders  in  marketing  system.    Sampling  methods  of  farmers  was  used  by  census  method,  whereas  the sampling  method  of marketing  system  was used by snowball  method.   Data collection  was conducted  in October 2014 until February 2015.  Analysis methods used in this research are the analysis of quantitative (statistical)  and qualitative  (descriptive).   The research result showed  that (1) onion farm in Tanggamus Regency economically advantageous, base on the value of total cost R/C ratio > 1, on the first crop season of
1,73. (2) The marketing system of the onion in Tanggamus was not efficient due to the margin profit ratio in each marketing organization  have not spread evenly, and the price difference (margin) in each marketing organization was too large, although the value of the producer share was quite large, with appromiximately
61,5%-76,9%.

Key words: income, marketing, onion farm",['S1'],,,,published,,,1-7,TRUE,,,4.0,Jurnal Ilmu-Ilmu Agribisnis,2337 7070,1.0,,,,,,,,,,
25,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Kodri', 'given': 'Kodri'}, 'id': '-'}, {'name': {'given': 'Rufaidah', 'lineage': None, 'family': 'Erlina', 'honourific': None}, 'id': 'erlinarufaidah1958@gmail.com'}, {'name': {'given': 'Purnomo', 'lineage': None, 'family': 'Edy', 'honourific': None}, 'id': 'edypurnomo@gmail.com'}]",disk0/00/04/35/69,1970-01-01 00:00:00.000002016,article,['FP1'],jurnal.fkip.unila.ac.id,"[{'security': 'public', 'placement': 1, 'eprintid': 43569, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'filesize': 211064, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-07-21 07:33:50', 'hash': '7e3b6da992bc61cd0fc5a40f2f2ec147', 'filename': '10794-22266-1-PB.pdf', 'fileid': 475377, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/475377', 'objectid': 165514}], 'docid': 165514, 'main': '10794-22266-1-PB.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165514', 'format': 'text', 'pos': 1}]",pub,public,http://repository.lppm.unila.ac.id/id/eprint/43569,2022-07-21 08:29:24,1000,2022-07-21 08:29:24,43569,"Pengembangan LKS Ekonomi Berbasis Pendekatan Konstektual Materi Permintaan, Penawaran dan Harga Keseimbangan",show,6,,2022-07-21 08:29:24,archive,"This study attempted to produce economic LKS based on contextual approach of
demand, offering, and balance price and to know the effectiveness of the study
results students who used the LKS developed. The research was using research
and development that used model of ADDIE was ( analysis, design, development,
implementation, and evaluation ) in coupled with a model Bogh and Gall.The
results showed that ( 1 ) this products has developed economic LKS contextual
approach of demand, offering, and balance price material, ( 2 ) LKS which was
developed is effective in improving learning outcomes of students it can be seen
from average value post-test at graders X2 ( class experiment ) which is larger
than X4 class ( control class ) 72,29 % > 66,04 % , and it is seen from the
percentage of minimum scoring creteria X2 ( class experiment ) which is larger
than X4 class ( class control ) the 75 % > 62,50 % .",['HB'],,http://jurnal.fkip.unila.ac.id/index.php/JEE/article/view/10794,,published,,,,TRUE,,,4.0,Ekonomi dan Bisnis,2302-1373,3.0,,"['Kodri', 'Erlina Rufaidah', 'Edy Purnomo']",,"[{'name': {'honourific': None, 'family': 'Kodri', 'lineage': None, 'given': 'Kodri'}, 'id': '-', 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'id': 'erlinarufaidah1958@gmail.com', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'Rufaidah', 'family': 'Erlina', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Purnomo', 'honourific': None, 'family': 'Edy', 'lineage': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'edypurnomo@gmail.com'}]",,,,,,
26,"[{'name': {'given': 'Kodri', 'lineage': None, 'family': 'Kodri Kodri', 'honourific': None}, 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Erlina Rufaidah', 'given': 'ER'}, 'id': 'erlinarufaidah1958@gmail.com'}, {'name': {'lineage': None, 'family': 'Edy Purnomo', 'honourific': None, 'given': 'Edi'}, 'id': None}]",disk0/00/04/41/19,1970-01-01 00:00:00.000002016,other,['FP1'],Jurnal Edukasi Ekobis,"[{'format': 'text', 'pos': 1, 'formatdesc': 'URL Jurnal', 'uri': 'http://repository.lppm.unila.ac.id/id/document/166148', 'rev_number': 3, 'main': 10794, 'docid': 166148, 'files': [{'objectid': 166148, 'uri': 'http://repository.lppm.unila.ac.id/id/file/479780', 'fileid': 479780, 'mime_type': 'application/xml', 'hash_type': 'MD5', 'mtime': '2022-08-16 10:10:26', 'hash': '2e2cbf67655597afe599d1ee7db15b7d', 'filename': 10794, 'datasetid': 'document', 'filesize': 18194}], 'mime_type': 'application/xml', 'language': 'id', 'content': 'other', 'eprintid': 44119, 'security': 'public', 'placement': 1}, {'eprintid': 44119, 'placement': 2, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 166149, 'main': 'Ekobis_Pengembangan LKS Ekonomi Berbasis Pendekatan Kontekstual Materi Permintaan, Penawaran Harga, dan Keseimbangan.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 479783, 'hash': '64eebc79792b286462832e7e7c6da880', 'filename': 'Ekobis_Pengembangan LKS Ekonomi Berbasis Pendekatan Kontekstual Materi Permintaan, Penawaran Harga, dan Keseimbangan.pdf', 'mtime': '2022-08-16 10:12:28', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 1363627, 'objectid': 166149, 'uri': 'http://repository.lppm.unila.ac.id/id/file/479783'}], 'pos': 2, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166149'}]",pub,public,http://repository.lppm.unila.ac.id/id/eprint/44119,2022-08-18 00:50:32,1000,2022-08-18 00:50:32,44119,"Pengembangan LKS Ekonomi Berbasis Pendekatan Konstektual Materi Permintaan, Penawaran dan Harga Keseimbangan",show,10,,2022-08-18 00:50:32,archive,"Penelitian ini bertujuan untuk menghasilkan LKS ekonomi berbasis pendekatan kontekstual materi permintaan, penawaran, dan harga keseimbangan dan untuk mengetahui efektifitas peningkatan hasil belajar siswa menggunakan LKS yang dikembangkan. Penelitian ini merupakan penelitian Reasearch and Development yang menggunakan model pengembangan ADDIE (Analysis, Design, Development, Implementation, dan Evaluation) yang dipadukan dengan model Bogh and Gall. Hasil penelitian menunjukan bahwa (1) Produk LKS ekonomi berbasis pendekatan kontekstual materi permintaan, penawaran, dan harga keseimbangan telah layak digunakan, (2) LKS yang dikembangkan efektif dalam meningkatkan hasil belajar siswa, hal ini ditunjukan dengan rata-rata nilai post-test siswa kelas X2 (kelas eksperimen) lebih besar dibandingkan dengan kelas X4 (kelas kontrol) yaitu 72,29 % > 66,04%, sealin itu dilihat dari persentase ketuntasan siswa kelas X2 (kelas eksperimen) lebih besar dibandingkan dengan kelas X4 (kelas kontrol) yaitu 75% > 62,50%.",['H1'],,http://jurnal.fkip.unila.ac.id/index.php/JEE/article/view/10794,,published,,,,,,,,,,,,,,,,,,,,
27,"[{'name': {'family': 'Martiani', 'honourific': None, 'lineage': None, 'given': 'Dian'}, 'id': 'dianmartiani@gmail.com'}, {'name': {'given': 'Dyah Aring Hepiana', 'family': 'Lestari', 'honourific': None, 'lineage': None}, 'id': 'dyaharing@fp.unila.ac.id'}, {'name': {'given': 'Ktut', 'lineage': None, 'family': 'Murniati', 'honourific': None}, 'id': 'ktut.murniati@fp.unila.ac.id'}]",disk0/00/02/33/26,2016-05-01 00:00:00.000000000,article,['FP1'],Universitas Lampung,"[{'files': [{'objectid': 36920, 'uri': 'http://repository.lppm.unila.ac.id/id/file/213417', 'mime_type': 'application/pdf', 'fileid': 213417, 'hash': '30dd3e48936fdeaea415cf2bbe8fe523', 'filename': '1236-3241-1-SM.pdf', 'hash_type': 'MD5', 'mtime': '2020-07-23 05:35:08', 'datasetid': 'document', 'filesize': 105368}], 'main': '1236-3241-1-SM.pdf', 'docid': 36920, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36920', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 23326, 'language': 'en', 'mime_type': 'application/pdf'}]",pub,public,http://repository.lppm.unila.ac.id/id/eprint/23326,2020-07-24 00:54:19,908,2020-07-24 00:54:19,23326,"TINGKAT PARTISIPASI, STRUKTUR PENDAPATAN, DAN KESEJAHTERAAN ANGGOTA KOPERASI TANI SURYA SEKAWAN DI DESA BANYUWANGI KECAMATAN BANYUMAS KABUPATEN PRINGSEWU",show,8,,2020-07-24 00:54:19,archive,"This study aimed to determine: the participation level of the cooperative members, the effect of the participation toward the economic advantage that was received by the cooperative members, the household income structure of the cooperative members, and the prosperity level of the cooperative member.  This study was conducted in Koperasi Tani Surya Sekawan Banyuwangi Village, Banyumas Subdistrict, Pringsewu Regency. The respondents were 82 farmers which were consisted of 46 rice farmers, 33 cocoa farmers, and 3 coffee farmers. The data was analyzed by descriptive analysis, linear regression analysis, and income analysis.  The results showed that the participation level of members belonged to high category based on three aspects, the participation of the members in attending RAT, the participation of the members on paying off the obligation savings, and participation of the members in utilizing the service.  The economic advantage which derived by the high participation members was significantly different from the low and the medium participation members. The structure of household income received by the cooperative members came from: farming income by 73.70%, the outside of farming income by 25.93%, and the economic benefits by 0.37%. The prosperity of the members based on the criteria of BPS in 2007 was belonged to the prosperous category.

Key words: income, level of participation, prosperity of members","['H1', 'HB', 'S1']",,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/1236,,published,,,186-191,TRUE,,,4.0,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,2.0,,,,,,,,,,
28,"[{'name': {'lineage': None, 'family': 'Meriza', 'honourific': None, 'given': 'Fitria'}, 'id': 'fmeriza@gmail.com'}, {'name': {'given': 'Dyah Aring Hepiana', 'lineage': None, 'family': 'Lestari', 'honourific': None}, 'id': 'dyaharing@fp.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Soelaiman', 'lineage': None, 'given': 'Achdiansyah'}, 'id': None}]",disk0/00/02/33/21,2016-01-01 00:00:00.000000000,article,['FP1'],Universitas Lampung,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 23321, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36915', 'rev_number': 1, 'main': '1216-3195-1-SM.pdf', 'docid': 36915, 'files': [{'datasetid': 'document', 'filesize': 121829, 'fileid': 213378, 'mime_type': 'application/pdf', 'mtime': '2020-07-23 03:30:02', 'hash_type': 'MD5', 'hash': 'c0e931db36925cf11f3b217684d0612c', 'filename': '1216-3195-1-SM.pdf', 'objectid': 36915, 'uri': 'http://repository.lppm.unila.ac.id/id/file/213378'}]}]",pub,public,http://repository.lppm.unila.ac.id/id/eprint/23321,2020-07-24 00:54:06,908,2020-07-24 00:54:06,23321,SIKAP DAN KEPUASAN RUMAH TANGGA KONSUMEN TEH CELUP SARIWANGI DAN SOSRO DI BANDAR LAMPUNG,show,7,,2020-07-24 00:54:06,archive,"This study purposed to analyze the comparison consumer’s attitudes of Sariwangi and Sosro teabag to upper and lower middle class households, and the relationship between consumer’s attitudes and satisfaction of Sariwangi and Sosro teabag to households income. This study was conducted in RT 12 Sukarame Baru Village of Sukarame District and RT 07 Beringin Raya Village of Kemiling District, Bandar Lampung City. Total respondents are 60 households that consist of 30 respondents of consumers Sariwangi teabag and 30 consumers Sosro teabag. Sampling technique were using a simple cluster sampling and quota sampling. Data was taken on September until November 2014. Data was using qualitative and quantitative analysis. The results showed that the consumer’s attitudes of Sariwangi teabag are better than Sosro teabag, the consumer’s satisfaction of Sariwangi teabag are higher than Sosro teabag, and there is relationship between consumer’s attitudes and satisfaction of Sariwangi and Sosro teabag to households income.


Key words : Sariwangi teabag, Sosro teabag, attitudes, satisfaction","['H1', 'S1']",,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/1216,,published,,,67-75,TRUE,,,4.0,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,1.0,,,,,,,,,,
29,"[{'id': 'ibnulpg@yahoo.com', 'name': {'given': 'Ibnu', 'lineage': None, 'family': 'Muhammad', 'honourific': None}}]",disk0/00/00/86/30,1970-01-01 00:00:00.000002016,book,['FP1'],22nd International Sustainable Development Research Society Conference (ISDRS 2016),"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 8630, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21693', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/84346', 'objectid': 21693, 'filename': 'Proceedings_ISDRS2016_vo3_tr6-7_final.pdf', 'hash': '4b671ce6cb879442eeb0d2a46f1496b0', 'hash_type': 'MD5', 'mtime': '2018-07-16 09:48:11', 'mime_type': 'application/pdf', 'fileid': 84346, 'filesize': 619144, 'datasetid': 'document'}], 'main': 'Proceedings_ISDRS2016_vo3_tr6-7_final.pdf', 'docid': 21693}]",pub,public,http://repository.lppm.unila.ac.id/id/eprint/8630,2018-08-03 07:48:40,179,2018-08-03 07:48:40,8630,"Certification and farmer organization in the Indonesian coffee sector:
benefits from a smallholder point-of-view",show,8,,2018-08-03 07:48:40,archive,"In this paper we distinguish three types of farmer organizations in the Indonesian coffee sector;
farmer groups, cooperatives and KUBEs. These organizations differ in their organizational
structure, have been initiated and managed by different ministries and adopt different sets of rules.
We are interested in the way in which different organizational structures affect Indonesian coffee
smallholders and whether certified group members perceive more or different benefits than their
uncertified counterparts. The paper addresses three questions: (1) 1. How do different forms of
farmer organizations differ in their organizational structure, and what is the role of certification? (2)
How and to what extent can the differences in perceived benefits be related to differences in
organizational structure? (3) What is the relative importance of certification -compared to
organization- in explaining differences in perceived benefits? To answer these questions, we
include certified and uncertified smallholders in our research. The certified smallholders are part of
different schemes: Fairtrade, Utz certified, Rainforest Alliance, and 4C. Both for the certified and
uncertified farmers, we include farmers who are member of farmer groups, cooperatives or KUBEs
(or a combination), and farmers who are not part of any formal form of organization. We found that
the differences of organizational structure and certification schemes have little effects on the
differences of farmers’ perceive benefits, the organizational structures the certified farmers are part
of do not necessarily create more benefits than the organizational structure of uncertified farmers,
organizational structures in different certification schemes do not differently benefit farmers, and
organization is relatively more important than certification in explaining the differences of perceived
benefits.","['H1', 'S1']",,,,published,,,,TRUE,,,,,,,,,,"[{'name': {'given': 'Ibnu', 'lineage': None, 'honourific': None, 'family': 'Muhammad'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'ibnulpg@yahoo.com'}, {'name': {'honourific': None, 'family': 'Pieter', 'lineage': None, 'given': 'Glasbergen'}, 'id': None, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'name': {'given': 'Offermans', 'honourific': None, 'family': 'Astrid', 'lineage': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': None}]","Lisbon, Portugal",78-972-674-791-8,,,,
