,eprintid,status_changed,eprint_status,subjects,abstract,title,rev_number,metadata_visibility,type,divisions,creators,dir,lastmod,userid,datestamp,ispublished,documents,publisher,full_text_status,uri,date_type,refereed,publication,issn,pres_type,event_location,event_title,event_type,event_dates,official_url,corp_creators,pagerange,number,volume,referencetext,contributors,related_url,id_number,keywords,contact_email,funders,place_of_pub
147,43580,2022-07-22 01:05:03,archive,['L1'],"Tujuan penelitian ini adalah untuk mengetahui perbedaan hasil belajar siswa, rata-rata hasil belajar pada siswa yang memiliki kemampuan berfikir kritis tinggi,rata-rata hasil belajar pada siswa yang memiliki kemampuan berfikir kritis rendah dan interaksi antara model pembelajaran kooperatif dengan kemampuan berfikir kritis siswa terhadap hasil belajar. Metode yang digunakan adalah komparatif dengan pendekatan eksperimen (quasi eksperimental design). Populasi penelitian sebanyak 124 siswa dengan jumlah sampel 63 siswa yang ditentukan dengan simplerandom sampling. Pengumpulan data melalui tes. Pengujian hipotesis menggunakan rumus analisis varian dua jalan dan t-test dua sampel independen.
Hasil analisis data menunjukkan 1) ada perbedaan kemampuan hasil belajar antara siswa yang pembelajarannya menggunakan model pembelajaran gabungan Problem Based Learning dan Mind Mapping, Problem Based Learning dan Think Pair Share, 2) rata-rata hasil belajar pada siswa yang memiliki kemampuan berpikir kritis tinggi yang pembelajarannya menggunakan model pembelajaran gabungan Problem Based Learning dan Mind Mapping lebih tinggi dibandingkan yang pembelajarannya menggunakan model pembelajaran gabungan Problem Based Learning dan Think Pair Share, 3) rata-rata hasil belajar pada siswa yang memiliki kemampuan berpikir kritis rendah yang pembelajarannya menggunakan model pembelajaran gabungan Problem Based Learning dan Think Pair Share lebih tinggi dibandingkan yang pembelajarannya menggunakan model pembelajaran gabungan Problem Based Learning dan Mind Mapping, 4) ada interaksi antara model pembelajaran dengan kemampuan berpikir kritis terhadap hasil belajar siswa.",PERBANDINGAN HASIL BELAJAR EKONOMI MENGGUNAKAN MODEL GABUNGAN DENGAN MEMPERHATIKAN KEMAMPUAN BERPIKIR KRITIS,6,show,article,['FP1'],"[{'name': {'given': 'Susanti', 'lineage': None, 'honourific': None, 'family': 'Maya'}, 'id': None}, {'name': {'lineage': None, 'family': 'Sudjarwo', 'honourific': None, 'given': '-'}, 'id': '-'}, {'name': {'honourific': None, 'family': 'Erlina Rufaidah', 'lineage': None, 'given': 'ER'}, 'id': 'erlinarufaidah1958@gmail.com'}]",disk0/00/04/35/80,2022-07-22 01:05:03,1000,2022-07-22 01:05:03,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 43580, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/475478', 'objectid': 165526, 'filesize': 205595, 'datasetid': 'document', 'mtime': '2022-07-21 14:13:28', 'hash_type': 'MD5', 'filename': '12037-25457-1-PB.pdf', 'hash': '028fb2041563b223d8184a7baa09f855', 'fileid': 475478, 'mime_type': 'application/pdf'}], 'main': '12037-25457-1-PB.pdf', 'docid': 165526, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165526', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/43580,,TRUE,Jurnal Studi Sosial,2798-0480,,,,,,,,,1.0,5.0,,,,,,,,
148,42651,2022-06-20 08:00:00,archive,['S1'],"The study aimed to calculate the livelihood vulnerability of organic and non-organic rice farmers' households to climate change. The sample was determined by a census comprising 60 organic and 80 non-organic rice farmers who lived in Pematang Sawa Sub-district, Tanggamus Region, Lampung Province, Indonesia. The livelihood vulnerability index (LVI) was measured based on seven main indicators: natural disaster and climate variability, agriculture profile, food security, water security, food/rice consumption, educational attainment, and income. The results showed that organic rice farmers' households were more vulnerable in terms of natural disaster and climate variability, water security, food consumption, education, and income, while non-organic rice farmers' households were more vulnerable in terms of agriculture profile and food security. Using the LVI framework approach of the Intergovernmental Panel on Climate Change (LVI-IPCC), non-organic rice farmers’ households were found to be more vulnerable to climate change than organic rice farmers' households. To better observe the vulnerability of organic and non-organic rice farmers' households to climate change, future studies should be conducted in two distant locations (e.g., different regions or provinces) because different climate components could significantly influence the findings. Rice farmers' households could become less vulnerable by providing them with objective climate information that will encourage them to adopt the necessary climate change adaptation and mitigation strategies. Further support is needed in the form of resources aid programs, such as the provision of irrigation systems or pumping wells, as well as livestock aid to increase the farmers’ income","Hasil Peer Review-The Livelihood Vulnerability to Climate Change of Two Different Farmer Communities in Tanggamus Region, Lampung Province, Indonesia",7,show,other,['FP1'],"[{'name': {'family': 'Murniati', 'honourific': None, 'lineage': None, 'given': 'Ktut'}}, {'name': {'family': 'Irham', 'honourific': None, 'lineage': None, 'given': 'Irham'}}, {'name': {'family': 'Mulyo', 'honourific': None, 'lineage': None, 'given': 'Jangkung Handoyo'}}, {'name': {'family': 'Hartono', 'honourific': None, 'lineage': None, 'given': 'Slamet'}}]",disk0/00/04/26/51,2022-06-20 08:00:00,928,2022-06-20 08:00:00,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 42651, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164363', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'filename': '1. AJAD.pdf', 'hash': 'd895184643cf916c199976e405c00156', 'hash_type': 'MD5', 'mtime': '2022-06-20 06:49:35', 'mime_type': 'application/pdf', 'fileid': 467967, 'filesize': 256395, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/467967', 'objectid': 164363}], 'docid': 164363, 'main': '1. AJAD.pdf'}]",Asian Journal of Agriculture and Development,public,http://repository.lppm.unila.ac.id/id/eprint/42651,published,,,,,,,,,https://ajad.searca.org/article?p=516,,,,,,,,,,,,Asian Journal of Agriculture and Development
149,9521,2018-11-06 03:07:12,archive,['S1'],"The study aimed to calculate the livelihood vulnerability of organic and non-organic rice farmers' households to climate change. The sample was determined by a census comprising 60 organic and 80 non-organic rice farmers who lived in Pematang Sawa Sub-district, Tanggamus Region, Lampung Province, Indonesia. The livelihood vulnerability index (LVI) was measured based on seven main indicators: natural disaster and climate variability, agriculture profile, food security, water security, food/rice consumption, educational attainment, and income. The results showed that organic rice farmers' households were more vulnerable in terms of natural disaster and climate variability, water security, food consumption, education, and income, while non-organic rice farmers' households were more vulnerable in terms of agriculture profile and food security. Using the LVI framework approach of the Intergovernmental Panel on Climate Change (LVI-IPCC), non-organic rice farmers’ households were found to be more vulnerable to climate change than organic rice farmers' households. To better observe the vulnerability of organic and non-organic rice farmers' households to climate change, future studies should be conducted in two distant locations (e.g., different regions or provinces) because different climate components could significantly influence the findings. Rice farmers' households could become less vulnerable by providing them with objective climate information that will encourage them to adopt the necessary climate change adaptation and mitigation strategies. Further support is needed in the form of resources aid programs, such as the provision of irrigation systems or pumping wells, as well as livestock aid to increase the farmers’ income.","The Livelihood Vulnerability to Climate Change of Two Different Farmer Communities in Tanggamus Region, Lampung Province, Indonesia",9,show,article,['FP1'],"[{'name': {'family': 'Murniati', 'honourific': None, 'lineage': None, 'given': 'Ktut'}, 'id': 'ktut.murniati@fp.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Mulyo', 'given': 'Jangkung Handoyo'}, 'id': None}, {'name': {'family': 'Irham', 'honourific': None, 'lineage': None, 'given': 'Irham'}, 'id': None}, {'name': {'honourific': None, 'family': 'Hartono', 'lineage': None, 'given': 'Slamet'}, 'id': None}]",disk0/00/00/95/21,2018-11-06 03:07:12,928,2018-11-06 03:07:12,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 9521, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22562', 'docid': 22562, 'main': 'SEARCA_The_Livelihood_Vulnerability_to_Climate_Change_of_Two_Different_Farmer_Communities_in_Tanggamus_Region_Lampung_Province_Indonesia.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/90687', 'objectid': 22562, 'filename': 'SEARCA_The_Livelihood_Vulnerability_to_Climate_Change_of_Two_Different_Farmer_Communities_in_Tanggamus_Region_Lampung_Province_Indonesia.pdf', 'hash': '19b829185e44746135ca0da25f6f2f58', 'mtime': '2018-11-05 04:29:16', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 90687, 'filesize': 937368, 'datasetid': 'document'}]}]",SEAMEO SEARCA,public,http://repository.lppm.unila.ac.id/id/eprint/9521,published,TRUE,Asian Journal of Agriculture and Development (AJAD),1656-4383,,,,,,http://ajad.searca.org/read-articles/13-view-article?aid=516,,1-16,2.0,14.0,,,,,,,,
150,9522,2018-11-06 03:08:05,archive,['S1'],"These research aims were to analyze: (1) the farmers‘ adaptation strategies to climate change in farming and in maintaining food security, (2) the degree of food security of farmers’ households in both rainy and dry season, and (3) factors affecting the food security of farmers’ households. This research was carried out in Pekon Tampang Tua, Pematang Sawa Sub-district, Tanggamus Regency. The sample was taken in the census from 60 farmers who were certified to plant organic rice. Data was taken directly by interview survey on each farmer. Food security was measured by its definition according to FAO (1996) and Law of Indonesia. No.7 Year 1996. Factors affecting the food security of households were analyzed by using ordinal logit regression approach. The results showed that only 10 adaptation and anticipation on climate change strategies which has been applied by farmers Meanwhile, only 5 out of 7 strategies were applied by farmers to maintain the food security during climate change.  The food security level of organic rice farmer’s households was higher in the rainy season compared to the dry season The analysis result showed that the farmers ‘adaptation strategies to climate change, education level of the patriarch, the price of rice, land area, and seasonal dummy variable in rice plantation affect positively on food security. Whilst, the number of family member, the price solid and liquid organic fertilizer negatively affect the food security level of organic rice farmer’s households.

Keywords

Adaptation strategies; food security; organic rice; rain-fed rice field",FARMERS’ ADAPTATION STRATEGIES TO CLIMATE CHANGE AND FOOD SECURITY OF HOUSEHOLDS OF ORGANIC RICE FARMERS IN TANGGAMUS REGENCY (ORDINAL LOGIT MODEL APPROACH),7,show,conference_item,['FP1'],"[{'id': 'ktut.murniati@fp.unila.ac.id', 'name': {'family': 'Murniati', 'honourific': None, 'lineage': None, 'given': 'Ktut'}}, {'id': None, 'name': {'honourific': None, 'family': 'Mulyo', 'lineage': None, 'given': 'Jangkung Handoyo'}}, {'id': None, 'name': {'given': 'Irham', 'lineage': None, 'honourific': None, 'family': 'Irham'}}, {'name': {'given': 'Slamet', 'lineage': None, 'honourific': None, 'family': 'hartono'}, 'id': None}]",disk0/00/00/95/22,2018-11-06 03:08:05,928,2018-11-06 03:08:05,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/22563', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'filesize': 1685196, 'datasetid': 'document', 'hash': 'f5c4bf664cb8150b3879e69c0569b329', 'filename': '546-1236-3-PB.pdf', 'hash_type': 'MD5', 'mtime': '2018-11-05 04:38:11', 'mime_type': 'application/pdf', 'fileid': 90695, 'uri': 'http://repository.lppm.unila.ac.id/id/file/90695', 'objectid': 22563}], 'docid': 22563, 'main': '546-1236-3-PB.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 9522}]",,public,http://repository.lppm.unila.ac.id/id/eprint/9522,published,TRUE,,,paper,Surabaya,International Conference on Climate Change,conference,24-26 Oktober 2016,http://jurnal.fp.uns.ac.id/index.php/iccc/article/view/546,,15-26,,,,,,,,,,
151,43649,2022-07-27 06:51:43,archive,['S1'],"(hasil korespondensi) 
This study aims to analyze the efficiency of production, income, and sustainability of cassava farmers revenue in Lampung Tengah Regency, Lampung Province. Lampung Tengah Regency was chosen as the research location with the consideration that the district is a center for cassava production in Lampung Province. The number of respondents was 60 respondents who were taken using simple random sampling. Data collection was carried out in July 2020. The data used in this study are primary and secondary data. Data analysis used the production function stochastic frontier with the Frontier 4.1 program, income analysis, and R/C ratio to know sustainability of cassava farming. The result showed that cassava farming in Lampung Tengah Regency on average, is not efficient both technically and economically but was profitable with R/C > 1 it means the cassava farming in Lampung Tengah district still sustain to cultivate.","(hasil korespondensi) Analysis of production efficiency and income to support sustainability ofcassava farming in Lampung Tengah District, Lampung Province",7,show,other,['FP1'],"[{'id': 'ktutmurniati@gmail.com', 'name': {'given': 'Ktut', 'lineage': None, 'honourific': None, 'family': 'Murniati'}}, {'name': {'family': 'Zakaria', 'honourific': None, 'lineage': None, 'given': 'Wan Abbas'}, 'id': 'Wan_abbas@yahoo.com'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Endaryanto', 'given': 'Teguh'}, 'id': 'teguh.endaryanto@fp.unila.ac.id'}, {'id': None, 'name': {'given': 'LSM', 'family': 'Indah', 'honourific': None, 'lineage': None}}]",disk0/00/04/36/49,2022-07-27 06:51:43,928,2022-07-27 06:51:43,pub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165587', 'pos': 1, 'format': 'text', 'files': [{'objectid': 165587, 'uri': 'http://repository.lppm.unila.ac.id/id/file/476059', 'mime_type': 'application/pdf', 'fileid': 476059, 'filename': 'Korespondensi IOP.pdf', 'hash': '622bfeb7840bce0424ba8721bb8aead0', 'hash_type': 'MD5', 'mtime': '2022-07-27 03:47:01', 'datasetid': 'document', 'filesize': 6631934}], 'main': 'Korespondensi IOP.pdf', 'docid': 165587, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 43649}]",IOP Publishing,public,http://repository.lppm.unila.ac.id/id/eprint/43649,published,,,,,,,,,http://repository.lppm.unila.ac.id/30584/1/Murniati_2021_IOP_Conf._Ser.%20_Earth_Environ._Sci._739_012048.pdf,,,,,,,,,,,,
152,28094,2021-03-01 04:53:19,archive,['S1'],"Abstract

This research was aimed to analyze PKBL of PTPN VII Rejosari’s Business Unit, community’s and company’s management perception to PKBL, and the factors that influence the community’s perception to PKBL. This research was conducted at Rejosari Village, Natar Subdistrict, South Lampung Regency. This research used survey method and the data was collected from April to May 2014.  The research respondents were 84 households that were chosen randomly. The data was analyzed by descriptive and path analysis. The result showed that PKBL by PTPN VII Rejosari’s Business Unit applied to two sectors: economic and environmental. PKBL granted directly to the recipient and the dissemination of information through the village officials and employees. The ccommunity’s perception of PKBL by PTPN VII Rejosari’s Business Unit was good enough because the program was given in various forms of assistances that was useful to community and the environment. Perception of the company's management on PKBL was also good for helping and providing great benefits to community and the environment. The factors that influenced to the community’s perception on PKBL by PTPN VII Rejosari’s Business Unit were personal age, personal educational level, and personal knowledge level. The most influencing factor of community’s perception on PKBL was personal age.
Key words: community, development, partnership, perception, PKBL","PERSEPSI MASYARAKAT TERHADAP PROGRAM KEMITRAAN DAN BINA LINGKUNGAN (PKBL) PTPN VII UNIT USAHA REJOSARI KECAMATAN NATAR KABUPATEN LAMPUNG SELATAN
Tati Musoleha, Tubagus Hasanuddin, Indah Listiana",6,show,article,['FP1'],"[{'id': None, 'name': {'lineage': None, 'family': 'Musleha', 'honourific': None, 'given': 'Tati'}}, {'id': 'tb_sijati@yahoo.com', 'name': {'given': 'Tubagus', 'lineage': None, 'honourific': None, 'family': 'Hasanuddin'}}, {'id': 'indahlistiana@yahoo.com', 'name': {'given': 'Indah', 'family': 'Listiana', 'honourific': None, 'lineage': None}}]",disk0/00/02/80/94,2021-03-01 04:53:19,930,2021-03-01 04:53:19,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 28094, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42148', 'docid': 42148, 'main': '(3) HASIL PENILAIAN KARYA ILMIAH PERSEPSI MASY TERHADAP PROGRAM PKBL.pdf', 'files': [{'datasetid': 'document', 'filesize': 2081971, 'mime_type': 'application/pdf', 'fileid': 250121, 'filename': '(3) HASIL PENILAIAN KARYA ILMIAH PERSEPSI MASY TERHADAP PROGRAM PKBL.pdf', 'hash': 'c92e666f95f71dd0594cf0d363165a55', 'hash_type': 'MD5', 'mtime': '2021-02-26 04:44:14', 'objectid': 42148, 'uri': 'http://repository.lppm.unila.ac.id/id/file/250121'}]}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/28094,published,TRUE,Jurnal Ilmu-Ilmu Agribisnis,2337 7070,,,,,,,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",390-398,3.0,2.0,,,,,,,,
153,6110,2018-04-26 02:04:03,archive,['S1'],"The objectives of this research are to determine the purchase decision process of the ornamental plants and
the dominant factors on the consumer’s buying decision of ornamental plants. The research was conducted
by a survey method in Sub-district of Pekalongan of East Lampung Regency. This location was chosen on
purpose by considerate that there is agro tourism area namely BBI Horticulture, which is well known as the
central area of the nursery and horticultural crops in Lampung. There were 75 respondents of both men and
women that met the inclusion samples criteria, such as having at least an experience in buying ornamental
plants. The results showed that the behavior of consumers in their purchase decision on ornamental plants
through the introduction needs, information searching, alternative evaluation, purchase decision and postpurchase evaluation. There were three dominant component factors that influenced purchasing decisions of ornamental plant: the first principal component factor was named as appearance (trend and prestige), the second major components was named the exotics (color and uniqueness), and the third major components was named equivalency of price products (size and price) of ornamental plants.
Keywords: consumers behavior, factor analysis, ornamental plants, purchase decision",PERILAKU KONSUMEN DALAM PEMBELIAN TANAMAN HIAS DI KECAMATAN PEKALONGAN KABUPATEN LAMPUNG TIMUR,8,show,article,['FP1'],"[{'name': {'given': 'Anita', 'honourific': None, 'family': 'Noviana', 'lineage': None}, 'id': 'anita.noviana13@yahoo.com'}, {'name': {'given': 'Yaktiworo', 'lineage': None, 'honourific': None, 'family': 'Indriani'}, 'id': 'yakti_indriani@yahoo.com'}, {'name': {'given': 'Suriaty', 'honourific': None, 'family': 'Situmorang', 'lineage': None}, 'id': 'suriatysitumorang@yahoo.com'}]",disk0/00/00/61/10,2018-04-26 02:04:03,938,2018-04-26 02:04:03,pub,"[{'security': 'public', 'placement': 1, 'eprintid': 6110, 'content': 'published', 'language': 'id', 'mime_type': 'application/xml', 'files': [{'fileid': 56237, 'mime_type': 'application/xml', 'mtime': '2017-11-23 07:22:36', 'hash_type': 'MD5', 'filename': 526, 'hash': '7dd4aafcc00baf05bc5508abdb607283', 'datasetid': 'document', 'filesize': 19196, 'objectid': 19016, 'uri': 'http://repository.lppm.unila.ac.id/id/file/56237'}], 'docid': 19016, 'main': 526, 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19016', 'format': 'text', 'pos': 1}]",Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/6110,published,TRUE,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,,,,,,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/564/526,"['Jurusan Agribisnis Fakultas Pertanian Universitas Lampung', 'Jurusan Agribisnis Fakultas Pertanian Universitas Lampung', 'Jurusan Agribisnis Fakultas Pertanian Universitas Lampung']",77-85,1.0,2.0,,,,,,,,
154,36313,2021-11-12 00:56:50,archive,['S1'],"The objectives of this research were to find out the income of sugar cane farming and the implement of partnership pattern between PT Buma Cima Nusantara and partner farmers in Bunga Mayang Sub-District, North Lampung Regency. The location was determined purposively, considering that Bunga Mayang Sub�District has been the center of sugar cane production in North Lampung Regency. The number of respondents in this research were 66 respondents and taken randomly. Data were collected from January to February 2020. The analytical methods that used were farm income analysis and descriptive qualitative analysis. The study shows that the average income for total cost of sugar cane farming is 
Rp12,056,030.40/hectare and the R/C ratio is 1.49. The partnership pattern that PT Buma Cima Nusantara and partner farmers implemented is a agribusiness operational cooperation partnership pattern, where the sugar cane farmers act as a group of partners that provide land, facilities, and labors and PT Buma Cima Nusantara acts as a partner company that provides costs, capital, management, procurement of production facilities, and the guarantor of the product market.

Key words: income, partnership, sugar cane farming","PENDAPATAN USAHATANI TEBU RAKYAT DAN POLA KEMITRAAN
PADA PETANI MITRA PT BUMA CIMA NUSANTARA, KABUPATEN LAMPUNG UTARA",8,show,article,['FP1'],"[{'id': None, 'name': {'family': 'Nusa', 'honourific': None, 'lineage': None, 'given': 'Safira Puspa'}}, {'name': {'family': 'Haryono', 'honourific': None, 'lineage': None, 'given': 'Dwi'}, 'id': 'dwih_unila@yahoo.com'}, {'id': 'agb_yulianasaleh@yahoo.com', 'name': {'honourific': None, 'family': 'Saleh', 'lineage': None, 'given': 'Yuliana'}}]",disk0/00/03/63/13,2021-11-12 00:56:50,1190,2021-11-12 00:56:50,pub,"[{'format': 'archive', 'pos': 1, 'formatdesc': 'Jurnal Ilmu Ilmu Agribisnis', 'rev_number': 4, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157244', 'main': 5398, 'docid': 157244, 'files': [{'mime_type': 'application/xml', 'fileid': 419691, 'hash': '8e3564e21f0e18cb9bacbfd242f0857c', 'filename': 5398, 'hash_type': 'MD5', 'mtime': '2021-11-12 00:15:00', 'datasetid': 'document', 'filesize': 22006, 'objectid': 157244, 'uri': 'http://repository.lppm.unila.ac.id/id/file/419691'}], 'mime_type': 'application/xml', 'language': 'id', 'content': 'published', 'eprintid': 36313, 'security': 'public', 'placement': 1}]",Fakultas Pertanian Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/36313,published,TRUE,Jurnal Ilmu Ilmu Agribisnis: Journal of Agribusiness Science,ISSN: 2620-4177,,,,,,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/5398,,614-621,4.0,9.0,,,,http://dx.doi.org/10.23960/jiia.v9i4.5398,,,,
155,8184,2018-06-28 08:17:52,archive,['S1'],"The purposes of this research are to analyze the income of cocoa farming, the income of cocoa farmer
households, the poverty level of cocoa farmer households, the factors affecting the poverty rate of cocoa
farmer households.  This research was conducted in Sungai Langka Village, Gedong Tataan Subdistrict
Pesawaran Regency.  Respondents were 51 cocoa farmers taken using stratified random sampling method
based on land area.  The analytical methods used were farm income analysis, household income analysis,
household poverty level analysis, logistic analysis of farming household poverty level.  The results showed
that cash income of cocoa farming is Rp8,027,576.78 per ha per year and revenue at total cost Rp
Rp4,335,373.38 per ha per year. The household income of cocoa farmers is Rp21,277,833.33 per year. 
Based on the World Bank indicator, the number of nonpoor farmers is 52.94 percent and poor farmers is
47.05 percent.  And based on indicator BPS (2016) there are no poor farmers in food poverty, whereas the
number of poor farmers in nonfood poverty is 31.37 percent and nonpoor farmers of 68.63 percent. The
common poverty line is 21.57 percent of poor farmers and 78.43 percent of non-poor farmers.  The
percentage of the poor is 0.21, the poverty intencity index is 0.042, the poverty severity index is 0.00034. 
Factors that affect the poverty level is household income. 

Key words: cocoa, farming income, household income, poverty rate","ANALISIS PENDAPATAN DAN TINGKAT KEMISKINAN RUMAH TANGGA PETANI KAKAO
DI KECAMATAN GEDONG TATAAN KABUPATEN PESAWARAN",6,show,article,['FP1'],"[{'name': {'given': 'Sinta', 'lineage': None, 'family': 'Oktapratiwi', 'honourific': None}, 'id': None}, {'name': {'given': 'Dwi', 'family': 'Haryono', 'honourific': None, 'lineage': None}, 'id': 'dwih_unila@yahoo.com'}, {'name': {'given': 'Rabiatul', 'honourific': None, 'family': 'Adawiyah', 'lineage': None}, 'id': None}]",disk0/00/00/81/84,2018-06-28 08:17:52,972,2018-06-28 08:17:52,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/21216', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/81417', 'objectid': 21216, 'filesize': 113386, 'datasetid': 'document', 'hash': 'b56bff6d34859ce16103f4d92bcb15f4', 'filename': '2491-5872-1-SM (Artikel).pdf', 'mtime': '2018-06-28 07:52:54', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 81417}], 'main': '2491-5872-1-SM (Artikel).pdf', 'docid': 21216, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 8184}]",Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/8184,,TRUE,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,,,,,,,['Universitas Lampung'],,,6.0,,,,,,,,
156,5803,2017-11-17 04:20:17,archive,['S1'],"ABSTRACT

The study aimed to determine the profit of red chili farmings on cluster in South Lampung district and to find out the gain of scenario at that clusters.  It was conducted at clusters of red chili farming in South Lampung district. Thirty six respondents were obtained by census method and be interviewed using questionnaires.  The analysis was performed using farm income, Bayes Theorem and profit expectation.   The results showed that red chili farming could give a favourable profit by looking at the R/C value which was more than one.  The red chili sales of scenario at the clusters in South Lampung district were determined based on the time and the price levels that occured in the first cropping pattern had the highest expectation occured on July (sales scenario of 25%) and August (sales scenario of 75%).  Meanwhile, the sales scenario for the second cropping pattern had the highest expectation occured on December (sales scenario of 25%) and on January (sales scenario of 75%).","ANALISIS KEUNTUNGAN DAN HARAPAN KEUNTUNGAN CABAI MERAH PADA KLASTER CABAI DI KABUPATEN LAMPUNG SELATAN

(Profit Analysis and Profit Expectation of Red Chilli on Chilli Cluster in Southern Lampung)",6,show,article,['FP1'],"[{'id': None, 'name': {'lineage': None, 'family': 'Putra', 'honourific': None, 'given': 'Rachmat Kautsar'}}, {'id': 'ahmad.zakaria@eng.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Zakaria', 'given': 'Ahmad'}}, {'id': 'eka.kasymir@fp.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Kasymir', 'given': 'Eka'}}]",disk0/00/00/58/03,2017-11-17 04:20:17,1083,2017-11-17 04:20:17,pub,"[{'security': 'public', 'placement': 1, 'eprintid': 5803, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'filesize': 120421, 'datasetid': 'document', 'mtime': '2017-11-17 00:37:15', 'hash_type': 'MD5', 'hash': 'f192708d4e634b1fb798bb27efa27b21', 'filename': 'JIIA Volume 5 No 2 Mei  2017.pdf', 'fileid': 54308, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/54308', 'objectid': 18738}], 'main': 'JIIA Volume 5 No 2 Mei  2017.pdf', 'docid': 18738, 'uri': 'http://repository.lppm.unila.ac.id/id/document/18738', 'rev_number': 1, 'format': 'text', 'pos': 1}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/5803,published,TRUE,Jurnal Ilmu-Ilmu Agribisnis,2337 7070,,,,,,,,,2.0,5.0,,,,,,,,
