,userid,lastmod,datestamp,documents,ispublished,number,refereed,full_text_status,uri,type,divisions,creators,issn,publication,dir,status_changed,eprint_status,abstract,subjects,official_url,title,metadata_visibility,volume,rev_number,eprintid,publisher,date_type,related_url,pagerange,contributors,corp_creators,pres_type,event_type,event_dates,event_title,event_location,id_number,contact_email,isbn,place_of_pub,keywords,referencetext
28,48,2022-11-30 08:20:55,2022-11-30 08:20:55,"[{'eprintid': 47042, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': '1964-Article Text-4912-1-10-20210301.pdf', 'docid': 185982, 'files': [{'datasetid': 'document', 'filesize': 329364, 'fileid': 516987, 'mime_type': 'application/pdf', 'mtime': '2022-11-30 08:11:57', 'hash_type': 'MD5', 'hash': '59bc5cb2de5e3d56b2f09fb62daded45', 'filename': '1964-Article Text-4912-1-10-20210301.pdf', 'objectid': 185982, 'uri': 'http://repository.lppm.unila.ac.id/id/file/516987'}], 'format': 'text', 'pos': 1, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185982'}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/47042,article,['FKIP15'],"[{'name': {'family': 'Maulina', 'honourific': None, 'lineage': None, 'given': 'Dina'}, 'id': 'dina.maulina@fkip.unila.ac.id'}]",2746-1742,Jurnal Pengabdian Nasional,disk0/00/04/70/42,2022-11-30 08:20:55,archive,"Guru SMAN 1 Gedongtataan Lampung banyak yang belum bisa menggunakan learning management
system (LMS) secara maksimal sehingga membutuhkan pelatihan pembelajaran daring dan
penambahan aplikasi kuis menyenangkan untuk memudahkan pembelajaran. Tujuan kegiatan ini
adalah untuk meningkatkan pemahaman guru mengenai Learning Management System dan
meningkatkan kualitas pembelajaran daring. Metode yang digunakan dalam pelatihan ini adalah
demonstrasi, praktek, dan diskusi. Target pelatihan pembelajaran daring bagi guru yaitu terbentuknya
kelas pada google classroom, pembuatan topik materi, invite siswa, pengunggahan materi pelajaran,
dan kuis daring. Peserta mengikuti seluruh rangkaian kegiatan pelatihan dengan sangat antusias.
Nilai pretest peserta menunjukkan kategori rendah, sedangkan pada akhir kegiatan pelatihan rata-rata
nilai posttest peserta tinggi. Peningkatan pemahaman guru tentang LMS pada pembelajaran daring
tergolong sedang dengan nilai n-gain sebesar 0,39 maka dapat disimpulkan bahwa kegiatan pelatihan
ini efektif dalam meningkatkan pemahaman guru-guru mengenai LMS.",['L1'],,PELATIHAN APLIKASI LEARNING MANAGEMENT SYSTEM BAGI GURU SMAN 1 GEDONG TATAAN UNTUK MENINGKATKAN KUALITAS PEMBELAJARAN DARING,show,,7,47042,Politeknik Negeri Lampung,,,,,,,,,,,,,,,,
29,48,2022-12-03 08:38:53,2022-12-03 08:38:53,"[{'security': 'public', 'placement': 1, 'eprintid': 47124, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/517663', 'objectid': 186066, 'filesize': 229015, 'datasetid': 'document', 'mtime': '2022-12-03 05:58:36', 'hash_type': 'MD5', 'hash': '5747ccec43512979b304fa33c5391448', 'filename': '23039-56305-2-PB.pdf', 'fileid': 517663, 'mime_type': 'application/pdf'}], 'docid': 186066, 'main': '23039-56305-2-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/186066', 'rev_number': 2, 'format': 'text', 'pos': 1}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/47124,article,['FKIP15'],"[{'name': {'given': 'Dina', 'lineage': None, 'family': 'Maulina', 'honourific': None}, 'id': 'dina.maulina@fkip.unila.ac.id'}]","ISSN: 2798-9453 (Online), ISSN: 2807-2251 (Print)",Ruang Pengabdian: Jurnal Pengabdian kepada Masyarakat,disk0/00/04/71/24,2022-12-03 08:38:53,archive,"Pertanyaan merupakan hasil kegiatan berpikir yang perlu dibudayakan pada proses pembelajaran,
karena pertanyaan dapat meningkatkan partisipasi aktif siswa.Selain itu pertanyaan dapat membantu
guru menemukan konsep-konsep penting yang perlu dipelajari oleh siswa. Kegiatan membuat
pertanyaan membutuhkan keterampilan karena tidak semua siswa mampu membuat pertanyaan
dengan mudah. Kegiatan membuat pertanyaan dapat diajarkan oleh guru kepada siswa
menggunakan matriks pertanyaan. Tujuan kegiatan adalah memberikan pengalaman kepada guru
IPA Biologi dalam membuat pertanyaan menggunakan matriks pertanyaan, sehingga guru dapat
membelajarkan membuat pertanyaan menggunakan matriks pertanyaan. Kegiatan pengabdian ini dilakukan dengan metode pelatihan membuat pertanyaan pembelajaran bagi guru IPA Biologi seLampung Timur. Kelompok mitra yaitu MGMP IPA Biologi se_Lampung Timur. Pengumpulan data dilakukan dengan cara pretes dan postes. Data diolah menggunakan program excel. Hasil pengabdian sebagai berikut: nilai pretes 42,78, postes 55,42 dengan nilai N-Gain 22 berkategori tidak efektif.",['L1'],,Pelatihan Mendesain Pertanyaan Pembelajaran Menggunakan Matriks Pertanyaan Bagi Guru IPA Biologi Se- Lampung Timur,show,,7,47124,FKIP Universitas Lampung,,,,,,,,,,,,,,,,
30,48,2022-12-03 02:46:46,2022-12-03 02:46:46,"[{'docid': 186064, 'main': '54-Article Text-670-1-10-20211128 (1).pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/517646', 'objectid': 186064, 'hash_type': 'MD5', 'mtime': '2022-12-02 13:57:39', 'hash': '5b10333186d2fb23735f375efc1dd309', 'filename': '54-Article Text-670-1-10-20211128 (1).pdf', 'fileid': 517646, 'mime_type': 'application/pdf', 'filesize': 674569, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/186064', 'rev_number': 2, 'eprintid': 47122, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/47122,article,['FKIP15'],"[{'name': {'lineage': None, 'family': 'Maulina', 'honourific': None, 'given': 'Dina'}, 'id': 'dina.maulina@fkip.unila.ac.id'}]",2745-7699,Tabikpun,disk0/00/04/71/22,2022-12-03 02:46:46,archive,"Penelitian Tindakan Kelas (PTK) adalah salah satu upaya guru untuk meningkatkan kualitas diri dan kualitas pembelajaran. PTK tidak terikat oleh materi tertentu atau waktu khusus sehingga dapat dilakukan guru setiap saat. Meskipun demikian, guru membutuhkan pendampingan untuk mempraktekkan penelitian ini. Materi pendampingan berupa pemaparan konsep-konsep PTK, praktek PTK yang mudah dan membuat artikel sederhana hasil PTK. Harapan dari kegiatan ini adalah munculnya guru yang memiliki kemampuan untuk melakukan perbaikan pembelajaran melalui PTK. Hasil sekaligus kesimpulan pendampingan adalah pengetahuan guru mengenai PTK sudah baik, bahkan satu guru berkategori sangat baik. Selain itu, pengalaman PTK masing-masing guru menjadi kaya dan terukur secara kualitatif. Saat sesi diskusi, pengetahuan guru secara kognitif muncul, namun guru masih kesulitan menuliskannya dalam proposal. Faktor pengetahuan pedagogik atau ilmu kependidikan dan kurangnya keterampilan mencari informasi ilmiah merupakan kendalanya. Tindak lanjut yang perlu dilakukan adalah pelatihan keterampilan mencari informasi ilmiah dan peningkatan pengetahuan pedagogik.",['L1'],,Pendampingan Penelitian Tindakan Kelas Tahap Identifikasi Permasalahan Pembelajaran Biologi Di SMAN Bandar Lampung,show,,7,47122,FMIPA Universitas Lampung,,,,,,,,,,,,,,,,
31,48,2022-12-05 08:13:00,2022-12-05 08:13:00,"[{'files': [{'filesize': 769347, 'datasetid': 'document', 'mtime': '2022-12-05 03:46:57', 'hash_type': 'MD5', 'hash': 'faa74068957f7e9bd90d25fa07d348b0', 'filename': '3665-15357-2-PB.pdf', 'fileid': 517768, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/517768', 'objectid': 186101}], 'docid': 186101, 'main': '3665-15357-2-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/186101', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 47136, 'mime_type': 'application/pdf', 'language': 'en'}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/47136,article,['FKIP15'],"[{'name': {'given': 'Dina', 'lineage': None, 'honourific': None, 'family': 'Maulina'}, 'id': 'dina.maulina@fkip.unila.ac.id'}]",,Aksiologiya: Jurnal Pengabdian Kepada Masyarakat,disk0/00/04/71/36,2022-12-05 08:13:00,archive,"Pembuatan soal yang baik dan benar menjadi sayarat utama dalam menunjang kompetensi profesional pedagogik seorang dosen. Pembuatan soal merupakan bagian dari penilaian yang bertujuan untuk mengukur kompetensi minimal capaian yang diperoleh peserta didik setelah melaksanakan pembelajaran. Penerapan penilaian High Order Thinking Skills (HOTs) menjadi landasan pada sebuah penilaian dengan kemampuan pada ranah kognitif menganalisis, mensintesis dan mengevaluasi. Tujuan dari kegiatan ini adalah melakukan  pembinaan dosen melalui bimbingan teknis ini adalah untuk meningkatkan kompetensi profesional Dosen Poltekkes Negeri Tanjung Karang mengenai bentuk penilaian konvensional dan otentik berbasis High Order Thingking Skills. Metode pembinaan bimtek yang digunakan dalam kegiatan ini adalah menerapkan strategi kontekstual, yaitu mengaitkan antara teori dengan praktik yang disampaikan  dengan metode praktik terbimbing yaitu sistim pengajaran yang berorientasi pada pemecahan masalah yang dihadapi dosen program studi Teknologi Laboratorium Medis, Program Sarjana Terapan sebanyak 20 orang. Kegiatan bimtek memberikan wawasan dan peningkatan pemaham dosen mengenai Penyusunan kisi-kisi dan analisis soal HOTs. Hasil kegiatan menunjukkan bahwa terjadi peningkatan pemahaman peserta bernilai positif mengalami peningkatan dengan rataan skor N-gain sebesar 79 (dalang katagori tinggi). Kajian utama materi pembinaan yang memiliki tingkat pemahaman paling rendah adalah membuatan kisi soal dengan tingkatan kognitif C4, C5 dan C6. Dengan demikian, kegiatan bimbingan teknis dikatagorikan baik dengan berhasil meningkatkan pemahaman peserta secara menyeluruh baik secara teori maupun praktik kerja.",['L1'],,Peningkatan Kompetensi Pedagogik Melalui Kegiatan Penyusunan Soal berbasis High Order Thingking Skills dan Analisisnya bagi Dosen Poltekkes Negeri Tanjung Karang,show,,6,47136,,,,,,,,,,,,,,,,,
32,48,2020-05-28 02:15:55,2020-05-28 02:15:55,"[{'language': 'en', 'mime_type': 'application/xml', 'content': 'published', 'eprintid': 20737, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34090', 'docid': 34090, 'main': 104, 'files': [{'filesize': 45278, 'datasetid': 'document', 'hash': '8ce2d573af3c0fb3dc983e5b1cbd39da', 'filename': 104, 'mtime': '2020-05-27 11:58:21', 'hash_type': 'MD5', 'mime_type': 'application/xml', 'fileid': 194285, 'uri': 'http://repository.lppm.unila.ac.id/id/file/194285', 'objectid': 34090}]}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/20737,article,['FKIP15'],"[{'name': {'given': 'Dina', 'lineage': None, 'honourific': None, 'family': 'Maulina'}, 'id': 'dina.maulina@fkip.unila.ac.id'}]",,Biology Medicine and Natural Product Chemistry,disk0/00/02/07/37,2020-05-28 02:15:55,archive,"The Artificial Insemination (AI) aims to develop the potential of the cattle reproduction comprehensively. The success of AI results is highly dependent on the level of livestock fertility. Therefore, improv the quality and quantity of semen could be done by hormone induction. However, hormone prices are expensive. This problem could be overcome using alternative way with the natural compound containing chrysin which might has the same function. The purpose of the study was analyze the potential of chrysin compound from Bungli plant (Oroxylum indicum) as fertilizer of males through bioinformatics approach. Methods performed through data search by webserver with the following stages: (1) Pubchem, (2) Swiss (3) Target Prediction, (4) Uniprot, (5) Protein Data Bank and (6) docking software using PyRx, PyMOL and Discovery Studio. The results showed that the chrysin compound interact with carbonic anhydrase (CA) expressed from the testes of the cattle, through van der Waals and Pi-Alkyl bonds. Chrysin is effective as CA ligand inducers based on affinity bonds (-8.4 kcal/mole) and more negatively than flavonol as a control compound with binding affinity (-6.2 kcal/mol). This suggests that chrysin is an effective compound as a potential drug for improved livestock fertility.",['QK'],,The Potential of Chrysin of Oroxylum indicum L. to Induce Carbonic Anhydrase (CA) to Improve Cattle Fertility,show,,12,20737,,,,,,,,,,,,,,,,,
33,48,2021-05-21 01:07:45,2021-05-21 01:07:45,"[{'docid': 136244, 'main': 'AIP-2021-quantum teach.pdf', 'files': [{'datasetid': 'document', 'filesize': 471797, 'fileid': 359301, 'mime_type': 'application/pdf', 'mtime': '2021-05-20 11:07:18', 'hash_type': 'MD5', 'filename': 'AIP-2021-quantum teach.pdf', 'hash': '13e34084481932c1899e7f9c48aad58b', 'objectid': 136244, 'uri': 'http://repository.lppm.unila.ac.id/id/file/359301'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/136244', 'rev_number': 2, 'eprintid': 30310, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/30310,article,['FKIP15'],"[{'id': 'dina.maulina@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Maulina', 'honourific': None, 'given': 'Dina'}}]",,AIP Conference Proceedings,disk0/00/03/03/10,2021-05-21 01:07:45,archive,"The purpose of this study is to examine the effect of quantum teaching and learning model assisted by mind mapping on creative thinking skills and student character development. The research method was quasi-experimental design with pretest-posttest nonequivalent control group design. The research population is all student in grade XI IPA (Science) SMA 7 Malang with XI IPA-2 as research sample for the experimental class. The experimental class was given treatment through learning with mind mapping assisted quantum teaching model. For the control class is class XI IPA-4, and this class was for Biology learning using the quantum teaching model only. Data analysis used ANAKOVA with a significance level of 0.05, which was previously tested for data normality and data homogeneity. The results showed that the quantum teaching model assisted with mind mapping could improve: 1) creative thinking skills, and 2) the formation of student characters.",['L1'],,Quantum teaching and learning model using mind mapping and its effect on creative thinking skills and establishment of senior high school student characters in biology subject,show,,7,30310,,,,,,,,,,,,https://doi.org/10.1063/5.0043530,,,,,
34,48,2023-07-07 04:29:10,2023-07-07 04:29:10,"[{'main': '125987370 (1).pdf', 'docid': 252751, 'files': [{'datasetid': 'document', 'filesize': 331181, 'mime_type': 'application/pdf', 'fileid': 618684, 'hash': '94986453cce5f1b1378b4811a21a8485', 'filename': '125987370 (1).pdf', 'hash_type': 'MD5', 'mtime': '2023-07-06 11:46:18', 'objectid': 252751, 'uri': 'http://repository.lppm.unila.ac.id/id/file/618684'}], 'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/252751', 'eprintid': 52209, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/52209,article,['FKIP15'],"[{'id': 'dina.maulina@fkip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Maulina', 'given': 'Dina'}}]",2352-5398,"Advances in Social Science, Education and Humanities Research (ASSEHR)",disk0_bak/00/05/22/09,2023-07-07 04:29:10,archive,,['L1'],https://www.atlantis-press.com/proceedings/icope-22/125987370,Students’ Cognitive Ability: Its Relationship with Ability in Scientific Literacy and Student Self-efficacy,show,746.0,10,52209,Atlantis Press,,,436-444,,,,,,,,,,,,,
35,48,2022-11-29 01:31:15,2022-11-29 01:31:15,"[{'docid': 185927, 'main': '3285-Article Text-42203-1-10-20220801 (7).pdf', 'files': [{'filesize': 705762, 'datasetid': 'document', 'hash': '5d728b6371d2ba7e326cb81753ae5ce9', 'filename': '3285-Article Text-42203-1-10-20220801 (7).pdf', 'hash_type': 'MD5', 'mtime': '2022-11-28 10:05:32', 'mime_type': 'application/pdf', 'fileid': 516563, 'uri': 'http://repository.lppm.unila.ac.id/id/file/516563', 'objectid': 185927}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/185927', 'rev_number': 1, 'eprintid': 46984, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/46984,article,['FKIP15'],"[{'id': 'dina.maulina@fkip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Maulina', 'given': 'Dina'}}, {'name': {'honourific': None, 'family': 'Hasnunidah', 'lineage': None, 'given': 'Neni'}, 'id': 'nenihasnunidah@gmail.com'}]",2598-7453,BIOEDUSAINS:Jurnal Pendidikan Biologi dan Sains,disk0/00/04/69/84,2022-11-29 01:31:15,archive,"This study aims to determine the differences in the argumentation ability of students in high school with different accreditation ratings. The method used is a
survey with an ex post facto research design and a sample selection techniqu using purposive sampling. The results of the student's argumentative ability test were analyzed statistically with the ANOVA test with a significance level of 5% and the data from interviews and teacher questionnaires were analyzed descriptively. The results showed that the argumentation ability of students in
schools with accreditation ratings A was significantly different from those with accreditation ratings B and C. In addition, the argumentation ability of students in
schools with accreditation rating B was significantly different from those with accreditation rating C. In conclusion, the average value of argumentation ability
of students in high school with accreditation ratings of A, B and C on the subject matter of Animalia has a significant difference.",['L1'],,Kajian Kemampuan Argumentasi Siswa Pada Materi Pokok Animalia Melalui Pendekatan Saintifik Di SMA Dengan Peringkat Akreditasi Yang Berbeda,show,,6,46984,"esearch institute of mathematics, computer, nursering, education and economics (IPM2KPE)",published,,,,,,,,,,,,,,,
36,48,2023-07-07 04:29:12,2023-07-07 04:29:12,"[{'docid': 252763, 'main': '2.+233-241+MARPAUNG+BIOEDU.pdf', 'files': [{'filesize': 450545, 'datasetid': 'document', 'filename': '2.+233-241+MARPAUNG+BIOEDU.pdf', 'hash': 'b9d1b228e2dc64d9ff373a6fffad9871', 'hash_type': 'MD5', 'mtime': '2023-07-06 22:43:06', 'mime_type': 'application/pdf', 'fileid': 618705, 'uri': 'http://repository.lppm.unila.ac.id/id/file/618705', 'objectid': 252763}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/252763', 'eprintid': 52211, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/52211,article,['FKIP15'],"[{'name': {'lineage': None, 'honourific': None, 'family': 'Maulina', 'given': 'Dina'}, 'id': 'dina.maulina@fkip.unila.ac.id'}, {'id': 'ritamarpaung15@yahoo.co.id', 'name': {'given': 'Rini Rita', 'family': 'Marpaung', 'honourific': None, 'lineage': None}}, {'id': 'bertiyolida@yahoo.com', 'name': {'given': 'Berti', 'lineage': None, 'honourific': None, 'family': 'Yolida'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Median Agus Priadi', 'given': 'A.P'}, 'id': None}]",2614-1558,Bioeduscience : Jurnal Pendidikan Biologi dan Sains,disk0_bak/00/05/22/11,2023-07-07 04:29:12,archive,,['L1'],,The Effect of the Problem-Based Learning Model with the Help of Digital Comics on Students' Scientific Literacy Skills,show,,6,52211,online,,,,,,,,,,,,,,,,
37,48,2022-11-02 08:21:52,2022-11-02 08:21:52,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/185084', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 185084, 'uri': 'http://repository.lppm.unila.ac.id/id/file/510668', 'datasetid': 'document', 'filesize': 390364, 'mime_type': 'application/pdf', 'fileid': 510668, 'filename': '28005-Article Text-83043-1-10-20221030 (1).pdf', 'hash': '255abc7122f5166accae6c473619d6e0', 'hash_type': 'MD5', 'mtime': '2022-11-02 05:38:30'}], 'docid': 185084, 'main': '28005-Article Text-83043-1-10-20221030 (1).pdf', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 46193}]",pub,2.0,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/46193,article,['FKIP15'],"[{'name': {'given': 'Dina', 'family': 'Maulina', 'honourific': None, 'lineage': None}, 'id': 'dina.maulina@fkip.unila.ac.id'}, {'name': {'given': 'Nadya', 'honourific': None, 'family': 'Meriza', 'lineage': None}, 'id': 'nadya.meriza@fkip.unila.ac.id'}, {'id': 'median.agus@fkip.unila.ac.id', 'name': {'given': 'Median. A', 'family': 'Priadi', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Sukamto', 'family': 'Ismu', 'honourific': None, 'lineage': None}, 'id': 'ismu.sukamto1101@fkip.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Ismi', 'lineage': None, 'given': 'Rakhmawati'}, 'id': 'ismi.rakhmawati@fkip.unila.ac.id'}]",E-ISSN: 2614-3984,Biosfer: Jurnal Pendidikan Biologi,disk0/00/04/61/93,2022-11-02 08:21:52,archive,"The  Main  Performance  Indicators  (IKU)  of  Higher  Education, it has been a mandate the implementation of learning that aims to build  and  create  collaborative  and  participatory  classes. The purpose of this study was aims to analysis the linearity between the implementation of PjBL-based learning using Unila’s Moodle v-class with   students'   intrinsic   factors   in   learning   Animal Structure  during  online  learning in realizing collaborative  and participatory  classes.  This  research  is  an  experimental-research with posttest-only control design with the population in this study are  students  of  biology  education  at  the  University  of  Lampung, amounting   to   371   people.   The   sample   was   obtained   using purposive sampling technique, as much as124 students who had taken the Animal Structure course. The results showed that there was a significant difference (p<0.05) in student learning outcomes in the control and experimental classes. Nevertheless, there was no  influence  of  intrinsic  factors  on  PjBL  results  in  both  classes (p<0.05),  all  students  had  high  intrinsic  factors  to  take  part  in online learning is high, however the optimizing learning outcomes is not linear.",['L1'],,Implementationof PjBL using  unila’s  moodle  v-class   and   its interaction of students’ intrinsic factors,show,15.0,7,46193,� 2019 Universitas Negeri Jakarta.,published,,320-331,,,,,,,,https://doi.org/10.21009/biosferjpb.28005,,,,,
38,48,2022-06-12 11:43:55,2022-06-12 11:43:55,"[{'placement': 1, 'security': 'public', 'eprintid': 42337, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'datasetid': 'document', 'filesize': 314132, 'fileid': 465765, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-06-11 10:45:41', 'filename': '23869-59866-2-PB (2).pdf', 'hash': '859ff433f1a741a3bcb9c4fa8b4ce2ab', 'objectid': 164050, 'uri': 'http://repository.lppm.unila.ac.id/id/file/465765'}], 'main': '23869-59866-2-PB (2).pdf', 'docid': 164050, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164050', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/42337,article,['FKIP15'],"[{'id': 'dina.maulina@fkip.unila.ac.id', 'name': {'given': 'Dina', 'lineage': None, 'honourific': None, 'family': 'Maulina'}}, {'name': {'given': 'Median. A', 'honourific': None, 'family': 'Priadi', 'lineage': None}, 'id': 'median.agus@fkip.unila.ac.id'}, {'id': 'jalmotri@yahoo.com', 'name': {'given': 'Tri', 'honourific': None, 'family': 'Jalmo', 'lineage': None}}]",,Jurnal Bioterdidik,disk0/00/04/23/37,2022-06-12 11:43:55,archive,"Penelitian ini bertujuan mengetahui tingkat keluasan, kedalaman, dan miskonsepsi materi sistem peredaran darah manusia pada buku teks IPA SMP kelas VIII dengan kompetensi dasar kurikulum 2013. Sampel penelitian adalah 4 buku teks yang dipilih secara purposive sampling. Penelitian ini merupakan penelitian deskriptif sederhana. Pengumpulan data dilakukan dengan teknik dokumentasi. Analisis data dilakukan dengan teknik statistik deskriptif menggunakan rumus persentase dan dideskripsikan berdasarkan tingkat kategori. Hasil penelitian menunjukkan tingkat keluasan materi sistem peredaran darah manusia pada keempat buku teks tergolong “sangat sesuai”. Tingkat miskonsepsi materi sistem peredaran darah manusia keempat buku teks tergolong “sangat rendah”. Pada buku A ditemukan 2 miskonsepsi, buku B, C dan D tidak ditemukan miskonsepsi. Kesimpulan penelitian ini, pada keempat buku teks tingkat keluasan materi “sangat sesuai”, tingkat kedalaman materi “beragam”, dan tingkat miskonsepsi materi “sangat rendah”",['L1'],http://jurnal.fkip.unila.ac.id/index.php/JBT/article/view/23869,ANALISIS KESESUAIAN BUKU TEKS IPA SMP DENGAN KOMPETENSI DASAR KURIKULUM 2013,show,,9,42337,"Pendidikan Biologi, FKIP Unila",published,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,http://dx.doi.org/10.23960/jbt.v10i1.23869,,,,,
39,48,2023-05-02 01:43:11,2023-05-02 01:43:11,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/190607', 'rev_number': 2, 'format': 'text', 'pos': 1, 'files': [{'filesize': 275547, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2023-05-01 12:34:33', 'filename': 'Ismi R Bioenvo.pdf', 'hash': 'd3cffd413e93a7cf4df2537871a7b21e', 'fileid': 547831, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/547831', 'objectid': 190607}], 'main': 'Ismi R Bioenvo.pdf', 'docid': 190607, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 50893}]",pub,1.0,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/50893,article,['FKIP15'],"[{'name': {'given': 'Dina', 'honourific': None, 'family': 'Maulina', 'lineage': None}, 'id': 'dina.maulina@fkip.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Rakhmawati', 'given': 'Ismi'}, 'id': 'ismirakhmawati@gmail.com'}, {'id': 'dewi.lengkana@fkip.unila.ac.id', 'name': {'given': 'Dewi', 'honourific': None, 'family': 'Lengkana', 'lineage': None}}]",2798-2378,biological environment and pollution,disk0_bak/00/05/08/93,2023-05-02 01:43:11,archive,"Pahawang Island is one of Lampung's tourist attractions known for its high organism biodiversity. The diversity of coral reefs contained in it causes Pahawang to have economic value for the audience. This study aims to determine the coverage and condition of coral reefs in the Pahawang area as a tourist attraction and identify the diversity of organisms within. This study used the Line Intercept Transect (LIT) method by dividing the plot of the observation area by six (6) identification points for data collection. Measurement data on each line transect, furthermore the closing value is calculated. The number of species was calculated by determining the value of the invertebrate diversity index. The results showed that the length of coral cover on Pahawang Island was 80.3% which lies in the “very good” category. Most of the corals have experienced bleaching which suggests that the corals are not in healthy condition. Species diversity shows that eleven (11) species reside in the Pahawang Island coral reef. The Shanon-Wiener diversity index value (H') 1.87 is categorized at the medium level. Therefore, the condition of coral cover on Pahawang Besar Island is still in the very good category.",['L1'],,Identification of coral reef cover and invertebrate diversity in Pahawang Island Lampung Indonesia,show,2.0,7,50893,Association for Scientific Computing Electronics and Engineering (ASCEE),published,,1-5,,,,,,,,,,,,,
