,dir,date,editors,type,divisions,publisher,documents,ispublished,refereed,full_text_status,uri,userid,lastmod,datestamp,eprintid,title,metadata_visibility,rev_number,status_changed,eprint_status,abstract,subjects,event_type,event_title,corp_creators,pres_type,creators,date_type,volume,official_url,id_number,issn,publication,pagerange,number,pages,patent_applicant,place_of_pub,event_location,event_dates,related_url,institution,department,monograph_type,contact_email,referencetext,keywords,projects,funders,contributors,succeeds
78,disk0/00/00/52/39,2017-09-01 00:00:00.000000000,,article,['FP19'],Jurusan Teknologi Hasil Pertanian Unila,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 5239, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/18187', 'pos': 1, 'format': 'text', 'files': [{'objectid': 18187, 'uri': 'http://repository.lppm.unila.ac.id/id/file/49880', 'datasetid': 'document', 'filesize': 442580, 'fileid': 49880, 'mime_type': 'application/pdf', 'mtime': '2017-11-11 01:11:25', 'hash_type': 'MD5', 'hash': '03e36d4033cc9720b6355c914c19c86b', 'filename': 'tempe jagung kedelai.pdf'}], 'docid': 18187, 'main': 'tempe jagung kedelai.pdf'}]",pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/5239,865,2017-11-14 03:24:12,2017-11-14 03:24:12,5239,EVALUASI SIFAT KIMIA DAN SENSORI TEMPE KEDELAI-JAGUNG DENGAN BERBAGAI KONSENTRASI RAGI RAPRIMA DANBERBAGAI FORMULASI [The Evaluation of Chemical and Sensory Properties of Soybean-Corn Tempeh Fermented with Various Raprima Yeast Concentration and Formulation,show,17,2017-11-14 03:24:12,archive,"The purposes of this research was to obtain the best of yeast concentration and formulation of soybean-corn to produce acceptable soybean-corn tempeh. The experiment was arranged in a Complete Randomized Block Design (CRBD) with 3 replications. The first factor was formulation of soybean:corn P1 (90%:10%); P2 (80%:20%); P3(70%:30%); and P4 (60%:40%) w/w and the second factor was the yeast concentration at 0.5%; 1%; and
1.5% w/w.   The data were analyzed using ANOVA and further tested using Orthogonal
Polynomials at levels of 5%.   The results showed that the best yeast concentration and formulation was found in yeast concentration of 1,5% and soybean-corn 60%:40%. The
soybean-corn tempeh recieved with score of 3,37. For compactness (rather compact), 3,13
for color (rather yellowish white), 3,82 for aroma (typical tempeh soybean-corn), and 3,32 (like slightly) for the overall acceptance, pH was 4,62- 5,10. The proximate analysis were
70,54%, 1,36%, 11,11%, 12,72 and 8,46% for moisture, ash,  fat , protein and crude fiber contents, respectively.

Keywords: soybean-corn tempeh, yeast, formulation",['S1'],,,,,"[{'name': {'family': 'Setyani', 'honourific': None, 'lineage': None, 'given': 'Sri'}, 'id': 'setyani57@gmail.com'}, {'name': {'given': 'Siti', 'lineage': None, 'family': 'Nurjanah', 'honourific': None}, 'id': None}, {'name': {'given': 'Eliyana', 'honourific': None, 'family': 'Eliyana', 'lineage': None}, 'id': None}]",published,22.0,http://jurnal.fp.unila.ac.id/index.php/JTHP,,ISSN 1410-3044 (print) and ISSN 2304-4399 (online) i,Teknologi Industri Pertanian,,2,,,,,,[{'type': 'pub'}],,,,,,,,,,
79,disk0/00/00/52/10,2017-10-11 00:00:00.000000000,,conference_item,['FP19'],,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 5210, 'uri': 'http://repository.lppm.unila.ac.id/id/document/18163', 'rev_number': 3, 'pos': 1, 'format': 'text', 'files': [{'fileid': 49619, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2017-11-10 15:06:20', 'hash': 'd2b64e0faef53374889d2193a83e31db', 'filename': 'makalah Sri Setyani semnas PATPI.pdf', 'datasetid': 'document', 'filesize': 91677, 'objectid': 18163, 'uri': 'http://repository.lppm.unila.ac.id/id/file/49619'}], 'main': 'makalah Sri Setyani semnas PATPI.pdf', 'docid': 18163}]",inpress,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/5210,865,2017-11-14 03:24:27,2017-11-14 03:24:27,5210,"KARAKTERISTIK SENSORI, KANDUNGAN KAFEIN, DAN  
           ASAM KLOROGENAT KOPI BUBUK ROBUSTA (Coffea canephora L.) DI 
                                  TANGGAMUS , LAMPUNG

Sensory  Characteristics,  Content of  caffeine and Clorogenic acid of Robusta Coffee Powder in Tanggamus, Lampung",show,10,2017-11-14 03:24:27,archive,"Robusta coffee is one of the many cultivated plants in Tanggamus-Lampung. People process coffee into coffee beans or further processed into coffee powder. Nevertheless, the characteristics of coffee powder produced in Tanggamus are not known clearly. This study aims to determine the sensory properties, content of caffeine and chlorogenic acid Robusta coffee powder in Tanggamus area. This study consisted of two stages: survey and laboratory analysis. Observations included sensory properties, content of caffeine and chlorogenic acid Robusta coffee powder, and then analyzed descriptively. The results show that Robusta coffee powder with color scores 1-3 (black-cinnamon) and bitter scores 1-3 (non bitter-bitter) are produced in Talang Padang-Talang Padang, Muara Dua-Ulu Belu, and Way Harong-Air Naningan. The overall panelist acceptance of the Robusta coffee powder was obtained in Talang Padang-Talang Padang, Muara Dua-Ulu Belu, and Way Harong-Air Naningan. Robusta coffee powder in Tanggamus has caffeine content 0.08-2.19% same as the standard of SNI 01-3542-2004, and chlorogenic acid content 0.08-1.31%.

Keywords: sensory characteristic, caffeine, chlorogenic acid, robusta coffee powder",['S1'],workshop,Seminar Nasional PATPI,,paper,"[{'name': {'given': 'Sri', 'honourific': None, 'family': 'Setyani', 'lineage': None}, 'id': 'setyani57@gmail.com'}, {'name': {'given': 'subeki', 'family': 'subeki', 'honourific': None, 'lineage': None}, 'id': 'subeki1968@fp.unila.ac.id'}, {'name': {'given': 'Henrica Agustina', 'lineage': None, 'family': 'Grace', 'honourific': None}, 'id': None}]",,,,,,,,,,,,"Novotel Hotel, Lampung Province",10-11Oct 2017,,,,,,,,,,,
80,disk0/00/00/59/96,2017-11-04 00:00:00.000000000,,conference_item,['FP19'],,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 5996, 'uri': 'http://repository.lppm.unila.ac.id/id/document/18910', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/55500', 'objectid': 18910, 'filesize': 256883, 'datasetid': 'document', 'filename': 'SUBEKI-KWT TOGASARI 2017.pdf', 'hash': 'abf1fba6e8a20cf92546c908420e5910', 'hash_type': 'MD5', 'mtime': '2017-11-18 11:29:50', 'mime_type': 'application/pdf', 'fileid': 55500}], 'docid': 18910, 'main': 'SUBEKI-KWT TOGASARI 2017.pdf'}]",submitted,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/5996,288,2018-04-25 02:49:59,2018-04-25 02:49:59,5996,STRATEGI PEMASARAN DAN PENGEMBANGAN BERAS SIGER DARI UBIKAYU DI DESA WIRA AGUNG SARI KECAMATAN PENAWARTAMA-TULANG BAWANG,show,10,2018-04-25 02:49:59,archive,"Program pengabdian pada industri kecil pembuatan beras siger pada KWT Toga Sari di Desa Wira Agung Sari Kecamatan Penawar Tama Kabupaten Tulang Bawang, dilatarbelakangi oleh potensi daerah dan keinginan masyarakat untuk mengolah ubikayu. Program ini dilaksanakan untuk menerapkan teknologi secara berkelanjutan untuk memperkuat daya saing industri mitra. Tujuan kegiatan ini adalah untuk menentukan strategi pengembangan dan pemasaran beras siger di Desa Wira Agung Sari. Metode pelaksanaan kegiatan meliputi penyuluhan, pendidikan dan pelatihan, pembuatan beras siger, pembimbingan, pendampingan, dan penelitian.  Beras siger yang diproduksi mempunyai karakteristik berwarna putih, tekstur agak lengket, aroma tidak khas ubi kayu, dan disukai oleh panelis. Kandungan gizi beras siger ini adalah kadar air (10,19%), abu (0,31%), lemak (0,56%), protein (2,69%), serat kasar (4,50%), dan karbohidrat (81,75%). Hasil kegiatan menunjukan bahwa strategi pemasaran yang tepat untuk beras siger di Desa Wira Agung Sari yaitu dengan strategi pertumbuhan yang agresif. Industri beras siger memiliki situasi yang sangat menguntungkan, memiliki kekuatan untuk mengatasi ancaman, dan memiliki peluang untuk mengatasi kelemahan sehingga dapat memperluas wilayah pemasaran. Sedangkan untuk strategi pengembangan beras siger di Desa Wira Agung Sari yaitu dengan melakukan strategi diversifikasi, yang berarti bahwa industri beras siger ini berada dalam posisi yang bagus akan tetapi masih menghadapi beberapa tantangan. Peningkatan strategi dapat dicapai dengan meningkatkan jumlah produksi yang diimbangi dengan memperluasnya jaringan pemasaran dan meningkatkan kualitas produk yang dihasilkan serta meningkatkan kerja sama dengan pemerintah untuk lebih meningkatkan jumlah produksi. 

Kata kunci: Beras siger, strategi pemasaran, Penawar Tama, Tulang Bawang, Togasari, ubikayu",['Q1'],conference,Seminar Nasional Hasil-Hasil Pengabdian Kepada Masyarakat Unila,"['Universitas Lampung', 'Badan Ketahanan Pangan Tulang Bawang']",paper,"[{'name': {'honourific': None, 'family': 'Subeki', 'lineage': None, 'given': 'Subeki'}, 'id': 'subeki1968@fp.unila.ac.id'}, {'id': 'tanto.utomo@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Utomo', 'honourific': None, 'given': 'tanto Pratondo'}}, {'name': {'given': 'Novita', 'lineage': None, 'honourific': None, 'family': 'Herdiana'}, 'id': 'novita.herdiana@fp.unila.ac.id'}, {'id': 'wisnu.satyajaya@fp.unila.ac.id', 'name': {'given': 'Wisnu', 'family': 'Satyajaya', 'honourific': None, 'lineage': None}}, {'id': 'erdi.suroso@fp.unila.ac.id', 'name': {'given': 'Erdi', 'family': 'Suroso', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Gusri', 'lineage': None, 'honourific': None, 'family': 'Akhyar'}, 'id': None}, {'id': None, 'name': {'given': 'Nurmansayah', 'family': 'Nurmansyah', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'family': 'Asih', 'honourific': None, 'lineage': None, 'given': 'Sri Lambang'}}]",submitted,,,,,,,,,,,Hotel Emersia Bandar Lampung,4 November 2017,,,,,,,,,['Skim Hi Link Kemenristekdikti'],,
81,disk0/00/00/57/26,2017-07-13 00:00:00.000000000,,conference_item,['FP19'],,"[{'eprintid': 5726, 'placement': 1, 'security': 'public', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'docid': 18672, 'main': 'Antibacterial Banana on E.coli.docx', 'files': [{'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 53725, 'filename': 'Antibacterial Banana on E.coli.docx', 'hash': '0254c36e761f1e22a0c2e1279fd3d1a2', 'mtime': '2017-11-16 07:41:51', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 759893, 'objectid': 18672, 'uri': 'http://repository.lppm.unila.ac.id/id/file/53725'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/18672'}]",pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/5726,306,2017-11-16 07:56:05,2017-11-16 07:56:05,5726,Antibacterial EffectivityTest of Banana Peel and Banana Bud Extract of Muli Banana (Musa acuminata) Against Growth of Echerichia coli,show,7,2017-11-16 07:56:05,archive,"Banana peel and banana bud is one part of banana plant can be used as an antibacterial because it can inhibit microbial activity. The aim of this study was to know the antibacterial potency of banana peel and banana budextract of Muli banana (Musa acuminata) on growth of Escherichia coli bacteria. The antibacterial activity was monitored by using agar diffusion method on Nutrient Agar medium with 24 hour incubation period. The diameter of the inhibitory area formed was measured using a caliper. The antibacterial activity test was done with descriptively qualitative. The results showed that banana peel and banana bud extract of Muli bananahad potential as antibacterial to Echerichia coli bacteria. Banana peel extractof Muli banana was able to inhibit the growth of E.coli bacteria with the diameter of inhibitory area 6.45 mm, and banana bud extract of Muli banana was able to inhibit the growth of E.coli bacteria with the diameter of inhibitory area 5.63 mm with medium antibacterial activity.

Keywords: 	Antibacterial, banana peel and banana bud, Musa acuminata, and Echerichia coli",['S1'],conference,International Conference on Applied Sciences Mathematics and Informatics (ICASMI) 2017,,paper,"[{'name': {'lineage': None, 'family': 'Suci', 'honourific': None, 'given': 'Nata'}, 'id': None}, {'id': 'dewikincai@yahoo.com', 'name': {'given': 'Dewi', 'lineage': None, 'family': 'Sartika', 'honourific': None}}, {'name': {'given': 'Novita', 'lineage': None, 'family': 'Herdiana', 'honourific': None}, 'id': 'novita.herdiana@fp.unila.ac.id'}]",published,,http://www.icasmi.fmipa.unila.ac.id,,,,1-9,,,,,Bandar Lampung,"Juli 13-15, 2017",[{'url': 'http://www.icasmi.fmipa.unila.ac.id'}],,,,,,,,,,
82,disk0/00/01/77/44,2017-02-26 00:00:00.000000000,,article,['FP19'],,"[{'eprintid': 17744, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': 'α_Glucosidase Inhibitor and Antioxidant Activity Assays of Guava Leaf.pdf', 'docid': 30862, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/149636', 'objectid': 30862, 'filesize': 1050432, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-01-29 06:49:52', 'hash': 'a26a15e1946f8fe641d9fbded777ad6c', 'filename': 'α_Glucosidase Inhibitor and Antioxidant Activity Assays of Guava Leaf.pdf', 'fileid': 149636, 'mime_type': 'application/pdf'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30862', 'rev_number': 1}]",pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/17744,871,2020-02-17 04:17:10,2020-02-17 04:17:10,17744,"α-GLUCOSIDASE INHIBITOR AND ANTIOXIDANT ACTIVITY ASSAYS OF GUAVA LEAF, CASHEW LEAF AND THE COMBINATIONS AS ANTIDIABETIC AGENT.",show,6,2020-02-17 04:17:10,archive,"The leaves of guava and cashew have widely used as antidiabetic. Mechanism of antidiabetic effect on guava and cashew leaf caused by inhibition of α-glucosidase. More over antioxidant activity of guava and cashew leaf are expected decreased risk of DM complications by stop oxidative stress process. This study aimed to analyze the activity of α-glucosidase inhibitor and antioxidant of guava and cashew leaves This study use in vitro model with spectrophotometric method to analyze sample with λ= 517 nm for antioxidant analyze and λ= 405 nm for activity of α-glucosidase inhibitor. The data were analyzed by Analysis of Variance (ANOVA) and Least Significant Difference (LSD) on the real level of 1% and 5% The result showed that guava leaf extract has the highest α-glucosidase inhibitor activity by 97,006 % inhibition with IC50 = 2,16 mg/ml and antioxidant activity by 97,992 % on scavenging DPPH. The combination of guava leaf extract and cashew leaf extract did not give some effect on antioxidant activity or αglucosidase inhibitor activity. The extract of guava and cashew leaves have α-glucosidase inhibitor activity and antioxidant activity. Combination of the extracts did not give some effect on antioxidant activity or α-glucosidase inhibitor activity.",['S1'],,,,,"[{'name': {'given': 'Asep', 'lineage': None, 'family': 'Sukohar', 'honourific': None}, 'id': 'asepsukohar@gmail.com'}, {'name': {'given': 'Samsu Udayana', 'honourific': None, 'family': 'Nurdin', 'lineage': None}, 'id': 'samsu.udayana@fp.unila.ac.id'}]",published,8.0,https://www.ijrap.net/,DOI: 10.7897/2277-4343.08145,2229-3566 ISSN (Print) 2277-4343,Int. J. Res. Ayurveda Pharm,86-90,Suppl,,,,,,,,,,,,,,,,
83,disk0/00/01/77/64,2017-02-02 00:00:00.000000000,,other,['FP19'],Int. J. Res. Ayurveda Pharm,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 17764, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30883', 'docid': 30883, 'main': 'a_Glucosidase_Inhibitor_and_Antioxidant_Activity_A.pdf', 'files': [{'objectid': 30883, 'uri': 'http://repository.lppm.unila.ac.id/id/file/149764', 'fileid': 149764, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-01-29 09:50:55', 'hash': '0ce33cb26f27b7a921283df1cc509dcd', 'filename': 'a_Glucosidase_Inhibitor_and_Antioxidant_Activity_A.pdf', 'datasetid': 'document', 'filesize': 2423999}]}]",pub,,public,http://repository.lppm.unila.ac.id/id/eprint/17764,871,2020-02-17 03:35:40,2020-02-17 03:35:40,17764,"Similarity: α-GLUCOSIDASE INHIBITOR AND ANTIOXIDANT ACTIVITY ASSAYS OF GUAVA LEAF, CASHEW LEAF AND THE COMBINATIONS AS ANTIDIABETIC AGENT",show,8,2020-02-17 03:35:40,archive,"The leaves of guava and cashew have widely used as antidiabetic. Mechanism of antidiabetic effect on guava and cashew leaf caused by inhibition of α-glucosidase. More over antioxidant activity of guava and cashew leaf are expected decreased risk of DM complications by stop oxidative stress process. This study aimed to analyze the activity of α-glucosidase inhibitor and antioxidant of guava and cashew leaves This study use in vitro model with spectrophotometric method to analyze sample with λ= 517 nm for antioxidant analyze and λ= 405 nm for activity of α-glucosidase inhibitor. The data were analyzed by Analysis of Variance (ANOVA) and Least Significant Difference (LSD) on the real level of 1% and 5% The result showed that guava leaf extract has the highest α-glucosidase inhibitor activity by 97,006 % inhibition with IC50 = 2,16 mg/ml and antioxidant activity by 97,992 % on scavenging DPPH. The combination of guava leaf extract and cashew leaf extract did not give some effect on antioxidant activity or αglucosidase inhibitor activity. The extract of guava and cashew leaves have α-glucosidase inhibitor activity and antioxidant activity. Combination of the extracts did not give some effect on antioxidant activity or α-glucosidase inhibitor activity.",['S1'],,,,,"[{'id': 'asepsukohar@gmail.com', 'name': {'given': 'Asep', 'family': 'Sukohar', 'honourific': None, 'lineage': None}}, {'id': 'samsu.udayana@fp.unila.ac.id', 'name': {'given': 'Samsu Udayana', 'lineage': None, 'family': 'Nurdin', 'honourific': None}}]",published,,https://www.ijrap.net/,10.7897/2277-4343.08145,,,,,,,,,,,,,,,,,,,,
84,disk0/00/01/87/76,1970-01-01 00:00:00.000002017,,article,['FP19'],University of Lampung,"[{'files': [{'objectid': 32102, 'uri': 'http://repository.lppm.unila.ac.id/id/file/158456', 'mime_type': 'application/pdf', 'fileid': 158456, 'filename': 'Jurnal No.3(1).pdf', 'hash': '7c462d56ac8e318ef0c6a39d27aab91d', 'hash_type': 'MD5', 'mtime': '2020-03-26 07:51:56', 'datasetid': 'document', 'filesize': 1487630}], 'main': 'Jurnal No.3(1).pdf', 'docid': 32102, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32102', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 18776, 'language': 'en', 'mime_type': 'application/pdf'}]",pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/18776,379,2020-03-26 07:51:56,2020-03-17 11:34:40,18776,"Financial Feasibility Study of Liquid Smoke Industry from Palm Oil Empty Fruit Bunch
in Mesuji Regency, Lampung Province",show,7,2020-03-17 11:34:40,archive,ARTIKEL DAN PENILAIAN SEJAWAT,['S1'],,,['Universitas Lampung'],,"[{'id': 'erdi.suroso@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Suroso', 'honourific': None, 'given': 'Erdi'}}]",published,2.0,,,2502-8588,INSIST,,1,,,,,,,,,,,,,,,,
85,disk0/00/01/87/80,1970-01-01 00:00:00.000002017,,conference_item,['FP19'],,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32106', 'format': 'text', 'pos': 1, 'files': [{'fileid': 158464, 'mime_type': 'application/pdf', 'mtime': '2020-03-26 07:55:27', 'hash_type': 'MD5', 'filename': 'Prosiding No.7(1).pdf', 'hash': 'a0cf697f4de0a88b179abe36b77e74c6', 'datasetid': 'document', 'filesize': 1760892, 'objectid': 32106, 'uri': 'http://repository.lppm.unila.ac.id/id/file/158464'}], 'main': 'Prosiding No.7(1).pdf', 'docid': 32106, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 18780}]",pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/18780,379,2020-03-26 07:55:27,2020-03-17 11:36:45,18780,"Optimalisasi Bahan Baku dan Kapasitas Kerja Alat Granulator pada
Proses Pembuatan Gula Semut Aren",show,8,2020-03-17 11:36:45,archive,ARTIKEL DAN PENILAIAN SEJAWAT,['S1'],conference,Seminar Nasional Pengembangan Teknologi Pertanian Politeknik Negeri Lampung,['Universitas Lampung'],paper,"[{'name': {'given': 'Erdi', 'lineage': None, 'family': 'Suroso', 'honourific': None}, 'id': 'erdi.suroso@fp.unila.ac.id'}]",published,,,,,,,,,,,Bandar Lampung,7 September 2017,,,,,,,,,,,
86,disk0/00/01/88/85,1970-01-01 00:00:00.000002017,,article,['FP19'],University of Lampung,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/32109', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/158480', 'objectid': 32109, 'filename': '(3) Financial_Feasibility_Study_of_Liquid_Smoke_Indust.pdf', 'hash': '71e98670dd377ad51b9f0bcced4de0aa', 'mtime': '2020-03-26 08:04:20', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 158480, 'filesize': 1285945, 'datasetid': 'document'}], 'main': '(3) Financial_Feasibility_Study_of_Liquid_Smoke_Indust.pdf', 'docid': 32109, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 18885}]",pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/18885,379,2020-03-26 08:13:06,2020-03-26 08:13:06,18885,"Financial Feasibility Study of Liquid
Smoke Industry from Palm Oil Empty Fruit
Bunch in Mesuji Regency, Lampung
Province",show,6,2020-03-26 08:13:06,archive,Similarity Check,['S1'],,,['UNIVERSITAS LAMPUNG'],,"[{'name': {'given': 'Erdi', 'family': 'Suroso', 'honourific': None, 'lineage': None}, 'id': 'erdi.suroso@fp.unila.ac.id'}, {'id': 'wisnu.satyajaya@fp.unila.ac.id', 'name': {'given': 'Wisnu', 'lineage': None, 'family': 'Satyajaya', 'honourific': None}}, {'id': 'tanto.utomo@fp.unila.ac.id', 'name': {'given': 'tanto Pratondo', 'family': 'Utomo', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Laila', 'lineage': None, 'family': 'Julianti', 'honourific': None}, 'id': None}]",published,2.0,,,2502-8588,INSIST,,1,,,,,,,,,,,,,,,,
87,disk0/00/00/46/05,2017-09-01 00:00:00.000000000,,conference_item,['FP19'],,"[{'files': [{'filesize': 398688, 'datasetid': 'document', 'mtime': '2017-11-04 02:01:05', 'hash_type': 'MD5', 'filename': '35. Susilawati.pdf', 'hash': 'af48bdb8e36b78cbc911a58ab0232450', 'fileid': 45265, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/45265', 'objectid': 17511}], 'main': '35. Susilawati.pdf', 'docid': 17511, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17511', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 4605, 'mime_type': 'application/pdf', 'language': 'en'}]",pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/4605,376,2018-05-14 07:11:36,2017-11-13 05:01:49,4605,"PRODUKSI ES KRIM SUSU KAMBING DENGAN MODIFIKASI TEPUN
SUWEG(Amorphophallus campanulatusB) sebagai PENSTABIL terhadap
FISIK, KIMIA dan ORGANOLEPTIK ES KRIM",show,14,2017-11-13 05:02:02,archive,"ABSTRAK
	
Produksi es krim dari susu kambing segar dengan menggunakan umbi suweg sebagai stabilizer bertujuan untuk mencari formulasi terbaik dalam menggantikan stabilizer gelatin dari hewani. Selain itu juga bertujaun untuk mengoptimalkan pemanfaatan susu kambing segar, baik dari segi gizi, dan juga difersifikasi produk yang bermutu. Tujuan khusus penelitian adalah membuat es krim susu kambing dengan menggunakan tepung umbi suweg, mengkaji aktifitas penstabil kandungan glukomanan yang terdapat pada umbi suweg, sehingga menghasilkan es krim susu kambing dengan sifat kimia dan organoleptik, serta kriteria es krim sesuai dengan SNI 01-3725-1995. Percobaan dilakukan dengan Rancangan Kelompok Acak Lengkap 3 kali ulangan dengan faktor tunggal yang terdiri dari 6 taraf yaitu jumlah penambahan tepung umbi suweg yakni 0%, 1%, 2%, 3%, 4%, dan 5% dari satu satuan percobaan (1000 ml). Sebagai pembanding digunakan gelatin 1%. Data yang diperoleh diuji kesamaan ragamnya dengan uji bartlet, dan kemenambahan data dengan uji Tuckey. Data dianalisis dengan sidik ragam (Anova) untuk mendapatkan penduga ragam galat. Analisis data dilanjutkan dengan uji Beda Nyata Jujur (BNJ) pada taraf 5%. Perlakuan konsentrasi tepung umbi suweg 5% sebagai penstabil pada es krim susu kambing menghasilkan karakteristik es krim yang memiliki nilai gizi protein, lemak, dan karbohidrat yang telah memenuhi syarat SNI NO 01-3713-1995. Hasil uji kecepatan leleh es krim pada konsentrasi tepung umbi suweg 5% memiliki kecepatan leleh selama 30 menit/50g.  Hal ini menandakan bahwa mekanisme glukomanan pada tepung umbi suweg mampu mempertahankan daya leleh es krim pada suhu ruang. Konsentrasi tepung umbi suweg 5% dan 1% tidak memberikan kenaikan overrun dan perbedaan nyata pada stabilitas emulsi dan kecepatan leleh
	
	Kata Kunci: Tepung umbi suweg, susu kambing, stabilizer, es krim",['S1'],conference,LOKAKARYA DAN SEMINA FORUM KOMUNIKASI PERGUR TEKNOLOGI PERTANIAN IN (FKPT –TPI) 2017,['Prosiding Seminar Nasional 2017 FKPT-TPI'],paper,"[{'id': 'susilawati.1961@fp.unila.ac.id', 'name': {'family': 'Susilawati', 'honourific': None, 'lineage': None, 'given': 'Susilawati'}}, {'name': {'family': 'Dewi Sartika', 'honourific': None, 'lineage': None, 'given': 'Dewi'}, 'id': 'dewikincai.unila@gmail.com'}]",published,,,,,,337-345,,,,,Fakultas Teknologi dan Industri Pertan Universitas Halu Oleo,21-23 Seprtember,,,,,,,,,,,
