,date_type,eprintid,metadata_visibility,volume,rev_number,title,official_url,abstract,subjects,status_changed,eprint_status,dir,date,creators,publication,divisions,type,refereed,full_text_status,uri,documents,publisher,ispublished,number,pagerange,datestamp,userid,lastmod,issn,event_location,event_title,event_dates,event_type,pres_type,corp_creators,related_url
22,published,6720,show,,6,Identifikasi Karakteristik Hazard Rate Distribusi Gamma Dengan Menggunakan Teorema Glaser,,"Waktu kelangsungan hidup adalah data yang mengukur waktu untuk kejadian tertentu. Distribusi dari waktu kelangsungan hidup biasanya digambarkan atau digolongkan oleh tiga fungsi yaitu : fungsi kelangsungan hidup(Survival Function), fungsi kepekatan peluang (fkp) dan fungsi Hazard. Laju kegagalan (hazard rate) mempunyai bentuk-bentuk kurva yang telah diketahui, yaitu Increasing (I), Decreasing (D), Bathtub (∪),Upside-down Bathtub (∩) dan konstan. Dengan demikian tujuan dari penelitian ini adalah mengkaji karakteristik laju kegagalan (hazard rate) pada distribusi Gamma dengan menggunakan Teorema Glaser. Hasil dari penelitian ini menunjukkan bahwa pola atau bentuk laju hazard dapat diduga oleh ߟ′(ݐ) = 0 dan tanda dari koefisien-koefisiennya dan karakteristik hazard rate distribusi gamma adalah konstan, Increasing, dan Decreasing.",['QA'],2018-04-25 08:05:56,archive,disk0/00/00/67/20,2013-12-10 00:00:00.000000000,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Puspita', 'given': 'Selvi Nila'}, 'id': None}, {'id': 'klppm@kpa.unila.ac.id', 'name': {'given': 'Warsono', 'lineage': None, 'honourific': None, 'family': 'Warsono'}}, {'id': 'widiarti08@gmail.com', 'name': {'family': 'Widiarti', 'honourific': None, 'lineage': None, 'given': 'Widiarti'}}]",Identifikasi Karakteristik Hazard Rate Distribusi Gamma Dengan Menggunakan Teorema Glaser,['FMIPA9'],article,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6720,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19689', 'format': 'text', 'pos': 1, 'files': [{'filesize': 209297, 'datasetid': 'document', 'filename': 'Prosiding BKS BTN B 2013 Selvi Nila P_Warsono_Widiarti.pdf', 'hash': '52bcec2b91c5fa371b0fd47ec56dc5a9', 'hash_type': 'MD5', 'mtime': '2018-04-16 08:07:34', 'mime_type': 'application/pdf', 'fileid': 61773, 'uri': 'http://repository.lppm.unila.ac.id/id/file/61773', 'objectid': 19689}], 'docid': 19689, 'main': 'Prosiding BKS BTN B 2013 Selvi Nila P_Warsono_Widiarti.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 6720}]","Fakultas Matematika dan Ilmu Pengetahuan Alam, Universitas Lampung",pub,,1-4,2018-04-25 08:05:56,516,2018-04-25 08:05:56,,,,,,,,
23,published,6711,show,,6,Ketakbiasan Dalam Model Analisis Faktor Konfirmatori (CFA) Pada Metode Pendugaan Kuadrat Terkecil Terboboti (Weighted Least Square) Untuk Data Ordinal,,"Dalam penelitian bidang ilmu sosial sering kali peneliti dihadapkan pada suatu permasalahan yang
melibatkan data peubah ganda, terutama melibatkan faktor yang tidak dapat diukur secara langsung
(unobservable factor) atau disebut dengan peubah laten. Karena itu digunakan Analisis Faktor Konfirmatori
untuk mengkonfirmasikan model yang dihipotesiskan. Kadang kala dalam penelitian ketakbiasan diabaikan,
padahal ketakbiasan merupakan hal terpenting. Untuk itu dilakukan pendugaan dengan metode pendugaan
Kuadrat Terkecil Terboboti atau Weighted Least Square (WLS). Penelitian ini bertujuan untuk melihat
ketakbiasan pada sampel berukuran 150, 200, 250 dan 300 menggunakan metode WLS dan sebagai ukuran
pembanding menggunakan indeks kecocokan model dalam CFA pada data ordinal dan membuktikan dalil
limit pusat yang mengatakan ukuran sampel semakin besar maka akan semakin normal pada data ordinal. Kelebihan WLS adalah tidak bergantung pada asumsi normalitas data dan memiliki sifat tak bias juga statistik cukup. Dari hasil penelitian ini dapat disimpulkan bahwa pendugaan parameter dengan metode WLS sesuai dengan dalil limit pusat, pola nilai pada setiap uji kecocokan model pada analisis faktor konfirmatori yang diperoleh semakin menghasilkan nilai terbaik ketika ukuran sampel semakin besar, dan pada sampel 300 memiliki bias yang lebih kecil dari pada sampel ukuran 150, 200, dan 250.",['QA'],2018-04-25 08:10:00,archive,disk0/00/00/67/11,2013-05-10 00:00:00.000000000,"[{'id': None, 'name': {'honourific': None, 'family': 'Rizky', 'lineage': None, 'given': 'Rachmah Cahaya'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Setiawan', 'given': 'Eri'}, 'id': None}, {'id': 'Nusyirwan@fmipa.unila.ac.id', 'name': {'given': 'Nusyirwan', 'lineage': None, 'honourific': None, 'family': 'Nusyirwan'}}]",Ketakbiasan Dalam Model Analisis Faktor Konfirmatori (CFA) Pada Metode Pendugaan Kuadrat Terkecil Terboboti (Weighted Least Square) Untuk Data Ordinal,['FMIPA9'],article,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6711,"[{'eprintid': 6711, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 19680, 'main': 'Prosiding BKS PTN B 2013_Rachmah cahaya rizky_Eri S_Nusyirwan.pdf', 'files': [{'filesize': 585536, 'datasetid': 'document', 'hash': '735f67270d9a5e5a8fa48f97890d8491', 'filename': 'Prosiding BKS PTN B 2013_Rachmah cahaya rizky_Eri S_Nusyirwan.pdf', 'mtime': '2018-04-16 05:57:27', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 61718, 'uri': 'http://repository.lppm.unila.ac.id/id/file/61718', 'objectid': 19680}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19680', 'rev_number': 1}]","Fakultas Matematika dan Ilmu Pengetahuan Alam, Universitas Lampung",pub,,1-6,2018-04-25 08:10:00,713,2018-04-25 08:10:00,,,,,,,,
24,published,6801,show,1.0,6,Ketakbiasan Dalam Model Analisis Faktor Konfirmatori (CFA) Pada Metode Pendugaan Kuadrat Terkecil Terboboti (Weighted Least Square) Untuk Data Ordinal,http://fmipa.unila.ac.id/,"Dalam penelitian bidang ilmu sosial sering kali peneliti dihadapkan pada suatu permasalahan yang melibatkan data peubah ganda, terutama melibatkan faktor yang tidak dapat diukur secara langsung (unobservable factor) atau disebut dengan peubah laten. Karena itu digunakan Analisis Faktor Konfirmatori untuk mengkonfirmasikan model yang dihipotesiskan. Kadang kala dalam penelitian ketakbiasan diabaikan, padahal ketakbiasan merupakan hal terpenting. Untuk itu dilakukan pendugaan dengan metode pendugaan Kuadrat Terkecil Terboboti atau Weighted Least Square (WLS). Penelitian ini bertujuan untuk melihat ketakbiasan pada sampel berukuran 150, 200, 250 dan 300 menggunakan metode WLS dan sebagai ukuran pembanding menggunakan indeks kecocokan model dalam CFA pada data ordinal dan membuktikan dalil limit pusat yang mengatakan ukuran sampel semakin besar maka akan semakin normal pada data ordinal. Kelebihan WLS adalah tidak bergantung pada asumsi normalitas data dan memiliki sifat tak bias juga statistik cukup. Dari hasil penelitian ini dapat disimpulkan bahwa pendugaan parameter dengan metode WLS sesuai dengan dalil limit pusat, pola nilai pada setiap uji kecocokan model pada analisis faktor konfirmatori yang diperoleh semakin menghasilkan nilai terbaik ketika ukuran sampel semakin besar, dan pada sampel 300 memiliki bias yang lebih kecil dari pada sampel ukuran 150, 200, dan 250.",['QA'],2018-04-25 04:33:47,archive,disk0/00/00/68/01,2013-05-10 00:00:00.000000000,"[{'id': None, 'name': {'lineage': None, 'family': 'Rizky', 'honourific': None, 'given': 'Rachmah Cahaya'}}, {'id': None, 'name': {'given': 'Eri', 'lineage': None, 'honourific': None, 'family': 'Setiawan'}}, {'id': 'Nusyirwan@fmipa.unila.ac.id', 'name': {'given': 'Nusyirwan', 'lineage': None, 'family': 'Nusyirwan', 'honourific': None}}]",Prosiding Seminar dan Rapat Tahunan BKS PTN Barat 2013,['FMIPA9'],article,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6801,"[{'security': 'public', 'placement': 1, 'eprintid': 6801, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'hash_type': 'MD5', 'mtime': '2018-04-24 06:22:34', 'filename': 'Prosiding BKS PTN B 2013_Rachmah cahaya rizky_Eri S_Nusyirwan.pdf', 'hash': '735f67270d9a5e5a8fa48f97890d8491', 'fileid': 62268, 'mime_type': 'application/pdf', 'filesize': 585536, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/62268', 'objectid': 19773}], 'main': 'Prosiding BKS PTN B 2013_Rachmah cahaya rizky_Eri S_Nusyirwan.pdf', 'docid': 19773, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19773', 'rev_number': 1, 'format': 'text', 'pos': 1}]",FMIPA Universitas Lampung,pub,1.0,1-6,2018-04-25 04:33:47,433,2018-04-25 04:33:47,,,,,,,,
25,published,6830,show,1.0,6,Teorema Jacobson Density,,"Misalkan R adalah ring (tidak harus komutatif) dan A adalah R-modul. R-modul A dikatakan sederhana jika modul tersebut hanya memiliki submodul {0} dan A. Dengan demikian, R-modul A siklik, indecomposable, dan memiliki length tepat 1. Salah satu Teorema terkait dengan modul sederhana adalah Teorema Jacobson Density dimana misalkan R ring primitif dan R-modul A sederhana. Jika A adalah ruang vektor atas ring divisi D=Hom R (A,A), maka R isomorfis pada suatu dense endomorfisma D-ruang vektor A.",['QA'],2018-04-25 06:35:36,archive,disk0/00/00/68/30,2013-05-10 00:00:00.000000000,"[{'id': None, 'name': {'given': 'Budi', 'lineage': None, 'family': 'Santoso', 'honourific': None}}, {'name': {'honourific': None, 'family': 'Fitriani', 'lineage': None, 'given': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}, {'name': {'given': 'Ahmad', 'honourific': None, 'family': 'Faisol', 'lineage': None}, 'id': 'faisol_mathunila@yahoo.co.id'}]",Prosiding Seminar dan Rapat Tahunan BKS PTN Barat 2013,['FMIPA9'],article,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6830,"[{'placement': 1, 'security': 'public', 'eprintid': 6830, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2018-04-25 05:00:28', 'hash': 'bdbeeb683f3a4d73f7b4378da9f35926', 'filename': 'Prosiding BKS PTN B 2013 Budi Santoso.pdf', 'fileid': 62549, 'mime_type': 'application/pdf', 'filesize': 187728, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/62549', 'objectid': 19803}], 'main': 'Prosiding BKS PTN B 2013 Budi Santoso.pdf', 'docid': 19803, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19803', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",FMIPA Unila,pub,1.0,1-8,2018-04-25 06:35:36,263,2018-04-25 06:35:36,,,,,,,,
26,published,6802,show,1.0,6,Ketakbiasan Dalam Model CFA (Confirmatory Factor Analysis) Pada Metode Estimasi DWLS (Diagonally Weighted Least Squares) Untuk Data Ordinal,http://fmipa.unila.ac.id/,"Dalam penelitian sosial seringkali dijumpai masalah hubungan kausal apalagi peubah hubungan tersebut bersifat unobservable factor dan dilakukan dengan analisis faktor konfirmatori (CFA). Bagi pengguna kadangkala ketakbiasan sering diabaikan, padahal hal ini adalah hal yang terpenting dalam penelitian untuk itu dilakukan penelitian metode pendugaan kuadrat terkecil terboboti diagonal (DWLS) dengan kelebihannya metode ini tidak bergantung pada distribusi data dan mempunyai sifat penduga yang tak bias dan statistik lengkap. Penelitian ini digunakan untuk mengkaji dan mengetahui ketakbiasan metode kuadrat terkecil terboboti diagonal (Diagonally Weighted Least Squares, DWLS) pada ukuran sampel 150, 200, 250, dan 300 dalam model CFA untuk data ordinal dan membuktikan kebenaran dalil limit pusat. Berdasarkan hasil penelitian diperoleh bahwa dalil limit pusat pada metode ini terbukti, jika n cukup besar maka data akan menyebar normal (μ,σ^2) dan dari penelitian ini didapat nilai bias dan keragaman dugaan parameter yang relatif kecil dari metode, ini menunjukkan kekonsistenan metode. Semakin besar ukuran sampel, maka estimasi yang dihasilkan semakin baik dan konsisten.",['QA'],2018-04-25 04:33:25,archive,disk0/00/00/68/02,2013-05-10 00:00:00.000000000,"[{'id': 'dava_cheers@yahoo.co.id', 'name': {'given': 'Indah Permata', 'lineage': None, 'honourific': None, 'family': 'Sari'}}, {'id': None, 'name': {'honourific': None, 'family': 'Setiawan', 'lineage': None, 'given': 'Eri'}}, {'name': {'given': 'Nusyirwan', 'honourific': None, 'family': 'Nusyirwan', 'lineage': None}, 'id': 'Nusyirwan@fmipa.unila.ac.id'}]",Prosiding Seminar dan Rapat Tahunan BKS PTN Barat 2013,['FMIPA9'],article,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6802,"[{'eprintid': 6802, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Prosiding BKS PTN B Indah Permata Sari_Eri S_Nusyirwan.pdf', 'docid': 19774, 'files': [{'fileid': 62274, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2018-04-24 06:27:11', 'hash': 'a28f1f5f113379899b2fdbbf60add1f5', 'filename': 'Prosiding BKS PTN B Indah Permata Sari_Eri S_Nusyirwan.pdf', 'datasetid': 'document', 'filesize': 795007, 'objectid': 19774, 'uri': 'http://repository.lppm.unila.ac.id/id/file/62274'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19774', 'rev_number': 1}]",FMIPA Universitas Lampung,pub,1.0,1-8,2018-04-25 04:33:25,433,2018-04-25 04:33:25,,,,,,,,
27,published,6712,show,,6,Ketakbiasan Dalam Model CFA (Confirmatory Factor Analysis) Pada Metode Estimasi DWLS (Diagonally Weighted Least Squares) Untuk Data Ordinal,,"Dalam penelitian sosial seringkali dijumpai masalah hubungan kausal apalagi peubah hubungan tersebut bersifat nobservable factor dan dilakukan dengan analisis faktor konfirmatori (CFA). Bagi pengguna kadangkala ketakbiasan sering diabaikan, padahal hal ini adalah hal yang terpenting dalam penelitian untuk itu dilakukan penelitian metode pendugaan kuadrat terkecil terboboti diagonal (DWLS) dengan kelebihannya metode ini tidak bergantung pada distribusi data dan mempunyai sifat penduga yang tak bias dan statistik lengkap. Penelitian ini digunakan untuk mengkaji dan mengetahui ketakbiasan metode kuadrat terkecil terboboti diagonal (Diagonally Weighted Least Squares, DWLS) pada ukuran sampel 150, 200, 250, dan 300 dalam model CFA untuk data ordinal dan membuktikan kebenaran dalil limit pusat. Berdasarkan hasil penelitian diperoleh bahwa dalil limit pusat pada metode ini terbukti, jika n cukup besar maka data akan menyebar normal (μ,σ2) dan dari penelitian ini didapat nilai bias dan keragaman dugaan parameter yang relatif kecil dari metode, ini menunjukkan kekonsistenan metode.
Semakin besar ukuran sampel, maka estimasi yang dihasilkan semakin baik dan konsisten.",['QA'],2018-04-25 08:09:49,archive,disk0/00/00/67/12,2013-05-10 00:00:00.000000000,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Sari', 'given': 'Indah permata'}, 'id': None}, {'id': None, 'name': {'family': 'Setiawan', 'honourific': None, 'lineage': None, 'given': 'Eri'}}, {'name': {'given': 'Nusyirwan', 'lineage': None, 'family': 'Nusyirwan', 'honourific': None}, 'id': 'Nusyirwan@fmipa.unila.ac.id'}]",Ketakbiasan Dalam Model CFA (Confirmatory Factor Analysis) Pada Metode Estimasi DWLS (Diagonally Weighted Least Squares) Untuk Data Ordinal,['FMIPA9'],article,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6712,"[{'docid': 19681, 'main': 'Prosiding BKS PTN B Indah Permata Sari_Eri S_Nusyirwan.pdf', 'files': [{'filesize': 795007, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2018-04-16 06:02:54', 'filename': 'Prosiding BKS PTN B Indah Permata Sari_Eri S_Nusyirwan.pdf', 'hash': 'a28f1f5f113379899b2fdbbf60add1f5', 'fileid': 61724, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/61724', 'objectid': 19681}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19681', 'eprintid': 6712, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]","Fakultas Matematika dan Ilmu Pengetahuan Alam, Universitas Lampung",pub,,1-8,2018-04-25 08:09:49,713,2018-04-25 08:09:49,,,,,,,,
28,published,6729,show,1.0,6,Hubungan Kekongruenan Dalam Geometri Terhingga,,"Aksioma – aksioma terkait untuk geometri insidensi Euclid berdimensi n dapat dipenuhi dengan model – model berhingga, yaitu model – model yang memuat hanya sejumlah hingga titik, garis, bidang dll. Model – model ini adalah ruang vektor linier berdimensi n atas Lapangan hingga GFq dengan q = p^h.
Masalahnya adalah aksioma – aksioma urutan dan aksioma – aksioma kekongruenan dapat dipenuhi dalam geometri berhingga. Untuk kasus h ≠ 1, penggantian aksioma 3 dalam paper ini memberikan hasil yang lebih baik dibandingkan dengan hasil sebelumnya.",['QA'],2018-04-25 08:03:42,archive,disk0/00/00/67/29,2013-05-10 00:00:00.000000000,"[{'id': None, 'name': {'family': 'Sari', 'honourific': None, 'lineage': None, 'given': 'Lina Ardila'}}, {'id': 'suharsono.1962@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Suharsono', 'given': 'Suharsono'}}, {'name': {'given': 'Muslim', 'honourific': None, 'family': 'Ansori', 'lineage': None}, 'id': 'ansomath@yahoo.com'}]",Hubungan Kekongruenan Dalam Geometri Terhingga,['FMIPA9'],article,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6729,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19698', 'rev_number': 1, 'docid': 19698, 'main': 'Prosiding BKS PTN B 2013 Lina Ardila Sari_Suharsono_Muslim A.pdf', 'files': [{'objectid': 19698, 'uri': 'http://repository.lppm.unila.ac.id/id/file/61823', 'datasetid': 'document', 'filesize': 133085, 'mime_type': 'application/pdf', 'fileid': 61823, 'hash': 'dfdf1082e817e4278df1f66886c46bd8', 'filename': 'Prosiding BKS PTN B 2013 Lina Ardila Sari_Suharsono_Muslim A.pdf', 'hash_type': 'MD5', 'mtime': '2018-04-17 07:00:23'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 6729, 'placement': 1, 'security': 'public'}]",Prosiding Seminar dan Rapat Tahunan BKS PTN Barat 2013,pub,1.0,1-5,2018-04-25 08:03:42,1012,2018-04-25 08:03:42,,,,,,,,
29,published,6771,show,1.0,6,Keterhubungan Suatu Graf Dipandang Dari Teorema Whitney dan Teorema Menger,http://fmipa.unila.ac.id/,"Connectivity dalam graf terbagi menjadi 2, yaitu vertex-connectivity dan edge-connectivity. Penelitian ini bertujuan untuk membahas Teorema Whitney pada graf 2-connected dan Teorema Menger pada connectivity. Dari hasil penelitian ini didapat bahwa graf 2-connected minimal mempunyai tiga vertex dengan satu pasang internally disjoint path, sedangkan dalam teorema Menger yang akan didiskusikan kesetaraan
jumlah maksimum dari pasangan internally disjoint path dengan jumlah minimum vertex connectivity dalam suatu graf k-connected.",['QA'],2018-04-25 07:52:07,archive,disk0/00/00/67/71,2013-05-10 00:00:00.000000000,"[{'id': 'devi_vio9@yahoo.com', 'name': {'lineage': None, 'family': 'Siahaan', 'honourific': None, 'given': 'Devi Octaria'}}, {'name': {'given': 'Wamiliana', 'honourific': None, 'family': 'Wamiliana', 'lineage': None}, 'id': 'wamiliana@gmail.com'}, {'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'lineage': None, 'family': 'Fitriani', 'honourific': None, 'given': 'Fitriani'}}]",Prosiding Seminar dan Rapat Tahunan BKS PTN Barat 2013,['FMIPA9'],article,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6771,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19738', 'docid': 19738, 'main': 'Prosiding BKS PTN B 2013 Devi Octaria_Wamiliana_Fitriani.pdf', 'files': [{'objectid': 19738, 'uri': 'http://repository.lppm.unila.ac.id/id/file/62066', 'datasetid': 'document', 'filesize': 357931, 'mime_type': 'application/pdf', 'fileid': 62066, 'filename': 'Prosiding BKS PTN B 2013 Devi Octaria_Wamiliana_Fitriani.pdf', 'hash': '611490f11aad0936dd3e598e9bbc8dd4', 'mtime': '2018-04-20 03:21:26', 'hash_type': 'MD5'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 6771, 'security': 'public', 'placement': 1}]",FMIPA Universitas Lampung,pub,1.0,1-7,2018-04-25 07:52:07,791,2018-04-25 07:52:07,,,,,,,,
30,published,6832,show,1.0,6,Keterhubungan Suatu Graf Dipandang dari Teorema Whitney dan Teorema Menger,,"Connectivity dalam graf terbagi menjadi 2, yaitu vertex-connectivity dan edge-connectivity. Penelitian ini bertujuan untuk membahas Teorema Whitney pada graf 2-connected dan Teorema Menger pada connectivity. Dari hasil penelitian ini didapat bahwa graf 2-connected minimal mempunyai tiga vertex dengan satu pasang internally disjoint path, sedangkan dalam teorema Menger yang akan didiskusikan kesetaraan jumlah maksimum dari pasangan internally disjoint path dengan jumlah minimum vertex connectivity dalam suatu graf k-connected.",['QA'],2018-04-25 06:33:40,archive,disk0/00/00/68/32,2013-05-10 00:00:00.000000000,"[{'name': {'given': 'Devi Octaria', 'honourific': None, 'family': 'Siahaan', 'lineage': None}, 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Wamiliana', 'given': 'Wamiliana'}, 'id': 'wamiliana@gmail.com'}, {'name': {'given': 'Fitriani', 'lineage': None, 'family': 'Fitriani', 'honourific': None}, 'id': 'fitriani_mathunila@yahoo.co.id'}]",Prosiding Seminar dan Rapat Tahunan BKS PTN Barat 2013,['FMIPA9'],article,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6832,"[{'files': [{'objectid': 19805, 'uri': 'http://repository.lppm.unila.ac.id/id/file/62558', 'mime_type': 'application/pdf', 'fileid': 62558, 'filename': 'Prosiding BKS PTN B 2013 Devi Octaria_Wamiliana_Fitriani.pdf', 'hash': '611490f11aad0936dd3e598e9bbc8dd4', 'mtime': '2018-04-25 05:10:35', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 357931}], 'docid': 19805, 'main': 'Prosiding BKS PTN B 2013 Devi Octaria_Wamiliana_Fitriani.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19805', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 6832, 'language': 'en', 'mime_type': 'application/pdf'}]",FMIPA Unila,pub,1.0,1-7,2018-04-25 06:33:40,263,2018-04-25 06:33:40,,,,,,,,
31,published,3475,show,,8,"Karakteristik Pendugaan Emperical Best Linear Unbiased
Prediction (EBLUP) Pada Pendugaan Area Kecil",,"Pendugaan langsung pada parameter area kecil yang heterogen akan menghasilkan pendugaan yang tidak
bias namun keragamannya sangat besar sehingga mengakibatkan pendugaan ini kurang valid. Untuk mengatasi
masalah ini, Pendugaan pada area kecil dapat diduga dengan menggunakan pendugaan tidak langsung. Tujuannya
adalah untuk menekan keragaman yang besar pada area kecil. Pendugaan tidak langsung pada area kecil
memanfaatkan informasi dari area sekitarnya yang berhubungan dengan parameter yang menjadi perhatian. Ada
beberapa metode pada pendugaan tidak langsung yaitu Empirical Bayes (EB), Empirical Best Linear Unbiased
Prediction (EBLUP), dan Hierarchical Bayes (HB). Penelitian ini dilakukan pada data kontinu dengan metode
EBLUP yang mengaplikasikan metode GLS sebagai metode penduga parameternya. Kajian secara teori menunjukkan
bahwa penduga parameter yang dihasilkan oleh metode GLS merupakan penduga tak bias dengan varians minimum.
Hasil yang sama juga diperoleh secara empiris melalui simulasi dengan software R.2.10.1.

Kata Kunci: Pendugaan Area Kecil, EBLUP, Tak-bias, Varians minimum",['QA'],2017-06-12 02:03:29,archive,disk0/00/00/34/75,2013-05-12 00:00:00.000000000,"[{'name': {'given': 'M. Adi', 'honourific': None, 'family': 'Sidauruk', 'lineage': None}}, {'name': {'given': 'Dian', 'lineage': None, 'family': 'Kurniasari', 'honourific': None}}, {'name': {'given': 'Widiarti', 'honourific': None, 'family': 'Widiarti', 'lineage': None}}]",,['FMIPA9'],conference_item,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/3475,"[{'eprintid': 3475, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Prosiding BKS PTN B 2013 Matheus Adi Sidauruk_Dian Kurniasari_Widiarti.pdf', 'docid': 3346, 'files': [{'objectid': 3346, 'uri': 'http://repository.lppm.unila.ac.id/id/file/24091', 'datasetid': 'document', 'filesize': 2593377, 'fileid': 24091, 'mime_type': 'application/pdf', 'mtime': '2017-06-06 08:54:34', 'hash_type': 'MD5', 'hash': '8bb4bd1027943bba3e8da6fe85648e1a', 'filename': 'Prosiding BKS PTN B 2013 Matheus Adi Sidauruk_Dian Kurniasari_Widiarti.pdf'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/3346', 'rev_number': 1}]",,pub,,339-343,2017-06-12 02:03:29,752,2017-06-12 02:03:29,,"Universitas Lampung, Bandar Lampung",SEMINAR DAN RAPAT TAHUNAN (SEMIRATA) BIDANG ILMU MIPA 2013 BKS PTN BARAT,10-12 Mei 2015,conference,paper,,
