,eprintid,rev_number,metadata_visibility,title,subjects,abstract,eprint_status,status_changed,dir,date,creators,divisions,type,uri,full_text_status,ispublished,publisher,documents,datestamp,lastmod,userid,number,corp_creators,id_number,official_url,date_type,refereed,pagerange,publication,issn,funders,volume,referencetext,related_url,patent_applicant,pages,isbn,event_location,event_title,event_type,event_dates,contributors,pres_type,succeeds,place_of_pub
47,42029,14,show,"THE COMPARISON OF THE EFFICIENCY OF THE METHODS OF
PARAMETERS ESTIMATION FOR GENERALIZED BETA OF THE 
SECOND KIND (GB2) DISTRIBUTION",['Q1'],"The generalize distribution from a classical distribution is performed by adding more parameters to the 
distribution that makes the distribution more flexible in analyzing empirical data and able to adjust the shape of empirical
data. The generalization of this distribution produces a Beta Generalized of the first kind distribution or a GB2 distribution
with three and four parameters. This paper will discuss the GB2 distribution with four parameters namely α, p and q as
shape parameters while parameter b is the scale parameter. In statistical inference, especially parameter estimation, is
needed in analyzing empirical data with this distribution. Obviously the estimation results obtained are expected to be a
sound estimator, namely to meet the criteria of unbiasedness and minimum variance. The estimation results of the GB2
distribution parameters through simulations using the methods of moment, the Maximum Likelihood Estimation, and the
Probability Weighted Moment. Based on the results from the simulation of the three estimation methods that the estimation
of parameters by using the Maximum Likelihood Estimation is better than the method of Probability Weighted Moment
and the method of moment where in a larger sample size gives a smaller bias and MSE value.

Keywords: generalized beta 2 distribution; method of moment; maximum likelihood estimation; method of probability weighted
moment.",archive,2022-06-02 02:13:41,disk0/00/04/20/29,2022-02-20 00:00:00.000000000,"[{'id': 'dian.kurniasari@fmipa.unila.ac.id', 'name': {'family': 'Kurniasari', 'honourific': None, 'lineage': None, 'given': 'Dian'}}, {'name': {'lineage': None, 'family': 'Warsono', 'honourific': None, 'given': 'Warsono'}, 'id': 'klppm@kpa.unila.ac.id'}, {'id': 'widiarti08@gmail.com', 'name': {'family': 'Widiarti', 'honourific': None, 'lineage': None, 'given': 'Widiarti'}}, {'name': {'honourific': None, 'family': 'Nabila', 'lineage': None, 'given': 'SU'}, 'id': '-'}, {'name': {'given': 'N', 'lineage': None, 'family': 'indryani', 'honourific': None}, 'id': None}, {'name': {'honourific': None, 'family': 'Usman', 'lineage': None, 'given': 'Mustofa'}, 'id': 'usman_alfha@yahoo.com'}, {'name': {'given': 'Sutopo', 'lineage': None, 'honourific': None, 'family': 'Hadi'}, 'id': 'sutopo.hadi@fmipa.unila.ac.id'}]",['FMIPA9'],article,http://repository.lppm.unila.ac.id/id/eprint/42029,public,pub,Asian Research Publishing Network (ARPN),"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 42029, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/163731', 'rev_number': 1, 'docid': 163731, 'main': 'Kurniasari et al_jeas_0222_8867.pdf', 'files': [{'filesize': 1072912, 'datasetid': 'document', 'mtime': '2022-06-01 02:07:50', 'hash_type': 'MD5', 'filename': 'Kurniasari et al_jeas_0222_8867.pdf', 'hash': 'b0e49d58279bf94be251dc6bb9e187d7', 'fileid': 463589, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/463589', 'objectid': 163731}]}]",2022-06-02 02:13:41,2022-06-02 02:13:41,752,14.0,['Co'],,http://www.arpnjournals.org/jeas/research_papers/rp_2022/jeas_0222_8867.pdf,published,TRUE,462-474,ARPN Journal of Engineering and Applied Sciences,1819-6608,,17.0,,,,,,,,,,,,,
48,46537,8,show,Corresponding Authors ARPN Journal of Engineering and Applied Sciences,['QA'],,archive,2022-11-14 03:25:53,disk0/00/04/65/37,2022-02-01 00:00:00.000000000,"[{'id': 'dian.kurniasari@fmipa.unila.ac.id', 'name': {'given': 'Dian', 'family': 'Kurniasari', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Warsono', 'lineage': None, 'family': 'Warsono', 'honourific': None}, 'id': 'klppm@kpa.unila.ac.id'}, {'name': {'family': 'Widiarti', 'honourific': None, 'lineage': None, 'given': 'Widiarti'}, 'id': 'widiarti08@gmail.com'}, {'id': None, 'name': {'honourific': None, 'family': 'Nabila', 'lineage': None, 'given': 'SU'}}, {'name': {'given': 'N', 'honourific': None, 'family': 'indryani', 'lineage': None}, 'id': None}, {'id': 'usman_alfha@yahoo.com', 'name': {'given': 'Mustofa', 'lineage': None, 'family': 'Usman', 'honourific': None}}, {'id': 'sutopo.hadi@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Hadi', 'lineage': None, 'given': 'Sutopo'}}]",['FMIPA9'],other,http://repository.lppm.unila.ac.id/id/eprint/46537,public,pub,Asian Research Publishing Network (ARPN),"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/185417', 'rev_number': 1, 'docid': 185417, 'main': 'Corresponding Author DSL Journal.pdf', 'files': [{'objectid': 185417, 'uri': 'http://repository.lppm.unila.ac.id/id/file/513195', 'fileid': 513195, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-11-11 18:48:40', 'filename': 'Corresponding Author DSL Journal.pdf', 'hash': '156df46165c0cfde2320b6dd01312e34', 'datasetid': 'document', 'filesize': 300036}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 46537, 'placement': 1, 'security': 'public'}]",2022-11-14 03:25:53,2022-11-14 03:25:53,752,,,,,published,,,,,,,,,,,,,,,,,,,
49,46539,8,show,Corresponding Authors ARPN Journal of Engineering and Applied Sciences,['QA'],,archive,2022-11-14 03:25:56,disk0/00/04/65/39,2022-02-01 00:00:00.000000000,"[{'name': {'honourific': None, 'family': 'Kurniasari', 'lineage': None, 'given': 'Dian'}, 'id': 'dian.kurniasari@fmipa.unila.ac.id'}, {'name': {'given': 'Warsono', 'lineage': None, 'honourific': None, 'family': 'Warsono'}, 'id': 'klppm@kpa.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Widiarti', 'lineage': None, 'given': 'Widiarti'}, 'id': 'widiarti08@gmail.com'}, {'name': {'given': 'SU', 'honourific': None, 'family': 'Nabila', 'lineage': None}, 'id': None}, {'name': {'family': 'indryani', 'honourific': None, 'lineage': None, 'given': 'N'}, 'id': None}, {'name': {'family': 'Usman', 'honourific': None, 'lineage': None, 'given': 'Mustofa'}, 'id': 'usman_alfha@yahoo.com'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Hadi', 'given': 'Sutopo'}, 'id': 'sutopo.hadi@fmipa.unila.ac.id'}]",['FMIPA9'],other,http://repository.lppm.unila.ac.id/id/eprint/46539,public,pub,Asian Research Publishing Network (ARPN),"[{'placement': 1, 'security': 'public', 'eprintid': 46539, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 513204, 'hash': '9bfd3865921d924b28f3752f2ffe3167', 'filename': 'Corresponding Author ARPN Journal.pdf', 'hash_type': 'MD5', 'mtime': '2022-11-11 18:59:40', 'datasetid': 'document', 'filesize': 483493, 'objectid': 185418, 'uri': 'http://repository.lppm.unila.ac.id/id/file/513204'}], 'docid': 185418, 'main': 'Corresponding Author ARPN Journal.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/185418', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",2022-11-14 03:25:56,2022-11-14 03:25:56,752,,,,,published,,,,,,,,,,,,,,,,,,,
50,44057,7,show,Analisis Clustering Kemiskinan di Indonesia Menggunakan Algoritma Fuzzy C-Means dan Fuzzy Possibilistic C-Means,['QA76'],,archive,2022-08-15 01:37:28,disk0/00/04/40/57,2022-08-08 00:00:00.000000000,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Kurniawati', 'given': 'Virda'}, 'id': 'kurniavirda11@gmail.com'}, {'id': 'dian.kurniasari@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Kurniasari', 'honourific': None, 'given': 'Dian'}}, {'name': {'given': 'Aang', 'family': 'Nuryaman', 'honourific': None, 'lineage': None}, 'id': 'aang.nuryaman@fmipa.unila.ac.id'}, {'id': 'usman_alfha@yahoo.com', 'name': {'lineage': None, 'family': 'Usman', 'honourific': None, 'given': 'Mustofa'}}]",['FMIPA9'],patent,http://repository.lppm.unila.ac.id/id/eprint/44057,public,pub,,"[{'docid': 166062, 'main': '7. Sertifikat_Haki_Virda Kurniawati.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 479117, 'filename': '7. Sertifikat_Haki_Virda Kurniawati.pdf', 'hash': '16d551a8e727040f869e4b4197f1ae4d', 'hash_type': 'MD5', 'mtime': '2022-08-14 16:09:53', 'datasetid': 'document', 'filesize': 2094716, 'objectid': 166062, 'uri': 'http://repository.lppm.unila.ac.id/id/file/479117'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166062', 'eprintid': 44057, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",2022-08-15 01:37:28,2022-08-15 01:37:28,752,,,EC00202251560,,published,,,,,,,,,SURAT PENCATATAN CIPTAAN,,,,,,,,,,
51,42462,6,show,"INOVASI PEMBUATAN KREASI OLAHAN MAKANAN SAMBAL
KERANG HIJAU DI KELURAHAN KOTA KARANG RAYA",['HA'],,archive,2022-06-15 01:43:42,disk0/00/04/24/62,2022-06-10 00:00:00.000000000,"[{'name': {'given': 'Nur Indah', 'honourific': None, 'family': 'Lestari', 'lineage': None}, 'id': 'nur.indahlestari@fkip.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Herawati', 'lineage': None, 'given': 'Netti'}, 'id': 'netti.herawati@fmipa.unila.ac.id'}, {'id': None, 'name': {'given': 'adji', 'honourific': None, 'family': 'putra', 'lineage': None}}, {'name': {'given': 'dkk', 'family': 'dkk', 'honourific': None, 'lineage': None}, 'id': None}]",['FMIPA9'],article,http://repository.lppm.unila.ac.id/id/eprint/42462,public,pub,Badan Pengelola KKN UNila,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 42462, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/164174', 'rev_number': 1, 'main': 'article PKM inovasi.pdf', 'docid': 164174, 'files': [{'datasetid': 'document', 'filesize': 241864, 'mime_type': 'application/pdf', 'fileid': 466662, 'hash': '1f1526202fc8df1b30ba2ad64977a4f8', 'filename': 'article PKM inovasi.pdf', 'hash_type': 'MD5', 'mtime': '2022-06-14 10:14:15', 'objectid': 164174, 'uri': 'http://repository.lppm.unila.ac.id/id/file/466662'}]}]",2022-06-15 01:43:42,2022-06-15 01:43:42,959,2.0,,https://doi.org/10.23960/buguh.v2n2.174,https://jurnalbuguh.unila.ac.id/index.php/buguh,published,TRUE,56-62,Jurnal Buguh,P-ISSN : 2776-3749 E-ISSN : 2808-1412,,2.0,,,,,,,,,,,,,
52,46727,6,show,Homomorfisma Ring Matriks atas Ring Semigrup,['QA'],Diberikan sebarang ring,archive,2022-11-18 08:32:20,disk0/00/04/67/27,2022-11-01 00:00:00.000000000,"[{'id': 'listiana864@gmail.com', 'name': {'given': 'Listiana', 'honourific': None, 'family': 'Listiana', 'lineage': None}}, {'id': 'ahmadfaisol@fmipa.unila.ac.id', 'name': {'given': 'Ahmad', 'lineage': None, 'family': 'Faisol', 'honourific': None}}, {'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'given': 'Fitriani', 'lineage': None, 'honourific': None, 'family': 'Fitriani'}}]",['FMIPA9'],article,http://repository.lppm.unila.ac.id/id/eprint/46727,public,pub,Departemen Matematika FMKSD-ITS,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 46727, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185641', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'fileid': 514681, 'mime_type': 'application/pdf', 'mtime': '2022-11-18 03:51:17', 'hash_type': 'MD5', 'hash': 'd506b8a6a8dab92430f4a8f39b7c2425', 'filename': 'Homomorfisma Ring Matriks atas Ring Semigrup.pdf', 'datasetid': 'document', 'filesize': 1719627, 'objectid': 185641, 'uri': 'http://repository.lppm.unila.ac.id/id/file/514681'}], 'main': 'Homomorfisma Ring Matriks atas Ring Semigrup.pdf', 'docid': 185641}]",2022-11-18 08:32:20,2022-11-18 08:32:20,300,2.0,,http://dx.doi.org/10.12962/limits.v19i2.9790,https://iptek.its.ac.id/index.php/limits/article/view/9790,published,TRUE,183-189,Limits: Journal of Mathematics and Its Applications,2579-8936,,19.0,,,,,,,,,,,,,
53,49010,9,show,"Penerapan Artificial Neural Network (ANN) Menggunakan
Algoritma Backpropagation Dengan Membandingkan Empat
Fungsi Aktivasi Dalam Memprediksi Harga Emas",['QA76'],,archive,2023-03-20 02:02:56,disk0_bak/00/04/90/10,2022-12-06 00:00:00.000000000,"[{'name': {'lineage': None, 'family': 'Mahyunis', 'honourific': None, 'given': 'Ranti Vidia'}, 'id': None}, {'id': 'warsono.1963@fmipa.unila.ac.id', 'name': {'family': 'Warsono', 'honourific': None, 'lineage': None, 'given': 'Warsono'}}, {'name': {'honourific': None, 'family': 'Nuryaman', 'lineage': None, 'given': 'Aang'}, 'id': 'aang.nuryaman@fmipa.unila.ac.id'}, {'id': 'dian.kurniasari@fmipa.unila.ac.id', 'name': {'given': 'Dian', 'honourific': None, 'family': 'Kurniasari', 'lineage': None}}]",['FMIPA9'],patent,http://repository.lppm.unila.ac.id/id/eprint/49010,public,pub,,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/188460', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'datasetid': 'document', 'filesize': 2095140, 'mime_type': 'application/pdf', 'fileid': 533092, 'hash': 'f0262e9ec26a664d693a39d064d976a8', 'filename': '14. Sertifikat HAKI_ Ranti Vidia.pdf', 'mtime': '2023-03-18 13:58:44', 'hash_type': 'MD5', 'objectid': 188460, 'uri': 'http://repository.lppm.unila.ac.id/id/file/533092'}], 'main': '14. Sertifikat HAKI_ Ranti Vidia.pdf', 'docid': 188460, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 49010}]",2023-03-20 02:02:56,2023-03-20 02:02:56,752,,,EC002022100352,,completed,,,,,,,,,EC002022100352,2.0,,,,,,,,,
54,42030,8,show,Perbandingan Akurasi Peramalan Indeks Harga Konsumen dengan Menggunakan Metode GARCH dan ANN,['QA76'],Perbandingan Akurasi Peramalan Indeks Harga Konsumen dengan Menggunakan Metode GARCH dan ANN,archive,2022-06-02 02:13:44,disk0/00/04/20/30,2022-05-24 00:00:00.000000000,"[{'name': {'honourific': None, 'family': 'Mukhlisin', 'lineage': None, 'given': 'Zaenal'}, 'id': None}, {'name': {'given': 'Dian', 'lineage': None, 'honourific': None, 'family': 'Kurniasari'}, 'id': 'dian.kurniasari@fmipa.unila.ac.id'}, {'id': 'wamiliana@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Wamiliana', 'given': 'Wamiliana'}}, {'id': 'klppm@kpa.unila.ac.id', 'name': {'family': 'Warsono', 'honourific': None, 'lineage': None, 'given': 'Warsono'}}]",['FMIPA9'],patent,http://repository.lppm.unila.ac.id/id/eprint/42030,public,pub,,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/163732', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'filesize': 2094668, 'datasetid': 'document', 'filename': 'sertifikat_EC00202231534.pdf', 'hash': '13d67ab6eacff4028557fdd0e412fac2', 'hash_type': 'MD5', 'mtime': '2022-06-01 02:37:37', 'mime_type': 'application/pdf', 'fileid': 463604, 'uri': 'http://repository.lppm.unila.ac.id/id/file/463604', 'objectid': 163732}], 'main': 'sertifikat_EC00202231534.pdf', 'docid': 163732, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 42030}]",2022-06-02 02:13:44,2022-06-02 02:13:44,752,,,EC00202231534,,published,,,,,,,,,Program Komputer,2.0,,,,,,,,,
55,40776,7,show,"Analysis of Data Inflation Energy and Gasoline Price by Vector
Autoregressive Model",['QA'],"The study of multivariate time series data analysis has become many topics of research in the fields of economics and business. In the present study,
we will analyze data energy inflation and gasoline prices of Indonesia over the years from 2014 to 2020. The purpose of this study is to obtain the best
model of the dynamic relationship between inflation and gasoline prices. The dynamic modeling that will be used in this research is modeling using
the Vector Autoregressive (VAR) model. From the analysis results, the best model is the VAR model with order 3 (p=3), VAR(3). Based on the best
model, VAR(3), further studies will be discussed with regard to Granger causality analysis, Impulse Response Function, and Forecasting.",archive,2022-03-30 09:35:38,disk0/00/04/07/76,2022-03-01 00:00:00.000000000,"[{'name': {'given': 'Nairobi', 'lineage': None, 'honourific': None, 'family': 'Nairobi'}, 'id': 'nairobi@feb.unila.ac.id'}, {'name': {'given': 'ambya', 'family': 'ambya', 'honourific': None, 'lineage': None}, 'id': 'ambya.1959@feb.unila.ac.id'}, {'name': {'family': 'Russel', 'honourific': None, 'lineage': None, 'given': 'Edwin'}, 'id': None}, {'name': {'given': 'sipa', 'honourific': None, 'family': 'paujiah', 'lineage': None}, 'id': None}, {'name': {'given': 'Daffa Nanda', 'lineage': None, 'family': 'Pratama', 'honourific': None}, 'id': None}, {'id': 'wamiliana@gmail.com', 'name': {'given': 'Wamiliana', 'lineage': None, 'honourific': None, 'family': 'Wamiliana'}}, {'id': 'usman_alfha@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Usman', 'given': 'Mustofa'}}]",['FMIPA9'],article,http://repository.lppm.unila.ac.id/id/eprint/40776,public,pub,EconJournals,"[{'security': 'public', 'placement': 1, 'eprintid': 40776, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 162151, 'uri': 'http://repository.lppm.unila.ac.id/id/file/453564', 'mime_type': 'application/pdf', 'fileid': 453564, 'filename': '12_IJEEP_12497_Analysis of Data Inflation Energy and Gasoline Price by Vector.pdf', 'hash': 'ba693848d20f8c1e63f85bc15ba2a148', 'hash_type': 'MD5', 'mtime': '2022-03-30 04:51:50', 'datasetid': 'document', 'filesize': 1281283}], 'main': '12_IJEEP_12497_Analysis of Data Inflation Energy and Gasoline Price by Vector.pdf', 'docid': 162151, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162151', 'format': 'text', 'pos': 1}]",2022-03-30 09:35:38,2022-03-30 09:35:38,791,2.0,,https://doi.org/10.32479/ijeep.12497,https://econjournals.com/index.php/ijeep/article/view/12497,published,TRUE,120-126,International Journal of Energy Economics and Policy,2146-4553,,12.0,,,,,,,,,,,,,
56,45490,7,show,Hasil cek similaritas artikel 'Model Petri Net Sistem Pembayaran Pajak Kendaraan Bermotor Jenis 5 Tahun',['QA'],,archive,2022-10-05 02:30:12,disk0/00/04/54/90,1970-01-01 00:00:00.000002022,"[{'id': None, 'name': {'given': 'Nurlela', 'family': 'Nurlela', 'honourific': None, 'lineage': None}}, {'name': {'lineage': None, 'family': 'Faisol', 'honourific': None, 'given': 'Ahmad'}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}, {'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'given': 'Fitriani', 'lineage': None, 'honourific': None, 'family': 'Fitriani'}}]",['FMIPA9'],other,http://repository.lppm.unila.ac.id/id/eprint/45490,public,pub,"Department of Mathematics, Faculty of Mathematics and Natural Science, Universitas Negeri Gorontalo","[{'uri': 'http://repository.lppm.unila.ac.id/id/document/184264', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'mtime': '2022-10-04 14:57:01', 'hash_type': 'MD5', 'hash': 'b2542a4a7b17031ace4c7427d9d6285b', 'filename': 'Model Petri Net Sistem Pembayaran Pajak Kendaraan Bermotor Jenis 5 Tahun (1).pdf.pdf', 'fileid': 505237, 'mime_type': 'application/pdf', 'filesize': 288572, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/505237', 'objectid': 184264}], 'docid': 184264, 'main': 'Model Petri Net Sistem Pembayaran Pajak Kendaraan Bermotor Jenis 5 Tahun (1).pdf.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 45490}]",2022-10-05 02:30:12,2022-10-05 02:30:12,263,,,,https://ejurnal.ung.ac.id/index.php/jjom/article/view/11158,,,,,,,,,,,,,,,,,,,,
57,37108,6,show,Model Petri Net Sistem Pembayaran Pajak Kendaraan Bermotor Jenis 5 Tahun,['QA'],"Pembayaran pajak merupakan salah satu contoh pelayanan publik. Dalam proses pelayannya
sering kali identik dengan adanya proses antrian. Antrian merupakan kondisi beberapa
orang atau benda yang membentuk suatu garis tunggu untuk dilayani yang disebabkan oleh
kebutuhan layanan melebihi kapasitas pelayanan atau fasilitas layanan. Untuk mengatasi terjadinya banyak keluhan akibat antrian dapat dilakukan dengan cara meningkatkan
pelayanan dan memaksimalkan efisiensi waktu yaitu dengan menggunakan model Petri Net. 
Pada penelitian ini dibuat model Petri Net sistem pelayanan pembayaran pajak kendaraan bermotor jenis 5 tahun di SAMSAT Oku Timur 1 sebanyak 17 places, 15 transisi, 2 operator,
dan 30 arc dengan menggunakan softwere WOPED 3.2.0.",archive,2021-12-03 01:06:39,disk0/00/03/71/08,2022-01-01 00:00:00.000000000,"[{'name': {'given': 'Nurlela', 'lineage': None, 'family': 'Nurlela', 'honourific': None}, 'id': None}, {'name': {'honourific': None, 'family': 'Faisol', 'lineage': None, 'given': 'Ahmad'}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Fitriani', 'given': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}]",['FMIPA9'],article,http://repository.lppm.unila.ac.id/id/eprint/37108,public,pub,Universitas Negeri Gorontalo,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158019', 'docid': 158019, 'main': '2022-01-SINTA 3--JAMBURA Gorontalo--Model Petri Net Sistem Pembayaran Pajak Kendaraan Bermotor Jenis 5 Tahun.pdf', 'files': [{'datasetid': 'document', 'filesize': 277036, 'mime_type': 'application/pdf', 'fileid': 425491, 'filename': '2022-01-SINTA 3--JAMBURA Gorontalo--Model Petri Net Sistem Pembayaran Pajak Kendaraan Bermotor Jenis 5 Tahun.pdf', 'hash': '4e4240d6dd013a20a809d4b7b795851b', 'hash_type': 'MD5', 'mtime': '2021-12-01 07:35:59', 'objectid': 158019, 'uri': 'http://repository.lppm.unila.ac.id/id/file/425491'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 37108, 'placement': 1, 'security': 'public'}]",2021-12-03 01:06:39,2021-12-03 01:06:39,300,1.0,,https://doi.org/10.34312/jjom.v4i1.11158,https://ejurnal.ung.ac.id/index.php/jjom/index,published,TRUE,33-40,Jambura Journal of Mathematics,2656-1344,,4.0,,"[{'url': 'https://ejurnal.ung.ac.id/index.php/jjom/article/view/11158', 'type': 'author'}]",,,,,,,,,,,
58,42461,10,show,Cek Similarity Pelabelan Rho-Topi dari Subgraf Graf Kaki Seribu L4Kr,['QA'],,archive,2022-06-24 07:00:15,disk0/00/04/24/61,2022-03-01 00:00:00.000000000,"[{'id': 'dina.eka@fmipa.unila.ac.id', 'name': {'family': 'Nurvazly', 'honourific': None, 'lineage': None, 'given': 'Dina Eka'}}, {'id': 'siti.chasanah@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Chasanah', 'given': 'Siti Laelatul'}}, {'id': 'ahmadrizkiwirantomath19@gmail.com', 'name': {'honourific': None, 'family': 'Wiranto', 'lineage': None, 'given': 'Ahmad Rizki'}}]",['FMIPA9'],other,http://repository.lppm.unila.ac.id/id/eprint/42461,public,pub,"Jurusan Matematika, Universitas Lampung","[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164440', 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 776760, 'fileid': 468445, 'mime_type': 'application/pdf', 'mtime': '2022-06-24 03:10:19', 'hash_type': 'MD5', 'hash': '6d184cede676aac49f93826cea38ffa6', 'filename': 'Turnitin Artikel Siger.pdf', 'objectid': 164440, 'uri': 'http://repository.lppm.unila.ac.id/id/file/468445'}], 'main': 'Turnitin Artikel Siger.pdf', 'docid': 164440, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 42461}]",2022-06-24 07:00:15,2022-06-24 07:00:15,3266,,['Universitas Lampung'],,https://jurnal.fmipa.unila.ac.id/JSM/article/download/2974/2107,published,,,,,,,,"[{'type': 'pub', 'url': 'https://jurnal.fmipa.unila.ac.id/JSM/index'}]",,,,,,,,,,,
59,42697,7,show,Pelabelan Rho-Topi dari Subgraf Graf Kaki Seribu L4Kr,['QA'],,archive,2022-06-21 07:52:19,disk0/00/04/26/97,2022-03-01 00:00:00.000000000,"[{'id': 'dina.eka@fmipa.unila.ac.id', 'name': {'given': 'Dina Eka', 'honourific': None, 'family': 'Nurvazly', 'lineage': None}}, {'id': 'pandri.ferdias@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Ferdias', 'given': 'Pandri'}}, {'name': {'family': 'Chasanah', 'honourific': None, 'lineage': None, 'given': 'Siti Laelatul'}, 'id': 'siti.chasanah@fmipa.unila.ac.id'}]",['FMIPA9'],article,http://repository.lppm.unila.ac.id/id/eprint/42697,public,pub,"Jurusan Matematika, Universitas Lampung","[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164417', 'rev_number': 3, 'main': '2974-7587-1-PB.pdf', 'docid': 164417, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/468300', 'objectid': 164417, 'mtime': '2022-06-21 07:20:57', 'hash_type': 'MD5', 'hash': '3de9058519d5494cf47d39e30caa58db', 'filename': '2974-7587-1-PB.pdf', 'fileid': 468300, 'mime_type': 'application/pdf', 'filesize': 485398, 'datasetid': 'document'}], 'language': 'id', 'mime_type': 'application/pdf', 'content': 'published', 'eprintid': 42697, 'security': 'public', 'placement': 1}]",2022-06-21 07:52:19,2022-06-21 07:52:19,3266,1.0,,,,published,TRUE,7-10,Jurnal Siger Matematika,"2721-5849 (p), 2721-6853(e)",,3.0,,,,,,,,,,,,,
60,46522,7,show,Bukti Email Korespondensi Artikel IIUM Jurnal,['QA75'],Berikut adalah rincian email korespondensi artikel dengan judul SOLUTION OF THE REVERSE FLOW REACTOR MODEL USING HOMOTOPY ANALYSIS METHOD pada IIUM Engineering Journal,archive,2022-11-14 03:25:18,disk0/00/04/65/22,2022-11-01 00:00:00.000000000,"[{'id': 'aang.nuryaman@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Nuryaman', 'lineage': None, 'given': 'Aang'}}]",['FMIPA9'],other,http://repository.lppm.unila.ac.id/id/eprint/46522,public,unpub,Universitas Lampung,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 46522, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185401', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'mtime': '2022-11-11 13:48:54', 'hash_type': 'MD5', 'filename': 'Bukti Email Korespondensi IIUM.pdf', 'hash': '34864c9741535768ac343cea781d5e49', 'fileid': 513091, 'mime_type': 'application/pdf', 'filesize': 560514, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/513091', 'objectid': 185401}], 'main': 'Bukti Email Korespondensi IIUM.pdf', 'docid': 185401}]",2022-11-14 03:25:18,2022-11-14 03:25:18,163,,['Universitas Lampung'],,,,,,,,,,,,,,,,,,,,,,
