,datestamp,lastmod,userid,full_text_status,uri,refereed,ispublished,documents,publisher,divisions,type,date,dir,id_number,publication,issn,creators,subjects,abstract,status_changed,eprint_status,volume,rev_number,metadata_visibility,title,date_type,eprintid,number,pagerange,official_url,event_title,event_location,event_type,event_dates,pres_type,related_url,contact_email,referencetext,corp_creators,contributors,patent_applicant,pages,succeeds,place_of_pub
46,2022-10-05 04:06:37,2022-10-05 04:06:37,263,public,http://repository.lppm.unila.ac.id/id/eprint/45505,,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 45505, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'filesize': 465912, 'datasetid': 'document', 'filename': 'Confidence interval estimation of gamma distribution lifetime data using score and bootstrap methods (2).pdf', 'hash': '58445db84df3c1bdb1cac4e9713fb022', 'hash_type': 'MD5', 'mtime': '2022-10-05 03:19:07', 'mime_type': 'application/pdf', 'fileid': 505369, 'uri': 'http://repository.lppm.unila.ac.id/id/file/505369', 'objectid': 184280}], 'docid': 184280, 'main': 'Confidence interval estimation of gamma distribution lifetime data using score and bootstrap methods (2).pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184280', 'pos': 1, 'format': 'text'}]",UIN Raden Intan Lampung,['FMIPA9'],other,1970-01-01 00:00:00.000002021,disk0/00/04/55/05,,,,"[{'name': {'given': 'Larasati', 'lineage': None, 'family': 'Larasati', 'honourific': None}, 'id': 'larasati@gmail.com'}, {'name': {'family': 'Ruswandi', 'honourific': None, 'lineage': None, 'given': 'Rudi'}, 'id': None}, {'name': {'lineage': None, 'family': 'Fitriani', 'honourific': None, 'given': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}]",['QA'],,2022-10-05 04:06:37,archive,,7,show,Hasil cek similaritas artikel 'Confidence interval estimation of gamma distribution lifetime data using score and bootstrap methods',,45505,,,,,,,,,,,,,,,,,
47,2021-05-25 01:35:19,2021-05-25 01:35:19,33,public,http://repository.lppm.unila.ac.id/id/eprint/30661,TRUE,pub,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/363580', 'objectid': 138177, 'filesize': 817725, 'datasetid': 'document', 'filename': 'Loves_2021_J._Phys. _Conf._Ser._1751_012013.pdf', 'hash': '04a10b98f7248f032ba909a4144643ef', 'hash_type': 'MD5', 'mtime': '2021-05-24 15:55:19', 'mime_type': 'application/pdf', 'fileid': 363580}], 'docid': 138177, 'main': 'Loves_2021_J._Phys. _Conf._Ser._1751_012013.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/138177', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 30661, 'language': 'en', 'mime_type': 'application/pdf'}]",IOP Publishing,['FMIPA9'],article,2021-01-27 00:00:00.000000000,disk0/00/03/06/61,,Journal of Physics: Conference Series,Print : 1742-6588 Online : 1742-6596,"[{'id': 'luvitaloves@gmail.com', 'name': {'given': 'L', 'lineage': None, 'family': 'Loves', 'honourific': None}}, {'name': {'family': 'Usman', 'honourific': None, 'lineage': None, 'given': 'Mustofa'}, 'id': 'usman_alfha@yahoo.com'}, {'id': 'klppm@kpa.unila.ac.id', 'name': {'given': 'Warsono', 'lineage': None, 'honourific': None, 'family': 'Warsono'}}, {'name': {'lineage': None, 'family': 'Widiarti', 'honourific': None, 'given': 'Widiarti'}, 'id': 'widiarti08@gmail.com'}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Russel', 'given': 'Edwin'}}]",['QA'],"Time series analysis (time series) is one method with the aim to find out events that will occur in the future based on data and past circumstances. Time series are widely used
in economics, business, environmental science, and finance. The analytical tool that is widely used to answer quantitative research problems is the Autoregressive Vector (VAR). The VAR model is used if the data is stationary. If the variable has cointegration and stationary at the
first difference value, the VAR model is modified to become the Error Correction Model (VECM). Then we can find out the influence of variables with other variables by looking at
the Impulse Response Function and Granger Causality. In this research, PT Kalbe Farma Tbk's stock data will be analyzed. (KLBF) and PT Kimia Farma (Persero) Tbk (KAEF). The data
used are weekly data from January 2010 to June 2020. Based on data analysis, it is known that the data is not stationary and there are unit roots. Furthermore, first differencing is done to make the data stationary. Because there was cointegration, a VECM analysis was performed
and a VECM (p) was obtained with a lag of p = 4. So the best model for this research is VECM (4) with rank = 2. Causal relationships between variables using Granger Causality
showed that KLBF influenced KAEF in the past. Based on IRF analysis, each variable gives a fluctuating response with itself and with other variables.",2021-05-25 01:35:19,archive,1751.0,7,show,Modeling Multivariate Time Series by Vector Error Correction Models (VECM) (Study: PT Kalbe Farma Tbk. and PT Kimia Farma (Persero)Tbk),published,30661,,,https://iopscience.iop.org/issue/1742-6596/1751/1,,,,,,,,,,,,,,
48,2021-04-09 04:25:06,2021-04-09 04:25:06,821,public,http://repository.lppm.unila.ac.id/id/eprint/29054,TRUE,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 29054, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43165', 'docid': 43165, 'main': 'Damayanti_2021_J._Phys.__Conf._Ser._1751_012008.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/257782', 'objectid': 43165, 'filesize': 701421, 'datasetid': 'document', 'mtime': '2021-04-09 02:54:14', 'hash_type': 'MD5', 'hash': 'c9cc5b8e06f6734fe318e07e78430842', 'filename': 'Damayanti_2021_J._Phys.__Conf._Ser._1751_012008.pdf', 'fileid': 257782, 'mime_type': 'application/pdf'}]}]",IOP Publishing,['FMIPA9'],article,1970-01-01 00:00:00.000002021,disk0/00/02/90/54,doi:10.1088/1742-6596/1751/1/012008,Journal of Physics: Conference Series,Print : 1742-6588 Online : 1742-6596,"[{'name': {'given': 'Damayanti', 'honourific': None, 'family': 'Maharani', 'lineage': None}, 'id': 'maharanidamayanti56@gmail.com'}, {'id': 'asmiati,1976@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Asmiati', 'honourific': None, 'given': 'Asmiati'}}, {'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Fitriani', 'given': 'Fitriani'}}, {'name': {'honourific': None, 'family': 'Muslim Ansori', 'lineage': None, 'given': 'Muslim'}, 'id': 'ansomath@yahoo.com'}, {'name': {'given': 'Faradilla', 'lineage': None, 'family': 'Atika', 'honourific': None}, 'id': None}]",['QA'],"The locating-chromatic number was introduced by Chartrand in 2002. The locatingchromatic
number of a graph is a combined concept between the coloring and partition
dimension of a graph. The locating chromatic number of a graph",2021-04-09 04:25:06,archive,1751.0,7,show,"The Locating Chromatic Number of some Modified Path with
Cycle having Locating Number Four",published,29054,,,,,,,,,,,,,,,,,
49,2021-11-09 01:16:06,2021-11-09 01:16:06,2782,public,http://repository.lppm.unila.ac.id/id/eprint/35589,TRUE,pub,"[{'content': 'published', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 35589, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156495', 'rev_number': 2, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/414481', 'objectid': 156495, 'filesize': 922260, 'datasetid': 'document', 'mtime': '2021-11-08 20:25:01', 'hash_type': 'MD5', 'hash': 'b6b21c2d9ca36d9bc676d2caf2636b83', 'filename': 'Mustika_2021_J._Phys.__Conf._Ser._1821_012058.pdf', 'fileid': 414481, 'mime_type': 'application/pdf'}], 'main': 'Mustika_2021_J._Phys.__Conf._Ser._1821_012058.pdf', 'docid': 156495}]",IOP Publishing,['FMIPA9'],article,1970-01-01 00:00:00.000002021,disk0/00/03/55/89,,Journal of Physics: Conference Series,Print : 1742-6588 Online : 1742-6596,"[{'id': 'mira.mustika@ma.itera.ac.id', 'name': {'honourific': None, 'family': 'Mustika', 'lineage': None, 'given': 'Mira'}}, {'id': 'triyana.mulyawati@ma.itera.ac.id', 'name': {'given': 'Triyana', 'lineage': None, 'honourific': None, 'family': 'Mulyawati'}}, {'name': {'given': 'Donni Kis', 'lineage': None, 'honourific': None, 'family': 'Apriyanto'}, 'id': 'donni.kis@fmipa.unila.ac.id'}, {'id': None, 'name': {'given': 'A', 'family': 'Sausan', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Rofikah', 'honourific': None, 'family': 'Rofikah', 'lineage': None}, 'id': None}]",['QA'],"One example of a multi-objective optimization problem is stock portfolio management. There are at least two objective functions to be achieved simultaneously, namely to maximize returns and minimize risk. The desire to maximize return and minimize risk are conflicting objectives. In this study, the problem of multi-objective optimization in the selection of Islamic stock portfolios will use the Pascoletti-Serafini scalarization modification method. Furthermore, the solution to the multi objective optimization problem is known as the Pareto optimal solution or efficient solution. In the Pascoletti-Serafini scalarization modification method, a set of Pareto optimal solutions can be constructed so that not only one solution is offered to decision makers, but a set of Pareto optimal solutions. From this research, the results obtained in the form of a set of efficient solutions that can be used as investor preferences in choosing the optimal stock portfolio.",2021-11-09 01:16:06,archive,1821.0,15,show,Application of Pascoletti-Serafini scalarization modification method to solve multi-objective optimization problems for stock portfolio,published,35589,1.0,1-9,,,,,,,[{'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1821/1/012058'}],,"[1] Frank R and Keith B 2012 Investment Analysis & Portfolio Management .
[2] Duan Y C, College B and Hill C 2007 A Multi-Objective Approach to Portfolio Optimization A Multi-objective Approach to Portfolio Optimization Rose-Hulman Undergrad. Math. J. 8, 1.
[3] Amiri M, Ekhtiari M and Yazdani M 2011 Nadir compromise programming: A model for optimization of multi-objective portfolio problem Expert Syst. Appl. 38, 6 p. 7222–7226. 
[4] Saputro T A and Qudratullah M F 2017 Optimasi Multi Objektif Pada Pemilihan Portofolio Saham Syariah Menggunakan Compromise Programming (CP) dan Nadir Compromise Programming (NCP) J. Fourier 6, 2 p. 91.
[5] Rezaei, Pouya A, Solimanpur M and Jahangoshai Rezaee M 2016 Solving multi-objective portfolio optimization problem using invasive weed optimization Swarm Evol. Comput. 28 p.
42–57.
[6] Fitria I 2016 Prediksi Harga Saham Investment Management Based on Stock.
[7] Oh K J, Kim T Y, Min S H and Lee H Y 2006 Portfolio algorithm based on portfolio beta using genetic algorithm Expert Syst. Appl. 30, 3 p. 527–534.
[8] Skolpadungket P, Dahal K and Harnpornchai N 2007 Portfolio optimization using multiobjective genetic algorithms 2007 IEEE Congr. Evol. Comput. CEC 2007 p. 516–523.
[9] Pascoletti A and Serafini P 1984 Scalarizing vector optimization problems J. Optim. Theory Appl. 42, 4 p. 499–524.
[10] Khorram E, Khaledian K and Khaledyan M 2014 A numerical method for constructing the Pareto front of multi-objective optimization problems J. Comput. Appl. Math. 261 p. 158–171.","['Institute Teknologi Sumatera', 'Institute Teknologi Sumatera', 'Universitas Lampung', 'Institute Teknologi Sumatera', 'Institute Teknologi Sumatera']",,,,,
50,2021-05-25 01:35:24,2021-05-25 01:35:24,33,public,http://repository.lppm.unila.ac.id/id/eprint/30663,TRUE,pub,"[{'eprintid': 30663, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 138189, 'main': 'Nabila_2021_J._Phys. _Conf._Ser._1751_012015.pdf', 'files': [{'objectid': 138189, 'uri': 'http://repository.lppm.unila.ac.id/id/file/363604', 'datasetid': 'document', 'filesize': 1320285, 'fileid': 363604, 'mime_type': 'application/pdf', 'mtime': '2021-05-24 16:06:05', 'hash_type': 'MD5', 'hash': '6e2c242df43919273188478a02561cd1', 'filename': 'Nabila_2021_J._Phys. _Conf._Ser._1751_012015.pdf'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/138189'}]",IOP Publishing,['FMIPA9'],article,2021-01-27 00:00:00.000000000,disk0/00/03/06/63,,Journal of Physics: Conference Series,Print : 1742-6588 Online : 1742-6596,"[{'id': None, 'name': {'given': 'SU', 'lineage': None, 'family': 'Nabila', 'honourific': None}}, {'name': {'honourific': None, 'family': 'Usman', 'lineage': None, 'given': 'Mustofa'}, 'id': 'usman_alfha@yahoo.com'}, {'name': {'given': 'Warsono', 'honourific': None, 'family': 'Warsono', 'lineage': None}, 'id': 'klppm@kpa.unila.ac.id'}, {'id': None, 'name': {'given': 'N', 'honourific': None, 'family': 'indryani', 'lineage': None}}, {'name': {'given': 'Widiarti', 'lineage': None, 'family': 'Widiarti', 'honourific': None}, 'id': 'widiarti08@gmail.com'}, {'name': {'given': 'Dian', 'family': 'Kurniasari', 'honourific': None, 'lineage': None}, 'id': 'dksari13@gmail.com'}]",['QA'],"The Constant Conditional Correlation-Generalized Autoregressive Conditional Heteroscedasticity (CCC-Garch) model as one of the multivariate time series models is used to model economic variables, especially in stock price data with high volatility characteristics that result in heterogeneous variations. The higher the volatility, the higher the level of uncertainty of the stock returns that can be obtained. The CCC-Garch Multivariate model is the simplest model in its class. The principle of this model is to decompose the conditional covariance matrix into conditional standard deviation and correlation. In this study, we will discuss and determine the best model that can describe the relationship between two vector data timeseries, namely stock return data for companies engaged in mining and construction in Indonesia, namely United
Tractor Tbk (UNTR) and Petrosea Tbk (PTRO) where the data is the daily stock return data for the period July 2015 to August 2020. Several models that involve modeling the mean and variance with CCC-GARCH parameterization are applied to data such as the VAR (1) -Garch (1,1), VAR (2) -Garch (1) model., 1), VAR (3) Garch (1,1) and VAR (4) -Garch (1,1). The result was that the VAR (1) -Garch (1,1) model was selected as the best model with the criteria for
selecting the AICC, SBC, AIC and HQC models. The dynamic behavior of both UNTR and PTRO stock return variables is explained by Granger Causality and Impulse Response.
Furthermore, the forecasting of this data was carried out for some time in which the VAR (1) - Garch (1,1) model which was selected as the best model was only suitable for forecasting in a short time.",2021-05-25 01:35:24,archive,1751.0,7,show,Dynamic Modeling Data Time Series By Using Constant Conditional Correlation-Generalized Autoregressive Conditional Heteroscedasticity,published,30663,,,https://iopscience.iop.org/issue/1742-6596/1751/1,,,,,,,,,,,,,,
51,2021-12-03 01:06:33,2021-12-03 01:06:33,300,public,http://repository.lppm.unila.ac.id/id/eprint/37106,TRUE,pub,"[{'security': 'public', 'placement': 1, 'eprintid': 37106, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 158017, 'uri': 'http://repository.lppm.unila.ac.id/id/file/425479', 'datasetid': 'document', 'filesize': 237413, 'fileid': 425479, 'mime_type': 'application/pdf', 'mtime': '2021-12-01 07:24:16', 'hash_type': 'MD5', 'hash': '32b87aa54071d95c91ff1afd79bdbdf1', 'filename': '2021-10-SINTA 4--JRAM Unesa--Implementasi Weighted K-Nearwst Neighbor untuk Peramalan Data Deret Waktu.pdf'}], 'docid': 158017, 'main': '2021-10-SINTA 4--JRAM Unesa--Implementasi Weighted K-Nearwst Neighbor untuk Peramalan Data Deret Waktu.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158017', 'format': 'text', 'pos': 1}]",Universitas Negeri Surabaya,['FMIPA9'],article,2021-10-01 00:00:00.000000000,disk0/00/03/71/06,,Jurnal Riset dan Aplikasi Matematika,2581-0154,"[{'name': {'given': 'Azkia', 'family': 'Nadwah', 'honourific': None, 'lineage': None}, 'id': None}, {'id': 'Nusyirwan@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Nusyirwan', 'lineage': None, 'given': 'Nusyirwan'}}, {'id': 'ahmadfaisol@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Faisol', 'given': 'Ahmad'}}]",['QA'],"Peramalan merupakan suatu situasi atau kondisi yang diperkirakan akan terjadi pada masa
yang akan datang.  Dalam meramalkan data deret waktu dibutuhkan metode peramalan yang
efisien untuk menghasilkan nilai peramalan yang akurat.  Pada penelitian ini Metode
Weighted k-Nearest Neighbor (WK-NN) dipilih dengan tujuan untuk menerapkan metode
WK-NN untuk peramalan data deret waktu dan meninjau kinerja yang dihasilkan.  Data yang
digunakan pada penelitian ini adalah data Produk Domestik Bruto (PDB) kehutanan dan penebangan kayu dengan kurun waktu Triwulan I 2010 hingga Triwulan IV 2019.  Hasil penelitian menunjukkan bahwa metode WK-NN memberikan kinerja terbaik pada data PDB kehutanan dan penebangan kayu dengan k = 13 dan nilai Mean Absolute Percentage Error (MAPE) yang diperoleh adalah 0.0038%.",2021-12-03 01:06:33,archive,5.0,6,show,Implementasi Weighted K-Nearest Neighbor untuk Peramalan Data Deret Waktu,published,37106,2.0,111-117,https://journal.unesa.ac.id/index.php/jram/index,,,,,,"[{'url': 'https://journal.unesa.ac.id/index.php/jram/article/view/14243', 'type': 'author'}]",,,,,,,,
52,2022-01-31 01:18:10,2022-01-31 01:18:10,959,public,http://repository.lppm.unila.ac.id/id/eprint/38677,,unpub,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 38677, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159782', 'rev_number': 2, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/437377', 'objectid': 159782, 'hash_type': 'MD5', 'mtime': '2022-01-28 09:44:43', 'filename': 'LAPORAN KEMAJUAN PENELITIAN TERAPAN1.pdf', 'hash': '3599666c4fb3cbf5660aa009f5cffaec', 'fileid': 437377, 'mime_type': 'application/pdf', 'filesize': 1319878, 'datasetid': 'document'}], 'main': 'LAPORAN KEMAJUAN PENELITIAN TERAPAN1.pdf', 'docid': 159782}]",-,['FMIPA9'],other,1970-01-01 00:00:00.000002021,disk0/00/03/86/77,,,,"[{'name': {'given': 'Herawati', 'family': 'Netti', 'honourific': None, 'lineage': None}, 'id': 'netti.herawati@fmipa.unila.ac.id'}, {'id': 'khoirin.nisa@fmipa.unila.ac.id', 'name': {'given': 'Nisa', 'lineage': None, 'honourific': None, 'family': 'Khoirin'}}, {'id': None, 'name': {'honourific': None, 'family': 'Subian', 'lineage': None, 'given': 'Saidi'}}]",['HA'],,2022-01-31 01:18:10,archive,,3,show,Laporan Kemajuan Penelitian terapan 2021,,38677,,,,,,,,,,,,,,,,38674.0,
53,2022-01-27 11:50:49,2022-01-27 11:50:49,959,public,http://repository.lppm.unila.ac.id/id/eprint/38535,TRUE,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 38535, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 436295, 'filename': 'PKM 2021.pdf', 'hash': '8a0ce9362db9c60c1770dac5ab4d8ded', 'hash_type': 'MD5', 'mtime': '2022-01-06 01:02:50', 'datasetid': 'document', 'filesize': 414076, 'objectid': 159643, 'uri': 'http://repository.lppm.unila.ac.id/id/file/436295'}], 'main': 'PKM 2021.pdf', 'docid': 159643, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159643', 'pos': 1, 'format': 'text'}]",BP KKN UNILA,['FMIPA9'],article,2021-12-31 00:00:00.000000000,disk0/00/03/85/35,,Jurnal Pengabdian Kepada Masyarakat BUGUH,2776-3749,"[{'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Netti', 'lineage': None, 'given': 'Herawati'}}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Subian', 'given': 'Saidi'}}, {'name': {'family': 'Khoirin', 'honourific': None, 'lineage': None, 'given': 'Nisa'}, 'id': 'khoirin.nisa@fmipa.unila.ac.id'}, {'id': 'erstatis@gmail.com', 'name': {'given': 'Setiawan', 'lineage': None, 'family': 'Eri', 'honourific': None}}]",['HA'],,2022-01-27 11:50:49,archive,1.0,3,show,"PELATIHAN PENGGUNAAN MICROSOFT OFFICE EXCEL DALAM
PENATAAN ADMINISTRASI DESA BAGI OPERATOR/SEKRETARIS 
DESA SE KECAMATAN KEDONDONG KABUPATEN PESAWARAN",published,38535,4.0,23-30,https://jurnalbuguh.unila.ac.id/index.php/buguh,,,,,,,,,,,,,37656.0,
54,2021-11-11 01:09:47,2021-11-11 01:09:47,3266,public,http://repository.lppm.unila.ac.id/id/eprint/35743,TRUE,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 35743, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156682', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/415625', 'objectid': 156682, 'mtime': '2021-11-10 03:37:52', 'hash_type': 'MD5', 'hash': '2288d3defece392b14661d257be6d5ed', 'filename': 'pdf.pdf', 'fileid': 415625, 'mime_type': 'application/pdf', 'filesize': 4110228, 'datasetid': 'document'}], 'main': 'pdf.pdf', 'docid': 156682}]",IOP Publishing,['FMIPA9'],article,2021-02-01 00:00:00.000000000,disk0/00/03/57/43,,Journal of Physics: Conference Series,1751 012018,"[{'name': {'family': 'Nurvazly', 'honourific': None, 'lineage': None, 'given': 'Dina Eka'}, 'id': 'dina.eka@fmipa.unila.ac.id'}, {'name': {'family': 'Muharramah', 'honourific': None, 'lineage': None, 'given': 'Ulfah'}, 'id': None}, {'name': {'family': 'Zakaria', 'honourific': None, 'lineage': None, 'given': 'L'}, 'id': 'lazakaria.1969@fmipa.unila.ac.id'}, {'id': 'siti.chasanah@fmipa.unila.ac.id', 'name': {'given': 'Siti Laelatul', 'family': 'Chasanah', 'honourific': None, 'lineage': None}}, {'name': {'honourific': None, 'family': 'Pandri', 'lineage': None, 'given': 'Ferdias'}, 'id': 'pandri.ferdias@fmipa.unila.ac.id'}]",['QA'],"There are several ways to describe data mathematically. Likewise with the computing tool. As a computational aid, Mathematica® is designed to make it easier for users to carry out the calculation process symbolically or numerically. This article will discuss the use of Mathematica® to describe banking data through quantitative methods. A case study that discussed in this article is the results of the analysis of the influence of Non-Performing Financing (NPF) against the financial performance of PT. Bank Syariah Mandiri (BSM) through indicators of Return on Asset (ROA). Research conducted using a quantitative approach to the data of the financial statements of PT BSM. The sampling technique used was purposive sampling criteria the Public Sharia Banks publish annual financial statements in the period 2009-2018 with > 75 trillion rupiahs in assets. Based on quantitative method using Mathematica® programming, the research data has a normal distribution and no deviation from the rules of classical assumptions. In addition, the diversity of the data being used can explain the regression models constructed by the NPF variable towards the ROA variable, and the hypothesis testing results show that the variables of NPF have a significant, negative effect on ROA.",2021-11-11 01:09:47,archive,1.0,8,show,"Quantitative Method For Analysis of Non-
Performing Financing Return: A Case Study on
Assets of PT. BSM",published,35743,12018.0,,https://iopscience.iop.org/article/10.1088/1742-6596/1751/1/012018/pdf,,,,,,[{'url': 'doi:10.1088/1742-6596/1751/1/012018'}],,,['Universitas Lampung'],,,,,
55,2022-11-16 09:17:37,2022-11-16 09:17:37,263,public,http://repository.lppm.unila.ac.id/id/eprint/46681,,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 46681, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185590', 'pos': 1, 'format': 'text', 'files': [{'filesize': 155121, 'datasetid': 'document', 'filename': 'Bukti Korespondensi_Petri Net Model in the Process of Submission.pdf', 'hash': '494a833680d7793d3a3ee81c06835af4', 'mtime': '2022-11-16 06:14:33', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 514305, 'uri': 'http://repository.lppm.unila.ac.id/id/file/514305', 'objectid': 185590}], 'docid': 185590, 'main': 'Bukti Korespondensi_Petri Net Model in the Process of Submission.pdf'}]",Universitas Pattimura,['FMIPA9'],other,1970-01-01 00:00:00.000002021,disk0/00/04/66/81,,,,"[{'name': {'family': 'Octavia', 'honourific': None, 'lineage': None, 'given': 'Megawati'}, 'id': None}, {'name': {'given': 'Fitriani', 'family': 'Fitriani', 'honourific': None, 'lineage': None}, 'id': 'fitriani_mathunila@yahoo.co.id'}, {'id': 'ahmadfaisol@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Faisol', 'honourific': None, 'given': 'Ahmad'}}]",['QA'],,2022-11-16 09:17:37,archive,,8,show,Bukti Korespondensi Artikel 'Petri Net Model in the Process of Submission for Customer Credit of BPR Lambang Ganda Serang',published,46681,,,,,,,,,,,,,,,,,
56,2022-10-05 02:30:22,2022-10-05 02:30:22,263,public,http://repository.lppm.unila.ac.id/id/eprint/45493,,pub,"[{'eprintid': 45493, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 184267, 'main': 'Petri Net Model in the Process of Submission for Customer Credit of BPR Lambang Ganda Serang (1).pdf.pdf', 'files': [{'objectid': 184267, 'uri': 'http://repository.lppm.unila.ac.id/id/file/505259', 'fileid': 505259, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-10-05 00:30:14', 'filename': 'Petri Net Model in the Process of Submission for Customer Credit of BPR Lambang Ganda Serang (1).pdf.pdf', 'hash': '7ae46e69608896bd9612da3f17d6453a', 'datasetid': 'document', 'filesize': 598195}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184267'}]",Universitas Pattimura,['FMIPA9'],other,2021-09-01 00:00:00.000000000,disk0/00/04/54/93,,,,"[{'id': None, 'name': {'given': 'Megawati', 'family': 'Octavia', 'honourific': None, 'lineage': None}}, {'name': {'honourific': None, 'family': 'Fitriani', 'lineage': None, 'given': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}, {'id': 'ahmadfaisol@fmipa.unila.ac.id', 'name': {'given': 'Ahmad', 'lineage': None, 'family': 'Faisol', 'honourific': None}}]",['QA'],,2022-10-05 02:30:22,archive,,7,show,Hasil cek similaritas artikel 'Petri Net Model in the Process of Submission for Customer Credit of BPR Lambang Ganda Serang',published,45493,,,,,,,,,,,,,,,,,
