,subjects,abstract,status_changed,eprint_status,volume,rev_number,metadata_visibility,title,date_type,eprintid,pagerange,datestamp,corp_creators,lastmod,userid,full_text_status,uri,refereed,ispublished,number,publisher,documents,divisions,type,date,dir,publication,creators,issn,id_number,official_url,pres_type,event_title,event_location,event_type,event_dates,contact_email,referencetext,keywords,related_url,succeeds,funders,note
22,['AC'],,2022-11-07 01:37:48,archive,,7,show,Kontrak dan laporan penelitian dasar 2020,,46280,,2022-11-07 01:37:48,,2022-11-07 01:37:48,959,public,http://repository.lppm.unila.ac.id/id/eprint/46280,,pub,,universitas Lampung,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185165', 'main': 'KOntrak dan Laporan Pen dasar 2020.pdf', 'docid': 185165, 'files': [{'objectid': 185165, 'uri': 'http://repository.lppm.unila.ac.id/id/file/511296', 'mime_type': 'application/pdf', 'fileid': 511296, 'hash': '8a77f34c995d2e2d611bb94eba5f7156', 'filename': 'KOntrak dan Laporan Pen dasar 2020.pdf', 'hash_type': 'MD5', 'mtime': '2022-11-04 10:56:38', 'datasetid': 'document', 'filesize': 5852110}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 46280, 'placement': 1, 'security': 'public'}]",['FMIPA9'],other,1970-01-01 00:00:00.000002020,disk0/00/04/62/80,,"[{'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Herawati', 'honourific': None, 'given': 'Netti'}}]",,,,,,,,,,,,,,,
23,['AC'],,2022-11-04 08:28:20,archive,,7,show,corrsponging article smooking,,46239,,2022-11-04 08:28:20,,2022-11-04 08:28:20,959,public,http://repository.lppm.unila.ac.id/id/eprint/46239,,pub,,JSSE,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185127', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/511009', 'objectid': 185127, 'mtime': '2022-11-03 12:02:13', 'hash_type': 'MD5', 'hash': '8a3d5f27c0fc8c8b5ee51e065a41f40b', 'filename': 'Corresponding Smoking.pdf', 'fileid': 511009, 'mime_type': 'application/pdf', 'filesize': 578500, 'datasetid': 'document'}], 'main': 'Corresponding Smoking.pdf', 'docid': 185127, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 46239}]",['FMIPA9'],other,1970-01-01 00:00:00.000002020,disk0/00/04/62/39,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Herawati', 'given': 'Netti'}, 'id': 'netti.herawati@fmipa.unila.ac.id'}]",,,,,,,,,,,,,,,
24,['HA'],,2020-06-18 01:16:26,archive,10.0,6,show,Selecting the Method to Overcome Partial and Full Multicollinearity in Binary Logistic Model,published,22622,55-59,2020-06-18 01:16:26,,2020-06-18 03:15:26,959,public,http://repository.lppm.unila.ac.id/id/eprint/22622,TRUE,pub,3.0,Scientific & Academic Publishing Co.,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/36094', 'rev_number': 1, 'format': 'text', 'pos': 3, 'files': [{'objectid': 36094, 'uri': 'http://repository.lppm.unila.ac.id/id/file/207472', 'datasetid': 'document', 'filesize': 322342, 'mime_type': 'application/pdf', 'fileid': 207472, 'hash': '72d0b78a55754a3d612d567df5d0859b', 'filename': 'Int journal stat and app june 18 2020.pdf', 'mtime': '2020-06-18 01:01:53', 'hash_type': 'MD5'}], 'docid': 36094, 'main': 'Int journal stat and app june 18 2020.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 3, 'eprintid': 22622}]",['FMIPA9'],article,2020-06-17 00:00:00.000000000,disk0/00/02/26/22,International Journal of Statistics and Applications,"[{'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'given': 'Netti', 'lineage': None, 'family': 'Herawati', 'honourific': None}}, {'name': {'given': 'Khoirin', 'lineage': None, 'honourific': None, 'family': 'Nisa'}, 'id': 'khoirin.nisa@fmipa.unila.ac.id'}, {'id': 'Nusyirwan@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Nusyirwan', 'given': 'Nusyirwan'}}]",-ISSN: 2168-5193 e-ISSN: 2168-5215,doi:10.5923/j.statistics.20201003.01,http://www.sapub.org/journal/aimsandscope.aspx?journalid=1114,,,,,,,,,[{'url': 'http://article.sapub.org/10.5923.j.statistics.20201003.01.html'}],,,
25,['HA'],,2020-09-21 03:26:14,archive,1.0,8,show,PENGAYAAN DAN PENDAMPINGAN MATERI PELAJARAN MATEMATIKA DAN STATISTIKA PADA BIDANG KESEHATAN BAGI GURU SMKN 2 TANJUNG RAYA KABUPATEN MESUJI PROPINSI LAMPUNG,published,24095,358-362,2020-09-21 03:26:14,,2020-09-21 03:26:14,959,public,http://repository.lppm.unila.ac.id/id/eprint/24095,TRUE,pub,5.0,Universitas Pahlawan Tuanku Tambusai,"[{'eprintid': 24095, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'text/html', 'docid': 37799, 'main': 79, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/219397', 'objectid': 37799, 'filesize': 35033, 'datasetid': 'document', 'mtime': '2020-09-20 01:16:28', 'hash_type': 'MD5', 'filename': 79, 'hash': '96cb583c0d9912b451cdf0e6daef9b51', 'fileid': 219397, 'mime_type': 'text/html'}], 'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37799'}]",['FMIPA9'],article,2020-09-28 00:00:00.000000000,disk0/00/02/40/95,Jurnal ABDIDAS,"[{'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'given': 'Netti', 'honourific': None, 'family': 'Herawati', 'lineage': None}}, {'id': 'agus.sutrisno@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Sutrisno', 'given': 'Agus'}}, {'id': 'dorrah.aziz@fmipa.unila.ac.i', 'name': {'honourific': None, 'family': 'Azis', 'lineage': None, 'given': 'Dorrah'}}]",2721 9216; 2721 9224,,https://abdidas.org/index.php/abdidas,,,,,,,,,,,,
26,"['HA', 'R1']",,2020-12-21 01:39:01,archive,86.0,8,show,"Smoking has physical and psychoactive effects, and 
heavy smoking is associated with depression",published,27129,273-280,2020-12-21 01:39:01,,2020-12-21 01:39:01,959,public,http://repository.lppm.unila.ac.id/id/eprint/27129,TRUE,pub,6.0,The Japanese Society of Health and Human Ecology,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 27129, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41142', 'docid': 41142, 'main': '86_273.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/243193', 'objectid': 41142, 'filesize': 714488, 'datasetid': 'document', 'hash': '5b5347aff26e88cc09e201f7f58ebc02', 'filename': '86_273.pdf', 'hash_type': 'MD5', 'mtime': '2020-12-20 01:01:59', 'mime_type': 'application/pdf', 'fileid': 243193}]}]",['FMIPA9'],article,2020-12-17 00:00:00.000000000,disk0/00/02/71/29,Jpn J Health & Human Ecology,"[{'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Herawati', 'lineage': None, 'given': 'Netti'}}, {'id': None, 'name': {'lineage': None, 'family': 'Suzuki', 'honourific': None, 'given': 'Shosuke'}}, {'name': {'honourific': None, 'family': 'Koyama', 'lineage': None, 'given': 'Hiroshi'}, 'id': None}, {'name': {'given': 'Kunihiko', 'lineage': None, 'family': 'HAyashi', 'honourific': None}, 'id': None}]",Online ISSN : 2432-6720 Print ISSN : 2432-6712 ISSN-L : 2432-6712,,https://www.jstage.jst.go.jp/browse/kenko/_pubinfo/-char/en,,,,,,,,,[{'url': 'https://www.jstage.jst.go.jp/article/kenko/86/6/86_273/_pdf/-char/en'}],,,
27,['QA'],Persamaan aliran panas dua dimensi merupakan persamaan diferensial parsial yakni termasuk ke dalam persamaan Laplace 2 dimensi. Tujuan penelitian ini adalah untuk mendapatkan model waktu yang dibutuhkan untuk mengeringkan kadar air dari suatu objek secara maksimal. Metode yang digunakan yaitu konsep Transformasi Laplace. Persamaan aliran panas 2 dimensi,2020-11-18 01:30:17,archive,,7,show,ALIRAN PANAS DUA DIMENSI DAN PENYELESAIANNYA DENGAN TRANSFORMASI LAPLACE,submitted,25906,,2020-11-18 01:30:17,['Universitas Lampung'],2020-11-18 01:30:17,488,public,http://repository.lppm.unila.ac.id/id/eprint/25906,FALSE,submitted,,,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 25906, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39700', 'pos': 1, 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2020-11-17 14:08:08', 'hash': '5d8cf3da32d4a5d61c7d163ab125589e', 'filename': 'ABSTRAK SNMK III 2020 JHOSUA ZEKE.pdf', 'fileid': 232873, 'mime_type': 'application/pdf', 'filesize': 2774397, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/232873', 'objectid': 39700}], 'docid': 39700, 'main': 'ABSTRAK SNMK III 2020 JHOSUA ZEKE.pdf'}]",['FMIPA9'],article,2020-11-05 00:00:00.000000000,disk0/00/02/59/06,Seminar Nasional Metode Kuantitif III Tahun 2020,"[{'name': {'family': 'Joshua Zeke', 'honourific': None, 'lineage': None, 'given': 'Pin Hutagalung'}, 'id': 'joshuazekepinhutagalung@gmail.com'}, {'id': 'agus.sutrisnomg4@gmail.com', 'name': {'given': 'agus', 'honourific': None, 'family': 'Agus Sutrisno', 'lineage': None}}, {'id': 'amanto.1973@fmipa.unila.ac.id', 'name': {'family': 'Amanto', 'honourific': None, 'lineage': None, 'given': 'Amanto'}}]",,,,,,,,,,,,,,,
28,['Q1'],"Sharia based investments currently become more popular in Indonesia as an alternative for those who have a long-term horizon and are seeking an Islamic way in investing their money. However, such long-term investment allows the existence of heteroscedasticity or heterogeneous variances in the time series data. To come up with this issue, one way to model the Autoregressive Conditional Heteroscedasticity (ARCH) effect is GARCH Model. The objective of this study is to obtain the best model estimating the parameters, to forecast the stock prices and to present its predicted volatility. The results show that the best model as fitted data is AR (1)-GARCH (1,1). The implication of this model is to predict the share price of Indofood CBP Sukses Makmur Tbk, Indonesia, for the next 2 months (60 days) and it shows a very easonable result as the percentage of error is less than the mean.",2020-02-17 03:50:18,archive,15.0,9,show,Dynamic Model of Forecasting Stock Prices,,17550,1330-1336,2020-02-17 03:50:18,,2020-02-17 03:50:18,33,public,http://repository.lppm.unila.ac.id/id/eprint/17550,TRUE,pub,6.0,Medwell Journal,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 17550, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30678', 'rev_number': 1, 'docid': 30678, 'main': 'Dynamic Model_Fajrin 2020.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/148314', 'objectid': 30678, 'mtime': '2020-01-13 03:54:06', 'hash_type': 'MD5', 'filename': 'Dynamic Model_Fajrin 2020.pdf', 'hash': 'ad9ef5720ee3cb7f3086bebe4d70d467', 'fileid': 148314, 'mime_type': 'application/pdf', 'filesize': 121165, 'datasetid': 'document'}]}]",['FMIPA9'],article,2020-01-01 00:00:00.000000000,disk0/00/01/75/50,Journal of Engineering and Applied Sciences,"[{'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Kesumah', 'given': 'Fajrin Satria Dwi'}}, {'id': 'ehendrawaty@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Hendrawaty', 'given': 'Ernie'}}, {'id': 'usman_alfha@yahoo.com', 'name': {'given': 'Mustofa', 'family': 'Usman', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'given': 'Edwin', 'lineage': None, 'family': 'Russel', 'honourific': None}}, {'name': {'given': 'Rialdi', 'family': 'Azhar', 'honourific': None, 'lineage': None}, 'id': None}, {'id': 'widiarti08@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Widiarti', 'given': 'Widiarti'}}, {'id': 'prayudha.ananta@feb.unila.ac.id', 'name': {'given': 'Prayudha', 'honourific': None, 'family': 'Ananta', 'lineage': None}}]",1818-7803 (Online),,https://medwelljournals.com/,,,,,,,,,,,,
29,['QA'],"Prior to known as path analysis, causal modelling has been widely utilised by many
researchers in many different areas, such as education, social science,
transportation, and economics. This study aims to hypothesize whether the
existence of direct and indirect effects of INFL to INTR; INFL and INTR to EXCR;
EXCR and INTR to GDP; and INTR and GDP to SP is available based on the
constructed models. The application of path analysis in this study is used to
measure the causal modelling between share prices of AKRA (SP) and its
macroeconomic factors affecting it directly and/or indirectly. The proxy of
macroeconomics in this study are inflation rate (INFL), exchange rate (EXCR),
interest rate (INTR), and Gross Domestic Product (GDP). The findings suggest that
all four estimated models either have only a direct effect or have both direct and
indirect effects. Furthermore, the static analysis determines that not all effects
satisfying both significant and meaningfulness criteria, which some are only
meaningfulness but they need to remain on the models. The decomposition of
correlation among variables is also constructed and the computation shows that
some have a strong correlation and others have a slightly weak correlation. The
model can be a measurement for taking a call or a put for the investors’ decision
holding AKRA shares.",2020-05-28 11:48:26,archive,82.0,6,show,Application of path analysis of the effect of macroeconomic conditions to the share prices of PT AKR Corporindo Tbk,published,20862,6815-6828,2020-05-28 11:48:26,,2020-05-28 11:48:26,791,public,http://repository.lppm.unila.ac.id/id/eprint/20862,TRUE,pub,1.0,,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 20862, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34246', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/195137', 'objectid': 34246, 'filesize': 799042, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-05-28 07:20:07', 'hash': '44287ebf93aaff324c59288276b9143d', 'filename': 'Application of path analysis of the effect of macroeconomic conditions to the share prices.pdf', 'fileid': 195137, 'mime_type': 'application/pdf'}], 'main': 'Application of path analysis of the effect of macroeconomic conditions to the share prices.pdf', 'docid': 34246}]",['FMIPA9'],article,2020-01-01 00:00:00.000000000,disk0/00/02/08/62,TEST Engineering and Management,"[{'id': None, 'name': {'given': 'Fajrin Satria Dwi', 'lineage': None, 'family': 'Kesumah', 'honourific': None}}, {'id': 'nairobi.saibi@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Nairobi', 'given': 'Nairobi'}}, {'id': 'usman_alfha@yahoo.com', 'name': {'lineage': None, 'family': 'Usman', 'honourific': None, 'given': 'Mustofa'}}, {'name': {'lineage': None, 'family': 'Russel', 'honourific': None, 'given': 'Edwin'}, 'id': None}]",0193 - 4120,,,,,,,,,,,,,,
30,['HA'],"Abstract Extending normal gamma and normal inverse Gaussian models, multivariate normal stable
Tweedie (NST) models are composed by a ﬁxed univariate stable Tweedie variable having a positive
value domain, and the remaining random variables given the ﬁxed one are real independent Gaussian
variables with the same variance equal to the ﬁxed component. Within the framework of multivariate
exponential families, the NST models are recently classiﬁed by their covariance matrices V(m) depending
on the mean vector m. In this paper, we prove the characterization of all the NST models through
their determinants of V(m), also called generalized variance functions, which are power of only one
component of m. This result is established under the NST assumptions of Monge–Amp`ere property
and steepness. It completes the two special cases of NST, namely normal Poisson and normal gamma
models. As a matter of fact, it provides explicit solutions of particular Monge–Amp`ere equations in
diﬀerential geometry.",2021-02-11 09:17:20,archive,36.0,6,show,A Complete Characterization of Multivariate Normal Stable Tweedie Models through a Monge–Amp`ere Property,published,27832,1232-1244,2021-02-11 09:17:20,,2021-02-11 09:17:20,644,public,http://repository.lppm.unila.ac.id/id/eprint/27832,TRUE,pub,11.0,Springer-Verlag GmbH Germany,"[{'security': 'public', 'placement': 1, 'eprintid': 27832, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 41797, 'uri': 'http://repository.lppm.unila.ac.id/id/file/248073', 'fileid': 248073, 'mime_type': 'application/pdf', 'mtime': '2021-02-11 08:52:37', 'hash_type': 'MD5', 'filename': 'CCKetal ACTA_MATH_SINICA_2020.pdf', 'hash': '5403a6116c0b0a34a4b2f3684a78b38f', 'datasetid': 'document', 'filesize': 727978}], 'docid': 41797, 'main': 'CCKetal ACTA_MATH_SINICA_2020.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41797', 'rev_number': 1, 'format': 'text', 'pos': 1}]",['FMIPA9'],article,2020-12-15 00:00:00.000000000,disk0/00/02/78/32,"Acta Mathematica Sinica, English Series","[{'name': {'lineage': None, 'honourific': None, 'family': 'Kokonendji', 'given': 'Célestin C.'}, 'id': 'celestin.kokonendji@univ-fcomte.fr'}, {'id': 'cmoypemna@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'MOYPEMNA SEMBONA', 'given': 'Cyrille C.'}}, {'name': {'lineage': None, 'family': 'Nisa', 'honourific': None, 'given': 'Khoirin'}, 'id': 'khoirin.nisa@fmipa.unila.ac.id'}]",1439-8516,https://link.springer.com/article/10.1007/s10114-020-8377-6,https://www.springer.com/journal/10114,,,,,,,,,"[{'type': 'pub', 'url': 'https://link.springer.com/article/10.1007/s10114-020-8377-6'}]",,,
31,['QA'],"We  study  the  dynamics  of  a  two  dimensional  map  which  is  derived  from  another  two  dimensional  map  by re-parametrizing the parameter in the system. It is shown that some of the properties of the original map can be preserved by the choice of the re-parametrization. By means of performing stability analysis to the critical points, and also studying the level set of the integrals, we study the dynamics of the re-parametrized map. Furthermore, we present preliminary results on the existence of a set where iteration starts at a point in that set, in which it will go off to infinity after finite step.",2022-06-06 01:27:15,archive,5.0,6,show,Dynamics of A Re-Parametrization of A 2-Dimensional Mapping Derived from Double Discrete Sine-Gordon Mapping,published,42095,363-377,2022-06-06 01:27:15,"['Universitas Lampung', 'Institut Teknologi Bandung']",2022-06-06 01:27:15,1137,public,http://repository.lppm.unila.ac.id/id/eprint/42095,TRUE,pub,2.0,IJMEMS,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163793', 'rev_number': 7, 'docid': 163793, 'main': '30-IJMEMS-19-506-52-363-377-2020.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/464056', 'objectid': 163793, 'mtime': '2020-01-28 02:33:05', 'hash_type': 'MD5', 'filename': '30-IJMEMS-19-506-52-363-377-2020.pdf', 'hash': 'e6873f4aacd294837eb48454a56a5ed9', 'fileid': 464056, 'mime_type': 'application/pdf', 'filesize': 1163106, 'datasetid': 'document'}], 'mime_type': 'application/pdf', 'language': 'en', 'content': 'published', 'eprintid': 42095, 'security': 'public', 'license': 'cc_by_4', 'placement': 1}, {'format': 'text', 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163794', 'rev_number': 4, 'docid': 163794, 'main': 'Zakaria_IJMEMS_19_506_52_2020_Sept_opt.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/464057', 'objectid': 163794, 'filename': 'Zakaria_IJMEMS_19_506_52_2020_Sept_opt.pdf', 'hash': 'e43f3cc72774ee5f2d59c595beb0c524', 'hash_type': 'MD5', 'mtime': '2020-09-14 07:04:04', 'mime_type': 'application/pdf', 'fileid': 464057, 'filesize': 1874416, 'datasetid': 'document'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 42095, 'security': 'public', 'placement': 2}]",['FMIPA9'],article,2020-04-01 00:00:00.000000000,disk0/00/04/20/95,"International Journal of Mathematical, Engineering and Management Sciences","[{'id': 'lazakaria.1969@fmipa.unila.ac.id', 'name': {'given': 'Zakaria', 'lineage': None, 'honourific': None, 'family': 'L.'}}, {'name': {'given': 'Tuwankotta', 'family': 'J.M.', 'honourific': None, 'lineage': None}, 'id': 'theo@dns.math.itb.ac.id'}]",2455-7749,,https://ijmems.in/,,,,,,,,,,23998.0,,
32,['HA'],,2021-02-01 04:51:16,archive,1751.0,18,show,Robust Principal Component Trimmed Clustering of Indonesian Provinces Based on Human Development Index Indicators,published,27535,1-9,2021-02-01 04:51:16,,2021-02-01 04:51:16,959,public,http://repository.lppm.unila.ac.id/id/eprint/27535,TRUE,pub,,IOP Publishing,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41546', 'main': 'Netti H_2021_J._Phys.__Conf._Ser._Robust PCA.pdf', 'docid': 41546, 'files': [{'mtime': '2021-01-28 12:07:20', 'hash_type': 'MD5', 'hash': 'e1c118bd5233507f3aa9abfb59d7756c', 'filename': 'Netti H_2021_J._Phys.__Conf._Ser._Robust PCA.pdf', 'fileid': 246069, 'mime_type': 'application/pdf', 'filesize': 884994, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/246069', 'objectid': 41546}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 27535, 'placement': 1, 'security': 'public'}]",['FMIPA9'],article,2020-09-03 00:00:00.000000000,disk0/00/02/75/35,Journal of Physics: Conference Series,"[{'name': {'given': 'Siska Diah Ayu', 'lineage': None, 'family': 'Larasati', 'honourific': None}, 'id': None}, {'name': {'given': 'Khoirin', 'family': 'Nisa', 'honourific': None, 'lineage': None}, 'id': 'khoirin.nisa@fmipa.unila.ac.id'}, {'name': {'given': 'Netti', 'lineage': None, 'honourific': None, 'family': 'Herawati'}, 'id': 'netti.herawati@fmipa.unila.ac.id'}]",Print : 1742-6588 Online : 1742-6596,doi:10.1088/1742-6596/1751/1/012030,https://iopscience.iop.org/,,,,,,,,,[{'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1751/1/012021/meta'}],,,
33,['HA'],"Principal Component Regression (PCR) is a method used to overcome multicollinearity problems by reducing the dimensions of independent variables to obtain new simpler variables without losing most of the information contained in the variables. If the data analyzed contain outliers, a robust method on PCR is required. In this paper we use a robust method which is a combination of Robust Principal Component Analysis using the Minimum Covariance Determinant (MCD) method and Robust Regression Analysis using Least Trimmed Square (LTS) method. The purpose of this study is to examine the robust PCR analysis using the MCD-LTS method and to know the robustness of the method by looking at its sensitivity to outliers. For this purpose we compared the MCD-LTS PCR to the classic PCR based on the bias and Mean Square Error (MSE) values on several different sample sizes and percentages of outliers. The results of this study indicate that robust PCR using MCD-LTS is effective and efficient in overcoming the problem of multicollinearity and outliers in regression analysis.",2020-05-28 07:19:41,archive,1.0,5,show,ANALISIS REGRESI KOMPONEN UTAMA ROBUST DENGAN METODE MINIMUM COVARIANCE DETERMINANT – LEAST TRIMMED SQUARE (MCD-LTS),published,20857,1-9,2020-05-28 07:19:41,,2020-05-28 07:19:41,644,public,http://repository.lppm.unila.ac.id/id/eprint/20857,TRUE,pub,1.0,"Jurusan Matematika, Universitas Lampung","[{'uri': 'http://repository.lppm.unila.ac.id/id/document/34239', 'rev_number': 2, 'pos': 3, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 490042, 'mime_type': 'application/pdf', 'fileid': 195092, 'filename': 'PAPER SISKA SIGER LENGKAP.pdf', 'hash': '236f422c5283e7a1367425d116bacd67', 'hash_type': 'MD5', 'mtime': '2020-05-27 09:05:45', 'objectid': 34239, 'uri': 'http://repository.lppm.unila.ac.id/id/file/195092'}], 'main': 'PAPER SISKA SIGER LENGKAP.pdf', 'docid': 34239, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 3, 'security': 'public', 'eprintid': 20857}]",['FMIPA9'],article,2020-03-24 00:00:00.000000000,disk0/00/02/08/57,Jurnal Siger Matematika,"[{'name': {'given': 'Siska Diah Ayu', 'family': 'Larasati', 'honourific': None, 'lineage': None}, 'id': None}, {'name': {'given': 'Khoirin', 'lineage': None, 'honourific': None, 'family': 'Nisa'}, 'id': 'khoirin.nisa@fmipa.unila.ac.id'}, {'name': {'given': 'Eri', 'lineage': None, 'family': 'Setiawan', 'honourific': None}, 'id': None}]","2721-5849 (p), 2721-6853(e)",,http://jurnal.fmipa.unila.ac.id/JSM/article/view/2472,speech,"Seminar Nasional Sains, Matematika, Informatika, dan Aplikasinya (SMIAP)",Universitas Lampung,conference,24-25 Oktober 2019,,,,,20718.0,,
34,['QA'],"Pendugaan selang kepercayaan paramater adalah suatu penentuan selang nilai yang dihitung berdasarkan pengukuran statistik dan mempunyai peluang tertentu yang memuat parameter sebenarnya. Dibutuhkan suatu metode untuk melakukan pendugaan selang kepercayaan parameter dan metode yang digunakan adalah metode Maximum Likelihood Estimation dan metode Bootstrap. Tujuan dari penelitian ini adalah untuk melakukan pendugaan parameter dengan menggunakan metode maximum likelihood estimation dan melakukan analisis reliabilitas terhadap data masa hidup suatu sistem mesin pendingin pesawat yang mengikuti Distribusi Weibull, serta melakukan pendugaan selang kepercayaan parameternya. Semakin bertambahnya usia pakai mesin pendingin pesawat, nilai reliabilitas dari sebuah mesin pendingin pesawat juga mengalami penurunan.
Kata kunci: Pendugaan Selang Kepercayaan, Distribusi Gamma, Metode Maximum Likelihood Estimation, Metode Newton-Raphson, Metode Bootstrap,Reliabilitas",2020-11-18 01:35:53,archive,,8,show,MENENTUKAN SELANG KEPERCAYAAN PADA DATA MASA HIDUP SISTEN BERDISTRIBUSI WEIBULL DENGAN METODE MAXIMUM LIKELIHOOD ESTIMATION DAN BOOTSTRAP,submitted,25913,,2020-11-18 01:35:53,['Universitas Lampung'],2020-11-18 01:35:53,488,public,http://repository.lppm.unila.ac.id/id/eprint/25913,TRUE,submitted,,,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 25913, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39706', 'rev_number': 1, 'docid': 39706, 'main': 'ABSTRAK SNMK III 2020 LINTANG DK.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/232914', 'objectid': 39706, 'hash': '5e63ddccba7f2f84a5c679093ca995c6', 'filename': 'ABSTRAK SNMK III 2020 LINTANG DK.pdf', 'mtime': '2020-11-17 14:19:22', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 232914, 'filesize': 2774399, 'datasetid': 'document'}]}]",['FMIPA9'],conference_item,2020-11-05 00:00:00.000000000,disk0/00/02/59/13,,"[{'id': 'lintang.diah025@gmail.com', 'name': {'honourific': None, 'family': 'Lintang Diah', 'lineage': None, 'given': 'Kusuma'}}, {'id': 'rudi.ruswandi@fmipa.unila.ac.id', 'name': {'given': 'Rudi', 'lineage': None, 'honourific': None, 'family': 'Ruswandi'}}, {'id': 'amanto.1973@fmipa.unila.ac.id', 'name': {'given': 'Amanto', 'honourific': None, 'family': 'Amanto', 'lineage': None}}]",,,,paper,Seminar Nasional Metode Metode Kuantitatif,FMIPA Universitas lampung,conference,5 November 2020,,,,,,,
