,refereed,full_text_status,uri,documents,ispublished,datestamp,lastmod,userid,dir,date,creators,issn,publication,divisions,type,metadata_visibility,rev_number,official_url,title,abstract,subjects,related_url,status_changed,eprint_status,date_type,eprintid,isbn,book_title,pagerange,publisher,corp_creators,keywords,monograph_type,id_number,pages,place_of_pub,department,institution,contact_email,volume,number,funders,contributors,event_dates,event_type,event_location,event_title,pres_type,projects,succeeds
23,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/3173,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/3064', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/22106', 'objectid': 3064, 'mtime': '2017-06-02 12:46:33', 'hash_type': 'MD5', 'filename': '449-1387-1-SM.pdf', 'hash': '3ac4f88d61076ca3c548f8d8cef6415a', 'fileid': 22106, 'mime_type': 'application/pdf', 'filesize': 646035, 'datasetid': 'document'}], 'docid': 3064, 'main': '449-1387-1-SM.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 3173}]",pub,2017-06-05 02:17:14,2017-06-05 02:17:14,786,disk0/00/00/31/73,2016-05-20 00:00:00.000000000,"[{'name': {'lineage': None, 'family': 'Radliyah', 'honourific': None, 'given': 'Nunung'}, 'id': 'nunungradliyah@yahoo.com'}]",23391650,"International Conference on law, business and governance (ICon - LBG)",['FH3'],article,show,10,http://artikel.ubl.ac.id/index.php/iconlbg,Application of Islamic Economic Law of Murabahah Funding In Islamic Banking,"The Bank is a financial institution that has a strategic role in developing national development. Banking world recognize two systems, namely the economic system of conventional and Islamic economic system. Conventional economic systems are commercial banks and rural banks. Islamic bank is a bank that uses the basic Islamic law and doing business with the Islamic principles referring to the Al - Quran and Al -Hadith and Al- Ro'yu (reasonable minds). One Islamic products that exist in Islamic banking is murabaha financing. Their financing channeled Islamic bank will always involve risks, namely the risk of losses due to non-current provision of financing or financing problems. The problem in this research is how the application of the principle of economic law on the Sharia to financing murabaha Islamic Banking and rescue efforts against murabaha financing is problematic. This study is a normative legal research with descriptive type. This research is using the normative legal - normative approach applied to the type of normative approach, analytical legal substance (approach of legal content analysis). The data used are secondary data consists of primary legal materials, secondary law and tertiary legal materials. The findings of the research that murabahah on Islamic Banking uses wakalah that empowers the customer to buy the object or objects that have been agreed in the contract , so that execution of the contract murabaha does not conflict with existing provisions , whether the provisions issued by the National Sharia Council of Indonesian Ulema Council No. 04/DSN - MUI / IV / 2000 on murabaha and Bank Indonesia Regulation Number 7/46 / PBI / 2005 on Contract Assembler and Disbursement For banks Conducting Business Based on the principle of murabaha financing Syariah. Upaya rescue troubled on researching Islamic Banking customers , when acting in good faith efforts to rescue the troubled murabaha financing is done through financing by way of rescheduling restructuring (rescheduling), reconditioning (back requirements) , and restructuring (restructuring).

Keywords : Financing Agreement; Murabahah ; Islamic Economic Law",['K1'],"[{'type': 'pub', 'url': 'http://artikel.ubl.ac.id/index.php/iconlbg'}]",2017-06-05 02:17:14,archive,published,3173,,,II - 1-II - 5,"Bandar Lampung University (UBL) Faculty of Law, Faculty of Economics and Faculty of Social Science",['Universitas Lampung'],,,,,,,,,3,1.0,,,,,,,,,
24,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/3177,"[{'files': [{'filesize': 5746333, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2017-06-02 13:06:27', 'filename': 'AICIS.pdf', 'hash': 'bf19ba5b435a9db6357ac0776ec06466', 'fileid': 22126, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/22126', 'objectid': 3067}], 'docid': 3067, 'main': 'AICIS.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/3067', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 3177, 'mime_type': 'application/pdf', 'language': 'en'}]",pub,2017-06-05 02:22:52,2017-06-05 02:22:52,786,disk0/00/00/31/77,2016-11-03 00:00:00.000000000,"[{'name': {'given': 'Nunung', 'lineage': None, 'family': 'Radliyah', 'honourific': None}, 'id': 'nunungradliyah@yahoo.com'}]",,Annual International Conference on Islamic Studies,['FH3'],article,show,6,https://aicis.radenintan.ac.id/,Arbitrase Syariah Sebagai Alternatif Penyelesaian Sengketa Lembaga Perbankan Syariah Serta Kekuatan Dan Kelemahan Dalam Penerapan Di Indonesi,"Lembaga keuangan nonbank pun sekarang ini sudah cukup banyak yang menggunakan sistem syariah antara lain asuransi, pegadaian, obligasi, pasar modal dan reksadana syariah. Untuk itu, maka perlu adanya suatu penyelesaian perselisihan dalam hal ini terutama penyelesaian alternatif  yakni melalui arbitrase syariah dalam menyelesaikan sengketa lembaga perbankan syariah yang akan memberikan penyelesaian secara adil dan cepat yang timbul dalam berbagai bidang seperti bidang keuangan, jasa, perdagangan, indrustri maupun bidang lainnya yang didasarkan pada  ajaran Al-Qur‘an, Sunnah Rasul (Hadis), dan akal fikiran (Ijtihad). Metode pendekatan masalah yuridis-normatif, jenis penelitian normative, dan tipe penelitian deskriptif analitis, dengan analisis secara kualitatif. Hasil temuan dari penelitian ini menjelaskan bahwa 1) Bentuk Penyelesaian Sengketa Perbankan Syariah di Indonesia salah satunya adalah melalui Mediasi Perbankan sebagaimana diatur dalam Pasal 1 angka 5 PBI No.8/5/PBI/2006 tentang Mediasi Perbankan yang kemudian diubah dengan Peraturan Bank Indonesia No. 10/1/PBI/2008. 2) Prosedur dan proses penyelesaian sengketa lembaga keuangan syariah melalui bayarnas harus didasarkan pada UU No. 30 Tahun 1999 tentang Arbitrase dan Peraturan Prosedur Bayarnas. 3) Kekuatan dan kelemahan penyelesaian sengketa perbankan syariah melalui arbitrase syariah di Indonesia yaitu arbitrase syariah menarik bagi para pedagang dan investor 

Keyword : Arbitrase, Perbankan Syariah, Penyelesaian Alternative",['K1'],"[{'url': 'https://aicis.radenintan.ac.id/', 'type': 'org'}]",2017-06-05 02:22:52,archive,published,3177,,,158-169,IAIN Raden Intan Lampung,['Universitas Lampung'],,,,,,,,,1,2.0,,,,,,,,,
25,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/3175,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 3175, 'uri': 'http://repository.lppm.unila.ac.id/id/document/3065', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'filesize': 23708329, 'datasetid': 'document', 'mtime': '2017-06-02 12:55:51', 'hash_type': 'MD5', 'hash': 'bab80d18eda9e4b4f9482c0af42298d5', 'filename': 'ShieldProceeding.pdf', 'fileid': 22115, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/22115', 'objectid': 3065}], 'docid': 3065, 'main': 'ShieldProceeding.pdf'}]",pub,2017-06-05 02:16:02,2017-06-05 02:16:02,786,disk0/00/00/31/75,2016-11-02 00:00:00.000000000,"[{'name': {'given': 'Nunung', 'honourific': None, 'family': 'Radliyah', 'lineage': None}, 'id': 'nunungradliyah@yahoo.com'}, {'name': {'honourific': None, 'family': 'Oktariatas', 'lineage': None, 'given': 'Ade'}, 'id': 'adeoktariatasky@gmail.com'}]",9786020860114,Shield International Conference all right reserved,['FH3'],article,show,6,http://shield.unila.ac.id,"ISLAMIC OBLIGATION (SUKUK), BUDGETING ALTERNATIVE FOR NATIONAL DEVELOPMENT","Financing system which burgeoned toward budgeting, can't be separated from much regulation aspects in a country. In Indonesia, the financing system use conventional and  islamic (syari'ah) system. One of type with references to financing system is obligation (bond) published by a company or legal entity it has reason to raise funds for cover financing company and can be on sale to another. Along with development in company and public to make a better budgeting for them, Islamic obligation (sukuk) is the one of alternative which support financing activities. Budgeting transaction by means of sukuk, not only good for people, but also to financing development in country.  This paper discuss about Legal issues how important sukuk publishing in financing activity, which try to explain obligation generally based a applicable regulation. The importance applicable in sukuk, can't seperated from a problem how sukuk can be proposed as superior for the country developments. In the other side, this paper also explain about the mechanism to publish sukuk, based on the regulations.   In this reasearch, all issues to be discussed, needs structural method to produce theory and informations which suitable of scientific aspects and can easier to understand in public. This reasearch using, using normative methods norm by qualitative analytic technical.   In the final final analysis, is explain sukuk can be proposed as superior to supports contries budgeting based on importance, standing, and the publication mechanism.  

Keyword : Sukuk, Budgeting, Mechanism",['K1'],"[{'url': 'http://shield.unila.ac.id/ShieldProceeding.pdf', 'type': 'pub'}]",2017-06-05 02:16:02,archive,published,3175,,,56-65,"Post Graduate Program, University Of Lampung , Instirute of research and community service","['Universitas Lampung', 'Universitas Lampung']",,,,,,,,,1,1.0,,,,,,,,,
26,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/30201,"[{'files': [{'filesize': 4473435, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2017-06-07 07:40:15', 'filename': 'Relasi Bisnis dan  HAM_OK_fullset.pdf', 'hash': '377370cbd6e3f930175090699b66ca39', 'fileid': 358033, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/358033', 'objectid': 135696}], 'main': 'Relasi Bisnis dan  HAM_OK_fullset.pdf', 'docid': 135696, 'uri': 'http://repository.lppm.unila.ac.id/id/document/135696', 'rev_number': 3, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 30201, 'content': 'published', 'language': 'en', 'mime_type': 'application/pdf'}]",pub,2021-05-19 02:08:40,2021-05-19 02:08:40,126,disk0/00/03/02/01,2016-12-01 00:00:00.000000000,"[{'id': 'rehulinatarigan@gmail.com', 'name': {'family': 'Rehulina', 'honourific': None, 'lineage': None, 'given': 'Rehulina'}}]",,,['FH3'],book,show,7,https://elsam.or.id/relasi-bisnis-dan-hak-asasi-manusia-konteks-dan-perspektif-hukum-di-indonesia/,Menyoal Perusahaan Multinasional sebagai Subjek Hukum Pengemban Tanggung Jawab Terhadap HAM,Tulisan ini hendak melihat apakah perusahaan multinasional dapat dibebankan sebagai pengemban hak dan kebajiban dalam hukum internasional.,['K1'],,2021-05-19 02:08:40,archive,published,30201,,,183-197,ELSAM,,"Bisnis, HAM dan Hukum Internasional",,,,,,,,,,['Lembaga Studi dan Advokasi Masyarakat Elsam'],"[{'id': 'rehulinatarigan@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'rehulina tarigan', 'given': 'rehulina'}}]",Desember 2015,conference,Jogjakarta,Konverensi ham dan bisnis 2015,paper,['FH UGM Bekerjasama dengan Lembaga Studi dan Advokasi Masyarakat Elsam'],3517.0
27,,public,http://repository.lppm.unila.ac.id/id/eprint/17134,"[{'eprintid': 17134, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 30226, 'main': 'NU Mengawal perubahan zaman(2).pdf', 'files': [{'filesize': 5825193, 'datasetid': 'document', 'filename': 'NU Mengawal perubahan zaman(2).pdf', 'hash': '39b9bdd0b92e3b9ccf1ccc3a60eb2bd7', 'hash_type': 'MD5', 'mtime': '2019-11-23 02:08:31', 'mime_type': 'application/pdf', 'fileid': 145402, 'uri': 'http://repository.lppm.unila.ac.id/id/file/145402', 'objectid': 30226}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30226'}]",pub,2020-01-14 01:25:10,2020-01-14 01:25:10,347,disk0/00/01/71/34,2016-01-01 00:00:00.000000000,"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'given': 'Rudy', 'lineage': None, 'honourific': None, 'family': 'Rudy'}}]",,,['FH3'],monograph,show,7,,Dinamika Perubahan NU dalam Mengawal zaman,"NU tidak dipungkiri lagi, merupakan organisasi soisal keagamaan yang sangat besar dan berpengaruh di Indonesia. Sejarah mencatat, NU lahir dan besar jauh sebelum Kemerdekaan. Sejarah Kelahiran Nu bisa Dilacak sejak kebangkitan nasional yang diikuti oleh terbentuknya organisasi pergerakan, Nahdatul Wathan( kebangkitan Tanah Air) pada tahun 1916. sampai akhirnya muncul kesepakatan untuk membentuk organisasi yang bernama Nahdatul Ulama ( kebangkitan Ulama) pada 16 Rajab 1344H yang bertepatan dengan 31 Januari 1926",['K1'],,2020-01-14 01:25:10,archive,published,17134,,,,Lajnah Ta'lif wan nasyr (LTN) PWNU Lampung,,,discussion_paper,,147.0,"jalan Cut Mutia, Teluk Betung Utara, Bandar Lampung",PWNU Lampung,Nahdatul Ulama,,,,,,,,,,,,
28,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/17375,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30490', 'pos': 1, 'format': 'text', 'files': [{'objectid': 30490, 'uri': 'http://repository.lppm.unila.ac.id/id/file/147017', 'mime_type': 'application/pdf', 'fileid': 147017, 'hash': '61194b901da4220eb0c0941076044273', 'filename': 'nu mengawal zaman(1).pdf', 'hash_type': 'MD5', 'mtime': '2019-12-21 12:45:02', 'datasetid': 'document', 'filesize': 9367444}], 'docid': 30490, 'main': 'nu mengawal zaman(1).pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 17375}]",pub,2020-01-14 02:49:30,2020-01-14 02:49:30,347,disk0/00/01/73/75,2016-01-01 00:00:00.000000000,"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'family': 'Rudy', 'honourific': None, 'lineage': None, 'given': 'Rudy'}}]",,,['FH3'],book,show,7,,NU mengawal perubahan zaman,"NU tidak dipungkiri lagi, merupakan organisasi sosial keagamaan yang sangat besar dan berpengaruh di indonesia. Sejarah mencatat, NU lahir dan besar jauh sebelum indonesia merdeka. Sejarah kelahiran NU bisa dilacak sejak kebangkitan nasional yang diikuti oleh terbentuknya organisasi pergerakan.",['K1'],,2020-01-14 02:49:30,archive,published,17375,978-602-73592-0-8,,,Lajnah Ta'alif wan Nasyr (LTN) PWNU Lampung,,,,,147.0,"Jalan Cut Mutia, Telukbetung Utara",,,,,,,,,,,,,,
29,TRUE,none,http://repository.lppm.unila.ac.id/id/eprint/4130,,pub,2017-11-10 14:08:03,2017-11-10 14:08:03,52,disk0/00/00/41/30,2016-10-01 00:00:00.000000000,"[{'name': {'given': 'M. Iwan', 'honourific': None, 'family': 'Satriawan', 'lineage': None}}]",1978-4120,Law Enforcement Jurnal Ilmiah Hukum,['FH3'],article,show,7,,Eksistensi Bawaslu dalam Penegakkan Pemilu,,['K1'],,2017-11-10 14:08:03,archive,,4130,,,95-102,Fh Kanjuruhan Malang,['Rokiyah'],,,,,,,,,4,1.0,,,,,,,,,
30,,public,http://repository.lppm.unila.ac.id/id/eprint/4135,"[{'security': 'public', 'placement': 1, 'eprintid': 4135, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 17023, 'uri': 'http://repository.lppm.unila.ac.id/id/file/41999', 'datasetid': 'document', 'filesize': 1084799, 'mime_type': 'application/pdf', 'fileid': 41999, 'filename': 'paper-M. Iwan Satriawan.pdf', 'hash': 'e49e25c6c78a6146a1f4fc94f873ab22', 'mtime': '2017-10-27 01:47:09', 'hash_type': 'MD5'}], 'main': 'paper-M. Iwan Satriawan.pdf', 'docid': 17023, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17023', 'format': 'text', 'pos': 1}]",pub,2017-11-10 15:23:49,2017-11-10 15:23:49,52,disk0/00/00/41/35,2016-06-01 00:00:00.000000000,"[{'name': {'family': 'Satriawan', 'honourific': None, 'lineage': None, 'given': 'M. Iwan'}}]",,,['FH3'],monograph,show,8,,MASA DEPAN PENGISIAN ANGGOTA BADAN PENGAWAS PEMILU DI INDONESIA,,['K1'],,2017-11-10 15:23:49,archive,published,4135,,,,RAJAGRAFINDO PERSADA,,,other,ISBN 978-979-769-973-4,301.0,JAKARTA,FH ANDALAS,PUSAKO,,,,,,,,,,,,
31,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/4139,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 4139, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17031', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'filesize': 1130774, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2017-10-27 02:19:13', 'filename': 'PENGAWASAN PEMILUKADA OLEH RAKYAT.pdf', 'hash': '460b0606487f76fd2bbe9d21504deb5d', 'fileid': 42034, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/42034', 'objectid': 17031}], 'main': 'PENGAWASAN PEMILUKADA OLEH RAKYAT.pdf', 'docid': 17031}]",pub,2017-11-10 15:23:56,2017-11-10 15:23:56,52,disk0/00/00/41/39,2016-07-01 00:00:00.000000000,"[{'name': {'honourific': None, 'family': 'Satriawan', 'lineage': None, 'given': 'M. Iwan'}}]",2443-2539,JURNAL BAWASLU,['FH3'],article,show,6,,PENGAWASAN PEMILUKADA OLEH RAKYAT (UPAYA MENCEGAH PELANGGARAN PEMILUKADA),,['K1'],,2017-11-10 15:23:56,archive,published,4139,,,110-126,BAWASLU RI,,,,,,,,,,2,1.0,,,,,,,,,
32,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/4155,"[{'docid': 17049, 'main': 'risalah hukum partai politik.pdf', 'files': [{'filename': 'risalah hukum partai politik.pdf', 'hash': '69a625c17cbb59be63d2066e6e0b7299', 'hash_type': 'MD5', 'mtime': '2017-10-27 06:35:55', 'mime_type': 'application/pdf', 'fileid': 42148, 'filesize': 2139670, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/42148', 'objectid': 17049}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17049', 'rev_number': 1, 'eprintid': 4155, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",pub,2017-11-10 15:24:54,2017-11-10 15:24:54,52,disk0/00/00/41/55,1970-01-01 00:00:00.000002016,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Satriawan', 'given': 'M. Iwan'}}]",,,['FH3'],book_section,show,7,,RISALAH HUKUM PARTAI POLITIK DI INDONESIA,,['K1'],,2017-11-10 15:24:54,archive,published,4155,978-602-203-921-1,RISALAH HUKUM PARTAI POLITIK DI INDONESIA,,UB PRESS,['MUSTAFA LUTFI'],,,,,MALANG,,,,,,,,,,,,,,
33,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/2790,"[{'main': 'ShieldProceeding.pdf', 'docid': 2646, 'files': [{'datasetid': 'document', 'filesize': 23708329, 'fileid': 19075, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2017-06-01 07:52:40', 'hash': 'bab80d18eda9e4b4f9482c0af42298d5', 'filename': 'ShieldProceeding.pdf', 'objectid': 2646, 'uri': 'http://repository.lppm.unila.ac.id/id/file/19075'}], 'pos': 1, 'format': 'text', 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/2646', 'eprintid': 2790, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'content': 'accepted'}]",pub,2017-06-02 12:04:14,2017-06-02 12:04:14,276,disk0/00/00/27/90,2016-11-02 00:00:00.000000000,"[{'id': 'bayu.sujadmiko@fh.unila.ac.id', 'name': {'family': 'Sujadmiko', 'honourific': None, 'lineage': None, 'given': 'Bayu'}}, {'name': {'family': 'Nobuhide', 'honourific': None, 'lineage': None, 'given': 'Otomo'}, 'id': None}, {'name': {'given': 'Ahmad', 'lineage': None, 'honourific': None, 'family': 'Syofyan'}, 'id': None}]",,http://shield.unila.ac.id/ShieldProceeding.pdf,['FH3'],book_section,show,11,http://shield.unila.ac.id/ShieldProceeding.pdf,Digital Sharing Cases and Japanese Copyright Infringement,"The exploitation of Internet technology is widely practiced by the entire population,
including Indonesia, Japan and United States. During its development, it becomes a “doubleedged
sword”, as well as for mankind welfare; it is used for unlawful acts. Most copyrighted
works, which can be reformed to digitize, have big probability to duplicate over the Internet
and physical piracy. Illegal downloading, uploading and file sharing became common
activities among the citizenry. Indonesian legislation was low respond to follow the advance
of Internet technology. Consequently, legal enforcement is performed only among physical
distribution of illegal contents and pirate products. While, copyright industries face new
growing problems with digital piracy, flash drivers, smartphones, tablets and other high
mobile technologies. In some countries, these devices are preloaded with illegal content even
before those are sold. Accompanying with the government, stakeholders attempt to find the
solutions to stop, or at least decreasing the number of physical and online piracy. The paper
highlights the digital copyright enforcement with the cases analysis in Japan and Indonesia. It
also describes how copyright associations give influence to the members in enforcing the
criminal penalties and fines. It is also valuable that copyright legislation itself will not answer
all the Internet’s challenges. A concrete harmonization both, efficient enforcement system,
technology, procedurally, society and institutionally, are indispensable.","['H1', 'HC', 'K1', 'L1']",,2017-06-02 12:04:14,archive,,2790,978-602-0860-11-4,International 1st Shield Conference,292-308,Post Graduate Program Universitas Lampung and Institute Research and Community Service Universitas Lampung,,,,,730.0,Lampung,,,bayu.sujadmiko@fh.unila.ac.id,1,,,,,,,,,,
34,,public,http://repository.lppm.unila.ac.id/id/eprint/6601,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19555', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/60909', 'objectid': 19555, 'filesize': 2515222, 'datasetid': 'document', 'hash': 'c43c15ba74d659abac93f6fb422bd63b', 'filename': 'Tebaran-pemikiran_hukum.pdf', 'mtime': '2018-03-13 03:35:42', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 60909}], 'docid': 19555, 'main': 'Tebaran-pemikiran_hukum.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 6601}]",pub,2018-03-13 07:40:54,2018-03-13 07:40:54,940,disk0/00/00/66/01,2016-02-01 00:00:00.000000000,"[{'name': {'lineage': None, 'family': 'Sumarja', 'honourific': None, 'given': 'FX'}, 'id': 'fxsmj.unila@gmail.com'}, {'name': {'family': 'Upik', 'honourific': None, 'lineage': None, 'given': 'Hamidah'}, 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Ati', 'given': 'Yuniati'}, 'id': None}]",,,['FH3'],monograph,show,7,http://repository.lppm.unila.ac.id,RAKYAT INDONESIA DALAM PERSPEKTIF KONSTITUSI AGRARIA,"Sebutan rakyat Indonesia seringkaii masih dirancukan dengan
sebutan penduduk dan warga negara Indonesia. Menjadi penting
untuk mengetahui makna dari masing-masing sebutan tersebut.
Lebih lanjut siapakah yang dimaksud dengan rakyat Indonesia dalam konteks konstitusi dan UUPA, serta bilamana orang
asing (warga negara asing) dapat dikategorikan sebagai penduduk lndonesia.",['KZ'],[{'url': 'http://repository.lppm.unila.ac.id/cgi/users/home?screen=EPrint::Edit&eprintid=6601&stage=core#t'}],2018-03-13 07:40:54,archive,published,6601,,,,Sai Wawai Publishing,"['Fakultas Hukum Unila', 'Fakultas Hukum Unila', 'Fakultas Hukum Unila']",,project_report,940,171.0,Bandarlampung,Fakultas Hukum,Univeristas Lampung,,,,['Fakultas Hukum & PKK-PHAM'],,,,,,,"['Pengukuhan Guru Besar Dr. Yuswanto, S.H., M.H']",
35,FALSE,public,http://repository.lppm.unila.ac.id/id/eprint/18171,"[{'main': 'Review Upik H Pengendalian Ahli Fungsi Lahan.pdf', 'docid': 31311, 'files': [{'filesize': 132455, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-02-24 03:19:48', 'hash': '3e3d6af14d814522227ccadf71b0d5b3', 'filename': 'Review Upik H Pengendalian Ahli Fungsi Lahan.pdf', 'fileid': 153034, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/153034', 'objectid': 31311}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/31311', 'rev_number': 1, 'eprintid': 18171, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",pub,2020-02-25 04:07:34,2020-02-25 04:07:34,769,disk0/00/01/81/71,2016-02-01 00:00:00.000000000,"[{'name': {'given': 'Hamidah', 'family': 'Upik', 'honourific': None, 'lineage': None}}]",,,['FH3'],book_section,show,7,,Pengendalian Ahli Fungsi Lahan Pertanian Pangan Berkelanjutan di Provinsi Lampung,,['K1'],,2020-02-25 04:07:34,archive,,18171,978-602-72378-8-9,Tebaran Pemikiran,,Sai Wawai Publishing,,,,,23.0,,,,,,,,,,,,,,,
36,FALSE,public,http://repository.lppm.unila.ac.id/id/eprint/25030,"[{'main': 'Review Upik.pdf', 'docid': 38803, 'files': [{'objectid': 38803, 'uri': 'http://repository.lppm.unila.ac.id/id/file/226675', 'datasetid': 'document', 'filesize': 137474, 'mime_type': 'application/pdf', 'fileid': 226675, 'filename': 'Review Upik.pdf', 'hash': 'dcaf9215b52081e641c8e67bbd2a1085', 'mtime': '2020-11-12 03:49:54', 'hash_type': 'MD5'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38803', 'rev_number': 1, 'eprintid': 25030, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",pub,2020-11-12 04:14:39,2020-11-12 04:14:39,769,disk0/00/02/50/30,2016-02-01 00:00:00.000000000,"[{'name': {'given': 'Hamidah', 'lineage': None, 'honourific': None, 'family': 'Upik'}}]",,,['FH3'],book_section,show,7,,Rakyat Indonesia dalam Perspektif Konstitusi Agraria,Penilaian sejawat sebidang atau peer review,['K1'],,2020-11-12 04:14:39,archive,,25030,978-602-72378-8-9,Rakyat Indonesia dalam Perspektif Konstitusi Agraria,,PKKPHAM Universitas Lampung,,,,,41.0,,,,,,,,,,,,,,,
37,,public,http://repository.lppm.unila.ac.id/id/eprint/13725,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/119732', 'objectid': 26735, 'mtime': '2019-08-05 05:23:52', 'hash_type': 'MD5', 'filename': 'UPIK penelitian Kekuatan Sertifikat Sebagai Alat Bukti Dalam Pe.pdf', 'hash': '904e92a9401c9ee1cf99c92f152801e2', 'fileid': 119732, 'mime_type': 'application/pdf', 'filesize': 1837294, 'datasetid': 'document'}], 'main': 'UPIK penelitian Kekuatan Sertifikat Sebagai Alat Bukti Dalam Pe.pdf', 'docid': 26735, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26735', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 13725, 'language': 'en', 'mime_type': 'application/pdf'}]",pub,2019-08-05 05:29:15,2019-08-05 05:29:15,769,disk0/00/01/37/25,1970-01-01 00:00:00.000002016,"[{'id': None, 'name': {'lineage': None, 'family': 'Yuniati', 'honourific': None, 'given': 'Ati'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Sumarja', 'given': 'FX'}, 'id': 'fxsmj.unila@gmail.com'}, {'name': {'given': 'Upik', 'lineage': None, 'honourific': None, 'family': 'Hamidah'}, 'id': None}]",,,['FH3'],other,show,7,,kekuatan sertifikat sebagai alat bukti dalam penyelesaian sengketa tanah,,['K1'],,2019-08-05 05:29:15,archive,published,13725,,,,Laporan Penelitian DIPA Fakultas Hukum 2016,['Universitas Lampung'],,,,,Bandar Lampung,,,,,,,,,,,,,,
