,creators,dir,type,divisions,publisher,documents,ispublished,uri,full_text_status,lastmod,userid,datestamp,eprintid,title,metadata_visibility,rev_number,eprint_status,status_changed,abstract,subjects,refereed,monograph_type,publication,issn,official_url,volume,pres_type,event_title,event_type,event_location,event_dates,succeeds,editors,isbn,date_type,corp_creators,pagerange,keywords,related_url,number,book_title,pages,place_of_pub,institution,department,contributors,referencetext,id_number,contact_email,series
173,"[{'id': 'mayashafira@fh.unila.ac.id', 'name': {'given': 'Maya Shafira', 'honourific': None, 'family': 'Maya Shafira', 'lineage': None}}, {'id': 'sunarto54@fh.unila.ac.id', 'name': {'given': 'Sunarto', 'lineage': None, 'family': 'Sunarto DM', 'honourific': None}}, {'id': 'mashurilanwar97@gmail.com', 'name': {'honourific': None, 'family': 'Mashuril Anwar', 'lineage': None, 'given': 'Mashuril Anwar'}}]",disk0/00/03/22/58,article,['FH3'],,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/146278', 'format': 'text', 'pos': 1, 'files': [{'mtime': '2021-06-08 01:50:26', 'hash_type': 'MD5', 'hash': '45d2c5f783b53b5266399a40e4d653ed', 'filename': 'ICETLAWBE_2020.pdf', 'fileid': 381780, 'mime_type': 'application/pdf', 'filesize': 30968678, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/381780', 'objectid': 146278}], 'main': 'ICETLAWBE_2020.pdf', 'docid': 146278, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 32258}]",pub,http://repository.lppm.unila.ac.id/id/eprint/32258,public,2021-06-08 02:53:07,318,2021-06-08 02:53:07,32258,"Developing Criminal Policy on Illegal Fishing Counter-measures under the
New Normal Order in Indonesia: A Non-penal Perspective",show,7,archive,2021-06-08 02:53:07,"Abstract. This article has the purpose of studying the ideal model for illegal fishing
countermeasures in the ‘new normal’ order. Based on the findings of this research, in the
‘new normal’ order the current penal-oriented criminal policy on illegal fishing
countermeasures can potentially raise various issues, both at the level of application as
well as execution. It is therefore concluded that for optimal law enforcement against
perpetrators of illegal fishing in the current era of ‘new normal’ order, criminal policy on
illegal fishing counter-measures needs to emphasize non-penal measures by enhancing
information technology-based control, strengthening deliberative democracy, and
providing environment-oriented guidance.
Keywords: new normal, criminal policy, illegal fishing.",['K1'],TRUE,,"Proceedings of The International Conference on Environmental and Technology of Law, Business and Education on Post Covid 19",,,,,,,,,,,,published,,,,,,,,,,,,,,,
174,"[{'name': {'given': 'Maya Shafira', 'lineage': None, 'honourific': None, 'family': 'Maya Shafira'}, 'id': 'mayashafira@fh.unila.ac.id'}, {'id': None, 'name': {'lineage': None, 'family': 'eddy rifai', 'honourific': None, 'given': 'ER'}}, {'id': None, 'name': {'given': 'Diah Gustiniati Maulani', 'lineage': None, 'honourific': None, 'family': 'Diah Gustiniati Maulani'}}]",disk0/00/03/87/60,monograph,['FH3'],FH UNILA,"[{'security': 'public', 'placement': 1, 'eprintid': 38760, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'filesize': 4874273, 'datasetid': 'document', 'filename': 'Monograf_COVID.pdf', 'hash': '3dc7369e1a564575568a5fd1fa5e7965', 'hash_type': 'MD5', 'mtime': '2022-01-30 18:46:36', 'mime_type': 'application/pdf', 'fileid': 437972, 'uri': 'http://repository.lppm.unila.ac.id/id/file/437972', 'objectid': 159877}], 'main': 'Monograf_COVID.pdf', 'docid': 159877, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159877', 'format': 'text', 'pos': 1}]",pub,http://repository.lppm.unila.ac.id/id/eprint/38760,public,2022-01-31 01:21:31,318,2022-01-31 01:21:31,38760,"ASPEK HUKUM PEMBANGUNAN PARIWISATA BAHARI 
BERKELANJUTAN: INOVASI DI TENGAH PANDEMI COVID-19",show,7,archive,2022-01-31 01:21:31,"Penurunan aktivitas ekonomi pada sektor pariwisata bahari menyebabkan 
perlunya suatu terobosan dalam pengelolaan pariwisata berkelanjutan di 
tengah pandemi Covid-19. Penulisan ini mengkaji tentang kondisi 
eksisting kebijakan pengelolaan pariwisata khususnya di Provinsi 
Lampung dan inovasi dalam membangun pariwisata bahari berkelanjutan 
di tengah pandemi Covid-19. Metode penelitian yang digunakan secara 
yuridis normatif dengan pendekatan perundang-undangan dan pendekatan 
konsep. Hasil penelitian menunjukan bahwa pengelolaan pariwisata 
berbasis Sustainable Development dan Sustainable Tourism Development
serta pengelolaan ekowisata berkelanjutan dan berbasis masyarakat 
merupakan suatu terobosan dalam pengelolaan pariwisata bahari di 
tengah pandemi covid-19 saat ini. Konsep ini juga dapat mewujudkan 
harmonisasi kebijakan pengelolaan pariwisata bahari khususnya di 
Provinsi Lampung yang saat ini terdapat ketidakharmonisan.
Kata Kunci: Pariwisata, Berkelanjutan, Pandemi Covid-19.",['K1'],,project_report,,,,,,,,,,,,,published,,,,,,,,,UNILA,ILMU HUKUM,,,,,
175,"[{'name': {'family': 'Maya Shafira', 'honourific': None, 'lineage': None, 'given': 'Maya Shafira'}, 'id': 'mayashafira@fh.unila.ac.id'}, {'id': None, 'name': {'lineage': None, 'family': 'eddy rifai', 'honourific': None, 'given': 'ER'}}, {'name': {'honourific': None, 'family': 'Diah Gustiniati Maulani', 'lineage': None, 'given': 'Diah Gustiniati Maulani'}, 'id': None}]",disk0/00/03/62/69,other,['FH3'],UNPUBLISHED,"[{'placement': 1, 'security': 'public', 'eprintid': 36269, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'filesize': 5571054, 'datasetid': 'document', 'hash': '60433b7968d76e7243777f45b046e23f', 'filename': 'Maya Shafira_Fakultas Hukum_PKMU_Lap.pdf.pdf', 'mtime': '2021-11-11 21:56:04', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 419421, 'uri': 'http://repository.lppm.unila.ac.id/id/file/419421', 'objectid': 157207}], 'main': 'Maya Shafira_Fakultas Hukum_PKMU_Lap.pdf.pdf', 'docid': 157207, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157207', 'pos': 1, 'format': 'text'}]",unpub,http://repository.lppm.unila.ac.id/id/eprint/36269,public,2021-11-12 00:47:46,318,2021-11-12 00:47:46,36269,"SOSIALISASI DAN FOCUS GROUP DISCUSSION (FGD) DAMPAK
DESTRUCTIVE FISHING TERHADAP KEBERLANJUTAN SEKTOR
PARIWISATA BAHARI PADA DINAS PARIWISATA 
KABUPATEN PESAWARAN",show,7,archive,2021-11-12 00:47:46,"Kegiatan ini bertujuan mengedukasi mitra dalam hal ini Dinas Pariwisata
Kabupaten Pesawaran dan masyarakat nelayan lainnya mengenai dampak
destructive fishing terhadap keberlanjutan ekosistem di perairan dan pariwisata 
bahari, memberikan pemahaman mengenai peraturan, pengawasan dan 
pengelolaan pariwisata bahari yang berkelanjutan, dan memberikan pengetahuan 
terkait teknologi penangkapan ikan ramah lingkungan. Adapun target khusus 
kegiatan ini yakni mewujudkan pengawasan dan pengelolaan pariwisata bahari 
yang berkelanjutan di Kabupaten Pesawaran. Metode yang dipakai dalam 
pencapaian tujuan tersebut yakni penyampaian materi melalui ceramah, diskusi 
terarah dan tanya jawab, serta pelayanan klinis. Setelah pelaksanaan kegiatan, 
diketahui bahwa Kabupaten Pesawaran memiliki beberapa kawasan wisata yang 
berbasis pantai, kuliner, kerajinan, kawasan wisata berbasis bahari dan warisan 
budaya, serta kawasan wisata berbasis air terjun. Destructive fishing berdampak 
terhadap keberlanjutan sektor pariwisata di Kabupaten Pesawaran, karena
menyebabkan kerusakan ekosistem dan berbagai biodata laut yang mengurangi 
daya tarik pariwisata. Kegiatan ini telah memberikan berbagai masukan untuk 
keberlanjutan pengelolaan pariwisata bahari di Kabupaten Pesawaran.
Kata kunci: Destructive Fishing, Pariwisata Bahari, Pesawaran",['KZ'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,"[{'id': 'mayashafira@fh.unila.ac.id', 'name': {'honourific': None, 'family': 'Maya Shafira', 'lineage': None, 'given': 'Maya Shafira'}}, {'id': None, 'name': {'family': 'eddy rifai', 'honourific': None, 'lineage': None, 'given': 'ER'}}, {'id': None, 'name': {'lineage': None, 'family': 'Diah Gustiniati Maulani', 'honourific': None, 'given': 'Diah Gustiniati Maulani'}}, {'name': {'lineage': None, 'family': 'Mashuril Anwar', 'honourific': None, 'given': 'Mashuril Anwar'}, 'id': 'mashurilanwar97@gmail.com'}]",disk0/00/04/35/84,article,['FH3'],JPKMI (Jurnal Pengabdian Kepada Masyarakat Indonesia),"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165532', 'rev_number': 1, 'docid': 165532, 'main': 'jurnal pengabdian.pdf', 'files': [{'fileid': 475532, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-07-22 05:32:18', 'filename': 'jurnal pengabdian.pdf', 'hash': '95d1cdba3f978d9806a2e72e489dff3a', 'datasetid': 'document', 'filesize': 534097, 'objectid': 165532, 'uri': 'http://repository.lppm.unila.ac.id/id/file/475532'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 43584, 'security': 'public', 'placement': 1}]",pub,http://repository.lppm.unila.ac.id/id/eprint/43584,public,2022-07-22 08:57:57,318,2022-07-22 08:57:57,43584,"Focus Group Discussion Tindak Pidana Destructive Fishing dan 
Dampaknya terhadap Keberlanjutan Pariwisata Bahari 
Kabupaten Pesawaran",show,7,archive,2022-07-22 08:57:57,"Kegiatan ini bertujuan untuk mengedukasi mitra dalam hal ini Dinas Pariwisata Kabupaten Pesawaran, 
mengenai regulasi dan dampak tindak pidana destructive fishing terhadap pengelolaan pariwisata bahari yang 
berkelanjutan. Metode yang digunakan dalam pencapaian tujuan tersebut yakni obesevasi secara langsung 
dengan penyampaian materi melalui ceramah, diskusi terarah dan tanya jawab. Permasalahan dalam 
pengambdian ini adalah adanya ketidakberlanjutan dan terganggunya perkembangan pariwisata dari 
beberapa dimensi terutama yang terkait lingkungan yang terjadi akibat adanya aktivitas destructive fishing. 
Dalamh pelaksanaan kegiatan, diketahui bahwa Kabupaten Pesawaran memiliki beberapa kawasan wisata 
yang berbasis pantai, kuliner, kerajinan, kawasan wisata berbasis bahari dan warisan budaya, serta kawasan 
wisata berbasis air terjun. Tindak pidana destructive fishing akan berdampak terhadap keberlanjutan sektor 
pariwisata di Kabupaten Pesawaran, sebab kerusakan ekosistem akan menyebabkan pada berbagai identitas 
laut yang mengurangi daya tarik pariwisata. Oleh sebab itu tim pengambdian masyarakat Fakultas Hukum 
Universitas Lampung berusaha memberikan pemahaman atau edukasi kepada Dinas Pariwisata Kabupaten 
Pesawaran dan masyarakat nelayan mengenai dampak destructive fishing terhadap keberlanjutan ekosistem 
di perairan dan pariwisata bahari, memberikan pemahaman mengenai peraturan, pengawasan dan 
pengelolaan pariwisata bahari yang berkelanjutan, dan memberikan pengetahuan terkait teknologi 
penangkapan ikan ramah lingkungan. Masukan dari berbagai kegiatan ini terkait penanggulangan tindak 
pidana destructive fishing, guna keberlanjutan penngelolaan pariwisata bahari di Kabupaten Pesawaran.
Kata kunci: Destructive fishing; Pariwisata bahari; Kabupaten Pesawaran.",['K1'],TRUE,,JPKMI (Jurnal Pengabdian Kepada Masyarakat Indonesia),e-ISSN: 2721-026X,http://dx.doi.org/10.36596/jpkmi.v3i1.259,3,,,,,,,,,published,,13-26,,,1,,,,,,,,,,
177,"[{'name': {'family': 'Maya Shafira', 'honourific': None, 'lineage': None, 'given': 'Maya Shafira'}, 'id': 'mayashafira@fh.unila.ac.id'}, {'id': 'firganefi.unila@gmail.com', 'name': {'given': 'firganefi', 'lineage': None, 'family': 'firganefi', 'honourific': None}}, {'name': {'honourific': None, 'family': 'Diah Gustiniati Maulani', 'lineage': None, 'given': 'Diah Gustiniati Maulani'}, 'id': None}, {'name': {'lineage': None, 'family': 'Mashuril Anwar', 'honourific': None, 'given': 'Mashuril Anwar'}, 'id': 'mashurilanwar97@gmail.com'}]",disk0/00/03/22/65,article,['FH3'],,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/381846', 'objectid': 146306, 'hash_type': 'MD5', 'mtime': '2021-06-08 02:30:13', 'hash': 'a442df9bec426f34dee207a5bd95ed6d', 'filename': 'WAWASAN YURIDIKA.pdf', 'fileid': 381846, 'mime_type': 'application/pdf', 'filesize': 386201, 'datasetid': 'document'}], 'docid': 146306, 'main': 'WAWASAN YURIDIKA.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/146306', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 32265, 'language': 'en', 'mime_type': 'application/pdf'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/32265,public,2021-06-08 02:53:41,318,2021-06-08 02:53:41,32265,"Illegal Fishing: Optimalisasi Kebijakan Penegakan Hukum
Pidana sebagai Primum Remedium",show,6,archive,2021-06-08 02:53:41,"Abstrak
Penelitian ini dilakukan untuk menganalisis urgensi dan implikasi fungsi hukum
pidana sebagai primum remedium dalam penanggulangan illegal fishing. Penelitian ini
merupakan penelitian hukum doktrinal yang menggunakan pendekatan kebijakan
hukum, dengan data sekunder sebagai data utama yang dianalisis secara kualitatif.
Hasil penelitian menunjukkan bahwa fungsi hukum pidana sebagai primum remedium
menjadi urgen sifatnya karena illegal fishing tidak hanya merugikan negara, namun
juga mengancam kepentingan nelayan lokal, iklim industri, usaha perikanan, dan
ketersediaan ikan. Implikasi yuridis fungsi hukum pidana sebagai primum remedium,
yaitu hakim cenderung menjadikan sanksi pidana sebagai dasar memutus perkara illegal fishing
. Selain itu, implikasi non-yuridis, yaitu tidak memberikan rasa keadilan
bagi nelayan lokal, khususnya nelayan kecil.",['K1'],TRUE,,Wawasan Yuridika,2549-0664,,,,,,,,,,,published,,,,,,,,,,,,,,,
178,"[{'name': {'family': 'Maya Shafira', 'honourific': None, 'lineage': None, 'given': 'Maya Shafira'}, 'id': 'mayashafira@fh.unila.ac.id'}, {'id': 'firganefi.unila@gmail.com', 'name': {'given': 'firganefi', 'family': 'firganefi', 'honourific': None, 'lineage': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Rini Fathonah', 'given': 'Rini'}, 'id': 'rini.fathonah@fh.unila.ac.id'}]",disk0/00/03/61/37,other,['FH3'],LPPM Universitas Lampung,"[{'eprintid': 36137, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Maya Shafira_Fakultas Hukum_PKMDB_Lap.pdf.pdf', 'docid': 157077, 'files': [{'objectid': 157077, 'uri': 'http://repository.lppm.unila.ac.id/id/file/418489', 'mime_type': 'application/pdf', 'fileid': 418489, 'hash': '6906917a50e9108b0588c1d60d367359', 'filename': 'Maya Shafira_Fakultas Hukum_PKMDB_Lap.pdf.pdf', 'hash_type': 'MD5', 'mtime': '2021-11-11 07:42:59', 'datasetid': 'document', 'filesize': 4510638}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157077'}]",unpub,http://repository.lppm.unila.ac.id/id/eprint/36137,public,2021-11-11 08:43:44,1062,2021-11-11 08:43:44,36137,"PEMBENTUKAN SATUAN TUGAS MASYARAKAT SADAR HUKUM PROTOKOL
KESEHATAN PENCEGAHAN COVID-19 DI MASA TATANAN BARU PADA DESA
RUKTI ENDAH KECAMATAN SEPUTIH RAMAN KABUPATEN LAMPUNG TENGAH",show,7,archive,2021-11-11 08:43:44,"Kegiatan pengabdian ini bertujuan untuk mendorong
 ketaatan masyarakat mitra
terhadap protokol kesehatan penanggulangan Covid-19. Berdasarkan tujuan
tersebut, target khusus kegiatan ini berupa terbentuknya satuan tugas masyarakat
sadar hukum protokol kesehatan penanggulangan Covid-19 di Desa Rukti
Endah Kabupaten Lampung Tengah. Guna mencapai tujuan tersebut kegiatan
pengabdian ini menggunakan metode sosialisasi program, diskusi terarah dan
tanya jawab, edukasi, dan pembentukan satuan tugas masyarakat sadar hukum
protokol kesehatan yang dapat membantu dan mendukung setiap kebijakan
pemerintah dalam penanggulangan Covid-19. Sasaran kegiatan ini yaitu
masyarakat Desa Seputih Raman Kabupaten Lampung Tengah. Kegiatan ini
dilaksanakan di Balai Desa Seputih Raman. 
Hasil kegiatan menunjukkan bahwa
masyarakat mitra menyadari pentingnya mentaati regulasi pencegahan dan
penanggulangan Covid-19, masyarakat mitra memahami protokol kesehatan
penanggulangan Covid-19, dan terbentuknya satuan tugas masyarakat sadar
hukum protokol kesehatan penanggulangan Covid-19, sehingga masyarakat mitra
mampu berperan aktif dalam membantu pemerintah daerah melakukan
penanggulangan Covid-19. 

Kata kunci: Covid-19, Protokol kesehatan, Masyarakat sadar hukum",['K1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,"[{'name': {'given': 'Maya Shafira', 'lineage': None, 'honourific': None, 'family': 'Maya Shafira'}, 'id': 'mayashafira@fh.unila.ac.id'}, {'id': 'firganefi.unila@gmail.com', 'name': {'given': 'firganefi', 'lineage': None, 'family': 'firganefi', 'honourific': None}}, {'id': 'rini.fathonah@fh.unila.ac.id', 'name': {'given': 'Rini', 'lineage': None, 'honourific': None, 'family': 'Rini Fathonah'}}]",disk0/00/03/87/59,article,['FH3'],LPPM Universitas Lampung,"[{'docid': 159876, 'main': 'Artikel PKM-21-1.pdf', 'files': [{'filesize': 441818, 'datasetid': 'document', 'filename': 'Artikel PKM-21-1.pdf', 'hash': '4cfa83690454e094831d9f4de91c3cae', 'mtime': '2022-01-30 18:42:22', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 437965, 'uri': 'http://repository.lppm.unila.ac.id/id/file/437965', 'objectid': 159876}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159876', 'eprintid': 38759, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/38759,public,2022-01-31 01:21:29,318,2022-01-31 01:21:29,38759,"Pembentukan Masyarakat Sadar Hukum Protokol 
Kesehatan Pencegahan Covid-19 di Masa Tatanan 
Baru",show,6,archive,2022-01-31 01:21:29,"Abstrak. Kegiatan pengabdian ini bertujuan untuk mendorong ketaatan masyarakat mitra terhadap 
protokol kesehatan penanggulangan Covid-19. Berdasarkan tujuan tersebut, target khusus kegiatan 
ini berupa terbentuknya satuan tugas masyarakat sadar hukum protokol kesehatan penanggulangan 
Covid-19 di Desa Seputih Raman Kabupaten Lampung Tengah. Guna mencapai tujuan tersebut 
kegiatan pengabdian ini menggunakan metode sosialisasi program, diskusi terarah dan tanya jawab, 
edukasi, dan pembentukan satuan tugas masyarakat sadar hukum protokol kesehatan yang dapat 
membantu dan mendukung setiap kebijakan pemerintah dalam penanggulangan Covid-19. Sasaran 
kegiatan ini yaitu masyarakat Desa Seputih Raman Kabupaten Lampung Tengah. Kegiatan ini 
dilaksanakan di Balai Desa Seputih Raman. Hasil kegiatan menunjukkan bahwa masyarakat mitra 
menyadari pentingnya mentaati regulasi pencegahan dan penanggulangan Covid-19, masyarakat 
mitra memahami protokol kesehatan penanggulangan Covid-19, dan terbentuknya satuan tugas 
masyarakat sadar hukum protokol kesehatan penanggulangan Covid-19, sehingga masyarakat 
mitra mampu berperan aktif dalam membantu pemerintah daerah melakukan penanggulangan 
Covid-19.
Kata kunci: Covid-19, Protokol Kesehatan, Sadar Hukum.",['K1'],TRUE,,Jurnal Sinergi,ISSN: 2797-5843,https://sinergi.lppm.unila.ac.id/index.php/jsi,2,,,,,,,,,published,,,,,1,,,,,,,,,,
180,"[{'name': {'family': 'Melly Aida', 'honourific': None, 'lineage': None, 'given': 'Melly Aida'}, 'id': None}, {'name': {'lineage': None, 'family': 'Davey', 'honourific': None, 'given': 'Orima'}, 'id': ': oridavey23@gmail.com'}]",disk0/00/02/17/65,conference_item,['FH3'],,,submitted,http://repository.lppm.unila.ac.id/id/eprint/21765,none,2020-06-04 05:04:26,970,2020-06-04 05:04:26,21765,"Telemedicine’s Patients and Their Protection: 
What does International Law Offer?
(A Perspective from Indonesia)",show,7,archive,2020-06-04 05:04:26,"The international law introduces new things for the sake of human kind’s progress. With its uniqueness of connecting through the world, the international law is also available of adjusting the life of humanity. Besides of prioritizing health, education, and welfare, the pressure of globalization has taken us to the front door of a developed globalization, which in this case can be seen from the modern life of technology. Thus, it would a better option for law experts to acknowledge the ways of embracing technology through the crisis matter of all time, health. Telemedicine would be a great example of any hypothesis regarding balancing health and technology without neglecting the idea of its possibilities to be enhanced in developing countries such as Indonesia. Therefore, it is important to understand the regulation regarding telemedicine and provided legal protection for its patients based on the international in order to realize the health advancement of Indonesia’s citizens evenly. This research could be taken advantage of by stakeholders in the health sectors. The method used is normative law research with a focus of purpose on fact findings, problem identifications, and problem-solving.
Keyword: Health Services, Legal Protection, International Law, Telemedicine.",['K1'],TRUE,,,,,,paper,International Conference on Fundamental Rights (I-COFFEES),conference,,,,,,,,,,,,,,,,,,,,,
181,"[{'id': 'melly.aida@fh.unila.ac.id', 'name': {'given': 'Melly Aida', 'lineage': None, 'family': 'Melly Aida', 'honourific': None}}, {'name': {'given': 'Ikhsan Setiawan', 'lineage': None, 'family': 'Ikhsan Setiawan', 'honourific': None}, 'id': 'ikhsanstwn17@gmail.com'}]",disk0/00/03/53/74,article,['FH3'],,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 35374, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156194', 'main': 'Polluter Pays.pdf', 'docid': 156194, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/412702', 'objectid': 156194, 'filesize': 249182, 'datasetid': 'document', 'filename': 'Polluter Pays.pdf', 'hash': '74dfa513db445232b7b12d91ae085082', 'hash_type': 'MD5', 'mtime': '2021-11-07 03:11:34', 'mime_type': 'application/pdf', 'fileid': 412702}]}]",pub,http://repository.lppm.unila.ac.id/id/eprint/35374,public,2021-11-08 01:23:08,970,2021-11-08 01:23:08,35374,PENERAPAN POLLUTER PAYS PRINCIPLE DALAM PENGATURAN KEBIJAKAN LAHAN DI INDONESIA,show,10,archive,2021-11-08 01:23:08,"Many lands are degraded; they are no longer productive, vital, damaged, or utilized and are instead overgrown with shrubs. The majority of the causes of this land degradation are irresponsible and arbitrary human actions. What is more perplexing is that these actors are not immediately punished for their actions but are instead allowed to roam freely outside. As a result, this research will discuss the accountability of land destroyers, which is based on one of the principles of international law, namely the “Polluter Pays Principle,” which requires an actor who is a land destroyer to be held accountable for all of his actions in an amount equal to the impact on the land itself. The application of the Polluter Pays Principle is hoped to improve the control and maintenance of land policy in 
Indonesia.","['G1', 'K1']",TRUE,,The Implementation of Polluter Pays Principle in  Indonesian Land Policy Regulation,,,Vol 1,,,,,,,,,,,,,,"No,1",,,,,,,,,,
182,"[{'name': {'honourific': None, 'family': 'Meutia', 'lineage': None, 'given': 'Intan Fitri'}, 'id': None}, {'id': 'bayu.sujadmiko@fh.unila.ac.id', 'name': {'given': 'Bayu', 'family': 'Sujadmiko', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'given': 'Orima', 'family': 'Davey', 'honourific': None, 'lineage': None}}]",disk0/00/00/42/40,monograph,['FH3'],Justice Publisher,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 4240, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17130', 'main': 'MATERNAL MORTALITY .pdf', 'docid': 17130, 'files': [{'filesize': 289244, 'datasetid': 'document', 'hash': '120fa4980f1b71ea78b2c6f03f37aa85', 'filename': 'MATERNAL MORTALITY .pdf', 'hash_type': 'MD5', 'mtime': '2017-11-01 03:10:11', 'mime_type': 'application/pdf', 'fileid': 42701, 'uri': 'http://repository.lppm.unila.ac.id/id/file/42701', 'objectid': 17130}]}]",submitted,http://repository.lppm.unila.ac.id/id/eprint/4240,public,2017-11-10 15:27:00,276,2017-11-10 15:27:00,4240,"Aborsi; Hak Anak untuk Hidup atau Mati (Pendekatan Sosiologis Kebijakan Aborsi di Indonesia, Jepang dan China",show,8,archive,2017-11-10 15:27:00,,['K1'],,discussion_paper,,,,,,,,,,,,,submitted,,,,,,,,,Fakultas Hukum,,,,,,
183,"[{'id': 'utiameylina.umar.fh.unila@gmail.com', 'name': {'given': 'Utia', 'lineage': None, 'honourific': None, 'family': 'Meylina'}}, {'id': 'rudy.1981@fh.unila.ac.id', 'name': {'given': 'Rudy', 'honourific': None, 'family': 'Lukam Hakim', 'lineage': None}}]",disk0/00/00/27/58,monograph,['FH3'],"Post Graduate Program, University of Lampung Institute of Research and Community Service","[{'docid': 2618, 'main': 'ShieldProceeding.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/18895', 'objectid': 2618, 'filename': 'ShieldProceeding.pdf', 'hash': 'bab80d18eda9e4b4f9482c0af42298d5', 'hash_type': 'MD5', 'mtime': '2017-06-01 06:54:13', 'mime_type': 'application/pdf', 'fileid': 18895, 'filesize': 23708329, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/2618', 'rev_number': 1, 'eprintid': 2758, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/2758,public,2017-06-02 11:58:27,347,2017-06-02 11:58:27,2758,THE SHIELD OF TRANSFORMATION OF CONSTITUTIONAL SOVEREIGNTY: THE JUDGEMENT OF CONSTITUTIONAL COURT,show,8,archive,2017-06-02 11:58:27,"The history of Indonesia constitutional is a proof that Indonesia has undergone a transformation of constitutional sovereignty. The constitutional sovereignty means that the constitutions is the supreme authority in a country. As guardian of constitution, the constitutional court has substantial role in the process of transformation of constitutional sovereignty. The purpose of this research is to analyze that the judgment of the constitutional court is shield of constitutional sovereignty by using a historical dynamic of constitutionalism of Indonesia. The result of this research will demonstrate that the judgment have been issued by the constitutional court. They are the proof that Indonesia has experienced a transformation of constitutional sovereignty.","['K1', 'KZ']",,discussion_paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
