,lastmod,userid,datestamp,ispublished,publisher,documents,full_text_status,uri,refereed,editors,type,book_title,divisions,date,dir,eprint_status,status_changed,subjects,title,rev_number,metadata_visibility,eprintid,isbn,date_type,related_url,place_of_pub,department,projects,institution,funders,pages,monograph_type,creators,id_number,volume,series,number,abstract,corp_creators,publication,issn,event_title,event_type,pres_type,official_url,pagerange,keywords,contact_email,contributors,event_dates,event_location,succeeds
28,2020-02-25 04:05:04,769,2020-02-25 04:05:04,pub,Fakultas Hukum,"[{'main': 'Review Upik H Pembaharuan Standar Prosedure.pdf', 'docid': 31308, 'files': [{'filename': 'Review Upik H Pembaharuan Standar Prosedure.pdf', 'hash': 'e6834b6839930e1ff26c6a40e956ceed', 'mtime': '2020-02-24 03:07:11', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 153013, 'filesize': 153728, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/153013', 'objectid': 31308}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/31308', 'rev_number': 1, 'eprintid': 18168, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/18168,FALSE,,article,,['FH3'],2012-08-01 00:00:00.000000000,disk0/00/01/81/68,archive,2020-02-25 04:05:04,['K1'],Pembahruan standar prosedure operasional pengaturan (SOP) pelayanan pendaftaran peralihan hak milik atas tanah karena hibah wasiat berdasarkan alat bukti peralihan hak,6,show,18168,,,,,,,,,,,"[{'name': {'given': 'Hamidah', 'honourific': None, 'family': 'Upik', 'lineage': None}}]",,,,,,,Fiat Justisia,1978-5186,,,,,,,,,,,
29,2020-02-25 04:08:19,769,2020-02-25 04:08:19,pub,,"[{'files': [{'objectid': 31314, 'uri': 'http://repository.lppm.unila.ac.id/id/file/153053', 'fileid': 153053, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-02-24 03:29:48', 'filename': 'Review Upik H Pengadaan Tanah untuk Kepentingan.pdf', 'hash': '91bf0767a337115e117e966ede08e831', 'datasetid': 'document', 'filesize': 139936}], 'docid': 31314, 'main': 'Review Upik H Pengadaan Tanah untuk Kepentingan.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31314', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 18174, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/18174,FALSE,,conference_item,,['FH3'],2012-05-01 00:00:00.000000000,disk0/00/01/81/74,archive,2020-02-25 04:08:19,['K1'],Pengadaan Tanah Untuk Kepentingan Pembangunan Infrastruktur Dalam Rangka Pengembangan Wilayah,7,show,18174,,,,,,,,,,,"[{'name': {'family': 'Upik', 'honourific': None, 'lineage': None, 'given': 'Hamidah'}}]",,,,,,,,,Prosiding Seminar Nasional Magister Teknil Sipil Universitas Lampung,conference,paper,,,,,,,,
30,2019-07-02 03:00:21,769,2019-07-02 03:00:21,pub,,"[{'placement': 1, 'security': 'public', 'eprintid': 13437, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/117603', 'objectid': 26446, 'filename': 'upik PENGADAAN TANAH UNTUK KEPENTINGAN PEMBANGUNAN                                                                                          INFRASTRUKTUR DALAM RANGKA PENGEMBANGAN WILAYAH (4).pdf', 'hash': '46e86f0de8252061f438b227c0ae599e', 'mtime': '2019-07-01 03:35:12', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 117603, 'filesize': 135581, 'datasetid': 'document'}], 'docid': 26446, 'main': 'upik PENGADAAN TANAH UNTUK KEPENTINGAN PEMBANGUNAN                                                                                          INFRASTRUKTUR DALAM RANGKA PENGEMBANGAN WILAYAH (4).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/26446', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",public,http://repository.lppm.unila.ac.id/id/eprint/13437,FALSE,,conference_item,,['FH3'],2012-05-01 00:00:00.000000000,disk0/00/01/34/37,archive,2019-07-02 03:00:21,['K1'],Pengadaan Tanah Untuk Kepentingan Pembangunan Infrastruktur Dalam Rangka Pengembangan Wilayah Terdaftar di Lembaga Penelitian Universitas Lampung,7,show,13437,,,,,,,,,,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Upik', 'given': 'Hamidah'}}]",,,,,,,,,Prosiding Seminar Nasional Magister Teknik Sipil Universitas Lampung,conference,paper,,109-121,,,,,,
31,2019-07-02 03:00:14,769,2019-07-02 03:00:14,pub,,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26445', 'docid': 26445, 'main': 'upik PENGADAAN TANAH UNTUK KEPENTINGAN PEMBANGUNAN                                                                                          INFRASTRUKTUR DALAM RANGKA PENGEMBANGAN WILAYAH.docx', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/117590', 'objectid': 26445, 'filesize': 39680, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2019-07-01 03:13:53', 'filename': 'upik PENGADAAN TANAH UNTUK KEPENTINGAN PEMBANGUNAN                                                                                          INFRASTRUKTUR DALAM RANGKA PENGEMBANGAN WILAYAH.docx', 'hash': '8db53031fb1d47b7f02d8dbb6311b6ac', 'fileid': 117590, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document'}], 'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'eprintid': 13435, 'security': 'public', 'placement': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/13435,FALSE,,conference_item,,['FH3'],2012-05-01 00:00:00.000000000,disk0/00/01/34/35,archive,2019-07-02 03:00:14,['K1'],Pengadaan Tanah Untuk Kepentingan Pembangunan Infrastruktur Dalam Rangka Pengembangan Wilayah Terdaftar di Lembaga Penelitian Universitas Lampung,11,show,13435,,,,,,,,,,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Upik Hamidah', 'given': 'Upik'}}]",,,,,,,,,Prosiding Seminar Nasional Magister Teknik Sipil Universitas Lampung,conference,paper,,109-121,,,,,,
32,2019-09-04 08:03:41,888,2019-09-04 08:03:41,pub,,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/27070', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'fileid': 122191, 'hash': 'ec9efa860727bf8ac8992116d5dcbc8c', 'filename': 'Review Yulia Neta Eksistensi Konstitusi Independen dalam Melakukan.pdf', 'mtime': '2019-09-04 07:29:44', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 762263, 'objectid': 27070, 'uri': 'http://repository.lppm.unila.ac.id/id/file/122191'}], 'main': 'Review Yulia Neta Eksistensi Konstitusi Independen dalam Melakukan.pdf', 'docid': 27070, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 14038}]",public,http://repository.lppm.unila.ac.id/id/eprint/14038,TRUE,,article,,['FH3'],1970-01-01 00:00:00.000002012,disk0/00/01/40/38,archive,2019-09-04 08:03:41,['K1'],Eksistensi komisi konstitusi independen dalam melakukan perubahan undang-undang dasar 1945,6,show,14038,,,,,,,,,,,"[{'id': 'yulia.neta@fh.unila.ac.id', 'name': {'given': 'Yulia', 'family': 'Yulia Neta', 'honourific': None, 'lineage': None}}]",,,,,hasil penilaian sejawat sebidang atau peer review,['Universitas Lampung'],18297706,,,,,,,,,,,,
33,2019-08-05 05:01:32,888,2019-08-05 05:01:32,pub,,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 13715, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26726', 'format': 'text', 'pos': 1, 'files': [{'mime_type': 'application/pdf', 'fileid': 119662, 'filename': 'review5.pdf', 'hash': '8fd3410c9d2121768ed43402b956f7b8', 'hash_type': 'MD5', 'mtime': '2019-08-05 04:38:35', 'datasetid': 'document', 'filesize': 102722, 'objectid': 26726, 'uri': 'http://repository.lppm.unila.ac.id/id/file/119662'}], 'main': 'review5.pdf', 'docid': 26726}]",public,http://repository.lppm.unila.ac.id/id/eprint/13715,TRUE,,article,,['FH3'],1970-01-01 00:00:00.000002012,disk0/00/01/37/15,archive,2019-08-05 05:01:32,['K1'],eksistensi  komisi konstitusi independen dalam melakukan perubahan undang-undang dasar 1945,6,show,13715,,,,,,,,,,,"[{'id': 'yulia.neta@fh.unila.ac.id', 'name': {'family': 'Yulia Neta', 'honourific': None, 'lineage': None, 'given': 'Yulia'}}]",,,,,hasil penilaian sejawat sebidang atau peer review,['Universitas Lampung'],konstitusi,18237706,,,,,,,,,,,
34,2019-08-05 05:01:38,888,2019-08-05 05:01:38,pub,Fakultas Hukum Universitas Lampung,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/26727', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/119668', 'objectid': 26727, 'hash': '2c462ec90d95a278b9b5acba3b9a0ddc', 'filename': 'review6.pdf', 'mtime': '2019-08-05 04:42:45', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 119668, 'filesize': 100763, 'datasetid': 'document'}], 'docid': 26727, 'main': 'review6.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 13716}]",public,http://repository.lppm.unila.ac.id/id/eprint/13716,TRUE,,article,,['FH3'],1970-01-01 00:00:00.000002012,disk0/00/01/37/16,archive,2019-08-05 05:01:38,['K1'],model tata kelola administrasi pemerintahan yang baik di daerah otonomi baru,6,show,13716,,,,,,,,,,,"[{'id': 'yulia.neta@fh.unila.ac.id', 'name': {'given': 'Yulia', 'family': 'Yulia Neta', 'honourific': None, 'lineage': None}}]",,,,,hasil penilaian sejawat sebidang atau peer review,['Universitas Lampung'],Fiat Justicia Jurnal Ilmu Hukum Fakultas Hukum Universitas Lampung,1978-5186,,,,,,,,,,,
35,2019-09-04 08:03:54,888,2019-09-04 08:03:54,pub,Fakultas Hukum Universitas Lampung,"[{'eprintid': 14041, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Review Yulia Neta Model Tata Kelola Administrasi Pemerintahan yang Baik.pdf', 'docid': 27073, 'files': [{'filesize': 766720, 'datasetid': 'document', 'hash': '1d13b7d70ae0a11bfde1497bd553c746', 'filename': 'Review Yulia Neta Model Tata Kelola Administrasi Pemerintahan yang Baik.pdf', 'hash_type': 'MD5', 'mtime': '2019-09-04 07:48:38', 'mime_type': 'application/pdf', 'fileid': 122209, 'uri': 'http://repository.lppm.unila.ac.id/id/file/122209', 'objectid': 27073}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27073'}]",public,http://repository.lppm.unila.ac.id/id/eprint/14041,TRUE,,article,,['FH3'],1970-01-01 00:00:00.000002012,disk0/00/01/40/41,archive,2019-09-04 08:03:54,['K1'],model tata kelola administrasi pemerintahan yang baik di daerah otonomi baru,6,show,14041,,,,,,,,,,,"[{'id': 'yulia.neta@fh.unila.ac.id', 'name': {'lineage': None, 'family': 'Yulia Neta', 'honourific': None, 'given': 'Yulia'}}]",,,,,hasil penilaian sejawat sebidang atau review,['Universitas Lampung'],Fiat Justicia Jurnal Ilmu Hukum Fakultas Hukum Universitas Lampung,1978-5186,,,,,,,,,,,
36,2023-05-15 01:22:39,903,2023-05-15 01:22:39,pub,LP Unila,"[{'main': '20773_3.pdf', 'docid': 249405, 'files': [{'objectid': 249405, 'uri': 'http://repository.lppm.unila.ac.id/id/file/611224', 'fileid': 611224, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-05-14 14:50:00', 'hash': 'af8061d00481eafef61f3fcc82ef6820', 'filename': '20773_3.pdf', 'datasetid': 'document', 'filesize': 5223373}], 'format': 'text', 'pos': 1, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/249405', 'eprintid': 51604, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/51604,TRUE,,article,,['FH3'],2012-09-01 00:00:00.000000000,disk0_bak/00/05/16/04,archive,2023-05-15 01:22:39,['K1'],Upaya Penanggulangan Tindak Pidana Pencucian Uang (Money Laundering) Yang Berkaitan Dengan Kejahatan Perbankan,7,show,51604,,published,,,,,,,,,"[{'name': {'given': 'firganefi', 'lineage': None, 'honourific': None, 'family': 'firganefi'}, 'id': 'firganefi.unila@gmail.com'}, {'id': 'mayashafira@fh.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Maya Shafira', 'given': 'Maya Shafira'}}]",,,,,,,PROSIDING Seminar Hasil Penelitian & Pengabdian Kepada Masyarakat,978-979-8510-56-4,,,,,572-583,,,,,,
37,2019-10-24 08:52:43,762,2019-10-22 03:55:19,pub,Universitas Dipenogoro,"[{'files': [{'filesize': 1150050, 'datasetid': 'document', 'filename': 'Pembaharuan Ide Diversi dalam Implementasi Sistem Peradilan Anak di Indonesia.pdf', 'hash': '9ec607f7d7ef87159473a7efaa4b89b7', 'hash_type': 'MD5', 'mtime': '2019-10-24 08:52:34', 'mime_type': 'application/pdf', 'fileid': 126665, 'uri': 'http://repository.lppm.unila.ac.id/id/file/126665', 'objectid': 27714}], 'main': 'Pembaharuan Ide Diversi dalam Implementasi Sistem Peradilan Anak di Indonesia.pdf', 'docid': 27714, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27714', 'rev_number': 1, 'format': 'text', 'pos': 2, 'security': 'public', 'placement': 2, 'eprintid': 14587, 'language': 'en', 'mime_type': 'application/pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/14587,TRUE,,article,,['FH3'],1970-01-01 00:00:00.000002012,disk0/00/01/45/87,archive,2019-10-22 03:55:19,['K1'],Pembaharuan Ide Diversi dalam Implementasi Sistem Peradilan Anak di Indonesia,8,show,14587,,,,,,,,,,,"[{'name': {'given': 'nikmah', 'lineage': None, 'family': 'nikmah rosidah', 'honourific': None}}]",,,,,Hasil penilaian sejawat sebidang atau peer review,['Universitas Lampung'],Masalah - Masalah Hukum,2527-4716,,,,,179-188,,,,,,
