,divisions,type,dir,date,creators,datestamp,corp_creators,lastmod,userid,refereed,uri,full_text_status,publisher,documents,ispublished,date_type,eprintid,abstract,subjects,status_changed,eprint_status,place_of_pub,metadata_visibility,rev_number,title,publication,issn,book_title,isbn,monograph_type,number,pagerange,volume,official_url,related_url,id_number,pages,institution,department,contact_email,editors,contributors,funders,projects,keywords,referencetext,succeeds,pres_type,event_type,event_title
69,['FH3'],article,disk0/00/04/46/30,2022-01-01 00:00:00.000000000,"[{'name': {'given': 'Harsa Wahyu', 'honourific': None, 'family': 'Ramadhan', 'lineage': None}, 'id': 'harsa.ramadhan@fh.unila.ac.id'}]",2022-09-02 01:20:56,,2022-09-02 01:20:56,25540,TRUE,http://repository.lppm.unila.ac.id/id/eprint/44630,public,Magister Hukum Universitas Bandar Lampung,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/482328', 'objectid': 166513, 'filename': '271-Article Text-600-1-10-20220425.pdf', 'hash': '14573d15cea2330e0058a7cd867a0305', 'hash_type': 'MD5', 'mtime': '2022-09-01 12:01:36', 'mime_type': 'application/pdf', 'fileid': 482328, 'filesize': 236429, 'datasetid': 'document'}], 'main': '271-Article Text-600-1-10-20220425.pdf', 'docid': 166513, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166513', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 44630, 'language': 'en', 'mime_type': 'application/pdf'}]",pub,published,44630,"The rapid development of computer technology in the
20th century has encouraged the emergence of the remix phenomenon in society. The remix phenomenon poses a challenge to the current rules of copyright law that should be reformed to facilitate the creativity of remixing practices. Efforts that can be considered to reform copyright law can be: (1) a digital tagging system to facilitate the implementation of copyright licenses; (2) the making of common guidelines on criteria for reasonable interest by the agreement of all stakeholders (3) annual announcement of list of public domain works; (4) reduce
the terms of copyright protection back to the Berne Convention standard.",['K1'],2022-09-02 01:20:56,archive,,show,6,The Remix Phenomenon and The Need to Reform Indonesian Copyright Law,Pranata Hukum Jurnal Ilmu Hukum,1907-560X,,,,1,75-82,17,http://jurnalpranata.ubl.ac.id/index.php/pranatahukum/article/view/271,,https://doi.org/10.36448/pranatahukum.v17i1.271,,,,harsa.ramadhan@fh.unila.ac.id,,,,,,"Abdul Manan, 2006, Aspek -Aspek Pengubah Hukum, Kencana, Jakarta.  

Adam  Behr,  Keith  Negus  &  John  Street.,  2017,  The  Sampling  Continuum:  Musical  Aesthetics  and  Ethics  in  the  Age  of  Digital  Production,  Journal  for  Cultural Research, 21:3, 223-240. DOI: 10.1080/14797585.2017.1338277  

Bzhar Abdullah Ahmed, 2019, Proliferation of the Problem of Orphan Works Across  the     World,       the     Journal       of    World       Intellectual      Property       22(2).  
DOI:10.1111/jwip.12135  

Guilda Rostama, 2015, Remix Culture and Amateur Creativity: A Copyright Dilemma,  WIPO            Magazine              Issue          3/2015.             Retrieved             from https://www.wipo.int/wipo_magazine/en/2015/03/article_0006.html,  

James  Boyle,  2008,  the  Public  Domain:  Enclosing  the  Commons  of  the  Mind,  Yale  University Press, New Haven & London. 

Kenneth D. Crews, 2001, The Law of Fair Use and the Illusion of Fair-Use Guidelines,  Ohio         State        Law         Journal,         62        (2).       Retrieved           from  https://core.ac.uk/download/pdf/161434801.pdf  

Lawrence  Lessig,  2008,  Remix:  Making  Art  and  Commerce  Thrive  in  The  Hybrid  Economy, Bloomsbury Publishing",,,,
70,['FH3'],monograph,disk0_bak/00/04/99/73,2022-12-01 00:00:00.000000000,"[{'id': None, 'name': {'honourific': None, 'family': 'Rayi Saputri', 'lineage': None, 'given': 'Rayi Saputri'}}, {'id': 'mayashafira@fh.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Maya Shafira', 'given': 'Maya Shafira'}}, {'id': None, 'name': {'honourific': None, 'family': 'A. Irzal Fardiansyah', 'lineage': None, 'given': 'A. Irzal Fardiansyah'}}]",2023-04-10 00:58:01,,2023-04-10 00:58:01,318,,http://repository.lppm.unila.ac.id/id/eprint/49973,public,PUSAKA MEDIA,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189663', 'rev_number': 1, 'docid': 189663, 'main': 'MONOGRAF KEJATI.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/540826', 'objectid': 189663, 'filesize': 6043763, 'datasetid': 'document', 'filename': 'MONOGRAF KEJATI.pdf', 'hash': 'd27669a4fafede5469deb225bded3621', 'hash_type': 'MD5', 'mtime': '2023-04-09 08:06:44', 'mime_type': 'application/pdf', 'fileid': 540826}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 49973, 'security': 'public', 'placement': 1}]",pub,published,49973,,['K1'],2023-04-10 00:58:01,archive,,show,7,"MONOGRAF 
PENEGAKAN HUKUM MELALUI RESTORATIVE JUSTICE 
MENUJU KEJAKSAAN YANG HUMANIS",,,,,other,,,,,,978-623-418-148-7,,FH UNILA,,,,,,,,,,,,
71,['FH3'],monograph,disk0_bak/00/05/05/90,2022-12-01 00:00:00.000000000,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Rendie Meita Sarie Putri', 'given': 'Rendie Meita SP'}, 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Maya Shafira', 'given': 'Maya Shafira'}, 'id': 'mayashafira@fh.unila.ac.id'}, {'id': 'dona.raisa@fh.unila.ac.id', 'name': {'lineage': None, 'family': 'Dona', 'honourific': None, 'given': 'Raisa Monica'}}, {'id': 'erna.dewi@fh.unila.ac.id', 'name': {'lineage': None, 'family': 'Erna Dewi', 'honourific': None, 'given': 'Erna'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Aisyah Muda Cemerlang', 'given': 'Aisyah'}, 'id': 'aisyahhkm@gmail.com'}]",2023-04-17 00:46:46,,2023-04-17 00:46:46,318,,http://repository.lppm.unila.ac.id/id/eprint/50590,public,PUSAKA MEDIA,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/190293', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 190293, 'uri': 'http://repository.lppm.unila.ac.id/id/file/545467', 'mime_type': 'application/pdf', 'fileid': 545467, 'filename': 'MONOGRAF DINAMIKA HUKUM.pdf', 'hash': '95c43f4780dcd71278fdede0d196ab9e', 'hash_type': 'MD5', 'mtime': '2023-04-16 15:27:56', 'datasetid': 'document', 'filesize': 6542407}], 'main': 'MONOGRAF DINAMIKA HUKUM.pdf', 'docid': 190293, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 50590}]",pub,published,50590,"Artikel ini ingin menjawab bagaimana bentuk perlindungan hukum terhadap anak korban tindak pidana pencabulan di Kabupaten Tulang Bawang Barat. Dengan menggunakan metode yang bersifat yuridis normatif dan yuridis empiris. Narasumber pada penelitian ini terdiri dari Penyidik Polres Tulang Bawang Barat dan Ketua Lembaga Perlindungan Anak Tulang Bawang Barat. Kendala yang dihadapi oleh penyidik dan LPA dalam melaksanakan pemenuhan hak-hak anak sebagai korban tindak pidana pencabulan terbagi atas kendala internal dan eksternal. Secara internal, kurangnya sarana dan prasarana yang memadai dan tidak adanya laporan dari korban atau keluarga korban pencabulan. Upaya dalam mengatasi kendala adalah mengadakan sosialisasi dan koordinasi sehingga tidak membutuhkan waktu yang lama dalam penanganan kasus tindak pidana pencabulan. Hal ini mengingat korban membutuhkan pertolongan segera karena mengalami penderitaan secara fisik dan mental.  Kata Kunci : Anak, Korban Pencabulan, Perlindungan Hukum",['K1'],2023-04-17 00:46:46,archive,,show,8,Dinamika Reformasi Hukum di Indonesia; PERLINDUNGAN HUKUM TERHADAP ANAK KORBAN PENCABULAN OLEH OKNUM GURU PONDOK PESANTREN,,,,,other,,,,,,978-623-418-135-7,,FH UNILA,ILMU HUKUM,,,,,,,,,,,
72,['FH3'],article,disk0/00/04/49/01,2022-01-06 00:00:00.000000000,"[{'name': {'honourific': None, 'family': 'Rifka', 'lineage': None, 'given': 'Yudhi'}}, {'name': {'honourific': None, 'family': 'Ati', 'lineage': None, 'given': 'Yuniati'}}]",2022-09-12 04:13:08,,2022-09-12 04:13:08,278,TRUE,http://repository.lppm.unila.ac.id/id/eprint/44901,public,Atlantis Press SARL,"[{'security': 'public', 'placement': 2, 'eprintid': 44901, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'filesize': 221847, 'datasetid': 'document', 'mtime': '2022-09-12 02:25:21', 'hash_type': 'MD5', 'filename': 'Article Working Health Protection_ULICoss.pdf', 'hash': '5340f361acd3f24d7b40dc5e3d8f8f3d', 'fileid': 484503, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/484503', 'objectid': 166821}], 'main': 'Article Working Health Protection_ULICoss.pdf', 'docid': 166821, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166821', 'rev_number': 1, 'format': 'text', 'pos': 2}]",pub,published,44901,"This research was motivated by the policy of the Bandar Lampung city government in responding to controlling the spread of COVID-19 by issuing several regulations, including restrictions on activities and restrictions on operating hours for ksaha activities. The circular letter was issued as a follow-up to Regional Regulation Number 3 of 2020 concerning Adaptation of New Habits and Control of Covid-19. The circular has forced catering business owners not to get catering orders because of the ban on wedding receptions and also made modern mall/cafe/store business owners automatically reduce their employees’ working hours. The problem that has the potential to arise from restrictions on activities/events/parties and operations is that workers have the potential to be laid off, even if they are laid off (Termination of Employment). Termination of employment only has implications for the absence of overtime pay. The reduction in working hours of course also has an impact on the number of labor wages which in turn has an impact on the economic life and health of the workers themselves. The conclusions in this article include: (1) the impact of restrictions on activities and operating hours of business activities on workers in Bandar Lampung City affects the survival and mental health of workers when the wages received are decreasing as an implication of the policy of limiting operating hours; (2) Occupational health protection policies for workers during the COVID-19 pandemic in Bandar Lampung City, both from the aspect of government policies and aspects of company policies, still have not accommodated occupational health protection for workers, both in terms of mental health as wages have decreased, or in terms of protection from exposure to the 2019 coronavirus disease.",['K1'],2022-09-12 04:13:08,archive,,show,4,Working Health Protection Policy Against Workers in the Pandemic Time Covid-19,Universitas Lampung International Conference on Social Sciences (ULICoSS 2021),2352-5398,,,,,442-446,,https://www.atlantis-press.com/proceedings/ulicoss-21/125968270,[{'url': 'https://www.atlantis-press.com/proceedings/ulicoss-21/125968270'}],,,,,,,,,,,,,,,
73,['FH3'],other,disk0_bak/00/05/14/78,1970-01-01 00:00:00.000002022,"[{'name': {'honourific': None, 'family': 'Rilda', 'lineage': None, 'given': 'Murniati'}}, {'name': {'given': 'APRILIANTI', 'lineage': None, 'family': 'APRILIANTI', 'honourific': None}}, {'name': {'given': 'Liber Sonata', 'lineage': None, 'family': 'Depri', 'honourific': None}}]",2023-05-12 07:07:41,['fakultas hukum'],2023-05-12 07:07:41,638,,http://repository.lppm.unila.ac.id/id/eprint/51478,public,universitas lampung,"[{'eprintid': 51478, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': '20964.pdf', 'docid': 248773, 'files': [{'filename': '20964.pdf', 'hash': 'afeaed79fcbcdee469e72466fd1ff20c', 'hash_type': 'MD5', 'mtime': '2023-05-12 03:36:24', 'mime_type': 'application/pdf', 'fileid': 609804, 'filesize': 402085, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/609804', 'objectid': 248773}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/248773'}]",pub,completed,51478,"Permasalahan mengenai kewarisan semakin berkembang diantaranya mengenai 
ketentuan waris bagi ahli waris pengganti, anak angkat dan ahli waris beda agama 
merupakan persoalan krusial. Perbedaan agama antara pewaris dan ahli waris dapat 
menggugurkan hak-hak mewarisi anatara pewaaris dan ahli warisnya. Penghalang�penghalang kewarisan atau mawâni’ al-irts terdiri dari tiga, yaitu perbudakan, 
pembunuhan, dan beda agama. Namun, ada aspek yang tidak bisa dipisahkan dari 
pelaksanaan hukum kewarisan, terutama hukum waris islam yaitu masalah wasiat.",['K1'],2023-05-12 07:07:41,archive,bandar lampung,show,7,"IMPLEMENTASI PEMBAGIAN HARTA WARIS BERDASARKAN 
WASIAT WAJIBAH TERHADAP AHLI WARIS BEDA AGAMA",,,,,,,,,https://silemlit21.unila.ac.id/,,,,,,,,,,,,,,,,
74,['FH3'],other,disk0_bak/00/05/14/75,2022-09-01 00:00:00.000000000,"[{'name': {'given': 'Murniati', 'family': 'Rilda', 'honourific': None, 'lineage': None}, 'id': None}, {'name': {'lineage': None, 'family': 'sunaryo', 'honourific': None, 'given': 'S.H., M.H'}, 'id': None}, {'id': 'rohaini.arifien81@gmail.com', 'name': {'honourific': None, 'family': 'ROHAINI', 'lineage': None, 'given': 'ROHAINI'}}]",2023-05-12 03:37:35,['fakultas hukum'],2023-05-12 03:37:35,638,,http://repository.lppm.unila.ac.id/id/eprint/51475,public,universita lampung,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/248771', 'main': '20962.pdf', 'docid': 248771, 'files': [{'filesize': 3280175, 'datasetid': 'document', 'filename': '20962.pdf', 'hash': '24f187bd79cab42260e9bd25520664ef', 'hash_type': 'MD5', 'mtime': '2023-05-12 03:28:55', 'mime_type': 'application/pdf', 'fileid': 609788, 'uri': 'http://repository.lppm.unila.ac.id/id/file/609788', 'objectid': 248771}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 51475, 'placement': 1, 'security': 'public'}]",pub,completed,51475,"Praktek jual rugi sebagai strategi bisnis perdagangan untuk menetapkan harga yang sangat 
rendah atas suatu produk barang/jasa pada pasar bersangkutannya. Tidak ada larangan bagi 
pelaku usaha menetapkan harga yang sangat rendah atas produk barang/jasa sepanjang perilaku 
jual rugi tersebut memiliki tujuan yang tidak melanggar Hukum Persaingan Usaha. Pasal 20 
UU No.5 Tahun 1999 atau Hukum Persaingan Usaha mengatur praktek jual rugi sebagai 
kegiatan yang dilarang dan menjadi melanggar jika seluruh unsur rumusan pasal tersebut 
terpenuhi. Penelitian ini akan membahas mengenai karakteristik praktek jual rugi sebagai 
larangan dalam Hukum Persaingan Usaha dan implementasi penyelesaian hukum dalam 
perkara pelanggaran oleh PT Semen Conch yang terbukti melanggar hukum dan menjadi 
perkara pertama yang diperiksa oleh Pengadilan Niaga dengan berlakunya UU Cipta Kerja. 
Perkara ini telah diputus dengan putusan berkekuatan hukum tetap (inkracht) oleh Mahkamah 
Agung. Untuk itu, melalui penelitian studi kasus dapat diperoleh rumusan karakteristik praktek 
jual rugi yang melanggar hukum.",['K1'],2023-05-12 03:37:35,archive,bandar lampung,show,8,"STRATEGI PRAKTEK JUAL RUGI DALAM PERDAGANGAN
SEBAGAI PELANGGARAN HUKUM PERSAINGAN USAHA",,,,,,,,,https://silemlit21.unila.ac.id/,,,,,,,,,,,,,,,,
75,['FH3'],experiment,disk0_bak/00/05/07/82,2022-09-20 00:00:00.000000000,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Rilda', 'given': 'Murniati'}, 'id': None}, {'name': {'given': 'S.H., M.H', 'lineage': None, 'honourific': None, 'family': 'sunaryo'}, 'id': None}, {'id': 'rohaini.arifien81@gmail.com', 'name': {'given': 'ROHAINI', 'family': 'ROHAINI', 'honourific': None, 'lineage': None}}]",2023-04-27 06:15:32,,2023-04-27 06:15:32,147,,http://repository.lppm.unila.ac.id/id/eprint/50782,public,,"[{'mime_type': 'application/pdf', 'language': 'id', 'security': 'public', 'placement': 1, 'eprintid': 50782, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190492', 'rev_number': 2, 'format': 'text', 'pos': 1, 'files': [{'filename': 'LAPORAN KEPAILITAN.pdf', 'hash': '24f187bd79cab42260e9bd25520664ef', 'hash_type': 'MD5', 'mtime': '2023-04-27 04:51:31', 'mime_type': 'application/pdf', 'fileid': 547065, 'filesize': 3280175, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/547065', 'objectid': 190492}], 'docid': 190492, 'main': 'LAPORAN KEPAILITAN.pdf'}]",unpub,completed,50782,"Pelaku usaha yang memiliki posisi dominan dan menguasai pasar dalam perdagangan barang dan jasa memiliki peluang untuk dapat melakukan strategi bisnis dengan jual rugi. Hukum Persaingan Usaha tidak melarang praktek jual rugi sepanjang tidak bertentangan Pasal 20 UU Persaingan Usaha. Praktek jual rugi yang dilakukan oleh PT Conch South Kalimantan Cement menjadi satu-satunya implementasi penyelesaian perkara yang memenuhi unsur pelanggaran jual rugi sehingga diputus melanggar oleh KPPU dan dikuatkan oleh Pengadilan Niaga dan Mahkamah Agung. Berdasarkan penyelesaian perkara tersebut lahirlah temuan kriteria khusus sebagai pembuktian bahwa praktek jual rugi yang terjadi adalah pelanggaran Hukum Persaingan Usaha. Untuk itu, penelitian ini akan mengkaji dan membahas mengenai batasan atau kriteria praktek jual rugi sebagai strategi perdagangan yang sesuai atau dibolehkan dalam Hukum Persaingan Usaha dan kriteria jual rugi yang melanggar. Penelitian ini diharapkan memiliki temuan yang jelas dan rinci serta konprehensif mengenai konsep jual rugi dan implementasinya. Hasil temuan tersebut selanjutnya dipublikasikan dalam bentuk laporan penelitian dan disajikan dalam prosiding dalam Seminar pada Forum Dosen Hukum Persaingan Usaha serta jurnal ilmiah yang secara khusus diterbitkan oleh Komisi Pengawas Persaingan Usaha (KPPU). Dengan demikian, kajian penelitian ini menjadi sumber informasi yang akurat dan jelas serta konprehensif mengenai bentuk larangan dan pelanggaran praktek jual rugi dalam Hukum Persaingan Usaha yang dapat digunakan oleh para pelaku usaha, pemerhati hukum dan ekomomo , dan para penegak hukum.",['K1'],2023-04-27 06:15:32,archive,,show,8,STRATEGI PRAKTEK JUAL RUGI DALAM PERDAGANGAN SEBAGAI PELANGGARAN HUKUM PERSAINGAN USAHA,,,,,,,,,,,,,,,,,,,,,,,,,
76,['FH3'],book,disk0/00/04/04/42,2022-03-01 00:00:00.000000000,"[{'name': {'lineage': None, 'family': 'Rudy', 'honourific': None, 'given': 'Rudy'}, 'id': 'rudy.1981@fh.unila.ac.id'}]",2022-03-24 02:21:37,,2022-03-24 02:21:37,347,TRUE,http://repository.lppm.unila.ac.id/id/eprint/40442,public,CV. Anugrah Utama Raharja,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161765', 'pos': 1, 'format': 'text', 'files': [{'objectid': 161765, 'uri': 'http://repository.lppm.unila.ac.id/id/file/451047', 'fileid': 451047, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-03-23 04:52:04', 'hash': '9f275073ada25b102444ecf569e49c29', 'filename': 'Hukum Pemdes.pdf', 'datasetid': 'document', 'filesize': 1954418}], 'main': 'Hukum Pemdes.pdf', 'docid': 161765, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 40442}]",pub,,40442,"Desa berasal dari bahasa Sansekerta yaitu dhesi, yang berarti tanah kelahiran atau tanah tumpah darah. Dalam kamus Besar Bahasa Indonesia (1993) disebutkan desa adalah: (1) sekelompok rumah di luar kota yang merupakan kesatuan kampung, dusun; (2)udik atau dusun dalam arti daerah pedalaman sebagai lawan kota; (3) tempat, tanah, daerah. Sedangakan masyarakat perdesaan adalah masyarakat yang mendiami suatu wilayah tertentu yang ukurannya lebih kecil dan letaknya di luar kota. Masyarakat desa adalah bentuk persekutuan abadi antara manusia dan institusinya dalam wilayah setempat, yaitu tempat mereka bertempat tinggal di rumah-rumah pertanian yang tersebar dan dikampung yang biasanya menjadi pusat kegiatan bersama, dan sering disebut masyarakat pertanian.",['K1'],2022-03-24 02:21:37,archive,"Jl. Prof. Dr. Soemantri Brojonegoro, No 19 D Gedongmeneng Bandar Lampung",show,7,Hukum Pemerintahan Desa,,,,978-623-211-305-3,,,,,,,,,,,,,,,,,,,,,
77,['FH3'],book_section,disk0/00/04/00/82,1970-01-01 00:00:00.000002022,"[{'name': {'family': 'Rudy', 'honourific': None, 'lineage': None, 'given': 'Rudy'}, 'id': 'rudy.1981@fh.unila.ac.id'}]",2022-03-10 08:59:10,,2022-03-10 08:59:10,347,TRUE,http://repository.lppm.unila.ac.id/id/eprint/40082,public,Routledge,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 40082, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161375', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 161375, 'uri': 'http://repository.lppm.unila.ac.id/id/file/448228', 'datasetid': 'document', 'filesize': 2513107, 'fileid': 448228, 'mime_type': 'application/pdf', 'mtime': '2022-03-10 08:22:09', 'hash_type': 'MD5', 'hash': '4f783e12134b7c7b4e88094572768ade', 'filename': 'Land Law and Disputes in Asia..pdf'}], 'docid': 161375, 'main': 'Land Law and Disputes in Asia..pdf'}]",pub,,40082,"Indonesia’s transformation to constitutionalism and democratic change is a critical phase in Indonesia’s life as a nation. One transformation was the signifi- cant amendment of the Indonesia 1945 Constitution, beginning from the first amendment in 1999 to the fourth amendment in 2002. The amendment marked Indonesia’s transition to constitutionalism and democratic society. Indonesia’s transition to constitutional democracy is the effect of constitutionalism waves in the world (Carothers 1998).
The rise of constitutional democracy has been a world phenomenon followed by the new emergence and expanding role of constitutional courts in many countries as part of the institutionalization of each constitutional structure (Ginsburg 2003). In Indonesia, together with many other jurisdictions belong- ing to the civil law traditions, this constitutional democracy has taken the pat- tern of creating the constitutional court through the series of constitutional amendment process.
The result is the new provision of the Judicial Power constructed in articles 24–25 of the 1945 Constitution of the Republic of Indonesia. The judicial authority provided in Article 24 paragraph (2) confirms that judicial power vested in both the Supreme Court (hereinafter stated as “MA”) and Constitutional Court (hereinafter stated as “MK”). With this constitutional arrangement, MK has an equal position with the MA, while both are defined as the judicial power holders who have different authorities. The construction of the MK has a purpose in strengthening the people’s constitutional protection as the guardian of the Constitution.
Such a construction of the MK seems to be a natural phenomenon given the fact that the role of the Constitutional Court has long been associated with the two dimensions of the Constitution, namely, procedural and substantive objectives (Tate 1995). For example, Mauro Cappelletti (1970) explained the constitutional court’s role as a method for validating the Constitution’s posi- tive values.",['K1'],2022-03-10 08:59:10,archive,"Park Square, Milton Park, Abingdon, Oxon",show,8,Land Law and Disputes in Asia : Securing adat land rights in Indonesia,,,Land Law and Disputes in Asia : Securing adat land rights in Indonesia,978-1-003-17060-0,,,166-181,,,,,,,,,,,,,,,,,,
78,['FH3'],other,disk0_bak/00/04/95/25,1970-01-01 00:00:00.000002022,"[{'name': {'honourific': None, 'family': 'Rudy', 'lineage': None, 'given': 'Rudy'}, 'id': 'rudy.1981@fh.unila.ac.id'}, {'id': 'i.yoga@chevening.org', 'name': {'given': 'Ketut D', 'lineage': None, 'honourific': None, 'family': 'Ketut Dharma Putra Yoga'}}, {'id': 'robicahyadi9@gmail.com', 'name': {'honourific': None, 'family': 'Robi', 'lineage': None, 'given': 'Cahyadi K'}}, {'name': {'family': 'Aristoteles', 'honourific': None, 'lineage': None, 'given': 'Aristoteles'}, 'id': 'aristoteles.1981@fmipa.unila.ac.id'}, {'name': {'given': 'Ali', 'lineage': None, 'family': 'Chaidir', 'honourific': None}, 'id': 'chaidirali678@gmail.com'}, {'id': None, 'name': {'given': 'RP', 'honourific': None, 'family': 'Ryzal Perdana', 'lineage': None}}]",2023-04-03 00:55:42,,2023-04-03 00:55:42,347,,http://repository.lppm.unila.ac.id/id/eprint/49525,public,Baltic Journal Of Law & Politics,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189159', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/537223', 'objectid': 189159, 'filesize': 325089, 'datasetid': 'document', 'mtime': '2023-04-01 07:14:17', 'hash_type': 'MD5', 'filename': 'Hasil Similarity_The Concept of Omnibus Law in The Indonesian Legislation.pdf', 'hash': '008b32cb134e3870d42f6b343ce5baed', 'fileid': 537223, 'mime_type': 'application/pdf'}], 'main': 'Hasil Similarity_The Concept of Omnibus Law in The Indonesian Legislation.pdf', 'docid': 189159, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 49525}]",pub,published,49525,Berikut merupakan file Hasil Similarity Journal The Concept of Omnibus Law in The Indonesian Legislation System Is Integration Possible,['K1'],2023-04-03 00:55:42,archive,,show,9,Hasil Similarity-The Concept of Omnibus Law in The Indonesian Legislation System Is Integration Possible,,,,,,,,,,,ISSN 2029-0454,,,,,,,,,,,,,,
79,['FH3'],other,disk0_bak/00/04/95/28,1970-01-01 00:00:00.000002022,"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Rudy', 'given': 'Rudy'}}, {'id': 'rudi.natamiharja@unila.fh.ac.id', 'name': {'lineage': None, 'family': 'Rudi Natamiharja', 'honourific': None, 'given': 'Rudi Natamiharja'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Jalil Alejandro Magaldi Sernac', 'given': 'Jalil'}, 'id': 'jalilmagaldi@gmail.com'}, {'id': 'ahmad.syofyan@fh.unila.ac.id', 'name': {'honourific': None, 'family': 'Ahmad Syofyan', 'lineage': None, 'given': 'Ahmad S'}}]",2023-04-03 00:55:46,,2023-04-03 00:55:46,347,,http://repository.lppm.unila.ac.id/id/eprint/49528,public,Hasanudin Law Review,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189161', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/537241', 'objectid': 189161, 'hash': 'b4b0a0b68897657f19d10831c57e36cc', 'filename': 'Hasil Similarity_Implementation of Civil Rights against Vulnerable Groups in.pdf', 'mtime': '2023-04-01 07:30:36', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 537241, 'filesize': 411675, 'datasetid': 'document'}], 'main': 'Hasil Similarity_Implementation of Civil Rights against Vulnerable Groups in.pdf', 'docid': 189161, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 49528}]",pub,published,49528,Berikut merupakan Hasil Similarity Journal Implementation of Civil Rights against Vulnerable Groups in the Legal and Constitutional System in Indonesia,['K1'],2023-04-03 00:55:46,archive,,show,7,Hasil Similarity_Implementation of Civil Rights against Vulnerable Groups in the Legal and Constitutional System in Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,
