,rev_number,event_type,metadata_visibility,event_dates,official_url,title,subjects,abstract,eprint_status,status_changed,event_location,date_type,event_title,eprintid,full_text_status,uri,refereed,ispublished,pres_type,documents,datestamp,lastmod,userid,date,dir,creators,divisions,type,volume,related_url,issn,publication,publisher,number,contributors,pagerange,id_number,corp_creators,referencetext,contact_email,keywords,funders
20,6,,show,,https://j-cup.org/index.php/cendekia/article/view/309,PENGEMBANGAN MEDIA PEMBELAJARAN INTERAKTIF TERINTEGRASI SOFT SKILLS DALAM MENINGKATKAN KEMAMPUAN PEMECAHAN MASALAH,['LB1603'],"The purpose of this research is to produce interactive learning media integrated with soft skills to improve
students' problem-solving abilities that are valid and practical. This research is a development research that uses the ADDIE development model (Analysis, Design, Development, Implementation, and Evaluation). Research
subjects at the implementation stage were grade V students of SDIT Muhammadiyah Gunung Terang Bandar
Lampung for the 2019-2020 academic year. Research data obtained from observations, interviews, questionnaires on teacher and student responses to learning media. The results showed that the developed interactive learning media was very valid with a score of 81% of the material expert validation and the media expert validation of 84%. This learning media is also stated to be practical as the results of the practitioner test get a score of 86% and student trials of 88%.",archive,2020-11-11 05:17:50,,published,,24894,public,http://repository.lppm.unila.ac.id/id/eprint/24894,TRUE,pub,,"[{'eprintid': 24894, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': '2020_S3_Cendekia_Anggota2_org.pdf', 'docid': 38639, 'files': [{'mtime': '2020-11-11 01:16:12', 'hash_type': 'MD5', 'filename': '2020_S3_Cendekia_Anggota2_org.pdf', 'hash': '25b97c6d523411f7265f89be061fa852', 'fileid': 225512, 'mime_type': 'application/pdf', 'filesize': 872237, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/225512', 'objectid': 38639}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38639', 'rev_number': 1}]",2020-11-11 05:17:50,2020-11-11 05:17:50,864,2020-11-01 00:00:00.000000000,disk0/00/02/48/94,"[{'name': {'given': 'Andri', 'honourific': None, 'family': 'Sattriawan', 'lineage': None}, 'id': 'andrisattriawan1989@gmail.com'}, {'id': 'sugeng.sutiarso@fkip.unila.ac.id', 'name': {'family': 'Sutiarso', 'honourific': None, 'lineage': None, 'given': 'Sugeng'}}, {'id': 'undang.rosidin@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Rosidin', 'honourific': None, 'given': 'Undang'}}]",['FKIP22'],article,4.0,"[{'type': 'pub', 'url': 'https://j-cup.org/index.php/cendekia/article/view/309'}]",2579-9258,Jurnal Cendekia: Jurnal Pendidikan Matematika,Universitas Pahlawan Tuanku Tambusai,2.0,"[{'name': {'lineage': None, 'family': 'Sattriawan', 'honourific': None, 'given': 'Andri'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'andrisattriawan1989@gmail.com'}, {'name': {'given': 'sugeng', 'honourific': None, 'family': 'sutiarso', 'lineage': None}, 'type': 'http://www.loc.gov/loc.terms/relators/THS', 'id': 'sugeng.sutiarso@fkip.unila.ac.id'}, {'name': {'lineage': None, 'family': 'rosidin', 'honourific': None, 'given': 'undang'}, 'id': 'undang.rosidin@fkip.unila.ac.id', 'type': None}]",950-963,,,,,,
21,9,,show,,http://jurnal.fkip.unila.ac.id/index.php/MTK/index,ANALISIS KESALAHAN SISWA DALAM MENYELESAIKAN MASALAH TRIGONOMETRI BERDASARKAN TEORI NEWMAN DITINJAU DARI GAYA KOGNITIF SISWA,"['L1', 'LB1603']","The purpose of this study to describe the error and to know the cause of student error in solving trigonometric problems based on Newman Theory and cognitive style. The type of this research is qualitative descriptive research conducted at SMAN 1 Sekampung Udik. Selection of research subjects using purposive sampling, selected 4 research subjects with 2 subjects have a cognitive style reflective and 2 subjects have impulsive cognitive style. Data collection techniques used were tests and interviews, while the instruments used were: (1) cognitive style test or MFFT (Matching Familiar Figure Test), (2) trigonometric problem test, and (3) interview guides.    The results of this study can be described as follows. (1) students who have reflective cognitive style in solving trigonometric problems tend to make mistakes in the stage of transformation error and process skill error; and encoding error, (2) where as students who have impulsive cognitive style in solving trigonometric problems tend to make mistakes in the phase of comprehension error, transformation error, process skill error and encoding error. (3) The cause of the errors of cognitive and relative impulsive cognitive students are the students can not understand the problem well, forget the formula, less thorough in solving problems, rush in solving problems, not used to write conclusions, and run out of time in solving problems",archive,2020-11-09 09:07:24,,published,,24697,public,http://repository.lppm.unila.ac.id/id/eprint/24697,TRUE,pub,,"[{'mime_type': 'application/xml', 'language': 'id', 'content': 'published', 'eprintid': 24697, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38447', 'docid': 38447, 'main': 20986, 'files': [{'mime_type': 'application/xml', 'fileid': 224094, 'hash': '3d6b5c638b37d8aaf1b05f17f9c0cd89', 'filename': 20986, 'mtime': '2020-11-08 22:18:55', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 23216, 'objectid': 38447, 'uri': 'http://repository.lppm.unila.ac.id/id/file/224094'}]}]",2020-11-09 09:07:24,2020-11-09 09:07:24,2754,2020-06-30 00:00:00.000000000,disk0/00/02/46/97,"[{'id': None, 'name': {'family': 'Setiani', 'honourific': None, 'lineage': None, 'given': 'Lutfi Eka Nuri'}}, {'id': None, 'name': {'given': 'Ira', 'lineage': None, 'family': 'Vahlia', 'honourific': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Farida', 'given': 'Nurul'}, 'id': 'nurulfaridamath@gmail.com'}, {'name': {'honourific': None, 'family': 'Suryadinata', 'lineage': None, 'given': 'Nurain'}, 'id': 'nurain.suryadinata@fkip.unila.ac.id'}]",['FKIP22'],article,8.0,,2338 - 1183,Jurnal Pendidikan Matematika Universitas Lampung,Fakultas Keguruan dan Ilmu Pendidikan Unila,2.0,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",89-99,http://dx.doi.org/10.23960/mtk/v8i2.pp89-99,,,,,
22,9,,show,,http://jurnal.fkip.unila.ac.id/index.php/jpmipa/index,Analysis of Indonesian Students’ Error in Solving Mathematical Literacy Problems Based on PISA 2015 Results,['L1'],"This study aims to describe the students’ error in solving mathematical literacy problems with focused on level 3 and 4 based on PISA 2015. Qualitative research was used in this study with a descriptive approach. The subjects of this study were 61 students at seventh grade consisted of 28 students from SMPN 14 Bandung and 33 students from SMPN 9 Bandung. The instrument consisted of four questions designed and interview guidelines. Data were analyzed descriptively based on written test results and interviews to confirm students’ work. The results of this study showed that 65.3% of students made mistakes in solving mathematical literacy level 3 and 73.68% of students made mistakes in solving mathematical literacy level 4. Students’ error that arise in solving these mathematical literacy problems are understanding the problem and choosing the information to get a solution. Based on the results, researcher suggest that the preparation of sentences in the mathematical literacy problem, it should be emphasized with the precise sentences, so that the purpose of the problem is well understood by students.",archive,2020-08-06 03:32:07,,published,,23539,public,http://repository.lppm.unila.ac.id/id/eprint/23539,TRUE,pub,,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 23539, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37166', 'rev_number': 1, 'docid': 37166, 'main': 'JPMIPA UNILA 2O2O SANTY.pdf', 'files': [{'datasetid': 'document', 'filesize': 901982, 'mime_type': 'application/pdf', 'fileid': 215181, 'hash': '61867dcc29e7bd2e75eedddf87b16f2a', 'filename': 'JPMIPA UNILA 2O2O SANTY.pdf', 'hash_type': 'MD5', 'mtime': '2020-08-06 03:21:56', 'objectid': 37166, 'uri': 'http://repository.lppm.unila.ac.id/id/file/215181'}]}]",2020-08-06 03:32:07,2020-08-06 03:32:07,2861,2020-06-12 00:00:00.000000000,disk0/00/02/35/39,"[{'id': 'santy.setiawati@fkip.unila.ac.id', 'name': {'family': 'Setiawati', 'honourific': None, 'lineage': None, 'given': 'Santy'}}, {'id': None, 'name': {'honourific': None, 'family': 'Herman', 'lineage': None, 'given': 'Tatang'}}, {'id': None, 'name': {'given': 'Al', 'honourific': None, 'family': 'Jupri', 'lineage': None}}]",['FKIP22'],article,21.0,,2685-5488,Jurnal Pendidikan MIPA,"Jurusan Pendidikan MIPA, FKIP, Universitas Lampung",1.0,,67-77,,,,,,
23,6,,show,,,THINK PAIR SHARE TERHADAP PEMAHAMAN KONSEP MATEMATIS SISWA,['L1'],"Abstrak: Pengaruh Model Think Pair Share Terhadap Pemahaman Konsep Matematis Siswa. Penelitian ini bertujuan untuk mengetahui pengaruh model Think
Pair Share ditinjau dari pemahaman konsep matematis siswa. Populasi penelitian ini adalah seluruh siswa kelas VIII SMP Negeri 1 Natar tahun pelajaran 2018/2019 sebanyak 300 siswa yang terdistribusi dalam 11 kelas. Pengambilan sampel dilakukan dengan teknik cluster random sampling dan terpilih siswa pada kelas VIII A sebanyak 25 siswa dan VIII B sebanyak 30 siswa sebagai sampel.Desain penelitian yang digunakan adalah the randomized pretest-posttest control grup design. Data penelitian diperoleh melalui tes pemahaman konsep matematis.Analisis data yang digunakan adalah uji t. Berdasarkan hasil penelitian,
disimpulkan bahwa model Think Pair Share berpengaruh terhadap pemahaman konsep matematis siswa",archive,2020-06-03 02:27:42,,published,,21541,public,http://repository.lppm.unila.ac.id/id/eprint/21541,TRUE,pub,,"[{'eprintid': 21541, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 34935, 'main': 'wina.pdf', 'files': [{'objectid': 34935, 'uri': 'http://repository.lppm.unila.ac.id/id/file/199774', 'datasetid': 'document', 'filesize': 328439, 'fileid': 199774, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-06-02 14:37:15', 'hash': '62642e5425716c6f53aced839eac8afe', 'filename': 'wina.pdf'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34935', 'rev_number': 1}]",2020-06-03 02:27:42,2020-06-03 02:27:42,403,2020-10-30 00:00:00.000000000,disk0/00/02/15/41,"[{'name': {'lineage': None, 'family': 'Sianturi', 'honourific': None, 'given': 'Wina'}, 'id': None}, {'id': 'pentatito.gunowibowo@fkip.unila.ac.id', 'name': {'family': 'Gunowibowo', 'honourific': None, 'lineage': None, 'given': 'Pentatito'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Coesamin', 'given': 'M'}, 'id': 'mcoesamin@gmail.com'}]",['FKIP22'],article,7.0,,2338-1183,Jurnal Pendidikan Matematika Unila,FKIP Universitas Lampung,5.0,,579-590,,,,,,
24,7,,show,,,"Pengaruh Pendekatan Resource Based Leaarning (RBL) Terhadap
Pemahaman Konsep Matematis Siswa","['L1', 'LB1603']","Penelitian ini bertujuan untuk mengkaji pengaruh pendekatan RBL terhadap pemahaman
konsep matematis siswa. Populasi penelitian ini adalah seluruh siswa kelas VIII SMP
Negeri 1 Natar Lampung Selatan semester ganjil tahun pelajaran 2019/2020 sebanyak
362 siswa yang terdistribusi dalam sebelas kelas. Sampel penelitian ini adalah siswa kelas
VIII A sebanyak 32 siswa dan VIII B sebanyak 32 siswa yang dipilih dengan teknik
purposive sampling. Penelitian ini menggunakan pretest-posttest control group design.
Data penelitian diperoleh dengan menggunakan instrumen tes pemahaman konsep
matematis siswa. Analisis data penelitian ini menggunakan uji-Mann Whitney U. Hasil
penelitian ini menunjukkan bahwa peningkatan pemahaman konsep matematis siswa
yang mengikuti pembelajaran RBL lebih tinggi dari peningkatan pemamahaman konsep
matematis siswa yang mengikuti pembelajaran konvensional. Berdasarkan hasil dan
pembahasan, diperoleh kesimpulan bahwa pembelajaran RBL tidak berpengaruh
terhadap pemahaman konsep matematis siswa.",archive,2020-11-19 11:33:43,,published,,26225,public,http://repository.lppm.unila.ac.id/id/eprint/26225,TRUE,pub,,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40115', 'format': 'text', 'pos': 1, 'files': [{'filename': 'Fransisco.pdf', 'hash': 'aa722a1b0d600a1119f86cfd083b0b0e', 'hash_type': 'MD5', 'mtime': '2020-11-19 05:28:34', 'mime_type': 'application/pdf', 'fileid': 236258, 'filesize': 296132, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/236258', 'objectid': 40115}], 'docid': 40115, 'main': 'Fransisco.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 26225}]",2020-11-19 11:33:43,2020-11-19 11:33:43,403,2020-06-01 00:00:00.000000000,disk0/00/02/62/25,"[{'id': 'fransisco.j.simbolon@gmail.com', 'name': {'honourific': None, 'family': 'Simbolon', 'lineage': None, 'given': 'Fransisco. J'}}, {'id': 'hastuti_noer@yahoo.com', 'name': {'honourific': None, 'family': 'Noer', 'lineage': None, 'given': 'Sri Hastuti'}}, {'name': {'given': 'Pentatito', 'lineage': None, 'honourific': None, 'family': 'Gunowibowo'}, 'id': 'pentatito.gunowibowo@fkip.unila.ac.id'}]",['FKIP22'],article,8.0,,2338-1183,Jurnal Pendidikan Matematika Unila,FKIP Universitas Lampung,2.0,,77-88,,,,,,
25,6,,show,,https://ojs.unm.ac.id/JDM/article/view/13946,"The Ability of Mathematical Representation of Junior High
School Students on Circle Material Based on Gender 
Differences",['LB1603'],"Mathematical representation is the ability to express ideas or definitions raised by the students when solving problems. At now, most students have difficulties in the ability of mathematical representation. The difficulty of this mathematical representation needs to analyze the causes, including analysis based on gender differences. This type of research is a qualitative study which aims to systematically describe the ability of mathematical representation based on gender differences. The subjects of the study was grade IX students at SMP Negeri 4 in Natar, South Lampung. Research subjects numbered
31 people, consisti of 16 boys and 15 girls. Data was collected through tests and observations, and data
were analyze descriptively based on 3 indicator levels, namely visual representations, mathematical expressions or similarty, and written words or texts. The results showed that there were differences in representation when viewed regarding gender, where girls make more representation than boys.",archive,2020-11-11 05:17:20,,published,,24892,public,http://repository.lppm.unila.ac.id/id/eprint/24892,TRUE,pub,,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 24892, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38637', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'fileid': 225497, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-11-11 00:43:30', 'filename': '2020_S3_UNMakasar_Anggota2_org.pdf', 'hash': '88a6e6beaf38ee30befff7ad512e3dec', 'datasetid': 'document', 'filesize': 662016, 'objectid': 38637, 'uri': 'http://repository.lppm.unila.ac.id/id/file/225497'}], 'main': '2020_S3_UNMakasar_Anggota2_org.pdf', 'docid': 38637}]",2020-11-11 05:17:20,2020-11-11 05:17:20,864,2020-07-10 00:00:00.000000000,disk0/00/02/48/92,"[{'name': {'family': 'Soviana', 'honourific': None, 'lineage': None, 'given': 'Rena'}, 'id': 'renasoviana94@gmail.com'}, {'id': 'sugeng.sutiarso@fkip.unila.ac.id', 'name': {'given': 'Sugeng', 'lineage': None, 'honourific': None, 'family': 'Sutiarso'}}, {'id': 'nurhanurawati94@gmail.com', 'name': {'honourific': None, 'family': 'Nurhanurawati', 'lineage': None, 'given': 'Nurhanurawati'}}]",['FKIP22'],article,8.0,"[{'type': 'pub', 'url': 'https://ojs.unm.ac.id/JDM/article/view/13946'}]",2354-7146,Daya Matematis:Jurnal Inovasi Pendidikan Matematika,Universitas Negeri Makassar,2.0,"[{'name': {'given': 'rena', 'lineage': None, 'family': 'soviana', 'honourific': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'renasoviana94@gmail.com'}, {'name': {'given': 'sugeng', 'honourific': None, 'family': 'sutiarso', 'lineage': None}, 'type': None, 'id': 'sugeng.sutiarso@fkip.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'nurhanurawati', 'given': 'nurhanurawati'}, 'id': 'nurhanurawati94@gmail.com', 'type': None}]",137-142,,,,,,
26,9,conference,show,16 JANUARI 2020,http://semnaspend.fkip.unila.ac.id/2019/08/14/prosiding/,Pengaruh Model Problem Based Learning (PBL) Terhadap Kemampuan Pemecahan Masalah Matematis Siswa,['L1'],"Kemampuan pemecahan masalah matematis merupakan hal yang penting dan harus dimiliki siswa dalam pembelajaran matematika. Salah satu model pembelajaran yang dapat melatih kemampuan pemecahan masalah adalah problem based learning (PBL) karna dapat membiasakan siswa terampil dalam menghadapi dan memecahkan masalah.  Penelitian ini bertujuan untuk mengetahuipengaruh model PBL terhadap kemampuan pemecahan masalah matematissiswa.  Populasi penelitian ini adalah seluruh siswa Kelas XI SMA Negeri 1 TumijajarKabupaten Tulang Bawang Baratsemester ganjil tahun pelajaran 2019/2020 yang terdistribusi dalam 6 kelas. Sampel pada penelitian ini adalah siswa kelas XI IPA 5 dan kelas XI IPA 6 yang dipilih dengan menggunakan teknik cluster random sampling. Desain penelitian ini ialah the randomized posttest onlycontrol group design.Data penelitian ini berupa data kuantitatif yang diperoleh melalui tes kemampuan pemecahan masalah matematis siswa dan diuji menggunakan uji-t dengan α = 0,05. Berdasarkan hasil penelitian diperoleh kesimpulan bahwa pembelajaran model PBLberpengaruh terhadap kemampuan pemecahan masalah matematis siswa.",archive,2020-06-02 01:02:01,LAMPUNG,published,SEMINAR NASIONAL PENDIDIKAN FKIP UNILA 2020,21376,public,http://repository.lppm.unila.ac.id/id/eprint/21376,TRUE,pub,paper,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/34778', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/198707', 'objectid': 34778, 'filename': 'PROSIDING SEMNAS FKIP 2020_Indah_Widyastuti-compressed.pdf', 'hash': '82e084a3f60eb622d6eebb1936a1535a', 'hash_type': 'MD5', 'mtime': '2020-06-01 13:53:55', 'mime_type': 'application/pdf', 'fileid': 198707, 'filesize': 351193, 'datasetid': 'document'}], 'main': 'PROSIDING SEMNAS FKIP 2020_Indah_Widyastuti-compressed.pdf', 'docid': 34778, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 21376}]",2020-06-02 01:02:01,2020-06-02 01:02:01,1140,1970-01-01 00:00:00.000002020,disk0/00/02/13/76,"[{'name': {'given': 'Indah', 'lineage': None, 'honourific': None, 'family': 'Sriwahyuni'}, 'id': None}, {'id': None, 'name': {'given': 'haninda', 'lineage': None, 'honourific': None, 'family': 'Bharata'}}, {'id': 'widyaa58@gmail.com', 'name': {'given': 'Widyastuti', 'lineage': None, 'family': 'Widyastuti', 'honourific': None}}]",['FKIP22'],conference_item,,,,,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",73-79,,,,,,
27,9,conference,show,16 Januari 2020,http://semnaspend.fkip.unila.ac.id/2019/08/14/prosiding/,Membiaskan Siswa Dengan Soal Matematika PISA,"['L1', 'LB1603']","Hasil PISA 2018 menunjukkan kemampuan literasi matematika siswa di Indonesia masih rendah. Khusus di matematika, Indonesia memperoleh skor rata-rata sebesar 379 di mana skor rata-rata OECD adalah 489. Jika dilihat dari segi soal yang diberikan oleh PISA, pada dasarnya soal-soal tersebut sangat erat kaitannya dengan kehidupan sehari-hari. Jika melihat proses pembelajaran yang dilakukan guru matermatika pada umumnya, para guru juga sudah mencoba memberikan soal-soal yang terkait dengan kehidupan sehari-hari. Hal ini juga dapat terlihat dari buku-buku paket untuk sekolah yang tidak sedikit memuat soal-soal terkait kehidupan sehari-hari. Namun adakah yang berbeda antara soal-soal yang biasa diberikan di sekolah dengan soal-soal pada PISA?. Makalah ini mencoba mendeskripsikan lebih dalam terkait perbedaan soal-soal pada PISA dengan soal-soal yang biasa diperoleh siswa pada umumnya di sekolah.",archive,2020-05-15 02:03:26,FKIP Universitas Lampung,published,Seminar Nasional Pendidikan FKIP Universitas Lampung 2020,19627,public,http://repository.lppm.unila.ac.id/id/eprint/19627,TRUE,pub,paper,"[{'content': 'published', 'mime_type': 'text/html', 'language': 'id', 'placement': 1, 'security': 'public', 'eprintid': 19627, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32862', 'rev_number': 3, 'formatdesc': 'Prosiding', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/163915', 'objectid': 32862, 'hash_type': 'MD5', 'mtime': '2020-05-14 10:30:32', 'filename': 'view', 'hash': 'b0bb9c57e4dd288e918c3e11ecf8fd69', 'fileid': 163915, 'mime_type': 'text/html', 'filesize': 71457, 'datasetid': 'document'}], 'main': 'view', 'docid': 32862}]",2020-05-15 02:03:26,2020-05-15 02:03:26,2754,2020-01-16 00:00:00.000000000,disk0/00/01/96/27,"[{'name': {'honourific': None, 'family': 'Suryadinata', 'lineage': None, 'given': 'Nurain'}, 'id': 'nurain.suryadinata@fkip.unila.ac.id'}]",['FKIP22'],conference_item,,"[{'type': 'pub', 'url': 'https://drive.google.com/file/d/1Lhc4O1XNRh4Ee7pWpU8auQ5vZCWVIKni/view'}]",,,,,"[{'name': {'honourific': None, 'family': 'Suryadinata', 'lineage': None, 'given': 'Nurain'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'nurain.suryadinata@fkip.unila.ac.id'}]",132-141,,,,,,
28,7,,show,,http://ejournal.radenintan.ac.id/index.php/IJSME/article/view/6768,"ANALYSIS OF STUDENT REVERSIBLE THINKING SKILLS ON
GRAPH CONCEPT","['LB', 'LB2300']","The ability of reversible thinking in mathematics has less attention, but most of the mathematical subject is reversible. This type of research was qualitative descriptive which aimed to analyze student’s reversible thinking skills on the graph concept. The subject of research were students of mathematics education,
Faculty of Teacher Training and Education, Lampung University taking the graph theory in the academic year 2019/2020. Research subjects were 40 people selected by the total sampling technique. The research data was collected through tests, namely the question of Ramsey number. Data were analyzed descriptively with 3 stages,
namely data reduction, data display, and conclusion. The results showed that 42.5% of students had reversible thinking skills and 57.5% of students did not have them. Based on the results of this study, it was concluded that most students did not have reversible thinking skills on graph concepts.",archive,2020-11-11 05:17:43,,published,,24893,public,http://repository.lppm.unila.ac.id/id/eprint/24893,TRUE,pub,,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 24893, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/38638', 'rev_number': 1, 'docid': 38638, 'main': '2020_S3_IndonesiaUIN_Sendiri.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/225505', 'objectid': 38638, 'hash_type': 'MD5', 'mtime': '2020-11-11 01:02:43', 'hash': '637722045ef4086cd0bebc974c106bce', 'filename': '2020_S3_IndonesiaUIN_Sendiri.pdf', 'fileid': 225505, 'mime_type': 'application/pdf', 'filesize': 482997, 'datasetid': 'document'}]}]",2020-11-11 05:17:43,2020-11-11 05:17:43,864,2020-07-31 00:00:00.000000000,disk0/00/02/48/93,"[{'id': 'sugeng.sutiarso@fkip.unila.ac.id', 'name': {'honourific': None, 'family': 'Sutiarso', 'lineage': None, 'given': 'Sugeng'}}]",['FKIP22'],article,3.0,"[{'type': 'pub', 'url': 'http://ejournal.radenintan.ac.id/index.php/IJSME/article/view/6768'}]",2615-8639,Indonesian Journal of Science and Mathematics Education,Unit Riset dan Publikasi Ilmiah FTK UIN Raden Intan Lampung,2.0,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'sugeng.sutiarso@fkip.unila.ac.id', 'name': {'given': 'sugeng', 'lineage': None, 'honourific': None, 'family': 'sutiarso'}}]",185-195,,,,,,
29,7,,show,,,"Hak Cipta Karya Tulis (Artikel) “Model Pembelajaran ALQURUN (Acknowledge, Literature, Quest, Unite, Refine, Use, Name)”",['L1'],,archive,2021-03-18 02:50:43,,,,28454,public,http://repository.lppm.unila.ac.id/id/eprint/28454,,pub,,"[{'placement': 1, 'security': 'public', 'eprintid': 28454, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'filesize': 2184167, 'datasetid': 'document', 'hash': '1ac4bfa394c0f3548588464dc7865356', 'filename': 'sertifikat_Hak Cipta Artikel_Sugeng Sutiarso.pdf', 'mtime': '2021-03-18 01:18:37', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 252782, 'uri': 'http://repository.lppm.unila.ac.id/id/file/252782', 'objectid': 42502}], 'docid': 42502, 'main': 'sertifikat_Hak Cipta Artikel_Sugeng Sutiarso.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42502', 'pos': 1, 'format': 'text'}]",2021-03-18 02:50:43,2021-03-18 02:50:43,864,2020-03-15 00:00:00.000000000,disk0/00/02/84/54,"[{'id': 'sugeng.sutiarso@fkip.unila.ac.id', 'name': {'family': 'Sutiarso', 'honourific': None, 'lineage': None, 'given': 'Sugeng'}}]",['FKIP22'],other,,,,,Kemenkumham RI,,,,,,,,,
30,8,,show,,http://jurnal.fkip.unila.ac.id/index.php/MTK/article/view/20944,Keterlaksanaan Penerapan Pendekatan Saintifik  pada PembelajaranMatematika (Studi Kasus SMP Bandar Lampung),['LB1603'],"The Implementation of Scientific Approach in Mathematical Learning (Case Study of junior high school in Bandar Lampung). This descriptive study aims to analyze the
implementation of the 2013 curriculum in scientific approach to mathematics learning in junior high school.  The subjects of this study were four mathematics’ teacher of junior high school in Bandar Lampung. Research data obtained through observation and interviews.  The data of this study were analyzed with descriptive statistics that focus on teaching activities in applying scientific approaches, including preliminary, core, and closing activities.  Based on the results of data analysis, it can be concluded that the implementation of scientific approach in mathematical learning is 26.1% (low), consists of 20% preliminary activities (low), 8.3% core activities (low), and 50% closing activities (low).",archive,2020-11-11 05:17:05,,published,,24887,public,http://repository.lppm.unila.ac.id/id/eprint/24887,TRUE,pub,,"[{'docid': 38633, 'main': '2020_S6_Jurnal PMat Unila_Sendiri.pdf', 'files': [{'objectid': 38633, 'uri': 'http://repository.lppm.unila.ac.id/id/file/225470', 'fileid': 225470, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-11-10 23:56:16', 'filename': '2020_S6_Jurnal PMat Unila_Sendiri.pdf', 'hash': 'd5c27a326ee4ca58d84bb3f4108638dd', 'datasetid': 'document', 'filesize': 195460}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38633', 'eprintid': 24887, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",2020-11-11 05:17:05,2020-11-11 05:17:05,864,2020-06-01 00:00:00.000000000,disk0/00/02/48/87,"[{'name': {'lineage': None, 'family': 'Sutiarso', 'honourific': None, 'given': 'Sugeng'}, 'id': 'sugeng.sutiarso@fkip.unila.ac.id'}]",['FKIP22'],article,8.0,[{'url': 'http://jurnal.fkip.unila.ac.id/index.php/MTK/article/view/20944'}],2338-1183,Jurnal Pendidikan Matematika Unila,FKIP Universitas Lampung,2.0,"[{'name': {'honourific': None, 'family': 'sutiarso', 'lineage': None, 'given': 'sugeng'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'sugeng.sutiarso@fkip.unila.ac.id'}]",57-67,,,,,,
