,date_type,eprintid,abstract,subjects,status_changed,eprint_status,metadata_visibility,rev_number,volume,title,divisions,type,dir,date,issn,creators,publication,pagerange,datestamp,userid,lastmod,refereed,full_text_status,uri,documents,publisher,number,ispublished,event_title,event_location,event_type,event_dates,corp_creators,pres_type,official_url,related_url,contributors,id_number,referencetext,contact_email,succeeds,place_of_pub,isbn,pages,book_title,editors,patent_applicant,funders,series
66,,23709,"Pemberdayaan masyarakat menjadi isu dalam pembangunan pariwisata berkelanjutan
dengan masyarakat sebagai aktor utama untuk memanafaatkan pariwisata dan
meminimalkan dampak negatif pembangunan kepariwisataan. Pembangunan pariwisata
di Desa Kelawi Kecamatan Bakauheni dilakukan oleh Pokdarwis (Kelompok Sadar
Wisata) dan Desa Sungai Langka Kecamatan Gedong Tataan dilakuan oleh KWT
(Kelomok Wanita Tani). Penelitian ini bertujuan untuk menganalisis peran masyarakat
lokal dalam sektor pariwisata di Provinsi Lampung. Tipe penelitian deskriptif
komparatif.
Kata Kunci: Masyarakat Lokal, Kelompok Sadar Wisata (Pokdarwis), Kelompok
Wanita Tani (KWT), Pariwisata Berkelanjutan",['H1'],2020-08-26 03:04:56,archive,show,8,,"PERANAN MASYARAKAT LOKAL DALAM MEWUJUDKAN
PARIWISATA BERKELANJUTAN DI PROVINSI LAMPUNG",['FISIP2'],conference_item,disk0/00/02/37/09,1970-01-01 00:00:00.000002019,,"[{'name': {'honourific': None, 'family': 'Meutia', 'lineage': None, 'given': 'Intan Fitri'}, 'id': 'intan.fitri@fisip.unila.ac.id'}, {'id': 'devi.yulianti@fisip.unila.ac.id', 'name': {'given': 'Devi', 'honourific': None, 'family': 'Yulianti', 'lineage': None}}]",,,2020-08-26 03:04:56,205,2020-08-26 03:04:56,FALSE,public,http://repository.lppm.unila.ac.id/id/eprint/23709,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 23709, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37337', 'format': 'text', 'pos': 1, 'files': [{'fileid': 216409, 'mime_type': 'application/pdf', 'mtime': '2020-08-26 02:55:35', 'hash_type': 'MD5', 'hash': 'ca05c60139bddcc0dc0f5250c99f71a5', 'filename': '32-Article Text-58-1-10-20200103.pdf', 'datasetid': 'document', 'filesize': 424221, 'objectid': 37337, 'uri': 'http://repository.lppm.unila.ac.id/id/file/216409'}], 'docid': 37337, 'main': '32-Article Text-58-1-10-20200103.pdf'}]",,,pub,SEFILA 2019,,conference,,,paper,,,,,,,,,,,,,,,
67,submitted,15217,Pemberdayaan masyarakat menjadi isu dalam pembangunan pariwisata berkelanjutan dengan masyarakat sebagai aktor utama untuk memanafaatkan pariwisata dan meminimalkan dampak negatif pembangunan kepariwisataan. Pembangunan pariwisata di Desa Kelawi Kecamatan Bakauheni dilakukan oleh Pokdarwis (Kelompok Sadar Wisata) dan Desa Sungai Langka Kecamatan Gedong Tataan dilakuan oleh KWT (Kelomok Wanita Tani). Penelitian ini bertujuan untuk menganalisis peran masyarakat lokal dalam sektor pariwisata di Provinsi Lampung. Tipe penelitian deskriptif komparatif.,['H1'],2019-11-04 08:10:01,archive,show,7,,PERANAN MASYARAKAT LOKAL DALAM MEWUJUDKAN PARIWISATA BERKELANJUTAN DI PROVINSI LAMPUNG,['FISIP2'],article,disk0/00/01/52/17,1970-01-01 00:00:00.000002019,,"[{'name': {'lineage': None, 'family': 'Meutia', 'honourific': None, 'given': 'Intan Fitri'}, 'id': 'intan.fitri@fisip.unila.ac.id'}, {'id': 'devi.yulianti@fisip.unila.ac.id', 'name': {'given': 'Devi', 'lineage': None, 'honourific': None, 'family': 'Yulianti'}}]",Seminar Nasional FISP UNILA 3,,2019-11-04 08:10:01,63,2019-11-04 08:10:01,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/15217,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28353', 'main': 'Peranan Masyarakat Lokal Dalam Pariwisata Berkelanjutan Di Provinsi Lampung.docx', 'docid': 28353, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/130989', 'objectid': 28353, 'filesize': 32879, 'datasetid': 'document', 'hash': '8625a103828a3b4e4edd9d083fa515d1', 'filename': 'Peranan Masyarakat Lokal Dalam Pariwisata Berkelanjutan Di Provinsi Lampung.docx', 'hash_type': 'MD5', 'mtime': '2019-11-04 03:46:08', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 130989}], 'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'eprintid': 15217, 'placement': 1, 'security': 'public'}]",,,submitted,,,,,,,,,,,,,,,,,,,,,
68,published,17595,"The problem of stunting is still spread in various parts of the world including Indonesia which is a developing country with diverse community conditions. Lampung Province which is one of the regions with a high prevalence of stunting.  is research is about the strategy intervention of stunting cases in Lampung Province through Asah, Asih and Asuh programs based on community empowerment.  e focus of this research is on the stunting intervention strategy through Asah, Asih and Asuh program to the com- munity.  e research approach used descriptive qualitative type.  e data analysis tech- niques used data reduction, data display and conclusion.  ere were some informants for this research such as the Head of the family and nutrition health section, Head of the Program and Data Evaluation Division, Head of the Health Services and Stakeholders Division.  ey were the keys informants. We picked ten to be interviewed. We decided to use purposive sampling to decide the informants.  is study showed that the stunting intervension strategy was still weak because of some reasons such as 1).  e program has not yet been performed on speci c nutrition interventions from Lampung Provincial Health, 2).  e human resources indicators have less ability in carrying out the Asah, Asih and Asuh programs and decision makers in formulating legislation for reducing stunting cases and 3).  ere is the cooperation among stakeholders to accelerate nutri- tion improvement activities in handling stunting.","['H1', 'HV', 'RZ']",2020-02-17 04:16:02,archive,show,10,15,STUNTING INTERVENTION STRATEGY BASED ON COMMUNITY EMPOWERMENT,['FISIP2'],article,disk0/00/01/75/95,2019-07-01 00:00:00.000000000,P: 1858-1196 dan E: 2355-3596,"[{'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'given': 'Intan Fitri', 'family': 'Meutia', 'honourific': None, 'lineage': None}}, {'id': 'devi.yulianti@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Yulianti', 'lineage': None, 'given': 'Devi'}}]",Jurnal Kesehatan Masyarakat,187-195,2020-02-17 04:16:02,205,2020-02-17 04:16:02,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/17595,"[{'files': [{'objectid': 30738, 'uri': 'http://repository.lppm.unila.ac.id/id/file/148682', 'fileid': 148682, 'mime_type': 'application/pdf', 'mtime': '2020-01-16 06:36:21', 'hash_type': 'MD5', 'hash': '14479eb769033216359ed2096af440b0', 'filename': 'Intan Fitri (tiko).pdf', 'datasetid': 'document', 'filesize': 252427}], 'main': 'Intan Fitri (tiko).pdf', 'docid': 30738, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30738', 'rev_number': 2, 'formatdesc': 'PDF JURNAL', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 17595, 'mime_type': 'application/pdf', 'language': 'en'}]",Unnes Journal,2,pub,,,,,,,https://journal.unnes.ac.id/nju/index.php/kemas,,,,,,,,,,,,,,
69,completed,23419,,['H1'],2020-07-26 07:26:49,archive,show,8,,Sertifikat HAKI Buku Ajar Manajemen BUMN,['FISIP2'],patent,disk0/00/02/34/19,1970-01-01 00:00:00.000002019,,"[{'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'family': 'Meutia', 'honourific': None, 'lineage': None, 'given': 'Intan Fitri'}}, {'id': 'devi.yulianti@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Yulianti', 'lineage': None, 'given': 'Devi'}}]",,,2020-07-26 07:26:49,63,2020-07-26 07:26:49,,public,http://repository.lppm.unila.ac.id/id/eprint/23419,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 23419, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37042', 'docid': 37042, 'main': 'Sertifikat HAKI Buku Ajar Manajemen BUMN.pdf', 'files': [{'objectid': 37042, 'uri': 'http://repository.lppm.unila.ac.id/id/file/214217', 'datasetid': 'document', 'filesize': 771896, 'fileid': 214217, 'mime_type': 'application/pdf', 'mtime': '2020-07-25 09:13:45', 'hash_type': 'MD5', 'filename': 'Sertifikat HAKI Buku Ajar Manajemen BUMN.pdf', 'hash': 'aaf09ce949cbdf28fcb81bf63c251908'}]}]",,,pub,,,,,,,,,,170235,,,,,,,,,Lembaga Penelitian dan Pengabdian kepada Masyarakat Universitas Lampung,,
70,published,12438,"BUMDES are business entities, with the aim of seeking profit that will be used as much as possible for the benefit of the village and the community. As with other forms of business, BUMDes cannot automatically become a large business, and generate billions in turnover. There are several stages that should be followed to build a strong foundation for BUMDes. This needs to be done to avoid BUMDes mangkrak or roads in place. Article 25 Permendesa No. 4 of 2015 states that BUMDes' management strategy is gradual taking into account the development of innovation. In this case, the optimal capacity of the village apparatus is needed, this has not been found at the location of the activity. The formulation of the problem that can be formulated is: (1). The low capacity of village government officials in managing BUMDes, and (2). The low capacity of village government officials in utilizing BUMDes. The target group in this service was the village apparatus of the Buay Bahuga Subdistrict, Way Kanan District which included the Village Head, Village Secretary and village operators. This activity is carried out by method; (1). Lecture, (2). Simulation or practice, and (3). Case discussion. This activity is carried out through training in the management of BUMDes for the village government with material covering the conceptual and technical aspects of BUMDes, so that it is expected that the village officials who participate in these activities can have better capacity.",['JS'],2019-05-10 03:26:00,archive,show,7,,"Optimalisasi Pengelolaan Badan Usaha Milik Desa (Bumdes) Di Kecamatan Buay Bahuga, Kabupaten Way Kanan",['FISIP2'],conference_item,disk0/00/01/24/38,2019-05-09 00:00:00.000000000,,"[{'name': {'given': 'Nana', 'lineage': None, 'family': 'Mulyana', 'honourific': None}, 'id': 'akhang_nana@gmail.com'}, {'id': None, 'name': {'given': 'Anisa', 'honourific': None, 'family': 'Utami', 'lineage': None}}, {'id': 'simon.sumanjoyo@fisip.unila.ac.id', 'name': {'family': 'Hutagalung', 'honourific': None, 'lineage': None, 'given': 'Simon'}}]",,172-177,2019-05-10 03:26:00,659,2019-05-10 03:26:00,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/12438,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 12438, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/25417', 'rev_number': 1, 'docid': 25417, 'main': '1213-2584-1-SM.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/110654', 'objectid': 25417, 'filesize': 373294, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2019-05-10 03:09:55', 'filename': '1213-2584-1-SM.pdf', 'hash': '12b1ccfcb0e5339996706d739ae512d1', 'fileid': 110654, 'mime_type': 'application/pdf'}]}]",,,pub,SEMINAR NASIONAL PENERAPAN IPTEK Politeknik Negeri Lampung,Bandar Lampung,conference,11 Oktober 2018,,paper,https://jurnal.polinela.ac.id/index.php/SEMTEKS/article/view/1213,,,,,,,,,,,,,,
71,published,43630,"Artikel ini fokus pada kebijakan industri rumahan guna mewujudkan produktivitas ekonomi perempuan pelaku industri rumahan  dan model ideal ketercapaian gender equality perempuan bidang ekonomi.  Dalam hal ini perlu kebijakan baru dalam peningkatan produktivitas ekonomi perempuan sebagai bentuk demokrasi ekonomi dan keadilan gender (gender equality). Metode survei  dan analisis kebijakan digunakan  untuk  pemetaan  dan  elaborasi  potensi,  peluang,  tantangan  hambatan  dan  kelemahan sebagai  landasan  rekomendasi  model  dan  desain  kebijakan.    Tulisan  ini  menunjukkan  kebijakan industri rumahan mampu  mengembangkan potensi diri perempuan sehingga memungkinkan mereka  memanfaatkan kesempatan yang sama dalam pembangunan. Rancangan model kebijakan  rintisan klaster dengan melibatkan peran  triple helix merupakan model ideal untuk mengembangkan industri rumahan dan ketercapaian gender equality. Tipologi klaster yang belum dewasa (rintisan) memerlukan keterlibatan peran triple helix dalam hal ini bukan saja pemerintah daerah, tetapi perguruan tinggi dan bisnis. Peran triple helix difokuskan pada penguatan kebijakan lokal, sarana prasarana, pembangunan kapasitas masyarakat dan pengembangan inovasi produk, dan pemasaran.Kata Kunci:gender,  IR, klaster, triple helixAbstractThis    article focuses on   the   policies of  the   home    industry in  order    to  realize the   economic productivity of  women in  the   home    industry and   the   ideal    model for   the   achievement of  gender equality in  the economy. In  this   case,    new   policies are   needed to  increase women’s economic productivity as  a  form    of economic democracy and   gender equality. The   survey and   policy analysis method is  used    for   mapping and   elaborating the   potentials, opportunities, challenges and   constraints as  a  basis    for   recommending models and   policy designs. This    paper    shows that   home    industry policies are   able    to  develop women’s potential  to  enable them     to  take   advantage of  the   same    opportunities in  development. The   design of  a cluster pilot    policy model which     involves the   role   of  the   triple    helix    is  an  ideal    model for   developing a home    industry and   achieving gender equality. The   typology of  immature clusters (pioneering) requires the   involvement of  the   role    of  the   triple    helix,    not   only    the   local    government, but   also    universities and   business. The   role    of  the   triple    helix    is  focused on   strengthening local    policies, infrastructure, community capacity building and product innovation development, and marketing.Keywords: gender, home industry, cluster, triple helix",['H1'],2022-07-27 01:22:35,archive,show,6,,"Bukti Korespondensi Artikel Jurnal Berjudul ""Mewujudkan Gender Equality Melalui Pengembangan Industri Rumahan Perempuan"", First Author: Novita Tresiana",['FISIP2'],other,disk0/00/04/36/30,1970-01-01 00:00:00.000002019,,"[{'id': 'novita.tresiana@fisip.unila.ac.id', 'name': {'given': 'Novita', 'lineage': None, 'family': 'Novita Tresiana', 'honourific': None}}, {'id': 'noverman.duadji@fisip.unila.ac.id', 'name': {'given': 'Noverman', 'family': 'Noverman Duadji', 'honourific': None, 'lineage': None}}]",,,2022-07-27 01:22:35,544,2022-07-27 01:22:35,,none,http://repository.lppm.unila.ac.id/id/eprint/43630,,Pusat Studi Wanita UIN Sunan Kalijaga Yogyakarta,,pub,,,,,"['Universitas Lampung', 'Universitas Lampung']",,http://ejournal.uin-suka.ac.id/pusat/MUSAWA/article/view/182.119-131/1595,,,,,,,Yogjakarta,,,,,,,
72,published,43637,"Artikel ini fokus pada kebijakan industri rumahan guna mewujudkan produktivitas ekonomi perempuan pelaku industri rumahan  dan model ideal ketercapaian gender equality perempuan bidang ekonomi.  Dalam hal ini perlu kebijakan baru dalam peningkatan produktivitas ekonomi perempuan sebagai bentuk demokrasi ekonomi dan keadilan gender (gender equality). Metode survei  dan analisis kebijakan digunakan  untuk  pemetaan  dan  elaborasi  potensi,  peluang,  tantangan  hambatan  dan  kelemahan sebagai  landasan  rekomendasi  model  dan  desain  kebijakan.    Tulisan  ini  menunjukkan  kebijakan industri rumahan mampu  mengembangkan potensi diri perempuan sehingga memungkinkan mereka  memanfaatkan kesempatan yang sama dalam pembangunan. Rancangan model kebijakan  rintisan klaster dengan melibatkan peran  triple helix merupakan model ideal untuk mengembangkan industri rumahan dan ketercapaian gender equality. Tipologi klaster yang belum dewasa (rintisan) memerlukan keterlibatan peran triple helix dalam hal ini bukan saja pemerintah daerah, tetapi perguruan tinggi dan bisnis. Peran triple helix difokuskan pada penguatan kebijakan lokal, sarana prasarana, pembangunan kapasitas masyarakat dan pengembangan inovasi produk, dan pemasaran",['H1'],2022-07-27 01:22:42,archive,show,7,,"Bukti Korespondensi artikel jurnal berjudul ""Mewujudkan Gender Equality Melalui Pengembangan Industri Rumahan Perempuan"", First Author: Novita Tresiana",['FISIP2'],other,disk0/00/04/36/37,2019-07-01 00:00:00.000000000,,"[{'id': 'novita.tresiana@fisip.unila.ac.id', 'name': {'lineage': None, 'family': 'Novita Tresiana', 'honourific': None, 'given': 'Novita'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Noverman Duadji', 'given': 'Noverman'}, 'id': 'noverman.duadji@fisip.unila.ac.id'}]",,,2022-07-27 01:22:42,544,2022-07-27 01:22:42,,public,http://repository.lppm.unila.ac.id/id/eprint/43637,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/475964', 'objectid': 165577, 'filesize': 2220968, 'datasetid': 'document', 'hash': '812b424bc9cd18071d2319eb25a61827', 'filename': 'Korespondensi Jurnal Musawa_First Author_Novita T.pdf', 'hash_type': 'MD5', 'mtime': '2022-07-26 19:50:20', 'mime_type': 'application/pdf', 'fileid': 475964}], 'main': 'Korespondensi Jurnal Musawa_First Author_Novita T.pdf', 'docid': 165577, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165577', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 43637, 'language': 'en', 'mime_type': 'application/pdf'}]",Pusat Studi Wanita UIN Sunan Kalijaga Yogyakarta,,pub,,,,,"['Universitas Lampung', 'Universitas Lampung']",,http://ejournal.uin-suka.ac.id/pusat/MUSAWA/article/view/182.119-131/1595,,,https://doi.org/10.14421/musawa.2019.182.119-131,,,,Yogjakarta,,,,,,,
73,published,43715,"Jenis karya tulis
Kajian akademis ini merupakan kajian berkaitan aktivitas program dan kegiatan penanggulangan kemiskinan yang dilakukan pada berbagai program sektoral di Kabupaten Lampung Selatan, yang mengandalkan kepada aktivitas perempuan dalam meningkatkan nilai tambah melalui kegiatan hilirisasi hasil sampai pada tingkat pemasaran dari industri rumahan. Fokus kajian naskahpada industri rumahan yang melibatkan partisipasi perempuan diharapkan dapat meningkatkan pendapatan keluarga dan memperluas lapangan pekerjaan dan membentuk wirausaha perempuan",['H1'],2022-08-01 01:42:53,archive,show,8,,Bukti dokumen implementasi Hak Cipta No. Pemohonan EC00202012478,['FISIP2'],other,disk0/00/04/37/15,1970-01-01 00:00:00.000002019,,"[{'id': 'novita.tresiana@fisip.unila.ac.id', 'name': {'given': 'Novita', 'honourific': None, 'family': 'Novita Tresiana', 'lineage': None}}, {'name': {'given': 'Noverman', 'lineage': None, 'family': 'Noverman Duadji', 'honourific': None}, 'id': 'noverman.duadji@fisip.unila.ac.id'}]",,,2022-08-01 01:42:53,544,2022-08-01 01:42:53,,public,http://repository.lppm.unila.ac.id/id/eprint/43715,"[{'eprintid': 43715, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Bukti Implementasi Hak Cipta NA Wirausaha.pdf', 'docid': 165647, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/476513', 'objectid': 165647, 'filesize': 8479285, 'datasetid': 'document', 'mtime': '2022-07-31 10:35:28', 'hash_type': 'MD5', 'filename': 'Bukti Implementasi Hak Cipta NA Wirausaha.pdf', 'hash': '891441832c926ef7c022dc36c6cb2923', 'fileid': 476513, 'mime_type': 'application/pdf'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/165647', 'rev_number': 1}]",PDKI Kemenkumham,,pub,,,,,"['Universitas Lampung', 'Universitas Lampung']",,https://pdki-indonesia.dgip.go.id/detail/EC00202012478?type=copyright&keyword=novita+tresiana+Kajian+Akademis+Rancangan+Peraturan+Bupati+Tentang+Pemberdayaan+Wirausaha+Perempuan+dan+Perkuatan+Industri+Rumahan+Kabupaten+Lampung+Selatan,,,0,,,,Bandar Lampung,,,,,,,
74,published,21575,"Good governance  is  defined  as  a  process  o f good governance  by  involving stakeholders,  variouseconomic activities, social politics,  and the use o f various natural, financial and human resources forthe  interests  o f the people  carried  out  by  adhering  to  the principles  o f justice,  equity,  equality,efficiency,  transparency and accountability. To realize good governance,  it is necessary to apply theprinciples o f good governance in every implementation o f government programs.  This includes thecommunity food  storage program  as  a  development program.  This  study  aims  to  describe  theapplication o f the principles o f good governance by the Pringsewu Regency Food Security Service inthe development o f food security.  Furthermore,  this research uses the principles o f good governanceaccording to  Sedarmayanti,  which  consists o f accountability,  transparency,  participation  and therule o f law.  The type o f research used in this study is descriptive type with a qualitative approach.Data  collection  techniques  are observation,  interviews  and documentation  relating to the focus  o fresearch.  The  results  o f this  study  illustrate  that  the principles  o f good governance  have  beensuccessfully implemented in the food storage program,  but this has not been maximized because thereis  one  domain  that  has  not yet  been  achieved,  namely  the private  sector  because  there  is  noopportunity to establish cooperation with the private sector.Keywords: Good Governance, Food Security, Food Barn Program, Farmer Women GroupAbstrakGood governancediartikan sebagai suatu proses tata kelola pemerintahan yang baik dengan melibatkan stakeholder,terhadap  berbagai  kegiatan  perekonomian,  sosial  politik,  dan pemanfaatan  beragam  sumber  daya  alam,  keuangan  dan  manusia  bagi  kepentingan rakyat  yang  dilaksanakan  dengan  menganut  asas  keadilan,  pemerataan,  persamaan, efisiensi,  transparansi  dan  akuntabilitas. Untuk mewujudkan good governancediperlukan penerapan  prinsip-prinsip good governancepada  setiap  pelaksanaan  program  pemerintah. Termasuk  dalam  hal  ini  yaitu  program  lumbung  pangan  masyarakat  sebagai  program pembangunan. Penelitian  ini  bertujuan  mendeskripsikan  penerapan  prinsip-prinsip goodgovernanceoleh  Dinas  Ketahanan  Pangan  Kabupaten  Pringsewu  dalam  pembangunan ketahanan   pangan.   Selanjutnya   penelitian   ini   menggunakan   prinsip-prinsip goodgovernancemenurut Sedarmayanti yaitu terdiri dari akuntabilitas, transparansi,  partisipasi dan  supremasi  hukum. Tipe  penelitian yang  di  gunakan  dalam  penelitian  ini  yaitu tipe deskriptif  dengan  pendekatan  kualitatif.  Teknik  pengumpulan  data  yaitu  observasi, wawancara dan dokumentasi yang berkaitan dengan fokus penelitian. Hasil penelitian ini menggambarkan bahwa  prinsip-prinsip good governancesudah berhasil  dijalankan  dalam program  lumbung  pangan,  namun  hal  tersebut  belum  maksimal  dikarenakan  terdapat satu domain yang belum tercapai yaitu sektor swasta dikarenakan belum ada kesempatan untuk menjalin kerjasama dengan pihak swasta.Kata   kunci   : Good  Governance,Ketahanan   Pangan,   Program   Lumbung   Pangan, Kelompok Wanita Tani",['H1'],2020-06-03 08:17:50,archive,show,9,,PRINSIP GOOD GOVERNANCE DALAM RANGKA PEMBANGUNANKETAHANAN PANGAN MELALUI PROGRAM LUMBUNGPANGAN MASYARAKAT(STUDI KELOMPOK WANITA TANI GUYUP RUKUN PEKONSUKOHARJO II KECAMATAN SUKOHARJO KABUPATENPRINGSEWU),['FISIP2'],conference_item,disk0/00/02/15/75,2019-10-11 00:00:00.000000000,,"[{'id': 'arifahnur06@gmail.com', 'name': {'family': 'Nur arifah', 'honourific': None, 'lineage': None, 'given': 'Nur'}}, {'id': 'rahayu.sulistiowati@fisip.unila.ac.id', 'name': {'lineage': None, 'family': 'Rahayu Sulistiowati', 'honourific': None, 'given': 'Rahayu'}}, {'name': {'given': 'Nana', 'lineage': None, 'honourific': None, 'family': 'Nana Mulyana'}, 'id': 'nana.mulyana@fisip.unila.ac.id'}]",,89-93,2020-06-03 08:17:50,590,2020-06-03 08:17:50,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/21575,"[{'content': 'published', 'mime_type': 'text/html', 'language': 'id', 'placement': 1, 'security': 'public', 'eprintid': 21575, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34964', 'pos': 1, 'format': 'archive', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/199961', 'objectid': 34964, 'filesize': 6592, 'datasetid': 'document', 'hash': 'fd1a783bc26ac49f49a841a56fd754e1', 'filename': 'View of PRINSIP GOOD GOVERNANCE DALAM RANGKA PEMBANGUNAN KETAHANAN PANGAN MELALUI PROGRAM LUMBUNG PANGAN MASYARAKAT.html', 'hash_type': 'MD5', 'mtime': '2020-06-03 01:21:31', 'mime_type': 'text/html', 'fileid': 199961}], 'docid': 34964, 'main': 'View of PRINSIP GOOD GOVERNANCE DALAM RANGKA PEMBANGUNAN KETAHANAN PANGAN MELALUI PROGRAM LUMBUNG PANGAN MASYARAKAT.html'}]",,,pub,SEMINAR NASIONAL FISIP UNIVERSITAS LAMPUNG(SEFILA) 3 TAHUN 2019,Bandar Lampung,conference,8 Agustus 2019,,paper,http://publikasi.fisip.unila.ac.id/index.php/sefila/article/view/31,,,,,,,,,,,,,,
75,,15957,"Good governance diartikan sebagai suatu proses tata kelola pemerintahan yang baik dengan melibatkan stakeholder, terhadap berbagai kegiatan perekonomian, sosial politik, dan pemanfaatan beragam sumber daya alam, keuangan dan manusia bagi kepentingan rakyat yang dilaksanakan dengan menganut asas keadilan, pemerataan, persamaan, efisiensi, transparansi dan akuntabilitas. Untuk mewujudkan good governance diperlukan penerapan prinsip-prinsip good governance pada setiap pelaksanaan program pemerintah. Termasuk dalam hal ini yaitu program lumbung pangan masyarakat sebagai program pembangunan.

Penelitian ini bertujuan mendeskripsikan penerapan prinsip-prinsip good governance oleh Dinas Ketahanan Pangan Kabupaten Pringsewu dalam pembangunan ketahanan pangan. Selanjutnya penelitian ini menggunakan prinsip-prinsip good governance menurut Sedarmayanti yaitu terdiri dari akuntabilitas, transparansi, partisipasi dan supremasi hukum. Tipe penelitian yang di gunakan dalam penelitian ini yaitu tipe deskriptif dengan pendekatan kualitatif. Teknik pengumpulan data yaitu observasi, wawancara dan dokumentasi yang berkaitan dengan fokus penelitian.

Hasil penelitian ini menggambarkan bahwa prinsip-prinsip good governance sudah berhasil dijalankan dalam program lumbung pangan, namun hal tersebut belum maksimal dikarenakan terdapat satu domain yang belum tercapai yaitu sektor swasta dikarenakan belum ada kesempatan untuk menjalin kerjasama dengan pihak swasta.",['H1'],2019-11-14 09:21:17,archive,show,8,,PRINSIP GOOD GOVERNANCE DALAM RANGKA PEMBANGUNAN KETAHANAN PANGAN MELALUI PROGRAM LUMBUNG PANGAN MASYARAKAT (STUDI KELOMPOK WANITA TANI GUYUP RUKUN PEKON SUKOHARJO II KECAMATAN SUKOHARJO KABUPATEN PRINGSEWU),['FISIP2'],conference_item,disk0/00/01/59/57,2019-08-08 00:00:00.000000000,,"[{'name': {'honourific': None, 'family': 'Nurafifah', 'lineage': None, 'given': 'Nurafifah'}, 'id': None}, {'name': {'family': 'Mulyana', 'honourific': None, 'lineage': None, 'given': 'Nana'}, 'id': 'akhang_nana@gmail.com'}, {'name': {'honourific': None, 'family': 'Sulistiowati', 'lineage': None, 'given': 'Rahayu'}, 'id': 'rahayu.sulistiowati@fisip.unila.ac.id'}]",,1-6,2019-11-14 09:21:17,307,2019-11-14 09:21:17,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/15957,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29051', 'docid': 29051, 'main': '12 PRINSIP GOOD GOVERNANCE DALAM RANGKA PEMBANGUNAN KETAHANAN PANGAN.docx', 'files': [{'fileid': 136889, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'mtime': '2019-11-08 05:12:26', 'hash_type': 'MD5', 'hash': 'f38c30cbc4e7cf3dd3bbc45857d8baca', 'filename': '12 PRINSIP GOOD GOVERNANCE DALAM RANGKA PEMBANGUNAN KETAHANAN PANGAN.docx', 'datasetid': 'document', 'filesize': 31244, 'objectid': 29051, 'uri': 'http://repository.lppm.unila.ac.id/id/file/136889'}], 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'eprintid': 15957, 'placement': 1, 'security': 'public'}]",,,unpub,"Seminar Nasional FISIP UNILA ke-3 ""Agenda Baru Pembangunan Indonesia Berbasis Local Knowledge""","Bukti Randu Hotel and Resort, Bandarlampung",conference,08 Agustus 2019,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",speech,,,,,,,,,,,,,,,
