,ispublished,documents,publisher,full_text_status,uri,refereed,lastmod,userid,datestamp,publication,creators,issn,dir,type,divisions,title,rev_number,metadata_visibility,eprint_status,status_changed,subjects,abstract,eprintid,official_url,id_number,corp_creators,related_url,pagerange,pres_type,event_title,date_type,event_location,event_dates,event_type,number,volume,book_title,contributors,contact_email,succeeds,isbn,editors,pages,place_of_pub
59,submitted,"[{'main': 'The Concept of E voting.pdf', 'docid': 151005, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/392015', 'objectid': 151005, 'filename': 'The Concept of E voting.pdf', 'hash': 'ed366624bfdb6d14734532b0f4bdd029', 'hash_type': 'MD5', 'mtime': '2021-07-05 09:51:19', 'mime_type': 'application/pdf', 'fileid': 392015, 'filesize': 2148244, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/151005', 'eprintid': 33095, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",FISIP Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/33095,,2021-07-07 01:04:20,205,2021-07-07 01:04:20,,"[{'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Meutia', 'lineage': None, 'given': 'Intan Fitri'}}]",,disk0/00/03/30/95,other,['FISIP2'],The Concept of E-Voting Mechanism Based on Law of General Election and Information Security,7,show,archive,2021-07-07 01:04:20,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Nasional terakreditasi Sinta 2,33095,,,,,,,,,,,,,,,,,,,,,
60,pub,"[{'formatdesc': 'similarity check', 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31799', 'format': 'text', 'pos': 1, 'files': [{'objectid': 31799, 'uri': 'http://repository.lppm.unila.ac.id/id/file/156485', 'fileid': 156485, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-03-12 06:18:13', 'filename': 'E_TOURISM_GOVERNANCE_POLICY_FOR_COSTAL_VILLAGE_IN_.pdf', 'hash': '973001a979c9b3879e9d74e850824147', 'datasetid': 'document', 'filesize': 2387854}], 'main': 'E_TOURISM_GOVERNANCE_POLICY_FOR_COSTAL_VILLAGE_IN_.pdf', 'docid': 31799, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 18630}]","FISIP, Universitas Lampung",public,http://repository.lppm.unila.ac.id/id/eprint/18630,,2020-03-12 07:41:30,205,2020-03-12 07:41:30,,"[{'name': {'given': 'Intan Fitri', 'honourific': None, 'family': 'Meutia', 'lineage': None}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",,disk0/00/01/86/30,other,['FISIP2'],E-TOURISM GOVERNANCE POLICY FOR COSTAL VILLAGE IN PESAWARAN REGENCY,8,show,archive,2020-03-12 07:41:30,['H1'],"The development of tourism in form of digitalization if it is developed effectively will provide benefits especially for local communities. The form of e-tourism management and development in Pesawaran Regency is carried out by cooperation between related institutions which in this case is the Department of Tourism and Culture with the Tourism Awareness Group (Pokdarwis) with IT (Information Technology) system support as an informal institution formed by members of the community and financed independently of the community (especially those who have concern in developing tourism in its area), Tourism awareness group has a very important role in tourism development in Pesawaran. Muljadi, 2012 (82-86). The problem of this research is the management of e-tourism of coastal villages of Teluk Pandan sub-district, Pesawaran Regency has not fully involving local people, the problem of tourism in Lampung Province is still running independently, not yet the formation of zones to be used as tourism object and management system through digitalization of coastal village tourism Teluk Pandan Pesawaran Regency must finalize the study pattern of coastal area arrangement which is expected to serve as the center of economic growth towards ecocity, known as Integrated Coastal Zone Management.
The method used in this research is descriptive qualitative, data is picked through FGD and field visit to key informant relevant. The location of this research is in Pesawaran Regency of Lampung Province
The conclusions obtained from the results of this study are: 1) Increasing of infrastructure and supporting IT system the tourism becomes the attention of the Government of Pesawaran Regency. One of them is the formulation of regulation for tourism area, such as zoning of tourism area, tourism service, and standard of land use of tourism, many business actors have not understood the regulation of tourism management, for example beach lily which is used by private and reclamation activity which can disturb marine ecosystem. Development of tourist destinations cannot be done by the Government of Pesawaran, but must involve the stakeholders and not excluded the role of the community. Nevertheless, there are still obstacles encountered
  73
STATE AND DIGITAL SOCIETY
such as the development of access through private land. 2) The Pesawaran regency administration plans to manage the coastal tourist areas and work on the tourism potential of the coastal villages of Teluk Pandan sub-district through the Tourism and Creative Economy Department, Pesawaran Regency in integrated and integrated coastal zone management. 3) The management of coastal village e-tourism of Teluk Pandan sub-district should engage local people ability in IT system through strengthening the role of tourism conscious groups formed independently of community initiatives, with the hope that the management will provide economic benefits to the surrounding community and increase the Regional Income (Pendapatan Asli Daerah - PAD) of Pesawaran Regency.
Suggestions/recommendations that are important in relation to the results of this year's research are:
The Government of Pesawaran Regency should immediately allocate the budget for the completion of the preparation of Tourism Development Guideline of Pesawaran Regency (Master Plan of Regional Tourism Development/Ripda). The Regional Tourism Development Master Plan (Rencana Induk Pengembangan Pariwisata Daerah - Ripda) is a planning document in the development/development of tourism in Pesawaran District that should be announced through social media online.
The Regional Tourism Development Master Plan (Ripda) of Pesawaran Regency contains the concept of development plan of tourism industry tourism, marketing and human resources of tourism institution of Peswaran Regency for the next 15 years. The purpose of the Ripda of Pesawaran Regency is to make e-tourism development of Pesawaran Regency able to be directional, comprehensive and conservation of nature environment.",18630,,,,,,,,,,,,,,,,,,,,,
61,submitted,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/37259', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/215762', 'objectid': 37259, 'filesize': 1961214, 'datasetid': 'document', 'filename': 'File 6.pdf', 'hash': 'ade3f8933bd33f51750109e4b9b6aad2', 'mtime': '2020-08-13 06:22:33', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 215762}], 'docid': 37259, 'main': 'File 6.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 23627}]",FISIP Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/23627,,2020-08-13 07:26:05,205,2020-08-13 07:26:05,,"[{'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'given': 'Intan Fitri', 'lineage': None, 'family': 'Meutia', 'honourific': None}}]",,disk0/00/02/36/27,other,['FISIP2'],E-Tourism Governance Policy For Costal Village in Pesawaran Regency,7,show,archive,2020-08-13 07:26:05,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Prosiding Seminar Internasional,23627,,,,,,,,,,,,,,,,,,,,,
62,submitted,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/151033', 'rev_number': 1, 'docid': 151033, 'main': 'Government Approach.pdf', 'files': [{'objectid': 151033, 'uri': 'http://repository.lppm.unila.ac.id/id/file/392067', 'datasetid': 'document', 'filesize': 2105409, 'fileid': 392067, 'mime_type': 'application/pdf', 'mtime': '2021-07-05 10:11:09', 'hash_type': 'MD5', 'hash': 'ca9737be5111261f80d5c4c8adce3267', 'filename': 'Government Approach.pdf'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 33099, 'security': 'public', 'placement': 1}]",FISIP Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/33099,,2021-07-07 01:04:32,205,2021-07-07 01:04:32,,"[{'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'given': 'Intan Fitri', 'lineage': None, 'honourific': None, 'family': 'Meutia'}}]",,disk0/00/03/30/99,other,['FISIP2'],Governments’ Approach on Marine Tourism Industry Policy,7,show,archive,2021-07-07 01:04:32,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Internasional terindeks DOAJ,33099,,,,,,,,,,,,,,,,,,,,,
63,submitted,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41285', 'rev_number': 1, 'docid': 41285, 'main': 'IJRBS.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-01-08 05:43:31', 'hash': '188da97204628cc5b943e2a0bb0b22e3', 'filename': 'IJRBS.pdf', 'fileid': 244167, 'mime_type': 'application/pdf', 'filesize': 1364348, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/244167', 'objectid': 41285}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 27274, 'security': 'public', 'placement': 1}]",FISIP UNILA,public,http://repository.lppm.unila.ac.id/id/eprint/27274,,2021-01-10 02:28:24,205,2021-01-10 02:28:24,,"[{'name': {'family': 'Meutia', 'honourific': None, 'lineage': None, 'given': 'Intan Fitri'}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",,disk0/00/02/72/74,other,['FISIP2'],Governments’ Approach on Marine Tourism Industry Policy.,7,show,archive,2021-01-10 02:28:24,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Internasional,27274,,,,,,,,,,,,,,,,,,,,,
64,submitted,"[{'docid': 41303, 'main': 'IJRBS.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/244316', 'objectid': 41303, 'mtime': '2021-01-11 02:24:54', 'hash_type': 'MD5', 'hash': '9eff49bb6f22318b03bd3f2a18f462ed', 'filename': 'IJRBS.pdf', 'fileid': 244316, 'mime_type': 'application/pdf', 'filesize': 1940275, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41303', 'rev_number': 2, 'eprintid': 27292, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",FISIP UNILA,public,http://repository.lppm.unila.ac.id/id/eprint/27292,,2021-01-12 02:23:15,205,2021-01-12 02:23:15,,"[{'name': {'given': 'Intan Fitri', 'lineage': None, 'family': 'Meutia', 'honourific': None}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",,disk0/00/02/72/92,other,['FISIP2'],Governments’ Approach on Marine Tourism Industry Policy.,8,show,archive,2021-01-12 02:23:15,['H1'],Similarity Check,27292,,,,,,,,,,,,,,,,,,,,,
65,submitted,"[{'docid': 151031, 'main': 'The Idea YDC.pdf', 'files': [{'datasetid': 'document', 'filesize': 2154039, 'fileid': 392053, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-07-05 10:06:15', 'hash': 'ea20558ba1ac98baa35e4a9d1b66542b', 'filename': 'The Idea YDC.pdf', 'objectid': 151031, 'uri': 'http://repository.lppm.unila.ac.id/id/file/392053'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/151031', 'rev_number': 1, 'eprintid': 33097, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",FISIP Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/33097,,2021-07-07 01:04:26,205,2021-07-07 01:04:26,,"[{'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'given': 'Intan Fitri', 'lineage': None, 'family': 'Meutia', 'honourific': None}}]",,disk0/00/03/30/97,other,['FISIP2'],"THE IDEA OF YOUTH DETENTION CENTER:
EDUCATION PROGRAM AND POLICY",7,show,archive,2021-07-07 01:04:26,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Internasional bereputasi terindeks Scopus Q2,33097,,,,,,,,,,,,,,,,,,,,,
66,submitted,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41286', 'pos': 1, 'format': 'text', 'files': [{'objectid': 41286, 'uri': 'http://repository.lppm.unila.ac.id/id/file/244174', 'fileid': 244174, 'mime_type': 'application/pdf', 'mtime': '2021-01-08 05:47:05', 'hash_type': 'MD5', 'hash': '89f925cf9c081809a58869966fe31d65', 'filename': 'JOFAL.pdf', 'datasetid': 'document', 'filesize': 1363638}], 'docid': 41286, 'main': 'JOFAL.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 27275}]",FISIP UNILA,public,http://repository.lppm.unila.ac.id/id/eprint/27275,,2021-01-10 02:28:37,205,2021-01-10 02:28:37,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Meutia', 'given': 'Intan Fitri'}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",,disk0/00/02/72/75,other,['FISIP2'],Indonesia 'Crisis Response to Covid-19 Pandemic : From Various Level of Government and Network Actions to Policy.,7,show,archive,2021-01-10 02:28:37,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Internasional,27275,,,,,,,,,,,,,,,,,,,,,
67,submitted,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/41298', 'rev_number': 2, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/244284', 'objectid': 41298, 'filesize': 3917930, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-01-10 15:48:06', 'filename': 'JOFAL.pdf', 'hash': '4b2ac113100318d61633028c96d9df01', 'fileid': 244284, 'mime_type': 'application/pdf'}], 'docid': 41298, 'main': 'JOFAL.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 27287}]",FISIP UNILA,public,http://repository.lppm.unila.ac.id/id/eprint/27287,,2021-01-12 02:23:08,205,2021-01-12 02:23:08,,"[{'name': {'given': 'Intan Fitri', 'lineage': None, 'family': 'Meutia', 'honourific': None}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",,disk0/00/02/72/87,other,['FISIP2'],Indonesia 'Crisis Response to Covid-19 Pandemic : From Various Level of Government and Network Actions to Policy.,10,show,archive,2021-01-12 02:23:08,['H1'],Similarity Check,27287,,,,,,,,,,,,,,,,,,,,,
68,submitted,"[{'main': 'Indonesia Crisis Response.pdf', 'docid': 151032, 'files': [{'datasetid': 'document', 'filesize': 2156709, 'fileid': 392060, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-07-05 10:09:10', 'filename': 'Indonesia Crisis Response.pdf', 'hash': '912106cad2a86b5e1959d7a272b9a363', 'objectid': 151032, 'uri': 'http://repository.lppm.unila.ac.id/id/file/392060'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/151032', 'rev_number': 1, 'eprintid': 33098, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",FISIP Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/33098,,2021-07-07 01:04:29,205,2021-07-07 01:04:29,,"[{'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Meutia', 'given': 'Intan Fitri'}}]",,disk0/00/03/30/98,other,['FISIP2'],Indonesia 'Crisis Response to Covid-19 Pandemic : From Various Level of Government and Network Actions to Policy.,7,show,archive,2021-07-07 01:04:29,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Internasional terindeks DOAJ,33098,,,,,,,,,,,,,,,,,,,,,
69,submitted,"[{'eprintid': 23631, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 37263, 'main': 'File 12.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/215794', 'objectid': 37263, 'hash': '47ad38ff62e51fe9e436e9f61ef6a911', 'filename': 'File 12.pdf', 'mtime': '2020-08-13 06:33:01', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 215794, 'filesize': 2010489, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37263'}]",FISIP Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/23631,,2020-08-13 07:26:19,205,2020-08-13 07:26:19,,"[{'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Meutia', 'lineage': None, 'given': 'Intan Fitri'}}]",,disk0/00/02/36/31,other,['FISIP2'],Kesenjangan Digital (Digital Divide) Pelaksanaan Ujian Nasional Berbasis Komputer (Studi di Sekolah Menengah Pertama 25 Kab. Pesawaran),7,show,archive,2020-08-13 07:26:19,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Laporan Penelitian,23631,,,,,,,,,,,,,,,,,,,,,
70,submitted,"[{'eprintid': 23629, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 37261, 'main': 'File 8.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/215780', 'objectid': 37261, 'filesize': 1822934, 'datasetid': 'document', 'hash': '6c33a9f73155db7f5d6633c34adf3831', 'filename': 'File 8.pdf', 'mtime': '2020-08-13 06:28:24', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 215780}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37261'}]",FISIP Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/23629,,2020-08-13 07:25:24,205,2020-08-13 07:25:24,,"[{'name': {'given': 'Intan Fitri', 'honourific': None, 'family': 'Meutia', 'lineage': None}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",,disk0/00/02/36/29,other,['FISIP2'],Model Kebijakan Lembaga Pembinaan Khusus Anak (LPKA) Ramah Anak Berbasis Kemandirian dan Budi Pekerti.,7,show,archive,2020-08-13 07:25:24,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Laporan Penelitian,23629,,,,,,,,,,,,,,,,,,,,,
71,submitted,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 33089, 'uri': 'http://repository.lppm.unila.ac.id/id/document/150983', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 150983, 'uri': 'http://repository.lppm.unila.ac.id/id/file/391957', 'datasetid': 'document', 'filesize': 1917985, 'mime_type': 'application/pdf', 'fileid': 391957, 'filename': 'Model LPKA.pdf', 'hash': '65b923b87162a4a21a00240357e0c755', 'mtime': '2021-07-05 09:36:46', 'hash_type': 'MD5'}], 'docid': 150983, 'main': 'Model LPKA.pdf'}]",FISIP Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/33089,,2021-07-07 01:04:02,205,2021-07-07 01:04:02,,"[{'name': {'given': 'Intan Fitri', 'family': 'Meutia', 'honourific': None, 'lineage': None}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",,disk0/00/03/30/89,other,['FISIP2'],Model Kebijakan Lembaga Pembinaan Khusus Anak (LPKA) Ramah Anak Berbasis Kemandirian dan Budi Pekerti.,7,show,archive,2021-07-07 01:04:02,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Laporan Penelitian,33089,,,,,,,,,,,,,,,,,,,,,
72,submitted,"[{'eprintid': 27283, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 41293, 'main': 'Administrativa-Model Pembinaan.pdf', 'files': [{'datasetid': 'document', 'filesize': 1358510, 'mime_type': 'application/pdf', 'fileid': 244226, 'hash': '0a08f08ca236d287e7c1891478bb25ef', 'filename': 'Administrativa-Model Pembinaan.pdf', 'mtime': '2021-01-08 06:05:08', 'hash_type': 'MD5', 'objectid': 41293, 'uri': 'http://repository.lppm.unila.ac.id/id/file/244226'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41293', 'rev_number': 1}]",FISIP UNILA,public,http://repository.lppm.unila.ac.id/id/eprint/27283,,2021-01-10 02:37:51,205,2021-01-10 02:37:51,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Meutia', 'given': 'Intan Fitri'}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",,disk0/00/02/72/83,other,['FISIP2'],Model Pembinaan Remaja Putus Sekolah Terlantar di Provinsi Lampung (Studi Pada Uptd Pelayanan Sosial Bina Remaja (PSBR) Raden Intan Lampung.,7,show,archive,2021-01-10 02:37:51,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Ilmiah Nasional,27283,,,,,,,,submitted,,,,,,,,,,,,,
73,pub,"[{'files': [{'objectid': 31797, 'uri': 'http://repository.lppm.unila.ac.id/id/file/156468', 'fileid': 156468, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-03-12 06:12:34', 'filename': 'Models_of_Policy_Making___Juvenile_Detention_Cente.pdf', 'hash': 'efad6dead6dea4cf7067b968730b49fe', 'datasetid': 'document', 'filesize': 1090299}], 'docid': 31797, 'main': 'Models_of_Policy_Making___Juvenile_Detention_Cente.pdf', 'formatdesc': 'Similarity check', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31797', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 18628, 'language': 'en', 'mime_type': 'application/pdf'}]","FH, Universitas Lampung",public,http://repository.lppm.unila.ac.id/id/eprint/18628,,2020-03-12 07:40:26,205,2020-03-12 07:40:26,,"[{'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Meutia', 'lineage': None, 'given': 'Intan Fitri'}}]",,disk0/00/01/86/28,other,['FISIP2'],Models of Policy Making : Juvenile Detention Center and Self-Reliance Program,8,show,archive,2020-03-12 07:40:26,['H1'],"The Research examines the formulation process of juvenile detention center in giving education based on equality principal and character building. The Center focus on arranges the youth in economic future and personality. The goal is the kids has economic-literacy, life-skill and acceptable to society. This strategy also goes to Indonesian Sustainable Development Goals for creating the Child-Friendly Center and best generation.
The object is located on juvenile detention center Tegineneng, Lampung Province. The research found 359 children on 14-18 years old between junior and senior high school grade. Education course did by a contract teacher from private and government school accompanied with The Center officer and Education Department. Additionally, the kids also learn about music, painting, singing and discourse. The result shows that the programs are not only create the formal education but also develop their hard skill. .
Keynotes: Policy, Juvenile Detention Center, and Child.",18628,,,,,,,,,,,,,,,,,,,,,
74,submitted,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/37256', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 37256, 'uri': 'http://repository.lppm.unila.ac.id/id/file/215741', 'datasetid': 'document', 'filesize': 1930235, 'fileid': 215741, 'mime_type': 'application/pdf', 'mtime': '2020-08-13 06:00:23', 'hash_type': 'MD5', 'hash': '4a00e02a7797cddf6c2883531f8e23e8', 'filename': 'File 4.pdf'}], 'docid': 37256, 'main': 'File 4.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 23623}]",FISIP Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/23623,,2020-08-13 07:25:51,205,2020-08-13 07:25:51,,"[{'name': {'given': 'Intan Fitri', 'honourific': None, 'family': 'Meutia', 'lineage': None}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",,disk0/00/02/36/23,other,['FISIP2'],Models of Policy Making : Juvenile Detention Center and Self-Reliance Program,7,show,archive,2020-08-13 07:25:51,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Prosiding Seminar Internasional,23623,,,,,,,,,,,,,,,,,,,,,
75,submitted,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37266', 'docid': 37266, 'main': 'File 15.pdf', 'files': [{'objectid': 37266, 'uri': 'http://repository.lppm.unila.ac.id/id/file/215815', 'datasetid': 'document', 'filesize': 1925497, 'fileid': 215815, 'mime_type': 'application/pdf', 'mtime': '2020-08-13 06:37:18', 'hash_type': 'MD5', 'hash': '469214da3f0b315be849ba15441879b7', 'filename': 'File 15.pdf'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 23634, 'security': 'public', 'placement': 1}]",FISIP Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/23634,,2020-08-13 07:26:39,205,2020-08-13 07:26:39,,"[{'name': {'honourific': None, 'family': 'Meutia', 'lineage': None, 'given': 'Intan Fitri'}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",,disk0/00/02/36/34,other,['FISIP2'],Pemetaan Strategis Potensi Provinsi Lampung Dalam Rangka Menghadapi IMTGT 2020,7,show,archive,2020-08-13 07:26:39,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Laporan Penelitian,23634,,,,,,,,,,,,,,,,,,,,,
76,submitted,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 33091, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/150989', 'rev_number': 1, 'main': 'Penanggulangan Pra Bencana.pdf', 'docid': 150989, 'files': [{'mtime': '2021-07-05 09:41:36', 'hash_type': 'MD5', 'filename': 'Penanggulangan Pra Bencana.pdf', 'hash': '1d544cc1a964a29c5cc19bf0be2f2f13', 'fileid': 391975, 'mime_type': 'application/pdf', 'filesize': 2127577, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/391975', 'objectid': 150989}]}]",FISIP Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/33091,,2021-07-07 01:04:07,205,2021-07-07 01:04:07,,"[{'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'lineage': None, 'family': 'Meutia', 'honourific': None, 'given': 'Intan Fitri'}}]",,disk0/00/03/30/91,other,['FISIP2'],Penanggulangan Pra Bencana Alam Tsunami di Kabupaten Lampung Selatan dalam Perspektif Collaborative Governance,7,show,archive,2021-07-07 01:04:07,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Nasional tidak terakreditasi (pendamping mahasiswa),33091,,,,,,,,,,,,,,,,,,,,,
77,submitted,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 27280, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41290', 'rev_number': 1, 'main': 'Administrativa-Bencana.pdf', 'docid': 41290, 'files': [{'datasetid': 'document', 'filesize': 1359116, 'fileid': 244204, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-01-08 05:58:06', 'filename': 'Administrativa-Bencana.pdf', 'hash': 'dfc2e04f1b256e17570223d1468071ed', 'objectid': 41290, 'uri': 'http://repository.lppm.unila.ac.id/id/file/244204'}]}]",FISIP UNILA,public,http://repository.lppm.unila.ac.id/id/eprint/27280,,2021-01-10 02:36:50,205,2021-01-10 02:36:50,,"[{'name': {'given': 'Intan Fitri', 'family': 'Meutia', 'honourific': None, 'lineage': None}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",,disk0/00/02/72/80,other,['FISIP2'],Penanggulangan Pra Bencana Alam Tsunami di Kabupaten Lampung Selatan dalam Perspektif Collaborative Governance.,7,show,archive,2021-01-10 02:36:50,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Ilmiah Nasional,27280,,,,,,,,,,,,,,,,,,,,,
