,eprintid,status_changed,eprint_status,subjects,title,rev_number,metadata_visibility,type,divisions,creators,dir,date,lastmod,userid,datestamp,ispublished,documents,publisher,full_text_status,uri,abstract,official_url,volume,date_type,pagerange,number,refereed,issn,publication,id_number,contributors,related_url,pages,book_title,isbn,place_of_pub
20,51381,2023-05-10 10:29:32,archive,"['QA', 'QA75', 'QC', 'QD', 'QK']","Peningkatan Kualitas Pemahaman Konten dan Teknik Pengajaran Mata Pelajaran Fisika, Kimia, Matematika, Biologi, dan Teknologi Informasi Komputer (TIK)",11,show,article,['FMIPA2'],"[{'id': 'roniyus.1977@fmipa.unila.ac.id', 'name': {'given': 'Roniyus', 'lineage': None, 'honourific': None, 'family': 'Marjunus'}}, {'name': {'given': 'Kamisah Delilawati', 'honourific': None, 'family': 'Pandiangan', 'lineage': None}, 'id': 'kamisahdelilawati@yahoo.com'}, {'name': {'given': 'Amanto', 'family': 'Amanto', 'honourific': None, 'lineage': None}, 'id': 'amanto.1973@fmipa.unila.ac.id'}, {'id': 'mahfut.mipa@fmipa.unila.ac.id', 'name': {'given': 'Mahfut', 'honourific': None, 'family': 'Mahfut', 'lineage': None}}, {'id': 'yundaheningtyas@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Heningtyas', 'given': 'Yunda'}}]",disk0_bak/00/05/13/81,2023-04-30 00:00:00.000000000,2023-05-10 10:29:32,1126,2023-05-10 10:29:32,pub,"[{'main': '204-211+MAHFUT.pdf', 'docid': 248279, 'files': [{'fileid': 608683, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-05-10 08:44:51', 'filename': '204-211+MAHFUT.pdf', 'hash': '748e36e419bfb759eb0e940c06cc82df', 'datasetid': 'document', 'filesize': 694654, 'objectid': 248279, 'uri': 'http://repository.lppm.unila.ac.id/id/file/608683'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/248279', 'eprintid': 51381, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",Universitas Muhammadiyah Prof. DR. HAMKA,public,http://repository.lppm.unila.ac.id/id/eprint/51381,"Pembelajaran Fisika, Kimia, Matematika, Biologi dan Teknologi
Informasi-Komputer (TIK) atau disingkat MIPA-TIK di level Sekolah Menengah Atas
(SMA) merupakan salah satu bagian dari komponen pendidikan tersebut. Pemahaman
yang baik dan benar dari siswa SMA tentang MIPA-TIK diperlukan agar siswa SMA
tidak lagi memandang mata pelajaran tersebut sebagai ilmu pengetahuan yang sukar.
Oleh karena itu tingkat kualitas pemahaman guru-guru mata pelajaran tersebut di
Provinsi Lampung umumnya dan Kabupaten Lampung Selatan khususnya, memegang
peranan yang sangat penting. Metode: Evaluasi dilakukan pada awal kegiatan (pretest) dan akhir kegiatan (post-test) untuk melihat keberhasilan dari kegiatan ini. Hasil:
Hasil post-test dibanding pre-test sebesar 45,8%. Kesimpulan: terjadi peningkatan
kemampuan atau kompetensi guru-guru dalam menyampaikan materi mata pelajaran
tersebut secara baik dan benar.",https://journal.uhamka.ac.id/index.php/solma/index,12.0,published,204-211,1.0,TRUE,2614-1531,Jurnal SOLMA,https://doi.org/10.22236/solma.v12i1.10201,,,,,,
21,51938,2023-05-22 02:01:20,archive,['Q1'],"ANALISIS AKTIVITAS ENZIM PEROKSIDASE TANAMAN VANILI
(Vanilla planifolia Andrews) HASIL PENGIMBASAN ASAM FUSARAT
SECARA IN VIVO",6,show,article,['FMIPA2'],"[{'id': 'endang_nurcahyani@yahoo.com', 'name': {'given': 'Endang', 'lineage': None, 'honourific': None, 'family': 'Nurcahyani'}}, {'id': None, 'name': {'given': 'Ratna', 'lineage': None, 'family': 'Oktaviani', 'honourific': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Handayani', 'given': 'T.T.'}, 'id': 'tundjungtripeni@yahoo.com'}, {'name': {'given': 'Bambang', 'lineage': None, 'family': 'Irawan', 'honourific': None}, 'id': 'bambang.irawan@fmipa.unila.ac.id'}]",disk0_bak/00/05/19/38,2023-04-30 00:00:00.000000000,2023-05-22 02:01:20,696,2023-05-22 02:01:20,pub,"[{'files': [{'hash_type': 'MD5', 'mtime': '2023-05-22 01:45:02', 'filename': 'ENDANG.NURCAHYANI_RATNA.OCTAVIANI_ANALIT_APRIL 2023.pdf', 'hash': '15bd365d132b30d2a7a11e0abf4aedae', 'fileid': 615412, 'mime_type': 'application/pdf', 'filesize': 176580, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/615412', 'objectid': 251249}], 'main': 'ENDANG.NURCAHYANI_RATNA.OCTAVIANI_ANALIT_APRIL 2023.pdf', 'docid': 251249, 'uri': 'http://repository.lppm.unila.ac.id/id/document/251249', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 51938, 'mime_type': 'application/pdf', 'language': 'en'}]",Jurusan Kima FMIPA Unila,public,http://repository.lppm.unila.ac.id/id/eprint/51938,"One of the production constraints in the cultivation of vanilla (Vanilla planifolia Andrews) is stem rot
disease is caused by the fungus Fusarium oxysporum f. sp. vanillae. The solutions used to treat this
disease is by using irritating agents, namely fusaric acid with various concentrations. The use of vanilla
cultivars that are resistant to stem rot with high yields is expected to be an important disease control
alternative. The purpose of this study was to determine the activity of the peroxidase enzyme in vanilla
plants induced by various concentrations of fusaric acid. The study was conducted using a completely
randomized design (CRD) with one factor, namely fusaric acid concentrations of 0 ppm (control), 115
ppm, 125 ppm, and 135 ppm. The data that has been obtained is analyzed using Analysis of Variance
(ANOVA) then a further test is carried out with the Honest Significant Difference (BNJ) with a level
of 5%. The results showed that the higher the concentration of fusaric acid, the higher the activity of
the peroxidase enzyme. At a fusaric acid concentration of 135 ppm, the highest activity of the
peroxidase enzyme was 0.74 U/mg/min.",https://jurnal.fmipa.unila.ac.id/analit/article/view/9238/2197,8.0,published,68-76,1.0,TRUE,2540-8224,Analit: Analytical and Environmental Chemistry,http://dx.doi.org/10.23960%2Faec.v8i01.2023.p68-76,,[{'url': 'https://jurnal.fmipa.unila.ac.id/analit/article/view/9238/2197'}],,,,
22,50997,2023-05-03 06:57:38,archive,['QK'],SELEKSI DAN KARAKTERISASI PLANLET BAWANG MERAH (Allium ascalonicum L.) TERHADAP CEKAMAN GARAM NATRIUM KLORIDA (NaCl) SECARA IN VITRO,8,show,article,['FMIPA2'],"[{'id': None, 'name': {'lineage': None, 'family': 'Prastiwi', 'honourific': None, 'given': 'H. P.'}}, {'name': {'given': 'Endang', 'honourific': None, 'family': 'Nurcahyani', 'lineage': None}, 'id': 'endang_nurcahyani@yahoo.com'}, {'name': {'given': 'T.T.', 'honourific': None, 'family': 'Handayani', 'lineage': None}, 'id': 'tundjungtripeni@yahoo.com'}, {'name': {'family': 'Wahyuningsih', 'honourific': None, 'lineage': None, 'given': 'Sri'}, 'id': 'wahyu6125@yahoo.co.id'}]",disk0_bak/00/05/09/97,2023-04-01 00:00:00.000000000,2023-05-03 06:57:38,957,2023-05-03 06:57:38,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/190710', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 190710, 'uri': 'http://repository.lppm.unila.ac.id/id/file/548613', 'datasetid': 'document', 'filesize': 1541101, 'fileid': 548613, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-05-03 04:00:52', 'filename': 'Spreadsheet Agros 25(2)-1383-1392_Herlina dkk.pdf', 'hash': 'd518a9429b1b78375f24196a0098a26f'}], 'docid': 190710, 'main': 'Spreadsheet Agros 25(2)-1383-1392_Herlina dkk.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 50997}]",Fakultas Pertanian Universitas Janabadra Yogyakarta,public,http://repository.lppm.unila.ac.id/id/eprint/50997,"Onion (Allium ascalonicum L.) is a spice commodity that has many benefits and high economic value. One of the factors causing low onion production is due to less productive land due to salt stress or salinity. This study aims to determine the specific character and effective concentration of NaCl for selection of onion plantlets under salt stress conditions in vitro. The research design was in the form of a completely randomized design (CRD) consisting of 1 factor, namely NaCl concentration: 0%, 0.15%, 0.30%, 0.45%, 0.60% with 5 replications. The homogeneity of the data was analyzed by Levene's test and continued with the oneway Anova test and Tukey's test at 5% significance level. The results showed that the effective concentration of NaCl for selection of onion plantlets under salt stress conditions in vitro was 0.15%. The higher the concentration of NaCl, the smaller the size of the plantlets with the lower the height of the plantlets, the visualization of the leaf color becomes yellowish green to brown, and the decreased content of chlorophyll a, b, and total chlorophyll.",,25.0,published,,2.0,TRUE,2528-1488,Jurnal Pertanian Agros,,,,,,,
23,50844,2023-05-02 01:39:49,archive,"['Q1', 'QK']","SELEKSI DAN KARAKTERISASI PLANLET BAWANG MERAH
(Allium ascalonicum L.) TERHADAP CEKAMAN GARAM NATRIUM KLORIDA (NaCl) SECARA IN VITRO",7,show,article,['FMIPA2'],"[{'id': 'hlinaputrii@gmail.com', 'name': {'family': 'Putri P', 'honourific': None, 'lineage': None, 'given': 'Herlina'}}, {'name': {'given': 'Endang', 'lineage': None, 'honourific': None, 'family': 'Nurcahyani'}, 'id': 'endang_nurcahyani@yahoo.com'}, {'id': 'tundjungtripenihandayani@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Tundjung', 'given': 'Tripeni Handayani'}}, {'name': {'lineage': None, 'family': 'Wahyuningsih', 'honourific': None, 'given': 'Sri'}, 'id': 'wahyu6125@yahoo.co.id'}]",disk0_bak/00/05/08/44,2023-04-30 00:00:00.000000000,2023-05-02 01:39:49,696,2023-05-02 01:39:49,pub,"[{'eprintid': 50844, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Herlina Putri P_ENDANG NURCAHYANI_JURNAL AGROS_APRIL 2023.pdf', 'docid': 190554, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/547507', 'objectid': 190554, 'hash': '599144bb1f3384670f56e8de823502f0', 'filename': 'Herlina Putri P_ENDANG NURCAHYANI_JURNAL AGROS_APRIL 2023.pdf', 'mtime': '2023-04-29 10:04:29', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 547507, 'filesize': 917733, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190554'}]",Fakultas Pertanian Universitas Janabadra Yogyakarta,public,http://repository.lppm.unila.ac.id/id/eprint/50844,"Onion (Allium ascalonicum L.) is a spice commodity that has many benefits and high economic value. One of the factors causing low onion production is due to less productive land due to salt stress or salinity. This study aims to determine the specific character and effective concentration of NaCl for selection of onion plantlets under salt stress conditions in vitro. The research design was in the form of a completely randomized design (CRD) consisting of 1 factor, namely NaCl concentration: 0%, 0.15%, 0.30%, 0.45%, 0.60% with 5 replications. The homogeneity of the data was analyzed by Levene's test and continued with the oneway Anova test and Tukey's test at 5% significance level. The results showed that the effective concentration of NaCl for selection of onion plantlets under salt stress conditions in vitro was 0.15%. The higher the concentration of NaCl, the smaller the size of the plantlets with the lower the height of the plantlets, the visualization of the leaf color becomes yellowish green to brown, and the decreased content of chlorophyll a, b, and total chlorophyll.",http://e-journal.janabadra.ac.id/index.php/JA/article/view/2761,25.0,published,1383-1392,2.0,TRUE,2528-1488,Jurnal Pertanian Agros,,,[{'url': 'http://e-journal.janabadra.ac.id/index.php/JA/article/view/2761'}],,,,
24,50842,2023-05-02 01:39:41,archive,"['Q1', 'QK']","STUDI IN VITRO: KARAKTERISASI PLANLET PISANG CAVENDISH
(Musa acuminata Colla) TAHAN CEKAMAN GARAM (NaCl)",8,show,article,['FMIPA2'],"[{'id': 'khairunnisa2001.rip@gmial.com', 'name': {'lineage': None, 'family': 'Rizqika A.P', 'honourific': None, 'given': 'Khairunnisa'}}, {'name': {'honourific': None, 'family': 'Nurcahyani', 'lineage': None, 'given': 'Endang'}, 'id': 'endang_nurcahyani@yahoo.com'}, {'id': 'wahyu6125@yahoo.co.id', 'name': {'honourific': None, 'family': 'Wahyuningsih', 'lineage': None, 'given': 'Sri'}}, {'id': 'bambang.irawan@fmipa.unila.ac.id', 'name': {'given': 'Bambang', 'honourific': None, 'family': 'Irawan', 'lineage': None}}]",disk0_bak/00/05/08/42,2023-04-30 00:00:00.000000000,2023-05-02 01:39:41,696,2023-05-02 01:39:41,pub,"[{'security': 'public', 'placement': 1, 'eprintid': 50842, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'filesize': 901334, 'datasetid': 'document', 'filename': 'Khairunnisa RAP_ENDANG NURCAHYANI_JURNAL AGROS.pdf', 'hash': '35abf6bc353c2f6675400859bb50d468', 'mtime': '2023-04-29 09:25:37', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 547492, 'uri': 'http://repository.lppm.unila.ac.id/id/file/547492', 'objectid': 190552}], 'main': 'Khairunnisa RAP_ENDANG NURCAHYANI_JURNAL AGROS.pdf', 'docid': 190552, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190552', 'format': 'text', 'pos': 1}]",FP Universitas Janabadra,public,http://repository.lppm.unila.ac.id/id/eprint/50842,"Bananas are one of the horticultural commodities that are consumed by many people. The increase in banana cultivation is inseparable from various obstacles, one of which is salt stress. Salt stress is an environmental condition that is harmful to plants because it can increase osmotic pressure so that the roots are unable to take water from the environment. The development of biotechnology that can be used to improve the character and resistance of a plant is by using in vitro techniques. The purpose of this study was to determine the tolerant concentration of NaCl in cavendish banana plantlets resistant to salt stress and the expression characteristics of cavendish banana plantlets in the form of chlorophyll and carbohydrate analysis. This study used a completely randomized design (CRD) method with the addition of 5 levels of NaCl concentration treatment on MS medium (0%), (0.25%), (0.50%), (0.75%), (1%) with 5 repetitions. Quantitative data for each parameter were statistically analyzed by one way ANOVA, then TUKEY tested at 5% level of significance. The results showed that the tolerant concentration of NaCl for cavendish banana growth was 1% NaCl. The results of specific expression characters with increasing concentration of NaCl in the form of decreased content of chlorophyll a, b and total and increased carbohydrates.",http://e-journal.janabadra.ac.id/index.php/JA/article/view/2745,25.0,published,1318-1326,2.0,TRUE,"e-2528-1488, p-1411-0172",Jurnal Pertanian Agros,,,[{'url': 'http://e-journal.janabadra.ac.id/index.php/JA/article/view/2745'}],,,,
25,50845,2023-05-02 01:39:46,archive,['Q1'],"Penyuluhan Tempat Perindukan Alami Nyamuk Aedes aegypti Vektor DBD di Dusun Pal 6, Kabupaten Lampung Selatan",8,show,article,['FMIPA2'],"[{'name': {'lineage': None, 'honourific': None, 'family': 'Rosa', 'given': 'Emantis'}, 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Yulianty', 'given': 'Yulianty'}, 'id': None}, {'id': 'endang_nurcahyani@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Nurcahyani', 'given': 'Endang'}}, {'name': {'given': 'Endang', 'family': 'Linirin', 'honourific': None, 'lineage': None}, 'id': None}, {'name': {'given': 'Marcelia', 'family': 'Selvi', 'honourific': None, 'lineage': None}, 'id': None}, {'id': None, 'name': {'given': 'Septiani', 'lineage': None, 'family': 'Linda', 'honourific': None}}]",disk0_bak/00/05/08/45,2023-02-28 00:00:00.000000000,2023-05-02 01:39:46,696,2023-05-02 01:39:46,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 50845, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190555', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 190555, 'uri': 'http://repository.lppm.unila.ac.id/id/file/547514', 'fileid': 547514, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-04-29 10:20:20', 'filename': 'Emantis Rosa_ENDANG NURCAHYANI_Jurnal Pengabdian AMMA_Februari2023.pdf', 'hash': 'e8a9fd92394a8eee96c8eecb4a57d760', 'datasetid': 'document', 'filesize': 434784}], 'main': 'Emantis Rosa_ENDANG NURCAHYANI_Jurnal Pengabdian AMMA_Februari2023.pdf', 'docid': 190555}]",CV. Multi Kreasi Media,public,http://repository.lppm.unila.ac.id/id/eprint/50845,"The breeding places that are known to the public are still limited to the breeding places that are inside the house, even though there are still many breeding places outside, such as plants that can accommodate stagnant water which are used by mosquitoes as breeding places, are still not widely known by the public. The purpose of this community service activity is to introduce and increase public knowledge of mosquito breeding places as an effort to control DHF vector insects in order to reduce DHF cases in the community. The results of the activity showed that there was an increase in public knowledge about the natural breeding places for the DHF vector by 34.83% of (46.30% - 81.13%).",https://journal.mediapublikasi.id/index.php/amma/article/view/2176,2.0,published,118-123,1.0,TRUE,2828-6634,AMMA : Jurnal Pengabdian Masyarakat,,,[{'url': 'https://journal.mediapublikasi.id/index.php/amma/article/view/2176'}],,,,
26,49319,2023-03-28 03:14:22,archive,['QK'],"Sosialisasi dan Praktik Pembuatan Kompos Dari Serasah Limbah
Pertanian Dengan Inducer Fungi Trichoderma sp. di Desa Negeri Agung, Kec. Gunung Pelindung, Kab. Lampung Timur",7,show,article,['FMIPA2'],"[{'name': {'given': 'Farisi', 'lineage': None, 'honourific': None, 'family': 'Salman'}, 'id': 'alfarisi.mdr@gmail.com'}, {'name': {'given': 'Irawan', 'lineage': None, 'honourific': None, 'family': 'Bambang'}, 'id': 'bambang.irawan@fmipa.unila.ac.id'}, {'id': 'mamanumar@gmail.com', 'name': {'given': 'Suratman', 'lineage': None, 'honourific': None, 'family': 'Suratman'}}, {'id': 'hendri.busman@fmipa.unila.ac.id', 'name': {'family': 'Hendri', 'honourific': None, 'lineage': None, 'given': 'Busman'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'SUTYARSO', 'given': 'SUTYARSO'}, 'id': 'sutyarso@yahoo.co.id'}]",disk0_bak/00/04/93/19,2023-03-22 00:00:00.000000000,2023-03-28 03:14:22,618,2023-03-28 03:14:22,pub,"[{'files': [{'objectid': 188865, 'uri': 'http://repository.lppm.unila.ac.id/id/file/535544', 'datasetid': 'document', 'filesize': 257051, 'fileid': 535544, 'mime_type': 'application/pdf', 'mtime': '2023-03-28 01:30:02', 'hash_type': 'MD5', 'hash': '086700849df76462c19f4a8819b7cce1', 'filename': 'Sutyarso_Pengabdian_Publikasi.pdf'}], 'docid': 188865, 'main': 'Sutyarso_Pengabdian_Publikasi.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188865', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 49319, 'language': 'en', 'mime_type': 'application/pdf'}]",JURDIAN: Jurnal Pengabdian Bakti Nusantara,public,http://repository.lppm.unila.ac.id/id/eprint/49319,"Compost is a type of organic fertilizer that has been around for a long time. The definition of compost is 
organic materials that have undergone a weathering process due to interactions between microorganisms or
decomposing bacteria that work in the organic matter. Compost induced by fungal inoculums is able to produce
organic fertilizers relatively quickly and contains high plant nutrients. The prospect of the need for organic
fertilizer is quite high in supporting organic farming so it is necessary to disseminate information on science and
technology and training to the public about the manufacture of organic fertilizer by inducing the inoculum of the
fungus Trichoderma sp. Fungal isolate Trichoderma sp. this has the potential to be developed into composting
inoculum in the manufacture of organic fertilizer. The results of this activity showed that there was an increase in the knowledge and understanding of the training participants in making compost from leaf litter. The average
increase in the knowledge of training participants is 30%.",http://jurnal.ibnus.ac.id/index.php/jurdian/index,1.0,published,66-71,2.0,TRUE,,Jurnal Pengabdian Bakti Nusantara,http://jurnal.ibnus.ac.id/index.php/jurdian/index,,,,,,
27,49278,2023-03-27 03:28:04,archive,['QH301'],"Pemberdayaan Masyarakat Petani Kopi Melalui Budidaya Tumpang 
Sari Tanaman Cabai Pada Perkebunan Kopi di Pekon Pagar Dewa
 Kabupaten Lampung Barat",6,show,article,['FMIPA2'],"[{'name': {'given': 'Wawan Abdullah', 'lineage': None, 'family': 'Setiawan', 'honourific': None}, 'id': 'wawan.a.setiawan@gmail.com'}, {'name': {'given': None, 'honourific': None, 'family': None, 'lineage': None}, 'id': 'wegayendi@yahoo.com'}, {'id': 'kusumahandayani@yahoo.co.id', 'name': {'family': None, 'honourific': None, 'lineage': None, 'given': None}}]",disk0_bak/00/04/92/78,2023-03-01 00:00:00.000000000,2023-03-27 03:28:04,293,2023-03-27 03:28:04,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 49278, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'fileid': 535245, 'mime_type': 'application/pdf', 'mtime': '2023-03-27 02:34:36', 'hash_type': 'MD5', 'filename': '2.+Wawan+Abdullah+Setiawan+(51-56).pdf', 'hash': 'd7519cd7a744164ac016430202f8eab4', 'datasetid': 'document', 'filesize': 451576, 'objectid': 188828, 'uri': 'http://repository.lppm.unila.ac.id/id/file/535245'}], 'docid': 188828, 'main': '2.+Wawan+Abdullah+Setiawan+(51-56).pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188828', 'pos': 1, 'format': 'text'}]",Institut Bakti Nusantara,public,http://repository.lppm.unila.ac.id/id/eprint/49278,"The intercropping system is a cropping system that is carried out by planting two or more different types of plants 
simultaneously at relatively the same time. One of the combinations in intercropping is coffee and chili plants 
with coffee plants as the main crop and chili plants as intercrops. This activity was carried out in the Pekon Pagar 
Dewa coffee area, Pagar Dewa District, West Lampung Regency. The purpose of this activity is to provide 
direction to farmer residents that the intercropping system can be relied upon as a side income and increase public 
knowledge about the intercropping system of coffee plants on chili plants. Writing this article uses a qualitative 
approach with a descriptive-explanative model. The method used is assistance in the form of counseling and 
training. The results of this activity showed a positive response from coffee farmers, some of them immediately 
practiced making tumpeng sari plants among the coffee plants in their gardens.",https://jurnal.ibnus.ac.id/index.php/jurdian/article/view/17/13,1.0,,51-56,2.0,TRUE,2963-4237,Jurnal Pengabdian Bakti Nusantara,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Kanedi', 'given': 'M.'}, 'id': 'wegayendi@yahoo.com', 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'name': {'lineage': None, 'family': 'Handayani', 'honourific': None, 'given': 'Kusuma'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'kusumahandayani@yahoo.co.id'}]",[{'url': 'https://jurnal.ibnus.ac.id/index.php/jurdian/article/view/17/13'}],,,,
28,51408,2023-05-11 03:23:46,archive,['Q1'],"The effects of synbiotics and various herbs during
the Photobacterium damselae challenge test on the histopathology of seabass (Lates calcarifer) internal organs",8,show,article,['FMIPA2'],"[{'id': 'gnugrohos@gmail.com', 'name': {'honourific': None, 'family': 'Susanto', 'lineage': None, 'given': 'Gregorius Nugroho'}}, {'id': None, 'name': {'honourific': None, 'family': 'Budi', 'lineage': None, 'given': 'Khrisna L'}}, {'name': {'honourific': None, 'family': 'Antoro', 'lineage': None, 'given': 'Suci'}, 'id': None}, {'name': {'given': 'Rini', 'lineage': None, 'honourific': None, 'family': 'Purnomowati'}, 'id': None}, {'name': {'given': 'Sutopo', 'family': 'Hadi', 'honourific': None, 'lineage': None}, 'id': 'sutopo.hadi@fmipa.unila.ac.id'}]",disk0_bak/00/05/14/08,1970-01-01 00:00:00.000002023,2023-05-11 03:23:46,819,2023-05-11 03:23:46,pub,"[{'main': 'The effects of synbiotics and various herbs during.pdf', 'docid': 248417, 'files': [{'filesize': 940217, 'datasetid': 'document', 'filename': 'The effects of synbiotics and various herbs during.pdf', 'hash': 'b3822adb02bcc9742ed078b06c001892', 'hash_type': 'MD5', 'mtime': '2023-05-11 03:01:44', 'mime_type': 'application/pdf', 'fileid': 609005, 'uri': 'http://repository.lppm.unila.ac.id/id/file/609005', 'objectid': 248417}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/248417', 'eprintid': 51408, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/51408,"Seabass (Lates calcarifer) is a widely distributed species with high economic potential in fish culture. However, death in the cultivation of seabass is often caused by Photobacterium damselae bacteria. Fish can be protected from disease by providing the feed with synbiotics and natural herbal substances. The study examines the internal histological organs of seabass exposed to P. damselae to determine the impact of administering synbiotics and various herbs. The study was carried out at the Lampung Marine
Aquaculture and Fishery Center with a completely randomized design method, consisting of 5 treatments and 4 replications. The treatments included commercial feed (- control), commercial feed + synbiotics (+ control), synbiotics, commercial feed + some herbs (herbs), and commercial feed + herbs + synbiotics (mixed), which was given to seabass fry with a mean length of 7.7±0.8 cm. The challenge test was
conducted by infecting the fish with P. damselae bacteria through intra-peritoneal injection. The results
indicated that the mixed treatment maintained the lowest mortality rate during the challenge test with P.
damselae. Meanwhile, internal organ histopathology observations in each treatment showed no differences.
According to histological findings, all treatments resulted in organ necrosis, congestion, hemorrhaging, melanomacrophage centers (MMCs), inclusion bodies, and fat degradation. Clinical symptoms appear in fish, such as flaking on the caudal and anal fin, body, and abdomen necrosis with red spots, loose scales, and distended head and abdomen.",http://www.bioflux.com.ro/docs/2023.864-877.pdf,16.0,,,2.0,TRUE,,AACL Bioflux,,,,,,,
29,49120,2023-03-24 01:28:57,archive,['QL'],Indonesian medicinal plants that have the potential to affect testicular function: A Review,6,show,article,['FMIPA2'],"[{'name': {'lineage': None, 'family': 'Sutyarso', 'honourific': None, 'given': 'Sutyarso'}, 'id': 'sutyarso@yahoo.co.id'}, {'id': 'wegayendi@yahoo.com', 'name': {'given': 'Mohammad', 'family': 'Kanedi', 'honourific': None, 'lineage': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Amrina', 'given': 'Izzatika'}, 'id': 'amrina.izzatika@fkip.unila.ac.id'}]",disk0_bak/00/04/91/20,2023-03-17 00:00:00.000000000,2023-03-24 01:28:57,618,2023-03-24 01:28:57,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/188559', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'filename': 'Indonesian medicinal plants that have the potential to affect testicular function.pdf', 'hash': 'a801564f882e93e9db15fe877a1b4567', 'hash_type': 'MD5', 'mtime': '2023-03-22 00:10:03', 'mime_type': 'application/pdf', 'fileid': 533906, 'filesize': 866495, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/533906', 'objectid': 188559}], 'main': 'Indonesian medicinal plants that have the potential to affect testicular function.pdf', 'docid': 188559, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 49120}]",GSC Advanced Research and Reviews,public,http://repository.lppm.unila.ac.id/id/eprint/49120,"The testes are two glandular organs in the male reproductive system responsible for producing gametes called sperm
and synthesizing androgen hormone called testosterone. The two functions of the testes are used as parameters for
fertility and sexual performance in males. This paper presents the results of research to find plant-derived ingredients that are potential to treat disorders related to testicular function carried out in Indonesia in the last two decades. The inclusions criteria of the papers compiled are: containing the results of research conducted in Indonesia, by Indonesian researchers; have been published both in national and international journals that can be accessed using Google search engine. The results indicated there are numerous plant species that were revealed to have potentials to be developed as contraceptive or anti-fertility agent, pro-fertility ingredient and sexual activity enhancer herbs in males. Given fertility, infertility, and sexual behavior in males are all determined by the function of testes, it can be concluded that the Indonesian medicinal plants studied are containing active substance that have an effect on the testes.",https:gsconlinepress.com/journals/gscaar,14.0,published,163-172,3.0,TRUE,eISSN:2582-4597,"GSC Advanced Research and Reviews, 2023, 14(03), 163–172",DOI: https://doi.org/10.30574/gscarr.2023.14.3.0082,,[{'url': 'https:gsconlinepress.com/journals/gscaar'}],,,,
