,title,rev_number,metadata_visibility,status_changed,eprint_status,subjects,abstract,eprintid,ispublished,publisher,documents,full_text_status,uri,lastmod,userid,datestamp,creators,dir,type,divisions,refereed,issn,publication,corp_creators,pres_type,event_location,event_title,event_dates,event_type,number,pagerange,date_type,volume,official_url,id_number,succeeds,related_url,contributors,referencetext,keywords,place_of_pub,funders,projects
249,"POTENSI EKSTRAK AIR BUAH BELIMBING WULUH
(Averrhoa bilimbi L.) SEBAGAI BAHAN ANTI BROWNING
UMBI KENTANG (Solanum tuberosum L.)",6,show,2019-05-09 05:11:58,archive,['QK'],"The purpose of this study was to determine whether the extract of wuluh starfruit (Averrhoa
bilimbi L.) had the potential as anti-browning on potato tubers (Solanum tuberosum L.) "".
This research has been carried out at the Botanical Laboratory, Department of Biology,
Faculty of Mathematics and Natural Sciences, Lampung University in November 2018. The
research was carried out in a Completely Randomized Design (CRD). The main factor is the
extract of starfruit fruit with 5 concentrations: 0% v / v (control), 5% v / v, 10% v / v, 15% v
/ v, 20% v / v. Each treatment was repeated 5 times. Variable. The quantitative parameter in
this study is the middle value (μ) of all non-independent variables, while the qualitative
parameter is the level of reducing sugar. Levene test, variance analysis, and BNJ test were
carried out at 5% level.The results showed that the extract of carambola fruit did not reduce
the browning index of potato tubers and did not affect the total carbohydrate content of the
protein and the activity of potato tuber dehydrogenase enzymes. From the results of the
study, it was concluded that the extract of starfruit juice could not be applied to potato
tubers to reduce the browning index.",12176,submitted,Poloiteknik Negeri Lampung,"[{'files': [{'filesize': 1114660, 'datasetid': 'document', 'mtime': '2019-05-09 04:05:34', 'hash_type': 'MD5', 'filename': 'Meliya+.pdf', 'hash': '2188e5fb8e27e207bdbf4786e823e114', 'fileid': 108913, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/108913', 'objectid': 25159}], 'docid': 25159, 'main': 'Meliya+.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/25159', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 12176, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/12176,2019-05-09 05:11:58,957,2019-05-09 05:11:58,"[{'id': None, 'name': {'given': 'M', 'lineage': None, 'family': 'Trinandawati', 'honourific': None}}, {'name': {'family': 'Lande', 'honourific': None, 'lineage': None, 'given': 'Martha L.'}, 'id': 'martha_lande@yahoo.com'}, {'name': {'given': 'Zulkifli', 'honourific': None, 'family': 'Zulkifli', 'lineage': None}, 'id': 'pangeranmetal@gmail.com'}, {'id': 'tundjungtripeni@yahoo.com', 'name': {'given': 'T.T.', 'lineage': None, 'honourific': None, 'family': 'Handayani'}}]",disk0/00/01/21/76,article,['FMIPA2'],TRUE,1410-5020,Jurnal Penelitian Pertanian Terapan,,,,,,,,,,,,,,,,,,,,
250,"Bird Species Diversity in Liwa Botanical Garden, West Lampung",7,show,2021-11-17 09:15:50,archive,['Q1'],,36934,pub,Jurnal Ilmiah Biologi Eksperimen dan Keanekaragaman Hayati,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 36934, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157848', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/424248', 'objectid': 157848, 'filesize': 283402, 'datasetid': 'document', 'hash': 'dd20dbeecc4242d6fb691fc3ecba87dd', 'filename': 'Jurnal Ilmiah Nasional-4.pdf', 'hash_type': 'MD5', 'mtime': '2021-11-17 09:13:16', 'mime_type': 'application/pdf', 'fileid': 424248}], 'main': 'Jurnal Ilmiah Nasional-4.pdf', 'docid': 157848}]",public,http://repository.lppm.unila.ac.id/id/eprint/36934,2021-11-17 09:15:50,920,2021-11-17 09:15:50,"[{'id': 'tugiyono.1964@fmipa.unila.ac.id', 'name': {'given': 'Tugiyono', 'lineage': None, 'honourific': None, 'family': 'Tugiyono'}}]",disk0/00/03/69/34,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
251,Kontrak Penelitian,7,show,2022-09-05 09:59:27,archive,['Q1'],,44753,unpub,LPPM,"[{'main': 'kontrak penelitian Tugiyono.pdf', 'docid': 166633, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/483247', 'objectid': 166633, 'hash': 'eb8b512a0af83a13c76764d0b985adea', 'filename': 'kontrak penelitian Tugiyono.pdf', 'hash_type': 'MD5', 'mtime': '2022-09-05 06:31:20', 'mime_type': 'application/pdf', 'fileid': 483247, 'filesize': 2225690, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166633', 'eprintid': 44753, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/44753,2022-09-05 09:59:27,920,2022-09-05 09:59:27,"[{'id': 'tugiyono.1964@fmipa.unila.ac.id', 'name': {'given': 'Tugiyono', 'lineage': None, 'family': 'Tugiyono', 'honourific': None}}]",disk0/00/04/47/53,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
252,PEER REVIEW Biomonitoring of Effects Following Exposure of Fish to Sugar Refinery Effluent,7,show,2021-11-18 01:22:07,archive,['Q1'],,36951,pub,Modern Applied Science,"[{'security': 'public', 'placement': 1, 'eprintid': 36951, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'filesize': 248032, 'datasetid': 'document', 'mtime': '2021-11-17 12:15:25', 'hash_type': 'MD5', 'filename': 'JURNAL INTERNASIONAL-4.pdf', 'hash': 'b1726ec520c1fb7a707bdeb3187b2e57', 'fileid': 424370, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/424370', 'objectid': 157865}], 'main': 'JURNAL INTERNASIONAL-4.pdf', 'docid': 157865, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157865', 'format': 'text', 'pos': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/36951,2021-11-18 01:22:07,920,2021-11-18 01:22:07,"[{'id': 'tugiyono.1964@fmipa.unila.ac.id', 'name': {'given': 'Tugiyono', 'honourific': None, 'family': 'Tugiyono', 'lineage': None}}]",disk0/00/03/69/51,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
253,PEER REVIEW COMBINATION OF GAMBIER EXTRACT AND BENZOIC ACID AS INHIBITOR OF CALCIUM SULFATE SCALE FORMATION,7,show,2021-11-18 01:22:02,archive,['Q1'],,36947,pub,RASAYAN J.Chem,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 36947, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/157861', 'rev_number': 1, 'docid': 157861, 'main': 'JURNAL INTERNASIONAL-1.pdf', 'files': [{'hash': '429e9fc5490cb8de6a8574599b75ad13', 'filename': 'JURNAL INTERNASIONAL-1.pdf', 'hash_type': 'MD5', 'mtime': '2021-11-17 12:05:51', 'mime_type': 'application/pdf', 'fileid': 424344, 'filesize': 447447, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/424344', 'objectid': 157861}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/36947,2021-11-18 01:22:02,920,2021-11-18 01:22:02,"[{'name': {'given': 'Tugiyono', 'family': 'Tugiyono', 'honourific': None, 'lineage': None}, 'id': 'tugiyono.1964@fmipa.unila.ac.id'}]",disk0/00/03/69/47,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
254,"PEER REVIEW Combination of agriculture fertilizer for intermediate
cultivation of isolate Nannochloropsis sp. of the waters of Lampung Mangrove Center as live feed",7,show,2021-11-18 01:22:11,archive,['Q1'],,36953,pub,Asian J Agri & Biol.,"[{'security': 'public', 'placement': 1, 'eprintid': 36953, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 157867, 'uri': 'http://repository.lppm.unila.ac.id/id/file/424382', 'datasetid': 'document', 'filesize': 252213, 'fileid': 424382, 'mime_type': 'application/pdf', 'mtime': '2021-11-17 12:18:58', 'hash_type': 'MD5', 'filename': 'JURNAL INTERNASIONAL-5.pdf', 'hash': 'ef63baf008d6a42447bd9002ceb186af'}], 'main': 'JURNAL INTERNASIONAL-5.pdf', 'docid': 157867, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157867', 'rev_number': 1, 'format': 'text', 'pos': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/36953,2021-11-18 01:22:11,920,2021-11-18 01:22:11,"[{'name': {'given': 'Tugiyono', 'family': 'Tugiyono', 'honourific': None, 'lineage': None}, 'id': 'tugiyono.1964@fmipa.unila.ac.id'}]",disk0/00/03/69/53,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
255,PEER REVIEW Coral Reef Fish and Plankton Diversity toward Coral Reef Coverage in Panjang Island of Anak Krakatoa Mountain,7,show,2021-11-17 09:24:28,archive,['Q1'],,36939,pub,Jurnal Ilmiah Biologi Eksperimen dan Keanekaragaman Hayati,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157853', 'main': 'Jurnal Ilmiah Nasional-8.pdf', 'docid': 157853, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/424287', 'objectid': 157853, 'filename': 'Jurnal Ilmiah Nasional-8.pdf', 'hash': '97a68544b3d6bf7f2299519dc1360fc8', 'mtime': '2021-11-17 09:20:13', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 424287, 'filesize': 281185, 'datasetid': 'document'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 36939, 'placement': 1, 'security': 'public'}]",public,http://repository.lppm.unila.ac.id/id/eprint/36939,2021-11-17 09:24:28,920,2021-11-17 09:24:28,"[{'id': 'tugiyono.1964@fmipa.unila.ac.id', 'name': {'given': 'Tugiyono', 'lineage': None, 'honourific': None, 'family': 'Tugiyono'}}]",disk0/00/03/69/39,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
256,PEER REVIEW Determination of Aedes Spp. Mosquito Breeding Spots as a High-Risk Area Through Maya Index Analysis in Way Halim Bandar Lampung,7,show,2021-11-17 09:17:58,archive,['Q1'],,36937,pub,Jurnal Ilmiah Biologi Eksperimen dan Keanekaragaman Hayati,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157851', 'docid': 157851, 'main': 'Jurnal Ilmiah Nasional-6.pdf', 'files': [{'objectid': 157851, 'uri': 'http://repository.lppm.unila.ac.id/id/file/424270', 'datasetid': 'document', 'filesize': 284689, 'fileid': 424270, 'mime_type': 'application/pdf', 'mtime': '2021-11-17 09:16:51', 'hash_type': 'MD5', 'hash': '4a2055827bb3b49dfa1390ea679ca915', 'filename': 'Jurnal Ilmiah Nasional-6.pdf'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 36937, 'security': 'public', 'placement': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/36937,2021-11-17 09:17:58,920,2021-11-17 09:17:58,"[{'id': 'tugiyono.1964@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Tugiyono', 'given': 'Tugiyono'}}]",disk0/00/03/69/37,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
257,PEER REVIEW Does Expired-Larvicides Impacted to Plankton Abundance and Diversity?,7,show,2021-11-17 09:24:25,archive,['Q1'],,36938,pub,Jurnal Ilmiah Biologi Eksperimen dan Keanekaragaman Hayati,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 36938, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157852', 'rev_number': 1, 'main': 'Jurnal Ilmiah Nasional-7.pdf', 'docid': 157852, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/424280', 'objectid': 157852, 'filesize': 283196, 'datasetid': 'document', 'filename': 'Jurnal Ilmiah Nasional-7.pdf', 'hash': '25edbd45c8e18756d39f5a5fdbe5890c', 'mtime': '2021-11-17 09:18:36', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 424280}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/36938,2021-11-17 09:24:25,920,2021-11-17 09:24:25,"[{'name': {'honourific': None, 'family': 'Tugiyono', 'lineage': None, 'given': 'Tugiyono'}, 'id': 'tugiyono.1964@fmipa.unila.ac.id'}]",disk0/00/03/69/38,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
258,"PEER REVIEW Growth and Estimation of Potential Carbon Absorption by Transplantation Branching Coral Reefs on Mahitam and Pahawang Islands of Pesawaran Regency, Lampung Province",7,show,2021-11-18 01:22:45,archive,['Q1'],,36973,pub,Journal of Physics: Conference Series,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 36973, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157886', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/424501', 'objectid': 157886, 'filename': 'Prosiding Internasional-3.pdf', 'hash': '838fa4bc8d00533ac14d2c81795c321d', 'mtime': '2021-11-17 13:07:48', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 424501, 'filesize': 266877, 'datasetid': 'document'}], 'main': 'Prosiding Internasional-3.pdf', 'docid': 157886}]",public,http://repository.lppm.unila.ac.id/id/eprint/36973,2021-11-18 01:22:45,920,2021-11-18 01:22:45,"[{'name': {'given': 'Tugiyono', 'lineage': None, 'honourific': None, 'family': 'Tugiyono'}, 'id': 'tugiyono.1964@fmipa.unila.ac.id'}]",disk0/00/03/69/73,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
259,"PEER REVIEW IDF (intensity-duration-frequency) curve and unit
hydrograph as signature of characteristic changing of Way
Kuala Garuntang Watershed",7,show,2021-11-18 01:22:47,archive,['TA'],,36975,pub,IOP Conf. Series: Earth and Environmental Science,"[{'eprintid': 36975, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Prosiding Internasional-4.pdf', 'docid': 157888, 'files': [{'objectid': 157888, 'uri': 'http://repository.lppm.unila.ac.id/id/file/424513', 'datasetid': 'document', 'filesize': 358952, 'fileid': 424513, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-11-17 13:11:34', 'hash': '53039c4c46177146536dd9ced6a0407c', 'filename': 'Prosiding Internasional-4.pdf'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157888'}]",public,http://repository.lppm.unila.ac.id/id/eprint/36975,2021-11-18 01:22:47,920,2021-11-18 01:22:47,"[{'id': 'tugiyono.1964@fmipa.unila.ac.id', 'name': {'family': 'Tugiyono', 'honourific': None, 'lineage': None, 'given': 'Tugiyono'}}]",disk0/00/03/69/75,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
260,PEER REVIEW Influence of gambier extract modification as inhibitor of calcium sulfate scale formation,7,show,2021-11-18 01:22:06,archive,['Q1'],,36950,pub,Desalination and Water Treatment,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 36950, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157864', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 157864, 'uri': 'http://repository.lppm.unila.ac.id/id/file/424363', 'fileid': 424363, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-11-17 12:12:50', 'filename': 'JURNAL INTERNASIONAL-3.pdf', 'hash': '4f015ed305856beb2338d3b2726468b7', 'datasetid': 'document', 'filesize': 248926}], 'docid': 157864, 'main': 'JURNAL INTERNASIONAL-3.pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/36950,2021-11-18 01:22:06,920,2021-11-18 01:22:06,"[{'id': 'tugiyono.1964@fmipa.unila.ac.id', 'name': {'given': 'Tugiyono', 'lineage': None, 'honourific': None, 'family': 'Tugiyono'}}]",disk0/00/03/69/50,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
261,PEER REVIEW Inhibition of calcium carbonate (CaCO3) scale formation by calix [4] resorcinarene compounds,7,show,2021-11-18 01:22:21,archive,['Q1'],,36958,pub,Desalination and Water Treatment,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157871', 'main': 'JURNAL INTERNASIONAL-8.pdf', 'docid': 157871, 'files': [{'filesize': 248753, 'datasetid': 'document', 'mtime': '2021-11-17 12:28:12', 'hash_type': 'MD5', 'filename': 'JURNAL INTERNASIONAL-8.pdf', 'hash': 'b2a2427b6f03d5f2c145fb5b03ea454c', 'fileid': 424409, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/424409', 'objectid': 157871}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 36958, 'security': 'public', 'placement': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/36958,2021-11-18 01:22:21,920,2021-11-18 01:22:21,"[{'name': {'given': 'Tugiyono', 'family': 'Tugiyono', 'honourific': None, 'lineage': None}, 'id': 'tugiyono.1964@fmipa.unila.ac.id'}]",disk0/00/03/69/58,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
262,PEER REVIEW Integrated farming system of cattle and oil palm plantation increasing population and diversity of soil fauna in Ultisols soils,7,show,2021-11-18 01:22:33,archive,['Q1'],,36970,pub,IOP Conference Series: Earth and Environmental Science,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157883', 'main': 'Prosiding Internasional-1.pdf', 'docid': 157883, 'files': [{'filesize': 357850, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-11-17 13:00:32', 'filename': 'Prosiding Internasional-1.pdf', 'hash': '447ae89d2328c83bda6fdc1c9673b6c5', 'fileid': 424482, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/424482', 'objectid': 157883}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 36970, 'security': 'public', 'placement': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/36970,2021-11-18 01:22:33,920,2021-11-18 01:22:33,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Tugiyono', 'given': 'Tugiyono'}, 'id': 'tugiyono.1964@fmipa.unila.ac.id'}]",disk0/00/03/69/70,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
263,PEER REVIEW Isolation and Characterization of Anoxygenic Photosynthetic Bacteria for Reducing Ammonia and Probiotics Candidate,7,show,2021-11-18 01:22:23,archive,['Q1'],,36960,pub,Asian Journal of Scientific Research,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/157873', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 157873, 'uri': 'http://repository.lppm.unila.ac.id/id/file/424420', 'datasetid': 'document', 'filesize': 248626, 'fileid': 424420, 'mime_type': 'application/pdf', 'mtime': '2021-11-17 12:30:17', 'hash_type': 'MD5', 'filename': 'JURNAL INTERNASIONAL-9.pdf', 'hash': 'fe17ed24fcf1aa34fbb5d2372720ac03'}], 'main': 'JURNAL INTERNASIONAL-9.pdf', 'docid': 157873, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 36960}]",public,http://repository.lppm.unila.ac.id/id/eprint/36960,2021-11-18 01:22:23,920,2021-11-18 01:22:23,"[{'id': 'tugiyono.1964@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Tugiyono', 'honourific': None, 'given': 'Tugiyono'}}]",disk0/00/03/69/60,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
264,"PEER REVIEW Isolation and identification of phytoplankton from
aquatic ecosystems of Lampung Mangroves Center
(LMC) as biological feed",7,show,2021-11-18 01:22:13,archive,['Q1'],,36955,pub,Asian J Agri & Biol.,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 36955, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157869', 'pos': 1, 'format': 'text', 'files': [{'hash': '1771bc60655aa86533f978e8f36dccc3', 'filename': 'JURNAL INTERNASIONAL-6.pdf', 'hash_type': 'MD5', 'mtime': '2021-11-17 12:22:23', 'mime_type': 'application/pdf', 'fileid': 424394, 'filesize': 249569, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/424394', 'objectid': 157869}], 'main': 'JURNAL INTERNASIONAL-6.pdf', 'docid': 157869}]",public,http://repository.lppm.unila.ac.id/id/eprint/36955,2021-11-18 01:22:13,920,2021-11-18 01:22:13,"[{'name': {'family': 'Tugiyono', 'honourific': None, 'lineage': None, 'given': 'Tugiyono'}, 'id': 'tugiyono.1964@fmipa.unila.ac.id'}]",disk0/00/03/69/55,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
265,"PEER REVIEW Isolation and properties of ammonia-oxidizing bacteria from mangrove sediment, hanura lampung beach",7,show,2021-11-18 01:22:35,archive,['Q1'],,36972,pub,Journal of Physics: Conference Series,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157885', 'main': 'Prosiding Internasional-2.pdf', 'docid': 157885, 'files': [{'fileid': 424493, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-11-17 13:04:34', 'hash': '2f3c915f3715b241f6262b662767ef36', 'filename': 'Prosiding Internasional-2.pdf', 'datasetid': 'document', 'filesize': 359154, 'objectid': 157885, 'uri': 'http://repository.lppm.unila.ac.id/id/file/424493'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 36972, 'security': 'public', 'placement': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/36972,2021-11-18 01:22:35,920,2021-11-18 01:22:35,"[{'name': {'family': 'Tugiyono', 'honourific': None, 'lineage': None, 'given': 'Tugiyono'}, 'id': 'tugiyono.1964@fmipa.unila.ac.id'}]",disk0/00/03/69/72,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
266,PEER REVIEW KADAR LIPID TIGA JENIS MIKROALGA PADA SALINITAS YANG BERBEDA,8,show,2021-11-18 01:21:48,archive,['Q1'],,36944,pub,Jurnal Ilmiah Biologi Eksperimen dan Keanekaragaman Hayati,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/157858', 'rev_number': 1, 'main': 'Jurnal Ilmiah Nasional-11.pdf', 'docid': 157858, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/424320', 'objectid': 157858, 'hash_type': 'MD5', 'mtime': '2021-11-17 11:54:26', 'hash': '7295f1126549e612f794c3e68d1e6dbd', 'filename': 'Jurnal Ilmiah Nasional-11.pdf', 'fileid': 424320, 'mime_type': 'application/pdf', 'filesize': 285537, 'datasetid': 'document'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 36944, 'placement': 1, 'security': 'public'}]",public,http://repository.lppm.unila.ac.id/id/eprint/36944,2021-11-18 01:21:48,920,2021-11-18 01:21:48,"[{'id': 'tugiyono.1964@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Tugiyono', 'lineage': None, 'given': 'Tugiyono'}}]",disk0/00/03/69/44,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
267,PEER REVIEW Keberadaan Serangga Malam Berdasarkan Efek Warna Lampu Di Kebun Raya Liwa,7,show,2021-11-17 06:50:20,archive,['Q1'],,36929,pub,Bioma,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157843', 'format': 'text', 'pos': 1, 'files': [{'hash': 'c8ce699d02823fe548273e2cd547c3b8', 'filename': 'Jurnal Ilmiah Nasional-1.pdf', 'hash_type': 'MD5', 'mtime': '2021-11-17 03:09:28', 'mime_type': 'application/pdf', 'fileid': 424203, 'filesize': 280501, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/424203', 'objectid': 157843}], 'docid': 157843, 'main': 'Jurnal Ilmiah Nasional-1.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 36929}]",public,http://repository.lppm.unila.ac.id/id/eprint/36929,2021-11-17 06:50:20,920,2021-11-17 06:50:20,"[{'id': 'tugiyono.1964@fmipa.unila.ac.id', 'name': {'given': 'Tugiyono', 'lineage': None, 'honourific': None, 'family': 'Tugiyono'}}]",disk0/00/03/69/29,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
268,"PEER REVIEW Makrozoobentos Diversity in Various Substrates Type
in Way Sindalapai River, Liwa Botanical Garden",7,show,2021-11-17 06:50:24,archive,['Q1'],,36931,pub,Jurnal Ilmiah Biologi Eksperimen dan Keanekaragaman Hayati,"[{'files': [{'hash_type': 'MD5', 'mtime': '2021-11-17 03:16:20', 'filename': 'Jurnal Ilmiah Nasional-3.pdf', 'hash': 'c63c90bd94cf453c98ed3f4ae97ba225', 'fileid': 424217, 'mime_type': 'application/pdf', 'filesize': 393851, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/424217', 'objectid': 157845}], 'docid': 157845, 'main': 'Jurnal Ilmiah Nasional-3.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/157845', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 36931, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/36931,2021-11-17 06:50:24,920,2021-11-17 06:50:24,"[{'id': 'tugiyono.1964@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Tugiyono', 'lineage': None, 'given': 'Tugiyono'}}]",disk0/00/03/69/31,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
269,PEER REVIEW Maya Index Analysis of Dengue Fever Vector in East Metro Sub-District Lampung Province Indonesia,7,show,2021-11-17 09:24:31,archive,['Q1'],,36940,pub,Jurnal Ilmiah Biologi Eksperimen dan Keanekaragaman Hayati,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/424294', 'objectid': 157854, 'filesize': 282827, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-11-17 09:22:34', 'hash': '3e419fd005d1ea23b188b7b79544886b', 'filename': 'Jurnal Ilmiah Nasional-9.pdf', 'fileid': 424294, 'mime_type': 'application/pdf'}], 'docid': 157854, 'main': 'Jurnal Ilmiah Nasional-9.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/157854', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 36940, 'language': 'en', 'mime_type': 'application/pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/36940,2021-11-17 09:24:31,920,2021-11-17 09:24:31,"[{'name': {'given': 'Tugiyono', 'lineage': None, 'family': 'Tugiyono', 'honourific': None}, 'id': 'tugiyono.1964@fmipa.unila.ac.id'}]",disk0/00/03/69/40,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
