,projects,eprintid,date_type,official_url,title,rev_number,volume,metadata_visibility,status_changed,eprint_status,related_url,subjects,abstract,publication,creators,issn,date,dir,id_number,type,divisions,ispublished,number,publisher,full_text_status,uri,refereed,lastmod,userid,datestamp,pagerange,funders,documents,pres_type,event_title,event_location,event_dates,event_type,succeeds,monograph_type,contributors,contact_email,corp_creators,referencetext
69,,18486,published,,"Density and Dominance of Mosquito's Larvae that Inhabit Phytotelmata in Residential and Plantation Areas in Pesawaran District Lampung, Indonesia.",7,,show,2020-03-12 06:43:58,archive,,['AC'],Hasil Penilaian Sejawat Sebidang atau Peereveview Karya Ilmiah: Jurnal Ilmiah Internasional,,"[{'name': {'given': 'Emantis', 'honourific': None, 'family': 'Rosa', 'lineage': None}, 'id': 'emantisrosa@gmail.com'}]",,1970-01-01 00:00:00.000002017,disk0/00/01/84/86,,other,['FMIPA2'],pub,,American Journal of Zoological Research,public,http://repository.lppm.unila.ac.id/id/eprint/18486,,2020-03-12 06:43:58,870,2020-03-12 06:43:58,,,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/31647', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/155427', 'objectid': 31647, 'filesize': 1459359, 'datasetid': 'document', 'filename': ""10. Density and Dominance of Mosquito's Larvae that Inhabit Phytotelmata in Residential and Plantation Areas in Pesawaran District Lampung, Indonesia.pdf"", 'hash': '11c17f2a1c340d4005ac9d2b59aa00f7', 'mtime': '2020-03-09 07:12:10', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 155427}], 'docid': 31647, 'main': ""10. Density and Dominance of Mosquito's Larvae that Inhabit Phytotelmata in Residential and Plantation Areas in Pesawaran District Lampung, Indonesia.pdf"", 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 18486}]",,,,,,,,,,,
70,,18547,published,,"Density and Dominance of Mosquito's Larvae that Inhabit Phytotelmata in Residential and Plantation Areas in Pesawaran District Lampung, Indonesia.",7,,show,2020-03-12 07:14:23,archive,,['AC'],Hasil Penilaian Sejawat Sebidang atau Peereveview Karya Ilmiah: Jurnal Ilmiah Internasional,,"[{'id': 'emantisrosa@gmail.com', 'name': {'given': 'Emantis', 'lineage': None, 'family': 'Rosa', 'honourific': None}}]",,1970-01-01 00:00:00.000002017,disk0/00/01/85/47,,other,['FMIPA2'],pub,,American Journal of Zoological Research,public,http://repository.lppm.unila.ac.id/id/eprint/18547,,2020-03-12 07:14:23,870,2020-03-12 07:14:23,,,"[{'main': 'IS24% Density_and_Dominance_of_Mosquitoes__Larvae_that_I.pdf', 'docid': 31705, 'files': [{'objectid': 31705, 'uri': 'http://repository.lppm.unila.ac.id/id/file/155833', 'datasetid': 'document', 'filesize': 1756599, 'mime_type': 'application/pdf', 'fileid': 155833, 'filename': 'IS24% Density_and_Dominance_of_Mosquitoes__Larvae_that_I.pdf', 'hash': '2adf840f195ce7f880db82e763283c6f', 'mtime': '2020-03-10 07:39:42', 'hash_type': 'MD5'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/31705', 'rev_number': 1, 'eprintid': 18547, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",,,,,,,,,,,
71,,4379,published,http://pubs.sciepub.com/ajzr/5/2/2,"Density and Dominance of Mosquitoes’ Larvae 
that Inhabit Phytotelmata in Residential and  
Plantation Areas in Pesawaran District, 
Lampung Province, Indonesia",6,5,show,2017-11-03 07:27:22,archive,,['Q1'],"Abstract  Phytotelmata is one of the natural breeding places of mosquitoes found in nature. The density of
mosquito larvae inhabiting phytotelmata is closely related to the volume of puddles present in the phytotelmata. The
research was conducted in residential and plantation area at Pesawaran district, Lampung Province, which aims to
find out the type of mosquito larvae, density, and dominance of mosquito larvae that inhabit phytotelmata. The
results of this study indicate that in the area of Culex quinquefasciatus larvae larvae have the highest density of 
62.76%, and the lowest larvae of Aedes albopictus and Toxorynchites sp. respectively 10,7%. In the highest density
plantation area was found in Aedes albopictus larvae of 20.64%. The dominant index of mosquito larvae in the
settlement area was 0.4 and the dominant index of mosquito larvae in the plantation was 0.611. 
Keywords: phytotelmata, density, larvae, dominant index",American Journal of Zoological Research,"[{'id': 'emantisrosa@gmail.com', 'name': {'family': 'Rosa', 'honourific': None, 'lineage': None, 'given': 'Emantis'}}]",2373-6771,1970-01-01 00:00:00.000002017,disk0/00/00/43/79,DOI:10.12691/ajzr-5-2-2,article,['FMIPA2'],pub,2,Science and Education Publishing,public,http://repository.lppm.unila.ac.id/id/eprint/4379,TRUE,2017-11-03 07:27:22,870,2017-11-03 07:27:22,29-32,,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17271', 'pos': 1, 'format': 'text', 'files': [{'filesize': 97640, 'datasetid': 'document', 'mtime': '2017-11-03 06:07:23', 'hash_type': 'MD5', 'filename': 'ajzr-5-2-2.pdf', 'hash': 'bff741c9d69b016b61b621ff566a0db8', 'fileid': 43683, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/43683', 'objectid': 17271}], 'docid': 17271, 'main': 'ajzr-5-2-2.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 4379}]",,,,,,,,,,"['Department of Biology, Faculty of Mathematics and Natural Sciences, University of Lampung']",
72,,18484,published,,"Effectivity Test on Bacillus thuringiensis Isolate in Land Around Lampung University, Bandar Lampung.",7,,show,2020-03-12 06:40:13,archive,,['AC'],Hasil Penilaian Sejawat Sebidang atau Peereveview Karya Ilmiah: Jurnal Ilmiah Internasional,,"[{'id': 'emantisrosa@gmail.com', 'name': {'given': 'Emantis', 'family': 'Rosa', 'honourific': None, 'lineage': None}}]",,1970-01-01 00:00:00.000002017,disk0/00/01/84/84,,other,['FMIPA2'],pub,,International Journal of Microbiology and Biotechnology,public,http://repository.lppm.unila.ac.id/id/eprint/18484,,2020-03-12 06:40:13,870,2020-03-12 06:40:13,,,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 18484, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31645', 'pos': 1, 'format': 'text', 'files': [{'objectid': 31645, 'uri': 'http://repository.lppm.unila.ac.id/id/file/155413', 'datasetid': 'document', 'filesize': 1053429, 'fileid': 155413, 'mime_type': 'application/pdf', 'mtime': '2020-03-09 07:07:49', 'hash_type': 'MD5', 'filename': '8. Effectivity Test on Bacillus thuringiensis Isolate in Land Around Lampung University, Bandar Lampung.pdf', 'hash': 'f8b2a61c7eeedc8fe87f8a4baed30f6b'}], 'docid': 31645, 'main': '8. Effectivity Test on Bacillus thuringiensis Isolate in Land Around Lampung University, Bandar Lampung.pdf'}]",,,,,,,,,,,
73,,18545,published,,"Effectivity Test on Bacillus thuringiensis Isolate in Land Around Lampung University, Bandar Lampung.",7,,show,2020-03-12 07:06:58,archive,,['AC'],Hasil Penilaian Sejawat Sebidang atau Peereveview Karya Ilmiah: Jurnal Ilmiah Internasional,,"[{'id': 'emantisrosa@gmail.com', 'name': {'given': 'Emantis', 'lineage': None, 'honourific': None, 'family': 'Rosa'}}]",,1970-01-01 00:00:00.000002017,disk0/00/01/85/45,,other,['FMIPA2'],pub,,International Journal of Microbiology and Biotechnology,public,http://repository.lppm.unila.ac.id/id/eprint/18545,,2020-03-12 07:06:58,870,2020-03-12 07:06:58,,,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/155817', 'objectid': 31702, 'filesize': 1952152, 'datasetid': 'document', 'filename': 'IS21% Effectivity_Test_on_Bacillus_thuringiensis_Isolate.pdf', 'hash': '260c485bc3a1b1fd848bca9ec88aeaa9', 'mtime': '2020-03-10 07:35:32', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 155817}], 'docid': 31702, 'main': 'IS21% Effectivity_Test_on_Bacillus_thuringiensis_Isolate.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31702', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 18545, 'mime_type': 'application/pdf', 'language': 'en'}]",,,,,,,,,,,
74,,18482,published,,Insecticida Effect of the Flavonoid - rich Fraction of Leaver Extract of Gamal (Gliricia sepium) on the Caffe Mealybugs (Planoccus citri Riso),7,,show,2020-03-12 06:39:36,archive,,['AC'],Hasil Penilaian Sejawat Sebidang atau Peereveview Karya Ilmiah: Jurnal Ilmiah Internasional,,"[{'name': {'lineage': None, 'family': 'Rosa', 'honourific': None, 'given': 'Emantis'}, 'id': 'emantisrosa@gmail.com'}]",,1970-01-01 00:00:00.000002017,disk0/00/01/84/82,,other,['FMIPA2'],pub,,Annual Researc & Revew in Biology,public,http://repository.lppm.unila.ac.id/id/eprint/18482,,2020-03-12 06:39:36,870,2020-03-12 06:39:36,,,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 18482, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31643', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'filesize': 1515976, 'datasetid': 'document', 'filename': '6. Insecticida Effec of the Flavonoid-rich Fraction of Leaver Extract of Gamal (Gliricia sepium) on the Caffe Mealybugs (Planoccus citri Riso).pdf', 'hash': 'a71bcf093cb9c69e5e4d1e4cb003537f', 'hash_type': 'MD5', 'mtime': '2020-03-09 07:02:53', 'mime_type': 'application/pdf', 'fileid': 155399, 'uri': 'http://repository.lppm.unila.ac.id/id/file/155399', 'objectid': 31643}], 'docid': 31643, 'main': '6. Insecticida Effec of the Flavonoid-rich Fraction of Leaver Extract of Gamal (Gliricia sepium) on the Caffe Mealybugs (Planoccus citri Riso).pdf'}]",,,,,,,,,,,
75,,18542,published,,Insecticida Effect of the Flavonoid - rich Fraction of Leaver Extract of Gamal (Gliricia sepium) on the Caffe Mealybugs (Planoccus citri Riso),7,,show,2020-03-12 07:04:45,archive,,['AC'],Hasil Penilaian Sejawat Sebidang atau Peereveview Karya Ilmiah: Jurnal Ilmiah Internasional,,"[{'name': {'given': 'Emantis', 'lineage': None, 'family': 'Rosa', 'honourific': None}, 'id': 'emantisrosa@gmail.com'}]",,1970-01-01 00:00:00.000002017,disk0/00/01/85/42,,other,['FMIPA2'],pub,,"Annual Researc & Revew in Biology, Secience Domain International",public,http://repository.lppm.unila.ac.id/id/eprint/18542,,2020-03-12 07:04:45,870,2020-03-12 07:04:45,,,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 18542, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31699', 'docid': 31699, 'main': 'IS21% Insecticidal_Effects_of_the_Flavonoid_rich_Fractio.pdf', 'files': [{'filesize': 3844653, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-03-10 07:30:58', 'filename': 'IS21% Insecticidal_Effects_of_the_Flavonoid_rich_Fractio.pdf', 'hash': '18e987388b1c917bc4e3c6f064c22ae1', 'fileid': 155799, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/155799', 'objectid': 31699}]}]",,,,,,,,,,,
76,,18485,published,,"Phytotelmata Might Account for the High Prevalence of Dengue Hemorrhagic Fever in Lampung, Indonesia",7,,show,2020-03-12 06:42:59,archive,,['AC'],Hasil Penilaian Sejawat Sebidang atau Peereveview Karya Ilmiah: Jurnal Ilmiah Internasional,,"[{'name': {'given': 'Emantis', 'lineage': None, 'family': 'Rosa', 'honourific': None}, 'id': 'emantisrosa@gmail.com'}]",,1970-01-01 00:00:00.000002017,disk0/00/01/84/85,,other,['FMIPA2'],pub,,Andvances in  Life Sciences,public,http://repository.lppm.unila.ac.id/id/eprint/18485,,2020-03-12 06:42:59,870,2020-03-12 06:42:59,,,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31646', 'main': '9. Phytotelmata Might Account for the High Prevalence of Dengue Hemorrhagic Fever in Lampung, Indonesia.pdf', 'docid': 31646, 'files': [{'objectid': 31646, 'uri': 'http://repository.lppm.unila.ac.id/id/file/155420', 'fileid': 155420, 'mime_type': 'application/pdf', 'mtime': '2020-03-09 07:09:48', 'hash_type': 'MD5', 'filename': '9. Phytotelmata Might Account for the High Prevalence of Dengue Hemorrhagic Fever in Lampung, Indonesia.pdf', 'hash': '8ae991f0b7a9496f05d33fb8dfb93b68', 'datasetid': 'document', 'filesize': 1477341}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 18485, 'placement': 1, 'security': 'public'}]",,,,,,,,,,,
77,,18546,published,,"Phytotelmata Might Account for the High Prevalence of Dengue Hemorrhagic Fever in Lampung, Indonesia",7,,show,2020-03-12 07:13:33,archive,,['AC'],Hasil Penilaian Sejawat Sebidang atau Peereveview Karya Ilmiah: Jurnal Ilmiah Internasional,,"[{'name': {'given': 'Emantis', 'honourific': None, 'family': 'Rosa', 'lineage': None}, 'id': 'emantisrosa@gmail.com'}]",,1970-01-01 00:00:00.000002017,disk0/00/01/85/46,,other,['FMIPA2'],pub,,Andvances in  Life Sciences,public,http://repository.lppm.unila.ac.id/id/eprint/18546,,2020-03-12 07:13:33,870,2020-03-12 07:13:33,,,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31703', 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 2513302, 'mime_type': 'application/pdf', 'fileid': 155824, 'hash': 'f55b7c3c1715c5b5cfe6894479b73330', 'filename': 'IS25% Phytotelmata_Might_Account_for_the_High_Prevalence.pdf', 'mtime': '2020-03-10 07:37:25', 'hash_type': 'MD5', 'objectid': 31703, 'uri': 'http://repository.lppm.unila.ac.id/id/file/155824'}], 'docid': 31703, 'main': 'IS25% Phytotelmata_Might_Account_for_the_High_Prevalence.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 18546}]",,,,,,,,,,,
78,,18483,published,,"Relationship between Climate Change Factor and Diptera Larvae on Phytotelmata in Dengue Fever's Endemic Areas in West Sumatera, Indonesia",7,,show,2020-03-12 06:39:56,archive,,['AC'],Hasil Penilaian Sejawat Sebidang atau Peereveview Karya Ilmiah: Jurnal Ilmiah Internasional,,"[{'id': 'emantisrosa@gmail.com', 'name': {'honourific': None, 'family': 'Rosa', 'lineage': None, 'given': 'Emantis'}}]",,1970-01-01 00:00:00.000002017,disk0/00/01/84/83,,other,['FMIPA2'],pub,,American Journal of Zoological Research,public,http://repository.lppm.unila.ac.id/id/eprint/18483,,2020-03-12 06:39:56,870,2020-03-12 06:39:56,,,"[{'security': 'public', 'placement': 1, 'eprintid': 18483, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'filesize': 1041074, 'fileid': 155406, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-03-09 07:05:38', 'filename': ""7. Relationship between Climate Change Factor and Diptera Larvae on Phytotelmata in Dengue Fever's Endemic Areas in West Sumatera, Indonesia.pdf"", 'hash': '812638647c2385e9c6e4987f6c6f356c', 'objectid': 31644, 'uri': 'http://repository.lppm.unila.ac.id/id/file/155406'}], 'main': ""7. Relationship between Climate Change Factor and Diptera Larvae on Phytotelmata in Dengue Fever's Endemic Areas in West Sumatera, Indonesia.pdf"", 'docid': 31644, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31644', 'rev_number': 1, 'format': 'text', 'pos': 1}]",,,,,,,,,,,
79,,18543,published,,"Relationship between Climate Change Factor and Diptera Larvae on Phytotelmata in Dengue Fever's Endemic Areas in West Sumatera, Indonesia",7,,show,2020-03-12 07:05:29,archive,,['AC'],Hasil Penilaian Sejawat Sebidang atau Peereveview Karya Ilmiah: Jurnal Ilmiah Internasional,,"[{'name': {'given': 'Emantis', 'honourific': None, 'family': 'Rosa', 'lineage': None}, 'id': 'emantisrosa@gmail.com'}]",,1970-01-01 00:00:00.000002017,disk0/00/01/85/43,,other,['FMIPA2'],pub,,American Journal of Zoological Research,public,http://repository.lppm.unila.ac.id/id/eprint/18543,,2020-03-12 07:05:29,870,2020-03-12 07:05:29,,,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31700', 'docid': 31700, 'main': 'IS20% Relationship_between_Climate_Factor_and_Diptera_La.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 155806, 'hash': 'cbfc5072594099dd329fc6ad6dfc0bee', 'filename': 'IS20% Relationship_between_Climate_Factor_and_Diptera_La.pdf', 'hash_type': 'MD5', 'mtime': '2020-03-10 07:33:30', 'datasetid': 'document', 'filesize': 2056707, 'objectid': 31700, 'uri': 'http://repository.lppm.unila.ac.id/id/file/155806'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 18543, 'placement': 1, 'security': 'public'}]",,,,,,,,,,,
80,,4382,published,http://pubs.sciepub.com/ajzr/5/1/1/,"Relationship between Climate Factor and Diptera Larvae on Phytotelmata in Dengue Fever’s Endemic Areas in West Sumatera, Indonesia",6,5,show,2017-11-03 07:28:02,archive,,['Q1'],"One of many factors that can influence insect population is climate, because direct and indirectly climate can influence insect development, included Diptera larvae which is one of insect order. The aim of this research is to know the relationship between climate factors with the numbers of individual Diptera larvae inhabit Phytotelmata. The sample was found in dengue endemic area’s at three locations in West Sumatera. The result of this research shows that there is a relationship between climate factors (humidity, rainfall, and temperature) and the numbers of individual dipteral larvae inhabit in Phytotelmata. Humidity and rainfall factors have positive correlation with the number of individual Diptera larvae inhabit in Phytotelmata with value (r = 0,534; p<0,01) and (r= 0,0418; p<0,01), whereas temperature gives negative correlation with value (r= 0,407; p<0,01).
Keywords: climate, Diptera, Phytotelmata",American Journal of Zoological Research,"[{'name': {'given': 'Emantis', 'family': 'Rosa', 'honourific': None, 'lineage': None}, 'id': 'emantisrosa@gmail.com'}]",,1970-01-01 00:00:00.000002017,disk0/00/00/43/82,10.12691/ajzr-5-1-1,article,['FMIPA2'],pub,1,Science and Education An Open Access and Academic Publisher,public,http://repository.lppm.unila.ac.id/id/eprint/4382,TRUE,2017-11-03 07:28:02,870,2017-11-03 07:28:02,1-4,,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 4382, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17276', 'main': 'ajzr-5-1-1.pdf', 'docid': 17276, 'files': [{'objectid': 17276, 'uri': 'http://repository.lppm.unila.ac.id/id/file/43704', 'mime_type': 'application/pdf', 'fileid': 43704, 'hash': '4da1d60eaa4226df9a1d515e87b9c5c6', 'filename': 'ajzr-5-1-1.pdf', 'mtime': '2017-11-03 06:12:16', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 367179}]}]",,,,,,,,,,"['Department of Biology, Faculty of Mathematics and Natural Sciences, University of Lampung']",
81,,4375,published,http://www.sciencepublishinggroup.com/j/ijmb,"Effectivity Test on Bacillus thuringiensis Isolate in Land
Around Lampung University, Bandar Lampung, Indonesia",6,2,show,2017-11-03 07:27:52,archive,,['Q1'],"Abstract:
Until now, efforts to control mosquitoes as vectors still using chemical insecticides. The use of chemicals in 
continuing can cause resistance towards mosquitoes and cause environmental damage. One of the alternatives that can be
utilized is a biological control, such as Bacillus thuringiensis. This research was conducted for three months in the Laboratory
of Microbiology Department of Biology, Faculty of Mathematics and Natural Sciences, Lampung University. The results
showed that isolates of B. thuringiensis from the ground under trees at Lampung University environment equally effective
towards Aedes aegypti larval mortality. The study design was Completely Randomized Design (CRD) arranged as factorial.
The density of B. thuringiensis isolates 2x107cell / ml Br (A) can cause mortality to larvae of Aedes aegypti high of 22.5%
followed by the density of the density of 2x106 cells / ml by 7.5%. 
Keywords: Bacillus thuringiensis, Aedes Aegypti, Mortality",International Journal of Microbiology and Biotechnology,"[{'id': 'emantisrosa@gmail.com', 'name': {'family': 'Rosa', 'honourific': None, 'lineage': None, 'given': 'Emantis'}}, {'name': {'given': 'Christina Nugroho', 'lineage': None, 'family': 'Ekowati', 'honourific': None}, 'id': None}, {'name': {'given': 'Ambar', 'lineage': None, 'honourific': None, 'family': 'Prameswari'}, 'id': None}]",,1970-01-01 00:00:00.000002017,disk0/00/00/43/75,doi: 10.11648/j.ijmb.20170203.11,article,['FMIPA2'],pub,3,sciencepublishinggroup,public,http://repository.lppm.unila.ac.id/id/eprint/4375,TRUE,2017-11-03 07:27:52,870,2017-11-03 07:27:52,113-115,,"[{'eprintid': 4375, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 17270, 'main': '10.11648.j.ijmb.20170203.11.pdf', 'files': [{'datasetid': 'document', 'filesize': 195380, 'mime_type': 'application/pdf', 'fileid': 43669, 'hash': 'ce56c4eb2ed85a5118e0663cd843654e', 'filename': '10.11648.j.ijmb.20170203.11.pdf', 'mtime': '2017-11-03 06:02:13', 'hash_type': 'MD5', 'objectid': 17270, 'uri': 'http://repository.lppm.unila.ac.id/id/file/43669'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17270'}]",,,,,,,,,,"['Department of Biology, Faculty of Mathematics and Natural Sciences, University of Lampung']",
82,,4371,published,http://article.sapub.org/10.5923.j.als.20170702.01.html,"Phytotelmata Might Account for the High Prevalence ofDengue Hemorrhagic Fever in Lampung, Indonesia",6,7,show,2017-11-03 07:27:38,archive,,['Q1'],"It was revealed that phytotelmata is an importance breeding place for numerous types of insect including the vector mosquitoes of deadly diseases such as dengue and malaria. Yet, such small ponds tend to be neglected by the country
health authorities in setting eradication program of the disease vectors. This study aimed to find out whether phytotelmata contribute in providing breeding place for vector mosquito of dengue hemorrhagic fever (DHF)- the Ades larvae. The survey carried out in four districts namely Pesawaran, Metro, Pringsewu and Bandar Lampung and lasted from March to August 2016. Phytotelmic criteria of the study were every structures present in plants which allow rain water to impound and showed the signs of life exist in it. The phytotelmata containing Aedes mosquito larvae were assessed for its physical parameters and the data resulted were analysed and presented descriptively. There were six types of phytotelmata found namely leaf axils, tree holes, tree stumps, fallen spathe, fruit shells, and fallen leaves. The Aedes larvae found belong to only two species, i.e.
Aedes albopictus (n=373) and Aedes crysolineatus (n=26).
 
Keywords  Phytotelmata, Mosquito breeding place, Dengue fever, Aedes larvae, Vector mosquito",Advances in Life Sciences,"[{'id': 'emantisrosa@gmail.com', 'name': {'family': 'Rosa', 'honourific': None, 'lineage': None, 'given': 'Emantis'}}, {'id': 'wegayendi@yahoo.com', 'name': {'honourific': None, 'family': 'Kanedi', 'lineage': None, 'given': 'Mohammad'}}, {'name': {'given': 'Putri Minggar', 'lineage': None, 'family': 'Oktaviani', 'honourific': None}, 'id': 'putriminggar@gmail.com'}, {'id': None, 'name': {'family': 'Ningsih', 'honourific': None, 'lineage': None, 'given': 'Welmi Nopia'}}]",p-ISSN: 2163-1387 e-ISSN: 2163-1395,1970-01-01 00:00:00.000002017,disk0/00/00/43/71,10.5923/j.als.20170702.01,article,['FMIPA2'],pub,2,Scientific & Academic Publishing,public,http://repository.lppm.unila.ac.id/id/eprint/4371,TRUE,2017-11-03 07:27:38,870,2017-11-03 07:27:38,15-20,,"[{'eprintid': 4371, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': '10.5923.j.als.20170702.01.pdf', 'docid': 17266, 'files': [{'mime_type': 'application/pdf', 'fileid': 43639, 'hash': '61ccaf553ab5eaf2ce6d24140b9dd6ce', 'filename': '10.5923.j.als.20170702.01.pdf', 'hash_type': 'MD5', 'mtime': '2017-11-03 05:50:58', 'datasetid': 'document', 'filesize': 430491, 'objectid': 17266, 'uri': 'http://repository.lppm.unila.ac.id/id/file/43639'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17266', 'rev_number': 1}]",,,,,,,,,,"['Department of Biology, Faculty of Mathematics and Natural Sciences, University of Lampung']",
83,,6366,published,http://jss.lppm.unila.ac.id/index.php/ojs/issue/view/2,"BUILDING A COMMUNITY BASED ECOTOURISM WISATA DESA WAY
KAMBAS IN BRAJA HARJOSARI:  AN INDIRECT TOOL FOR WILDLIFE 
MITIGATION CONFLICT IN WAY KAMBAS NATIONAL PARK",10,1,show,2018-04-26 03:53:42,archive,[{'url': 'http://jss.lppm.unila.ac.id/index.php/ojs/issue/view/2'}],"['Q1', 'QL']","Way Kambas National Park is facing human-wildlife conflict due to most of its borderline with settlement
areas.  Braja Harjosari, one of 37 villages next to the national park, has agricultural damage and
economy lost due to wildlife conflict especially sumatran elephant.  Braja Harjosari has great landscapes
including river, swamp and traditional agriculture; diverse culture and unique social daily life.  Indirect
approach for wildlife conflict mitigation has been done by exploration and empowerment of its natural
potential resources for community based ecotourism program, called Wisata Desa Way Kambas.  With the
close accompaniment, the ecotourism program gives great alternative income for the local people in
Braja Harjosari.  This alternative creative economy may serve human-elephant conflict mitigation, and
may play an important role for gradually changing local people negative  perception on sumatran
elephant.",Sakai Sembayan,"[{'id': 'ely.jazdzyk@yahoo.com', 'name': {'given': 'Elly L.', 'lineage': None, 'honourific': None, 'family': 'Rustiati'}}, {'name': {'honourific': None, 'family': 'Master', 'lineage': None, 'given': 'Jani'}, 'id': 'j.janter@gmail.com'}, {'id': 'uya.jujun@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Nurcahyani', 'given': 'N'}}, {'id': None, 'name': {'given': 'Danang', 'family': 'Wibowo', 'honourific': None, 'lineage': None}}, {'id': 'priyambodo@fmipa.unila.ac.id', 'name': {'family': 'Priyambodo', 'honourific': None, 'lineage': None, 'given': 'Priyambodo'}}, {'id': None, 'name': {'family': 'Ariyanti', 'honourific': None, 'lineage': None, 'given': 'Eka Sulpin'}}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Renata', 'given': 'Elsa Virna'}}]",2550-1089,2017-07-01 00:00:00.000000000,disk0/00/00/63/66,,article,['FMIPA2'],pub,2,LPPM Unila,public,http://repository.lppm.unila.ac.id/id/eprint/6366,TRUE,2018-04-26 03:53:42,1143,2018-04-26 03:53:42,41-45,,"[{'placement': 1, 'security': 'public', 'eprintid': 6366, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/59152', 'objectid': 19287, 'hash': 'beca1060f35e63e6af4e875a41b0e572', 'filename': 'Sakai Sambayan Artikel Lengkap.pdf', 'hash_type': 'MD5', 'mtime': '2018-01-24 04:16:44', 'mime_type': 'application/pdf', 'fileid': 59152, 'filesize': 936924, 'datasetid': 'document'}], 'docid': 19287, 'main': 'Sakai Sambayan Artikel Lengkap.pdf', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19287', 'pos': 1, 'format': 'text'}]",,,,,,,,,,"['Department of Biology, Faculty of Mathematics and Natural Sciences, University of Lampung', 'Magister of Environmental Sciences, University of Lampung']",
