,corp_creators,lastmod,userid,pagerange,datestamp,publisher,documents,ispublished,refereed,uri,full_text_status,type,book_title,divisions,creators,dir,eprint_status,status_changed,abstract,subjects,title,official_url,place_of_pub,metadata_visibility,rev_number,eprintid,date_type,publication,number,volume,related_url,issn,id_number,contributors,isbn
20,,2021-09-22 04:41:13,1017,,2021-09-22 04:41:13,LPPM Unila,"[{'eprintid': 34068, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 154502, 'main': 'Review_EJNFS_73500.pdf', 'files': [{'filename': 'Review_EJNFS_73500.pdf', 'hash': '715d08d27bcead64516d8b31bd79759a', 'hash_type': 'MD5', 'mtime': '2021-09-22 01:56:35', 'mime_type': 'application/pdf', 'fileid': 402222, 'filesize': 250013, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/402222', 'objectid': 154502}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154502'}]",unpub,,http://repository.lppm.unila.ac.id/id/eprint/34068,public,other,,['FP22'],"[{'name': {'family': 'Kustyawati', 'honourific': None, 'lineage': None, 'given': 'Maria Erna'}, 'id': 'maria.erna@fp.unila.ac.id'}]",disk0/00/03/40/68,archive,2021-09-22 04:41:13,,['S1'],Review manuscript jurnal Internasional_EJNFS_73500,,,show,7,34068,,,,,,,,,
21,,2021-09-22 04:41:15,1017,,2021-09-22 04:41:15,LPPM Unila,"[{'main': 'Review_AJFAR_72577.pdf', 'docid': 154503, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/402230', 'objectid': 154503, 'filesize': 368873, 'datasetid': 'document', 'hash': '8ad9d377f7afac580836a585f1d1ffda', 'filename': 'Review_AJFAR_72577.pdf', 'mtime': '2021-09-22 01:59:37', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 402230}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154503', 'eprintid': 34069, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",unpub,,http://repository.lppm.unila.ac.id/id/eprint/34069,public,other,,['FP22'],"[{'id': 'maria.erna@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Kustyawati', 'honourific': None, 'given': 'Maria Erna'}}]",disk0/00/03/40/69,archive,2021-09-22 04:41:15,,['S1'],Review manuscript jurnal internasional Ms_AJFAR_72577,,,show,7,34069,,,,,,,,,
22,,2021-09-22 04:41:18,1017,,2021-09-22 04:41:18,LPPM Unila,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 34071, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154505', 'docid': 154505, 'main': 'Review_CJAST_68536.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/402246', 'objectid': 154505, 'filename': 'Review_CJAST_68536.pdf', 'hash': '8ddfc64f6c3afa5c8d17ac6a4bc2f179', 'hash_type': 'MD5', 'mtime': '2021-09-22 02:04:18', 'mime_type': 'application/pdf', 'fileid': 402246, 'filesize': 282205, 'datasetid': 'document'}]}]",unpub,,http://repository.lppm.unila.ac.id/id/eprint/34071,public,other,,['FP22'],"[{'id': 'maria.erna@fp.unila.ac.id', 'name': {'given': 'Maria Erna', 'lineage': None, 'family': 'Kustyawati', 'honourific': None}}]",disk0/00/03/40/71,archive,2021-09-22 04:41:18,,['S1'],Review manuscript jurnal internasional Ms_CJAST_68536,,,show,7,34071,,,,,,,,,
23,,2021-09-22 04:41:29,1017,,2021-09-22 04:41:29,LPPM Unila,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/154510', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'filesize': 393812, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-09-22 02:31:37', 'filename': 'Review_JABB_54724.pdf', 'hash': '782d8d0215da988cf1e8a25349838125', 'fileid': 402284, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/402284', 'objectid': 154510}], 'docid': 154510, 'main': 'Review_JABB_54724.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 34078}]",unpub,,http://repository.lppm.unila.ac.id/id/eprint/34078,public,other,,['FP22'],"[{'name': {'given': 'Maria Erna', 'honourific': None, 'family': 'Kustyawati', 'lineage': None}, 'id': 'maria.erna@fp.unila.ac.id'}]",disk0/00/03/40/78,archive,2021-09-22 04:41:29,,['S1'],Review manuscript jurnal internasional Ms_JABB_54724,,,show,7,34078,,,,,,,,,
24,,2021-09-22 04:41:22,1017,,2021-09-22 04:41:22,LPPM Unila,"[{'main': 'Review_JAFSAT_8946.pdf', 'docid': 154507, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/402262', 'objectid': 154507, 'hash': 'd0e9a8a603260df833e9fa8808282c28', 'filename': 'Review_JAFSAT_8946.pdf', 'mtime': '2021-09-22 02:10:36', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 402262, 'filesize': 388176, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154507', 'rev_number': 1, 'eprintid': 34074, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",unpub,,http://repository.lppm.unila.ac.id/id/eprint/34074,public,other,,['FP22'],"[{'name': {'given': 'Maria Erna', 'lineage': None, 'honourific': None, 'family': 'Kustyawati'}, 'id': 'maria.erna@fp.unila.ac.id'}]",disk0/00/03/40/74,archive,2021-09-22 04:41:22,,['S1'],Review manuscript jurnal internasional Ms_JAFSAT_8946,,,show,7,34074,,,,,,,,,
25,,2021-09-22 04:41:24,1017,,2021-09-22 04:41:24,LPPM Unila,"[{'security': 'public', 'placement': 1, 'eprintid': 34075, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/402269', 'objectid': 154508, 'filesize': 411054, 'datasetid': 'document', 'mtime': '2021-09-22 02:13:45', 'hash_type': 'MD5', 'hash': '1191dcd1c3831b27fbc7bae912a7c5b2', 'filename': 'Review_MRJI_56107.pdf', 'fileid': 402269, 'mime_type': 'application/pdf'}], 'main': 'Review_MRJI_56107.pdf', 'docid': 154508, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154508', 'format': 'text', 'pos': 1}]",unpub,,http://repository.lppm.unila.ac.id/id/eprint/34075,public,other,,['FP22'],"[{'name': {'lineage': None, 'family': 'Kustyawati', 'honourific': None, 'given': 'Maria Erna'}, 'id': 'maria.erna@fp.unila.ac.id'}]",disk0/00/03/40/75,archive,2021-09-22 04:41:24,,['S1'],Review manuscript jurnal internasional Ms_MRJI_56107,,,show,7,34075,,,,,,,,,
26,,2021-09-22 04:41:27,1017,,2021-09-22 04:41:27,LPPM Unila,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 34077, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154509', 'rev_number': 1, 'docid': 154509, 'main': 'Review_PCBMB_8856.pdf', 'files': [{'datasetid': 'document', 'filesize': 389363, 'fileid': 402277, 'mime_type': 'application/pdf', 'mtime': '2021-09-22 02:28:11', 'hash_type': 'MD5', 'filename': 'Review_PCBMB_8856.pdf', 'hash': '4880dc7067b4bef79285f85a690beda0', 'objectid': 154509, 'uri': 'http://repository.lppm.unila.ac.id/id/file/402277'}]}]",unpub,,http://repository.lppm.unila.ac.id/id/eprint/34077,public,other,,['FP22'],"[{'id': 'maria.erna@fp.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Kustyawati', 'given': 'Maria Erna'}}]",disk0/00/03/40/77,archive,2021-09-22 04:41:27,,['S1'],Review manuscript jurnal internasional Ms_PCBMB_8856,,,show,7,34077,,,,,,,,,
27,,2021-09-22 04:41:20,1017,,2021-09-22 04:41:20,LPPM Unila,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 34073, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154506', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'mtime': '2021-09-22 02:06:48', 'hash_type': 'MD5', 'hash': '781fe13c2a81d92a8022e0d10703e9f4', 'filename': 'Review_JOMAHR_9476.pdf', 'fileid': 402254, 'mime_type': 'application/pdf', 'filesize': 223085, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/402254', 'objectid': 154506}], 'main': 'Review_JOMAHR_9476.pdf', 'docid': 154506}]",unpub,,http://repository.lppm.unila.ac.id/id/eprint/34073,public,other,,['FP22'],"[{'name': {'given': 'Maria Erna', 'lineage': None, 'family': 'Kustyawati', 'honourific': None}, 'id': 'maria.erna@fp.unila.ac.id'}]",disk0/00/03/40/73,archive,2021-09-22 04:41:20,,['S1'],Review manuscript jurnalinternasional Ms_JOMHR_9476,,,show,8,34073,,,,,,,,,
28,,2021-09-22 04:41:31,1017,,2021-09-22 04:41:31,LPPM Unila,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 34079, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154511', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 154511, 'uri': 'http://repository.lppm.unila.ac.id/id/file/402291', 'fileid': 402291, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-09-22 02:34:19', 'hash': '85f717ee0e1595fa5b1cd0975d08122a', 'filename': 'Review_JPRI_74190.pdf', 'datasetid': 'document', 'filesize': 313331}], 'main': 'Review_JPRI_74190.pdf', 'docid': 154511}]",unpub,,http://repository.lppm.unila.ac.id/id/eprint/34079,public,other,,['FP22'],"[{'id': 'maria.erna@fp.unila.ac.id', 'name': {'given': 'Maria Erna', 'lineage': None, 'honourific': None, 'family': 'Kustyawati'}}]",disk0/00/03/40/79,archive,2021-09-22 04:41:31,,['S1'],Review manuscript jurnalinternasional Ms_JPRI_74190,,,show,7,34079,,,,,,,,,
29,,2021-10-07 00:53:36,1017,,2021-10-07 00:53:36,LPPM Unila,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154878', 'rev_number': 1, 'main': 'BUKTI SEBAGAI CO_PROMOTOR.pdf', 'docid': 154878, 'files': [{'mime_type': 'application/pdf', 'fileid': 404728, 'filename': 'BUKTI SEBAGAI CO_PROMOTOR.pdf', 'hash': '0fdc1409fe69836b831878adbc3490a2', 'mtime': '2021-10-06 14:33:15', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 7980668, 'objectid': 154878, 'uri': 'http://repository.lppm.unila.ac.id/id/file/404728'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 34365, 'security': 'public', 'placement': 1}]",unpub,,http://repository.lppm.unila.ac.id/id/eprint/34365,public,other,,['FP22'],"[{'id': 'maria.erna@fp.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Kustyawati', 'given': 'Maria Erna'}}]",disk0/00/03/43/65,archive,2021-10-07 00:53:36,,['S1'],Sebagai Co_Promotor S3,,,show,7,34365,,,,,,,,,
30,,2021-10-07 00:53:38,1017,,2021-10-07 00:53:38,LPPM Unila,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/154879', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 154879, 'uri': 'http://repository.lppm.unila.ac.id/id/file/404735', 'mime_type': 'application/pdf', 'fileid': 404735, 'hash': '0fdc1409fe69836b831878adbc3490a2', 'filename': 'BUKTI_SEBAGAI_PENERIMA_HIBAH_KOMPETITIF_NASIONAL.pdf', 'hash_type': 'MD5', 'mtime': '2021-10-06 14:41:58', 'datasetid': 'document', 'filesize': 7980668}], 'docid': 154879, 'main': 'BUKTI_SEBAGAI_PENERIMA_HIBAH_KOMPETITIF_NASIONAL.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 34366}]",unpub,,http://repository.lppm.unila.ac.id/id/eprint/34366,public,other,,['FP22'],"[{'id': 'maria.erna@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Kustyawati', 'honourific': None, 'given': 'Maria Erna'}}]",disk0/00/03/43/66,archive,2021-10-07 00:53:38,,['S1'],Sebagai Penerima Hibah Kompetitif Nasional,,,show,7,34366,,,,,,,,,
31,,2021-05-30 15:27:32,1017,,2021-05-30 15:27:32,Hindawi,"[{'docid': 141521, 'main': 'Similarity_S.cerevisiae_Hindawi.pdf', 'files': [{'objectid': 141521, 'uri': 'http://repository.lppm.unila.ac.id/id/file/371104', 'datasetid': 'document', 'filesize': 3346321, 'mime_type': 'application/pdf', 'fileid': 371104, 'filename': 'Similarity_S.cerevisiae_Hindawi.pdf', 'hash': 'df8d0271f83e7fae5a7aefa763e984bf', 'hash_type': 'MD5', 'mtime': '2021-05-30 01:27:50'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/141521', 'rev_number': 1, 'eprintid': 31320, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",unpub,,http://repository.lppm.unila.ac.id/id/eprint/31320,public,other,,['FP22'],"[{'id': 'maria.erna@fp.unila.ac.id', 'name': {'given': 'Maria Erna', 'family': 'Kustyawati', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Samsul', 'lineage': None, 'family': 'Rizal', 'honourific': None}, 'id': 'samsul.rizal@fp.unila.ac.id'}, {'id': 'murhadiburcik@gmail.com', 'name': {'honourific': None, 'family': 'Murhadi', 'lineage': None, 'given': 'Murhadi'}}, {'id': 'udinha65@gmail.com', 'name': {'given': 'Udin', 'lineage': None, 'family': 'Hasanudin', 'honourific': None}}]",disk0/00/03/13/20,archive,2021-05-30 15:27:32,,['S1'],"The effect of S.cerevisiae on the growth of yeast and fungi, Beta-glucan formation, and antibacterial activities during soybean fermentation for tempeh",,,show,8,31320,,,,,,,,,
32,,2020-05-28 02:17:40,1017,15-20,2020-05-28 02:17:40,raje.unri.ac.id,"[{'security': 'public', 'placement': 1, 'eprintid': 20770, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'filesize': 250891, 'fileid': 194499, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-05-28 00:42:30', 'filename': 'RAJE.pdf', 'hash': '49cb16dac527a422ab43c287fccc436a', 'objectid': 34116, 'uri': 'http://repository.lppm.unila.ac.id/id/file/194499'}], 'docid': 34116, 'main': 'RAJE.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/34116', 'rev_number': 1, 'format': 'text', 'pos': 1}]",pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/20770,public,article,,['FP22'],"[{'name': {'given': 'Maria Erna', 'lineage': None, 'honourific': None, 'family': 'Kustyawati'}, 'id': 'maria.erna@fp.unila.ac.id'}, {'id': None, 'name': {'given': 'R', 'honourific': None, 'family': 'Sugiharto', 'lineage': None}}, {'name': {'honourific': None, 'family': 'Waluyo', 'lineage': None, 'given': 'Sri'}, 'id': 'sri.waluyo@fp.unila.ac.id'}, {'name': {'given': 'Rr', 'honourific': None, 'family': 'Erlina', 'lineage': None}, 'id': None}]",disk0/00/02/07/70,archive,2020-05-28 02:17:40,"Kegiatan pengabdian masyarakat ini bertujuan untuk meningkatkan mutu dan pemasaran kopi bubuk Kelompok Serba Usaha (KSU) Srikandi diDusun Sidorejo Pekon Ngarip Kecamatan Ulu Belu Kabupaten Tanggamus,Lampung. Srikandi adalah kelompok wanita petani kopi yang mempunyai usaha
kecil membuat kopi bubuk murni sejak tahun 2015. Namun, hingga kini mutu kopi masih rendah begitu juga dengan pemasarannya. Penyuluhan dan demonstrasi tentang pelabelan, sanitasi proses produksi, pentingnya izin
produksi sebagai solusi dari Tim pelaksana. Anggota kelompok Srikandi mengikuti pelaksanaan program dengan baik untuk peningkatan usaha mereka.Saat ini produksinya meningkat 19,1% dalam sebulan dengan adanya label
kemasan, dan perolehan izin produksi P-IRT. Rumah produksi telah dimiliki untuk meningkatkan sanitasi proses produksi sekaligus tempat penjualan kopi
bubuk dankoordinasi anggota semakin intensif. Dalam upaya menciptakan pasar baru KSU Srikandi membuat kopi bubuk herbal dengan aroma kayumanis. Kopi herbal mempunyai khasiat menyehatkan dengan adanya kayumanis disamping
sebagai penyegar. Kedepan KSU Srikandi berharap dapat menjadikan area kebun kopi dan produk kopi bubuknya menjadi wisata kopi karena rumah produksi dapat berfungsi sebagai singgah bagi pengunjung di Ulu Belu.",['S1'],"Pemberdayaan wanita Kelompok Serba Usaha Srikandi
melalui diversifikasi produk kopi bubuk herbal",https://doi.org/10.31258/raje.2.1.13,,show,6,20770,,RIAU JOURNAL OF EMPOWERMENT raje.unri.ac.id,1.0,2.0,,e-ISSN: 2623-1549 p-ISSN: 2654-4520,,,
33,,2021-11-08 01:24:10,1048,181-184,2021-11-08 01:24:10,Atlantis Press,"[{'files': [{'objectid': 156211, 'uri': 'http://repository.lppm.unila.ac.id/id/file/412806', 'datasetid': 'document', 'filesize': 274026, 'fileid': 412806, 'mime_type': 'application/pdf', 'mtime': '2021-11-07 05:35:20', 'hash_type': 'MD5', 'hash': '174c4601605eacf094cdbb5609e6e583', 'filename': '#2-Effect of Meranti Biochar addition.pdf'}], 'docid': 156211, 'main': '#2-Effect of Meranti Biochar addition.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156211', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 35386, 'mime_type': 'application/pdf', 'language': 'en'}]",pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/35386,public,article,,['FP22'],"[{'id': 'melya.riniarti@fp.unila.ac.id', 'name': {'given': 'Melya', 'honourific': None, 'family': 'Riniarti', 'lineage': None}}, {'id': 'hendra.prasetia@fp.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Prasetia', 'given': 'Hendra'}}, {'name': {'given': 'Ainin', 'family': 'Niswati', 'honourific': None, 'lineage': None}, 'id': 'ainin.niswati@fp.unila.ac.id'}, {'id': 'udinha@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Hasanudin', 'lineage': None, 'given': 'Udin'}}, {'id': 'irwanbanuwa@yahoo.com', 'name': {'family': 'Banuwa', 'honourific': None, 'lineage': None, 'given': 'Irwan Sukri'}}, {'name': {'lineage': None, 'family': 'Hidayat', 'honourific': None, 'given': 'Wahyu'}, 'id': 'wahyu.hidayat@fp.unila.ac.id'}, {'id': None, 'name': {'given': 'Jiho', 'lineage': None, 'honourific': None, 'family': 'Yoo'}}, {'id': None, 'name': {'lineage': None, 'family': 'Lee', 'honourific': None, 'given': 'Sihyun'}}]",disk0/00/03/53/86,archive,2021-11-08 01:24:10,"The purpose of this study was to determine the effect of biochar application in growing media on the development of
the roots of Falcataria moluccanna seedlings. Biochar from the waste of meranti wood (Shorea sp.) was produced by
a slow pyrolysis process using a traditional kiln at a temperature of 600°C. The study was arranged in a completely
randomized design with three treatments and 15 replications. The treatments were 100% topsoil (control), 5% biochar,
and 10% biochar addition to the planting media. F. moluccana was grown from seeds germinated in sand media. After
one month, F. moluccana was transferred to polybags filled with planting media according to the treatment. The
observations were conducted for four months. The parameters observed were root length, root volume, and root
biomass. The results showed that the addition of biochar indicated a very significant difference in root length, root
volume, and root biomass compared to the control. However, the two dosages showed no significantly different effect
on root growth. This study concluded that the addition of 5% biochar meranti in the planting media could increase the
root growth of F. moluccana.",['S1'],"Effects of Meranti Biochar Addition on the Root
Growth of Falcataria Moluccana Seedlings",https://www.atlantis-press.com/proceedings/icsb-19/125957461,,show,7,35386,,"Advances in Engineering Research, volume 202",,202.0,,2352-5401,https://dx.doi.org/10.2991/aer.k.210603.031,,
34,,2022-09-12 01:13:56,306,,2022-09-12 01:13:56,Kemenkumham RI,"[{'main': 'jpg2pdf (6) (1).pdf', 'docid': 166773, 'files': [{'filename': 'jpg2pdf (6) (1).pdf', 'hash': '788ac5bf50b5dba7c047af31de046dd9', 'hash_type': 'MD5', 'mtime': '2022-09-09 04:13:15', 'mime_type': 'application/pdf', 'fileid': 484208, 'filesize': 386518, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/484208', 'objectid': 166773}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166773', 'rev_number': 1, 'eprintid': 44866, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",pub,,http://repository.lppm.unila.ac.id/id/eprint/44866,public,other,,['FP22'],"[{'id': 'dewikincai@yahoo.com', 'name': {'honourific': None, 'family': 'Sartika', 'lineage': None, 'given': 'Dewi'}}]",disk0/00/04/48/66,archive,2022-09-12 01:13:56,,['S1'],Peer review HAKI Proses Pembuatan Pengawet Pangan Dari Kulit Pisang Muli (Musa acuminata),,,show,8,44866,,,,,,,,,
35,,2022-09-12 01:13:27,306,,2022-09-12 01:13:27,Jurnal Kelitbangan,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 44858, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166765', 'docid': 166765, 'main': 'jpg2pdf (1) (1).pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/484152', 'objectid': 166765, 'mtime': '2022-09-09 04:02:22', 'hash_type': 'MD5', 'filename': 'jpg2pdf (1) (1).pdf', 'hash': '4952aebaf6475edcaba90665dcc4ece6', 'fileid': 484152, 'mime_type': 'application/pdf', 'filesize': 421184, 'datasetid': 'document'}]}]",pub,,http://repository.lppm.unila.ac.id/id/eprint/44858,public,other,,['FP22'],"[{'id': 'dewikincai@yahoo.com', 'name': {'honourific': None, 'family': 'Sartika', 'lineage': None, 'given': 'Dewi'}}]",disk0/00/04/48/58,archive,2022-09-12 01:13:27,,['S1'],"Peer review KAJIAN LAMA SIMPAN KERIPIK PISANG KEPOK PUTIH (Musa acuminate sp.) BERDASARKAN TINGKAT AROMA, RASA DAN KERENYAHAN ORGANOLEPTIK DALAM BERBAGAI JENIS KEMASAN DENGAN MODEL PENDEKATAN ARRHENIUS",,,show,7,44858,,,,,,,,,
36,,2022-09-12 01:13:18,306,,2022-09-12 01:13:18,ICGAB 2018,"[{'security': 'public', 'placement': 1, 'eprintid': 44856, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'datasetid': 'document', 'filesize': 452928, 'fileid': 484138, 'mime_type': 'application/pdf', 'mtime': '2022-09-09 03:59:26', 'hash_type': 'MD5', 'filename': 'jpg2pdf (45).pdf', 'hash': 'bc71c916b3cf37b823214ebac2bfee06', 'objectid': 166763, 'uri': 'http://repository.lppm.unila.ac.id/id/file/484138'}], 'main': 'jpg2pdf (45).pdf', 'docid': 166763, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166763', 'format': 'text', 'pos': 1}]",pub,,http://repository.lppm.unila.ac.id/id/eprint/44856,public,other,,['FP22'],"[{'id': 'dewikincai@yahoo.com', 'name': {'family': 'Sartika', 'honourific': None, 'lineage': None, 'given': 'Dewi'}}]",disk0/00/04/48/56,archive,2022-09-12 01:13:18,,['S1'],"Peer review Optimization of the use of suweg (Amorphophallus campanalatus B) flour as stabilizer on organoleptic properties, overrun and melting time of goat milk ice cream",,,show,7,44856,,,,,,,,,
37,,2022-09-12 01:13:34,306,,2022-09-12 01:13:34,Jurnal Kelitbangan,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166767', 'main': 'jpg2pdf (2) (1).pdf', 'docid': 166767, 'files': [{'datasetid': 'document', 'filesize': 422766, 'fileid': 484163, 'mime_type': 'application/pdf', 'mtime': '2022-09-09 04:04:06', 'hash_type': 'MD5', 'filename': 'jpg2pdf (2) (1).pdf', 'hash': '5e995e58c95d792c26a3a1eea1fe6d81', 'objectid': 166767, 'uri': 'http://repository.lppm.unila.ac.id/id/file/484163'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 44860, 'security': 'public', 'placement': 1}]",pub,,http://repository.lppm.unila.ac.id/id/eprint/44860,public,other,,['FP22'],"[{'name': {'honourific': None, 'family': 'Sartika', 'lineage': None, 'given': 'Dewi'}, 'id': 'dewikincai@yahoo.com'}, {'id': 'maria.erna@fp.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Erna', 'given': 'Maria'}}]",disk0/00/04/48/60,archive,2022-09-12 01:13:34,,['S1'],Peer review SURVEI CEMARAN MIKROBIA DAN MUTU DAGING AYAM (Gallus gallus domesticus) SEGAR,,,show,7,44860,,,,,,,,,
38,,2022-09-12 01:14:06,306,,2022-09-12 01:14:06,LPPM Unila,"[{'placement': 1, 'security': 'public', 'eprintid': 44869, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'filesize': 467827, 'fileid': 484227, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-09-09 04:16:31', 'filename': 'jpg2pdf (7) (1).pdf', 'hash': 'bd316e6bed2aed4bbe7c94847c88cae2', 'objectid': 166776, 'uri': 'http://repository.lppm.unila.ac.id/id/file/484227'}], 'main': 'jpg2pdf (7) (1).pdf', 'docid': 166776, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166776', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",pub,,http://repository.lppm.unila.ac.id/id/eprint/44869,public,other,,['FP22'],"[{'id': 'dewikincai@yahoo.com', 'name': {'lineage': None, 'family': 'Sartika', 'honourific': None, 'given': 'Dewi'}}, {'name': {'family': 'Herdiana', 'honourific': None, 'lineage': None, 'given': 'Novita'}, 'id': 'novita.herdiana@fp.unila.ac.id'}]",disk0/00/04/48/69,archive,2022-09-12 01:14:06,,['S1'],Peer review Aktivitas Antimikroba Ekstrak Kulit dan Jantung Pisang Muli (Musa Acuminata) terhadap Bakteri Escherichia coli,,,show,7,44869,,,,,,,,,
