,title,rev_number,metadata_visibility,status_changed,eprint_status,subjects,abstract,eprintid,date_type,ispublished,documents,publisher,uri,full_text_status,refereed,lastmod,userid,datestamp,pagerange,publication,creators,issn,date,dir,type,divisions,number,official_url,volume,related_url,monograph_type,id_number,pages,contributors,corp_creators,event_type,event_dates,event_location,event_title,pres_type,place_of_pub,contact_email,keywords,isbn,book_title,institution,department,editors,series
44,IMPACT OF SAFETY CONCERNS ON A LIFESTYLE,8,show,2020-01-09 04:22:43,archive,['H1'],,17527,published,pub,"[{'eprintid': 17527, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'content': 'supplemental', 'main': 'LEMBAR HASIL REVIEW DAN CEK TURNITIN ARTIKEL IMPACT OF SAFETY CONCERN.pdf', 'docid': 30655, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/148144', 'objectid': 30655, 'filesize': 5894324, 'datasetid': 'document', 'filename': 'LEMBAR HASIL REVIEW DAN CEK TURNITIN ARTIKEL IMPACT OF SAFETY CONCERN.pdf', 'hash': '75db7c89907e8ba47aac90016812a828', 'mtime': '2020-01-08 09:02:54', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 148144}], 'format': 'archive', 'pos': 1, 'formatdesc': 'HASIL REVIEW ARTIKEL OLEH REVIEWER DAN CEK SIMILARITY', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30655', 'rev_number': 2}]",General Jonas Žemaitis Military Academy of  Lithuania,http://repository.lppm.unila.ac.id/id/eprint/17527,public,,2020-01-09 04:22:43,993,2020-01-09 04:22:43,,,"[{'name': {'given': 'MAHRINASARI', 'honourific': None, 'family': 'MS', 'lineage': None}, 'id': 'pr1nch1t4@yahoo.com'}]",,2019-09-01 00:00:00.000000000,disk0/00/01/75/27,other,['FEB6'],,,,,,,,"[{'name': {'given': 'Basu', 'family': 'Swastha Dharmmesta', 'honourific': None, 'lineage': None}, 'id': 'dharmmesta@ugm.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/REV'}, {'type': 'http://www.loc.gov/loc.terms/relators/REV', 'id': 'satria.bangsawan@feb.unila.ac.id', 'name': {'given': 'Satria', 'family': 'Bangsawan', 'honourific': None, 'lineage': None}}, {'type': 'http://www.loc.gov/loc.terms/relators/REV', 'id': 'tantihandriana@feb.unair.ac.id', 'name': {'family': 'Handriana', 'honourific': None, 'lineage': None, 'given': 'Tanti'}}]",['lp2m Unila'],,,,,,,,,,,,,,
45,"Is Trade Liberalization A Hazard To Sustainable 
Environment? Fresh Insight From Asean Countries",8,show,2020-01-09 04:22:47,archive,['H1'],,17529,published,pub,"[{'security': 'public', 'placement': 1, 'eprintid': 17529, 'content': 'supplemental', 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'objectid': 30657, 'uri': 'http://repository.lppm.unila.ac.id/id/file/148160', 'datasetid': 'document', 'filesize': 5247488, 'fileid': 148160, 'mime_type': 'application/pdf', 'mtime': '2020-01-08 09:33:46', 'hash_type': 'MD5', 'filename': 'lembar review dan hasil cek SIMILARITY ARTIKEL IS TRADE LIBERALIZATION.pdf', 'hash': '8ded4f3ee0f282f759a28aaf72c19c3d'}], 'docid': 30657, 'main': 'lembar review dan hasil cek SIMILARITY ARTIKEL IS TRADE LIBERALIZATION.pdf', 'formatdesc': 'HASIL REVIEW ARTIKEL OLEH REVIEWER DAN CEK SIMILARITY', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30657', 'rev_number': 2, 'format': 'archive', 'pos': 1}]",Index Copernicus Ltd. All Rights reserved 2018,http://repository.lppm.unila.ac.id/id/eprint/17529,public,,2020-01-09 04:22:47,993,2020-01-09 04:22:47,,,"[{'id': 'pr1nch1t4@yahoo.com', 'name': {'given': 'MAHRINASARI', 'lineage': None, 'family': 'MS', 'honourific': None}}]",,2019-06-30 00:00:00.000000000,disk0/00/01/75/29,other,['FEB6'],,,,,,,,"[{'id': 'dharmmesta@ugm.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/REV', 'name': {'lineage': None, 'honourific': None, 'family': 'Swastha Dharmmesta', 'given': 'Basu'}}, {'name': {'given': 'Satria', 'family': 'Bangsawan', 'honourific': None, 'lineage': None}, 'id': 'satria.bangsawan@feb.unila.ac.idrevi', 'type': 'http://www.loc.gov/loc.terms/relators/REV'}, {'id': 'tantihandriana@feb.unair.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/REV', 'name': {'lineage': None, 'honourific': None, 'family': 'Handriana', 'given': 'Tanti'}}]",['lp2m Unila'],,,,,,,,,,,,,,
46,LEMBAR REVIEWER BUKU MONOGRAF JUDUL: TANGGUNG JAWAB SOSIAL PERUSAHAAN DALAM PERSPEKTIVE PEMASARAN,7,show,2020-06-29 11:01:57,archive,['H1'],"BUKU INI MENGYRAIKAN PERAN TANGGUNG JAWAB SOSIAL SEBAGAI DARI AKTIVITAS PEMASARAN SOSIAL PERUSAHAAN YANG DISUSUN DARI HASIL RISET BEBERAPA PENELITI DAN MENGURAIKAN PERAN EFEK PEMEDIASI DAN PEMODERASI ALAM EFEK DIMENSI TANGGUNG JAWB SOSIAL PERUSAHAAN DALAM MENDORONG KONSUMEN DALAM PERILAKU PEMBELIAN 

KEYWORDS: TANGGUNG JAWAB SOSIAL PERUSAHAAN, KOMUNIKASI PEMASARAN,  KREDIBILITAS PERUSAHAAN, PEMODERASI DAN PEMEDIASI",22839,published,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/36345', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'filesize': 602907, 'datasetid': 'document', 'mtime': '2020-06-29 08:34:05', 'hash_type': 'MD5', 'hash': '71b7cd0285a6145171d33810c1056e09', 'filename': 'GABUNGAN LEMBAR REVIEWER BUTU TANGGUNG JAWAB SOSIAL PERUSAHAAN MAHRINASARI MS.pdf', 'fileid': 209589, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/209589', 'objectid': 36345}], 'main': 'GABUNGAN LEMBAR REVIEWER BUTU TANGGUNG JAWAB SOSIAL PERUSAHAAN MAHRINASARI MS.pdf', 'docid': 36345, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 22839}]",Graha Ilmu,http://repository.lppm.unila.ac.id/id/eprint/22839,public,,2020-06-29 11:01:57,993,2020-06-29 11:01:57,,,"[{'id': 'pr1nch1t4@yahoo.com', 'name': {'family': 'MS', 'honourific': None, 'lineage': None, 'given': 'MAHRINASARI'}}]",,2019-11-01 00:00:00.000000000,disk0/00/02/28/39,other,['FEB6'],,,,,,978-602-401-855-9,,"[{'id': 'pr1nch1t4@yahoo.com', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'MAHRINASARI', 'honourific': None, 'family': 'MS', 'lineage': None}}]",,,,,,,Yogyakarta,,,,,,,,
47,"Model of Improving Tourism Industry Performance 
through Innovation Capability",8,show,2020-01-09 04:22:54,archive,['H1'],,17533,published,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'content': 'supplemental', 'eprintid': 17533, 'security': 'public', 'placement': 1, 'format': 'archive', 'pos': 1, 'formatdesc': 'HASIL REVIEW ARTIKEL OLEH REVIEWER DAN CEK SIMILARITY', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30661', 'rev_number': 2, 'docid': 30661, 'main': 'LEMBAR REVIEW DAN HASIL CEK SIMILARITY ARTIKEL MODEL OF IMPROVING TOURISM INDUSTRY.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/148192', 'objectid': 30661, 'filesize': 7928955, 'datasetid': 'document', 'hash': '74a7a3e46e482ee4f617625a2ab17a52', 'filename': 'LEMBAR REVIEW DAN HASIL CEK SIMILARITY ARTIKEL MODEL OF IMPROVING TOURISM INDUSTRY.pdf', 'hash_type': 'MD5', 'mtime': '2020-01-08 10:03:39', 'mime_type': 'application/pdf', 'fileid': 148192}]}]",ASERS Publishing,http://repository.lppm.unila.ac.id/id/eprint/17533,public,,2020-01-09 04:22:54,993,2020-01-09 04:22:54,,,"[{'id': 'pr1nch1t4@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'MS', 'given': 'MAHRINASARI'}}]",,2019-10-01 00:00:00.000000000,disk0/00/01/75/33,other,['FEB6'],,,,,,,,"[{'name': {'given': 'Basu', 'lineage': None, 'honourific': None, 'family': 'Swastha Dharmmesta'}, 'id': 'dharmmesta@ugm.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/REV'}, {'id': 'satria.bangsawan@feb.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/REV', 'name': {'family': 'Bangsawan', 'honourific': None, 'lineage': None, 'given': 'Satria'}}, {'name': {'given': 'Tanti', 'family': 'Handriana', 'honourific': None, 'lineage': None}, 'type': 'http://www.loc.gov/loc.terms/relators/REV', 'id': 'tantihandriana@feb.unair.ac.id'}]",['lp2m Unila'],,,,,,,,,,,,,,
48,"Muslim friendly tourism and accommodation of Malaysian hotel 
industries / Turismo y alojamiento amigable para los musulmanes   
de las industrias hoteleras de Malasia",6,show,2020-06-04 17:07:02,archive,['H1'],"Malaysia is one of the countries that attract tourist from all over the world. There is no barrier for the tourist to select from a range of halal products and hotel services available. Therefore, several potential attributes of Muslim friendly hotel services were analyzed from two major tourist destination state of Malaysia, namely Kedah and Penang. The analysis was based on three major online accommodation service providers. The findings revealed the significant information of the Muslim friendly hotel services in Malaysia. Therefore, updating the current information of the Muslim friendly tourism services is recommended.

Keywords: Halal Products, Hotel, Malaysia, Muslim Friendly Services.",21873,published,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 21873, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35292', 'rev_number': 1, 'docid': 35292, 'main': 'GABUNGAN COVER HAL PENESAHAN DAN FULL ARTIKEL MUSLIM FRIENDLY MALAYSIA.pdf', 'files': [{'datasetid': 'document', 'filesize': 1146531, 'mime_type': 'application/pdf', 'fileid': 202149, 'filename': 'GABUNGAN COVER HAL PENESAHAN DAN FULL ARTIKEL MUSLIM FRIENDLY MALAYSIA.pdf', 'hash': 'fa42a92f183e02107bdfbaa081f99b3d', 'mtime': '2020-06-04 15:02:40', 'hash_type': 'MD5', 'objectid': 35292, 'uri': 'http://repository.lppm.unila.ac.id/id/file/202149'}]}]",Universidad del Zulia-Venezuela.,http://repository.lppm.unila.ac.id/id/eprint/21873,public,TRUE,2020-06-04 17:07:02,993,2020-06-04 17:07:02,13-18,Utopía y Praxis Latinoamericana Revista Internacional de Filosofía Iberoamericana y Teoría Social Centro de Estudios Sociológicos y Antropológicos (CESA) Facultad de Ciencias Económicas y Sociales.,"[{'name': {'lineage': None, 'family': 'MS', 'honourific': None, 'given': 'MAHRINASARI'}, 'id': 'pr1nch1t4@yahoo.com'}]",ISSN 1315-5216; ISSN-e 2477-9555,2019-11-01 00:00:00.000000000,disk0/00/02/18/73,article,['FEB6'],5,https://produccioncientificaluz.org/index.php/utopia/article/view/30000/31033,24,,,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'pr1nch1t4@yahoo.com', 'name': {'honourific': None, 'family': 'MS', 'lineage': None, 'given': 'MAHRINASARI'}}]",,,,,,,,pr1nch1t4@yahoo.com,,,,,,,
49,"Muslim friendly tourism and accommodation of Malaysian hotel 
industries / Turismo y alojamiento amigable para los musulmanesde las industrias hoteleras de Malasia",6,show,2020-11-16 15:04:58,archive,['H1'],"Malaysia is one of the countries that attract tourist from all over the world. There is no barrier for the tourist to select from a range of halal products and hotel services available. Therefore, several potential attributes of Muslim friendly hotel services were analyzed from two major tourist destination state of Malaysia, namely Kedah and Penang. The analysis was based on three major online accommodation service providers. The findings revealed the significant information of the Muslim friendly hotel services in Malaysia. Therefore, updating the current information of the Muslim friendly tourism services is recommended.
Keywords: Halal Products, Hotel, Malaysia, Muslim Friendly Services.",25570,published,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 25570, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/39364', 'rev_number': 1, 'docid': 39364, 'main': '29967-46580-1-PB malaysian hotel ok.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/230477', 'objectid': 39364, 'hash_type': 'MD5', 'mtime': '2020-11-16 10:15:55', 'hash': '7bc0e45af791f28a7393493a82481476', 'filename': '29967-46580-1-PB malaysian hotel ok.pdf', 'fileid': 230477, 'mime_type': 'application/pdf', 'filesize': 418520, 'datasetid': 'document'}]}]",Universidad del Zulia-Venezuela,http://repository.lppm.unila.ac.id/id/eprint/25570,public,TRUE,2020-11-16 15:04:58,993,2020-11-16 15:04:58,13-18,"Utopía y Praxis Latinoamericana, Revista Internacional de Filosofía                                         Iberoamericana y Teoría Social Centro de Estudios Sociológicos y Antropológicos (CESA) Facultad de Ciencias","[{'name': {'honourific': None, 'family': 'MS', 'lineage': None, 'given': 'MAHRINASARI'}, 'id': 'pr1nch1t4@yahoo.com'}]",1315-5216 (P); 2477-9555 (e),2019-12-01 00:00:00.000000000,disk0/00/02/55/70,article,['FEB6'],n° 5,https://produccioncientificaluz.org/index.php/utopia/article/view/30000/31033,Año 24,,,,,"[{'name': {'given': 'MAHRINASARI', 'family': 'MS', 'honourific': None, 'lineage': None}, 'id': 'pr1nch1t4@yahoo.com', 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",,,,,,,,,,,,,,,
50,Building Corporate Image Through Corporate Social Responsibility: Mediated by Stakeholders' Attitude (CSR Activities In Indonesian State-Owned Enterprises),7,show,2020-01-09 04:21:52,archive,['H1'],"Abstract.  This study investigates whether Corporate Social Responsibility (CSR) can build corporate image, mediated by the stakeholders’ attitude toward CSR. Despite the ongoing debate on the implementation of CSR, some of the companies utilize CSR as a strategic business because they believe that it can increase the company’s success, especially in building a positive attitude and corporate image. Data of 173 receivers of CSR activities by four state-owned enterprises (PT Bank Mandiri [Persero] Tbk, PT Telekom Indonesia [Persero] Tbk, PT Perkebunan Nusantara VII [Persero], and PT Tambang Batubara Bukit Asam [Perero] Tbk) were collected through using a simple probability sampling technique and analyzed by implementing a multiple regression analysis to prove the hypothesis. The results demonstrate that the effect of CSR on stakeholders’ attitude toward CSR is statistically significant and positive. The economic responsibility dimension of CSR has a positive effect, but a statistically insignificant effect on corporate image, either directly without the attitude variable or indirectly mediated by the attitude variable. The coefficient value of determination (R2), however, has a higher score when CSR dimensions affect corporate image, mediated by the attitude variable. The causative factors of the attitude variable intervening the effect of economic responsibility on corporate image that are not statistically significant are product, service quality, price, and respondents’ characteristics (income and education).
 
Keywords: Corporate Social Responsibility, Corporate Image, and Attitude",17517,published,pub,"[{'docid': 30645, 'main': 'ARTIKEL MONOGRAPH BOOK AGBA GAB PENGESAHAN FULL PAPER BUILDING CORPORATE IMAGE.pdf', 'files': [{'objectid': 30645, 'uri': 'http://repository.lppm.unila.ac.id/id/file/148068', 'mime_type': 'application/pdf', 'fileid': 148068, 'hash': '3eb99aa126b0c0be83402a362cca9562', 'filename': 'ARTIKEL MONOGRAPH BOOK AGBA GAB PENGESAHAN FULL PAPER BUILDING CORPORATE IMAGE.pdf', 'mtime': '2020-01-07 08:33:39', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 9795590}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30645', 'rev_number': 1, 'eprintid': 17517, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]","McGraw Hill Education (India), Private Limited",http://repository.lppm.unila.ac.id/id/eprint/17517,public,,2020-01-09 04:21:52,993,2020-01-09 04:21:52,,,"[{'name': {'lineage': None, 'family': 'MS', 'honourific': None, 'given': 'Mahrinasari'}, 'id': 'pr1nch1t4@yahoo.com'}]",,1970-01-01 00:00:00.000002019,disk0/00/01/75/17,monograph,['FEB6'],,http://www.mheducation.co.in,,"[{'type': 'pub', 'url': 'http://www.mheducation.co.in'}]",working_paper,,19.0,"[{'name': {'given': 'MAHRINASARI', 'lineage': None, 'family': 'MS', 'honourific': None}, 'id': 'pr1nch1t4@yahoo.com', 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",['lp2m Unila'],,,,,,INDIA,,,,,AGBA-USA,AGBA’s 2019 Monograph Book: Advancement in Global Business Research Across Emerging Countries,,
51,THE COUNTRY OF ORIGIN (COO) MODEL OF THE INDONESIAN AND CHINESE PRINTED BATIK PRODUCTS,6,show,2020-01-09 04:21:02,archive,['H1'],"Abstract Indonesia has become one of the destination countries to market their products and services, and there are various products that are quite widely available in the Indonesian market. The country of origin (COO) model in this research is a new developed model that aims to analyze the moderating role of Ethnocentrism in the effect of the COO and brand preference (BP) on purchase intention toward the Indonesian and Chinese Batik. To address this research purpose, 414 respondents took part in the survey, and the data obtained were analyzed by Structural Equation Model (SEM) with Lisrel 8.80 application. The result of this study shows that Ethnocentrism plays a role as the moderating variable in the effect of COO on purchase intention. However, whenever the effect of the brand preference on purchase intention exists, there is no moderating role of Ethnocentrism. Consumer Ethnocentrism shows that the Chinese batik is purchased in the case if the Indonesian batik is unavailable. It implies that consumer preference to the Chinese Batik exists, because it has a superior quality, a unique or authentic design, and more experience, as the impact of Global Business aspect. The study concluded that the company management must apply global Brand Repositioning Strategy in terms of the superior quality and unique design in fulfilling the global consumers‟ needs. 
 
Keywords: country of origin, brand equity, brand preference, purchase intention, ethnocentrism, Indonesian and Chinese printed batik product.",12780,published,pub,"[{'security': 'public', 'placement': 1, 'eprintid': 12780, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/147871', 'objectid': 30616, 'hash_type': 'MD5', 'mtime': '2020-01-06 02:34:38', 'filename': 'GABUNGAN ARTIKEL COVER DAN HALAMAN PENGESAHAN COO MODEL.pdf', 'hash': 'f73cac1e8da704993598807fea46c3d8', 'fileid': 147871, 'mime_type': 'application/pdf', 'filesize': 2389634, 'datasetid': 'document'}], 'main': 'GABUNGAN ARTIKEL COVER DAN HALAMAN PENGESAHAN COO MODEL.pdf', 'docid': 30616, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30616', 'rev_number': 1, 'format': 'text', 'pos': 1}]","Editorial Department of Journal of Southwest Jiaotong University, Southwest Jiaotong",http://repository.lppm.unila.ac.id/id/eprint/12780,public,TRUE,2020-01-09 04:21:02,993,2020-01-09 04:21:02,1-15,JOURNAL OF SOUTHWEST JIAOTONG UNIVERSITY,"[{'id': 'pr1ncht14@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'MS', 'given': 'Mahrinasari'}}]",issn.0258-2724.54.4.6,2019-08-01 00:00:00.000000000,disk0/00/01/27/80,article,['FEB6'],4,http://www.jsju.org/index.php/journal/article/view/318/,54,,,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'pr1nch1t4@yahoo.com', 'name': {'given': 'MAHRINASARI', 'family': 'MS', 'honourific': None, 'lineage': None}}]",,,,,,,,,,,,,,,
52,Determinants of Brand Equity: Communication of Corporate Social Responsibility (CSR) versus CSR itself and Company Credibility,6,show,2020-01-09 04:21:05,archive,['H1'],"This research aims to develop the model of corporate social responsibility (CSR) image in building brand equity as empirical support for the model proposed by Chahal and Sharma (2006) and Hoeffler and Keller (2002). Data from 564 individual potential consumers were collected using on-line and off-line surveys and were analyzed by implementing the two-step approach of structural equation modeling (SEM). The main finding is that CSR communication has a greater role in creating brand equity than CSR dimensions and company credibility. A new and important finding is that CSR image acts as a mediating variable. These results imply that CSR communication is a strategic tool to eliminate stakeholders’ skepticism toward CSR activity, consequently building strong brand equity value. Some practical implications and avenues for future research are also explained.
1. Introduction Corporate Social Responsibility, here after called CSR has become a part of business strategies to gain competitive advantage (Alcañiz, Cáceres, & Pérez, 2010; Drumwright, 1996; Du, Bhattacharya, & Sen, 2007; Miller & Merrilees, 2013; Pérez, 2009; Simmons &  Becker-Olsen, 2006; Torelli, Monga, & Kaikati, 2012; Yuan, Lu, Tian, & Yu, 2018). Therefore, some of Indonesian companies disclosed their CSR activities to create a positive image as a business competitive strategy (Gunawan, 2015). However, stakeholders, es
pecially communities and consumers, still skeptically perceive it as merely a fulfilment of legal obligations and an artificial activity. CSR activities do not provide social benefits, empower stakeholders’ quality of life or prosperity. They concern only the managements’ subjective desire and economic benefits but not the stakeholders’ needs (Ambadar, 2008; Hadi, 2011). Speed and Thompson (2000) and Webb and Mohr (1998) also stated that CSR practice is a selfish activity of the company (Alcañiz et al., 2010). Furthermore, Elving (2012) argued that organizations communicate their CSR activities to gain reputational advantages but that CSR activities sometimes lead to skeptical responses, especially for Indonesian stakeholders, resulting in their perception as self-serving and manipulative.
Determinants of Brand Equity: Communication of Corporate Social Responsibility (CSR) versus CSR itself and Company Credibility

KEY WORDS: 
CSR Image, Brand Equity, Company Credibility, and CSR Communication",17509,published,pub,"[{'eprintid': 17509, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 30639, 'main': 'artikel gab COVER PENGESAHAN DAN FULL ARTIKEL DETERMINANT OF BRAND EQUITY.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/148030', 'objectid': 30639, 'hash_type': 'MD5', 'mtime': '2020-01-07 05:57:36', 'filename': 'artikel gab COVER PENGESAHAN DAN FULL ARTIKEL DETERMINANT OF BRAND EQUITY.pdf', 'hash': 'c969f9a6cde3525ce1666fedca84ab9d', 'fileid': 148030, 'mime_type': 'application/pdf', 'filesize': 1961601, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30639'}]",www.ce.vizja.pl,http://repository.lppm.unila.ac.id/id/eprint/17509,public,TRUE,2020-01-09 04:21:05,993,2020-01-09 04:21:05,317-334,CONTEMPORARY ECONOMICS,"[{'id': 'pr1nch1t4@yahoo.com', 'name': {'family': 'MS', 'honourific': None, 'lineage': None, 'given': 'Mahrinasari'}}]","Online ISSN: 2300-881, Print ISSN: 2084-0845",2019-09-30 00:00:00.000000000,disk0/00/01/75/09,article,['FEB6'],3,http://www.ce.vizja.pl/en/issues/volume/13/issue/3#art1573,13,"[{'url': 'http://www.ce.vizja.pl/en/issues/volume/13/issue/3#art1573', 'type': 'pub'}]",,"JEL Classification M14, M21",,"[{'name': {'lineage': None, 'honourific': None, 'family': 'MS', 'given': 'MAHRINASARI'}, 'id': 'pr1nch1t4@yahoo.com', 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",['lp2m Unila'],,,,,,,,,,,,,,
53,Green Tourism Strategy: In Indonesian Ecotourism Destination,7,show,2020-01-09 04:21:55,archive,['H1'],"Abstract. This research aims to find out what strategies could be developed to deal with green tourism development in an Indonesian Ecotourism Destination. The strategies are based on a SWOT analysis by 40 relevant stakeholders using focus group discussion, followed by in-depth interviews of 30 other local tourists and societies, as well as observation in the surrounding environment of the Ecotourism Destination. The SWOT analysis performed resulted in the implementation of an integrated green-tourism strategy aligning with the development of green-tourism policy by the government. The effort to integrate the mixed elements of green-tourism dimensions must be interactive in order to attract green tourists taking responsibility to commit and be empathetic in creating and maintaining green-tourism development. The growth strategy is a priority, by achieving the growth in the number of tourist visits (the frequency of visits and the origin of tourist areas) and by increasing assets that include objects and tourist attractions, infrastructure, and other supporting facilities to induce green-tourism development. Other kinds of strategies are also developed and discussed. The research findings do not yet measure what the integrated strategy of Green-Tourism development is, so future research should be conducted by implementing mixed methods, through the use of qualitative design with an In-depth Interview method and an Analytical Hierarchical Analysis model, followed by a quantitative research design to explore and obtain valid and reliable measurement of the integrated green-strategy tourism concept.

Key Words:  Green Tourism Strategy, Green Tourism Development, Ecotourism Destination",17518,published,pub,"[{'docid': 30646, 'main': 'ARTIKEL MONOGRAPH BOOK AGBA GAB PENGESAHAN FULL PAPER GREEN TOURISM.pdf', 'files': [{'fileid': 148075, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-01-07 08:58:24', 'filename': 'ARTIKEL MONOGRAPH BOOK AGBA GAB PENGESAHAN FULL PAPER GREEN TOURISM.pdf', 'hash': '1844504566c4d1e2ebe3a71d71ceb107', 'datasetid': 'document', 'filesize': 16297520, 'objectid': 30646, 'uri': 'http://repository.lppm.unila.ac.id/id/file/148075'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30646', 'eprintid': 17518, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]","McGraw Hill Education (India), Private Limited",http://repository.lppm.unila.ac.id/id/eprint/17518,public,,2020-01-09 04:21:55,993,2020-01-09 04:21:55,,,"[{'id': 'pr1nch1t4@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'MS', 'given': 'Mahrinasari'}}]",,1970-01-01 00:00:00.000002019,disk0/00/01/75/18,monograph,['FEB6'],,http://www.mheducation.co.in,,"[{'url': 'http://www.mheducation.co.in', 'type': 'pub'}]",working_paper,,26.0,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'pr1nch1t4@yahoo.com', 'name': {'given': 'MAHRINASARI', 'lineage': None, 'honourific': None, 'family': 'MS'}}]",['lp2m Unila'],,,,,,INDIA,,,,,AGBA-USA,AGBA’s 2019 Monograph Book: Advancement in Global Business Research Across Emerging Countries,,
