,eprintid,date_type,eprint_status,status_changed,abstract,subjects,official_url,title,metadata_visibility,volume,rev_number,type,divisions,issn,creators,publication,dir,date,userid,lastmod,datestamp,pagerange,documents,ispublished,refereed,uri,full_text_status,corp_creators,publisher,number,contributors,contact_email,related_url,pages,book_title,editors,place_of_pub,isbn,id_number,referencetext,event_type,event_title,event_location,pres_type,funders,succeeds,event_dates,projects
69,41551,published,archive,2022-05-10 00:59:57,"Agrotourism becomes an increasingly popular concept of tourism. 
Research on agrotourism generally separately and unrelated. Most agrotourism 
research is conducted from the supply side and only a few from the demand side. 
This paper proposes agrotourism marketing by integrating the parties involved in 
agrotourism (tourists, government, farmers, accommodation companies, and 
travel companies). This study proposes to conceptualize tourist intentions with 
interrelated and complementary agrotourism development policies and strategies 
to effective agrotourism marketing. This paper is useful for the parties involved 
in agrotourism to increase the effectiveness of agrotourism marketing and for the 
development of agrotourism. From the demand side, this study uses motivation 
theory and extended TPB in the context of agrotourism. From the supply side 
using expert opinion from the government, farmers, accommodation companies, 
and transportation companies  This research is expected to contribute to consumer 
behavior research.",['H1'],https://eudl.eu/doi/10.4108/eai.14-9-2020.2304461,"Conceptual Model of Integrated Agrotourism 
Marketing",show,,6,article,['FEB6'],,"[{'name': {'honourific': None, 'family': 'Roslina', 'lineage': None, 'given': 'Roslina'}, 'id': 'ocha.lina77@gmail.com'}, {'id': None, 'name': {'family': 'Nurmalina', 'honourific': None, 'lineage': None, 'given': 'Rita'}}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Najib', 'given': 'Mukhamad'}}, {'id': None, 'name': {'honourific': None, 'family': 'Asnawi', 'lineage': None, 'given': 'Yudha  Heryawan'}}]","Proceedings of the 1st International Conference on Sustainable Management and Innovation, ICoSMI 2020, 14-16 September 2020, Bogor, West Java, Indonesi",disk0/00/04/15/51,2021-05-05 00:00:00.000000000,447,2022-05-10 00:59:57,2022-05-10 00:59:57,,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/163205', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/459934', 'objectid': 163205, 'filesize': 376575, 'datasetid': 'document', 'filename': 'Prosiding ICOSMI.pdf', 'hash': 'bc2640b2ca72ec06e20317d31d6f5b96', 'mtime': '2022-05-09 13:28:55', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 459934}], 'docid': 163205, 'main': 'Prosiding ICOSMI.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 41551}]",pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/41551,public,,EAI,,,,,,,,,,,,,,,,,,,
70,35725,published,archive,2021-11-10 02:55:49,"The purpose of the study is to test how far the risk, size, and firm value variables of the Fama and French three factor model could explain the excess return of small
and large stock portfolios in the Indonesian Capital Market (ICM). The study was conducted during 2016-2019 on the official 45 liquid shares namely LQ45. In this study,
six portfolios were formed, which were produced from small and large portfolio groups. Each portfolio consists of small high, medium, low and large portfolio consists
of large, medium and low. The results showed that market risk for all small and large portfolios have a positive and significant effect. In contrast to company size, size
has a significant effect on small, medium, low and large high portfolios. While large low and medium portfolios are not significant. Testing the effect of company value
on small and large portfolio excess returns is significant except for the small low portfolio. In general, the three-factor research model is a pretty good model to explain
portfolio excess returns in Indonesia.
Keyword: Three Factor Model • Market risk • Size • Firm value • Excess return portfolio",['HG'],,"Three Factor Model Analyses: Evidence on Indonesian
Capital Market",show,10,6,article,['FEB6'],2168-9601,"[{'id': 'sri.hasnawati@feb.unila.ac.id', 'name': {'family': 'Sri Hasnawati', 'honourific': None, 'lineage': None, 'given': 'Sri'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Mahatma', 'given': 'Kufepaksi'}, 'id': 'mahapaksi@yahoo.com'}, {'id': 'hidayatwiweko@yahoo.com', 'name': {'given': 'Hidayah', 'lineage': None, 'honourific': None, 'family': 'Hidayah Wiweko, S.E., M.Si.'}}]",Journal of Accounting & Marketing,disk0/00/03/57/25,2021-07-16 00:00:00.000000000,1084,2021-11-10 02:55:49,2021-11-10 02:55:49,1-4,"[{'security': 'public', 'placement': 1, 'eprintid': 35725, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 156666, 'uri': 'http://repository.lppm.unila.ac.id/id/file/415536', 'datasetid': 'document', 'filesize': 160519, 'fileid': 415536, 'mime_type': 'application/pdf', 'mtime': '2021-11-10 02:46:11', 'hash_type': 'MD5', 'filename': 'JURNAL FINANCE & MARKETING Three-factor-model-analysis-another-evidence-on-indonesian-capital-market.pdf', 'hash': '19d30c9004622f8e41e19e543da3747b'}], 'docid': 156666, 'main': 'JURNAL FINANCE & MARKETING Three-factor-model-analysis-another-evidence-on-indonesian-capital-market.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156666', 'format': 'text', 'pos': 1}]",pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/35725,public,"['universitas lampung', 'universitas lampung', 'universitas lampung']",Allied Business Academies,7.0,,,,,,,,,,,,,,,,,,
71,35006,published,archive,2021-11-05 01:49:54,"The purpose of the study is to test how far the risk, size, and firm value variables of the Fama and French three factor model could explain the excess return of small 
and large stock portfolios in the Indonesian Capital Market (ICM). The study was conducted during 2016-2019 on the official 45 liquid shares namely LQ45. In this study, 
six portfolios were formed, which were produced from small and large portfolio groups. Each portfolio consists of small high, medium, low and large portfolio consists 
of large, medium and low. The results showed that market risk for all small and large portfolios have a positive and significant effect. In contrast to company size, size 
has a significant effect on small, medium, low and large high portfolios. While large low and medium portfolios are not significant. Testing the effect of company value 
on small and large portfolio excess returns is significant except for the small low portfolio. In general, the three-factor research model is a pretty good model to explain 
portfolio excess returns in Indonesia.

Keyword: Three Factor Model • Market risk • Size • Firm value • Excess return portfolio",['HG'],,"Three Factor Model Analyses: Evidence on Indonesian 
Capital Market",show,10,6,article,['FEB6'],2168-9601,"[{'id': 'sri.hasnawati@feb.unila.ac.id', 'name': {'lineage': None, 'family': 'Sri Hasnawati', 'honourific': None, 'given': 'Sri'}}, {'id': 'mahapaksi@yahoo.com', 'name': {'given': 'Kufepaksi', 'lineage': None, 'family': 'Mahatma', 'honourific': None}}, {'id': 'hidayatwiweko@yahoo.com', 'name': {'family': 'Hidayah Wiweko, S.E., M.Si.', 'honourific': None, 'lineage': None, 'given': 'Hidayah'}}]",Journal of Accounting & Marketing,disk0/00/03/50/06,2021-07-16 00:00:00.000000000,388,2021-11-05 01:49:54,2021-11-05 01:49:54,1-4,"[{'eprintid': 35006, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'JURNAL FINANCE & MARKETING Three-factor-model-analysis-another-evidence-on-indonesian-capital-market.pdf', 'docid': 155685, 'files': [{'filesize': 160519, 'datasetid': 'document', 'filename': 'JURNAL FINANCE & MARKETING Three-factor-model-analysis-another-evidence-on-indonesian-capital-market.pdf', 'hash': '19d30c9004622f8e41e19e543da3747b', 'mtime': '2021-11-04 14:55:52', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 409679, 'uri': 'http://repository.lppm.unila.ac.id/id/file/409679', 'objectid': 155685}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155685', 'rev_number': 1}]",pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/35006,public,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",Allied Business Academies,7.0,,,,,,,,,,,,,,,,,,
72,49066,,archive,2023-03-21 09:03:16,,['RA0421'],https://aisyah.journalpress.id/index.php/jika/article/view/6434/pdf,"Turnitin Artikel ""Important Factors Affecting the Compliance of Pregnant Women with Iron Deficiency During a PAndemic",show,,8,other,['FEB6'],,"[{'name': {'family': 'Sutanto', 'honourific': None, 'lineage': None, 'given': 'Sutanto'}, 'id': None}, {'name': {'lineage': None, 'family': 'Hayati', 'honourific': None, 'given': 'Keumala'}, 'id': 'umi_asra@yahoo.co.id'}]",,disk0_bak/00/04/90/66,1970-01-01 00:00:00.000002021,108,2023-03-21 09:03:16,2023-03-21 09:03:16,,"[{'files': [{'fileid': 533538, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-03-21 03:15:26', 'filename': '2021_Sutanto Kesmas Turnitin.pdf', 'hash': 'd101d273bba4e8d42539452306157f47', 'datasetid': 'document', 'filesize': 2506532, 'objectid': 188515, 'uri': 'http://repository.lppm.unila.ac.id/id/file/533538'}], 'docid': 188515, 'main': '2021_Sutanto Kesmas Turnitin.pdf', 'formatdesc': 'Turnitin Jurnal Aisyah', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188515', 'format': 'text', 'pos': 1, 'security': 'validuser', 'placement': 1, 'eprintid': 49066, 'language': 'en', 'mime_type': 'application/pdf'}]",pub,,http://repository.lppm.unila.ac.id/id/eprint/49066,restricted,,Jurnal Aisyah,,,,,,,,,,,,,,,,,,,
73,30492,published,archive,2021-05-24 01:38:32,"Human resource is an important factor in achieving organizational goals. An organizational achievement cannot be separated from the role of top leaders in formulating the right strategy. This is because the top leaders are the strategic planners responsible for an organization's success or failure. The formulation of an appropriate strategy requires the participation of all organizational components, from leaders to employees. All these components must understand each of their respective functions to contribute to achieving organizational goals. This study aims to determine strategic leadership's effect on employees’ creativity through voice behavior mediation. This stud y's population were the employees at 6 construction companies in Bandar Lampung that were 230 employees, and the sample size representing the population to be studied, 146 employees. The test results in this study found that voice behavior could mediate strategic leadership's influence on employees’ creativity. Strategic leadership's indirect effect on employees’ creativity, mediated by voice behavior, increased more than the direct effect. This indicates that empirically voice behavior could significantly mediate the influence of strategic leadership on employees’ creativity.",['HD28'],,"The Effect of Strategic Leadership On Employees 
Creativity By The Mediation of Voice Behavior",show,8,7,article,['FEB6'],2393 – 9125 /,"[{'id': 'riskasyafitri1911@gmail.com', 'name': {'given': 'Rsika', 'honourific': None, 'family': 'Syafitri', 'lineage': None}}, {'name': {'given': 'Ayi', 'lineage': None, 'honourific': None, 'family': 'Ahadiat'}, 'id': None}, {'name': {'lineage': None, 'family': 'Hayati', 'honourific': None, 'given': 'Keumala'}, 'id': 'umi_asra@yahoo.co.id'}]",SSRG International Journal of Economics and Management Studies,disk0/00/03/04/92,2021-01-01 00:00:00.000000000,108,2021-05-24 01:38:32,2021-05-24 01:38:32,91-97,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/137224', 'rev_number': 3, 'format': 'text', 'pos': 1, 'files': [{'objectid': 137224, 'uri': 'http://repository.lppm.unila.ac.id/id/file/361445', 'datasetid': 'document', 'filesize': 734944, 'mime_type': 'application/pdf', 'fileid': 361445, 'filename': 'IJEMS-V8I1P109.pdf', 'hash': 'a968808c78710270e4ab40bfd7e9c07b', 'mtime': '2021-05-22 13:14:34', 'hash_type': 'MD5'}], 'docid': 137224, 'main': 'IJEMS-V8I1P109.pdf', 'content': 'published', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 30492}]",pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/30492,public,,,1.0,,,,,,,,,,,,,,,,,,
74,49071,,archive,2023-03-21 09:03:30,,['HD28'],http://www.internationaljournalssrg.org/IJEMS/paper-details?Id=782,"Turnitin Artikel ""The Effect of Strategic Leadership on Employees Creativity by The Mediation of Voice Behaviour""",show,,8,other,['FEB6'],,"[{'id': 'riskasyafitri1911@gmail.com', 'name': {'given': 'Rsika', 'family': 'Syafitri', 'honourific': None, 'lineage': None}}, {'name': {'lineage': None, 'family': 'Ahadiat', 'honourific': None, 'given': 'Ayi'}, 'id': None}, {'name': {'family': 'Hayati', 'honourific': None, 'lineage': None, 'given': 'Keumala'}, 'id': 'umi_asra@yahoo.co.id'}]",,disk0_bak/00/04/90/71,1970-01-01 00:00:00.000002021,108,2023-03-21 09:03:30,2023-03-21 09:03:30,,"[{'placement': 1, 'security': 'validuser', 'eprintid': 49071, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 188520, 'uri': 'http://repository.lppm.unila.ac.id/id/file/533574', 'fileid': 533574, 'mime_type': 'application/pdf', 'mtime': '2023-03-21 03:40:38', 'hash_type': 'MD5', 'filename': '2021_The Effect of Strategic Leadership Turnitin.pdf', 'hash': 'ca3ff07f56abcaa2215c5c242b13014b', 'datasetid': 'document', 'filesize': 2350152}], 'main': '2021_The Effect of Strategic Leadership Turnitin.pdf', 'docid': 188520, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188520', 'rev_number': 2, 'formatdesc': 'Turnitin', 'pos': 1, 'format': 'text'}]",pub,,http://repository.lppm.unila.ac.id/id/eprint/49071,restricted,,International Journal of Economics and Management Studies,,,,,,,,,,10.14445/23939125/IJEMS-V8I1P109,,,,,,,,,
75,40398,,archive,2022-03-21 11:29:32,"Penelitian ini bertujuan untuk mengetahui pengaruh mekanisme tata kelola perusahaan dan manajemen laba terhadap kesulitan keuangan. Indikator yang digunakan untuk mengukur  variabel mekanisme tata kelola perusahaan pada penelitian ini terdiri dari kepemilikan institusional, kepemilikan manajerial, ukuran dewan komisaris, ukuran dewan direksi dan ukuran komite audit. Variabel manajemen laba diukur dengan menggunakan model Modified Jones (1995), sedangkan variabel kesulitan keuangan diukur dengan menggunakan metode Springgate.  Populasi pada penelitian ini adalah sektor industri dasar dan kimia yang terdaftar di Bursa Efek Indonesia periode 2015-2018 sebanyak 60 perusahaan. Sampel pada penelitian ini diambil dengan menggunakan purposive sampling dan diperoleh sebanyak 15 perusahaan sampel. Penelitian ini menggunakan analisis regresi linier berganda dan statistik deskriptif  yang diolah dengan SPSS 23.  Hasil penelitian ini menunjukkan bahwa variabel ukuran dewan komisaris dan manajemen laba tidak berpengaruh terhadap kesulitan keuangan, sedangkan variabel ukuran dewan direksi berpengaruh negatif terhadap kesulitan keuangan. Hasil penelitian ini juga menunjukkan bahwa variabel kepemilikan institusional, kepemilikan manajerial dan ukuran komite audit berpengaruh positif terhadap kesulitan keuangan.

Kata Kunci : Kesulitan Keuangan, Tata Kelola Perusahaan dan Manajemen Laba",['HG'],,IMPLEMENTASI TATA KELOLA PERUSAHAAN DAN MANAJEMEN LABA SEBAGAI UPAYA MENGURANGI TINGKAT KESULITAN KEUANGAN PERUSAHAAN INDUSTRI DASAR DAN KIMIA DI INDONESIA,show,,7,article,['FEB6'],,"[{'name': {'given': 'Hidayah', 'lineage': None, 'honourific': None, 'family': 'Wiweko'}, 'id': 'hidayatwiweko@yahoo.com'}, {'name': {'given': 'Mahatma', 'family': 'Kufepaksi', 'honourific': None, 'lineage': None}, 'id': 'mahapaksi@yahoo.com'}]",Jurnal Bisnis dan Manajemen,disk0/00/04/03/98,2021-10-31 00:00:00.000000000,388,2022-03-21 11:29:32,2022-03-21 11:29:32,,"[{'main': 'Hidayat Wiweko_Ekonomi dan Bisnis_Jurnal Penelitian Mandiri.docx', 'docid': 161708, 'files': [{'filename': 'Hidayat Wiweko_Ekonomi dan Bisnis_Jurnal Penelitian Mandiri.docx', 'hash': 'bf7a966466732dbb34684bc7eca509cf', 'hash_type': 'MD5', 'mtime': '2022-03-21 02:28:06', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 450618, 'filesize': 81520, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/450618', 'objectid': 161708}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161708', 'eprintid': 40398, 'placement': 1, 'security': 'public', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en'}]",submitted,TRUE,http://repository.lppm.unila.ac.id/id/eprint/40398,public,['Universitas Lampung'],,,,,,,,,,,,,,,,,,,,
76,49776,,archive,2023-04-06 08:44:32,"Penelitian ini bertujuan untuk mengetahui pengaruh mekanisme tata kelola perusahaan dan manajemen laba terhadap kesulitan keuangan. Indikator yang digunakan untuk mengukur variabel mekanisme tata kelola perusahaan pada penelitian ini terdiri dari kepemilikan institusional, kepemilikan manajerial, ukuran dewan komisaris, ukuran dewan direksi dan ukuran komite audit. Variabel manajemen laba diukur dengan menggunakan model Modified Jones (1995), sedangkan variabel kesulitan keuangan diukur dengan menggunakan metode Springgate. Populasi pada penelitian ini adalah sektor industri dasar dan kimia yang terdaftar di Bursa Efek Indonesia periode 2015-2018 sebanyak 60 perusahaan. Sampel pada penelitian ini diambil dengan menggunakan purposive sampling dan diperoleh sebanyak 15 perusahaan sampel. Penelitian ini menggunakan analisis regresi linier berganda dan statistik deskriptif yang diolah dengan SPSS 23. Hasil penelitian ini menunjukkan bahwa variabel ukuran dewan komisaris dan manajemen laba tidak berpengaruh terhadap kesulitan keuangan, sedangkan variabel ukuran dewan direksi berpengaruh negatif terhadap kesulitan keuangan. Hasil penelitian ini juga menunjukkan bahwa variabel kepemilikan institusional, kepemilikan manajerial dan ukuran komite audit berpengaruh positif terhadap kesulitan keuangan. 

Kata Kunci : Kesulitan Keuangan, Tata Kelola Perusahaan, Manajemen Laba",['HG'],,IMPLEMENTASI TATA KELOLA PERUSAHAAN DAN MANAJEMEN LABA SEBAGAI UPAYA MENGURANGI TINGKAT KESULITAN KEUANGAN PERUSAHAAN INDUSTRI DASAR DAN KIMIA DI INDONESIA,show,,7,experiment,['FEB6'],,"[{'id': 'hidayatwiweko@yahoo.com', 'name': {'given': 'Hidayah', 'family': 'Wiweko', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Mahatma', 'lineage': None, 'honourific': None, 'family': 'Kufepaksi'}, 'id': 'mahapaksi@yahoo.com'}]",,disk0_bak/00/04/97/76,2021-11-01 00:00:00.000000000,1084,2023-04-06 08:44:32,2023-04-06 08:44:32,,"[{'main': 'Hidayat Wiweko_Ekonomi dan Bisnis_Mandiri_Laporan Akhir.pdf', 'docid': 189411, 'files': [{'filesize': 565867, 'datasetid': 'document', 'filename': 'Hidayat Wiweko_Ekonomi dan Bisnis_Mandiri_Laporan Akhir.pdf', 'hash': 'a8385086a4eef379dcfcaaa4ab056da2', 'mtime': '2023-04-06 07:47:38', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 539207, 'uri': 'http://repository.lppm.unila.ac.id/id/file/539207', 'objectid': 189411}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/189411', 'rev_number': 1, 'eprintid': 49776, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",unpub,,http://repository.lppm.unila.ac.id/id/eprint/49776,public,"['Universitas Lampung', 'Universitas Lampung']",,,,,,,,,,,,,,,,,,,,
77,31995,published,archive,2021-06-04 01:37:38,"ABSTRACT 
This study aims to determine the effect of intellectual intelligence, emotional intelligence and spiritual intelligence on the performance of PT Sygma Daya Insani Lampung employees which tends to decline. The sample used in this study was 154 respondents, namely employees of PT Sygma Daya Insani Lampung. The quantitative analysis in this study uses multiple linear regression analysis. This study uses the t test (partial) to determine partially the independent variable has a significant effect on the dependent variable. The results of the research on the hypothesis under study as a whole are accepted. This means that the variables of intellectual intelligence, emotional intelligence, and spiritual intelligence are significant variables in shaping the performance of the employees of PT Sygma Daya Insani Lampung. Suggested efforts in order to improve the intellectual intelligence of employees at PT Sygma Daya Insani Lampung, the company holds training for employees to improve intellectual intelligence. Then another suggestion that can be made by the company is that the company should make changes to the organizational structure.

Keywords: Intellectual Intelligence, Emotional Intelligence, Spiritual Intelligence, Employee Performance.

ABSTRAK 
Penelitian ini bertujuan untuk mengetahui pengaruh kecerdasan intelektual, kecerdasan emosional, dan kecerdasan spiritual terhadap kinerja karyawan PT Sygma Daya Insani Lampung yang cenderung menurun. Sampel penelitian sebesar 154 karyawan PT Sygma Daya Insani Lampung. Analisis kuantitatif menggunakan analisis regresi linear berganda dan uji t (parsial) untuk mengetahui pengaru variabel independen terhadap variabel dependen. Hasil analisis menunjukkan secara keseluruhan hipotesis diterima. Kecerdasan intelektual, kecerdasan emosional, dan kecerdasan spiritual merupakan variabel yang signifikan dalam mempengaruhi kinerja karyawan PT Sygma Daya Insani Lampung. Saran penelitian ini adalah perusahaan mengadakan pelatihan bagi karyawan untuk meningkatkan kecerdasan intelektual. Saran lain yang dapat dilakukan oleh perusahaan yaitu sebaiknya perusahaan melakukan perubahan struktur organisasi.

Kata Kunci: Kecerdasan Intelektual, Kecerdasan Emosional, Kecerdasan Spiritual, Kinerja Karyawan",['HD28'],http://jurnal.feb.unila.ac.id/index.php/jbm/about,"KINERJA KARYAWAN DARI ASPEK PENGARUH KECERDASAN SPIRITUAL, KECERDASAN INTELEKTUAL SERTA KECERDASAN EMOSIONAL",show,17,7,article,['FEB6'],2747 – 0032,"[{'id': 'ahmad.yasir1006@students.unila.ac.id', 'name': {'family': 'Yasir', 'honourific': None, 'lineage': None, 'given': 'Ahmad'}}, {'name': {'honourific': None, 'family': 'Ribhan', 'lineage': None, 'given': 'Ribhan'}, 'id': 'ribhan@feb.unila.ac.id'}, {'name': {'given': 'Keumala', 'honourific': None, 'family': 'Hayati', 'lineage': None}, 'id': 'umi_asra@yahoo.co.id'}]",Jurnal Bisnis dan Manajemen,disk0/00/03/19/95,2021-06-04 00:00:00.000000000,108,2021-06-04 01:37:38,2021-06-04 01:37:38,44-59,"[{'content': 'published', 'language': 'id', 'mime_type': 'text/html', 'security': 'public', 'placement': 1, 'eprintid': 31995, 'uri': 'http://repository.lppm.unila.ac.id/id/document/144986', 'rev_number': 3, 'format': 'text', 'pos': 1, 'files': [{'filesize': 27266, 'datasetid': 'document', 'filename': 222, 'hash': '74a23b89b845871cd556c812bd0c3276', 'mtime': '2021-06-04 01:09:56', 'hash_type': 'MD5', 'mime_type': 'text/html', 'fileid': 378640, 'uri': 'http://repository.lppm.unila.ac.id/id/file/378640', 'objectid': 144986}], 'docid': 144986, 'main': 222}]",pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/31995,public,,Jurusan Manajemen FEB Universitas Lampung,1.0,,,,,,,,,,,,,,,,,,
78,40639,,archive,2022-03-30 07:43:23,,['H1'],http://repository.lppm.unila.ac.id/31995/,"Kinerja Karyawan Dari Aspek Pengaruh Kecerdasan Spiritual, Kecerdasan Intelektual Serta Kecerdasan Emosional",show,,7,other,['FEB6'],,"[{'id': 'ahmad.yasir1006@students.unila.ac.id', 'name': {'honourific': None, 'family': 'Yasir', 'lineage': None, 'given': 'Ahmad'}}, {'name': {'given': 'Ribhan', 'honourific': None, 'family': 'Ribhan', 'lineage': None}, 'id': None}, {'name': {'honourific': None, 'family': 'Hayati', 'lineage': None, 'given': 'Keumala'}, 'id': 'umi_asra@yahoo.co.id'}]",,disk0/00/04/06/39,1970-01-01 00:00:00.000002021,404,2022-03-30 07:43:23,2022-03-30 07:43:23,,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 40639, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162006', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 3391645, 'fileid': 452513, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-03-29 02:52:18', 'filename': '18 Similarity_Kinerja Karyawan dari Aspek.pdf', 'hash': 'e97ee05722e3f712f8afe76d42b6cfb2', 'objectid': 162006, 'uri': 'http://repository.lppm.unila.ac.id/id/file/452513'}], 'docid': 162006, 'main': '18 Similarity_Kinerja Karyawan dari Aspek.pdf'}]",pub,,http://repository.lppm.unila.ac.id/id/eprint/40639,public,,Jurnal Bisnis Dan Manajemen,,,,,,,,,,ISSN 2747 – 0032,,,,,,,,,
79,40611,published,archive,2022-03-30 07:44:08,,['H1'],http://jurnal.feb.unila.ac.id/index.php/jbm/about,Similarity_Kinerja Karyawan,show,,7,other,['FEB6'],,"[{'name': {'family': 'Yasir', 'honourific': None, 'lineage': None, 'given': 'Ahmad'}, 'id': 'ahmad.yasir1006@students.unila.ac.id'}, {'id': None, 'name': {'honourific': None, 'family': 'Ribhan', 'lineage': None, 'given': 'Ribhan'}}, {'id': 'umi_asra@yahoo.co.id', 'name': {'given': 'Keumala', 'lineage': None, 'family': 'Hayati', 'honourific': None}}]",,disk0/00/04/06/11,2021-01-01 00:00:00.000000000,404,2022-03-30 07:44:08,2022-03-30 07:44:08,,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 40611, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161975', 'pos': 1, 'format': 'text', 'files': [{'objectid': 161975, 'uri': 'http://repository.lppm.unila.ac.id/id/file/452332', 'datasetid': 'document', 'filesize': 3375179, 'mime_type': 'application/pdf', 'fileid': 452332, 'filename': 'Similarity_Kinerja Karyawan.pdf', 'hash': '23c6479f7f6d4e8389ddcd324a5ab4bb', 'mtime': '2022-03-28 07:53:29', 'hash_type': 'MD5'}], 'docid': 161975, 'main': 'Similarity_Kinerja Karyawan.pdf'}]",pub,,http://repository.lppm.unila.ac.id/id/eprint/40611,public,,Jurnal Bisnis dan Manjemen,,,,,,,,,,,,,,,,,,,
80,49076,,archive,2023-03-21 09:03:46,,['HD28'],http://jurnal.feb.unila.ac.id/index.php/jbm/article/view/222,"Turnitin Artikel "" Kinerja Karyawan dari Aspek Pengaruh Kecerdasan Spiritual, Kecerdasan Intelektual dan Kecerdasan Emosional""",show,,8,other,['FEB6'],,"[{'name': {'given': 'Ahmad', 'lineage': None, 'family': 'Yasir', 'honourific': None}, 'id': 'ahmad.yasir1006@students.unila.ac.id'}, {'name': {'family': 'Ribhan', 'honourific': None, 'lineage': None, 'given': 'Ribhan'}, 'id': None}, {'name': {'honourific': None, 'family': 'Hayati', 'lineage': None, 'given': 'Keumala'}, 'id': 'umi_asra@yahoo.co.id'}]",,disk0_bak/00/04/90/76,1970-01-01 00:00:00.000002021,108,2023-03-21 09:03:46,2023-03-21 09:03:46,,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 49076, 'security': 'validuser', 'placement': 1, 'format': 'text', 'pos': 1, 'formatdesc': 'Turnitin', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188524', 'docid': 188524, 'main': '2021_Turnitin JBM Ahmad Y.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/533605', 'objectid': 188524, 'filesize': 3288397, 'datasetid': 'document', 'hash': '37852af2d05333f5b10a8834a331c238', 'filename': '2021_Turnitin JBM Ahmad Y.pdf', 'hash_type': 'MD5', 'mtime': '2023-03-21 06:09:19', 'mime_type': 'application/pdf', 'fileid': 533605}]}]",pub,,http://repository.lppm.unila.ac.id/id/eprint/49076,restricted,,Jurnal Bisnis dan Manajemen,,,,,,,,FEB Unila,,10.23960/jbm.v17i1.222,,,,,,,,,
