,lastmod,userid,datestamp,pagerange,number,ispublished,publisher,documents,uri,full_text_status,refereed,type,divisions,publication,issn,creators,dir,date,eprint_status,status_changed,subjects,abstract,title,official_url,rev_number,volume,metadata_visibility,eprintid,date_type,place_of_pub,id_number,patent_applicant,succeeds,pres_type,event_location,event_title,event_dates,event_type,contact_email,pages,corp_creators,related_url,referencetext,monograph_type,institution,department,contributors
50,2020-06-04 23:01:42,80,2020-06-04 23:01:42,,1.0,pub,Universitas Kristen Maranatha,"[{'eprintid': 21909, 'placement': 2, 'security': 'public', 'mime_type': 'text/html', 'language': 'id', 'content': 'published', 'docid': 35327, 'main': 1520, 'files': [{'hash_type': 'MD5', 'mtime': '2020-06-04 21:37:42', 'filename': 1520, 'hash': '8a7897f0ac79cfc93545832d0d379304', 'fileid': 202400, 'mime_type': 'text/html', 'filesize': 3880, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/202400', 'objectid': 35327}], 'pos': 2, 'format': 'text', 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35327'}]",http://repository.lppm.unila.ac.id/id/eprint/21909,public,TRUE,article,['FMIPA3'],Jutisi,2443-2229,"[{'id': 'astria.hijriani@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Hijriani', 'given': 'Astria'}}, {'id': 'jannati30fitri@gmail.com', 'name': {'family': 'Safitri', 'honourific': None, 'lineage': None, 'given': 'Jannati Asri'}}, {'name': {'honourific': None, 'family': 'Pribadi', 'lineage': None, 'given': 'Rd. Irwan Adi'}, 'id': 'irwan.adipribadi@fmipa.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Andrian', 'given': 'Rico'}, 'id': 'rico.andrian@fmipa.unila.ac.id'}]",disk0/00/02/19/09,2020-04-01 00:00:00.000000000,archive,2020-06-04 23:01:42,"['QA75', 'QA76']","The case study was taken from one of the trading companies in  Lampung. The company sells  Muslim fashion products from a large number of suppliers. Suppliers data is recorded in detail manually, as well as products recorded. Manual data collection can result in recording errors,  data easily tucked, or not recorded. This research develops an information system to help the company in data collection of suppliers and products automatically based on the web using Laravel as a framework. This system is built using extreme programming methods and has features that   focus on collecting suppliers,  products,  and product  shipments. The results of  system testing using the black box testing method shows that the system has fulfilled functional requirements and user needs.",Pengembangan Sistem Informasi Manajemen Supplier dan Barang dengan Extreme Programming,https://doi.org/10.28932/jutisi.v6i1.2132,15,6.0,show,21909,published,,https://journal.maranatha.edu/index.php/jutisi/article/view/2132/1520,,,,,,,,,,"['Jurusan Ilmu Komputer, Universitas Lampung', 'Jurusan Ilmu Komputer, Universitas Lampung', 'Jurusan Ilmu Komputer, Universitas Lampung', 'Jurusan Ilmu Komputer, Universitas Lampung']","[{'type': 'pub', 'url': 'https://journal.maranatha.edu/index.php/jutisi/article/view/2132/1520'}]",,,,,
51,2020-06-04 23:02:04,80,2020-06-04 23:02:04,,,pub,,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35334', 'main': '2462-5745-1-PB.pdf', 'docid': 35334, 'files': [{'mime_type': 'application/pdf', 'fileid': 202441, 'filename': '2462-5745-1-PB.pdf', 'hash': '31f3f44478010db3545e817a580d2014', 'mtime': '2020-06-04 22:24:10', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 628581, 'objectid': 35334, 'uri': 'http://repository.lppm.unila.ac.id/id/file/202441'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 21913, 'security': 'public', 'placement': 1}]",http://repository.lppm.unila.ac.id/id/eprint/21913,public,TRUE,conference_item,['FMIPA3'],,,"[{'id': 'astria.hijriani@gmail.com', 'name': {'given': 'Astria', 'honourific': None, 'family': 'Hijriani', 'lineage': None}}, {'id': 'putripertamas34@gmail.com', 'name': {'given': 'Putri Pertama', 'lineage': None, 'honourific': None, 'family': 'Sari'}}]",disk0/00/02/19/13,2020-02-01 00:00:00.000000000,archive,2020-06-04 23:02:04,"['QA75', 'QA76']","This Decision Support System helps in determining school recommendations for prospective new students. Specifically to be able to enter one of 17 state high schools in the city of Bandar Lampung. This is intended to facilitate the ranking of the criteria for the acceptance of new students. So to determine the selection of new students in the field of education is needed a system that can help provide recommendations for school selection based on the zone area and can help determine more appropriate results. In accordance with PPDB 2018 regulations, the zoning system each education unit receives a minimum of 90% of prospective new students from the specified quota. Determination in determining a new student, then we need a decision support system with the Simple Additive Weighting (SAW) method. The SAW method requires the decision-maker to determine the weight of each criterion. The total score for the alternative is obtained by adding up all the multiplication results between the rating (which can be compared across attributes) and the weight of each criterion. This Decision Support System (SPK) will display the results in the form of a school name table with the highest to lowest percentage of the prospective students so that it will facilitate and assist prospective students in making decisions. By using the SAW method in the recommendation system for new students in Bandar Lampung, the aim is to make it easier for prospective new students to determine recommendations for selecting public schools based on zoning in Bandar Lampung.",SISTEM REKOMENDASI SEKOLAH MENENGAH ATAS UNTUK CALON SISWA DI KOTA BANDAR LAMPUNG MENGGUNAKAN METODE SAW(SIMPLE ADDITIVE WEIGHTING) BERBASIS SISTEM INFORMASI GEOGRAFIS,https://jurnal.fmipa.unila.ac.id/snsmap/article/view/2462,7,,show,21913,published,,,,15107.0,paper,Bandar Lampung,"Seminar Nasional Sains, Matematika, Informatika dan Aplikasinya (SNSMIAP 2019)",24 Oktober 2019,conference,,,"['Universitas Lampung', 'Universitas Lampung']",[{'url': 'https://jurnal.fmipa.unila.ac.id/snsmap/article/view/2462'}],,,,,
52,2020-11-20 01:22:55,297,2020-11-20 01:22:55,,,pub,,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 26377, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40275', 'rev_number': 2, 'main': 'sertifikat_EC00202043026(SIAP).pdf', 'docid': 40275, 'files': [{'objectid': 40275, 'uri': 'http://repository.lppm.unila.ac.id/id/file/237585', 'datasetid': 'document', 'filesize': 769087, 'fileid': 237585, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-11-19 23:04:13', 'filename': 'sertifikat_EC00202043026(SIAP).pdf', 'hash': '7dfd52af3bcf8eaec6f3fe0701a278dc'}]}]",http://repository.lppm.unila.ac.id/id/eprint/26377,public,,patent,['FMIPA3'],,,"[{'id': '.', 'name': {'given': 'Anie Rose', 'family': 'Irawati', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Didik', 'lineage': None, 'family': 'Kurniawan', 'honourific': None}, 'id': 'didikunila@gmail.com'}, {'name': {'given': 'Favorisen R', 'family': 'Lumbanraja', 'honourific': None, 'lineage': None}, 'id': 'favorisen.lumbanraja@fmipa.unila.ac.id'}, {'id': 'dwijim@fmipa.unila.ac.id', 'name': {'given': 'Dwi', 'lineage': None, 'family': 'Sakethi', 'honourific': None}}]",disk0/00/02/63/77,2020-10-22 00:00:00.000000000,archive,2020-11-20 01:22:55,['QA76'],Merupakan sistem pelayanan desa berbasis web,Sistem Administrasi Pelayanan Desa (SIAP),,4,,show,26377,published,,212596,Didik Kurniawan,26375.0,,,,,,,,,"[{'url': 'https://e-hakcipta.dgip.go.id/index.php/c?code=ZjJlMmNkZWYzNDQxZjc2ZTJmZGIyMzlmMTI3NmE1MjcK', 'type': 'org'}]",,,,,
53,2020-11-20 01:22:24,297,2020-11-20 01:22:24,107-107,,submitted,,"[{'eprintid': 26378, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Book of Abstract the 3rd ICASMI v3.pdf', 'docid': 40276, 'files': [{'objectid': 40276, 'uri': 'http://repository.lppm.unila.ac.id/id/file/237591', 'fileid': 237591, 'mime_type': 'application/pdf', 'mtime': '2020-11-19 23:28:13', 'hash_type': 'MD5', 'filename': 'Book of Abstract the 3rd ICASMI v3.pdf', 'hash': '8e49075a14689de8831d213ae6f81888', 'datasetid': 'document', 'filesize': 9543084}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/40276', 'rev_number': 2}]",http://repository.lppm.unila.ac.id/id/eprint/26378,public,FALSE,conference_item,['FMIPA3'],,,"[{'name': {'given': 'Anie Rose', 'lineage': None, 'honourific': None, 'family': 'Irawati'}, 'id': '.'}, {'id': 'didikunila@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Kurniawan', 'given': 'Didik'}}, {'name': {'honourific': None, 'family': 'Sakethi', 'lineage': None, 'given': 'Dwi'}, 'id': None}, {'name': {'lineage': None, 'family': 'Lumbanraja', 'honourific': None, 'given': 'Favorisen R'}, 'id': 'favorisen.lumbanraja@fmipa.unila.ac.id'}]",disk0/00/02/63/78,2020-08-31 00:00:00.000000000,archive,2020-11-20 01:22:24,['QA76'],"Pekon Wonodadi, Gadingrejo district, Pringsewu regency, Lampung is one of the best villages in Pringsewu Regency, Lampung Province. Apart from having good economic potential, this village has also run the village administration well. This condition is sufficient provision to transform Pekon Wonodadi into a smart village so that village services and functions can be even better. There are three elements that make up a smart village, namely government, society and the environment. All three elements must be accommodated by the smart village because they are an integral part of mutual influence. Conceptually, smart village is the management of resources by government agencies by utilizing technology in a sustainable manner. Based on the models and concepts described, this study aims to build a smart village implementation technology model that focuses on two elements of smart village, namely government and society by taking case studies in Pekon Wonodadi, Gadingrejo district, Pringsewu regency, Lampung Province. The results of this study can be used as a basis for consideration or reference in policy making by stakeholders concerned to develop Pekon Wonodadi.
Keyword: Smart Village, Pekon Wonodadi, IT design and concept.",IT Model and Design for Village Government in compliance with the Smart Village Concept Case Study: Pekon Wonodadi),,9,,show,26378,submitted,,,,,paper,FMIPA Unila,"the 3rd International Conference on Applied Science, Mathematics and Information",3-4 September 2020,conference,,,,,,,,,
54,2020-11-16 04:09:59,2504,2020-11-16 04:09:59,,,pub,,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/39229', 'rev_number': 2, 'format': 'text', 'pos': 1, 'files': [{'objectid': 39229, 'uri': 'http://repository.lppm.unila.ac.id/id/file/229663', 'datasetid': 'document', 'filesize': 772793, 'mime_type': 'application/pdf', 'fileid': 229663, 'hash': '0ca1cde940363649b7a9b110b451f26e', 'filename': 'sertifikat_EC00202033466_QR_code.pdf', 'mtime': '2020-11-16 03:27:50', 'hash_type': 'MD5'}], 'docid': 39229, 'main': 'sertifikat_EC00202033466_QR_code.pdf', 'content': 'published', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 25439}]",http://repository.lppm.unila.ac.id/id/eprint/25439,public,,patent,['FMIPA3'],,,"[{'id': '.', 'name': {'family': 'Junaidi', 'honourific': None, 'lineage': None, 'given': 'Akmal'}}, {'id': None, 'name': {'lineage': None, 'family': 'Falah', 'honourific': None, 'given': 'Muhammad Nur'}}, {'name': {'given': 'Ardiansyah', 'honourific': None, 'family': 'Ardiansyah', 'lineage': None}, 'id': 'ardiansyah@fmipa.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Aristoteles', 'honourific': None, 'given': 'Aristoteles'}, 'id': None}]",disk0/00/02/54/39,2020-09-15 00:00:00.000000000,archive,2020-11-16 04:09:59,['QA76'],,Sistem Informasi Inventaris Barang Menggunakan QR Code,,9,,show,25439,published,,202961,Akmal Junaidi,,,,,,,,1.0,"['Jurusan Ilmu Komputer, FMIPA Universitas Lampung']",,,,,,
55,2021-06-15 07:23:36,725,2020-09-07 07:59:13,64-72,1.0,pub,Program Magister Sistem Informasi Universitas Diponegoro,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/148007', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/385613', 'objectid': 148007, 'filesize': 6442540, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-06-15 07:23:36', 'hash': '3bfba80ccb1460d6865f16b3d0e9f820', 'filename': 'JN_Terindeks_4_JSINBIS 2020 - Vol 10, No 1 - Lengkap.pdf', 'fileid': 385613, 'mime_type': 'application/pdf'}], 'docid': 148007, 'main': 'JN_Terindeks_4_JSINBIS 2020 - Vol 10, No 1 - Lengkap.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 23905}]",http://repository.lppm.unila.ac.id/id/eprint/23905,public,TRUE,article,['FMIPA3'],Jurnal Sistem Informasi Bisnis (JSINBIS),"2502-2377 (eISSN), 2088-3587 (pISSN)","[{'name': {'lineage': None, 'family': 'Junaidi', 'honourific': None, 'given': 'Akmal'}, 'id': '.'}, {'id': 'rizky.prabowo@fmipa.unila.ac.id', 'name': {'given': 'Rizky', 'lineage': None, 'family': 'Prabowo', 'honourific': None}}, {'name': {'given': 'AS', 'lineage': None, 'honourific': None, 'family': 'Admi Syarif'}, 'id': 'admi_syarif@yahoo.com'}, {'name': {'lineage': None, 'family': 'Fazri', 'honourific': None, 'given': 'Yudistira'}, 'id': None}]",disk0/00/02/39/05,2020-06-01 00:00:00.000000000,archive,2020-09-07 07:59:13,['T1'],Katalog furniture hanya menampilkan barang–barang dalam bentuk 2 dimensi yang statis. Pembeli sering kali ingin melihat furniture yang dapat ditempatkan pada ruangan yang sesungguhnya. Penelitian ini bertujuan untuk mengintegrasikan furniture 2D suatu katalog pada teknologi Augmented Reality (AR) sebagai suatu aplikasi yang berjalan pada platform Android. Aplikasi yang disebut Home-View ini dapat mengelola suatu gambar furniture 3D dengan ukuran yang dapat disesuaikan pada lingkungan yang nyata. Pengguna aplikasi ini dapat mengatur ulang ukuran produk furniture dan menampilkan objek tersebut pada lokasi yang diinginkan. Aplikasi Home-View dikembangkan dengan teknologi Augmented Reality. Pengembangan aplikasi menggunakan library Vuforia SDK dengan metode User-Defined Target (UDT) pada software Unity 3D. UDT digunakan agar aplikasi dapat menampilkan 3D furniture menggunakan gambar yang diinginkan pengguna sebagai target seperti sampul majalah atau buku. Aplikasi Home-View memiliki dua menu yaitu Marker Katalog dan Home View. Marker Katalog berfungsi untuk melihat 3D furniture dalam bentuk kecil pada catalog furniture. Home View berfungsi untuk melihat 3D furniture di dalam ruangan yang aktual. Aplikasi ini memiliki fitur positioning terhadap sumbu x dan y dan fitur rotating terhadap sumbu z. Aplikasi dapat bekerja dengan menampilkan 3D furniture sesuai ukuran aslinya pada menu Home View dan berhasil menampilkan 3D furniture sesuai dengan furniture yang ada pada katalog pada menu Marker Katalog.,Implementasi Augmented Reality Furniture Dengan User- Defined Target Berbasis Android,https://ejournal.undip.ac.id/index.php/jsinbis/index,9,10.0,show,23905,published,,10.21456/vol10iss1pp64-72,,,,,,,,,,,,,,,,
56,2021-04-01 01:47:02,725,2021-04-01 01:47:02,,,pub,Program Magister Sistem Informasi Universitas Diponego,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42886', 'docid': 42886, 'main': '13. jsinbis20_nilai.pdf', 'files': [{'objectid': 42886, 'uri': 'http://repository.lppm.unila.ac.id/id/file/255534', 'datasetid': 'document', 'filesize': 2570103, 'fileid': 255534, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-03-31 19:50:12', 'hash': '2b8b623908e59122ecbbf773cde61961', 'filename': '13. jsinbis20_nilai.pdf'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 28368, 'security': 'public', 'placement': 1}]",http://repository.lppm.unila.ac.id/id/eprint/28368,public,,other,['FMIPA3'],,,"[{'id': '.', 'name': {'lineage': None, 'honourific': None, 'family': 'Junaidi', 'given': 'Akmal'}}, {'name': {'lineage': None, 'family': 'Prabowo', 'honourific': None, 'given': 'Rizky'}, 'id': 'rizky.prabowo@fmipa.unila.ac.id'}, {'name': {'family': 'Admi Syarif', 'honourific': None, 'lineage': None, 'given': 'AS'}, 'id': 'admi_syarif@yahoo.com'}, {'name': {'given': 'Yudistira', 'lineage': None, 'family': 'Fazri', 'honourific': None}, 'id': None}]",disk0/00/02/83/68,2020-04-01 00:00:00.000000000,archive,2021-04-01 01:47:02,['T1'],Katalog furniture hanya menampilkan barang–barang dalam bentuk 2 dimensi yang statis. Pembeli sering kali ingin melihat furniture yang dapat ditempatkan pada ruangan yang sesungguhnya. Penelitian ini bertujuan untuk mengintegrasikan furniture 2D suatu katalog pada teknologi Augmented Reality (AR) sebagai suatu aplikasi yang berjalan pada platform Android. Aplikasi yang disebut Home-View ini dapat mengelola suatu gambar furniture 3D dengan ukuran yang dapat disesuaikan pada lingkungan yang nyata. Pengguna aplikasi ini dapat mengatur ulang ukuran produk furniture dan menampilkan objek tersebut pada lokasi yang diinginkan. Aplikasi Home-View dikembangkan dengan teknologi Augmented Reality. Pengembangan aplikasi menggunakan library Vuforia SDK dengan metode User-Defined Target (UDT) pada software Unity 3D. UDT digunakan agar aplikasi dapat menampilkan 3D furniture menggunakan gambar yang diinginkan pengguna sebagai target seperti sampul majalah atau buku. Aplikasi Home-View memiliki dua menu yaitu Marker Katalog dan Home View. Marker Katalog berfungsi untuk melihat 3D furniture dalam bentuk kecil pada catalog furniture. Home View berfungsi untuk melihat 3D furniture di dalam ruangan yang aktual. Aplikasi ini memiliki fitur positioning terhadap sumbu x dan y dan fitur rotating terhadap sumbu z. Aplikasi dapat bekerja dengan menampilkan 3D furniture sesuai ukuran aslinya pada menu Home View dan berhasil menampilkan 3D furniture sesuai dengan furniture yang ada pada katalog pada menu Marker Katalog.,Peer Review: Implementasi Augmented Reality Furniture Dengan User-Defined Target Berbasis Android,https://ejournal.undip.ac.id/index.php/jsinbis/article/view/26150,7,,show,28368,,,DOI: 10.21456/vol10iss1pp64-72,,,,,,,,,,,,,,,,
57,2021-05-31 01:53:06,670,2021-05-30 15:35:56,31-38,1.0,pub,FMIPA Universitas Lampung,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/141988', 'format': 'text', 'pos': 1, 'files': [{'objectid': 141988, 'uri': 'http://repository.lppm.unila.ac.id/id/file/372252', 'mime_type': 'application/pdf', 'fileid': 372252, 'hash': '906795c52108679fb0f0e38c2ce6800f', 'filename': 'junaidi2020-PMC_PKM_metode_kanang.pdf', 'mtime': '2021-05-31 01:53:06', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 574828}], 'docid': 141988, 'main': 'junaidi2020-PMC_PKM_metode_kanang.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 31388}]",http://repository.lppm.unila.ac.id/id/eprint/31388,public,TRUE,article,['FMIPA3'],Jurnal Pengabdian Kepada Masyarakat (JPKM) TABIKPUN,2745-7699,"[{'name': {'given': 'Akmal', 'lineage': None, 'family': 'Junaidi', 'honourific': None}, 'id': 'akmal.junaidi@fmipa.unila.ac.id'}, {'id': 'yohana.utami@fmipa.unila.ac.id', 'name': {'given': 'Yohana Tri', 'lineage': None, 'honourific': None, 'family': 'Utami'}}, {'name': {'given': 'Dwi', 'family': 'Sakethi', 'honourific': None, 'lineage': None}, 'id': 'dwijim@fmipa.unila.ac.id'}, {'id': 'irwan.adipribadi@fmipa.unila.ac.id', 'name': {'given': 'Rd. Irwan Adi', 'lineage': None, 'family': 'Pribadi', 'honourific': None}}]",disk0/00/03/13/88,2020-11-12 00:00:00.000000000,archive,2021-05-30 15:35:56,['QA75'],,"Pelatihan Mengetik Cepat Dengan Metode Kanang di Desa Tambah
Dadi, Kecamatan Purbolinggo, Lampung Timur",https://tabikpun.fmipa.unila.ac.id/index.php/jpkm_tp,11,1.0,show,31388,,,,,26936.0,,,,,,,,,,"Arsyad, A. (2007). Media Pembelajaran (cetakan kesembilan). Jakarta: PT. Raja Grafindo Persada.

Desa Tambah Dadi. (2018). Profil Desa. Retrieved September 2, 2020, from Website Resmi Desa Tambah Dadi: http://tambahdadi-lampungtimur.desa.id

Ditjen Pembangunan dan PMD. (2020). Peringkat Status Indeks Desa Membangun (IDM) Provinsi, Kabupaten, Kecamatan, Desa Tahun 2020. Jakarta: Kementerian Desa, Pembangunan Daerah Tertinggal, Dan Transmigrasi, Republik Indonesia.

Hariyanto, K. (2010). 60 Menit Mahir Mengetik. Surabaya: PT Java Pustaka.

Kemendagri. (2015, December 31). Permendagri Nomor 84 tahun 2015. Retrieved September 7, 2020, from Jaringan Dokumentasi dan Informasi Hukum, Kemendagri Republik Indonesia: http://jdih.kemendagri.go.id/jdih/uploads/Permendagri/Permen%20No.84%20TH%202015a516a87cfcaef229b342c437fe2b95f7.pdf

Kementerian Desa, PDT dan Transmigrasi. (2020). Sistem Informasi Desa. Retrieved September 3, 2020, from SID - KEMENDESA: https://sid.kemendesa.go.id/home/idm/1807082004

Nugraheny, D., Wintolo, H., Kusumaningrum, A., Sudaryanto, & Sajati, H. (2019). Pendampingan Pengenalan Metode Pengetikan Cepat Menggunakan Microsoft Word Bagi Siswa Kelas 5 SD IT Salsabila Al Muthi’in Yogyakarta. KACANEGARA Jurnal Pengabdian pada Masyarakat, 2(1), 21-28. doi:10.28989/kacanegara.v2i1.406

Setyaningsih, L. H., & Muhsin. (2014). Peningkatan Keterampilan Mengetik Sistem 10 Jari Buta dengan Menggunakan Model Pembelajaran Berbasis Komputer Berbantu Media Typing Master pada Siswa Kelas X AP SMK Muhammadiyah 01 Pati. Economic Education Analysis Journal, 89-93.

Sulastri, T. (2014). Analisis Mengetik Cepat 10 Jari Menggunakan Teknologi Komputer Berbasis Aplikasi Software Rapidtyping. Jurnal Komputer Bisnis, 4(2), 13-18.

Tjahjono, B. (2015). Pelatihan Mengetik Sebagai Sarana Penerapan Karakter dan Skill pada SD/SMP Birrul Walidain. Jurnal Pengabdian Masyarakat AbdiMas, 2(1).",,,,
58,2020-11-16 04:44:53,2425,2020-11-16 04:44:53,,,pub,,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39239', 'pos': 1, 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2020-11-16 03:58:41', 'filename': 'Pages from Buku Program PKMCSR 2020-Rev.pdf', 'hash': '98a4a042a2643263b4f63aee9bd9a148', 'fileid': 229723, 'mime_type': 'application/pdf', 'filesize': 324618, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/229723', 'objectid': 39239}], 'docid': 39239, 'main': 'Pages from Buku Program PKMCSR 2020-Rev.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 25447}]",http://repository.lppm.unila.ac.id/id/eprint/25447,public,TRUE,conference_item,['FMIPA3'],,,"[{'name': {'given': 'Agung Abadi', 'honourific': None, 'family': 'Kiswandono', 'lineage': None}, 'id': 'agung.abadi@fmipa.unila.ac.id'}, {'name': {'given': 'Nurhasanah', 'lineage': None, 'family': 'Nurhasanah', 'honourific': None}, 'id': 'nur.hasanah@fmipa.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Nauli', 'honourific': None, 'given': 'Pigo'}, 'id': 'pigo.nauli@feb.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Prabowo', 'honourific': None, 'given': 'Rizky'}, 'id': 'rizky.prabowo@fmipa.unila.ac.id'}]",disk0/00/02/54/47,2020-10-15 00:00:00.000000000,archive,2020-11-16 04:44:53,['QA75'],"Kedekatan dengan lembaga pendidikan SLTA, PTN maupun PTS seperti Universitas Lampung, UIN Bandar Lampung, Universitas Bandar Lampung (UBL) dan kedekatan dengan pusat bisnis, yakni pasar tradisional untung, minimarket dan kuliner malam memberikan peluang kepada masyarakat Desa Fajar Baru untuk dapat meningkatkan wirusaha. Produk-produk skala rumah tangga yang mempunyai peluang untuk dapat dikembangkan salah satunya adalah handsanitizer. Pada kondisi saat ini, dimana pandemi corona virus dieases (covid) 19 terus meluas, maka penggunaan handsanitizer sangat dibutuhkan sekali oleh masyarakat karena produk tersebut dapat memutus penyebaran covid 19. Tujuan dari kegiatan pengabdian kepada masyarakat ini adalah pendampingan kepada kelompok mitra, yaitu PKK Desa Fajar Baru dalam bentuk pelatihan dan pendampingan pembuatan produk handsanitizer berbasis alkohol. Bentuk kegiatan yang dilakukan adalah pendampingan, pelatihan, dan praktek. Hasil dari pelatihan dan pendampingan kepada kelompok mitra adalah keterampilan dan pengetahuan dalam pembuatan produk handsanitizer. Evaluasi kegiatan dilakukan dengan pengukuran terhadap pencapaian tujuan instruksional khusus dari kegiatan yang dilaksanakan dengan parameter pengukuran menggunakan pretest dan posttest untuk mengetahui Pengetahuan umum peserta tentang pembuatan dan fungsi handsanitizer, bahan baku untuk pembuatan dan merk produk. Hasil evaluasi menunjukkan bahwa pengetahuan mitra mengalami kenaikan 30% sampai 65% setelah mengikuti kegiatan pengabdian masyarakat tentang pembuatan handsanitizer",PENDAMPINGAN PEMBUATAN PRODUK HANDSANITIZER BERBASIS ALKOHOL PADA KELOMPOK PKK DESA FAJAR BARU,,9,,show,25447,published,,,,,paper,,PKM CSR,,conference,,,,,,,,,
59,2020-06-02 01:02:45,2423,2020-06-02 01:02:45,,,pub,,"[{'main': 'Hak Cipta ARRA (sertifikat_EC00202002510).pdf', 'docid': 34800, 'files': [{'filesize': 773088, 'datasetid': 'document', 'hash': '3ab0ff6dcab047ee6756a9d7bcbcbcef', 'filename': 'Hak Cipta ARRA (sertifikat_EC00202002510).pdf', 'hash_type': 'MD5', 'mtime': '2020-06-01 22:44:57', 'mime_type': 'application/pdf', 'fileid': 198829, 'uri': 'http://repository.lppm.unila.ac.id/id/file/198829', 'objectid': 34800}], 'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34800', 'eprintid': 21401, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'content': 'published'}]",http://repository.lppm.unila.ac.id/id/eprint/21401,public,,patent,['FMIPA3'],,,"[{'id': 'favorisen.lumbanraja@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Lumbanraja', 'given': 'Favorisen R'}}, {'name': {'given': 'Yunda', 'honourific': None, 'family': 'Heningtyas', 'lineage': None}, 'id': 'yunda.heningtyas89@gmail.com'}, {'id': 'rico.andrian@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Andrian', 'lineage': None, 'given': 'Rico'}}, {'id': None, 'name': {'given': 'Nurrahma', 'lineage': None, 'honourific': None, 'family': 'Nurrahma'}}]",disk0/00/02/14/01,2020-01-20 00:00:00.000000000,archive,2020-06-02 01:02:45,['QA75'],,Aplikasi Android ARRA (Augmented Reality Rumah Adat),,10,,show,21401,published,,EC00202002510,Hak Cipta Program Komputer,,,,,,,yunda.heningtyas@fmipa.unila.ac.id,,,,,,,,
