,creators,issn,publication,id_number,dir,date,type,divisions,publisher,documents,number,ispublished,refereed,full_text_status,uri,lastmod,userid,datestamp,pagerange,eprintid,date_type,title,official_url,metadata_visibility,rev_number,volume,eprint_status,status_changed,abstract,subjects,patent_applicant,contributors,pres_type,event_type,event_dates,event_location,event_title,referencetext
22,"[{'name': {'given': 'Bambang', 'family': 'Bambang Hermanto', 'honourific': None, 'lineage': None}, 'id': 'bambang.hermanto@fmipa.unila.ac.id'}]",,,,disk0/00/04/61/46,1970-01-01 00:00:00.000002022,other,['FMIPA3'],Jurnal Pepadun,"[{'files': [{'hash': 'd87243c5205aceb4179dc4003b418add', 'filename': 'Jurnal Rancang Bangun Aplikasi Sistem Pakar Diagnosa Penyakit Pada Tanaman Kelapa Sawit Menggunakan Metode Forward Chaining.pdf', 'mtime': '2022-10-31 11:21:22', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 510259, 'filesize': 1013489, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/510259', 'objectid': 184972}], 'docid': 184972, 'main': 'Jurnal Rancang Bangun Aplikasi Sistem Pakar Diagnosa Penyakit Pada Tanaman Kelapa Sawit Menggunakan Metode Forward Chaining.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/184972', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 46146, 'mime_type': 'application/pdf', 'language': 'en'}]",,unpub,,public,http://repository.lppm.unila.ac.id/id/eprint/46146,2022-11-01 00:59:42,2400,2022-11-01 00:59:42,,46146,,Peer Review Rancang Bangun Aplikasi Sistem Pakar Diagnosa Penyakit Pada Tanaman Kelapa Sawit Menggunakan Metode Forward Chaining Berbasis Web,,show,7,,archive,2022-11-01 00:59:42,,['QA75'],,,,,,,,
23,"[{'id': 'bambang.hermanto@fmipa.unila.ac.id', 'name': {'family': 'Bambang Hermanto', 'honourific': None, 'lineage': None, 'given': 'Bambang'}}]",,,,disk0/00/04/61/47,1970-01-01 00:00:00.000002022,other,['FMIPA3'],Jurnal Pepadun,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 46147, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184973', 'docid': 184973, 'main': 'Jurnal Rancang Bangun Sistem Informasi One Stop Wedding Service Berbasis Web.pdf', 'files': [{'objectid': 184973, 'uri': 'http://repository.lppm.unila.ac.id/id/file/510266', 'mime_type': 'application/pdf', 'fileid': 510266, 'hash': '0749cfd8bff48417e5b060770952f53f', 'filename': 'Jurnal Rancang Bangun Sistem Informasi One Stop Wedding Service Berbasis Web.pdf', 'hash_type': 'MD5', 'mtime': '2022-10-31 11:24:54', 'datasetid': 'document', 'filesize': 2006501}]}]",,unpub,,public,http://repository.lppm.unila.ac.id/id/eprint/46147,2022-11-01 00:59:47,2400,2022-11-01 00:59:47,,46147,,Peer Review Rancang Bangun Sistem Informasi One Stop Wedding ServiceBerbasis Web,,show,7,,archive,2022-11-01 00:59:47,,['QA75'],,,,,,,,
24,"[{'id': 'bambang.hermanto@fmipa.unila.ac.id', 'name': {'given': 'Bambang', 'family': 'Bambang Hermanto', 'honourific': None, 'lineage': None}}]",,,,disk0/00/04/61/40,1970-01-01 00:00:00.000002022,other,['FMIPA3'],Kemenkumham,"[{'docid': 184966, 'main': 'Hak Cipta Sistem Informasi Barang Masuk Dan Barang Keluar Starlog Pt. Bank Rakyat Indonesia (Persero) Tbk. Cabang Tanjung Karang.pdf', 'files': [{'objectid': 184966, 'uri': 'http://repository.lppm.unila.ac.id/id/file/510216', 'datasetid': 'document', 'filesize': 857181, 'fileid': 510216, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-10-31 10:31:43', 'hash': '59d32a40aeeda80d012d7a42778e09c3', 'filename': 'Hak Cipta Sistem Informasi Barang Masuk Dan Barang Keluar Starlog Pt. Bank Rakyat Indonesia (Persero) Tbk. Cabang Tanjung Karang.pdf'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184966', 'eprintid': 46140, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",,unpub,,public,http://repository.lppm.unila.ac.id/id/eprint/46140,2022-11-01 00:59:19,2400,2022-11-01 00:59:19,,46140,,Peer Review Sistem Informasi Barang Masuk Dan Barang Keluar Starlog PT. Bank Rakyat Indonesia (Persero) Tbk. Cabang Tanjung Karang,,show,7,,archive,2022-11-01 00:59:19,,['QA75'],,,,,,,,
25,"[{'name': {'given': 'Bambang', 'honourific': None, 'family': 'Bambang Hermanto', 'lineage': None}, 'id': 'bambang.hermanto@fmipa.unila.ac.id'}]",,,,disk0/00/04/61/48,1970-01-01 00:00:00.000002022,other,['FMIPA3'],Jurnal Pepadun,"[{'placement': 1, 'security': 'public', 'eprintid': 46148, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 184974, 'uri': 'http://repository.lppm.unila.ac.id/id/file/510273', 'datasetid': 'document', 'filesize': 998213, 'mime_type': 'application/pdf', 'fileid': 510273, 'hash': '6a08eaba33a59364c5646027fa6e5d44', 'filename': 'Jurnal Sistem Informasi Manajemen Data Klien Pada PT. Hulu Balang Mandiri Menggunakan Framework Laravel.pdf', 'hash_type': 'MD5', 'mtime': '2022-10-31 11:28:12'}], 'main': 'Jurnal Sistem Informasi Manajemen Data Klien Pada PT. Hulu Balang Mandiri Menggunakan Framework Laravel.pdf', 'docid': 184974, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184974', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",,unpub,,public,http://repository.lppm.unila.ac.id/id/eprint/46148,2022-11-01 00:59:51,2400,2022-11-01 00:59:51,,46148,,Peer Review Sistem Informasi Manajemen Data Klien Pada PT. Hulu Balang Mandiri Menggunakan Framework Laravel,,show,7,,archive,2022-11-01 00:59:51,,['QA75'],,,,,,,,
26,"[{'name': {'given': 'Bambang', 'lineage': None, 'family': 'Bambang Hermanto', 'honourific': None}, 'id': 'bambang.hermanto@fmipa.unila.ac.id'}]",,,,disk0/00/04/61/49,1970-01-01 00:00:00.000002022,other,['FMIPA3'],Jurnal Pepadun,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 46149, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184975', 'format': 'text', 'pos': 1, 'files': [{'hash_type': 'MD5', 'mtime': '2022-10-31 11:30:43', 'hash': '927ced90c8169067e16b38fa3714ac77', 'filename': 'Jurnal Sistem Informasi Penjualan Buku Bekas Di Kota Bandar Lampung Berbasis Web.pdf', 'fileid': 510280, 'mime_type': 'application/pdf', 'filesize': 1002949, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/510280', 'objectid': 184975}], 'docid': 184975, 'main': 'Jurnal Sistem Informasi Penjualan Buku Bekas Di Kota Bandar Lampung Berbasis Web.pdf'}]",,unpub,,public,http://repository.lppm.unila.ac.id/id/eprint/46149,2022-11-01 00:59:57,2400,2022-11-01 00:59:57,,46149,,Peer Review Sistem Informasi Penjualan Buku Bekas Di Kota Bandar Lampung Berbasis Web,,show,7,,archive,2022-11-01 00:59:57,,['QA75'],,,,,,,,
27,"[{'id': 'bambang.hermanto@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Bambang Hermanto', 'honourific': None, 'given': 'Bambang'}}]",,,,disk0/00/04/61/41,1970-01-01 00:00:00.000002022,other,['FMIPA3'],Kemenkumham,"[{'docid': 184967, 'main': 'Hak Cipta Sistem Pakar Diagnosis Penyakit Pada Tanaman Tembakau Menggunakan Metode Case Based Reasoning.pdf', 'files': [{'objectid': 184967, 'uri': 'http://repository.lppm.unila.ac.id/id/file/510223', 'mime_type': 'application/pdf', 'fileid': 510223, 'filename': 'Hak Cipta Sistem Pakar Diagnosis Penyakit Pada Tanaman Tembakau Menggunakan Metode Case Based Reasoning.pdf', 'hash': '34cce9f6cf4663083c0fe6fa83c9381d', 'hash_type': 'MD5', 'mtime': '2022-10-31 10:33:57', 'datasetid': 'document', 'filesize': 455066}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184967', 'eprintid': 46141, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",,unpub,,public,http://repository.lppm.unila.ac.id/id/eprint/46141,2022-11-01 00:59:22,2400,2022-11-01 00:59:22,,46141,,Peer Review Sistem Pakar Diagnosis Penyakit Pada Tanaman Tembakau  Menggunakan Metode Case Based Reasoning,,show,7,,archive,2022-11-01 00:59:22,,['QA75'],,,,,,,,
28,"[{'name': {'lineage': None, 'family': 'Bambang Hermanto', 'honourific': None, 'given': 'Bambang'}, 'id': 'bambang.hermanto@fmipa.unila.ac.id'}]",,,,disk0/00/04/61/50,1970-01-01 00:00:00.000002022,other,['FMIPA3'],Jurnal Komputasi,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/510287', 'objectid': 184976, 'filesize': 2095957, 'datasetid': 'document', 'mtime': '2022-10-31 11:33:26', 'hash_type': 'MD5', 'hash': '6fbdd1b308fb577e8205f5f9f61ad499', 'filename': 'Jurnal Sistem Pakar Diagnosis Penyakit Pada Tanaman Vanili Menggunakan Metode Dempster-Shafer Berbasis Web.pdf', 'fileid': 510287, 'mime_type': 'application/pdf'}], 'docid': 184976, 'main': 'Jurnal Sistem Pakar Diagnosis Penyakit Pada Tanaman Vanili Menggunakan Metode Dempster-Shafer Berbasis Web.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184976', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 46150, 'mime_type': 'application/pdf', 'language': 'en'}]",,unpub,,public,http://repository.lppm.unila.ac.id/id/eprint/46150,2022-11-01 01:00:03,2400,2022-11-01 01:00:03,,46150,,Peer Review Sistem Pakar Diagnosis Penyakit Pada Tanaman Vanili Menggunakan Metode Dempster-Shafer Berbasis Web,,show,7,,archive,2022-11-01 01:00:03,,['QA75'],,,,,,,,
29,"[{'id': 'bambang.hermanto@fmipa.unila.ac.id', 'name': {'given': 'Bambang', 'lineage': None, 'family': 'Bambang Hermanto', 'honourific': None}}]",,,,disk0/00/04/61/51,1970-01-01 00:00:00.000002022,other,['FMIPA3'],Jurnal Pepadun,"[{'security': 'public', 'placement': 1, 'eprintid': 46151, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'filesize': 1006073, 'datasetid': 'document', 'hash': 'c56cd32bc2f26ffddc73d001583d014e', 'filename': 'Jurnal Sistem Pakar Identifikasi Panen Buah Nanas Menggunakan Metode Backward Chaining Berbasis Android.pdf', 'mtime': '2022-10-31 12:20:33', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 510301, 'uri': 'http://repository.lppm.unila.ac.id/id/file/510301', 'objectid': 184979}], 'docid': 184979, 'main': 'Jurnal Sistem Pakar Identifikasi Panen Buah Nanas Menggunakan Metode Backward Chaining Berbasis Android.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184979', 'format': 'text', 'pos': 1}]",,unpub,,public,http://repository.lppm.unila.ac.id/id/eprint/46151,2022-11-01 01:00:10,2400,2022-11-01 01:00:10,,46151,,Peer Review Sistem Pakar Identifikasi Panen Buah Nanas Menggunakan Metode Backward Chaining Berbasis Android,,show,7,,archive,2022-11-01 01:00:10,,['QA75'],,,,,,,,
30,"[{'name': {'given': 'Bambang', 'family': 'Bambang Hermanto', 'honourific': None, 'lineage': None}, 'id': 'bambang.hermanto@fmipa.unila.ac.id'}]",,,,disk0/00/04/61/42,1970-01-01 00:00:00.000002022,other,['FMIPA3'],Kemenkumham,"[{'security': 'public', 'placement': 1, 'eprintid': 46142, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'mime_type': 'application/pdf', 'fileid': 510230, 'filename': 'Hak Cipta Sistem Pendukung Keputusan (SPK) Untuk Menentukan Kelayakan Penerimaan Bantuan Pangan Non Tunai (BPNT) Menggunakan  Metode Weighted Product (WP) Berbasis Web.pdf', 'hash': '810406cd6f8fd7866e4cdb646426e2c4', 'mtime': '2022-10-31 10:35:56', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 873718, 'objectid': 184968, 'uri': 'http://repository.lppm.unila.ac.id/id/file/510230'}], 'main': 'Hak Cipta Sistem Pendukung Keputusan (SPK) Untuk Menentukan Kelayakan Penerimaan Bantuan Pangan Non Tunai (BPNT) Menggunakan  Metode Weighted Product (WP) Berbasis Web.pdf', 'docid': 184968, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184968', 'rev_number': 1, 'format': 'text', 'pos': 1}]",,unpub,,public,http://repository.lppm.unila.ac.id/id/eprint/46142,2022-11-01 00:59:26,2400,2022-11-01 00:59:26,,46142,,Peer Review Sistem Pendukung Keputusan (SPK) Untuk Menentukan Kelayakan Penerimaan Bantuan Pangan Non Tunai (BPNT) Menggunakan Metode Weighted Product (WP) Berbasis Web,,show,7,,archive,2022-11-01 00:59:26,,['QA75'],,,,,,,,
31,"[{'id': 'bambang.hermanto@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Bambang Hermanto', 'lineage': None, 'given': 'Bambang'}}]",,,,disk0/00/04/61/43,1970-01-01 00:00:00.000002022,other,['FMIPA3'],Kemenkumham,"[{'files': [{'mime_type': 'application/pdf', 'fileid': 510237, 'hash': '6e8183f5f9969093ee1494467058df72', 'filename': 'Hak Cipta Utility Pendeteksi Kesalahan Penulisan Kata Pada Dokumen Bertipe . Doc.pdf', 'mtime': '2022-10-31 10:38:26', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 450589, 'objectid': 184969, 'uri': 'http://repository.lppm.unila.ac.id/id/file/510237'}], 'main': 'Hak Cipta Utility Pendeteksi Kesalahan Penulisan Kata Pada Dokumen Bertipe . Doc.pdf', 'docid': 184969, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184969', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 46143, 'mime_type': 'application/pdf', 'language': 'en'}]",,unpub,,public,http://repository.lppm.unila.ac.id/id/eprint/46143,2022-11-01 00:59:29,2400,2022-11-01 00:59:29,,46143,,Peer Review Utility Pendeteksi Kesalahan Penulisan Kata Pada Dokumen Bertipe . doc,,show,7,,archive,2022-11-01 00:59:29,,['QA75'],,,,,,,,
32,"[{'name': {'honourific': None, 'family': 'Bambang Hermanto', 'lineage': None, 'given': 'Bambang'}, 'id': 'bambang.hermanto@fmipa.unila.ac.id'}]",,,,disk0/00/04/61/53,1970-01-01 00:00:00.000002022,other,['FMIPA3'],Jurnal Komputasi,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184980', 'rev_number': 1, 'docid': 184980, 'main': 'Jurnal Web Service Sistem Informasi Terpadu (SIMIPA) Menggunakan REST API.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/510310', 'objectid': 184980, 'filesize': 1918882, 'datasetid': 'document', 'hash': '3f9f93a3529c9b1258f918b752de92c4', 'filename': 'Jurnal Web Service Sistem Informasi Terpadu (SIMIPA) Menggunakan REST API.pdf', 'hash_type': 'MD5', 'mtime': '2022-10-31 12:22:52', 'mime_type': 'application/pdf', 'fileid': 510310}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 46153, 'security': 'public', 'placement': 1}]",,unpub,,public,http://repository.lppm.unila.ac.id/id/eprint/46153,2022-11-01 01:00:20,2400,2022-11-01 01:00:20,,46153,,Peer review Web Service Sistem Informasi Terpadu (SIMIPA) Menggunakan REST API,,show,7,,archive,2022-11-01 01:00:20,,['QA75'],,,,,,,,
33,"[{'name': {'given': 'Bambang', 'family': 'Bambang Hermanto', 'honourific': None, 'lineage': None}, 'id': 'bambang.hermanto@fmipa.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Utami', 'honourific': None, 'given': 'Yohana Tri'}, 'id': 'yohana.utami@fmipa.unila.ac.id'}, {'id': 'dewi.asiah@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Shofiana', 'lineage': None, 'given': 'Dewi Asiah'}}]",,,No. EC00202236756,disk0/00/04/61/61,1970-01-01 00:00:00.000002022,patent,['FMIPA3'],,"[{'files': [{'fileid': 510398, 'mime_type': 'application/pdf', 'mtime': '2022-11-01 03:01:52', 'hash_type': 'MD5', 'hash': '99695867bca7b8254448cc5f84f40efd', 'filename': '4670.pdf', 'datasetid': 'document', 'filesize': 2094461, 'objectid': 185004, 'uri': 'http://repository.lppm.unila.ac.id/id/file/510398'}], 'docid': 185004, 'main': '4670.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185004', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 46161, 'mime_type': 'application/pdf', 'language': 'en'}]",,pub,,public,http://repository.lppm.unila.ac.id/id/eprint/46161,2022-11-01 06:57:19,2400,2022-11-01 06:57:19,,46161,published,Sistem Informasi Barang Masuk Dan Barang Keluar Starlog PT. Bank Rakyat Indonesia (Persero) Tbk. Cabang Tanjung Karang,https://pdki-indonesia.dgip.go.id/detail/EC00202236756?type=copyright&keyword=Sistem+Informasi+Barang+Masuk+Dan+Barang+Keluar+Starlog+Pt.+Bank+Rakyat+Indonesia+%28Persero%29+Tbk.+Cabang+Tanjung+Karang,show,8,,archive,2022-11-01 06:57:19,,['QA75'],Bambang Hermanto,,,,,,,
34,"[{'name': {'honourific': None, 'family': 'Heningtyas', 'lineage': None, 'given': 'Yunda'}, 'id': 'yunda.heningtyas89@gmail.com'}, {'id': 'akmal.junaidi@fmipa@unila.ac.id', 'name': {'lineage': None, 'family': 'Akmal Junaidi', 'honourific': None, 'given': 'Akmal'}}, {'name': {'given': 'Aristoteles', 'family': 'Aristoteles', 'honourific': None, 'lineage': None}, 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Gregorius', 'given': 'F'}, 'id': None}]",,,322811,disk0/00/03/88/43,2022-01-31 00:00:00.000000000,patent,['FMIPA3'],,"[{'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159985', 'pos': 1, 'format': 'text', 'files': [{'objectid': 159985, 'uri': 'http://repository.lppm.unila.ac.id/id/file/438717', 'mime_type': 'application/pdf', 'fileid': 438717, 'hash': '303fa92dd833335d986a7945cdf60db0', 'filename': 'sertifikat_EC00202207512.pdf', 'hash_type': 'MD5', 'mtime': '2022-02-02 02:42:29', 'datasetid': 'document', 'filesize': 2074120}], 'main': 'sertifikat_EC00202207512.pdf', 'docid': 159985, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 38843}]",,pub,,public,http://repository.lppm.unila.ac.id/id/eprint/38843,2022-02-02 07:18:25,215,2022-02-02 07:18:25,,38843,published,"Aplikasi Virtual Guide Gedung F Dan Pasca Sarjana Fakultas
Ekonomi Dan Bisnis Universitas Lampung Menggunakan Unity 3D",https://e-hakcipta.dgip.go.id/index.php/c?code=OThkZjZmN2IxMjQzZGI5ZWQyZjZiZWMzYTBmMGQ1MTcK,show,8,,archive,2022-02-02 07:18:25,,['QA76'],Yunda Heningtyas; Akmal Junaidi; Aristoteles; Gregorius F,,,,,,,
35,"[{'name': {'given': 'Yunda', 'lineage': None, 'honourific': None, 'family': 'Heningtyas'}, 'id': 'yunda.heningtyas89@gmail.com'}, {'name': {'honourific': None, 'family': 'Hijriani', 'lineage': None, 'given': 'Astria'}, 'id': 'astria.hijriani@fmipa.unila.ac.id'}, {'id': None, 'name': {'given': 'Rahmi', 'lineage': None, 'family': 'Permata Hati', 'honourific': None}}, {'id': 'akmal.junaidi@fmipa.unila.ac.id', 'name': {'given': 'Akmal', 'lineage': None, 'family': 'Junaidi', 'honourific': None}}]",2406-7857,Kumpulan Jurnal Ilmu Komputer (KLIK),,disk0/00/04/63/71,1970-01-01 00:00:00.000002022,article,['FMIPA3'],Prodi Ilmu Komputer Universitas Lambung Mangkurat,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 46371, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185253', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 185253, 'uri': 'http://repository.lppm.unila.ac.id/id/file/511964', 'datasetid': 'document', 'filesize': 3880451, 'fileid': 511964, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-11-08 23:45:50', 'filename': 'COVER PUBLIKASI Jurnal KLIK vol 9(2) .pdf', 'hash': 'b2382637d7d11124f77c23eb2d34507c'}], 'main': 'COVER PUBLIKASI Jurnal KLIK vol 9(2) .pdf', 'docid': 185253}]",2.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/46371,2022-11-09 01:05:17,2423,2022-11-09 01:05:17,279-290,46371,published,"IMPLEMENTASI TEKNOLOGI GAME DRESS-UP BERBASIS 
ANDROID",,show,7,9.0,archive,2022-11-09 01:05:17,"Fashion	is	a	way	for	women	to	express	themselves	in	social	life.	Women	who	know	their	
body	shape	can	determine	the	appropriate	clothes	to	enhance	the	beauty	of	their	appearance.	
However,	not	all	women	understand	their	body	shape.	Women	have	five	types	of	body	shapes	
with	their	respective	advantages	and	disadvantages.	Dress-Up	Game	is	a	simulation	game	that	
explains	the	characteristics	of	a	woman's	body	shape	with	2-dimensional	images.	This	game	
also	provides	a	model	of	clothing	that	suits	body	shape.	The	dress-Up	game	is	made	using	the	
Multimedia	Development	Life	Cycle	(MDLC)	method	and	is	operated	on	the	Android	platform.	
This	Dress-Up	game	aims	to	help	women	understand	clothes	that	suit	their	body	shape.","['Q1', 'T1']",,,,,,,,
36,"[{'name': {'given': 'Yunda', 'honourific': None, 'family': 'Heningtyas', 'lineage': None}, 'id': 'yunda.heningtyas89@gmail.com'}, {'id': None, 'name': {'given': 'Fathur', 'lineage': None, 'family': 'Rahmi', 'honourific': None}}, {'name': {'given': 'Kurnia', 'lineage': None, 'honourific': None, 'family': 'Muludi'}, 'id': 'kurnia.muludi@fmipa.unila.ac.id'}]",2615-224X,Jurnal TEKNOINFO,,disk0/00/04/63/74,1970-01-01 00:00:00.000002022,article,['FMIPA3'],Universitas Teknokrat Indonesia,"[{'files': [{'mime_type': 'application/pdf', 'fileid': 511984, 'hash': '338eb7ac3c23f40f33da240e8eb52d2e', 'filename': 'COVER PUBLIKASI Teknoinfo vol 16(1) .pdf', 'hash_type': 'MD5', 'mtime': '2022-11-09 00:13:39', 'datasetid': 'document', 'filesize': 2336905, 'objectid': 185256, 'uri': 'http://repository.lppm.unila.ac.id/id/file/511984'}], 'docid': 185256, 'main': 'COVER PUBLIKASI Teknoinfo vol 16(1) .pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185256', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 46374, 'mime_type': 'application/pdf', 'language': 'en'}]",1.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/46374,2022-11-09 01:05:14,2423,2022-11-09 01:05:14,8-13,46374,published,IMPLEMENTASI DENSITY-BASED CLUSTERING PADA SEGMENTASI CITRA Betta Fish,https://ejurnal.teknokrat.ac.id/index.php/teknoinfo/article/view/1273,show,6,16.0,archive,2022-11-09 01:05:14,"During the COVID-19 pandemic, the number of ornamental fish enthusiasts has increased, especially those of the Betta
Fish species. Betta Fish is a type of ornamental Fish with various species with beautiful colors and morphology, especially
the shape of the tail. The more diverse the color patterns of the Fish and the unique shape, the more expensive the selling
price of this type of ornamental Fish. The market demand for Betta Fish is getting higher, causing the selling price of
Betta Fish also to increase. However, not all ornamental fish lovers recognize the species name of the Betta Fish. For this
reason, a pattern recognition-based system is needed that can recognize Betta Fish species. Pattern recognition has
several stages, namely segmentation, extraction, and classification. This study aims to separate the object from the
background on a digital image. The dataset used is 160 images consisting of 40 images of each species, namely Halfmoon,
Double Tail, Serit, and Plakat. The first step is to convert the image into a saturation and intensity color model. The
method used in the segmentation process is Density-Based Clustering. Density-Based Clustering is a segmentation
method by forming clusters based on the density level of the object area. The segmentation process using the DensityBased
Clustering method achieves an accuracy rate of 92.82%.   

Keyword: Betta Fish, Density-Based Clustering, HSI, Image Recognition, Image Segmentation",['Q1'],,,,,,,,
37,"[{'name': {'given': 'Akmal', 'lineage': None, 'family': 'Junaidi', 'honourific': None}, 'id': 'akmal.junaidi@fmipa.unila.ac.id'}, {'name': {'given': 'Eka Yuda', 'lineage': None, 'family': 'Gunawibawa', 'honourific': None}, 'id': 'eka.yuda@fisip.unila.ac.id'}, {'id': 'hafsah.handayani@gmail.com', 'name': {'family': 'Handayani', 'honourific': None, 'lineage': None, 'given': 'Dwi Hafsah'}}, {'id': 'rachmadcahyaaji@gmail.com', 'name': {'lineage': None, 'family': 'Aji', 'honourific': None, 'given': 'Rachmad Cahya'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Muzaki', 'given': 'Faiz'}, 'id': 'faismuzakiid@gmail.com'}]",,,409745,disk0_bak/00/05/03/48,2022-11-24 00:00:00.000000000,patent,['FMIPA3'],,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/543600', 'objectid': 190046, 'mtime': '2023-04-12 01:35:52', 'hash_type': 'MD5', 'filename': 'sertifikat_EC00202294001_android_kespro.pdf', 'hash': 'e1fb203ea969a099011432ef664d1524', 'fileid': 543600, 'mime_type': 'application/pdf', 'filesize': 2095240, 'datasetid': 'document'}], 'docid': 190046, 'main': 'sertifikat_EC00202294001_android_kespro.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190046', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 50348, 'language': 'en', 'mime_type': 'application/pdf'}]",,pub,,public,http://repository.lppm.unila.ac.id/id/eprint/50348,2023-04-12 07:40:41,670,2023-04-12 07:40:41,,50348,published,"Modul Edukasi Digital Kesehatan Reproduksi Dan Seksualitas
Remaja Berbasis Android",,show,8,,archive,2023-04-12 07:40:41,,['H1'],Kementerian Hukum dan HAM Republik Indonesia,,,,,,,
